,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Speedrun,Main+Extras,Completionist,Progress
753,869,borizz,,6h,NR,,140012,Playing Completed,First,"March 29, 2013",6h,,,,,
754,869,brreagan,PC,6h,80%,,1217890,Completed,First,"March 15, 2013",6h,,,,,
755,869,buzzbomber,PC,6h,70%,,700270,Completed,First,March 2012,6h,,,,,
756,869,byzrk,PC,6h,NR,,5870890,Completed,First,"February 20, 2018",6h,,,,,
757,869,calvacade,PC,6h,NR,,1701124,Completed,First,,6h,,,,,
758,869,casualgamer666,PC,6h,NR,,1077575,Completed,First,"January 01, 2015",6h,,,,,
759,869,coldrifting,PC,6h,NR,,3702185,Completed,First,"January 06, 2017",6h,,,,,
760,869,dan41,PC,6h,80%,,80823,Completed,First,,6h,,,,,
761,869,danedf,PC,6h,NR,,6508653,Completed,First,"July 02, 2018",6h,,,,,
762,869,dannyx28,PC,6h,NR,,1274949,Completed,First,"April 02, 2015",6h,,,,,
763,869,demonofnight,PlayStation 4,6h,NR,,3896786,Completed,First,,6h,,,,,
764,869,digitalschism96,Nintendo Switch,6h,100%,,9565271,Completed,First,"September 08, 2019",6h,,,,,
765,869,dmcampan,PC,6h,70%,,1945685,Completed,First,"October 13, 2015",6h,,,,,
766,869,Private,PC,6h,NR,,545624,Completed,First,"December 31, 2013",6h,,,,,
767,869,dr12,Linux,6h,NR,,4683801,Completed,First,"July 03, 2017",6h,,,,,
768,869,edshirinian,PC,6h,100%,,613270,Completed,First,"February 03, 2014",6h,,,,,
769,869,egoistz,PC,6h,100%,,154138,Completed,First,"July 19, 2012",6h,,,,,
770,869,ehransom13,PC,6h,80%,,575273,Completed,First,"January 15, 2014",6h,,,,14h,
771,869,etae,PC,6h,NR,,412444,Completed,First,"September 15, 2013",6h,,,,,
772,869,finter,iOS,6h,NR,,1143979,Completed,First,"August 07, 2015",6h,,,,,
773,869,friendpatine,PC,6h,NR,,4730324,Completed,First,,6h,,,10h,,
774,869,g4m3rtom,PC,6h,NR,,344597,Completed,First,"January 08, 2014",6h,,,,,
775,869,hoorayforrobots,PC,6h,80%,,603530,Completed,First,"January 20, 2014",6h,,,,,
776,869,hugin13,PC,6h,70%,,70430,Playing Completed,First,,6h,,,,,
777,869,jessestell,PC,6h,80%,,497374,Completed,First,"November 28, 2013",6h,,,,,
778,869,katoujuri,PC,6h,NR,,747154,Backlog Completed,Replay,"July 15, 2013",6h,,,9h,18h,
779,869,kds71,PC,6h,NR,,164010,Completed,First,"August 05, 2012",6h,,,,,
780,869,kingrando,iOS,6h,NR,,11885,Completed,First,"February 27, 2013",6h,,,,,
781,869,lChronos,PC,6h,NR,,3118277,Completed,First,"June 20, 2016",6h,,,13h,,
782,869,letsfail1,PC,6h,NR,,6224407,Completed,First,"September 23, 2013",6h,,,,,
783,869,Private,PC,6h,NR,,3690737,Completed,First,"March 02, 2019",6h,,,,,
784,869,liket,PC,6h,NR,,8761721,Completed,First,May 2013,6h,,,,,
785,869,liorfigman,Xbox 360,6h,90%,,1917567,Completed,First,,6h,,,,,
786,869,ljb312,PC,6h,70%,,132501,Completed,First,"April 25, 2013",6h,,,,,
787,869,lovelace,PC,6h,80%,,3251613,Completed,First,"July 23, 2016",6h,,,,,
788,869,lscasanova,PlayStation 4,6h,NR,,6411055,Replay Completed,First,"November 16, 2018",6h,,,,,
789,869,luminantAegis,PC,6h,NR,,5381036,Completed,First,"June 14, 2016",6h,,,,,
790,869,mantinez,PC,6h,90%,,3623128,Completed,First,,6h,,,,,
791,869,metrocow,PC,6h,80%,,1323589,Completed,First,"April 29, 2015",6h,,,,,
792,869,mp3774,PC,6h,NR,,4041655,Completed,First,,6h,,,,20h,
793,869,Private,PC,6h,80%,,1096264,Completed,First,"March 15, 2014",6h,,,,,
794,869,mrwat,PC,6h,NR,,7904826,Completed,First,"December 31, 2018",6h,,,,,
795,869,nabstarrr,PC,6h,90%,,1394950,Completed,First,"November 27, 2012",6h,,,,,
796,869,nanaelle_,PC,6h,NR,,4893061,Completed,First,,6h,,,,,
797,869,nbisby,PC,6h,90%,,278870,Completed,First,,6h,,,,,
798,869,nuktedanakil,PC,6h,NR,,8824946,Completed,First,"May 21, 2017",6h,,,,,
799,869,oknsnl,PC,6h,80%,,11619151,Completed,First,,6h,,,,,
800,869,oleksabalancer,PC,6h,NR,,8749461,Completed,Replay,,6h,,,,,
801,869,Private,PC,6h,NR,,11321737,Completed,First,"April 01, 2020",6h,,,,,
802,869,Private,PC,6h,90%,,1312942,Completed,First,"November 05, 2013",6h,,,,,
803,869,pinguinman,PC,6h,NR,,4456891,Completed,First,,6h,,,,,
804,869,pl_hebert,PC,6h,NR,,3887731,Completed,First,,6h,,,,,
805,869,psofiterol,PC,6h,NR,,1798911,Completed,First,,6h,,,,,
806,869,rabelloo,PC,6h,100%,,8134956,Completed,First,2013,6h,,,10h,20h,
807,869,rainaesthetics,Mac,6h,90%,,6524015,Completed,First,"May 14, 2018",6h,,,,,
808,869,reddragonx,PlayStation 4,6h,70%,,1359774,Completed,First,"June 03, 2015",6h,,,,,
809,869,reinth,PC,6h,NR,,604951,Completed,First,"January 30, 2014",6h,,,,,
810,869,rikof1,PC,6h,NR,,3331780,Completed,First,"August 15, 2016",6h,,,,,
811,869,royrules22,PC,6h,NR,,305812,Completed,First,"August 26, 2012",6h,,,,,
812,869,sarefx,PC,6h,60%,,6230720,Completed,First,"December 08, 2017",6h,,,,,
813,869,schiemann,Nintendo Switch,6h,70%,,10853085,Completed,First,"January 20, 2020",6h,,,,,
814,869,scorchll7,PC,6h,70%,,25637,Completed,First,,6h,,,,,
815,869,senkus,PC,6h,90%,,2286720,Completed,First,"December 27, 2015",6h,,,,,
816,869,skateboard34,PC,6h,90%,,991705,Completed,First,"October 25, 2014",6h,,,,,
817,869,Private,PC,6h,80%,,5564495,Completed,First,,6h,,,,,
818,869,soranel,PC,6h,NR,,10663377,Completed,First,"December 26, 2019",6h,,,,,
819,869,spartandude2718,PC,6h,NR,,8298439,Completed,First,,6h,,,,,
820,869,stopdropandlol3,PC,6h,NR,,7213136,Completed,First,"October 08, 2018",6h,,,,,
821,869,Private,Nintendo Switch,6h,NR,,10475619,Completed,First,"November 23, 2019",6h,,,,,
822,869,supertoast3000,PC,6h,NR,,6664522,Completed,First,,6h,,,,,
823,869,tect,PC,6h,NR,,6459574,Completed,First,"June 23, 2018",6h,,,8h,,
824,869,tenebrarum,Nintendo Switch,6h,40%,,10998019,Completed,First,"February 17, 2020",6h,,,7h,,
825,869,thetransallsaga,PC,6h,NR,,1409472,Completed,First,,6h,,,,,
826,869,thomazoPL,PC,6h,NR,,1135087,Completed,First,"June 19, 2016",6h,,,,,
827,869,tonga,Nintendo Switch,6h,NR,,12049225,Completed,First,"June 21, 2020",6h,,,,,
828,869,Private,Mobile,6h,90%,,340988,Completed,First,,6h,,,,,
829,869,tropicstudent,PC,6h,NR,,1798924,Completed,First,"August 27, 2015",6h,Bastion is gucci,,9h,12h,
830,869,truci4,PC,6h,NR,,9121573,Completed,First,"July 09, 2019",6h,,,,,
831,869,tufftuff,PC,6h,80%,,278446,Completed,First,"July 04, 2013",6h,,,,,
832,869,veeX,PC,6h,70%,,4994227,Completed,First,"June 30, 2014",6h,,,,,
833,869,viv1003n,PC,6h,NR,,3770188,Completed,First,"January 06, 2015",6h,,,,,
834,869,w920528,PC,6h,80%,,680210,Completed,First,,6h,,,,,
835,869,waterandroid,PC,6h,NR,,1528524,Completed,First,"September 21, 2013",6h,,,,,
836,869,wolfradsenpai,PC,6h,NR,,3300681,Completed,First,"August 07, 2016",6h,,,,,
837,869,wparasyte,PC,6h,NR,,155191,Completed,First,"December 30, 2011",6h,,,,,
838,869,Private,PlayStation 4,6h,80%,,7171389,Completed,First,"November 10, 2019",6h,,,,,
839,869,xNexu5x,PC,6h,80%,,11983208,Completed,First,"April 28, 2019",6h,,,,,
840,869,xRaphle,PC,6h,90%,,4384361,Completed,First,,6h,,,,,
841,869,xsuffer,PC,6h,60%,,3731276,Completed,First,"December 07, 2016",6h,,,,,
842,869,xtremelaoboy,PC,6h,NR,,810200,Completed,First,"July 18, 2014",6h,,,,,
843,869,yulomax,PC,6h,NR,,5770258,Completed,First,"February 23, 2018",6h,,,,,
844,869,Private,iOS,6h,80%,,5811562,Completed,Replay,"February 12, 2018",6h,,,,,
845,869,zachm17,Xbox One,6h,70%,,2353181,Completed,First,"January 17, 2018",6h,,,,,
846,869,zats40,,6h,90%,,71661,Completed,First,,6h,"The game is very simple in its game play. The worlds are very beautiful and the music sets the tone perfectly. Has a new game+ feature and I would say it has great replay value, especially for $15.",,,,
847,869,aleshark,Mac,6h,100%,,198637,Completed,First,"December 15, 2012",6h 02s,,,,,
848,869,,PC,6h 05m,NR,,294425,Completed,First,,6h 05m,,,,,
849,869,,PC,6h 05m,NR,"All Vigils, all Who Knows Where, all upgrades.",891973,Completed,Replay,,6h 05m,,,7h 48m,,
850,869,Private,PC,6h 05m,NR,,3304339,Completed,First,"June 13, 2013",6h 05m,,,,,
851,869,Sparontax,PC,6h 05m,NR,,10838071,Completed,First,"October 12, 2018",6h 05m,,,8h 04m,,
852,869,frizbee,PC,6h 05m,NR,,2977713,Completed,First,,6h 05m,,,,,
853,869,AephK,PC,6h 06m,NR,,3728628,Completed,First,,6h 06m,,,,,
854,869,reapersrecoil,PC,6h 06m,60%,,159153,Completed,First,"July 29, 2012",6h 06m,,,,,
855,869,waterfarie88,,6h 06m,NR,,253083,Completed,First,"April 15, 2013",6h 06m,,,,,
856,869,Draco,Xbox 360,6h 07m,NR,,195826,Completed,First,"August 22, 2011",6h 07m 40s,,,,,
857,869,sansa,PC,6h 08m,NR,,6774416,Completed,First,,6h 08m,,,,,
858,869,Private,PC,6h 08m,NR,,7885743,Completed,First,,6h 08m,,,,,
859,869,tomsoier,PC,6h 08m,NR,,9528133,Completed,First,"September 04, 2019",6h 08m 20s,,,,,
860,869,,PC,6h 08m,NR,,294433,Completed,First,,6h 08m 25s,,,,,
861,869,videogamsta,Xbox 360,6h 09m,100%,,335540,Completed,First,,6h 09m,,,7h 09m,,
862,869,,PC,6h 10m,NR,,294426,Completed,First,,6h 10m,,,,,
863,869,Angmar,PC,6h 10m,80%,,42263,Completed,First,,6h 10m,,,,,
864,869,CaKeS,PC,6h 10m,100%,"Really awesome adventure game, loved it :D",102254,Completed,First,,6h 10m,,,,,
865,869,DamTheLad,PC,6h 10m,NR,,1284883,Completed,First,"July 06, 2012",6h 10m,,,,,
866,869,HellKove,PC,6h 10m,80%,,515000,Completed,First,"December 11, 2013",6h 10m,,,,,
867,869,Scaalees,PC,6h 10m,90%,,405201,Completed,First,,6h 10m,,,,,
868,869,slartibartfast0,PC,6h 10m,NR,,1218138,Completed,First,"February 27, 2015",6h 10m,,,,,
869,869,mieblzs,PC,6h 10m,80%,,213417,Completed,First,"January 01,",6h 10m 01s,,,,,
870,869,MrJWoods,PC,6h 10m,NR,,704623,Completed,First,,6h 10m 20s,,,,,
871,869,,PC,6h 12m,NR,,10233339,Completed,First,,6h 12m,,,,,
872,869,Bearhardt,PC,6h 12m,NR,,826699,Completed,First,"October 26, 2013",6h 12m,,,,,
873,869,Ghost3030,PC,6h 12m,NR,,10788747,Completed,Replay,"January 10, 2020",6h 12m,,,,,
874,869,PoisonousX,PC,6h 12m,90%,,253214,Completed,First,,6h 12m,,,,,
875,869,andrelvb,PC,6h 12m,80%,,5516890,Completed,First,"January 26, 2018",6h 12m,,,,,
876,869,cshox,PC,6h 13m,NR,,2297863,Completed,First,"December 29, 2015",6h 13m,,,,,
877,869,rararakkombo,iOS,6h 13m,80%,,1217158,Completed,First,"October 26, 2013",6h 13m,,,,,
878,869,,PC,6h 15m,NR,,294446,Completed,First,,6h 15m,,,,,
879,869,,PC,6h 15m,NR,,540231,Completed,First,,6h 15m,,,,,
880,869,,PC,6h 15m,NR,,3922345,Completed,First,,6h 15m,,,,,
881,869,Nicoen,PC,6h 15m,70%,,280466,Completed,First,"September 22, 2013",6h 15m,,,,,
882,869,RabbitMann,PC,6h 15m,NR,,3043692,Completed,First,"June 01, 2016",6h 15m,,,,,
883,869,Roberoo,Xbox 360,6h 15m,NR,,2585644,Completed,First,"April 10, 2012",6h 15m,,,,,
884,869,TheDuke56,PC,6h 15m,NR,,6480,Completed,First,"July 08, 2012",6h 15m,,,,,
885,869,Tomodachi,PC,6h 15m,NR,,1157404,Completed,First,"January 05, 2012",6h 15m,,,,,
886,869,angevon,PC,6h 15m,NR,,1115100,Completed,First,"July 30, 2012",6h 15m,,,,,
887,869,green_sky,PC,6h 15m,NR,,82477,Completed,First,"May 12, 2012",6h 15m,,,,,
888,869,Private,PC,6h 15m,NR,,3891946,Completed,First,"July 18, 2013",6h 15m,,,8h 30m,,
889,869,huev,PC,6h 15m,90%,,566161,Completed,First,"January 10, 2014",6h 15m,,,,,
890,869,letstalkaboutdune,PlayStation Vita,6h 15m,70%,,7115573,Completed,First,"July 18, 2019",6h 15m,,,,,
891,869,Private,Mac,6h 15m,70%,,8901481,Completed,First,"December 24, 2018",6h 15m,,,,,
892,869,Zoor,PC,6h 16m,NR,,1752610,Completed,First,,6h 16m,,,,,
893,869,zeppoles,PC,6h 18m,100%,,2551861,Completed,First,,6h 18m 01s,,,,,
894,869,Calyampudi,PC,6h 19m,NR,,3414213,Completed,First,,6h 19m,,,,,
895,869,shiek403,PC,6h 19m,NR,,6216141,Completed,First,,6h 19m,,,,,
896,869,AristaDeVedel,,6h 20m,80%,,97227,Completed,First,"January 16, 2013",6h 20m,,,,,
897,869,Chances_,PC,6h 20m,NR,,849515,Completed,First,,6h 20m,,,,,
898,869,Jaiph,PC,6h 20m,90%,,330061,Completed,First,,6h 20m,,,,,
899,869,MasterBliss,PC,6h 20m,70%,,8667939,Completed,First,,6h 20m,,,,,
900,869,RickyButler,PC,6h 20m,90%,,26608,Completed,First,,6h 20m,"Barely touched the extra unlockables. The challenge rooms weren't too interesting. Amazing game, tho! for reasons you've already heard. Play it.",,,,
901,869,RuisuStyle,PC,6h 20m,NR,"Took a while to get into it, very enjoyable and great music",4927534,Completed,First,"August 20, 2017",6h 20m,,,,,
902,869,Torakie,PC,6h 20m,NR,,11867450,Completed,First,"February 13, 2016",6h 20m,,,,,
903,869,cjtrautz,PC,6h 20m,90%,,437560,Completed,First,"January 24, 2013",6h 20m,,,,,
904,869,mfdc,PC,6h 20m,NR,,164133,Completed,First,"August 06, 2012",6h 20m,,,,,
905,869,pelucassabe,PC,6h 20m,90%,,126365,Completed,First,"December 19, 2012",6h 20m,,,,,
906,869,poepx,PC,6h 20m,90%,,323132,Completed,First,"July 13, 2013",6h 20m,,,,16h 20m,
907,869,Alex5101,Xbox 360,6h 21m,NR,,6687839,Completed,First,,6h 21m,,,,,
908,869,bsinky,PC,6h 21m,NR,,3408320,Completed,First,"September 12, 2014",6h 21m,,,,,
909,869,Turkeydipking,PC,6h 21m,90%,,1439306,Completed,First,,6h 21m 29s,,,,,
910,869,SakuraLilia,PlayStation Vita,6h 22m,NR,,7928290,Completed,First,"February 21, 2019",6h 22m,,,,,
911,869,grodoboldo,Mac,6h 22m,80%,,316061,Completed,First,"April 16, 2013",6h 22m,,,,,
912,869,stopthesignal,Xbox 360,6h 22m,NR,,7939419,Completed,First,"January 04, 2019",6h 22m,,,,,
913,869,sunshinesurya,PC,6h 22m,NR,,3847542,Completed,First,,6h 22m,,,,,
914,869,Private,PC,6h 22m,70%,,1091725,Completed,First,"January 02, 2015",6h 22m 03s,,,,,
915,869,Private,PC,6h 24m,NR,,171197,Completed,First,"August 14, 2012",6h 24m,,,,,
916,869,Setzer,PC,6h 24m,90%,,126010,Completed,First,,6h 24m,,,,,
917,869,Private,PC,6h 24m,NR,,4008660,Completed,First,,6h 24m,,,,,
918,869,polonar,PC,6h 24m,80%,,48383,Completed,First,,6h 24m,,,,,
919,869,JohnTheGamer,Nintendo Switch,6h 24m,80%,,11489350,Completed,First,"May 10, 2020",6h 24m 58s,,,,,
920,869,Optim,PC,6h 25m,90%,,8422003,Completed,First,,6h 25m,,,,,
921,869,TiboRec,Xbox 360,6h 25m,NR,,777628,Completed,First,"July 25, 2014",6h 25m,,,,,
922,869,muzzletaneous,PC,6h 25m,80%,,4848930,Completed,First,"August 02, 2017",6h 25m,,,,,
923,869,Private,PC,6h 27m,NR,,275549,Completed,First,"May 25, 2013",6h 27m,,,,,
924,869,Chatshire,PC,6h 28m,NR,,8399401,Completed,First,"March 20, 2019",6h 28m,,,,,
925,869,Private,PlayStation 4,6h 29m,NR,,4733925,Completed,First,"July 31, 2017",6h 29m 18s,,,,,
926,869,,PC,6h 30m,NR,,294390,Completed,First,,6h 30m,,,,,
927,869,,PC,6h 30m,NR,,294431,Completed,First,,6h 30m,,,,,
928,869,,PC,6h 30m,NR,,294439,Completed,First,,6h 30m,,,,,
929,869,,PC,6h 30m,NR,,1242352,Completed,First,,6h 30m,,,,,
930,869,,PC,6h 30m,NR,,3833566,Completed,First,,6h 30m,,,7h 30m,,
931,869,Appelsaefty,PlayStation 4,6h 30m,NR,,5196177,Completed,First,October 2017,6h 30m,,,,,
932,869,CME,PC,6h 30m,80%,,9684171,Completed,First,,6h 30m,,,,,
933,869,Crabman,PC,6h 30m,NR,,146896,Completed,First,,6h 30m,,,,,
934,869,Fortitudo,PC,6h 30m,70%,,560958,Completed,First,"April 23, 2014",6h 30m,,,,,
935,869,FreezingBalls,PC,6h 30m,60%,,508876,Completed,First,"November 30, 2013",6h 30m,,,,,
936,869,Guena42,PC,6h 30m,NR,,5318002,Completed,First,"November 14, 2017",6h 30m,,,,,
937,869,JammyJoker,PC,6h 30m,70%,,430438,Completed,First,"April 07, 2014",6h 30m,,,,,
938,869,Kirich,PC,6h 30m,70%,,6268073,Completed,First,"May 19, 2018",6h 30m,,,,,
939,869,KrispyKyle,PC,6h 30m,90%,,672205,Completed,First,,6h 30m,,,,,
940,869,NatePCGamer,PC,6h 30m,NR,,1817648,Completed,First,"September 27, 2015",6h 30m,,,,,
941,869,Nickoli,PC,6h 30m,NR,,1213307,Completed,First,2014,6h 30m,,,,,
942,869,PhuGamer4life,PC,6h 30m,100%,,564065,Completed,First,"January 07, 2014",6h 30m,,,,,
943,869,QueenSassafras,PC,6h 30m,NR,,1477205,Completed,First,,6h 30m,,,8h,,
944,869,Rixcs,PC,6h 30m,NR,,693013,Completed,First,,6h 30m,,,,,
945,869,SirKristoph,PC,6h 30m,90%,,4110400,Completed,First,,6h 30m,,,,,
946,869,Slicemage,PC,6h 30m,90%,,889402,Completed,First,"August 01, 2014",6h 30m,,,,,
947,869,Private,PC,6h 30m,90%,,1193448,Completed,First,"February 13, 2015",6h 30m,,,,,
948,869,bkrockwell,PC,6h 30m,70%,,4991659,Completed,First,,6h 30m,,,8h 30m,,
949,869,blackMamba1187,PlayStation Vita,6h 30m,70%,,2223847,Completed,First,"December 11, 2015",6h 30m,,,,,
950,869,Private,PC,6h 30m,NR,,7400629,Completed,First,,6h 30m,,,,,
951,869,diver1260,PC,6h 30m,NR,,4923597,Completed,First,"September 03, 2017",6h 30m,,,,,
952,869,faultrd,PC,6h 30m,100%,,308164,Completed,First,"December 11, 2013",6h 30m,,,7h,,
953,869,fltpiccalto,PC,6h 30m,NR,,1572503,Completed,First,"July 30, 2015",6h 30m,,,,,
954,869,grkoblitz,PC,6h 30m,NR,,4601435,Completed,First,,6h 30m,,,,,
955,869,Private,PC,6h 30m,NR,,1320848,Completed,First,"April 27, 2015",6h 30m,,,,,
956,869,guyinahatgames,PC,6h 30m,100%,,26158,Completed,First,,6h 30m,,,,,
957,869,hbkiler,PC,6h 30m,90%,,1992991,Completed,First,"June 01, 2014",6h 30m,,,,,
958,869,Private,PC,6h 30m,NR,,1880948,Completed Retired,First,"November 11, 2015",6h 30m,,,,,
959,869,jmrich28,PC,6h 30m,NR,,831438,Completed,First,"November 12, 2016",6h 30m,,,,,
960,869,kdta123,PC,6h 30m,NR,,4051332,Completed,First,"February 11, 2017",6h 30m,,,,,
961,869,Private,PC,6h 30m,NR,,2585982,Completed,First,"July 13, 2013",6h 30m,,,,,
962,869,madness880,PC,6h 30m,NR,,901219,Completed,First,"August 18, 2014",6h 30m,,,8h,,
963,869,maker3,PC,6h 30m,NR,,2890425,Completed,First,"April 21, 2016",6h 30m,,,,,
964,869,malco,PC,6h 30m,NR,,158070,Completed,First,"September 19, 2012",6h 30m,,,,,
965,869,mustawd,PC,6h 30m,NR,,3326466,Completed,First,"August 14, 2016",6h 30m,,,,,
966,869,pez,Nintendo Switch,6h 30m,90%,,10899967,Completed,Replay,"February 07, 2020",6h 30m,,,,,
967,869,piekevanger,PlayStation Vita,6h 30m,NR,,6947308,Completed,First,"February 05, 2020",6h 30m,,,,,
968,869,Private,PlayStation Vita,6h 30m,60%,,2199578,Completed,First,"February 14, 2016",6h 30m,,,,,
969,869,tachito81,PC,6h 30m,NR,,2139610,Completed,First,"November 25, 2012",6h 30m,no comments,,,,
970,869,ukbumpkin,PC,6h 30m,80%,,1035918,Completed,First,"November 26, 2014",6h 30m,,,,,
971,869,will930,PC,6h 30m,NR,,1001612,Completed,First,"November 01, 2014",6h 30m,,,,,
972,869,yattaah,PC,6h 30m,80%,,1070665,Completed,First,"March 10, 2013",6h 30m,,,,,
973,869,yoppe,PC,6h 30m,100%,,231341,Completed,First,"January 06, 2012",6h 30m,,,,,
974,869,bridges13th,PC,6h 30m,NR,,1040404,Completed,First,"July 24, 2014",6h 30m 20s,,,,,
975,869,Private,PC,6h 32m,80%,,1051275,Completed,First,"April 02, 2013",6h 32m,,,,,
976,869,Jarerami,PC,6h 32m,NR,,242494,Completed,First,"February 21, 2013",6h 32m,,,,,
977,869,snip07,PC,6h 32m,100%,,3703211,Completed,First,"November 07, 2016",6h 32m 12s,One of the best indie game I played,,,,
978,869,,PC,6h 33m,NR,,362012,Completed,First,,6h 33m,,,,,
979,869,Ferrumoff,PC,6h 34m,NR,,1432046,Completed,First,"July 06, 2012",6h 34m,,,,,
980,869,IC3Q,PC,6h 34m,80%,,3085876,Completed,First,,6h 34m,,,,,
981,869,JakeZKAM,PC,6h 34m,NR,,1063271,Completed,First,"December 15, 2014",6h 34m 08s,,,,,
982,869,Snixen,PC,6h 35m,70%,"6,5hr",3203416,Completed,First,"July 10, 2016",6h 35m,,,,,
983,869,Hellspawns_Soul,Xbox One,6h 35m,NR,,4844894,Completed,First,"August 01, 2017",6h 35m 24s,,,,,
984,869,AmateurDan,PC,6h 36m,90%,,922229,Completed,First,,6h 36m,,,,,
985,869,TiagodePAlves,PC,6h 36m,70%,,3916698,Completed,First,"December 15, 2016",6h 36m,,,,,
986,869,Private,PC,6h 36m,80%,,172138,Completed,First,"August 26, 2012",6h 36m,,,,,
987,869,hoechst,PC,6h 36m,NR,,11724,Completed,First,"December 17, 2012",6h 36m,,,,,
988,869,marcinse,PC,6h 36m,90%,No Sweat,1045333,Completed,First,"December 02, 2014",6h 36m,,,,,
989,869,hobbes543,PC,6h 37m,NR,,4344923,Completed,First,,6h 37m,,,,,
990,869,Juhaninski,PC,6h 39m,NR,,2367532,Completed,First,"January 11, 2015",6h 39m,,,,,
991,869,Private,PC,6h 39m,NR,,2598319,Completed,First,,6h 39m,,,,,
992,869,Private,PC,6h 40m,NR,,4332728,Completed,First,"August 08, 2017",6h 40m,,,,,
993,869,Destiner,PC,6h 40m,NR,,749289,Completed,First,"June 05, 2014",6h 40m,,,,,
994,869,FoxyJr,PC,6h 40m,NR,,6228345,Completed,First,,6h 40m,,,,,
995,869,PaleoSteno,PC,6h 40m,NR,,2143962,Completed,First,,6h 40m,,,,,
996,869,RhadeX,PC,6h 40m,80%,,326315,Completed,First,,6h 40m,,,,,
997,869,Tasty,Nintendo Switch,6h 40m,60%,,8840095,Completed,First,"May 25, 2019",6h 40m,,,,,
998,869,Vevebu,PC,6h 40m,NR,,11108227,Completed,First,"March 06, 2020",6h 40m,,,,,
999,869,Yolkas,PC,6h 40m,100%,,10684534,Completed,First,"April 19, 2019",6h 40m,,,,,
1000,869,Equanimity,PC,6h 42m,80%,,314936,Completed,First,"July 05, 2013",6h 42m,,,,,
1001,869,JediTc,PC,6h 42m,70%,,664534,Completed,First,"March 13, 2014",6h 42m 36s,,,,,
1002,869,Magobanano,PC,6h 43m,NR,,3678860,Completed,First,"November 26, 2016",6h 43m,,,,,
1003,869,,Nintendo Switch,6h 45m,NR,,7661153,Completed,First,,6h 45m,,,,,
1004,869,jimshine,PC,6h 45m,NR,,8354393,Completed,Replay,"February 24, 2019",6h 45m,,,,,
1005,869,pasports31,PC,6h 45m,NR,,345692,Completed,First,"February 13, 2014",6h 45m,,,10h 20m,,
1006,869,radmin6666,Mac,6h 45m,NR,,253965,Completed,First,"January 25, 2013",6h 45m,,,,,
1007,869,born_naughty,Xbox 360,6h 45m,70%,,657411,Completed,First,"June 28, 2014",6h 45m 24s,,,,,
1008,869,bocaci,PC,6h 46m,80%,,7950480,Completed,First,2014,6h 46m,,,,,
1009,869,Tsenuki,Mac,6h 46m,90%,I did not complete all the extras...,1285611,Completed,First,"May 11, 2014",6h 46m 28s,,,8h 22m 25s,,
1010,869,pontgod,PC,6h 47m,NR,,6710192,Completed,First,"October 21, 2013",6h 47m,,,,,
1011,869,BAJeffrey,PC,6h 48m,NR,,1663380,Completed,First,,6h 48m,,,,,
1012,869,gophersbball17,PC,6h 48m,100%,,14197,Completed,First,"June 16, 2012",6h 48m,,,,,
1013,869,jjschmitt,PC,6h 48m,NR,,197228,Completed,First,"January 06, 2012",6h 48m,,,,,
1014,869,Private,PC,6h 48m,70%,,57893,Completed,First,"May 21, 2012",6h 48m,,,,,
1015,869,thundercats47,PC,6h 48m,NR,,994547,Completed,First,"August 08, 2014",6h 48m,,,,,
1016,869,,PC,6h 50m,NR,,371775,Completed,First,,6h 50m,,,,,
1017,869,,PC,6h 50m,NR,,2673067,Completed,First,,6h 50m,,,,,
1018,869,Switch,PC,6h 50m,NR,,1219458,Completed,First,"February 28, 2015",6h 50m,,,,,
1019,869,dxta,Nintendo Switch,6h 50m,NR,,2190709,Completed,First,"November 07, 2019",6h 50m,,,,,
1020,869,Private,PC,6h 50m,NR,,1404543,Completed,First,,6h 50m,,,,,
1021,869,,PC,6h 50m,NR,,921384,Completed,First,,6h 50m 25s,,,,,
1022,869,Metakirby22,Mac,6h 51m,NR,,4709998,Completed,First,"July 06, 2017",6h 51m,,,,,
1023,869,PokePL,PC,6h 51m,NR,,181392,Completed,First,"December 01, 2012",6h 51m,,,,,
1024,869,thevoodoomonkey,PC,6h 54m,80%,,419891,Completed,First,"September 20, 2013",6h 54m,,,,,
1025,869,MrHands81,PC,6h 55m,70%,,4859583,Completed,First,"August 05, 2017",6h 55m,,,,,
1026,869,durrukoyun,PC,6h 55m,NR,,4121625,Completed,First,"February 27, 2017",6h 55m,,,,,
1027,869,Private,PC,6h 58m,NR,,3889870,Completed,First,,6h 58m,,,,,
1028,869,LeftHandedMatt,PC,6h 58m,60%,,72739,Completed,First,"January 07, 2012",6h 58m 23s,,,,,
1029,869,pokemon4597,PlayStation 4,6h 59m,NR,,4096616,Completed,First,"April 13, 2016",6h 59m,,,,,
1030,869,,Mac,7h,NR,,294421,Completed,First,,7h,,,,,
1031,869,,PC,7h,NR,,294454,Completed,First,,7h,,,,,
1032,869,,PC,7h,NR,,294457,Completed,First,,7h,,,,,
1033,869,,PC,7h,NR,,294465,Completed,First,,7h,,,,,
1034,869,,PC,7h,NR,,376054,Completed,First,,7h,,,,,
1035,869,,PC,7h,NR,,425204,Completed,First,,7h,,,9h 12m,,
1036,869,,PC,7h,NR,,504675,Completed,First,,7h,,,,,
