,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,Progress,Retired Notes
710,38029,,PlayStation 4,30h,NR,All endings and all achievements in the game.,4199670,Completed,First,,30h,60h,,80h,,,
711,38029,,PC,30h,NR,"The game has 5 main endings, this includes all of them",4232133,Completed,First,,30h,,,,,,
712,38029,,PC,30h,NR,,4247419,Completed,First,,30h,,,62h,,,
713,38029,,PlayStation 4,30h,NR,,4443509,Completed,First,,30h,40h,,60h,,,
714,38029,,PC,30h,NR,,6499698,Completed,First,,30h,73h,,100h,,,
715,38029,,PlayStation 4,30h,NR,"Route A - E, All Sidequests",6506685,Completed,First,,30h,70h,,90h,,,
716,38029,,PC,30h,NR,,6811889,Completed,First,,30h,,,75h,,,
717,38029,,PlayStation 4,30h,NR,,7390321,Completed,First,,30h,37h,,,,,
718,38029,,PlayStation 4,30h,NR,,7476192,Completed,First,,30h,60h,,,,,
719,38029,Private,PlayStation 4,30h,NR,,4264203,Completed,First,"April 01, 2017",30h,,,68h,,,
720,38029,Choca,PC,30h,80%,,4372423,Backlog Completed,First,"April 01, 2017",30h,50h,,60h,,72h 21m /,
721,38029,CosmicOmega,PlayStation 4,30h,80%,,6554231,Completed,First,"July 09, 2018",30h,50h,,100h,,,
722,38029,Emergence,PlayStation 4,30h,NR,,11070991,Completed,First,"October 20, 2019",30h,,,70h,,,
723,38029,Faendys,PC,30h,NR,,11159567,Completed,First,"March 10, 2020",30h,35h,,,,,
724,38029,Galaron_Shuri,PlayStation 4,30h,90%,,9080443,Completed,First,,30h,,,,,,
725,38029,Khablam,PC,30h,NR,,8495971,Completed,First,"March 21, 2019",30h,34h,,42h,,,
726,38029,LoliGod,PlayStation 4,30h,80%,,4840842,Completed,First,"July 12, 2017",30h,,,,,,
727,38029,Max24,PlayStation 4,30h,NR,,8872343,Completed,First,"May 31, 2019",30h,40h,,,,,
728,38029,MrDanteDavid,PlayStation 4,30h,NR,,7230225,Completed,First,,30h,,,,,,
729,38029,Stb109,PlayStation 4,30h,100%,,8312733,Playing Completed,First,,30h,,,,,,
730,38029,The_oni,PlayStation 4,30h,80%,,8444903,Completed,First,2018,30h,,,50h,,,
731,38029,asxc11,PC,30h,100%,,6202718,Completed,First,"March 15, 2017",30h,,,,,,
732,38029,efekt,PlayStation 4,30h,80%,+ platinum trophy,5235457,Completed,First,"June 02, 2017",30h,,,,,,
733,38029,hytham63,PlayStation 4,30h,80%,,5678927,Completed,First,"January 17, 2018",30h,,,,,,
734,38029,josu91,PC,30h,NR,,5420732,Completed,First,"December 04, 2017",30h,35h,,,,,
735,38029,lRaiden,PC,30h,NR,,8419334,Completed,First,"January 19, 2019",30h,36h,,,,,
736,38029,lRaiden,PC,30h,NR,,8435351,Completed,First,"March 08, 2019",30h,36h,,,,,
737,38029,Private,PC,30h,100%,,5967571,Completed,First,"March 11, 2018",30h,40h,,50h,,,
738,38029,peanismonkey420,PlayStation 4,30h,100%,"Rough estimate, as the max in game timer is 99 hours.",11580640,Completed,First,"April 20, 2020",30h,60h,Platinum Trophy,120h,,,
739,38029,sirkitboard,PC,30h,NR,,6042218,Completed,First,"June 26, 2018",30h,40h,,,,,
740,38029,tausiftt5238,PlayStation 4,30h,NR,,4451870,Completed,First,"May 20, 2017",30h,,,,,,
741,38029,vinn,PC,30h,NR,,5562188,Completed,First,"January 01, 2018",30h,,,,,,
742,38029,waffledinox,PC,30h,90%,,9112945,Completed,First,"May 08, 2019",30h,50h,,,,,
743,38029,zlALiCE,PlayStation 4,30h,NR,Ending A only,6251573,Playing Replay Completed,First,,30h,,,,,32h 40m /,
744,38029,,PlayStation 4,30h 10m,NR,,10452731,Completed,First,,30h 10m 15s,50h 21m 35s,,74h 33m 26s,,,
745,38029,P0HET,PC,30h 15m,100%,,5615498,Completed,First,"December 27, 2017",30h 15m 10s,45h 30m 20s,,62h 26m,,,
746,38029,Leviathan0010,PC,30h 21m,90%,,7393139,Completed,First,"October 30, 2018",30h 21m,,"An amazing game for it's story! gameplay is ok but did not get boring. You will need to complete all the ""Endings"" to get the full story, but it is well worth it!",,,,
747,38029,MurdererFight,PlayStation 4,30h 30m,90%,"Literally everything, included DLC. Every collectible, upgrades of POD and weapons, subquests, finals, data info etc...",5229259,Custom List Completed,Replay,"July 20, 2017",30h 30m,55h 45m,,75h,,250h 23m 33s /,
748,38029,Ryu_Rare,PlayStation 4,30h 33m,100%,,4259355,Completed,First,"June 25, 2017",30h 33m,,,,,,
749,38029,,PlayStation 4,30h 47m,NR,,4207493,Completed,First,,30h 47m 36s,40h 25m 12s,,,,,
750,38029,ItzBeeZy,PlayStation 4,30h 56m,NR,Endings ABCDEHK,5495075,Completed,First,"December 21, 2017",30h 56m 55s,,,,,,
751,38029,SolidSnackDrive,PC,31h,NR,,5425712,Completed,First,"November 28, 2017",31h,,,,,,
752,38029,danedf,PC,31h,NR,,4482951,Completed,First,"May 26, 2017",31h,,,,,,
753,38029,forksan,PC,31h,NR,,7756570,Completed,First,"December 16, 2018",31h,,,,,,
754,38029,JohnTheParasite,PC,31h 10m,NR,,11331270,Completed,First,"April 01, 2020",31h 10m,,,,,,
755,38029,kstress71,PlayStation 4,31h 13m,NR,,10917448,Completed,First,,31h 13m,,,,,,
756,38029,Atlus13,PlayStation 4,31h 17m,90%,,4443777,Completed,First,"May 02, 2017",31h 17m 24s,,,,,,
757,38029,noviceforever,PC,31h 35m,NR,,9200190,Completed,First,"June 17, 2018",31h 35m,,,,,,
758,38029,,PlayStation 4,32h,NR,,4159585,Completed,First,,32h,,,,,,
759,38029,,PC,32h,NR,,11589320,Completed,First,,32h,,,,,,
760,38029,Jach,PC,32h,NR,,9667998,Completed,First,"September 17, 2019",32h,42h,,59h 25m 35s,,,
761,38029,PSYP,PlayStation 4,32h,NR,,4206175,Completed,First,"March 23, 2017",32h,,,,,,
762,38029,cupofbeans,PlayStation 4,32h,90%,,4991464,Completed,First,"August 31, 2017",32h,48h 20m,,,,,
763,38029,plasmabeam,PlayStation 4,32h,NR,,5496114,Completed,First,"December 08, 2017",32h,39h,,,,,
764,38029,willydarkstar,PC,32h,NR,,11746219,Completed,First,"May 17, 2020",32h,,,,,,
765,38029,yeppppitsme,PC,32h,NR,,4741892,Completed,First,"July 11, 2017",32h,,,,,,
766,38029,zolebug,PlayStation 4,32h,NR,,6887466,Completed,First,"August 16, 2018",32h,,,,,,
767,38029,carlt0nhanks,PlayStation 4,32h 11m,100%,,5852804,Completed Retired,First,"January 06, 2018",32h 11m 07s,,,,,,
768,38029,theholotrope,PlayStation 4,32h 24m,70%,,11287493,Completed,First,"March 29, 2020",32h 24m,,,,,,
769,38029,,PlayStation 4,32h 30m,NR,,6049543,Completed,First,,32h 30m 01s,,,,,,
770,38029,Linkelda,PlayStation 4,32h 47m,100%,,5978825,Completed,First,,32h 47m,,,,,,
771,38029,Evilist,PC,33h,NR,,10605745,Completed,First,"December 17, 2019",33h,,,,,,
772,38029,Link44444,Xbox One,33h,NR,Endings ABCDEW 70% Quests,11875853,Completed,First,"May 31, 2020",33h,63h,,,,,
773,38029,MrFreshness007,PC,33h,60%,,7895243,Completed,First,"December 28, 2018",33h,,,,,,
774,38029,guiler,PC,33h,NR,,10960613,Completed,First,"February 08, 2020",33h,,,,,,
775,38029,PuddingInfernity,PlayStation 4,33h 06m,NR,,10729381,Completed,First,"February 09, 2020",33h 06m 37s,,,,,,
776,38029,Freiol,PC,33h 20m,90%,,8437227,Completed,First,"January 09, 2019",33h 20m,,,,,,
777,38029,Jlord666,PC,33h 29m,NR,"Endings A,B,C,O,Q",8151547,Backlog Completed,First,"January 29, 2019",33h 29m 09s,,Ending A - 13:09:54,,,,
778,38029,,PlayStation 4,33h 30m,NR,,4375162,Completed,First,,33h 30m,58h 21m,,,,,
779,38029,,PC,33h 30m,NR,,4391909,Completed,First,,33h 30m,,,,,,
780,38029,,PlayStation 4,33h 50m,NR,,4532711,Completed,First,,33h 50m 35s,,,,,,
781,38029,,PC,34h,NR,"All endings, weapons acquired and upgraded to maximum, quests that you bother doing and gathering/looking through Intel.",4226936,Completed,First,,34h,55h,,,,,
782,38029,,PlayStation 4,34h,NR,,6684725,Completed,First,,34h,,,45h,,,
783,38029,,PC,34h,NR,,9682211,Completed,First,,34h,48h,,,,,
784,38029,Edir,PC,34h,NR,,11884583,Completed,First,"June 06, 2020",34h,40h,,,,,
785,38029,Vodoka,PC,34h,100%,"All endings, weapons acquired/upgraded, intel gathered/read and side quests at 95% completion.",4226940,Completed,First,"March 21, 2017",34h,55h,"After completing the main endings, I used guide for general weapon locations, as they are all over the place.",,,,
786,38029,SashaZ,PlayStation 4,34h 44m,NR,Platinum,10900013,Completed,First,"January 28, 2020",34h 44m,,,45h,,,
787,38029,,PlayStation 4,35h,NR,,4197854,Completed,First,,35h,45h,,61h,,,
788,38029,,PC,35h,NR,,4340826,Completed,First,,35h,,,,,,
789,38029,,PlayStation 4,35h,NR,,6002037,Completed,First,,35h,40h,,62h,,,
790,38029,,PlayStation 4,35h,NR,Replayed it to get there (because of the ending erasing my files),7267612,Completed,First,,35h,45h,,120h,,,
791,38029,,PlayStation 4,35h,NR,,7404607,Completed,First,,35h,40h,,45h,,,
792,38029,,PC,35h,NR,,8065534,Completed,First,,35h,,,,,,
793,38029,,Xbox One,35h,NR,,10426385,Completed,First,,35h,,,,,,
794,38029,,Xbox One,35h,NR,,11583858,Completed,First,,35h,40h,,65h,,,
795,38029,BokutoKashona,PC,35h,NR,,7372724,Completed,First,"November 01, 2018",35h,,,,,,
796,38029,Erikwithafro,PlayStation 4,35h,NR,,4402642,Completed,First,"May 08, 2017",35h,70h,,90h,,,
797,38029,GenioGege,PC,35h,100%,All 26 endings+ achievement grinding,4247436,Completed,First,"March 27, 2017",35h,47h,,65h,,,
798,38029,Oiolosse,PC,35h,100%,,6245592,Completed,First,"February 14, 2018",35h,50h,,,,,
799,38029,Tsubaki,PlayStation 4,35h,100%,,6213078,Completed,First,"February 25, 2017",35h,50h,Perfect Game,90h,,,
800,38029,VatikanKlopper,PlayStation 4,35h,100%,,4174837,Completed,First,"March 12, 2017",35h,,,65h,,,
801,38029,Xisted,PlayStation 4,35h,100%,,5805302,Completed,First,"February 01, 2018",35h,40h,,50h,,,
802,38029,gwwtbg,PC,35h,60%,,6214754,Completed,First,"May 07, 2018",35h,50h,,70h,,,
803,38029,kalwiic,PlayStation 4,35h,NR,,6107652,Completed,First,"April 11, 2018",35h,,,,,,
804,38029,Yannis_Spirou,PlayStation 4,35h,100%,,11302724,Completed,First,"December 30, 2019",35h 08s,64h 11m 43s,,,,,
805,38029,ChuckyEdward,Xbox One,35h 22m,100%,,11885593,Completed,First,"June 01, 2020",35h 22m,,,,,,
806,38029,luke89,PlayStation 4,35h 25m,NR,,4997490,Completed,First,"September 02, 2017",35h 25m 32s,43h,,,,,
807,38029,,PlayStation 4,35h 26m,NR,,8266342,Completed,Replay,,35h 26m,,,,,,
808,38029,AniDanny,PlayStation 4,35h 56m,NR,,10198272,Completed,First,"October 06, 2019",35h 56m,,,,,,
809,38029,,PC,36h,NR,all main story endings,4987849,Completed,First,,36h,,,,,,
810,38029,,PC,36h,NR,,11838644,Completed,First,,36h,,,,,,
811,38029,,PC,36h,NR,,11839619,Completed,First,,36h,,,,,,
812,38029,Allen750,PlayStation 4,36h,100%,"Endings A, B, and C (D & E take a little extra time)",4289872,Completed,Replay,"April 09, 2017",36h,,Great game. Needs about three replays to unlock the full story.,,,,
813,38029,Private,PlayStation 4,36h,100%,,5656123,Completed,First,"May 29, 2017",36h,,,,,,
814,38029,Private,PlayStation 4,36h,NR,,6912070,Completed,First,"August 22, 2018",36h,,,,,,
815,38029,v3nt0,PlayStation 4,36h,NR,,4558003,Completed,First,"May 31, 2017",36h,,,,,,
816,38029,mugiwarajm,PlayStation 4,36h 36m,NR,,5715804,Completed,First,"March 22, 2018",36h 36m 32s,,,,,,
817,38029,,PC,36h 40m,NR,,8481439,Completed,First,,36h 40m 10s,47h 26m 18s,,,,,
818,38029,Private,PlayStation 4,36h 48m,70%,,11409149,Completed,First,"April 10, 2020",36h 48m,,,,,,
819,38029,Snootchie,PlayStation 4,36h 54m,100%,,8074807,Completed,First,,36h 54m 10s,,,,,,
820,38029,Mateyo,PlayStation 4,37h,NR,"Great game, great story, confusing but rewarding, makes you think about a lot of things. Secretly a shoot em up",8065518,Completed,First,"January 18, 2019",37h,,,,,,
821,38029,Sonrisas,PC,37h,NR,,11458844,Completed,First,"April 15, 2020",37h,,,,,,
822,38029,Private,PC,37h,NR,,11447710,Completed,First,,37h,,,,,,
823,38029,fyedeath,PC,37h,NR,,11361249,Completed,First,"April 05, 2020",37h,,,,,,
824,38029,Hotaru04,PC,37h 24m,NR,,8363985,Completed,First,"January 15, 2020",37h 24m 22s,51h 24m 11s,,120h 24m 22s,,,
825,38029,CookiesAndCake,PC,37h 47m,NR,,9385483,Completed,First,,37h 47m,,,,,,
826,38029,Devastator539,PlayStation 4,38h,NR,,4179268,Completed,First,"March 12, 2017",38h,45h,,52h,,,
827,38029,mgrau,PlayStation 4,38h 07m,NR,,4453852,Completed,Replay,"May 20, 2017",38h 07m 21s,,,,,,
828,38029,Paulina_c,PlayStation 4,38h 30m,NR,,9530277,Completed,First,"September 05, 2019",38h 30m,,,,,,
829,38029,pitgan,PC,39h,NR,,10717133,Backlog Completed,First,,39h,,,,,39h /,
830,38029,brandonexists,PlayStation 4,39h 34m,NR,Counts time taken to get endings ABCDE,4300901,Playing Completed,First,"April 11, 2017",39h 34m,,,,,39h 34m /,
831,38029,Megaaron00,PC,39h 45m,80%,,11239713,Completed,First,"June 20, 2019",39h 45m 42s,46h 23m 55s,,,,,
832,38029,,PlayStation 4,40h,NR,All trophies,4633179,Completed,First,,40h,60h,,70h,,,
833,38029,Alta,PC,40h,NR,,11039474,Completed,First,December 2017,40h,,,,,,
834,38029,BlueKrimzon_,PlayStation 4,40h,80%,,5500049,Completed,First,"November 17, 2017",40h,,,,,,
835,38029,DreamEaglr,PlayStation 4,40h,NR,,4854450,Completed,First,"March 21, 2017",40h,70h,,90h,,,
836,38029,Vitek2802,PC,40h,NR,,6851296,Completed,First,"August 15, 2018",40h,60h,,70h,,,
837,38029,baooroo,PC,40h,70%,,5964939,Completed,First,"November 24, 2018",40h,,,,,,
838,38029,faiswol341,PlayStation 4,40h,NR,,8132152,Completed,First,"January 26, 2019",40h,,,,,,
839,38029,prhewson,PlayStation 4,40h,NR,,8484228,Completed,First,"June 18, 2019",40h,47h,,,,,
840,38029,bmz_3,PlayStation 4,41h,90%,,11964881,Completed,First,"June 11, 2020",41h,,,,,,
841,38029,fractaldecay,PC,41h,NR,,12014084,Completed,First,,41h,,,,,,
842,38029,RakkaGunmagus,PC,42h,NR,"Ending E is the actual ""ending"", don't stop at A",10418197,Completed,First,"June 12, 2018",42h,,,,,,
843,38029,ControlledCAOS,PlayStation 4,42h 21m,100%,Calculated after deletion,10764231,Completed,First,"January 06, 2020",42h 21m,67h 41m,,82h 14m 28s,,,
844,38029,Archer,PC,8h 01m,70%,,4542303,Completed,First,"June 07, 2017",,8h 01m,,,,,
845,38029,amal,PlayStation 4,8h 10m,100%,,4425297,Replay Completed,Replay,"February 13, 2018",,8h 10m,,,,,
846,38029,cyberfaltas,PlayStation 4,9h 05m,100%,,7144026,Completed,First,"September 29, 2018",,9h 05m,,,,,
847,38029,Private,PC,11h 02m,90%,,5346490,Completed,First,"April 01, 2018",,11h 02m,,,,,
848,38029,Private,PlayStation 4,11h 09m,100%,,4333849,Completed,Replay,"April 19, 2017",,11h 09m 13s,,,,,
849,38029,,PlayStation 4,11h 11m,NR,Main story and a few extra side quests.,4269199,Completed,First,,,11h 11m,,,,,
850,38029,lukeylad118,PlayStation 4,11h 11m,NR,Main Story and a few side quests. A+W Ending.,4269200,Completed,First,"April 04, 2017",,11h 11m,,,,,
851,38029,,PC,11h 32m,NR,Did most sidequests I could find. Lvl 27.,11486164,Completed,First,,,11h 32m 08s,,,,,
852,38029,,PC,11h 37m,NR,,4497556,Completed,First,,,11h 37m,,,,,
853,38029,Jozeevis,PC,12h,NR,,6157601,Completed,First,"April 25, 2018",,12h,,,,,
854,38029,amal,PlayStation 4,12h 21m,90%,,4402095,Completed,First,"May 09, 2017",,12h 21m 43s,,,,,
855,38029,NRK,PC,12h 30m,50%,,11219215,Completed,First,"March 22, 2020",,12h 30m,,,,,
856,38029,tsmith18256,PlayStation 4,12h 31m,70%,,5854129,Completed,First,"February 17, 2018",,12h 31m,,,,,
857,38029,TT64,PlayStation 4,12h 40m,40%,A handful of extra quests were done,10563075,Completed,First,"December 08, 2019",,12h 40m,,,,,
858,38029,shepard153,PC,12h 42m,NR,+ 30% side quests,10806715,Completed,First,"January 16, 2020",,12h 42m 19s,,,,,
859,38029,,PlayStation 4,13h 40m,NR,,10551204,Completed,First,,,13h 40m,,,,,
860,38029,,PC,13h 42m,NR,,8507574,Completed,First,,,13h 42m 58s,,,,,
861,38029,Private,PlayStation 4,13h 58m,80%,,4522454,Completed,First,"June 02, 2017",,13h 58m,Ending A,,,,
862,38029,,PlayStation 4,14h,NR,,4261776,Completed,First,,10h,14h,,,,,
863,38029,Roronoa_Zorro,PC,14h,NR,,10676933,Completed,First,"December 28, 2019",10h,14h,,,,,
864,38029,Private,PlayStation 4,14h 25m,50%,,5387738,Completed,First,"December 30, 2017",,14h 25m 41s,,,,,
865,38029,,PC,14h 42m,NR,Main story + some side questes,4207795,Completed,First,,,14h 42m 35s,,,,,
866,38029,,PC,15h,NR,,9296003,Completed,First,,,15h,,,,,
867,38029,ghese,Xbox One,15h,NR,,10554002,Completed,First,"December 06, 2019",,15h,,,,,
868,38029,Storb,PC,15h 06m,NR,,4204718,Completed,First,"March 18, 2017",,15h 06m,,,,,
869,38029,Weepboop,PC,15h 20m,100%,,11099622,Completed,First,"March 05, 2020",,15h 20m 09s,,,,,
870,38029,Krevely,PlayStation 4,15h 28m,NR,,12004300,Completed,First,,,15h 28m 03s,,,,,
871,38029,tripss3,PC,15h 45m,NR,Ending A,11654864,Completed,First,"May 05, 2020",,15h 45m 07s,,,,,
872,38029,,PlayStation 4,15h 47m,NR,,4135705,Completed,First,,8h 53m 27s,15h 47m 18s,,37h 23m 16s,,,
873,38029,M0chit0PT,PlayStation 4,16h,NR,,8549338,Completed,First,"March 30, 2019",,16h,,,,,
874,38029,Natebaby,PC,16h,NR,,4696862,Completed,First,"July 04, 2017",,16h,,,,,
875,38029,haseokyu,PC,16h,NR,,5198566,Completed,First,"October 21, 2017",,16h,,,,,
876,38029,vashkey,PlayStation 4,16h 26m,80%,Got a couple side ending on the route for A. Did most of side quest available to me. Working on next ending,4221639,Completed,First,"March 22, 2017",,16h 26m 06s,,,,,
877,38029,,PlayStation 4,16h 29m,NR,,4176891,Completed,First,,,16h 29m 43s,,,,,
878,38029,nafers623,PlayStation 4,16h 30m,70%,,4356395,Completed,First,"June 18, 2017",,16h 30m,,,,,
879,38029,warvik,PC,17h,NR,,9519267,Completed,First,"September 01, 2019",12h,17h,,,,,
880,38029,BHenry,PlayStation 4,17h 09m,NR,I finished playthrough A.,4552108,Completed,First,"June 10, 2017",,17h 09m 07s,,,,,
881,38029,,PlayStation 4,17h 10m,NR,,4423474,Completed,First,,,17h 10m,,,,,
882,38029,,PC,17h 30m,NR,,4216015,Completed,First,,,17h 30m,,,,,
883,38029,GigamanTheSinner,PlayStation 4,17h 35m,70%,,6345586,Completed,First,"June 03, 2018",,17h 35m 29s,,,,,
884,38029,BlackLabel2021,PlayStation 4,17h 49m,NR,Kinda hate the way it sort of forces you down a path at a certain point. The minimap indicators are not your friend.,8494545,Completed,First,"March 21, 2019",,17h 49m 18s,,,,,
885,38029,Marty_Man_X,PlayStation 4,18h,NR,,8576612,Replay Completed,First,"April 07, 2019",15h,18h,,,,,
886,38029,renonvrn,PC,18h,90%,,11447607,Completed,First,"April 14, 2020",,18h,,,,,
887,38029,Everdred,PlayStation 4,18h 45m,70%,"Endings A, B, C, D, E, W. Switched to easy halfway through route C.",5499575,Completed,First,"December 30, 2017",6h 29m 38s,18h 45m,,,,,
888,38029,_Nick_,PlayStation 4,18h 47m,100%,Only Ending [A],8419345,Replay Completed,Replay,"March 06, 2019",,18h 47m 03s,,,,,
889,38029,,PlayStation 4,19h,NR,,11895145,Completed,First,,,19h 30s,,,,,
890,38029,abeernae,PlayStation 4,19h 14m,80%,"Endings A, H, T. First playthrough. Did a bunch of side quests, 16 trophies",11248938,Completed,First,"April 05, 2020",,19h 14m 28s,,,,,
891,38029,kpepis,PC,19h 19m,NR,,4224797,Completed,First,"March 24, 2017",,19h 19m 41s,,,,,
892,38029,Everdred,Xbox One,19h 27m,NR,All achievements. All main endings. Used achievement shop for collection achievements.,9244103,Completed,First,"August 13, 2019",,19h 27m,,,,,
893,38029,Private,PlayStation 4,19h 27m,70%,"Started: 17.03.2019 // Endings: A, B, C, D, E, G, H, P // Level: 49 // 11 Side Missions",4878664,Completed,First,"March 19, 2019",,19h 27m,,,,,
894,38029,,PC,19h 28m,NR,,6019761,Completed,First,,15h 42m,19h 28m,,54h 16m,,,
895,38029,GoldynFillet,PlayStation 4,19h 30m,100%,"Finished endings A+K, continuing to play for the others and other side quests",8544448,Playing Completed,First,"April 22, 2019",,19h 30m,,,,33h 25m /,
896,38029,vintmints,PlayStation 4,19h 30m,80%,"did some side quests, endings AGW",10775242,Completed,First,"January 07, 2020",,19h 30m,,,,,
897,38029,,PlayStation 4,19h 33m,NR,,4402239,Completed,First,,,19h 33m 58s,,,,,
898,38029,Linkelda21300,Xbox One,19h 47m,80%,,11327977,Completed,First,"April 09, 2020",,19h 47m 24s,,,,,
899,38029,,PC,19h 48m,NR,First Ending and 20% Side Quest aprox.,4233308,Completed,First,,,19h 48m,,,,,
900,38029,Lyndis,PlayStation 4,19h 52m,NR,"Main story and about 30% of quests. First real ending plus K, T, W.",5707539,Completed,First,"January 22, 2018",,19h 52m 58s,,,,,
901,38029,,PC,19h 57m,NR,,11116557,Completed,First,,,19h 57m,,,,,
902,38029,,PlayStation 4,20h,NR,,4426635,Completed,First,,,20h,,,,,
903,38029,,PC,20h,NR,,5268849,Completed,First,,12h,20h,,40h,,,
904,38029,,PlayStation 4,20h,NR,,5299105,Completed,First,,19h,20h,,,,,
905,38029,CheesyBurger,PlayStation 4,20h,100%,,10861746,Completed,First,July 2017,,20h,,,,,
906,38029,Legendares,PC,20h,80%,,4527663,Completed,First,,,20h,,,,,
907,38029,magnnum_paul,PC,20h,70%,Endings: AGW + some extra quests,11491408,Completed,First,"April 18, 2020",,20h,,,,,
908,38029,,PlayStation 4,20h 01m,NR,,5005951,Completed,First,,,20h 01m 13s,,,,,
909,38029,,PlayStation 4,20h 01m,NR,,4118523,Completed,First,,,20h 01m 57s,,,,,
910,38029,just_matos,PC,20h 02m,80%,,10332496,Completed,First,,,20h 02m,,,,,
911,38029,Xsable,PlayStation 4,20h 26m,80%,All Main-Ends (ABCDE),5800745,Completed,First,"February 11, 2018",,20h 26m 11s,"08:08:15 End A
13:37:26 End B (5:29:11)
20:16:11 End C (6:38:45)
? End E (~20:26:11 ?)",,,,
912,38029,typ12,PlayStation 4,20h 27m,NR,,10550941,Completed,First,,,20h 27m,,,,,
913,38029,,PlayStation 4,20h 35m,NR,,4414402,Completed,First,,,20h 35m,,,,,
914,38029,esq373,PlayStation 4,20h 38m,80%,,4594390,Completed,First,"June 19, 2017",,20h 38m,,,,,
915,38029,Caliburn89,PlayStation 4,20h 50m,NR,"Very few optional quests, but a few extra endings",4181118,Completed,First,"March 13, 2017",,20h 50m 49s,,,,,
916,38029,,PlayStation 4,21h,NR,Endings abcde with other trophies purchased.,4263882,Completed,First,,,21h,,,,,
917,38029,AmateurDan,PlayStation 4,21h,100%,"25% of side quests complete. Time is approximate, forgot to grab it before THE THING happens at the end.",5273071,Completed,Replay,"November 11, 2017",,21h,"Second playthrough after save got messed up mid-playthrough C last time. So about half replay, half new stuff. Actually started on Nov. 3.
Ignored most side quests on Route A+B since I'd previously completed about 60% worth of them.",,,,
918,38029,Firebatz13,PC,21h,100%,,5402765,Completed,First,"November 30, 2017",,21h,,,,,
919,38029,berglt84,PlayStation 4,21h,80%,,11901002,Completed,First,"March 22, 2020",,21h,,,,,
920,38029,larissa,PlayStation 4,21h,70%,,5759101,Completed,First,"April 05, 2018",,21h,,47h,,,
921,38029,stonecutters908,PC,21h,80%,,6058202,Completed,First,,,21h,,,,,
922,38029,Valefar,PC,21h 12m,NR,,4255864,Completed,First,"March 31, 2017",,21h 12m 55s,,,,,
923,38029,nucture,PC,21h 13m,NR,,4221244,Completed,First,"March 23, 2017",18h 52m,21h 13m 43s,,46h 49m 21s,,,
924,38029,Bevral,PC,21h 26m,NR,Endings A B C D E M O,4423228,Completed,First,"May 13, 2017",,21h 26m 02s,,,,,
925,38029,dsk1306,PlayStation 4,21h 35m,90%,,6618187,Completed,First,"August 05, 2018",,21h 35m 35s,Platinum trophy,,,,
926,38029,Fistberg,PC,21h 40m,90%,"Ending A, B, C, D and E. Also R and some side-quests, but certainly not all.",6439210,Completed,First,,,21h 40m,,,,,
927,38029,,PC,21h 45m,NR,,11213760,Completed,First,,,21h 45m,,,,,
928,38029,apocc,PC,21h 45m,60%,Endings: A G W,5342219,Completed,First,,,21h 45m,,,,,
929,38029,Private,PC,21h 45m,100%,,5742997,Completed,First,"June 06, 2017",,21h 45m 45s,,41h 20m 40s,,,
930,38029,SpeedyAj3121,PlayStation 4,21h 52m,90%,Endings ABCDEGHKTU,4764477,Completed,First,,,21h 52m 19s,,,,,
931,38029,AidanAK47,PC,21h 54m,80%,,4219455,Completed,First,"March 28, 2017",,21h 54m,,,,,
932,38029,,PC,22h,NR,,5171817,Completed,First,,,22h,,,,,
933,38029,,PlayStation 4,22h,NR,,10902830,Completed,First,,,22h,,,,,
934,38029,notorious_roy,Xbox One,22h,90%,"Endings A, B, C, D, E, G and P",11394896,Completed,First,"May 16, 2020",10h 31m,22h,,,,,
935,38029,sajmon213,PC,22h,NR,,7096213,Completed,First,"December 14, 2019",9h 30m,22h,"Ending A, B,C, O as of 14/12/2019",,,,
936,38029,Elvenstein,PlayStation 4,22h 10m,NR,"Endings A, B, C, D, and E. Cleared Quests 45%.",10295878,Completed,First,"October 23, 2019",,22h 10m 14s,,,,,
937,38029,snappums,PC,22h 20m,NR,Endings ABCDE,4215514,Completed,First,"March 25, 2017",8h 09m 55s,22h 20m,,,,,
938,38029,mauhlin12,PlayStation 4,22h 28m,90%,Endings ABCDEG,5632911,Completed,Replay,"January 10, 2018",,22h 28m,,,,,
939,38029,nateify,PC,22h 30m,NR,"Beat 24 Endings: All But E, Y",4418323,Completed,First,"May 26, 2017",8h 51m,22h 30m,,,,,
940,38029,Ravagezx,PC,22h 44m,NR,Endings A-E,4453246,Completed,First,"November 14, 2017",,22h 44m 16s,,,,,
941,38029,GregB64,PlayStation 4,22h 49m,100%,,6049818,Completed,First,"March 13, 2018",,22h 49m,,,,,
942,38029,Private,PC,23h,NR,,4697289,Completed,First,"February 15, 2018",,23h,,,,,
943,38029,P1um,PC,23h,NR,,10443931,Completed,First,July 2018,,23h,,,,,
944,38029,StillGreen_san,PC,23h,NR,Ending A,6589431,Backlog Completed,First,"March 27, 2017",,23h,,,,,
945,38029,DJPenguinScratch,PC,23h 27m,100%,,4841069,Completed,First,"July 31, 2017",,23h 27m,,,,,
946,38029,Hampopo,PlayStation 4,23h 27m,80%,,6206559,Completed,First,,,23h 27m,,,,,
