,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Progress,Personal Notes,Main+Extras,Co-Op,Completionist
231,68240,DarkTaco,Nintendo Switch,80h,100%,,11361443,Backlog Completed,First,"April 05, 2020",80h,,,,,
232,68240,DestinyRachael,Nintendo Switch,80h,NR,,11044550,Completed,First,"April 21, 2020",80h,,,,,
233,68240,Esfolia,Nintendo Switch,80h,100%,,11511103,Completed,First,,80h,,,,,
234,68240,Jonny,Nintendo Switch,80h,90%,,11524235,Completed,First,"April 03, 2020",80h,,,,,
235,68240,Private,Nintendo Switch,80h,100%,,11396370,Completed,First,"April 18, 2020",80h,,,,,
236,68240,Sweep_Boi,Nintendo Switch,80h,NR,,11322327,Playing Completed,First,"April 09, 2020",80h,185h /,,,,
237,68240,TDY_Pe_T,Nintendo Switch,80h,NR,,11570695,Playing Completed,First,"April 27, 2020",80h,80h /,,,,
238,68240,ZenCaliber,Nintendo Switch,80h,100%,,11391566,Completed,First,"April 14, 2020",80h,,,,,
239,68240,ambermc,Nintendo Switch,80h,NR,,12004366,Completed,First,,80h,,,,,
240,68240,mrtoogood22,Nintendo Switch,80h,NR,,11491096,Completed,First,"April 19, 2020",80h,,,,,
241,68240,spectralzwolf,Nintendo Switch,80h,100%,,11279760,Playing Completed,First,"April 13, 2020",80h,,,,,
242,68240,vannboyo,Nintendo Switch,80h,100%,,11411214,Playing Completed,First,"April 26, 2020",80h,155h /,,,,
243,68240,,Nintendo Switch,80h 45m,NR,,11663492,Completed,First,,80h 45m,,,160h,,
244,68240,,Nintendo Switch,83h,NR,,11991501,Completed,First,,83h,,,,,
245,68240,,Nintendo Switch,84h,NR,,11314208,Completed,First,,84h,,,,,
246,68240,Kryon,Nintendo Switch,84h,70%,,11203506,Custom List Custom List 3 Completed,First,"May 26, 2020",84h,,,,,
247,68240,,Nintendo Switch,85h,NR,,11331246,Completed,First,,85h,,,,,
248,68240,AlexQuayle,Nintendo Switch,85h,NR,,11355587,Completed,First,"April 17, 2020",85h,,,,,
249,68240,Hexovian,Nintendo Switch,85h,NR,,11319082,Completed,First,"April 06, 2020",85h,,,110h,,
250,68240,flyingandroids,Nintendo Switch,85h,90%,,11270000,Playing Completed,First,"April 07, 2020",85h,155h /,,,,
251,68240,,Nintendo Switch,85h 30m,NR,,11517868,Completed,First,,85h 30m,,,,,
252,68240,BusyWizard,Nintendo Switch,87h,NR,,11644068,Playing Completed,First,"May 29, 2020",87h,,,,,
253,68240,RainmakerAlpha,Nintendo Switch,88h 49m,100%,,11485414,Completed,First,"April 18, 2020",88h 49m,,,92h 48m,,
254,68240,,Nintendo Switch,90h,NR,,11475971,Completed,First,,90h,,,95h,,
255,68240,DanielOniG,Nintendo Switch,90h,NR,,11390520,Completed,First,"April 08, 2020",90h,,,,,
256,68240,PowerCoard,Nintendo Switch,90h,NR,"Main story, 9/10 villagers, K.K. Visits island for concert",11154872,Playing Completed,First,"April 02, 2020",90h,125h /,,,,
257,68240,Private,Nintendo Switch,90h,100%,This is where my hours currently stand after I made the decision to hang up the game,11199074,Completed,First,"May 30, 2020",90h,,This game is the perfect choice for new gamers or people who are looking to relax after a long days of work. It works perfectly as a commuter game too. The quirkiness of the various villagers and design capabilities alone should pull buyers in.,275h,,
258,68240,Tyrvali,Nintendo Switch,90h,NR,,11483684,Completed,First,"April 13, 2020",90h,,,100h,,
259,68240,Private,Nintendo Switch,90h,70%,Rolled credits with my dawg K.K. Slider,11085848,Completed,First,"April 14, 2020",90h,,,,,
260,68240,Private,Nintendo Switch,90h,90%,,11626130,Playing Completed,First,"April 17, 2020",90h,130h /,,,,
261,68240,luigibandicoot,Nintendo Switch,90h,NR,"Played at normal pace, not focusing too hard on main objective",11464673,Completed,First,"April 16, 2020",90h,,,,,
262,68240,tinydynos,Nintendo Switch,90h,80%,K.K. Slider showing end credits. Lots of additional time spent collecting.,11988648,Completed,First,"May 25, 2020",90h,,"Such a fun casual game. Continuing much further in end game content, with a 5-star island and S ranked home.",,,
263,68240,,Nintendo Switch,90h 51m,NR,Very fun and lengthy game. Not a game you can rush.,11644385,Completed,First,,90h 51m,,,,,
264,68240,ElegantFrost,Nintendo Switch,92h,80%,,10850029,Completed,First,"April 10, 2020",92h,,,,,
265,68240,ZeroNine,Nintendo Switch,92h 30m,NR,,11340661,Custom List Completed,First,"April 04, 2020",92h 30m,,,,,
266,68240,,Nintendo Switch,95h,NR,,11350642,Completed,First,,95h,,,,,
267,68240,SirVictorSponge,Nintendo Switch,95h,90%,K.K Slider showed up. I think that's the end of the 'main story'.,11451489,Playing Completed,First,"April 15, 2020",95h,,,,,
268,68240,Private,Nintendo Switch,95h,80%,,11533375,Completed,First,"May 19, 2020",95h,,,,,
269,68240,Private,Nintendo Switch,95h,NR,,11876804,Completed,First,"May 31, 2020",95h,,,,,
270,68240,,Nintendo Switch,100h,NR,,11320871,Completed,First,,100h,,,,,
271,68240,,Nintendo Switch,100h,NR,,11392743,Completed,First,,100h,,,120h,,
272,68240,,Nintendo Switch,100h,NR,Time played at K.K. Slider concert,11434343,Completed,First,,100h,,,,,
273,68240,,Nintendo Switch,100h,NR,,11936481,Completed,First,,100h,,,120h,,300h
274,68240,Freak0104,Nintendo Switch,100h,NR,,11157055,Completed Retired,First,"May 31, 2020",100h,,,,,
275,68240,Kolog,Nintendo Switch,100h,90%,,11451595,Completed,First,"April 13, 2020",100h,,,,,
276,68240,MightyQuinn2021,Nintendo Switch,100h,90%,,11634090,Completed,First,"May 03, 2020",100h,,,,,
277,68240,PuffMama,Nintendo Switch,100h,90%,,11321989,Replay Completed,First,"April 14, 2020",100h,,,,,
278,68240,sulkymarshal,Nintendo Switch,100h,NR,,11634385,Completed,First,"May 02, 2020",100h,,,200h,,400h
279,68240,Batebox33,Nintendo Switch,105h,NR,,11719843,Completed,First,"May 12, 2020",105h,,,,,
280,68240,MetalreduX,Nintendo Switch,105h,100%,"Saw the credits, unlocked all NookPhone apps",11226282,Custom List Completed,First,"April 25, 2020",105h,,,,,
281,68240,Private,Nintendo Switch,105h,NR,"3 Star Island, now to terraform",11208859,Playing Completed,First,"April 24, 2020",105h,,,,,
282,68240,godcon,Nintendo Switch,110h,90%,,11663412,Playing Completed,First,"May 06, 2020",110h,,,,,
283,68240,,Nintendo Switch,115h,NR,,11435724,Completed,First,,115h,,,,,
284,68240,marebrood,Nintendo Switch,115h,NR,,11101637,Completed,First,"April 08, 2020",115h,,,,,
285,68240,,Nintendo Switch,130h,NR,,11346846,Completed,First,,130h,,,,,
286,68240,NotCallumF,Nintendo Switch,130h,100%,Unless you're legitimately cheating I can't see people completing the main story in under 100+ hours.,11331054,Completed,First,"April 03, 2020",130h,,,,,
287,68240,cosmicrabbit,Nintendo Switch,130h,NR,,11669436,Completed,First,"April 30, 2020",130h,,,,,
288,68240,Private,Nintendo Switch,31h 54m,NR,,11495740,Completed,First,"May 06, 2020",,,,31h 54m,,
289,68240,,Nintendo Switch,35h,NR,"Got to K.K. Slider, completed main quests + some side stuff",11784142,Completed,First,,,,,35h,,
290,68240,PokeProX,Nintendo Switch,35h 55m,100%,,11381623,Playing Completed,First,"May 25, 2020",,49h 05m /,,35h 55m,,
291,68240,Skyloftgames,Nintendo Switch,40h,90%,,11557068,Completed,First,"April 03, 2020",,,,40h,,
292,68240,millapede,Nintendo Switch,40h,NR,,11338526,Completed,First,,,,,40h,,
293,68240,Hottston,Nintendo Switch,44h 07m,80%,,11175628,Completed,First,"May 18, 2020",,,,44h 07m,,
294,68240,,Nintendo Switch,45h,NR,,11722361,Completed,First,,,,,45h,,
295,68240,Private,Nintendo Switch,50h,80%,,11441639,Playing Completed,First,"April 16, 2020",,50h /,,50h,,
296,68240,LeoKasper,Nintendo Switch,50h,90%,K.K Slider played concert,11452313,Playing Completed,First,"April 13, 2020",,100h /,,50h,,
297,68240,Swiz91,Nintendo Switch,50h,NR,,11637418,Completed,First,"May 03, 2020",,,,50h,,
298,68240,TheBarbato,Nintendo Switch,50h,50%,Got KK Slider to visit my island and saw the credits. Also got my house fully expanded.,11205184,Completed,First,"April 30, 2020",,,,50h,,
299,68240,TheYoshiman,Nintendo Switch,50h,80%,"Rough estimate, didn't even plan to log this, but other people did so oh well. Time taken off of Switch in-game time.",11411140,Completed,First,"April 10, 2020",,,,50h,,
300,68240,ToffeesXI,Nintendo Switch,50h,90%,,11328846,Completed,First,"April 17, 2020",,,,50h,,
301,68240,coleneff,Nintendo Switch,50h,80%,,11205147,Completed,First,"June 12, 2020",,,,50h,,
302,68240,freezeblad,Nintendo Switch,50h,NR,,11722370,Completed,First,,,,,50h,,
303,68240,MickManga,Nintendo Switch,50h 31m,NR,,11882876,Completed,First,"April 17, 2020",,,,50h 31m 54s,,
304,68240,Monkeyfate,Nintendo Switch,52h,NR,,11474041,Completed,First,"April 17, 2020",,,,52h,,
305,68240,KonoPez,Nintendo Switch,54h,90%,,11205236,Completed,First,"April 06, 2020",,,,54h,,
306,68240,AviaDogxd,Nintendo Switch,54h 38m,80%,roughly took this long,11668055,Completed,First,"March 29, 2020",,,,54h 38m,,
307,68240,AndrewMarshall94,Nintendo Switch,55h,NR,,11265921,Completed,First,"May 18, 2020",,,,55h,,
308,68240,Jaspion8,Nintendo Switch,55h,NR,,11413234,Completed,First,"April 11, 2020",50h 45m,,,55h,,
309,68240,RaptorWaptor,Nintendo Switch,55h,60%,,11426981,Custom List 2 Completed,First,"June 05, 2020",,55h /,,55h,,
310,68240,SeadyEvening,Nintendo Switch,55h,NR,,11204947,Custom List 2 Completed,First,"April 21, 2020",,,,55h,,
311,68240,zim_ek,Nintendo Switch,55h,NR,"Credits reached, still a lot to do.",11211331,Completed,First,"April 14, 2020",,,,55h,,
312,68240,royrules22,Nintendo Switch,58h 35m,NR,"3* town, credits, all housing upgrades and all but 5 fossils. No TT. I'm not a creative person so I just stopped playing",11206073,Completed,First,"May 19, 2020",,,,58h 35m 07s,,
313,68240,Hunter1980,Nintendo Switch,59h 41m,NR,,11369333,Completed,First,"April 28, 2020",,,,59h 41m 27s,,
314,68240,,Nintendo Switch,60h,NR,,11495245,Completed,First,,,,,60h,,
315,68240,BlackSails,Nintendo Switch,60h,100%,,11778715,Completed,First,"May 18, 2020",,,,60h,,
316,68240,danii93ds,Nintendo Switch,60h,90%,,11957962,Custom List Completed,First,"April 29, 2020",,,,60h,,
317,68240,davidmaggs,Nintendo Switch,60h,NR,,11853916,Completed,First,"May 01, 2020",,,,60h,,
318,68240,paleselan,Nintendo Switch,60h,NR,,11642921,Playing Completed,First,"May 03, 2020",,60h /,,60h,,
319,68240,pensayup,Nintendo Switch,60h,100%,,11200043,Completed,First,"April 05, 2020",,,,60h,,
320,68240,thephoenixking43,Nintendo Switch,60h,90%,,11986568,Completed,First,,,,,60h,,
321,68240,tbrinkman,Nintendo Switch,62h,100%,,11392863,Completed,First,"April 13, 2020",,,,62h,,
322,68240,Sparks2021,Nintendo Switch,64h 46m,NR,,11472872,Completed,First,"April 17, 2020",,,,64h 46m,,
323,68240,Arceusrox,Nintendo Switch,65h,NR,,11198295,Completed,First,"April 23, 2020",,,,65h,,
324,68240,Private,Nintendo Switch,65h,NR,,11467641,Completed,First,"April 16, 2020",,,,65h,,
325,68240,Dijita,Nintendo Switch,65h,NR,KK Slider's Concert followed by credits rolled. No time travelling.,11594598,Playing Completed,First,"May 09, 2020",,,,65h,,
326,68240,kotchko1394,Nintendo Switch,65h,NR,,10578755,Completed,First,"April 11, 2020",,,,65h,,
327,68240,polltery,Nintendo Switch,65h,80%,,11234980,Replay Completed,First,"May 17, 2020",,70h /,game finish on KK concert,65h,,
328,68240,rohitunni,Nintendo Switch,69h 12m,70%,,10930957,Completed,First,"April 07, 2020",,,,69h 12m,,
329,68240,,Nintendo Switch,70h,NR,,11340062,Completed,First,,,,,70h,,
330,68240,,Nintendo Switch,70h,NR,,11540592,Completed,First,,,,,70h,,
331,68240,AlduinNuggets,Nintendo Switch,70h,NR,,11474702,Completed,First,"April 17, 2020",,,,70h,,
332,68240,FullFreak,Nintendo Switch,70h,NR,,11540633,Playing Completed,First,"April 23, 2020",,70h /,,70h,,
333,68240,Private,Nintendo Switch,70h,NR,,11645921,Completed,First,"May 04, 2020",,,,70h,,
334,68240,Tasty,Nintendo Switch,74h 40m,90%,,11365113,Completed,First,"April 06, 2020",,,,74h 40m,,
335,68240,Bode,Nintendo Switch,75h,90%,Got KK Slider to my village and got end credits. Played at leisurely pace and enjoyed paying off house loans.,11469865,Playing Completed,First,"May 21, 2020",,130h /,First time playing an Animal Crossing. Girlfriend loves it and I share an island with her. Very excited to create lots of cool things in my own little paradise!,75h,,
336,68240,Cithiel,Nintendo Switch,75h,80%,,11474697,Completed,First,"April 19, 2020",61h,,,75h,,
337,68240,Dario64,Nintendo Switch,75h,80%,Up until the Credits Screen,11253134,Completed,First,"April 29, 2020",53h 10m,,,75h,,
338,68240,I_am_nobody,Nintendo Switch,75h,90%,,11562448,Completed,First,"April 26, 2020",,,,75h,,
339,68240,Lynec,Nintendo Switch,75h,90%,,11553474,Completed,First,"April 25, 2020",,,,75h,,
340,68240,aleqhz,Nintendo Switch,75h,NR,,10849875,Completed,First,"June 18, 2020",61h,,,75h,,180h
341,68240,korokleif,Nintendo Switch,75h,NR,,11919766,Completed,First,May 2020,,,,75h,,
342,68240,,Nintendo Switch,80h,NR,,11327648,Completed,First,,,,,80h,,
343,68240,Aebal34,Nintendo Switch,80h,NR,Does it really end?,11848028,Completed,First,"April 23, 2020",,,,80h,,
344,68240,Coldiver,Nintendo Switch,80h,90%,,11273306,Playing Completed,First,"April 30, 2020",,140h /,,80h,,
345,68240,SuuriHyokkays,Nintendo Switch,80h,90%,,11669741,Playing Completed,First,"April 30, 2020",,140h /,,80h,,
346,68240,Tumayto,Nintendo Switch,80h,90%,,11427535,Completed,First,"April 05, 2020",,,,80h,,
347,68240,Wertham,Nintendo Switch,80h,NR,,11883146,Completed,First,"May 29, 2020",,,,80h,,
348,68240,rockblackstone,Nintendo Switch,80h,80%,,11264855,Completed,First,"May 25, 2020",,,,80h,,
349,68240,RDx_Zealot,Nintendo Switch,83h,NR,,11579074,Completed,First,"April 07, 2020",,,,83h,,
350,68240,CheesyBurger,Nintendo Switch,85h,100%,,11239726,Playing Completed,First,"May 10, 2020",,85h /,,85h,,
351,68240,danmonse,Nintendo Switch,85h,90%,Rolled the credits.,11590948,Playing Completed,First,"April 20, 2020",50h,,,85h,,
352,68240,liamner,Nintendo Switch,85h,90%,,11315333,Playing Completed,First,"April 03, 2020",70h,215h /,,85h,1h 30m,
353,68240,tip,Nintendo Switch,87h,60%,,11452309,Completed,First,"April 15, 2020",,,,87h,,
354,68240,,Nintendo Switch,90h,NR,,11430110,Completed,First,,,,,90h,,
355,68240,JBird409,Nintendo Switch,90h,90%,,11860103,Completed,First,,,,,90h,,
356,68240,Subjugglator,Nintendo Switch,90h,100%,,11496566,Playing Completed,First,"April 23, 2020",55h,90h /,,90h,,
357,68240,_Nick_,Nintendo Switch,90h,100%,Final Home Loan Paid and K.K. Visted Island (Completion time based on Switch estimate),11755894,Completed,First,"May 16, 2020",,,,90h,,
358,68240,demiSardonic,Nintendo Switch,90h,NR,,11404474,Completed,First,"April 10, 2020",,,,90h,,
359,68240,dragonh89,Nintendo Switch,90h,90%,,11750077,Completed,First,"March 29, 2020",,,,90h,,
360,68240,RainmakerAlpha,Nintendo Switch,92h 48m,100%,,11485414,Completed,First,"April 18, 2020",88h 49m,,,92h 48m,,
361,68240,JoshieYoshie,Nintendo Switch,93h,80%,,11188467,Completed,First,"May 01, 2020",,,,93h,,
362,68240,cracker00,Nintendo Switch,93h 25m,NR,,11786463,Completed,First,"May 13, 2020",,,,93h 25m,,
363,68240,,Nintendo Switch,95h,NR,,11475971,Completed,First,,90h,,,95h,,
364,68240,Daser,Nintendo Switch,95h,NR,,11344517,Completed,First,"April 03, 2020",,,,95h,,
365,68240,Private,Nintendo Switch,95h,NR,,11784607,Playing Completed,First,"May 19, 2020",,225h /,,95h,,
366,68240,YLT,Nintendo Switch,95h,NR,Completed the game in 95 hours.,11653608,Completed,First,"May 05, 2020",,,,95h,,
367,68240,pedrix,Nintendo Switch,99h 05m,100%,First time credits rolled. Played a ton during self isolation.,11097562,Completed,First,"April 01, 2020",,,,99h 05m,,
368,68240,,Nintendo Switch,100h,NR,,11430112,Completed,First,,,,,100h,,
369,68240,,Nintendo Switch,100h,NR,,11594507,Completed,First,,,,,100h,,
370,68240,Kenri,Nintendo Switch,100h,NR,,11624778,Playing Completed,First,"May 11, 2020",,,,100h,,
371,68240,Private,Nintendo Switch,100h,NR,,11377528,Completed,First,"April 07, 2020",,,,100h,,
372,68240,TDutchWalker,Nintendo Switch,100h,NR,,11579173,Playing Completed,First,"March 27, 2020",,180h /,,100h,,
373,68240,Private,Nintendo Switch,100h,NR,,11427432,Completed,First,May 2020,,,,100h,,
374,68240,Tyrvali,Nintendo Switch,100h,NR,,11483684,Completed,First,"April 13, 2020",90h,,,100h,,
375,68240,Zyloc,Nintendo Switch,100h,NR,done a lot of extra stuff,11329970,Completed,First,"April 03, 2020",,,,100h,,
376,68240,aaron0789,Nintendo Switch,100h,NR,,11367801,Playing Completed,First,"March 31, 2020",,135h /,,100h,,
377,68240,leafgum,Nintendo Switch,100h,80%,End credits,11591059,Completed,First,"April 28, 2020",,,,100h,,
378,68240,meybax,Nintendo Switch,100h,90%,,11634570,Completed,First,"June 06, 2020",,,,100h,,
379,68240,PedAngle,Nintendo Switch,103h 35m,80%,"4 stars island rating, last 2.5M debt left",11202391,Completed,First,"May 24, 2020",35h 10m,,,103h 35m,,
380,68240,Private,Nintendo Switch,105h,60%,,11563840,Completed,First,"April 26, 2020",,,,105h,,
381,68240,epicdongus69,Nintendo Switch,105h,90%,,11201495,Completed,First,"May 03, 2020",,,,105h,,
382,68240,rocchan,Nintendo Switch,105h,80%,,9155570,Completed,First,"April 18, 2020",70h,,,105h,,
383,68240,FlightZone,Nintendo Switch,105h 23m,90%,,11601713,Completed,First,,,,,105h 23m,,
384,68240,Naevo,Nintendo Switch,108h,90%,Estimate time when my end credits rolled in,11192070,Playing Completed,First,"April 02, 2020",,600h /,,108h,,
385,68240,,Nintendo Switch,110h,NR,,11951087,Completed,First,,60h,,,110h,,
386,68240,Hexovian,Nintendo Switch,110h,NR,,11319082,Completed,First,"April 06, 2020",85h,,,110h,,
387,68240,KelsterLynn,Nintendo Switch,110h,NR,First time credits rolled. (Final loan payment: ~135 hours.),11384843,Playing Completed,First,"April 07, 2020",,150h /,,110h,,
388,68240,Lus146,Nintendo Switch,110h,NR,,11821861,Completed,First,"March 30, 2020",60h,,,110h,,
389,68240,Private,Nintendo Switch,110h,90%,,11347417,Playing Completed,First,"April 04, 2020",,210h /,,110h,,
390,68240,TheHero,Nintendo Switch,115h,NR,,11454105,Completed,First,"April 14, 2020",,,,115h,,
391,68240,monst3rcaptain,Nintendo Switch,115h,NR,I didnt really know how to complete it and could have done it faster if I knew it was so little left.,11512318,Completed,First,"April 17, 2020",,,,115h,,
392,68240,PrerenderedIdiocy,Nintendo Switch,115h 53m,80%,,10905083,Completed,First,"May 19, 2020",,,,115h 53m,,
393,68240,juziro,Nintendo Switch,116h,NR,,11235734,Completed,Replay,"April 13, 2020",,,,116h,,
394,68240,Minamimoto,Nintendo Switch,117h 42m,NR,,11199748,Custom List Completed,First,"May 17, 2020",,143h 06m 16s /,,117h 42m 08s,,
395,68240,,Nintendo Switch,120h,NR,,11392743,Completed,First,,100h,,,120h,,
396,68240,,Nintendo Switch,120h,NR,,11936481,Completed,First,,100h,,,120h,,300h
397,68240,Bluziken,Nintendo Switch,120h,90%,,11317447,Completed,First,"April 01, 2020",65h,,,120h,,
398,68240,LimpBagel,Nintendo Switch,120h,NR,,11618304,Completed,First,"June 05, 2020",,,,120h,,
399,68240,WaveSquirrel,Nintendo Switch,120h,NR,Reorganized village and lots of items and stuff,11199287,Playing Completed,First,"June 05, 2020",75h,120h /,,120h,,
400,68240,Ygid,Nintendo Switch,120h,80%,,11918772,Completed,First,"May 01, 2020",,,,120h,,
401,68240,eldofo,Nintendo Switch,120h,NR,,11460339,Playing Completed,First,"April 01, 2020",,,,120h,,
402,68240,alfredsamernie,Nintendo Switch,125h,90%,,11201517,Completed,First,"April 16, 2020",,,,125h,,
403,68240,ClassicMozilla,Nintendo Switch,130h,NR,,11872440,Completed,First,"May 30, 2020",,,,130h,,
404,68240,Quintin,Nintendo Switch,130h,90%,,11799570,Playing Completed,First,"May 19, 2020",,130h /,,130h,,
405,68240,throne,Nintendo Switch,131h,100%,,11807584,Completed,First,"May 14, 2020",,,,131h,,
406,68240,Captrico,Nintendo Switch,140h,100%,,9010074,Completed,First,"May 13, 2020",,,,140h,,
407,68240,,Nintendo Switch,150h,NR,,11912361,Completed,First,,,,,150h,,
408,68240,9dbc9,Nintendo Switch,150h,90%,,11393150,Playing Completed,First,"April 05, 2020",70h,275h /,,150h,,
409,68240,Elkhar,Nintendo Switch,150h,NR,,11700382,Completed,First,"May 01, 2020",,,,150h,,
410,68240,Forma,Nintendo Switch,155h,NR,,11381635,Completed,First,"April 07, 2020",,,,155h,,
411,68240,WarLordBiGV,Nintendo Switch,159h 34m,100%,,11757403,Completed,First,"May 16, 2020",,,,159h 34m 12s,,
412,68240,,Nintendo Switch,160h,NR,,11663492,Completed,First,,80h 45m,,,160h,,
413,68240,Private,Nintendo Switch,170h,NR,All debts,11786842,Completed,First,,,,,170h,,
414,68240,iteddeck,Nintendo Switch,175h,90%,,11709960,Completed,First,"May 08, 2020",,,,175h,,
415,68240,,Nintendo Switch,180h,NR,"All house upgrades, 5 star rating, no time travel, not rushed",11608589,Completed,First,,80h,,,180h,,
416,68240,TakunHiwatari,Nintendo Switch,200h,NR,,11330086,Completed,First,"June 16, 2020",,,,200h,,
417,68240,nandos3000,Nintendo Switch,200h,80%,,11809867,Completed,First,"May 22, 2020",,,,200h,,
418,68240,sulkymarshal,Nintendo Switch,200h,NR,,11634385,Completed,First,"May 02, 2020",100h,,,200h,,400h
419,68240,Popotatoe,Nintendo Switch,220h,70%,Prêt remboursé,11422852,Completed,First,"May 06, 2020",,,,220h,,
420,68240,whit,Nintendo Switch,230h,80%,K. K. visit around the 30-hour mark; the rest is all island designing and visiting friends. Attic upgrade. 4-stars.,11777774,Completed,First,"May 18, 2020",,,"It feels wrong to call this ""completed"", but I beat the story around the 30-hour mark and have been designing my island every since. After 50 days of active play, I'm now moving to a casual progression with the game, so this seems as good of a time as any to mark it done.",230h,,
421,68240,Private,Nintendo Switch,275h,100%,This is where my hours currently stand after I made the decision to hang up the game,11199074,Completed,First,"May 30, 2020",90h,,This game is the perfect choice for new gamers or people who are looking to relax after a long days of work. It works perfectly as a commuter game too. The quirkiness of the various villagers and design capabilities alone should pull buyers in.,275h,,
422,68240,treyres,Nintendo Switch,280h,100%,,11206341,Completed,First,"April 01, 2020",,,,280h,,
423,68240,Private,Nintendo Switch,120h,90%,,11547461,Completed,First,"May 31, 2020",,,,,,120h
424,68240,aleqhz,Nintendo Switch,180h,NR,,10849875,Completed,First,"June 18, 2020",61h,,,75h,,180h
425,68240,Private,Nintendo Switch,200h,NR,,11851798,Completed,First,"May 27, 2020",,,,,,200h
426,68240,,Nintendo Switch,300h,NR,,11936481,Completed,First,,100h,,,120h,,300h
427,68240,Aqualeaf,Nintendo Switch,300h,90%,,11599772,Completed,First,"June 06, 2020",,,,,,300h
428,68240,sulkymarshal,Nintendo Switch,400h,NR,,11634385,Completed,First,"May 02, 2020",100h,,,200h,,400h
429,68240,buzzyrecky,Nintendo Switch,450h,100%,"Full museum completion, full furniture and clothing catalog completion",11712458,Completed,First,"May 07, 2020",,,,,,450h
430,68240,Quetzalorado,Nintendo Switch,1h,90%,"My gf lives on the island and helps develop, which is why I ""beat"" it a lot earlier.",11895226,Playing Completed,First,"May 28, 2020",42h,46h /,,,1h,
431,68240,liamner,Nintendo Switch,1h,90%,,11315333,Playing Completed,First,"April 03, 2020",70h,215h /,,85h,1h 30m,
432,68240,ayanami3,Nintendo Switch,4h,NR,,11199936,Custom List Completed,First,"April 18, 2020",55h,130h /,,,4h 30m,
433,68240,ADIPY,Nintendo Switch,100h,80%,KK Slider,11321102,Completed,First,"June 03, 2020",,,,,100h,
