,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Speedrun,Completionist,Co-Op,Progress
265,21248,,PC,17h 48m,NR,,3283095,Completed,First,,,,17h 48m,,,,
266,21248,d2d_DICR,Xbox 360,18h,NR,,1401862,Completed,First,,,,18h,,,,
267,21248,BruceL337,PC,18h 03m,NR,,1237116,Completed,First,"August 22, 2019",,,18h 03m,,,,
268,21248,KingM,PlayStation 4,18h 26m,90%,,1334874,Completed,First,"May 07, 2015",,,18h 26m 43s,,,,
269,21248,hamibh,PC,18h 45m,NR,,2517688,Completed,First,"February 03, 2016",,,18h 45m,,,,
270,21248,Medowar,PC,18h 55m,NR,,11618251,Completed,First,,,,18h 55m,,,,
271,21248,SarcasmAbound,PlayStation 3,18h 58m,80%,50th Platinum trophy,1047878,Completed Retired,First,"February 21, 2015",16h 08m 25s,,18h 58m 17s,,36h 10m 14s,,
272,21248,,PC,19h,NR,,1627200,Completed,First,,,,19h,,,,
273,21248,JJS11,PC,19h,NR,,11368909,Completed,First,"May 10, 2020",,,19h,,,,
274,21248,Kvesthet,PC,19h,NR,,6172293,Completed,First,"April 25, 2018",,,19h,,,19h,
275,21248,LlamaBoombama,PC,19h,60%,,8656978,Completed,Replay,,,,19h,,,,
276,21248,Madd,PC,19h,80%,A big amount of side quests and mainly co-op,3854950,Completed,First,"December 31, 2017",,,19h,,,,
277,21248,Fichox,PC,19h 15m,90%,,3109678,Completed,First,"June 19, 2016",,,19h 15m,,,,
278,21248,DasMatze,PC,19h 24m,NR,,2789561,Completed,First,"March 28, 2016",,,19h 24m,,,,
279,21248,p3n3,PC,19h 30m,70%,,1003924,Completed,First,"November 02, 2014",,,19h 30m,,,,
280,21248,,Xbox One,19h 32m,NR,,1707539,Completed,First,,,,19h 32m 51s,,,,
281,21248,Jaksu,PC,19h 37m,NR,,979243,Completed,First,"October 16, 2014",,,19h 37m 12s,,,,
282,21248,reinth,PC,19h 45m,NR,,2814495,Completed,First,"April 07, 2016",,,19h 45m,,,,
283,21248,,Mac,20h,NR,,9172224,Completed,Replay,,16h,,20h,,,,
284,21248,Private,PlayStation 4,20h,NR,,11024810,Completed,First,"January 27, 2020",,,20h,,,,
285,21248,CorticusMaximus,PC,20h,70%,All Missions,9061603,Completed,First,"September 07, 2019",,,20h,,,,
286,21248,Devi,PlayStation 4,20h,NR,,10350292,Completed,First,,,,20h,,,,
287,21248,Joshster_1,PlayStation 3,20h,80%,,3566161,Completed,First,"October 30, 2014",12h,,20h,,60h,,
288,21248,Rhapsos,PC,20h,NR,,9522221,Completed,First,"September 28, 2019",,,20h,,,,
289,21248,Suryansh9,PC,20h,NR,,9386528,Completed,First,,,,20h,,,20h,
290,21248,Private,PlayStation 4,20h,NR,,9314786,Completed,First,"January 06, 2019",,,20h,,,,
291,21248,thatguy88,PC,20h,NR,,2211541,Completed Retired,First,"November 29, 2015",,play with a friend,20h,,,,
292,21248,Private,Xbox 360,20h,60%,,4722483,Completed,First,"July 08, 2017",,,20h 47s,,,,
293,21248,kalachpl,PC,20h 01m,70%,,1232639,Completed,First,"March 07, 2015",,,20h 01m,,,,
294,21248,silversurfpunk,PlayStation 4,20h 12m,60%,Completed most of the side quests sans one.,4438940,Completed,First,"March 08, 2017",,,20h 12m,,,,
295,21248,VladimirHac,PC,20h 21m,NR,,2288261,Completed,First,"August 04, 2015",,,20h 21m,,,,
296,21248,Mike65707,PC,20h 28m,80%,Main Story and all Side-Quests on Normal Mode,1241445,Completed,First,"February 07, 2015",,,20h 28m 54s,,,,
297,21248,,Xbox One,20h 30m,NR,,8564598,Completed,First,,17h 30m,,20h 30m,,,,
298,21248,,PC,20h 30m,NR,Did not do all extra quests but I did a fair amount,8569071,Completed,First,,,,20h 30m,,,,
299,21248,adamcy_,PC,20h 30m,NR,made a few quests extra,11858781,Completed,First,"June 16, 2020",19h,,20h 30m,,,,
300,21248,ravel1992,PC,20h 34m,NR,,5017125,Completed,First,,,,20h 34m,,,,
301,21248,Lemmi1337,Xbox One,21h,NR,,4914934,Completed,First,"December 24, 2019",,,21h,,,,
302,21248,Mesiex,PC,21h,NR,,7182595,Completed,First,"October 04, 2018",,,21h,,,,
303,21248,Private,PC,21h,50%,,3375047,Completed,First,"February 25, 2017",,,21h,,,,
304,21248,Trauma1,PC,21h,NR,,3067911,Completed,First,,,,21h,,,,
305,21248,leprechaun90,PC,21h,NR,,11546731,Completed,First,"April 13, 2020",,,21h,,,,
306,21248,lucalaure1007,PC,21h,70%,,10297822,Completed,First,,,,21h,,,,
307,21248,riddickhun,PlayStation 4,21h,NR,,1340899,Completed,First,"May 12, 2015",,,21h,,,,
308,21248,Private,PlayStation 4,21h 09m,NR,"Lv. 27, Nisha",8904439,Completed,First,"September 05, 2019",,,21h 09m 17s,,,,
309,21248,thomaz1994,PlayStation 3,21h 12m,80%,,4396353,Completed,Replay,,,,21h 12m,,,,
310,21248,SweepingsDemon,PC,21h 15m,NR,,10860919,Completed,First,"April 13, 2020",,,21h 15m,,,,
311,21248,,PC,21h 20m,NR,Main Story + Extras,987293,Completed,First,,,,21h 20m 31s,,,,
312,21248,donn16,PC,21h 40m,NR,,2036655,Completed,First,"November 02, 2015",,,21h 40m 15s,,,,
313,21248,,PC,22h,NR,fun,1095362,Completed,First,,,,22h,,,,
314,21248,The_Mooch,PC,22h,NR,,9049218,Completed,Replay,"June 27, 2019",,,22h,,,,
315,21248,The_Mooch,PC,22h,NR,,10802156,Completed,Replay,"January 12, 2020",,,22h,,,,
316,21248,Private,PC,22h,NR,,4203560,Completed,First,,,,22h,,,,
317,21248,Wrathzog,PC,22h,80%,,3812640,Completed,First,"October 26, 2015",,,22h,,,,
318,21248,Xor_van_Dorf,PC,22h,NR,,3465296,Completed,First,"May 08, 2016",,,22h,,,,
319,21248,evantherude,PC,22h,90%,,1339097,Completed,First,"December 19, 2014",,,22h,,,,
320,21248,Private,Xbox One,22h,70%,,1270411,Completed,First,"September 21, 2015",,,22h,,,,
321,21248,neonsword13,PC,22h,NR,,9136142,Completed,First,"October 09, 2017",,,22h,,,,
322,21248,Mangonisium,PC,22h 05m,70%,,4265194,Completed,First,"April 02, 2017",,,22h 05m,,,,
323,21248,vrzerok,PC,22h 05m,NR,,1004514,Completed,First,"November 02, 2014",,,22h 05m,,,,
324,21248,,PC,22h 08m,NR,,8820677,Completed,First,,,,22h 08m 40s,,,,
325,21248,rlm82,PC,22h 10m,80%,,11938501,Completed,First,"June 08, 2020",,,22h 10m,,,,
326,21248,GreenCourt82,PC,22h 25m,NR,,3827778,Completed,First,,,,22h 25m,,,,
327,21248,Kurupt,PC,22h 39m,NR,,3972402,Completed,First,"January 15, 2017",,,22h 39m,,,,
328,21248,,PC,23h,NR,,1374910,Completed,First,,18h,,23h,,,,
329,21248,,PC,23h,NR,,1381055,Completed,First,,,,23h,,,,
330,21248,,PC,23h,NR,,5571629,Completed,First,,,,23h,,,23h,
331,21248,Hornjabber,PC,23h,NR,,3511311,Completed,First,"March 02, 2017",,,23h,,,,
332,21248,MrFirebugJr,PlayStation 4,23h,80%,,3491231,Completed,First,"December 21, 2015",,,23h,,,,
333,21248,Silvak,PC,23h,70%,,981102,Completed,First,"October 17, 2014",,,23h,,,,
334,21248,bahamutzero,PlayStation 4,23h,60%,,1355263,Completed,First,"May 22, 2015",,,23h,,,,
335,21248,compas1010,PC,23h,NR,,3103411,Completed,First,"April 27, 2016",,,23h,,,,
336,21248,dragmagpuff,PC,23h,70%,,1038488,Completed,First,"November 28, 2014",,,23h,,,,
337,21248,rgvigueras,PC,23h,NR,,9481819,Completed,First,"August 30, 2019",,,23h,,,,
338,21248,PeacemakerZockt,PC,23h 02m,NR,,5099357,Completed,First,"April 29, 2015",,,23h 02m 46s,,,,
339,21248,Chronoja,PC,23h 06m,80%,"Fairly ""inaccurate"" time, all achievements but includes time taking a character through UVHM and farming etc.",1246411,Completed,First,"September 23, 2016",,45.6 hours total = 22.5 hours = TVHM,23h 06m,,118h 18m,,
340,21248,,PC,23h 15m,NR,Only missing ~10 quests,971163,Completed,First,,,,23h 15m,,,23h 15m,
341,21248,Sixchr,PC,23h 31m,NR,,2621536,Completed,First,,,,23h 31m,,,,
342,21248,Cubester,PC,23h 45m,NR,Main story + most sidequests,1073442,Completed,First,"December 29, 2014",,,23h 45m 12s,,,,
343,21248,beearmy,Xbox One,23h 51m,60%,,5496419,Completed,First,"December 21, 2017",,,23h 51m,,,,
344,21248,,PC,24h,NR,,1142588,Completed,First,,,,24h,,,,
345,21248,DaddyDan,PC,24h,NR,,8488861,Completed,First,"March 19, 2019",,,24h,,,,
346,21248,Gnarc90,PC,24h,NR,,2744795,Completed,First,"October 17, 2017",,,24h,,,,
347,21248,IvoKarchev,PlayStation 4,24h,NR,,9191729,Completed,First,"July 20, 2019",,,24h,,,,
348,21248,JacksUsername,PC,24h,NR,Main Story + around 45 side missions,1063597,Completed,First,"January 24, 2015",,,24h,,,,
349,21248,Private,Xbox 360,24h,NR,,1387271,Completed,First,,17h,,24h,,,,
350,21248,LibertMalina,PC,24h,NR,,9070193,Completed,First,"July 02, 2019",,,24h,,,,
351,21248,TehPryceIsRight,PC,24h,NR,,3030615,Completed,First,,18h,,24h,,,,
352,21248,blutkater1,PC,24h,NR,,9173070,Completed,First,"July 17, 2019",,,24h,,,,
353,21248,raddrax_,PC,24h,NR,Completed the main story and most side quests. Going to play it again to finish the achievements and DLC.,2967631,Completed,First,"May 13, 2016",,Going to play it again to finish the achievements and DLC.,24h,,,,
354,21248,Private,PC,24h,NR,,5380716,Completed,First,"December 08, 2017",,,24h,,,,
355,21248,BrickTrain,PC,24h 20m,60%,,7599185,Completed,First,"May 23, 2020",14h 25m,,24h 20m,,,,
356,21248,tryrfy32,Xbox One,24h 40m,100%,,2107119,Completed,First,"August 12, 2015",,,24h 40m,,,,
357,21248,jramod,PC,24h 46m,NR,,1787320,Completed,First,,,,24h 46m,,,,
358,21248,vashkey,Xbox One,24h 58m,60%,,1283505,Completed,First,"April 07, 2015",,,24h 58m 58s,,,,
359,21248,,PC,25h,NR,,982635,Completed,First,,20h,,25h,,,,
360,21248,,PC,25h,NR,,986009,Completed,First,,,,25h,,,,
361,21248,,PlayStation 4,25h,NR,,3690661,Completed,First,,,,25h,,,25h,
362,21248,,PC,25h,NR,,10841235,Completed,First,,,,25h,,,,
363,21248,Akunamus,PC,25h,NR,,11356747,Completed,First,"March 03, 2019",18h,,25h,,,,
364,21248,DippoMagoo,Xbox 360,25h,80%,,6383652,Completed,First,,,,25h,,,,
365,21248,Iiddell,PlayStation 4,25h,NR,,10817784,Completed,First,"June 10, 2017",,,25h,,,,
366,21248,LuiArri95,PC,25h,NR,,9163217,Completed,First,"March 06, 2015",,,25h,,,,
367,21248,NeoXypher,PC,25h,NR,,6344243,Completed,Replay,"April 09, 2017",,,25h,,,,
368,21248,NiallM,PlayStation 4,25h,NR,,1435033,Completed,First,,18h,,25h,,,,
369,21248,Private,PC,25h,70%,"80% Side Quests, 45%	Achievements",10890361,Completed,First,"January 26, 2020",19h,,25h,,,,
370,21248,Private,PC,25h,70%,,2626100,Completed,First,"December 04, 2017",,,25h,,,,
371,21248,Rubius,PC,25h,NR,Did all the side missions except the last one,1100252,Completed,First,"January 05, 2015",,,25h,,,,
372,21248,SpaceboyP,PC,25h,NR,,9661195,Completed,First,"September 16, 2019",,,25h,,,,
373,21248,Private,PC,25h,NR,,10307588,Completed,First,"October 26, 2019",20h,,25h,,,,
374,21248,Private,PC,25h,70%,,7194192,Completed,First,"March 03, 2020",,,25h,,,,
375,21248,eskimofo,PC,25h,80%,,12001769,Completed,First,"June 14, 2020",,,25h,,,,
376,21248,iDoDemGames,PC,25h,NR,,11672748,Completed,First,"May 07, 2020",16h,,25h,,,,
377,21248,jiayejoe,PC,25h,NR,,1664678,Completed,First,"July 19, 2015",,,25h,,,,
378,21248,Private,Xbox One,25h,NR,,4443730,Completed,First,"May 18, 2017",,,25h,,,62h 03m,
379,21248,kikiokyo,PC,25h,NR,,7375925,Completed Retired,First,,,,25h,,,9h,
380,21248,kushlash,Xbox 360,25h,NR,,4002364,Completed,First,"March 10, 2015",,,25h,,,,
381,21248,sackboy97,PC,25h,80%,,6605495,Completed,First,March 2016,,,25h,,,,
382,21248,Colossus816,Xbox One,25h 04m,NR,Game completed. Level 28. All but three sidequests completed,2103047,Completed,First,"November 17, 2015",,,25h 04m,,,,
383,21248,Yudaii,PC,25h 17m,NR,,3386891,Completed,First,"September 11, 2016",,,25h 17m,,,,
384,21248,OverdoseT,PC,25h 22m,NR,Normal Difficulty / lvl 26 at the End,5639658,Completed,First,"January 11, 2018",,,25h 22m,,,,
385,21248,Private,PC,25h 24m,NR,,8557091,Completed,First,,,,25h 24m,,,,
386,21248,zackner,PlayStation 4,25h 32m,80%,,5407141,Completed,First,"December 01, 2017",,,25h 32m 02s,,,,
387,21248,,PC,26h,NR,,1118959,Completed,First,,20h,,26h,,34h,,
388,21248,ArticunoBreeze,Xbox 360,26h,70%,,10149390,Replay Completed,First,,,,26h,,,,
389,21248,BoxDroppingManApe,PC,26h,30%,,2765400,Completed,First,"March 16, 2015",,,26h,,,,
390,21248,Desser,PC,26h,70%,,5419011,Completed,First,"December 04, 2017",18h,,26h,,,,
391,21248,Izanagi,PlayStation 3,26h,NR,,3106074,Completed,First,"July 12, 2016",,,26h,,,,
392,21248,JustinBB7,PC,26h,NR,,4175575,Completed,First,"March 12, 2017",,,26h,,,,
393,21248,SnakeTigre,PC,26h,NR,,6525826,Completed,First,"July 04, 2018",,,26h,,,,
394,21248,Verdammer,PC,26h,NR,,10755546,Completed,First,"December 16, 2018",,,26h,,,,
395,21248,Wulfon,PC,26h,80%,Time according to Steam. Three player co-op. Missed couple side quests. Story finished at lvl28. No DLC.,4905306,Completed,First,"August 13, 2017",,,26h,,,,
396,21248,a2a_REX,Xbox 360,26h,NR,,1170401,Completed,First,"October 16, 2014",,,26h,,,,
397,21248,beyofiva,PC,26h,NR,,7297888,Completed,First,"October 21, 2018",,,26h,,,,
398,21248,casualgamer666,PC,26h,NR,,7729815,Completed,First,"December 28, 2018",,,26h,,,,
399,21248,abeernae,PC,26h 07m,80%,"Majority of side missions, 23/63 achievements, 1700+ badass points",2745629,Completed,First,"April 13, 2016",,,26h 07m 10s,,,,
400,21248,Chaser336600,PlayStation 4,26h 34m,80%,,3011287,Completed,First,"December 16, 2016",,,26h 34m 08s,,,,
401,21248,,PC,27h,NR,,2534588,Completed,First,,,,27h,,,,
402,21248,,Linux,27h,NR,All Main and Sidequests,3489216,Completed,First,,,,27h,,,,
403,21248,Boshtrich,PC,27h,NR,,1289650,Completed,First,"December 15, 2014",,,27h,,,,
404,21248,Private,PC,27h,60%,,7269487,Completed,First,"October 16, 2018",,,27h,,76h,,
405,21248,IM_A_BIG_DB,Xbox One,27h,70%,,4363744,Completed Retired,First,"April 28, 2017",,,27h,,,,
406,21248,Itouninomiya,PC,27h,60%,,9080161,Backlog Completed,First,"April 20, 2020",,,27h,,,,
407,21248,Shiboha,PC,27h,NR,,9003338,Completed,First,"June 20, 2019",,,27h,,,,
408,21248,SirKarp,PC,27h,80%,,5035189,Completed,First,,,,27h,,,,
409,21248,Private,PC,27h,80%,,1846293,Completed,First,"September 20, 2015",,,27h,,,,
410,21248,chuck,PC,27h,80%,,985104,Completed,First,"December 01, 2014",,,27h,,,,
411,21248,Private,PC,27h,80%,,976232,Completed,First,"November 02, 2014",,,27h,,,,
412,21248,daTomoT,PC,27h,NR,,2313687,Replay Completed,First,"December 31, 2015",,,27h,,,,
413,21248,xa_chan,PC,27h 15m,70%,,1018033,Completed,First,"September 17, 2015",,,27h 15m 44s,,,,
414,21248,botka5,PC,27h 20m,NR,,3576319,Completed,First,"November 14, 2015",,,27h 20m,,,,
415,21248,Yelloweye,PC,27h 24m,NR,,2248093,Completed,First,"November 02, 2015",,,27h 24m,,,,
416,21248,,PC,28h,NR,,1498264,Completed,First,,,,28h,,,,
417,21248,,PC,28h,NR,Normal Difficulty + All Side Quests,8555929,Completed,First,,18h,,28h,,,,
418,21248,BojanNS87,PC,28h,NR,,10756584,Completed,First,"June 24, 2019",,,28h,,,,
419,21248,Hardgear,PC,28h,70%,,7463873,Completed,First,,,,28h,,,,
420,21248,Stibo,PC,28h,70%,,10998677,Completed,First,"January 10, 2015",,,28h,,,28h,
421,21248,vaalentin,PC,28h,80%,,5716015,Completed,First,January 2018,,,28h,,,,
422,21248,HNO3,PC,28h 05m,NR,,9155037,Completed,First,,,,28h 05m,,,,
423,21248,IFriedkin,PC,28h 10m,80%,,9576306,Completed,First,"May 18, 2019",,,28h 10m,,,,
424,21248,Private,PC,28h 15m,40%,,8978167,Completed,First,"October 14, 2019",,,28h 15m,,,,
425,21248,Zednek,PlayStation 4,28h 21m,70%,,2155033,Completed,First,"January 10, 2016",,,28h 21m 57s,,,,
426,21248,6puritans9,PC,28h 30m,70%,,1104614,Completed,First,"January 06, 2015",,,28h 30m,,,,
427,21248,SirSaucypants,PC,28h 55m,70%,,4045291,Completed,First,"January 16, 2019",,,28h 55m,,,28h 55m,
428,21248,WynRave,PlayStation 3,28h 57m,NR,,7674709,Completed,First,"December 09, 2018",,,28h 57m,,,,
429,21248,,PC,29h,NR,,1347263,Completed,First,,,,29h,,,,
430,21248,RCQ,PC,29h,NR,,5858448,Completed,First,,,,29h,,,,
431,21248,Tzukahara,PC,29h,100%,,8710154,Replay Completed,Replay,"May 03, 2019",,,29h,,,,29h /
432,21248,cooldavidiscool,PC,29h,NR,,9020336,Completed,First,"June 20, 2019",,,29h,,,,
433,21248,wilqouak,PC,29h,NR,,3592353,Completed,First,"March 24, 2017",,,29h,,,,
434,21248,zenmike,PC,29h,60%,,8254494,Completed,First,"April 06, 2018",,,29h,,,,
435,21248,Willowblade,PC,29h 10m,NR,,1098490,Completed,First,"January 04, 2015",,,29h 10m,,,,
436,21248,,PlayStation 4,29h 15m,NR,,9242049,Completed,First,,,,29h 15m 30s,,,,
437,21248,AlphaOmega247,PlayStation 4,29h 43m,80%,,11888990,Completed,First,"May 18, 2015",,,29h 43m,,,,
438,21248,,PC,30h,NR,,1396186,Completed,First,,,,30h,,,,
439,21248,,PC,30h,NR,,9242660,Completed,First,,,,30h,,,30h,
440,21248,CDrex,PC,30h,70%,"Lvl 28, 28/63 achievements",4014331,Completed,First,"February 04, 2017",,,30h,,,,
441,21248,HEN_with_a_TIE,PC,30h,80%,,9544724,Playing Completed,First,2018,,,30h,,,,7h /
442,21248,Lopezp,PlayStation 4,30h,90%,,11012911,Completed,First,"December 25, 2019",18h,,30h,,,,
443,21248,Private,PC,30h,NR,,6298005,Completed,First,,,,30h,,,,
444,21248,Private,PlayStation 4,30h,80%,,2962155,Completed,First,"December 22, 2015",,Main game + some DLC.,30h,,,,
445,21248,Orynier,PC,30h,NR,,6451031,Completed,First,,,,30h,,,,
446,21248,RosheeNoStars,PC,30h,NR,,11414010,Completed,First,"April 11, 2020",,,30h,,,,
447,21248,Sinameki,PC,30h,NR,,5296713,Completed,First,"November 10, 2017",,,30h,,,,
448,21248,Sonicman13,PlayStation 3,30h,80%,,6664584,Completed,First,"July 25, 2018",,,30h,,,,
449,21248,Soreyasu,PC,30h,NR,,10974613,Completed,First,"February 11, 2020",,,30h,,,,
450,21248,SoyaEau,PC,30h,NR,,10784385,Completed,First,"June 09, 2018",18h,,30h,,61h,,
451,21248,ThoRCX,PC,30h,70%,,2627877,Completed,First,"February 21, 2016",,,30h,,,,
452,21248,Tiorak,PC,30h,NR,,8402007,Completed,First,"March 04, 2019",,,30h,,,,
453,21248,Private,PlayStation 3,30h,NR,,10800323,Completed,First,"January 12, 2020",,,30h,,,,
454,21248,Unforgiven212,Xbox One,30h,80%,,5368858,Completed,First,"February 20, 2019",,,30h,,,,
455,21248,Zephyr_wish,PC,30h,NR,,9195123,Completed,First,,20h,,30h,,,,
456,21248,Private,PC,30h,60%,,3495599,Completed,First,,,,30h,,,,
457,21248,perato,PC,30h,NR,,3549625,Completed,First,"October 08, 2016",,,30h,,,,
458,21248,pokebite,PC,30h,NR,,8512597,Completed,First,,,,30h,,,,
459,21248,potionjunkie,PC,30h,NR,,10529407,Completed,First,,,,30h,,,,
460,21248,sabrovic,PC,30h,NR,,4820999,Completed,First,"December 14, 2015",,,30h,,,,
461,21248,senoctar,PC,30h,90%,,8390513,Completed,First,"March 02, 2019",,,30h,,,,
462,21248,,PC,30h 20m,NR,,2960736,Completed,First,,,,30h 20m,,,,
463,21248,Croutons5,PC,30h 20m,NR,Main Story + All Side Missions + Claptastic Voyage,9193928,Completed,First,"June 20, 2019",,,30h 20m,,,,
464,21248,,PC,31h,NR,,6401281,Completed,First,,,,31h,,,,
465,21248,Javibot1,PC,31h,70%,Main Story + Extra + Played Multiplayer more than 10 hours,3158311,Completed,First,,18h,,31h,,,,
466,21248,RougeAnimeInc,PC,31h,NR,,3780329,Completed,First,"December 20, 2016",,,31h,,,,
467,21248,Switch,PC,31h,80%,,1546555,Completed,First,"July 11, 2015",,,31h,,,,
468,21248,Urazuke,PC,31h,70%,,1980647,Completed,First,"February 26, 2015",,,31h,,,,
469,21248,Vlash,PC,31h,80%,,982257,Completed,First,"November 03, 2014",,,31h,,,,
470,21248,VwVJay2000,Xbox One,31h,NR,,10306843,Completed,First,"August 19, 2019",,,31h,,,,
471,21248,Winnkys,PC,31h,NR,,3727889,Completed,First,"December 06, 2016",,,31h,,,,
472,21248,breaker_hmt,PC,31h,NR,,7357763,Completed,First,"October 30, 2018",,,31h,,,,
473,21248,travis44,PC,31h,NR,,3289392,Completed,First,"October 30, 2016",,,31h,,,,
474,21248,yukokano22,PC,31h,NR,,11202617,Completed,First,"February 09, 2018",,,31h,,,,
475,21248,Private,PC,31h 02m,NR,Main Story + Side Quests,3367326,Completed,First,"January 16, 2016",19h,,31h 02m,,,31h 02m,
476,21248,Zednek,PlayStation 4,31h 22m,80%,,10240827,Completed,Replay,"October 13, 2019",,,31h 22m 12s,,,,
477,21248,faqsimil,PC,31h 54m,NR,"Single-Player Only, Finished at Lv.29, Nisha/Lawbringer, Just shy of completing all sidequests, no DLC",8602388,Completed,Replay,"April 11, 2019",,,31h 54m,,,,
478,21248,gss89,PC,31h 58m,80%,All missions on Normal mode + all missions on True Vault Hunter mode (except raid boss and two small side missions),993838,Completed,First,,,,31h 58m 13s,,57h 54m 05s,,
479,21248,,PC,32h,NR,,11974024,Completed,First,,,,32h,,,,
480,21248,Aethereal,PC,32h,NR,,9696576,Completed,First,"September 21, 2019",,,32h,,,32h,
481,21248,Kickababy,PC,32h,NR,,9363071,Completed,First,,,,32h,,,,
482,21248,Kirich,PC,32h,80%,,6268694,Completed,First,,,,32h,,,,
483,21248,Leanest,PC,32h,60%,,10374818,Completed,First,"January 07, 2018",,,32h,,,,
484,21248,fhaller,PC,32h,NR,,1229396,Completed,First,,,,32h,,,,
485,21248,withouttheoth3r,PC,32h,90%,,8296886,Completed,First,"March 27, 2020",,,32h,,,,
486,21248,,PC,32h 08m,NR,,6443139,Completed,First,,,,32h 08m,,,,
487,21248,Private,PC,32h 30m,NR,,11152774,Completed,First,"July 07, 2018",,,32h 30m,,,32h 30m,
488,21248,Captanegan,PC,32h 34m,80%,,4765522,Completed,First,"October 20, 2014",,,32h 34m,,,,
489,21248,Daigoro,PC,32h 35m,80%,All Sidequest,985555,Completed,First,"October 19, 2014",,,32h 35m 12s,,,,
490,21248,UrFriendXD,PC,32h 41m,NR,"1 Char TVHM, few extra characters",6342710,Completed,First,"November 13, 2019",,,32h 41m,,,,
491,21248,Raczunio,PlayStation 4,33h,NR,,5834465,Completed,First,"February 13, 2018",,,33h,,,,
492,21248,Rey5,PC,33h,NR,,10168978,Completed,First,,,,33h,,,,
493,21248,whyrecon,PC,33h,70%,,4416351,Completed,First,"May 05, 2016",,,33h,,,,
494,21248,tcwleblanc,PC,33h 15m,NR,,3841389,Completed,First,"October 16, 2016",,,33h 15m,,,,
495,21248,synthetic17,PC,33h 40m,NR,,1332014,Completed,First,"March 05, 2015",,,33h 40m,,,,
496,21248,HOTSHOT,PC,34h,80%,,4661468,Completed,First,,,,34h,,,,
497,21248,Majingga,PC,34h,NR,,8935372,Completed,First,"December 20, 2014",,,34h,,,,
498,21248,Majingga,PC,34h,NR,,10808182,Completed,First,"April 15, 2015",,,34h,,,,
499,21248,MaudAurora,PC,34h,NR,,10376085,Completed,First,"November 07, 2019",,,34h,,,,
500,21248,jvgocavs,PlayStation 4,34h,80%,,8626615,Completed,First,"June 15, 2019",,,34h,,,,
501,21248,toaste_,PC,34h,50%,,10796550,Completed,First,,,,34h,,,,
502,21248,HGCLegend,PC,34h 12m,NR,,8772540,Completed,First,"May 14, 2019",,,34h 12m,,,,
503,21248,goombalsded,PC,34h 33m,80%,,8954228,Completed,First,,,,34h 33m,,,,
504,21248,Private,PlayStation 4,34h 41m,NR,,2949269,Completed,First,"May 09, 2016",,,34h 41m,,,,
505,21248,Akros,PC,35h,80%,,4157195,Completed,First,,,,35h,,,,
506,21248,BobMammoth,PC,35h,80%,,3716274,Completed,First,"December 04, 2016",,,35h,,,,
507,21248,Daw8ID,PC,35h,80%,,5753000,Completed,First,"April 08, 2019",,,35h,,,,
508,21248,EKS666,PC,35h,NR,,1208440,Completed,First,"February 21, 2015",,,35h,,,,
509,21248,Inseo,PC,35h,NR,,6196623,Completed,First,"April 27, 2018",,,35h,,,,
510,21248,J0ch3n,PC,35h,70%,,10820650,Completed,First,"January 15, 2020",,,35h,,,,
511,21248,etali_16,PC,35h,70%,,7600586,Completed,First,"December 03, 2018",20h,,35h,,50h,,
512,21248,sinefulcurves,PC,35h,80%,,10254350,Completed,Replay,"January 22, 2017",,,35h,,,,
513,21248,,PC,36h,NR,,3270104,Completed,First,,,,36h,,,36h,
514,21248,Xarlor,PC,36h,NR,,3422781,Completed,First,"August 28, 2017",,,36h,,,,
515,21248,dark_420,PC,36h,NR,,2745572,Completed,First,"May 11, 2017",,,36h,,,,
516,21248,harveyster,PC,36h,NR,,1098152,Completed,First,"December 29, 2014",,,36h,,,,
517,21248,,PC,37h,NR,,9255513,Completed,Replay,,,,37h,,,,
518,21248,,PC,37h,NR,,10180243,Completed,First,,,,37h,,,,
519,21248,HeyItzToxic,PlayStation 3,37h,NR,,4610205,Completed,First,,,,37h,,,,
520,21248,jcbvickers,PC,37h,60%,,5992348,Completed,First,,,,37h,,,,
521,21248,scrubadub,PC,37h,NR,"All side quests except ""Bestest Story Ever Told"" raid, most Easter eggs",2628641,Completed,First,"February 21, 2016",,,37h,,,,
522,21248,dimodc,PC,38h,NR,,8975248,Completed,First,"May 17, 2019",,,38h,,,,
523,21248,Private,PC,38h,NR,,6278947,Completed,First,,13h,,38h,,,,
524,21248,misterbola8,PC,38h,NR,,7011976,Completed,First,"September 10, 2018",,,38h,,,,
525,21248,Private,PC,38h 48m,NR,,11426000,Completed,First,"November 04, 2014",,,38h 48m,,,,
526,21248,LzxrdK,PC,38h 49m,60%,Completed all main and side quests except for the H0N3Y B0T and Holodome Badass wave.,8804365,Completed,First,"March 24, 2020",,84% Achievements.,38h 49m,,,6h 50m,
527,21248,Tounet33,PC,39h,NR,,9463692,Completed,First,,,,39h,,,,
528,21248,fromeister,PC,39h,NR,Probably finished around 90% of all quests but got bored towards to the end left a few,4527205,Completed,First,"June 03, 2017",,,39h,,,,
529,21248,Panther2103,PC,39h 15m,NR,,11555476,Completed,First,"September 26, 2017",,,39h 15m,,,,
530,21248,,PC,39h 40m,NR,All Sidequests except the Raid Boss,1001376,Completed,First,,,,39h 40m,,,,
531,21248,,PC,40h,NR,,5438076,Completed,First,,,,40h,,,,
