,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Co-Op,Speedrun,Main+Extras,Completionist,Vs.,Personal Notes,Progress,Retired Notes
248,9705,baneofpigs,PC,60h,NR,,169435,Completed,First,,"March 21, 2013",,,60h,,,,,
249,9705,Private,PC,60h,90%,,1096335,Completed,First,40h,"January 01, 2014",,,60h,,,,,
250,9705,senhorlampada,PC,60h,NR,,5599879,Completed,Replay,,"December 25, 2012",,,60h,,,,,
251,9705,Jesse_McAstroturf,PC,62h,80%,,795542,Replay Completed,First,,,,,62h,,,,,
252,9705,SwiftSpoon313,PC,62h,NR,,235443,Completed,First,,"October 07, 2012",,,62h,,,,,
253,9705,Private,PC,62h 40m,90%,,2431025,Completed,First,,"June 18, 2020",,,62h 40m 16s,,,,,
254,9705,HRPrime,PC,63h,70%,Beat final boss and got best items with friends.,4380980,Completed,First,,,,,63h,,,,,
255,9705,SmilingShadows,PC,64h,80%,,8921246,Completed,First,42h,,,,64h,,,,,
256,9705,,PC,65h,NR,,806532,Completed,First,,,,,65h,200h,,,,
257,9705,Private,PC,65h,100%,,10874599,Completed,First,,"July 24, 2017",150h,,65h,,,,,
258,9705,soqotra_,PC,65h 10m,70%,,11927869,Completed,Replay,,"January 22, 2018",,,65h 10m 31s,,,,,
259,9705,,PlayStation 4,65h 55m,NR,,10566321,Completed,First,62h 34m 02s,,,,65h 55m 37s,120h 31m 42s,,,,
260,9705,CannibalBob,PC,66h,NR,"Softcore mode, beat final Moon Boss. Included a lot of fishing :)",1574576,Completed,First,,"July 30, 2015",,,66h,,,,,
261,9705,Yota,PC,66h 41m,90%,,11848847,Completed,First,,"May 30, 2018",,,66h 41m 58s,,,,,
262,9705,Wrathzog,PC,67h 39m,NR,,11458872,Completed,Replay,,"April 15, 2020",,,67h 39m 12s,,,,,
263,9705,,Xbox One,68h 13m,NR,Most extras were done either before ml or after with summons.,11836108,Completed,Replay,52h,,51h,,68h 13m 48s,,,,,
264,9705,Namaku64,PC,68h 21m,NR,,11250932,Completed,First,,"April 18, 2019",68h 21m,,68h 21m,,,,,
265,9705,WiiWill,PC,68h 30m,100%,,5699712,Completed,First,,February 2017,,,68h 30m,,,,,
266,9705,MOXFULDER,PC,69h,100%,,11263842,Completed,First,,"March 27, 2020",,,69h,,,,,
267,9705,,PC,70h,NR,,11740637,Completed,First,,,,,70h,,,,,
268,9705,,PC,70h,NR,,12018878,Completed,First,50h,,,,70h,,,,,
269,9705,Ingwersaft,PC,70h,100%,,858552,Completed,First,40h,"October 27, 2013",,,70h,98h,,,,
270,9705,Korostast,PC,70h,100%,,10654119,Completed,First,45h,,,,70h,250h,,,,
271,9705,MashuuMidori,PC,70h,NR,,2696002,Completed,First,,,,,70h,125h,,,,
272,9705,ghosttalon1,PC,70h,NR,,3324784,Completed,First,35h,"March 06, 2016",,,70h,150h,,,,
273,9705,Private,PC,70h,NR,,7106164,Playing Completed,First,,"September 23, 2018",,,70h,,,,88h /,
274,9705,nicatronTg,PC,72h 28m,90%,,323345,Completed,First,48h 08m,,,,72h 28m,,,,,
275,9705,jaxpylon,PC,73h,80%,,2776268,Replay Completed,First,,,,,73h,,,,,
276,9705,Private,PC,73h,NR,,1754114,Completed,First,,,,,73h,,,,,
277,9705,Faenix1,PC,74h,80%,,30818,Completed,First,,,,,74h,,,"Completed it, pretty much have every item available. Done with it for now. (only missing about 9 items, then I can call it 100%)",,
278,9705,Private,PC,74h,NR,,1251308,Completed,First,,"April 14, 2015",74h,,74h,,,,,
279,9705,SexyDaddyJesus,PC,75h,100%,,10707266,Completed,Replay,50h,"December 16, 2019",,,75h,120h,,,,
280,9705,DopeonaRope,PC,75h 42m,NR,,502976,Playing Completed,First,,,35h,,75h 42m,,,,135h 15m /,
281,9705,App1e,PC,78h,NR,"All bosses , almost every weapon",4624527,Completed,First,,"June 24, 2017",,,78h,,,,,
282,9705,Raigel,PC,78h 23m,100%,,6136382,Completed,First,,,,,78h 23m 52s,,,,,
283,9705,,PC,80h,NR,,570529,Completed,First,25h,,,,80h,120h 22m,,,,
284,9705,,PC,80h,NR,Aquiring every item in the game,5864994,Completed,First,40h,,,,80h,200h,,,,
285,9705,Bagel74,PC,80h,90%,all bosses,11940051,Completed,Replay,,"June 08, 2020",,,80h,,,,,
286,9705,Mats,PC,80h,80%,Almost finished with hell.,736453,Completed,First,,"June 14, 2014",,,80h,,,Stopped playing after 80 hours because it was starting to feel like a chore instead of fun.,,
287,9705,Nehr,PC,80h,NR,,4800232,Completed,Replay,40h,,,,80h,120h,,,,
288,9705,NoahThaBoah,PC,80h,100%,,7737796,Replay Completed,Replay,40h,"December 14, 2014",,,80h,300h,,,400h /,
289,9705,,PC,80h 56m,NR,,8901034,Completed,First,60h 32m,,,,80h 56m,192h 05m,,,,
290,9705,Fakje,PC,81h,90%,,11442383,Completed,First,,"April 20, 2020",88h,,81h,,,,,
291,9705,SirKristoph,PC,81h,80%,,4110547,Backlog Completed,First,,,,,81h,,,,81h /,
292,9705,,PC,81h 23m,NR,All Bosses,7835709,Completed,First,,"October 05, 2018",,,81h 23m,,,,,
293,9705,Verdammer,PC,82h,NR,,10755913,Completed,First,,"July 24, 2018",,,82h,,,,,
294,9705,jakebornheimer,Mac,82h 27m,NR,,4590715,Replay Completed,First,,,,,82h 27m,,,,82h 27m /,
295,9705,seifert90,PC,83h,NR,,8534748,Completed,First,,"December 18, 2018",,,83h,,,,,
296,9705,ComeT,PC,83h 52m,80%,,5970852,Completed,First,,July 2013,,,83h 52m,,,,,
297,9705,Huenvyy,PC,84h 44m,NR,,11848884,Completed,First,50h 14m 53s,"May 11, 2020",40h 12m 44s,,84h 44m 21s,,,,,
298,9705,bigabig,PC,85h,100%,,11745334,Completed,First,,"May 15, 2020",,,85h,,,,,
299,9705,lolno3423,PC,86h,NR,,5348912,Completed,First,,,,,86h,,,,,
300,9705,toastyimp,PC,86h 26m,NR,,11581293,Completed,Replay,,"January 08, 2020",,,86h 26m 19s,,,,,
301,9705,,PC,86h 45m,NR,,6258413,Completed,First,45h 27m,,,,86h 45m,186h 23m,,,,
302,9705,,Xbox 360,88h,NR,,978562,Completed,First,36h,,,,88h,,,,,
303,9705,Private,PC,89h,100%,,11941382,Custom List Completed,Replay,,"June 14, 2020",89h,,89h,,,1.4 Playthrough Coop,196h /,
304,9705,,PC,90h,NR,,11734776,Completed,First,,,,,90h,,,,,
305,9705,IamRedBlue,PC,90h,100%,,4807007,Completed,First,41h,2014,,,90h,290h,,,,
306,9705,Kirich,PC,90h,100%,,8742013,Completed,First,,"May 09, 2019",,,90h,,,,,
307,9705,Strazdas,PC,90h,80%,,3071623,Completed Retired,First,,"September 09, 2015",15h,,90h,,,,,
308,9705,Ygid,PC,90h,100%,,11918805,Playing Completed,Replay,,"June 06, 2020",,,90h,,,,,
309,9705,jaredg5656,PC,90h,NR,,8948306,Completed,First,,"June 07, 2019",,,90h,,,,,
310,9705,upobir,PC,90h,80%,,10976414,Completed,First,,,,,90h,,,,,
311,9705,,PC,90h,NR,"Beat every boss, and lots and lots of extras, just not everything possible.",8947797,Completed,Replay,,,,,90h 41s,,,,,
312,9705,,Xbox One,90h 05m,NR,,6087947,Completed,First,,,,,90h 05m 18s,,,,,
313,9705,reddragonx,PC,94h,90%,,156214,Completed,First,,"April 14, 2013",,,94h,,,,,
314,9705,Jammy115,PC,95h,NR,,4840940,Completed,First,,"July 31, 2017",,,95h,,,,,
315,9705,Private,PC,95h,90%,,11395907,Completed,First,,,95h,,95h,,,,,
316,9705,StfN7,PC,95h,NR,,930095,Completed,First,,"January 15, 2014",,,95h,,,,,
317,9705,LucasOS,Xbox 360,95h 35m,80%,75%,7619808,Completed,First,,,,,95h 35m,,,,,
318,9705,,Android,95h 50m,NR,,11225182,Completed,First,91h 36m 05s,,,,95h 50m 38s,101h 20m 31s,,,,
319,9705,dodofisch,PC,97h,NR,,6891589,Completed,First,,"August 22, 2018",,,97h,,,,,
320,9705,Private,PC,98h,NR,,6451044,Completed,First,,,,,98h,,,,,
321,9705,,PC,100h,NR,,4371910,Completed,First,,,,,100h,,,,,
322,9705,,PC,100h,NR,I got that much into the game until i finished it,6049921,Completed,First,40h,,,,100h,156h,,,,
323,9705,,PC,100h,NR,,6293837,Completed,Replay,75h,,,,100h,500h,,,,
324,9705,,PC,100h,NR,,9661642,Completed,Replay,,,,,100h,,,,,
325,9705,Dkmurphy,PC,100h,NR,,8441684,Completed,First,,"March 10, 2019",,,100h,,,,,
326,9705,Flourite,PC,100h,80%,,537861,Completed,First,30h,,,,100h,,,,,
327,9705,PKCoolness,PC,100h,NR,,8313631,Completed,Replay,,2018,,,100h,,,,,
328,9705,Sarena6436,PC,100h,NR,,8775794,Completed,First,,,,,100h,,,,,
329,9705,_scott,,100h,100%,,126199,Completed,First,,"November 23, 2012",,,100h,,,,,
330,9705,eruukat,PC,100h,NR,"ive never fully completed a playthrough, but ive probably played for 100 hrs total",10880332,Completed,First,,2015,12h,,100h,,,,,
331,9705,mononoke89,PC,100h,90%,,4356018,Completed,First,60h,"August 28, 2015",,,100h,150h,,,,
332,9705,,PlayStation 4,100h 05m,NR,,11327420,Completed,First,80h 21m 52s,,17h 10m 25s,,100h 05m 23s,,,,,
333,9705,shadowbreakqr,PC,101h 17m,NR,,8673940,Completed,First,90h 14m,,,,101h 17m,,,,,
334,9705,VaapaD,PC,102h,100%,,9318129,Completed,First,,,,,102h,,,,,
335,9705,drumm,PC,102h,100%,,975514,Completed,First,,"October 12, 2014",,,102h,,,,,
336,9705,,PC,103h,NR,,2618328,Completed,First,68h,,57h,,103h,145h,,,,
337,9705,hailadilan,PC,104h,NR,,4433201,Completed,First,,"May 15, 2017",,,104h,,,,,
338,9705,LucasOS,Xbox One,105h 15m,80%,80%,7619946,Completed,First,,,,,105h 15m,,,,,
339,9705,Hibbrearg,PC,106h,70%,,3593359,Completed,Replay,,"September 14, 2016",,,106h,,,,,
340,9705,aragonsr,PC,107h,100%,,218406,Completed,First,,"March 02, 2012",,,107h,,,,,
341,9705,BillEQ,PC,108h 09m,NR,,3097990,Completed,First,,"March 20, 2016",,,108h 09m,,,,,
342,9705,,PC,109h 12m,NR,,11618518,Completed,First,98h 58m,,,,109h 12m 45s,134h 57m,,,,
343,9705,xMars,PC,111h 48m,100%,,11181500,Completed,First,,"July 07, 2014",,,111h 48m,,,,,
344,9705,merph,PC,114h,90%,,900802,Completed,First,,,,,114h,,,,,
345,9705,,PC,120h,NR,All achievements,6021672,Completed,Replay,70h 30m,,,,120h,182h 21m,,,,
346,9705,,PC,120h,NR,,6945666,Completed,First,,,,,120h,400h,,,,
347,9705,cheesey_and_smooth,Xbox 360,120h,90%,I consider this to be a big house all the NPCs and all bosses completed.,779730,Playing Replay Completed,Replay,80h,"November 28, 2013",,,120h,200h,,"LOVE this game it is so fun and has a lot of replay value. My friend, Lost The BOB (xbox gamertag) helped so much and you can go to his YouTube channel to check out the building of our ,now old, mansionrn https://www.youtube.com/channel/UC6KvvFqGW7-NSzrRVjqtVDQ/videos",200h /,
348,9705,qwurzy,PC,120h,NR,,9453946,Playing Completed,First,,,,,120h,,,,156h /,
349,9705,,PC,121h,NR,,6036754,Completed,First,,,,,121h,,,,,
350,9705,JoshIsPoop,PC,123h,100%,,5411385,Completed,First,94h,"June 13, 2016",56h,,123h,276h,,,,
351,9705,Gamesearcher1,PC,130h,90%,,10743452,Completed,First,,"December 09, 2019",,,130h,,,,,
352,9705,Chops,PC,132h,NR,,8491026,Completed,First,,"June 01, 2013",,,132h,,,,,
353,9705,Private,PC,132h,NR,,4866336,Completed,Replay,,,,,132h,,,,,
354,9705,Private,PC,138h 39m,NR,,9699111,Completed,First,,"September 22, 2019",,,138h 39m,,,,,
355,9705,bruhbruhbruhbruh,PC,139h 30m,NR,Master Mode,12021958,Playing Replay Completed,Replay,132h,"June 14, 2020",,,139h 30m 06s,,,My longest playthrough ever.,,
356,9705,,PC,140h,NR,,9309469,Completed,First,,,,,140h,,,,,
357,9705,,PC,140h,NR,,9382118,Completed,Replay,115h,,,,140h,250h,,,,
358,9705,MapAddict,PC,148h,80%,,11986599,Completed,First,,"June 13, 2020",,,148h,,,,,
359,9705,,PlayStation 4,150h,NR,,10959277,Completed,First,110h,,,,150h,200h,,,,
360,9705,Private,Nintendo 3DS,150h 27m,90%,Extras subject to RNG. Time includes overall playthrough of one character collecting eveything and slaying all bosses pr,6510472,Backlog Completed,First,110h 15m,,,,150h 27m 15s,220h 17m 05s,,"This was done with one character and one world. All items where collected and are subject to RNG. All bosses in the 3DS version where slain. This was done on a Launch Edition Nintendo 3DS, meaning a normal world was used.",220h 17m 05s /,
361,9705,,PC,150h 54m,NR,,10481313,Completed,Replay,100h 05m 38s,,,,150h 54m 06s,250h 05m 45s,,,,
362,9705,Binarypork2737,PC,156h 54m,100%,,4426114,Completed,First,,,,,156h 54m,,,,,
363,9705,,PC,180h,NR,,599318,Completed,First,120h,,,,180h,356h,,,,
364,9705,,PC,189h,NR,Cox,2714362,Completed,Replay,54h,,,,189h,190h,,,,
365,9705,,PC,200h,NR,83/88 achievements unlocked,3033584,Completed,First,,,,,200h,,,,,
366,9705,,PC,200h,NR,,7948723,Completed,Replay,,,,,200h,,,,,
367,9705,evergreenarbor,PC,200h,100%,,9566887,Completed,First,,"August 15, 2015",67h,,200h,,,,,
368,9705,,PC,212h,NR,,12033926,Completed,First,,,,,212h,,,,,
369,9705,adrizg,PC,212h,90%,,5800585,Completed,First,,"January 09, 2016",,,212h,,,,,
370,9705,Private,PC,217h,NR,,3945195,Completed,First,120h,,,,217h,,,,,
371,9705,chirinea,Linux,218h 26m,NR,,737040,Completed,First,,"September 29, 2017",,,218h 26m,,,,,
372,9705,Xavien,PC,220h,NR,,11492811,Completed,Replay,,,,,220h,,,,,
373,9705,arononymous,PC,240h,NR,,5280053,Completed,First,,"November 06, 2017",,,240h,,,,,
374,9705,skualninja,PC,240h,NR,,1059002,Completed,First,,,,,240h,,,,,
375,9705,,PC,243h,NR,played the main story plus some grinding for loot etc.,5239994,Completed,Replay,,,,,243h,,,,,
376,9705,Aris777,PC,300h,100%,,6422678,Completed,First,,"December 27, 2019",,,300h,,,,,
377,9705,Ma9den,PC,301h,100%,,9677603,Completed,Replay,,"October 26, 2017",,,301h,,,,,
378,9705,,PC,315h,NR,"Expert Mode, Hardcore, All Boss Drops, Leisurely played (building farms, defences, quests)",3989720,Completed,First,,,,,315h,,,,,
379,9705,ovahtsug,PC,320h,90%,,11818934,Completed,First,,"May 23, 2020",,,320h,,,,,
380,9705,Tyril132,PC,30h,80%,,482163,Completed,Replay,16h,,112h,,20h,30h,,,,
381,9705,JOSHTYLER,PC,35h,100%,,7520637,Completed,First,,"November 24, 2018",,,,35h,,,,
382,9705,Stingx2,Xbox 360,40h,NR,,471302,Completed,First,,,,,,40h,,,,
383,9705,portalman22,PC,40h,NR,"There is an infinite number of things to do, time assumes your end goal is beat all bosses.",11553453,Completed,First,35h,,,,,40h,,,,
384,9705,ethnictrailmix,PC,41h 05m,90%,,201211,Completed,First,,"February 29, 2012",,,,41h 05m,,,,
385,9705,BootDook,Xbox 360,45h 14m,NR,100% Chieves and All gear collected. Better than Minecraft IMO... XD,5434471,Completed,First,,"December 07, 2017",,,,45h 14m,,,,
386,9705,,PC,50h,NR,,11212427,Completed,Replay,12h,,,,20h,50h,,,,
387,9705,XxobbsxX,PC,50h,80%,,11009293,Replay Completed,Replay,20h,,13h,,30h,50h,,,227h /,
388,9705,Peanuts,PC,54h,100%,,11951505,Completed,First,45h,"June 10, 2020",,,,54h,,,,
389,9705,ggpeu,PC,63h,100%,,11272170,Completed,Replay,20h,,,,29h,63h,,,,
390,9705,varex,PC,63h,100%,,159686,Completed,First,,"February 06, 2013",,,,63h,,,,
391,9705,,PlayStation 4,64h 25m,NR,"From the wooden gear to the celestial, I defeated ever boss, invasion, and monster",11303335,Completed,First,,,,,,64h 25m 28s,,,,
392,9705,Wulfon,PC,65h 19m,100%,"Time according to ingame timer. All NPCs obtained, all bosses beaten.",1488740,Completed,First,,"July 16, 2015",,,,65h 19m,,,,
393,9705,FlyinPoulpus,PC,70h,90%,"100% achievements, normal mode",3653209,Completed,First,,"November 22, 2016",,,,70h,,,,
394,9705,Jackehatti,PC,70h,NR,,263771,Completed,First,,,,,,70h,,,,
395,9705,Historia,PC,72h,60%,,2825954,Completed,First,,,,,,72h,,,,
396,9705,Etfactaestnox,PC,74h,70%,,9460123,Completed,First,,2015,,,,74h,,,,
397,9705,ApolloZani,PC,75h,NR,,180045,Completed,Replay,,"May 12, 2012",,,,75h,,,,
398,9705,,PC,80h,NR,,2502536,Completed,First,,,60h,,,80h,,,,
399,9705,vengrath1,PC,80h,100%,only angler quests remaining at this poing. but fuck angler,7110301,Completed,First,20h,"November 26, 2017",,,40h,80h,,,,
400,9705,SweLoFe,PC,82h,NR,,3912054,Completed,First,,"July 12, 2015",,,,82h,,,,
401,9705,,PC,85h,NR,,442792,Completed,First,,,,,,85h,,,,
402,9705,,PC,85h 29m,NR,"Defeated all bosses, all NPCs in my house, I have all the best gear, everywhere discovered.",1274579,Completed,First,,,,,,85h 29m 12s,,,,
403,9705,,PC,87h 45m,NR,,295211,Completed,First,,,,,,87h 45m,,"what i count as a 100% playthrough was getting all armors and putting them on display, so having another copy of the hallow armor just in my house is also my opinion of completion, and also all the weapons made after the hard-mode bosses in my inventory,",,
404,9705,Crabman,PC,90h,NR,"Got all items, beat all bosses.",146880,Completed,Replay,,"July 13, 2012",,,,90h,,,,
405,9705,Duke82,,90h,80%,,427856,Completed,First,,"September 29, 2013",,,60h,90h,,,,
406,9705,Solario0,PC,90h 10m,90%,,11509265,Completed,Replay,13h,"March 18, 2020",,,,90h 10m,,,,
407,9705,Fehu666,PC,91h,90%,,3342136,Completed,First,,"November 01, 2015",,,,91h,,,,
408,9705,Pinski,Xbox 360,92h 41m,80%,,2726566,Completed,First,,"August 30, 2016",,,,92h 41m 06s,,,,
409,9705,altrewin,PC,94h 56m,NR,,5958705,Completed,First,,"January 12, 2016",,,,94h 56m,,,,
410,9705,Ingwersaft,PC,98h,100%,,858552,Completed,First,40h,"October 27, 2013",,,70h,98h,,,,
411,9705,StarvingPoet,PC,98h,NR,Every item acquired.,159528,Completed,First,,"February 06, 2013",,,,98h,,,,
412,9705,Jonny,PC,100h,60%,,1628849,Completed,First,,2012,,,,100h,,,,
413,9705,Taco,PC,100h,NR,,545300,Completed,First,,,,,,100h,,,,
414,9705,max3296,PC,100h,NR,,8247325,Playing Completed,First,,"February 11, 2019",60h,,,100h,,,128h /,
415,9705,twinklestar,PC,100h,NR,,520686,Completed,First,,,,,,100h,,,,
416,9705,whtthfgg,,100h,NR,,151934,Completed,First,,"July 19, 2012",,,,100h,,,,
417,9705,,PC,100h 22m,NR,,410322,Completed,First,15h 45m 10s,,,,30h 04m,100h 22m 56s,,,,
418,9705,,,100h 41m,NR,,410323,Completed,First,10h 44m 55s,,,,15h 20m 03s,100h 41m 45s,,,,
419,9705,,Android,101h 20m,NR,,11225182,Completed,First,91h 36m 05s,,,,95h 50m 38s,101h 20m 31s,,,,
420,9705,YungSparty,PC,101h 26m,NR,,11313417,Completed,Replay,,"December 15, 2019",86h 42m,,,101h 26m,,,,
421,9705,Cecidit,PC,103h,100%,,10303175,Completed,First,,"October 25, 2019",,,,103h,,,,
422,9705,Yalgrin,PC,103h,100%,,11990860,Completed,Replay,,"June 13, 2020",,,,103h,,,,
423,9705,Private,PC,103h 08m,NR,All steam achievements,9250937,Completed,First,,"May 13, 2019",,,,103h 08m,,,,
424,9705,maximpactgames,PC,103h 11m,80%,,5150297,Completed,First,,,,,,103h 11m,,,,
425,9705,Private,PC,103h 11m,60%,,4648470,Completed,First,,,,,,103h 11m,,,,
426,9705,Sparky_mk_936439,PC,107h,NR,,11249822,Completed,First,,,,,,107h,,,,
427,9705,live4truths,PC,107h 59m,90%,,1902713,Completed,First,,"August 11, 2018",,,,107h 59m 58s,,,,
428,9705,Dradis,PC,110h,NR,,3389166,Completed,First,80h,"September 04, 2016",,,,110h,,,,
429,9705,badasahog,PC,110h,NR,,11853655,Completed,First,,"May 28, 2020",,,,110h,,,,
430,9705,shanesw,PC,115h,80%,,480339,Completed,First,,,,,,115h,,,,
431,9705,Sefris,PC,116h,NR,,1844567,Completed,First,,,,,,116h,,,,
432,9705,Private,PC,117h,NR,,7798559,Completed,First,,,,,,117h,,,,
433,9705,ifte_a7,PC,117h 42m,90%,,99212,Completed,First,,"January 12, 2013",,,,117h 42m,,,,
434,9705,Corvus,PC,118h 53m,100%,,239140,Completed,First,,"May 13, 2012",,,,118h 53m,,,,
435,9705,Jack2321,PC,120h,100%,Fishing is just ahh i can't even say,11598470,Replay Completed,Replay,,"September 25, 2019",20h,,,120h,,,,
436,9705,Nehr,PC,120h,NR,,4800232,Completed,Replay,40h,,,,80h,120h,,,,
437,9705,SexyDaddyJesus,PC,120h,100%,,10707266,Completed,Replay,50h,"December 16, 2019",,,75h,120h,,,,
438,9705,kable,PC,120h,100%,,138774,Completed,First,,"March 03, 2012",,,,120h,,,,
439,9705,,PC,120h 22m,NR,,570529,Completed,First,25h,,,,80h,120h 22m,,,,
440,9705,,PlayStation 4,120h 31m,NR,,10566321,Completed,First,62h 34m 02s,,,,65h 55m 37s,120h 31m 42s,,,,
441,9705,MashuuMidori,PC,125h,NR,,2696002,Completed,First,,,,,70h,125h,,,,
442,9705,Ragorau,PC,125h,NR,,7293377,Completed,First,,"October 21, 2018",,,,125h,,,,
443,9705,Private,PC,125h 12m,NR,,7542663,Completed,First,,"May 24, 2018",,,,125h 12m,,,,
444,9705,,PC,130h,NR,,3791838,Completed,Replay,,,,,,130h,,,,
445,9705,Chammon,PC,130h,NR,,1133068,Completed,First,40h,,,,,130h,,,,
446,9705,DeoAduivante,PC,130h,80%,,9012061,Replay Completed,Replay,,"June 21, 2019",,,,130h,,,,
447,9705,ScroogeMcDuck,PC,130h,NR,,5167036,Playing Completed,Replay,35h 45m 11s,"October 12, 2015",150h,,40h,130h,,,422h /,
448,9705,Private,PC,130h,NR,,733430,Backlog Completed,Replay,,,35h,,,130h,3h,,168h /,
449,9705,,PC,130h 17m,NR,First character's total 100% acheivements time.,2530031,Completed,First,,,,,,130h 17m 38s,,,,
450,9705,tateripper,PC,132h,100%,,6544827,Completed,Replay,,"July 08, 2018",,,,132h,,,,
451,9705,,PC,133h 50m,NR,,295212,Completed,First,,,,,,133h 50m,,,,
452,9705,,PC,134h 57m,NR,,11618518,Completed,First,98h 58m,,,,109h 12m 45s,134h 57m,,,,
453,9705,qlpwii,PC,135h,NR,,1157523,Completed,First,,,,,,135h,,,,
454,9705,didia,PC,136h,NR,,700576,Completed,First,,,,,,136h,,,,
455,9705,,PC,137h 45m,NR,,1084157,Completed,Replay,,,,,,137h 45m 03s,,,,
456,9705,LavaPotato,PC,140h,NR,beat moonlord and such,6343166,Replay Completed,Replay,,"June 03, 2018",,,,140h,,,140h /,
457,9705,koh1321,PC,141h,NR,,3631662,Completed,First,,,,,,141h,,,,
458,9705,wolo777,PC,144h,100%,,11707799,Completed,First,,"February 08, 2020",,,,144h,,,,
459,9705,,PC,145h,NR,,2618328,Completed,First,68h,,57h,,103h,145h,,,,
460,9705,IAmThatIs,PC,145h,NR,,988283,Completed,First,,"May 08, 2014",,,,145h,,,,
461,9705,ybr77772,PC,148h,NR,,10348099,Completed,Replay,,"November 02, 2019",,,,148h,,,,
462,9705,,PC,150h,NR,,771015,Completed,Replay,,,,,,150h,,,,
463,9705,DeoAduivante,PC,150h,80%,,8223958,Replay Completed,Replay,,"February 08, 2019",,,,150h,,,,
464,9705,Nickstervox,PlayStation 4,150h,NR,,1248801,Completed,Replay,,"March 18, 2015",,,,150h,,,,
465,9705,fk1999,PC,150h,NR,,6860729,Completed,First,,"August 17, 2018",,,,150h,,,,
466,9705,ghosttalon1,PC,150h,NR,,3324784,Completed,First,35h,"March 06, 2016",,,70h,150h,,,,
467,9705,mononoke89,PC,150h,90%,,4356018,Completed,First,60h,"August 28, 2015",,,100h,150h,,,,
468,9705,rabelloo,PC,150h,100%,,8135367,Completed,First,40h,"August 15, 2015",,,,150h,,,,
469,9705,TheDeadQuacker,PC,150h 21m,90%,"Killed all bosses and did everything possible, also 100% achievements",6587515,Completed,First,,"January 05, 2018",150h 21m 12s,,,150h 21m 12s,,,,
470,9705,Ryukotowo,PC,151h 40m,NR,,8867194,Completed,First,,,,,,151h 40m,,,,
471,9705,,PC,153h,NR,,400296,Completed,First,,,,,,153h,,,,
472,9705,,PC,156h,NR,I got that much into the game until i finished it,6049921,Completed,First,40h,,,,100h,156h,,,,
473,9705,Averrant,PC,160h 21m,NR,,5380461,Completed,First,,,,,,160h 21m,,,,
474,9705,Private,PC,163h,80%,,6625101,Completed,First,,,,,,163h,,,,
475,9705,MorphineBear,PC,168h 07m,NR,[Softcore] All achievements. 1.3 - 1.3.5.3 update. ~110 hours to beat Moon Lord. ~50-60 hrs. for ~140 Angler quests.,4363156,Completed,Replay,,"April 27, 2017",,,,168h 07m 02s,,"I played about 100 hours prior to the 1.3 update. When the 1.3 update was released, I played about 110 hours to beat Moon Lord a few times. Afterwards, I started grinding for the Angler quests. I had about 140 quests left and it took about 60 hours to complete them without glitches or cheating. All done solo.
Done on world created for 1.3 release & Crimson world.
http://steamcommunity.com/sharedfiles/filedetails/?id=914356579
http://steamcommunity.com/sharedfiles/filedetails/?id=914356597",,
476,9705,Kami,PC,169h,NR,,8242970,Completed,Replay,,"January 14, 2019",,,,169h,,,,
477,9705,Captrico,PlayStation 4,177h,100%,,6963729,Completed,First,,,100h,,,177h,,,,
478,9705,TimelessBirch,PC,179h,NR,,5444225,Completed,First,,,,,,179h,,,,
479,9705,metaloopa,PC,180h,NR,,11288274,Completed,First,100h,"March 18, 2020",,,,180h,,,,
480,9705,,PC,182h 21m,NR,All achievements,6021672,Completed,Replay,70h 30m,,,,120h,182h 21m,,,,
481,9705,reignthy,PC,183h 28m,90%,,4408469,Completed,Replay,,,,,,183h 28m,,,,
482,9705,,PC,186h 23m,NR,,6258413,Completed,First,45h 27m,,,,86h 45m,186h 23m,,,,
483,9705,,PC,190h,NR,Cox,2714362,Completed,Replay,54h,,,,189h,190h,,,,
484,9705,,PC,190h 10m,NR,,8513511,Completed,First,,,,,,190h 10m 32s,,,,
485,9705,,PC,192h 05m,NR,,8901034,Completed,First,60h 32m,,,,80h 56m,192h 05m,,,,
486,9705,srjamesjr,PC,194h,NR,,4992512,Completed,First,,"December 18, 2016",,,,194h,,,,
487,9705,Youjair,PC,196h,NR,,11876486,Completed,First,,"May 31, 2020",,,,196h,,,,
488,9705,,PC,200h,NR,,806532,Completed,First,,,,,65h,200h,,,,
489,9705,,PC,200h,NR,Aquiring every item in the game,5864994,Completed,First,40h,,,,80h,200h,,,,
490,9705,,PlayStation 4,200h,NR,,10959277,Completed,First,110h,,,,150h,200h,,,,
491,9705,Nikimaster,PC,200h,90%,,9436466,Completed,First,,"August 23, 2019",,,,200h,,,,
492,9705,brettyoshi9,PC,200h,90%,,3977628,Completed,First,,"November 06, 2016",,,,200h,,,,
493,9705,cheesey_and_smooth,Xbox 360,200h,90%,I consider this to be a big house all the NPCs and all bosses completed.,779730,Playing Replay Completed,Replay,80h,"November 28, 2013",,,120h,200h,,"LOVE this game it is so fun and has a lot of replay value. My friend, Lost The BOB (xbox gamertag) helped so much and you can go to his YouTube channel to check out the building of our ,now old, mansionrn https://www.youtube.com/channel/UC6KvvFqGW7-NSzrRVjqtVDQ/videos",200h /,
494,9705,Acceldia,PC,200h 20m,NR,,11220806,Completed,First,,"March 22, 2020",,,,200h 20m,,,,
