,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Vs.,Progress,100% Speedrun
253,57506,SeraphGamer,PlayStation 4,14h 05m,NR,Not including platinum trophy simply because I don't play this online,11860686,Completed,First,"May 29, 2020",,14h 05m 28s,15h 27m 54s,,,,
254,57506,SirVictorSponge,PlayStation 4,14h 13m,100%,PS4 Platinum,11319635,Completed,First,"April 03, 2020",,14h 13m 49s,24h 20m 40s,,,,
255,57506,SirTalpa,PC,14h 15m,80%,Missed 1 toy and 1 floppy.,11371868,Completed,First,"April 07, 2020",,14h 15m,,,,,
256,57506,Private,Xbox One,14h 20m,NR,,11203270,Completed,First,"March 20, 2020",,14h 20m,,,,,
257,57506,JohnnyPotSmoker,Xbox One,14h 22m,NR,,11314005,Completed,First,"April 05, 2020",,14h 22m,,,,,
258,57506,,PC,14h 30m,NR,,11223633,Completed,First,,,14h 30m,,,,,
259,57506,PioruneeKK,Xbox One,14h 30m,NR,Bit too arcade,11515161,Playing Completed,First,"April 17, 2020",10h,14h 30m,,,,,
260,57506,raziel2465,Xbox One,14h 30m,NR,,11265907,Completed,First,"March 24, 2020",,14h 30m,,,,,
261,57506,nship,PC,14h 36m,90%,,11214200,Completed,First,"March 22, 2020",,14h 36m,,,,,
262,57506,Ayu1127,PlayStation 4,14h 39m,NR,,11231997,Completed,First,"March 25, 2020",,14h 39m 17s,,,,,
263,57506,,PC,14h 40m,NR,,11224977,Completed,First,,,14h 40m,,,,,
264,57506,ErsatzWasTaken,PC,14h 43m,100%,,11299336,Custom List Completed,First,"March 30, 2020",,14h 43m,,,,,
265,57506,kawwumbo,Xbox One,14h 45m,90%,,11540638,Completed,First,"March 23, 2020",,14h 45m,,,,,
266,57506,,PC,14h 55m,NR,,11346673,Completed,First,,,14h 55m,,,,,
267,57506,Private,PlayStation 4,14h 57m,90%,"Hurt me plenty difficulty, max suit, nearly maxed out weapons, nearly maxed out ship, most collectibles",11212695,Completed,First,"April 05, 2020",,14h 57m 14s,,,,,
268,57506,,PC,15h,NR,"All campaign missions on Hurt Me Plenty, All Slayer Gates, 65 percent of the secrets.",11211225,Completed,First,,,15h,,,,,
269,57506,,PC,15h,NR,,11232331,Completed,First,,,15h,,,,,
270,57506,Private,PC,15h,NR,,11205225,Completed,First,"March 24, 2020",,15h,,,,,
271,57506,EDGE1095,PC,15h,80%,,11259359,Completed,First,"April 04, 2020",13h,15h,,,,,
272,57506,Ghuled,PC,15h,NR,,11368729,Completed,First,"April 03, 2020",,15h,,,,,
273,57506,Hyrul,PC,15h,90%,,11126935,Completed,First,"March 23, 2020",,15h,18h,,,,
274,57506,King_K,Xbox One,15h,90%,,11313742,Completed,First,"March 27, 2020",10h,15h,20h,,,,
275,57506,Private,PC,15h,100%,Played on nightmare and did most if not all of the side stuff.,11291287,Completed,Replay,"March 27, 2020",12h,15h,,,,,
276,57506,Mandulum,PC,15h,80%,,11406256,Completed,First,"April 09, 2020",,15h,,,,,
277,57506,MrFirebugJr,PlayStation 4,15h,80%,,11316406,Completed,First,"April 01, 2020",,15h,,,,,
278,57506,MrG,PC,15h,NR,,11307082,Completed,First,"March 31, 2020",,15h,,,,,
279,57506,NiKEL,PC,15h,90%,,8541017,Completed,First,"March 26, 2020",,15h,,,,,
280,57506,PeaceDuke1337,PC,15h,NR,90% of collectebles,11233601,Completed,First,"March 22, 2020",11h,15h,,,,,
281,57506,SavagE,PC,15h,90%,,11435426,Completed,First,"April 02, 2020",,15h,,,,,
282,57506,TehPryceIsRight,PC,15h,NR,,11288338,Completed,First,"March 29, 2020",,15h,,,,,
283,57506,Zarlani,PC,15h,NR,,11342424,Completed,First,"March 28, 2020",,15h,,,,,
284,57506,lelek007,PlayStation 4,15h,70%,,11940612,Completed,First,"April 07, 2020",,15h,,,,,
285,57506,lukagamedev,PlayStation 4,15h,80%,,11718454,Completed,First,"May 16, 2020",,15h,,,,,
286,57506,matton97,PC,15h,NR,,11249604,Completed,First,"March 25, 2020",,15h,,,,,
287,57506,mrversati1ity,PlayStation 4,15h,NR,,11407557,Completed,First,"April 10, 2020",,15h,,,,,
288,57506,shrippen,PC,15h,NR,,11263790,Completed,First,"March 24, 2020",,15h,,,,,
289,57506,_ripntear,PC,15h 08m,NR,"100% Collectibles, Challenges, Gates & Encounters on Ultra-Violence",11416978,Playing Replay Completed,First,"April 03, 2020",,15h 08m 55s,,,6h 18s,22h 10m 56s /,
290,57506,LocalAutist,PC,15h 10m,80%,"Nightmare, Didn't unlock the Unmakyr yet whoops",11299191,Completed,First,,,15h 10m,,,,,
291,57506,Thekoolbean,Xbox One,15h 10m,90%,,11204298,Completed,First,"March 31, 2020",,15h 10m,,,,,
292,57506,KerfMerf,PlayStation 4,15h 16m,70%,"All mission collectibles, but didn't complete all challenges",11238924,Completed,First,"March 30, 2020",,15h 16m 51s,,,,,
293,57506,JFK108,PlayStation 4,15h 23m,NR,,11367098,Completed,First,"April 06, 2020",,15h 23m,23h,,4h 30m,,
294,57506,Fanha,PC,15h 24m,100%,,11297269,Completed,First,"March 27, 2020",,15h 24m,,,,,
295,57506,Private,PlayStation 4,15h 30m,90%,,11190857,Custom List Completed,First,"April 06, 2020",,15h 30m,,,,15h 50m /,
296,57506,raytsh,PlayStation 4,15h 30m,NR,"pciked up nearly every collectible on the way, missed one slayer gate, persued no challenges actively",11265917,Completed,First,"March 27, 2020",,15h 30m,,,,,
297,57506,Tusk,PC,15h 43m,80%,"~90% collectibles, weapons upgraded to max, 1 slayer gate is missing",11223760,Completed,First,"March 23, 2020",,15h 43m,,,,,
298,57506,PANZERFRUIT,PlayStation 4,15h 46m,100%,,11395689,Completed,First,"April 09, 2020",,15h 46m 05s,,,,,
299,57506,,PC,16h,NR,,11216578,Completed,First,,,16h,,,,,
300,57506,,PC,16h,NR,,11222024,Completed,First,,,16h,,,,,
301,57506,,PC,16h,NR,,11331889,Completed,First,,12h,16h,,,,,
302,57506,Bartezoo,Xbox One,16h,NR,,11495925,Completed,First,"April 19, 2020",,16h,,,,,
303,57506,Darasta,PC,16h,NR,,11204107,Completed,First,"March 23, 2020",,16h,,,,,
304,57506,Elvenstein,PC,16h,NR,"All runes, all suit upgrades, all weapon token upgrades. Missed 6 collectibles total. Ultraviolence difficulty.",11326512,Completed,First,"April 02, 2020",,16h,,,,,
305,57506,GreenArrow,PC,16h,NR,,12018253,Completed,First,"June 17, 2020",,16h,,,,,
306,57506,JettyJetson,PC,16h,100%,,11216583,Completed,First,"March 21, 2020",,16h,,,,,
307,57506,Sparks2021,PlayStation 4,16h,NR,,11726630,Completed,First,"May 13, 2020",,16h,,,,,
308,57506,SwagIsFunky,PC,16h,NR,,11216579,Completed,First,"March 22, 2020",12h,16h,,,,,
309,57506,Throwaway_Name,PC,16h,90%,,11215928,Completed,First,"March 22, 2020",,16h,,,,,
310,57506,TommyGun,PC,16h,90%,"game beaten on ultra violence, all secrets done but not all challenges",11395177,Completed,First,"April 05, 2020",,16h,,,,,
311,57506,Private,PC,16h,NR,"Missed one modbot on gore nest, 1 challenge uncompleted at nekravol and nekravol part 2",11211898,Completed,First,"March 21, 2020",,16h,,,,,
312,57506,Xensidia,PC,16h,NR,"Everything done, except for all the achievements",11295176,Completed,First,"March 27, 2020",10h,16h,,,,,
313,57506,andrelvb,PC,16h,90%,,11425373,Completed,First,"April 11, 2020",,16h,,,,,
314,57506,freecats,PC,16h,80%,,11467287,Completed,First,"April 16, 2020",,16h,,,,,
315,57506,Private,PC,16h,NR,,11209256,Completed,First,"May 06, 2020",,16h,,,,,
316,57506,kooldude65,PlayStation 4,16h,NR,,11312804,Completed,First,"March 22, 2020",,16h,,,,,
317,57506,robertaxin,PlayStation 4,16h,NR,,11316222,Completed,First,"April 01, 2020",,16h,,,,,
318,57506,stuffydj,PC,16h,100%,,11847192,Replay Completed,First,"March 30, 2020",,16h,,,,,
319,57506,wildpomme,PC,16h,NR,,11357689,Completed,First,"April 04, 2020",,16h,,,,,
320,57506,AsozialerKnk,PlayStation 4,16h 08m,100%,tryed to get as much collectables i could find and played on Ultra-Violence difficulty,11514780,Completed,First,"April 21, 2020",,16h 08m,,,,,
321,57506,muted,PlayStation 4,16h 12m,90%,,11240442,Completed,First,"March 24, 2020",,16h 12m,,,,,
322,57506,Nalynh,PC,16h 12m,NR,,11267929,Completed,First,,,16h 12m 22s,,,,,
323,57506,Steeper2005,Xbox One,16h 14m,NR,,11730753,Custom List 2 Completed,First,"May 13, 2020",12h 11m,16h 14m,21h 16m 17s,,,,
324,57506,CaptainAmerica,PC,16h 19m,80%,,11204621,Completed,First,"March 25, 2020",,16h 19m 38s,,,,,
325,57506,Pringlestache,PlayStation 4,16h 19m,80%,,11398390,Completed,First,"April 04, 2020",,16h 19m 44s,,,,,
326,57506,OceanMaster,Xbox One,16h 28m,100%,All Praetor Suit Perks unlocked,11309243,Completed,First,"March 30, 2020",,16h 28m,,Ultra Violence difficulty,,,
327,57506,Private,PC,16h 30m,NR,,11235001,Completed,First,"March 24, 2020",,16h 30m,,,,,
328,57506,thatpower,PC,16h 36m,90%,,11231149,Completed,First,"March 31, 2020",,16h 36m,,"First playthrough - 16h 30m, ultra violence difficulty
Second playthrough - 8h, hurt me plenty difficulty",,,
329,57506,edijr_,PlayStation 4,16h 39m,90%,"No ULTRAVIOLENTO, fazendo alguns desafios e pegando alguns segredos",11224431,Completed,First,"March 23, 2020",,16h 39m 19s,,,,,
330,57506,HearPcGaming,PC,16h 40m,NR,,11312763,Completed,First,"April 01, 2020",,16h 40m,,,,,
331,57506,Tamiil,PlayStation 4,16h 42m,NR,,11597584,Completed,First,"April 22, 2020",,16h 42m 47s,,,,,
332,57506,Miggins,PC,16h 45m,100%,,11262466,Completed,First,"March 26, 2020",,16h 45m,,,,,
333,57506,Otchoshogun,PC,16h 49m,NR,,11716469,Completed,First,"May 12, 2020",,16h 49m,,,,,
334,57506,Spad,PC,16h 50m,NR,,11777389,Completed,First,"March 29, 2020",,16h 50m,,,,,
335,57506,500kevc,PC,16h 55m,100%,,10424940,Custom List 3 Completed,First,"March 22, 2020",,16h 55m,18h 55m,"This Doom moves shooters forward in a direction that I really really hope other developers take. Every component of your move set is so neatly designed to encourage the flow of always moving, always ripping and tearing. There’s a learning curve to almost every single enemy, which is further promoted by the weak points they have. Slayer gates end up being the most fun challenges in the game because of the mix of enemies you have to take on, rather than just being a test of mindlessly shooting.",,,
336,57506,,PC,17h,NR,,11241504,Completed,First,,11h,17h,,,,,
337,57506,,PC,17h,NR,Near all collectable found and a leisurely amount of time taken to beat the game,11292167,Completed,First,,,17h,,,,,
338,57506,,PC,17h,NR,,11478001,Completed,First,,,17h,,,,,
339,57506,ArcanixZ,PC,17h,NR,,11456177,Completed,First,"April 16, 2020",,17h,,,,,
340,57506,Jevf,PlayStation 4,17h,80%,,11221318,Playing Completed,First,"March 28, 2020",13h,17h,,,,18h /,
341,57506,Klusi,PC,17h,80%,,11221139,Completed,First,"March 27, 2020",,17h,,,,,
342,57506,Lawyer,PlayStation 4,17h,NR,,11454012,Completed,First,,,17h,,,,,
343,57506,Mynek,PC,17h,NR,,11278991,Completed,First,"March 28, 2020",12h,17h,,,,,
344,57506,SWID,PC,17h,NR,,11802401,Completed,First,"May 21, 2020",,17h,,,,,
345,57506,ViPe268,PC,17h,NR,,11213249,Completed,First,"March 22, 2020",,17h,,,,,
346,57506,Xeogred,PC,17h,NR,"Ultra Violence, lots of exploration, some weapon mastery farming. [16.8 Steam Time]",11269510,Completed,First,"March 27, 2020",,17h,,,,,
347,57506,acjessen,PC,17h,90%,,11918579,Completed,First,"June 06, 2020",,17h,,,,,
348,57506,elpiop,PC,17h,90%,,11224570,Completed,First,"March 23, 2020",,17h,,"Don't know exactly how long it took, the Bethesda launcher sucks.",,,
349,57506,novaviking,PC,17h,NR,,11227050,Completed,First,"March 24, 2020",,17h,,,,,
350,57506,lozzly,PC,17h 02m,NR,,11274572,Completed,First,"March 28, 2020",,17h 02m,,,,,
351,57506,,PC,17h 12m,NR,Main Story + Unmaykr + ~65% Secrets,11211398,Completed,First,,,17h 12m,,,,,
352,57506,cabal901,PC,17h 12m,90%,all slayer gates ultriaviolence,11224411,Completed,First,"March 22, 2020",,17h 12m,,,,,
353,57506,,PC,17h 15m,NR,,11312718,Completed,First,,,17h 15m,,,,,
354,57506,remo1998,PC,17h 17m,NR,,11713056,Completed,First,"May 27, 2020",,17h 17m 02s,,,,,
355,57506,EmperorGandhi,PC,17h 18m,90%,,11231440,Completed,First,"March 23, 2020",,17h 18m,,,,,
356,57506,Hottston,Xbox One,17h 19m,80%,,11175627,Completed,First,"March 29, 2020",,17h 19m,,,,,
357,57506,TheBarbato,Xbox One,17h 23m,100%,"835/1000 Gamerscore. Game completed on Ultra Violence difficulty, all collectibles found and all weapons mastered.",11214033,Completed,First,"March 30, 2020",,17h 23m,,,,,
358,57506,Gandaluci,PC,17h 30m,NR,,11265682,Completed,First,"March 27, 2020",,17h 30m,,,,,
359,57506,sapphirone,PC,17h 30m,NR,,11219715,Completed,First,"March 22, 2020",,17h 30m,,,,,
360,57506,roastedcharizard,PC,17h 32m,90%,,11197502,Completed,First,"March 25, 2020",,17h 32m 04s,,,,,
361,57506,Poplecznik,PC,17h 38m,NR,,11387484,Playing Completed,First,"April 13, 2020",,17h 38m 05s,21h 52m 38s,,,26h 17m 45s /,
362,57506,0nel1fegamr,PC,17h 45m,90%,,11230462,Completed,First,"March 23, 2020",,17h 45m,,,,,
363,57506,,PC,17h 55m,NR,,11213026,Completed,First,,,17h 55m,,,,,
364,57506,,Xbox One,18h,NR,,11228108,Completed,First,,,18h,,,,,
365,57506,,PC,18h,NR,,11235119,Completed,First,,,18h,,,,,
366,57506,,PC,18h,NR,Main Story + All Collectibles,11337324,Completed,First,,,18h,,,,,
367,57506,,PC,18h,NR,,11563622,Completed,First,,,18h,,,,,
368,57506,,PC,18h,NR,,11627694,Completed,First,,,18h,,,,,
369,57506,Private,PlayStation 4,18h,NR,,11233443,Completed,First,"March 24, 2020",,18h,,,,,
370,57506,DrBob,PC,18h,NR,,11353379,Completed,First,"April 05, 2020",,18h,,,,,
371,57506,Everdred,Xbox One,18h,100%,Lots of secrets found. Nightmare difficulty.,6464394,Completed,First,"March 28, 2020",,18h,,,,,
372,57506,Frozoner,PC,18h,90%,,11401192,Completed,First,"April 10, 2020",,18h,,,,,
373,57506,KingKapalone,PC,18h,NR,,11313203,Completed,First,"March 29, 2020",,18h,,,,,
374,57506,MontyP2028,PC,18h,NR,,11242573,Playing Replay Completed,First,"March 23, 2020",,18h,,,,18h /,
375,57506,Pottsy69,Xbox One,18h,90%,,11483818,Completed,First,"April 15, 2020",,18h,,,,,
376,57506,SBRK,PC,18h,90%,,11367796,Completed,First,"April 05, 2020",15h,18h,,,,,
377,57506,TheMadBeardedArtist,Xbox One,18h,NR,,11432259,Completed,First,"April 13, 2020",14h 30m,18h,27h,,,,
378,57506,bridgman94,PC,18h,NR,,11251179,Completed,First,"March 26, 2020",,18h,,,,,
379,57506,calupt,PlayStation 4,18h,NR,,11253968,Completed,First,"April 13, 2020",,18h,,,,,
380,57506,ejhale,PC,18h,NR,,11742092,Completed,First,"May 14, 2020",,18h,,,,,
381,57506,garthol,PlayStation 4,18h,NR,,11723749,Completed,First,,13h,18h,,,,,
382,57506,Private,PC,18h,NR,,11385617,Completed,First,,,18h,,,,,
383,57506,not_macklemore,PC,18h,NR,,11409235,Completed,First,"April 10, 2020",,18h,,,,,
384,57506,zaciroth,PC,18h,80%,,11301513,Completed,First,"March 30, 2020",,18h,,,,,
385,57506,Private,PC,18h 03m,NR,,11489617,Completed,First,"March 29, 2020",,18h 03m,,,,,
386,57506,RezMarcher,PC,18h 06m,NR,,11288720,Completed,First,"March 28, 2020",,18h 06m,,,,,
387,57506,inmuse,Xbox One,18h 07m,NR,715/1000G,11509127,Completed,First,"May 12, 2020",,18h 07m,,"[05/05/20] Started playing
[05/12/20] Finished Main+",,,
388,57506,JdeRin,PC,18h 20m,90%,,11490912,Completed,First,"April 19, 2020",,18h 20m,,,,,
389,57506,niceTCyou,Xbox One,18h 20m,70%,,11666713,Completed,First,"May 07, 2020",,18h 20m 11s,,,,,
390,57506,,PC,18h 23m,NR,,11227006,Completed,First,,,18h 23m,,,,,
391,57506,Tijuanabadger,Xbox One,18h 23m,NR,,11332503,Completed,First,"April 15, 2020",,18h 23m,,,,,
392,57506,Montimorti,PlayStation 4,18h 30m,90%,,10852493,Custom List Completed,First,"April 19, 2020",,18h 30m,,,,,
393,57506,Siloquin538,PC,18h 30m,NR,,11658934,Completed,First,"March 30, 2020",,18h 30m,,,,,
394,57506,thecenturyslayer,PC,18h 30m,NR,,11861739,Completed,First,"May 29, 2020",,18h 30m,,,,,
395,57506,Private,PC,18h 40m,80%,,11370524,Completed,First,"April 06, 2020",,18h 40m,,,,,
396,57506,O__Igor__O,PC,18h 43m,90%,First Playthrough —Nightmare(~263 deaths) — 33/53(campaign achievements) —Exploration 187/204 —Challenges 20/27—Keys 4/6,11893228,Completed,First,"June 06, 2020",,18h 43m 46s,,~263 deaths — Nightmare,,,
397,57506,Private,PC,18h 44m,NR,,11203758,Completed,First,"April 04, 2020",,18h 44m 53s,,,,,
398,57506,allanschnorr,PC,18h 50m,80%,,11750532,Completed,First,"May 15, 2020",,18h 50m,,,,,
399,57506,,PC,19h,NR,,11280635,Completed,First,,,19h,,,,,
400,57506,,PC,19h,NR,,11640742,Completed,First,,,19h,,,,,
401,57506,BioHazard,PC,19h,90%,,11007538,Completed,First,"March 27, 2020",,19h,,,,,
402,57506,JoshJ,PC,19h,NR,,11202439,Completed,First,"March 29, 2020",,19h,,,,,
403,57506,Merclow,PC,19h,100%,Hurt me plenty; All single-player achievements,11278748,Completed,First,"March 29, 2020",,19h,,,,,
404,57506,Rattlehead,PC,19h,NR,,11640747,Completed,First,,,19h,,,,,
405,57506,Schweiss1,PlayStation 4,19h,NR,,11946851,Completed,First,"April 09, 2020",,19h,,,,,
406,57506,Private,PC,19h,NR,,11784625,Completed,First,"May 19, 2020",,19h,,,,,
407,57506,thievingsince95,PC,19h,NR,,11459969,Completed,First,"April 16, 2020",,19h,,,,,
408,57506,PXAbstraction,PC,19h 07m,80%,"Got most collectibles, did all Slayer challenges. Hurt Me Plenty difficulty.",11222597,Completed,First,"April 10, 2020",,19h 07m 40s,,,,,
409,57506,,Xbox One,19h 30m,NR,,11290099,Completed,First,,,19h 30m,,,,,
410,57506,pbdarko,PC,19h 35m,60%,,11274449,Completed,First,"March 28, 2020",,19h 35m 45s,,,18m 26s,,
411,57506,Creepshow,PC,19h 45m,NR,,11381314,Completed,First,"April 07, 2020",,19h 45m,,,,,
412,57506,tbcy6591,PlayStation 4,19h 47m,80%,,11594647,Completed,First,"May 11, 2020",,19h 47m,,,,,
413,57506,TheFaddey,PC,19h 57m,80%,,11273544,Completed,First,"June 12, 2020",,19h 57m 58s,,,,,
414,57506,,PC,20h,NR,,11211397,Completed,First,,,20h,,,,,
415,57506,,PC,20h,NR,,11221863,Completed,First,,,20h,,,,,
416,57506,,PC,20h,NR,All rough times,11230585,Completed,First,,,20h,,,,,
417,57506,CannibalBob,PC,20h,NR,secrets and such,11363038,Completed,First,"April 05, 2020",,20h,,,,,
418,57506,CrashPK,PC,20h,90%,Nightmare difficulty | 100% campaign,11856916,Completed,First,"May 28, 2020",,20h,,,,,
419,57506,Nool11793,PlayStation 4,20h,80%,"Got most collectable, died alot early game. Hardly did any combat trials",11221334,Completed,First,"April 03, 2020",,20h,,,,,
420,57506,Paletz,PC,20h,90%,,11393497,Completed,First,"March 26, 2020",,20h,,,,,
421,57506,PulpoPaul425,PC,20h,NR,,11269084,Completed,First,"March 22, 2020",,20h,,,,,
422,57506,haribo841,PC,20h,100%,,11389701,Completed,First,"April 08, 2020",15h,20h,30h,,,,
423,57506,Private,PC,20h,NR,,11305050,Completed,First,"March 25, 2020",13h,20h,30h,,,,
424,57506,itipturtles,PC,20h,NR,Didn't manage all extras but did as much as I could find,11544003,Completed,First,"April 12, 2020",,20h,,,,,
425,57506,jedibug,PC,20h,90%,Main game + Most extras (around 75%) My character level is 12 upon completion.,11234999,Completed,First,"March 24, 2020",,20h,,,,,
426,57506,mabns,PC,20h,NR,,11471497,Completed,First,,15h,20h,,,,,
427,57506,maniacx263,PlayStation 4,20h,90%,,11678104,Completed,First,"May 08, 2020",18h,20h,28h,,,,
428,57506,murlokz,PC,20h,100%,,11404395,Completed,First,"April 10, 2020",,20h,,,,,
429,57506,joemafu,PC,20h 12m,NR,,11305981,Completed,First,"May 06, 2020",,20h 12m,,,,,
430,57506,Padilla_Gorilla,PC,20h 15m,90%,,11213213,Completed,First,"March 28, 2020",,20h 15m 54s,,,,,
431,57506,,Xbox One,20h 16m,NR,,11424236,Completed,First,,13h 15m 33s,20h 16m 45s,26h 21m 14s,,,,
432,57506,pcm720,PC,20h 30m,NR,"Full exploration, suit upgrades",11222914,Completed,First,"March 23, 2020",,20h 30m,,,,,
433,57506,HaveBigNick,PlayStation 4,20h 36m,90%,,11490280,Completed,First,"April 07, 2020",,20h 36m 42s,,,,,
434,57506,,PC,21h,NR,Main Story + All Secrets/Collectibles (Ultra-Violence),11221784,Completed,First,,,21h,,,,,
435,57506,,PC,21h,NR,,11430574,Completed,First,,,21h,,,,,
436,57506,,PC,21h,NR,,11956386,Completed,First,,,21h,,,,,
437,57506,1FlyingMonk1,PC,21h,NR,,11243668,Completed,First,"March 22, 2020",,21h,29h,,,,
438,57506,BitterHeat,PC,21h,90%,"Got most collectables, except a few. Done at ultra-violence",11238947,Completed,First,"March 24, 2020",,21h,,,,,
439,57506,Ideomotor,PC,21h,90%,,11245335,Completed,First,"March 25, 2020",,21h,,,,,
440,57506,JustMichael,PC,21h,NR,,11999380,Completed,First,"April 09,",,21h,,,,,
441,57506,LeonRez,PC,21h,80%,,11248124,Playing Completed,First,"April 05, 2020",15h,21h,,,,46h /,
442,57506,SatinderpalSaroa,PC,21h,NR,,11231501,Custom List 2 Completed,First,"April 06, 2020",,21h,,,,,
443,57506,Singis111,PC,21h,80%,"All suit upgrades, many other upgrades and collectibles, 17/33 achievements. Normal difficulty",11237590,Completed,First,"April 11, 2020",,21h,,Time according to Steam.,,,
444,57506,akulp18,PlayStation 4,21h,NR,,11829344,Completed,First,"June 07, 2020",,21h,,,,,
445,57506,lukyfan,PC,21h,NR,"all singleplayer stuff, challenges, gates, collectibles, upgrades",11850264,Completed,First,"March 23, 2020",,21h,30h,,,,
446,57506,mrghostinec,PC,21h,90%,,11236718,Completed,First,"March 24, 2020",,21h,,,,,
447,57506,tenebrarum,PC,21h,100%,,11430406,Playing Completed,First,"April 26, 2020",,21h,,,,21h /,
448,57506,AGM8,PC,21h 11m,90%,,11819042,Backlog Completed,First,"May 23, 2020",15h 45m,21h 11m,,,,,
449,57506,M34TP4CK3R85,PlayStation 4,21h 12m,90%,,9001092,Completed,First,"March 23, 2020",,21h 12m,,,,,
450,57506,owenslyman,PC,21h 20m,NR,,11279828,Completed,First,"March 28, 2020",,21h 20m,,,,,
451,57506,Private,PC,21h 46m,NR,,11544648,Completed,First,,,21h 46m,,,,,
452,57506,,PlayStation 4,21h 46m,NR,,11420195,Completed,First,,,21h 46m 04s,,,,,
453,57506,,PlayStation 4,22h,NR,,11324090,Completed,First,,,22h,,,,,
454,57506,,PC,22h,NR,,11345120,Completed,First,,17h,22h,25h,,,,
455,57506,,PC,22h,NR,,11688668,Completed,First,,,22h,,,,,
456,57506,,PC,22h,NR,,11713910,Completed,First,,,22h,,,,,
457,57506,Calvo,PC,22h,70%,,7794537,Completed,First,"March 22, 2020",,22h,,,,,
458,57506,ChimpFlipperJr,PC,22h,NR,,11310539,Completed,First,"March 31, 2020",,22h,,,,,
459,57506,Cragscorner,Xbox One,22h,NR,,11204709,Completed,First,"April 09, 2020",,22h,,,,,
460,57506,Private,PC,22h,NR,"All collectibles and unlocks, both master levels.",11246027,Completed,First,"March 25, 2020",,22h,,,,,
461,57506,MrPhazzy,PC,22h,NR,,11905498,Completed,First,"June 04, 2020",,22h,,,,,
462,57506,Private,PC,22h,NR,,11321866,Completed,First,"March 27, 2020",,22h,,,,,
463,57506,Trasky,PC,22h,NR,,11262460,Completed,First,"March 29, 2020",,22h,,,,,
464,57506,deburrito,PC,22h,90%,,11259694,Completed,First,"March 26, 2020",,22h,,,,,
465,57506,viper,PC,22h,90%,,11700380,Completed,First,"May 10, 2020",,22h,,,,,
466,57506,,PC,22h 05m,NR,,11268552,Completed,First,,,22h 05m,,,,,
467,57506,Zumigon,PC,22h 30m,70%,,11219361,Completed,First,"March 22, 2020",,22h 30m,,,,,
468,57506,ramsys,PlayStation 4,22h 33m,90%,,11253811,Completed,First,"March 25, 2020",,22h 33m 13s,,,,,
469,57506,,PlayStation 4,22h 44m,NR,"Completed main story, obtained all collectibles, mastered all weapons, fully upgraded suit",11310991,Completed,First,,,22h 44m 32s,,,,,
470,57506,robertman2,PC,22h 45m,NR,,11374211,Completed,First,"April 06, 2020",,22h 45m 33s,,,,,
471,57506,Private,PC,23h,NR,,11436229,Completed,First,"April 13, 2020",,23h,,,,,
472,57506,Wizred1,PC,23h,NR,,11538405,Completed,First,"April 03, 2020",,23h,,,,,
473,57506,senkus,PC,23h,90%,"Completionist minus ""Running Up the High Score"" and Battlemode, Ultra-Violence Difficulty",11219442,Completed,First,"March 22, 2020",,23h,,,,,
474,57506,theoneandonlyray,PC,23h,90%,,11661008,Completed,First,"May 06, 2020",,23h,,,,,
475,57506,varex,PC,23h,100%,,11208256,Completed,First,"March 28, 2020",,23h,,,,,
476,57506,Xythium,PC,23h 24m,100%,All levels 100%,10945827,Playing Completed,First,"March 22, 2020",,23h 24m 21s,25h 59m 21s,"1. Hell on Earth - 1:02:08
2. Exultia - 2:37:33
3. Cultist Base - 5:15:18
4. Doom Hunter Base - 6:21:02
5. Super Gore Nest - 7:55:33
6. ARC Complex - 10:09:21
7. Mars Core - 11:19:48
8. Sentinel Prime - 12:13:18
9. Taras Nabad - 14:05:41
Levels 1-9 100% - 19:32:41
10. Nekravol - 20:38:07
11. Nekravol Part 2 - ?
12. Urdak - 22:25:05
13. Final Sin - 23:24:21
All levels 100% - 25:59:21",5h 45m 33s,27h 45m 23s /,
477,57506,Cezawy,PC,23h 25m,NR,,11268525,Completed,First,"March 27, 2020",,23h 25m,,,,,
478,57506,Thrawn4,PC,23h 32m,70%,,11447687,Completed,First,"April 15, 2020",,23h 32m,,,,,
479,57506,ETComeBack,PC,24h,90%,,11261464,Completed,First,"March 26, 2020",,24h,,,,,
480,57506,Laynoh,PC,24h,NR,,11361844,Completed,First,"April 05, 2020",,24h,,,,,
481,57506,OnePointZero,PC,24h,NR,,11447637,Completed,First,"April 15, 2020",,24h,,,,,
482,57506,UrAboveAvgGamer,PC,24h,NR,,11726756,Replay Completed,First,"May 13, 2020",20h,24h,25h,,,,
483,57506,dgrdsv,PC,24h 54m,60%,,11416130,Completed,First,"April 11, 2020",,24h 54m,,,,,
484,57506,IkeClimbers,PC,25h,80%,,11815010,Completed,First,"May 14, 2020",,25h,,,,,
485,57506,MrBubbleKing,PC,25h,80%,,11747365,Completed,First,"April 18, 2020",,25h,,,,,
486,57506,SSSomeBodyOnesTold,PC,25h,100%,,11203163,Completed,First,"March 22, 2020",,25h,,,,,
487,57506,Stig_FD3S,PlayStation 4,25h,NR,"100% everything, all collectables, all stat points, all weapon points maxed, etc.",11484750,Completed,First,"April 04, 2020",20h,25h,30h,,,,
488,57506,Private,PC,25h,NR,,11907589,Backlog Completed,First,March 2020,,25h,,,,45h /,
