,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,100% Speedrun,Speedrun,Personal Notes,Co-Op,Vs.,Progress
218,7720,KnightMarcelo,PC,13h 08m,NR,,8690380,Completed,First,13h 08m 10s,"April 30, 2019",,,,,,,,
219,7720,Private,PC,13h 10m,80%,,8660511,Completed,First,13h 10m,"August 02, 2019",,,,,7/13 - 8/2,,,
220,7720,theplump,PlayStation 4,13h 11m,90%,,11432429,Completed,First,13h 11m,"June 20, 2020",,,,,,,,
221,7720,NojEsco,PlayStation 2,13h 12m,100%,,658209,Completed,Replay,13h 12m 43s,"October 07, 2011",,,,,,,,
222,7720,gamemaster1991,PlayStation 2,13h 12m,NR,,3305021,Completed,First,13h 12m 48s,"October 24, 2017",,,,,,,,
223,7720,Private,PlayStation 4,13h 13m,NR,,9482479,Completed,Replay,13h 13m,"August 30, 2019",,,,,,,,
224,7720,slickochet,PC,13h 16m,NR,In game clock. Easy mode. Played this game many many times before so knew what I was doing.,1342301,Completed,Replay,13h 16m 37s,"July 24, 2015",,,,,,,,
225,7720,Fanha,PC,13h 17m,100%,,4195551,Completed,First,13h 17m,"March 16, 2017",,,,,,,,
226,7720,ramsys,PC,13h 17m,100%,,6750179,Completed,Replay,13h 17m 04s,"August 03, 2018",,,,,,,,
227,7720,PlushWraith,PC,13h 18m,NR,Normal difficulty. 25 deaths. Ingame timer: 13:09:03.,4542287,Completed,Replay,13h 18m,"January 27, 2018",,,,,,,,
228,7720,,PC,13h 18m,NR,,2121488,Completed,First,13h 18m 44s,,,,,,,,,
229,7720,ntylerwetrust,PlayStation 3,13h 18m,100%,,1214386,Completed,Replay,13h 18m 49s,"July 09, 2015",,,,,,,,
230,7720,heepy,PC,13h 19m,NR,,3172323,Completed,First,13h 19m 46s,"July 31, 2016",,,,,,,,
231,7720,nuber1gamer,PlayStation 4,13h 20m,80%,Went through main story at my own pace,10346930,Completed,First,13h 20m 29s,"November 02, 2019",,,,,Went through main story at my own pace,,,
232,7720,Sebf98,PlayStation 4,13h 20m,NR,,5234927,Completed,First,13h 20m 43s,"October 29, 2017",,,,,,,,
233,7720,peoplewhoplay,Wii,13h 21m,NR,With all unlockable weapons,1019332,Completed,First,13h 21m 50s,,,,,2h 31m 08s,,,,
234,7720,wehopeuchoke,Wii,13h 22m,NR,,3958362,Completed,Replay,13h 22m 16s,"January 22, 2017",,,,,,,,
235,7720,ifjeowjf,PC,13h 22m,NR,,5897225,Completed,First,13h 22m 26s,"February 26, 2018",,,,,,,,
236,7720,Fanha,Xbox One,13h 23m,100%,,10841072,Completed,Replay,13h 23m,"January 19, 2020",,,,,,,,
237,7720,MrAske,PC,13h 24m,NR,,1271945,Completed,Replay,13h 24m,"November 13, 2014",,,,,,,,
238,7720,ndv1998,PlayStation 4,13h 28m,80%,,3387749,Completed,Replay,13h 28m 38s,"September 08, 2016",,,,,,,,
239,7720,,PC,13h 30m,NR,,2353658,Completed,First,13h 30m,,,,,,,,,
240,7720,uvehj,PC,13h 30m,NR,RTA,1412168,Completed,First,13h 30m,"September 08, 2017",,,,,,,,
241,7720,,PC,13h 30m,NR,,8043952,Completed,First,13h 30m 15s,,,,,,,,,
242,7720,,PC,13h 33m,NR,,2201966,Completed,First,13h 33m 23s,,,,,,,,,
243,7720,TT1990,PC,13h 34m,NR,,4330480,Completed,First,13h 34m 03s,"April 18, 2017",,,,,,,,
244,7720,,PlayStation 4,13h 34m,NR,,10719615,Completed,First,13h 34m 38s,,,,,,,,,
245,7720,,PC,13h 35m,NR,,2116903,Completed,First,13h 35m,,,,,,,,,
246,7720,AlbobDS,PC,13h 35m,NR,,3094539,Playing Backlog Completed,First,13h 35m 42s,"June 24, 2016",,,,,,,,4h 30m /
247,7720,bdzz,PC,13h 36m,NR,,2070407,Completed,First,13h 36m,"April 03, 2020",,,,,,,,
248,7720,Am_panda,Xbox 360,13h 36m,100%,,535528,Completed,First,13h 36m 34s,,16h 36m 34s,,,,,,,
249,7720,,Nintendo Switch,13h 37m,NR,,9337034,Completed,Replay,13h 37m,,,,,,,,,
250,7720,R4Zi3L,PlayStation 3,13h 38m,NR,,6062321,Completed,Replay,13h 38m 46s,"March 31, 2018",,,,,,,,
251,7720,Nichiro,PC,13h 38m,100%,,10595877,Completed,First,13h 38m 51s,"February 19, 2019",,,,,,,,
252,7720,Platinum_MT,Xbox One,13h 44m,NR,,8916613,Completed,Replay,13h 44m 01s,"June 09, 2019",,,,,,,,
253,7720,PlushWraith,Wii,13h 45m,NR,Easy mode. 24 deaths. Ingame timer: 13:41'39'',1335539,Completed,First,13h 45m,"July 09, 2015",,,,,,,,
254,7720,Necroheadbanger,PC,13h 46m,80%,"Accuracy: %74. Kills: 961, Deaths: 25",7188023,Completed,Replay,13h 46m 29s,"October 05, 2018",,,,,,,,
255,7720,Chorophobe,Xbox One,13h 47m,90%,"Main game, extra scenarios, 5 star mercenaries all levels",8261446,Replay Completed,Replay,13h 47m 09s,"February 14, 2019",18h 08m 57s,19h 58m 57s,,,,,,19h 58m 57s /
256,7720,,PC,13h 48m,NR,,4453400,Completed,First,13h 48m,,,,,,,,,
257,7720,alittlecoldoutside,PlayStation 3,13h 48m,70%,,506588,Completed,Replay,13h 48m,,,,,,,,,
258,7720,turtlefuzz,Wii,13h 49m,90%,,571780,Completed,First,13h 49m 09s,"January 13, 2014",,,,,,,,
259,7720,Darthaegis,PC,13h 50m,80%,,6492969,Completed,First,13h 50m,"June 29, 2018",,,,,,,,
260,7720,Gabri110,Nintendo GameCube,13h 50m,90%,,6477540,Completed,First,13h 50m,"June 26, 2018",,,,,,,,
261,7720,sairagnarok,PC,13h 50m,NR,,7915468,Completed,First,13h 50m,"January 21, 2019",,,,,,,,
262,7720,Subtle_Villainy,PlayStation 2,13h 51m,100%,,8345132,Completed,First,13h 51m 05s,"March 03, 2019",,,,,,,,
263,7720,Note,PlayStation 3,13h 52m,NR,,5606179,Completed,Replay,13h 52m 51s,"January 06, 2018",,,,,,,,
264,7720,SixthRoman,Xbox One,13h 53m,NR,,3781150,Completed,Replay,13h 53m 09s,"December 30, 2016",,,,,,,,
265,7720,rackmc100,PC,13h 54m,80%,,8487483,Completed,First,13h 54m,"March 19, 2019",,,,,,,,
266,7720,DarthPonark,PC,13h 56m,NR,,11877591,Completed,Replay,13h 56m 55s,"May 31, 2020",,,,,,,,
267,7720,,PC,14h,NR,,3444501,Completed,First,14h,,,,,,,,,
268,7720,,PlayStation 4,14h,NR,,5673777,Completed,First,14h,,,,,,,,,
269,7720,Bradz_Puntillas,Xbox 360,14h,NR,,6439613,Completed,Replay,14h,"June 19, 2009",,,,,,,,
270,7720,Calvo,Nintendo GameCube,14h,80%,,792019,Completed,First,14h,,,,,,,,,
271,7720,DilPez19,PlayStation 3,14h,100%,,10169088,Completed,Replay,14h,2013,,,,,,,,
272,7720,DuhblinnZA,Wii,14h,NR,,6302968,Completed Retired,First,14h,,,,,,,,,
273,7720,Grahamtams,PlayStation 2,14h,70%,,53796,Completed,First,14h,,,,,,"I was actually disappointed in the direction taken by this installment of the series. Many people found it refreshing, but I miss survival horror.",,,
274,7720,GrimMIke,PC,14h,NR,,3944407,Completed Retired,Replay,14h,,,25h,,,,,,
275,7720,Lusoras,PC,14h,NR,,1231554,Completed,First,14h,,,,,,,,,
276,7720,MGSking,Nintendo GameCube,14h,100%,,43968,Completed,First,14h,,,,,,,,,
277,7720,OmarElmorsy188,PlayStation 2,14h,NR,,8309354,Completed,First,14h,"February 19, 2016",,,,,,,,
278,7720,OneShotFOGE,Nintendo GameCube,14h,100%,,27878,Completed,First,14h,,,,,,,,,
279,7720,Reviews,PlayStation 4,14h,90%,,4961464,Replay Completed,Replay,14h,"November 17, 2016",,,,,,,,14h /
280,7720,TheGreatWeasel,PC,14h,NR,,3561243,Completed,First,14h,"October 29, 2016",,,,,,,,
281,7720,TremorC,PlayStation 2,14h,100%,,161261,Completed,First,14h,,,,,,,,,
282,7720,Wodgymc,Xbox 360,14h,NR,,2726842,Completed,Replay,14h,"November 04, 2016",,,,,,,,
283,7720,Xor_van_Dorf,PC,14h,NR,,3500968,Completed,Replay,14h,"November 21, 2016",,,,,,,,
284,7720,Private,Wii,14h,90%,,3958814,Completed,First,14h,2008,,,,,,,,
285,7720,dekulink63,Wii,14h,NR,One of my favourite games ever.,95761,Completed,First,14h,,,,,,,,,
286,7720,diegodimap,PC,14h,NR,,12020567,Completed,First,14h,"June 17, 2020",,,,,,,,
287,7720,johnno07,PlayStation 2,14h,NR,,81019,Completed,First,14h,,,,,,,,,
288,7720,jono51,PC,14h,80%,Normal,4311320,Completed,First,14h,"September 08, 2019",,,,,,,,
289,7720,kaz2020,PC,14h,NR,,11438670,Completed,First,14h,"April 13, 2020",,,,,,,,
290,7720,megaluigi3424,PC,14h,NR,,11305588,Completed,First,14h,"March 31, 2020",,,,,,,,
291,7720,niceTCyou,Wii,14h,90%,,8848347,Replay Completed,Replay,14h,2007,,,,,,,,
292,7720,ohnoitsalango,Nintendo GameCube,14h,90%,,46925,Completed,First,14h,,,,,,,,,
293,7720,pr1ley,Nintendo GameCube,14h,NR,,1576754,Completed,First,14h,"July 31, 2015",,,,,,,,
294,7720,priess1012,PC,14h,NR,,7011880,Completed,First,14h,"September 13, 2018",,,,,,,,
295,7720,shagohod,PC,14h,NR,,11704325,Completed,First,14h,"April 13, 2020",,,,,,,,
296,7720,slickochet,Nintendo GameCube,14h,NR,,5189096,Completed,Replay,14h,"May 08, 2005",,,,,,,,
297,7720,Grayfox001,Nintendo Switch,14h,NR,,11631070,Completed,Replay,14h 12s,"April 29, 2020",,,,,,,,
298,7720,GTBAtom,PC,14h 01m,NR,,6501973,Completed,Replay,14h 01m,"July 14, 2018",,,,,,,,
299,7720,Kyrosil,Xbox One,14h 01m,NR,,4203368,Completed,Replay,14h 01m,,,,,,,,,
300,7720,,PC,14h 01m,NR,,3113837,Completed,First,14h 01m 59s,,,,,,,,,
301,7720,Roughy5150,PlayStation 4,14h 02m,90%,,6545775,Completed,Replay,14h 02m 10s,"July 08, 2018",,,,,,,,
302,7720,final4ik,PC,14h 03m,NR,,11583443,Completed,First,14h 03m 23s,"April 28, 2020",,,,,,,,
303,7720,alldressedchip,PC,14h 03m,NR,,11778079,Completed,First,14h 03m 49s,"May 18, 2020",,,,,,,,
304,7720,Private,PlayStation 4,14h 03m,NR,,7716550,Completed,First,14h 03m 55s,"December 12, 2018",,,,,,,,
305,7720,,PC,14h 05m,NR,,5623932,Completed,First,14h 05m 10s,,,,,,,,,
306,7720,Clavat,Nintendo Switch,14h 07m,NR,79% 48 killed,12038722,Completed,Replay,14h 07m 19s,"June 19, 2020",,,,,,,,
307,7720,Tommeh,Nintendo GameCube,14h 09m,80%,,2415867,Completed,Replay,14h 09m 05s,"January 14, 2016",,,,,,,,
308,7720,Everdred,Xbox One,14h 10m,80%,In game time - 12:33:32. Normal difficulty.,4337719,Completed,First,14h 10m,"April 29, 2017",,,,,,,,
309,7720,,PlayStation 4,14h 10m,NR,,3950765,Completed,First,14h 10m 13s,,,,,,,,,
310,7720,niceTCyou,Xbox 360,14h 12m,90%,,8899191,Replay Completed,Replay,14h 12m 47s,"November 02, 2011",,,,,,,,
311,7720,reggie92,PC,14h 14m,90%,,936848,Completed,First,14h 14m 41s,"September 13, 2014",,,,,,,,
312,7720,,PC,14h 15m,NR,,2092214,Completed,First,14h 15m,,,,,,,,,
313,7720,,PC,14h 16m,NR,,5746136,Completed,First,14h 16m 07s,,,,,,,,,
314,7720,ayanami3,Xbox 360,14h 16m,NR,,4345309,Replay Completed,First,14h 16m 41s,"April 22, 2017",,,,,,,,19h 30m /
315,7720,SuperLlamaLord,Nintendo GameCube,14h 19m,90%,,1227315,Completed,First,14h 19m 50s,"March 05, 2015",,,,,,,,
316,7720,crazyandy,PlayStation 4,14h 20m,NR,,12029242,Completed,Replay,14h 20m,"June 18, 2020",,,,,,,,
317,7720,nan0,PC,14h 20m,90%,,3806920,Completed,First,14h 20m,"January 02, 2017",,,,,,,,
318,7720,KMoney,Xbox 360,14h 20m,100%,,5342,Completed,First,14h 20m 46s,"October 19, 2012",,,,,,,,
319,7720,,PC,14h 23m,NR,,2375321,Completed,First,14h 23m,,,,,,,,,
320,7720,Scurrydog,Wii,14h 23m,NR,Longer than I remembered on Gamecube but got through it fairly quickly. The Wii might have made it a bit easier.,232157,Completed,Replay,14h 23m,"January 22, 2013",,,,,,,,
321,7720,Xarlor,PC,14h 24m,NR,,2049605,Completed,First,14h 24m,"January 27, 2018",,,,,,,,
322,7720,Private,PlayStation 3,14h 24m,NR,,11474299,Completed,Replay,14h 24m 26s,"April 17, 2020",,,,,,,,
323,7720,,PC,14h 25m,NR,,3343202,Completed,First,14h 25m,,,,,,,,,
324,7720,,Xbox One,14h 25m,NR,,5318061,Completed,Replay,14h 25m,,18h 50m 30s,25h 55m,,,,,,
325,7720,,PC,14h 28m,NR,,6167838,Completed,First,14h 28m 37s,,,,,,,,,
326,7720,BitByter,Nintendo Switch,14h 28m,NR,,10537693,Completed,Replay,14h 28m 51s,"November 29, 2019",,,,,,,,
327,7720,timooney,Nintendo Switch,14h 28m,100%,,9678246,Completed,First,14h 28m 57s,"October 03, 2019",,,,,,,,
328,7720,Fichox,PC,14h 30m,80%,,4147556,Completed,First,14h 30m,"March 05, 2017",,,,,,,,
329,7720,Le_Don,PlayStation 4,14h 30m,90%,,10963948,Completed,Replay,14h 30m,"February 09, 2020",,,,,,,,
330,7720,mcikes,PlayStation 2,14h 30m,80%,,51730,Completed,First,14h 30m,,,,,,,,,
331,7720,zeta_orionis,PC,14h 30m,100%,Easy mode,2232787,Completed,First,14h 30m,"January 15, 2016",,,,,Played through once on easy mode: loved it. Will definitely do a Normal/Professional mode in the future!,,,
332,7720,,Nintendo GameCube,14h 31m,NR,,5377642,Completed,First,14h 31m 07s,,17h 12m 22s,,,,,,,
333,7720,,PC,14h 32m,NR,,754730,Completed,First,14h 32m,,17h 54m,19h,,,,,,
334,7720,Otaku_Comum,Xbox One,14h 34m,NR,,10887712,Completed,Replay,14h 34m 07s,"December 30, 2019",,,,,,,,
335,7720,,PC,14h 34m,NR,,1027513,Completed,First,14h 34m 22s,,,,,,,,,
336,7720,Jaksu,PC,14h 35m,NR,,2554671,Completed,First,14h 35m,"February 10, 2016",,,,,,,,
337,7720,liorfigman,PC,14h 35m,90%,,8715556,Completed,First,14h 35m 29s,"May 04, 2019",,,,,,,,
338,7720,,PC,14h 39m,NR,,4120779,Completed,First,14h 39m 05s,,,,,,,,,
339,7720,chill,Nintendo Switch,14h 39m,NR,"+ Seperate Ways, 11 Saves",10148836,Completed,Replay,14h 39m 37s,"September 26, 2019",18h 28m 24s,,,,,,,
340,7720,kraaterikaniini,PC,14h 40m,NR,,651695,Completed,First,14h 40m,"March 02, 2014",,,,,,,,
341,7720,xNork_,PlayStation 4,14h 40m,NR,,7765602,Completed,Replay,14h 40m,"December 07, 2018",15h 03m 25s,,,,,,,
342,7720,Jayu,Xbox 360,14h 40m,NR,,897209,Completed,First,14h 40m 39s,"August 16, 2014",,,,,,,,
343,7720,Quesobake,PlayStation 4,14h 41m,80%,,9682183,Completed,First,14h 41m 55s,"September 19, 2019",,,,,,,,
344,7720,SashaZ,PlayStation 3,14h 45m,NR,,8571100,Completed,First,14h 45m 18s,"April 06, 2019",,,,,,,,
345,7720,smmac41,PlayStation 4,14h 46m,100%,,4378394,Completed,First,14h 46m 57s,"May 02, 2017",,,,,,,,
346,7720,Private,PlayStation 4,14h 47m,90%,,5219839,Custom List 2 Completed,First,14h 47m,"February 13, 2018",,,,,"69 Saves, 45 Deaths",,,
347,7720,DaemonXHUN,PC,14h 48m,70%,,6241972,Completed,First,14h 48m 59s,"May 13, 2018",,,,,,,,
348,7720,Private,PlayStation 4,14h 49m,100%,,10587579,Completed,First,14h 49m,"December 14, 2019",,,,,,,,
349,7720,,PC,14h 52m,NR,,8677851,Completed,First,14h 52m,,,,,,,,,
350,7720,,PlayStation 4,14h 53m,NR,,5508337,Completed,First,14h 53m 44s,,,,,,,,,
351,7720,LUIZ_ARIEL,PlayStation 2,14h 54m,100%,,1438360,Completed,First,14h 54m,,,,,,,,,
352,7720,,Xbox 360,14h 54m,NR,,7006132,Completed,First,14h 54m 08s,,,,,,,,,
353,7720,Private,PlayStation 2,14h 56m,80%,,10924,Completed,First,14h 56m,,,,,,,,,
354,7720,DylanOsborneTso,PlayStation 3,14h 56m,NR,,226280,Completed,Replay,14h 56m 12s,"March 28, 2013",,,,,,,,
355,7720,,PC,14h 56m,NR,,290373,Completed,First,14h 56m 42s,,,,,,,,,
356,7720,dwsn,PC,14h 57m,NR,,4229446,Completed,First,14h 57m,"March 25, 2017",,,,,,,,
357,7720,thegingerfatone,Xbox 360,14h 57m,70%,,313843,Completed,First,14h 57m 03s,"July 06, 2013",,,,,,,,
358,7720,IkeIsAWeeb,PlayStation 2,14h 58m,NR,,3919181,Completed,First,14h 58m 02s,"January 14, 2017",,,,,,,,
359,7720,,,15h,NR,,290352,Completed,First,15h,,,,,,,,,
360,7720,,PlayStation 3,15h,NR,,2921993,Completed,First,15h,,,,,,,,,
361,7720,CreativeGiaton,PlayStation 4,15h,100%,,6134764,Completed,Replay,15h,,20h,,,,,,,
362,7720,Curlis,PlayStation 2,15h,90%,,98835,Completed,First,15h,,,,,,,,,
363,7720,FabioAuditore,PlayStation 2,15h,NR,,4730233,Completed,First,15h,"July 09, 2009",,,,,,,,
364,7720,Jaksu,PlayStation 2,15h,NR,,728260,Completed,First,15h,"July 27, 2007",,,,,,,,
365,7720,Jeike,PlayStation 3,15h,100%,,2459998,Completed,Replay,15h,"January 22, 2014",25h,,,,,,,
366,7720,JoshJ,PC,15h,NR,,2011921,Completed,First,15h,"June 08, 2019",,,,,,,,
367,7720,LookinLikeMagic,PlayStation 3,15h,NR,,1205388,Completed,Replay,15h,"April 04, 2012",,,,,,,,
368,7720,MaccaFett,PlayStation 4,15h,NR,,6774093,Completed,First,15h,"August 06, 2018",,,,,,,,
369,7720,Marloges,PlayStation 3,15h,100%,Professional difficulty,10766212,Completed,Replay,15h,"January 06, 2020",,,,,Replayed it to get the final trophy I was still missing for completing the game on professional mode.,,,
370,7720,Master_Cloud,PlayStation 3,15h,80%,,4938726,Completed,First,15h,"November 06, 2014",,,,,,,,
371,7720,Mitchman922,PlayStation 4,15h,NR,,6358903,Completed,First,15h,,,,,,,,,
372,7720,OnurhanSoyek,PlayStation 2,15h,NR,,11546092,Completed,First,15h,"April 24, 2020",,,,,,,,
373,7720,Phare,PC,15h,NR,,11070222,Completed,First,15h,"December 31, 2007",,,,,,,,
374,7720,Saphazir,PC,15h,NR,,6355606,Completed,First,15h,"June 05, 2018",17h,,,,,,,
375,7720,SethBaca,Xbox One,15h,80%,,11964911,Completed,First,15h,"June 11, 2020",,,,,,,,
376,7720,SimoneRovo,Wii,15h,100%,,9193214,Replay Completed,Replay,15h,,23h,,,,,,,
377,7720,Staggsman,PC,15h,NR,,1031005,Completed,First,15h,"November 20, 2014",,,,,,,,
378,7720,VeinZ,Wii,15h,NR,,5205694,Completed,First,15h,,,,,,,,,
379,7720,Zebbz,PC,15h,NR,,5853482,Completed,Replay,15h,"February 02, 2018",,,,,,,,
380,7720,alvaraa76,Nintendo GameCube,15h,NR,,3285173,Completed,First,15h,"August 03, 2008",,,,,,,,
381,7720,arjungunner,PC,15h,60%,,1270009,Completed,First,15h,January 2015,,,,,,,,
382,7720,digitalschism96,PC,15h,90%,,9062909,Completed,First,15h,"June 30, 2019",,,,,,,,
383,7720,eseka,Nintendo GameCube,15h,80%,,51187,Completed,First,15h,"October 30, 2012",,,,,,,,
384,7720,fluffylag,PlayStation 2,15h,NR,,3329118,Completed,First,15h,"August 14, 2016",,,,,,,,
385,7720,Private,PC,15h,NR,,6387718,Completed,First,15h,,,,,,,,,
386,7720,kaz9399,Nintendo GameCube,15h,90%,,11466653,Completed,First,15h,"April 16, 2020",,,,,,,,
387,7720,kolzo,PlayStation 2,15h,NR,,3855009,Completed,First,15h,"January 01, 2006",,,,,,,,
388,7720,kommachameleon,PC,15h,NR,,7215869,Completed,First,15h,"October 08, 2018",,,,,,,,
389,7720,l19f9,PlayStation 4,15h,80%,,4110989,Completed,First,15h,"January 12, 2017",,,,,,,,
390,7720,lottinville,PC,15h,NR,,5474674,Completed,First,15h,,,,,,,,,
391,7720,luchristoni,Wii,15h,NR,,9337810,Completed,First,15h,,,,,,,,,
392,7720,miraclem,PC,15h,NR,,4656270,Completed,First,15h,"June 29, 2017",,,,,,,,
393,7720,ovahtsug,PC,15h,90%,,8977613,Completed,First,15h,"April 18, 2019",,,,,,,,
394,7720,soulfluff,PC,15h,NR,,11859950,Completed,First,15h,"July 16, 2019",,,,,,,,
395,7720,stevekwan,PC,15h,80%,,108113,Completed,First,15h,,,,,,,,,
396,7720,tabootay,Xbox 360,15h,90%,,1569047,Completed,First,15h,"July 29, 2015",,,,,,,,
397,7720,xAbyssWatcher,PlayStation 2,15h,NR,,11299525,Completed,First,15h,"March 30, 2020",,,,,,,,
398,7720,yukireune,PlayStation 4,15h,NR,,3957482,Completed,First,15h,"January 22, 2017",,,,,,,,
399,7720,,PC,15h,NR,,6521661,Completed,Replay,15h 18s,,,,,,,,,
400,7720,,PC,15h,NR,,6545727,Completed,Replay,15h 18s,,21h,,,,,,,
401,7720,,PlayStation 4,15h,NR,,9313877,Completed,First,15h 48s,,,,,,,,,
402,7720,KaurTube,PC,15h 01m,100%,,2492406,Completed,First,15h 01m,"November 21, 2015",,,,,,,,
403,7720,Fugeni,PC,15h 02m,NR,,3517771,Completed,First,15h 02m,"October 14, 2016",,,,,,,,
404,7720,Waulker02,PC,15h 04m,NR,,6202773,Completed,Replay,15h 04m,,,,,,,,,
405,7720,Oingo87,Xbox 360,15h 04m,80%,,265763,Completed,Replay,15h 04m 10s,"May 25, 2013",,,,,,,,
406,7720,MrWolfArtworks,PC,15h 07m,80%,,10851945,Completed,First,15h 07m 57s,"January 20, 2020",,,,,,,,
407,7720,Mialsa,Nintendo Switch,15h 09m,NR,,11927876,Completed,First,15h 09m,"June 07, 2020",,,,,,,,
408,7720,Darkoverlord,PlayStation 4,15h 10m,NR,,6931822,Completed,First,15h 10m,"August 06, 2018",30h,,,,,,,
409,7720,DermoPower,PC,15h 10m,NR,,8660064,Completed,Replay,15h 10m,"April 22, 2019",,,,,,,,
410,7720,Alex5101,PlayStation 4,15h 11m,90%,,11589823,Completed,Replay,15h 11m,"May 04, 2020",,,,,,,,
411,7720,Private,PC,15h 11m,NR,,3523472,Completed,First,15h 11m 12s,"May 08, 2013",,,,,,,,
412,7720,heyshinigami,PC,15h 14m,100%,,8216434,Completed,First,15h 14m 45s,,,,,,,,,
413,7720,AristaDeVedel,PlayStation 2,15h 15m,90%,Normal difficulty,97266,Completed,First,15h 15m,"October 14, 2012",,,,,,,,
414,7720,dado4903,PC,15h 15m,NR,All achievements and weapons unlocked,5002749,Completed,Replay,15h 15m 45s,"August 17, 2017",,44h,,,,,,
415,7720,DiogoCe,PC,15h 20m,100%,,11178860,Completed,Replay,15h 20m,"March 18, 2020",16h 30m,,,,,,,
416,7720,ToVYuri,Xbox 360,15h 20m,90%,,363680,Completed,First,15h 20m,,,,,,,,,
417,7720,,Xbox One,15h 22m,NR,,8155684,Completed,First,15h 22m 37s,,,,,,,,,
418,7720,Grayfox001,PlayStation 2,15h 23m,NR,,11634512,Completed,First,15h 23m 11s,"May 03, 2012",,,,,,,,
419,7720,EvaPilot1,PC,15h 23m,NR,,7694496,Completed,Replay,15h 23m 12s,"December 10, 2018",,,,,,,,
420,7720,,PlayStation 4,15h 23m,NR,,5037714,Completed,First,15h 23m 22s,,,,,,,,,
421,7720,,PC,15h 24m,NR,,1064640,Completed,First,15h 24m,,,,,,,,,
422,7720,,Xbox 360,15h 24m,NR,,3401336,Completed,First,15h 24m,,,,,,,,,
423,7720,ljg333,Nintendo Switch,15h 26m,NR,,11223518,Custom List 3 Completed,Replay,15h 26m,"July 16, 2019",,,,,,,,
424,7720,Nokz,PlayStation 4,15h 26m,NR,,8964503,Completed,First,15h 26m 38s,"June 15, 2019",,,,,,,,
425,7720,NateGamer,PlayStation 4,15h 27m,90%,,74248,Completed,First,15h 27m 18s,"January 30, 2017",,,,,,,,
426,7720,Beowulf94,PlayStation 4,15h 28m,100%,,10510751,Completed,First,15h 28m 54s,"December 13, 2019",,,,,,,,
427,7720,,PlayStation 4,15h 29m,NR,,11028023,Completed,First,15h 29m 22s,,,,,,,,,
428,7720,,PlayStation 2,15h 30m,NR,,560371,Completed,First,15h 30m,,,,,,,,,
429,7720,1upWilheim,Wii,15h 30m,NR,"Played the story only. I took my time, but you can't really rush a Resident Evil game!",107035,Completed,First,15h 30m,,,,,,,,,
430,7720,saaaahil,Wii,15h 30m,80%,,8263977,Completed,Replay,15h 30m,"May 07, 2019",,,,,,,,
431,7720,mrcrimpbiscuit,Nintendo GameCube,15h 32m,100%,,504278,Completed,First,15h 32m,,20h 20m,24h 11m,,12h 25m,,,,
432,7720,TheoKeane,PlayStation 4,15h 33m,100%,,9374006,Completed,Replay,15h 33m 05s,"August 16, 2019",,,,,,,,
433,7720,,PlayStation 4,15h 33m,NR,,5037716,Completed,First,15h 33m 23s,,18h 49m 50s,,,,,,,
434,7720,,PC,15h 34m,NR,,8192231,Completed,First,15h 34m,,,,,,,,,
435,7720,,PC,15h 35m,NR,100% Steam achievements,3444047,Completed,First,15h 35m 45s,,,37h,,,,,,
436,7720,Private,Wii,15h 35m,100%,"84% accuracy, 923 enemies killed,11 deaths (h8 u Ashley)",9524422,Replay Completed,Replay,15h 35m 57s,"September 14, 2019",,,,,,,,
437,7720,,Xbox One,15h 36m,NR,,4171856,Completed,First,15h 36m 18s,,,,,,,,,
438,7720,PANZERFRUIT,PlayStation 4,15h 36m,100%,,6971552,Completed,First,15h 36m 27s,"September 04, 2018",,,,,,,,
439,7720,Imran,Nintendo Switch,15h 38m,90%,68% hit ratio enemies killed 954 number of deaths 34,9256235,Completed,First,15h 38m 11s,"July 30, 2019",,,,,,,,
440,7720,undertaker_899,PC,15h 39m,80%,,3187775,Completed,First,15h 39m 46s,"July 11, 2016",,,,,,,,
441,7720,HermanoFe87,Nintendo GameCube,15h 40m,90%,,700007,Completed,First,15h 40m 15s,"February 20, 2006",,,,,,,,
442,7720,SilveryBeing,PC,15h 40m,NR,,7789266,Completed,First,15h 40m 40s,"October 27, 2019",,,,,,,,
443,7720,FunnyFael,Xbox 360,15h 42m,NR,,6708277,Playing Completed,Replay,15h 42m,"March 05, 2018",,,,,,,,
444,7720,Pringlestache,PlayStation 4,15h 43m,90%,,10548783,Completed,Replay,15h 43m 48s,"November 23, 2019",,,,,,,,
445,7720,,PlayStation 3,15h 43m,NR,,2430040,Completed,First,15h 43m 57s,,,,,,,,,
446,7720,Harpy,PlayStation 4,15h 44m,90%,,5231292,Completed,First,15h 44m 17s,"October 29, 2017",,,,,,,,
447,7720,Pikachan,PlayStation 4,15h 44m,60%,,10914721,Completed,Replay,15h 44m 19s,"February 02, 2020",,,,,"Didn't enjoy a lot of action&escort sections. Whenever I go into a new area I think ""Ugh this is where that guy shows up"", which was my thought for most of the game. Didn't like most of the level design with the 999 enemies all scattered around. Music was so annoying and Ashely's screaming not stopping was a disaster. Boss fights were the highlight of my playthrough I liked most of them. Other than that I didn't have much fun. I can understand why people like it but not why it's highly rated.",,,
448,7720,Zer0wned,PlayStation 2,15h 45m,NR,,2779875,Completed,First,15h 45m,"April 09, 2016",,,,,,,,
449,7720,obake,PC,15h 45m,NR,,8295700,Completed,First,15h 45m,,,,,,,,,
