,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Personal Notes,Progress,Speedrun
513,26729,Verranicus,PC,56h 20m,NR,,7223804,Completed,Replay,56h 20m 57s,,,,,,
514,26729,NMYPeter,PC,57h,80%,,5334034,Completed,First,57h,"September 28, 2017",,,,,
515,26729,alec12734,PlayStation 4,57h,80%,,4360012,Completed Retired,First,57h,"April 15, 2016",218h,,,,
516,26729,h4lc0n,PC,57h,NR,,8549418,Completed,First,57h,"April 23, 2019",,,,,
517,26729,kingzz,Xbox One,58h 05m,NR,,8032123,Completed,First,58h 05m,"January 13, 2019",,,,,
518,26729,,PC,60h,NR,,6637445,Completed,First,60h,,120h,150h,,,
519,26729,Joojooyoghurt,PC,60h,NR,,8626957,Completed,First,60h,"April 16, 2019",70h,,,,
520,26729,goeligo,PlayStation 4,60h,NR,,11646819,Completed,First,60h,"May 04, 2020",,,,,
521,26729,jrichardson25,PlayStation 4,60h,NR,,5520043,Completed,First,60h,,200h,,,,
522,26729,Private,PC,60h,NR,,2556403,Completed,First,60h,,137h,,,,
523,26729,,PC,60h 09m,NR,,9005190,Completed,First,60h 09m 23s,,100h 10m 23s,500h 23m 35s,,,
524,26729,artur102430,PlayStation 4,61h,100%,,11767102,Completed,First,61h,"January 08, 2016",,,,,
525,26729,botka5,PC,61h,NR,,6057568,Completed,First,61h,"March 30, 2018",,,,,
526,26729,ziggystardust65,PC,14h,80%,,6363235,Completed,First,,"June 06, 2018",14h,,,,
527,26729,Duckhorse,PC,15h,70%,,4392324,Completed Retired,First,,"July 27, 2016",15h,,,,
528,26729,HellKove,PC,17h,80%,,5808551,Completed,First,,"February 10, 2018",17h,,,,
529,26729,ThyJebusBeDone,PC,17h 15m,NR,5 side missions.,2077537,Completed,First,,"November 12, 2015",17h 15m,,I did about 5 side missions.,,
530,26729,sleek,PC,18h 35m,NR,,3955199,Completed,First,,"January 21, 2017",18h 35m 55s,,,,
531,26729,Zyangarr,PC,20h,80%,,3345997,Completed,First,,"August 21, 2016",20h,,,,
532,26729,JoelPLay,PC,21h 30m,NR,Main game completed. Lot side quests has been done. But not all tho,5622129,Completed,First,,"April 24, 2017",21h 30m 30s,,,,
533,26729,Basara_,Xbox One,22h 35m,90%,"After beating the game three times, I'd say that I've for the most part beaten the game fully. (not all side quests)",2572443,Playing Replay Completed,First,18h 45m,"December 29, 2015",22h 35m,130h 27m,,22h 35m /,
534,26729,Valefar,PC,23h,NR,,4108793,Completed,First,,,23h,,,,
535,26729,,Xbox One,23h 28m,NR,,2093549,Completed,First,,,23h 28m,,,,
536,26729,Thekoolbean,Xbox One,23h 47m,80%,,2064649,Completed,First,,"November 16, 2015",23h 47m,,,,
537,26729,,PlayStation 4,24h,NR,,2459406,Completed,First,,,24h,,,,
538,26729,xDaudex,PC,24h,NR,,2257600,Completed,First,,"December 22, 2015",24h 14s,,,,
539,26729,CLS_1983,PlayStation 4,24h 07m,NR,,11735226,Completed,First,,"May 16, 2020",24h 07m,,,,
540,26729,ntylerwetrust,PC,24h 10m,60%,"Not a ton of extra content, lost steam on the game and main lined",4475923,Completed,First,,"June 20, 2017",24h 10m 55s,,,,
541,26729,MrPumpkin,PC,25h,80%,,3479817,Completed,First,,"September 24, 2016",25h,,,,
542,26729,Robz8,PC,25h,80%,,2107544,Completed,First,,"November 19, 2015",25h,,,,
543,26729,Soupdudes,PlayStation 4,25h 46m,NR,It is quick as long as you do quests back to back and do limited gear retrieval in between quests,4956730,Replay Completed,Replay,10h 30m,"August 24, 2017",25h 46m,205h 15m,,,
544,26729,Whettingstone,PC,26h,20%,,4706465,Completed,First,,"July 06, 2017",26h,,,,
545,26729,martin,PC,26h,NR,,2109099,Completed,First,,"November 19, 2015",26h,,,,
546,26729,prtcannon,Xbox One,26h 09m,90%,,4553670,Completed,First,,"June 11, 2017",26h 09m,,,,
547,26729,VirarNeeda,PC,26h 20m,40%,First playthrough. Very easy difficulty. 33 side quests completed.,2094211,Completed,First,,"November 15, 2015",26h 20m 30s,,,,
548,26729,FuzzyLapin,PC,26h 40m,70%,Railroad path. Main character level 25. Handful of side quests and random wandering.,5573379,Completed,First,,"June 20, 2018",26h 40m,,,,
549,26729,,PC,26h 54m,NR,,6583073,Completed,First,,,26h 54m,,,,
550,26729,,PlayStation 4,26h 56m,NR,,2084489,Completed,First,14h 27m,,26h 56m,,,,
551,26729,,Xbox One,27h,NR,"27 hours, I did a lot of cleansing the commonwealth, as well as any side mission I encountered.",4215195,Completed,First,,,27h,,,,
552,26729,VonDozier,PC,27h,60%,main and 24 sidequests,2116490,Completed,First,,"May 16, 2016",27h,,,,
553,26729,Bradz_Puntillas,PC,27h 24m,80%,,4037135,Completed,First,,"January 23, 2017",27h 24m,,,,
554,26729,,PC,27h 30m,NR,,2257684,Completed,First,,,27h 30m 05s,,,,
555,26729,Private,PC,27h 56m,70%,,2702632,Completed,First,,"March 07, 2016",27h 56m,,,,
556,26729,,PC,28h,NR,,4439473,Completed,First,20h 30m,,28h,,,,
557,26729,Bantony,PC,28h,NR,,5383500,Completed,First,22h,"November 26, 2017",28h,,,,
558,26729,Drago0400,PC,28h,NR,,9107991,Completed,First,,"October 08, 2018",28h,,,,
559,26729,web_slinger_62,Xbox One,28h,NR,,2069651,Completed,First,,"December 20, 2015",28h,,,,
560,26729,Athruntalan,PC,28h 05m,70%,Must have done about 15 hours worth of sidequests and exploration. Picked probably quite a route and completed the story,2205715,Completed,First,,"December 13, 2015",28h 05m,,,,
561,26729,,PC,28h 20m,NR,,2226202,Completed,First,23h 33m,,28h 20m,,,,
562,26729,HenryVIIII,Xbox One,28h 39m,70%,Main Quest + Brotherhood + ~10 Side Quests,2098687,Completed,First,,"November 24, 2015",28h 39m,,,,
563,26729,isthisloss,Xbox One,29h 21m,NR,,6561378,Completed,First,26h 22m 12s,,29h 21m,,,,
564,26729,Tabbyzz,PC,29h 21m,NR,,6036669,Completed,First,,"January 17, 2018",29h 21m 50s,,,,
565,26729,KMoney,Xbox One,29h 46m,90%,,2153594,Completed,First,,"February 27, 2017",29h 46m 13s,,,,
566,26729,,PC,30h,NR,,2092010,Completed,First,,,30h,,,,
567,26729,BajaDeezNutz,PlayStation 4,30h,NR,,3342149,Completed,First,24h,"August 19, 2016",30h,,,,
568,26729,jro3000,Xbox One,30h,NR,,7584499,Completed,First,,"December 02, 2018",30h,,,,
569,26729,trenq,PC,30h 01m,100%,,2127471,Completed,First,24h 01m 36s,"November 22, 2015",30h 01m 55s,,,,
570,26729,Private,PC,30h 15m,NR,,11305068,Completed,First,,"November 15, 2015",30h 15m,,,,
571,26729,Petrov,PlayStation 4,30h 33m,100%,,2071869,Completed,First,,"December 24, 2015",30h 33m 22s,,,,
572,26729,takedownkd,PlayStation 4,30h 40m,NR,,2680503,Completed,First,25h 30m,"February 22, 2016",30h 40m,,,,
573,26729,,PC,31h,NR,"Most of the side quests, not all of the repetitive quests",2385628,Completed,First,,,31h,,,,
574,26729,bl4ckout,PC,31h,NR,,3914417,Completed,First,,,31h,,,,
575,26729,mrazgrass,PC,31h 35m,NR,,9309724,Completed,First,,"August 09, 2019",31h 35m 16s,,,,
576,26729,CrazyK_Bub,Xbox One,31h 46m,NR,,4208227,Completed,First,,"March 17, 2017",31h 46m 46s,,,,
577,26729,KowKow,PC,31h 53m,60%,,2177772,Completed,First,,"December 02, 2015",31h 53m,,,,
578,26729,rhickey,PC,31h 58m,NR,,2093652,Completed,First,,"November 15, 2015",31h 58m,,,,
579,26729,iPhynx,PC,32h,NR,,4433579,Completed,First,,"May 15, 2017",32h,,,,
580,26729,scottymightknow,Xbox One,32h,90%,,2225552,Completed,First,,"December 04, 2015",32h,,,,
581,26729,,PlayStation 4,32h,NR,,3009692,Completed,First,,,32h 01s,,,,
582,26729,AephK,PC,32h 50m,NR,,3728744,Completed,First,,,32h 50m,,,,
583,26729,,PlayStation 4,33h,NR,,11547405,Completed,First,29h 20m,,33h,,,,
584,26729,Fruggman,PC,33h,NR,,2224576,Completed,First,,,33h,,,,
585,26729,R4Zi3L,PlayStation 4,33h,80%,,2763476,Completed,First,,"March 23, 2016",33h,,,,
586,26729,LocoCogo917,PlayStation 4,33h,NR,Brotherhood,6891917,Replay Completed,Replay,,"July 26, 2018",33h 59s,,,33h 59s /,
587,26729,SarcasmAbound,PlayStation 4,33h 02m,100%,My 60th Platinum,2072816,Completed Retired,First,26h 59m 56s,"November 14, 2015",33h 02m 26s,68h 49m 40s,,,
588,26729,purpleronin,PC,33h 20m,NR,,6510459,Completed,First,,April 2018,33h 20m,,,,
589,26729,Private,PlayStation 4,33h 22m,60%,,4859248,Completed,First,,"August 05, 2017",33h 22m,,,,
590,26729,Libbro_11037,PC,33h 25m,70%,,5718243,Completed,First,,,33h 25m,,,,
591,26729,RobertRagequit,PC,33h 28m,NR,,2092619,Completed,First,18h 32m,"November 14, 2015",33h 28m,,,,
592,26729,,PC,34h,NR,,9464557,Completed,First,16h 12m,,34h,69h,,,
593,26729,Super_Cat21,Xbox One,34h,80%,,5231737,Backlog Replay Completed Retired,Replay,22h 56m,"October 29, 2017",34h,,,353h 48m /,
594,26729,Tommyk20,PlayStation 4,34h,NR,,5253525,Completed Retired,First,22h 34m,"November 01, 2017",34h,,,,
595,26729,potionjunkie,PC,34h,NR,,10529626,Completed,First,,,34h,,,,
596,26729,NatoGamerTV,PC,34h 19m,NR,,2280497,Completed,First,,"December 27, 2015",34h 19m,,,,
597,26729,,PlayStation 4,34h 23m,NR,,2133031,Completed,First,24h 58m 23s,,34h 23m 46s,145h 34m 12s,,,
598,26729,CrimsonLobstrosity,PlayStation 4,34h 30m,NR,,2151679,Playing Completed,First,,"November 27, 2015",34h 30m,93h 50m,,,
599,26729,SeaRobin,PC,34h 32m,NR,,3839172,Completed,First,15h 43m 22s,"July 18, 2010",34h 32m 11s,,,,
600,26729,,PC,35h,NR,,2086744,Completed,First,21h,,35h,,,,
601,26729,,PC,35h,NR,,2673428,Completed,First,,,35h,,,,
602,26729,Bartezoo,PlayStation 4,35h,NR,,2464084,Completed,First,,"February 18, 2016",35h,,,,
603,26729,Hagi,PC,35h,NR,,2147922,Completed,First,,"November 27, 2015",35h,,,,
604,26729,KINGXKUMA,PlayStation 4,35h,70%,,6208416,Completed,First,,"January 16, 2018",35h,,,,
605,26729,Raduan,PC,35h,70%,,4117915,Completed,First,,September 2016,35h,,,,
606,26729,Sinrost,PlayStation 4,35h,70%,,3491164,Completed,First,,"December 21, 2015",35h,,Oooooookay...,,
607,26729,bakterja,PlayStation 4,35h,60%,,2718449,Completed,First,,"March 12, 2016",35h,,,,
608,26729,dekenfrost,PC,35h,NR,,5515124,Completed,First,,"December 25, 2017",35h,,,,
609,26729,ggg128,PC,35h,NR,,4634788,Completed,First,20h,"June 26, 2017",35h,,,,
610,26729,jorarsus,PC,35h,NR,,2233651,Completed,First,,"December 15, 2015",35h,,,,
611,26729,sindarak,Xbox One,35h,NR,,8818266,Completed,First,,"May 19, 2019",35h,,,,
612,26729,stech,PlayStation 4,35h,NR,,8324241,Completed,First,,"February 21, 2019",35h,,,,
613,26729,Roberoo,Xbox One,35h 20m,NR,,2289950,Completed,First,,"July 08, 2016",35h 20m,,,,
614,26729,civoreb,PlayStation 4,35h 22m,90%,,5727798,Completed,First,,"January 25, 2018",35h 22m,,,,
615,26729,pasha_pirozhok,PC,35h 53m,NR,,10371686,Completed,Replay,,"November 06, 2019",35h 53m,,,,
616,26729,,PC,36h,NR,,2117321,Completed,First,,,36h,,,,
617,26729,stedesu,PlayStation 4,36h,NR,,2411192,Completed,First,,"January 11, 2016",36h,,,,
618,26729,VibroTweed,Xbox One,36h 29m,NR,,3701197,Completed,Replay,,"November 15, 2016",36h 29m 42s,,,,
619,26729,AceofFades,PlayStation 4,36h 30m,90%,,8790255,Completed,First,,"September 12, 2019",36h 30m,,,,
620,26729,Damnboy,PC,36h 55m,80%,,5577039,Completed,First,,"January 03, 2018",36h 55m,,,,
621,26729,,PC,37h,NR,,4708569,Completed,First,35h,,37h,90h,,,
622,26729,Zeomaster,PC,37h,NR,,3216252,Completed,First,,,37h,,,,
623,26729,dkdaweb,PC,37h,NR,,6081146,Completed,First,,,37h,,,,
624,26729,LGSS1989,PC,37h 18m,80%,,7147027,Completed,First,,"September 30, 2018",37h 18m,,Level final do personagem: 35 após a última Main Quest. Questline completa: Instituto (Ferrovia e BoS completamente eliminados). Tempo Steam: 94 horas (zerado no segundo gameplay – comecei do zero depois de longo tempo longe do game).,,
625,26729,DuhblinnZA,Xbox One,37h 54m,NR,,6300119,Completed,First,,"August 04, 2019",37h 54m,,,,
626,26729,PlushWraith,Xbox One,37h 59m,NR,,9667781,Completed,First,,"September 30, 2019",37h 59m,,,,
627,26729,cillitbang4ever,PC,38h,80%,,3001207,Completed,First,,"May 22, 2016",38h,,,,
628,26729,realaY,PC,38h,NR,,2565808,Completed,First,,"February 12, 2016",38h,,,,
629,26729,samamg,PC,38h,70%,,2724213,Completed,First,,,38h,,,,
630,26729,proglynn,PlayStation 4,38h 17m,90%,,2143336,Completed,First,,"November 26, 2015",38h 17m 48s,,,,
631,26729,pr1ley,PlayStation 4,38h 19m,NR,,2394148,Completed,First,,"January 10, 2016",38h 19m,,,,
632,26729,,Xbox One,38h 19m,NR,Took me pretty long,4767513,Completed,Replay,30h 42m 40s,,38h 19m 39s,62h 43m 16s,,,
633,26729,DrakeMcHale,PlayStation 4,38h 23m,NR,,2089912,Completed,First,26h 44m,"December 27, 2015",38h 23m,,,,
634,26729,,Xbox One,38h 42m,NR,,2085833,Completed,First,,,38h 42m 12s,,,,
635,26729,,PC,39h,NR,,2098984,Completed,First,,,39h,,,,
636,26729,,PlayStation 4,39h,NR,,5178428,Completed,First,,,39h,,,,
637,26729,Burov,PC,39h,100%,,3804292,Completed,First,,"March 04, 2017",39h,,,,
638,26729,CptAsian,PC,39h,80%,,3171401,Completed,First,,"July 03, 2016",39h,,,,
639,26729,Manolero1,PlayStation 4,39h,80%,,5227739,Completed,First,26h,"August 30, 2017",39h,,,,
640,26729,Satoko,PC,39h,NR,,7281163,Completed,First,,,39h,,,,
641,26729,akirby97,Xbox One,39h,80%,,3085762,Completed,First,25h,"June 13, 2016",39h,,,,
642,26729,JNations,PlayStation 4,39h 15m,100%,,2224200,Completed,First,,"December 13, 2015",39h 15m 34s,,,,
643,26729,,PlayStation 4,39h 23m,NR,,4634737,Completed,First,,,39h 23m 02s,,,,
644,26729,Private,PC,39h 26m,NR,,10734823,Completed,First,,"November 18, 2015",39h 26m,,,,
645,26729,Curlis,PlayStation 4,39h 30m,90%,,2076284,Completed,First,,"November 27, 2015",39h 30m,,,,
646,26729,,PlayStation 4,39h 35m,NR,,2833060,Completed,First,,,39h 35m,,,,
647,26729,,Xbox One,39h 41m,NR,,2157268,Completed,First,,,39h 41m,,,,
648,26729,12ReasonsToReSay,PlayStation 4,40h,NR,,2793193,Completed,First,,,40h,,,,
649,26729,AuldAlliance,Xbox One,40h,70%,,7800158,Completed,First,24h,"December 22, 2018",40h,,,,
650,26729,Celerin,PlayStation 4,40h,NR,,5526947,Completed,First,,,40h,,,,
651,26729,Gunloader420,PlayStation 4,40h,80%,,11622762,Completed,First,,"May 01, 2020",40h,,,,
652,26729,Moose,PC,40h,NR,,2624535,Completed,First,15h,"November 15, 2015",40h,60h,,,
653,26729,Nocturnal,Xbox One,40h,80%,,6053993,Completed,First,,"March 29, 2016",40h,,,,
654,26729,RayanRal,PC,40h,NR,,7758601,Completed,First,,,40h,,,,
655,26729,VazorLaser,PlayStation 4,40h,60%,,3528721,Completed,First,,"November 16, 2015",40h,,,,
656,26729,YuckKarma,PlayStation 4,40h,70%,,10345925,Completed,First,,"November 01, 2017",40h,,,,
657,26729,aristophocles,PlayStation 4,40h,80%,,3167170,Completed,First,,,40h,,,,
658,26729,empirixdz,PC,40h,NR,not everything,2183229,Completed,First,,"December 02, 2015",40h,,,,
659,26729,Private,PlayStation 4,40h,90%,,3828925,Completed,First,30h,"February 16, 2017",40h,,,,
660,26729,markx182,PC,40h,80%,,2526862,Completed,First,,"February 06, 2016",40h,,,,
661,26729,robertaxin,PlayStation 4,40h,70%,"34 quest total, lvl 28",2435569,Completed,First,,"January 17, 2016",40h,,,,
662,26729,skrilla,Xbox One,40h,40%,,3753810,Completed,First,15h,2015,40h,,,,
663,26729,taz,PC,40h,70%,,5881367,Completed,First,,"April 16, 2017",40h,,,,
664,26729,zizbihz,PC,40h,80%,,9674242,Completed,First,,"December 31, 2016",40h,,,,
665,26729,,PlayStation 4,40h 10m,NR,,2123001,Completed,First,,,40h 10m 04s,,,,
666,26729,option1live,PlayStation 4,40h 15m,100%,,2091644,Completed,First,,"November 14, 2015",40h 15m,,,,
667,26729,emmyrider,PlayStation 4,40h 18m,NR,Minutemen ending+settlements+various sidequests,2213842,Completed,Replay,,"December 07, 2015",40h 18m,,,,
668,26729,Yudaii,PC,40h 56m,NR,,2213015,Completed,First,,"December 10, 2015",40h 56m,,,,
669,26729,rixy,PlayStation 4,40h 56m,60%,,11462067,Completed,First,,"April 16, 2016",40h 56m,,,,
670,26729,,PC,41h,NR,,2229474,Completed,First,,,41h,,,,
671,26729,MoreMaati,PC,41h,70%,,8891242,Completed,First,,,41h,,,,
672,26729,herbalmint,PC,41h,70%,,11613906,Completed,First,,"February 16, 2016",41h,,,,
673,26729,Private,PC,41h,NR,,8380450,Completed,First,,"February 28, 2019",41h,,,,
674,26729,BruceL337,PC,41h 07m,NR,,2075678,Completed,First,,"December 12, 2015",41h 07m,,,,
675,26729,darkrepast,Xbox One,41h 25m,100%,This was roughly 40% of the extra quests available beyond the main.,2100947,Completed,First,28h 15m,"November 15, 2015",41h 25m,,,,
676,26729,,PC,42h,NR,,2324464,Completed,First,,,42h,,,,
677,26729,Ruruja,PC,42h,NR,,2103813,Completed,First,,"November 18, 2015",42h,,,,
678,26729,burney105,PC,42h,NR,,4428488,Completed,First,,"May 14, 2017",42h,,,,
679,26729,chraq,Xbox One,42h,NR,,4923471,Completed,First,,"October 29, 2018",42h,,,,
680,26729,daTomoT,PC,42h,NR,,2313280,Replay Completed,First,,,42h,,,,
681,26729,phantomlord,PlayStation 4,42h,90%,,3811321,Completed,First,30h,"November 23, 2015",42h,65h,The only trophy that will ad significant time is the settlement happiness one.,,
682,26729,theyenmaster400,PC,42h,100%,,4046476,Completed,First,,"January 01, 2017",42h,,,,
683,26729,,PC,42h 18m,NR,,11013123,Completed,Replay,26h 45m,,42h 18m,45h 13m,,,
684,26729,,PlayStation 4,42h 50m,NR,Playthrough mostly focused on completing main story. A few side-quests and some settlement building between MQs,2103051,Completed,First,,,42h 50m,,,,
685,26729,Shima,PC,43h,50%,,10182671,Completed,First,,"November 07, 2018",43h,,,,
686,26729,thereal_pappy,Xbox One,43h,100%,,3117105,Completed,First,,,43h,,,,
687,26729,toughcanesrock,Xbox One,43h 06m,NR,,8614646,Completed,First,,"April 14, 2019",43h 06m,,,,
688,26729,,PlayStation 4,43h 19m,NR,,4509955,Completed,First,30h 42m 13s,,43h 19m 28s,102h 23m 11s,,,
689,26729,Private,Xbox One,43h 35m,90%,,10851943,Completed,Replay,,"June 07, 2020",43h 35m,,,,
690,26729,omgitsmnm,PC,43h 45m,100%,~45% of the game completed,2154453,Completed,First,,"December 03, 2015",43h 45m,,,,
691,26729,pasha_pirozhok,PlayStation 4,43h 49m,NR,,4556575,Completed,First,,"June 12, 2017",43h 49m,,,,
692,26729,,PlayStation 4,44h,NR,,2093729,Completed,First,,,44h,,,,
693,26729,,PlayStation 4,44h,NR,,2100534,Completed,First,27h,,44h,260h,,,
694,26729,Chado,PC,44h,NR,,4550890,Completed,First,,"June 10, 2017",44h,,,,
695,26729,HairyThumb,Xbox One,44h,NR,,5076739,Completed,First,,"December 01, 2015",44h,,,,
696,26729,McCarthy1992,PC,44h,NR,,3506984,Completed,First,,,44h,,,,
697,26729,Orion_16RUS,PC,44h,70%,,2178042,Completed,First,,"December 03, 2015",44h,,,,
698,26729,Private,PC,44h,50%,,3002098,Completed,First,,"May 22, 2016",44h,,,,
699,26729,Stevedave,PC,44h,NR,,3858045,Completed,First,,,44h,,,,
700,26729,Zxanthar98,PC,44h,70%,,10361381,Completed,First,,"November 03, 2019",44h,,,,
701,26729,novaviking,PC,44h,NR,,11910148,Completed,Replay,,"June 05, 2020",44h,,,,
702,26729,ANDY_8472,Xbox One,44h 14m,NR,,2124486,Completed,First,,"November 22, 2015",44h 14m,,,,
703,26729,cellemir,PlayStation 4,44h 17m,NR,,2177770,Completed,First,,"January 06, 2016",44h 17m,,,,
704,26729,,PlayStation 4,44h 19m,NR,,2105086,Completed,First,,,44h 19m,,,,
705,26729,lakester,PlayStation 4,44h 48m,80%,,2889549,Completed,First,,"December 09, 2017",44h 48m,,,,
706,26729,jessicagrace17,PlayStation 4,44h 59m,NR,,2238159,Completed,First,,"December 17, 2015",44h 59m,,,,
707,26729,,PC,45h,NR,,2105610,Completed,First,,,45h,,,,
708,26729,,PlayStation 4,45h,NR,,2821679,Completed,First,,,45h,,,,
709,26729,,PC,45h,NR,,3458617,Completed,First,,,45h,,,,
710,26729,,PlayStation 4,45h,NR,,3709908,Completed,First,28h 30m,,45h,,,,
711,26729,,PlayStation 4,45h,NR,,3878833,Completed,First,,,45h,,,,
712,26729,,PlayStation 4,45h,NR,,6842653,Completed,Replay,30h,,45h,150h,,,
713,26729,,PC,45h,NR,,7387125,Completed,First,,,45h,,,,
714,26729,Karbos,PC,45h,80%,,11672739,Completed,First,,"May 07, 2020",45h,,,,
715,26729,NismoSkyline,PlayStation 4,45h,90%,,2124840,Completed,First,,"December 10, 2015",45h,,,,
716,26729,Oysterastar,PlayStation 4,45h,50%,,6356691,Completed,First,23h,"June 05, 2018",45h,86h,,,
717,26729,Tumist,PC,45h,NR,,2255051,Completed,First,,"December 01, 2015",45h,,,,
718,26729,Vigr1991,PlayStation 4,45h,100%,,2487995,Completed,First,32h,"January 27, 2016",45h,114h,,,
719,26729,birdno11,PlayStation 4,45h,NR,,8179353,Completed,First,,"February 01, 2019",45h,,,,
720,26729,etali_16,PC,45h,80%,,7600585,Completed,First,30h,"December 03, 2018",45h,120h,,,
721,26729,ljota808,PlayStation 4,45h,NR,,2656632,Completed,First,,"January 27, 2016",45h,,,,
722,26729,walrus4321,PC,45h,NR,,5010962,Completed,First,20h,"July 26, 2017",45h,,,,
723,26729,zeta3100,Xbox One,45h,NR,,2415959,Completed,First,,"January 10, 2016",45h,,,,
724,26729,KingMajora271,PC,45h 05m,80%,,11437094,Completed,First,,"April 13, 2020",45h 05m,,,,
725,26729,Private,PlayStation 4,45h 11m,NR,,8560763,Completed,First,24h 56m,,45h 11m,,,,
726,26729,,PlayStation 4,45h 29m,NR,,3984327,Completed,Replay,15h 43m,,45h 29m,,,,
727,26729,Nyard,PlayStation 4,45h 30m,80%,Not all Sidequests,2114745,Completed,First,,"November 20, 2015",45h 30m,,,,
728,26729,Mothpope,PC,45h 38m,80%,,2152673,Completed,First,,"November 25, 2015",45h 38m,,,,
729,26729,Nailon,PC,45h 38m,80%,,2451522,Completed,First,,"January 20, 2016",45h 38m,,,,
730,26729,pacheco8011,PlayStation 4,45h 50m,NR,,4938686,Completed,First,,"February 10, 2017",45h 50m,,,,
731,26729,digitaltempest,PC,45h 55m,80%,,4305128,Completed,First,,"December 29, 2015",45h 55m,,,,
732,26729,pcm720,PC,45h 57m,NR,,2093773,Completed,First,,"December 31, 2015",45h 57m,,,,
733,26729,grayman407,PlayStation 4,45h 58m,70%,,8897353,Completed,First,,"June 05, 2019",45h 58m,,,,
734,26729,,PC,46h,NR,Completed as the Institute leader.,3779788,Completed,First,,,46h,,,,
735,26729,Brutux00,PC,46h,NR,,2412245,Completed,First,,"January 13, 2016",46h,,,,
736,26729,Private,PC,46h,70%,,11678134,Completed,First,,"May 08, 2020",46h,,,,
737,26729,MadTad,PC,46h,NR,,6947088,Completed,First,,"June 30, 2018",46h,,,,
738,26729,Private,PC,46h,NR,,2552188,Completed,First,,,46h,,,,
739,26729,jbcillatwill,PlayStation 4,46h 03m,80%,,2261612,Completed,First,,"December 23, 2015",46h 03m,,,,
740,26729,kiaf15,PC,46h 10m,NR,,2147037,Completed,First,,"December 13, 2015",46h 10m,,,,
741,26729,Private,PC,46h 30m,80%,,2228922,Completed,First,,"December 09, 2015",46h 30m,,,,
742,26729,,PC,46h 33m,NR,,7122050,Completed,First,24h 53m 22s,,46h 33m 51s,167h 12m 50s,,,
743,26729,Kitzmann,PC,46h 41m,NR,,11855666,Completed,First,,"May 28, 2020",46h 41m,,,,
744,26729,Chanfan02,Xbox One,47h,90%,,2091330,Completed,First,25h,"November 14, 2015",47h,,,,
745,26729,Jefferado,PC,47h,70%,,9136415,Completed,First,,"July 11, 2019",47h,,,,
746,26729,MrGunnerPT,PC,47h,NR,,5676079,Completed,First,,,47h,,,,
747,26729,Splimmie,PC,47h,NR,,8900278,Completed,First,,,47h,,,,
748,26729,Private,PC,47h,NR,,5118996,Completed Retired,First,,"December 01, 2015",47h,,,,
749,26729,fazi0,PC,47h,NR,,4777381,Completed,First,,,47h,,,,
750,26729,mitch1995,PC,47h,NR,,4680433,Completed,First,,,47h,,,,
751,26729,thisischeese,PC,47h,NR,,10351273,Completed,First,,"December 23, 2017",47h,,,,
752,26729,dranrab,PC,47h 15m,NR,,6910062,Completed,First,,"August 24, 2018",47h 15m,,,,
753,26729,jmonkey106,PC,47h 20m,70%,Fun but pretty boring once your character is over-powered.,7225627,Completed,First,,"October 12, 2017",47h 20m,,,,
754,26729,,PC,47h 24m,NR,,2100961,Completed,First,22h 31m,,47h 24m,194h 14m,,,
755,26729,Blackbird,PC,47h 29m,NR,,5991602,Completed,First,,"March 16, 2018",47h 29m,,,,
756,26729,Aerilan,PlayStation 4,48h,NR,,3031587,Completed,First,,"May 28, 2016",48h,,,,
757,26729,Hampopo,PC,48h,90%,,6206338,Completed,First,,,48h,,,,
758,26729,KillerBBQ,PC,48h,NR,,7450475,Completed,First,,"November 14, 2018",48h,,,,
759,26729,alexkibler,PC,48h,NR,,2184149,Completed,First,,"December 04, 2015",48h,,Did a fair amount of side quests and settlement management. Picked the railroad ending,,
760,26729,defhead,Xbox One,48h,NR,,2981819,Completed,First,,"April 17, 2016",48h,,,,
761,26729,Private,PlayStation 4,48h,NR,,2537591,Completed,First,,"February 07, 2016",48h,,,,
762,26729,kooldude65,PC,48h,NR,,9927190,Completed,Replay,,"September 24, 2019",48h,,,,
763,26729,tdub49,PlayStation 4,48h,100%,,2092912,Completed,First,,"November 21, 2015",48h,,,,
764,26729,,PlayStation 4,48h 30m,NR,,4321939,Completed,First,48h,,48h 30m,,,,
765,26729,Caesar,PC,48h 41m,80%,,5458724,Completed,First,,"December 13, 2017",48h 41m 26s,,,,
766,26729,,PC,48h 45m,NR,"Main Story, Side Quests, 4 Settlements Upgraded to at least 10 people",2099847,Completed,First,,,48h 45m,,,,
767,26729,fierymuffin,PC,48h 56m,60%,,2337099,Completed,First,,"December 28, 2015",48h 56m,,,,
768,26729,DagsJT,Xbox One,49h,NR,,3577421,Completed,First,,,49h,,,,
769,26729,MuffyOne,PC,49h,90%,,4339979,Completed,First,35h,"April 23, 2017",49h,,,,
770,26729,tetev,PC,49h,70%,,2819981,Completed,First,,"April 04, 2016",49h,,"Time from Steam.
41 quests completed, 140 locations discovered, 43% achievements from Steam",,
771,26729,adamclark52,PlayStation 4,49h 05m,70%,meh,2725184,Completed,First,,"March 14, 2016",49h 05m,,,,
772,26729,loki1990,PlayStation 4,49h 30m,NR,,4725196,Completed,First,,"July 08, 2017",49h 30m,,,,
