,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Speedrun,Personal Notes,100% Speedrun,Retired Notes
1533,10270,Musty,PlayStation 4,39h 23m,NR,,5418663,Completed,First,32h 40m,,39h 23m,,,,,,
1534,10270,Jeen0808,PC,39h 26m,80%,,2746070,Completed,First,,"March 19, 2016",39h 26m 53s,,,,,,
1535,10270,Akoga,PC,39h 57m,100%,,8498392,Completed,First,,"February 18, 2019",39h 57m,,,,"Look at everything, dont be afraid to talk to everyone you meet, Prep for big fights dont be dumb like I was.",,
1536,10270,,PC,40h,NR,,4154205,Completed,First,30h,,40h,,,,,,
1537,10270,,PC,40h,NR,,5984464,Completed,Replay,,,40h,,,,,,
1538,10270,Eirwaz,PlayStation 4,40h,NR,,1407289,Completed,First,,"June 04, 2015",40h,,,,,,
1539,10270,M_Monster_D,Xbox One,40h,NR,,5895788,Completed,First,30h,"February 26, 2018",40h,,,,,,
1540,10270,adamsfilthy,PC,40h,90%,did a few side quests but not much.,11551903,Completed,First,,"May 05, 2020",40h,,,,,,
1541,10270,Senteran,PC,40h 05m,100%,,6678043,Completed,First,,"July 25, 2018",40h 05m 15s,,,,,,
1542,10270,,PlayStation 4,40h 10m,NR,,5947250,Completed,First,,,40h 10m,,,,,,
1543,10270,,PlayStation 4,40h 26m,NR,,8862279,Completed,First,,,40h 26m,,,,,,
1544,10270,zuesjudgewild,PC,40h 35m,NR,,10689899,Playing Completed,First,,"December 29, 2019",40h 35m 31s,,41h 02m /,,,,
1545,10270,,PC,41h,NR,,3625051,Completed,First,,,41h,,,,,,
1546,10270,,PC,41h,NR,,5613562,Completed,First,,,41h,,,,,,
1547,10270,,Xbox One,41h,NR,,10784657,Completed,First,,,41h,,,,,,
1548,10270,,PC,41h,NR,,10858659,Completed,First,,,41h,,,,,,
1549,10270,CurlyNoodles,PC,41h,100%,,11990869,Completed,First,,"May 30, 2020",41h,,,,,,
1550,10270,notanaiyet,PC,41h,80%,,7372751,Completed,First,,June 2018,41h,,,,,,
1551,10270,AndaluciaNC,PC,41h 22m,70%,"98% quests, every map location. gwent and ultra-completionist city, settlements and npcs exploration/spying/parkour.",3524585,Completed,First,30h 16m,"October 10, 2016",41h 22m,94h 40m,,,,,
1552,10270,Private,Xbox One,41h 24m,70%,,2154393,Completed,First,,"March 17, 2017",41h 24m,,,,,,
1553,10270,,PC,41h 35m,NR,,10686346,Completed,First,,,41h 35m 20s,,,,,,
1554,10270,Veci24,PC,41h 50m,NR,,6803237,Completed,First,36h,"August 10, 2018",41h 50m,,,,,,
1555,10270,,PC,41h 52m,NR,,11509050,Completed,First,,,41h 52m 12s,,,,,,
1556,10270,,PC,42h,NR,,10968886,Completed,First,30h,,42h,,,,,,
1557,10270,,PC,42h,NR,"I finished about 1/3 to 1/2 of the side quests, I could have beaten the game probably in 35 if I didnt do any side quest",11528851,Completed,First,,,42h,,,,,,
1558,10270,,PlayStation 4,42h 10m,NR,,4728595,Completed,First,,,42h 10m 05s,,,,,,
1559,10270,,PlayStation 4,42h 11m,NR,,5830415,Completed,First,,,42h 11m 11s,,,,,,
1560,10270,Badger224,PC,42h 43m,NR,"I did some sidequests to level up, will go back and do more, finished the main questline as of 6/7/15",1375794,Completed,First,,"June 07, 2015",42h 43m,,,,,,
1561,10270,Bevral,PC,43h,NR,"Main Story Completed, did all quests that could be missed.",1929287,Completed,First,,"October 09, 2015",43h,,,,,,
1562,10270,SpauldingX,Xbox One,43h,NR,,1434685,Completed,First,,"July 03, 2015",43h,,,,,,
1563,10270,YungGreasyLips,PC,43h,100%,,4386068,Completed,First,,,43h,,,,,,
1564,10270,penny,PC,43h,NR,,3285720,Completed,First,,"August 03, 2016",43h,,,,,,
1565,10270,DuhblinnZA,PC,43h 07m,NR,Just enough sidequests and hunts to hit lvl 34 and make Mastercrafted Griffon Gear,6300208,Custom List Completed,First,,"June 24, 2019",43h 07m 42s,,43h 07m 42s /,,,,
1566,10270,mxcherryblue,PC,43h 19m,NR,,8838473,Completed,First,,"May 24, 2019",43h 19m,,,,,,
1567,10270,Private,PC,43h 21m,80%,,10998130,Completed,First,,"March 30, 2020",43h 21m,,,,,,
1568,10270,,PlayStation 4,43h 30m,NR,,1353705,Completed,First,32h,,43h 30m,,,,,,
1569,10270,bicopp,PlayStation 4,43h 43m,NR,,5682947,Completed,First,,"January 18, 2018",43h 43m,,,,,,
1570,10270,,PC,43h 50m,NR,,1362890,Completed,First,28h 24m,,43h 50m,,,,,,
1571,10270,around,PC,44h,60%,,6144453,Completed,First,,"April 19, 2018",44h,,,,,,
1572,10270,Private,PC,44h,NR,,6545802,Completed,First,,,44h,,,,,,
1573,10270,,PC,44h 02m,NR,,11296453,Completed,First,,,44h 02m 40s,,,,,,
1574,10270,,PC,44h 05m,NR,,11139339,Completed,First,,,44h 05m,,,,,,
1575,10270,omgame101,PlayStation 4,44h 25m,100%,did about half of the side-missions and died a lot.,1349871,Completed,First,,"June 10, 2015",44h 25m 30s,,,,,,
1576,10270,Galdius,PlayStation 4,44h 29m,NR,,1734715,Completed,First,,"August 29, 2015",44h 29m 36s,,,,,,
1577,10270,,PC,44h 30m,NR,,11239396,Completed,First,,,44h 30m,,,,,,
1578,10270,,PC,44h 52m,NR,,1784384,Completed,First,,,44h 52m 56s,,,,,,
1579,10270,,PC,44h 57m,NR,,6272474,Completed,First,,,44h 57m,,,,,,
1580,10270,,PC,45h,NR,,4295762,Completed,First,,,45h,,,,,,
1581,10270,,PC,45h,NR,,5510482,Completed,Replay,35h,,45h,80h,,,,,
1582,10270,,PC,45h,NR,,8668227,Completed,First,35h,,45h,,,,,,
1583,10270,,PC,45h,NR,,11807630,Completed,First,,,45h,,,,,,
1584,10270,AmsherR,PC,45h,100%,,6519946,Completed,First,36h,"January 17, 2018",45h,130h,,,,,
1585,10270,IvoKarchev,PlayStation 4,45h,NR,,9266315,Completed,First,,"July 27, 2019",45h,,,,,,
1586,10270,Private,PC,45h,100%,,3629536,Completed,Replay,,"November 15, 2016",45h,,,,,,
1587,10270,airbender131090,PC,45h,90%,,10818727,Completed,First,42h,"January 14, 2020",45h,,,,,,
1588,10270,flunderingchipper,PlayStation 4,45h,NR,,1862131,Completed,First,,"September 24, 2015",45h,,,,,,
1589,10270,graub,PC,45h,NR,"Not all side quests were completed, I did do all contracts, however.",2307241,Completed,First,,"December 30, 2015",45h,,,,,,
1590,10270,Private,PC,45h,NR,,6750678,Completed,First,30h,"August 03, 2018",45h,,,,,,
1591,10270,sundii,PC,45h,NR,,6913673,Completed,First,,"August 15, 2018",45h,,,,,,
1592,10270,taylom22,PC,45h,NR,,4104285,Completed,First,32h,"February 20, 2017",45h,,,,,,
1593,10270,zizbihz,PC,45h,100%,,9674208,Completed,First,,"May 26, 2016",45h,,,,,,
1594,10270,luki1051,PC,45h 02m,NR,Main Game completed with some sidequests. I think I played them all in the first half of the game,9154759,Completed,First,,"March 29, 2020",45h 02m,,,,,,
1595,10270,,PC,45h 10m,NR,,2487224,Completed,First,,,45h 10m,,,,,,
1596,10270,treyres,PlayStation 4,45h 10m,90%,,10743109,Completed,First,,"January 31, 2020",45h 10m,,,,,,
1597,10270,blitzkeegbop,PC,45h 13m,100%,,4896516,Completed,First,,"August 11, 2017",45h 13m,,,,,,
1598,10270,believes,PC,45h 30m,NR,,3112296,Completed,First,,"June 11, 2016",45h 30m,,,,,,
1599,10270,takose,PC,45h 30m,NR,,8139679,Completed,First,,"August 13, 2018",45h 30m,,,,,,
1600,10270,TheBoogeyman97,PlayStation 4,45h 31m,100%,,9173106,Completed,First,,"January 20, 2018",45h 31m,,,,,,
1601,10270,,PC,45h 33m,NR,,7771167,Completed,First,31h 52m 34s,,45h 33m 47s,,,,,,
1602,10270,,PlayStation 4,45h 45m,NR,,3781908,Completed,First,,,45h 45m,,,,,,
1603,10270,rakeshra96,PlayStation 4,45h 50m,NR,,9696194,Completed,First,,"September 20, 2019",45h 50m,,,,,,
1604,10270,,PC,45h 55m,NR,played main story. did most of side quests and witcher contracts. probably like 70% of side quests and witcher contracts,9147986,Completed,First,,,45h 55m 43s,,,,,,
1605,10270,,PC,46h,NR,Some side quests but not nearly all of it. Did maybe one contract but some of the more interesting side quests.,2473646,Completed,First,,,46h,,,,,,
1606,10270,,PlayStation 4,46h,NR,Ish. Card collecting for most part.,11930062,Completed,Replay,,,46h,,,,,,
1607,10270,Igorth85,PlayStation 4,46h,NR,,3946911,Completed,First,,,46h,,,,,,
1608,10270,WhyMyNameWontFi,PC,46h,NR,"Donne all the extra quests, not the scavenging. Full gwent set :)",4593924,Completed,First,32h,"March 25, 2015",46h,,,,,,
1609,10270,millenbop,PC,46h,90%,,8610637,Completed,First,,"April 13, 2019",46h,,,,,,
1610,10270,speedweed,PC,46h,100%,,11354603,Completed,First,,"April 05, 2020",46h,,,,,,
1611,10270,xriothx,PC,46h,NR,Main story + all dlc story,10166472,Completed,First,,,46h,,,,,,
1612,10270,Cidbress,PC,46h,80%,,10862998,Completed,First,,,46h 25s,,,,,,
1613,10270,,PlayStation 4,46h 16m,NR,,5776120,Completed,First,,,46h 16m,,,,,,
1614,10270,,PC,46h 45m,NR,,2990868,Completed,First,,,46h 45m 59s,,,,,,
1615,10270,,PlayStation 4,47h,NR,,5559152,Completed,First,,,47h,,,,,,
1616,10270,,PC,47h,NR,,9225072,Completed,First,,,47h,,,,,,
1617,10270,,PC,47h,NR,,10854823,Completed,First,,,47h,,,,,,
1618,10270,DeathPerception,PC,47h,NR,,3252762,Replay Completed,Replay,,"July 23, 2016",47h,,,,,,
1619,10270,Dorph,PC,47h,NR,,4265890,Completed,First,,,47h,,,,,,
1620,10270,Megaslayer777,PlayStation 4,47h,NR,,5896035,Completed,First,37h,,47h,,,,,,
1621,10270,dret33,PlayStation 4,47h,NR,,11066344,Playing Backlog Completed,First,,"February 28, 2020",47h,,47h /,,,,
1622,10270,trysmeth,PC,47h,NR,,10263007,Completed,First,,,47h,,,,,,
1623,10270,Fokko,PC,47h 09m,100%,,10490608,Completed,First,,"February 11, 2020",47h 09m,,,,,,
1624,10270,XDDX,PC,47h 10m,NR,,1370251,Completed,First,,"June 02, 2015",47h 10m,,,,,,
1625,10270,Neo1771991,PC,47h 22m,NR,,3319981,Replay Completed,Replay,,"February 22, 2017",47h 22m,,47h 22m /,,,,
1626,10270,,PC,47h 32m,NR,,3306322,Completed,Replay,43h 27m 32s,,47h 32m 54s,172h 42m 13s,,,,,
1627,10270,,PC,47h 38m,NR,,8994871,Completed,First,,,47h 38m,,,,,,
1628,10270,,PlayStation 4,47h 56m,NR,,6942795,Completed,Replay,22h 32m,,47h 56m,,,,,,
1629,10270,,PC,48h,NR,Main Story + a view extra quests,2654022,Completed,First,44h,,48h,,,,,,
1630,10270,,PC,48h,NR,,8128115,Completed,First,,,48h,,,,,,
1631,10270,,PC,48h,NR,,11522037,Completed,First,,,48h,,,,,,
1632,10270,Andooreal,PlayStation 4,48h,60%,,11381023,Backlog Completed,First,,,48h,,95h /,,,,
1633,10270,bahamutzero,PlayStation 4,48h,100%,,1355261,Completed,First,,,48h,,,,,,
1634,10270,links_own,PC,48h,NR,,10987185,Completed,First,,"February 13, 2020",48h,,,,,,
1635,10270,,PlayStation 4,48h 30m,NR,Main + a lot of side quests but none of the DLC,5319923,Completed,First,,,48h 30m,,,,,,
1636,10270,ZeTruLionHeart,PC,48h 30m,100%,,8834627,Completed,First,,"May 23, 2019",48h 30m,,,,,,
1637,10270,fierymuffin,PC,48h 31m,80%,,1614770,Completed,First,,"August 06, 2015",48h 31m,,,,,,
1638,10270,Loupikan,PC,48h 58m,NR,,10272752,Completed,First,44h 32m,"November 17, 2016",48h 58m,,,,,,
1639,10270,,PC,49h,NR,,1374709,Completed,First,,,49h,,,,,,
1640,10270,,PC,49h,NR,,4381527,Completed,First,,,49h,,,,,,
1641,10270,,PC,49h,NR,,4434416,Completed,First,,,49h,,,,,,
1642,10270,,PC,49h,NR,,4956302,Completed,First,,,49h,,,,,,
1643,10270,,PC,49h,NR,,7464127,Completed,First,,,49h,,,,,,
1644,10270,blichar,PC,49h,NR,,2642315,Completed,First,,"February 24, 2016",49h,,,,,,
1645,10270,vaxyKZ,PC,49h,NR,,11970437,Completed,First,,"June 12, 2020",49h,,,,,,
1646,10270,Gerds88,Xbox One,49h 03m,90%,,9083837,Completed,First,,"July 04, 2019",49h 03m,,,,,,
1647,10270,Private,PC,49h 04m,80%,"All White Orchard quests, most Velen, some Nilfgaard, very few Skellige",10852998,Completed,First,,"January 25, 2020",49h 04m,,,,,,
1648,10270,Private,PC,49h 20m,80%,Did a lot of side questing. I don't even want to know how many hours I spent playing gwent (it was a lot).,100000,Completed,First,,"June 06, 2015",49h 20m,,,,,,
1649,10270,kokoklems,PC,49h 30m,NR,"Easy mode, playthrough for the story. Ended level 33.",8146185,Completed,First,,"April 21, 2020",49h 30m,,,,,,
1650,10270,,PlayStation 4,49h 39m,NR,,1465411,Completed,First,40h 20m 10s,,49h 39m 30s,,,,,,
1651,10270,,PC,49h 40m,NR,,2224202,Completed,First,,,49h 40m,,,,,,
1652,10270,Private,PC,49h 53m,100%,,1355943,Completed,First,,"June 26, 2015",49h 53m 54s,,,,,,
1653,10270,,PlayStation 4,49h 56m,NR,,11866681,Completed,First,,,49h 56m,,,,,,
1654,10270,,PlayStation 4,49h 58m,NR,,4726789,Completed,Replay,24h 32m,,49h 58m,98h 42m,,,,,
1655,10270,,PlayStation 4,49h 58m,NR,,11733897,Completed,First,,,49h 58m,,,,,,
1656,10270,dheeraj,PlayStation 4,49h 58m,NR,,11756150,Completed,First,,"May 16, 2020",49h 58m,,,,,,
1657,10270,,Xbox One,50h,NR,,1353760,Completed,First,30h,,50h,65h,,,,,
1658,10270,,PlayStation 4,50h,NR,,1356864,Completed,First,36h,,50h,,,,,,
1659,10270,,PC,50h,NR,,1357737,Completed,First,,,50h,,,,,,
1660,10270,,PC,50h,NR,,1371344,Completed,First,,,50h,,,,,,
1661,10270,,PC,50h,NR,,1390542,Completed,First,21h,,50h,,,,,,
1662,10270,,Xbox One,50h,NR,,3433072,Completed,First,35h,,50h,,,,,,
1663,10270,,PlayStation 4,50h,NR,,4589010,Completed,First,28h,,50h,100h,,,,,
1664,10270,,PlayStation 4,50h,NR,,4918418,Completed,First,,,50h,,,,,,
1665,10270,,PlayStation 4,50h,NR,,5260166,Completed,First,,,50h,,,,,,
1666,10270,,PC,50h,NR,I did the main story and about 3/4 of the sidequests and only a handful of witcher contracts,5313238,Completed,First,,,50h,,,,,,
1667,10270,,PlayStation 4,50h,NR,,5637778,Completed,First,35h,,50h,,,,,,
1668,10270,,PlayStation 4,50h,NR,,6102041,Completed,First,,,50h,,,,,,
1669,10270,,PC,50h,NR,,7382539,Completed,First,30h 22m,,50h,,,,,,
1670,10270,,PC,50h,NR,,8972975,Completed,First,40h,,50h,,,,,,
1671,10270,,PC,50h,NR,,10444770,Completed,First,,,50h,,,,,,
1672,10270,,PC,50h,NR,,10722968,Completed,First,,,50h,,,,,,
1673,10270,,PC,50h,NR,,10987049,Completed,First,,,50h,,,,,,
1674,10270,Private,PC,50h,90%,,11678018,Completed,First,,,50h,,,,,,
1675,10270,Hexovian,PlayStation 4,50h,NR,,11131991,Completed,First,45h,"April 06, 2020",50h,,,,,,
1676,10270,Iiddell,PlayStation 4,50h,NR,,10817766,Completed,First,,"January 11, 2020",50h,,,,,,
1677,10270,KnightNabs,PlayStation 4,50h,NR,,9249568,Completed,First,30h,"July 29, 2019",50h,,,,,,
1678,10270,Private,PlayStation 4,50h,100%,,1380416,Completed,First,,"June 10, 2015",50h,,,,,,
1679,10270,NeuVox,PlayStation 4,50h,70%,,5987130,Completed,First,15h,"March 10, 2016",50h,70h,,,,,
1680,10270,STFP,PlayStation 4,50h,100%,,5231581,Completed,First,,"October 29, 2017",50h,,,,,,
1681,10270,SnobbishPuppet,PlayStation 4,50h,90%,,8188379,Completed,First,,,50h,150h,,,,,
1682,10270,Tivolt,PC,50h,NR,,1419791,Completed,First,,"June 26, 2015",50h,,,,,,
1683,10270,edgybravo,PlayStation 4,50h,90%,,10606802,Completed,First,,"May 19, 2015",50h,,,,,,
1684,10270,hagiSka,PC,50h,NR,,11285585,Completed,First,,,50h,,,,,,
1685,10270,jro3000,PlayStation 4,50h,NR,,4572684,Completed,First,,,50h,,,,,,
1686,10270,renatogh,Xbox One,50h,NR,,3093177,Completed,First,,"June 15, 2016",50h,,,,,,
1687,10270,sudowilliam,PlayStation 4,50h,NR,,3350559,Completed,First,45h,,50h,,,,,,
1688,10270,,PlayStation 4,50h 07m,NR,,4667103,Completed,First,,,50h 07m,,,,,,
1689,10270,Tyrvali,PC,50h 10m,NR,,11483690,Completed,First,,"March 28, 2020",50h 10m 07s,,,,,,
1690,10270,NightSlade,PC,50h 12m,90%,,4410122,Completed,First,32h 45m,"July 08, 2016",50h 12m,,,,,,
1691,10270,ViperDC,PC,50h 13m,NR,,11223860,Completed,First,,"March 22, 2020",50h 13m,,,,,,
1692,10270,,PlayStation 4,50h 18m,NR,,4789601,Completed,First,,,50h 18m 09s,,,,,,
1693,10270,,Xbox One,50h 22m,NR,,9582341,Completed,First,42h 24m,,50h 22m,,,,,,
1694,10270,,PlayStation 4,50h 31m,NR,,9079513,Completed,First,,,50h 31m,,,,,,
1695,10270,derechtens,PlayStation 4,50h 37m,90%,,6265676,Completed,First,,"May 24, 2019",50h 37m,,,,,,
1696,10270,ScarletWebhead,Xbox One,50h 39m,NR,,4939486,Completed,First,,"August 21, 2017",50h 39m,,,,,,
1697,10270,fivetime,PC,50h 40m,NR,,2893991,Completed,First,,"April 22, 2016",50h 40m,,,,,,
1698,10270,,Nintendo Switch,51h,NR,,10841326,Completed,First,,,51h,,,,,,
1699,10270,TempestM,PC,51h,70%,Main story + All main game sec. quests (3-4 difficulty),10507139,Replay Completed,Replay,,"November 29, 2019",51h,,,,,,
1700,10270,Private,PC,51h,100%,,9036739,Playing Completed,First,48h,"July 03, 2019",51h,,49h /,,,,
1701,10270,Private,Xbox One,51h 16m,NR,,9247581,Completed,Replay,,,51h 16m 24s,,,,,,
1702,10270,Lundefgl,PC,51h 20m,100%,,4898220,Completed,First,,"January 28, 2018",51h 20m,,,,,,
1703,10270,kondzio127,PlayStation 4,51h 24m,NR,,6963997,Completed,First,,"September 02, 2018",51h 24m 30s,,,,,,
1704,10270,Oddsor,PC,51h 46m,NR,,1396111,Completed,First,,"June 18, 2015",51h 46m,,,,,,
1705,10270,B4sketC4se,PC,51h 54m,80%,,10390708,Completed,First,,"February 06, 2020",51h 54m,,,,,,
1706,10270,,PC,52h,NR,There is so much more that I didn't do.,1364591,Completed,First,30h,,52h,,,,,,
1707,10270,,PC,52h,NR,,1412622,Completed,First,,,52h,,,,,,
1708,10270,,PC,52h,NR,,1741881,Completed,First,42h,,52h,,,,,,
1709,10270,,PC,52h,NR,,5621252,Completed,Replay,,,52h,,,,,,
1710,10270,DblAAssassin,PC,52h,NR,Main Story + majority of the side quests,3570930,Completed,First,,"March 14, 2017",52h,,,,,,
1711,10270,brownmagic,Xbox One,52h,NR,,5496482,Completed,First,,"October 17, 2018",52h,,,,,,
1712,10270,diegodimap,PC,52h,NR,,12020589,Completed,First,,"June 17, 2020",52h,,,,,,
1713,10270,,PC,52h 07m,NR,,8173940,Completed,First,,,52h 07m,,,,,,
1714,10270,,PC,52h 12m,NR,,7917773,Completed,First,32h 27m,,52h 12m,,,,,,
1715,10270,,PC,52h 21m,NR,,6156149,Completed,First,,,52h 21m,,,,,,
1716,10270,,PlayStation 4,52h 35m,NR,,1355522,Completed,First,37h 21m 55s,,52h 35m 31s,,,,,,
1717,10270,,Xbox One,52h 50m,NR,,5276766,Completed,First,,,52h 50m,,,,,,
1718,10270,,PC,53h,NR,,7137456,Completed,First,,,53h,,,,,,
1719,10270,Aocast,PC,53h,60%,Main Story + Like 3 side quests + Lil' time screwing around. Very leisurely,1861831,Completed,First,,"September 24, 2015",53h,,,,,,
1720,10270,ThreePinkApples,PC,53h,NR,,7188008,Completed,First,,"September 23, 2018",53h,,,,,,
1721,10270,akkiv,PC,53h,NR,,1528402,Completed,First,,,53h,,,,,,
1722,10270,berticus,PC,53h,100%,minor number of interesting side quests / hunts,4823418,Completed,First,,"September 09, 2017",53h,,,,,,
1723,10270,lookingoodjoker,PlayStation 4,53h,NR,,4482452,Completed,First,45h,"October 06, 2017",53h,,,,,,
1724,10270,solairesflair,PlayStation 4,53h,NR,,6609888,Completed,First,,"July 17, 2017",53h,,,,,,
1725,10270,FilCat,Xbox One,53h 10m,100%,,2941116,Completed,First,,"May 06, 2016",53h 10m,,,,,,
1726,10270,VicarAmagami,PlayStation 4,53h 12m,NR,Replay to pass time between releases,9662626,Completed,Replay,,"July 16, 2019",53h 12m 02s,,,,,,
1727,10270,Nim_Alt,Xbox One,53h 13m,100%,,2316400,Completed,First,40h,"December 28, 2015",53h 13m,,,,,,
1728,10270,,PlayStation 4,53h 15m,NR,,1693526,Completed,First,,,53h 15m,,,,,,
1729,10270,PlushWraith,PC,53h 16m,NR,"Main story, most side quests and some contracts.",2648346,Completed,First,,"April 03, 2016",53h 16m,,,,,,
1730,10270,demidivine,PC,53h 18m,90%,a fair amount of sidequests done. but only 3 or 4 witcher contracts done,4105527,Completed,First,,"February 22, 2017",53h 18m,,,,,,
1731,10270,WhiteyWind,PlayStation 4,53h 24m,80%,"Did most of the Witcher contracts, got last Wolven armor (not DLC one), got good ending.",7090424,Completed,First,,"April 05, 2020",53h 24m,,,,,,
1732,10270,,PC,53h 24m,NR,,1842175,Completed,Replay,,,53h 24m 10s,,,,,,
1733,10270,Miggins,PC,53h 28m,100%,,11055047,Completed,First,,"February 25, 2020",53h 28m,,,,,,
1734,10270,LucasPriest,Xbox One,53h 34m,NR,,3767557,Completed,First,,"December 15, 2016",53h 34m,,,,,,
1735,10270,lackofselfcontrol,PlayStation 4,53h 45m,NR,,9490109,Completed,First,,"August 31, 2019",53h 45m,,,,,,
1736,10270,BlackIronTarkus,PC,53h 55m,100%,"I did a lot of sidequests, but nowhere near all of them.",6158922,Completed,First,,"April 28, 2018",53h 55m,,,,,,
1737,10270,notalda,PC,53h 59m,NR,,6474723,Completed,First,,,53h 59m,,,,,,
1738,10270,,PC,54h,NR,,1360125,Completed,First,,,54h,,,,,,
1739,10270,,PC,54h,NR,,1847153,Completed,First,,,54h,,,,,,
1740,10270,,PC,54h,NR,,2521148,Completed,First,,,54h,,,,,,
1741,10270,,PC,54h,NR,,3597774,Completed,First,,,54h,,,,,,
1742,10270,Teppich,PC,54h,NR,,5529711,Completed,First,,"December 28, 2017",54h,,,,,,
1743,10270,skmelbo,PC,54h,100%,,4095225,Completed,First,,,54h,,,,,,
1744,10270,,Xbox One,54h 02m,NR,,11054315,Completed,First,,,54h 02m,,,,,,
1745,10270,,PC,54h 16m,NR,Main Story + some Extra Quests,2529121,Completed,First,,,54h 16m,,,,,,
1746,10270,,PC,54h 33m,NR,,4095856,Completed,First,,,54h 33m,,,,,,
1747,10270,,PC,55h,NR,,1383431,Completed,First,,,55h,,,,,,
1748,10270,,PC,55h,NR,,1420728,Completed,First,,,55h,,,,,,
1749,10270,,PC,55h,NR,,6107331,Completed,First,,,55h,,,,,,
1750,10270,,PC,55h,NR,,6164776,Completed,First,,,55h,,,,,,
1751,10270,,PC,55h,NR,,7004489,Completed,First,,,55h,,,,,,
1752,10270,ATO_Kico,PlayStation 4,55h,90%,,9005398,Completed,First,50h,"June 21, 2019",55h,80h,,,,,
1753,10270,MonoAudioStereo,PC,55h,90%,,1685709,Completed,First,,"August 18, 2015",55h,,,,,,
1754,10270,SRDiesel49,PlayStation 4,55h,NR,,3929874,Replay Completed,First,,"October 10, 2015",55h,,85h /,,"started death march diff.
April currently level 8 death march",,
1755,10270,Vheanom,PC,55h,NR,,4967234,Completed,First,45h,"January 01, 2017",55h,,,,,,
1756,10270,renonvrn,PC,55h,90%,,11548076,Completed,First,,"November 28, 2019",55h,,,,,,
1757,10270,swift,PC,55h,100%,,1370491,Completed,First,,"June 03, 2015",55h,,,,,,
1758,10270,thelabmonkey,PC,55h,NR,,2504120,Completed,First,,"November 12, 2018",55h,,,,,,
1759,10270,,PlayStation 4,55h 01m,NR,,1366689,Completed,First,,,55h 01m,,,,,,
1760,10270,,PC,55h 06m,NR,,2445923,Completed,First,,,55h 06m,,,,,,
1761,10270,,PlayStation 4,55h 07m,NR,,3293204,Completed,First,31h 33m 55s,,55h 07m,61h 08m 38s,,,,,
1762,10270,Private,PlayStation 4,55h 10m,NR,,9023028,Completed,First,,"June 24, 2019",55h 10m,,,,,,
1763,10270,8bitNightmare,PC,55h 12m,NR,,1388590,Completed,First,,"June 14, 2015",55h 12m,,,,,,
1764,10270,,PC,55h 22m,NR,,1439101,Completed,First,,,55h 22m,,,,,,
1765,10270,,PC,55h 30m,NR,,7521614,Completed,Replay,,,55h 30m,,,,,,
1766,10270,Calyampudi,PC,55h 30m,NR,"no Gwent, but many side quests",4875472,Completed,First,,"August 07, 2017",55h 30m,,,,,,
1767,10270,Private,PC,55h 51m,100%,,1350327,Completed,First,,"September 18, 2016",55h 51m,,,,,,
1768,10270,Dangorus,PC,55h 56m,NR,,2649331,Completed,First,,"February 24, 2016",55h 56m,,,,,,
1769,10270,,PC,56h,NR,,3120935,Completed,First,,,56h,,,,,,
1770,10270,,PC,56h,NR,,3799258,Completed,Replay,45h,,56h,,,,,,
1771,10270,,PC,56h,NR,,4043072,Completed,First,,,56h,,,,,,
1772,10270,,PC,56h,NR,,4123620,Completed,First,,,56h,,,,,,
1773,10270,,PlayStation 4,56h,NR,,6552718,Completed,First,,,56h,,,,,,
1774,10270,,PC,56h,NR,,9463841,Completed,Replay,,,56h,,,,,,
1775,10270,,PC,56h,NR,,11704792,Completed,First,,,56h,,,,,,
1776,10270,Benenath,Xbox One,56h,90%,,11420765,Completed,First,,,56h,,,,,,
1777,10270,BorninaBox,PC,56h,90%,Did about half the sidequests. Didn't do much of the ? areas on the map.,3533994,Completed,First,,"October 17, 2016",56h,,,,,,
1778,10270,Deamios,PC,56h,NR,,2342077,Completed,First,,"April 17, 2016",56h,,,,Great Game,,
1779,10270,NTFW,PlayStation 4,56h,NR,,6086276,Completed,First,40h,"December 02, 2018",56h,,,,,,
1780,10270,Porkchop118,PC,56h,NR,,10706611,Completed,First,,"December 30, 2019",56h,,,,,,
1781,10270,Tenente,Xbox One,56h,NR,,10806093,Completed,First,,"January 13, 2020",56h,,,,,,
1782,10270,Private,PC,56h,100%,,10325210,Completed,First,,"June 16, 2020",56h,,,,,,
1783,10270,trav17,Xbox One,56h 01m,90%,,4243232,Completed,First,,"July 04, 2017",56h 01m,,,,,,
1784,10270,,PC,56h 01m,NR,,1367814,Completed,First,,,56h 01m 01s,,,,,,
1785,10270,iosews,PC,56h 03m,NR,,1356955,Completed,First,,"May 23, 2015",56h 03m,,,,,,
1786,10270,Occopuyo,PC,56h 15m,90%,,2056835,Completed,First,,"December 23, 2015",56h 15m 54s,,,,,,
1787,10270,MrDuck,PC,56h 30m,90%,,3236902,Completed,First,,"July 18, 2016",56h 30m 01s,,,,,,
1788,10270,,PC,56h 40m,NR,,11658236,Completed,First,35h 30m,,56h 40m,,,,,,
1789,10270,ireali123,PC,56h 42m,90%,Reached level 29,6590592,Completed,First,48h 49m 13s,"July 27, 2018",56h 42m 26s,,,,,,
1790,10270,Petrov,PlayStation 4,56h 42m,100%,,2188178,Completed,First,,"February 03, 2016",56h 42m 39s,,,,,,
1791,10270,,PC,56h 54m,NR,,1370865,Completed,First,,,56h 54m,,,,,,
