,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completion,Personal Notes,Completionist,Co-Op,Progress,Speedrun
265,16638,Ashkan10,PlayStation 4,18h 30m,90%,,11842735,Completed,First,18h 30m 22s,,"May 27, 2020",,,,,
266,16638,Folamh3,PC,18h 32m,NR,,5269489,Completed,First,18h 32m 26s,,"November 25, 2017",,,,,
267,16638,Lv25_Magikarp,PlayStation 4,18h 34m,100%,,4938112,Completed,First,18h 34m,,"January 28, 2018",,,,,
268,16638,,PC,18h 40m,NR,,1135566,Completed,First,18h 40m,,,,,,,
269,16638,Darthaegis,PC,18h 40m,60%,,6177881,Completed,First,18h 40m,,"April 27, 2018",,,,,
270,16638,Huhn0rNud3lSupp3,Linux,18h 40m,90%,,2466976,Completed,First,18h 40m,,"January 23, 2016",,,,,
271,16638,zelenyzidan,PC,18h 40m,80%,,4748810,Completed,First,18h 40m,,"July 09, 2017",,,,,
272,16638,osborn2009,PlayStation 4,18h 43m,80%,,982255,Completed,First,18h 43m,,"October 10, 2014",,,,,
273,16638,Private,PlayStation 4,18h 44m,NR,,7069799,Completed,First,18h 44m 12s,,"February 22, 2015",,,,,
274,16638,Private,PC,18h 54m,NR,,11540214,Completed,First,18h 54m,,"April 23, 2020",,,,,
275,16638,,PC,19h,NR,,2488219,Completed,First,19h,,,,,,,
276,16638,,PC,19h,NR,,3277002,Completed,First,19h,,,,,,,
277,16638,,PC,19h,NR,,3451340,Completed,First,19h,,,,,,,
278,16638,,PC,19h,NR,,7518227,Completed,First,19h,26h,,,28h,,,
279,16638,,PC,19h,NR,,9516642,Completed,First,19h,,,,,,,
280,16638,Alex5101,PlayStation 4,19h,NR,,6719535,Completed,First,19h,23h,,,,,,
281,16638,Alyssa,PC,19h,NR,,5344375,Completed,First,19h,,"May 06, 2016",,,,,
282,16638,Anthracks,Xbox One,19h,80%,,1218665,Completed,First,19h,,"April 03, 2015",,,,,
283,16638,Athruntalan,PC,19h,80%,,1210947,Completed,First,19h,,"December 24, 2015",,,,,
284,16638,Crabman,PC,19h,NR,,3575167,Completed,First,19h,,"October 07, 2014",,,,,
285,16638,Deamios,PC,19h,NR,,2330012,Completed,First,19h,,"January 03, 2016",,,,,
286,16638,DrasoaD,PC,19h,NR,,1224330,Completed,First,19h,,"October 24, 2014",,,,,
287,16638,Emuser,PC,19h,NR,,5351897,Completed,First,19h,,,,,,,
288,16638,Feallan,PC,19h,NR,,1095267,Completed,First,19h,,,,,,,
289,16638,Grayfox001,PlayStation 4,19h,NR,,6130286,Completed,First,19h,,"December 25, 2017",,,,,
290,16638,JoseSLD,PlayStation 4,19h,80%,,7840170,Completed,First,19h,,"December 27, 2018",,,,,
291,16638,Le_Don,PC,19h,90%,,10860269,Custom List Completed,First,19h,,"October 24, 2014",,,,,
292,16638,Mey90,PC,19h,100%,,6093637,Completed,First,19h,22h,"June 13, 2017",,37h,,,
293,16638,Miszelek,PC,19h,NR,,3504240,Completed,First,19h,,"November 05, 2016",,,,,
294,16638,Private,PC,19h,NR,,1031841,Completed,First,19h,,"November 22, 2014",,,,,
295,16638,PandaForYou,PC,19h,NR,,10801216,Completed,First,19h,,"February 10, 2019",,,,,
296,16638,PeteNolen,PC,19h,NR,,7186145,Completed,First,19h,,"October 04, 2018",,,,,
297,16638,Razorback,PC,19h,80%,,1231000,Playing Completed,First,19h,26h,"October 06, 2014",,,,,
298,16638,Realtione,PC,19h,70%,,5026282,Completed,First,19h,,"January 09, 2016",,,,,
299,16638,TakerThePhenom,PlayStation 3,19h,80%,,4903339,Completed,First,19h,,"August 13, 2017",,,,,
300,16638,VanFinale,PC,19h,80%,,1115171,Completed,First,19h,,"January 11, 2015",,,,,
301,16638,adrian4370,PlayStation 4,19h,100%,,2584940,Completed,First,19h,22h,"January 27, 2015",,24h,,,
302,16638,Private,PC,19h,NR,,1239415,Completed,First,19h,,"March 15, 2015",,,,,
303,16638,diver1260,PC,19h,NR,,4951445,Completed,First,19h,,"November 11, 2017",,,,,
304,16638,fer239,PC,19h,NR,,11766972,Completed,First,19h,21h,"May 17, 2020",,,,,
305,16638,freaky_lizard,PC,19h,NR,,9429769,Backlog Completed,First,19h,,"March 28, 2015",,,,19h /,
306,16638,hurricanepilot,PC,19h,90%,"Took it slow and steady. Didn't actively search for extras, didn't avoid them either.",1667829,Completed,First,19h,,"August 06, 2015",,,,,
307,16638,hypnocyst,PC,19h,NR,,2726363,Completed,First,19h,,"March 14, 2016",,,,,
308,16638,Private,Xbox One,19h,70%,,1152443,Completed,First,19h,,"January 28, 2015",,,,,
309,16638,josu91,PC,19h,NR,,11369111,Completed,First,19h,,"April 15, 2020",,,,,
310,16638,onethreemc,PC,19h,NR,,1093981,Completed,First,19h,,,,,,,
311,16638,scace,PC,19h,80%,,2415914,Completed,First,19h,,"January 14, 2016",,,,,
312,16638,scorkla,PC,19h,NR,,6337098,Completed,First,19h,,"May 04, 2018",,,,,
313,16638,thunderhawk862002,PlayStation 4,19h,NR,,1400067,Completed,First,19h,,,,,,,
314,16638,unclemoose,PC,19h,NR,,4803313,Completed,First,19h,,"July 21, 2017",,,,,
315,16638,,PlayStation 4,19h,NR,,2186219,Completed,Replay,19h 01s,,,,,,,
316,16638,,PC,19h 01m,NR,,9284087,Completed,First,19h 01m 40s,,,,,,,
317,16638,tiagotempera,PlayStation 4,19h 05m,80%,,10297107,Completed,First,19h 05m,,"October 24, 2019",,,,,
318,16638,TheInfection43,PC,19h 08m,NR,,1303032,Completed,First,19h 08m,,"April 16, 2015",,,,,
319,16638,lewdmeat,PlayStation 4,19h 08m,80%,Difficulty - Hard (4/5),11016458,Completed,First,19h 08m 28s,,"February 19, 2020",Replay #1 - 6:04:59,,,,
320,16638,thelizardking333,PlayStation 4,19h 10m,90%,,6322017,Completed,Replay,19h 10m,,"May 24, 2018",,32h 10m,,,7h 30m
321,16638,BestSinceDayO134,PlayStation 4,19h 15m,60%,,9070677,Completed,First,19h 15m,,"August 21, 2016",,,,,
322,16638,Kracker_Loop,PlayStation 4,19h 15m,80%,,1829575,Completed,First,19h 15m,21h,"July 19, 2015","Alien Isolation is Sega's Apology for Aliens Colonial Marines, and such a yummy apology it is.",,,,
323,16638,yomurphy,PC,19h 15m,80%,,9560713,Completed,First,19h 15m,,"May 18, 2020",,,,,
324,16638,AtomicParticle,PC,19h 22m,NR,,6483173,Completed,First,19h 22m,22h 24m 38s,"February 12, 2019",,,,,
325,16638,Linkelda,Xbox 360,19h 26m,90%,Story,5113489,Completed,First,19h 26m,,,,,,,
326,16638,,PC,19h 26m,NR,,3916281,Completed,First,19h 26m 10s,,,,,,,
327,16638,,PC,19h 30m,NR,,6359286,Completed,First,19h 30m,,,,,,,
328,16638,Tarkhun_Fora,PlayStation 4,19h 33m,NR,,1071309,Completed,First,19h 33m,,"December 21, 2014",,,,,
329,16638,CriticalMax,PC,19h 35m,NR,,5644541,Completed,First,19h 35m,,"January 12, 2018",Played on hard,,,,
330,16638,LifeGaveLemons,PlayStation 4,19h 36m,80%,,1366404,Completed,First,19h 36m 56s,,"January 03, 2015",,,,,
331,16638,kushlash,Xbox One,19h 45m,NR,,3991822,Completed,First,19h 45m,,"May 25, 2016",,,,,
332,16638,Zevik1999,PC,19h 47m,90%,Main story in normal difficulty.. very creepy and hard game!,11070586,Completed,First,19h 47m 23s,,,,,,,
333,16638,,PC,19h 50m,NR,,1047752,Completed,First,19h 50m,,,,,,,
334,16638,PsychoFox,PC,19h 57m,90%,With some exploration,8714898,Completed,First,19h 57m,,"May 04, 2019",,,,,
335,16638,,PlayStation 4,20h,NR,,998877,Completed,First,20h,,,,,,,
336,16638,,PC,20h,NR,,1144728,Completed,First,20h,,,,,,,
337,16638,,PlayStation 4,20h,NR,,1196585,Completed,First,20h,,,,,,,
338,16638,,PC,20h,NR,Takes longer if you stop a lot to look at the beautiful environment,1215010,Completed,First,20h,,,,,,,
339,16638,,PC,20h,NR,,1293682,Completed,First,20h,,,,,,,
340,16638,,PC,20h,NR,,1416323,Completed,First,20h,,,,,,,
341,16638,,PC,20h,NR,,1962607,Completed,First,20h,,,,,,,
342,16638,,PC,20h,NR,,2558029,Completed,First,20h,,,,,,,
343,16638,,Xbox 360,20h,NR,,2824358,Completed,First,20h,,,,,,,
344,16638,,PC,20h,NR,,4828258,Completed,First,20h,,,,,,,
345,16638,,PC VR,20h,NR,,5420830,Completed,First,20h,,,,,,,
346,16638,,PC,20h,NR,,6761656,Completed,First,20h,,,,,,,
347,16638,,PC,20h,NR,,11649129,Completed,Replay,20h,,,,,,,
348,16638,3pacalypse,Xbox One,20h,NR,,1243996,Completed,First,20h,,"March 14, 2015",,,,,
349,16638,Private,PC,20h,NR,,6265714,Completed,First,20h,25h,"May 19, 2018",,,,,
350,16638,Asenita,PC,20h,90%,,9363117,Completed,First,20h,,,,,,,
351,16638,Private,Xbox One,20h,NR,,5576055,Completed,First,20h,,,,,,,
352,16638,DilPez19,PlayStation 4,20h,80%,,10233734,Completed,First,20h,,2017,,,,,
353,16638,Eyzmaster,PlayStation 4,20h,NR,,2247041,Completed,First,20h,,"September 11, 2016",Upcoming review on my blog incoming! http://eyzmaster.blogspot.ch/,,,,
354,16638,GATIRCAN,PC,20h,80%,,4567703,Completed,First,20h,24h,"November 14, 2014",,,,,
355,16638,Ger0nim0,PC,20h,70%,,2680087,Completed,First,20h,,"March 02, 2016",,,,,
356,16638,HighOverseer,Xbox One,20h,100%,,6441773,Replay Completed,Replay,20h,,"January 26, 2016",,,,,
357,16638,Johnnycakes,PC,20h,80%,,1489983,Completed,First,20h,,"July 16, 2015",,,,,
358,16638,Kal9,PlayStation 4,20h,NR,,1838185,Completed,First,20h,,,,,,,
359,16638,Private,PC,20h,NR,,7948971,Completed,First,20h,,,,,,,
360,16638,MAXHAH,PlayStation 4,20h,80%,,3878708,Completed,First,20h,,"January 07, 2017",,,,,
361,16638,Nadeem,PC,20h,90%,,5740882,Completed,First,20h,,,,,,,
362,16638,Private,PC,20h,NR,,1924717,Completed,First,20h,,"October 13, 2015",,,,,
363,16638,Private,PC,20h,NR,,1108791,Completed,First,20h,,"February 21, 2015",,,,,
364,16638,Roberoo,Xbox One,20h,NR,,2584702,Completed,First,20h,,"June 15, 2015",,,,,
365,16638,Sinrost,PC,20h,80%,,3491223,Completed,First,20h,,"May 30, 2016",Here Alien Alien,,,,
366,16638,SirTycho,PC,20h,90%,,4939501,Completed,First,20h,,"March 07, 2018",,,,,
367,16638,SuPi24,PC,20h,90%,,4194666,Completed,First,20h,,"March 14, 2017",,,,,
368,16638,TheNamelessOne,PC,20h,60%,,2826055,Completed,First,20h,,"April 10, 2016",,,,,
369,16638,TsChala,PC,20h,90%,,1477206,Completed,First,20h,,"July 13, 2015",,,,,
370,16638,colbent,PC,20h,NR,,1582421,Completed,First,20h,,"August 01, 2015",,,,,
371,16638,cyberangel,PC,20h,80%,,984005,Completed,First,20h,20h 30m,"October 19, 2014",,,,,
372,16638,david_lvov1,Xbox 360,20h,80%,Took my time.,1073037,Completed,First,20h,,"December 22, 2014",,,,,
373,16638,fillito,PlayStation 4,20h,90%,,2151204,Completed,First,20h,,"February 21, 2015",,,,,
374,16638,Private,PlayStation 4,20h,70%,,6271386,Completed,First,20h,23h,"May 20, 2018",,,,,
375,16638,inautumn,PC,20h,NR,hard mode + crew expendable,974976,Completed,First,20h,,"October 11, 2014",,,,,
376,16638,kriza,PC,20h,80%,,7005262,Completed,First,20h,,"September 08, 2018",,,,,
377,16638,marouch,PC,20h,90%,,1072792,Completed,First,20h,,"November 07, 2014",,,,,
378,16638,Private,Nintendo Switch,20h,NR,,11381881,Completed,First,20h,,"June 19, 2020",,,,,
379,16638,pfmpaulo,PC,20h,NR,,2056218,Completed,First,20h,,"November 07, 2015",,,,,
380,16638,Private,PC,20h,NR,,11434676,Completed,First,20h,,"October 07, 2014",,,,,
381,16638,pnxbwood,PlayStation 4,20h,NR,,10324824,Completed,First,20h,,"October 30, 2019",,,,,
382,16638,regueiro,PC,20h,100%,,4407882,Completed,First,20h,,"May 09, 2017",,,,,
383,16638,stevechong25,PC,20h,90%,,8440712,Completed,First,20h,,"March 10, 2019",,,,,
384,16638,trysmeth,PC,20h,NR,,10147725,Completed,First,20h,,,,,,,
385,16638,vinnieg0399,PC,20h,NR,,4533237,Completed,First,20h,,,,,,,
386,16638,GoreFist,Xbox One,20h 05m,80%,,3725096,Completed,First,20h 05m,,"January 10, 2015",,,,,
387,16638,kes1e,PC,20h 12m,70%,,4768229,Completed,First,20h 12m,,,,,,,
388,16638,,Nintendo Switch,20h 14m,NR,,11270816,Completed,First,20h 14m 36s,,,,,,,
389,16638,romancook,PlayStation 3,20h 15m,80%,,983366,Completed,First,20h 15m,,"October 18, 2014",,,,,
390,16638,srfrog,PC,20h 18m,NR,,5589807,Completed,First,20h 18m,,"January 05, 2018",,,,,
391,16638,Nebiros,PlayStation 4,20h 27m,80%,,11424897,Completed,First,20h 27m,,"May 22, 2015",,,,,
392,16638,,PC,20h 30m,NR,Very 1st horror game on Hard Difficulty. All in one sitting on stream.,11646858,Completed,First,20h 30m,,,,,,,
393,16638,Private,Nintendo Switch,20h 30m,80%,,10567995,Completed,First,20h 30m,,"March 20, 2020",,,,,
394,16638,fierymuffin,PC,20h 40m,80%,,4218392,Completed,First,20h 40m,,"July 01, 2017",,,,,
395,16638,,PC,21h,NR,,2626076,Completed,First,21h,,,,,,,
396,16638,,Xbox One,21h,NR,,6370807,Completed,First,21h,,,,,,,
397,16638,Alemax1500,Xbox One,21h,NR,,4055682,Completed,First,21h,,,,,,,
398,16638,EKS666,PC,21h,NR,,1919939,Completed,First,21h,,"October 07, 2015",,,,,
399,16638,Private,PC,21h,100%,,8213366,Completed,First,21h,,"February 06, 2019",,,,,
400,16638,Rangean,PC,21h,90%,,6629399,Completed,First,21h,,"February 13, 2018",,,,,
401,16638,Stain,PC,21h,NR,,3914359,Completed,First,21h,,"January 13, 2017",,,,,
402,16638,Private,Xbox 360,21h,NR,,6570747,Completed,First,21h,,,,,,,
403,16638,buterat,PC,21h,80%,,3828565,Completed,First,21h,,"December 29, 2016",,,,,
404,16638,iron4ever,PC,21h,80%,,8126258,Completed,First,21h,,"January 26, 2019",,,,,
405,16638,ld50ofmilk,PC,21h,NR,,3278699,Completed,First,21h,23h,"July 31, 2016",,,,,
406,16638,reznorism,PC,21h,90%,,4204237,Completed,First,21h,,"March 27, 2016",,,,,
407,16638,teshia,PC,21h,70%,,6199634,Completed,First,21h,,"May 02, 2018",,,,,
408,16638,varex,PC,21h,70%,,4687922,Completed,First,21h,,"March 07, 2019",,,,,
409,16638,Private,PC,21h,NR,,9331971,Completed,First,21h,,,,,,,
410,16638,Henri,PC,21h 10m,90%,"Main story, some collectibles and some exploration. 43/50.",8664616,Completed,First,21h 10m,,"August 20, 2015",,,,,
411,16638,,PlayStation 4,21h 15m,NR,,9256207,Completed,First,21h 15m 33s,,,,,,,
412,16638,,PC,21h 22m,NR,,1338270,Completed,First,21h 22m 15s,,,,,,,
413,16638,SparksterRK,PlayStation 4,21h 22m,NR,,1123551,Completed,First,21h 22m 36s,,"January 09, 2015",,,,,
414,16638,JanOderSo,PlayStation 4,21h 29m,NR,,9092416,Completed,First,21h 29m,28h 15m,"July 06, 2019",,39h 51m,,,
415,16638,Cezawy,PC,21h 30m,NR,,9501557,Completed,First,21h 30m,,"February 02, 2020",,,,,
416,16638,wesbarfog,PC,21h 36m,NR,,2648920,Completed,First,21h 36m,,"February 25, 2016",,,,,
417,16638,,Xbox One,21h 37m,NR,,4702485,Completed,First,21h 37m 26s,,,,,,,
418,16638,,PC,21h 45m,NR,Main story got stuck a few times,8113316,Completed,First,21h 45m 33s,,,,,,,
419,16638,Betovsky,PC,21h 57m,90%,,3239326,Completed,First,21h 57m 06s,,"July 30, 2016",,,,,
420,16638,,PC,22h,NR,,1191173,Completed,First,22h,,,,,,,
421,16638,,Xbox One,22h,NR,,1254130,Completed,First,22h,,,,,,,
422,16638,,PC,22h,NR,,1762984,Completed,First,22h,,,,,,,
423,16638,,PC,22h,NR,,3005080,Completed,First,22h,,,,,,,
424,16638,,PC,22h,NR,,4175049,Completed,First,22h,,,,,,,
425,16638,,Mac,22h,NR,,11829783,Completed,First,22h,,,,,,,
426,16638,DAV0202,Xbox One,22h,NR,,4734760,Completed,First,22h,,"July 10, 2017",,,,,
427,16638,Gaceczek,PC,22h,NR,,2640760,Completed,First,22h,,"February 23, 2016",,,,,
428,16638,JCalum1,PlayStation 4,22h,80%,,9107585,Completed,First,22h,,"July 27, 2015",Completed with dad,,,,
429,16638,MrLuchador,PC,22h,NR,,861961,Completed,First,22h,,"October 13, 2014",,,,,
430,16638,MulderWasTaken,PC,22h,NR,,1057600,Completed,First,22h,,"December 11, 2014",,,,,
431,16638,Private,PC,22h,NR,,8564876,Completed,First,22h,,,,,,,
432,16638,PluckyBrit,PC,22h,NR,,1199557,Completed,First,22h,24h,"February 18, 2015",,,,,
433,16638,Private,PC,22h,NR,,8716319,Completed,First,22h,,"May 04, 2019",,,,,
434,16638,Urazuke,PC,22h,90%,,1980630,Completed,First,22h,,"March 29, 2015",,,,,
435,16638,Zakk,PlayStation 3,22h,100%,,1078820,Completed,First,22h,,"December 23, 2014",,,,,
436,16638,albert3537,PC,22h,NR,,3247829,Completed,First,22h,,"July 21, 2016",,,,,
437,16638,Private,PC,22h,90%,,9197436,Completed,First,22h,,,,,,,
438,16638,mattimus,PC,22h,NR,,10492670,Completed,First,22h,,"September 26, 2019",,,,,
439,16638,mediocritic,PC,22h,70%,,11129897,Completed,First,22h,,,,,,,
440,16638,Private,PC,22h,100%,,2575781,Completed,First,22h,,"May 06, 2016",,,,,
441,16638,theetompster,PC,22h,80%,,1210028,Completed,First,22h,,"February 21, 2015",,,,,
442,16638,valmichel,Xbox One,22h,NR,,973376,Playing Completed,First,22h,27h,"October 09, 2014",,,,,
443,16638,SoothingRabbit,PC,22h 12m,80%,,8781399,Completed,First,22h 12m,,"May 15, 2019",,,,,
444,16638,TobeyMaguiresTears,Xbox 360,22h 13m,NR,,1247992,Completed,First,22h 13m,,"March 15, 2015",- Great game. Terrifying and suspenseful throughout the entire game. Alien A.I. is extremely innovative and it's randomness is the reason why this game never losses it suspense.,,,,
445,16638,mrsnaztastic,PC,22h 30m,NR,,3810135,Replay Completed,Replay,22h 30m,,"November 14, 2014",,45h,,,
446,16638,iCookieJar,PC,22h 42m,NR,Completed on 'Nightmare' difficulty.,4029772,Completed,First,22h 42m,,"February 17, 2017",,,,,
447,16638,,PC,23h,NR,Main Story Only,10224667,Completed,First,23h,,,,,,,
448,16638,Haoie,PlayStation 3,23h,80%,,1960473,Completed,First,23h,,"October 16, 2015",,,,,
449,16638,adrizg,PC,23h,90%,,5800558,Completed,First,23h,,"April 15, 2016",,,,,
450,16638,fefidoh,PC,23h,NR,,5503166,Completed,First,23h,,"December 22, 2017",,,,,
451,16638,humpydoe,PlayStation 4,23h,90%,,3625184,Completed,First,23h,23h 01m,"January 03, 2017",,23h 02m,,,
452,16638,mawerick_mc,PC,23h,NR,"Played on Hard, did 42/50 steam achievements without trying.",5146230,Completed,First,23h,24h,"October 08, 2017",,,,,
453,16638,pupp3tm4573r,PC,23h,NR,,5740058,Completed,First,23h,,,,,,,
454,16638,shathard,PC,23h,NR,,1780687,Completed,First,23h,,"July 04, 2016",,,,,
455,16638,,PC,23h 06m,NR,"Played on Medium, took in the environment and got lost a couple of times.",1315964,Completed,First,23h 06m,,,,,,,
456,16638,probodom,PC,23h 12m,NR,,8687700,Completed,First,23h 12m 05s,,"April 28, 2019",,,,,
457,16638,napier815,PlayStation 4,23h 15m,NR,,9236511,Completed,First,23h 15m,,"June 19, 2019",,,,,
458,16638,SirR0p3y,Xbox One,23h 19m,90%,,1372118,Completed,First,23h 19m,,"June 05, 2015",,,,,
459,16638,Private,PC,23h 33m,NR,,3411866,Completed,First,23h 33m 50s,,"September 22, 2016",,,,,
460,16638,,PC,23h 56m,NR,,1118414,Completed,First,23h 56m,,,,,,,
461,16638,,PC,24h,NR,,1337559,Completed,First,24h,26h,,,,,,
462,16638,,PC,24h,NR,,6637417,Completed,First,24h,,,,,,,
463,16638,,PC,24h,NR,,7014264,Completed,First,24h,,,,,,,
464,16638,,PC,24h,NR,,11618980,Completed,First,24h,,,,,,,
465,16638,,PlayStation 3,24h,NR,,11649123,Completed,First,24h,,,,,,,
466,16638,Ifrit30,PC,24h,80%,,993186,Completed,First,24h,,"October 21, 2014",,,,,
467,16638,Mixmaster333,PC,24h,90%,,984004,Completed,First,24h,,,,,,,
468,16638,Omegason,PC,24h,90%,,5420018,Completed,First,24h,,"December 04, 2014",,,,,
469,16638,Zokas,PC,24h,80%,,2158295,Completed Retired,First,24h,,"January 24, 2015",,,,,
470,16638,abhid2sik,PC,24h,NR,,9302617,Completed,First,24h,,"April 22, 2018",,,,,
471,16638,bizarrosparks,PC,24h,NR,,3313376,Completed,First,24h,,"August 09, 2016",,,,,
472,16638,doxs74,PC,24h,NR,,7243830,Completed,First,24h,,"October 13, 2018",,,,,
473,16638,hamc17,PC,24h,NR,,10928095,Completed,First,24h,,"February 02, 2020",,,,,
474,16638,mastercriminal,Xbox One,24h,80%,,7666758,Completed,First,24h,,"December 08, 2018",,,,,
475,16638,Reqruiz,PC,24h 10m,100%,,5015941,Completed,First,24h 10m,,,,,,,
476,16638,,PC,24h 13m,NR,,1731074,Completed,First,24h 13m 45s,,,,,,,
477,16638,LEGOslayer,PlayStation 4,24h 30m,90%,,974754,Completed,First,24h 30m,,"December 11, 2014",,,,,
478,16638,VaskiTheAngel14,PlayStation 4,24h 36m,50%,,5534458,Completed,First,24h 36m,,"June 10, 2018",,,,,
479,16638,JJ112,PC,24h 52m,NR,,7871630,Completed,First,24h 52m 23s,28h,"February 14, 2018",,35h,,,
480,16638,,PC,25h,NR,,2842479,Completed,First,25h,,,,,,,
481,16638,,PC,25h,NR,,3699625,Completed,First,25h,,,,,,,
482,16638,CarbyPls,PC,25h,NR,,2344406,Completed,First,25h,,,,,,,
483,16638,Cl0udy,PC,25h,100%,,4122015,Completed,First,25h,,"June 05, 2017",,49h 09m,,,
484,16638,Jeike,PlayStation 3,25h,80%,,2459582,Completed,First,25h,,"January 22, 2015",,,,,
485,16638,Manolero1,PlayStation 4,25h,80%,,1967783,Completed,First,25h,33h,"October 16, 2015",,,,,
486,16638,Mapa17,Nintendo Switch,25h,70%,,11327424,Completed,First,25h,,"April 02, 2020",,,,,
487,16638,blindly,PC,25h,90%,,2265625,Completed,First,25h,,"January 09, 2019",,,,,
488,16638,davidmaggs,PlayStation 4,25h,NR,,8322999,Completed,First,25h,,"February 21, 2019",,,,,
489,16638,enzymme,PC,25h,100%,,4205402,Completed,First,25h,,"March 11, 2017",,,,,
490,16638,rocksteady44,PC,25h,NR,Playthrough on Hard Mode,1280705,Completed,First,25h,,"April 05, 2015",,,,,
491,16638,sakujou87,PlayStation 4,25h,80%,,3563301,Completed,First,25h,,"October 29, 2016",,,,,
492,16638,xDarkProdigy,PC,25h,NR,,3505111,Completed,First,25h,,"February 05, 2017",,,,,
493,16638,frozenfoxy,PC,25h 02m,NR,,1317894,Completed,First,25h 02m 58s,,"January 15, 2015",,,,,
494,16638,MrBungle5,PlayStation 4,25h 09m,90%,,3974420,Completed,First,25h 09m,,"February 24, 2017",,,,,
495,16638,,PC,25h 10m,NR,,2750542,Completed,First,25h 10m,,,,,,,
496,16638,Private,PC,25h 13m,90%,,4379069,Completed,First,25h 13m,,,,,,,
497,16638,,PC,26h,NR,,999275,Completed,First,26h,,,,,,,
498,16638,,PC,26h,NR,,8198671,Completed,First,26h,,,,,,,
499,16638,Pillendreher,PC,26h,80%,,1492744,Completed,First,26h,,"July 17, 2015",,,,,
500,16638,eduardogr1984,PC,26h,100%,,3352766,Completed,First,26h,29h,"August 20, 2016",,,,,
501,16638,joni83,PC,26h,NR,,1148800,Backlog Completed,First,26h,,,,,,,
502,16638,mattyy1hp,Linux,26h,90%,,2566786,Completed,First,26h,,"January 07, 2016",,,,,
503,16638,thedarkfighter413,Linux,26h,NR,,5748989,Completed,First,26h,,"January 30, 2018",,,,,
504,16638,flyhigh72,Linux,26h 11m,NR,,8294523,Completed,First,26h 11m 19s,,"October 31, 2017",,49h 31m,,,
505,16638,Kondorr,PC,26h 12m,100%,,1034021,Completed,First,26h 12m,,"December 24, 2014",,,,,
506,16638,RickyButler,PC,26h 20m,90%,,1055974,Completed,First,26h 20m,,"December 11, 2014",,,,,
507,16638,Thomas805,Xbox One,26h 26m,100%,"Hard Difficulty, spent a lot of time exploring and died more often then I want to admit.",11203963,Completed,First,26h 26m,,"March 22, 2020",,,,,
508,16638,,Xbox One,27h,NR,,4378565,Completed,First,27h,,,,,,,
509,16638,87Keyed,PC,27h,NR,,1701064,Completed,First,27h,,"August 24, 2015",,,,,
510,16638,dto1138,PlayStation 3,27h,NR,,2711907,Completed,First,27h,,"March 10, 2016",,,,,
511,16638,patrickMelo,PC,27h 48m,NR,,8580399,Completed,First,27h 48m,,"January 05, 2019",,,,,
512,16638,,PC,27h 50m,NR,,1048736,Completed,First,27h 50m,,,,,,,
513,16638,,PC,28h,NR,,2374046,Completed,First,28h,,,,,,,
514,16638,,PC,28h,NR,,11760098,Completed,First,28h,,,,,,,
515,16638,GreyGore,PC,28h,NR,,2797868,Completed,First,28h,,,,48h,,,
516,16638,bharangi,PC,28h,NR,,6043849,Completed,First,28h,,"July 20, 2015",,,,,
517,16638,Ramez,PC,29h,NR,,5198299,Completed,First,29h,,,,,,,
518,16638,Private,PC,29h,NR,,8443730,Completed,First,29h,,"March 10, 2019",,,,,
519,16638,geomegatest,PC,29h,NR,,11884650,Completed,First,29h,,"June 01, 2020",,,,,
520,16638,,PC,30h,NR,,7904993,Completed,First,30h,,,,,,,
521,16638,CarlosACJR,PlayStation 4,30h,NR,,9437084,Completed,Replay,30h,,,,,,,
522,16638,MyChaos,PC,30h,70%,,7808217,Completed,First,30h,,,,,,,
523,16638,trogdor69,Xbox One,30h,NR,,8314172,Completed,First,30h,,"May 25, 2019",,,,,
524,16638,vinla,PC,30h,NR,,3753836,Completed,First,30h,,,,,,,
525,16638,Private,Nintendo Switch,30h 05m,NR,,11125235,Completed,First,30h 05m,,"March 08, 2020",,,,,
526,16638,CaptainPurpleBeans,Xbox One,30h 07m,90%,,4277010,Completed,First,30h 07m,,"August 26, 2016",,,,,
527,16638,BluewolfCA,PC,30h 18m,NR,,2403578,Completed,First,30h 18m,,,,,,,
528,16638,,PC,30h 20m,NR,,9098672,Completed,First,30h 20m,,,,,,,
529,16638,,PlayStation 4,30h 28m,NR,,4825011,Completed,First,30h 28m,,,,,,,
530,16638,duftin,PC,31h,NR,,6821523,Completed,First,31h,,"August 20, 2018",,,,,
531,16638,gutter2d,Xbox One,31h 17m,70%,,8473467,Completed,First,31h 17m,,"June 02, 2019",,,,,
532,16638,,PC,31h 22m,NR,,987702,Completed,First,31h 22m 05s,,,,,,,
533,16638,CarlosACJR,PC,32h,NR,,9437070,Completed,First,32h,,,,,,,
534,16638,lliuttuk,PC,33h,100%,,5691844,Completed,First,33h,,"November 23, 2017",,,,,
535,16638,haron2005,PlayStation 4,33h 19m,100%,,968299,Completed,First,33h 19m 44s,,"October 08, 2014",,,,,
536,16638,BojanNS87,PC,11h,NR,,10756559,Completed,First,,11h,"May 05, 2019",,,,,
537,16638,bruchuck,PC,11h 47m,NR,,1799631,Completed,First,,11h 47m,"July 15, 2018",,,,,
538,16638,adrian4370,PlayStation 4,12h,NR,,2584968,Replay Completed,Replay,10h,12h,,,,,,
