,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Retired Notes,Co-Op
254,34716,Private,PC,73h,100%,,7055379,Completed,First,"September 16, 2018",,73h,,,,,
255,34716,domanskyi,PC,73h,100%,,7941454,Completed,First,"January 04, 2019",,73h,,,,,
256,34716,Jefferado,PC,74h,90%,,9349735,Completed,First,"August 11, 2019",,74h,,,,,
257,34716,,Nintendo Switch,75h,NR,,11115071,Completed,First,,,75h,,,,,
258,34716,FuraBucho66,PlayStation 4,75h,100%,,11892444,Completed,First,"June 02, 2020",,75h,140h,,,,
259,34716,Teknon,PC,75h,NR,Completed Community Center and did some sidequests,9260889,Completed,First,,,75h,,,,,
260,34716,bent93,PC,75h,100%,,6147691,Completed,First,"January 02, 2019",,75h,,,,,
261,34716,Private,PC,75h,NR,"To the start of year three, after completing the Community Center bundles and being visited by grandpa's ghost",3504795,Completed,First,,,75h,,,,,
262,34716,kartacha,PC,75h 06m,NR,,8724956,Completed,Replay,"April 23, 2019",,75h 06m,,,,,
263,34716,Dracoshi,PC,76h,NR,,3042267,Completed,First,"June 02, 2016",,76h,,,,,
264,34716,LopperUK,PC,76h,80%,"Beat most main quests, all candles lit, married, kid, millionaire, maxed out all skills, completed community center, etc",5945265,Completed,First,"March 07, 2018",,76h,,,,,
265,34716,Logophiliac,PC,76h 05m,NR,"2 full years. Total earnings: 1,612,995 g. 28/40 Steam achievements. Grandpa's proud.",3088217,Completed,First,"June 14, 2016",,76h 05m,,,,,
266,34716,Colossus816,PlayStation 4,76h 51m,NR,"Community center fully developed, all fish caught, all skills level 10, all items shipped, most of museum collection",6543960,Completed,First,"July 01, 2018",,76h 51m,,,,,
267,34716,ensingm2,PC,76h 54m,NR,,3921116,Playing Completed,First,,,76h 54m,,,76h 54m /,,
268,34716,ImVui_,PC,77h,NR,,8345106,Completed,First,"August 24, 2018",,77h,,,,,
269,34716,Uk0nVasara,PC,77h 42m,90%,,11765999,Completed,First,"March 23, 2019",,77h 42m,,,,,
270,34716,Private,PC,78h,NR,,10145536,Completed,First,"September 25, 2019",,78h,,,,,
271,34716,sugargorilla,Nintendo Switch,78h,100%,,6276313,Completed,First,"February 20, 2019",,78h,,,,,
272,34716,Private,PC,78h 30m,100%,,2879802,Completed,First,"April 07, 2016",,78h 30m,,,,,
273,34716,Raposo,PC,79h,100%,,6885991,Completed,First,,,79h,,,,,
274,34716,hello_world,PC,79h,80%,,5882058,Completed,First,"June 27, 2019",,79h,,,,,
275,34716,lesekcz,PC,79h,NR,,4826143,Completed,First,"July 11, 2017",,79h,,,,,
276,34716,,PC,80h,NR,,4108312,Completed,First,,,80h,,,,,
277,34716,,PC,80h,NR,,10423863,Completed,First,,50h,80h,200h,,,,
278,34716,,Nintendo Switch,80h,NR,,11877385,Completed,First,,,80h,,,,,
279,34716,ADIPY,Nintendo Switch,80h,NR,,10818232,Completed,First,,,80h,,,,,
280,34716,Bulb,Nintendo Switch,80h,NR,,8538130,Completed,Replay,,,80h,,,,,
281,34716,Dkmurphy,PC,80h,NR,,8441675,Completed,First,"March 10, 2019",,80h,,,,,
282,34716,Gongbanza,Nintendo Switch,80h,NR,,11594776,Completed,First,"April 28, 2020",,80h,,,,,
283,34716,Jonny,PC,80h,100%,,2777884,Completed,First,"March 14, 2016",,80h,,,,,
284,34716,NanoTox,PC,80h,90%,,5765369,Completed,First,"April 02, 2018",50h,80h,120h,,,,
285,34716,StarvingPoet,PC,80h,NR,"Played through spring year 3 - 4 candles lit, missing two recipes",4432697,Completed,First,"May 14, 2017",,80h,,,,,
286,34716,Stuffx,PC,80h,NR,,5430780,Completed,First,"April 25, 2016",,80h,,,,,
287,34716,TheMSN,Nintendo Switch,80h,80%,,5789343,Completed,First,"January 13, 2018",,80h,,,,,
288,34716,acrossoceans,Nintendo Switch,80h,NR,,10601992,Completed,First,"December 01, 2019",,80h,,,,,
289,34716,ingrey,PlayStation 4,80h,NR,,4746350,Completed,Replay,,55h,80h,110h,,,,
290,34716,leassel,PC,80h,NR,,8534700,Completed,First,"June 08, 2019",,80h,,,,,
291,34716,sootsprite,Nintendo Switch,80h,NR,,6241220,Completed,First,,,80h,,,,,
292,34716,Billob,PC,80h 12m,80%,community center,5544427,Completed,First,"February 13, 2018",62h,80h 12m 56s,,,,,
293,34716,tiny_twist,Nintendo Switch,80h 17m,NR,,9419723,Completed,First,"August 21, 2019",,80h 17m,,,,,
294,34716,xXDarkHolidayXx,PC,80h 17m,100%,,3445258,Completed,First,"September 04, 2016",,80h 17m,,,,,
295,34716,Bzorkyarm,PC,81h,NR,,4056009,Completed,First,"February 12, 2017",,81h,,,,,
296,34716,Loper,PC,81h,NR,,5500607,Completed,First,,,81h,,,,,
297,34716,chaiinchomp,PC,81h,100%,,4345565,Completed,First,,,81h,,,,,
298,34716,,PC,82h,NR,,3036020,Completed,First,,,82h,,,,,
299,34716,Callisto,PC,82h,90%,,3846908,Completed,First,"December 31, 2016",,82h,,,,,
300,34716,Pangin,PC,82h,80%,,6297670,Completed,First,"May 25, 2018",,82h,,,,,
301,34716,Private,PC,82h,NR,,5631767,Completed,First,"January 09, 2018",,82h,,,,,
302,34716,letsfail1,PC,82h,NR,,9034433,Completed,First,"September 19, 2018",,82h,,,,,
303,34716,Blissterrz,PC,82h 30m,NR,,11891504,Completed,First,"June 02, 2020",,82h 30m,,,,,
304,34716,cstebar,Nintendo Switch,82h 30m,NR,80 or more hours on switch profile,5407569,Custom List Completed,First,"December 26, 2017",,82h 30m,,,,,
305,34716,Binarypork2737,PC,83h 16m,100%,,2736083,Completed,First,"March 15, 2016",,83h 16m,,,,,
306,34716,Marcus54j,PC,84h,90%,,8696229,Completed,First,"June 26, 2019",,84h,,,,,
307,34716,hiroran,PC,84h,NR,,5465323,Completed,First,"December 14, 2017",,84h,,,,,
308,34716,Private,PC,84h 11m,NR,,5418611,Completed,First,"September 01, 2016",,84h 11m,,,,,
309,34716,Private,Nintendo Switch,84h 17m,NR,,12015283,Completed,First,"June 16, 2020",,84h 17m,,,,,
310,34716,Private,Xbox One,85h,NR,,10767204,Completed,First,December,50h,85h,,,,,
311,34716,Charli,PlayStation 4,85h,90%,,8546248,Completed,First,"July 27, 2018",,85h,,,,,
312,34716,Euleriano,Nintendo Switch,85h,NR,,5588801,Playing Completed,First,"January 05, 2018",55h,85h,,,,,
313,34716,catmuffin,PC,85h,NR,,8817640,Replay Completed,First,,,85h,,,,,
314,34716,fatvegeta,Nintendo Switch,85h,NR,,9407666,Completed,First,"April 08, 2019",,85h,,"Played this game for 85 hours and decided that Id done everything i cared to do in this game, but i let my roommate play it and she has 300 hours on it now and i havent seen my switch in weeks",,,
315,34716,Private,PC,85h,100%,,3548014,Completed,First,"December 30, 2016",,85h,,,,,
316,34716,namrog84,PC,86h,90%,"75% of achievements, got majority of things unlocked and completed",3681856,Completed,First,"November 10, 2016",,86h,,"I believe I did the majority of activities and beat/unlocked most everything. got all people to 100% friendship, didn't catch a few fish and ship a few items, only had 1 kid, chose community center.",,,
317,34716,tiler1053,Nintendo Switch,86h 22m,100%,,11930218,Completed,First,"May 16, 2020",56h 02m 37s,86h 22m 14s,,,,,
318,34716,ProfessorPhoenix,PC,86h 30m,NR,,11888756,Completed,First,"June 01, 2020",,86h 30m 27s,,,,,
319,34716,Halen5,PC,87h 35m,NR,,3641469,Completed,First,"May 17, 2019",,87h 35m,,,,,
320,34716,ShinzenATT,PC,87h 40m,NR,,7522859,Completed,First,,,87h 40m,,,,,
321,34716,MrBungle5,Nintendo Switch,87h 44m,100%,"completed community center, bought all buildings and animals, most upgrades and side quests",5236509,Completed,First,"November 19, 2017",,87h 44m,,,,,
322,34716,,PlayStation 4,87h 50m,NR,,5638415,Completed,First,,43h 20m 05s,87h 50m 23s,232h 54m,,,,
323,34716,Wildkry,PC,87h 59m,90%,,9244028,Completed,First,,,87h 59m,,,,,
324,34716,Gongbanza,Nintendo Switch,88h,NR,,11134498,Completed,First,"March 11, 2020",,88h,,,,,
325,34716,Banxer,Nintendo Switch,89h 25m,NR,,10297709,Completed,First,"October 24, 2019",,89h 25m,,,,,
326,34716,,PC,90h,NR,,3788124,Completed,First,,60h,90h,,,,,
327,34716,,PC,90h,NR,,4351096,Completed,First,,,90h,,,,,
328,34716,2multifish,Nintendo Switch,90h,NR,Statue of perfection and statue of fortune,8225157,Playing Completed,First,,,90h,,,115h /,,
329,34716,Cooby,Nintendo Switch,90h,80%,,11112609,Completed,First,"February 23, 2020",60h,90h,135h,,,,
330,34716,Private,Nintendo Switch,90h,NR,,10158728,Completed,First,"September 28, 2019",,90h,,,,,
331,34716,JamaicanBacon,PC,90h,100%,,6191837,Completed,First,2018,,90h,,,,,
332,34716,PJSOFT,Nintendo Switch,90h,80%,,7308713,Completed,First,,,90h,,,,,
333,34716,gdo22,Nintendo Switch,90h,NR,"Played to day 22 of winter, year 2.",7801379,Completed,First,,,90h,,,,,
334,34716,inkwitty,PC,90h,70%,,6049671,Completed,First,"June 13, 2018",,90h,,,,,
335,34716,itsmirre,Mac,90h,100%,"End of Year 2, with a 4 candle review from grandpa",5549399,Completed,First,"December 23, 2017",,90h,,,,,
336,34716,xenophile27,Nintendo Switch,90h,NR,,5859660,Completed,First,"February 15, 2018",,90h,,,,,
337,34716,Donmandingo,Nintendo Switch,90h 05m,NR,,6768136,Completed,First,"September 20, 2018",50h,90h 05m,,,,,
338,34716,Private,PC,91h,NR,,3529894,Completed,First,"October 27, 2016",,91h,,,,,
339,34716,Private,PC,92h,NR,,9421108,Completed,First,"May 18, 2017",,92h,,,,,
340,34716,blackrose86,PC,92h 25m,90%,,3265926,Completed,First,"June 28, 2016",,92h 25m,,,,,
341,34716,Private,PlayStation 4,93h 42m,NR,,7828035,Playing Completed,First,,,93h 42m,,,,,
342,34716,,PC,94h,NR,,8399670,Completed,First,,,94h,,,,,
343,34716,sgames1,PlayStation 4,94h 28m,90%,,8645693,Completed,First,,,94h 28m,,,,,
344,34716,Specter1981,PC,95h,NR,,6129944,Completed,First,"April 13, 2018",,95h,,,,,
345,34716,treyres,Nintendo Switch,95h,100%,,8481170,Completed,First,"September 01, 2018",,95h,,,,,
346,34716,MrKK,Nintendo Switch,95h 02m,90%,"Fast alles erreicht (~98%) inkl. Frau, Kind, großes Haus, bestes Schwert, Casino. Ende in Jahr 3 / Herbst.",5370490,Completed,First,"December 21, 2017",,95h 02m,,,,,
347,34716,pixelator,PC,95h 04m,NR,,8861172,Completed,First,"May 20, 2019",,95h 04m,,,,,
348,34716,Normandy,PlayStation 4,97h 09m,NR,,8157389,Completed,First,"December 28, 2018",,97h 09m,,,,,
349,34716,,PC,97h 23m,NR,,8075208,Completed,First,,,97h 23m 14s,,,,,
350,34716,Lyndis,PC,97h 26m,NR,Completed the evaluation at the beginning of year 3.,6018535,Completed,First,"March 22, 2018",,97h 26m,,,,,
351,34716,enagurney,Mac,97h 31m,NR,"I have made grandfather proud, I have saved the community center from the evil developers. Now I may rest.",3825448,Completed,First,"April 27, 2017",,97h 31m,,,,,
352,34716,Private,PC,97h 32m,100%,,3122837,Completed,First,"July 20, 2016",,97h 32m,,,,,
353,34716,,PC,97h 33m,NR,,9140585,Completed,Replay,,63h 42m 04s,97h 33m 13s,,,,,
354,34716,Schwagle,PC,98h 54m,NR,,2858255,Completed,First,"April 15, 2016",,98h 54m,,,,,
355,34716,Gondimi,PC,98h 57m,NR,,7917558,Completed,First,"July 07, 2016",,98h 57m,,,,,
356,34716,kirstyalu,PC,99h,80%,,8181527,Completed,First,"February 01, 2019",,99h,,,,,
357,34716,,PC,100h,NR,,11593486,Completed,First,,50h,100h,170h,,,,
358,34716,AOVirtue,PC,100h,NR,,9263091,Completed,First,"July 25, 2019",70h,100h,119h,,,,
359,34716,DeepFrost,PlayStation 4,100h,NR,,8848409,Completed,First,"May 26, 2019",50h,100h,,,,,
360,34716,Subjugglator,PC,100h,100%,,11538787,Backlog Completed,First,"January 03, 2020",,100h,,,110h /,,
361,34716,Veldyboy,Nintendo Switch,100h,NR,,7396367,Completed,First,,,100h,,,,,
362,34716,aurorapercivalus,PC,100h,NR,,10492073,Completed,First,"November 26, 2019",60h,100h,,,,,
363,34716,kentoshin,PC,100h,100%,,11790902,Completed,First,January 2020,,100h,,,,,
364,34716,lvchessick,Nintendo Switch,100h,NR,,9246582,Completed,First,,60h,100h,200h,,,,
365,34716,,PC,101h,NR,"Went for all candles in Grandpa's Evaluation, but didn't find all fish/artifacts/etc.",6102398,Completed,First,,,101h,,,,,
366,34716,,PlayStation 4,102h 20m,NR,,5455451,Completed,First,,,102h 20m,,,,,
367,34716,WarCockatiel,PC,103h 11m,100%,,6982642,Completed,First,"September 05, 2018",,103h 11m,,,,,
368,34716,Private,Xbox One,104h,100%,,3790765,Completed,First,"September 15, 2018",,104h,,,,,
369,34716,Private,PC,104h 35m,NR,,5842108,Replay Completed,First,"August 26, 2017",,104h 35m,,,104h 35m /,,
370,34716,HouseGames,PC,105h,100%,(2 Years),4175617,Completed,First,,45h,105h,,,,,
371,34716,PBNightmare,PC,105h,100%,,6750270,Completed,First,"September 16, 2018",,105h,,,,,
372,34716,soiber,Nintendo Switch,105h 10m,NR,,5445283,Playing Completed,First,"December 09, 2017",,105h 10m,,,,,
373,34716,Private,PC,108h,100%,,2898465,Completed,First,"April 22, 2016",,108h,,,,,
374,34716,bsinky,PC,109h,NR,,7100712,Completed,First,"June 26, 2018",,109h,,,,,
375,34716,Beghilos,PC,110h,90%,,6840066,Completed,First,"June 03, 2018",,110h,,,,,
376,34716,LadyCringealot,PC,110h,70%,37/40 Achievements,6333070,Completed,First,"July 22, 2019",,110h,,,,,
377,34716,bscale,Nintendo Switch,110h,90%,,11400502,Completed,First,"April 10, 2020",,110h,,,,,
378,34716,pavlov,PC,110h,NR,,10322361,Completed,First,"October 29, 2019",,110h,,Man this game is incredible. Totally sucked me in as the in-game days flew by. I just bought it on switch as well to play multiplayer with my girlfriend. Plan to always have it as part of my rotation as it's just so relaxing and there are so many things to do,,,
379,34716,Private,Mac,110h,100%,100% In Game Achievements,10763752,Playing Completed,First,"November 29, 2019",,110h,,,230h /,,
380,34716,,PC,112h,NR,Main Story + Max Hearts on all characters and spouse,5474737,Completed,First,,,112h,,,,,
381,34716,evandro_m_,Nintendo Switch,112h,NR,,10801606,Completed,First,"June 26, 2019",,112h,,,,,
382,34716,,PC,114h,NR,,3433109,Completed,First,,,114h,,,,,
383,34716,The_Chase_of_Spades,PC,114h,100%,Max Grandpa Candles + CC + Max Relationships + All Quests + All Skills Max + All Wallet + Max House + Legendary Fish,10383997,Completed,First,"November 08, 2019",,114h,,,,,114h
384,34716,geometry23,PC,114h,NR,not quite at 10mil for achievement but otherwise mostly complete,11544166,Completed,First,"April 24, 2020",,114h,,,,,
385,34716,Klizar,Nintendo Switch,115h,NR,,11726279,Completed,First,"July 10, 2019",,115h,,,,,
386,34716,SixZeroSeven,PC,115h,NR,,9197192,Completed,First,"July 21, 2019",,115h,,,,,
387,34716,marigold,Nintendo Switch,115h,NR,,10514590,Completed,First,,,115h,,,,,
388,34716,TRAPCAT,PC,116h,100%,,10988440,Replay Completed,Replay,2019,,116h,,,116h /,,
389,34716,Reido50,PC,118h,100%,,4595464,Completed,First,"July 10, 2016",,118h,,,,,
390,34716,IamRedBlue,PC,118h 19m,100%,,4806956,Completed,First,"March 25, 2018",,118h 19m,,,,,
391,34716,,Nintendo Switch,120h,NR,,10742624,Completed,First,,51h 25m,120h,275h,,,,
392,34716,,Nintendo Switch,120h,NR,All achievements and 100%,11613816,Completed,First,,70h,120h,135h,,,,
393,34716,Renatman,Xbox One,120h,NR,,6929686,Playing Completed,First,"August 27, 2018",80h,120h,152h 32m,,150h 32m /,,
394,34716,shinbun,PC,121h 54m,100%,,6487939,Replay Completed,Replay,"July 14, 2018",,121h 54m,,,121h 54m /,,
395,34716,Private,PC,123h 58m,100%,,10831207,Replay Completed,Replay,"December 23, 2019",,123h 58m,,,392h 41m /,,
396,34716,GoldenSlowbro,PC,125h,100%,,3508066,Completed,First,,,125h,,,,,
397,34716,sensatte,Nintendo Switch,128h,NR,,12011481,Completed,First,"February 16, 2018",,128h,,,,,
398,34716,,PC,130h,NR,,5992751,Completed,First,,,130h,,,,,
399,34716,Sarena6436,PC,132h,NR,,8774482,Completed,First,,,132h,,,,,
400,34716,adrizg,PC,132h,90%,,8581570,Completed,First,"April 06, 2019",,132h,,,,,
401,34716,CyberFox,PC,137h 51m,NR,,4444184,Completed,First,"August 12, 2017",,137h 51m,,,,,
402,34716,KazeKyabetsu,Xbox One,138h,90%,,11606186,Completed,First,"March 18, 2017",,138h,,,,,
403,34716,,PC,140h,NR,,5622400,Completed,Replay,,59h 32m,140h,,,,,
404,34716,Leizar666999,Nintendo Switch,140h,90%,,6986588,Completed,First,"September 06, 2018",,140h,,,,,
405,34716,Nyard,PC,140h,100%,"Finished packages, maxed all attributes, got best house, full family - but not 100% achievments",3951896,Completed,First,"January 21, 2017",,140h,,,,,
406,34716,,PC,141h,NR,,5562247,Completed,First,,,141h,,,,,
407,34716,GameCrazyDaisy1,PlayStation 4,145h,NR,,5672438,Completed,First,"February 10, 2018",,145h,,,,,
408,34716,,PlayStation 4,150h,NR,,11535661,Completed,First,,60h,150h,,,,,
409,34716,Brujalosmares,PC,150h,NR,,10708237,Completed,First,,,150h,,,,,
410,34716,Spazzery,PC,150h,NR,,10626998,Completed,First,"May 01, 2019",,150h,,,,,
411,34716,TGM,PC,151h,NR,"1.4.5, All main in-game achievements (132 hours) + 1 hidden achievement (""Legend"")",11707483,Completed,First,"May 11, 2020",,151h,,,,,
412,34716,DiegoT720,Nintendo Switch,155h,90%,,11428943,Completed,First,"April 12, 2020",,155h,,,,,
413,34716,mattbewolf,PC,155h,100%,,9349313,Completed,First,"November 02, 2016",,155h,,,,,
414,34716,Private,Xbox One,155h 26m,90%,,5454536,Completed,First,"July 15, 2019",,155h 26m,,,,,
415,34716,Turtle0,PC,157h 36m,NR,,6784864,Completed,First,"August 07, 2018",,157h 36m,,,,,
416,34716,LlamaBoombama,PC,168h,100%,,8657033,Completed,Replay,,,168h,,,,,
417,34716,PKCoolness,PC,170h,NR,"Everything except cooking, full museum, and some achievements",8313641,Completed,Replay,"February 20, 2019",,170h,,,,,
418,34716,Elkhar,Nintendo Switch,175h,NR,,11700451,Completed,First,"October 10, 2019",,175h,,,,,
419,34716,heychrisfox,PC,175h,100%,,5838762,Completed,First,"September 27, 2017",,175h,,,,,
420,34716,Private,PC,197h 46m,100%,Went back and got achievements.,4065914,Completed,First,"December 26, 2017",,197h 46m,223h 58m,,,,
421,34716,Private,PC,200h,NR,,7626669,Completed,Replay,,,200h,,,,,
422,34716,Itzama,Mac,209h,NR,,4914694,Playing Completed,First,,,209h,,,209h /,,
423,34716,Weelum,Nintendo Switch,215h,90%,,11181546,Completed,First,,,215h,,,,,
424,34716,Private,PC,241h,NR,,4356098,Completed,First,,,241h,,,,,
425,34716,Private,PC,273h,NR,,9443122,Completed,Replay,2016,,273h,,,,,
426,34716,Legunner,Nintendo Switch,63h,100%,,7856525,Completed,First,"December 28, 2018",,,63h,,,,
427,34716,Private,PC,72h 37m,NR,,11141166,Replay Completed,First,"March 12, 2020",,,72h 37m,,72h 37m /,,
428,34716,cmiiller,iOS,80h,NR,,9162269,Completed Retired,First,,,,80h,,,,
429,34716,live4truths,PC,81h 30m,100%,,8476341,Completed,First,"March 16, 2019",,,81h 30m,,,,
430,34716,jlhoskin,Nintendo Switch,83h 33m,NR,,7801092,Completed,First,"June 26, 2018",,,83h 33m,,,,
431,34716,carsmiley,PC,84h,NR,Always played with 2 players,7000074,Completed,First,,,,84h,,,,
432,34716,,PlayStation Vita,89h 33m,NR,,6526905,Completed,First,,,,89h 33m,,,,
433,34716,Bocks89,PC,91h,NR,"Used mods, technically not 100% but whatever I invested 90+ hours",7287449,Completed,First,"July 06, 2018",,,91h,,,,
434,34716,the_shadow9899,PC,93h 19m,NR,"All Achievements, No Cheats",5412401,Completed,First,"August 30, 2016",,,93h 19m,,,,
435,34716,andrewnoe01,Nintendo Switch,96h 08m,70%,,6171556,Completed,First,"April 15, 2018",,,96h 08m,,,,
436,34716,Ikanacanyon,PC,99h,NR,"All sidequests done, completed town thing",7891789,Completed Retired,First,"June 30, 2016",,,99h,,,,
437,34716,EpochKid,PlayStation 4,100h,100%,,3899737,Completed,Replay,"March 26, 2017",,,100h,Platinum trophy. Married Sebastian.,,,
438,34716,Iiddell,PC,100h,NR,,10818132,Completed,First,"May 08, 2016",,,100h,,,,
439,34716,nsvalet,PC,102h,100%,,5673262,Completed,First,"January 16, 2018",,,102h,,,,
440,34716,Aqualeaf,Nintendo Switch,105h,NR,,11599812,Completed,First,,,,105h,,,,
441,34716,MouseWithBeer,Linux,105h,NR,Mostly done in multiplayer,7389201,Completed,First,"November 05, 2018",,,105h,,,,
442,34716,Talkoon,PC,108h,NR,,8899518,Completed,First,"March 23, 2016",,,108h,,,,
443,34716,Schwabbler,PlayStation 4,108h 01m,80%,Platinum Trophy. Got the Joja Mart trophy with a second save. Also played a couple hours on VITA to practice Prarie King,8179131,Completed,First,"September 07, 2019",,,108h 01m,,,,
444,34716,romoan,PC,108h 40m,80%,,11359962,Completed,First,"April 05, 2020",,,108h 40m,,,,
445,34716,ingrey,PlayStation 4,110h,NR,,4746350,Completed,Replay,,55h,80h,110h,,,,
446,34716,tip,Nintendo Switch,110h,70%,,10927708,Completed,First,2018,,,110h,,,,
447,34716,,PC,110h 10m,NR,,5774584,Completed,Replay,,,,110h 10m,,,,
448,34716,,PlayStation 4,110h 42m,NR,Platinum trophy.,3898776,Completed,First,,,,110h 42m,,,,
449,34716,Radvvan,PC,112h,NR,100% steam achievements,8958612,Completed,First,"June 14, 2019",,,112h,,,,
450,34716,AOVirtue,PC,119h,NR,,9263091,Completed,First,"July 25, 2019",70h,100h,119h,,,,
451,34716,,PC,120h,NR,,10432393,Completed,Replay,,,,120h,,,,
452,34716,Lizak3,PC,120h,90%,,3278104,Completed,First,"June 06, 2016",,,120h,,,,
453,34716,NanoTox,PC,120h,90%,,5765369,Completed,First,"April 02, 2018",50h,80h,120h,,,,
454,34716,UhhColby,PC,120h,NR,All Achievements for Steam,6257719,Replay Completed,First,"May 03, 2017",,,120h,,127h 39m /,,
455,34716,Ygid,Nintendo Switch,120h,100%,,11918971,Completed,First,"November 06, 2017",,,120h,,,,
456,34716,Miserix,PC,121h 39m,80%,,9517076,Completed,First,"September 02, 2019",,,121h 39m,,,,
457,34716,triforce_hero,PC,121h 39m,90%,,3628009,Completed,First,"November 14, 2016",,,121h 39m,,,,
458,34716,Private,PC,124h 53m,100%,,11735739,Replay Completed,Replay,"May 14, 2020",,,124h 53m,,124h 53m /,,
459,34716,,Nintendo Switch,125h,NR,,7895047,Completed,Replay,,,,125h,,,,
460,34716,MacDeath,PC,126h,100%,,7133711,Completed,First,"June 13, 2018",,,126h,,,,
461,34716,Purpletown,PC,126h,NR,,7889900,Completed,First,,,,126h,,,,
462,34716,SirKristoph,PC,129h,80%,,4110530,Completed,First,,,,129h,,,,
463,34716,metalbeifong,PC,129h 08m,NR,,6479710,Completed,First,,,,129h 08m,,,,
464,34716,Private,Nintendo Switch,130h,NR,,10227507,Completed,Replay,,,,130h,,,,
465,34716,Porkchop118,Xbox One,130h,NR,,7737964,Completed,First,"December 14, 2018",60h,,130h,,,,
466,34716,Private,PC,130h,80%,,9524998,Playing Completed,First,"September 04, 2019",,,130h,,,,
467,34716,,Nintendo Switch,135h,NR,All achievements and 100%,11613816,Completed,First,,70h,120h,135h,,,,
468,34716,Cooby,Nintendo Switch,135h,80%,,11112609,Completed,First,"February 23, 2020",60h,90h,135h,,,,
469,34716,Private,PC,136h,100%,"Didn't beat the arcade mini game, everything else 100%.",5930931,Completed,Replay,"July 08, 2018",,,136h,,,,
470,34716,,PC,139h,NR,100% Steam Achievements + basically everything you can do,10670102,Completed,First,,,,139h,,,,
471,34716,Private,PC,139h 18m,100%,,11947507,Completed,First,"June 10, 2020",,,139h 18m,"Relaxing, Amazing",,,
472,34716,Private,PC,139h 44m,NR,,9699120,Completed,First,"September 22, 2019",,,139h 44m,,,,
473,34716,FuraBucho66,PlayStation 4,140h,100%,,11892444,Completed,First,"June 02, 2020",,75h,140h,,,,
474,34716,Private,PC,140h,NR,,4303556,Completed,First,,,,140h 15s,,,,
475,34716,SkyTheMagicGuy,PC,143h,NR,All achievements,7399562,Completed,First,"September 19, 2019",,,143h,,,,
476,34716,Blanny,PC,144h 10m,100%,,10534567,Completed,First,2017,,,144h 10m,,,,
477,34716,BladeTwinSwords,PC,146h 22m,90%,,9560725,Completed,First,"September 08, 2019",,,146h 22m,,,,
478,34716,SeraphimBey,PC,150h,NR,,6015332,Completed,First,"March 21, 2018",,,150h,,,,
479,34716,fk1999,PC,150h,NR,,6860627,Completed,First,"August 17, 2018",,,150h,,,,
480,34716,Renatman,Xbox One,152h 32m,NR,,6929686,Playing Completed,First,"August 27, 2018",80h,120h,152h 32m,,150h 32m /,,
481,34716,luchiesp,Nintendo Switch,152h 34m,90%,,10358545,Completed,First,"February 03, 2020",,,152h 34m,,,,
482,34716,Terevil77,PC,155h,NR,No go Prairie King,10763070,Completed,Replay,"January 06, 2020",,,155h,,,,
483,34716,Grozovoj,PC,157h,100%,,5932227,Completed,Replay,"February 27, 2018",,,157h,,,,
484,34716,GruuLV,PC,157h 20m,NR,,8727467,Completed,First,,,,157h 20m,,,,
485,34716,,PC,157h 23m,NR,,11876919,Completed,First,,,,157h 23m,,,,
486,34716,PringCan,PC,160h,NR,,10507711,Completed,First,"February 22, 2017",,,160h,,,,
487,34716,,PlayStation 4,165h,NR,,8549411,Completed,First,,,,165h,,,,
488,34716,,PC,170h,NR,,11593486,Completed,First,,50h,100h,170h,,,,
489,34716,Zergplex,Nintendo Switch,173h 21m,100%,,10524646,Completed,First,"June 03, 2019",,,173h 21m,"Start Date: 3/16/2019, JP version",,,
490,34716,pedelias,Nintendo Switch,173h 49m,100%,,6180354,Playing Completed,First,,,,173h 49m,,173h 49m /,,
491,34716,,PC,174h,NR,,5095032,Completed,First,,,,174h,,,,
492,34716,laconic,PC,177h,100%,,8586575,Completed,First,,,,177h,,,,
493,34716,,PlayStation 4,180h,NR,100%,7967890,Completed,First,,,,180h,,,,
494,34716,,PC,180h,NR,,11371572,Completed,First,,40h,60h,180h,,,,
495,34716,Betzebu3,PlayStation 4,180h,NR,,11491037,Completed,First,"April 19, 2020",,,180h,,,,
496,34716,TriKi,PC,180h,90%,,10679429,Completed,Replay,,,,180h,,,,
497,34716,Private,PC,197h,100%,,8387592,Completed,First,,,,197h,,,,
498,34716,,PC,200h,NR,,10423863,Completed,First,,50h,80h,200h,,,,
499,34716,crowdd0012,PlayStation 4,200h,100%,,11187168,Completed,First,,,,200h,,,,
500,34716,lvchessick,Nintendo Switch,200h,NR,,9246582,Completed,First,,60h,100h,200h,,,,
501,34716,Everythingcanadian57,PC,203h 07m,90%,I had to add mods so I could finish the Journey to the Prairie King. Sorry,8933381,Completed Retired,First,"May 10, 2019",,,203h 07m 12s,To get all the achievements is really hard.,,,
502,34716,SeeS,PC,212h,NR,,11766514,Completed,First,"May 17, 2020",,,212h,,,,212h
503,34716,Private,PC,223h 58m,100%,Went back and got achievements.,4065914,Completed,First,"December 26, 2017",,197h 46m,223h 58m,,,,
504,34716,,PlayStation 4,232h 54m,NR,,5638415,Completed,First,,43h 20m 05s,87h 50m 23s,232h 54m,,,,
505,34716,NeilS1995,PC,233h,NR,,3955960,Completed,First,"April 17, 2017",,,233h,,,,
