,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Progress,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Completionist,Speedrun,100% Speedrun
245,6725,raegazel,PlayStation 3,38h,80%,,3078898,Completed,,First,"April 12, 2014",38h,,,,,
246,6725,soulxstlr,Wii,38h,80%,,6011188,Completed,,First,,38h,,,,,
247,6725,systemshock,PlayStation 4,38h,NR,,9124933,Completed,,First,"June 29, 2019",38h,,,,,
248,6725,borisignatievich,Wii,38h 07m,80%,,742441,Completed,,First,"July 21, 2014",38h 07m 19s,,"Accidentally overwrote my save file while in the ark, so would need to do about 20 hours of story to get to do all sidequests. BAlls to that",,,
249,6725,sroche,Wii,38h 10m,70%,,883693,Replay Completed,38h 10m 39s /,First,"January 18, 2015",38h 10m 39s,,,,,
250,6725,RasereiHojo,PlayStation 3,38h 16m,100%,,372221,Completed,,First,"January 03, 2013",38h 16m 52s,,,62h 15m 37s,,
251,6725,DigestedSilver,Wii,38h 47m,NR,,8751761,Completed,,First,"March 31, 2009",38h 47m,,,,,
252,6725,Nogitec,PlayStation 4,38h 50m,80%,,10671682,Completed,,First,,38h 50m,,54% Trophy,,,
253,6725,,PlayStation 2,39h,NR,,2300921,Completed,,First,,39h,,,,,
254,6725,,PlayStation 3,39h,NR,,3362093,Completed,,First,,39h,,,,,
255,6725,KerfMerf,Wii,39h,80%,,163188,Completed,,First,"May 05, 2010",39h,,,,,
256,6725,MrMonkie,PlayStation 3,39h,NR,,2841652,Completed,,First,"April 09, 2016",39h,,,,,
257,6725,Pkhoward2008,Nintendo Switch,39h,100%,,5877073,Completed,,First,,39h,,,,,
258,6725,Helios,PlayStation 3,39h 11m,100%,,1754533,Completed,,First,"January 19, 2016",39h 11m 51s,,,,,
259,6725,,Wii,39h 15m,NR,,289583,Completed,,First,,39h 15m,,,,,
260,6725,danteusz,PlayStation 3,39h 20m,NR,,1423302,Completed,,First,"February 04, 2016",39h 20m,,,,,
261,6725,Watermarlon,Wii,39h 25m,80%,,4338741,Completed,,First,"April 20, 2017",39h 25m 39s,,,,,
262,6725,,Wii,39h 45m,NR,,902115,Completed,,First,,39h 45m,,,,,
263,6725,Sniffie_J,PlayStation 4,39h 45m,NR,,9052693,Completed,,First,"June 29, 2019",39h 45m 26s,,,,,
264,6725,kobayashi93,PlayStation 3,39h 50m,60%,,547902,Completed,,First,"April 09, 2016",39h 50m,,,,,
265,6725,Koshino,PlayStation 2,39h 59m,100%,,26043,Completed,,First,,39h 59m 56s,,,,,
266,6725,,PlayStation 4,40h,NR,,7147245,Completed,,First,,40h,,,,,
267,6725,,PC,40h,NR,,11903701,Completed,,First,,40h,50h,,55h,,
268,6725,88Titan88,PlayStation 2,40h,NR,,234722,Completed,,First,,40h,,,,,
269,6725,Hentai_Goddess,PlayStation 3,40h,90%,,5534367,Replay Completed,,Replay,,40h,,,60h,,
270,6725,HijackedCat,PlayStation 2,40h,90%,,2727772,Completed,,First,"April 02, 2013",40h,,,,,
271,6725,Nim,PlayStation 2,40h,NR,,6514021,Completed,,First,"July 03, 2018",40h,,,,,
272,6725,SatyricalObject,PlayStation 2,40h,NR,,6074473,Completed,,First,,40h,,,,,
273,6725,TotalHenshin,PlayStation 2,40h,NR,,95858,Completed,,First,,40h,,,,,
274,6725,falcon92,PlayStation 2,40h,90%,,4986750,Completed,,First,,40h,,,,,
275,6725,flaxman85,PlayStation 2,40h,NR,,452814,Completed,,First,"October 21, 2013",40h,,,,,
276,6725,lackofselfcontrol,PlayStation 2,40h,NR,,195538,Completed,,First,2007,40h,,,,,
277,6725,mysticdoug,Nintendo Switch,40h,60%,,8503997,Completed,,First,"August 17, 2019",40h,,,,,
278,6725,shanesw,PlayStation 2,40h,100%,,480182,Completed,,First,,40h,,,,,
279,6725,soulxstlr,PlayStation 3,40h,90%,,5998113,Completed,,First,,40h,,,,,
280,6725,winroque,PlayStation 2,40h,NR,,5484310,Completed,,Replay,,40h,50h,,,,
281,6725,,PlayStation 2,40h 20m,NR,,2534953,Completed,,First,,40h 20m,,,,,
282,6725,sirithre,PlayStation 2,40h 45m,NR,,1422998,Completed,,First,"November 05, 2014",40h 45m 20s,,,,,
283,6725,,PlayStation 3,40h 48m,NR,,289599,Completed,,Replay,,40h 48m 07s,,,,,
284,6725,tabootay,PlayStation 3,41h,100%,,946020,Replay Completed,41h /,Replay,2014,41h,,,,,
285,6725,,PlayStation 2,41h 30m,NR,"Streamed, and thus was distracted most of the time.",1013557,Completed,,First,,41h 30m,,,,,
286,6725,maker3,PlayStation 3,41h 31m,NR,,8525307,Completed,,First,"March 26, 2019",41h 31m,,,,,
287,6725,,PlayStation 2,41h 43m,NR,,646279,Completed,,First,,41h 43m 08s,52h 23m 34s,,73h 56m 01s,,
288,6725,slickochet,PlayStation 2,41h 47m,NR,,4450,Completed,,First,"March 23, 2011",41h 47m 17s,,,,,
289,6725,,,42h,NR,,289578,Completed,,First,,42h,,,,,
290,6725,Cooby,Wii,42h,80%,,7085467,Completed,,First,"September 19, 2018",42h,45h,"0 deaths / 1004 enemies defeated / 7,953,624 yen / 439 demon fangs / 6646 praise earned",50h 45m 14s,,
291,6725,Mil3s,PlayStation 3,42h,100%,,5113539,Completed,,First,"September 21, 2016",42h,,,,,
292,6725,ryutenkaichi,PlayStation 2,42h,NR,,25996,Completed,,First,,42h,,,,,
293,6725,,,42h 37m,NR,,289577,Completed,,First,,42h 37m,,,,,
294,6725,Xwolfpaladin,Wii,43h,100%,,3833328,Completed,,First,2010,43h,,,,,
295,6725,niemibryce,Nintendo Switch,43h 20m,80%,,10919602,Completed,,First,"January 31, 2020",43h 20m,,,,,
296,6725,,,44h,NR,,289579,Completed,,First,,44h,,,,,
297,6725,tabootay,PlayStation 2,44h,100%,,946019,Completed,,First,2009,44h,,,,,
298,6725,,PlayStation 3,45h,NR,,929073,Completed,,First,,45h,,,,,
299,6725,GTisSmoking,PlayStation 3,45h,NR,,5025129,Completed,,First,"August 06, 2017",45h,,,,,
300,6725,Haoie,PlayStation 2,45h,90%,,94851,Completed,,First,,45h,,,,,
301,6725,WhiteyWind,PlayStation 2,45h,NR,"Confused, looking around, didn't know english so much so most of the time I was lost...",7086063,Completed,,First,,45h,,,,,
302,6725,alebeat,PlayStation 4,45h,80%,,11777911,Completed,,First,"April 05, 2020",45h,,,,,
303,6725,daftmue,,45h,NR,,435200,Replay Completed,,First,,45h,,,,,
304,6725,,PC,46h 30m,NR,,6061431,Completed,,First,,46h 30m,47h,,52h 34m,,
305,6725,hhbamle,Nintendo Switch,48h 21m,NR,,12043497,Completed,,First,"June 20, 2020",48h 21m 40s,,,,,
306,6725,torchrandall,PlayStation 3,49h,NR,,11869974,Completed,,First,"May 30, 2020",49h,,,,,
307,6725,ZEMO,PlayStation 2,49h 08m,NR,,3189477,Completed,,First,,49h 08m 29s,,,,,
308,6725,,Wii,50h,NR,,2142798,Completed,,First,,50h,65h,,100h,,
309,6725,,Wii,50h,NR,,5274693,Completed,,First,,50h,60h,,70h,,
310,6725,Chichenino4,PlayStation 3,50h,NR,,7212997,Completed,,First,,50h,,,,,
311,6725,JipiMan,PlayStation 2,50h,100%,,1827662,Completed,,First,2008,50h,,,,,
312,6725,LMUC,Wii,50h,NR,,11216814,Completed,,First,"March 22, 2020",50h,80h,,,,
313,6725,VatikanKlopper,PlayStation 3,50h,100%,,3891639,Completed,,First,,50h,,,,,
314,6725,coreyoosty,PlayStation 2,50h,NR,,16123,Completed,,First,"August 12, 2007",50h,,,,,
315,6725,heepy,PlayStation 2,50h,80%,,596496,Completed,,First,"February 14, 2014",50h,,,,,
316,6725,liarkitsune,PlayStation 4,50h,NR,,7021849,Completed,,First,,50h,,,,,
317,6725,zurc_amos,Wii,50h,NR,,397429,Completed,,First,"September 01, 2013",50h,,,,,
318,6725,Klasha,PlayStation 2,50h 05m,90%,,387122,Completed,,First,"November 23, 2012",50h 05m,,,,,
319,6725,,PC,50h 10m,NR,,5840384,Completed,,First,,50h 10m 27s,,,,,
320,6725,,Xbox One,51h,NR,,6814261,Completed,,First,,51h,,,,,
321,6725,rodolink,PlayStation 2,51h 13m,NR,,4206881,Completed,,First,"March 19, 2017",51h 13m 29s,,Maybe less time since I left the game on pause often,,,
322,6725,,Wii,51h 22m,NR,,1193239,Completed,,First,,51h 22m 27s,,,,,
323,6725,spellsling,PlayStation 3,52h,NR,,1246168,Completed,,First,December 2014,52h,,,,,
324,6725,niqu,PlayStation 2,53h,NR,,4250176,Completed,,First,,53h,,,,,
325,6725,iFlyon,PlayStation 2,54h,NR,,825691,Completed,,First,,54h,,,,,
326,6725,Le_Mental,PlayStation 4,55h,80%,,5732072,Completed,,First,"January 26, 2018",55h,,,,,
327,6725,RunningMan,PlayStation 2,55h,NR,,139980,Completed,,First,"June 29, 2012",55h,,,,,
328,6725,Framaaw_,PlayStation 3,57h,NR,,4476045,Completed,,First,"January 09, 2014",57h,,,,,
329,6725,Private,PlayStation 4,59h 01m,100%,,5773388,Completed,,First,"August 15, 2018",59h 01m 33s,,,,,
330,6725,GedgelovesNintendo,Wii,60h,100%,,975400,Completed,,First,"April 16, 2011",60h,,,100h,,
331,6725,ARTURO,PlayStation 2,60h 50m,90%,,472841,Completed,,First,"January 10, 2013",60h 50m 22s,,,,,
332,6725,Mellori,PC,18h 14m,NR,"Some extras, ending complete.",10670618,Replay Completed,18h 14m 14s /,First,"February 29, 2020",14h 39m,18h 14m,,,,
333,6725,Raningast,PC,23h 25m,NR,,6384493,Completed,,Replay,"January 06, 2018",,23h 25m 10s,,,,
334,6725,WonderBop,Nintendo Switch,24h 10m,80%,,8997887,Completed,,First,"June 19, 2019",,24h 10m,"Had the pause menu on for a good chunk of time. Did some side quests, but I don't think those took more than an hour or two.",,,
335,6725,sialeoung,PlayStation 3,24h 40m,NR,,1285858,Completed,,Replay,"March 01, 2015",,24h 40m 40s,"For Extras, I completed... maybe about 1/4 of it. And about 70 stray beads or so. Overall a rushed casual run",,,
336,6725,Lecta,PC,24h 48m,NR,,7842265,Completed Retired,,First,"February 13, 2019",,24h 48m,,,,
337,6725,Private,Wii,24h 55m,20%,,1801234,Completed,,First,"September 15, 2012",14h 50m,24h 55m,,,,
338,6725,GoldenSpaceman,Nintendo Switch,24h 58m,90%,"Collected over 70% of stray beads, all secret brush techniques and had all weapons with each powered up.",10275399,Replay Completed,24h 58m 57s /,Replay,"October 27, 2019",,24h 58m 57s,,,,
339,6725,schwa,Nintendo Switch,25h,NR,,9194882,Completed,,First,"July 20, 2019",,25h,,,,
340,6725,davidsuh12,Nintendo Switch,25h 12m,NR,,10828002,Completed,,First,"January 17, 2020",,25h 12m,,,,
341,6725,TommyBigNose,Xbox One,25h 15m,NR,,6015460,Completed,,First,"March 20, 2018",,25h 15m,,,,
342,6725,laurenhiya21,Nintendo Switch,26h 23m,80%,"Mostly focued on the main story, but also went out of the way to do some things (like demon gates and feeding animals)",854923,Completed,,First,"April 06, 2019",,26h 23m 26s,,,,
343,6725,MasterFluffy,Wii,26h 59m,NR,,3384238,Completed,,First,"September 02, 2016",,26h 59m 05s,,,,
344,6725,SpongeBlob,PlayStation 4,27h,NR,,12047596,Completed,,First,"June 20, 2020",,27h,,,,
345,6725,WhiteyWind,Nintendo Switch,27h,NR,"Got most of the beads, and did most of the sidequests.",7090131,Completed,,Replay,,,27h,,,,
346,6725,CelticLion17,PlayStation 3,27h 21m,80%,,1389923,Completed,,First,"June 15, 2015",,27h 21m 23s,,,,
347,6725,minkaro,PlayStation 4,27h 34m,NR,,10222127,Completed,,First,"December 16, 2019",,27h 34m 18s,,,,
348,6725,Pepsiduck,PlayStation 2,27h 38m,NR,,112399,Completed,,First,"April 28, 2013",,27h 38m 04s,,,,
349,6725,,Nintendo Switch,27h 39m,NR,,8356524,Completed,,Replay,,,27h 39m 55s,,,,
350,6725,spawn_92,Nintendo Switch,27h 50m,NR,Some exploring et side quests,7377828,Completed,,First,"November 02, 2018",,27h 50m 14s,,,,
351,6725,Private,PC,27h 51m,NR,,8211470,Completed,,First,"February 13, 2019",,27h 51m 09s,,,,
352,6725,binjjo,Emulated,28h 10m,80%,,7153721,Completed,,First,"March 30, 2019",,28h 10m 06s,,,,
353,6725,,Nintendo Switch,28h 15m,NR,Main Story + some extra missions,10167308,Completed,,First,,,28h 15m,,,,
354,6725,,Nintendo Switch,28h 18m,NR,,8234579,Completed,,First,,,28h 18m 05s,,,,
355,6725,mikasaessukasa,PlayStation 2,29h,100%,,371613,Completed,,First,2006,,29h,,,,
356,6725,MrMista,PlayStation 2,29h 04m,NR,,1223255,Completed,,First,"March 03, 2015",,29h 04m,,,,
357,6725,MertE7,PC,29h 04m,NR,,11890766,Completed,,First,"June 02, 2020",,29h 04m 39s,,,,
358,6725,Llodg,Nintendo Switch,29h 18m,90%,,10233214,Completed,,First,"October 10, 2019",,29h 18m 55s,,,,
359,6725,Travanoid,PC,29h 29m,80%,,10852735,Completed,,First,"January 17, 2020",,29h 29m,,,,
360,6725,Private,PC,29h 44m,90%,,7649242,Completed,,First,"December 18, 2018",,29h 44m,,,,
361,6725,TheoKeane,PlayStation 2,29h 44m,100%,,122881,Completed,,First,"June 24, 2012",,29h 44m 22s,,,,
362,6725,BlueHeracross,PlayStation 2,29h 45m,NR,,3117739,Completed,,First,,,29h 45m,,,,
363,6725,,PlayStation 2,29h 51m,NR,Super fun game! All recorded live @ twitch.tv/atonementtv,289600,Completed,,First,,,29h 51m 18s,,,,
364,6725,LkV,Nintendo Switch,29h 57m,90%,HD Version for Switch. Some extra things done.,7535098,Completed,,First,"April 09, 2019",,29h 57m 19s,,,,
365,6725,Alex5101,Nintendo Switch,30h,90%,,7279789,Completed,,First,"December 26, 2018",,30h,,,,
366,6725,Kuruwin,PlayStation 3,30h,90%,,307691,Completed,,First,"April 26, 2013",,30h,,,,
367,6725,zim_ek,Nintendo Switch,30h,NR,,8140988,Completed,,First,"January 06, 2019",,30h,,,,
368,6725,,PlayStation 3,30h 01m,NR,,991685,Completed,,Replay,,,30h 01m,,,,
369,6725,,Nintendo Switch,30h 08m,NR,,7299729,Completed,,First,,,30h 08m 38s,,,,
370,6725,katiokun17,PlayStation 2,30h 37m,70%,,7557588,Completed,,First,"March 25, 2018",,30h 37m,,,,
371,6725,cillitbang4ever,PlayStation 4,30h 43m,90%,"0 Deaths, 36 days passed, 182 saves, 310 enemies defeated",7214027,Completed,,First,"October 08, 2018",,30h 43m 02s,,,,
372,6725,Panzuu_Maniac,PC,30h 45m,NR,,6569820,Completed,,First,"July 11, 2018",25h,30h 45m,,,,
373,6725,Private,PlayStation 2,30h 48m,80%,,541109,Completed,,First,"December 29, 2013",,30h 48m,,,,
374,6725,Private,PlayStation 3,30h 55m,90%,,1436449,Completed,,First,"December 28, 2015",,30h 55m 41s,,,,
375,6725,Shima,PC,31h,90%,,10182703,Completed,,First,"December 25, 2017",,31h,,,,
376,6725,KelsiLynStar,Nintendo Switch,31h 02m,NR,,11731392,Backlog Completed,,First,"May 17, 2020",,31h 02m 50s,,,,
377,6725,xXgibarx,Nintendo Switch,31h 11m,100%,,8962707,Completed,,First,"June 15, 2019",,31h 11m 28s,,,,
378,6725,Merclow,PlayStation 3,31h 14m,70%,,6795011,Completed,,First,"August 08, 2018",,31h 14m,,,,
379,6725,RyukoMatoi,Xbox One,31h 18m,90%,,10146647,Completed,,First,"September 14, 2018",28h 31m 08s,31h 18m 33s,,42h 36m 18s,,
380,6725,Lymsleia,PlayStation 2,31h 20m,NR,"blooming trees here, happy villagers there; nowhere near completion though",1823,Completed,,First,,,31h 20m,,,,
381,6725,Greyslash,PlayStation 2,31h 37m,100%,,883439,Completed,,First,"August 01, 2014",,31h 37m 38s,,,,
382,6725,LeGrosMartin,Nintendo Switch,31h 42m,NR,,6954865,Completed,,Replay,"September 01, 2018",,31h 42m,,,,
383,6725,Pointy,PlayStation 3,32h,NR,,1337480,Completed,,First,,,32h,,,,
384,6725,SplashFTW,Nintendo Switch,32h,90%,,11267575,Completed,,First,"October 26, 2018",,32h,,,,
385,6725,,PC,32h 36m,NR,,11335242,Completed,,First,,,32h 36m 06s,,,,
386,6725,roushimsx,PlayStation 2,32h 38m,NR,,42858,Completed,,First,,,32h 38m,,,,
387,6725,shockzz1234,PlayStation 4,32h 54m,80%,,9361274,Completed,,First,"November 26, 2018",,32h 54m,,,,
388,6725,TheAstropath,PC,32h 55m,NR,,7451883,Completed,,First,"February 10, 2018",,32h 55m,,,,
389,6725,remlop,PlayStation 3,33h,NR,,4553009,Completed,,First,"October 01, 2017",,33h,,,,
390,6725,,PlayStation 3,33h 03m,NR,,289594,Completed,,First,,,33h 03m,,,,
391,6725,,Wii,33h 11m,NR,,10811616,Completed,,First,,,33h 11m 02s,,,,
392,6725,t174516,Nintendo Switch,33h 19m,NR,,1063021,Completed,,First,"May 25, 2019",,33h 19m 19s,,,,
393,6725,ApeMan84,PlayStation 3,33h 20m,80%,,248413,Completed,,First,"April 01, 2013",,33h 20m,,,,
394,6725,Fivda,PlayStation 4,33h 20m,NR,,4533437,Completed,,First,"April 14, 2018",,33h 20m,,,,
395,6725,,Wii,33h 22m,NR,,289586,Completed,,First,,,33h 22m 22s,,,,
396,6725,,Nintendo Switch,33h 25m,NR,,11716696,Completed,,First,,,33h 25m,,,,
397,6725,Silyon,PlayStation 2,33h 30m,NR,,7012149,Completed,,First,,28h,33h 30m,,,,
398,6725,,PlayStation 2,33h 30m,NR,Best Game Ever[2],289582,Completed,,First,,,33h 30m 53s,,,,
399,6725,Whalehome,Nintendo Switch,33h 35m,NR,,8194952,Completed,,First,"February 03, 2019",,33h 35m 08s,,,,
400,6725,Colossus816,PlayStation 2,33h 35m,NR,25/30 Travel Guides found. 38/43 Fish caught. 28/36 Treasures found. 41/99 Stray beads recovered.,968019,Completed,,Replay,"October 07, 2014",,33h 35m 38s,Game completed with 0 deaths. 4343620 money gained. 4643 Praise earned. Cherry Bomb upgraded twice. Cut upgraded once. Galestorm and Inferno obtained. Many sidequests completed in Sei'an City.,,,
401,6725,mrcrimpbiscuit,PlayStation 4,33h 41m,90%,"most animals found, decent amount of treasures and fish. 4k praise.",5495018,Completed,,First,"December 21, 2017",,33h 41m 20s,,,,
402,6725,cstebar,Nintendo Switch,33h 46m,NR,,7857717,Completed,,First,"February 18, 2019",,33h 46m 42s,,,,
403,6725,calebjross,PlayStation 4,33h 49m,NR,,6178150,Completed,,First,"April 27, 2018",,33h 49m,,,,
404,6725,,Nintendo Switch,33h 54m,NR,,11969258,Completed,,First,,,33h 54m 27s,,,,
405,6725,Ceebsies,PlayStation 3,34h,NR,,965597,Playing Completed Retired,,First,"October 19, 2014",32h,34h,,54h,,
406,6725,Private,Nintendo Switch,34h,NR,,10429004,Completed,,First,"November 15, 2019",,34h,,,,
407,6725,dekenfrost,Nintendo Switch,34h,NR,,10864531,Completed,,First,"January 23, 2020",,34h,,,,
408,6725,,Nintendo Switch,34h,NR,,11639582,Completed,,First,,,34h 58s,,,,
409,6725,Rus_Kulyasov,PC,34h 08m,NR,,10921067,Completed,,First,,,34h 08m,,,,
410,6725,Nizondo,Nintendo Switch,34h 10m,90%,,8556964,Completed,,First,"April 02, 2019",,34h 10m 54s,,,,
411,6725,Sirrodhan,Nintendo Switch,34h 20m,90%,,7528971,Completed,,First,"August 29, 2019",,34h 20m 11s,,,,
412,6725,,PlayStation 4,34h 33m,NR,,5692357,Completed,,Replay,,,34h 33m,,,,
413,6725,mr_grimm,Nintendo Switch,34h 35m,NR,,8331281,Completed,,Replay,"February 22, 2019",,34h 35m 30s,,,,
414,6725,tfse,Nintendo Switch,34h 37m,NR,,10718873,Completed,,Replay,,,34h 37m 10s,,,,
415,6725,Private,Nintendo Switch,34h 40m,80%,,6418435,Completed,,First,"November 12, 2018",,34h 40m 45s,,,,
416,6725,kentkun,Wii,34h 45m,90%,,2183517,Completed,,First,"January 23, 2016",,34h 45m 30s,,,,
417,6725,Darthaegis,PC,34h 50m,70%,,9099480,Completed,,First,"July 07, 2019",,34h 50m,,,,
418,6725,,PlayStation 3,35h,NR,,4911785,Completed,,Replay,,25h,35h,,,,
419,6725,AdrenalinePon3,PlayStation 3,35h,100%,,541268,Replay Completed,,Replay,"December 30, 2013",28h,35h,"My favourite game of all time. Amazing art direction, great characters and a fantastic world. Wish Hideki Kamiya could take the series back from Capcom.",42h,7h,
420,6725,Firedavid,Wii,35h,90%,,7385990,Completed,,First,"November 04, 2018",,35h,,,,
421,6725,Leginis,Nintendo Switch,35h,100%,,11035067,Completed,,First,"April 19, 2020",,35h,,,,
422,6725,Private,Nintendo Switch,35h,NR,,8626726,Completed,,First,"January 29, 2019",,35h,,,,
423,6725,NinaNami2014,PlayStation 4,35h,90%,,9704642,Completed,,Replay,"March 24, 2018",,35h,,,,
424,6725,Turkeydipking,Nintendo Switch,35h,NR,,8401590,Completed,,First,,,35h,,,,
425,6725,crowdd0012,PlayStation 4,35h,100%,,11122773,Completed,,First,,,35h,,,,
426,6725,prinsesquintess,Nintendo Switch,35h,NR,,7245163,Completed,,First,"September 29, 2018",,35h,,,,
427,6725,Kardock,Wii,35h 03m,NR,,10418465,Completed,,First,"November 12, 2019",,35h 03m 56s,,,,
428,6725,CrimsonAurora,PC,35h 04m,NR,,11171391,Completed,,First,"May 06, 2020",,35h 04m 29s,,,,
429,6725,,Wii,35h 14m,NR,,488787,Completed,,First,,,35h 14m,,,,
430,6725,Fokko,PC,35h 42m,90%,,11051633,Completed,,First,"April 20, 2020",,35h 42m 57s,,,,
431,6725,styx971,PlayStation 4,35h 52m,80%,,11046384,Completed,,First,"February 24, 2020",,35h 52m 11s,,,,
432,6725,trioxylon,PC,35h 52m,NR,Started doing only the main story after the third act started.,8582641,Completed,,First,"April 07, 2019",,35h 52m 43s,,,,
433,6725,sagesfootball20,Nintendo Switch,35h 55m,NR,,6749681,Completed,,First,"August 16, 2018",,35h 55m 56s,,,,
434,6725,,PC,36h,NR,,5735342,Completed,,First,,,36h,,,,
435,6725,,PC,36h,NR,,6132215,Completed,,Replay,,,36h,,,,
436,6725,Private,PlayStation 2,36h,NR,,9219412,Completed,,First,"July 24, 2009",,36h,,,,
437,6725,nilknarf45,PlayStation 4,36h,NR,,10884503,Completed,,First,"October 26, 2019",,36h,,,,
438,6725,Chaotix97,PlayStation 4,36h 11m,80%,,11653010,Completed,,First,"May 04, 2020",,36h 11m 17s,,,,
439,6725,Tigress,PlayStation 4,36h 13m,90%,,5841400,Completed,,First,"May 21, 2018",,36h 13m 46s,,,,
440,6725,alejandrofreundt,PlayStation 3,36h 25m,NR,,5268657,Completed,,First,"November 04, 2017",,36h 25m,,,,
441,6725,HosannaExcelsis,PlayStation 2,36h 28m,80%,,902,Completed,,First,,,36h 28m,,,,
442,6725,Boxich,PlayStation 2,36h 48m,90%,,213375,Completed,,First,"December 26, 2012",,36h 48m 08s,,,,
443,6725,andileft,PlayStation 4,36h 49m,NR,,11685537,Completed,,First,"May 09, 2020",,36h 49m 07s,,,,
444,6725,Private,PlayStation 4,36h 53m,NR,,6329620,Completed,,First,"May 31, 2018",,36h 53m,,,,
445,6725,,PC,37h,NR,,10628087,Completed,,First,,,37h,,,,
446,6725,Kromat83,PlayStation 2,37h,100%,,170949,Completed,,First,"December 11, 2012",,37h,"Finally beat the last boss, and now I can move onto something else :D
An amazing game, for the story and especially the art style.",,,
447,6725,burebo,Nintendo Switch,37h,NR,,10864765,Completed,,First,"January 23, 2020",,37h,,,,
448,6725,hfmr,Nintendo Switch,37h,NR,,11402556,Completed,,First,"April 10, 2020",27h,37h,,52h,,
449,6725,yedo,PlayStation 2,37h,80%,,219420,Backlog Completed,,First,"January 03, 2010",,37h,,,,
450,6725,Sillen2000,PlayStation 4,37h 20m,NR,,6321703,Completed,,First,"May 29, 2018",,37h 20m 16s,,,,
451,6725,rohitunni,Nintendo Switch,37h 24m,80%,,10996056,Completed,,First,"March 13, 2020",,37h 24m 20s,,,,
452,6725,Volte83,PlayStation 2,37h 30m,NR,,245736,Completed,,First,"March 10, 2013",,37h 30m,,,,
453,6725,DOUGLAS,Wii,37h 32m,80%,,483452,Completed,,First,"November 25, 2013",,37h 32m,,,,
454,6725,volrath50,PlayStation 3,37h 40m,100%,"Spent time, collected a bunch of stuff. One of the greatest games ever.",732990,Completed,,First,"May 19, 2014",,37h 40m,,,,
455,6725,kasilogameplay,PC,37h 43m,90%,"Got almost everything, missed a couple of stray beads, and sun fragments",6158255,Completed,,First,"April 27, 2019",,37h 43m 46s,,,,
456,6725,OmniEnforcer,PlayStation 3,38h,NR,,568201,Backlog Completed,,First,"January 27, 2014",,38h,,,,
457,6725,delphorax,PC,38h,NR,100% Stray Beads,8487638,Playing Replay Completed,,Replay,"March 19, 2019",,38h,,,,
458,6725,Setsights,Nintendo Switch,38h 14m,NR,,6803134,Completed,,First,"May 28, 2019",,38h 14m,,,,
459,6725,Jach,PC,38h 17m,NR,,9565225,Completed,,First,"September 08, 2019",,38h 17m 26s,,,,
460,6725,Arceusrox,Wii,38h 25m,NR,,5196340,Completed,,First,"August 24, 2018",,38h 25m,,,,
461,6725,ecylisis,PlayStation 2,38h 32m,90%,Main story + all weapons + most sidequests/stray beads/animals,4586730,Completed,,First,,,38h 32m 23s,,,,
462,6725,,Wii,38h 49m,NR,,1118263,Completed,,First,,,38h 49m 07s,,,,
463,6725,Lyndis,Wii,38h 55m,NR,,1873,Completed,,First,,,38h 55m,,,,
464,6725,Afrodisiac,PC,39h,NR,,10811471,Completed,,First,"January 17, 2018",,39h,,,,
465,6725,AnalogDrift,PlayStation 3,39h,NR,,6639025,Completed,,First,"July 21, 2018",,39h,,,,
466,6725,stepanmosh,PC,39h,NR,,6598057,Completed,,First,,,39h,,,,
467,6725,Kyogre101,Nintendo Switch,39h 10m,100%,,7174013,Completed,,First,"October 03, 2018",,39h 10m 49s,,,,
468,6725,nixx1338,PlayStation 3,39h 15m,NR,,219842,Completed,,First,"January 26, 2013",,39h 15m,,,,
469,6725,F1ix,PC,39h 19m,NR,,11371895,Completed,,First,"April 07, 2020",,39h 19m 22s,,,,
470,6725,Nijunana,PlayStation 3,39h 39m,NR,,521408,Completed,,Replay,2013,,39h 39m 13s,,,,
471,6725,,,40h,NR,,289567,Completed,,First,,,40h,,,,
472,6725,,Wii,40h,NR,,2770723,Completed,,First,,34h 20m 12s,40h,,,,
473,6725,,PlayStation 4,40h,NR,,5670203,Completed,,First,,,40h,,,,
474,6725,,PC,40h,NR,,11555473,Completed,,First,,34h,40h,,51h,,
475,6725,Akatsuki200,PlayStation 4,40h,NR,,8500613,Custom List Completed,,First,"May 30, 2018",,40h,,,,
476,6725,ClarkDV,PlayStation 3,40h,NR,,7519160,Completed,,First,"November 24, 2018",,40h,,,,
477,6725,Darknyan,Wii,40h,NR,,1131954,Playing Replay Completed,10h /,Replay,,30h,40h,,60h,,
478,6725,GPDom,PlayStation 4,40h,NR,,6537353,Completed,,First,,,40h,,,,
479,6725,Pixel,PlayStation 2,40h,90%,,87162,Completed,,First,"October 11, 2012",,40h,,,,
480,6725,R4Zi3L,PlayStation 3,40h,90%,72% Trophy,2850821,Completed,,First,"April 13, 2016",,40h,,,,
481,6725,Scrymer,PC,40h,90%,,8974731,Completed,,First,"June 10, 2018",,40h,,,,
482,6725,Sora9112,PlayStation 2,40h,90%,,755502,Completed,,First,,,40h,,,,
483,6725,Viboras,Wii,40h,80%,,5559372,Completed,,First,2012,,40h,,,,
484,6725,Woomyoshi,Nintendo Switch,40h,NR,,9688688,Completed,,First,"December 30, 2018",,40h,,,,
485,6725,ageha,PlayStation 2,40h,100%,,5100,Completed,,First,,,40h,,,,
