,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Completionist,Main+Extras,Speedrun,100% Speedrun,Progress,Personal Notes,Vs.,Co-Op
654,20077,,PlayStation 4,14h 18m,NR,,2974132,Completed,First,14h 18m 36s,,,,,,,,3h,
655,20077,edijr_,PlayStation 4,14h 19m,100%,,11785389,Completed,Replay,14h 19m,"May 16, 2020",,,,,,,,
656,20077,Private,PlayStation 4,14h 20m,NR,,5071753,Completed,First,14h 20m,"May 22, 2016",,,,,,,,
657,20077,Private,PlayStation 4,14h 21m,NR,,4570089,Completed,First,14h 21m,"June 14, 2017",,,,,,,,
658,20077,DevilDawg,PlayStation 4,14h 21m,100%,,8825098,Custom List 2 Completed,First,14h 21m,"March 20, 2020",,,,,,,,
659,20077,Elficzek,PlayStation 4,14h 21m,100%,,4222540,Completed,First,14h 21m,"March 23, 2017",,,,,,,,
660,20077,xellokz,PlayStation 4,14h 21m,NR,,5430005,Completed,First,14h 21m,,,,,,,,,
661,20077,,PlayStation 4,14h 21m,NR,,7917403,Completed,First,14h 21m 05s,,,,,,,,,
662,20077,Soloid,PlayStation 4,14h 21m,70%,,6427509,Completed,First,14h 21m 11s,"October 22, 2018",,,,,,,,
663,20077,,PlayStation 4,14h 21m,NR,,4223746,Completed,First,14h 21m 28s,,,,,,,,,
664,20077,,PlayStation 4,14h 22m,NR,,2973457,Completed,First,14h 22m,,,,,,,,,
665,20077,,PlayStation 4,14h 22m,NR,,3819472,Completed,First,14h 22m,,,,,,,,,
666,20077,mbagely,PlayStation 4,14h 22m,NR,,3006608,Completed,First,14h 22m,"June 26, 2016",,,,,,,,
667,20077,Ferrumoff,PlayStation 4,14h 22m,NR,,3022939,Completed,First,14h 22m 56s,"May 29, 2016",,,,,,,,
668,20077,AJ42,PlayStation 4,14h 23m,90%,,7635003,Completed,First,14h 23m,"October 17, 2016",,,,,,,,
669,20077,gilchrd,PlayStation 4,14h 23m,NR,,3071551,Completed,First,14h 23m,"July 10, 2016",,,,,,,,
670,20077,,PlayStation 4,14h 24m,NR,,2980839,Completed,First,14h 24m,,,,,,,,,
671,20077,Kuruwin,PlayStation 4,14h 24m,NR,,4089016,Completed,First,14h 24m 21s,"February 19, 2017",,,,,,,,
672,20077,slithersloth,PlayStation 4,14h 24m,NR,"Got some treasures, about half the notes and journal entries, did most optional conversations.",3039770,Playing Completed,First,14h 24m 54s,"May 31, 2016",,,,,,,,
673,20077,,PlayStation 4,14h 25m,NR,,11537091,Completed,First,14h 25m,,,,,,,,,
674,20077,marcialwar,PlayStation 4,14h 25m,NR,,6313341,Completed,First,14h 25m,2018,,,,,,,,
675,20077,,PlayStation 4,14h 25m,NR,Some treasures but didn't seek them out. About half the journal entries and most optional conversations,3033305,Completed,First,14h 25m 54s,,,,,,,,,
676,20077,SashaZ,PlayStation 4,14h 26m,NR,,11856218,Completed,First,14h 26m,"May 28, 2020",,,,,,,,
677,20077,Private,PlayStation 4,14h 26m,90%,,3057285,Completed,First,14h 26m,"June 05, 2016",,,,,,,,
678,20077,tgt,PlayStation 4,14h 26m,80%,,4818160,Completed,First,14h 26m 12s,"July 26, 2017",,,,,,,,
679,20077,,PlayStation 4,14h 27m,NR,,3129034,Completed,First,14h 27m,,,,,,,,,
680,20077,Private,PlayStation 4,14h 27m,NR,,3577190,Completed,First,14h 27m,"November 02, 2016",,,,,,,,
681,20077,,PlayStation 4,14h 27m,NR,,3057309,Completed,First,14h 27m 27s,,,,,,,,,
682,20077,,PlayStation 4,14h 27m,NR,,8329571,Completed,First,14h 27m 32s,,,,,,,,,
683,20077,,PlayStation 4,14h 27m,NR,,10711171,Completed,First,14h 27m 54s,,,,,,,,,
684,20077,PedAngle,PlayStation 4,14h 28m,60%,,4080596,Completed,First,14h 28m,"May 18, 2017",,,,,,,,
685,20077,trogdor3222,PlayStation 4,14h 28m,NR,,10762482,Completed,First,14h 28m 13s,"January 25, 2020",,,,,,,,
686,20077,VHSdinosaurGO,PlayStation 4,14h 28m,NR,,3137966,Completed,First,14h 28m 19s,"June 27, 2016",,,,,,,,
687,20077,Private,PlayStation 4,14h 28m,NR,,3682451,Completed,First,14h 28m 33s,"December 01, 2016",,,,,,,,
688,20077,janther,PlayStation 4,14h 28m,90%,,2977869,Completed,First,14h 28m 57s,"May 15, 2016",,,,,,,,
689,20077,,PlayStation 4,14h 29m,NR,,11417820,Completed,First,14h 29m 14s,,,,,,,,,
690,20077,Forceh91,PlayStation 4,14h 29m,NR,,8592352,Completed,First,14h 29m 53s,"April 17, 2019",,,,,,,,
691,20077,,PlayStation 4,14h 30m,NR,,2990529,Completed,First,14h 30m,,,,,,,,,
692,20077,,PlayStation 4,14h 30m,NR,,3375975,Completed,First,14h 30m,,,,,,,,,
693,20077,,PlayStation 4,14h 30m,NR,,3437018,Completed,First,14h 30m,,,,,,,,,
694,20077,,PlayStation 4,14h 30m,NR,,3793709,Completed,First,14h 30m,,35h,,5h 13m,,,,,
695,20077,,PlayStation 4,14h 30m,NR,,3856426,Completed,First,14h 30m,,18h 46m,15h 30m,,,,,,
696,20077,,PlayStation 4,14h 30m,NR,,4592689,Completed,First,14h 30m,,,,,,,,,
697,20077,,PlayStation 4,14h 30m,NR,,7795520,Completed,First,14h 30m,,,,,,,,,
698,20077,,PlayStation 4,14h 30m,NR,,9682162,Completed,First,14h 30m,,,,,,,,,
699,20077,,PlayStation 4,14h 30m,NR,,11077935,Completed,First,14h 30m,,,,,,,,,
700,20077,,PlayStation 4,14h 30m,NR,,11952539,Completed,First,14h 30m,,,,,,,,,
701,20077,GTBAtom,PlayStation 4,14h 30m,NR,,6476314,Completed,First,14h 30m,"May 21, 2016",,,,,,,,
702,20077,Hansi,PlayStation 4,14h 30m,90%,,3975156,Completed,First,14h 30m,"January 27, 2017",,,,,,,,
703,20077,Jelikey,PlayStation 4,14h 30m,90%,,3644678,Completed,First,14h 30m,"November 20, 2016",,,,,,,,
704,20077,KingKapalone,PlayStation 4,14h 30m,NR,,2896345,Completed,First,14h 30m,"May 12, 2016",,,,,,,,
705,20077,Korean_Prophet,PlayStation 4,14h 30m,90%,,9661124,Completed,First,14h 30m,"May 17, 2016",,,,,,,,
706,20077,McCarthy1992,PlayStation 4,14h 30m,NR,,6477781,Completed,First,14h 30m,,,,,,,,,
707,20077,Prodige78,PlayStation 4,14h 30m,70%,,10728111,Completed,First,14h 30m,"January 01, 2020",,,,,,,,
708,20077,RealBig_Boss,PlayStation 4,14h 30m,90%,,9316965,Playing Completed,First,14h 30m,"August 01, 2018",,,,,14h /,,,
709,20077,Soulslayer434,PlayStation 4,14h 30m,80%,,2991035,Completed,First,14h 30m,"May 12, 2016",,,,,,"Awesome Game, longest Uncharted and I didnt even really explore playthrough 1",,
710,20077,aboodhrkat,PlayStation 4,14h 30m,NR,,2992076,Completed,First,14h 30m,"May 19, 2016",,,,,,,,
711,20077,calvalhalla,PlayStation 4,14h 30m,100%,,3070608,Completed,First,14h 30m,,,16h,,,,,,
712,20077,empire78,PlayStation 4,14h 30m,NR,,11567298,Replay Completed,Replay,14h 30m,"April 22, 2020",,,,,,,,
713,20077,farscry,PlayStation 4,14h 30m,NR,,5319354,Completed,First,14h 30m,"November 10, 2017",,,,,,,,
714,20077,kir1n,PlayStation 4,14h 30m,70%,,8074710,Completed,First,14h 30m,"January 24, 2019",,,,,,,,
715,20077,lordnorth18,PlayStation 4,14h 30m,NR,,3061502,Completed,First,14h 30m,"June 07, 2016",,,,,,,,
716,20077,naruto14,PlayStation 4,14h 30m,NR,,8890525,Completed,First,14h 30m,"June 02, 2018",,,,,,,,
717,20077,parley,PlayStation 4,14h 30m,80%,,3325588,Completed,First,14h 30m,"August 13, 2016",,,,,,,,
718,20077,richard713,PlayStation 4,14h 30m,NR,,11330167,Completed,First,14h 30m,"April 03, 2020",,,,,,,,
719,20077,tabootay,PlayStation 4,14h 30m,100%,,2970677,Completed,First,14h 30m,"May 14, 2016",,,,,,,,
720,20077,weekoldcoke,PlayStation 4,14h 30m,NR,,3063572,Completed,First,14h 30m,"June 06, 2016",,,,,,,,
721,20077,rockcandy,PlayStation 4,14h 30m,100%,Normal Difficulty,3281715,Completed,First,14h 30m 15s,,27h 10m 12s,24h 20m 14s,,8h 10m 12s,,,,
722,20077,Shirinda,PlayStation 4,14h 30m,NR,,4651966,Completed,First,14h 30m 23s,"July 15, 2017",,,,,,,,
723,20077,Chorophobe,PlayStation 4,14h 30m,100%,"Second playthrough on crushing, skipping cutscenes after playing through on hard.",11726540,Replay Completed,Replay,14h 30m 37s,"May 18, 2020",,21h 34m 58s,,,21h 34m 58s /,,,
724,20077,hally,PlayStation 4,14h 31m,80%,,6110674,Completed,First,14h 31m,"April 11, 2018",,,,,,,,
725,20077,mcanyigin,PlayStation 4,14h 31m,NR,,5508780,Completed,First,14h 31m,"December 24, 2017",,,,,,,,
726,20077,,PlayStation 4,14h 32m,NR,,2936677,Completed,First,14h 32m,,,,,,,,,
727,20077,TRusty,PlayStation 4,14h 32m,NR,,4572440,Completed,First,14h 32m,"June 15, 2017",,,,,,,,
728,20077,socke007,PlayStation 4,14h 32m,NR,,3591396,Completed,First,14h 32m,"November 23, 2016",,,,,,,,
729,20077,mmic91,PlayStation 4,14h 32m,NR,,4050758,Completed,First,14h 32m 09s,"February 11, 2017",,,,,,,,
730,20077,Kira_sonnenkind,PlayStation 4,14h 32m,NR,,6108462,Completed,First,14h 32m 56s,"April 11, 2018",,,,,,,,
731,20077,_Shadow_,PlayStation 4,14h 33m,NR,,3565543,Completed,First,14h 33m,"October 30, 2016",,,,,,,,
732,20077,santiagoqrg,PlayStation 4,14h 33m,90%,,3956711,Completed,First,14h 33m 31s,"April 18, 2017",,,,,,,,
733,20077,JohnFlichty,PlayStation 4,14h 33m,70%,,11849104,Completed,First,14h 33m 34s,"May 27, 2020",,,,,,,,
734,20077,katsukidd,PlayStation 4,14h 34m,90%,,8034578,Completed,First,14h 34m,"September 28, 2018",,,,,,,,
735,20077,gronkosh,PlayStation 4,14h 34m,100%,,11895418,Completed,First,14h 34m 22s,"June 09, 2020",,,,,,,,
736,20077,Chriskov,PlayStation 4,14h 35m,90%,,8050819,Completed,First,14h 35m,"February 27, 2019",,,,,,,,
737,20077,Cieszyn91,PlayStation 4,14h 35m,NR,,11246069,Completed,First,14h 35m,"March 25, 2020",,,,,,,,
738,20077,dfive,PlayStation 4,14h 35m,NR,,6195204,Completed,First,14h 35m,,,,,,,,,
739,20077,dh152,PlayStation 4,14h 35m,NR,,3021204,Completed,First,14h 35m 23s,"May 27, 2016",,,,,,,,
740,20077,,PlayStation 4,14h 35m,NR,,3233629,Completed,Replay,14h 35m 43s,,,,,,,,,
741,20077,,PlayStation 4,14h 36m,NR,,8037654,Completed,First,14h 36m,,,,,,,,,
742,20077,cuthbert23,PlayStation 4,14h 36m,NR,,3035470,Completed,First,14h 36m 21s,"May 31, 2016",25h,17h,,,,,,
743,20077,,PlayStation 4,14h 36m,NR,,5637673,Completed,First,14h 36m 26s,,,,,,,,,
744,20077,denisvojcak,PlayStation 4,14h 36m,90%,,9436429,Completed,First,14h 36m 35s,"August 23, 2019",,,,,,,,
745,20077,ZeldaOne,PlayStation 4,14h 36m,90%,,10655417,Completed,First,14h 36m 45s,"May 07, 2020",,,,,,,,
746,20077,Shadowguy108,PlayStation 4,14h 36m,NR,Normal,3002296,Completed,First,14h 36m 53s,"May 22, 2016",,,,,,,,
747,20077,ZetaKebab,PlayStation 4,14h 37m,90%,,4735279,Completed,First,14h 37m,,,,,,,,,
748,20077,jussiron,PlayStation 4,14h 37m,NR,,4248643,Completed,First,14h 37m,"June 06, 2017",,,,,,,,
749,20077,vireal,PlayStation 4,14h 37m,NR,,8915395,Completed,First,14h 37m,"May 30, 2017",,,,,,,,
750,20077,,PlayStation 4,14h 37m,NR,,9290503,Completed,First,14h 37m 10s,,,,,,,,,
751,20077,Batebox33,PlayStation 4,14h 37m,NR,,3871544,Completed,First,14h 37m 32s,"January 08, 2017",,,,,,,,
752,20077,JamesBombeelu,PlayStation 4,14h 37m,100%,,3000829,Completed,First,14h 37m 51s,"May 29, 2016",,,,,,,,
753,20077,Private,PlayStation 4,14h 38m,80%,,3025692,Completed,First,14h 38m,"May 29, 2016",,,,,,,,
754,20077,JustinBB7,PlayStation 4,14h 38m,NR,,7274071,Completed,First,14h 38m,"October 19, 2018",,,,,,,,
755,20077,JNations,PlayStation 4,14h 38m,100%,,3293199,Completed,First,14h 38m 23s,"August 05, 2016",,,,,,,,
756,20077,crescens22,PlayStation 4,14h 39m,70%,,11877387,Completed,First,14h 39m,"May 29, 2020",,,,,,,,
757,20077,PugSuperStar,PlayStation 4,14h 39m,NR,,3686311,Completed,First,14h 39m 39s,"November 27, 2016",,,,,,,,
758,20077,,PlayStation 4,14h 40m,NR,,3589923,Completed,First,14h 40m,,,,,,,,,
759,20077,Private,PlayStation 4,14h 40m,80%,Hard Difficulty,10568402,Completed,First,14h 40m,"May 11, 2016",,,,,,,,
760,20077,NervesofSteel,PlayStation 4,14h 40m,80%,,7969318,Completed,First,14h 40m,"January 07, 2019",,,,,,,,
761,20077,davidmaggs,PlayStation 4,14h 40m,NR,,5473306,Replay Completed,Replay,14h 40m,"December 12, 2017",,,,,14h 40m /,,,
762,20077,timswe,PlayStation 4,14h 40m,NR,,7434643,Completed,First,14h 40m 01s,"November 12, 2018",,,,,,,,
763,20077,JasIruka,PlayStation 4,14h 40m,70%,,8576450,Completed,First,14h 40m 31s,"June 05, 2016",,,,,,,,
764,20077,,PlayStation 4,14h 40m,NR,,3837804,Completed,First,14h 40m 58s,,,,,,,,,
765,20077,,PlayStation 4,14h 41m,NR,,8968799,Completed,First,14h 41m 58s,,,,,,,,,
766,20077,,PlayStation 4,14h 42m,NR,,3691071,Completed,First,14h 42m 31s,,,,,,,,,
767,20077,mightbreak,PlayStation 4,14h 44m,NR,,5102969,Completed,First,14h 44m,"September 18, 2017",,,,,,,,
768,20077,CogumaBlazer,PlayStation 4,14h 44m,NR,,11772767,Completed,First,14h 44m 50s,"May 18, 2020",,,,,,,,
769,20077,,PlayStation 4,14h 45m,NR,,6480829,Completed,First,14h 45m,,,,,,,,,
770,20077,,PlayStation 4,14h 45m,NR,,8436553,Completed,First,14h 45m,,,,,,,,,
771,20077,Batch,PlayStation 4,14h 45m,NR,,3002373,Completed,First,14h 45m,"May 22, 2016",,,,,,,,
772,20077,Koosh,PlayStation 4,14h 45m,NR,,3113755,Completed,First,14h 45m,"June 10, 2016",,,,,,,,
773,20077,Kronikolizon,PlayStation 4,14h 45m,90%,,4652791,Completed,First,14h 45m,"September 20, 2017",,,,,,,,
774,20077,SorensenxD,PlayStation 4,14h 45m,NR,,9005371,Completed,Replay,14h 45m,"June 20, 2019",,,,,,,,
775,20077,Private,PlayStation 4,14h 45m,NR,,5531971,Completed,First,14h 45m,"December 27, 2017",,,,,,,,
776,20077,jramod,PlayStation 4,14h 45m,NR,,3075995,Completed,First,14h 45m,,,,,,,,,
777,20077,oidptg,PlayStation 4,14h 45m,NR,,3814445,Completed,First,14h 45m,"December 24, 2016",,,,,,,,
778,20077,tetsuya98,PlayStation 4,14h 45m,NR,,10426660,Completed,First,14h 45m,"October 01, 2018",,,,,,,,
779,20077,Private,PlayStation 4,14h 45m,NR,,2957255,Completed,First,14h 45m 02s,"May 15, 2016",,,,,,,,
780,20077,,PlayStation 4,14h 45m,NR,,4983744,Completed,First,14h 45m 22s,,,,,,,,,
781,20077,,PlayStation 4,14h 46m,NR,,4007083,Completed,First,14h 46m 05s,,,,,,,,,
782,20077,,PlayStation 4,14h 46m,NR,,11362077,Completed,First,14h 46m 08s,,,,,,,,,
783,20077,Black_Company,PlayStation 4,14h 47m,NR,,3043570,Completed,First,14h 47m 10s,,,,,,,,,
784,20077,,PlayStation 4,14h 47m,NR,,3773666,Completed,First,14h 47m 22s,,,,,,,,,
785,20077,jackhuaberbauer,PlayStation 4,14h 47m,NR,,4208615,Completed,First,14h 47m 44s,"March 29, 2017",,,,,,,,
786,20077,,PlayStation 4,14h 47m,NR,,2970461,Completed,First,14h 47m 47s,,,,,,,,,
787,20077,MrReebo,PlayStation 4,14h 48m,60%,,6566315,Completed,First,14h 48m,"May 10, 2019",,,,,,,,
788,20077,,PlayStation 4,14h 48m,NR,,9124298,Completed,First,14h 48m 22s,,,,,,,,,
789,20077,Mailon,PlayStation 4,14h 48m,90%,,8909959,Completed,First,14h 48m 39s,"June 08, 2019",,,,,,,,
790,20077,Private,PlayStation 4,14h 49m,NR,,7322968,Completed,First,14h 49m,"October 25, 2018",,,,,,,,
791,20077,unctakesthenet,PlayStation 4,14h 49m,80%,Only ended up with 3 treasures.,10866346,Completed,First,14h 49m,"May 05, 2018",,,,,,,,
792,20077,,PlayStation 4,14h 49m,NR,,3023246,Completed,First,14h 49m 09s,,,,,,,,,
793,20077,,PlayStation 4,14h 50m,NR,,3055048,Completed,First,14h 50m,,,,,,,,,
794,20077,,PlayStation 4,14h 50m,NR,,3914534,Completed,First,14h 50m,,,,,,,,,
795,20077,,PlayStation 4,14h 50m,NR,,5417540,Completed,First,14h 50m,,,,,,,,,
796,20077,Bigbellyburger,PlayStation 4,14h 50m,60%,,9469787,Completed,First,14h 50m,"December 03, 2019",,,,,,,,
797,20077,Wulfon,PlayStation 4,14h 50m,80%,"TIme at end credits. Normal difficulty. 25 treasures, 9 journals, 14 notes, 21 conversations found.",6179021,Completed,First,14h 50m,"April 27, 2018",,,,,,,,
798,20077,diskape,PlayStation 4,14h 50m,90%,,1743444,Completed,First,14h 50m,"June 25, 2016",,,,,,,,
799,20077,invi6ble,PlayStation 4,14h 50m,NR,,3055419,Completed,First,14h 50m,"July 11, 2016",,,,,,,,
800,20077,jimgeras324,PlayStation 4,14h 50m,NR,,7573816,Completed,First,14h 50m,"December 01, 2018",,,,,,,,
801,20077,passy,PlayStation 4,14h 50m,NR,,4287371,Completed,First,14h 50m,"April 08, 2017",,,,,,,,
802,20077,rixy,PlayStation 4,14h 50m,60%,,11462025,Completed,First,14h 50m,"April 09, 2020",,,,,,,,
803,20077,Private,PlayStation 4,14h 50m,100%,,3156538,Custom List 2 Completed,First,14h 50m,"July 01, 2016",,,,,,,,
804,20077,,PlayStation 4,14h 50m,NR,,3243232,Completed,First,14h 50m 21s,,,,,,,,,
805,20077,,PlayStation 4,14h 50m,NR,,3018654,Completed,First,14h 50m 31s,,,,,,,,,
806,20077,,PlayStation 4,14h 51m,NR,,4794699,Completed,First,14h 51m,,,,,,,,,
807,20077,Cezawy,PlayStation 4,14h 52m,NR,,8113012,Completed,First,14h 52m 47s,"January 23, 2019",,,,,,,,
808,20077,,PlayStation 4,14h 52m,NR,,3117728,Completed,First,14h 52m 48s,,,,,,,,,
809,20077,lord_gr,PlayStation 4,14h 52m,80%,,5947247,Custom List Completed,First,14h 52m 53s,"June 03, 2019",,,,,,,,
810,20077,,PlayStation 4,14h 53m,NR,,4248653,Completed,First,14h 53m,,,,,,,,,
811,20077,JubeiXL,PlayStation 4,14h 53m,100%,,3362790,Completed,First,14h 53m,"August 25, 2016",,17h,,,,,,
812,20077,Shelo,PlayStation 4,14h 53m,90%,,4081185,Completed,First,14h 53m,,,,,,,,,
813,20077,rab1985,PlayStation 4,14h 53m,NR,,4994807,Completed,First,14h 53m 21s,"September 01, 2017",,,,,,,,
814,20077,DIXIEKNORMOUS,PlayStation 4,14h 54m,100%,,4069098,Completed,First,14h 54m,"February 15, 2017",,,,,,,,
815,20077,purejOor,PlayStation 4,14h 54m,NR,,9298948,Completed,First,14h 54m 35s,,,,,,,,,
816,20077,,PlayStation 4,14h 54m,NR,,2988969,Completed,First,14h 54m 39s,,,,,,,,,
817,20077,,PlayStation 4,14h 55m,NR,,12016111,Completed,Replay,14h 55m,,,,,,,,,
818,20077,,PlayStation 4,14h 55m,NR,,3387550,Completed,First,14h 55m 14s,,,,,,,,,
819,20077,ramsys,PlayStation 4,14h 56m,100%,,4091522,Completed,First,14h 56m,"February 18, 2017",,,,,,,,
820,20077,vazquinhos,PlayStation 4,14h 56m,NR,,3032707,Completed,First,14h 56m 25s,,,,,,,,,
821,20077,Hadj1S,PlayStation 4,14h 56m,NR,,7949958,Completed,First,14h 56m 38s,"January 05, 2019",,,,,,,,
822,20077,,PlayStation 4,14h 57m,NR,,11419505,Completed,First,14h 57m 22s,,,,,,,,,
823,20077,,PlayStation 4,14h 58m,NR,,6048657,Completed,First,14h 58m,,,,,,,,,
824,20077,Gatoun,PlayStation 4,14h 58m,NR,,8256262,Completed,First,14h 58m,,,,,,,,,
825,20077,victhulhu,PlayStation 4,14h 58m,100%,,2978656,Completed,First,14h 58m,"May 13, 2016",36h 19m,22h 03m,4h 28m,,,,2h,
826,20077,,PlayStation 4,14h 58m,NR,,3836618,Completed,First,14h 58m 12s,,,,,,,,,
827,20077,Private,PlayStation 4,14h 58m,NR,,10475351,Completed,First,14h 58m 27s,"November 14, 2019",,,,,,,,
828,20077,,PlayStation 4,14h 59m,NR,Crushing difficulty,4179472,Completed,First,14h 59m 15s,,,,,,,,,
829,20077,,PlayStation 4,14h 59m,NR,,10651638,Completed,First,14h 59m 48s,,,,,,,,,
830,20077,Private,PlayStation 4,14h 59m,NR,,3510208,Completed,First,14h 59m 51s,"December 28, 2016",,,,,,,,
831,20077,,PlayStation 4,15h,NR,IGN,2937667,Completed,First,15h,,,,,,,,,
832,20077,,PlayStation 4,15h,NR,,2962836,Completed,First,15h,,,,,,,,,
833,20077,,PlayStation 4,15h,NR,,2974179,Completed,First,15h,,,,,,,,,
834,20077,,PlayStation 4,15h,NR,,2986969,Completed,First,15h,,25h 34m,18h 45m,,,,,,
835,20077,,PlayStation 4,15h,NR,,2986990,Completed,First,15h,,25h,,,,,,,
836,20077,,PlayStation 4,15h,NR,,3033368,Completed,First,15h,,28h 25m 01s,,,,,,,
837,20077,,PlayStation 4,15h,NR,,3344765,Completed,First,15h,,,,,,,,,
838,20077,,PlayStation 4,15h,NR,,3467976,Completed,First,15h,,,,,,,,,
839,20077,,PlayStation 4,15h,NR,,3520722,Completed,First,15h,,,,,,,,,
840,20077,,PlayStation 4,15h,NR,,3755283,Completed,First,15h,,,,,,,,,
841,20077,,PlayStation 4,15h,NR,,3942965,Completed,First,15h,,,,,,,,,
842,20077,,PlayStation 4,15h,NR,,4237583,Completed,First,15h,,,,,,,,,
843,20077,,PlayStation 4,15h,NR,,4239287,Completed,Replay,15h,,28h,17h,,,,,,
844,20077,,PlayStation 4,15h,NR,This was on hard difficulty and I have played all previous Uncharteds at least twice.,4402699,Completed,First,15h,,,,,,,,,
845,20077,,PlayStation 4,15h,NR,,4804984,Completed,First,15h,,20h,,,,,,,
846,20077,,PlayStation 4,15h,NR,,5001427,Completed,First,15h,,,,,,,,,
847,20077,,PlayStation 4,15h,NR,,5743710,Completed,First,15h,,,,,,,,,
848,20077,,PlayStation 4,15h,NR,,6011388,Completed,First,15h,,,,,,,,,
849,20077,,PlayStation 4,15h,NR,,6683289,Completed,First,15h,,,,,,,,,
850,20077,,PlayStation 4,15h,NR,,6724575,Completed,First,15h,,,,,,,,,
851,20077,,PlayStation 4,15h,NR,,6753809,Completed,Replay,15h,,30h,,4h 40m,,,,,
852,20077,,PlayStation 4,15h,NR,,11841499,Completed,First,15h,,,,,,,,,
853,20077,2theTardis,PlayStation 4,15h,NR,,6036976,Completed,First,15h,,,,,,,,,
854,20077,3pacalypse,PlayStation 4,15h,NR,,3073609,Completed,First,15h,"June 10, 2016",,,,,,,,
855,20077,500kevc,PlayStation 4,15h,80%,,7520440,Completed,First,15h,"February 05, 2017",,,,,,,,
856,20077,Agh1_00,PlayStation 4,15h,NR,,11763325,Backlog Completed,First,15h,"June 13, 2020",,,,,,,,
857,20077,Ajbungahhh,PlayStation 4,15h,NR,,4764451,Completed,First,15h,"November 29, 2016",,,,,,,,
858,20077,Albedokirra,PlayStation 4,15h,100%,,3810192,Completed,First,15h,"December 26, 2016",,,,,,,,
859,20077,Alex5101,PlayStation 4,15h,NR,,6719907,Completed,First,15h,,,,,,,,,
860,20077,AntBarlow,PlayStation 4,15h,NR,,3041532,Completed,First,15h,"May 30, 2016",,,,,,,,
861,20077,Bartezoo,PlayStation 4,15h,NR,,2980161,Completed,First,15h,"May 16, 2016",,,,,,,,
862,20077,BrutalStylez86,PlayStation 4,15h,NR,,5911351,Completed,First,15h,"April 20, 2017",,,,,,,,
863,20077,ChipsEss0r,PlayStation 4,15h,80%,,5709839,Completed,First,15h,"January 23, 2018",,17h,,,,,,
864,20077,Chorlo,PlayStation 4,15h,90%,,10778364,Completed,First,15h,"July 13, 2016",,,,,,,,
865,20077,Chrisbreckenridge,PlayStation 4,15h,NR,,7429818,Completed,First,15h,"December 31, 2018",,,,,,,,
866,20077,Civilwarfare101,PlayStation 4,15h,60%,,11319582,Replay Completed,Replay,15h,"April 12, 2020",,,,,,,,
867,20077,CommanderLindle,PlayStation 4,15h,NR,,7728772,Completed,First,15h,"December 12, 2018",,,,,,,,
868,20077,CorticusMaximus,PlayStation 4,15h,70%,,6571388,Completed,First,15h,2016,,,,,,,,
869,20077,Croner97,PlayStation 4,15h,NR,,11548667,Completed,First,15h,"September 10, 2018",,,,,,,,
870,20077,DexLucis,PlayStation 4,15h,NR,,3643172,Completed,First,15h,,,,,,,,,
871,20077,Private,PlayStation 4,15h,NR,,8879784,Completed,First,15h,"May 01, 2019",,,,,,,,
872,20077,Dumb_Woof,PlayStation 4,15h,80%,,11924073,Completed,First,15h,"June 06, 2020",,,,,,,,
873,20077,El_Santo_Vicioso,PlayStation 4,15h,NR,,3281330,Completed,First,15h,"August 02, 2016",,,,,,,,
874,20077,Emir96,PlayStation 4,15h,100%,,2966395,Completed,First,15h,"May 12, 2016",,,,,,,,
875,20077,Esmer,PlayStation 4,15h,NR,,8050727,Completed,First,15h,"January 17, 2019",,18h 30m,,,,Hard difficulty,,
876,20077,Evilist,PlayStation 4,15h,NR,,6278764,Completed,First,15h,"May 21, 2016",,,,,,,,
877,20077,Falchion17,PlayStation 4,15h,NR,,3507207,Completed,First,15h,"May 14, 2016",,,,,,,,
878,20077,GFrom,PlayStation 4,15h,100%,exactly 5000 shots fired,4360275,Completed,First,15h,"May 17, 2016",,,,,,,,
879,20077,Gallucci,PlayStation 4,15h,100%,,5906280,Completed,First,15h,"May 30, 2016",,19h,,,,,,
880,20077,Gamesearcher1,PlayStation 4,15h,80%,,10754086,Completed,First,15h,"December 25, 2019",,,,,,,,
881,20077,GeneDriver,PlayStation 4,15h,NR,,4949212,Completed,First,15h,,,,,,,,,
882,20077,Gman450,PlayStation 4,15h,100%,,10256745,Completed,First,15h,"October 16, 2019",,,,,,,,
883,20077,Hotpies,PlayStation 4,15h,100%,,9007860,Completed,First,15h,"September 04, 2016",,,,,,,,
884,20077,I_am_nobody,PlayStation 4,15h,NR,,5034523,Completed,First,15h,"July 07, 2016",,,,,,,,
885,20077,Igorth85,PlayStation 4,15h,NR,,3946901,Completed,First,15h,,,,,,,,,
886,20077,Jarble,PlayStation 4,15h,80%,,10577414,Completed,First,15h,"December 11, 2019",,,,,,,,
887,20077,KamikotoGasai,PlayStation 4,15h,100%,,3514654,Completed,First,15h,"October 12, 2016",,,,,,,,
888,20077,Kangaruz,PlayStation 4,15h,NR,,5477128,Completed,First,15h,"June 21, 2017",,20h,,,,,,
889,20077,Koliniax,PlayStation 4,15h,NR,,5970452,Completed,First,15h,"March 11, 2018",25h,17h,,,,,,
890,20077,Le_Mental,PlayStation 4,15h,100%,,2993901,Completed,First,15h,"May 16, 2016",,,,,,,,
891,20077,Legendares,PlayStation 4,15h,90%,,4528159,Completed,First,15h,,,,,,,,,
