,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Progress,Completionist,Personal Notes,Speedrun
755,16886,Mr_Dingmon,PlayStation 4,11h 30m,80%,,5792351,Completed,First,11h 30m,,,,,,
756,16886,RaccoonRin,PC,11h 30m,NR,,1195870,Completed,First,11h 30m,,,,,,
757,16886,RoyalFern,PC,11h 30m,NR,,4543443,Completed,First,11h 30m,"June 07, 2017",,,,,
758,16886,VERGILDH,PlayStation 4,11h 30m,NR,,1156475,Completed,First,11h 30m,"January 28, 2015",,,,,
759,16886,coopopolopolis,PC,11h 30m,NR,,735155,Completed,First,11h 30m,"December 10, 2014",,,,,
760,16886,ivanichkin,PC,11h 30m,NR,,6494346,Completed,First,11h 30m,"June 29, 2018",,,,,
761,16886,jmdoane42,PC,11h 30m,80%,,1392974,Completed,First,11h 30m,"January 04, 2017",,,,Wyatt timeline only. Some collectibles.,
762,16886,morgonday,PC,11h 30m,NR,,2220875,Completed,First,11h 30m,"January 02, 2016",,,,,
763,16886,shatnr,PC,11h 30m,80%,Played at the second hardest difficulty with plenty of reading and collecting along the way,1393461,Completed,First,11h 30m,"June 17, 2015",,,,,
764,16886,Private,PC,11h 30m,NR,,1410383,Completed,First,11h 30m,"June 19, 2015",15h,,,,
765,16886,valero,PC,11h 30m,NR,,8719326,Completed,First,11h 30m,"April 01, 2018",,,,,
766,16886,viac92,Xbox One,11h 30m,70%,,11406032,Completed,First,11h 30m,"December 12, 2019",,,,,
767,16886,xBlitzerx,PC,11h 30m,NR,,1152444,Completed,First,11h 30m,"January 21, 2015",,,,,
768,16886,Ashkan10,PlayStation 4,11h 30m,80%,,11919305,Completed,First,11h 30m 13s,"June 02, 2020",,,,,
769,16886,Private,PC,11h 33m,NR,,3854916,Completed,First,11h 33m 06s,"January 04, 2017",,,,,
770,16886,JernauGurgeh,PlayStation 4,11h 35m,70%,,4405207,Completed,First,11h 35m,"May 22, 2017",,,,,
771,16886,JeromeFromGotham,PC,11h 35m,NR,,10308942,Completed,First,11h 35m,"October 26, 2019",,,,,
772,16886,Abe1,PC,11h 36m,NR,,10534176,Completed,First,11h 36m,"February 22, 2019",,,,,
773,16886,akeytronik,Xbox One,11h 36m,NR,,5682967,Completed,First,11h 36m,"September 12, 2019",,,,,
774,16886,kavadias,PC,11h 36m,NR,,741315,Completed,First,11h 36m,"May 28, 2014",,,,main story + some collectibles and extras.,
775,16886,,PC,11h 38m,NR,,2356300,Completed,First,11h 38m,,,,,,
776,16886,DIXIEKNORMOUS,Xbox One,11h 38m,80%,,5352870,Completed,First,11h 38m,"November 20, 2017",,,,,
777,16886,KamSung,Xbox One,11h 39m,NR,,10157696,Completed,First,11h 39m,"September 29, 2019",,,,,
778,16886,dustdingo,PlayStation 4,11h 39m,90%,,737297,Completed,First,11h 39m,"April 08, 2018",,,,,
779,16886,GreenCourt82,PC,11h 40m,NR,,3827844,Completed,First,11h 40m,,,,,,
780,16886,Private,PC,11h 40m,NR,,1937536,Completed,First,11h 40m,"May 29, 2016",,,,,
781,16886,bordje,PC,11h 40m,100%,,2584318,Completed,First,11h 40m,,,,,,
782,16886,reinth,PC,11h 40m,NR,,4639868,Completed,First,11h 40m,"July 28, 2017",,,,,
783,16886,FlorinEmil32,PC,11h 41m,80%,,5526574,Completed,First,11h 41m 21s,"December 27, 2017",,,,,
784,16886,Fronk34353,PC,11h 41m,70%,,8571633,Completed,First,11h 41m 24s,"March 21, 2019",,,,,
785,16886,,PC,11h 42m,NR,,9332327,Completed,First,11h 42m,,,,,,
786,16886,DaymiKingSup,PC,11h 42m,80%,,11765557,Completed,First,11h 42m,,,,,,
787,16886,travis44,PC,11h 42m,NR,,5039024,Completed,First,11h 42m,"October 27, 2017",,,,,
788,16886,JamesBombeelu,PlayStation 4,11h 42m,80%,,1081249,Completed,First,11h 42m 54s,"March 26, 2015",,,,,
789,16886,Sparks2021,PlayStation 4,11h 43m,NR,,6795987,Completed,First,11h 43m,"August 08, 2018",,,,,
790,16886,Private,Xbox One,11h 43m,80%,,8685865,Completed,First,11h 43m,,,,,,
791,16886,siebek,PC,11h 43m,100%,,1934709,Completed,First,11h 43m,"October 11, 2015",,,,,
792,16886,Private,PlayStation 4,11h 44m,NR,,3190222,Completed,First,11h 44m,"July 08, 2016",,,,,
793,16886,bromiller,Xbox One,11h 45m,NR,,5405311,Completed,First,11h 45m,"December 01, 2017",,,,,
794,16886,potatolord,PC,11h 45m,90%,,5292962,Completed,First,11h 45m,"November 09, 2017",,,,,
795,16886,rlm82,Xbox One,11h 45m,90%,,4622455,Completed,First,11h 45m,2014,,,,,
796,16886,Elficzek,PC,11h 45m,80%,,849430,Completed,First,11h 45m 12s,"July 22, 2014",,,,,
797,16886,EinradQualle,Xbox One,11h 46m,NR,,11274837,Completed,First,11h 46m,March 2020,,,,,
798,16886,,PC,11h 48m,NR,,7284425,Completed,First,11h 48m,,,,,,
799,16886,waffensam,PC,11h 49m,70%,,3099997,Completed,First,11h 49m,"October 04, 2014",,,,,
800,16886,,PC,11h 50m,NR,,938308,Completed,First,11h 50m,,,,,,
801,16886,,PC,11h 50m,NR,,6439704,Completed,First,11h 50m,,,,,,
802,16886,KE_72,PC,11h 50m,80%,,1071745,Completed,First,11h 50m,"December 21, 2014",,,,,
803,16886,illegalfreq,PlayStation 4,11h 50m,NR,,3190230,Completed,First,11h 50m,,,,,,
804,16886,remo1998,PC,11h 50m,NR,,10575910,Completed,First,11h 50m,"December 11, 2019",,,,,
805,16886,Private,PC,11h 51m,NR,,5418647,Completed,First,11h 51m,"October 03, 2016",,,,,
806,16886,popkiller,PC,11h 51m,NR,,738231,Playing Backlog Completed,First,11h 51m,"May 25, 2014",,16h 16m /,,,
807,16886,Private,Xbox One,11h 53m,80%,Rating: 8.5/10 // Normal Difficulty,4398423,Completed,First,11h 53m,"August 13, 2017",,,,,
808,16886,,PC,11h 54m,NR,,5019213,Completed,First,11h 54m,,,,,,
809,16886,SanfordJS,PlayStation 4,11h 54m,NR,,9235683,Completed,First,11h 54m,"July 26, 2019",,,,,
810,16886,Private,PC,11h 54m,100%,,3826728,Completed,First,11h 54m,"March 11, 2017",,,,,
811,16886,mjricco,PC,11h 55m,80%,,1391889,Backlog Completed,First,11h 55m,"July 25, 2015",,,,,
812,16886,JakeXD,Xbox 360,11h 55m,100%,,5428869,Completed,First,11h 55m 01s,"May 15, 2017",,,,,
813,16886,Ryu_Rare,PC,11h 56m,70%,,5515142,Completed,First,11h 56m,"August 20, 2018",,,,,
814,16886,mockery,PC,11h 58m,NR,,11988505,Completed,First,11h 58m 12s,"June 14, 2020",,,,,
815,16886,,PlayStation 4,12h,NR,,745759,Completed,First,12h,,,,20h,,
816,16886,,PC,12h,NR,,756095,Completed,First,12h,,13h,,15h,,
817,16886,,PC,12h,NR,,773976,Completed,First,12h,,,,,,
818,16886,,PC,12h,NR,,790838,Completed,First,12h,,,,,,
819,16886,,PC,12h,NR,,993429,Completed,First,12h,,,,,,
820,16886,,PC,12h,NR,,1106934,Completed,First,12h,,,,,,
821,16886,,PlayStation 4,12h,NR,,1237232,Completed,First,12h,,18h,,,,
822,16886,,PC,12h,NR,,1356049,Completed,First,12h,,,,,,
823,16886,,PlayStation 4,12h,NR,,1391278,Completed,First,12h,,,,,,
824,16886,,PC,12h,NR,,1478627,Completed,First,12h,,,,,,
825,16886,,PC,12h,NR,,1875968,Completed,First,12h,,,,,,
826,16886,,PC,12h,NR,,3837314,Completed,First,12h,,,,,,
827,16886,,PlayStation 4,12h,NR,,4486363,Completed,First,12h,,14h,,16h,,
828,16886,,PC,12h,NR,,4522568,Completed,First,12h,,,,,,
829,16886,,PC,12h,NR,,4576600,Completed,First,12h,,,,,,
830,16886,,PC,12h,NR,,4835292,Completed,First,12h,,,,,,
831,16886,,PC,12h,NR,,5304696,Completed,First,12h,,,,,,
832,16886,,PC,12h,NR,,6314553,Completed,First,12h,,,,,,
833,16886,,PC,12h,NR,,10199705,Completed,Replay,12h,,20h,,54h,,
834,16886,,PC,12h,NR,,11121577,Completed,First,12h,,,,,,
835,16886,3D_Infinity,PlayStation 4,12h,90%,,5428671,Replay Completed,Replay,12h,"March 25, 2018",,,18h,"'I AM DEATH INCARNATE!' difficulty level
Get platinum trophy at 05.06.2018",
836,16886,3pacalypse,Xbox One,12h,NR,,2955720,Completed,First,12h,"May 10, 2016",,,,,
837,16886,4e5tep,PC,12h,NR,,3525092,Completed,First,12h,"July 14, 2015",,,,,
838,16886,ACE_V,PlayStation 4,12h,80%,,6441104,Completed,First,12h,"September 29, 2017",,,,,
839,16886,Abelord,PC,12h,NR,,2473871,Completed,First,12h,,,,,,
840,16886,AdamTwelve,PlayStation 3,12h,80%,,5814546,Completed,First,12h,"June 01, 2014",,,,,
841,16886,Alex5101,PlayStation 4,12h,NR,,6719734,Completed,First,12h,,,,,,
842,16886,Alexkiddo,PC,12h,NR,,4752757,Completed,First,12h,,,,,,
843,16886,AlreadyDemon,PC,12h,80%,,9336069,Completed,First,12h,"January 09, 2018",16h,,,,
844,16886,Amanda103,PC,12h,NR,,3037664,Completed,First,12h,"May 20, 2014",,,,,
845,16886,AmateurDan,PC,12h,80%,Did some hunting for extras. Probably found just over a half.,1790234,Completed,First,12h,"September 08, 2015",,,,Fergus timeline,
846,16886,Animam,PC,12h,NR,,746531,Completed,First,12h,"June 02, 2014",,,22h,,
847,16886,Ascheherz,PC,12h,NR,,6350383,Completed,First,12h,"August 03, 2019",,,,,
848,16886,AwDeathsmile,Xbox One,12h,NR,,9007900,Completed,First,12h,"June 21, 2017",,,,,
849,16886,BattlePants,PC,12h,NR,,4593966,Completed,First,12h,"September 12, 2016",18h,,24h,,
850,16886,Blue_Shinobi,PC,12h,NR,,7626799,Completed,First,12h,"December 05, 2018",12h 30m,,,,
851,16886,Braquiador,PC,12h,80%,,6084376,Completed,First,12h,,,,,,
852,16886,Bunnyla,PC,12h,NR,,4486831,Completed,First,12h,"May 27, 2017",13h 30m,,,,
853,16886,Burov,PC,12h,90%,,2889564,Completed,First,12h,"April 21, 2016",,,,,
854,16886,CandyStrike,PC,12h,90%,,7906487,Completed,First,12h,"January 01, 2019",,,,,
855,16886,Private,PC,12h,90%,,1410282,Completed,First,12h,"January 08, 2016",,,,,
856,16886,Childmolester,PlayStation 4,12h,NR,,7103992,Completed,First,12h,"September 23, 2018",,,,,
857,16886,Citricola,PC,12h,NR,,2571594,Completed,First,12h,"July 15, 2016",,,,,
858,16886,ColdHand,PC,12h,70%,,5512505,Completed,First,12h,"January 05, 2018",,,,,
859,16886,DanielMeier,PlayStation 4,12h,NR,,6084010,Completed,Replay,12h,"October 06, 2017",,,,,
860,16886,DilPez19,PlayStation 4,12h,80%,,10194790,Completed,First,12h,2015,,,,,
861,16886,Dispator,PC,12h,NR,,5818748,Completed,First,12h,"February 12, 2018",14h,,,,
862,16886,Dominio,PC,12h,80%,,3931022,Completed,First,12h,,,,,,
863,16886,Private,PC,12h,80%,,4751987,Completed,First,12h,"July 15, 2017",,,,,
864,16886,EpicBro99,Xbox One,12h,NR,,10720272,Completed,First,12h,,,,,,
865,16886,Eyzmaster,Xbox 360,12h,NR,,1196464,Completed,First,12h,"April 25, 2016",,,,,
866,16886,Faraz410,Xbox One,12h,NR,,5929375,Completed,First,12h,"August 21, 2017",21h,,,,
867,16886,Flashback,PC,12h,80%,,741540,Completed,First,12h,"May 28, 2014",14h,,,,
868,16886,FortunaK,PC,12h,70%,,6970740,Completed,First,12h,"August 03, 2018",,,,,
869,16886,FortunaKhalifa,PC,12h,80%,,6754283,Completed,First,12h,"August 03, 2018",,,,,
870,16886,GT1,PlayStation 4,12h,NR,,5457442,Completed,First,12h,"December 12, 2017",,,,,
871,16886,Gameburner,PC,12h,NR,,3649181,Completed,First,12h,"February 20, 2016",,,,,
872,16886,Grimbald,PC,12h,90%,,4374739,Completed,First,12h,,,,,,
873,16886,Iforgotmybrain,PC,12h,NR,,3787984,Completed,First,12h,"November 25, 2016",,,,,
874,16886,ItsDanBull,PC,12h,NR,,4311046,Completed,First,12h,"April 15, 2017",,,,,
875,16886,Jeike,PlayStation 3,12h,90%,,2460015,Completed,First,12h,"January 16, 2017",,,,,
876,16886,Jelikey,PC,12h,80%,,1796801,Completed,First,12h,"February 10, 2015",,,,,
877,16886,KFattahi,PlayStation 4,12h,80%,,11334854,Completed,First,12h,"July 07, 2019",,,,,
878,16886,KINGXKUMA,PlayStation 4,12h,70%,,6208330,Completed,First,12h,"September 11, 2017",,,,,
879,16886,Krytten,PC,12h,NR,,3442307,Completed,First,12h,"February 20, 2016",,,,,
880,16886,Le_Don,PC,12h,80%,,10860238,Completed,First,12h,"January 23, 2015",,,,,
881,16886,LucasMonclar,PlayStation 4,12h,80%,,6271546,Completed,First,12h,"May 20, 2018",,,,,
882,16886,Mallekthell,PC,12h,NR,,9692214,Completed,First,12h,"September 21, 2015",,,,,
883,16886,Master_Cloud,Xbox One,12h,70%,,11486757,Completed,First,12h,"April 24, 2020",,,,,
884,16886,Maux,PC,12h,NR,,10573599,Completed,First,12h,,,,,,
885,16886,McBum,PC,12h,NR,,4432659,Completed,First,12h,"September 06, 2016",,,,,
886,16886,Merclow,PC,12h,NR,,900895,Completed,First,12h,"August 18, 2014",,,,,
887,16886,MetalreduX,PlayStation 4,12h,100%,,5856042,Completed,First,12h,"January 08, 2018",,,,,
888,16886,MrFirebugJr,PlayStation 4,12h,80%,,6597445,Completed,First,12h,"July 15, 2018",,,,,
889,16886,Netherstorms,PC,12h,NR,,1175703,Completed,First,12h,,,,,,
890,16886,NovalisZero,PC,12h,NR,,11638883,Completed,First,12h,"November 27, 2017",,,,,
891,16886,NovalisZero,PC,12h,NR,,12057968,Completed,First,12h,"November 27, 2017",,,,,
892,16886,Ontarus,PC,12h,NR,,8176384,Completed,First,12h,,,,,,
893,16886,OnurhanSoyek,PlayStation 4,12h,NR,,11546116,Completed,First,12h,"April 24, 2020",,,,,
894,16886,Padilla_Gorilla,PC,12h,80%,,8696383,Completed,First,12h,"May 04, 2019",,,,Solid game. Lots of action. A good story. Quick pick-up and playthrough,
895,16886,Pottsy69,Xbox One,12h,90%,,767773,Completed,First,12h,"July 07, 2014",,,,,
896,16886,ROrensanz,PC,12h,80%,,9047555,Completed,First,12h,"January 23, 2019",,,,,
897,16886,Rahnborshko,PC,12h,80%,,1053937,Completed,First,12h,"December 09, 2014",,,,,
898,16886,Rainmaker07,PlayStation 4,12h,60%,,1631840,Completed,First,12h,"June 13, 2015",15h,,,,
899,16886,Private,PC,12h,100%,,10432699,Completed,First,12h,"November 16, 2019",,,,,
900,16886,ResonantDrifter,PC,12h,NR,"Straightforward. First playthrough, no handicaps.",2790839,Completed,First,12h,"March 21, 2016",,,,You can view my entire playthrough on my YouTube channel http://bit.ly/1pGSgnm,
901,16886,Rhythmicx,PC,12h,NR,,9270884,Completed,First,12h,"July 30, 2019",,,,,
902,16886,SavagE,PC,12h,90%,,794514,Completed,First,12h,"July 06, 2014",,,,,
903,16886,ShinRailgun,PC,12h,90%,,1380367,Completed,First,12h,"December 02, 2014",,,,,
904,16886,Skrimir,PC,12h,NR,,6303147,Completed,First,12h,"May 26, 2018",,,,,
905,16886,Snailburt,PlayStation 4,12h,NR,,709821,Completed,First,12h,"April 23, 2016",,,,,
906,16886,SpirosK_,PC,12h,NR,,6437129,Completed,First,12h,"June 12, 2018",,,,,
907,16886,TIMMYTHICK,PC,12h,NR,,7909685,Completed,First,12h,"January 01, 2019",,,,,
908,16886,TbestiaC,PlayStation 4,12h,NR,,4574765,Backlog Completed,First,12h,"August 21, 2017",,,,,
909,16886,TheFurbs,Xbox One,12h,NR,,7973183,Completed,First,12h,"November 15, 2017",,,,,
910,16886,Truji,PC,12h,NR,,4655531,Completed,First,12h,"June 29, 2017",,,,,
911,16886,VatikanKlopper,PlayStation 4,12h,80%,,5441654,Completed,First,12h,"December 11, 2017",,,,,
912,16886,WK4693,PC,12h,100%,,1449581,Completed,First,12h,"March 14, 2015",16h,,,,
913,16886,WolxHound,PlayStation 4,12h,NR,,1263325,Completed,First,12h,,,,,,
914,16886,Private,PC,12h,50%,,1132185,Completed,First,12h,"January 18, 2015",,,,,
915,16886,Yuriyurarara,Xbox One,12h,90%,,10274724,Completed,First,12h,,,,,,
916,16886,Zominator,PC,12h,NR,,10728922,Completed,First,12h,"November 17, 2019",,,,,
917,16886,afasantos,PlayStation 4,12h,NR,,803520,Completed,First,12h,"June 20, 2014",,,,,
918,16886,an1m051ty07,Xbox One,12h,NR,,2423087,Completed,First,12h,"January 15, 2016",,,,,
919,16886,ao311,PlayStation 4,12h,NR,,10418440,Completed,First,12h,,,,,,
920,16886,arnaldocruz,PlayStation 4,12h,90%,,2283601,Completed,First,12h,"January 04, 2016",,,,,
921,16886,azuren2o,PC,12h,NR,,4938581,Completed,First,12h,"August 20, 2017",,,,,
922,16886,bariktanmoy98,PC,12h,NR,,10265773,Completed,First,12h,"October 18, 2019",,,,,
923,16886,bart_collins,PC,12h,80%,,2812153,Completed,First,12h,April 2015,,,,,
924,16886,beastnine,Xbox One,12h,NR,,8390282,Completed,First,12h,"March 02, 2019",,,,,
925,16886,bigdeeds,PC,12h,NR,,3779877,Completed,First,12h,"December 22, 2016",,,,,
926,16886,cabal901,PC,12h,NR,,1044754,Completed,First,12h,"December 02, 2014",,,,,
927,16886,Private,PC,12h,NR,,1358108,Completed,First,12h,,,,,,
928,16886,coocks,PC,12h,NR,,3139015,Completed,First,12h,"June 01, 2016",,,,,
929,16886,cottboi,Xbox One,12h,90%,,4398316,Completed,First,12h,,,,,,
930,16886,csr,PC,12h,NR,,5644776,Completed,First,12h,"October 02, 2017",,,,,
931,16886,ctheb22,Xbox One,12h,NR,,2263957,Completed,First,12h,"December 23, 2015",,,,,
932,16886,dabimp,PC,12h,90%,,3613566,Completed,First,12h,"November 10, 2016",,,,,
933,16886,dawezer,PC,12h,NR,,1554757,Completed,First,12h,"July 29, 2015",,,,,
934,16886,ddtious,PC,12h,NR,,4808906,Completed,First,12h,"July 23, 2017",,,,,
935,16886,denisferro,PC,12h,90%,,9241849,Completed,First,12h,"July 27, 2019",,,,,
936,16886,denshade,PC,12h,NR,,3327091,Completed,First,12h,"August 14, 2016",,,,,
937,16886,driver8,PC,12h,80%,"""I AM DEATH INCARNATE!"" difficulty. Played one of two branches, collected all tapes, read all clippings.",2726265,Completed,First,12h,"March 24, 2016",,,,,
938,16886,Private,PlayStation 4,12h,NR,,10909480,Completed,First,12h,"January 06, 2018",,,,,
939,16886,eliasbakhos,PlayStation 4,12h,NR,,3391492,Completed,First,12h,"September 04, 2014",,,,,
940,16886,Private,PlayStation 4,12h,60%,,10785984,Completed,First,12h,"January 09, 2020",,,,,
941,16886,enagurney,PlayStation 4,12h,NR,Anything optional I did on accident.,9159785,Completed,First,12h,"July 21, 2019",,,,,
942,16886,eroldany,PC,12h,90%,,1283818,Completed,First,12h,,,,,,
943,16886,etherwraith,PC,12h,NR,,2772746,Completed,First,12h,"March 24, 2016",,,,,
944,16886,Private,PC,12h,90%,,9048815,Completed,First,12h,"January 31, 2020",,,,,
945,16886,fierymuffin,PC,12h,90%,,1014119,Completed,First,12h,"July 24, 2014",,,,,
946,16886,fillito,PlayStation 4,12h,90%,,1653568,Completed,First,12h,"May 17, 2015",,,,,
947,16886,fufful,Xbox One,12h,90%,,8344875,Completed,First,12h,"February 23, 2019",,,,,
948,16886,greatjedi7,PC,12h,NR,,11888440,Completed,First,12h,"August 02, 2017",,,,,
949,16886,haribo841,PC,12h,100%,,2187270,Completed,First,12h,"December 05, 2015",15h,,25h,great fps,
950,16886,hoho,PC,12h,NR,,2819457,Completed,First,12h,"June 01, 2015",,,,,
951,16886,Private,PC,12h,NR,,11305131,Completed,First,12h,"August 16, 2018",,,,,
952,16886,jeobat3,PC,12h,NR,,7007602,Completed,First,12h,"June 01, 2014",,,,,
953,16886,jkoh95,Xbox One,12h,80%,,11941433,Completed,First,12h,"January 27, 2020",,,,,
954,16886,johnnyb,Xbox One,12h,NR,,5093454,Completed,First,12h,"September 24, 2017",,,,,
955,16886,lecram,PlayStation 4,12h,NR,,5830409,Completed,First,12h,"May 22, 2015",16h,,,,
956,16886,lifecrisis,PC,12h,NR,,5507089,Completed,First,12h,,,,,,
957,16886,louisoc,PC,12h,NR,,11741402,Completed,First,12h,"May 15, 2020",,,,,
958,16886,ltrujillo4,PC,12h,100%,,5519989,Completed,First,12h,"December 26, 2017",,,,,
959,16886,Private,PC,12h,80%,,5512528,Completed,First,12h,"November 20, 2017",13h,,,,
960,16886,mrvoorhees187,Xbox One,12h,NR,,1365842,Completed,First,12h,,15h,,,,
961,16886,nathansamander,PlayStation 4,12h,90%,,5415901,Completed,First,12h,"December 03, 2017",15h,,,,
962,16886,neoXclusive,PC,12h,NR,,8546141,Completed,First,12h,,,,,,
963,16886,notanaiyet,PC,12h,80%,,7372896,Completed,First,12h,2017,,,,,
964,16886,ocha,PC,12h,NR,,736476,Completed,First,12h,"May 23, 2014",,,,,
965,16886,oidptg,PlayStation 4,12h,NR,,5776390,Completed,First,12h,"February 05, 2018",,,,,
966,16886,paleselan,PlayStation 4,12h,NR,,1424668,Completed,First,12h,"June 29, 2015",,,,,
967,16886,protosonic17,PlayStation 4,12h,NR,,6599269,Completed,First,12h,"August 22, 2018",,,,,
968,16886,psychobolt,PC,12h,NR,,4213906,Completed,First,12h,"March 21, 2017",,,,,
969,16886,pylsy,PC,12h,80%,,3304876,Completed,First,12h,"August 09, 2016",,,,,
970,16886,qu1ckie,PC,12h,NR,,3561468,Completed,First,12h,"July 07, 2017",,,,,
971,16886,redInfinite,PlayStation 3,12h,80%,,735235,Completed,First,12h,"June 24, 2015",,,,,
972,16886,Private,PC,12h,NR,,4578674,Completed,First,12h,,,,,,
973,16886,Private,PC,12h,NR,,878389,Completed,First,12h,"August 05, 2014",,,,,
974,16886,sadwaves,PC,12h,90%,,2120499,Completed,First,12h,"November 21, 2015",,,,"Very nice story with a expected ending, The final boss fight is amazing. Worth my time.",
975,16886,samamg,PC,12h,NR,,2724225,Completed,First,12h,"March 13, 2016",,,,,
976,16886,schleppington,PlayStation 4,12h,NR,,1093795,Completed,First,12h,,,,,,
977,16886,sescobaro,PC,12h,80%,,10174180,Completed,First,12h,"August 30, 2019",,,,,
978,16886,Private,PC,12h,NR,,915523,Completed,First,12h,"August 27, 2014",24h,,,,
979,16886,skybluu,PlayStation 4,12h,NR,,2939165,Completed,First,12h,"May 06, 2016",,,,,
980,16886,sophont,PC,12h,NR,,8123390,Completed,First,12h,,,,,,
981,16886,soulxstlr,Xbox One,12h,80%,,5863341,Completed,First,12h,,,,,,
982,16886,sp00kied,PC,12h,NR,,7848974,Completed,First,12h,"December 31, 2018",18h,,,,
983,16886,spark91,PC,12h,NR,,6796738,Completed,First,12h,"August 07, 2018",,,,,
984,16886,starkillerjake,PC,12h,NR,,1393428,Completed,First,12h,,,,,,
985,16886,Private,PlayStation 4,12h,80%,,7753828,Completed,First,12h,,,,,,
986,16886,stevechong25,PC,12h,90%,,8440750,Completed,First,12h,"March 10, 2019",,,,,
987,16886,stevekwan,PlayStation 4,12h,90%,,737531,Completed,First,12h,"May 25, 2014",,,,,
988,16886,stewmanji,PC,12h,NR,,1128166,Completed,First,12h,"January 17, 2015",,,,"9/10, great game and story",
989,16886,sway907,PC,12h,NR,,9132996,Completed,First,12h,"July 12, 2019",16h,,24h,,
990,16886,thestopsign,PC,12h,90%,"Stats say I completed 52%, did not do both paths. Looked for a good amount of collectibles.",4555528,Completed,First,12h,"June 11, 2017",,,,,
991,16886,vpapidokha,PC,12h,NR,,7478215,Completed,First,12h,,,,,,
992,16886,Private,Xbox One,12h,90%,,8679835,Completed,First,12h,,15h,,39h 15m,,
993,16886,wildpomme,PC,12h,NR,,10930467,Completed,First,12h,"April 03, 2016",,,,,
994,16886,Private,PC,12h,NR,,8338273,Completed,First,12h,"February 22, 2019",,,,,
995,16886,xmattpr,PlayStation 4,12h,70%,,5733764,Completed,First,12h,"January 27, 2018",,,,,
996,16886,yattaah,PC,12h,90%,,3020581,Completed,First,12h,"May 27, 2016",,,,,
997,16886,zuw13,PlayStation 4,12h,NR,,4892783,Completed,First,12h,"April 24, 2015",14h,,20h,,
998,16886,PedAngle,Xbox One,12h 01m,40%,"Normal, easy for final boss 2nd phase",3302900,Completed,First,12h 01m,"April 28, 2020",,,,,
999,16886,finaltom,PlayStation 4,12h 02m,NR,,10494314,Completed,First,12h 02m,"June 25, 2019",,,,,
1000,16886,,PC,12h 04m,NR,,1156432,Completed,First,12h 04m,,,,,,
1001,16886,Pilotamatyi01,PC,12h 05m,NR,,8137694,Completed,First,12h 05m,"January 24, 2019",,,,,
1002,16886,Yelloweye,PC,12h 06m,NR,,2337044,Completed,First,12h 06m,"December 29, 2015",,,,,
1003,16886,,PC,12h 08m,NR,,2288504,Completed,First,12h 08m,,,,,,
1004,16886,MiiT,PC,12h 09m,NR,,2803452,Completed,First,12h 09m,,,,,,
1005,16886,TrailGuide,PlayStation 4,12h 10m,60%,,743481,Completed,First,12h 10m,"May 28, 2014",,,,,
1006,16886,KerfMerf,PlayStation 3,12h 10m,70%,,739689,Completed,First,12h 10m 15s,"May 27, 2014",,,,,
1007,16886,abeernae,PC,12h 11m,80%,21/50 achievements,5226817,Completed,First,12h 11m 15s,"January 30, 2018",,,,Played on hard,
1008,16886,liorfigman,PC,12h 12m,90%,,972754,Completed,First,12h 12m,,,,,,
1009,16886,Gayfraud,PC,12h 12m,80%,,942921,Completed,First,12h 12m 25s,"October 28, 2014",,,,,
1010,16886,RahulB,PC,12h 12m,NR,,1035808,Completed,First,12h 12m 50s,,16h 50m,,,The game mechanics are too good..........dual-weild smgs.....awesome,
1011,16886,lankwell,PC,12h 13m,NR,,1223375,Completed,First,12h 13m,"March 03, 2015",,,,,
1012,16886,MasterPtks,Xbox One,12h 14m,NR,,10762216,Completed,First,12h 14m,"January 10, 2020",,,,,
1013,16886,alrighthearthis,PlayStation 4,12h 15m,80%,,939969,Completed,First,12h 15m,,,,,,
1014,16886,Private,Xbox One,12h 15m,90%,,939301,Completed,First,12h 15m,"November 15, 2014",,,,,
1015,16886,,PC,12h 17m,NR,,735257,Completed,First,12h 17m,,,,,,
1016,16886,ajmRa1n,PC,12h 17m,100%,,7118880,Completed,First,12h 17m,"February 10, 2016",,,,,
1017,16886,,PC,12h 20m,NR,,5147706,Completed,First,12h 20m,,,,,,
1018,16886,qwurzy,PC,12h 20m,80%,,9453901,Completed,First,12h 20m,"August 25, 2019",,,,,
1019,16886,thausael,PlayStation 4,12h 21m,70%,,10344930,Completed,First,12h 21m 11s,"May 01, 2016",,,,,
1020,16886,Linkelda,PlayStation 4,12h 23m,90%,,5229984,Completed,First,12h 23m,,,,,,
1021,16886,Dopefish,PC,12h 23m,NR,,780879,Completed,First,12h 23m 42s,"May 21, 2014",,,,,
1022,16886,MoT3tRoXX,PlayStation 4,12h 24m,NR,,10612496,Completed,First,12h 24m,"December 16, 2019",,,,,
1023,16886,gsrjedi,PC,12h 24m,NR,,4704557,Completed,First,12h 24m,,,,,,
1024,16886,theaspin,PC,12h 26m,NR,,7011845,Completed,First,12h 26m,,,,,,
1025,16886,Private,PC,12h 26m,NR,,757540,Completed,First,12h 26m 15s,"June 13, 2014",,,,,
1026,16886,Duckiez,PC,12h 27m,NR,,10719523,Completed,First,12h 27m,"December 31, 2019",,,,,
1027,16886,Grimluck343,Xbox One,12h 29m,30%,,1349722,Completed,First,12h 29m,"January 26, 2016",,,,,
1028,16886,,PC,12h 30m,NR,,740221,Completed,First,12h 30m,,,,,,
