,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Progress,Speedrun,Completionist
744,2602,dannyboy5498,PC,12h 13m,NR,,11866812,Completed,First,,12h 13m,,,,,
745,2602,,PC,12h 15m,NR,,5147708,Completed,First,,12h 15m,,,,,
746,2602,BarrelRoll,PC,12h 15m,70%,,860191,Completed,First,"July 06, 2014",12h 15m,,17h 27m,,,30h
747,2602,Mallekthell,PlayStation 3,12h 15m,NR,,9692207,Completed,First,"September 21, 2013",12h 15m,,,,,
748,2602,lottinville,PC,12h 15m,NR,,5474683,Completed,First,,12h 15m,,,,,
749,2602,minalear,PC,12h 15m,80%,,688845,Completed,First,,12h 15m,,,,,
750,2602,Private,PlayStation 3,12h 15m,80%,,8901513,Completed,First,"July 06, 2018",12h 15m,,,,,
751,2602,ERiiK,PC,12h 18m,NR,,5799422,Completed,First,"February 08, 2018",12h 18m,,,,,
752,2602,Private,PC,12h 20m,40%,,307020,Completed,First,,12h 20m,,,,,
753,2602,Grantorrone,PC,12h 20m,NR,,3632397,Completed,First,"April 16, 2015",12h 20m,,,,,
754,2602,beratirmak,PC,12h 20m,NR,,8847047,Completed,First,"May 10, 2019",12h 20m,,,,,
755,2602,romancook,PlayStation 3,12h 20m,80%,,367155,Completed,First,"August 08, 2013",12h 20m,,,,,
756,2602,Week,PC,12h 20m,NR,,1019976,Completed,First,December,12h 20m 59s,,,,,
757,2602,fierymuffin,PC,12h 22m,90%,,7495520,Completed,First,"July 19, 2016",12h 22m,,,,,
758,2602,YourAsianBuddy,PC,12h 24m,NR,,892859,Completed,First,"August 13, 2014",12h 24m,,,,,
759,2602,cagrierkek,PC,12h 24m,NR,,5497406,Completed,First,"December 21, 2017",12h 24m,,,,,
760,2602,colton5054,PC,12h 24m,70%,,11842720,Completed,First,"May 26, 2020",12h 24m,,,,,
761,2602,Private,PC,12h 25m,100%,"Undetected, no kill and no supernatural powers or enhancements.",116973,Completed,Replay,"December 01, 2012",12h 25m,,,,,
762,2602,Private,PC,12h 25m,NR,,1019878,Completed,First,,12h 25m,,,,,
763,2602,Private,PC,12h 25m,90%,,5057956,Completed,First,"September 15, 2017",12h 25m,,,,,
764,2602,,PC,12h 30m,NR,Absolutely amazing story- well worth playing,1551543,Completed,First,,12h 30m,,,,,
765,2602,Dylan2448,PC,12h 30m,NR,,405257,Completed,First,,12h 30m,,,,,
766,2602,LdSe,PlayStation 4,12h 30m,NR,,5545094,Completed,First,"December 30, 2017",12h 30m,,,,,
767,2602,PaulDS,PC,12h 30m,NR,,11331218,Completed,First,,12h 30m,,,,,
768,2602,Ragsterinja,PC,12h 30m,NR,"got some extra runes and charms, didn't complete all the upgrades",3188715,Completed,First,"July 07, 2016",12h 30m,,,,,
769,2602,Singolo,Xbox 360,12h 30m,90%,,2028180,Completed,First,,12h 30m,,21h 20m,,,
770,2602,Stex,PC,12h 30m,80%,,644395,Completed,First,"February 24, 2014",12h 30m,,,,,
771,2602,Valcombird,PC,12h 30m,NR,,3624629,Completed,First,"August 12, 2017",12h 30m,,,,,
772,2602,digitalcancer,PlayStation 3,12h 30m,100%,,541135,Completed,First,,12h 30m,,,,,
773,2602,egamer54,PC,12h 30m,NR,,3072367,Completed,Replay,"June 09, 2016",12h 30m,,16h,,,
774,2602,grkoblitz,PC,12h 30m,NR,,4601449,Completed,First,,12h 30m,,,,,
775,2602,kemosabe112,PlayStation 4,12h 30m,90%,,9193361,Completed,First,"April 15, 2020",12h 30m,,,,,
776,2602,theVADER,PlayStation 3,12h 30m,70%,,2834349,Completed,First,"March 30, 2015",12h 30m,,,,,
777,2602,,PC,12h 35m,NR,,1485604,Completed,First,,12h 35m,,15h 25m,,,
778,2602,BadGuysBeware,PC,12h 36m,70%,,401046,Completed,First,,12h 36m 12s,,,,,
779,2602,The_Scrivener,PlayStation 3,12h 37m,70%,,233553,Completed,First,,12h 37m,,,,,
780,2602,NickPG44,PC,12h 38m,100%,,10591852,Completed,First,"December 12, 2013",12h 38m 03s,,16h 25m,,,
781,2602,Rejaku,PC,12h 39m,80%,,2219329,Completed,First,"October 09, 2012",12h 39m,,,,,
782,2602,Skattin,PC,12h 39m,90%,,526311,Completed,First,"January 28, 2014",12h 39m,,,,,
783,2602,,PC,12h 40m,NR,,11441992,Completed,First,,12h 40m 33s,,,,,
784,2602,Linkelda,Xbox 360,12h 41m,80%,,5388746,Completed,First,,12h 41m,,,,,
785,2602,Grahamtams,Xbox 360,12h 43m,90%,"Started out being stealthy and getting all runes and charms, but later switched to a mass-murdering run through.",54958,Completed,First,"February 25, 2014",12h 43m,,,,,
786,2602,Xensidia,PC,12h 44m,NR,,1510470,Completed,First,"July 20, 2015",12h 44m,,,,,
787,2602,Guando,PC,12h 45m,NR,"Some side quests were completed, took my time.",3365547,Completed,First,"August 27, 2016",12h 45m,,,,,
788,2602,iaap,Xbox 360,12h 45m,70%,,810773,Completed,First,,12h 45m 21s,,,,,
789,2602,avinash017,PC,12h 45m,100%,,6936668,Completed,First,"August 28, 2018",12h 45m 56s,,,,,
790,2602,Loupikan,PC,12h 47m,NR,,10272738,Completed,First,"March 18, 2015",12h 47m,,15h 24m,,,22h 06m
791,2602,TheBootyPop,PC,12h 48m,90%,This was with both DLCs (Low CHAOS) Mostly stealth,3304520,Completed,Replay,"June 18, 2016",12h 48m 35s,This was a general play through with a good amount of exploration but with a lot of prior knowledge from playing it before. Did exploration but not every bit and piece of the world. Also did a good amount of optional things,16h 54m 12s,,,
792,2602,TJTeezee,PC,12h 50m,80%,,1563646,Completed,First,"July 28, 2015",12h 50m 50s,"Low Chaos, good ending.",,,,
793,2602,thausael,PC,12h 51m,70%,,10305640,Completed,Replay,"October 26, 2017",12h 51m,,,,,
794,2602,Gayfraud,PC,12h 53m,100%,,267701,Backlog Completed,First,"August 16, 2014",12h 53m 35s,,,12h 53m 35s /,,
795,2602,,PC,13h,NR,No kills playthrough.,407335,Completed,First,,13h,,,,,
796,2602,,PC,13h,NR,,707539,Completed,First,,13h,,,,,
797,2602,,PC,13h,NR,,797895,Completed,First,,13h,,,,,
798,2602,,PC,13h,NR,,1019592,Completed,Replay,,13h,,18h,,,31h
799,2602,,PC,13h,NR,,1255929,Completed,First,,13h,,,,,
800,2602,,PC,13h,NR,,2432877,Completed,First,,13h,,,,,
801,2602,,PC,13h,NR,,3817103,Completed,First,,13h,,,,,
802,2602,,PC,13h,NR,,3937764,Completed,First,,13h,,,,,
803,2602,,PC,13h,NR,,5438976,Completed,First,,13h,,,,,
804,2602,,PC,13h,NR,,5541903,Completed,First,,13h,,,,,
805,2602,,PC,13h,NR,,5593904,Completed,First,,13h,,15h,,,17h
806,2602,,PC,13h,NR,,8984369,Completed,First,,13h,,,,,
807,2602,Anubis,PC,13h,NR,,7519795,Completed,First,,13h,,,,,
808,2602,AuraaX,PC,13h,70%,,7371695,Completed,First,"August 17, 2018",13h,,,,,
809,2602,Batpadre,PC,13h,NR,,7018630,Completed,First,,13h,,13h 50m,,,
810,2602,BenLikeThis,PlayStation 4,13h,NR,,5063918,Completed,First,,13h,,,,,
811,2602,CallumRees9,Xbox 360,13h,NR,,1471220,Completed,First,"July 12, 2015",13h,,,,,
812,2602,CptStraya,PC,13h,90%,,618644,Completed,First,,13h,,,,,20h
813,2602,Private,PC,13h,NR,,4695430,Completed,First,"July 03, 2017",13h,,,,,
814,2602,DavidPearce,PC,13h,60%,,4087656,Completed,First,"January 05, 2016",13h,,,,,
815,2602,DemonKysho,Xbox 360,13h,80%,,6032271,Completed,First,"August 04, 2013",13h,,,,,
816,2602,Desser,PC,13h,70%,,5349559,Completed,First,"November 19, 2017",13h,,,,,
817,2602,ErikRThomas,PC,13h,NR,,2669930,Completed,First,"February 29, 2016",13h,,,,,
818,2602,Faldown,PlayStation 3,13h,80%,,6319417,Completed,First,,13h,,,,,
819,2602,Flacks,PC,13h,80%,,308259,Completed,First,,13h,,,,,
820,2602,FortunaK,PC,13h,80%,,6970622,Completed,First,,13h,,,,,
821,2602,FortunaKhalifa,PC,13h,80%,,6754260,Completed,First,May 2017,13h,,,,,
822,2602,GarthVader,PC,13h,100%,,4248870,Completed,First,"April 13, 2013",13h,,,,,
823,2602,Gibbs,PC,13h,NR,,11745798,Completed,Replay,"July 01, 2019",13h,,,,,
824,2602,Gidner,PC,13h,80%,,7191442,Completed,First,"July 04, 2016",13h,,,,,
825,2602,Grimbald,PC,13h,90%,,4374564,Completed,First,,13h,,,,,
826,2602,JRMoba,Xbox 360,13h,80%,,2319825,Completed,First,"January 01, 2016",13h,,,,,
827,2602,Jayden933,PC,13h,80%,,356755,Completed,First,,13h,,,,,
828,2602,Jesperbe,PC,13h,80%,,1304523,Completed,Replay,"April 17, 2015",13h,One of my personal favorites i played it when it came out and got the bad ending. Now about 3 years later i went back and beat it again and got the good ending,,,,
829,2602,Kableequious,Xbox 360,13h,90%,,416440,Completed,First,"September 17, 2013",13h,,,,,
830,2602,Private,Xbox 360,13h,NR,,1387287,Completed,First,,13h,,18h,,,
831,2602,LadySmith,PC,13h,80%,,5027024,Completed,First,"August 16, 2016",13h,,20h,,,
832,2602,Laggypirates,PC,13h,60%,,10995126,Completed,First,"February 14, 2020",13h,,,,,
833,2602,Lotark,PC,13h,NR,,1492168,Completed,First,"August 27, 2015",13h,,,,,
834,2602,Private,PC,13h,80%,,3496781,Completed,First,"August 31, 2016",13h,,,,,
835,2602,Miikue,PC,13h,NR,,10602005,Completed,First,"December 16, 2019",13h,,,,,
836,2602,Mr_Dingmon,Xbox 360,13h,80%,,4212133,Completed,First,,13h,,,,,
837,2602,Nightaries3030,Xbox 360,13h,80%,,1360430,Completed,First,,13h,,,,,
838,2602,PJLadius,PC,13h,NR,,8954349,Completed,First,"June 13, 2019",13h,,,,,
839,2602,Private,PC,13h,80%,,3903429,Completed,First,"December 23, 2012",13h,,,,,
840,2602,Private,PC,13h,80%,,11880892,Completed,First,,13h,,,,,
841,2602,Private,Xbox 360,13h,NR,,5231571,Completed,First,,13h,,,,,
842,2602,Raftacon,PlayStation 4,13h,80%,,10223251,Replay Completed,Replay,,13h,,,,,
843,2602,Rixcs,PC,13h,NR,,693012,Completed,First,,13h,,,,,
844,2602,Shikigoku,PC,13h,70%,,1441895,Completed,First,,13h,,,,,
845,2602,SudoTO,PC,13h,NR,,4293064,Completed,First,"August 24, 2014",13h,,,,,
846,2602,Swiggles,,13h,NR,,417827,Completed,First,"September 18, 2013",13h,,,,,
847,2602,TakerThePhenom,PlayStation 3,13h,100%,,4933960,Completed,First,"August 20, 2017",13h,,,,,
848,2602,TimCardwell,PlayStation 4,13h,NR,,1295852,Completed,First,"April 13, 2015",13h,,,,,
849,2602,Tommyk20,PlayStation 3,13h,NR,,5253527,Completed Retired,First,"November 01, 2017",13h,,,,,
850,2602,YourBigToe,PC,13h,NR,,3889463,Completed,First,,13h,,,,,
851,2602,Zangreus,PC,13h,NR,,5647391,Completed,First,"November 21, 2018",13h,,,,,
852,2602,Zirtonic,PC,13h,80%,,6505649,Completed Retired,First,,13h,,25h,,,
853,2602,auza,PC,13h,80%,,877326,Completed,First,"August 04, 2014",13h,,,,,
854,2602,bart_collins,PC,13h,90%,,2812184,Completed,First,October 2012,13h,,,,,
855,2602,benq3000,PC,13h,100%,,587753,Completed,First,,13h,,,,,30h
856,2602,brofenix,PC,13h,70%,,671504,Completed,First,"March 17, 2014",13h,,20h,,,30h
857,2602,cmsweeney66,PC,13h,100%,,402045,Completed,First,"September 06, 2013",13h,,,,,
858,2602,dalloriam,PC,13h,NR,,10254275,Completed,First,"October 15, 2016",13h,,,,,
859,2602,daniro_8,PC,13h,NR,,11513920,Completed,First,"June 12, 2018",13h,,,,,
860,2602,davisaj3,PC,13h,NR,,648759,Completed,First,"November 16, 2014",13h,,,,,
861,2602,diegoplus,PC,13h,NR,,965279,Completed,First,"October 05, 2014",13h,,,,,
862,2602,drigs,PC,13h,80%,,5566712,Completed,First,"January 02, 2018",13h,,,,,
863,2602,emlyndoherty,PlayStation 4,13h,NR,,6386274,Completed,First,,13h,,,,,
864,2602,eviljosec,PC,13h,NR,,11824068,Completed,First,,13h,,,,,
865,2602,fefidoh,PC,13h,NR,,1393642,Completed,First,"June 17, 2015",13h,,,,,
866,2602,g9672001,PC,13h,90%,Easy/Hard depending what ending you want.,443553,Completed,First,,13h,,,,,
867,2602,gandalfthecray,PC,13h,80%,,585470,Completed,First,"October 10, 2013",13h,,,,,
868,2602,goldenballs1988,PC,13h,NR,,788991,Completed,First,"July 03, 2014",13h,,,,,
869,2602,gplayersv,PC,13h,90%,,744194,Completed,First,"May 31, 2014",13h,,,,,
870,2602,grkoblitz,PC,13h,NR,,4601451,Completed,Replay,,13h,,,,,
871,2602,jaybuds,PC,13h,NR,,10914374,Completed,First,"January 30, 2020",13h,,15h,,,
872,2602,lecram,PlayStation 3,13h,NR,,6019753,Completed,First,"January 21, 2013",13h,,18h,,,
873,2602,matthewpage,PC,13h,NR,,11695751,Completed,First,"January 24, 2014",13h,,,,,
874,2602,oldwicho,PlayStation 3,13h,70%,,1284268,Completed,First,"January 23, 2016",13h,,,,,
875,2602,Private,PC,13h,100%,,3975158,Completed,First,"January 27, 2017",13h,,18h,,,
876,2602,paxakaxap,PC,13h,100%,,6489524,Completed,First,"June 28, 2018",13h,,,,,
877,2602,roker,PC,13h,70%,,372275,Completed,First,,13h,,,,,
878,2602,sambam,PlayStation 4,13h,NR,,3984128,Completed,First,"March 14, 2017",13h,,,,,
879,2602,slitheras,PC,13h,80%,,7451316,Completed,First,"November 15, 2014",13h,,22h,,,
880,2602,tbfiddler,PC,13h,NR,,4848850,Completed,First,,13h,,,,,33h
881,2602,thepandanator21,PC,13h,NR,,1279615,Completed,First,"April 05, 2015",13h,,16h,,,
882,2602,thomaas23,PlayStation 3,13h,80%,,465928,Completed,First,"November 03, 2013",13h,,,,,
883,2602,tj990,PC,13h,80%,,316155,Completed,First,,13h,,,,,
884,2602,toymin80r,PC,13h,90%,,345716,Completed,First,"July 24, 2013",13h,,,,,
885,2602,wolfrain63,PC,13h,NR,,3075235,Completed,First,"June 10, 2016",13h,,,,,
886,2602,wondermustard,PlayStation 3,13h,90%,,1490832,Completed,First,"August 27, 2013",13h,,,,,
887,2602,yukokano22,PC,13h,NR,,11202666,Completed,First,"January 04, 2019",13h,,,,,
888,2602,zelenyzidan,PC,13h,90%,,3037107,Completed,First,"November 27, 2012",13h,,15h,,,
889,2602,FlorinEmil32,PC,13h 04m,80%,,1491647,Completed,First,,13h 04m 21s,,,,,
890,2602,,PC,13h 05m,NR,,9414954,Completed,First,,13h 05m,,,,,
891,2602,MrSoundless,PC,13h 05m,NR,,8072116,Completed,First,"August 30, 2016",13h 05m,,,,,
892,2602,Synecdoche,PC,13h 06m,NR,,799364,Completed,First,"January 13, 2013",13h 06m,,,,,
893,2602,Valrusia,PC,13h 10m,70%,,2141863,Completed,First,"March 17, 2016",13h 10m,,,,,
894,2602,,,13h 11m,NR,,353641,Completed,First,,13h 11m 25s,,25h,,,
895,2602,,PC,13h 12m,NR,,3594812,Completed,First,,13h 12m,,,,,
896,2602,,PC,13h 12m,NR,,6072942,Completed,First,,13h 12m,,,,,
897,2602,Volte83,PlayStation 3,13h 12m,NR,,387341,Completed,First,"February 28, 2016",13h 12m,,,,,
898,2602,Gutterdammerung,Xbox 360,13h 14m,90%,,900796,Completed,First,"August 18, 2016",13h 14m,,,,,
899,2602,besighyawn,PC,13h 15m,90%,,467517,Completed,First,"January 31, 2014",13h 15m,,,,,
900,2602,Private,PC,13h 20m,NR,,6057278,Completed,First,"July 14, 2016",13h 20m,,,,,
901,2602,lucasramosp,PC,13h 20m,NR,,825045,Completed,First,"May 15, 2014",13h 20m,,,,,
902,2602,stedesu,PC,13h 20m,NR,,1448751,Completed,First,"July 01, 2015",13h 20m,,,,,
903,2602,thethor1231,PC,13h 20m,80%,,7913251,Completed,First,"February 03, 2019",13h 20m,,,,,
904,2602,LeRok3T,PC,13h 21m,100%,,3577499,Completed,First,,13h 21m 02s,,,,,
905,2602,,,13h 22m,NR,,296877,Completed,First,,13h 22m,,,,,
906,2602,Private,PlayStation 3,13h 22m,NR,,8560785,Completed,First,"April 03, 2019",13h 22m,,18h 24m,,,
907,2602,Maverik,PC,13h 22m,NR,,9219681,Completed,First,"July 24, 2019",13h 22m 12s,,,,,
908,2602,kin3tics,PC,13h 25m,NR,,6938678,Completed,First,,13h 25m,,,,,
909,2602,,PC,13h 26m,NR,,5593901,Completed,First,,13h 26m,,17h,,,18h 30m
910,2602,,PlayStation 3,13h 27m,NR,"Enjoyable, somewhat short, but a good game all together, worth getting.",486016,Completed,First,,13h 27m 04s,,,,,
911,2602,FznRfq,PC,13h 30m,80%,,1934068,Completed,First,"October 11, 2012",13h 30m,,,,,
912,2602,Majster,PC,13h 30m,100%,,4061806,Completed,First,"February 12, 2017",13h 30m,,,,,
913,2602,Private,PC,13h 30m,NR,,9271081,Completed,First,"July 31, 2019",13h 30m,,18h 20m,,,
914,2602,MashuuMidori,PC,13h 30m,NR,,2695984,Completed,First,,13h 30m,,,,,31h
915,2602,Merclow,PC,13h 30m,80%,No killings playthrough.,323919,Completed,First,"July 13, 2013",13h 30m,,,,,
916,2602,basser94,PC,13h 30m,NR,,3379487,Completed,First,"April 10, 2017",13h 30m,,14h,,,
917,2602,leonelriosc,PC,13h 30m,NR,,4708558,Completed,First,"September 16, 2016",13h 30m,,,,,
918,2602,shadehunter,Xbox 360,13h 30m,NR,,4172441,Completed,First,,13h 30m,,,,,
919,2602,ViPeZz,PC,13h 32m,100%,,8404907,Replay Custom List Completed,First,"December 11, 2018",13h 32m,,,13h 32m /,,
920,2602,xAbyssWatcher,PC,13h 35m,NR,,10816180,Completed,First,,13h 35m,,,,,
921,2602,frizbee,PC,13h 36m,NR,,2977731,Completed,First,,13h 36m,,,,,
922,2602,Shigaru,PC,13h 41m,NR,,3586781,Completed,First,,13h 41m,,,,,
923,2602,Sentric,PC,13h 45m,NR,,4858864,Completed,First,"March 20, 2016",13h 45m,,,,,
924,2602,DrunkDionysos,PC,13h 50m,NR,,4725320,Completed,First,"June 21, 2015",13h 50m,,,,,
925,2602,,PC,14h,NR,,296902,Completed,First,,14h,,,,,
926,2602,,PC,14h,NR,No kills playthrough,418577,Completed,First,,14h,,,,,
927,2602,,PC,14h,NR,,551616,Completed,First,,14h,,,,,
928,2602,,PC,14h,NR,,2393380,Completed,First,,14h,,16h,,,
929,2602,,PC,14h,NR,,3634623,Completed,First,,14h,,,,,
930,2602,,PC,14h,NR,,6054135,Completed,First,,14h,,,,,
931,2602,,PC,14h,NR,,7404987,Completed,First,,14h,,,,,
932,2602,,PC,14h,NR,,11681566,Completed,First,,14h,,21h 22m,,,
933,2602,7stringking,PC,14h,NR,,567615,Completed,First,"August 30, 2014",14h,,,,,
934,2602,Benobot99,PC,14h,NR,Took about 8 full runs to get my time down. 1st speedrun was 2h 47m.,11619984,Completed,First,2019,14h,,,,1h 01m 56s,
935,2602,Courageous_Rat,PC,14h,90%,,3753347,Completed,First,"December 25, 2016",14h,,,,,
936,2602,DasRhodes,PC,14h,90%,,2625957,Completed,First,"February 21, 2016",14h,,,,,
937,2602,FCepulli,PlayStation 4,14h,80%,,12008445,Completed,First,"June 16, 2020",14h,,18h,,,
938,2602,FunnyFael,PC,14h,NR,,10998395,Completed,First,"February 16, 2020",14h,,,,,
939,2602,Greggers42,PC,14h,80%,,2984968,Completed,First,,14h,,,,,
940,2602,Gunloader420,Xbox 360,14h,90%,,11623269,Completed,First,"May 02, 2020",14h,,,,,
941,2602,Hinkelvinkel,PC,14h,100%,,429563,Completed,First,"October 18, 2012",14h,,,,,
942,2602,LTS55,PC,14h,NR,,202468,Completed,Replay,,14h,,,,,
943,2602,Liniik,PC,14h,80%,,3429049,Completed,First,,14h,,,,,
944,2602,Lokyos,PC,14h,NR,,5675809,Completed,First,,14h,,,,,
945,2602,LunaPii,PC,14h,NR,,1001345,Completed,First,"July 19, 2014",14h,,,,,
946,2602,Manuxinho,PC,14h,80%,,8211454,Completed,First,,14h,,,,,
947,2602,Marver,PC,14h,100%,,1451808,Completed,First,"July 11, 2015",14h,,,,,
948,2602,Metatron80,PC,14h,NR,,1050804,Completed,First,"December 18, 2014",14h,,,,,
949,2602,MrFirebugJr,Xbox 360,14h,70%,,3492002,Completed,First,"December 25, 2012",14h,,,,,
950,2602,Murkury,PC,14h,NR,,1058774,Completed,First,,14h,,,,,
951,2602,Private,PlayStation 3,14h,100%,,11956694,Custom List 2 Completed,First,,14h,,,,,
952,2602,NMYPeter,PC,14h,90%,,3615647,Completed,First,"August 22, 2014",14h,,,,,
953,2602,Nebulos,PC,14h,80%,,9248599,Completed,First,"June 09, 2019",14h,,,,,
954,2602,NeoNemesis116,PC,14h,NR,,466255,Completed,First,"November 19, 2014",14h,,,,,
955,2602,NiGHTMaRE37,PlayStation 3,14h,NR,,5547496,Completed,First,"September 22, 2017",14h,,,,,
956,2602,PerverseImp,PC,14h,NR,,3445592,Completed,First,"January 09, 2015",14h,,,,,
957,2602,Pipistrele,PC,14h,70%,,7346529,Completed,First,,14h,,,,,
958,2602,Private,PC,14h,80%,,3370816,Completed,First,"August 14, 2016",14h,,,,,
959,2602,Private,PC,14h,90%,,392232,Completed,First,"August 27, 2013",14h,,,,,
960,2602,Sephix,PC,14h,80%,,568352,Completed,First,"January 11, 2014",14h,,,,,
961,2602,Sinrost,PC,14h,80%,,3490879,Completed,First,"September 04, 2014",14h,Corvo of Chaos,,,,
962,2602,The_Master34,PlayStation 3,14h,90%,,1351555,Completed,First,2014,14h,,,,,
963,2602,TibTuner04,PC,14h,NR,,1655116,Completed,First,"February 23, 2017",14h,,,,,
964,2602,Walk3r,PC,14h,70%,,8547653,Completed,First,"September 15, 2013",14h,,,,,
965,2602,WhiteBubba12,PC,14h,90%,,9224955,Completed,First,,14h,,,,,
966,2602,Zombiecleo,PC,14h,100%,,165440,Completed,First,"December 01, 2012",14h,,,,,
967,2602,acjessen,PC,14h,80%,,1864009,Completed,First,"March 10, 2013",14h,,,,,
968,2602,akbhagat97,PlayStation 3,14h,NR,,10678391,Completed,First,,14h,,,,,
969,2602,azuren2o,PC,14h,NR,,3689231,Completed,First,"November 28, 2014",14h,,,,,
970,2602,born_naughty,PC,14h,90%,,9110815,Completed,First,"August 27, 2019",14h,,,,,
971,2602,brunohcsv1997,PC,14h,NR,,11261744,Completed,First,,14h,,,,,
972,2602,chocletychip,PC,14h,100%,,774150,Completed,First,,14h,,,,,
973,2602,Private,PC,14h,100%,,1793183,Replay Completed,First,,14h,,,38h 14m /,,24h
974,2602,dimdimdov,PC,14h,NR,,5197540,Completed,First,,14h,,,,,
975,2602,diodss,PC,14h,NR,,7962456,Completed,First,"January 13, 2019",14h,,,,,
976,2602,dunhili,PC,14h,NR,,3530015,Completed,First,,14h,,,,,
977,2602,filip_312,PC,14h,80%,,4413366,Completed,First,"April 15, 2014",14h,,,,,
978,2602,guesshuu,PC,14h,70%,,10150722,Completed,First,,14h,,,,,
979,2602,inuzumi,PC,14h,NR,,8916348,Completed,First,,14h,,22h,,,
980,2602,Private,PC,14h,90%,,6206585,Replay Completed,First,"April 27, 2016",14h,,,,,
981,2602,juanmonchis,PC,14h,NR,,1407486,Completed,First,"June 22, 2015",14h,,25h,,,
982,2602,lona91,PC,14h,NR,,1819766,Completed,First,,14h,,,,,
983,2602,mariusz673,PC,14h,NR,,6212285,Completed,First,"May 06, 2018",14h,,,,,
984,2602,mrbaggs,PC,14h,NR,,863218,Completed,First,"July 29, 2014",14h,,,,,
985,2602,nipplefish,PC,14h,NR,,2176747,Completed,First,"December 03, 2015",14h,,,,,
986,2602,rob3k,PC,14h,NR,,569211,Completed,First,"January 12, 2014",14h,,,,,
987,2602,stevechong25,PC,14h,80%,,8440776,Completed,First,"March 10, 2019",14h,,,,,
988,2602,sw38130,PC,14h,NR,,4395472,Completed,First,"May 07, 2017",14h,,,,,
989,2602,titansatb,PC,14h,NR,,877220,Completed,First,"August 04, 2014",14h,,,,,
990,2602,Private,PC,14h,NR,,11941776,Completed,First,"June 09, 2020",14h,,18h,,,
991,2602,zaheer12a,PC,14h,NR,,3390099,Completed,First,,14h,,,,,
992,2602,Private,PC,14h 07m,70%,,549008,Completed,First,"January 02, 2014",14h 07m,,,,,
993,2602,reomyr,PC,14h 11m,80%,,7626958,Completed,First,"December 05, 2018",14h 11m,,,,,
994,2602,Pillendreher,PC,14h 12m,NR,,982670,Completed,First,,14h 12m,,,,,
995,2602,Netto,PC,14h 14m,90%,,1329209,Completed,First,"July 02, 2014",14h 14m,,,,,
996,2602,,,14h 20m,NR,,417578,Completed,First,,14h 20m,,,,,
997,2602,,PC,14h 20m,NR,,9587854,Completed,First,,14h 20m,,,,,
998,2602,Jahbu,PC,14h 20m,NR,,6600706,Completed,First,"March 16, 2018",14h 20m,,17h 40m,,,
999,2602,The12thDoctor,PlayStation 3,14h 20m,NR,"Less than 20 kills, no main targets killed",3550134,Completed,First,"March 25, 2016",14h 20m,,,,,
1000,2602,PANZERFRUIT,PC,14h 21m,70%,,5907838,Completed,First,"March 01, 2018",14h 21m,,,,,
1001,2602,Prodige78,PlayStation 3,14h 21m,70%,,11755440,Completed,First,"May 29, 2020",14h 21m,,,,,
1002,2602,midwolf8,PlayStation 3,14h 21m,90%,,479602,Completed,First,"January 11, 2014",14h 21m 43s,,,,,
1003,2602,,PC,14h 22m,NR,,10251689,Completed,First,,14h 22m,,,,,
1004,2602,Yetimachete,PC,14h 23m,90%,,10751445,Completed,First,,14h 23m,,,,,
1005,2602,clumsypenguin,Xbox 360,14h 28m,70%,,5159896,Completed,First,,14h 28m,,,,,
1006,2602,Private,PC,14h 28m,80%,,866629,Replay Completed,First,"August 13, 2014",14h 28m 56s,,,18h 23m 39s /,,
1007,2602,,PC,14h 30m,NR,,544124,Completed,First,,14h 30m,,15h,,,18h
1008,2602,Braver,PC,14h 30m,80%,,1246969,Completed,First,"March 16, 2015",14h 30m,,18h 30m,,,
1009,2602,LewaOhato,Xbox 360,14h 30m,NR,,2980924,Completed,First,,14h 30m,,,,,
1010,2602,MiniMica90,PC,14h 30m,NR,,10693999,Completed,First,,14h 30m,,,,,
1011,2602,Private,PC,14h 30m,NR,,7289317,Completed,First,"June 26, 2018",14h 30m,,,,,
1012,2602,chriscj83,Xbox 360,14h 30m,80%,,4063918,Completed,First,"February 13, 2017",14h 30m,,,,,
1013,2602,grkoblitz,PC,14h 30m,NR,,4601450,Completed,First,,14h 30m,,,,,
1014,2602,kostass13,PC,14h 30m,NR,,1399637,Completed,First,"August 12, 2014",14h 30m,,,,,
1015,2602,xeviousg,PlayStation 3,14h 30m,NR,,7744668,Backlog Completed,First,"December 15, 2018",14h 30m,,,,,
1016,2602,nodira,PC,14h 42m,NR,,11839695,Completed,Replay,"June 17, 2020",14h 42m,,,,,
1017,2602,DigitalFrog,Xbox 360,14h 43m,70%,High chaos playthrough,113479,Completed,First,"March 15, 2013",14h 43m 10s,,,,,
1018,2602,bman1171,PlayStation 3,14h 52m,90%,,539343,Completed,First,"December 16, 2012",14h 52m 31s,,,,,
1019,2602,,PC,15h,NR,,296893,Completed,First,,15h,,,,,
1020,2602,,PC,15h,NR,,584381,Completed,First,,15h,,,,,
1021,2602,,PC,15h,NR,,644945,Completed,First,,15h,,,,,
1022,2602,,PC,15h,NR,,2002233,Completed,First,,15h,,,,,
1023,2602,,PC,15h,NR,,2793453,Completed,First,,15h,,,,,
1024,2602,,PC,15h,NR,,4611530,Completed,First,,15h,,,,,
1025,2602,ACE_V,PlayStation 3,15h,70%,I am not sure about the time,6441148,Completed,First,August 2013,15h,,,,,
