,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Personal Notes,Retired Notes
276,60145,Ibuki,PC,17h,NR,,10418627,Completed,First,17h,"November 19, 2019",,,,,
277,60145,Private,PlayStation 4,17h,80%,não fiz,10949537,Completed,Replay,17h,"November 26, 2019",25h,,,,
278,60145,Procyon,PC,17h,NR,,10852382,Completed,First,17h,"January 20, 2020",,,,,
279,60145,brandondelvalle,PlayStation 4,17h,80%,,10583598,Completed,First,17h,"November 30, 2019",,,,,
280,60145,fosain,PC,17h,90%,,11210762,Completed,First,17h,"March 21, 2020",,,,,
281,60145,lewis,PC,17h,80%,,10742963,Completed,First,17h,"January 04, 2020",,,,,
282,60145,manuelm_1986,PC,17h,NR,,10736918,Completed,First,17h,"January 01, 2020",,,,,
283,60145,paulmuaddib,PC,17h,NR,,11149048,Completed,First,17h,,,,,,
284,60145,purpleurchin,PC,17h,NR,,9409991,Completed,First,17h,"December 07, 2019",,,,,
285,60145,Private,PC,17h,90%,,11461476,Completed,First,17h,"April 16, 2020",,,,,
286,60145,,PC,17h 05m,NR,,10445699,Completed,First,17h 05m 32s,,,,,,
287,60145,OSTus,PC,17h 06m,NR,,11428851,Completed,First,17h 06m,"March 30, 2020",,,,,
288,60145,mmakk,PC,17h 15m,NR,,10558025,Completed,First,17h 15m,"December 08, 2019",,,,,
289,60145,GermanDarknes,PC,17h 19m,NR,,11544264,Completed,First,17h 19m,"November 29, 2019",,,,,
290,60145,voltage98,PC,17h 20m,NR,,11922839,Completed,First,17h 20m,"June 06, 2020",,,,,
291,60145,,PC,17h 21m,NR,,10445747,Completed,First,17h 21m,,25h 14m,,,,
292,60145,Grayfox001,PlayStation 4,17h 22m,NR,,11634701,Completed,First,17h 22m,,,,,,
293,60145,Jacob_Darka,PC,17h 28m,90%,"There's more than 50 mini-bosses that appears randomly in the world, defeated most of `em.",10491856,Completed,First,17h 28m,"November 26, 2019",23h 41m,33h 54m 53s,,,
294,60145,,Xbox One,17h 30m,NR,,10426382,Completed,First,17h 30m,,,,,,
295,60145,FierceSpider,PC,17h 30m,NR,,10494387,Completed,First,17h 30m,"November 26, 2019",,,,,
296,60145,MattViper,PlayStation 4,17h 31m,NR,,11778867,Completed,First,17h 31m 26s,"May 18, 2020",,,,,
297,60145,Private,PlayStation 4,17h 34m,NR,Jedi Master Levsl,11860561,Completed,First,17h 34m,"June 17, 2020",,,,,
298,60145,,PC,17h 52m,NR,,10700588,Completed,First,17h 52m,,,,,,
299,60145,SylwesterZ,PC,17h 54m,NR,,12030715,Completed,First,17h 54m,"June 14, 2020",,,,,
300,60145,jobbogamer,PC,17h 54m,NR,,11057956,Completed,First,17h 54m,"February 26, 2020",,,,,
301,60145,,PlayStation 4,18h,NR,,10445759,Completed,First,18h,,21h,,,,
302,60145,,PC,18h,NR,,10683249,Completed,Replay,18h,,,,,,
303,60145,,PlayStation 4,18h,NR,,10788458,Completed,First,18h,,,,,,
304,60145,,PlayStation 4,18h,NR,,10840731,Completed,First,18h,,20h,21h,,,
305,60145,,PlayStation 4,18h,NR,,11029390,Completed,First,18h,,25h,30h,,,
306,60145,BacklogBrian,PlayStation 4,18h,NR,,11402488,Completed,First,18h,,,,,,
307,60145,DankSpider,PC,18h,NR,,10880074,Completed,First,18h,"January 25, 2020",,,,,
308,60145,EnderWiggin,PC,18h,NR,,11473982,Completed,First,18h,"March 09, 2020",,,,,
309,60145,FabioAuditore,Xbox One,18h,NR,,10927930,Completed,First,18h,"January 06, 2020",20h,,,,
310,60145,Juntaou,PC,18h,NR,,11887609,Completed,First,18h,"April 01, 2020",,,,,
311,60145,LLBKI,PC,18h,NR,,10482562,Completed,First,18h,"November 25, 2019",,,,,
312,60145,Lrds,PlayStation 4,18h,90%,,11772405,Completed,First,18h,"May 17, 2020",,,,,
313,60145,Mikelson,PC,18h,NR,,10788431,Completed,First,18h,"January 10, 2020",,,,,
314,60145,Omland,PC,18h,90%,Finished the story quick as I played non-stop for two days almost,12022880,Completed Retired,First,18h,"March 22, 2020",,,,As I am a huge Star Wars fan I spent one weekend just playing this amazing but short game.,As I borrowed the game from a friend I probably won't play it for some time.
315,60145,Psy515,PC,18h,NR,,10518445,Completed,First,18h,"November 30, 2019",,,,,
316,60145,Skikkiks,PlayStation 4,18h,80%,,10962239,Completed,First,18h,"November 24, 2019",,,,,
317,60145,Private,PlayStation 4,18h,NR,,10667484,Completed,First,18h,"December 27, 2019",,,,,
318,60145,adriano_banano,PC,18h,90%,,11979101,Completed,First,18h,"March 12, 2020",22h,,,,
319,60145,astralmoon,PC,18h,NR,,11003884,Completed,First,18h,"February 15, 2020",,,,,
320,60145,blackMamba1187,PC,18h,80%,,10461969,Completed,First,18h,"December 01, 2019",,,,3440x1440 120Hz gsync 7700k 1080TI,
321,60145,dryerlaw,PC,18h,100%,,11825294,Completed,First,18h,"May 24, 2020",20h,,,,
322,60145,huteri,PC,18h,NR,,10658959,Completed,First,18h,"December 26, 2019",,,,,
323,60145,jjatindranath,PC,18h,NR,,10762421,Completed,First,18h,"November 25, 2019",,,,,
324,60145,josu91,PC,18h,NR,,10817900,Completed,First,18h,"March 11, 2020",,,,,
325,60145,lebron23,PlayStation 4,18h,NR,,11050337,Completed,First,18h,"March 02, 2020",,,,,
326,60145,leonkenedystan1,PlayStation 4,18h,80%,,10938312,Completed,First,18h,"February 04, 2020",,,,,
327,60145,vannboyo,PC,18h,NR,,11411248,Completed,First,18h,November 2019,40h,,,,
328,60145,pacheco8011,PlayStation 4,18h 03m,NR,,11288505,Completed,First,18h 03m 09s,"April 03, 2020",,,,,
329,60145,joseraulchavez,PC,18h 10m,80%,,11121264,Completed,First,18h 10m,"March 08, 2020",,,,,
330,60145,,PC,18h 20m,NR,,11622015,Completed,First,18h 20m,,,,,,
331,60145,linemo854,PlayStation 4,18h 22m,80%,,10687515,Playing Completed,First,18h 22m 37s,"January 08, 2020",,,23h 17m 58s /,,
332,60145,jordanblamire1,PlayStation 4,18h 24m,90%,,11175679,Completed,First,18h 24m,"March 18, 2020",,,,,
333,60145,thausael,PC,18h 25m,100%,,10450826,Completed,First,18h 25m 11s,"November 29, 2019",22h 55m 39s,,,,
334,60145,bocaci,PlayStation 4,18h 30m,70%,,10944798,Completed,First,18h 30m,"February 13, 2020",,,,,
335,60145,dejaypiii,PC,18h 30m,80%,,10699565,Completed,First,18h 30m,"February 25, 2020",24h,,,,
336,60145,hyperjelly,PlayStation 4,18h 30m,NR,,10551196,Completed,First,18h 30m,"January 16, 2020",,,,,
337,60145,,PlayStation 4,18h 39m,NR,,10656277,Completed,First,18h 39m,,25h 05m,39h 23m,,,
338,60145,SkernStation,PC,18h 45m,80%,Jedi Master (Hard Mode),11009113,Completed,First,18h 45m,"November 26, 2019",,,,"Full LetsPlay
https://www.twitch.tv/collections/EuaxYanQ1xWrAw",
339,60145,,PC,19h,NR,,10519681,Completed,First,19h,,23h,,,,
340,60145,,PC,19h,NR,,11047122,Completed,First,19h,,,,,,
341,60145,Centi,PC,19h,90%,,10579241,Completed,First,19h,"November 17, 2019",,,,,
342,60145,IdiotEastwood,PC,19h,70%,,10426604,Replay Completed,First,19h,"December 03, 2019",,,19h /,,
343,60145,MUNDICiiDE,PC,19h,NR,,11476780,Completed,First,19h,"February 17, 2020",,,,,
344,60145,Parillan,PC,19h,NR,,10993126,Completed,First,19h,"March 10, 2020",,,,,
345,60145,PirikitaMon,PC,19h,NR,,11202985,Completed,First,19h,"March 20, 2020",,,,,
346,60145,SynySynson,PC,19h,NR,,10431390,Completed,First,19h,"November 16, 2019",,,,,
347,60145,Private,PC,19h,NR,,11433687,Completed,First,19h,"April 30, 2020",,,,,
348,60145,shawshank97,PC,19h,NR,,10584856,Completed,First,19h,"December 13, 2019",,,,,
349,60145,zerolol,PlayStation 4,19h 05m,NR,,10639611,Completed,First,19h 05m,"December 23, 2019",,,,,
350,60145,Private,PC,19h 29m,NR,,11003325,Completed,First,19h 29m,"February 17, 2020",,,,,
351,60145,Shuurai,PlayStation 4,19h 30m,80%,,11121722,Completed,First,19h 30m,,,,,,
352,60145,vevezo,PC,19h 32m,NR,,10666069,Completed,First,19h 32m 09s,,,,,,
353,60145,Stingx2,PlayStation 4,19h 32m,NR,,10714505,Completed,First,19h 32m 49s,"December 31, 2019",,,,,
354,60145,DouglasIX,PC,19h 40m,100%,,10978521,Completed,First,19h 40m,"February 11, 2020",,,,,
355,60145,,PC,20h,NR,,10439428,Completed,First,20h,,,,,,
356,60145,,PC,20h,NR,,10486488,Completed,First,20h,,30h,40h,,,
357,60145,,Xbox One,20h,NR,,10488585,Completed,First,20h,,25h,30h,,,
358,60145,,PC,20h,NR,,10651841,Completed,First,20h,,27h 30m,,,,
359,60145,,PC,20h,NR,,10755303,Completed,First,20h,,,,,,
360,60145,,PC,20h,NR,,10779907,Completed,First,20h,,,,,,
361,60145,,PC,20h,NR,,10926247,Completed,First,20h,,27h,,,,
362,60145,,PC,20h,NR,,11771121,Completed,First,20h,,,,,,
363,60145,,PC,20h,NR,,11932876,Completed,First,20h,,,,,,
364,60145,,PlayStation 4,20h,NR,,11979009,Completed,First,20h,,,,,,
365,60145,ACE_V,PC,20h,80%,,10813667,Completed,First,20h,"January 14, 2020",,,,,
366,60145,DarkEagle,PC,20h,90%,,10515612,Completed,First,20h,"November 22, 2019",,,,,
367,60145,DougieFFC,PC,20h,80%,,10506978,Completed,First,20h,"November 29, 2019",,,,,
368,60145,Dysun,PC,20h,90%,,10505211,Completed,First,20h,"December 31, 2019",,,,,
369,60145,Eyzmaster,PlayStation 4,20h,NR,,10670170,Completed,First,20h,"February 16, 2020",,,,,
370,60145,Gman450,PC,20h,90%,,10510586,Completed,First,20h,"January 07, 2020",,,,,
371,60145,Private,Xbox One,20h,NR,,10551495,Completed,First,20h,"December 08, 2019",,,,,
372,60145,Private,PlayStation 4,20h,NR,I did not find few items,11267316,Completed,First,20h,"March 27, 2020",25h,,,,
373,60145,Kapsfire,PlayStation 4,20h,NR,,10662817,Completed,First,20h,"December 26, 2019",,,,85% completion rate. Really good game with a kinda too abrupt difficulty curve near the end.,
374,60145,Krasher,PlayStation 4,20h,NR,,10807773,Playing Completed,First,20h,"January 30, 2020",,,,,
375,60145,Private,PC,20h,NR,just story + take some collectibles in my way,11564409,Completed,First,20h,"April 30, 2020",,,,,
376,60145,Mewa,PlayStation 4,20h,70%,,11414192,Completed,First,20h,"April 11, 2020",,,,,
377,60145,OneGriff,PlayStation 4,20h,NR,,10812430,Completed,First,20h,"January 09, 2020",,,,,
378,60145,PuffMama,PlayStation 4,20h,70%,,11346918,Completed,First,20h,"April 28, 2020",,,,,
379,60145,UncivilPlayer,Xbox One,20h,NR,,11426353,Completed,First,20h,"April 12, 2020",,,,,
380,60145,Private,PlayStation 4,20h,70%,,11319197,Completed,First,20h,"April 26, 2020",,,,,
381,60145,albuu,PlayStation 4,20h,NR,,11004720,Completed,First,20h,"February 17, 2020",,,,,
382,60145,cottboi,PlayStation 4,20h,90%,,10673795,Completed,First,20h,,,,,,
383,60145,countbrackmoor,PlayStation 4,20h,90%,,10468911,Completed,First,20h,"December 04, 2019",,,,,
384,60145,deanzel,PlayStation 4,20h,80%,,11199743,Completed,First,20h,"March 01, 2020",25h,30h,,,
385,60145,hikle00,PlayStation 4,20h,NR,,10778742,Completed,First,20h,"December 08, 2019",30h,40h,,,
386,60145,jittlelames,PC,20h,NR,,10802281,Completed,First,20h,"January 12, 2020",,,,,
387,60145,Private,PlayStation 4,20h,NR,,11395437,Completed,First,20h,"April 09, 2020",,,,,
388,60145,nyza,PC,20h,NR,,11475350,Completed,First,20h,"April 17, 2020",21h,22h,,,
389,60145,Private,Xbox One,20h,NR,,10506097,Completed,First,20h,"January 01, 2020",,,,,
390,60145,pklol,PC,20h,70%,took 5 hours longer because i played on grand master and died a ton at the last 2 bosses,10466434,Completed,First,20h,"November 21, 2019",,,,,
391,60145,robert889,PlayStation 4,20h,70%,,10615536,Completed,First,20h,"December 19, 2019",,,,,
392,60145,zolebug,PC,20h,NR,,10581129,Completed,First,20h,"December 12, 2019",,,,,
393,60145,,PC,20h 01m,NR,,10469231,Completed,First,20h 01m,,,,,,
394,60145,,PC,20h 01m,NR,,10817474,Completed,First,20h 01m 02s,,24h 05m 07s,,,,
395,60145,Tos,PC,20h 01m,80%,,10747397,Playing Completed,First,20h 01m 10s,"December 04, 2019",,,,,
396,60145,ei02028,PlayStation 4,20h 06m,80%,,10476710,Completed,First,20h 06m 05s,"March 11, 2020",,,,,
397,60145,eXpertiz,PC,20h 16m,NR,"100% completion, maps explored, chests, secrets, databanks, seeds, tactical guides, skills",10453228,Completed,First,20h 16m,"December 01, 2019",,34h 32m,,,
398,60145,joemafu,PC,20h 16m,NR,,11306634,Completed,First,20h 16m,"March 29, 2020",,,,,
399,60145,roadmemorial,Xbox One,20h 30m,100%,very fun did not soend much time exploreing the extra content like chests etc,11285669,Completed,First,20h 30m,"April 17, 2020",,,,,
400,60145,Majorben123,Xbox One,20h 56m,NR,,11526301,Completed,First,20h 56m,"March 07, 2020",,,,,
401,60145,,PlayStation 4,21h,NR,,10430996,Completed,First,21h,,,,,,
402,60145,,PC,21h,NR,,10469533,Completed,First,21h,,,,,,
403,60145,,PC,21h,NR,,10629210,Completed,First,21h,,,,,,
404,60145,,Xbox One,21h,NR,,10699352,Completed,First,21h,,,,,,
405,60145,DesperOzy,PC,21h,NR,,10466742,Completed,First,21h,"November 22, 2019",23h,,,,
406,60145,RezMarcher,PC,21h,NR,Jedi Master Difficulty,10618397,Completed,First,21h,"December 19, 2019",,,,,
407,60145,SSBRush,PC,21h,NR,,10862729,Completed,First,21h,"January 20, 2020",,,,,
408,60145,cardsandhuskers,PC,21h,90%,,10732766,Completed,First,21h,"January 28, 2020",,,,,
409,60145,catchingadri,PlayStation 4,21h,NR,,10743071,Completed,First,21h,"December 14, 2019",,,,,
410,60145,joeco0l_,PC,21h,90%,jedi master difficulty except for the last boss. plan on going back and finishing the last boss with that difficulty.,10463972,Completed,First,21h,"November 25, 2019",,,,,
411,60145,milosays,PC,21h,NR,,10680906,Playing Completed,First,21h,"December 29, 2019",,,,,
412,60145,Private,PC,21h,NR,,10482207,Completed,First,21h,"November 24, 2019",28h,35h,,,
413,60145,phillips6112,PC,21h,NR,,10907854,Completed,First,21h,"January 29, 2020",,,,,
414,60145,sppedro,PlayStation 4,21h,NR,,10737153,Completed,First,21h,"December 25, 2019",,,,,
415,60145,torchrandall,Xbox One,21h,NR,,10965361,Completed,First,21h,"February 09, 2020",,,,,
416,60145,LexLoco,Xbox One,21h 45m,NR,,10437581,Completed,First,21h 45m 43s,"December 03, 2019",,,,,
417,60145,,PC,22h,NR,,10462182,Completed,First,22h,,,,,,
418,60145,,PC,22h,NR,,11378413,Completed,First,22h,,,,,,
419,60145,INKEDinARIZONA,PC,22h,NR,,11966165,Completed,First,22h,"June 11, 2020",,,,,
420,60145,MrLewf,PC,22h,NR,,10604952,Completed,First,22h,"December 10, 2019",,,,,
421,60145,Nvidius,PlayStation 4,22h,NR,,11310889,Completed,First,22h,"January 07, 2020",26h,,,,
422,60145,RahmBro,PC,22h,NR,,10428500,Playing Completed,First,22h,"November 24, 2019",,,35h /,,
423,60145,aKaste72,PC,22h,NR,,11086727,Completed,First,22h,"March 02, 2020",,,,,
424,60145,firetreebear,PC,22h,NR,,10863200,Completed,First,22h,"December 18, 2019",,,,,
425,60145,kastavion,PlayStation 4,22h,NR,,10635715,Completed,First,22h,"February 17, 2020",,,,,
426,60145,Private,PC,22h,NR,,10478291,Completed,First,22h,"November 24, 2019",30h,40h,,,
427,60145,,PC,22h 03m,NR,IN normal mode,10428642,Completed,First,22h 03m 56s,,,,,,
428,60145,,PC,22h 12m,NR,,10821229,Completed,First,22h 12m 51s,,,,,,
429,60145,,PlayStation 4,22h 30m,NR,,10766722,Completed,First,22h 30m,,,,,,
430,60145,Clavat,PC,23h,NR,Master jedi,11961619,Completed,First,23h,"June 11, 2020",,,,,
431,60145,Cyben_X,PC,23h,NR,,11057180,Completed,First,23h,"February 26, 2020",,,,,
432,60145,stefan12123434,PC,23h,100%,,10836847,Completed,First,23h,,,,,,
433,60145,Bluewhite,PC,23h 19m,90%,,10526387,Completed,First,23h 19m 18s,"December 11, 2019",,,,,
434,60145,songoku8832,PlayStation 4,23h 28m,80%,,10651307,Completed,First,23h 28m 39s,"January 03, 2020",,,,,
435,60145,,PC,23h 47m,NR,,10648966,Completed,First,23h 47m,,27h 36m,,,,
436,60145,,PC,24h,NR,Hardest mode,11061165,Completed,First,24h,,31h,,,,
437,60145,BigNeebus,PC,24h,40%,,11613750,Completed,First,24h,"April 30, 2020",,,,,
438,60145,abhishek_krishnan,PC,24h,NR,,11327745,Completed,First,24h,"April 03, 2020",29h,36h,,,
439,60145,csjessid,PC,24h,90%,,10612739,Completed,First,24h,"January 18, 2020",26h,,,,
440,60145,tinygreensnake,PC,24h,NR,,10692030,Completed,First,24h,"December 28, 2019",,,,,
441,60145,dgrdsv,PC,24h 42m,70%,,10623902,Completed,First,24h 42m,"December 20, 2019",,,,,
442,60145,,PC,25h,NR,,10620744,Completed,First,25h,,,,,,
443,60145,,Xbox One,25h,NR,,10794414,Completed,First,25h,,35h,50h,,,
444,60145,Anthracks,Xbox One,25h,80%,,10461589,Completed,First,25h,"December 15, 2019",,,,,
445,60145,Htyrohoryth,PC,25h,NR,,10463495,Playing Completed,First,25h,"November 24, 2019",26h,,25h /,,
446,60145,Private,PlayStation 4,25h,NR,,11116249,Completed,First,25h,"March 07, 2020",,,,,
447,60145,Private,PlayStation 4,25h,NR,,10741458,Completed,First,25h,"January 03, 2020",,,,,
448,60145,bae99,PlayStation 4,25h 13m,NR,,10947577,Completed,First,25h 13m 08s,"February 07, 2020",,,,,
449,60145,Oiolosse,PC,26h 12m,90%,,10569076,Completed,First,26h 12m,"December 04, 2019",,,,,
450,60145,theham07,PC,28h,NR,"Compensated time for some optional content, but really just me getting lost",11746000,Completed,First,28h,"May 11, 2020",30h,,,,
451,60145,zwoin,PlayStation 4,8h 15m,80%,,10770571,Completed,First,,"December 20, 2019",8h 15m,,,,
452,60145,,PC,10h,NR,,10787025,Completed,First,,,10h,,,,
453,60145,,PC,11h 30m,NR,Around 75% Completion,10465420,Completed,First,,,11h 30m,,,,
454,60145,,PC,12h,NR,,10445042,Completed,First,,,12h,,,,
455,60145,Squidgybuffalo,Xbox One,12h 14m,NR,,11081495,Completed,First,,"January 03, 2020",12h 14m,,,,
456,60145,,PC,13h,NR,,10438273,Completed,First,,,13h,,,,
457,60145,,PlayStation 4,13h,NR,,10666433,Completed,First,,,13h,,,,
458,60145,,PC,13h,NR,,10715191,Completed,First,,,13h,,,,
459,60145,Ptah,PC,13h,NR,,10603974,Completed,First,,"December 16, 2019",13h,,,,
460,60145,,PC,13h 20m,NR,,11643621,Completed,First,,,13h 20m,,,,
461,60145,,PC,14h,NR,"I didn't get everything, but I did do a fair amount of exploring.",11068810,Completed,First,,,14h,,,,
462,60145,,PC,14h,NR,,11307673,Completed,First,12h,,14h,,,,
463,60145,1ruperto1,PlayStation 4,14h,NR,,10994889,Completed,First,,"February 15, 2020",14h,,,,
464,60145,Beelo,PlayStation 4,14h,80%,,10529032,Completed,First,12h,"December 03, 2019",14h,17h,,,
465,60145,Blinknspark,PC,14h,NR,,10480358,Completed,First,,"November 24, 2019",14h,,,,
466,60145,LeToothpick,PC,14h,70%,,10863626,Completed,First,9h,"January 14, 2020",14h,,,,
467,60145,Scde2,PC,14h,NR,,10656710,Completed,First,,"December 25, 2019",14h,,,,
468,60145,darkrepast,PC,14h,NR,,10437744,Completed,First,12h,"November 16, 2019",14h,,,,
469,60145,Private,PC,14h,NR,,10545929,Completed,First,,"November 18, 2019",14h,,,,
470,60145,robogiraffe,PlayStation 4,14h 10m,80%,Jedi Knight difficulty. Took time exploring until the last 2 areas. File said 78% complete.,10638033,Completed,First,10h,"December 23, 2019",14h 10m,,,,
471,60145,Roosevelt,Xbox One,14h 25m,70%,,10859850,Completed,First,,"January 22, 2020",14h 25m,,,,
472,60145,,PC,14h 30m,NR,,11945043,Completed,First,,,14h 30m,,,,
473,60145,sapphirone,PC,14h 30m,NR,,10469544,Completed,First,,"November 23, 2019",14h 30m,,,,
474,60145,Not_Moose,PC,14h 32m,NR,87% Completion.,10819439,Completed,First,,"January 15, 2020",14h 32m,,,,
475,60145,Chrakatoa,PC,14h 40m,NR,,10563625,Completed,First,,,14h 40m 21s,,,,
476,60145,Tusk,PC,14h 44m,60%,74% Completion - Jedi Knight difficulty,10455091,Completed,First,,"November 20, 2019",14h 44m,,,,
477,60145,Daigoro,PC,14h 44m,80%,,10732427,Completed,First,,"January 02, 2020",14h 44m 03s,,,,
478,60145,PiteroS,PC,14h 45m,NR,,10512172,Completed,First,,"November 30, 2019",14h 45m,,,,
479,60145,Chusca,PC,14h 49m,70%,,10959284,Completed,First,,"February 08, 2020",14h 49m,,,,
480,60145,MrHands81,PC,14h 55m,70%,,10715537,Completed,First,,"December 31, 2019",14h 55m,,,,
481,60145,,PC,15h,NR,,10440865,Completed,First,,,15h,,,,
482,60145,,PC,15h,NR,,10444780,Completed,First,,,15h,,,,
483,60145,,PC,15h,NR,,10460145,Completed,First,,,15h,,,,
484,60145,,PC,15h,NR,,10486459,Completed,First,,,15h,,,,
485,60145,,PlayStation 4,15h,NR,,10925087,Completed,First,,,15h,,,,
486,60145,Akai_Kaminari,PC,15h,80%,,10946509,Completed,First,,"February 07, 2020",15h,,,,
487,60145,Ashkaan,Xbox One,15h,100%,,8928237,Completed,First,,"December 03, 2019",15h,,,,
488,60145,Private,PC,15h,NR,,10458150,Completed,First,,"November 19, 2019",15h,,,,
489,60145,DreamEaglr,Xbox One,15h,NR,,10439563,Completed,First,12h,"November 17, 2019",15h,25h,,,
490,60145,FancyKilerWales,PC,15h,NR,,10437748,Completed,First,,"November 16, 2019",15h,,,,
491,60145,Happypillow,PC,15h,NR,,10754099,Completed,First,,"January 05, 2020",15h,,,,
492,60145,Private,PlayStation 4,15h,NR,,10679848,Completed,First,,"December 22, 2019",15h,,,,
493,60145,Jjzwak,Xbox One,15h,80%,,10480454,Completed,First,,"November 26, 2019",15h,,,,
494,60145,Kaahrad,PC,15h,NR,,10798487,Completed,First,,"January 11, 2020",15h,,,,
495,60145,MikeLeeOTI,PC,15h,NR,,10475448,Completed,First,,"November 23, 2019",15h,,,,
496,60145,SatinderpalSaroa,PC,15h,NR,,10426397,Completed,First,,"November 21, 2019",15h,,,,
497,60145,SuperChill_Gaming,PlayStation 4,15h,100%,,10925095,Completed,First,,"December 01, 2019",15h,,,,
498,60145,Throwaway_Name,PlayStation 4,15h,70%,,10653866,Completed,First,,"December 28, 2019",15h,,,,
499,60145,Private,PC,15h,80%,,10466996,Completed,First,12h,"November 22, 2019",15h,,,,
500,60145,ZozuliakNick,PlayStation 4,15h,80%,,10585199,Completed,First,,"December 08, 2019",15h,,,,
501,60145,Zyangarr,PC,15h,90%,,10481349,Completed,First,,"November 25, 2019",15h,,,,
502,60145,dusttbuster,PC,15h,80%,Completed Main Story with around 60 percent of the cosmetics unlocked.,11680413,Completed,First,,"May 12, 2020",15h,,,,
503,60145,gantt5,PC,15h,NR,,10432415,Completed,First,,"November 16, 2019",15h,,,,
504,60145,yigitkoparan123,PC,15h,80%,%85 Completed,10486700,Completed,First,,"November 25, 2019",15h,,,,
505,60145,jaimieditchfield5,Xbox One,15h 08m,NR,,10577283,Completed,First,,"December 11, 2019",15h 08m 33s,,,,
506,60145,Raftacon,PlayStation 4,15h 15m,60%,,10489943,Completed,First,,"November 29, 2019",15h 15m,,,,
507,60145,Luticious,PC,15h 18m,NR,,10603765,Completed,First,,"December 16, 2019",15h 18m,,,,
508,60145,Digniax,PC,15h 20m,70%,,10598080,Completed,First,,"December 15, 2019",15h 20m,,,,
509,60145,Private,PC,15h 22m,NR,,10770491,Completed,First,,"January 07, 2020",15h 22m 45s,23h 52m 20s,,,
510,60145,Thraesheios,PC,15h 28m,90%,,10467946,Completed,First,,"November 23, 2019",15h 28m,,,,
511,60145,Oliveira,PC,15h 30m,70%,,10467384,Completed,First,,"November 22, 2019",15h 30m,,,,
512,60145,hhhhojeihsu,PC,15h 30m,NR,,10562157,Completed,First,,"December 09, 2019",15h 30m,,,,
513,60145,Mr_b_2666,PlayStation 4,15h 30m,80%,,10464339,Completed,First,,"November 21, 2019",15h 30m 30s,,,,
514,60145,,PC,15h 32m,NR,,10659217,Completed,First,,,15h 32m,,,,
515,60145,dmgash,PC,15h 45m,NR,,10510332,Completed,First,,"November 29, 2019",15h 45m,,,,
516,60145,pokemon4597,Xbox One,15h 45m,NR,,10482845,Completed,First,,"November 25, 2019",15h 45m,,,,
517,60145,Krilledood,Xbox One,15h 46m,80%,,10432801,Completed,First,,"December 02, 2019",15h 46m,,,,
518,60145,Dutii,PC,15h 50m,90%,,10486572,Completed,First,,"November 25, 2019",15h 50m,,,,
519,60145,andreas0992,PC,15h 51m,NR,,11275680,Completed,First,,"June 02, 2020",15h 51m 49s,,,,
520,60145,TeenJackBauer,Xbox One,15h 53m,NR,"Jedi Master difficulty, 565G",10442483,Completed,First,,"November 27, 2019",15h 53m,,,,
521,60145,,PC,16h,NR,,10432946,Completed,First,13h,,16h,,,,
522,60145,,PC,16h,NR,,10440382,Completed,First,15h,,16h,18h,,,
523,60145,,PC,16h,NR,,10801951,Completed,First,14h,,16h,,,,
524,60145,,PC,16h,NR,,11650302,Completed,First,,,16h,,,,
525,60145,Angmar,PC,16h,80%,,10428300,Completed,First,,"November 17, 2019",16h,,,,
526,60145,Cheerios4u98,PC,16h,90%,,10457699,Completed,First,,"November 18, 2019",16h,,,,
527,60145,Hampopo,PC,16h,100%,,10676131,Completed,First,,"December 28, 2019",16h,,,,
528,60145,IrishSheep,PC,16h,NR,,10456612,Completed,First,14h,"November 19, 2019",16h,,,,
529,60145,Jedi9nife,PC,16h,NR,,10442539,Completed,First,,"November 17, 2019",16h,,,,
530,60145,Marve9,PC,16h,NR,,10450965,Completed,First,,"November 19, 2019",16h,,,,
531,60145,Private,PC,16h,70%,,10453151,Completed,First,,"November 19, 2019",16h,,,,
532,60145,MiniMica90,PC,16h,NR,,10693200,Completed,First,,,16h,,,,
533,60145,Narpet2112,PlayStation 4,16h,NR,,10464884,Completed,First,,"December 07, 2019",16h,,,,
534,60145,ShadoRift,PC,16h,NR,,10849838,Completed,First,,"January 20, 2020",16h,,,,
535,60145,TaryNNNN,PC,16h,90%,,10519161,Completed,First,,"December 01, 2019",16h,,,,
536,60145,alexeystg,PC,16h,NR,,10486809,Completed,First,,"November 25, 2019",16h,,,,
537,60145,beardedred,PC,16h,NR,Finished Main story and fully explored every planet,10464755,Completed,First,,"November 21, 2019",16h,,,,
538,60145,coldhiller,PlayStation 4,16h,90%,,11455334,Completed,First,,,16h,20h,,,
539,60145,coldhiller2,PlayStation 4,16h,90%,finding echo spots whenever possible,11253081,Completed,First,,"March 26, 2020",16h,22h,,,
540,60145,kowales,PlayStation 4,16h,80%,,11520744,Completed,First,,"April 17, 2020",16h,,,,
541,60145,mcollier416,PC,16h,NR,,11337046,Completed,First,,"April 03, 2020",16h,,,,
542,60145,moeshiznit,PC,16h,90%,,10443653,Completed,First,,"November 18, 2019",16h,,,,
543,60145,Private,PC,16h,NR,,10640395,Completed,First,,"December 23, 2019",16h,,,,
544,60145,,PC,16h 11m,NR,,10640376,Completed,First,,,16h 11m,,,,
545,60145,,PC,16h 15m,NR,,10439314,Completed,First,,,16h 15m,,,,
