,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Speedrun,Progress,100% Speedrun,Co-Op
480,3521,Firegon,PC,41h 50m,NR,,2335342,Completed,First,"January 02, 2016",41h 50m,,,,,,,
481,3521,,,42h,NR,,286711,Completed,First,,42h,,,,,,,
482,3521,Charli,PlayStation 4,42h,70%,,8546174,Completed,First,"March 12, 2019",42h,,,,,,,
483,3521,Cyrbeast,Nintendo Switch,42h,90%,,10706775,Replay Completed,Replay,"December 30, 2019",42h,,,,,,,
484,3521,Gothek,PlayStation,42h,NR,,3097089,Completed,First,"June 16, 2016",42h,,,,,,,
485,3521,TwitchMasta123,PC,42h,NR,,8779889,Completed,First,"September 10, 2017",42h,,,,,,,
486,3521,WinterDeathPeach,PlayStation 3,42h,NR,,3996535,Completed,First,"January 31, 2017",42h,,,,,,,
487,3521,flyingtoaster99,PlayStation,42h,100%,,499751,Completed,First,,42h,,,,,,,
488,3521,gilchrd,PC,42h,NR,,2781353,Completed,First,"March 27, 2016",42h,,,,,,,
489,3521,l1nkh,Nintendo Switch,42h,100%,,12010093,Completed,First,"May 23, 2020",42h,,,,,,,
490,3521,proco,PlayStation Vita,42h,100%,,8757619,Completed,First,"May 13, 2019",42h,,,,,,,
491,3521,samiii11,Emulated,42h,100%,,11944709,Completed,First,"June 09, 2020",42h,,,,,,,
492,3521,sephibot,PC,42h,100%,,2679197,Completed,Replay,"March 01, 2016",42h,45h,51h 03m,,,,,
493,3521,taoninja,PlayStation,42h,80%,,332260,Completed,Replay,,42h,,,,,,,
494,3521,BowmaniaRules,PlayStation 4,42h 04m,NR,,11941430,Completed,First,"June 09, 2020",42h 04m,,,,,,,
495,3521,PunkrawkBbob,PSP,42h 06m,100%,,81295,Completed,First,,42h 06m,,,,,,,
496,3521,piotros_org,PlayStation 4,42h 20m,90%,,4700319,Completed,First,"September 26, 2018",42h 20m,,,"start 21.08.2018, Cloud lvl 62",,,,
497,3521,Simpanssi76,PlayStation,42h 22m,100%,,10796924,Completed,First,"December 17, 1997",42h 22m,62h,100h,,,,,
498,3521,Draco,PlayStation,42h 24m,100%,,573775,Completed,First,"January 07, 2014",42h 24m,52h,,,,,,
499,3521,disam,PC,42h 30m,NR,,2394405,Completed,First,"January 10, 2016",42h 30m,,,,,,,
500,3521,zackner,PC,42h 31m,90%,,3425818,Completed,Replay,,42h 31m,,,,,,,
501,3521,8BitPreston,PlayStation,42h 38m,100%,Absolutely phenomenal,9538445,Replay Completed,Replay,"May 05, 2019",42h 38m 26s,,,,,,,
502,3521,RPGevolution012,PlayStation,42h 48m,100%,,1109883,Completed,First,,42h 48m,,,,,,,
503,3521,,PlayStation,43h,NR,,1183709,Completed,First,,43h,,93h,,,,,
504,3521,,PlayStation,43h,NR,,3554410,Completed,First,,43h,,,,,,,
505,3521,PunkrawkBbob,PSP,43h,100%,,81342,Completed,First,,43h,,,,,,,
506,3521,Ryuja,PC,43h,NR,,4200026,Completed,First,"March 17, 2017",43h,,,,,,,
507,3521,Xwolfpaladin,PlayStation,43h,80%,,3823481,Completed,First,1998,43h,,,,,,,
508,3521,grim1937,PlayStation,43h,NR,,7209493,Completed,First,"February 05, 2020",43h,,,,,,,
509,3521,Knot13,PC,43h 34m,100%,,11704317,Completed,Replay,"May 23, 2020",43h 34m,,,,,,,
510,3521,ToastyFrog,PlayStation Vita,43h 38m,90%,,2240550,Completed,First,"December 30, 2015",43h 38m,,,,,,,
511,3521,andehh,Nintendo Switch,43h 46m,90%,,11265253,Completed,First,"April 23, 2020",43h 46m,,,,,,,
512,3521,Private,PlayStation,44h,100%,,1646319,Completed,First,1998,44h,,,,,,,
513,3521,,PlayStation,44h 15m,NR,did most major side quest not all unlockables and not all side quests,11584767,Completed,First,,44h 15m,56h,,,,,,
514,3521,milktea_tv,PlayStation,44h 21m,NR,,11816587,Completed,First,"March 08, 2015",44h 21m,55h 12m,97h 43m 12s,,,,,
515,3521,,PlayStation,44h 30m,NR,I did some extras but not many side quests,1216058,Completed,First,,44h 30m,,,,,,,
516,3521,GoldenChaos,PlayStation,44h 31m,100%,,363575,Completed,First,"August 05, 2013",44h 31m 12s,,,,,,,
517,3521,ninjiless,PlayStation 3,44h 32m,80%,,463076,Completed,First,,44h 32m,,,,,,,
518,3521,peterclo,Nintendo Switch,44h 35m,70%,,765485,Completed,First,"August 09, 2019",44h 35m,,,,,,,
519,3521,jayjaydee23,PlayStation,44h 42m,NR,,99331,Completed,First,,44h 42m,,,,,,,
520,3521,,PC,45h,NR,,568165,Completed,First,,45h,60h,,,,,,
521,3521,,PlayStation,45h,NR,,3779644,Completed,Replay,,45h,,,,,,,
522,3521,,Nintendo Switch,45h,NR,,10634017,Completed,First,,45h,49h 15m,,,,,,
523,3521,Private,PC,45h,100%,,5133477,Completed,First,"October 05, 2017",45h,60h,90h,,,,,
524,3521,Casey2017,PlayStation,45h,100%,,120913,Completed,First,"May 24, 2012",45h,,,,,,,
525,3521,DilPez19,PlayStation,45h,90%,,10185744,Completed,First,2013,45h,,,,,,,
526,3521,Private,PlayStation,45h,90%,,6211076,Completed,First,,45h,,,,,,,
527,3521,EKS666,PSP,45h,NR,,685281,Completed,First,2012,45h,,,,,,,
528,3521,Erikwithafro,PlayStation,45h,NR,,6500320,Completed,First,"June 30, 2018",45h,75h,85h,,,,,
529,3521,Private,PSP,45h,NR,,3217180,Completed,First,"July 11, 2016",45h,,,,,,,
530,3521,Llobster12,PlayStation,45h,NR,,5348605,Completed,First,,45h,,,,,,,
531,3521,MoaM,PlayStation,45h,NR,,11083995,Replay Completed,Replay,July 2000,45h,,,"Aunt/Uncle's house; religious dude who owned the Jaguar. Summer trip. The ""PSOne"" branded console.",,,,
532,3521,Nanaki13,PlayStation,45h,100%,Materia overlord,1565754,Completed,Replay,"July 28, 2015",45h,58h,60h,,,,,
533,3521,Paroro,PlayStation 4,45h,80%,,9445306,Completed,First,"August 22, 2019",45h,51h,,,,,,
534,3521,PunkRockCarl,PlayStation 2,45h,100%,,9435403,Completed,First,2003,45h,60h,,,,,,
535,3521,PunkrawkBbob,PC,45h,NR,,81341,Completed,First,,45h,,,,,,,
536,3521,Riz_,PlayStation,45h,90%,,11804268,Completed,First,"October 21, 2008",45h,70h,85h,,,,,
537,3521,SuperMatt,PlayStation,45h,100%,,4085585,Completed,First,,45h,,,,,,,
538,3521,cloud12817,PC,45h,100%,,1238676,Completed,Replay,,45h,60h,80h,,,,,
539,3521,efoja,PSP,45h,90%,,421864,Completed,First,"September 22, 2013",45h,,,,,,,
540,3521,jro3000,PlayStation,45h,NR,,4742722,Completed,First,,45h,,,,,,,
541,3521,purpleurchin,PC,45h,NR,,11640160,Completed,First,"May 03, 2020",45h,,,,,,,
542,3521,rebel_lion,PSP,45h,NR,,7212205,Completed,First,"October 08, 2018",45h,,,,,,,
543,3521,rusocabron,PC,45h,100%,,7269320,Completed,First,,45h,,,,,,,
544,3521,sayna88,PlayStation,45h,80%,,4629621,Replay Completed,First,"May 25, 2005",45h,,,,,50h /,,
545,3521,NascarRedSox,PlayStation,45h 19m,70%,Beaten with party on lvl 64+/-.,2853825,Completed,First,"April 30, 2020",45h 19m,,,,,,,
546,3521,wiseoldunicorn,PlayStation,45h 19m,60%,,40129,Completed,First,,45h 19m,,,,,,,
547,3521,Esperanto,PlayStation,45h 20m,90%,,2962092,Completed,First,"July 13, 2013",45h 20m 59s,55h 54m 33s,,,,,,
548,3521,,PC,45h 21m,NR,,3336324,Completed,First,,45h 21m 19s,,,,,,,
549,3521,goaterinos,PlayStation,45h 50m,NR,,8054687,Completed,First,2011,45h 50m,,,,,,,
550,3521,CloudCaelum9,PlayStation 3,46h,80%,,5593825,Completed,First,,46h,48h,,,,,,
551,3521,Gorbzilla,PlayStation 3,46h 02m,100%,"Some extras, but not the ones that take a long time to get ( ie some summons, ultimate weapons, materia etc)",226572,Completed,Replay,"March 04, 2010",46h 02m,,,,,,,
552,3521,CamItalo,PlayStation,46h 20m,NR,,4832938,Completed,First,"July 29, 2017",46h 20m 42s,,,,,,,
553,3521,Dachora,PC,46h 30m,80%,,11689175,Completed,First,"May 09, 2020",46h 30m,,,,,,,
554,3521,Jakub72,PlayStation,46h 30m,NR,*Play Time: 46 hours 30 minutes (08/03/12 - 09/30/2012),840296,Completed,First,"September 30, 2012",46h 30m,,,,,,,
555,3521,,PlayStation 4,46h 46m,NR,,11563851,Completed,First,,46h 46m,,,,,,,
556,3521,,PC,47h,NR,,9449670,Completed,First,,47h,,,,,,,
557,3521,Sindaco,PlayStation,47h,90%,,7861263,Completed,First,,47h,,,,,,,
558,3521,,PlayStation,47h 20m,NR,,1257009,Completed,First,,47h 20m,,,,,,,
559,3521,,,48h,NR,,286713,Completed,First,,48h,,,,,,,
560,3521,,,48h,NR,,286741,Completed,First,,48h,,,,,,,
561,3521,,,48h,NR,,314821,Completed,First,,48h,58h 30m,,,,,,
562,3521,Akitrotro,PlayStation 4,48h,NR,,9576575,Completed,First,"September 11, 2019",48h,,,,,,,
563,3521,Nanaki13,PlayStation,48h,NR,,1565767,Completed,First,,48h,65h,100h,,,,,
564,3521,TotalHenshin,PlayStation,48h,NR,,95898,Completed,First,,48h,,,,,,,
565,3521,mutya_027,PC,48h,60%,,1069630,Completed,First,"June 20, 2015",48h,,,,,,,
566,3521,quangito,PlayStation,48h,80%,,6818474,Completed,First,"March 13, 2017",48h,,,,,,,
567,3521,VerbatimT,PC,48h 19m,NR,,5184547,Completed,Replay,"October 17, 2017",48h 19m,,,,,,,
568,3521,Gaigim,PlayStation,48h 20m,NR,,5994597,Completed,Replay,"March 16, 2018",48h 20m,69h 30m 41s,100h 41m 59s,,,,,
569,3521,,PlayStation,48h 21m,NR,,8533907,Completed,First,,48h 21m,59h 14m,,,,,,
570,3521,WestSideWonder,PC,48h 35m,30%,,1267942,Completed,First,"March 28, 2015",48h 35m,,,,,,,
571,3521,,PlayStation,49h,NR,,10196334,Completed,First,,49h,,,,,,,
572,3521,Cyborg1612,PlayStation,49h,90%,,7223603,Completed,First,"November 18, 2017",49h,55h,,,,,,
573,3521,caloomis,PlayStation,49h,100%,,27455,Completed,First,,49h,,,,,,,
574,3521,catypus,PC,49h,NR,,1000581,Completed,First,"October 31, 2014",49h,,,,,,,
575,3521,,PlayStation,50h,NR,,514763,Completed,Replay,,50h,70h,120h,,,,,
576,3521,Aters,PlayStation,50h,100%,,3236439,Completed,First,,50h,,,,,,,
577,3521,Esti,PC,50h,90%,,753939,Completed,First,,50h,,,,,,,
578,3521,Evilmarmotte,PlayStation,50h,NR,,10894341,Completed,First,"January 27, 1998",50h,,,,,,,
579,3521,Fckaye,PlayStation 3,50h,100%,,476438,Completed,First,"April 13, 2013",50h,67h 40m,,,,,,
580,3521,JipiMan,PlayStation,50h,80%,,1827568,Completed,First,2005,50h,,,,,,,
581,3521,KnightForlorn,PlayStation,50h,NR,,4479632,Completed,First,"January 25, 2000",50h,85h,120h,,,,,
582,3521,Lirrsie,Nintendo Switch,50h,NR,,11948123,Completed,First,March 2020,50h,,,,,,,
583,3521,MrMonkie,PlayStation,50h,NR,,2842439,Completed,First,"May 23, 1997",50h,60h,,,,,,
584,3521,Private,PlayStation 3,50h,NR,,1146864,Completed,First,"July 31, 2009",50h,,,,,,,
585,3521,NicolasT,PlayStation,50h,NR,,8572191,Completed,First,"April 06, 2019",50h,,,,,,,
586,3521,Nvidius,Nintendo Switch,50h,NR,,11311323,Completed,First,"April 10, 2019",50h,70h,77h,,,,,
587,3521,Private,PlayStation,50h,NR,,1147123,Completed,First,,50h,76h,,,,,,
588,3521,Seriox,PC,50h,NR,,727221,Completed,First,"May 13, 2014",50h,60h,80h,,,,,
589,3521,cloud12817,PlayStation,50h,100%,,1238677,Completed,First,,50h,,,,,,,
590,3521,dochaesz,PlayStation,50h,100%,,6355019,Completed,First,2002,50h,80h,120h,,,,,
591,3521,kosmi,PlayStation,50h,100%,,4661372,Completed,First,,50h,80h,,,,,,
592,3521,Private,PlayStation,50h,NR,,11135750,Completed,First,"March 11, 2020",50h,65h,,,,,,
593,3521,will824,PlayStation,50h,NR,,5499894,Completed,First,"December 22, 1997",50h,90h,120h,,,,,
594,3521,,,50h 07m,NR,,461539,Completed,First,,50h 07m 33s,71h 03m 42s,91h 50m 19s,"Used a guide late on to get everything, i was planning on just beating it but one i got out on the WM and dived more into the game i just couldn�t leave any stone unturned.",,,,
595,3521,Private,PC,50h 20m,NR,,623471,Completed,First,"May 29, 2015",50h 20m,,,,,,,
596,3521,,PlayStation 4,50h 28m,NR,,2397337,Completed,First,,50h 28m 34s,53h 32m 20s,,,,,,
597,3521,TheRealSponman,PlayStation,50h 56m,100%,,1276269,Playing Completed,First,"April 03, 2015",50h 56m,61h 35m,91h 03m,,,,,
598,3521,Ishiyumi,PC,51h,NR,,11456798,Completed,Replay,"April 15, 2020",51h,,,,,,,
599,3521,PunkrawkBbob,PlayStation,51h,NR,,81337,Completed,First,,51h,,,,,,,
600,3521,,PC,51h 06m,NR,,3001275,Completed,Replay,,51h 06m 37s,,,,,,,
601,3521,Sei5mik,PlayStation,51h 25m,NR,,6754245,Completed,First,"March 03, 1998",51h 25m,89h 59m 59s,99h 59m 59s,,,,,
602,3521,Nobuo,PlayStation,52h,NR,,708956,Completed,First,,52h,72h,99h,,,,,
603,3521,jess_,PlayStation 3,52h,NR,"Had played it when it first came out on PSN, but only got to finosh it this year.",9023709,Completed,First,,52h,,,,,,,
604,3521,Private,PlayStation,52h 11m,NR,,8810087,Completed,First,,52h 11m,,,,,,,
605,3521,ME86,PlayStation,52h 16m,80%,,137473,Completed,First,"June 24, 2012",52h 16m 31s,,,,,,,
606,3521,iSwordOnline48,PC,52h 36m,90%,"Not 100% missed the Turtle Paradise Flyer side quest, i forgot to read the Flyer in Shinra Building. Didn't haveallerias",11877627,Completed,First,"May 28, 2020",52h 36m 43s,73h 16m 54s,99h 59m 59s,"Just read the game review.
And also don't forget read the Flyer in Shinra Building if you want to finish the Turtle Paradise in Second Floor since you can inly read it during your first trip or during the second visit where the the Team parachutes in.",,,,
607,3521,PapaStalin,PC,52h 59m,100%,,6684127,Completed,First,"May 13, 2020",52h 59m,,,,,,,
608,3521,burgener,PlayStation,52h 59m,80%,,94652,Completed,First,,52h 59m,,,,,,,
609,3521,DSDXP,PlayStation,53h,NR,,130633,Completed,First,"June 13, 2012",53h,,,,,,,
610,3521,Terminia,PlayStation Vita,53h 14m,60%,,314209,Completed,First,,53h 14m,,,,,,,
611,3521,ghubbz36,PlayStation,53h 17m,NR,,1385343,Completed,Replay,,53h 17m,,,,,,,
612,3521,Maverickx,PlayStation,53h 42m,90%,,70243,Completed,First,,53h 42m,,,,,,,
613,3521,Private,PlayStation,53h 51m,NR,,4814287,Completed,First,"December 19, 2011",53h 51m,,,,,,,
614,3521,sam_janex,PlayStation 4,54h,NR,,10848739,Completed,First,"January 20, 2020",54h,,,,,,,
615,3521,Laibear,PlayStation,54h 09m,100%,,279198,Completed,First,,54h 09m,,,"best game ever made. played on the PSP because I wanted the portability, so I could play FFVII anywhere. So I just converted it to a PSP game",,,,
616,3521,Zombie_Maestro,PlayStation,54h 44m,NR,,6368590,Playing Replay Completed,Replay,"August 12, 1998",54h 44m,,,,,,,
617,3521,,,55h,NR,,286694,Completed,First,,55h,,,,,,,
618,3521,Private,PC,55h,80%,,10932016,Completed,First,"February 03, 2020",55h,,,,,,,
619,3521,jagger333,PlayStation,55h,100%,,716727,Replay Completed Retired,Replay,"August 19, 2011",55h,66h,120h,,,120h /,,
620,3521,kariyanine,PlayStation,55h,80%,,8379823,Completed,First,,55h,,,,,,,
621,3521,mythal,PlayStation,55h,100%,,10426271,Completed,First,"November 15, 2000",55h,,88h,,,,,
622,3521,Xeogred,PlayStation,55h 08m,NR,,9310389,Completed,Replay,,55h 08m,,,,,,,
623,3521,,PlayStation,55h 20m,NR,,614662,Completed,Replay,,55h 20m,82h 42m 33s,101h 52m 01s,,,,,
624,3521,TamaHawk,PlayStation 3,55h 20m,NR,"Completed main story and collected most ultimate weapons, no extra side quests beat sephiroth at lvl 58",7248149,Completed,Replay,"November 10, 2018",55h 20m 15s,,,,,,,
625,3521,,PlayStation,55h 30m,NR,Defeated Emerald and Ruby Weapon. Raised Gold Chocobo.,11972946,Completed,First,,55h 30m 15s,85h 15m 37s,88h 11m 49s,,,,,
626,3521,Beppetoki,PlayStation,55h 43m,100%,,319056,Completed,Replay,"July 10, 1998",55h 43m,80h 20m,94h 20m,,,,,
627,3521,Arkeron,PSP,56h,100%,,55618,Completed,First,,56h,,,,,,,
628,3521,Pinkku,PC,56h,NR,Main Story On Steam,11191365,Custom List Completed,First,"April 17, 2020",56h,,,,,,,
629,3521,,PlayStation,57h 02m,NR,,286755,Completed,First,,57h 02m 12s,,,,,,,
630,3521,zackner,PlayStation,57h 14m,90%,,1242361,Completed,First,,57h 14m,,,,,,,
631,3521,Meadz,PlayStation,57h 49m,NR,,1206844,Completed,Replay,,57h 49m,,,,,,,
632,3521,Private,PC,58h,NR,,11683354,Completed,First,"May 09, 2020",58h,,,,,,,
633,3521,southep133,PlayStation Vita,58h 40m,NR,,11268428,Completed,Replay,"October 13, 2019",58h 40m,,,,,,,
634,3521,Skyword48,PlayStation,58h 45m,NR,,11620464,Completed,First,"June 01, 2018",58h 45m 54s,,,,,,,
635,3521,,,60h,NR,,286728,Completed,First,,60h,,,,,,,
636,3521,,PlayStation 4,60h,NR,,11771119,Completed,First,,60h,80h,90h,,,,,
637,3521,CrocMan,PSP,60h,100%,,1259251,Completed,First,"March 21, 2015",60h,,98h,,,,,
638,3521,Mechoshira,PlayStation,60h,80%,,1226208,Completed,First,,60h,,,,,,,
639,3521,ReinaldoPereira,PlayStation,60h,100%,,5194410,Completed,First,"October 19, 2017",60h,,90h,,,,,
640,3521,RoccoS,PC,60h,NR,,8297853,Completed,First,"February 18, 2019",60h,,,,,,,
641,3521,Private,PlayStation,60h,100%,,3958334,Completed,First,1997,60h,,,,,,,
642,3521,numael,PlayStation,60h,NR,,7473417,Completed,First,"November 18, 2018",60h,80h,,,,,,
643,3521,Titanic5445,PC,60h 05m,NR,,10799538,Completed,First,"May 20, 2020",60h 05m,,,,,,,
644,3521,popfg,PlayStation Vita,60h 26m,80%,,387077,Completed,First,"August 23, 2013",60h 26m 12s,,,,,,,
645,3521,ProCNR,PlayStation,60h 30m,70%,,6660613,Completed,First,2009,60h 30m,,,,,,,
646,3521,Vaug,PlayStation,61h,NR,,8220801,Completed,First,"April 18, 2020",61h,,,,,,,
647,3521,Private,PlayStation,62h,NR,,10807663,Completed,First,"February 24, 2011",62h,,,"veröffentlicht: 1997,",,,,
648,3521,ThatScottishBloke,PC,63h,NR,,2619108,Completed,First,"July 01, 2016",63h,,,,,,,
649,3521,wholetonegames,PC,64h,NR,,4004044,Completed,First,,64h,,,,,,,
650,3521,HombreAzul,PlayStation,65h 12m,NR,,11400131,Completed,First,"April 09, 2020",65h 12m,,,,,,,
651,3521,Uk0nVasara,PC,66h 54m,90%,,11765813,Completed,First,"June 15, 2019",66h 54m,,,,,,,
652,3521,,PlayStation 3,67h 13m,NR,,4733968,Completed,First,,67h 13m 03s,122h 32m 47s,156h 20m 32s,,,,,
653,3521,,PlayStation,70h,NR,,1085212,Completed,First,,70h,,100h,,,,,
654,3521,AndyHitsu,PlayStation,70h,NR,,10865133,Completed,First,"July 13, 1999",70h,,,,,,,
655,3521,szwarc93,PlayStation,70h,90%,,2706964,Completed,First,"March 08, 2016",70h,,,,,,,
656,3521,Insomniak11,PlayStation,72h,100%,,514974,Completed,First,"August 27, 1999",72h,96h,102h,,,,,
657,3521,Baltasar,PlayStation,72h 01m,90%,"Huge Materias for everyone, at least one Master Materia of everything, Ribbons for the entire party",6262634,Completed,First,"October 31, 1997",72h 01m 13s,98h 03m 27s,107h 01m 57s,"My first time with that game took almost ten months, because I played too many games at the same time.",,,,
658,3521,AvariceX,PC,73h,NR,,3689134,Completed,First,,73h,,,,,,,
659,3521,Xunitz,PlayStation,74h 32m,NR,,9027342,Completed,First,"June 25, 2019",74h 32m,,,,,,,
660,3521,Private,PlayStation 2,74h 52m,NR,,5811704,Completed,First,"February 11, 2018",74h 52m,,,,,,,
661,3521,Kohppa,PlayStation,75h,80%,,608891,Completed,First,,75h,,,,,,,
662,3521,n01atall,PC,76h,NR,,1063513,Completed,First,,76h,,,,,,,
663,3521,maskedguy,PC,79h,NR,,7499790,Completed,First,"November 21, 2018",79h,,,,,,,
664,3521,,PlayStation,80h,NR,,2997757,Completed,First,,80h,,,,,,,
665,3521,AwesomeDegree,PlayStation,80h,100%,,3130723,Completed,First,"April 25, 2011",80h,,,,,,,
666,3521,Batebox33,PlayStation,80h,NR,,3687078,Completed,First,"November 28, 2016",80h,,,,,,,
667,3521,kudi,PlayStation,80h,NR,,2517682,Completed,First,,80h,120h,300h,,,,,
668,3521,,PlayStation 3,82h 54m,NR,,11488404,Completed,First,,82h 54m 12s,95h 41m 05s,,,,,,
669,3521,Ma9den,Nintendo Switch,93h,80%,,9677611,Completed,Replay,"December 26, 2018",93h,,,,,,,
670,3521,Private,PlayStation,99h 59m,100%,,11826842,Completed,First,"September 07, 1997",99h 59m 59s,,,,,,,
671,3521,,PlayStation,100h,NR,,1936981,Completed,First,,100h,120h,300h,,,,,
672,3521,Private,PC,14h,NR,,10889142,Completed,Replay,"January 26, 2020",,14h,,,,,,
673,3521,,PlayStation 4,20h,NR,,12010588,Completed,Replay,,,20h,,,,,,
674,3521,Aelenwa,PC,20h 41m,90%,,374974,Completed,Replay,,,20h 41m 47s,,"It's not my first playthrough, but i didn't play this game since 10 years or more, so it's kinda like it. OMG MY GOD THIS MATERIA ACHIEVEMENT IS SO INSANE @_@. And also... Come one Jerseys, give me your ???? skill D:",,,,
675,3521,Caliburn89,PlayStation,20h 53m,NR,"Beat Ultima Weapon, Gelnika. Used cool Tifa setup. Cloud-Barret-Tifa party.",1396954,Completed,Replay,"June 18, 2015",,20h 53m 50s,,,,,,
676,3521,crazyandy,PlayStation 4,22h,NR,"Used 3x speed a lot, the other 2 ""cheats"" were not used.",11653547,Completed,First,"May 05, 2020",,22h,,,,,,
677,3521,CoolPotato,Nintendo Switch,22h 33m,NR,According to save before final boss but my Switch log states 35 hours or more lol,8529096,Completed,First,"May 29, 2019",,22h 33m,,,,,,
678,3521,VazorLaser,PlayStation 4,23h,100%,,3529116,Completed,First,"March 07, 2017",,23h,,,,,,
679,3521,,Nintendo Switch,24h 08m,NR,Used Switch features: 3x speed and HP/MP/Limit fill,9050481,Completed,First,,,24h 08m,,,,,,
680,3521,DaMoo,Nintendo Switch,24h 08m,NR,Used 3x speed and fill HP/MP/Limit,9050524,Completed,First,"June 28, 2019",,24h 08m,,,,,,
681,3521,,PlayStation 4,24h 12m,NR,,11169785,Completed,First,,,24h 12m,,,,,,
682,3521,Puda,PlayStation,24h 30m,NR,,3955203,Completed,Replay,"January 21, 2017",,24h 30m,,,,,,
683,3521,,PlayStation,25h,NR,got the best weapon for each character,8595468,Completed,First,,,25h,,,,,,
684,3521,Private,Nintendo Switch,25h,90%,,11595757,Completed,First,"April 29, 2020",,25h,,"Switch version with x3 fast forward, unlimited hp/mp/limits, no encounter only rarely used",,,,
685,3521,Private,Nintendo Switch,25h,NR,,11654933,Replay Completed,Replay,"May 05, 2020",,25h,,,,,,
686,3521,ThePlunderer,Nintendo Switch,25h,NR,,8989692,Completed,Replay,"June 17, 2019",,25h,,,,,,
687,3521,Throwaway_Name,Nintendo Switch,25h,90%,,7175688,Completed,First,"April 21, 2020",,25h,,,,,,
688,3521,,PlayStation 3,25h 05m,NR,"All team to level 99, all materia mastered, both WEAPONs defeated",1231690,Completed,Replay,,,25h 05m,45h 45m 32s,,,,,
689,3521,VHSdinosaurGO,PlayStation 4,25h 07m,NR,,2851805,Completed,First,"April 13, 2016",,25h 07m,,,,,,
690,3521,Ryliis,PlayStation 4,25h 35m,80%,"All level 4 Limit Breaks, Average Party Level around 60. 3x Speed used.",301744,Completed,First,"April 30, 2020",,25h 35m,,,,,,
691,3521,,iOS,25h 46m,NR,Used iOS “max stats” & “encounters off” options,6954929,Completed,Replay,,,25h 46m,,,,,,
692,3521,Lymsleia,PlayStation,26h 13m,NR,,1835,Completed,First,,,26h 13m,,"Time taken from using the save point right before the final boss's area; final party was Cloud, Tifa & Yuffie at lvl 53/52/52. Did some sidequests (Wutai, sunken Gelnika etc.) but didn't bother with any of the optional Weapon battles or Chocobo breeding.",,,,
693,3521,,Nintendo Switch,26h 30m,NR,,11513985,Completed,Replay,,,26h 30m,,,,,,
694,3521,Private,PC,26h 30m,100%,Beat with all side quests except Gold Saucer/Chocobo and Kalm Traveler Quests.,177722,Completed,Replay,"September 22, 2012",,26h 30m,,,,,,
695,3521,saucy_salami,PlayStation 4,26h 47m,NR,"Vincent, Yuffie, Neo Bahamut, Ultimate weapons for Cloud, Cid, Vincent and lvl4 limit breaks for Vincent and Cid",11134485,Completed,First,,,26h 47m 36s,,,,,,
696,3521,RedTrollinhowser,PC,27h 09m,80%,,4892140,Completed,Replay,"October 10, 2018",,27h 09m 13s,,,,,,
697,3521,,Nintendo Switch,27h 21m,NR,,11671604,Completed,First,,,27h 21m,,,,,,
698,3521,Private,PlayStation 4,27h 42m,NR,,5090837,Completed,First,"September 23, 2017",,27h 42m 58s,,,,,,
699,3521,King_K,Nintendo Switch,28h,80%,,8527349,Completed,First,"July 25, 2019",25h,28h,30h,,,,,
700,3521,Tash92,PlayStation,28h,NR,,3753370,Replay Completed,Replay,"December 11, 2016",26h,28h,,,,,,
701,3521,notorious_roy,PlayStation 4,28h,100%,"All limit breaks, but with the 3x speed boost",2334140,Completed,Replay,"January 05, 2016",,28h,,,,,,
702,3521,Private,Nintendo Switch,28h 12m,NR,,8423053,Completed,Replay,"April 07, 2019",,28h 12m,,,,,,
703,3521,wskOsc,PC,28h 30m,NR,,747853,Completed,Replay,"May 02, 2014",25h,28h 30m,,,18h,,,
704,3521,Colossus816,PlayStation 4,28h 39m,NR,Game completed with all extras (except Ruby and Emerald) completed. Gold chocobo,4116534,Completed,Replay,"February 25, 2017",,28h 39m,,,,,,
705,3521,ErsatzWasTaken,PC,28h 41m,100%,,8262539,Custom List Completed,First,"November 24, 2019",,28h 41m 24s,,,,,,
706,3521,CBXZero,Nintendo Switch,29h,100%,Went out of my way for some extras,11834553,Completed,First,,,29h,,,,,,
707,3521,enagurney,Nintendo Switch,29h,NR,"Did pretty much all side quests except Ruby/Emerald, BUT also played on 3x speed most of the game",8523556,Completed,Replay,"May 23, 2019",,29h,,,,,,
708,3521,uk4n,PC,29h,NR,,2709291,Completed,Replay,"March 09, 2016",,29h,,,,,,
709,3521,Private,PlayStation,29h 02m,NR,,8587602,Replay Completed,Replay,,,29h 02m,,,,,,
710,3521,ldjb,Nintendo Switch,29h 15m,NR,,10585308,Completed,First,"January 05, 2020",,29h 15m,,Updated: 2020-01-05,,,,
711,3521,MrKK,Nintendo Switch,29h 27m,100%,,8818050,Completed,Replay,"June 04, 2019",,29h 27m,,,,,,
712,3521,Muff,PlayStation 4,29h 29m,80%,"PS4 Special features used (triple speed, etc.)",2459181,Completed,First,"January 21, 2016",,29h 29m,,,,,,
713,3521,Private,Emulated,29h 34m,NR,Unlocked both secret characters aswell as all limit breaks,8214240,Completed,First,"February 06, 2019",,29h 34m,,,,,,
714,3521,squek,Emulated,29h 38m,NR,,11890775,Completed,First,"June 01, 2020",,29h 38m,,,,,,
715,3521,vegeta9thousand,PlayStation,29h 48m,NR,,2186210,Completed,First,"December 05, 2015",,29h 48m,,,,,,
