,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Co-Op,Personal Notes,Vs.,Progress,Retired Notes,Speedrun,100% Speedrun
222,4867,Radicchio32,PlayStation 3,1h 38m,NR,,8020138,Completed,First,"January 14, 2019",1h 38m 10s,,,,,,,,,
223,4867,ntylerwetrust,PlayStation 4,1h 38m,100%,,1567023,Completed,Replay,"August 09, 2015",1h 38m 37s,,,,,,,,,
224,4867,Girafi,PC,1h 38m,NR,,8904863,Completed,First,"June 07, 2019",1h 38m 41s,,,,,,,,,
225,4867,hyrulianlane,PlayStation 4,1h 38m,100%,,11461363,Completed,First,"April 17, 2020",1h 38m 43s,,,,,,,,,
226,4867,Mjone77,PC,1h 39m,NR,,10802294,Completed,First,"January 12, 2020",1h 39m,,,,,,,,,
227,4867,Turtle0,PC,1h 39m,NR,,9027456,Completed,First,"June 24, 2019",1h 39m,,,,,,,,,
228,4867,denisvojcak,PlayStation 4,1h 39m,90%,,11462452,Completed,First,"April 16, 2020",1h 39m,,,,,,,,,
229,4867,utbies88,PlayStation Now,1h 39m,80%,,10985964,Completed,First,"February 13, 2020",1h 39m,,,,,,,,,
230,4867,Private,PlayStation 4,1h 39m,NR,,11473404,Completed,First,"April 19, 2020",1h 39m 36s,,,,,,,,,
231,4867,,PlayStation 3,1h 40m,NR,,295157,Completed,First,,1h 40m,,,,,,,,,
232,4867,,PlayStation 4,1h 40m,NR,,3343974,Completed,First,,1h 40m,,,,,,,,,
233,4867,,PlayStation 4,1h 40m,NR,Casual first play through - stunning,5527561,Completed,First,,1h 40m,,,,,,,,,
234,4867,AntBarlow,PlayStation 4,1h 40m,NR,,1602831,Completed,First,"November 14, 2015",1h 40m,,,,,,,,,
235,4867,Ciclon,PlayStation 4,1h 40m,100%,,7593317,Completed,First,"December 21, 2018",1h 40m,,,,,,,,,
236,4867,Decrid,PlayStation 3,1h 40m,NR,,876593,Completed,First,"August 01, 2014",1h 40m,,,,,,,,,
237,4867,FakeKisser,PlayStation 3,1h 40m,NR,,96172,Completed,First,"October 26, 2012",1h 40m,,,,,,,,,
238,4867,GhaliPotter,PlayStation 3,1h 40m,NR,,6917280,Completed,First,"August 25, 2018",1h 40m,,,,,,,,,
239,4867,Kinokee,PlayStation 3,1h 40m,NR,,1557447,Completed,First,"July 27, 2015",1h 40m,,,,,,,,,
240,4867,Mahjohn,PlayStation 3,1h 40m,100%,,57190,Completed,First,,1h 40m,,,,"Hands down the best downloadable game for the Playstation 3. The campaign is very short, but breathtakingly beautiful. Playing co-op online with minimalistic communication was as easy as it was fun and intuitive. Get it as soon as possible. :)",,,,,
241,4867,MavkaMX,PC,1h 40m,NR,,11048516,Completed,First,"April 12, 2020",1h 40m,,,,,,,,,
242,4867,May_Day,PlayStation 4,1h 40m,90%,,11481758,Completed,First,"April 17, 2020",1h 40m,,,,,,,,,
243,4867,Molxium,PlayStation 4,1h 40m,NR,,3495579,Completed,First,"October 06, 2016",1h 40m,,,,,,,,,
244,4867,Private,PlayStation 3,1h 40m,60%,,4155562,Completed,First,"March 07, 2017",1h 40m,,,,,,,,,
245,4867,ParrotPuffer,PlayStation 4,1h 40m,80%,,5884570,Completed,First,"February 24, 2018",1h 40m,,,,,,,,,
246,4867,Robiman26,PlayStation 4,1h 40m,90%,,11467744,Completed,First,"April 16, 2020",1h 40m,,,,,,,,,
247,4867,RockinRanger,PlayStation 3,1h 40m,80%,,315791,Completed,First,,1h 40m,,,,,,,,,
248,4867,Rouxbarbe,PC,1h 40m,NR,,10635721,Completed,First,"December 22, 2019",1h 40m,,,,,,,,,
249,4867,Sharean,PlayStation 3,1h 40m,90%,,377736,Completed,First,"August 16, 2013",1h 40m,,,,,,,,,
250,4867,SlappyMcGee,PlayStation 3,1h 40m,100%,,376904,Completed,First,"August 15, 2013",1h 40m,,,,,,,,,
251,4867,Sonium,PlayStation 3,1h 40m,90%,,576579,Completed,First,"January 14, 2014",1h 40m,,,,,,,,,
252,4867,aeroshiva,PlayStation 3,1h 40m,NR,,6661,Completed,First,"June 28, 2012",1h 40m,,,,,,,,,
253,4867,brunohcsv1997,PC,1h 40m,NR,,11513715,Completed,First,"April 21, 2020",1h 40m,,,,,,,,,
254,4867,cpdunique,PlayStation 3,1h 40m,70%,,790423,Completed,First,,1h 40m,,,,,,,,,
255,4867,Private,PlayStation 3,1h 40m,NR,,8100388,Completed,Replay,"March 03, 2019",1h 40m,,,,,,,,,
256,4867,inmuse,PlayStation 4,1h 40m,NR,4/14 trophies,4610292,Completed,First,"September 17, 2017",1h 40m,,,,"[09/17/17] Started playing
[09/17/17] Finished Main",,,,,
257,4867,johnnyc14,PlayStation 4,1h 40m,NR,,3270215,Completed,First,"August 25, 2016",1h 40m,,,,,,,,,
258,4867,jopopoe,PlayStation 3,1h 40m,NR,,3035422,Completed,First,,1h 40m,,,,,,,,,
259,4867,kayjoon,PlayStation 4,1h 40m,NR,,4055916,Completed,First,"April 03, 2017",1h 40m,,,,,,,,,
260,4867,legitgoblin,PlayStation 4,1h 40m,100%,,3953084,Replay Completed,Replay,"January 21, 2017",1h 40m,2h,3h,,One of my favorite games of all time.,,,,,
261,4867,maleypsn,PlayStation 3,1h 40m,NR,,273877,Completed,First,"May 29, 2013",1h 40m,,,,,,,,,
262,4867,mojazu,PlayStation 4,1h 40m,100%,,4712408,Completed,First,"July 10, 2017",1h 40m,,,,,,,,,
263,4867,ppdevoto,PC,1h 40m,NR,,12037344,Completed,First,"June 18, 2020",1h 40m,,,,,,,,,
264,4867,seant4427,PlayStation 3,1h 40m,90%,,29439,Completed,First,"March 16, 2013",1h 40m,,,,,,,,,
265,4867,shinsoukoku,PlayStation 4,1h 40m,80%,,10898904,Custom List 2 Completed,First,"March 24, 2020",1h 40m,,,,,,,,,
266,4867,slickochet,PlayStation 3,1h 40m,100%,,4636,Completed,First,"June 23, 2012",1h 40m,,,,,,,,,
267,4867,smacd,PlayStation 3,1h 40m,70%,,409118,Completed,First,"September 06, 2014",1h 40m,,,,,,,,,
268,4867,sparks3800,PlayStation 4,1h 40m,80%,,4036357,Completed,First,"April 16, 2017",1h 40m,,,,,,,,,
269,4867,thelizardking333,PlayStation 4,1h 40m,100%,,6322207,Completed,First,"March 23, 2017",1h 40m,,,,,,,,,
270,4867,visceron,PlayStation 4,1h 40m,70%,,4005335,Completed,First,"February 02, 2017",1h 40m,,,,,,,,,
271,4867,wanhero,PlayStation 4,1h 40m,100%,,4647516,Completed,First,"September 15, 2017",1h 40m,4h 49m 05s,4h 49m 06s,3h 20m,,,,,,
272,4867,zedlaver,PlayStation 3,1h 40m,NR,,179805,Completed,First,"October 01, 2012",1h 40m,,,,,,,,,
273,4867,,PlayStation 4,1h 40m,NR,,7945111,Completed,First,,1h 40m 10s,,,,,,,,,
274,4867,GigamanTheSinner,PlayStation 4,1h 40m,90%,"2/14 Achievements, full playthrough here: https://www.twitch.tv/videos/132279588",4253562,Completed,First,"March 30, 2017",1h 40m 16s,,,,,,,,,
275,4867,KerfMerf,PlayStation 3,1h 40m,90%,,163327,Completed,First,"June 23, 2013",1h 40m 27s,,,,,,,,,
276,4867,Twilightwind,PlayStation 4,1h 40m,NR,,5886024,Completed,First,"March 17, 2018",1h 40m 58s,,,,,,,,,
277,4867,pasel,PlayStation 3,1h 41m,80%,,111233,Completed,First,"August 08, 2013",1h 41m 08s,,,,,,,,,
278,4867,Kaligian,PC,1h 41m,NR,,9439922,Completed,First,"August 25, 2019",1h 41m 33s,,,,,,,,,
279,4867,fransubie,PlayStation 4,1h 41m,NR,,11820370,Completed,First,"May 24, 2020",1h 41m 45s,,,,,,,,,
280,4867,gilchrd,PlayStation 4,1h 42m,NR,,3495052,Completed,First,"November 12, 2016",1h 42m,,,,,,,,,
281,4867,jessestell,PlayStation 3,1h 42m,NR,Such a beautiful game. Highly recommend.,33023,Completed,First,"March 02, 2013",1h 42m,,,,,,,,,
282,4867,outblast77,PC,1h 42m,NR,,12049110,Completed,First,"June 21, 2020",1h 42m,,,,,,,,,
283,4867,shinbun,PC,1h 42m,100%,,11897890,Replay Completed,First,"June 08, 2020",1h 42m,,,,,,1h 42m /,,,
284,4867,ZeldaOne,PlayStation 4,1h 42m,70%,,11570747,Completed,First,"May 01, 2020",1h 42m 30s,,,,,,,,,
285,4867,ChefSeeley,PlayStation 4,1h 42m,NR,,11605667,Completed,First,"April 30, 2020",1h 42m 36s,,,,,,,,,
286,4867,,PlayStation 3,1h 42m,NR,,295154,Completed,First,,1h 42m 38s,,,,,,,,,
287,4867,Lynxie,PlayStation 3,1h 43m,NR,,1174637,Completed,First,"February 07, 2015",1h 43m,,,,,,,,,
288,4867,TheoKeane,PlayStation 4,1h 43m,70%,,3230221,Completed,First,"July 15, 2016",1h 43m 08s,,,,,,,,,
289,4867,Private,PlayStation 4,1h 43m,80%,,3432093,Completed,First,"September 16, 2016",1h 43m 17s,,,,,,,,,
290,4867,,PC,1h 43m,NR,,10866591,Completed,First,,1h 43m 22s,,,,,,,,,
291,4867,dfquaresm,PC,1h 43m,90%,,10494391,Completed,First,"December 29, 2019",1h 43m 27s,,,,,,,,,
292,4867,Private,PlayStation Now,1h 44m,NR,,2934681,Completed,First,"April 19, 2016",1h 44m,,,,,,,,,
293,4867,D4L41L4M4,PlayStation 4,1h 44m,80%,,11952184,Completed,First,"June 10, 2020",1h 44m 31s,,,,,,,,,
294,4867,tgt,PlayStation 4,1h 44m,70%,,5885565,Completed,First,"February 24, 2018",1h 44m 40s,,,,,,,,,
295,4867,,PlayStation 3,1h 45m,NR,,921553,Completed,First,,1h 45m,,,,,,,,,
296,4867,,PlayStation 4,1h 45m,NR,,3429093,Completed,First,,1h 45m,,,1h 45m,,,,,,
297,4867,,PlayStation 4,1h 45m,NR,,3542347,Completed,First,,1h 45m,2h,2h 15m,,,,,,,
298,4867,,PlayStation 4,1h 45m,NR,,3766072,Completed,First,,1h 45m,,,,,,,,,
299,4867,,PlayStation 4,1h 45m,NR,,5093566,Completed,First,,1h 45m,,,,,,,,,
300,4867,,PlayStation 4,1h 45m,NR,,7266822,Completed,First,,1h 45m,,,,,,,,,
301,4867,,PlayStation 3,1h 45m,NR,,8655629,Completed,First,,1h 45m,,,,,,,,,
302,4867,,PlayStation 4,1h 45m,NR,,10594011,Completed,First,,1h 45m,,,,,,,,,
303,4867,,PlayStation 4,1h 45m,NR,,11562865,Completed,First,,1h 45m,,,,,,,,,
304,4867,Private,PlayStation 4,1h 45m,NR,,3837549,Completed,First,"February 08, 2017",1h 45m,,,,,,,,,
305,4867,BerserkerSenshu,PlayStation 4,1h 45m,90%,,11816359,Completed,First,"May 22, 2020",1h 45m,,,,,,,,,
306,4867,Brigata,PlayStation 4,1h 45m,50%,,3414288,Completed,First,"September 11, 2016",1h 45m,,,,,,,,,
307,4867,CelticLion17,PlayStation 4,1h 45m,100%,,2279505,Completed,First,"December 26, 2015",1h 45m,,,,,,,,,
308,4867,CheKamikaze,PlayStation 4,1h 45m,NR,,11799255,Completed,First,"June 18, 2020",1h 45m,,,,,,,,,
309,4867,CrftyZombiee,PlayStation 3,1h 45m,100%,,897869,Replay Completed,Replay,"August 16, 2014",1h 45m,,,,,,,,,
310,4867,Deedledev94,PlayStation 4,1h 45m,NR,,4208044,Completed,First,,1h 45m,,,,,,,,,
311,4867,DrakeMcHale,PlayStation 4,1h 45m,NR,,3598800,Completed,First,"May 23, 2018",1h 45m,,,,,,,,,
312,4867,Everdred,PlayStation 4,1h 45m,NR,,3410471,Completed,Replay,"September 10, 2016",1h 45m,,,,,,,,,
313,4867,FallenDestroyer,PlayStation 4,1h 45m,NR,,8685061,Completed,First,"April 28, 2019",1h 45m,,,,,,,,,
314,4867,Ghost3030,PlayStation 3,1h 45m,100%,,3218184,Completed,First,"October 28, 2013",1h 45m,,,,,,,,,
315,4867,Hiruma31,PlayStation 4,1h 45m,NR,,11004974,Completed,First,"February 18, 2020",1h 45m,,,,,,,,,
316,4867,JRMoba,PlayStation 4,1h 45m,70%,,2320031,Completed,First,"January 01, 2016",1h 45m,,,,,,,,,
317,4867,Kobica,PlayStation 3,1h 45m,NR,,41426,Completed,First,,1h 45m,,,,,,,,,
318,4867,Martins_Games,PlayStation 4,1h 45m,90%,,8678341,Completed,First,"April 27, 2019",1h 45m,,,,,,,,,
319,4867,Misuky,PlayStation 3,1h 45m,100%,,11149428,Completed,First,"March 14, 2020",1h 45m,,,,,,,,,
320,4867,Noopinho,PlayStation 4,1h 45m,NR,,7301994,Completed,First,"October 22, 2018",1h 45m,,,,,,,,,
321,4867,Rosur2,PlayStation 4,1h 45m,NR,,1537992,Completed,First,"August 02, 2015",1h 45m,,,,,,,,,
322,4867,Seda,PlayStation Now,1h 45m,NR,,11746931,Completed,First,,1h 45m,,,,,,,,,
323,4867,Sientjuhna,PlayStation 3,1h 45m,90%,,6061295,Replay Completed,Replay,"March 30, 2018",1h 45m,,,,,,,,,
324,4867,Private,PlayStation 4,1h 45m,100%,,11489682,Completed,First,"May 12, 2020",1h 45m,,,,,,,,,
325,4867,TylerTheGamer2000,PlayStation 3,1h 45m,90%,,4379705,Completed,First,"May 03, 2017",1h 45m,,,,,,,,,
326,4867,Yorgl,PC,1h 45m,NR,,11381478,Completed,First,"April 07, 2020",1h 45m,,,,,,,,,
327,4867,Zaphod0,PlayStation 4,1h 45m,NR,,3436601,Completed,First,"September 18, 2016",1h 45m,,,,,,,,,
328,4867,adrizg,PC,1h 45m,90%,,8942509,Completed,First,"June 12, 2019",1h 45m,,,,,,,,,
329,4867,bigvilo,PlayStation 3,1h 45m,NR,"No trophies,main game only",11404147,Completed,First,"April 10, 2020",1h 45m,,,,,,,,,
330,4867,bocaci,PlayStation 4,1h 45m,90%,,11201411,Completed,First,"March 20, 2020",1h 45m,,,,,,,,,
331,4867,brianos1611,PlayStation 3,1h 45m,NR,,1438815,Completed,First,"November 29, 2015",1h 45m,,,,,,,,,
332,4867,catmore11,PlayStation 3,1h 45m,100%,Fantastic. First playthrough,150411,Completed,First,"July 15, 2012",1h 45m,,,,,,,,,
333,4867,creaturekyle,PlayStation 4,1h 45m,NR,,1628591,Completed,First,"August 03, 2015",1h 45m,,,,,,,,,
334,4867,cupofbeans,PlayStation 3,1h 45m,NR,,211957,Completed,First,"December 26, 2012",1h 45m,,,,,,,,,
335,4867,dzoniblejz,PlayStation 4,1h 45m,80%,,10199358,Completed,First,"October 06, 2019",1h 45m,,,,,,,,,
336,4867,Private,PlayStation 4,1h 45m,70%,,8174604,Completed,First,"January 31, 2019",1h 45m,,,,,,,,,
337,4867,habirlop,PC,1h 45m,100%,,9490103,Completed,Replay,"August 31, 2019",1h 45m,,,,,,,,,
338,4867,Private,PlayStation 3,1h 45m,80%,,453383,Completed,First,"October 20, 2013",1h 45m,,,,,,,,,
339,4867,matton97,PC,1h 45m,NR,,8913392,Completed,First,,1h 45m,,,,,,,,,
340,4867,Private,PlayStation 3,1h 45m,80%,,2091,Completed,First,"December 28, 2012",1h 45m,,,,,,,,,
341,4867,origin415,PlayStation 3,1h 45m,NR,,300091,Completed,First,,1h 45m,,,,,,,,,
342,4867,p3n3,PlayStation 3,1h 45m,100%,,10010,Completed,First,"October 25, 2012",1h 45m,,,,,,,,,
343,4867,periahdark,PlayStation 4,1h 45m,100%,,4809803,Completed,First,"December 07, 2016",1h 45m,,,,"Date Started: Dec. 7, 2016
Date Finished: Dec. 7, 2016",,,,,
344,4867,richtersparty,PlayStation 4,1h 45m,NR,,3359592,Completed,First,"August 24, 2016",1h 45m,,,,,,,,,
345,4867,rweisse,PlayStation 3,1h 45m,NR,,369880,Completed,First,"August 24, 2013",1h 45m,,,,,,,,,
346,4867,teom4n,PC,1h 45m,NR,,11854377,Completed,First,"May 28, 2020",1h 45m,,,,,,,,,
347,4867,Private,PlayStation 4,1h 45m,NR,,3410176,Completed,First,"January 05, 2017",1h 45m,,,,,,,,,
348,4867,thinklong,PlayStation 3,1h 45m,100%,,634835,Completed,First,"February 10, 2014",1h 45m,,,,,,,,,
349,4867,tifa,PlayStation 3,1h 45m,NR,,617946,Completed,First,,1h 45m,,,,,,,,,
350,4867,snakesonic64,PlayStation 3,1h 45m,NR,,714154,Completed,First,"May 04, 2014",1h 45m 32s,,,,,,,,,
351,4867,arwain,PlayStation 3,1h 45m,NR,,239680,Completed,First,"July 13, 2013",1h 45m 46s,,,,,,,,,
352,4867,MoT3tRoXX,PlayStation 4,1h 46m,NR,,11718232,Completed,First,"May 12, 2020",1h 46m,,,,,,,,,
353,4867,Private,PC,1h 46m,NR,,8906327,Completed,First,"June 07, 2019",1h 46m,,,,,,,,,
354,4867,PhoenixRising,PlayStation 4,1h 46m,NR,,11459548,Completed,First,"May 03, 2020",1h 46m 27s,,,,,,,,,
355,4867,,PC,1h 47m,NR,,12026857,Completed,First,,1h 47m,,,,,,,,,
356,4867,Private,PC,1h 47m,NR,,11280607,Completed,First,"March 29, 2020",1h 47m,,,,,,,,,
357,4867,Dragonfire,PlayStation 4,1h 47m,NR,,7038675,Completed,First,"September 14, 2018",1h 47m,,,,,,,,,
358,4867,chuck,PlayStation 3,1h 47m,90%,,871087,Completed,First,"August 01, 2014",1h 47m,,,,,,,,,
359,4867,Private,PlayStation Now,1h 47m,90%,,3427393,Completed,First,,1h 47m,,,,,,,,,
360,4867,razzlejazzle,PlayStation 4,1h 47m,80%,,11187430,Completed,First,"April 26, 2020",1h 47m 17s,,,,,,,,,
361,4867,calebjross,PlayStation 4,1h 47m,NR,Journey (PS4) - Full Game: http://www.youtube.com/playlist?list=PL2o62tOtXIbDM2XpueEngWnc8iIUjr1O2,3593425,Completed,First,,1h 47m 33s,,,,http://www.youtube.com/playlist?list=PL2o62tOtXIbDM2XpueEngWnc8iIUjr1O2,,,,,
362,4867,saturday13,PlayStation 4,1h 47m,NR,,11512186,Completed,First,"April 22, 2020",1h 47m 39s,,,,,,,,,
363,4867,,PlayStation 3,1h 47m,NR,Main Story,1078197,Completed,First,,1h 47m 55s,,,,,,,,,
364,4867,,PC,1h 48m,NR,,8935543,Completed,First,,1h 48m,,,,,,,,,
365,4867,LUIZ_ARIEL,PlayStation 4,1h 48m,100%,,3473457,Completed,First,,1h 48m,,,,,,,,,
366,4867,Private,PC,1h 48m,100%,,11130263,Completed,First,"March 10, 2020",1h 48m,,,,,,,,,
367,4867,Scorpus,PC,1h 48m,70%,,4914464,Completed,First,"August 10, 2019",1h 48m,,,,,,,,,
368,4867,beastnine,PlayStation 4,1h 48m,80%,,11481339,Completed,First,"April 18, 2020",1h 48m,,,,,,,,,
369,4867,mertcanasgun,PC,1h 48m,90%,,9392558,Completed,First,"August 19, 2019",1h 48m,,,,,,,,,
370,4867,philnschipper,PlayStation 3,1h 48m,NR,,3443061,Completed,First,"September 21, 2016",1h 48m,,,,,,,,,
371,4867,Duckhorse,PC,1h 49m,100%,,11983495,Completed,First,"June 13, 2020",1h 49m,,,,,,,,,
372,4867,BlackJoe23,PlayStation 3,1h 49m,NR,,5164232,Completed,First,"August 18, 2016",1h 49m 22s,,,,,,,,,
373,4867,Sajino,PlayStation 4,1h 49m,80%,,11548578,Custom List 2 Completed,First,"May 30, 2020",1h 49m 43s,,,1h 49m 43s,,,1h 49m 43s /,,,
374,4867,,,1h 50m,NR,,295141,Completed,First,,1h 50m,,,,,,,,,
375,4867,,PlayStation 3,1h 50m,NR,,295159,Completed,First,,1h 50m,,,,,,,,,
376,4867,,PlayStation 4,1h 50m,NR,,11463864,Completed,First,,1h 50m,,,,,,,,,
377,4867,Alegruz,PlayStation 4,1h 50m,100%,,11469664,Completed,First,"April 17, 2020",1h 50m,,,,,,,,,
378,4867,BigDaddySpyce,PlayStation 3,1h 50m,100%,,694734,Completed,First,,1h 50m,,,,,,,,,
379,4867,BruceL337,PlayStation 3,1h 50m,NR,,156295,Completed,First,"December 26, 2012",1h 50m,,,,,,,,,
380,4867,Doc_Ezra,PlayStation 4,1h 50m,100%,,3475091,Completed,First,"October 02, 2016",1h 50m,,,,,,,,,
381,4867,Empyrea,PlayStation 3,1h 50m,80%,,10286785,Completed,First,"October 22, 2019",1h 50m,,,,,,,,,
382,4867,Frenchfury_,PlayStation 4,1h 50m,NR,,7172006,Completed,First,"October 03, 2018",1h 50m,,,,,,,,,
383,4867,JacksUsername,PlayStation 4,1h 50m,80%,,1518006,Completed,First,"July 26, 2015",1h 50m,,,,,,,,,
384,4867,Montimorti,PlayStation 3,1h 50m,NR,,466754,Replay Completed,Replay,"January 25, 2013",1h 50m,,,,"Replayed in one sitting, and with the same companion all the way through.",,,,,
385,4867,RickyButler,PlayStation 3,1h 50m,80%,,26731,Completed,First,"December 26, 2012",1h 50m,,,,,,,,,
386,4867,Sayuki_Jill,PlayStation 3,1h 50m,80%,,3225792,Completed,First,"July 14, 2016",1h 50m,,,,,,,,,
387,4867,Private,PlayStation 4,1h 50m,60%,,6045098,Completed,First,"March 25, 2018",1h 50m,,,,,,,,,
388,4867,ViktorAlsbjer,PlayStation 4,1h 50m,NR,,11635191,Completed,First,"May 03, 2020",1h 50m,,,,,,,,,
389,4867,Wulfrix,PlayStation 4,1h 50m,NR,Took the journey,11467448,Completed,First,"April 17, 2020",1h 50m,,,,,,,,,
390,4867,diegoplus,PlayStation 4,1h 50m,NR,"straight to the finish, almost no trophies",11835854,Completed,First,"May 25, 2020",1h 50m,,,,,,,,,
391,4867,Private,PlayStation 3,1h 50m,NR,,6213435,Completed,Replay,"July 25, 2016",1h 50m,,,,,,,,,
392,4867,iLikeToSitDown,PlayStation 4,1h 50m,90%,,8023828,Completed,First,"August 19, 2019",1h 50m,,,,"Absolutely beautiful. I wish I actually had the game because people claim it is absolutely gorgeous. I watched Pewds play it on his YouTube Chanel, but I doubt the resolution of his video is as a good as the real graphics are. I still listen to the soundtrack because of how beautiful it is.",,,,,
393,4867,kristheb,PlayStation Now,1h 50m,NR,,11288650,Completed,First,"March 29, 2020",1h 50m,,,,,,,,,
394,4867,ltaufenbach,PlayStation 3,1h 50m,NR,,1034329,Completed,First,"November 24, 2014",1h 50m,,,,,,,,,
395,4867,nodemon,PlayStation 4,1h 50m,90%,,7751429,Completed,First,"December 16, 2018",1h 50m,2h,,,,,,,,
396,4867,nuCleaRR,PC,1h 50m,70%,,9088446,Completed,First,"July 05, 2019",1h 50m,,,,,,,,,
397,4867,silentgamerbr,PlayStation 3,1h 50m,90%,,11097373,Completed,First,"April 14, 2020",1h 50m,,,,,,,,,
398,4867,,PlayStation 4,1h 50m,NR,Blind Playthrough trying to get as many collectibles without trying to hinder first time experience and coop partner.,3411783,Completed,First,,1h 50m 10s,,,,,,,,,
399,4867,,PlayStation 4,1h 50m,NR,,9202917,Completed,First,,1h 50m 17s,,,,,,,,,
400,4867,Freestyler589,PlayStation 4,1h 50m,NR,"The time is not exact, it is just an approximation.",11837097,Completed,First,"May 25, 2020",1h 50m 24s,,,,,,,,,
401,4867,Caesar,PC,1h 50m,90%,,9069092,Completed,First,"July 01, 2019",1h 50m 42s,,,,,,,,,
402,4867,Private,PC,1h 51m,NR,,12004650,Playing Completed,First,"June 17, 2020",1h 51m,,,,,,1h 51m /,,,
403,4867,messi371210,PlayStation 4,1h 51m,NR,,4872561,Completed,First,"May 22, 2017",1h 51m,,,,,,,,,
404,4867,Private,PlayStation 4,1h 52m,90%,,11522148,Completed,First,"April 16, 2020",1h 52m,,,,,,,,,
405,4867,borisignatievich,PlayStation 4,1h 52m,NR,,2510859,Completed,First,"January 30, 2016",1h 52m,,,,,,,,,
406,4867,daboloKioL,PC,1h 52m,70%,,10673413,Completed,First,"December 28, 2019",1h 52m,,,,,,,,,
407,4867,Badinfos,PC,1h 52m,NR,,11333067,Completed,First,June 2019,1h 52m 27s,,,,,,,,,
408,4867,Ninjalizzard,PlayStation 3,1h 53m,NR,,5339742,Completed,First,"November 15, 2017",1h 53m,,,,,,,,,
409,4867,RODILLATOR,PlayStation 4,1h 53m,90%,,11760101,Completed,First,"May 15, 2020",1h 53m,,,,,,,,,
410,4867,Private,PlayStation 4,1h 53m,NR,,5188673,Completed,First,"October 18, 2017",1h 53m,,,,,,,,,
411,4867,Private,PlayStation 4,1h 53m,90%,,11294381,Completed,First,"May 10, 2020",1h 53m,,,,,,,,,
412,4867,Yune,PC,1h 54m,NR,,10189760,Completed,First,"October 05, 2019",1h 54m,,,,,,,,,
413,4867,ZBomber,PlayStation 4,1h 54m,80%,Met two travelers along the way,2579646,Completed,First,"February 15, 2016",1h 54m,,,,,,,,,
414,4867,djkaty,PlayStation 3,1h 54m,NR,,87505,Completed,First,,1h 54m,,,,,,,,,
415,4867,tib414,PlayStation 4,1h 54m,NR,,3411838,Completed,First,"September 11, 2016",1h 54m 09s,,,,,,,,,
416,4867,SorensenxD,PlayStation 4,1h 55m,NR,,3403759,Completed,Replay,"September 08, 2016",1h 55m,,,,,,,,,
417,4867,The12thDoctor,PlayStation 3,1h 55m,80%,,401241,Completed,First,"September 06, 2013",1h 55m,,,,,,,,,
418,4867,Private,PlayStation 4,1h 55m,70%,,6501793,Completed,First,"February 02, 2020",1h 55m,,,,,,,,,
419,4867,mthus,PC,1h 55m,100%,,11485688,Completed,First,"April 18, 2020",1h 55m,,,,,,,,,
420,4867,riazor69,PlayStation 3,1h 55m,NR,,127771,Completed,First,"December 27, 2012",1h 55m,,,,,,,,,
421,4867,stormbrewer,PlayStation 4,1h 55m,NR,,3301543,Completed,First,"August 07, 2016",1h 55m,,,,,,,,,
422,4867,Jacob_Darka,PC,1h 55m,60%,,10458045,Completed,First,"November 20, 2019",1h 55m 48s,,,,,,,,,
423,4867,Madmartigan219,PlayStation 3,1h 56m,NR,,235219,Completed,First,"March 29, 2013",1h 56m 45s,,,,,,,,,
424,4867,Ayu1127,PlayStation 4,1h 56m,NR,,11604226,Completed,First,"April 27, 2020",1h 56m 54s,,,,,,,,,
425,4867,,PlayStation 3,1h 57m,NR,,295160,Completed,First,,1h 57m,,,,,,,,,
426,4867,Oidche,PlayStation 3,1h 57m,NR,,73779,Completed,First,"March 29, 2013",1h 57m,,,,,,,,,
427,4867,dullin,,1h 57m,NR,,162349,Completed,First,"April 26, 2013",1h 57m,,,,,,,,,
428,4867,peterchu68,PlayStation 3,1h 57m,70%,,8177639,Completed,Replay,"May 31, 2020",1h 57m,,,,,,,,,
429,4867,zolomohan,PC,1h 57m,100%,,11462410,Completed,First,"April 16, 2020",1h 57m,,,,,,,,,
430,4867,Covolt,PlayStation 3,1h 57m,100%,,6681153,Completed,First,"July 27, 2018",1h 57m 09s,,,,,,,,,
431,4867,TwistyTortoise,PlayStation 3,1h 57m,NR,,5255145,Completed,First,"November 02, 2017",1h 57m 30s,,,,,,,,,
432,4867,Hyper_Eye,PlayStation 3,1h 57m,90%,,3735419,Completed,First,"December 27, 2016",1h 57m 37s,,,,,,,,,
433,4867,dolph,PlayStation 3,1h 57m,NR,,5067,Completed,First,2012,1h 57m 57s,,,,,,,,,
434,4867,Perhapsually,PC,1h 58m,90%,,11800839,Completed,Replay,"June 11, 2020",1h 58m,,,,,,,,,
435,4867,scrubadub,PC,1h 58m,NR,,11084755,Completed,First,"March 02, 2020",1h 58m,,,,,,,,,
436,4867,tiberusx87,PlayStation 3,1h 58m,90%,,119410,Completed,First,"December 07, 2012",1h 58m,,,,,,,,,
437,4867,Private,PlayStation 3,1h 59m,100%,,474667,Completed,Replay,"December 24, 2012",1h 59m,,,,,,,,,
438,4867,PKA42,PlayStation 3,1h 59m,80%,,303207,Completed,First,"June 12, 2013",1h 59m,,,,,,,,,
439,4867,,PlayStation 3,2h,NR,,295137,Completed,First,,2h,,,,,,,,,
440,4867,,PlayStation 3,2h,NR,,295143,Completed,First,,2h,,,,,,,,,
