,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Personal Notes,Progress,Co-Op,Speedrun,100% Speedrun
553,21702,KamikotoGasai,PC,14h,80%,,3514645,Completed,First,14h,"October 12, 2016",,,,,,,
554,21702,Korostast,PC,14h,100%,,11991863,Completed,First,14h,"June 14, 2020",,,,,,,
555,21702,KuSmA_,PC,14h,90%,,5529639,Completed,First,14h,"September 27, 2017",,,,,,,
556,21702,KxBerserk,PlayStation 4,14h,NR,,3205661,Completed,First,14h,"July 10, 2016",,,,,,,
557,21702,Legendares,PC,14h,80%,,4527661,Completed,First,14h,,,,,,,,
558,21702,Libbro_11037,PlayStation 4,14h,80%,,5718233,Completed,First,14h,,,,,,,,
559,21702,LoktarOgar,PC,14h,80%,,7943240,Completed,First,14h,"January 04, 2019",,,,,,,
560,21702,Lotark,PC,14h,NR,,8564819,Completed,First,14h,"April 04, 2019",,,,,,,
561,21702,MechaMessiah,PC,14h,80%,,4881395,Completed,First,14h,,14h 30m,15h,,,,,
562,21702,Megu,PC,14h,NR,,9437619,Completed,First,14h,"August 24, 2019",,,,,,,
563,21702,Private,PC,14h,100%,,5526600,Completed,First,14h,"February 18, 2018",,,,,,,
564,21702,Miszelek,PC,14h,NR,,6179701,Completed,First,14h,"April 28, 2018",,,,,,,
565,21702,MyChaos,PC,14h,90%,,7807989,Completed,First,14h,,,,,,,,
566,21702,NicolasMNL,PC,14h,80%,,11861017,Completed,First,14h,"May 29, 2020",,,,,,,
567,21702,NicolasT,PlayStation 4,14h,NR,,8580961,Completed,First,14h,,,,,,,,
568,21702,Occopuyo,PC,14h,70%,,1304569,Completed,First,14h,"May 07, 2018",,,,,,,
569,21702,Oddyzeus,PC,14h,NR,,3227177,Completed,First,14h,"July 14, 2016",,17h,,,,,
570,21702,Ortokolo,PC,14h,NR,,11598503,Completed,First,14h,,16h,18h,,,,,
571,21702,PapaStalin,PC,14h,70%,,6670378,Completed,First,14h,,,,,,,,
572,21702,Papierfranz,PC,14h,70%,,6929404,Completed,First,14h,"July 13, 2018",,,,,,,
573,21702,Poutine14,PC,14h,NR,,3613945,Completed,Replay,14h,"November 11, 2016",,16h,,,,,
574,21702,Private,PlayStation 4,14h,NR,,4920508,Completed,First,14h,"August 17, 2017",,,,,,,
575,21702,QuickSilver13,Mac,14h,NR,,4621888,Completed,First,14h,,,,,,,,
576,21702,RadiantWanderer,PC,14h,NR,,4143731,Completed,First,14h,,,,,,,,
577,21702,RainTalonX,PC,14h,100%,,11148049,Completed,First,14h,"March 13, 2020",,,,,,,
578,21702,RottedRabbit,PC,14h,80%,,10699451,Completed,First,14h,,,,,,,,
579,21702,Ryu_Rare,PlayStation 4,14h,80%,,3281778,Completed,First,14h,"August 02, 2016",,,,,,,
580,21702,Sheissolovely,PC,14h,NR,,7547710,Completed,First,14h,"November 28, 2018",,,,,,,
581,21702,Snailburt,PlayStation 4,14h,NR,,4267398,Completed,First,14h,"April 03, 2017",,,,,,,
582,21702,Square1Bytes,PC,14h,NR,,4568502,Completed,First,14h,"June 14, 2016",16h,18h,,,,,
583,21702,TakerThePhenom,PlayStation 4,14h,80%,,4987012,Completed,First,14h,"August 30, 2017",,,,,,,
584,21702,Thatotherguy9936,PlayStation 4,14h,100%,,4580298,Completed,First,14h,"June 12, 2017",,,,,,,
585,21702,TheArantes,PlayStation 4,14h,NR,,6664895,Completed,First,14h,"May 17, 2018",,,,,,,
586,21702,TheFaddey,PC,14h,NR,,11149715,Completed,First,14h,"October 21, 2015",,,,,,,
587,21702,TheTobster,Xbox One,14h,100%,,10277004,Completed,First,14h,"March 25, 2016",16h,18h 50m,,,,,
588,21702,TreeTopMonkey,PC,14h,NR,,4666598,Completed,First,14h,,,,,,,,
589,21702,Trustor,PC,14h,NR,,11890426,Completed,First,14h,"December 13, 2018",,,,,,,
590,21702,TsChala,PC,14h,90%,,8023375,Completed,First,14h,"January 12, 2019",,,,,,,
591,21702,Tsubaki,PC,14h,50%,,6557024,Completed,First,14h,"July 09, 2018",,,,,,,
592,21702,Valius,PC,14h,NR,,5889842,Completed,First,14h,"February 25, 2018",16h,,great game !,,,,
593,21702,YannickS,PlayStation 4,14h,80%,,6718410,Completed,First,14h,"November 03, 2016",,,,,,,
594,21702,Yghavanx,PC,14h,90%,,11591456,Completed,First,14h,,,,,,,,
595,21702,Private,PC,14h,NR,,6348265,Completed,First,14h,"December 23, 2018",,,,,,,
596,21702,adaemone,PC,14h,NR,,9524530,Completed,First,14h,,,,,,,,
597,21702,aliwahed,PlayStation 4,14h,NR,,7257040,Completed,First,14h,"October 15, 2018",,,,,,,
598,21702,Private,PlayStation 4,14h,NR,,6493925,Completed,First,14h,"April 13, 2016",16h,18h,,,,,
599,21702,banapatata,PC,14h,NR,,5176201,Completed,First,14h,,,,,,,,
600,21702,bendikts,PC,14h,NR,,3783436,Completed,First,14h,,,,,,,,
601,21702,Private,PC,14h,NR,Played through this game twice before the last episode came out so I could be a bit off on time.,2411666,Completed,First,14h,"October 22, 2015",,,,,,,
602,21702,ceegags,PC,14h,NR,,3933966,Completed,First,14h,"July 02, 2018",,,,,,,
603,21702,charliewoodhead,PC,14h,NR,,4169611,Completed,First,14h,"March 09, 2017",,,,,,,
604,21702,cloudfor2000,PC,14h,NR,,3137299,Completed,First,14h,"June 26, 2016",,,,,,,
605,21702,coreninsin95,Xbox 360,14h,NR,,6871618,Completed,First,14h,"August 31, 2018",,,,,,,
606,21702,d0dge,PlayStation 4,14h,NR,,2518258,Completed,First,14h,"February 03, 2016",15h,,,,,,
607,21702,darkritz,PlayStation 4,14h,NR,,5132462,Completed,First,14h,"August 13, 2017",,,,,,,
608,21702,dierkules,PC,14h,NR,,5617346,Completed,First,14h,"September 09, 2017",,,,,,,
609,21702,elfathor,PC,14h,NR,,10681552,Completed,First,14h,"June 04, 2018",,23h,,,,,
610,21702,epedos,PlayStation 4,14h,70%,,4074491,Completed,First,14h,"November 16, 2016",,,,,,,
611,21702,eruukat,PC,14h,NR,,10879964,Completed,First,14h,"April 28, 2019",,,,,,,
612,21702,Private,PlayStation 3,14h,90%,,5360745,Completed,First,14h,"November 18, 2017",,,,,,,
613,21702,fredthebelgian,PC,14h,100%,,4099408,Completed,First,14h,"April 05, 2019",,,,,,,
614,21702,gamblor88,PlayStation 4,14h,60%,,2694688,Completed,First,14h,"March 06, 2016",,,,,,,
615,21702,greatjedi7,PC,14h,NR,,4767079,Completed,First,14h,"February 13, 2019",,,,,,,
616,21702,guicstumpf,PC,14h,100%,,6594611,Completed,First,14h,"July 15, 2018",,,,,,,
617,21702,Private,PC,14h,NR,,3945206,Completed,First,14h,,,,,,,,
618,21702,hlupiks,PC,14h,NR,,4741870,Completed,First,14h,"July 12, 2017",,,,,,,
619,21702,juskulls,PC,14h,NR,,8607791,Completed,First,14h,"April 13, 2019",,,,,,,
620,21702,kedex,PC,14h,NR,,6383763,Completed,First,14h,"June 10, 2018",,,,,,,
621,21702,kemosabe112,PlayStation 4,14h,90%,,9193287,Completed,First,14h,"January 24, 2020",,,,,,,
622,21702,kirie,PC,14h,100%,,4015447,Completed,First,14h,"February 05, 2017",,,,,,,
623,21702,kurogachii,PC,14h,100%,,11337494,Completed,First,14h,,,,,,,,
624,21702,lupeie,PC,14h,NR,,3882118,Completed,First,14h,"December 29, 2016",,,,,,,
625,21702,manog,PC,14h,90%,,5404747,Completed,First,14h,"October 10, 2016",,,,,,,
626,21702,matteo_zel,PC,14h,70%,,3298310,Completed,First,14h,"March 11, 2018",,,,,,,
627,21702,metalheadxander,PC,14h,NR,,3972727,Completed,First,14h,"November 08, 2017",,,,,,,
628,21702,mikahasala,PC,14h,100%,,12002470,Completed,First,14h,"June 14, 2020",,,,,,,
629,21702,mjricco,PC,14h,80%,,1987762,Completed,First,14h,"October 20, 2015",,,,,,,
630,21702,Private,PC,14h,90%,,6253266,Completed,First,14h,,15h,16h,,,,,
631,21702,n0ldor,PC,14h,NR,,8174073,Completed,First,14h,"January 31, 2019",,,,,,,
632,21702,neokurogachii,PC,14h,90%,,11948579,Completed,First,14h,,,,,,,,
633,21702,neptanic,PC,14h,80%,,10965777,Completed,First,14h,"June 30, 2017",,,,,,,
634,21702,nobodynews,PC,14h,NR,,4652467,Completed,First,14h,"December 06, 2016",,,,,,,
635,21702,olympian,PC,14h,NR,,3802961,Completed,First,14h,"December 25, 2016",,,,,,,
636,21702,robert889,Xbox One,14h,70%,,8888309,Completed,First,14h,"June 03, 2019",,,,,,,
637,21702,sandworms,PC,14h,NR,,2403540,Completed,First,14h,"December 28, 2015",,,,,,,
638,21702,Private,PC,14h,NR,,5990978,Completed,First,14h,"March 16, 2018",,,,,,,
639,21702,serdargndgn,PC,14h,100%,,10936700,Completed,First,14h,"January 25, 2016",15h,19h,,,,,
640,21702,siddverma96,PlayStation 4,14h,NR,,5391590,Completed,First,14h,,,,,,,,
641,21702,sindarak,PlayStation 4,14h,NR,,8818256,Completed,First,14h,"May 19, 2019",,,,,,,
642,21702,squirrelsaremean,PC,14h,NR,,6790342,Completed,First,14h,"August 08, 2018",,,,,,,
643,21702,strikereg,PlayStation 4,14h,NR,,5566320,Completed,First,14h,"January 02, 2018",,,,,,,
644,21702,thelta,PC,14h,90%,,2219280,Completed,First,14h,"December 04, 2015",,,,,,,
645,21702,Private,PC,14h,NR,,6953572,Completed,First,14h,"August 31, 2018",,,,,,,
646,21702,victorprs,PC,14h,NR,,2542153,Completed,First,14h,"February 08, 2016",,,,,,,
647,21702,webertsilva,PC,14h,90%,,8042400,Completed,First,14h,"January 14, 2019",,,,,,,
648,21702,woubuc,PC,14h,100%,,9184962,Completed,First,14h,"November 23, 2015",,,,,,,
649,21702,x4Electr0n,PC,14h,NR,,11482757,Playing Completed,First,14h,"July 27, 2016",,,,,,,
650,21702,Raheem011,PlayStation 4,14h,NR,,9464223,Completed,Replay,14h 45s,"March 16, 2018",,,,,,,
651,21702,Piletina,PlayStation 4,14h 01m,90%,,7999797,Completed,First,14h 01m,"January 16, 2019",,,,,,,
652,21702,Lock_Down_Leo,PC,14h 02m,50%,,3864390,Completed,First,14h 02m,,,,,,,,
653,21702,RedGlimmer,Xbox One,14h 02m,90%,,6238280,Completed,First,14h 02m,"November 05, 2016",,,,,,,
654,21702,MetallicFever316,PC,14h 02m,70%,Time for all 5 episodes added together.,6587519,Completed,First,14h 02m 17s,"October 16, 2016",,,,,,,
655,21702,RockinRanger,PC,14h 04m,100%,,3029225,Completed,First,14h 04m,,,,,,,,
656,21702,Deadly4shadow,PlayStation 4,14h 05m,80%,,2235586,Completed,First,14h 05m,"December 16, 2015",,,,,,,
657,21702,dragmagpuff,PC,14h 06m,90%,,2176413,Completed,First,14h 06m,"January 04, 2016",,,,,,,
658,21702,sarteg,PlayStation 4,14h 06m,80%,,4970906,Completed,First,14h 06m,"June 23, 2017",16h 09m,,,,,,
659,21702,,PC,14h 07m,NR,,10284754,Completed,First,14h 07m,,16h 13m,18h 12m,,,,,
660,21702,Lolaf,PC,14h 07m,70%,,10950517,Completed,First,14h 07m,"October 22, 2015",22h,,,,,,
661,21702,Nyashormous,PC,14h 07m,NR,,11506893,Completed,First,14h 07m,"April 20, 2020",,,,,,,
662,21702,Yetimachete,Mobile,14h 07m,70%,,10751438,Completed,First,14h 07m,,,,,,,,
663,21702,Private,PC,14h 07m,80%,,9163252,Completed,First,14h 07m,April 2019,,,,,,,
664,21702,fasol4,PC,14h 07m,80%,,4106114,Replay Completed,First,14h 07m 39s,"February 23, 2017",16h 18m 06s,,,17h 44m /,,,
665,21702,BreakoutAR,PC,14h 08m,70%,,11958593,Completed,First,14h 08m,,,,,,,,
666,21702,hxkclan,Xbox One,14h 09m,NR,,4253882,Completed,First,14h 09m,"February 15, 2016",,,,,,,
667,21702,mikkeri,PC,14h 09m,NR,,10812651,Completed,First,14h 09m,"January 14, 2020",,,,,,,
668,21702,Myros00,PC,14h 10m,NR,,5597320,Completed,First,14h 10m,"January 06, 2018",,,,,,,
669,21702,Demeshnik,PC,14h 12m,NR,,8403158,Completed,First,14h 12m,"March 04, 2019",16h,17h,,,,,
670,21702,Rejaku,PC,14h 12m,90%,,2219322,Completed,First,14h 12m,"October 21, 2015",,,,,,,
671,21702,falmur,PC,14h 12m,NR,,2849173,Completed,First,14h 12m,"April 13, 2016",,,,,,,
672,21702,CookiesAndCake,PC,14h 13m,NR,,9385482,Completed,First,14h 13m,,,,,,,,
673,21702,spy4killer,PC,14h 14m,80%,,3796735,Completed,First,14h 14m,"December 24, 2016",16h 04m,17h 05m,,,,,
674,21702,,PC,14h 15m,NR,,2669551,Completed,First,14h 15m,,,,,,,,
675,21702,blackbebop,PlayStation 4,14h 15m,60%,,2431923,Completed,First,14h 15m,"May 26, 2017",,,,,,,
676,21702,crisro996,PC,14h 15m,70%,,5805773,Completed,First,14h 15m,,,,,,,,
677,21702,jaydeeess,PC,14h 15m,NR,,3198028,Completed,First,14h 15m,"July 08, 2016",,,,,,,
678,21702,Private,iOS,14h 15m,90%,,8901630,Completed,First,14h 15m,"June 09, 2018",,,,,,,
679,21702,rteston,PlayStation 4,14h 16m,NR,,5695163,Completed,First,14h 16m,"January 19, 2018",15h 05m,,,,,,
680,21702,,PC,14h 18m,NR,,9075312,Completed,First,14h 18m,,,,,,,,
681,21702,,PC,14h 18m,NR,,10324425,Completed,First,14h 18m,,,,,,,,
682,21702,Private,PC,14h 18m,NR,,1228767,Completed,First,14h 18m,"January 08, 2016",,,,,,,
683,21702,melki,PC,14h 18m,NR,14:18 as average because i didnt measure it,3296331,Completed,First,14h 18m,"August 06, 2016",,,,,,,
684,21702,Private,PC,14h 18m,90%,,2124322,Custom List 2 Completed,First,14h 18m,"November 22, 2015",,,"Episode 1 - February 6, 2015 / 8/10
Episode 2 - May 18, 2015 / 9/10
Episode 3 - May 19, 2015 / 8/10
Episode 4 - July 29, 2015 / 9/10
Episode 5 - November 22, 2015 / 8/10",,,,
685,21702,HEN_with_a_TIE,PC,14h 20m,80%,,9544711,Completed,First,14h 20m,"October 06, 2017",16h 10m,,,,,,
686,21702,Kylanlp,PC,14h 20m,NR,,4205323,Completed,First,14h 20m,"March 19, 2017",,,,,,,
687,21702,Namtrack,PC,14h 20m,NR,,3291923,Completed,First,14h 20m,"August 05, 2016",,,,,,,
688,21702,Xorev,PC,14h 20m,NR,,4744397,Completed,First,14h 20m 40s,"July 13, 2017",,,,,,,
689,21702,ElB0ludo,PC,14h 21m,100%,,10899142,Completed,First,14h 21m,"September 15, 2017",,,,,,,
690,21702,,PC,14h 24m,NR,,2565047,Completed,First,14h 24m,,,,,,,,
691,21702,Doubler_Z,PC,14h 24m,90%,,4742420,Completed,First,14h 24m,"December 21, 2016",,,,,,,
692,21702,kopsikiller,PlayStation 4,14h 24m,70%,,10222543,Completed,First,14h 24m,"October 09, 2019",,,,,,,
693,21702,Evoker1995,PlayStation 4,14h 25m,90%,,3525001,Completed,First,14h 25m,,15h,15h 01m,,,,,
694,21702,Private,PC,14h 25m,90%,,3754166,Completed,First,14h 25m,"December 11, 2016",,,,,,,
695,21702,DarkStallion,PC,14h 27m,NR,,6165822,Completed,First,14h 27m,"November 01, 2015",,,,,,,
696,21702,gui_dsa,Xbox 360,14h 27m,NR,,3613506,Completed,First,14h 27m,"November 10, 2016",,,,,,,
697,21702,Marter,PC,14h 28m,NR,,7998545,Custom List 2 Completed,First,14h 28m,"July 28, 2018",,,,,,,
698,21702,gosp07,PC,14h 28m,NR,,4116755,Completed,First,14h 28m,"August 22, 2016",15h 28m,,,,,,
699,21702,jramod,PC,14h 29m,NR,,1787305,Completed,First,14h 29m,,,,,,,,
700,21702,,PC,14h 30m,NR,,10576010,Completed,First,14h 30m,,,,,,,,
701,21702,BloodyJessy,PlayStation 4,14h 30m,NR,,8356991,Completed,First,14h 30m,"February 25, 2019",,,,,,,
702,21702,Private,PC,14h 30m,NR,,7810371,Completed,First,14h 30m,"June 07, 2020",,,,,,,
703,21702,Greggers42,PC,14h 30m,100%,,2984982,Completed,First,14h 30m,"October 19, 2015",,,,,,,
704,21702,Private,PlayStation 4,14h 30m,70%,,5680266,Completed,First,14h 30m,"January 28, 2018",,,,,,,
705,21702,TK_055,PC,14h 30m,NR,,6937450,Completed,First,14h 30m,,15h 30m,18h 30m,,,,,
706,21702,a28829424,PC,14h 30m,NR,,4901596,Completed,First,14h 30m,,,,,,,,
707,21702,fordFANAT1C,PlayStation 4,14h 30m,NR,,2727308,Completed,First,14h 30m,"March 14, 2016",14h 31m,14h 35m,,,,,
708,21702,ketchupman36,PC,14h 30m,100%,,2271871,Completed,First,14h 30m,"November 08, 2015",,,,,,,
709,21702,RahmBro,PC,14h 32m,NR,,3702748,Completed,First,14h 32m,"August 13, 2017",16h 15m,,,,,,
710,21702,Linkelda,PC,14h 33m,40%,,5270530,Completed,First,14h 33m,,,,,,,,
711,21702,Private,PC,14h 34m,NR,,3411167,Completed,First,14h 34m,,,,,,,,
712,21702,Beherzt,PC,14h 35m,NR,,4659560,Replay Completed,Replay,14h 35m,"June 30, 2017",15h 52m,19h 24m,,54h 23m /,,,
713,21702,Private,PC,14h 35m,NR,,10734837,Completed,First,14h 35m,"February 21, 2017",,,,,,,
714,21702,Ferrumoff,PC,14h 36m,NR,,3971432,Completed,First,14h 36m,"January 25, 2017",,,,,,,
715,21702,Shuurai,PC,14h 36m,90%,,1974654,Completed,First,14h 36m,,,,,,,,
716,21702,renzoe,PlayStation 4,14h 37m,90%,,5539852,Completed,First,14h 37m,"March 29, 2020",,,,,,,
717,21702,,PC,14h 38m,NR,,4559435,Completed,First,14h 38m 05s,,,,,,,,
718,21702,Mazo,PC,14h 39m,NR,,3751547,Completed,First,14h 39m,"January 03, 2016",,,,,,,
719,21702,40bit,Xbox One,14h 40m,NR,,4068141,Completed,First,14h 40m,"February 14, 2017",,,,,,,
720,21702,Distortion,PC,14h 40m,NR,,7021880,Completed,First,14h 40m,"August 19, 2018",,,,,,,
721,21702,McHawk,PlayStation 4,14h 40m,80%,,4971908,Completed,First,14h 40m,"September 23, 2017",,,,,,,
722,21702,Jonny,PC,14h 42m,70%,,4048988,Completed,First,14h 42m,"February 11, 2017",,,,,,,
723,21702,L1FeMaKeR,PlayStation 4,14h 42m,100%,,4102848,Completed,First,14h 42m,"October 31, 2016",,,,,,,
724,21702,Ayu1127,PC,14h 43m,NR,,10754711,Completed,First,14h 43m 22s,"August 03, 2017",,,,,,,
725,21702,,PC,14h 45m,NR,,3522681,Completed,First,14h 45m,,,,,,,,
726,21702,,Xbox One,14h 45m,NR,,5493520,Completed,First,14h 45m,,,,,,,,
727,21702,Private,PC,14h 45m,70%,,4304967,Completed,First,14h 45m,,15h 23m,16h 45m,,,,,
728,21702,PaleBlueIS,PlayStation 4,14h 45m,NR,,4691507,Completed,First,14h 45m,"September 28, 2016",16h,,,,,,
729,21702,shadowbreakqr,PC,14h 52m,NR,,8677252,Completed,First,14h 52m,,,,,,,,
730,21702,KubexYT,PC,14h 54m,90%,,6958154,Completed,First,14h 54m,"September 01, 2018",,,,,,,
731,21702,Private,PC,14h 59m,100%,,1793232,Completed,First,14h 59m,"November 13, 2015",,,,,,,
732,21702,,PC,15h,NR,,2648343,Completed,First,15h,,,,,,,,
733,21702,,PC,15h,NR,,3002551,Completed,First,15h,,,,,,,,
734,21702,,PC,15h,NR,,3147439,Completed,First,15h,,,,,,,,
735,21702,,PlayStation 4,15h,NR,,3258643,Completed,First,15h,,,,,,,,
736,21702,,PC,15h,NR,,3286176,Completed,First,15h,,,,,,,,
737,21702,,PC,15h,NR,,3405259,Completed,First,15h,,,,,,,,
738,21702,,PC,15h,NR,,4062647,Completed,First,15h,,20h,30h,,,,,
739,21702,,PC,15h,NR,,4155278,Completed,First,15h,,,,,,,,
740,21702,,PC,15h,NR,,4188723,Completed,First,15h,,,,,,,,
741,21702,,PC,15h,NR,,4222924,Completed,First,15h,,,,,,,,
742,21702,,PC,15h,NR,,4247428,Completed,First,15h,,,,,,,,
743,21702,,Mac,15h,NR,,4253003,Completed,First,15h,,,,,,,,
744,21702,,Linux,15h,NR,,4529655,Completed,First,15h,,,,,,,,
745,21702,,PlayStation 4,15h,NR,,4601407,Completed,First,15h,,18h,,,,,,
746,21702,,PC,15h,NR,,4683559,Completed,First,15h,,,,,,,,
747,21702,,PlayStation 4,15h,NR,,5527562,Completed,First,15h,,,,,,,,
748,21702,,PC,15h,NR,,5531050,Completed,First,15h,,,,,,,,
749,21702,,PC,15h,NR,,6379846,Completed,First,15h,,,,,,,,
750,21702,,PC,15h,NR,,8878344,Completed,First,15h,,,,,,,,
751,21702,,PC,15h,NR,,11543714,Completed,First,15h,,15h 30m,16h,,,,,
752,21702,Aeranith,PC,15h,NR,,3334953,Completed,First,15h,,,,,,,,
753,21702,AlleyViper620,PlayStation 3,15h,90%,,1184042,Completed,First,15h,"July 11, 2016",,,,,,,
754,21702,AndySav92,PC,15h,100%,,3408640,Completed,First,15h,"October 20, 2015",16h,17h,,,,,
755,21702,Arsenault,Xbox One,15h,NR,,6835317,Completed,First,15h,"August 14, 2018",,,,,,,
756,21702,AstroPilotZ,Mac,15h,NR,,5384274,Completed,First,15h,"June 17, 2017",,,,,,,
757,21702,AtomicParticle,PC,15h,NR,,6483129,Completed,First,15h,"March 02, 2018",17h,19h 25m,,,,,
758,21702,Private,PC,15h,NR,,4789476,Completed,First,15h,,16h,,,,,,
759,21702,Beardly,PlayStation 4,15h,NR,,7517617,Backlog Completed,First,15h,"November 24, 2018",,,,,,,
760,21702,BowmaniaRules,Xbox 360,15h,NR,,11966599,Completed,First,15h,"June 11, 2020",,,,,,,
761,21702,Brewkk,PlayStation 4,15h,90%,,4876495,Completed,First,15h,"August 08, 2017",,,,,,,
762,21702,Brujalosmares,PC,15h,NR,,10708186,Completed,First,15h,,,,,,,,
763,21702,Danicontador,PlayStation 4,15h,100%,,5281875,Completed,First,15h,"July 02, 2017",,,,,,,
764,21702,DarthGibblet,Android,15h,NR,,5538115,Completed,First,15h,"December 22, 2019",,,,,,,
765,21702,Dayrise,PlayStation 4,15h,100%,,10229295,Completed,First,15h,2015,17h,,,,,,
766,21702,Denzel,PC,15h,70%,,6329244,Completed,First,15h,"May 31, 2018",,,,,,,
767,21702,Dieschling,PlayStation 4,15h,NR,,10632943,Completed,First,15h,"September 29, 2016",,,,,,,
768,21702,Private,PC,15h,90%,,3889305,Completed,First,15h,,,,,,,,
769,21702,Ezquerro,PlayStation 4,15h,NR,,6915343,Completed,First,15h,"April 23, 2017",,,,,,,
770,21702,FabioAuditore,Xbox One,15h,NR,,11806004,Completed,First,15h,"May 14, 2020",16h,17h 30m,,,,,
771,21702,Faldor,PC,15h,NR,,7380264,Completed,First,15h,"November 03, 2018",,,,,,,
772,21702,Flashback,PC,15h,50%,,2848815,Completed,First,15h,"April 13, 2016",,,,,,,
773,21702,FlourHome,PC,15h,100%,,8242604,Completed,First,15h,"April 08, 2019",,,,,,,
774,21702,Galder7,PC,15h,NR,,11790848,Completed,First,15h,"May 20, 2020",,18h,,,,,
775,21702,GarthVader,PC,15h,100%,,4248891,Completed,First,15h,"January 10, 2017",,,,,,,
776,21702,GeneralZwinger,PC,15h,NR,,2579238,Completed,First,15h,"November 19, 2015",,,,,,,
777,21702,Gosset,PC,15h,NR,,9340389,Completed,First,15h,"July 19, 2019",,,,,,,
778,21702,GroovyRuby,PC,15h,NR,,6236362,Completed,First,15h,,,,,,,,
779,21702,Haoie,PlayStation 4,15h,90%,,9280648,Completed,First,15h,"August 02, 2019",,,,,,,
780,21702,Hyrul,PC,15h,80%,,10987237,Completed,First,15h,"August 22, 2017",,,,,,,
781,21702,Jacv,PC,15h,90%,,5549511,Completed,Replay,15h,"January 02, 2018",,,,,,,
782,21702,Private,PlayStation 4,15h,NR,,6887862,Completed,First,15h,"December 24, 2017",,20h,,,,,
783,21702,Jelikey,PC,15h,80%,,4252399,Completed,First,15h,"March 30, 2017",,,,,,,
784,21702,Jobius,PC,15h,90%,,10899178,Completed,First,15h,"March 13, 2020",,,,,,,
785,21702,JordanMagnuson,PC,15h,NR,,2898227,Completed,First,15h,"November 23, 2016",,,,,,,
786,21702,JoshJ,Xbox One,15h,NR,,2983541,Completed,First,15h,"May 26, 2016",,,,,,,
787,21702,Joutai,PC,15h,80%,,3442463,Completed,First,15h,,,,,,,,
788,21702,KellysRaven,PC,15h,90%,,4577242,Completed,First,15h,"June 16, 2017",,,,,,,
789,21702,KohakuZeta,PC,15h,80%,,6046589,Completed,First,15h,"March 27, 2018",,,,,,,
790,21702,Krowen,PC,15h,NR,,3380862,Completed,First,15h,"August 31, 2016",16h,,,,,,
791,21702,Loneronin21,PC,15h,NR,,7129851,Completed,First,15h,"September 27, 2018",,,,,,,
792,21702,Luke_Mugen,PC,15h,90%,,2760297,Completed,First,15h,"March 22, 2016",,,,,,,
793,21702,LzyP4nd4,PC,15h,NR,,5127273,Completed,First,15h,"October 03, 2017",,,,,,,
794,21702,Mateee1020,PC,15h,80%,,3769280,Completed,First,15h,"December 20, 2016",,,,,,,
795,21702,MaudAurora,PC,15h,NR,,10376104,Completed,First,15h,,,,,,,,
796,21702,Private,PC,15h,90%,,10932061,Completed,First,15h,"February 03, 2020",,,,,,,
797,21702,Miikue,PC,15h,NR,,10602039,Completed,First,15h,"December 16, 2019",16h,17h,,,,,
798,21702,Nemonyte,PC,15h,NR,,3116027,Completed,First,15h,"November 09, 2019",,,,,,,
799,21702,Nicholas4Tech,PC,15h,NR,,10233818,Completed,First,15h,"October 20, 2015",,,,,,,
800,21702,Private,Xbox One,15h,NR,,8035633,Completed,First,15h,"December 14, 2016",,,,,,,
801,21702,Private,PlayStation 4,15h,NR,,3783058,Completed,First,15h,,,,,,,,
802,21702,NorkasLee,PC,15h,100%,,5961359,Completed,First,15h,"March 10, 2018",18h 40m,,,,,,
803,21702,Private,PC,15h,NR,,3903419,Completed,First,15h,"August 18, 2016",,20h,,,,,
804,21702,Quofum,PC,15h,NR,,11607609,Completed,First,15h,"March 08, 2018",,,,,,,
805,21702,Raisouli,PC,15h,100%,,2372173,Completed,First,15h,"January 06, 2016",,,,,,,
806,21702,SOUP32,PlayStation 4,15h,NR,,2623574,Completed,First,15h,"March 01, 2016",,,,,,,
807,21702,Shawei,PC,15h,70%,,7128657,Completed,First,15h,"March 10, 2018",15h 59m,16h,,,,,
808,21702,Skrimir,PC,15h,NR,,6303046,Completed,First,15h,"May 26, 2018",,,,,,,
809,21702,SkullKid2611,PlayStation 4,15h,80%,,3768613,Completed,First,15h,"December 04, 2016",,,,,,,
810,21702,Smashdevil,PC,15h,NR,,8357850,Completed,First,15h,,,,,,,,
811,21702,Snowball_Kitten,Xbox One,15h,NR,,10231701,Completed,First,15h,,,,,,,,
812,21702,Spardan,PC,15h,NR,,6091307,Completed,First,15h,"March 07, 2018",,,,,,,
813,21702,Speedvore,PC,15h,NR,"Collected a few photos, but didn't spend a whole lot of time on it",3515312,Completed,First,15h,"February 27, 2016",,,,,,,
814,21702,Tarnop,PC,15h,NR,,5295823,Completed,First,15h,"April 30, 2018",,,,,,,
815,21702,Taskforce131,PC,15h,100%,,6518022,Completed,First,15h,2015,,,,,,,
816,21702,TheSassypanda,PlayStation 4,15h,NR,,3751630,Completed Retired,Replay,15h,"April 11, 2016",,,,,,,
817,21702,Private,PC,15h,NR,,5235506,Completed,First,15h,"October 29, 2017",,,,,,,
818,21702,VanityWalker,PC,15h,NR,,4901440,Completed,First,15h,"August 12, 2017",,,,,,,
819,21702,VatikanKlopper,PlayStation 4,15h,70%,,3891611,Completed,First,15h,,,,,,,,
820,21702,Viroxx,PC,15h,NR,,5195787,Completed,First,15h,,,,,,,,
