,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Co-Op
256,43056,Perzonallica,PlayStation 4,37h 58m,NR,,6923727,Completed,First,"October 27, 2018",37h 58m,,,,,
257,43056,,PlayStation 4,38h,NR,,10338262,Completed,First,,38h,,,,,
258,43056,BombombKnight,PlayStation 4,38h,100%,,11814181,Completed,First,"January 03, 2020",38h,,,,,
259,43056,EnNotIn,PlayStation 4,38h,100%,,9059421,Completed,First,"January 22, 2018",38h,,,,,
260,43056,Fadi87,PlayStation 4,38h,NR,,7297519,Completed,First,"August 20, 2017",38h,,,,,
261,43056,queeneugi,PlayStation 4,38h,100%,,9382268,Completed,First,"September 25, 2019",38h,,42h 16m,,,
262,43056,akastavo,PC,38h 22m,90%,,6790359,Completed,First,"August 07, 2018",38h 22m 02s,,,,,
263,43056,kazistheman,PlayStation 4,38h 25m,NR,,6965095,Completed,First,"September 03, 2018",38h 25m,,,,,
264,43056,CookiesAndCake,PC,38h 26m,NR,,9385487,Completed,First,,38h 26m,,,,,
265,43056,Sniffie_J,PlayStation 4,38h 34m,NR,,10936468,Completed,First,"February 04, 2020",38h 34m,,,,,
266,43056,,PC,39h 05m,NR,,10802750,Completed,First,,39h 05m,,,,,
267,43056,beastnine,PlayStation 4,39h 05m,NR,,11171483,Completed,First,"March 17, 2020",39h 05m,,,,,
268,43056,SucksAtGames,PlayStation 4,39h 11m,80%,,5430902,Completed,First,"December 07, 2017",39h 11m,,,,,
269,43056,Mills,PC,39h 16m,NR,87% Completion list,8739235,Completed,First,"May 08, 2019",39h 16m 15s,,82h 14m 51s,,,
270,43056,fifazalata,PC,39h 22m,80%,,7844037,Completed,First,"December 27, 2018",39h 22m 40s,,,,,
271,43056,mikelxc,PC,39h 30m,NR,,11818960,Completed,First,"May 02, 2020",39h 30m,,,,,
272,43056,derechtens,PlayStation 4,39h 38m,100%,With idle time,6265679,Completed,First,"June 04, 2018",39h 38m,,,,,
273,43056,,PlayStation 4,39h 58m,NR,,5764832,Completed,First,,39h 58m,,,,,
274,43056,,PlayStation 4,40h,NR,,4490974,Completed,First,,40h,,,,,
275,43056,,PlayStation 4,40h,NR,,8930292,Completed,First,,40h,,,,,
276,43056,CaseAyy,PC,40h,90%,,11596141,Completed,First,"March 08, 2019",40h,,,,,
277,43056,LoliGod,PlayStation 4,40h,80%,,5091497,Completed,First,"October 15, 2017",40h,,80h,,,
278,43056,Ambientdissonance,Xbox One,40h 20m,90%,,11250606,Completed,First,"April 17, 2020",40h 20m,,,,,
279,43056,Private,PlayStation 4,40h 58m,NR,,8399476,Completed,First,"January 20, 2019",40h 58m,,,,,
280,43056,,PC,41h,NR,,8168803,Completed,First,,41h,,,,,
281,43056,,PC,41h,NR,,10560307,Completed,First,,41h,,,,,
282,43056,KinkyMong,PlayStation 4,41h,NR,"Finished with only 17% completion, 38 substories done.",6459533,Completed,First,"January 07, 2019",41h,,,,,
283,43056,OhJayBee,PC,41h,NR,,10199097,Completed,First,,41h,,,,,
284,43056,Tenusia,PlayStation 4,41h,NR,,5172934,Completed,First,"October 14, 2017",41h,,,,,
285,43056,QuadRatNewBy,PC,41h 12m,80%,With some extra stuff at the beginning,6796542,Completed,First,"August 08, 2018",41h 12m,,,,,
286,43056,Private,PlayStation 4,41h 25m,NR,,11737922,Completed,First,"May 14, 2020",41h 25m,,,,,
287,43056,LaunchpadMcRoss,PC,41h 30m,NR,,6936166,Completed,First,"August 27, 2018",41h 30m,,,,,
288,43056,popae,PlayStation 4,41h 30m,NR,,5997322,Completed,First,"February 22, 2017",41h 30m,,,,,
289,43056,einari,PC,42h,70%,,3944473,Completed,First,"March 30, 2020",42h,,,,,
290,43056,h4lc0n,PC,42h,NR,,9423957,Completed,First,"August 22, 2019",42h,,,,,
291,43056,SorensenxD,Xbox One,42h 24m,NR,43%,11984584,Completed,First,"June 13, 2020",42h 24m,,,,,
292,43056,WarLordBiGV,Xbox One,42h 24m,100%,,11703573,Completed,First,"May 10, 2020",42h 24m 37s,,,,,
293,43056,aidaninsua,PlayStation 4,42h 30m,100%,,6526347,Completed,First,"July 05, 2018",42h 30m,Fucking amazing,,,,
294,43056,,PlayStation 4,43h 23m,NR,,7169653,Completed,First,,43h 23m,,,,,
295,43056,exsound,PlayStation 4,44h,NR,,5506227,Completed,First,"December 23, 2017",44h,,,,,
296,43056,nejitaihei,PC,44h 05m,NR,,10203714,Replay Completed,First,"April 16, 2020",44h 05m,,,,44h 12m /,
297,43056,,PC,45h,NR,,7448329,Completed,First,,45h,,,,,
298,43056,,PC,45h,NR,,11662656,Completed,First,,45h,,,,,
299,43056,AceColossus,PlayStation 4,45h,NR,,8892985,Completed,First,"June 04, 2019",45h,,,,,
300,43056,Krazybone,PlayStation 4,45h,NR,,10719304,Completed,First,"January 01, 2020",45h,,75h,,,
301,43056,MikeyMalibu,PlayStation 4,45h,NR,"Easy, completed Real Estate & Hosting",7731268,Completed,First,"November 23, 2018",45h,"Need to get the details from the playthrough but we beat this about a month ago, was kind of like a victory lap for us in some ways. Really glad we got to experience it together.",,,,45h
302,43056,Sindaco,PlayStation 4,45h,100%,,7863710,Completed,First,,45h,,,,,
303,43056,hltbCurl,PlayStation 4,45h,NR,,5490586,Completed,First,,45h,,65h,,,
304,43056,lordroto,PlayStation 4,45h,NR,,8280731,Completed,First,"March 10, 2019",45h,,,,,
305,43056,,PC,45h 10m,NR,,8065533,Completed,First,,45h 10m,,,,,
306,43056,Private,PlayStation 4,46h 10m,100%,,5773533,Completed,First,"September 16, 2017",46h 10m,,,,,
307,43056,KaurTube,PC,46h 18m,NR,,7092400,Completed,First,"September 20, 2018",46h 18m,,,,,
308,43056,sirgalahad,PlayStation 4,47h 30m,80%,,4581903,Completed,First,"June 17, 2017",47h 30m,,,,,
309,43056,LukeyGuy1,PlayStation 4,48h,NR,,10639220,Completed,First,"December 23, 2019",48h,,,,,
310,43056,Chorape,PC,50h,NR,,10948883,Completed,First,"February 07, 2020",50h,,,,,
311,43056,NeneaMartinel,PC,50h,NR,,9268749,Completed,First,"July 30, 2019",50h,,,,,
312,43056,Rodimuss,PC,50h,NR,,10795011,Completed,First,"February 13, 2019",50h,,,,,
313,43056,nickachuzz,PC,50h,NR,,11366367,Completed,First,"April 06, 2020",50h,,64h,,,
314,43056,Cenafn54,PlayStation 4,51h,NR,,10629076,Completed,First,,51h,,,,,
315,43056,TRusty,PlayStation 4,52h 09m,NR,,4844443,Completed,First,"August 01, 2017",52h 09m,,,,,
316,43056,Private,PlayStation 4,52h 15m,NR,,4397114,Completed,First,"May 06, 2017",52h 15m,,,,,
317,43056,,PlayStation 4,20h 30m,NR,Main and 20% Extra (Side Mission),3976676,Completed,First,,,,20h 30m,,,
318,43056,Private,PlayStation 4,25h 49m,NR,,4162147,Completed,First,"September 23, 2017",,,25h 49m,,,
319,43056,ShadionicZX,PC,26h 15m,100%,,9236362,Custom List Completed,First,"August 06, 2019",,,26h 15m 51s,,26h 15m 51s /,
320,43056,brobbish,PC,26h 44m,NR,,11749040,Completed,First,"May 15, 2020",,,26h 44m,,,
321,43056,esq373,PlayStation 4,26h 48m,80%,,4905217,Completed,First,"August 12, 2017",,,26h 48m,,,
322,43056,I_am_nobody,PlayStation 4,27h,NR,,5925171,Completed,First,"March 03, 2018",,,27h,,,
323,43056,kateee,PlayStation 4,27h 16m,80%,,8856374,Completed,First,"May 27, 2019",,,27h 16m,,,
324,43056,deathstroke458,PlayStation 4,27h 30m,100%,,10346023,Completed,First,"November 08, 2019",,,27h 30m,,,
325,43056,Fistberg,PC,28h,90%,"Some sidequests and minigames, no attempt at completing all of it.",8198946,Completed,First,,,,28h,,,
326,43056,Tearing,PC,28h,NR,,7999332,Completed,First,"September 10, 2018",,,28h,,,
327,43056,withouttheoth3r,PC,28h,100%,,8107487,Completed,First,"February 07, 2019",,,28h,,,
328,43056,chrispy294,PlayStation 4,28h 05m,70%,,5200011,Completed,First,"October 21, 2017",,,28h 05m,,,
329,43056,DaaMaadness,PlayStation 4,28h 45m,NR,,7922803,Completed,First,"January 10, 2019",,,28h 45m,,,
330,43056,,PlayStation 4,29h,NR,,5677267,Completed,First,,,,29h,,,
331,43056,Brandtobrand,PC,29h,80%,,7972631,Backlog Completed,First,,,31/55 steam ach.,29h,,,
332,43056,Rafx,PC,29h,70%,Main Story + Some Other Small Things and Mini Games,8456707,Completed,First,"March 12, 2019",,,29h,,,
333,43056,,PlayStation 4,29h 11m,NR,Some side content,5171211,Completed,First,,,,29h 11m,,,
334,43056,SorryJorry,PlayStation 4,29h 18m,NR,,11661208,Completed,First,"May 05, 2020",,,29h 18m,,,
335,43056,,PlayStation 4,29h 55m,NR,,11035263,Completed,First,,26h,,29h 55m,,,
336,43056,Private,PC,30h,NR,,8338363,Completed,First,"February 23, 2019",26h,,30h,,,
337,43056,bendito,PlayStation 4,30h,NR,,5885003,Completed,First,,,,30h,,,
338,43056,greatjhawk,PlayStation 4,30h,NR,,4230517,Completed,First,"February 08, 2018",,,30h,,,
339,43056,thethor1231,PC,30h,80%,,7778370,Completed,First,"February 24, 2020",,,30h,,,
340,43056,waffledinox,PlayStation 4,30h,90%,,11319118,Completed,First,"January 01, 2020",25h,,30h,,,
341,43056,websoul,Xbox One,30h,NR,,11500708,Completed,First,"April 04, 2020",,,30h,,,
342,43056,JupiterJackdaw,PlayStation 4,30h 05m,NR,,8821098,Completed,First,"May 20, 2019",,,30h 05m,,,
343,43056,rubedomx,PlayStation 4,30h 05m,NR,,6232710,Completed,First,"May 11, 2018",26h 30m 30s,,30h 05m 45s,,,
344,43056,Luigimaker,PC,30h 28m,NR,,11201141,Completed,First,"March 20, 2020",,,30h 28m,,,
345,43056,,PlayStation 4,31h,NR,,6552799,Completed,First,,,,31h,,,
346,43056,albyok,PC,31h,90%,,9474131,Completed,First,"September 21, 2019",,,31h,,,
347,43056,around,PlayStation 4,31h,70%,,5939256,Completed,First,"March 06, 2018",,,31h,,,
348,43056,AmateurDan,PlayStation 4,31h 01m,80%,"Roughly 30% completion, based on the in-game counter.",5687748,Completed,First,"April 08, 2018",,Actually started about a week before this was logged.,31h 01m,,,
349,43056,JacobMckinley,PlayStation 4,31h 03m,80%,"30% of side quests complete, main campaign finished",4017943,Completed,First,"February 05, 2017",,,31h 03m,,,
350,43056,smudo,PC,31h 08m,NR,,11009395,Completed,First,"February 17, 2020",,,31h 08m,,,
351,43056,,PC,31h 20m,NR,,10978256,Completed,First,,,,31h 20m 09s,,,
352,43056,SteinerX,PC,31h 41m,NR,,11597223,Completed,First,"April 29, 2020",,,31h 41m,,,
353,43056,IM_A_BIG_DB,PlayStation 4,31h 47m,90%,,5670694,Completed Retired,First,"January 16, 2018",,,31h 47m,,,
354,43056,Petrov,PlayStation 4,31h 47m,NR,,5655915,Completed,First,"February 07, 2018",,,31h 47m 14s,,,
355,43056,Csoda,PlayStation 4,32h,NR,,11178548,Completed,First,,,,32h,,,
356,43056,endyvidual,PlayStation 4,32h,80%,,7893848,Completed,First,"January 04, 2019",,,32h,,,
357,43056,freecats,PC,32h,80%,,9324786,Completed,First,"August 08, 2019",,,32h,,,
358,43056,heroesluk,PC,32h,NR,,8840228,Completed,First,"May 25, 2019",,,32h,,,
359,43056,mrbaggs,PlayStation 4,32h,NR,,6177168,Completed,First,"June 01, 2018",30h,,32h,,,
360,43056,pantofnu,PlayStation 4,32h,NR,,7072204,Completed,First,"September 17, 2018",,,32h,,,
361,43056,ser1us,Xbox One,32h,NR,,11913971,Completed,First,"June 10, 2020",,,32h,,,
362,43056,Kbake,Xbox One,32h 02m,NR,,11353919,Completed,First,"April 05, 2020",,,32h 02m 45s,,,
363,43056,nuber1gamer,PlayStation 4,32h 11m,80%,,11190230,Completed,First,"March 19, 2020",,Played through main story and completed a few side stories,32h 11m,,,
364,43056,nafers623,PlayStation 4,32h 15m,100%,,5015042,Completed,First,"December 18, 2017",,,32h 15m,,,
365,43056,Thekoolbean,PlayStation 4,32h 25m,100%,,3965638,Completed,First,"February 04, 2017",,,32h 25m,,,
366,43056,Private,PlayStation 4,32h 40m,NR,,6419167,Completed,First,"December 12, 2018",,,32h 40m,,,
367,43056,teetermancan,PC,32h 42m,80%,,11141492,Completed,First,"March 28, 2020",,,32h 42m,,,
368,43056,lucasnake,PlayStation 4,32h 51m,NR,,5181833,Completed,First,"October 17, 2017",,,32h 51m,,,
369,43056,Grozovoj,PC,32h 54m,90%,,8086743,Completed,First,"January 26, 2019",,,32h 54m,130h,,
370,43056,Kordesh,PlayStation 4,32h 54m,NR,"Normal Difficulty/23.80% Completion/Total Earned: 2,102,170,541 Completed some side stories/minigames",4020057,Completed,First,"February 05, 2017",,,32h 54m,,,
371,43056,Vyprstryke,PlayStation 4,33h,NR,Didn't engage with the business sim segments for either character,4411547,Completed,First,"May 10, 2017",,,33h,,,
372,43056,TheoKeane,PlayStation 4,33h 07m,100%,,5348620,Completed,First,"November 18, 2017",,,33h 07m 58s,,,
373,43056,kakashinomi,PlayStation 4,33h 12m,90%,,4168602,Completed,First,"April 05, 2017",,,33h 12m,,,
374,43056,kopsikiller,PlayStation 4,33h 12m,80%,Main Story + Over 30 Side missions,9542747,Completed,First,"September 06, 2019",,Over 30 Side missions. Never skipped the cutscenes. Didn't upgrade abilities to the max,33h 12m,,,
375,43056,truci4,PC,33h 24m,NR,,9341048,Completed,First,"August 10, 2019",,,33h 24m,,,
376,43056,TwoThrones,PlayStation 4,33h 34m,100%,,4912153,Completed,First,"January 01, 2019",,,33h 34m,,,
377,43056,AJ97,PlayStation 4,33h 40m,NR,,5070005,Completed,First,"September 10, 2017",,,33h 40m,,,
378,43056,KingM,PlayStation 4,33h 59m,60%,,5649554,Completed,First,"January 20, 2018",,,33h 59m 29s,,,
379,43056,Darezzo,PlayStation 4,34h,80%,,6287864,Completed,First,"June 26, 2018",,,34h,,,
380,43056,jooohnny32,PC,34h,80%,,11094595,Completed,First,"June 01, 2020",,,34h,,,
381,43056,Kwixzii,PC,34h 17m,90%,,11400967,Completed,First,,,,34h 17m,,,
382,43056,UsualBread,PlayStation 4,34h 34m,100%,"Easy, 17,65% compleated. Just finish about 13-15 side quest in begining of game, business and minigames are ignored.",8820518,Completed,First,"May 20, 2019",,"Very good game, and lot of interesting side content.",34h 34m,,,
383,43056,,PlayStation 4,34h 41m,NR,,6929569,Completed,First,,,,34h 41m,,,
384,43056,TurboOxide,PC,34h 44m,NR,,6950080,Completed,First,"September 01, 2018",,,34h 44m,,,
385,43056,Private,PlayStation 4,34h 56m,90%,,7872616,Completed,First,"May 08, 2019",,,34h 56m,,,
386,43056,FinalFalconberry,PlayStation 4,35h,NR,,10509418,Completed,First,"November 29, 2019",,,35h,,,
387,43056,PinkMuffinLord,PlayStation 4,35h,NR,,8616616,Completed,First,,,,35h,,,
388,43056,Private,PlayStation 4,35h,80%,,7910223,Completed,First,"January 01, 2019",,,35h,,,
389,43056,Swiftwinter,PC,35h,NR,,8848813,Completed,First,,,,35h,,,
390,43056,Private,PlayStation 4,35h,NR,,4091897,Completed,First,"February 17, 2018",,,35h,,,
391,43056,derkysback,PC,35h,100%,,8697847,Completed,First,"May 02, 2019",,,35h,,,
392,43056,Private,PlayStation 4,35h,NR,,5631864,Completed,First,"December 04, 2017",,,35h,,,
393,43056,laurenhiya21,PlayStation 4,35h,100%,Beat on Easy with some side quests done (about 23% completion),4008850,Completed,First,"February 21, 2017",,,35h,,,
394,43056,zim_ek,PC,35h,NR,,8658957,Completed,First,"March 15, 2020",,,35h,,,
395,43056,celynn,PC,35h 08m,NR,Main story plus some side missions I came across.,11981517,Completed,First,"June 16, 2020",,,35h 08m,,,
396,43056,DeltaNine,PlayStation 4,35h 11m,90%,,10298104,Completed,First,September 2019,,,35h 11m,,,
397,43056,luke89,PlayStation 4,35h 13m,NR,,9581411,Completed,First,"August 25, 2019",,,35h 13m,,,
398,43056,MeanMrMustard94,PlayStation 4,35h 20m,90%,,4005530,Completed,First,"February 02, 2017",30h,,35h 20m,,,
399,43056,KyleKlutchinham,PlayStation 4,35h 28m,NR,,5040666,Completed,First,"November 05, 2017",,,35h 28m,,,
400,43056,DerSemikolon,PlayStation 4,35h 44m,NR,,6684909,Completed,First,"July 28, 2018",,,35h 44m,,,
401,43056,,PlayStation 4,35h 59m,NR,,8890331,Completed,First,,,,35h 59m,,,
402,43056,,PlayStation 4,36h,NR,,4052574,Completed,First,,,,36h,,,
403,43056,Private,PC,36h,100%,,11376188,Completed,First,"April 21, 2020",,,36h,,,
404,43056,JetSethRadio,PlayStation 4,36h,100%,,5636266,Completed,First,"December 25, 2017",,,36h,,,
405,43056,Xarlor,PC,36h,NR,,7909604,Completed,First,"February 24, 2019",,,36h,,,
406,43056,blackjaw,PlayStation 4,36h,NR,,5612496,Completed,First,,,,36h,,,
407,43056,hassanchop,PlayStation 4,36h,NR,,11819013,Completed,First,,,,36h,,,
408,43056,jayno22,PlayStation 4,36h,NR,,9034091,Completed,First,,,,36h,,,
409,43056,thirstii,PlayStation 4,36h 03m,90%,,6355232,Completed,First,"June 05, 2018",,,36h 03m,,,
410,43056,Ravagezx,PC,36h 03m,NR,,5660270,Completed,First,"June 25, 2019",,,36h 03m 52s,,,
411,43056,cillitbang4ever,PlayStation 4,36h 14m,90%,Did around 30 side quests,6049742,Completed,First,"March 28, 2018",,,36h 14m,,,
412,43056,Private,PC,36h 16m,NR,,6888374,Playing Completed,First,"September 20, 2018",,,36h 16m,,,
413,43056,Private,PlayStation 4,36h 40m,NR,,7092908,Completed,First,,,,36h 40m,,,
414,43056,Ezquerro,PlayStation 4,37h,NR,,4288699,Completed,First,"July 01, 2017",,,37h,,,
415,43056,LeToothpick,PC,37h,80%,,11795367,Completed,First,"May 20, 2020",,,37h,,,
416,43056,mrsad88,PlayStation 4,37h 20m,NR,,5312637,Completed,First,"January 27, 2017",,,37h 20m,,,
417,43056,Jor97,PC,37h 24m,NR,"20.05% Completion, Steam Time",10673419,Completed,First,"January 15, 2020",,"Started: 28th of December 2019
Finished: 15th of January 2020",37h 24m,,,
418,43056,SweLoFe,PlayStation 4,37h 43m,NR,,4703977,Completed,First,"August 22, 2017",,,37h 43m,,,
419,43056,,PlayStation 4,38h,NR,,4804891,Completed,First,,,,38h,,,
420,43056,FakeKisser,PC,38h,NR,,7505758,Completed,First,"September 12, 2018",,,38h,,,
421,43056,Ruben,PC,38h,NR,Some of the substories completed but not much of the other sidecontent.,10713029,Completed,First,"December 31, 2019",,,38h,,,
422,43056,Zlutey2,PC,38h,90%,,8364472,Completed,First,"February 26, 2019",,,38h,,,
423,43056,ganonms,PC,38h,NR,,6814290,Completed,First,"February 03, 2019",,,38h,,,
424,43056,masonj03,PC,38h,NR,,7677857,Completed,First,"October 21, 2018",,,38h,,,
425,43056,,PC,38h 16m,NR,,7028791,Completed,First,,,,38h 16m,,,
426,43056,,PC,38h 17m,NR,,8538409,Completed,First,,30h 17m 30s,,38h 17m 14s,,,
427,43056,Evropi,PC,38h 20m,90%,"Did most substories but didn't get too involved in side activities like real estate, the host club or pocket circuit.",6861599,Completed,First,"August 17, 2018",,,38h 20m,,,
428,43056,Private,PlayStation 4,38h 22m,90%,"27.27%, a little bit of real estate storyline, completed pocket circuit",9250512,Completed,First,"September 03, 2019",,29.07 - 03.09,38h 22m,,,
429,43056,korogami,PC,38h 23m,NR,,11682586,Completed,First,"June 04, 2020",,,38h 23m,,,
430,43056,,PlayStation 4,38h 35m,NR,,4083151,Completed,First,,,,38h 35m,,,
431,43056,kenshin_yp,PlayStation 4,38h 36m,NR,,11537001,Completed,First,"May 23, 2020",,,38h 36m,,,
432,43056,veeX,PlayStation 4,38h 44m,90%,,7135197,Completed,First,"September 28, 2018",,,38h 44m,,,
433,43056,ultimatetostada,PlayStation 4,38h 45m,NR,,4104249,Completed,First,"March 17, 2017",,,38h 45m,,,
434,43056,cryptexdigital,PC,38h 48m,100%,,11832653,Completed,First,"May 24, 2020",,,38h 48m,,,
435,43056,sonofrice,PlayStation 4,38h 48m,80%,,10930498,Completed,First,"February 02, 2020",,,38h 48m,,,
436,43056,,PlayStation 4,39h,NR,,6499617,Completed,First,,,,39h,,,
437,43056,Bilouteman31,PC,39h,NR,,8498793,Completed,First,"December 04, 2018",,,39h,,,
438,43056,Colenolli,PC,39h,NR,,9093439,Completed,First,"March 09, 2019",,,39h,,,
439,43056,Digniax,PlayStation 4,39h,80%,,5073044,Completed,First,"September 19, 2017",,,39h,,,
440,43056,MooseInBlue,PlayStation 4,39h,100%,Normal mode with a few side quests early on before getting too invested in the story to bother with them anymore.,10946033,Completed,First,"February 06, 2020",,"Normal mode. I aimed to get some missable trophies in the story too. My completion ended up being 17.38% when I finished the game, with ¥1,682,582,835 earned in total.",39h,,,
441,43056,SBH,PC,39h,90%,,10889577,Completed,First,,,,39h,,,
442,43056,jobosno,PC,39h,100%,,9674286,Completed,First,"September 13, 2019",,,39h,,,
443,43056,yigitkoparan123,PC,39h 06m,100%,,6828403,Completed,First,"August 13, 2018",,,39h 06m,,,
444,43056,Private,PC,39h 09m,NR,,7944344,Completed,First,"April 26, 2019",,,39h 09m,,,
445,43056,Lungkisser,PlayStation 4,39h 10m,70%,Story on Normal plus a bunch of other stuff. 28.61% Completion.,4546968,Completed,First,"June 08, 2017",,,39h 10m,,,
446,43056,unlimitedfury,PlayStation 4,39h 10m,NR,,9134711,Completed,First,"July 11, 2019",,,39h 10m,,,
447,43056,ntylerwetrust,PC,39h 10m,100%,,6393854,Completed,First,"August 27, 2018",,,39h 10m 01s,,,
448,43056,Private,PlayStation 4,39h 13m,70%,,8979091,Completed,First,"June 16, 2019",,,39h 13m,,,
449,43056,Ferrumoff,PlayStation 4,39h 16m,NR,,5778636,Completed,First,"February 02, 2018",,,39h 16m,,,
450,43056,,PlayStation 4,39h 19m,NR,,5459689,Completed,First,,,,39h 19m,,,
451,43056,Swiggles,PC,39h 23m,NR,,7109065,Completed,First,"September 24, 2018",,,39h 23m,,,
452,43056,Breadnought,PlayStation 4,39h 39m,NR,"Main story complete, ~1/3 of side missions/business completed",5413276,Completed,First,"December 03, 2017",,,39h 39m,,,
453,43056,,PlayStation 4,39h 46m,NR,,4155617,Completed,First,,,,39h 46m 30s,,,
454,43056,Private,PC,39h 50m,NR,,8842283,Completed,First,"May 25, 2019",,,39h 50m,,,
455,43056,Blackbird,PC,39h 52m,NR,Easy,10148508,Completed,First,"September 26, 2019",,,39h 52m,,,
456,43056,MrSharkie,PC,39h 52m,NR,,7382930,Completed,First,"November 03, 2018",,,39h 52m,,,
457,43056,Zmu,PlayStation 4,39h 52m,NR,,4844970,Completed,First,"August 01, 2017",,,39h 52m,,,
458,43056,,PlayStation 4,40h,NR,,8972878,Completed,First,,,,40h,,,
459,43056,Cohero,PC,40h,NR,,7759828,Completed,First,"October 07, 2018",30h,,40h,,,
460,43056,Cybexx,PlayStation 4,40h,NR,,4174470,Completed,First,,,,40h,,,
461,43056,Deadboy619,PC,40h,90%,,8446669,Completed,First,,,Completed the main story and a few substories.,40h,,,
462,43056,Private,PlayStation 4,40h,NR,,8518472,Completed,First,"June 18, 2018",,,40h,,,
463,43056,Karbos,PC,40h,80%,,11678497,Completed,First,"May 08, 2020",,,40h,,,
464,43056,NoOtaku,PlayStation 4,40h,90%,,5392511,Completed,First,,,,40h,,,
465,43056,SolariusAstora,PC,40h,100%,,8861237,Completed,First,"May 28, 2019",,,40h,,,
466,43056,davidmaggs,PlayStation 4,40h,NR,,4680355,Completed,First,"July 02, 2017",,,40h,,,
467,43056,lazymoomoo,PlayStation 4,40h,90%,,4127574,Completed,First,"March 26, 2017",,,40h,100h,,
468,43056,leafgum,PlayStation 4,40h,90%,,9615789,Completed,First,"August 01, 2018",,,40h,,,
469,43056,richard713,Xbox One,40h,NR,,11158397,Completed,First,"March 15, 2020",,,40h,,,
470,43056,sorbos,PC,40h,NR,,10984446,Completed,First,"February 13, 2020",,,40h,,,
471,43056,Private,PlayStation 4,40h,90%,,11787083,Completed,First,"May 19, 2020",,,40h,,,
472,43056,wallofjericho,PC,40h,90%,,7546883,Completed,First,"April 21, 2019",,,40h,,,
473,43056,Shiroyaksha,PlayStation 4,40h 05m,NR,,6142256,Completed,First,"August 13, 2017",,,40h 05m 02s,,,
474,43056,Zakarul,PC,40h 06m,NR,,8322990,Completed,First,"February 23, 2019",,,40h 06m,,,
475,43056,Patr1ot,PlayStation 4,40h 20m,NR,,10166963,Completed,First,"September 29, 2019",,,40h 20m,,,
476,43056,Stromblad,PlayStation 4,40h 26m,100%,,4015261,Completed,First,"February 04, 2017",,,40h 26m,,,
477,43056,Private,PlayStation 4,40h 30m,100%,,4164787,Completed,First,"March 09, 2017",,,40h 30m,,,
478,43056,imaginationac,PlayStation 4,40h 37m,NR,,4047330,Completed,First,"April 07, 2018",,,40h 37m,,,
479,43056,Dumb_Woof,PlayStation 4,40h 38m,90%,,10238011,Completed,First,"December 13, 2017",,,40h 38m,,,
480,43056,Gilu,PlayStation 4,40h 53m,NR,Few extras,7732977,Completed,First,"December 13, 2018",,,40h 53m,,,
481,43056,,PC,41h,NR,,6795705,Completed,First,,,,41h,,,
482,43056,gardenappl,PC,41h,100%,19% completion,10670147,Custom List 2 Completed,First,"May 19, 2020",,,41h,,,
483,43056,patrickres9,PC,41h,NR,,7756599,Completed,First,"December 16, 2018",,,41h,,,
484,43056,PossesseDCoW,PC,41h,NR,,6890026,Completed,First,"August 12, 2018",,,41h 51s,,,
485,43056,Xsable,PlayStation 4,41h 01m,80%,,3978191,Completed,First,"June 05, 2017",,,41h 01m,,,
486,43056,SnakeBitten,PlayStation 4,41h 04m,100%,"Hard mode, 26.20% completion, ¥2,040,867,133 total money earned.",9037021,Completed,First,"June 26, 2019",,,41h 04m,,,
487,43056,Dysun,PlayStation 4,41h 07m,100%,,4000260,Completed,First,"October 01, 2017",,,41h 07m,,,
488,43056,,PC,41h 08m,NR,,7861467,Completed,First,,,,41h 08m,,,
489,43056,GotTheShakes,PlayStation 4,41h 20m,NR,,10515312,Completed,First,"July 19, 2018",,,41h 20m,,,
490,43056,,PlayStation 4,41h 21m,NR,,5426073,Completed,First,,,,41h 21m,,,
491,43056,gaiages,PlayStation 4,41h 23m,NR,~32% complete,5699978,Completed,First,"January 05, 2018",,,41h 23m,,,
492,43056,Inestimate,PlayStation 4,41h 31m,NR,,10614748,Completed,First,"December 22, 2019",,,41h 31m 22s,,,
493,43056,AppealToReason,PlayStation 4,42h,NR,,6981747,Completed,First,"September 05, 2018",,,42h,,,
494,43056,ClassyDoctor,PC,42h,NR,,8939788,Completed,First,"June 12, 2019",,,42h,,,
495,43056,Hekse,PC,42h,100%,,7305315,Completed,First,"October 22, 2018",,,42h,,,
496,43056,Mercury4,PlayStation 4,42h,NR,,10859188,Completed,First,"January 20, 2020",,,42h,,,
497,43056,Strasko,PC,42h,NR,,8222885,Completed,First,"February 04, 2019",,,42h,,,
498,43056,brownninja97,PC,42h,NR,,8807312,Completed,First,,,,42h,,,
499,43056,horkenfanboy,PC,42h,100%,,7830585,Completed,First,"March 28, 2019",,,42h,,,
500,43056,ralinsley,PC,42h,90%,,12008687,Completed,First,"June 16, 2020",,,42h,,,
501,43056,steelersrock01,PlayStation 4,42h,90%,Most substories,9465988,Completed,First,"August 27, 2019",,,42h,,,
502,43056,,PC,42h 07m,NR,Some sidequests.,11690303,Completed,First,,,,42h 07m,,,
503,43056,queeneugi,PlayStation 4,42h 16m,100%,,9382268,Completed,First,"September 25, 2019",38h,,42h 16m,,,
504,43056,,PlayStation 4,42h 18m,NR,,6863532,Completed,Replay,,,,42h 18m,,,
