,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Speedrun,Retired Notes
262,62935,SatinderpalSaroa,PC,13h,NR,,10299740,Completed,First,"November 08, 2019",,13h,,,,,
263,62935,Private,PC,13h,60%,,11025734,Completed,First,,,13h,,,,,
264,62935,ralfet,Xbox One,13h 12m,NR,,10419855,Completed,First,"November 13, 2019",,13h 12m,,,,,
265,62935,sikapwach,Xbox One,13h 17m,NR,,8964065,Completed,First,"November 25, 2019",,13h 17m,,,,,
266,62935,,PC,13h 24m,NR,,10317563,Completed,First,,,13h 24m 40s,,,,,
267,62935,,PC,13h 25m,NR,,10321482,Completed,First,,,13h 25m,,,,,
268,62935,,PC,13h 30m,NR,,10309355,Completed,First,,,13h 30m,,,,,
269,62935,coleneff,PlayStation 4,13h 30m,80%,,11845675,Completed,First,"June 05, 2020",,13h 30m,,,,,
270,62935,SethimusPrime,Xbox One,13h 35m,100%,,10305591,Completed,First,"November 02, 2019",,13h 35m 33s,,,,,
271,62935,,PC,13h 36m,NR,,10308636,Completed,First,,,13h 36m 37s,,,,,
272,62935,kawwumbo,Xbox One,13h 39m,NR,,11540801,Completed,First,"November 23, 2019",,13h 39m,,,,,
273,62935,ganzu,PC,13h 40m,NR,,10395702,Completed,First,"November 10, 2019",,13h 40m,,,,,
274,62935,vargaattila961112,PC,13h 41m,100%,,10464023,Completed,First,"December 21, 2019",,13h 41m,,,,,
275,62935,RemovingGlint,Xbox One,13h 42m,70%,,11224923,Completed,First,,,13h 42m,,,,,
276,62935,,PC,13h 43m,NR,,10318880,Completed,First,,,13h 43m,,,,,
277,62935,,PC,13h 50m,NR,"All but one companion, got kicked out of one faction before completing all quests, ignored two tasks. Otherwise complete",10306728,Completed,First,,,13h 50m,,,,,
278,62935,nafers623,PC,13h 50m,80%,,10380528,Completed,First,"December 01, 2019",,13h 50m,,,,,
279,62935,,PC,14h,NR,,10305461,Completed,First,,,14h,,,,,
280,62935,,PC,14h,NR,,10313525,Completed,First,,,14h,,,,,
281,62935,,PC,14h,NR,,10314581,Completed,First,,,14h,,,,,
282,62935,,PC,14h,NR,,10345873,Completed,First,,,14h,,,,,
283,62935,,PC,14h,NR,,10432394,Completed,First,,,14h,,,,,
284,62935,,PC,14h,NR,,11593066,Completed,First,,,14h,,,,,
285,62935,ElDumbo,PC,14h,NR,,10370911,Completed,First,"November 06, 2019",,14h,,,,,
286,62935,F001i0,PlayStation 4,14h,90%,,11900831,Completed,First,"April 04, 2020",,14h,,,,,
287,62935,Juntaou,PC,14h,NR,,10969672,Completed,First,"February 10, 2020",,14h,,,,,
288,62935,codyh1119,PlayStation 4,14h,90%,,10576111,Completed,First,"January 31, 2020",,14h,,,,,
289,62935,hennejoe,PC,14h,70%,,10303945,Completed,First,"October 29, 2019",,14h,,,,,
290,62935,nandika,Xbox One,14h,NR,some of the sidequests,10417740,Completed,First,"November 12, 2019",,14h,,,,,
291,62935,rgvigueras,Xbox,14h,NR,,11941941,Completed,First,"May 30, 2020",,14h,,,,,
292,62935,sharingan846,PC,14h,100%,,11624719,Completed,First,"December 24, 2019",,14h,,,,,
293,62935,spades46,PC,14h,NR,,10453589,Completed,First,"November 19, 2019",,14h,,,,,
294,62935,frotty,PC,14h 12m,NR,"Did every quest I could find, thorough",10309677,Completed,First,"October 27, 2019",,14h 12m,,,,,
295,62935,,PC,14h 15m,NR,,10324279,Completed,First,,,14h 15m,,,,,
296,62935,Macxim,PC,14h 15m,60%,,11959205,Completed,First,"June 11, 2020",,14h 15m,,,,,
297,62935,Magrizzly,PC,14h 15m,70%,,10808888,Completed,First,"January 13, 2020",,14h 15m,,,,,
298,62935,murdoc,Xbox One,14h 15m,NR,,11290057,Completed,First,"March 29, 2020",,14h 15m 12s,,,,,
299,62935,Codc,PC,14h 25m,NR,"Normal difficulty, lvl30, all faction quests complete, 2 companions maxed. Dumb charming 2h brute.",11069838,Completed,First,"March 09, 2020",,14h 25m,,,,,
300,62935,,PC,14h 27m,NR,,10645083,Completed,First,,,14h 27m,,,,,
301,62935,,PC,14h 29m,NR,"First playthrough, sidequests taken as appeared, speed-read dialogue",10322413,Completed,First,,,14h 29m,,,,,
302,62935,internprimus,PC,14h 29m,NR,Did a majority of side quests and played on Normal mode (checked save file says 14 hours and 29 minutes),10309419,Completed,First,"October 26, 2019",,14h 29m,,,,,
303,62935,mikul1991,PC,14h 30m,NR,,10311010,Completed,First,"October 27, 2019",8h,14h 30m,,,,,
304,62935,ralynkara,PC,14h 33m,80%,,10365649,Completed,First,"November 03, 2019",,14h 33m,,,,,
305,62935,tWhiteMML,PC,14h 43m,NR,,10903978,Completed,First,"January 27, 2020",,14h 43m,,,,,
306,62935,fierymuffin,PC,14h 45m,80%,,10440300,Completed,First,"March 20, 2020",,14h 45m,,,,,
307,62935,esq373,PC,14h 48m,80%,,10482541,Completed,First,"November 11, 2019",,14h 48m,,,,,
308,62935,,PC,14h 50m,NR,Max Level and All quests,10329050,Completed,First,,,14h 50m,,,,,
309,62935,Fehu666,PC,14h 52m,60%,,10337581,Completed,First,"October 31, 2019",,14h 52m 30s,,,,,
310,62935,,PC,15h,NR,,10345387,Completed,First,,,15h,,,,,
311,62935,,PC,15h,NR,,10399789,Completed,First,,,15h,,,,,
312,62935,AkD,PC,15h,NR,,10579594,Completed,First,"December 12, 2019",,15h,,,,,
313,62935,Braadert94,PC,15h,NR,,10584990,Completed,First,"December 13, 2019",,15h,,,,,
314,62935,IceBergX,PC,15h,80%,,10410351,Completed,First,"November 10, 2019",,15h,,,,,
315,62935,Stapo85,PlayStation 4,15h,NR,,10475643,Completed,First,"November 23, 2019",,15h,,,,,
316,62935,Private,PC,15h,70%,,10345293,Completed,First,"November 01, 2019",11h,15h,,,,,
317,62935,allanschnorr,PC,15h,80%,,10467669,Completed,First,"November 22, 2019",,15h,,,,,
318,62935,Private,PlayStation 4,15h,NR,,11865716,Completed,First,"May 29, 2020",,15h,,,,,
319,62935,deddoman,PC,15h,80%,,10417187,Completed,First,"November 12, 2019",,15h,,,,,
320,62935,iks103,PC,15h,80%,,10453864,Completed,First,"November 19, 2019",,15h,,,,,
321,62935,kingofools,PlayStation 4,15h,NR,,10328694,Completed,First,"October 30, 2019",,15h,,,,,
322,62935,lonewanderer812,PC,15h,70%,,10482826,Completed,First,"January 10, 2020",12h,15h,,,,,
323,62935,Private,PC,15h,NR,,11136192,Completed,First,"March 14, 2020",10h,15h,,,,,
324,62935,mrBLUE9,PC,15h,NR,,11042918,Completed,First,"February 23, 2020",,15h,,,,,
325,62935,ser1us,Xbox One,15h,NR,,10884821,Completed,First,"February 16, 2020",,15h,,,,,
326,62935,xena990,PC,15h,NR,,10476020,Completed,First,"November 23, 2019",,15h,,,,,
327,62935,remo1998,PC,15h 05m,NR,,10507528,Completed,First,"November 29, 2019",,15h 05m,,,,,
328,62935,konewko01,PC,15h 15m,80%,,10336971,Completed,First,"October 31, 2019",,15h 15m,,,,,
329,62935,Private,PC,15h 19m,NR,,10694392,Completed,First,"March 21, 2020",,15h 19m,,"Main Story Completed, (Approx 15:19, 30/12/2019 - 21/03/2020)",,,
330,62935,Thomakaze,PC,15h 23m,NR,,10806974,Completed,First,"November 01, 2019",,15h 23m,,,,,
331,62935,sthxdnn,PC,15h 23m,90%,Played on hard with stats mostly in Long/Heavy Guns and all Dialog skills.,10309749,Completed,First,"October 27, 2019",,15h 23m,,"Did 2/3 of companion missions and every sidequest that fell in my lap; ended at level 27 with 'sneaking"" past the last level after the start grabbing an ID card. Chose a lot of dialog options compared to usual and scavenged practically everything I came across.
Cheesed the final boss by luring out drones and then luring boss to one of the rooms. Those drones are the real final boss.",,,
332,62935,,PC,15h 24m,NR,,10348920,Completed,First,,,15h 24m,,,,,
333,62935,,PC,15h 30m,NR,,10311767,Completed,First,,,15h 30m,,,,,
334,62935,,PC,15h 30m,NR,,10317699,Completed,First,,,15h 30m,,,,,
335,62935,,PC,15h 30m,NR,,10318158,Completed,First,,,15h 30m,,,,,
336,62935,,PC,15h 30m,NR,,11452802,Completed,First,,,15h 30m,,,,,
337,62935,Bartezoo,Xbox One,15h 30m,NR,,11656862,Completed,First,"May 05, 2020",,15h 30m,,,,,
338,62935,Nickdoggmoneycash,PC,15h 30m,NR,,10575925,Completed,First,"December 11, 2019",10h 30m,15h 30m,18h,,,,
339,62935,Private,PlayStation 4,15h 30m,70%,,10480608,Completed,First,"October 30, 2019",,15h 30m,,,,,
340,62935,inselwissen,PC,15h 30m,80%,,10906410,Completed,First,"January 29, 2020",,15h 30m,,,,,
341,62935,HalfHearted,Xbox One,15h 35m,NR,,10450502,Completed,First,"November 10, 2019",,15h 35m,,,,,
342,62935,WizBiz,PC,15h 36m,NR,,10386070,Completed,First,"November 07, 2019",,15h 36m,,,,,
343,62935,,PlayStation 4,15h 45m,NR,,10889786,Completed,First,,,15h 45m,,,,,
344,62935,swogow,Xbox One,15h 48m,70%,,10771400,Completed,First,"November 28, 2019",,15h 48m,,,,,
345,62935,,PC,15h 50m,NR,,10310123,Completed,First,,,15h 50m,,,,,
346,62935,,PC,15h 54m,NR,normal difficulty,10356083,Completed,First,,,15h 54m,,,,,
347,62935,,PC,15h 55m,NR,,10371633,Completed,First,,,15h 55m,,,,,
348,62935,,PlayStation 4,15h 56m,NR,,11119994,Completed,First,,,15h 56m,,,,,
349,62935,,PC,16h,NR,,10320411,Completed,First,,,16h,,,,,
350,62935,,PlayStation 4,16h,NR,,10364221,Completed,Replay,,,16h,,,,,
351,62935,,PlayStation 4,16h,NR,,10715613,Completed,First,,,16h,,,,,
352,62935,Chadworthy,Xbox One,16h,NR,,10593925,Completed,First,"December 14, 2019",,16h,,,,,
353,62935,Copeland1994,Xbox One,16h,90%,,10985957,Completed,First,"October 28, 2019",,16h,,,,,
354,62935,DougieFFC,PC,16h,50%,,10390922,Completed,First,"November 09, 2019",,16h,,,,,
355,62935,Nicoen,PC,16h,60%,,10424885,Completed,First,"February 04, 2020",,16h,,XBOX GAME PASS,,,
356,62935,Nogitec,PC,16h,80%,,10694095,Completed,First,,,16h,,"Normal mode läpi, 25lvl",,,
357,62935,gplayersv,PC,16h,80%,,11127700,Completed,First,"March 10, 2020",,16h,,,,,
358,62935,hotb33,PC,16h,70%,,10779219,Completed,First,"January 08, 2020",,16h,,,,,
359,62935,llsektorll,PC,16h,NR,,10339874,Completed,First,"November 01, 2019",,16h,,,,,
360,62935,markx182,PC,16h,90%,,10528309,Completed,First,"December 03, 2019",,16h,,,,,
361,62935,paleselan,PlayStation 4,16h,NR,,10386570,Completed,First,"November 08, 2019",,16h,,,,,
362,62935,,PC,16h 02m,NR,,10391971,Completed,First,,,16h 02m,,,,,
363,62935,WhipeeDip,PC,16h 05m,NR,,10370061,Completed,First,"November 05, 2019",,16h 05m,,,,,
364,62935,cladstrife911,PC,16h 08m,80%,,9241282,Completed,First,"November 24, 2019",,16h 08m,,,,,
365,62935,,Xbox One,16h 10m,NR,,10321762,Completed,First,,,16h 10m,,,,,
366,62935,,Xbox One,16h 10m,NR,,10487033,Completed,First,,,16h 10m,,,,,
367,62935,,Xbox One,16h 10m,NR,,11068830,Completed,First,,,16h 10m,,,,,
368,62935,,Xbox One,16h 10m,NR,,11288910,Completed,First,,,16h 10m,,,,,
369,62935,13yoshi,PC,16h 10m,NR,,10427014,Completed,First,"November 15, 2019",,16h 10m,,,,,
370,62935,MissAsumay,Xbox One,16h 10m,80%,,10376027,Completed,First,"November 07, 2019",,16h 10m,,,,,
371,62935,DLarge6,Xbox One,16h 10m,NR,,11706657,Completed,First,"May 10, 2020",,16h 10m 08s,,,,,
372,62935,,PC,16h 12m,NR,,10311879,Completed,First,,,16h 12m,,,,,
373,62935,,Xbox One,16h 15m,NR,,10315149,Completed,First,,10h,16h 15m,,,,,
374,62935,McPhilen,PC,16h 23m,80%,,11603621,Completed,First,"November 04, 2019",,16h 23m 30s,,,,,
375,62935,,PC,16h 30m,NR,,10309784,Completed,First,,,16h 30m,,,,,
376,62935,,PC,16h 30m,NR,I did every quest that I could find except one.,10313791,Completed,First,,,16h 30m,,,,,
377,62935,,PlayStation 4,16h 30m,NR,,10745882,Completed,First,,,16h 30m,,,,,
378,62935,Elvenslurpee,PC,16h 30m,NR,,10445298,Completed,First,"November 18, 2019",,16h 30m,,,,,
379,62935,EpicBro99,Xbox One,16h 30m,NR,,10720234,Completed,First,,11h,16h 30m,41h 46m,,,,
380,62935,GameLad,PC,16h 30m,NR,,10388537,Completed,First,"November 09, 2019",,16h 30m,,,,,
381,62935,Dutii,PC,16h 33m,80%,,10329787,Completed,First,"October 30, 2019",10h 11m 25s,16h 33m 25s,,,,,
382,62935,,PC,16h 34m,NR,,10311276,Completed,First,,,16h 34m,,,,,
383,62935,,PC,16h 35m,NR,,10420579,Completed,First,,,16h 35m,,,,,
384,62935,ViperDC,PC,16h 40m,NR,,10310159,Completed,First,"October 27, 2019",,16h 40m,,,,,
385,62935,,PC,16h 44m,NR,,10365919,Completed,First,,,16h 44m,,,,,
386,62935,,PC,17h,NR,,10310273,Completed,First,,,17h,,,,,
387,62935,,PC,17h,NR,,10313864,Completed,First,,,17h,,,,,
388,62935,,PlayStation 4,17h,NR,,10322427,Completed,First,,,17h,,,,,
389,62935,,PC,17h,NR,"some sidequest, less than more",10338252,Completed,First,,,17h,,,,,
390,62935,,PC,17h,NR,,10437203,Completed,First,,,17h,,,,,
391,62935,,PC,17h,NR,,11125975,Completed,First,,,17h,,,,,
392,62935,,PlayStation 4,17h,NR,,11362767,Completed,First,,,17h,,,,,
393,62935,Blast,PC,17h,NR,,10301689,Completed,First,"October 29, 2019",,17h,,,,,
394,62935,Chossen26,PC,17h,NR,,12015554,Completed,First,"June 17, 2020",,17h,,,,,
395,62935,IM_A_BIG_DB,Xbox One,17h,80%,,10355150,Completed,First,"November 03, 2019",,17h,,,,,
396,62935,Kihvel1,PC,17h,80%,,8793261,Completed,First,"February 19, 2020",,17h,,,,,
397,62935,Revaq,PC,17h,80%,,10325179,Completed,First,"October 30, 2019",,17h,,,,,
398,62935,TurtlePuncher87,PC,17h,NR,Almost every side quest and task,10332219,Completed,First,"October 30, 2019",,17h,,,,,
399,62935,phillips6112,Xbox One,17h,NR,,11390555,Completed,First,"April 15, 2020",,17h,,,,,
400,62935,Private,PC,17h,60%,In-game timer. Actual time with cutscenes is 18:30. Did a lot of side stuff but also missed a lot.,10302032,Completed,First,"November 03, 2019",,17h,,,,,
401,62935,wilson576,PC,17h,NR,,10339613,Completed,First,"November 01, 2019",,17h,,,,,
402,62935,CoCopowder,PC,17h 04m,NR,,12033895,Completed,Replay,"June 20, 2020",,17h 04m,,,,,
403,62935,,PC,17h 06m,NR,,10361177,Completed,First,,,17h 06m,,,,,
404,62935,,PC,17h 14m,NR,,10347329,Completed,First,,,17h 14m,,,,,
405,62935,blitzfire,PC,17h 18m,90%,,10432242,Completed,First,"November 16, 2019",,17h 18m,,,,,
406,62935,Clavat,PC,17h 20m,NR,Hoofdverhaal + alle extra quests die open stonden,10311003,Completed,First,"October 27, 2019",,17h 20m,,,,,
407,62935,BioHazard,PC,17h 23m,90%,"Main Store + Most Side Quests Completed, missing one companion",10285111,Completed,First,"January 03, 2020",,17h 23m,,,,,
408,62935,,Xbox One,17h 23m,NR,,10363474,Completed,First,,,17h 23m 50s,,,,,
409,62935,sidshaw,Xbox One,17h 28m,NR,,10345466,Completed,First,"November 24, 2019",,17h 28m,,,,,
410,62935,,PC,17h 30m,NR,,10308460,Completed,First,,,17h 30m,,,,,
411,62935,,PC,17h 30m,NR,,10780193,Completed,First,,,17h 30m,,,,,
412,62935,,PC,17h 30m,NR,,11141864,Completed,First,,,17h 30m,,,,,
413,62935,Swiftwinter,PC,17h 30m,NR,,10360577,Completed,First,,,17h 30m,,,,,
414,62935,,PC,17h 32m,NR,,10368781,Completed,First,,,17h 32m,,,,,
415,62935,levithanotto,PC,17h 35m,NR,Last autosave,10366793,Completed,First,"November 05, 2019",,17h 35m,,,,,
416,62935,,PC,17h 38m,NR,,10347328,Completed,First,,,17h 38m 17s,,,,,
417,62935,dioomicida,Xbox One,17h 41m,80%,Most all achievements.,10438189,Completed,First,"November 17, 2019",10h 11m,17h 41m,,,,,
418,62935,thausael,PC,17h 44m,100%,,10305663,Completed,First,"November 01, 2019",,17h 44m 39s,,,,,
419,62935,,PC,17h 46m,NR,,10866587,Completed,First,,,17h 46m,,,,,
420,62935,,PC,17h 48m,NR,Main Story and Most Quests,10348709,Completed,First,,,17h 48m,,,,,
421,62935,GotTheShakes,PC,17h 49m,NR,,10515241,Completed,First,"December 01, 2019",,17h 49m,,,,,
422,62935,,PC,17h 50m,NR,,10318293,Completed,First,,,17h 50m,,,,,
423,62935,lowdefal,Xbox One,17h 50m,NR,"Played ""as intended"". Phineas ending. Bunch of side quests, one companion quest line completed.",10313215,Completed,First,"November 12, 2019",15h 30m,17h 50m,,,,,
424,62935,rhickey,PC,17h 51m,NR,,10492449,Completed,First,"November 26, 2019",,17h 51m,,,,,
425,62935,,PC,18h,NR,,10319118,Completed,First,,,18h,,,,,
426,62935,,Xbox One,18h,NR,This included several hours of idle time. Not to mention half the game was looting/inventory management. Felt short.,10325460,Completed,First,,,18h,,,,,
427,62935,,PC,18h,NR,,10349663,Completed,First,,,18h,,,,,
428,62935,,PC,18h,NR,,10785246,Completed,First,,,18h,,,,,
429,62935,Everdred,Xbox One,18h,80%,12:46 in game time. Supernova difficulty. Tons of restarts.,10309240,Completed,First,"November 02, 2019",,18h,,,,,
430,62935,Kharnel,PC,18h,NR,,10318849,Playing Completed,First,"October 30, 2019",,18h,,,,,
431,62935,RubberDuckMethod,PC,18h,70%,,10620759,Completed,First,"December 20, 2019",,18h,,,,,
432,62935,Sferruzza40,PC,18h,NR,,10681469,Completed,First,"December 28, 2019",,18h,,,,,
433,62935,Private,PC,18h,NR,,10376785,Completed,First,"November 07, 2019",,18h,,,,,
434,62935,fw190a8,PC,18h,NR,,10503967,Completed,First,"November 28, 2019",,18h,,,,,
435,62935,hahe71,PC,18h,NR,,10846649,Completed,First,"January 20, 2020",,18h,,,,,
436,62935,lolasaurusrex,PC,18h,NR,,10520567,Completed,First,"December 15, 2019",,18h,,,,,
437,62935,master94ga,PC,18h,NR,,10352548,Completed,First,"November 01, 2019",,18h,,,,,
438,62935,mattacrazy,PC,18h,NR,,10383270,Completed,First,"November 07, 2019",,18h,,,,,
439,62935,mehdibeldji,Xbox One,18h,NR,,10444302,Completed,First,"November 17, 2019",,18h,,,,,
440,62935,Private,PlayStation 4,18h,NR,,10667251,Completed,First,"December 27, 2019",,18h,,,,,
441,62935,mikkeri,PC,18h,NR,,10322176,Completed,First,"October 29, 2019",,18h,,,,,
442,62935,overclicked,PC,18h,100%,,10298564,Completed,First,"December 14, 2019",,18h,,,,,
443,62935,participant,PC,18h,NR,,10515015,Completed,First,"December 14, 2019",,18h,,,,,
444,62935,varlope,PC,18h,80%,,10440562,Completed,First,"November 17, 2019",,18h,,,,,
445,62935,,PC,18h 03m,NR,,10346179,Completed,First,,,18h 03m,,,,,
446,62935,,PC,18h 04m,NR,,10319155,Completed,First,,,18h 04m,,,,,
447,62935,ShadowStealer7,PC,18h 10m,80%,"Nearly all quests completed, Phineas route",10347755,Completed,First,"November 03, 2019",,18h 10m,,,,,
448,62935,Axroxx,PC,18h 15m,NR,,10322184,Completed,First,"October 29, 2019",,18h 15m,,,,,
449,62935,TeenJackBauer,PC,18h 19m,NR,"Normal difficulty, 625G",10273150,Completed,First,"November 01, 2019",,18h 19m,,,,,
450,62935,sapphirone,PC,18h 19m,NR,,10362269,Completed,First,"November 04, 2019",,18h 19m,,,,,
451,62935,Legendares,PC,18h 23m,70%,,10308631,Completed,First,"November 04, 2019",,18h 23m 17s,,,,,
452,62935,ZeroNine,PC,18h 27m,NR,,10785661,Custom List Completed,First,"January 09, 2020",,18h 27m,,,,,
453,62935,,PC,18h 27m,NR,Almost every side quest,11058876,Completed,Replay,,,18h 27m 40s,,,,,
454,62935,Harshy,PC,18h 28m,90%,,11249928,Completed,First,"March 26, 2020",,18h 28m 40s,,,,,
455,62935,,PC,18h 30m,NR,,10345497,Completed,First,,,18h 30m,,,,,
456,62935,Lundefgl,PC,18h 30m,NR,,10635105,Completed,First,"December 22, 2019",,18h 30m,,,,,
457,62935,MrMista,PC,18h 30m,NR,,10600877,Completed,First,"December 15, 2019",,18h 30m,,,,,
458,62935,Omnios_Magister,PC,18h 30m,70%,,10447319,Completed,First,"November 15, 2019",,18h 30m,,,,,
459,62935,Rileas,PC,18h 30m,NR,,11999865,Completed,First,"June 15, 2020",,18h 30m,,,,,
460,62935,fallensaver,PC,18h 40m,80%,,10878272,Completed,First,"January 24, 2020",,18h 40m,,,,,
461,62935,Schkai,PC,18h 45m,NR,,10687449,Completed,First,"December 29, 2019",,18h 45m,,,,,
462,62935,TheKoob90,PC,18h 47m,80%,,10788419,Completed,First,"January 16, 2020",,18h 47m,,,,,
463,62935,,PC,18h 48m,NR,,10317566,Completed,First,,,18h 48m,,,,,
464,62935,,PC,18h 50m,NR,,11086570,Completed,First,,,18h 50m,,,,,
465,62935,Littlestdog,PC,18h 50m,80%,,10315057,Completed,First,"October 28, 2019",,18h 50m,,"Played on normal difficulty, and had a sneak dialogue based playthrough.",,,
466,62935,idkwhatimdoing,PC,18h 51m,NR,,10315700,Completed,First,"October 28, 2019",,18h 51m,,,,,
467,62935,Ryliis,PlayStation 4,18h 53m,40%,Completed Main Story. Did most of the side quests I could find.,10318269,Completed,First,"November 10, 2019",,18h 53m,,,,,
468,62935,,PC,19h,NR,,10860456,Completed,First,,,19h,,,,,
469,62935,Private,PC,19h,80%,,11798458,Completed,First,"January 15, 2020",,19h,,,,,
470,62935,Arrkay,PC,19h,NR,,10362894,Completed,First,"November 02, 2019",,19h,,,,,
471,62935,CarsonFrazier1,PC,19h,70%,Main Story + A Few Side Missions,10346120,Completed,First,"November 09, 2019",,19h,,,,,
472,62935,DJGussos,PC,19h,NR,,10390661,Completed,First,"November 09, 2019",,19h,,,,,
473,62935,Guls,PC,19h,80%,,10376524,Completed,First,"November 07, 2019",,19h,,,,,
474,62935,Mandulum,PC,19h,80%,,10431164,Completed,First,"November 15, 2019",,19h,,,,,
475,62935,RuySan,PC,19h,70%,,11824129,Completed,First,"May 22, 2020",,19h,,,,,
476,62935,csjessid,PC,19h,90%,,10517467,Completed,First,"December 01, 2019",11h 30m,19h,23h 30m,,,,
477,62935,electronsonmars,PC,19h,NR,,10313921,Completed,First,"October 27, 2019",,19h,,,,,
478,62935,endvj,Xbox One,19h,80%,,10433453,Completed,First,"November 24, 2019",,19h,,,,,
479,62935,reddragonx,PlayStation 4,19h,80%,,10911729,Completed,First,"January 29, 2020",,19h,,,,,
480,62935,shepard153,PC,19h,NR,,10754782,Completed,First,"October 24, 2019",,19h,,,,,
481,62935,,PC,19h 05m,NR,,10484854,Completed,First,,,19h 05m,,,,,
482,62935,troidy,PC,19h 05m,NR,,10309662,Completed,First,"October 27, 2019",,19h 05m,,,,,
483,62935,,Xbox One,19h 12m,NR,Missed out on 3 quests before finishing. Almost 100% under 20,10310016,Completed,First,,,19h 12m 48s,,,,,
484,62935,RongSinh_Panda,PC,19h 13m,NR,,11762092,Completed,First,"November 05, 2019",,19h 13m,,,,,
485,62935,ThyJebusBeDone,PC,19h 15m,NR,,10537173,Completed,First,"November 01, 2019",,19h 15m,,,,,
486,62935,jebusjm,PC,19h 15m,NR,,10338903,Completed,First,"November 01, 2019",,19h 15m,,,,,
487,62935,hieimax,PC,19h 20m,NR,,10351274,Completed,First,"November 02, 2019",,19h 20m,,,,,
488,62935,,PC,19h 23m,NR,,10476197,Completed,First,,,19h 23m,,,,,
489,62935,CoolNameGuy91,Xbox One,19h 23m,80%,,11806256,Completed,First,"May 28, 2020",,19h 23m,,,,,
490,62935,,Xbox One,19h 24m,NR,,10360636,Completed,First,,,19h 24m,,,,,
491,62935,Dxie7,PC,19h 27m,NR,,10457008,Completed,First,"November 19, 2019",,19h 27m,,,,,
492,62935,,PC,19h 30m,NR,,10329973,Completed,First,,,19h 30m,,,,,
493,62935,,PC,19h 30m,NR,,10335716,Completed,First,,,19h 30m,,,,,
494,62935,,PC,19h 30m,NR,,10387025,Completed,First,,,19h 30m,,,,,
495,62935,,PC,19h 30m,NR,,11661451,Completed,First,,,19h 30m,,,,,
496,62935,DerKrieger105,PC,19h 30m,NR,,10373373,Completed,First,"November 04, 2019",,19h 30m,,,,,
497,62935,Private,Xbox One,19h 30m,NR,,10304689,Completed,First,"October 26, 2019",,19h 30m,,,,,
498,62935,R4Zi3L,Xbox One,19h 30m,NR,655/1000,10338659,Completed,First,"November 01, 2019",,19h 30m,,,,,
499,62935,l0wger,Xbox One,19h 30m,NR,,10337042,Completed,First,"October 31, 2019",,19h 30m,,,,,
500,62935,,PC,19h 34m,NR,"Botched 3 quests, and didn't get 2 followers.",10307597,Completed,First,,,19h 34m,,,,,
501,62935,gilchrd,PC,19h 34m,NR,,10344615,Completed,First,"February 16, 2020",,19h 34m,,,,,
502,62935,PlushWraith,PC,19h 35m,NR,"Main story, All companion missions and a couple of side missions.",10466838,Completed,First,"November 24, 2019",,19h 35m,,,,,
503,62935,Cwaff,PC,19h 37m,80%,,10863474,Completed,First,"November 02, 2019",,19h 37m,,,,,
504,62935,Gravewalker,PC,19h 38m,NR,,10315646,Completed,First,"October 28, 2019",,19h 38m,,,,,
505,62935,,PC,19h 40m,NR,,10325768,Completed,First,,,19h 40m,,,,,
506,62935,Lymeeatic,Xbox One,19h 40m,NR,Did all side quests I came across and thoroughly explored each area.,10822793,Completed,First,"January 16, 2020",,19h 40m,,,,,
507,62935,,PC,19h 45m,NR,,10334643,Completed,First,,,19h 45m,,,,,
508,62935,royalarctosa,PC,19h 46m,80%,,10930214,Completed,First,"February 09, 2020",,19h 46m 32s,,,,,
509,62935,,PC,19h 55m,NR,90% of optional quests completed.,10311591,Completed,First,,,19h 55m,,,,,
510,62935,togame1,PC,19h 56m,70%,,10827029,Completed,First,"January 11, 2020",,19h 56m,,,,,
511,62935,Thekoolbean,Xbox One,19h 57m,70%,,10302024,Completed,First,"November 06, 2019",,19h 57m,,,,,
512,62935,,PC,19h 58m,NR,,11144414,Completed,First,,,19h 58m,,,,,
513,62935,,PlayStation 4,20h,NR,,10313206,Completed,First,,,20h,,,,,
514,62935,,PC,20h,NR,,10313596,Completed,First,,,20h,,,,,
515,62935,,PC,20h,NR,,10329039,Completed,First,,10h,20h,23h,,,,
516,62935,,PC,20h,NR,,10337084,Completed,First,,,20h,,,,,
517,62935,,Xbox One,20h,NR,,10340151,Completed,First,,,20h,,,,,
518,62935,,PC,20h,NR,,10356186,Completed,First,,,20h,,,,,
519,62935,,PC,20h,NR,,10369066,Completed,First,,,20h,,,,,
520,62935,,PlayStation 4,20h,NR,,10423738,Completed,First,,11h,20h,30h,,,,
521,62935,,PlayStation 4,20h,NR,,10788453,Completed,First,,,20h,,,,,
522,62935,,PC,20h,NR,,11286362,Completed,First,,,20h,,,,,
523,62935,,PC,20h,NR,,11370934,Completed,First,,,20h,,,,,
524,62935,,Xbox One,20h,NR,,11446833,Completed,First,,,20h,,,,,
525,62935,,PC,20h,NR,,11842767,Completed,First,,,20h,,,,,
526,62935,Barshal,PC,20h,NR,,10885133,Completed,First,"January 26, 2020",12h,20h,,,,,
527,62935,BehroozDIABLO,PC,20h,NR,,11736360,Completed,First,"May 14, 2020",,20h,,,,,
528,62935,Private,PC,20h,90%,,10723887,Completed,First,"January 01, 2020",,20h,,,,,
