,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Personal Notes,Progress,Co-Op,Retired Notes
259,57503,,PlayStation 4,46h 25m,NR,,11758032,Completed,First,,46h 25m,,,,,,
260,57503,,PC,46h 30m,NR,,8911896,Completed,First,,46h 30m,,,,,,
261,57503,,PlayStation 4,46h 31m,NR,,11780252,Completed,First,,46h 31m 17s,80h 48m 08s,146h 17m,,,,
262,57503,CongoUnrest,Xbox One,46h 31m,90%,,10303276,Completed,First,"October 25, 2019",46h 31m 27s,,,,,,
263,57503,,PC,47h,NR,,11483495,Completed,First,,47h,75h,92h,,,,
264,57503,Jake_Wllms,PC,47h,70%,,11766222,Completed,First,"May 16, 2020",47h,,,,,,
265,57503,DrewDawg1023,Xbox One,47h 10m,100%,,7975761,Playing Completed,First,"January 07, 2019",47h 10m,86h 45m,,,86h 42m 17s /,,
266,57503,,PC,47h 15m,NR,,10663180,Completed,First,,47h 15m 53s,,,,,,
267,57503,MrBogus,PC,47h 16m,NR,,7293848,Playing Completed,First,"October 19, 2018",47h 16m 56s,,,,47h 16m 56s /,,
268,57503,UnK_oh,PC,47h 39m,90%,Fui fazendo outras missões até o personagem ficar no nível exigido pela missão principal.,10849860,Completed,First,"May 25, 2020",47h 39m,,,,,,
269,57503,,PC,48h,NR,,9573014,Completed,First,,48h,,,,,,
270,57503,,PC,48h,NR,,10453083,Completed,First,,48h,97h,211h,,,,
271,57503,,PC,48h,NR,,11705156,Completed,First,,48h,,,,,,
272,57503,,PC,48h 13m,NR,,11742055,Completed,First,,48h 13m,,,,,,
273,57503,Jlord666,PC,48h 16m,NR,All cult members defeated,9595679,Completed,First,"September 12, 2019",48h 16m 19s,,,,,,
274,57503,jgarciam,PlayStation 4,48h 19m,80%,,8278407,Completed,First,"February 16, 2019",48h 19m 32s,,,,,,
275,57503,,PlayStation 4,48h 30m,NR,,11012752,Completed,First,,48h 30m,,,,,,
276,57503,nezheadshot,PC,48h 32m,NR,,9228221,Completed,First,"July 25, 2019",48h 32m 19s,62h,110h 52m,,,,
277,57503,Danny1612,PC,48h 42m,NR,,8623926,Completed,First,"April 05, 2019",48h 42m 12s,50h 31m 44s,,,,,
278,57503,yumex85,PlayStation 4,48h 55m,NR,Platinum + all dlc trophies - leasure pace,11778038,Completed,First,"May 30, 2020",48h 55m,,116h 14m 25s,,,,
279,57503,Lewdmajesco,PlayStation 4,49h,NR,"1st ending, didnt finish cult",7187021,Completed,First,"January 17, 2019",49h,,,,,,
280,57503,purpleurchin,PC,49h,NR,Main story and a few side quests,8746433,Completed,First,"May 21, 2019",49h,,,,,,
281,57503,ragondin999,PC,49h,NR,,9361747,Completed,First,"May 13, 2020",49h,,,,,,
282,57503,songoku8832,PlayStation 4,49h,30%,,9420581,Completed,First,"May 16, 2019",49h,,,,,,
283,57503,,PlayStation 4,49h 22m,NR,,7520017,Completed,First,,49h 22m 33s,,,,,,
284,57503,Moist_Wrist,PlayStation 4,49h 35m,60%,,8960579,Completed,First,"August 04, 2019",49h 35m 34s,,,,,,
285,57503,,PC,50h,NR,,7244420,Completed,First,,50h,100h,150h,,,,
286,57503,,PlayStation 4,50h,NR,,7245148,Completed,First,,50h,95h,150h,,,,
287,57503,,PlayStation 4,50h,NR,,7517326,Completed,First,,50h,70h,,,,,
288,57503,,PC,50h,NR,,7677002,Completed,First,,50h,70h,,,,,
289,57503,,Xbox One,50h,NR,,7694136,Completed,First,,50h,,,,,,
290,57503,,PC,50h,NR,,8370236,Completed,First,,50h,70h,,,,,
291,57503,,PlayStation 4,50h,NR,,8434210,Completed,First,,50h,100h,150h,,,,
292,57503,,PC,50h,NR,,8582948,Completed,First,,50h,120h 52m 10s,185h,,,,
293,57503,,Xbox One,50h,NR,,9162211,Completed,First,,50h,95h,160h,,,,
294,57503,,PC,50h,NR,,9515853,Completed,First,,50h,65h,130h,,,,
295,57503,,PC,50h,NR,,9549889,Completed,First,,50h,,,,,,
296,57503,,PC,50h,NR,,9566903,Completed,First,,50h,75h,150h,,,,
297,57503,,PC,50h,NR,,10308670,Completed,First,,50h,,,,,,
298,57503,,PlayStation 4,50h,NR,,10606052,Completed,First,,50h,,,,,,
299,57503,,PC,50h,NR,,10612660,Completed,First,,50h,99h,,,,,
300,57503,,PlayStation 4,50h,NR,,10674985,Completed,First,,50h,70h 02m,,,,,
301,57503,,PlayStation 4,50h,NR,,11354291,Completed,First,,50h,100h,200h,,,,
302,57503,,PC,50h,NR,,11451551,Completed,First,,50h,120h,160h,,,,
303,57503,,PC,50h,NR,,11673800,Completed,First,,50h,85h,,,,,
304,57503,,PlayStation 4,50h,NR,,11728058,Completed,First,,50h,80h,140h,,,,
305,57503,DJHamilton,PlayStation 4,50h,NR,,10424263,Completed,First,"September 06, 2019",50h,85h,135h,,,,
306,57503,DanDanDan123,PlayStation 4,50h,NR,,11875328,Completed,First,"May 31, 2020",50h,78h,,,,,
307,57503,Endy,PC,50h,NR,,10546070,Completed,First,"December 06, 2019",50h,,,,,,
308,57503,FabioAuditore,Xbox One,50h,NR,,8734143,Completed,First,"January 01, 2019",50h,85h,105h,,,,
309,57503,Herrero,Xbox One,50h,NR,,8674596,Completed,First,"April 26, 2019",50h,80h,85h,,,,
310,57503,Kudzix,PC,50h,80%,,9389868,Completed,First,"August 19, 2019",50h,70h,90h,,,,
311,57503,MinaGamer98,PlayStation 4,50h,NR,,9324602,Completed,First,"August 08, 2019",50h,100h,180h,,,,
312,57503,Yitsy,PC,50h,100%,,8504129,Playing Completed,First,"March 22, 2019",50h,,,,,,
313,57503,aysongomes,PC,50h,90%,,11808866,Completed,First,"May 22, 2020",50h,132h,173h,,,,
314,57503,florindaniel1,PlayStation 4,50h,NR,,10864352,Completed,First,"January 23, 2020",50h,97h,,,,,
315,57503,katet_19,PlayStation 4,50h,NR,,8791175,Completed,First,,50h,,,,,,
316,57503,sudhaakar100,PC,50h,NR,,11567286,Completed,First,"November 26, 2019",50h,89h,,,,,
317,57503,tsonayoshi,PC,50h,90%,,11863908,Completed,First,"May 22, 2020",50h,78h 05m,,,,,
318,57503,Private,PC,50h,NR,,9331959,Completed,First,,50h,,,,,,
319,57503,,Xbox One,50h,NR,,9037650,Completed,First,,50h 45s,,,,,,
320,57503,,PlayStation 4,50h 02m,NR,,7752124,Completed,First,,50h 02m,63h 07m,105h 03m,,,,
321,57503,VHSdinosaurGO,PlayStation 4,50h 25m,NR,,8197454,Completed,First,"January 03, 2019",50h 25m,,,,,,
322,57503,Blinknspark,PC,50h 29m,NR,96%,7579382,Completed,First,"December 01, 2018",50h 29m,,,,,,
323,57503,,PlayStation 4,50h 30m,NR,,11415325,Completed,First,,50h 30m,,,,,,
324,57503,,PlayStation 4,50h 36m,NR,Very different compared to other assassin’s creed games,11419875,Completed,First,,50h 36m 28s,,,,,,
325,57503,,PlayStation 4,50h 40m,NR,,8841897,Completed,First,,50h 40m,,,,,,
326,57503,Cricinator,PlayStation 4,50h 49m,NR,,11825530,Completed,First,"May 24, 2020",50h 49m 29s,,,,,,
327,57503,Keyfekeder,PlayStation 4,50h 51m,NR,,11665896,Completed,First,"May 25, 2020",50h 51m,,,,,,
328,57503,,Xbox One,51h 12m,NR,,11453578,Completed,First,,51h 12m,,,,,,
329,57503,,PC,51h 15m,NR,,7698306,Completed,First,,51h 15m 49s,,,,,,
330,57503,,PlayStation 4,52h,NR,,8841208,Completed,First,,52h,,,,,,
331,57503,KummaChristopher,PlayStation 4,52h,80%,,10459416,Completed,First,"October 20, 2019",52h,110h,,,,,
332,57503,Turbonious,Xbox One,52h,NR,,9582202,Completed,Replay,"September 11, 2019",52h,,,,,,
333,57503,giamma11,PC,52h,NR,,7258511,Completed,First,"October 15, 2018",52h,,,,,,
334,57503,,Xbox One,52h 07m,NR,,8685541,Completed,First,,52h 07m 42s,142h 52m 41s,164h 02m 42s,,,,
335,57503,NathanDrake99,PlayStation 4,52h 20m,80%,,8812758,Completed,First,"May 31, 2020",52h 20m,,,,,,
336,57503,,PlayStation 4,52h 42m,NR,,9678621,Completed,First,,52h 42m 22s,93h 28m 12s,226h 03m,,,,
337,57503,,PC,53h,NR,,8639072,Completed,First,,53h,,,,,,
338,57503,snipher,Xbox One,53h,NR,,7517348,Completed,First,"April 15, 2019",53h,,,,,,
339,57503,Private,PC,53h 06m,NR,,11698802,Completed,First,"May 10, 2020",53h 06m 12s,,,,,,
340,57503,,PlayStation 4,54h 40m,NR,,8640272,Completed,First,,54h 40m,,,,,,
341,57503,Neo1771991,PlayStation 4,54h 41m,NR,,7750663,Completed,First,"December 15, 2018",54h 41m,,,,,,
342,57503,,PC,55h,NR,,11461430,Completed,First,,55h,120h,200h,,,,
343,57503,DerWookey,PC,55h,NR,,11675473,Completed,Replay,"March 31, 2020",55h,75h,98h,,,,
344,57503,FCepulli,PlayStation 4,55h,NR,,11306762,Completed,First,"March 31, 2020",55h,91h,137h,,,,
345,57503,Omarchu91,Xbox One,55h,NR,,7732528,Completed,First,"December 11, 2018",55h,,,,,,
346,57503,,PlayStation 4,55h 07m,NR,,12025830,Completed,First,,55h 07m 22s,71h 49m 25s,,,,,
347,57503,,PlayStation 4,55h 16m,NR,,10861509,Completed,First,,55h 16m,62h 23m,,,,,
348,57503,Sr_ViniZ,PlayStation 4,55h 42m,100%,,10684693,Playing Completed,First,"December 29, 2019",55h 42m 30s,60h 12m 21s,,,75h 45m 12s /,,
349,57503,,PlayStation 4,56h,NR,,11653493,Completed,First,,56h,,,,,,
350,57503,Private,PC,56h 32m,NR,Need to kill all cultists and explore all locations.,8887977,Completed,First,"June 03, 2019",56h 32m 14s,,,,,,
351,57503,Empyrea,PlayStation 4,56h 35m,70%,,9035792,Completed,First,"June 22, 2019",56h 35m,,,,,,
352,57503,,PlayStation 4,56h 38m,NR,,9109197,Completed,First,,56h 38m 41s,,,,,,
353,57503,repyh,Xbox One,56h 43m,90%,,8951341,Completed,First,,56h 43m,,,,,,
354,57503,,Xbox One,58h 40m,NR,TUDO,11510798,Completed,First,,58h 40m 01s,78h 51m 41s,190h 51m 41s,,,,
355,57503,ankittoms,PC,30h,70%,,7803533,Completed,First,"December 23, 2018",,30h,,,,,
356,57503,DanielMeier,PC,31h,NR,,10879034,Completed,First,"December 17, 2018",,31h,,,,,
357,57503,TwoThrones,PC,32h 25m,20%,,7469264,Completed,First,"December 08, 2018",,32h 25m 43s,,,,,
358,57503,,PlayStation 4,33h 43m,NR,,10720268,Completed,First,,20h 13m,33h 43m,,,,,
359,57503,kevinbushman,PC,34h 19m,NR,,7256740,Completed,First,"December 17, 2018",,34h 19m,,,,,
360,57503,neozylom,PlayStation 4,35h,NR,,7617714,Completed,First,"December 04, 2018",,35h,,,,,
361,57503,,Xbox One,36h,NR,,7209911,Completed,First,,,36h,,,,,
362,57503,,PC,36h,NR,,11229158,Completed,First,,,36h,,,,,
363,57503,,PlayStation 4,36h 04m,NR,"Did some side-quests,aprox 50% of them",9256211,Completed,First,,,36h 04m 17s,,,,,
364,57503,,PlayStation 4,38h,NR,In Progress,11624295,Completed,First,,,38h,,,,,
365,57503,Ciriola,PC,38h,NR,,11535541,Completed,First,"November 21, 2018",,38h,,,,,
366,57503,gamole,PC,38h,NR,,11415359,Completed,First,"April 11, 2020",,38h,,,,,
367,57503,sapphirone,PC,38h 34m,NR,,11445037,Completed,First,"April 10, 2020",,38h 34m,,,,,
368,57503,Private,Xbox One,38h 36m,60%,,7760140,Completed,First,"December 17, 2018",,38h 36m 55s,,,,,
369,57503,BeatGinger,PC,40h,90%,,7221022,Playing Completed,First,"October 09, 2018",25h,40h,60h,,,,
370,57503,Private,PC,40h,100%,,7506809,Playing Completed,First,"November 22, 2018",28h,40h,117h,,117h /,,
371,57503,Guls,PlayStation 4,40h,90%,,11871779,Completed,First,"May 30, 2020",,40h,,,,,
372,57503,SiphonicPanda64,PC,40h,NR,"100% completion of both achievements and all outposts, forts, caves and the such.",8026724,Playing Completed,First,"January 12, 2019",33h,40h,116h,,,,
373,57503,VSemenchenko,PC,40h,NR,,7870897,Completed,First,"December 29, 2018",20h,40h,70h,,,,
374,57503,killshia,PC,40h,NR,,7237307,Completed,First,"October 13, 2018",,40h,,,,,
375,57503,strykerphoenyx,PC,40h,NR,,7300499,Completed,First,"December 11, 2018",,40h,,,,,
376,57503,confusedvader,PC,40h 10m,NR,,11851709,Completed,First,"May 27, 2020",,40h 10m,,,,,
377,57503,,PlayStation 4,40h 18m,NR,,11710322,Completed,First,,37h 12m,40h 18m,63h 42m,,,,
378,57503,,PlayStation 4,40h 20m,NR,Platinum trophy,7507255,Completed,First,,35h 40m 39s,40h 20m 50s,,,,,
379,57503,,PC,41h,NR,91%,7439963,Completed,First,,,41h,,,,,
380,57503,christhechro,Xbox One,41h,NR,,7816493,Completed,First,"March 27, 2019",,41h,,,,,
381,57503,Private,PlayStation 4,41h,80%,,9435015,Completed,First,"August 22, 2019",,41h,,,,,
382,57503,,Xbox One,41h 12m,NR,,7259045,Completed,First,,,41h 12m 30s,,,,,
383,57503,ismail777b,PlayStation 4,41h 25m,NR,,7305880,Completed,First,"October 23, 2018",,41h 25m,,,,,
384,57503,Multi_117,PC,41h 46m,80%,,8439876,Completed,First,"August 18, 2019",,41h 46m 35s,,,,,
385,57503,premo99,PlayStation 4,41h 56m,70%,,11903443,Completed,First,"June 03, 2020",,41h 56m,,,,,
386,57503,j1m,Xbox One,42h,NR,,8121567,Completed,First,"January 25, 2019",33h,42h,64h,,,,
387,57503,,PC,43h,NR,,7990050,Completed,First,,,43h,,,,,
388,57503,LaunchpadMcRoss,PC,43h,NR,,7813660,Completed,First,"December 30, 2018",,43h,,,,,
389,57503,darkhawk9393,PlayStation 4,43h 50m,90%,,7944621,Completed,First,"January 04, 2019",,43h 50m 49s,,,,,
390,57503,RezMarcher,PlayStation 4,44h 06m,NR,,7348540,Completed,First,"November 26, 2018",,44h 06m,65h 30m,,,,
391,57503,mcgritch,Xbox One,44h 27m,NR,,7508457,Completed,First,"November 22, 2018",,44h 27m 35s,,,,,
392,57503,Fehu666,PC,44h 30m,70%,,10913173,Completed,First,"January 30, 2020",,44h 30m,,,,,
393,57503,Private,PC,45h,NR,,7948405,Completed,First,"January 06, 2019",,45h,,,,,
394,57503,Tsubaki,PC,45h,20%,,7223696,Completed,First,,30h,45h,,,,,
395,57503,Private,PC,45h,NR,,8447341,Completed,First,"May 04, 2019",,45h,,,,,
396,57503,kingkittan91,PlayStation 4,45h,NR,,8554718,Completed,First,"April 01, 2019",,45h,,,,,
397,57503,mattacrazy,PC,45h,NR,,8677439,Completed,First,,,45h,,,,,
398,57503,,Google Stadia,45h 02m,NR,,11601699,Completed,First,,,45h 02m 15s,,,,,
399,57503,St0len,Google Stadia,45h 05m,70%,Main Story and some Sidequests,11607033,Completed,First,"April 30, 2020",,45h 05m,,,,,
400,57503,MissAsumay,Xbox One,45h 16m,70%,,11838376,Completed,First,"May 26, 2020",,45h 16m 15s,,,,,
401,57503,,Xbox One,45h 30m,NR,,7186930,Completed,First,,,45h 30m,,,,,
402,57503,,PlayStation 4,45h 33m,NR,,11545107,Completed,First,,41h 22m 56s,45h 33m 34s,,,,,
403,57503,Darthaegis,PC,45h 50m,60%,,7887527,Completed,First,"December 30, 2018",,45h 50m,,,,,
404,57503,,PC,46h,NR,,11584434,Completed,First,,,46h,65h,,,,
405,57503,WingedKaz,PC,46h,NR,,11209507,Completed,First,"March 14, 2020",,46h,,,,,
406,57503,jro3000,Xbox One,46h,NR,,7270361,Completed,First,"October 18, 2018",,46h,,,,,
407,57503,Private,PC,46h 45m,60%,,10716033,Completed,First,"February 21, 2020",,46h 45m,,,,,
408,57503,,PlayStation 4,47h,NR,story + atlantis + 80% kosmos,8551446,Completed,First,,,47h,,,,,
409,57503,BadTimeHaver,PC,47h,NR,,8676189,Completed,First,"April 26, 2019",,47h,,,,,
410,57503,Jefferado,PC,47h,70%,,10366408,Completed,First,"November 04, 2019",,47h,,,,,
411,57503,danedf,PC,47h,NR,,8209462,Completed,First,"February 04, 2019",,47h,,,,,
412,57503,kaceddyum,PC,47h,NR,,10256347,Backlog Completed,First,"November 16, 2019",,47h,,,47h /,,
413,57503,Fuboz,PlayStation 4,47h 10m,NR,Platinum trophy: 62h 49m 21s - Platinum + Extra trophies: 68h 58m 29s,6918182,Completed,First,"March 27, 2020",,47h 10m 53s,68h 58m 29s,,,,
414,57503,lstug,PC,47h 14m,NR,,11177401,Completed,First,"April 12, 2020",,47h 14m 42s,,,,,
415,57503,HadenF,Xbox One,47h 45m,80%,Long Main Story And great side Quests that have interesting characters.,7225554,Completed,First,"October 24, 2018",,47h 45m,,,,,
416,57503,,PC,48h,NR,,7786752,Completed,First,,44h,48h,,,,,
417,57503,Clayf1ghter,Xbox One,48h,NR,,10854833,Completed,First,"January 21, 2020",,48h,,,,,
418,57503,ViPe268,PC,48h,NR,,7393230,Completed,First,"November 05, 2018",,48h,,,,,
419,57503,mrstereotypez,PlayStation 4,48h,90%,Main Story + Some Side Quests,7481491,Completed,First,"November 18, 2018",,48h,,,,,
420,57503,,PlayStation 4,48h 29m,NR,,7217758,Completed,First,,23h 30m,48h 29m 14s,69h 36m 25s,,,,
421,57503,Reliquari,PC,48h 52m,90%,,7667698,Completed,First,"December 08, 2018",,48h 52m,,,,,
422,57503,Whalehome,Xbox One,48h 52m,NR,,8505442,Completed,First,"March 23, 2019",,48h 52m 51s,,,,,
423,57503,RongSinh_Panda,PC,48h 55m,NR,,11758082,Completed,First,"June 09, 2019",,48h 55m,,,,,
424,57503,Private,PC,48h 59m,80%,,11280720,Completed,First,"March 29, 2020",,48h 59m,,,,,
425,57503,Kharnel,PC,49h,NR,,9077540,Completed,First,,,49h,,,,,
426,57503,ViciousLegend,PC,49h,NR,,11874324,Completed,First,"May 30, 2020",,49h,,,,,
427,57503,derKoelle,PC,49h,NR,,11636061,Completed,First,"August 20, 2019",,49h,,,,,
428,57503,dioomicida,Xbox One,49h 31m,80%,Obtained achievements and finishing the real epilogue.,7795429,Completed,First,"December 21, 2018",38h 39m 37s,49h 31m 32s,52h 52m 28s,,,,
429,57503,theplump,PlayStation 4,49h 34m,100%,Main Story + All Cultist + Arena + Atlantis,7529369,Completed,First,"December 08, 2018",,49h 34m,,,,,
430,57503,,PC,50h,NR,,7533324,Completed,First,,30h,50h,80h,,,,
431,57503,,PlayStation 4,50h,NR,,7738739,Completed,First,,,50h,,,,,
432,57503,,Xbox One,50h,NR,,7793054,Completed,First,,35h,50h,110h,,,,
433,57503,,PlayStation 4,50h,NR,,8428971,Completed,First,,,50h,,,,,
434,57503,,PC,50h,NR,,8990633,Completed,First,,40h,50h,250h,,,,
435,57503,AdrianHLTB,Xbox One,50h,NR,,11579226,Completed,First,,,50h,,,,,
436,57503,Private,Xbox One,50h,80%,,8215104,Completed,First,"January 11, 2019",,50h,,,,,
437,57503,Private,PC,50h,80%,,9543062,Playing Completed,Replay,,,50h,,,85h /,,
438,57503,SylwesterZ,PC,50h,NR,"All quests, most collectibles",12030804,Completed,First,"June 18, 2020",,50h,,,,,
439,57503,Viroxx,PC,50h,NR,Full Odyssey,7794199,Completed,First,"December 21, 2018",,50h,,,,,
440,57503,solairesflair,PlayStation 4,50h,NR,,10244192,Completed,First,"September 26, 2019",,50h,,,,,
441,57503,,PlayStation 4,50h 28m,NR,All 3 Odyssey Story + Some Optional Mission,8100630,Completed,First,,,50h 28m 57s,,,,,
442,57503,Danny1612,PC,50h 31m,NR,,8623926,Completed,First,"April 05, 2019",48h 42m 12s,50h 31m 44s,,,,,
443,57503,,PC,50h 33m,NR,,8814074,Completed,First,,,50h 33m 28s,,,,,
444,57503,,PC,50h 36m,NR,,7853177,Completed,First,,40h 54m 24s,50h 36m 44s,75h 06m 15s,,,,
445,57503,steelshot_,PC,50h 49m,NR,,8812633,Completed,First,"May 12, 2019",35h 16m 44s,50h 49m 31s,,,,,
446,57503,DanielP,PlayStation 4,50h 50m,NR,,8408752,Completed,First,"May 03, 2019",,50h 50m,,,,,
447,57503,Private,PC,50h 54m,NR,,10734751,Completed,First,"February 03, 2019",,50h 54m,,,,,
448,57503,,PC,51h,NR,,8668633,Completed,First,,,51h,,,,,
449,57503,,PC,51h,NR,,10686133,Completed,First,,,51h,,,,,
450,57503,HideKINGplay,PC,51h,NR,87 %,10756106,Playing Completed,First,"January 16, 2020",,51h,,,,,
451,57503,Private,PlayStation 4,51h,NR,,11639669,Completed,First,"May 03, 2020",,51h,,,,,
452,57503,Private,PC,51h,NR,,10199977,Completed,First,"October 07, 2019",,51h,,,,,
453,57503,matton97,PC,51h,NR,,8516350,Completed,First,,,51h,,,,,
454,57503,,PC,51h 10m,NR,,7390050,Completed,First,,,51h 10m,,,,,
455,57503,Rafaelnrn,PlayStation 4,51h 20m,90%,,8573215,Completed,First,"April 06, 2019",,51h 20m,,,,,
456,57503,Private,PC,51h 30m,80%,,10346945,Completed,First,"October 29, 2019",,51h 30m,,,,,
457,57503,,Xbox One,51h 37m,NR,,10358354,Completed,First,,,51h 37m 12s,,,,,
458,57503,Thekoolbean,Xbox One,51h 47m,80%,,7170941,Completed,First,"November 26, 2018",,51h 47m,,,,,
459,57503,,PlayStation 4,52h,NR,,7386043,Completed,First,,,52h,,,,,
460,57503,,PC,52h,NR,,7519859,Completed,First,,,52h,,,,,
461,57503,,PC,52h,NR,,8670749,Completed,First,,,52h,,,,,
462,57503,,PlayStation 4,52h,NR,,10899265,Completed,First,,,52h,,,,,
463,57503,Badger224,PC,52h,NR,"All Odyssey quests done, normal mode, exploration gametype, played on project stream. Ubisoft Club total gameplay time",7347730,Completed,First,"October 29, 2018",,52h,,,,,
464,57503,MoreMaati,PC,52h,90%,,8891244,Completed,First,,,52h,,,,,
465,57503,interc3Ptor2,Xbox One,52h,80%,,10575387,Completed,First,"March 07, 2020",,52h,,,,,
466,57503,thievingsince95,PC,52h,NR,,11460287,Completed,First,,,52h,,,,,
467,57503,tielite,PC,52h,NR,All main and side quests,7904519,Completed,First,"December 31, 2018",,52h,,,,,
468,57503,,PC,52h 10m,NR,,7265833,Completed,First,,,52h 10m,,,,,
469,57503,,PlayStation 4,52h 15m,NR,,10490750,Completed,First,,25h,52h 15m,,,,,
470,57503,eyazan,PC,52h 15m,NR,,11746729,Completed,First,"May 14, 2020",,52h 15m,,,,,
471,57503,,PlayStation 4,52h 17m,NR,,8789297,Completed,First,,,52h 17m 09s,,,,,
472,57503,MichNiehaus,PlayStation 4,52h 29m,NR,,8874778,Completed,First,"May 31, 2019",,52h 29m 15s,,,,,
473,57503,Milktreeera,PlayStation 4,52h 50m,NR,,9575600,Completed,First,"March 10, 2019",41h 02m,52h 50m,,,,,
474,57503,,PC,52h 51m,NR,,7355834,Completed,First,,,52h 51m,,,,,
475,57503,ralfet,Xbox One,52h 53m,NR,,10617625,Completed,First,"December 19, 2019",,52h 53m 16s,,,,,
476,57503,,PC,53h,NR,,11039018,Completed,First,,,53h,,,,,
477,57503,jack_van_charro,PC,53h,NR,,11153595,Completed,First,"January 15, 2019",,53h,,,,,
478,57503,Private,PC,53h,80%,,7303234,Completed,First,"October 19, 2018",,53h,,,,,
479,57503,vanin07,PC,53h,NR,,7517454,Completed,First,"November 24, 2018",,53h,,,,,
480,57503,xcx,PC,53h,NR,,7409570,Completed,First,"October 15, 2018",,53h,,,,,
481,57503,zolomohan,PC,53h,90%,,8383914,Completed,First,,,53h,,,,,
482,57503,Jacv,PC,53h 10m,70%,,7446761,Completed,First,"January 07, 2019",,53h 10m 54s,,,,,
483,57503,,Xbox One,53h 15m,NR,Only enough quests to get up to recommended main story quest levels,10833925,Completed,First,,,53h 15m 03s,,,,,
484,57503,,PC,53h 16m,NR,,11636614,Completed,First,,,53h 16m 11s,,,,,
485,57503,cptnez,Xbox One,53h 33m,NR,,9310485,Completed,First,"August 05, 2019",,53h 33m,,,,,
486,57503,,PC,53h 58m,NR,,7703920,Completed,First,,43h,53h 58m,,,,,
487,57503,FznRfq,PC,54h,90%,Difficulty level - Normal,11873642,Completed,First,"May 31, 2020",45h 42m 21s,54h 53s,,,,,
488,57503,liorfigman,PlayStation 4,54h 22m,80%,,8496590,Completed,First,"March 19, 2019",,54h 22m,,,,,
489,57503,,PC,54h 42m,NR,Too much grinding to level up,11696486,Completed,First,,42h 21m 35s,54h 42m 22s,,,,,
490,57503,,PlayStation 4,55h,NR,,7334760,Completed,First,,,55h,,,,,
491,57503,,PC,55h,NR,,7638066,Completed,First,,,55h,,,,,
492,57503,,PlayStation 4,55h,NR,,10962655,Completed,First,,,55h,,,,,
493,57503,Firebatz13,PC,55h,70%,,8873431,Completed,First,"May 27, 2019",,55h,,,,,
494,57503,GilJaysmith,PC,55h,100%,Totally cleaned the islands and most of the mainland. About a dozen side missions remaining.,7118427,Completed,First,"November 08, 2018",,55h,,,,,
495,57503,Skrimir,PC,55h,NR,,7578253,Completed,First,"December 01, 2018",,55h,,,,,
496,57503,ThatFinnGuy,PC,55h,NR,,8339324,Completed,First,"November 18, 2019",,55h,,,,,
497,57503,deddoman,PC,55h,80%,,8230146,Completed,First,"February 09, 2019",,55h,,,,,
498,57503,elpiop,PC,55h,NR,,11149655,Completed,First,,,55h,,,,,
499,57503,mattworthy,PlayStation 4,55h,100%,,8808162,Backlog Completed Retired,First,"October 16, 2018",40h,55h,80h,,60h /,,
500,57503,SuperJimbo64,PlayStation 4,55h 07m,NR,"Every Odyssey quest completed, character level 50, Mercenary Rank 1",11329893,Playing Completed,First,"April 16, 2020",41h 47m 05s,55h 07m 26s,,,55h 07m 26s /,,
501,57503,Serpentine_Cougar,PC,55h 13m,NR,,8034681,Completed,First,"January 13, 2019",,55h 13m 51s,,"Played on Project Stream, with 1 XP booster. Stopped after Family ending.",,,
502,57503,rakunel,PC,55h 20m,NR,,8705291,Completed,First,"May 02, 2019",,55h 20m,,,,,
503,57503,Alekseyix,PC,55h 25m,NR,,8571200,Completed,First,"January 10, 2019",,55h 25m,,,,,
504,57503,,PlayStation 4,55h 30m,NR,,7293536,Completed,First,,45h,55h 30m,,,,,
505,57503,Sampson,PlayStation 4,55h 31m,70%,"I'm counting 100% as the platinum, not literally 100% of all the extra filler garbage and side-quests.",11823208,Completed,First,"May 29, 2020",,55h 31m,71h 03m 21s,,,,
506,57503,Rysan,PlayStation 4,55h 46m,NR,,7303380,Completed,First,"October 22, 2018",,55h 46m,,,,,
507,57503,,PlayStation 4,56h,NR,,11141984,Completed,First,,,56h,,,,,
508,57503,Lazy_Bob1,PC,56h,80%,,10961274,Completed,First,"January 07, 2019",,56h,,,,,
509,57503,Scoosh,Xbox One,56h 19m,30%,,8384749,Completed,First,"March 01, 2019",,56h 19m 26s,,,,,
510,57503,,PlayStation 4,56h 42m,NR,,7384049,Completed,First,,,56h 42m,,,,,
511,57503,lichao,Xbox One,56h 51m,NR,,11559644,Completed,First,"April 25, 2020",,56h 51m 01s,,,,,
512,57503,Barch,PlayStation 4,56h 52m,NR,,7149076,Backlog Completed,First,"November 08, 2018",,56h 52m 21s,,,56h 52m 21s /,,
513,57503,Ali_0,PC,56h 58m,90%,,8132650,Completed,First,"February 06, 2019",,56h 58m 16s,,,,,
514,57503,,PC,57h,NR,,12036557,Completed,First,,36h,57h,,,,,
515,57503,yigitkoparan123,PC,57h,80%,,11630265,Completed,First,"May 02, 2020",,57h,,,,,
516,57503,DivineKataroshie,PlayStation 4,57h 20m,100%,,7380227,Completed,First,"November 20, 2018",,57h 20m 58s,,,,,
517,57503,gaymer,PC,57h 30m,NR,,10831133,Completed,First,"January 18, 2020",,57h 30m,,,,,
518,57503,someluke,Xbox One,57h 36m,100%,,7303491,Completed,First,"October 22, 2018",,57h 36m 26s,,,,,
