,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Personal Notes,Progress,Completionist,Speedrun,100% Speedrun,Retired Notes
695,9859,Psychometric,PC,45h,NR,,821283,Completed,First,45h,,,,,,,,
696,9859,bogmire,,45h,NR,,422471,Completed,First,45h,"September 22, 2013",75h,,,200h,,,
697,9859,drigs,PC,45h,90%,,5566597,Completed,First,45h,"October 30, 2016",93h 44m,,,,,,
698,9859,dunhili,PC,45h,NR,,3531458,Completed,First,45h,,,,,,,,
699,9859,jonathan123234,PC,45h,NR,,4593942,Completed,First,45h,"June 19, 2017",,,,,,,
700,9859,rightousclay,Xbox 360,45h,NR,,116545,Completed,First,45h,"November 18, 2012",,,,,,,
701,9859,slicknick98,PlayStation 3,45h,NR,,4712364,Completed,Replay,45h,"July 07, 2017",100h,,,200h,,,
702,9859,xJavontax,Xbox 360,45h,NR,,565077,Completed,First,45h,,,,,,,,
703,9859,runerunicmurphy,PC,45h 21m,100%,,3904382,Completed,First,45h 21m,,,,,,,,
704,9859,,PlayStation 4,45h 31m,NR,On hardest difficulty,8716348,Completed,First,45h 31m 13s,,,,,,,,
705,9859,,PlayStation 4,45h 53m,NR,,5734503,Completed,First,45h 53m 22s,,120h 53m 25s,,,234h 22m 33s,,,
706,9859,Skygreymon,PlayStation 3,45h 54m,NR,Depends what class you chose and skills.,1285422,Playing Completed,Replay,45h 54m,"April 08, 2015",205h,,109h 30m /,210h 20m,,,
707,9859,,PlayStation 4,46h,NR,,7447757,Completed,First,46h,,,,,,,,
708,9859,Informal,PC,46h,NR,,6509049,Completed,First,46h,,,,,,,,
709,9859,ageha,PlayStation 3,47h 28m,80%,Main Story and a few sidequests,5117,Completed,First,47h 28m,,,,,,,,
710,9859,SaviourSorrow,PlayStation 3,47h 31m,NR,,5211906,Completed,First,47h 31m,,,,,,,,
711,9859,,Xbox 360,48h,NR,,295418,Completed,First,48h,,,,,,,,
712,9859,,PC,48h,NR,,3568787,Completed,First,48h,,215h,,,418h,,,
713,9859,HeroinBaby,PC,48h,NR,,6159908,Completed,First,48h,"April 22, 2018",120h,,,240h,,,
714,9859,marnomaleux,PC,48h,NR,,11165548,Completed,Replay,48h,"March 16, 2020",,,,400h,,,
715,9859,Runey5,PC,48h 48m,NR,,156423,Completed,First,48h 48m 56s,"January 05, 2012",,,,,,,
716,9859,BadAstronaut,PC,49h,NR,,879133,Completed,First,49h,"January 15, 2012",,,,,,,
717,9859,,PC,50h,NR,,574525,Completed,Replay,50h,,150h,,,350h,,,
718,9859,,PlayStation 3,50h,NR,,740693,Completed,First,50h,,,,,,,,
719,9859,,PlayStation 3,50h,NR,,2719466,Completed,First,50h,,300h,,,500h,,,
720,9859,,PC,50h,NR,,3519176,Completed,First,50h,,,,,500h,,,
721,9859,,PC,50h,NR,,3668503,Completed,First,50h,,100h,,,,,,
722,9859,,Xbox 360,50h,NR,,4662316,Completed,Replay,50h,,200h,,,,,,
723,9859,,PC,50h,NR,,6179428,Completed,First,50h,,100h,,,400h,,,
724,9859,Angela812PL,PC,50h,NR,,11296620,Completed,First,50h,"March 30, 2020",,,,,,,
725,9859,Ascotillion,PC,50h,NR,,340464,Completed,First,50h,"March 08, 2013",120h,,,,,,
726,9859,FerousFolly,Xbox 360,50h,80%,,8481021,Completed,First,50h,"October 10, 2014",,,,,,,
727,9859,Gizmo,PC,50h,NR,,965191,Completed,First,50h,,180h,,,,,,
728,9859,LeyendaV,PC,50h,100%,,955621,Completed,First,50h,,60h,,,,,,
729,9859,Lizak3,PC,50h,100%,,2723421,Completed,First,50h,"October 15, 2015",110h,,,310h,,,
730,9859,Nichiro,PC,50h,100%,,3478688,Completed,Replay,50h,"August 26, 2014",,,,256h,,,
731,9859,Petrusevski14,PC,50h,100%,,8959242,Completed,First,50h,2017,,,,,,,
732,9859,Razorback,PC,50h,90%,,1230998,Completed,First,50h,"October 06, 2014",200h,,,,,,
733,9859,Shadax,PC,50h,NR,,1027561,Completed,First,50h,"November 17, 2014",100h,,,,,,
734,9859,UrAboveAvgGamer,Nintendo Switch,50h,NR,,9543447,Replay Completed,Replay,50h,"September 06, 2019",200h,,300h /,500h,,,
735,9859,arames123,PC,50h,NR,,3274174,Completed,First,50h,"July 30, 2016",,,,,,,
736,9859,collarstothewind,PC,50h,NR,,3327090,Completed,First,50h,"August 14, 2016",,,,,,,
737,9859,Private,PC,50h,NR,,835497,Completed,First,50h,"January 17, 2012",160h,,,800h,,,
738,9859,gayluke,PC,50h,NR,,154981,Playing Completed,First,50h,"July 20, 2012",,,,,,,
739,9859,Private,PC,50h,NR,,11135680,Completed,First,50h,"March 11, 2020",100h,,,,,,
740,9859,repulsionslayer,PlayStation 3,50h,90%,,955873,Completed,First,50h,"September 28, 2014",86h,,,,,,
741,9859,username235,PC,50h,100%,,579109,Backlog Replay Completed,First,50h,,150h,,82h /,1000h,,,
742,9859,,PC,50h 12m,NR,,350559,Completed,First,50h 12m 34s,,,,,,,,
743,9859,,PC,50h 15m,NR,,11583796,Completed,First,50h 15m 12s,,,,,,,,
744,9859,BestSinceDayO134,Xbox 360,50h 16m,90%,,10942580,Completed,First,50h 16m 22s,"April 09, 2016",,,,,,,
745,9859,,Xbox 360,50h 24m,NR,,655795,Completed,Replay,50h 24m 10s,,175h 25m 05s,,,,,,
746,9859,pascaldulieu,PC,50h 31m,NR,,1893287,Completed,First,50h 31m,,,,,,,,
747,9859,,PC,51h,NR,,11175632,Completed,First,51h,,,,,,,,
748,9859,Alicenko,PC,51h,NR,,4359291,Completed,First,51h,"April 26, 2017",,,,,,,
749,9859,,PlayStation 3,51h 06m,NR,,2529981,Completed,First,51h 06m 43s,,67h 23m 10s,,,75h 34m 02s,,,
750,9859,ESKI514,PC,51h 13m,NR,,11401143,Completed,Replay,51h 13m 58s,"April 09, 2020",,"Exact time taken from save file counter after finishing the Dragonslayer quest, returning to Skyrim, and listening to the dragons. Used a guide to find out any info I needed to meet the scenario requirements I generated for my playthrough. Beaten on lowest difficulty",,,,,
751,9859,Private,PC,51h 33m,NR,,1915779,Completed,First,51h 33m 07s,,,,,,,,
752,9859,blitzfire,PC,53h,70%,,8826265,Completed,First,53h,,,,,,,,
753,9859,Private,PC,53h 14m,NR,,3221990,Completed,First,53h 14m,"July 12, 2016",68h 53m,,,70h 38m,,,
754,9859,seant4427,PC,53h 24m,NR,,29432,Completed,First,53h 24m,"December 29, 2014",,,,,,,
755,9859,,PC,54h,NR,,5396144,Completed,First,54h,,126h,,,224h,,,
756,9859,Bulb,Nintendo Switch,55h,100%,,8525400,Completed,Replay,55h,,,,,,,,
757,9859,HaraldB,PC,55h,NR,,856170,Completed,First,55h,"April 15, 2014",,,,,,,
758,9859,mvdev,PC,55h,90%,Main quest + some side quests and some crafting. Level 32 Destruction Mage.,1229056,Completed,First,55h,"March 02, 2015",,,,,,,
759,9859,FrahoShoujo,PC,55h 12m,NR,Main questline complete; Lv. 47,4626932,Completed,First,55h 12m 47s,"July 08, 2017",,,,,,,
760,9859,Nokitch,PlayStation 3,57h,NR,Completed long ago. Time completed is from memory.,331162,Completed,Replay,57h,2012,,,,,,,
761,9859,milktea_tv,PC,57h,NR,,11821555,Completed,First,57h,,,,,,,,
762,9859,gezegond,PC,57h 55m,NR,Main story + A few side quests.,5158209,Completed,Replay,57h 55m,"October 09, 2017",,,,,,,
763,9859,TrueTanium,PC,58h 38m,70%,,3897563,Completed,First,58h 38m 39s,"January 10, 2017",,,,,,,
764,9859,Lazer77,PC,59h,100%,,215239,Completed,First,59h,"December 29, 2012",,,,,,,
765,9859,Milanmano,PC,59h 06m,NR,/wo Dragonborn dlc,1999218,Completed,First,59h 06m,,,,,,,,
766,9859,,PC,59h 53m,NR,,6916078,Completed,Replay,59h 53m 29s,,,,,,,,
767,9859,Mystiia,PC,59h 58m,80%,,6042303,Completed,Replay,59h 58m 09s,"March 26, 2018",,"Defeating Alduin Part of main story only, no civil war or DLC's",,,,,
768,9859,,PC,60h,NR,,5839333,Completed,First,60h,,,,,,,,
769,9859,AarikS,PC,60h,100%,,7689851,Completed Retired,First,60h,"December 10, 2016",130h,,,,,,
770,9859,Blade_Runner_07,Xbox 360,60h,100%,,7096153,Completed,First,60h,"September 21, 2018",180h,,,216h,,,
771,9859,NicolasT,PlayStation 3,60h,NR,,8576825,Completed,First,60h,"April 07, 2019",,,,,,,
772,9859,YamItheonly1,Xbox 360,60h,NR,,1251372,Playing Replay Completed,Replay,60h,"February 10, 2013",320h,,,,,,
773,9859,ieatbatteries7,PC,60h,100%,,4500015,Completed,First,60h,"May 30, 2017",100h,,,,,,
774,9859,javipege,Xbox 360,60h,NR,,4129002,Completed,First,60h,"March 01, 2017",115h,,,,,,
775,9859,juniorsordi,PlayStation 3,60h,NR,,1369707,Backlog Completed,First,60h,"August 17, 2014",,,60h /,,,,
776,9859,minyase,PC,60h,80%,,10796141,Completed,First,60h,"January 11, 2015",,,,,,,
777,9859,thunderhawk862002,PlayStation 3,60h,NR,,1400189,Completed,First,60h,,,,,,,,
778,9859,Private,Xbox 360,60h,NR,,806573,Completed Retired,First,60h,"January 18, 2015",,Want to do side quests,,,,,
779,9859,DancingDonuts,PC,61h 19m,NR,,9198175,Replay Completed,First,61h 19m,,124h 36m,,124h 36m /,,,,
780,9859,soulfuf,PC,61h 57m,NR,,6261697,Completed,First,61h 57m,,,,,,,,
781,9859,AneInFlames11,PC,62h,100%,IT'S NEVER ENDING,7266043,Completed,First,62h,"June 10, 2012",110h,Currently playing the Special Edition on PS4,,,,,
782,9859,Deaks,PC,63h,NR,,1219126,Playing Completed,Replay,63h,,,,102h /,,,,
783,9859,Private,PC,63h,100%,,1153761,Completed,First,63h,"January 09, 2012",,,,,,,
784,9859,,PlayStation 4,64h 24m,NR,,6041372,Completed,First,64h 24m,,214h 22m,,,444h 46m,,,
785,9859,,PC,65h,NR,,1015527,Completed,First,65h,,,,,,,,
786,9859,,PC,65h,NR,,4136995,Completed,First,65h,,,,,,,,
787,9859,Empyrea,PlayStation 3,66h,90%,,6317988,Completed,First,66h,"December 24, 2017",,,,,,,
788,9859,kaysow,PlayStation 3,66h 42m,NR,,1643364,Completed,First,66h 42m,,,,,,,,
789,9859,Jaa,PC,67h,NR,,10771201,Completed,First,67h,"January 30, 2015",,,,,,,
790,9859,ys45,,67h,90%,,418594,Completed,First,67h,"January 07, 2013",,,,,,,
791,9859,Private,Xbox 360,67h 14m,80%,,576604,Completed,First,67h 14m,,,,,,,,
792,9859,ghostrock,PC,67h 54m,50%,,10339293,Completed,First,67h 54m,"October 31, 2019",,,,,,,
793,9859,,PlayStation 4,70h,NR,,4807031,Completed,First,70h,,250h,,,587h,,,
794,9859,JoseSLD,PlayStation 3,70h,100%,,7840099,Custom List Completed,First,70h,"December 27, 2011",,,70h /,,,,
795,9859,Judasha,PC,70h,NR,,10636477,Replay Completed,Replay,70h,"February 10, 2014",115h,,374h /,374h,,,
796,9859,KamikotoGasai,PC,70h,70%,,3514640,Completed,First,70h,"October 12, 2016",,,,,,,
797,9859,Zxanthar98,PlayStation 3,70h,NR,,11548773,Completed,First,70h,"April 24, 2020",,,,,,,
798,9859,daftmue,,70h,NR,,416136,Completed,First,70h,,,,,,,,
799,9859,hunternero,PC,70h,NR,,3966319,Completed,First,70h,,,,,,,,
800,9859,,PlayStation 3,70h 52m,NR,,6510921,Completed,First,70h 52m 24s,,250h 48m 14s,,,541h 24m 33s,,,
801,9859,seb231,Xbox 360,71h 18m,NR,,3509735,Custom List Completed,First,71h 18m 47s,,,,71h 18m 47s /,,,,
802,9859,SilverBM,PC,72h,NR,,4673511,Playing Completed,First,72h,"July 29, 2015",600h,,556h /,750h,,,
803,9859,dcomarata,Xbox One,72h,80%,,8677510,Completed,First,72h,"April 26, 2019",,,,,,,
804,9859,Private,PC,72h,70%,,9227877,Completed,First,72h,"December 13, 2015",,,,,,,
805,9859,ESKI514,Xbox 360,72h 44m,NR,,5497904,Completed,First,72h 44m 27s,"December 21, 2017",,"Exact time taken from save file counter after finishing the Dragonslayer quest, returning to Skyrim, and listening to the dragons",,,,,
806,9859,,PC,74h 43m,NR,,774882,Completed,First,74h 43m 07s,,217h 15m 20s,,,249h 53m 54s,,,
807,9859,gurugt705,Xbox 360,74h 56m,NR,,260776,Completed,First,74h 56m 48s,"March 02, 2013",,,,,,,
808,9859,Jaryth000,PC,76h,NR,"Beat main story, got rank 100 in a few skills, main Dragon Bone armor. No DLC stuff done.",1163573,Completed,First,76h,"December 01, 2014",,Played with Mods on PC.,,,,,
809,9859,Private,PC,77h,NR,,7080456,Completed,First,77h,"January 22, 2016",,,,,,,
810,9859,Phantom1988,PC,77h,80%,,971042,Completed,First,77h,,,,,,,,
811,9859,pokemon4597,PlayStation 3,78h 15m,NR,,28610,Completed,First,78h 15m,"August 08, 2017",,,,,,,
812,9859,Private,PC,78h 20m,NR,,4814290,Completed,First,78h 20m,"August 01, 2013",260h 20m,,,,,,
813,9859,BaindR,PC,78h 50m,NR,,6197143,Completed,First,78h 50m,"May 02, 2018",,,,,,,
814,9859,Private,Nintendo Switch,80h,NR,,9137026,Completed,First,80h,"July 12, 2019",130h,,,,,,
815,9859,Assassin4535,PlayStation 3,80h,100%,,514791,Completed,First,80h,"December 11, 2012",110h,,,,,,
816,9859,CommanderLindel,PlayStation 4,80h,NR,,7731568,Completed,Replay,80h,"July 09, 2018",,,,,,,
817,9859,CommanderLindle,PlayStation 4,80h,NR,,7729133,Completed,Replay,80h,"December 12, 2018",200h,,,,,,
818,9859,Rikdyou,PC,80h,70%,,3150086,Completed,First,80h,,,,,,,,
819,9859,sonicbanjo,Xbox 360,80h,100%,,6516463,Completed,First,80h,,,,,,,,
820,9859,Private,Xbox 360,80h 25m,80%,,3178818,Completed Retired,Replay,80h 25m,,,,,,,,
821,9859,Private,PC,80h 54m,NR,,4407954,Completed,Replay,80h 54m,,,,,,,,
822,9859,Namaku64,PC,82h 11m,NR,,11250940,Replay Completed,Replay,82h 11m,"June 06, 2013",,,82h 11m /,,,,
823,9859,Papytendo,PC,85h,70%,,222699,Completed,First,85h,"August 27, 2013",,,,,,,
824,9859,,Nintendo Switch,90h,NR,,8014877,Completed,First,90h,,120h,,,200h,,,
825,9859,Merginator,Xbox 360,90h,90%,,462176,Completed,First,90h,"October 30, 2013",,,,,,,
826,9859,TheFaddey,PC,90h,NR,,11252196,Completed,First,90h,"November 28, 2014",,,,,,,
827,9859,deramirez92,PC,92h 20m,NR,,2100952,Completed,First,92h 20m,"January 17, 2017",,,,,,,
828,9859,Manuki,PC,93h,NR,,11654591,Completed,First,93h,"May 05, 2020",,,,,,,
829,9859,Private,PC,95h,NR,,7798502,Completed,First,95h,,,,,,,,
830,9859,andreZt,Xbox One,95h,NR,,10855951,Completed,Replay,95h,"January 21, 2020",,,,,,,
831,9859,cupofbeans,,95h,NR,,211921,Completed,First,95h,"December 23, 2012",,,,,,,
832,9859,emjayblaze,Xbox 360,95h,90%,,223192,Completed,First,95h,,,,,,,,
833,9859,Ranentaketon,PC,96h 28m,NR,,11615382,Completed,First,96h 28m,,,,,,,,
834,9859,,PlayStation 4,100h,NR,,3563188,Completed,First,100h,,200h,,,300h,,,
835,9859,,PlayStation 3,100h,NR,,8500404,Completed,First,100h,,150h,,,300h,,,
836,9859,Shiiroyasha,PC,100h,NR,,8888392,Completed,Replay,100h,"April 11, 2017",,,,,,,
837,9859,dangerous,Xbox 360,100h,NR,,884067,Completed,First,100h,"November 10, 2019",,,,,,,
838,9859,,PC,100h 05m,NR,,8882837,Completed,First,100h 05m,,195h 03m,,,200h 10m,,,
839,9859,Private,PC,102h,90%,,427630,Completed,First,102h,,,,,,,,
840,9859,,Xbox 360,102h 24m,NR,,295458,Completed,First,102h 24m,,,,,,,,
841,9859,filanke,PC,104h,NR,,7009571,Completed,First,104h,,,,,,,,
842,9859,Tompi,PC,107h 13m,80%,,1345607,Playing Completed,First,107h 13m,"November 10, 2014",,,120h 14m /,,,,
843,9859,Bluewhite,PC,107h 50m,90%,,7850215,Completed,First,107h 50m,"January 31, 2012",,,,,,,
844,9859,PapaStalin,PC,109h 38m,80%,,6670413,Completed,First,109h 38m 17s,,,,,,,,
845,9859,jimmypage,PC,110h,NR,,1125060,Completed,First,110h,"January 16, 2015",,,,,,,
846,9859,RAVEN_OF_WAR,PC,112h,NR,,6213727,Completed,First,112h,"September 22, 2013",,,,,,,
847,9859,smithrob610,PlayStation 3,116h,NR,,9037165,Completed,First,116h,,,,,,,,
848,9859,jamesbarlow1984,PlayStation 3,120h,90%,,485566,Backlog Completed,First,120h,,,,,,,,
849,9859,yellowsacred,Xbox 360,120h,NR,,3457498,Completed,First,120h,,,,,,,,
850,9859,,PC,120h 12m,NR,,9698010,Completed,First,120h 12m 35s,,,,,,,,
851,9859,Gandon,PC,121h,NR,,1100875,Completed,First,121h,,,,,,,,
852,9859,wicko,PC,121h,NR,Multiple playthroughs,565769,Completed,First,121h,,,,,,,,
853,9859,,PC,130h 30m,NR,,9063468,Completed,First,130h 30m,,567h 45m,,,1278h 22m,,,
854,9859,ICanHasMeows89,PlayStation 4,135h 58m,NR,,8760668,Playing Completed,First,135h 58m 25s,"May 12, 2019",,,9h 25m /,,,,
855,9859,WinNytHepOOh,PC,140h,90%,,548587,Completed,First,140h,,,,,350h,,,
856,9859,Jared80KA,PC,144h,NR,,8395176,Completed,First,144h,"March 03, 2019",,,,,,,
857,9859,Keychain,PC,150h,70%,,406285,Playing Completed,Replay,150h,,,,243h /,,,,
858,9859,Tantrys,PlayStation 3,150h,NR,,5670769,Completed,First,150h,,,,,,,,
859,9859,alvarobn,PC,150h,NR,,10897492,Completed,Replay,150h,"January 23, 2019",350h,,,,,,
860,9859,firetreebear,PlayStation 3,152h,NR,,10863202,Completed,First,152h,"November 11, 2012",,,,,,,
861,9859,,PC,170h,NR,,4070543,Completed,First,170h,,500h,,,999h,,,
862,9859,,PC,177h,NR,,8132245,Completed,First,177h,,300h,,,800h,,,
863,9859,Chops,PC,192h,NR,,8490989,Completed,First,192h,"November 20, 2011",,,,,,,
864,9859,tjkk,PC,199h,NR,,7771150,Completed,First,199h,"December 18, 2012",,,,,,,
865,9859,Jesuspena111,PlayStation 3,203h 36m,NR,,5225566,Completed,Replay,203h 36m 48s,"October 27, 2017",,,,500h 53m 36s,,,
866,9859,bradgy,PC,204h 33m,100%,,4050975,Completed,First,204h 33m,"September 18, 2015",,,,,,,
867,9859,AbbaZaba23,,215h,100%,,302141,Completed,First,215h,"March 26, 2013",,,,,,,
868,9859,ArekkusuRin,PC,13h 41m,70%,,407364,Completed,First,,"September 12, 2013",13h 41m 22s,,,,,,
869,9859,,PlayStation 3,15h,NR,,3751647,Completed,First,,,15h,,,,,,
870,9859,Batman,PC,15h,100%,,319080,Completed,First,8h,"January 04, 2013",15h,Fantastic.,,,,,
871,9859,Private,PC,16h 36m,NR,,10981174,Completed,First,,,16h 36m,,,,,,
872,9859,AleBerro97,PC,18h 40m,80%,,283316,Completed,First,,,18h 40m,,,,,,
873,9859,,PC,20h,NR,,295377,Completed,First,,,20h,,,,,,
874,9859,,PlayStation 3,20h,NR,,295382,Completed,First,,,20h,,,,,,
875,9859,,Nintendo Switch,20h,NR,,6708896,Completed,First,8h 41m,,20h,,,,,,
876,9859,Akselmo,PC,20h,NR,,2452371,Replay Completed,First,,,20h,,369h 47m /,,,,
877,9859,KMoney,Xbox 360,20h 51m,90%,,5334,Completed,First,,"May 25, 2012",20h 51m 11s,,,,,,
878,9859,Kmh,PC,21h,NR,,9248127,Completed,First,12h,"July 29, 2019",21h,,,,,,
879,9859,Volvicgott,PC,22h 30m,NR,,10524612,Completed,First,,,22h 30m,,,,,,
880,9859,,Xbox 360,23h,NR,,3335169,Completed,Replay,8h 30m,,23h,,,,,,
881,9859,bakterja,PC,23h,90%,,685449,Completed,First,,"January 31, 2014",23h,,,,,,
882,9859,NinaNami2014,PlayStation 3,23h 02m,70%,,9703130,Completed,First,,"March 06, 2015",23h 02m,,,,,,
883,9859,Oniaku,PlayStation 3,23h 21m,100%,,726519,Completed,First,20h 59m 31s,"June 06, 2014",23h 21m 56s,"Completed Main Story, College of Winterhold, and Dark Brotherhood. Currently playing Dawnguard. Dragonborn next.",,,,,
884,9859,sweetride27,Xbox 360,23h 40m,80%,,649261,Playing Completed,First,11h 35m,"March 01, 2014",23h 40m,,,,,,
885,9859,,Xbox 360,24h 02m,NR,,608512,Completed,Replay,13h 08m 05s,,24h 02m 09s,,,34h 44m 05s,6h 45m 02s,,
886,9859,mymainmanmrkeys,PlayStation 3,25h,NR,,4356373,Completed,First,,,25h,,,,,,
887,9859,robbie3012,,26h,NR,,72240,Completed,First,,,26h,,,,,,
888,9859,Jeen0808,PC,26h 03m,70%,,759955,Completed,First,,"June 15, 2014",26h 03m,,,,,,
889,9859,Sothe,PC,27h,60%,ALL OF THE MODS,206148,Completed,Replay,,,27h,,,,,,
890,9859,combatwaffle,,27h 20m,90%,Main quest + Companions + Civil War,43917,Completed,First,,,27h 20m 20s,,,,,,
891,9859,Fokko,PC,28h,90%,,10328803,Completed,First,,"November 25, 2019",28h,,,,,,
892,9859,cmsweeney66,PC,28h,90%,,567035,Completed,Replay,,,28h,,,,,,
893,9859,goombalsded,PC,28h 04m,70%,,8954269,Completed,First,,,28h 04m,,,,,,
894,9859,AINC_96,PlayStation 3,28h 24m,90%,,75497,Completed,First,,,28h 24m 59s,,,,,,
895,9859,Tiberiuz,PC,28h 30m,NR,,168372,Completed,First,,"August 14, 2013",28h 30m,,,,,,
896,9859,xScaryKidx,PC,28h 34m,80%,,49732,Completed,First,,"July 29, 2012",28h 34m 38s,,,,,,
897,9859,,PC,29h,NR,,9464563,Completed,Replay,14h 10m,,29h,,,88h,,,
898,9859,,Nintendo Switch,29h 23m,NR,,6819558,Completed,First,,,29h 23m,,,,,,
899,9859,,PlayStation 3,29h 32m,NR,,388563,Completed,First,14h 54m 03s,,29h 32m 09s,just thought i'd post my times on completing the game just to say my time would be shorter but speed run cant be the same :S,,94h 15m 45s,10h 54m 03s,90h 15m 45s,
900,9859,Vapact,PlayStation 3,29h 36m,70%,"Slew Alduin, ended civil war and completed Companions main questline",1408956,Replay Completed,Replay,,"December 27, 2015",29h 36m 02s,,,,,,
901,9859,,PC,29h 43m,NR,,10744990,Completed,First,,,29h 43m 30s,,,,,,
902,9859,,PC,30h,NR,,6393835,Completed,First,,,30h,,,,,,
903,9859,FrizzleDizle,Xbox 360,30h,NR,,1081879,Completed,First,27h,,30h,,,,,,
904,9859,FunStorm,PC,30h,NR,,272197,Completed,First,,,30h,,,,,,
905,9859,GPU,PC,30h,NR,,4567160,Playing Replay Completed,Replay,15h,,30h,,1144h /,320h,,,
906,9859,LukeTheNoob,PC,30h,NR,,3018291,Completed,First,12h,,30h,,,200h,,,
907,9859,OwMySpleen,PC,30h,NR,,9160856,Completed,First,,"July 15, 2019",30h,,,,,,
908,9859,Rockpiraat,PC,30h,40%,,65012,Completed,First,,,30h,,,,,,
909,9859,Yenah,PC,30h,NR,,3277633,Completed,First,,"December 12, 2016",30h,,,,,,
910,9859,flyingtoaster99,PC,30h,NR,,1072905,Completed,First,25h,,30h,,,,,,
911,9859,realaY,PC,30h,NR,,1197340,Completed,First,20h,"December 29, 2014",30h,,,,,,
912,9859,mttssz,PC,30h 10m,NR,,4139166,Completed,First,11h,,30h 10m 05s,,,,,,
913,9859,,Xbox One,30h 15m,NR,,10351662,Completed,First,12h 59m 42s,,30h 15m 06s,,,37h 24m 53s,,,
914,9859,lmiyar,PlayStation 3,30h 20m,90%,easy difficulty. Completed college of winterhold quests and several others,174519,Completed,First,,"September 02, 2012",30h 20m,,,,,,
915,9859,Jukka,Nintendo Switch,30h 38m,80%,,11954813,Completed,First,,"June 05, 2020",30h 38m,,,,,,
916,9859,lackofselfcontrol,PlayStation 3,30h 57m,NR,,605189,Completed,First,,"January 31, 2014",30h 57m 54s,,,,,,
917,9859,Gametester1000,,31h,100%,,319580,Playing Replay Completed,Replay,30h,"August 01, 2011",31h,,,200h,25h,140h,
918,9859,Private,PC,31h,NR,,1429170,Completed,Replay,,,31h,,,,,,
919,9859,Wolf_7,Xbox 360,31h 29m,80%,,151499,Completed,First,,"July 16, 2012",31h 29m,,,,,,
920,9859,,PC,31h 45m,NR,,5582524,Completed,Replay,,,31h 45m 22s,,,,,,
921,9859,Hossam_Cloud69,PC,31h 50m,70%,,3989378,Completed,First,,,31h 50m,,,,,,
922,9859,,PC,32h,NR,,6034103,Completed,First,,,32h,,,,,,
923,9859,HybridTheory,PlayStation 3,32h,80%,,494327,Completed,First,,,32h,,,,,,
924,9859,TheAlquimista,PC,32h,NR,,267108,Completed,First,,"May 12, 2013",32h,,,,,,
925,9859,averyjbyrd,Nintendo Switch,32h,NR,,8379553,Completed,First,,"January 03, 2019",32h,,,,,,
926,9859,cipis96,PC,32h,NR,,4894146,Completed,First,,"August 11, 2017",32h,,,,,,
927,9859,username141,PlayStation 3,32h,40%,,10171882,Completed,First,16h,,32h,,,,,,
928,9859,,Xbox One,32h 07m,NR,,11669525,Completed,Replay,27h 26m 06s,,32h 07m 09s,,,39h 15m 45s,,,
929,9859,reapersrecoil,Xbox 360,32h 15m,NR,,159165,Completed,First,,"January 03, 2012",32h 15m,,,,,,
930,9859,SeraphGamer,Xbox 360,32h 25m,NR,,1780991,Completed,First,10h,"January 08, 2012",32h 25m,,,,,,
931,9859,Private,PlayStation 3,32h 30m,70%,,11032916,Completed,First,,,32h 30m,,,,,,
932,9859,,PC,33h,NR,,295434,Completed,First,,,33h,,,,,,
933,9859,Private,PC,33h,90%,,10838065,Completed,First,,,33h,,,,,,
934,9859,kyzation,PC,33h,NR,,80481,Completed,First,,,33h,,,,,,
935,9859,TrippleZero,PC,33h 09m,NR,,4955906,Completed,First,,,33h 09m 10s,,,,,,
936,9859,BSPBear,PlayStation 4,33h 31m,NR,Main Quest + Companions + Mages College + Civil War,11866941,Completed,Replay,,"May 29, 2020",33h 31m,,,,,,
937,9859,Miggins,PC,34h,NR,,10373149,Completed,Replay,,"June 25, 2019",34h,,,,,,
938,9859,memol,PC,34h,NR,,6981001,Completed,First,,"December 23, 2015",34h,,,,,,
939,9859,oppaisensei47,PC,34h,NR,,9392531,Completed,First,,"August 19, 2019",34h,,,,,,
940,9859,lx66,PlayStation 3,34h 30m,80%,,909323,Completed,Replay,,"August 24, 2014",34h 30m,,,,,,
941,9859,James,Xbox 360,34h 56m,100%,,159260,Completed,First,,"February 23, 2012",34h 56m 35s,"this game was fun to play through, loved the main storyline the most! I Also collected every deadric artifact, and have deadric and dragonbone/scale Armour",,,,,
942,9859,,PC,35h,NR,,11425767,Completed,First,17h 30m,,35h,,,200h,,,
943,9859,FayMoon,Xbox 360,35h,100%,,536105,Completed,First,25h,"April 30, 2013",35h,All Xbox 360 achievements unlocked (including DLC).,,88h,,,
944,9859,Satania,Nintendo Switch,35h,NR,,6815081,Playing Replay Completed,First,,"February 10, 2018",35h,,185h 37m /,,,,
945,9859,Private,PC,35h,80%,,6879806,Completed,Replay,,,35h,,,,,,
946,9859,captainmyron,PC,35h,NR,,3187794,Completed,First,,"July 07, 2016",35h,,,,,,
947,9859,rskogl2,Nintendo Switch,35h,90%,,8131800,Completed,First,,"October 04, 2019",35h,,,,,,
948,9859,Private,PC,35h 06m,90%,Main quest line plus a few side quests,57922,Completed,First,,"September 04, 2012",35h 06m,,,,,,
949,9859,JackHammer,PlayStation 3,35h 13m,NR,,24144,Completed,First,,,35h 13m,,,,,,
950,9859,Gruffman,PC,35h 30m,90%,,349324,Completed,First,,"April 23, 2013",35h 30m,,,,,,
