,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Completionist,Main+Extras,Progress,Personal Notes,Retired Notes,Speedrun
452,46453,firetreebear,Nintendo Switch,59h 58m,90%,,10946724,Completed,First,"March 17, 2020",59h 58m,,,,,,
453,46453,,Nintendo Switch,60h,NR,,9370593,Completed,First,,60h,,,,,,
454,46453,,Nintendo Switch,60h,NR,,9384733,Completed,Replay,,60h,145h,65h,,,,
455,46453,,Nintendo Switch,60h,NR,,9477359,Completed,First,,60h,220h,80h,,,,
456,46453,,Nintendo Switch,60h,NR,,9544879,Completed,First,,60h,185h,,,,,
457,46453,,Nintendo Switch,60h,NR,,9666527,Completed,First,,60h,,,,,,
458,46453,,Nintendo Switch,60h,NR,,10259793,Completed,Replay,,60h,250h,80h,,,,
459,46453,,Nintendo Switch,60h,NR,,10394985,Completed,First,,60h,120h,,,,,
460,46453,,Nintendo Switch,60h,NR,"All support convos, all routes, excluding all marriages",11232230,Completed,First,,60h,330h,80h,,,,
461,46453,,Nintendo Switch,60h,NR,,11289677,Completed,First,,60h,300h,100h,,,,
462,46453,,Nintendo Switch,60h,NR,,11789230,Completed,First,,60h,300h,80h,,,,
463,46453,CMAfighter,Nintendo Switch,60h,NR,,11374780,Completed,First,"April 07, 2020",60h,,,,,,
464,46453,Cooby,Nintendo Switch,60h,90%,,10302011,Completed,First,"October 23, 2019",60h,,131h 04m,,"Awesome game. I plan to do the four routes but right now I only have Golden Deer. I would like to record all my times here (planning on unlocking all support conversations too).
-Verdant Wind: October 23rd - 131:04.
-Crimson Flower: June 16th - 211:06",,
465,46453,EternalFalcon,Nintendo Switch,60h,90%,,10651990,Completed,First,"December 12, 2019",60h,,,,,,
466,46453,LinkcarioX,Nintendo Switch,60h,90%,Golden Deer + Blue Lions + Black Eagles (Edelgard) + Black Eagles (Church) + Supports + Professor Level A+ + Training,10739806,Completed,First,"December 31, 2019",60h,288h 40m,74h 30m,,,,
467,46453,Minotia,Nintendo Switch,60h,NR,,11142660,Completed,First,"March 12, 2020",60h,,,,,,
468,46453,Nixguy,Nintendo Switch,60h,NR,,10148938,Completed,First,"September 27, 2019",60h,,,,,,
469,46453,Robz8,Nintendo Switch,60h,NR,,10935023,Completed,First,"February 03, 2020",60h,,,,,,
470,46453,Rydia,Nintendo Switch,60h,NR,,10166878,Completed,First,,60h,,,,,,
471,46453,Snowblynd,Nintendo Switch,60h,NR,,11885738,Completed,First,"June 01, 2020",60h,132h,,,,,
472,46453,Private,Nintendo Switch,60h,NR,Black Eagles 1,10254828,Completed,First,"August 20, 2019",60h,,,,,,
473,46453,frenchbionicman,Nintendo Switch,60h,NR,"All four routes with paralogues and quests (Verdant wind, Azure moon and Crimson flower, hard mode)",10812073,Completed,First,"December 10, 2019",60h,340h,71h,,,,
474,46453,ipsalo,Nintendo Switch,60h,NR,Setting: Normal,11467892,Completed,First,"April 16, 2020",60h,,,,"Mainly cared about the story, difficulty was set to normal, so I didn't have to spend much time grinding.",,
475,46453,kalesalad,Nintendo Switch,60h,NR,,11098797,Completed,First,,60h,,,,,,
476,46453,sanaastoria,Nintendo Switch,60h,90%,,10335517,Completed,First,"September 28, 2019",60h,,85h,,,,
477,46453,wiu_,Nintendo Switch,60h,100%,,11330043,Playing Completed,First,,60h,,65h,,,,
478,46453,xtenipurix,Nintendo Switch,60h,NR,,10601558,Completed,First,"December 16, 2019",60h,,89h 59m,,,,
479,46453,mugiwarajm,Nintendo Switch,60h,NR,,9330696,Completed,First,"February 04, 2020",60h 01s,170h 34m,120h 56m,,,,
480,46453,DrakeMcHale,Nintendo Switch,60h 11m,NR,,9237601,Completed,First,"September 29, 2019",60h 11m,,,,,,
481,46453,Private,Nintendo Switch,60h 11m,100%,,9339468,Completed,First,"August 09, 2019",60h 11m,,,,,,
482,46453,,Nintendo Switch,60h 12m,NR,,11868482,Completed,First,,60h 12m,,,,,,
483,46453,eksratu,Nintendo Switch,60h 12m,NR,,9321181,Completed,Replay,"August 06, 2019",60h 12m,,,,,,
484,46453,,Nintendo Switch,60h 13m,NR,,10655340,Completed,First,,60h 13m 41s,,,,,,
485,46453,Hotcakes,Nintendo Switch,60h 17m,NR,,9305438,Completed,First,"September 08, 2019",60h 17m,,,,,,
486,46453,,Nintendo Switch,60h 24m,NR,,11593145,Completed,First,,60h 24m,,,,,,
487,46453,,Nintendo Switch,60h 30m,NR,,10369080,Completed,First,,60h 30m,,,,,,
488,46453,Gabish,Nintendo Switch,60h 32m,NR,Golden Deer path,9320737,Backlog Completed,First,"January 11, 2020",60h 32m,,,118h 26m /,,,
489,46453,Robiman26,Nintendo Switch,60h 32m,80%,"Golden Deer route, with lot of paralogues done",9472714,Completed,Replay,"August 29, 2019",60h 32m,,,,,,
490,46453,Private,Nintendo Switch,60h 33m,90%,,11488795,Completed,Replay,"May 16, 2020",60h 33m,,,,"This is my second run, this time on the Edelgard (Crimson Flower) route. I enjoyed the story and gameplay as much as, and, in some cases, more than my first playthrough of the Claude route. I did new game plus, and tried to balance the advantage it gave me by recruiting a large team and leveling them up together This panned out well until the leadup to the final stage, when I started falling behind the levels of opponents pretty badly and finally had to narrow things down to a tighter crew.",,
491,46453,OgMcBubbles,Nintendo Switch,60h 39m,100%,,9443398,Playing Completed,First,"August 26, 2019",60h 39m,,,106h 28m /,,,
492,46453,,Nintendo Switch,61h,NR,,10217855,Completed,First,,61h,,,,,,
493,46453,,Nintendo Switch,61h,NR,,11055379,Completed,First,,61h,170h,,,,,
494,46453,Nuke73,Nintendo Switch,61h,NR,,9358605,Completed,First,"August 04, 2019",61h,,,,,,
495,46453,aiross,Nintendo Switch,61h,NR,,9269994,Completed,First,"October 09, 2019",61h,,,,,,
496,46453,,Nintendo Switch,61h 26m,NR,,9357300,Completed,First,,61h 26m 38s,190h 54m 16s,78h 45m 09s,,,,
497,46453,Dusklow,Nintendo Switch,61h 47m,90%,"Black Eagles -> Golden Deer -> Blue Lions -> Silver Snow (90% Hard, 10% Normal) / Casual / All Quests / All Paralogues",10333685,Completed,First,"October 28, 2019",61h 47m,229h 19m,,,"Playtimes: Black Eagles (61:47), Golden Deer (60:59), Blue Lions (46:46), Silver Snow (60:67)
Most Supports.",,
498,46453,devin25,Nintendo Switch,61h 59m,100%,Golden Deer route. Hard mode,9270499,Custom List Completed,First,"November 05, 2019",61h 59m,,,9h 50m /,,,
499,46453,Aeron_ZX,Nintendo Switch,62h,NR,,10755209,Completed,Replay,"January 05, 2020",62h,,,,,,
500,46453,GamingAlno,Nintendo Switch,62h,NR,Black Eagles route,10557566,Playing Completed,First,"August 13, 2019",62h,,,,,,
501,46453,Nizondo,Nintendo Switch,62h 02m,70%,Golden Deer route,9673474,Completed,First,"September 13, 2019",62h 02m 17s,,,,,,
502,46453,Private,Nintendo Switch,62h 09m,NR,,11771016,Completed,First,,62h 09m,,,,,,
503,46453,LanHikari7,Nintendo Switch,62h 27m,80%,Blue Lion path,10795782,Completed,First,"January 23, 2020",62h 27m,,,,,,
504,46453,Petrov,Nintendo Switch,62h 52m,NR,,9233911,Completed,First,"August 22, 2019",62h 52m 47s,,,,,,
505,46453,Private,Nintendo Switch,62h 56m,100%,Golden Dear route.,11356412,Completed,First,"September 22, 2019",62h 56m,,,,,,
506,46453,LarxeneShadow,Nintendo Switch,63h,NR,,9395873,Completed,First,"August 19, 2019",63h,,,,,,
507,46453,,Nintendo Switch,63h 55m,NR,Golden Deer,11941951,Completed,First,,63h 55m,,,,,,
508,46453,Rimsen,Nintendo Switch,64h,NR,,9575702,Completed,First,"August 03, 2019",64h,,,,,,
509,46453,Robiman26,Nintendo Switch,64h 39m,80%,All route done,9341594,Completed,First,"August 10, 2019",64h 39m,228h 31m,,,,,
510,46453,Tamsmit,Nintendo Switch,64h 40m,NR,,11028807,Completed,First,"February 20, 2020",64h 40m,,,,,,
511,46453,,Nintendo Switch,65h,NR,,9541916,Completed,First,,65h,,,,,,
512,46453,,Nintendo Switch,65h,NR,,9547253,Completed,First,,65h,,,,,,
513,46453,,Nintendo Switch,65h,NR,,10666994,Completed,First,,65h,,95h,,,,
514,46453,Private,Nintendo Switch,65h,NR,,11209313,Completed,First,"March 21, 2020",65h,,,,,,
515,46453,Private,Nintendo Switch,65h,NR,Golden Deer House,10107430,Completed,First,,65h,,,,,,
516,46453,SeraphGamer,Nintendo Switch,65h,100%,,9571902,Completed,First,"August 29, 2019",65h,,75h,,,,
517,46453,Wholegrain_Pasta,Nintendo Switch,65h,100%,,11385889,Completed,First,,65h,,,,Blue lions,,
518,46453,ikana13,Nintendo Switch,65h,80%,,11611578,Backlog Completed,First,"August 22, 2019",65h,300h,,,,,
519,46453,scaasic,Nintendo Switch,65h,NR,Crimson Flower,10201130,Completed,First,,65h,,,,,,
520,46453,thedarkstark,Nintendo Switch,65h,90%,,11668030,Playing Replay Completed,First,"January 09, 2020",65h,,,,,,
521,46453,theend89,Nintendo Switch,65h,80%,,10770850,Completed,First,"January 07, 2020",65h,,,,,,
522,46453,,Nintendo Switch,65h 17m,NR,,9476138,Completed,First,,65h 17m,,,,,,
523,46453,,Nintendo Switch,65h 49m,NR,,9501122,Completed,First,,65h 49m,160h,80h,,,,
524,46453,Marloges,Nintendo Switch,66h,80%,"Of course did side quests but I felt the need to do so on hard mode, so I don't really consider them extra quests.",11127272,Completed,First,"April 28, 2020",66h,,,,Golden Deer Route on hard/classic mode. Chose Hilda as wife.,,
525,46453,SoundwaveAU,Nintendo Switch,66h,90%,,10658735,Completed,First,,66h,,,,,,
526,46453,,Nintendo Switch,66h 30m,NR,Crimson Flower,9397337,Completed,First,,66h 30m,,,,,,
527,46453,,Nintendo Switch,66h 41m,NR,Blue Lions + Paralogues,9310870,Completed,First,,66h 41m,,,,,,
528,46453,cooneymart,Nintendo Switch,67h,90%,,11267808,Playing Replay Completed,Replay,,67h,,68h,130h /,have completed both golden deer and black eagels routs,,
529,46453,Fern0n,Nintendo Switch,67h 13m,NR,Emperior line time,9335481,Completed,First,"August 09, 2019",67h 13m,,,,,,
530,46453,Private,Nintendo Switch,67h 18m,NR,,10736819,Completed,First,"March 01, 2020",67h 18m,,,,,,
531,46453,,Nintendo Switch,67h 42m,NR,,11320341,Completed,First,,67h 42m,275h 35m,120h 53m,,,,
532,46453,,Nintendo Switch,68h 25m,NR,,10893489,Completed,First,,68h 25m 42s,,,,,,
533,46453,Berusek,Nintendo Switch,69h 33m,NR,,10463970,Completed,First,"November 18, 2019",69h 33m 51s,,,,,,
534,46453,Gamefreak4,Nintendo Switch,69h 46m,100%,Crimson Flower Path - Hard + Classic Mode,9245062,Completed,First,"August 30, 2019",69h 46m,,,,,,
535,46453,,Nintendo Switch,70h,NR,,9673253,Completed,First,,70h,,,,,,
536,46453,,Nintendo Switch,70h,NR,,10810087,Completed,First,,70h,,,,,,
537,46453,,Nintendo Switch,70h,NR,,11871475,Completed,First,,70h,,,,,,
538,46453,,Nintendo Switch,70h,NR,,11984375,Completed,First,,70h,,,,,,
539,46453,Knot13,Nintendo Switch,70h,90%,,11115942,Completed,First,"March 08, 2020",70h,,,,,,
540,46453,Lariat,Nintendo Switch,70h,NR,,10337427,Playing Backlog Completed,First,"October 31, 2019",70h,,,,,,
541,46453,SirTJwolf,Nintendo Switch,70h,80%,Azure Moon,11493781,Custom List 2 Completed,First,2019,70h,,,,,,
542,46453,Tsubaki,Nintendo Switch,70h,100%,,9518280,Completed,First,,70h,,110h,,,,
543,46453,Twinkie,Nintendo Switch,70h,NR,,9523539,Playing Completed,First,"January 24, 2020",70h,,,,,,
544,46453,feverish87,Nintendo Switch,70h,NR,,9701740,Playing Backlog Replay Completed,First,"September 28, 2019",70h,,131h,131h 38m /,,,
545,46453,prince2phore,Nintendo Switch,70h,NR,,10265736,Completed,First,"October 18, 2019",70h,250h,,,,,
546,46453,sam1729,Nintendo Switch,70h,NR,,9562889,Completed,First,"September 08, 2019",70h,,,,,,
547,46453,traydor,Nintendo Switch,70h,NR,,11315672,Completed,First,,70h,,,,,,
548,46453,ulli0858,Nintendo Switch,70h,100%,all three houses,11234610,Completed,First,"March 24, 2020",70h,,315h,,,,
549,46453,yic17,Nintendo Switch,70h,90%,Black Eagles (both Edelgard route + Church route) + Blue Lions. All support unlocked except Claude.,9568500,Completed,First,"September 09, 2019",70h,,150h,,,,
550,46453,,Nintendo Switch,70h 28m,NR,,9516970,Completed,First,,70h 28m,,,,,,
551,46453,KoldGlaze,Nintendo Switch,70h 37m,100%,Blue Lions with paralogues and aux battles,10399353,Replay Completed,First,"November 10, 2019",70h 37m,,82h,,,,
552,46453,niemibryce,Nintendo Switch,71h,90%,,10275184,Completed,First,"October 19, 2019",71h,,,,Golden deer,,
553,46453,tensatensho,Nintendo Switch,72h,NR,,11689925,Completed,First,,72h,,,,,,
554,46453,gosusteele,Nintendo Switch,72h 24m,100%,Finished the route siding with Edelgard as Emperor for my first playthrough. Loved it! Wish it was as long as the others,9237751,Playing Completed,First,"August 04, 2019",72h 24m,,,,Love this game exactly what I wanted for the first FE entry on switch. Did my first play through siding with Edelgard at her branch and marrying her in the end.,,
555,46453,,Nintendo Switch,72h 28m,NR,,9505377,Completed,First,,72h 28m,,77h,,,,
556,46453,Private,Nintendo Switch,72h 36m,90%,,11284994,Completed,First,December 2019,72h 36m,,,,,,
557,46453,spectralzwolf,Nintendo Switch,73h 16m,100%,Black Eagles - took time to speak to all NPCs and do side quests,8951324,Completed,First,"September 27, 2019",73h 16m,,,,,,
558,46453,jazzyjazz,Nintendo Switch,73h 28m,NR,Dimitri’s campaign - married Dimitri/ all support maxed out,10803050,Completed,First,"January 12, 2020",73h 28m,,,,,,
559,46453,Maxxlle,Nintendo Switch,73h 40m,90%,,10974465,Completed,First,"September 20, 2019",73h 40m,,,,Blue Lions,,
560,46453,StardustIdiot,Nintendo Switch,74h 49m,90%,,9678642,Completed,First,"March 01, 2020",74h 49m,,,,,,
561,46453,ohenry93,Nintendo Switch,75h,NR,,10303971,Completed,First,,75h,,,,,,
562,46453,Private,Nintendo Switch,75h 12m,NR,first play golden deer,10994262,Completed,First,"February 15, 2020",75h 12m,,,,,,
563,46453,,Nintendo Switch,75h 23m,NR,,11439060,Completed,First,,75h 23m 08s,,,,,,
564,46453,iverdawg,Nintendo Switch,76h 36m,90%,,10321412,Completed,First,"October 29, 2019",76h 36m,,,,,,
565,46453,eYaYosei,Nintendo Switch,77h,NR,,10764436,Completed,First,"January 06, 2020",77h,,,,,,
566,46453,xdrogba,Nintendo Switch,77h,NR,,10238945,Completed,First,"October 12, 2019",77h,,,,,,
567,46453,,Nintendo Switch,77h 24m,NR,,11805718,Completed,First,,77h 24m 05s,,,,,,
568,46453,,Nintendo Switch,80h,NR,,10901098,Completed,First,,80h,,,,,,
569,46453,Blourghi,Nintendo Switch,80h,NR,,11447364,Completed,First,,80h,,,,,,
570,46453,LoveSweet,Nintendo Switch,80h,NR,Completed Blue Lions / Azure Moon Route,11700377,Playing Completed,First,,80h,,,,,,
571,46453,MrCannon22,Nintendo Switch,80h,NR,,11342463,Playing Completed,First,"April 04, 2020",80h,,100h,110h /,,,
572,46453,camobot,Nintendo Switch,80h,NR,,11459722,Completed,First,"April 16, 2020",80h,,,,,,
573,46453,,Nintendo Switch,80h 20m,NR,,9622787,Completed,First,,80h 20m,,,,,,
574,46453,,Nintendo Switch,80h 30m,NR,1 route only,11083216,Completed,First,,80h 30m,,,,,,
575,46453,SantiRod64,Nintendo Switch,81h,NR,"1st run, Black Eagles Crimson Flower",9453859,Completed,First,"October 25, 2019",81h,,,,,,
576,46453,,Nintendo Switch,81h 04m,NR,,9382100,Completed,First,,81h 04m,,,,,,
577,46453,Tod8,Nintendo Switch,82h 44m,NR,,10997316,Completed,First,"February 16, 2020",82h 44m,156h 32m,122h 06m,,,,
578,46453,,Nintendo Switch,85h,NR,,12032828,Completed,First,,85h,101h,100h,,,,
579,46453,Nvidius,Nintendo Switch,85h,NR,,11310650,Completed,Replay,"November 07, 2019",85h,,120h,,,,
580,46453,banards,Nintendo Switch,85h,NR,,9688679,Completed,First,"September 20, 2019",85h,,,,,,
581,46453,torchrandall,Nintendo Switch,86h,NR,,10302638,Completed,First,"October 25, 2019",86h,,,,,,
582,46453,Private,Nintendo Switch,86h 45m,NR,,10377324,Completed,First,"October 20, 2019",86h 45m,,,,,,
583,46453,,Nintendo Switch,88h,NR,,9541162,Completed,First,,88h,,,,,,
584,46453,,Nintendo Switch,88h 54m,NR,,10238475,Completed,First,,88h 54m,,,,,,
585,46453,electrophants,Nintendo Switch,88h 54m,NR,,10386840,Replay Completed,First,"October 12, 2019",88h 54m,,,96h /,,,
586,46453,LimpWristz,Nintendo Switch,90h,80%,,10919544,Completed,First,,90h,,,,,,
587,46453,Private,Nintendo Switch,90h,NR,,9310550,Completed,First,"February 09, 2020",90h,,,,,,
588,46453,EssThree,Nintendo Switch,90h 15m,NR,"CF + Azure Moon route Sept 14 - CF, AM + Verdant Wind Sept 26 278:38 hrs",9525109,Replay Completed,First,"September 04, 2019",90h 15m,,184h 53m,,,,
589,46453,ardhan,Nintendo Switch,90h 34m,90%,,12020526,Completed,First,March 2020,90h 34m,,,,,,
590,46453,PowerCoard,Nintendo Switch,93h 07m,100%,,9249547,Completed,First,"September 16, 2019",93h 07m,,,,"Difficulty: Normal
Mode: Casual
House: Golden Deer",,
591,46453,LazaroCruz,Nintendo Switch,94h,NR,First Play Through Black Eagles Route - about 94 Hours,11722762,Playing Completed,First,"June 10, 2020",94h,,,94h /,,,
592,46453,DevoidLazarus,Nintendo Switch,23h,NR,,9465204,Completed,First,,,,23h,,,,
593,46453,,Nintendo Switch,25h 18m,NR,,10839242,Completed,First,,,,25h 18m,,,,
594,46453,Galaron_Shuri,Nintendo Switch,26h 15m,100%,,11472670,Completed,Replay,,,,26h 15m,,,,
595,46453,SleepyGoron,Nintendo Switch,26h 54m,NR,,10960446,Completed,Replay,"February 01, 2020",,,26h 54m,,,,
596,46453,Vainer,Nintendo Switch,27h,NR,"Normal mode, all side quests",9278409,Completed,First,"July 30, 2019",,,27h,,,,
597,46453,Galaron_Shuri,Nintendo Switch,27h 38m,100%,,11472704,Completed,Replay,,,,27h 38m,,,,
598,46453,Devi,Nintendo Switch,28h,NR,,10350291,Completed,First,,,,28h,,,,
599,46453,,Nintendo Switch,28h 02m,NR,I did all of the main story line and also I did as many events as possible.,9261967,Completed,First,,,,28h 02m,,,,
600,46453,Hampopo,Nintendo Switch,28h 06m,100%,,10867823,Completed,First,"January 24, 2020",,,28h 06m,,,,
601,46453,,Nintendo Switch,28h 17m,NR,,9301429,Completed,First,,,,28h 17m,,,,
602,46453,pcm720,Nintendo Switch,28h 48m,NR,"Normal, Silver Snow route, Bernadetta",9383054,Completed,First,"March 07, 2020",,,28h 48m,,,,
603,46453,dagrum,Nintendo Switch,29h,100%,,9336525,Completed,Replay,"August 13, 2019",,,29h,,,,
604,46453,alexbeeeeeee,Nintendo Switch,29h 17m,100%,,9269461,Completed,First,"August 18, 2019",,,29h 17m,,black eagles playthrough,,
605,46453,katayasu,Nintendo Switch,29h 44m,NR,Black Eagles / Silver Snow. The most coolest game on the switch!,9235924,Completed,First,"August 09, 2019",,,29h 44m,,Silver Snow / Chapter 19,,
606,46453,,Nintendo Switch,30h,NR,,9491813,Completed,First,,,,30h,,,,
607,46453,,Nintendo Switch,30h,NR,,10200331,Completed,First,,,,30h,,,,
608,46453,Aliseyun,Nintendo Switch,30h,NR,,9279704,Completed,Replay,"August 01, 2019",,,30h,,,,
609,46453,HotChocolatee69,Nintendo Switch,30h,100%,,9249720,Completed,First,"July 28, 2019",25h,,30h,,,,
610,46453,HouseGames,Nintendo Switch,30h,80%,,9269224,Completed,First,"July 30, 2019",,,30h,,,,
611,46453,Matttske,Nintendo Switch,30h,100%,,9473841,Completed,Replay,"August 29, 2019",,,30h,,,,
612,46453,tmgm528,Nintendo Switch,30h,NR,,9696569,Playing Completed,First,September 2019,,,30h,,,,
613,46453,,Nintendo Switch,30h 54m,NR,,9543820,Completed,First,,,,30h 54m,,,,
614,46453,dagrum,Nintendo Switch,31h,90%,,9336521,Completed,Replay,"August 09, 2019",,,31h,,,,
615,46453,,Nintendo Switch,31h 10m,NR,,10829398,Completed,First,,,,31h 10m,,,,
616,46453,,Nintendo Switch,31h 50m,NR,,9269927,Completed,First,,,,31h 50m 08s,,,,
617,46453,RST43,Nintendo Switch,32h,90%,Black Eagles (Crimson Flower),10890502,Completed,First,,,,32h,,,,
618,46453,evandro_m_,Nintendo Switch,32h,NR,,10801572,Completed,First,"October 15, 2019",,,32h,,,,
619,46453,Robiman26,Nintendo Switch,32h 25m,NR,Normal Classic. Silver Snow. Byleth solo. Every character recruited to do all possible paralogues.,11823066,Completed,Replay,"May 24, 2020",,,32h 25m,,,,
620,46453,techskillz,Nintendo Switch,32h 43m,NR,,9318201,Completed,First,"August 07, 2019",,,32h 43m 07s,,,,
621,46453,Galaron_Shuri,Nintendo Switch,32h 44m,100%,,11472641,Completed,Replay,,,,32h 44m,,,,
622,46453,MurderCookie,Nintendo Switch,32h 51m,NR,,9250456,Completed,First,"July 29, 2019",,,32h 51m 34s,,,,
623,46453,CyDi,Nintendo Switch,33h,100%,Hard difficulty | 2nd playthrough,9307103,Completed,Replay,"August 05, 2019",,,33h,,,,
624,46453,bisks,Nintendo Switch,33h,80%,,10358006,Completed,First,"March 03, 2020",,,33h,,,,
625,46453,shadowbreakqr,Nintendo Switch,33h 21m,NR,,11072359,Completed,First,,,,33h 21m,,azure moon,,
626,46453,modaren,Nintendo Switch,33h 25m,NR,,9309236,Completed,First,"August 05, 2019",,82h 25m,33h 25m,,,,
627,46453,treyres,Nintendo Switch,33h 30m,80%,,9488180,Completed,First,"September 07, 2019",,,33h 30m,,,,
628,46453,,Nintendo Switch,34h,NR,,9317199,Completed,First,,,,34h,,,,
629,46453,Private,Nintendo Switch,34h,90%,,9295942,Completed,First,"August 02, 2019",,,34h,,"Did not talk as much as I should have, may have recruited more guys",,
630,46453,adrien914,Nintendo Switch,34h,NR,,9563314,Completed,First,"August 06, 2019",27h,,34h,,,,
631,46453,xtenipurix,Nintendo Switch,34h,NR,,10601566,Completed,Replay,"December 16, 2019",32h 30m,255h,34h 58s,,,,
632,46453,,Nintendo Switch,34h 04m,NR,,9261176,Completed,First,,,,34h 04m,,,,
633,46453,techskillz,Nintendo Switch,34h 07m,100%,Blue lions,9326333,Completed,Replay,"August 08, 2019",,,34h 07m,,Blue Lions,,
634,46453,Whitzy,Nintendo Switch,34h 15m,100%,"First playthrough. Black Eagle route Edelgard, Main story + all paralouges and sides quest Completes (Hard/Casual)",9350153,Completed,First,"August 11, 2019",,,34h 15m 39s,,"Route Edelgard + Side Missions + Paralouges all clears, (Hard/Casual)",,
635,46453,,Nintendo Switch,35h,NR,,9264217,Completed,First,,29h 50m,,35h,,,,
636,46453,,Nintendo Switch,35h,NR,,9314653,Completed,First,,,,35h,,,,
637,46453,Napole0nCK,Nintendo Switch,35h,NR,,9501495,Completed,First,"September 01, 2019",,,35h,,,,
638,46453,kiririril,Nintendo Switch,35h,NR,,9293609,Completed,First,"August 02, 2019",23h,,35h,,,,
639,46453,,Nintendo Switch,35h 09m,NR,,9282873,Completed,First,,,,35h 09m,,,,
640,46453,,Nintendo Switch,35h 15m,NR,,9249975,Completed,First,,,,35h 15m,,,,
641,46453,,Nintendo Switch,35h 22m,NR,,9270498,Completed,First,,,,35h 22m,,,,
642,46453,,Nintendo Switch,35h 30m,NR,Blue Lions Path,9276635,Completed,First,,,,35h 30m,,,,
643,46453,,Nintendo Switch,36h 04m,NR,,9691901,Completed,First,,,,36h 04m,,,,
644,46453,AlenaChen,Nintendo Switch,36h 15m,100%,"First playthrough | Blue Lions | Rushed a bit at the end, but did a lot of side-content",9228697,Completed,First,"July 31, 2019",,,36h 15m,,,,
645,46453,Lewdmajesco,Nintendo Switch,36h 28m,NR,"Golden deer, all side quests",9271086,Completed,First,"August 07, 2019",,,36h 28m,,,,
646,46453,PedAngle,Nintendo Switch,37h 09m,80%,"Hard classic, did all unlocked paralogue",9336519,Completed,Replay,"August 22, 2019",,,37h 09m,,"Black eagles (Crimson Flower)
Recruited Manuella, Ashe, Lysithea & Lorenz",,
647,46453,MrGangrene,Nintendo Switch,37h 17m,90%,,9315232,Completed,First,"August 07, 2019",,,37h 17m,,,,
648,46453,fukakinemuri,Nintendo Switch,37h 24m,NR,Golden Deer route,10419928,Completed,First,,,,37h 24m,,,,
649,46453,Galaron_Shuri,Nintendo Switch,37h 30m,100%,,11472658,Completed,Replay,,,,37h 30m,,,,
650,46453,TheHero,Nintendo Switch,37h 33m,100%,Did one story mode.,10191822,Completed,First,,,,37h 33m,,,,
651,46453,,Nintendo Switch,38h,NR,,9272589,Completed,First,,,,38h,,,,
652,46453,,Nintendo Switch,38h,NR,,9295945,Completed,First,,,,38h,,,,
653,46453,,Nintendo Switch,38h 05m,NR,Black Eagle route.,10856644,Completed,First,,,,38h 05m,,,,
654,46453,Thalaban,Nintendo Switch,38h 22m,90%,"Some extra battles, almost all side-quests.",9250976,Completed,First,"July 29, 2019",,,38h 22m 43s,,,,
655,46453,,Nintendo Switch,38h 30m,NR,,9386758,Completed,First,,,,38h 30m,,,,
656,46453,xtenipurix,Nintendo Switch,38h 31m,NR,,10601564,Completed,Replay,"December 16, 2019",36h 20m,,38h 31m,,,,
657,46453,akirivan,Nintendo Switch,38h 40m,NR,,9270822,Completed,First,"August 01, 2019",,,38h 40m,,,,
658,46453,daraan,Nintendo Switch,38h 57m,NR,,9440778,Completed,First,"August 23, 2019",,,38h 57m,,,,
659,46453,Guls,Nintendo Switch,39h,90%,,9502706,Completed,First,"August 31, 2019",,,39h,,,,
660,46453,,Nintendo Switch,39h 05m,NR,,9264337,Completed,First,,,,39h 05m,,,,
661,46453,Nicholas4Tech,Nintendo Switch,39h 39m,NR,,10233893,Completed,First,"August 06, 2019",,,39h 39m,,,,
662,46453,Gumb0,Nintendo Switch,39h 48m,NR,,11663421,Completed,First,"May 29, 2020",,,39h 48m 37s,,,,
663,46453,loonacy,Nintendo Switch,39h 54m,90%,,9660092,Completed,First,"September 15, 2019",,,39h 54m,,,,
664,46453,,Nintendo Switch,40h,NR,,9270012,Completed,First,,,,40h,,,,
665,46453,,Nintendo Switch,40h,NR,,9287096,Completed,First,,25h,,40h,,,,
666,46453,,Nintendo Switch,40h,NR,,9324777,Completed,Replay,,35h,130h,40h,,,,
667,46453,,Nintendo Switch,40h,NR,,9365582,Completed,First,,35h,,40h,,,,
668,46453,Private,Nintendo Switch,40h,NR,,11366893,Completed,First,,,,40h,,,,
669,46453,Sarten,Nintendo Switch,40h,NR,"Crimson flower route (Edelgard), a lot of time spent in the monastery",9360929,Completed,First,,,,40h,,,,
670,46453,Step537,Nintendo Switch,40h,80%,,9362958,Completed,First,"August 14, 2019",,,40h,,,,
671,46453,Tarrmu,Nintendo Switch,40h,90%,,9432124,Completed,First,"September 05, 2019",,,40h,,,,
672,46453,fishhunterjr,Nintendo Switch,40h,NR,,10989318,Playing Completed,First,"February 14, 2020",,,40h,,,,
673,46453,Private,Nintendo Switch,40h,NR,,11253523,Completed,First,"March 26, 2020",30h,,40h,,,,
674,46453,,Nintendo Switch,40h 20m,NR,,9321491,Completed,First,,,,40h 20m,,,,
675,46453,JayT22,Nintendo Switch,40h 20m,100%,"Blue lions- all support maxed for Byleth, all side battles but last 2 complete",10514262,Completed,First,"February 23, 2020",,,40h 20m,,,,
676,46453,,Nintendo Switch,40h 22m,NR,,9249985,Completed,First,,,,40h 22m,,,,
