,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Personal Notes,Completion,Main+Extras,Completionist,Speedrun,100% Speedrun,Progress,Retired Notes
256,57415,GasparroTamarro,PC,40h,NR,,11201530,Completed,First,40h,,,42h,,,,,
257,57415,Private,PlayStation 4,40h,NR,,8564780,Completed,First,40h,,"April 04, 2019",50h,90h,,,,
258,57415,NiKEL,PC,40h,90%,,8515554,Completed,First,40h,,"June 17, 2019",,,,,,
259,57415,Routsna,PC,40h,NR,Masterpiece,10779503,Completed,First,40h,,"January 03, 2020",60h,75h,,,,
260,57415,Superhans91,PlayStation 4,40h,NR,,8686034,Completed Retired,First,40h,,,45h,60h,,,,
261,57415,Private,PlayStation 4,40h,90%,,8498970,Custom List Completed,First,40h,,"April 20, 2019",60h,100h,,,100h /,
262,57415,rumsquad,PlayStation 4,40h,NR,,10969962,Completed,First,40h,,"January 31, 2020",,,,,,
263,57415,woojto,PlayStation 4,40h,90%,,8412979,Completed,First,40h,,"April 15, 2019",,,,,,
264,57415,,PC,40h 22m,NR,,8536807,Completed,First,40h 22m 14s,,,,,,,,
265,57415,sepharas,PlayStation 4,40h 49m,NR,,10303266,Completed,First,40h 49m 30s,,"April 18, 2019",,,,,,
266,57415,,PlayStation 4,41h,NR,,8570691,Completed,First,41h,,,,71h,,,,
267,57415,BananaPancake,PC,41h,NR,,8571425,Completed,First,41h,,"April 06, 2019",,,,,,
268,57415,Ideomotor,PC,42h,90%,,8612427,Completed,First,42h,,"April 03, 2019",,,,,,
269,57415,Leanest,PC,42h,80%,,10374813,Completed,First,42h,,"June 16, 2019",59h,,,,,
270,57415,nship,PC,42h,90%,,9057678,Completed,First,42h,,"March 29, 2019",,,,,,
271,57415,Max18090,Xbox One,42h 10m,90%,,8673167,Custom List Completed,First,42h 10m,,,,,,,,
272,57415,solairesflair,PlayStation 4,43h,NR,,8608964,Completed,First,43h,,"April 30, 2019",,,,,,
273,57415,Luyindula,PC,43h 12m,NR,,8524993,Completed,First,43h 12m,,"March 26, 2019",65h 12m,,,,,
274,57415,linkhimura,PC,44h 10m,100%,,11304282,Completed,First,44h 10m,,"March 31, 2020",,,,,,
275,57415,dwsn,Xbox One,44h 59m,NR,,8820700,Completed,First,44h 59m 56s,,"May 20, 2019",,,,,,
276,57415,,PC,45h,NR,,9129349,Completed,First,45h,,,,,,,,
277,57415,,PlayStation 4,45h,NR,,10693432,Completed,First,45h,,,,,,,,
278,57415,Private,PlayStation 4,45h,70%,,11597524,Completed,First,45h,,"May 08, 2020",,,,,,
279,57415,Gazpachete,PC,45h,NR,,11360807,Completed,First,45h,,"April 05, 2020",,,,,,
280,57415,cdietschrun,PlayStation 4,45h,NR,,10159901,Completed,First,45h,,"September 28, 2019",,,,,,
281,57415,Chops,PlayStation 4,46h 11m,NR,Platinum achieved. NG+3,8498982,Completed,First,46h 11m 36s,,"April 11, 2019",,69h 50m 26s,,,,
282,57415,Beelo,PC,47h,90%,,10538750,Completed,First,47h,,"March 30, 2019",,,,,,
283,57415,Tooggle01,PC,47h,NR,"Return of the Dragon End, almost all Side-Quests",11638485,Completed,First,47h,,"April 25, 2020",,,,,,
284,57415,zolebug,PlayStation 4,48h,NR,,10512591,Completed,First,48h,,"November 29, 2019",,,,,,
285,57415,crismenktv,PC,48h 15m,NR,Huge optional contect taken but not all,8830409,Completed,First,48h 15m 10s,,"May 22, 2019",,,,,,
286,57415,Invictus,PC,10h 04m,60%,,8505963,Completed,First,,,"March 23, 2019",10h 04m,,,,,
287,57415,,PC,11h,NR,,8535959,Completed,Replay,,,,11h,,,,,
288,57415,,PlayStation 4,12h 11m,NR,,8497122,Completed,First,10h 05m 11s,,,12h 11m 22s,,,,,
289,57415,T0hta,PC,13h 08m,80%,,11776266,Replay Completed,Replay,,,,13h 08m 37s,,,,,
290,57415,,PlayStation 4,13h 14m,NR,,8497690,Completed,First,10h 11m 33s,,,13h 14m 22s,,,,,
291,57415,,PC,14h,NR,,8709292,Completed,First,,,,14h,,,,,
292,57415,,PC,16h,NR,First Run with all items!,8628518,Completed,First,,,,16h,,,,,
293,57415,Snigglegros,PC,16h 44m,70%,,10806150,Completed,First,,I used easy mode,"January 13, 2020",16h 44m 58s,,,,,
294,57415,ocagnen,Xbox One,16h 46m,NR,,11343256,Replay Completed,Replay,,,"April 04, 2020",16h 46m,,,,,
295,57415,lukyfan,PC,17h,NR,"all bosses all areas, some sidequests",11850159,Replay Completed,Replay,,,"January 17, 2020",17h,,,,17h /,
296,57415,andreas0992,PC,17h 09m,NR,,11209564,Completed,First,,,"April 19, 2020",17h 09m 55s,,,,,
297,57415,Private,PC,18h,80%,,11907444,Completed,First,,,"June 05, 2020",18h,,,,,
298,57415,Private,PC,18h,100%,,8739922,Completed,First,,,"March 23, 2019",18h,42h,,,,
299,57415,,PC,18h 06m,NR,,9097701,Completed,Replay,,,,18h 06m 32s,,,,,
300,57415,Roman0703,PC,18h 08m,NR,"Purification Ending; Vitality 20, Attack Power 27, Gourd Seeds 9; Demon of Hatred cheesed, Owl killed in fair fight.",8640921,Replay Completed,Replay,,,"April 19, 2019",18h 08m,,,,,
301,57415,,PC,18h 43m,NR,,10390168,Completed,First,,,,18h 43m 35s,,,,,
302,57415,,PC,18h 57m,NR,,11519764,Completed,First,15h 15m,,,18h 57m,,,,,
303,57415,,PC,19h,NR,,8510282,Completed,First,,,,19h,,,,,
304,57415,FrizzleDizle,PC,20h,NR,,8551461,Completed,First,,,"March 31, 2019",20h,,,,,
305,57415,LeToothpick,PC,20h,90%,,8562597,Completed,First,17h,,"April 03, 2019",20h,,,,,
306,57415,,PC,20h 19m,NR,"Main Story, 1st end, no demon beat",9014320,Completed,First,,,,20h 19m 06s,,,,,
307,57415,,PC,21h,NR,,8775908,Completed,First,10h,,,21h,35h,,,,
308,57415,IkeClimbers,PC,21h,90%,,11593916,Completed,Replay,,,"April 26, 2020",21h,,,,,
309,57415,D4L41L4M4,PC,21h 24m,100%,,9286120,Completed,Replay,,,"April 07, 2019",21h 24m 04s,,,,,
310,57415,,PC,21h 25m,NR,,9040212,Completed,First,20h,,,21h 25m 03s,,,,,
311,57415,zeuswaffle19,PC,22h,100%,,8527248,Completed,First,,,"March 26, 2019",22h,,,,,
312,57415,,PC,22h 39m,NR,,8574024,Completed,First,,,,22h 39m 26s,,,,,
313,57415,,PC,23h,NR,,8517475,Completed,First,,,,23h,,,,,
314,57415,Xtremebob,PC,23h,NR,,10808427,Completed,First,20h,,"January 13, 2020",23h,,,,,
315,57415,,PC,23h 19m,NR,The main story with most of the prosthetic tools unlocked and most prayer beats got.,8621061,Completed,First,,,,23h 19m 58s,,,,,
316,57415,Vylkhin,PC,23h 26m,100%,,8668166,Completed,First,,,"April 29, 2019",23h 26m 36s,,,,,
317,57415,,PC,23h 30m,NR,,10679877,Completed,First,15h,,,23h 30m,,,,,
318,57415,Private,PC,23h 38m,90%,"January 27, 2020 - 100% | All Endings, Upgrades, Skills, Bosses, Side Quests, & Achievements",8489870,Custom List 2 Completed,First,,,"January 22, 2020",23h 38m,39h 48m,,,,
319,57415,,Xbox One,24h,NR,,11871082,Completed,First,15h,,,24h,45h,,,,
320,57415,SammySJ,PC,24h,100%,,8519206,Completed,First,,"Got most items and prosthetics, killed every boss possible using the ending route I took.","March 25, 2019",24h,,,,,
321,57415,bobro2,PC,24h,80%,"All beads and memories, Dragon´s homecoming ending",11235092,Completed,Replay,,,"March 24, 2020",24h,,,,,
322,57415,aCeManning18,Xbox One,24h 13m,NR,,8534398,Completed,First,,,"March 28, 2019",24h 13m,,,,,
323,57415,tacticalcraptical,PC,24h 18m,90%,,10853830,Completed,Replay,,,"January 20, 2020",24h 18m,,,,,
324,57415,Necoris,PC,25h,NR,,8872831,Completed,First,,,"May 31, 2019",25h,44h,,,,
325,57415,efelatte,PC,25h,NR,,10988918,Completed,First,,,"February 14, 2020",25h,,,,,
326,57415,electronsonmars,PC,25h,NR,,8569344,Replay Completed,Replay,,,"April 12, 2020",25h,,,,25h /,
327,57415,ybbat,PC,25h,NR,,8689536,Completed,First,,,"April 01, 2019",25h,,,,,
328,57415,zelenyzidan,PlayStation 4,25h,90%,,8650033,Replay Completed,Replay,,,"May 09, 2019",25h,,,,,
329,57415,Shillk,PC,25h 44m,NR,,11751821,Completed,First,,,"May 16, 2020",25h 44m,,,,,
330,57415,,PC,26h,NR,,8515854,Completed,First,18h,,,26h,,,,,
331,57415,,PC,26h,NR,"All endings, mini bosses and bosses (multiple times) got all achievements at the end of NG+++.",8717587,Completed,First,15h,,,26h,50h,,,,
332,57415,Danflesh,PC,26h,NR,,10300186,Completed,First,,,"May 31, 2019",26h,,,,,
333,57415,acchoo,PC,26h,NR,,8686650,Completed,First,,,"April 29, 2019",26h,,,,,
334,57415,amazingmold46,PC,26h,90%,,11215090,Completed,First,,,"March 21, 2020",26h,,,,,
335,57415,ikari88,PlayStation 4,26h,90%,,8518854,Completed,First,,,"March 25, 2019",26h,,,,,
336,57415,final4ik,PC,26h 28m,NR,,8605085,Completed,First,,,"April 12, 2019",26h 28m 55s,,,,,
337,57415,,PlayStation 4,26h 30m,NR,,8985940,Completed,First,24h,,,26h 30m,,,,,
338,57415,UvaroviteKing,PlayStation 4,26h 30m,90%,,8542605,Completed,First,,,"March 29, 2019",26h 30m 04s,,,,,
339,57415,raytsh,PlayStation 4,26h 56m,NR,"NG+1, Purification ending",10783771,Completed,Replay,,,"April 28, 2019",26h 56m,,,,,
340,57415,,PC,27h,NR,,8543375,Completed,First,,,,27h,,,,,
341,57415,DaaMaadness,PlayStation 4,27h,NR,,8600161,Completed,First,,,"April 11, 2019",27h,,,,,
342,57415,JayTee,PC,27h,NR,,8962143,Completed,First,,,"April 07, 2019",27h,,,,,
343,57415,Phio,PC,27h,90%,,10506259,Completed,First,,,"September 20, 2019",27h,,,,,
344,57415,Unfortunate,PC,27h,100%,,8607676,Completed,First,23h,,"April 03, 2019",27h,71h,,,,
345,57415,pukecloud,PC,27h,100%,,8596282,Completed,First,,,"April 10, 2019",27h,,,,,
346,57415,tertyyy,PC,27h,NR,,8521455,Completed,First,,,"March 25, 2019",27h,,,,,
347,57415,veeX,PC,27h,100%,,8540747,Completed,First,,,"March 29, 2019",27h,,,,,
348,57415,vullture,PC,27h,NR,,9642139,Completed,First,,,"September 14, 2019",27h,,,,,
349,57415,CornbreadNinja,PlayStation 4,27h 12m,NR,"Return ending, most prayer beads",8561105,Completed,First,,,"April 02, 2019",27h 12m 33s,,,,,
350,57415,modaren,PC,27h 20m,NR,,8525311,Completed,First,,,"March 26, 2019",27h 20m 46s,,,,,
351,57415,Private,PC,27h 56m,90%,,8605127,Completed,First,,,"April 12, 2019",27h 56m 26s,,,,,
352,57415,,PC,28h,NR,,8518353,Completed,First,,,,28h,,,,,
353,57415,,PC,28h,NR,,8543217,Completed,First,20h,,,28h,,,,,
354,57415,,PC,28h,NR,,8692510,Completed,First,24h,,,28h,50h,,,,
355,57415,ApePresident,PC,28h,NR,,8552322,Completed,First,23h,,"March 31, 2019",28h,50h,,,,
356,57415,bakablast,PC,28h,NR,,8678698,Completed,First,,,"April 27, 2019",28h,,,,,
357,57415,karkashan,PC,28h 04m,NR,,8518501,Completed,First,,,"March 24, 2019",28h 04m,,,,,
358,57415,Darthaegis,PC,28h 10m,90%,,8525188,Completed,First,,,"March 26, 2019",28h 10m,,,,,
359,57415,NeoJ,PC,28h 12m,90%,,8496767,Completed,First,,,"April 04, 2019",28h 12m,,,,,
360,57415,,PC,28h 14m,NR,,9060446,Completed,First,,,,28h 14m 03s,,,,,
361,57415,sapphirone,PC,28h 20m,NR,,8523013,Completed,First,,,"March 26, 2019",28h 20m,,,,,
362,57415,,PC,28h 30m,NR,,8519201,Completed,First,,,,28h 30m,,,,,
363,57415,,PlayStation 4,28h 42m,NR,,8738992,Completed,First,,,,28h 42m 11s,,,,,
364,57415,,PC,28h 47m,NR,,8561500,Completed,First,,,,28h 47m 06s,,,,,
365,57415,,PC,29h,NR,,8550976,Completed,First,,,,29h,,,,,
366,57415,,PC,29h,NR,,8555054,Completed,First,,,,29h,,,,,
367,57415,,PC,29h,NR,,8587633,Completed,First,,,,29h,,,,,
368,57415,,PC,29h,NR,,8592285,Completed,First,,,,29h,,,,,
369,57415,Private,PlayStation 4,29h,90%,,11656704,Completed,First,,,"April 30, 2020",29h,,,,,
370,57415,,PC,29h 14m,NR,,8897328,Completed,First,,,,29h 14m 52s,,,,,
371,57415,Kushary,PC,29h 19m,NR,,11883023,Completed,First,,,"May 28, 2020",29h 19m 03s,,,,,
372,57415,,PC,29h 30m,NR,,8555250,Completed,First,,,,29h 30m,,,,,
373,57415,Archfield,PC,29h 30m,80%,,8589933,Completed,First,,,"April 09, 2019",29h 30m,,,,,
374,57415,Kloptech,PC,29h 34m,100%,"""Immortal Severance"" ending",10619780,Completed,First,,,"December 19, 2019",29h 34m,,,,,
375,57415,ClarkDV,Xbox One,29h 38m,NR,All Prayer Beads and Bosses. Return ending.,8662444,Completed,First,,,"April 23, 2019",29h 38m 34s,,,,,
376,57415,TheBarbato,PlayStation 4,29h 54m,100%,"30/34 trophies. Got all endings, all prayer beads, and defeated every boss.",8582856,Completed,First,,,"April 10, 2019",29h 54m 09s,,,,,
377,57415,,PC,30h,NR,,8670750,Completed,First,20h,,,30h,,,,,
378,57415,,PC,30h,NR,,10720224,Completed,First,,,,30h,,,,,
379,57415,Private,PlayStation 4,30h,NR,,8669303,Completed,First,,,"April 24, 2019",30h,,,,,
380,57415,Delicious_Pancakes,PC,30h,60%,,8559047,Completed,First,,,,30h,,,,,
381,57415,Houdini64,PlayStation 4,30h,NR,,8645289,Completed,First,,,"April 17, 2019",30h,60h,,,,
382,57415,Insanitysoul_PC,PC,30h,NR,,8586423,Completed,First,,,"April 07, 2019",30h,,,,,
383,57415,Jetsfantasy,PC,30h,90%,,8527575,Completed,First,,,"March 25, 2019",30h,,,,,
384,57415,Predadors,PC,30h,NR,,11938559,Completed,First,,,"April 19, 2020",30h,,,,,
385,57415,Puni,PC,30h,NR,,10788632,Completed,First,,,"January 10, 2020",30h,,,,,
386,57415,RubberDuckMethod,PlayStation 4,30h,NR,,10944181,Completed,First,,,"February 06, 2020",30h,,,,,
387,57415,Shenyan,PlayStation 4,30h,100%,,11225965,Completed,First,,,,30h,,,,,
388,57415,Shima,PC,30h,80%,,10182715,Completed,First,20h,,,30h,62h,,,,
389,57415,SneppeYo,PlayStation 4,30h,80%,,10914125,Completed,First,25h,,"August 20, 2019",30h,,,,,
390,57415,bl4ckout,Linux,30h,NR,"Immortal Severance ending, all bosses/mini bosses available in this route.",8551314,Completed,First,,,"March 31, 2019",30h,,,,,
391,57415,ehoneycutt23,PC,30h,NR,,9397348,Completed,First,,,"August 20, 2019",30h,,,,,
392,57415,inuzumi,PlayStation 4,30h,NR,,8916326,Completed,Replay,25h,,,30h,67h,,,,
393,57415,zdecker,PlayStation 4,30h,NR,,8583118,Completed,First,,,"March 31, 2019",30h,,,,,
394,57415,,PC,30h 01m,NR,"Immortal Severance Ending, all possible quests, bosses, and collectibles done. (No Purification or Shura bosses)",8601469,Completed,First,,,,30h 01m 33s,,,,,
395,57415,Gilu,PC,30h 07m,NR,"All bosses, best ending",8562604,Completed,First,,,"April 03, 2019",30h 07m,,,,,
396,57415,Private,Xbox One,30h 17m,100%,,8688053,Completed,First,,4/29 - 5/10,"May 10, 2019",30h 17m,,,,,
397,57415,dagrum,PC,30h 22m,90%,,8497481,Completed,First,,,"March 25, 2019",30h 22m 23s,,,,,
398,57415,waveathon,PC,30h 23m,90%,,8563211,Completed,First,,,"April 04, 2019",30h 23m 53s,,,,,
399,57415,,PC,30h 25m,NR,"""Return"" Ending",8576834,Completed,First,,,,30h 25m,,,,,
400,57415,,Xbox One,30h 25m,NR,,8654282,Completed,First,,,,30h 25m 42s,,,,,
401,57415,,PC,30h 30m,NR,,8640551,Completed,First,,,,30h 30m,,,,,
402,57415,,PC,30h 30m,NR,,9442688,Completed,First,,,,30h 30m,,,,,
403,57415,Ezarus,PC,30h 30m,NR,,9442689,Completed,First,,,"August 24, 2019",30h 30m,,,,,
404,57415,,PlayStation 4,30h 30m,NR,,8471884,Completed,Replay,15h 25m 43s,,,30h 30m 15s,,,,,
405,57415,SirTalpa,PC,30h 34m,90%,Missed 1 Mini Boss and some Prayer Beads.,8746387,Completed,First,,,"March 30, 2019",30h 34m 42s,,,,,
406,57415,Ravagezx,PlayStation 4,30h 39m,NR,,8497502,Completed,First,,,"May 11, 2019",30h 39m 34s,,,,,
407,57415,,PC,30h 50m,NR,,8581636,Completed,First,25h 34m,,,30h 50m,,,,,
408,57415,,PC,31h,NR,,8589245,Completed,First,,,,31h,,,,,
409,57415,Kyeoh,PC,31h,90%,,10744255,Completed,First,,,"January 04, 2020",31h,,,,,
410,57415,Private,PlayStation 4,31h,NR,,10824914,Completed,First,,,"January 08, 2020",31h,,,,,
411,57415,basedDAVE,PlayStation 4,31h,NR,,10721983,Completed,First,,,"August 06, 2019",31h,,,,,
412,57415,bolatheball,PC,31h,NR,,9568471,Completed,First,21h,,"September 09, 2019",31h,67h,,,,
413,57415,mrdolfinn,PlayStation 4,31h,NR,,10626905,Completed,First,,,"December 15, 2019",31h,,,,,
414,57415,skualninja,PC,31h 08m,90%,,8545949,Completed,First,,,"March 29, 2019",31h 08m,,,,,
415,57415,Roosevelt,Xbox One,31h 10m,100%,,10757418,Completed,First,,,"January 22, 2020",31h 10m,,,,,
416,57415,,PC,31h 12m,NR,,8530788,Completed,First,,,,31h 12m,,,,,
417,57415,WhiteyWind,PC,31h 20m,100%,"Completed all endings, got the 40 prayer beads, got all the achievements.",11289327,Completed,First,14h 45m,"First playthrough: 14h 45m - Immortal Severance
Second playthrough: 21h 19m - Purification (NG+ 1)
Third playthrough: 24h 15m - Shura (NG+ 2)
Fourth playthrough: 31h 20m - Return (NG+ 3, farmed EXP for all skill achievement)
Each of them on the same savefile.","April 06, 2020",31h 20m,,,,,
418,57415,,PC,31h 21m,NR,Completed Main story and most hidden secret bosses on the Return Ending,8838067,Completed,First,,,,31h 21m,,,,,
419,57415,forrestguard,PC,31h 21m,NR,,10700394,Completed,First,,,"December 31, 2019",31h 21m 42s,,,,,
420,57415,ThroughTheIris56,PlayStation 4,31h 29m,NR,,8610199,Completed,First,,,"April 13, 2019",31h 29m,,,,,
421,57415,Private,PC,31h 35m,80%,Did most of the optional bosses and spent a lot of time exploring.,8501435,Completed,First,,,"April 06, 2019",31h 35m,,,,,
422,57415,,PC,31h 53m,NR,,8717515,Completed,First,,,,31h 53m,,,,,
423,57415,,PC,31h 53m,NR,,8717518,Completed,First,,,,31h 53m,,,,,
424,57415,,PlayStation 4,31h 54m,NR,,8521799,Completed,First,,,,31h 54m,,,,,
425,57415,VazorLaser,PlayStation 4,31h 54m,80%,,8502578,Completed,First,,,"March 29, 2019",31h 54m,,,,,
426,57415,,PC,32h,NR,,8660276,Completed,First,,,,32h,,,,,
427,57415,,PC,32h,NR,,11041938,Completed,First,,,,32h,,,,,
428,57415,SirStabalot,PC,32h,NR,,11127928,Completed,First,,,"March 10, 2020",32h,,,,,
429,57415,Zaondar,PC,32h,NR,,8610729,Completed,First,,,"April 13, 2019",32h,,,,,
430,57415,aviggo77,PC,32h,80%,,8574992,Completed,First,,,"April 05, 2019",32h,,,,,
431,57415,sackboy97,PC,32h,100%,,8715072,Completed,First,,,August 2019,32h,,,,,
432,57415,Private,PC,32h,100%,,8575166,Completed,First,28h,,"April 07, 2019",32h,41h,,,,
433,57415,JermaCompletions,PC,32h,NR,,8557053,Completed,First,,"youtu.be/1HgU-fFBlfQ 6:23 - 7:59:30
youtu.be/R10-1Clrr6Q 5:28 - 5:23:23
youtu.be/7mAnaCxSRTg 4:43 - 7:13:48
youtu.be/Kvusayd1Z-c 3:29 - 7:49:51
youtu.be/9xZmCjTWGz0 4:57 - 3:59:04 - 5:28:43","March 28, 2019",32h 36s,,,,,
434,57415,SirPenguinton,PlayStation 4,32h 03m,NR,,8630847,Completed,First,,,,32h 03m 16s,,,,,
435,57415,,PC,32h 10m,NR,,8686395,Completed,First,,,,32h 10m 10s,,,,,
436,57415,just_matos,PC,32h 12m,80%,,10370959,Completed,First,,,"May 12, 2020",32h 12m,,,,,
437,57415,liorfigman,PC,32h 16m,90%,,8668677,Completed,First,,,"April 18, 2019",32h 16m,,,,,
438,57415,thatpower,PC,32h 16m,90%,,11624413,Completed,First,,,"May 14, 2020",32h 16m 57s,,,,,
439,57415,narsilarg,PC,32h 19m,NR,,8602696,Completed,First,,,"April 12, 2019",32h 19m,,,,,
440,57415,,Xbox One,32h 23m,NR,,11669506,Completed,First,,,,32h 23m,,,,,
441,57415,,PC,32h 30m,NR,,8529370,Completed,First,,,,32h 30m,,,,,
442,57415,,PlayStation 4,32h 30m,NR,,8629374,Completed,First,,,,32h 30m,,,,,
443,57415,Eleoryth,PC,32h 30m,90%,,8562010,Completed,First,,,"April 03, 2019",32h 30m,,,,,
444,57415,,PlayStation 4,32h 30m,NR,,8659856,Completed,First,,,,32h 30m 58s,63h 38m 40s,,,,
445,57415,PsychoFox,PC,32h 41m,100%,Three main endings + most side-quests,8567361,Completed,First,,,"April 05, 2019",32h 41m,,,,,
446,57415,,PC,32h 42m,NR,,8543494,Completed,First,,,,32h 42m,,,,,
447,57415,iKilledTheBeast,PlayStation 4,32h 46m,NR,Shura ending; Vitality 16; Attack Power 8; Gourd Seeds 8,8612422,Completed,First,,,"April 13, 2019",32h 46m,,,,,
448,57415,,PlayStation 4,32h 50m,NR,,8750789,Completed,First,,,,32h 50m,48h,,,,
449,57415,,PC,33h,NR,everything i could find and do in 1 playthrough,8528823,Completed,First,,,,33h,,,,,
450,57415,,PC,33h,NR,,8570760,Completed,First,,,,33h,,,,,
451,57415,,PC,33h,NR,,8626887,Completed,First,,,,33h,,,,,
452,57415,Private,PC,33h,100%,Explored the world a lot and did side stuff.,11291264,Completed,First,,,"April 13, 2020",33h,,,,,
453,57415,PuffMama,PlayStation 4,33h,80%,,12026607,Completed,First,,,"June 21, 2020",33h,,,,,
454,57415,chkist,PC,33h,NR,,10925693,Completed,First,,,"February 02, 2020",33h,,,,,
455,57415,ifjeowjf,PC,33h,NR,,8544576,Completed,First,,,"March 30, 2019",33h,,,,,
456,57415,mysticdoug,PlayStation 4,33h,100%,,8571636,Completed,First,,,"March 30, 2019",33h,,,,,
457,57415,peroxy,PC,33h,NR,Purification ending,11357418,Completed,First,,,"April 05, 2020",33h,,,,,
458,57415,Private,PC,33h,80%,,10706509,Completed,First,,,,33h,,,,,
459,57415,Fehu666,PC,33h 01m,90%,,8546447,Completed,First,,,"March 30, 2019",33h 01m 41s,47h,,,,
460,57415,LEGOslayer,PC,33h 03m,100%,,8543524,Completed,First,,,"March 29, 2019",33h 03m 41s,,,,,
461,57415,Poppincaps,PlayStation 4,33h 09m,100%,,8524115,Custom List Completed,First,,,"April 05, 2019",33h 09m 07s,,,,,
462,57415,Br1novisk,PlayStation 4,33h 10m,100%,,8457086,Backlog Replay Completed,First,,"33h10m na primeira run, Immortal Severance Ending. (total playtime 33h10m, finalizado dia 06/06/19)
12h35m na segunda run, Dragon's Homecoming Ending. (total playtime 45h45m *mais 5h de sidequests e farms)
9h50m na terceira run, Purification Ending.(total playtime 60h54m16s, finalizado dia 21/01/20)
X na quarta run, Shura Ending. :(","June 06, 2019",33h 10m,57h 07m,,,60h 54m 16s /,
463,57415,tsmith18256,PC,33h 12m,100%,,8825695,Completed,First,,,"May 21, 2019",33h 12m,,,,,
464,57415,Private,PC,33h 13m,100%,,8511336,Playing Completed,First,,,"April 07, 2019",33h 13m 05s,,,,,
465,57415,VesperLlama,PC,33h 20m,100%,,8841853,Completed,First,,,"May 26, 2019",33h 20m,,,,,
466,57415,,PlayStation 4,33h 20m,NR,,8620818,Completed,First,28h 20m 01s,,,33h 20m 26s,,,,,
467,57415,,PC,33h 25m,NR,,11087327,Completed,First,,,,33h 25m,,,,,
468,57415,Genobyte,PC,33h 25m,NR,,8522137,Completed,First,,,"April 11, 2019",33h 25m,,,,,
469,57415,Darezzo,PlayStation 4,33h 29m,90%,,8490573,Completed,First,,,"April 12, 2019",33h 29m 53s,,,,,
470,57415,MrHands81,PC,33h 30m,90%,,8649982,Completed,First,,Normal ending,"April 19, 2019",33h 30m,,,,,
471,57415,Pikatxu,PC,33h 32m,80%,,10520535,Completed,First,,,,33h 32m,,,,,
472,57415,,PC,33h 45m,NR,I didn't a lot,8602422,Completed,First,,,,33h 45m 12s,,,,,
473,57415,,PC,33h 49m,NR,,8588938,Completed,First,,,,33h 49m 22s,,,,,
474,57415,Andeidara,PC,33h 56m,NR,,10707791,Completed,First,,,"December 31, 2019",33h 56m,,,,,
475,57415,,PC,34h,NR,,8530475,Completed,First,,,,34h,,,,,
476,57415,,PC,34h,NR,,8683693,Completed,First,28h,,,34h,67h,,,,
477,57415,,PlayStation 4,34h,NR,,8710897,Completed,First,,,,34h,,,,,
478,57415,,PlayStation 4,34h,NR,,8710899,Completed,First,,,,34h,,,,,
479,57415,,Xbox One,34h,NR,,11564417,Completed,First,,,,34h,,,,,
480,57415,Drikanis,PC,34h,NR,,8520985,Completed,First,,,"March 25, 2019",34h,,,,,
481,57415,RonbleBronble,PC,34h,80%,100% Achievement Completion - NG+3 No Kuro's Charm Run bloated this a bit,11231933,Completed,First,,,"March 30, 2020",34h,60h,,,,
482,57415,TakerThePhenom,PlayStation 4,34h,90%,,8672207,Completed,First,,,"April 25, 2019",34h,,,,,
483,57415,dietchet,PC,34h,80%,,10784843,Completed,First,,,"January 09, 2020",34h,,,,,
484,57415,henty,PC,34h,80%,Sekiro Achievement,11640744,Completed,First,,,,34h,,,,,
485,57415,Bluujj,PlayStation 4,34h,90%,,6926609,Completed,First,,,"May 07, 2019",34h 13s,44h 27m 04s,,,,
486,57415,Private,PlayStation 4,34h 06m,90%,,8538405,Completed,First,,,"April 23, 2019",34h 06m 38s,,,,,
487,57415,DarkForgotten,PC,34h 13m,90%,Ending: RETURN,8457592,Completed,First,,,"April 09, 2020",34h 13m 50s,,,,,
488,57415,Private,PlayStation 4,34h 21m,80%,,11278407,Completed,First,,,"March 28, 2020",34h 21m,,,,,
489,57415,harkalada,PC,34h 39m,100%,went for shura.,8498416,Completed,First,,,"March 31, 2019",34h 39m 29s,,,,,
490,57415,Zednek,PlayStation 4,34h 40m,90%,,8735051,Completed,First,,,"May 04, 2019",34h 40m 26s,,,,,
491,57415,d2gher,PC,34h 44m,70%,,11702975,Completed,First,,,"May 10, 2020",34h 44m 22s,,,,,
492,57415,ipivapan15,PC,34h 49m,NR,,10728751,Completed,First,,,"January 02, 2020",34h 49m 03s,,,,,
493,57415,thelastofus95,PC,34h 52m,NR,,10298210,Completed,First,,,"October 24, 2019",34h 52m 01s,,,,,
494,57415,,PlayStation 4,35h,NR,,8529711,Completed,First,,,,35h,,,,,
495,57415,,PC,35h,NR,,8545671,Completed,First,,,,35h,,,,,
496,57415,,PC,35h,NR,,8555720,Completed,First,,,,35h,75h,,,,
497,57415,,PC,35h,NR,,8584461,Completed,First,28h,,,35h,63h,,,,
498,57415,,PC,35h,NR,,8674688,Completed,First,25h,,,35h,65h,,,,
499,57415,Akatsuki200,PlayStation 4,35h,90%,,8789548,Custom List Completed,First,,,"May 16, 2019",35h,,,,,
500,57415,Breadmaker,PC,35h,100%,,8996411,Completed,First,,,"June 19, 2019",35h,,,,,
501,57415,Couyu,PC,35h,NR,,8688941,Replay Completed,First,,,,35h,,,,80h /,
502,57415,Datona96,PC,35h,NR,,10296112,Completed,First,,,"October 23, 2019",35h,,,,,
