,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Completionist,Main+Extras,Speedrun,Personal Notes,Progress,Retired Notes,Co-Op
457,57479,,PlayStation 4,8h,NR,,8174341,Completed,First,,8h,,16h,,,,,
458,57479,,PlayStation 4,8h,NR,,8223259,Completed,Replay,,8h,20h,10h,,,,,
459,57479,,PC,8h,NR,,8256663,Completed,First,,8h,,,,,,,
460,57479,,PC,8h,NR,Leon A,8314006,Completed,First,,8h,,,,,,,
461,57479,,PC,8h,NR,,8442609,Completed,First,,8h,30h,20h,,,,,
462,57479,,PC,8h,NR,,10932173,Completed,First,,8h,,,,,,,
463,57479,,PC,8h,NR,,10985182,Completed,First,,8h,,,,,,,
464,57479,,Xbox One,8h,NR,,11398307,Completed,First,,8h,,,,,,,
465,57479,,Xbox One,8h,NR,,11564428,Completed,First,,8h,,,2h 35m,,,,
466,57479,,PC,8h,NR,,11836625,Completed,First,,8h,,,,,,,
467,57479,2lee,PlayStation 4,8h,80%,,9346040,Completed,First,"March 08, 2019",8h,,,,,,,
468,57479,3pacalypse,PlayStation 4,8h,NR,,10491409,Completed,First,"November 26, 2019",8h,,,,,,,
469,57479,Asenita,PC,8h,90%,Standard Leon A,9362458,Replay Completed,Replay,,8h,,,1h 33m,,25h /,,
470,57479,Bliss03,PlayStation 4,8h,80%,,10727137,Completed,First,"December 15, 2019",8h,,,,,,,
471,57479,Colenolli,PC,8h,NR,,9093442,Completed,First,"February 06, 2019",8h,,,,,,,
472,57479,DR_BIG_Tasty59,PlayStation 4,8h,90%,,8120374,Completed,First,"January 29, 2019",8h,,,,,,,
473,57479,Drosophila,PC,8h,NR,,10783921,Completed,First,"January 09, 2020",8h,,,,,,,
474,57479,Ezarus,PlayStation 4,8h,NR,,10730165,Completed,First,"January 02, 2020",8h,,,,,,,
475,57479,Grayfox001,PlayStation 4,8h,NR,,11630916,Completed,First,"May 02, 2020",8h,,,,,,,
476,57479,HappySalesman,PC,8h,90%,,10636330,Completed,First,"December 23, 2019",8h,,,,"Leon, A",,,
477,57479,Jelikey,PlayStation 4,8h,100%,,10675110,Completed,First,"December 28, 2019",8h,,,,,,,
478,57479,Jms427,Xbox One,8h,NR,,10913316,Completed,First,"January 30, 2020",8h,,,,,,,
479,57479,Kapsfire,PC,8h,90%,"Leon's run A, in game time. Tip : don't waste your ammo killing every zombie you see.",11825297,Completed,First,"May 24, 2020",8h,,,,,,,
480,57479,Kideko,PC,8h,90%,,11226260,Completed,First,,8h,,15h,,,,,
481,57479,Loriano,PC,8h,NR,,8444641,Completed,First,"February 27, 2019",8h,,,,,,,
482,57479,Malynde,PC,8h,NR,,8163688,Completed,First,"January 30, 2019",8h,,,,,,,
483,57479,NicolasDSTR,PC,8h,100%,,10751661,Completed,First,"March 05, 2019",8h,,,,,,,
484,57479,Precise_Edge,PlayStation 4,8h,NR,,10604897,Completed,First,,8h,,,,,,,
485,57479,Private,PC,8h,90%,,8233570,Completed,First,"February 09, 2019",8h,,,,,,,
486,57479,Private,PlayStation 4,8h,NR,,9573984,Completed,First,,8h,,,,,,,
487,57479,Rydia,PlayStation 4,8h,NR,,10170029,Completed,First,,8h,,,,,,,
488,57479,SSnake98,PC,8h,NR,,8426567,Completed,First,"March 07, 2019",8h,,12h,,,,,
489,57479,The_Glass_House,PlayStation 4,8h,NR,,10950570,Completed,First,"January 28, 2020",8h,,,,,,,
490,57479,ThoRCX,PC,8h,80%,,8212793,Completed,First,"February 05, 2019",8h,,15h,,,,,
491,57479,Trogzor,PlayStation 4,8h,NR,Leon A,10899827,Playing Completed,First,,8h,,,,,13h 30m /,,
492,57479,Uncle_Kaz,PC,8h,NR,,8262111,Completed,First,"February 01, 2019",8h,,,,,,,
493,57479,Vassiscolja,PlayStation 4,8h,NR,,11833634,Completed,First,"May 25, 2020",8h,,14h,,,,,
494,57479,VicothC,PC,8h,NR,,11750592,Completed,First,"May 15, 2020",8h,,10h,,,,,
495,57479,Private,PlayStation 4,8h,90%,,10480014,Completed,First,"December 27, 2019",8h,,,,,,,
496,57479,Zeitgeist955,PlayStation 4,8h,NR,Both A campaign,11735129,Completed,First,"May 14, 2020",8h,,13h,,,,,
497,57479,Private,PlayStation 4,8h,NR,,10323450,Completed,First,"October 29, 2019",8h,,22h,,,,,
498,57479,ao311,PlayStation 4,8h,NR,,8889305,Completed,First,"December 10, 2019",8h,,,,,,,
499,57479,bakablast,PC,8h,NR,,8469038,Completed,First,,8h,,17h,,,,,
500,57479,benq3000,PC,8h,NR,,8512996,Completed,First,"March 23, 2019",8h,,11h 30m,,,,,
501,57479,bumblebaz,PlayStation 4,8h,NR,,11192623,Playing Replay Completed,Replay,"March 19, 2020",8h,,32h,,,,,
502,57479,bwoodling,PC,8h,NR,,10785967,Completed,First,"January 03, 2020",8h,,,,,,,
503,57479,cottboi,PlayStation 4,8h,90%,,8170154,Completed,First,,8h,,,,,,,
504,57479,cyberangel,PC,8h,80%,"Leon A, most collectibles",11366369,Completed,First,"April 05, 2020",8h,,,,,,,
505,57479,danhar1988,PlayStation 4,8h,80%,,8615594,Completed,First,,8h,,,,,,,
506,57479,eliasaj92,PC,8h,100%,,9089431,Completed,First,"December 28, 2019",8h,,,,,,,
507,57479,falcon92,PC,8h,80%,,8230035,Completed,First,"June 19, 2020",8h,,,,,,,
508,57479,Private,Xbox One,8h,NR,,11326516,Completed,First,"April 14, 2020",8h,,,,,,,
509,57479,gui_dsa,PC,8h,NR,,10629514,Completed,First,"December 21, 2019",8h,,,,,,,
510,57479,Private,PlayStation 4,8h,NR,Leon,10757601,Completed,First,"December 05, 2019",8h,,,,,,,
511,57479,kaz9399,PC,8h,80%,,11481608,Completed,First,"April 18, 2020",8h,,,,,,,
512,57479,kntheking,PlayStation 4,8h,NR,,8235203,Completed,First,"February 10, 2019",8h,,,,,,,
513,57479,l1ghtn1ngZA,PC,8h,NR,,9341777,Completed,First,"August 10, 2019",8h,,,,,,,
514,57479,leonkenedystan1,PlayStation 4,8h,100%,,10938335,Completed,First,"February 04, 2020",8h,,,,,,,
515,57479,lilipea,PC,8h,NR,,8854811,Completed,First,,8h,,,,,,,
516,57479,lonewanderer812,PlayStation 4,8h,90%,Leon A / Claire B,8117308,Completed,First,"February 08, 2019",8h,,13h,,,,,
517,57479,Private,PlayStation 4,8h,NR,,10903850,Completed,Replay,"January 28, 2020",8h,25h,15h,,,,,
518,57479,namcot,PlayStation 4,8h,90%,"Probably around 8 to 9 hours, couldn't trust in-game timer because I left the game paused and it messed up with my time.",10532210,Completed,First,"December 03, 2019",8h,,,,"Played for fun, no attention to Mr. Raccoon toys or any other collectibles, just went through the story and that's it.",,,
519,57479,rgash11,Xbox One,8h,NR,,8234753,Completed,First,"February 10, 2019",8h,,13h,,,,,
520,57479,sajmon213,PC,8h,NR,,9237406,Playing Completed,First,"July 26, 2019",8h,,,,,,,
521,57479,Private,PC,8h,NR,,10345153,Completed,First,"November 04, 2019",8h,,,,,,,
522,57479,varlope,PC,8h,90%,,11248642,Completed,First,"March 25, 2020",8h,,,,,,,
523,57479,wookiebot1138,PC,8h,NR,,10509720,Completed,First,"November 29, 2019",8h,,,,,,,
524,57479,MoFlow3D,PC,8h,90%,,8121752,Completed,First,"January 27, 2019",8h 16s,,,,,,,
525,57479,,PlayStation 4,8h,NR,,8139601,Completed,First,,8h 20s,23h 40s,11h 45m 20s,,,,,
526,57479,Private,PC,8h,100%,,10586490,Completed,First,"January 15, 2020",8h 37s,,,,,,,
527,57479,,PlayStation 4,8h,NR,,8190212,Completed,First,,8h 42s,,,,,,,
528,57479,KerfMerf,PlayStation 4,8h 01m,70%,Claire's scenario,8273717,Completed,First,"February 22, 2019",8h 01m 15s,,,,,,,
529,57479,DiegoT720,Xbox One,8h 01m,90%,gOOD,11428827,Completed,First,December 2019,8h 01m 21s,,,,,,,
530,57479,FlorinEmil32,PC,8h 01m,90%,,8414398,Completed,First,"March 06, 2019",8h 01m 44s,,,,,,,
531,57479,,PlayStation 4,8h 02m,NR,,8300210,Completed,First,,8h 02m 13s,,,,,,,
532,57479,,Xbox One,8h 02m,NR,,10676949,Completed,First,,8h 02m 15s,,,,,,,
533,57479,sroche,PlayStation 4,8h 02m,90%,Completed both play throughs,8160891,Completed,First,"February 21, 2019",8h 02m 18s,,18h 27m 25s,,,,,
534,57479,Private,PC,8h 04m,NR,Leon A - Standard - 31 Saves - Rank C - Most items found,10318354,Completed,First,"November 05, 2019",8h 04m 39s,,,,,,,
535,57479,juskulls,PC,8h 05m,NR,claire a,8607801,Completed,First,"April 13, 2019",8h 05m,,,,,,,
536,57479,,PlayStation 4,8h 07m,NR,Leon 1st run,8331350,Completed,First,,8h 07m,,,,,,,
537,57479,zodiko,PC,8h 07m,100%,,9472569,Completed,First,"August 28, 2019",8h 07m,,,,,,,
538,57479,DermoPower,PC,8h 08m,NR,"Leon 1st Run, Claire 2nd Run",8696075,Completed,First,"May 01, 2019",8h 08m,,13h 56m,,,,,
539,57479,barryburton,PlayStation 4,8h 08m,NR,,8170339,Completed,First,"January 31, 2019",8h 08m,,,,,,,
540,57479,kenakira,PC,8h 08m,NR,B,8558488,Completed,First,"April 02, 2019",8h 08m,,,,,,,
541,57479,grendel,PlayStation 4,8h 08m,100%,W Claire 2nd run,8195250,Backlog Completed,First,"February 03, 2019",8h 08m 25s,,12h 48m 26s,,,,,
542,57479,Breadmaker,PC,8h 09m,80%,,10632906,Completed,First,"December 22, 2019",8h 09m,,,,,,,
543,57479,DarkStallion,PC,8h 09m,NR,,8457548,Completed,First,"March 13, 2019",8h 09m,,,,,,,
544,57479,AugerHybrid,PC,8h 10m,NR,,11768030,Completed,First,"May 17, 2020",8h 10m,,,,,,,
545,57479,clow_eriol,PlayStation 4,8h 10m,NR,,10879914,Playing Completed,First,"January 25, 2020",8h 10m,,,,,,,
546,57479,fito_x3m,PC,8h 10m,NR,,8723204,Completed,First,"May 05, 2019",8h 10m,,,,,,,
547,57479,DIXIEKNORMOUS,PlayStation 4,8h 11m,90%,,10817132,Completed,First,"January 14, 2020",8h 11m,,,,,,,
548,57479,Sindaco,PlayStation 4,8h 11m,80%,,7871650,Completed,First,"January 30, 2019",8h 11m,,,,,,,
549,57479,willinus2,PC,8h 11m,NR,,10575752,Completed,First,"March 10, 2019",8h 11m,,12h 19m,,,,,
550,57479,OriginalTom,PlayStation 4,8h 11m,NR,,11836381,Completed,First,"May 26, 2020",8h 11m 55s,,,,,,,
551,57479,liorfigman,PC,8h 12m,90%,,8668690,Completed,First,"April 23, 2019",8h 12m,,,,,,,
552,57479,,PlayStation 4,8h 13m,NR,,8140754,Completed,First,,8h 13m,,,,,,,
553,57479,Hivemind,PlayStation 4,8h 13m,NR,,8140755,Completed,First,"January 27, 2019",8h 13m,,,,,,,
554,57479,rararakkombo,PC,8h 13m,80%,,11592339,Completed,First,"April 29, 2020",8h 13m,,,,,,,
555,57479,vevezo,PC,8h 13m,NR,,10527314,Completed,First,,8h 13m 50s,,,,,,,
556,57479,Mateusmaster,PC,8h 14m,NR,Main Story,8254572,Completed,First,"February 12, 2019",8h 14m,,,,,,,
557,57479,UncivilPlayer,PlayStation 4,8h 15m,NR,,8127379,Completed,Replay,"March 25, 2019",8h 15m,,10h 15m,,,,,
558,57479,jrsilva,Xbox One,8h 15m,NR,,10596357,Completed,First,"December 14, 2019",8h 15m,,,,Only a Leon campaign.,,,
559,57479,ThatWolfWizard,PlayStation 4,8h 15m,100%,,9104585,Completed,First,"March 06, 2019",8h 15m 05s,,16h 21m 44s,,,,,
560,57479,mooma,PlayStation 4,8h 15m,NR,,8255483,Completed,First,,8h 15m 20s,,,,,,,
561,57479,Private,PlayStation 4,8h 16m,NR,,10255937,Completed,First,,8h 16m,,12h 30m,,,,,
562,57479,Toxysmile,PC,8h 16m,NR,,10415736,Completed,First,"November 11, 2019",8h 16m 39s,,,,,,,
563,57479,,PlayStation 4,8h 16m,NR,Leon Assisted. All lockers opened.,10816061,Completed,First,,8h 16m 58s,,,,,,,
564,57479,,PlayStation 4,8h 17m,NR,,8823180,Completed,First,,8h 17m,,13h 30m,,,,,
565,57479,xLastSamuraix,PC,8h 17m,NR,,11901344,Completed,First,"June 06, 2020",8h 17m 09s,,,,,,,
566,57479,Beowulf94,PlayStation 4,8h 18m,90%,,10510749,Completed,First,"December 07, 2019",8h 18m,,,,,,,
567,57479,zhg,PC,8h 18m,NR,,9200014,Playing Replay Completed,First,"July 22, 2019",8h 18m,,13h,2h 09m,,24h /,,
568,57479,ArokLazarus,PlayStation 4,8h 18m,NR,,8940761,Playing Completed,First,"June 12, 2019",8h 18m 30s,,,,,21h /,,
569,57479,Chorlo,PlayStation 4,8h 19m,80%,Leon Part Only,10604065,Completed,First,"December 17, 2019",8h 19m 40s,,,,,,,
570,57479,Disintrsting,PC,8h 20m,NR,,11933330,Completed,First,"June 08, 2020",8h 20m,,,,,,,
571,57479,Gazry1,PlayStation 4,8h 20m,NR,,11626175,Completed,First,"May 08, 2020",8h 20m,,,,,,,
572,57479,Private,PlayStation 4,8h 20m,NR,,8462897,Backlog Replay Completed,Replay,"February 10, 2019",8h 20m,,,,,,,
573,57479,Jtyler12,PlayStation 4,8h 20m,NR,,9459930,Completed,First,"October 10, 2019",8h 20m,,,,,,,
574,57479,murdoc,Xbox One,8h 20m,NR,,10180391,Completed,First,"January 27, 2019",8h 20m,,,,,,,
575,57479,,PC,8h 20m,NR,"could finish it in under 7 hours easily, had to go back and fourth MULTIPLE times",11260558,Completed,First,,8h 20m 05s,,,,,,,
576,57479,Xeogred,PlayStation 4,8h 20m,NR,Claire B: Hardcore | 21 Saves | C | 6:58:28,8144856,Completed,First,"January 28, 2019",8h 20m 46s,,15h 18m,,,,,
577,57479,janther,PC,8h 21m,90%,,10833801,Completed,First,"January 17, 2020",8h 21m,,,,,,,
578,57479,Clavat,PC,8h 21m,NR,Leon S. Kennedy,8628519,Completed,First,"April 16, 2019",8h 21m 21s,,,,,,,
579,57479,jaimieditchfield5,Xbox One,8h 21m,NR,,10573723,Completed,First,"December 10, 2019",8h 21m 32s,,,,,,,
580,57479,,PC,8h 23m,NR,,11251553,Completed,First,,8h 23m,,,,,,,
581,57479,Blinknspark,PC,8h 23m,NR,Claire A,8139712,Completed,First,"January 27, 2019",8h 23m,,,,,,,
582,57479,DaaMaadness,PlayStation 4,8h 23m,NR,,8828433,Completed,First,"May 20, 2019",8h 23m 27s,,,,,,,
583,57479,Sealunar,Xbox One,8h 24m,NR,,9330401,Completed,First,"August 04, 2019",8h 24m,,,,,,,
584,57479,ZeroNine,PC,8h 24m,NR,,8122411,Completed,First,"April 22, 2019",8h 24m,,,,,,,
585,57479,,PlayStation 4,8h 25m,NR,,8132342,Completed,First,,8h 25m,,,,,,,
586,57479,M34TP4CK3R85,PlayStation 4,8h 28m,90%,,7105697,Completed,First,"March 02, 2019",8h 28m,,16h 24m,,,,,
587,57479,polltery,Xbox One,8h 29m,90%,Leon standard mode first run,8990562,Completed,First,"June 20, 2019",8h 29m,,,,,,,
588,57479,,PlayStation 4,8h 30m,NR,,9689195,Completed,First,,8h 30m,25h,12h 30m,,,,,
589,57479,,PC,8h 30m,NR,,11642775,Completed,First,,8h 30m,,,,,,,
590,57479,AlbertoOr17,PlayStation 4,8h 30m,NR,,11050534,Completed,First,"February 24, 2020",8h 30m,,,,,,,
591,57479,BroLuk,PC,8h 30m,NR,,11234011,Playing Completed,First,"May 29, 2020",8h 30m,40h 46m 56s,14h 05m,,,40h 46m 56s /,,
592,57479,Crytex,PC,8h 30m,NR,"Leon run blind, claire blind run (4u30)",8173467,Completed,First,"February 16, 2019",8h 30m,,,,,,,
593,57479,JNRois12,PC,8h 30m,NR,,10990395,Completed,First,"February 21, 2020",8h 30m,,,,,,,
594,57479,KawaiiGuy,Xbox One,8h 30m,NR,,10727207,Completed,First,,8h 30m,,,,,,,
595,57479,MarcosBellido,PC,8h 30m,NR,,9280431,Completed,First,"March 01, 2019",8h 30m,,,,,,,
596,57479,Wezzor,PC,8h 30m,NR,,8789240,Completed,First,"May 16, 2019",8h 30m,,,,,,,
597,57479,brandondelvalle,PlayStation 4,8h 30m,90%,,10583600,Completed,First,"January 28, 2019",8h 30m,,,,,,,
598,57479,cameront24,Xbox One,8h 30m,NR,Leon A Clair B,8621137,Completed,First,"April 25, 2019",8h 30m,,13h 30m,,,,,
599,57479,edutorello95,PlayStation 4,8h 30m,80%,,11308467,Completed,First,"December 29, 2019",8h 30m,,14h,,,,,
600,57479,esq373,PC,8h 30m,90%,Beat Leon A and Claire B. Time based on steam timer not in-game.,8140413,Completed,First,"January 27, 2019",8h 30m,,14h 30m,,,,,
601,57479,Private,PlayStation 4,8h 30m,80%,,8812398,Completed,First,"May 19, 2019",8h 30m,,,,,,,
602,57479,simonberglund,PC,8h 30m,NR,,8993182,Completed,First,"June 18, 2019",8h 30m,,,,,,,
603,57479,th3savagebeast,PC,8h 30m,90%,,8174158,Completed,First,"January 31, 2019",8h 30m,,,,,,,
604,57479,unnamedbawlji,PC,8h 30m,80%,First run only,10606835,Completed,First,"December 17, 2019",8h 30m,,,,,,,
605,57479,xBlitzerx,PC,8h 30m,NR,,8247364,Completed,First,"February 11, 2019",8h 30m,,,,,,,
606,57479,yeetboys,PlayStation 4,8h 30m,90%,,8266338,Completed,First,"February 01, 2019",8h 30m,,,,,,,
607,57479,Fist_Curry17,PC,8h 30m,NR,,9156690,Completed,First,"July 22, 2019",8h 30m 35s,,,,,,,
608,57479,Goku14,PlayStation 4,8h 32m,90%,Leon + Claire. Standard difficulty. Rank C.,8585970,Custom List 2 Completed,First,"May 02, 2019",8h 32m 11s,,15h 07m 59s,,,15h 07m 59s /,,
609,57479,Private,PlayStation 4,8h 32m,100%,"Leon Story, 31 saves",10794252,Playing Completed,First,"January 11, 2020",8h 32m 43s,,,,,,,
610,57479,GreatWalker,PC,8h 33m,90%,,10352749,Completed,First,"November 03, 2019",8h 33m,,,,,,,
611,57479,VesperLlama,PC,8h 33m,80%,,9236401,Completed,First,"July 26, 2019",8h 33m,,,,,,,
612,57479,HermanoFe87,PlayStation 4,8h 33m,90%,,8428365,Completed,First,"March 07, 2019",8h 33m 25s,,,,,,,
613,57479,Komukitee,PC,8h 35m,NR,,8506532,Completed,First,,8h 35m,,,,,,,
614,57479,Namaku64,PC,8h 35m,NR,,11250882,Completed,First,"January 30, 2019",8h 35m,,,,,,,
615,57479,VHSdinosaurGO,PlayStation 4,8h 35m,NR,,8197458,Completed,First,"February 03, 2019",8h 35m,,,,,,,
616,57479,kellinko,PC,8h 35m,NR,,8406154,Completed,First,"March 05, 2019",8h 35m,,14h 27m 51s,,,,,
617,57479,waveathon,PC,8h 35m,90%,,8877943,Completed,First,"June 01, 2019",8h 35m 22s,,,,,,,
618,57479,andrewl3779,PC,8h 37m,NR,Taken from results screen. Clare A: 4:37:54/Leon B: 3:59:43. Standard difficulty.,10568210,Completed,First,"December 15, 2019",8h 37m 37s,,,,,,,
619,57479,slickochet,PC,8h 38m,NR,Real time. IGT 6:55:09. Assisted difficulty.,8117240,Completed,First,"January 25, 2019",8h 38m 36s,,,,,,,
620,57479,gabsond,PlayStation 4,8h 39m,NR,,11403887,Completed,First,"April 10, 2020",8h 39m,,,,,,,
621,57479,,PlayStation 4,8h 39m,NR,,10688210,Completed,First,,8h 39m 25s,,,,,,,
622,57479,smoketurtle,PC,8h 39m,90%,,10958972,Completed,First,"December 28, 2019",8h 39m 25s,,15h 50m 39s,,,,,
623,57479,Gerds88,Xbox One,8h 40m,90%,,9114449,Completed,First,"July 09, 2019",8h 40m 14s,,,,,,,
624,57479,Greggerrard,PlayStation 4,8h 41m,NR,Leon,8357423,Completed,First,"February 25, 2019",8h 41m,,,,,,,
625,57479,,PC,8h 43m,NR,,10591771,Completed,First,,8h 43m 20s,,,,,,,
626,57479,Bradeck,PC,8h 43m,90%,+Claire A +Leaon B,10586438,Completed,First,"January 01, 2020",8h 43m 49s,,15h 57m 54s,,,,,
627,57479,blackname,PC,8h 44m,90%,,11926642,Completed,First,"June 10, 2020",8h 44m 08s,,,,,,,
628,57479,,PC,8h 44m,NR,,11046536,Completed,First,,8h 44m 11s,,,,,,,
629,57479,TheRustyTigger,PC,8h 44m,90%,,8125100,Playing Completed,First,"January 26, 2019",8h 44m 25s,,,,,,,
630,57479,,Xbox One,8h 45m,NR,,8123281,Completed,First,,8h 45m,,,,,,,
631,57479,TakerThePhenom,PlayStation 4,8h 45m,90%,,8331212,Completed,First,"February 22, 2019",8h 45m,,,,,,,
632,57479,briansoto101,PC,8h 45m,NR,Leon A run,11967079,Completed,First,"June 10, 2020",8h 45m,,,,,,,
633,57479,caesar1996,PC,8h 45m,NR,,8678401,Completed,First,"April 27, 2019",8h 45m,,,,,,,
634,57479,dobeedo_patrue82,Xbox One,8h 45m,NR,As Leon,10142448,Completed,First,"September 23, 2019",8h 45m,,,,,,,
635,57479,littlejiver,PC,8h 45m,NR,Only Leon Completed,11321087,Completed,First,"April 01, 2020",8h 45m,,,,,,,
636,57479,rakeshra96,PlayStation 4,8h 45m,NR,,9696294,Replay Completed,First,"May 26, 2019",8h 45m,,,,,,,
637,57479,skumbrx,PlayStation 4,8h 45m,90%,,11108398,Completed,First,"February 04, 2019",8h 45m,,,,,,,
638,57479,,PlayStation 4,8h 45m,NR,,11339933,Completed,First,,8h 45m 32s,,,,,,,
639,57479,,PC,8h 46m,NR,,8620230,Completed,First,,8h 46m,,,,,,,
640,57479,,PC,8h 46m,NR,,8447856,Completed,First,,8h 46m 12s,,,,,,,
641,57479,,PC,8h 47m,NR,,8688497,Completed,First,,8h 47m,,,,,,,
642,57479,zerolol,PlayStation 4,8h 47m,NR,,10639629,Completed,First,"December 23, 2019",8h 47m 21s,,,,,,,
643,57479,timepants,Xbox One,8h 47m,NR,,10532236,Completed,First,"December 03, 2019",8h 47m 25s,,,,,,,
644,57479,,PlayStation 4,8h 47m,NR,,11386065,Completed,First,,8h 47m 50s,,,,,,,
645,57479,alevit,PlayStation 4,8h 48m,NR,Second play through 6:03,10479915,Completed,First,"January 21, 2020",8h 48m,,,,,,,
646,57479,clouds8,PlayStation 4,8h 48m,NR,,10567380,Completed,First,"December 09, 2019",8h 48m 15s,,,,,,,
647,57479,Private,PC,8h 49m,NR,,11825635,Completed,First,"May 24, 2020",8h 49m 01s,,,,,,,
648,57479,sugamadex,PC,8h 49m,NR,,11786925,Completed,First,"May 20, 2020",8h 49m 13s,,12h 50m 08s,,Leon 1 + claire 2,,,
649,57479,citalopram,Xbox One,8h 49m,90%,,10834123,Replay Completed,First,"January 16, 2020",8h 49m 42s,,16h 09m 48s,,,,,
650,57479,Ayu1127,PlayStation 4,8h 49m,NR,includes claire story,10707289,Completed,First,"February 06, 2019",8h 49m 45s,,,,,,,
651,57479,,Xbox One,8h 50m,NR,,8192707,Completed,First,,8h 50m,,,,,,,
652,57479,,PlayStation 4,8h 50m,NR,,8196816,Completed,First,,8h 50m,,,,,,,
653,57479,Ka0sph3re,PC,8h 50m,NR,,11126309,Completed,First,"March 10, 2020",8h 50m,,,,,,,
654,57479,inuzumi,PlayStation 4,8h 50m,NR,,8916370,Completed,First,,8h 50m,,10h,,,,,
655,57479,queiroga_br,PlayStation 4,8h 50m,NR,,10867311,Completed,First,"January 23, 2020",8h 50m,,,,,,,
656,57479,Beardsy,PlayStation 4,8h 50m,NR,,8093688,Completed,First,"February 02, 2019",8h 50m 12s,,,,,,,
657,57479,,PC,8h 50m,NR,,11252194,Completed,First,,8h 50m 22s,,,,,,,
658,57479,m4xks,PC,8h 52m,NR,Claire B,10851485,Completed,First,"December 08, 2019",8h 52m,,16h 25m,,,,,
659,57479,,PlayStation 4,8h 52m,NR,,8126528,Completed,First,,8h 52m 32s,,,,,,,
660,57479,,PlayStation 4,8h 52m,NR,,9051838,Completed,First,,8h 52m 34s,,,,,,,
661,57479,oopsie,PlayStation 4,8h 53m,NR,,9667348,Completed,First,"September 16, 2019",8h 53m 18s,,,,,,,
662,57479,Critter2003,PlayStation 4,8h 55m,NR,Leon A Normal difficulty and Claire B Easy difficulty,8360966,Completed,First,"March 26, 2019",8h 55m,,15h 48m 09s,,,,,
663,57479,Weenke1289,PlayStation 4,8h 56m,100%,,8271562,Completed,First,"February 16, 2019",8h 56m,,,3h 11m 39s,,,,
664,57479,Jacob_Darka,PC,8h 56m,100%,still not 100% though,8344575,Custom List Completed,First,"February 24, 2019",8h 56m 18s,30h 08m 34s,15h 45m 47s,,,30h 08m 34s /,,
665,57479,troyt24,PlayStation 4,8h 56m,100%,"4 Saves, A Grade. Claire Story A.",8098613,Completed,First,"March 19, 2019",8h 56m 18s,,,4h 59m 13s,,,,
666,57479,ebleBobekCZ,PC,8h 56m,100%,,9363940,Replay Completed,First,"March 08, 2019",8h 56m 22s,,9h 22m 33s,,,,,
667,57479,500kevc,PlayStation 4,8h 57m,90%,,8062619,Completed,First,"January 27, 2019",8h 57m,,,,,,,
668,57479,Orion_16RUS,PC,8h 57m,90%,Claire A,8144857,Completed,First,"January 28, 2019",8h 57m 06s,,,,"Blind run on Hardcore difficulty
https://www.youtube.com/watch?v=ST7qc4QoenQ&list=PLT4aWzw1g2b0DyIMIzUb-oS4tsx5JvviD",,,
669,57479,,PC,8h 57m,NR,,8283555,Completed,First,,8h 57m 42s,,,,,,,
670,57479,NoahAK,Xbox One,8h 58m,NR,,11473671,Playing Completed,First,"April 17, 2020",8h 58m 57s,,,,,,,
671,57479,Private,PC,8h 59m,NR,,8382928,Completed,First,"February 26, 2019",8h 59m,,,,,,,
672,57479,,PC,9h,NR,,8190410,Completed,First,,9h,,,,,,,
673,57479,,PlayStation 4,9h,NR,,8476560,Completed,First,,9h,,,,,,,
674,57479,,PC,9h,NR,,8566514,Completed,First,,9h,,,,,,,
675,57479,,PC,9h,NR,,8655888,Completed,First,,9h,,,,,,,
676,57479,,PC,9h,NR,,9588183,Completed,First,,9h,,,,,,,
677,57479,,PC,9h,NR,Claire Scenario A,11674678,Completed,First,,9h,,,,,,,
678,57479,Altus,PC,9h,90%,,11279417,Completed,First,"December 12, 2019",9h,,,,,,,
679,57479,Batch,PC,9h,NR,,11250684,Completed,First,"March 26, 2020",9h,,,,,,,
680,57479,Bflynny,PlayStation 4,9h,90%,,10147578,Completed,First,"September 26, 2019",9h,,,,,,,
681,57479,Private,PC,9h,100%,,11677972,Completed,Replay,"January 27, 2019",9h,,21h,,,,,
682,57479,Private,PC,9h,100%,,11622984,Completed,First,"December 26, 2019",9h,,,,,,,
683,57479,Dewett,PC,9h,NR,,10506583,Completed,First,"November 06, 2017",9h,,,,,,,
684,57479,Great_MadScientist04,PlayStation 4,9h,90%,,8898050,Completed,First,,9h,32h,12h,,,,,
685,57479,HaldirPVO,PC,9h,90%,,11061834,Completed,First,"February 05, 2019",9h,30h,13h,,,,,
686,57479,Helios1337,PC,9h,NR,Leon campaign,9120784,Completed,First,"January 05, 2020",9h,,,,,,,
687,57479,Hitoshura25,PlayStation 4,9h,NR,2nd run missing,8365927,Playing Completed,First,"February 12, 2019",9h,,,,,9h /,,
688,57479,Hugo_P,PlayStation 4,9h,90%,,8293530,Completed,First,"February 11, 2019",9h,23h,14h,,,,,
689,57479,JdeRin,PC,9h,80%,,8202064,Completed,First,"February 04, 2019",9h,,,,,,,
690,57479,JohnTheParasite,PC,9h,NR,,11331257,Completed,First,"March 18, 2020",9h,,,,,,,
691,57479,Jolzin,PlayStation 4,9h,80%,,10515446,Completed,First,,9h,29h,11h 30m,2h 07m 41s,,,,
692,57479,Just10Percent,PlayStation 4,9h,NR,,9253440,Completed,First,"July 29, 2019",9h,,,,,,,
