,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Personal Notes,Progress
281,319,,,10h,NR,,359696,Completed,First,,10h,,,,,
282,319,,PC,10h,NR,,677471,Completed,First,,10h,,,,,
283,319,,PC,10h,NR,,734893,Completed,First,,10h,,,,,
284,319,,PC,10h,NR,,898582,Completed,First,,10h,,,,,
285,319,,PC,10h,NR,,1367391,Completed,First,,10h,,,,,
286,319,,PC,10h,NR,,1372544,Completed,First,,10h,12h,,,,
287,319,,PC,10h,NR,,2746198,Completed,First,,10h,12h 42m,,,,
288,319,,PC,10h,NR,,11535162,Completed,Replay,,10h,,,,,
289,319,1PATRIK,PC,10h,NR,,3254207,Completed,First,"July 23, 2016",10h,,,,,
290,319,AdamTwelve,Xbox 360,10h,90%,,5814749,Completed,First,"November 04, 2014",10h,,,,,
291,319,Akselmo,PC,10h,NR,,2452095,Completed,First,,10h,,,,,
292,319,Ataga1,PC,10h,NR,,11545947,Completed,First,"April 24, 2020",10h,,,,,
293,319,Beko,PC,10h,70%,,3988341,Completed,First,"February 22, 2013",10h,,,,,
294,319,Bust3r,PC,10h,NR,,786869,Completed,First,"July 02, 2014",10h,,,,,
295,319,CLoth24,PC,10h,NR,,10187638,Completed,Replay,,10h,,,,,
296,319,DarthBalor,Xbox 360,10h,NR,,4510927,Completed,Replay,"June 03, 2017",10h,,,,,
297,319,Degeto,PC,10h,80%,,4033304,Completed,First,,10h,,,,,
298,319,Devi,Xbox One,10h,NR,,10959506,Completed,Replay,"February 08, 2020",10h,,,,,
299,319,Private,Xbox 360,10h,NR,,3177592,Completed,First,"July 07, 2016",10h,,,,,
300,319,ElRoggo,PC,10h,NR,,5509614,Completed,First,,10h,12h,,,,
301,319,EpicRao,Xbox 360,10h,NR,,508091,Completed,First,"December 05, 2013",10h,,,,,
302,319,Flacks,PC,10h,70%,,308241,Completed,First,"July 01, 2013",10h,,,,,
303,319,GATIRCAN,PC,10h,80%,,4567862,Completed,First,"May 14, 2011",10h,,,,,
304,319,GeneralNeb,PC,10h,NR,,392725,Completed,First,"January 25, 2013",10h,,,,,
305,319,HeyMrDeadMan,PC,10h,NR,,388737,Completed,First,"August 19, 2013",10h,,,,,
306,319,JDubyew,Xbox 360,10h,90%,,6343701,Completed,First,"May 30, 2010",10h,,,,,
307,319,JRMoba,Xbox 360,10h,60%,,2319795,Completed,First,"January 01, 2016",10h,,,,,
308,319,Jacbo,PC,10h,NR,,1026259,Completed,First,"May 25, 2016",10h,,,,,
309,319,Jlord666,PC,10h,NR,,959321,Backlog Completed,First,"August 12, 2014",10h,,,,,14h /
310,319,Karshan,PC,10h,90%,,1467622,Completed,First,,10h,,,,,
311,319,Kecksohn,Xbox 360,10h,60%,,605826,Completed,First,"January 31, 2014",10h,,,,,
312,319,Keinov,PC,10h,NR,,179291,Completed,First,,10h,,,,,
313,319,Khinda,Xbox 360,10h,90%,,18072,Completed,First,,10h,,,,,
314,319,Krajing,PC,10h,80%,,990875,Completed,First,"September 19, 2013",10h,15h,20h,,,
315,319,Private,PC,10h,80%,,599048,Completed,First,,10h,13h 40m,,,,
316,319,L0stR3negade,PC,10h,90%,,765263,Completed,Replay,"June 20, 2014",10h,13h,,,,
317,319,LOCKETHETHIEF,Xbox 360,10h,NR,,53401,Completed,First,,10h,,,,,
318,319,Leimi,PC,10h,NR,,2694925,Completed,First,"July 03, 2016",10h,,,,,
319,319,LewaOhato,Xbox 360,10h,NR,,2979773,Completed,First,,10h,,,,,
320,319,Madai,PC,10h,70%,,4676354,Completed,First,"December 09, 2016",10h,,,,,
321,319,Private,PC,10h,70%,,218892,Completed,First,"June 26, 2012",10h,,,,,
322,319,Moist_Wrist,PC,10h,80%,,10633368,Completed,First,"January 04, 2020",10h,,,,,
323,319,Nemys,PC,10h,80%,,8828686,Completed,First,"September 25, 2017",10h,,,,,
324,319,Noughter,PC,10h,80%,,6918170,Completed,First,"July 16, 2013",10h,,,,,
325,319,Rahnborshko,PC,10h,80%,,247025,Completed,Replay,"May 31, 2013",10h,,,,,
326,319,RedHawkDirewolf,PC,10h,NR,,5886558,Completed,First,"February 24, 2018",10h,,,,,
327,319,RockinRanger,PC,10h,50%,,316059,Completed,First,"April 04, 2013",10h,,,,,
328,319,Rupio,PC,10h,NR,,501664,Completed,First,,10h,,,,,
329,319,Private,PC,10h,90%,The car driving isn't really polished.,323507,Completed,First,,10h,,,,,
330,319,Scorpus,PC,10h,70%,,1133341,Completed,First,,10h,,,,,
331,319,Private,Xbox 360,10h,80%,,38733,Completed,First,,10h,,,,,
332,319,Silvak,Xbox 360,10h,70%,,547496,Completed,First,,10h,,,,,
333,319,Private,PC,10h,NR,,4097322,Completed,First,"May 16, 2020",10h,,,,,
334,319,Skanes,PC,10h,NR,,153398,Completed,First,"July 17, 2012",10h,,,,,
335,319,Snailburt,Xbox 360,10h,NR,,384048,Completed,First,"August 21, 2013",10h,,,,,
336,319,Tanukeppi,PC,10h,NR,,1416898,Completed,First,"April 30, 2012",10h,,,,,
337,319,TheTylex,PC,10h,60%,,1219098,Completed Retired,First,"February 26, 2015",10h,,,,,
338,319,Traqie,PC,10h,90%,,8764842,Completed,First,,10h,11h,33h 47m,,,
339,319,VectorHeavens,PC,10h,70%,,3277610,Completed,First,"August 01, 2016",10h,,,,,
340,319,Wolf_7,Xbox 360,10h,100%,,151543,Completed,First,"July 30, 2010",10h,,,,,
341,319,Xensidia,PC,10h,NR,,1510423,Completed,First,"July 20, 2015",10h,,,,,
342,319,Zsombro,PC,10h,80%,,300696,Completed,First,"June 25, 2013",10h,,,,,
343,319,Private,Xbox 360,10h,NR,,7097261,Completed,First,"September 18, 2018",10h,,,,,
344,319,bigbearboy144,PC,10h,NR,,3621707,Completed,First,"April 11, 2016",10h,,,,,
345,319,blackMamba1187,PC,10h,90%,normal difficulty,9657631,Replay Completed,Replay,"September 15, 2019",10h,,,,"7700k 1080ti 3440x1440p 120Hz gsync
no-blur patch was a necessity",
346,319,buterat,Xbox 360,10h,70%,,3831057,Completed,First,"December 29, 2016",10h,,,,,
347,319,bvm1539,PC,10h,NR,,837757,Completed,First,"July 21, 2014",10h,,,,,
348,319,cidsa,Xbox 360,10h,NR,,58600,Completed,First,"May 19, 2012",10h,,,,,
349,319,cottboi,PC,10h,90%,,11857733,Completed,Replay,,10h,,,,,
350,319,cyranking24,PC,10h,100%,"Great game, 10/10 well enjoyed",371872,Completed,First,,10h,,,,,
351,319,dragoneye,Xbox 360,10h,90%,,21741,Completed,First,,10h,,,,,
352,319,dustydude,PC,10h,NR,,1319326,Completed,First,"April 26, 2015",10h,,,,,
353,319,e_vinyl,PC,10h,NR,,1076016,Completed,First,,10h,,,,,
354,319,falcon92,Xbox 360,10h,90%,,4962149,Completed,First,,10h,,,,,
355,319,gmanist1000,PC,10h,100%,,313162,Completed,First,"July 05, 2013",10h,,,,,
356,319,gnrgui,PC,10h,70%,,227972,Completed,First,,10h,,,,,
357,319,hitman010,PC,10h,NR,,3231487,Completed,First,"July 16, 2013",10h,,,,,
358,319,janjatinho,PC,10h,NR,,10636936,Completed,First,"May 25, 2020",10h,,,,,
359,319,joubqa,Xbox 360,10h,80%,,66757,Completed,First,,10h,,,,,
360,319,ka7al,PC,10h,100%,,5563464,Completed,First,"April 02, 2017",10h,,,,,
361,319,kimduk,,10h,NR,,282124,Completed,First,"June 17, 2013",10h,,,,,
362,319,kudoji,PC,10h,NR,,11969459,Completed,First,"June 12, 2020",10h,,,,,
363,319,lordgodalming,PC,10h,80%,,506838,Completed,First,,10h,,,,,
364,319,makario,PC,10h,60%,,465118,Completed,First,"November 03, 2013",10h,,,,,
365,319,moodway,PC,10h,NR,,1131234,Completed,First,"January 19, 2015",10h,,,,,
366,319,Private,PC,10h,NR,,785385,Completed,First,"July 01, 2014",10h,,,,,
367,319,ned89,,10h,NR,,317476,Completed,First,"July 09, 2013",10h,,,,,
368,319,Private,PC,10h,NR,,3123650,Completed,First,"June 17, 2016",10h,,,,,
369,319,nextdoor714,,10h,80%,,305461,Completed,First,"June 29, 2013",10h,,,,,
370,319,Private,Xbox 360,10h,90%,,510595,Completed,First,"June 30, 2011",10h,,,,,
371,319,olympian,PC,10h,NR,,1072995,Completed,First,,10h,,,,,
372,319,outblast77,PC,10h,NR,,4399696,Completed,First,"May 28, 2013",10h,,,,,
373,319,rufusun,PC,10h,NR,,8462833,Completed,First,"December 27, 2018",10h,,,,,
374,319,ryuson2000,PC,10h,NR,,7221383,Completed,First,"October 10, 2018",10h,,,,,
375,319,sackboy97,PC,10h,80%,,6605497,Completed,First,May 2017,10h,,,,,
376,319,seedyz,PC,10h,NR,,4746456,Completed,First,"July 12, 2017",10h,,,,,
377,319,shadehunter,Xbox 360,10h,NR,,4148409,Completed,First,,10h,,,,,
378,319,shol1122,Xbox 360,10h,100%,,1227194,Completed,Replay,"October 04, 2014",10h,,,,,
379,319,smuf,Xbox 360,10h,NR,,17718,Completed,First,,10h,,,,,
380,319,sonofrice,PC,10h,90%,,8552084,Completed,First,"January 19, 2015",10h,,,,,
381,319,srfrog,PC,10h,NR,Made an effort to pick up all collectables,786266,Completed,Replay,"July 02, 2014",10h,,,,,
382,319,suddoman,PC,10h,NR,I didn't waste time with finding all the collectibles.,10255916,Completed,First,"October 15, 2019",10h,,,,,
383,319,themikka,PC,10h,80%,,4521683,Completed,First,"June 02, 2017",10h,,,,,
384,319,truci4,PC,10h,NR,,9121552,Completed,First,,10h,,,,,
385,319,utahisnotastate,PC,10h,40%,,163766,Completed,First,,10h,,,,,
386,319,whitenoize,PC,10h,60%,,10780452,Completed,First,"July 01, 2017",10h,,,,,
387,319,Private,PC,10h,NR,,1017249,Completed,First,"November 09, 2013",10h,,,,,
388,319,xBlitzerx,PC,10h,NR,,1144869,Completed,First,,10h,,,,,
389,319,z13dr1ch,PC,10h,NR,,89943,Completed,First,,10h,,,,,
390,319,z7enX,PC,10h,70%,,10201708,Completed,Replay,"September 18, 2019",10h,,,,,
391,319,zolebug,PC,10h,NR,,1254677,Completed,First,"March 21, 2015",10h,,,,,
392,319,Hottston,Xbox One,10h 01m,60%,,1310038,Completed,First,"May 04, 2016",10h 01m,,,,Playing backcompat on xb1,
393,319,,PC,10h 02m,NR,,793644,Completed,First,,10h 02m,,,,,
394,319,jcbvickers,PC,10h 02m,60%,,3222695,Completed,First,,10h 02m,,,,,
395,319,Humlonn,,10h 02m,NR,,254754,Completed,First,"April 05, 2011",10h 02m 01s,,,,,
396,319,avalvillar,PC,10h 05m,NR,,206485,Completed,First,"December 18, 2012",10h 05m,,,,,
397,319,clicketycat,Xbox 360,10h 05m,80%,,105758,Completed,First,,10h 05m,,,,,
398,319,fivetime,PC,10h 05m,80%,,372665,Completed,First,"August 13, 2013",10h 05m,,,,,
399,319,maxwell,PC,10h 05m,NR,,8699552,Completed,First,,10h 05m,,,,,
400,319,jamesbond2198,Xbox 360,10h 05m,NR,,2736506,Completed,First,,10h 05m 02s,,,,,
401,319,Private,PC,10h 06m,NR,,315324,Completed,First,"July 07, 2013",10h 06m,,,,,
402,319,Private,PC,10h 06m,NR,,2112518,Completed,First,,10h 06m,,,,,
403,319,Gayfraud,PC,10h 09m,80%,,267799,Completed,First,"October 09, 2013",10h 09m 09s,,,,,
404,319,,Xbox 360,10h 10m,NR,,283805,Completed,First,,10h 10m,,,,,
405,319,Lezarthian,PC,10h 10m,80%,,310120,Completed,First,"June 15, 2013",10h 10m,,,,,
406,319,RoyaleWC,PC,10h 10m,NR,,10717534,Completed,First,"September 30, 2019",10h 10m,,,,,
407,319,VindiAnn,PC,10h 10m,NR,,5165050,Completed,First,"August 30, 2017",10h 10m,,,,,
408,319,daboloKioL,PC,10h 10m,60%,,9678163,Completed,First,"October 30, 2019",10h 10m,,,,,
409,319,purplebubblegum,PC,10h 10m,NR,,316522,Completed,Replay,"March 01, 2014",10h 10m 10s,,,,,
410,319,Hohoimanneke,PC,10h 12m,70%,"Only picked up collectibles when I saw them, didn't went looking for them.",278690,Completed,First,"May 23, 2013",10h 12m,,,,,
411,319,Rubricant,Xbox 360,10h 12m,NR,,119612,Completed,First,"May 19, 2012",10h 12m,,,,,
412,319,SanfordJS,PC,10h 12m,NR,,8558341,Completed,Replay,"April 02, 2019",10h 12m,12h,14h 26m,,,
413,319,jbeaulieu59,PC,10h 12m,NR,,1368715,Completed,Replay,"May 31, 2015",10h 12m,,,,,
414,319,Sharean,PC,10h 13m,80%,,926352,Completed,First,"September 03, 2014",10h 13m,,,,,
415,319,,PC,10h 13m,NR,Good and long game.,283814,Completed,First,,10h 13m 12s,,,,,
416,319,ThaC2027,PC,10h 14m,NR,,237870,Completed,First,"February 18, 2013",10h 14m,,,,,
417,319,smmac41,Xbox 360,10h 14m,100%,,591185,Completed,First,"January 22, 2014",10h 14m 41s,,,,,
418,319,Faxe,PC,10h 15m,NR,,9522072,Completed,First,"September 03, 2019",10h 15m,,,,,
419,319,theplump,PC,10h 17m,100%,,1776606,Completed,First,"August 07, 2015",10h 17m,,,,,
420,319,,PC,10h 17m,NR,,3507686,Completed,First,,10h 17m 25s,,,,,
421,319,,PC,10h 18m,NR,,283815,Completed,First,,10h 18m,,,,,
422,319,culex,,10h 18m,NR,,402918,Completed,First,"September 06, 2013",10h 18m,,,,,
423,319,noter,PC,10h 18m,NR,,1157364,Completed,First,"January 29, 2015",10h 18m,,,,,
424,319,CriticalHit,PC,10h 19m,80%,,6045653,Completed,First,"August 17, 2018",10h 19m,,,,,
425,319,,,10h 20m,NR,,326581,Completed,First,,10h 20m,,,,,
426,319,,PC,10h 20m,NR,,2938175,Completed,First,,10h 20m,,,,,
427,319,AleBerro97,PC,10h 20m,90%,,283315,Completed,First,,10h 20m,,,,,
428,319,lowbeat,PC,10h 20m,80%,Objects falling form the sky are annoying...,310098,Completed,First,"July 02, 2013",10h 20m,,,,,
429,319,reaper140592,PC,10h 20m,NR,"played with xbox controller. didn't really explore or venture from the beaten path,",3564868,Completed,Replay,"October 30, 2016",10h 20m,,,,,
430,319,spainer,PC,10h 20m,NR,,1274956,Completed,First,"April 02, 2015",10h 20m,,,,,
431,319,NovaInstinct,Xbox 360,10h 21m,90%,,87079,Completed,First,,10h 21m 43s,,,,,
432,319,Private,PC,10h 24m,100%,,7806913,Completed,First,,10h 24m,,,,,
433,319,moho_00,PC,10h 24m,NR,Also managed to get a decent amount of the collectibles and over half of the achievements.,39014,Completed,First,"December 22, 2012",10h 24m,,,,,
434,319,PratesKun,PC,10h 25m,NR,,8725655,Completed,First,"March 21, 2019",10h 25m 37s,11h 25m 04s,,,,
435,319,,PC,10h 30m,NR,,587463,Completed,First,,10h 30m,,,,,
436,319,Daremo,PC,10h 30m,NR,Played through main game and 2 DLC on normal.,70642,Completed,First,"August 16, 2012",10h 30m,,,,,
437,319,Destroyer04444,PC,10h 30m,NR,,10549771,Completed,First,"December 07, 2019",10h 30m,,,,,
438,319,Dispator,PC,10h 30m,NR,,5548023,Completed,First,"December 16, 2017",10h 30m,13h,,,,
439,319,EvaPilot1,PC,10h 30m,NR,,1185217,Completed,First,"February 08, 2015",10h 30m,,,,Completed at a relatively leisurely pace on Hard.,
440,319,JammyJoker,PC,10h 30m,60%,,430469,Completed,First,"June 29, 2014",10h 30m,,,,,
441,319,KummaChristopher,PC,10h 30m,90%,,10564732,Completed,First,"December 09, 2019",10h 30m,,,,,
442,319,MaxTheOne,PC,10h 30m,80%,,6424922,Completed,First,"November 28, 2015",10h 30m,,,,,
443,319,Merclow,PC,10h 30m,70%,,173768,Completed,First,"June 06, 2013",10h 30m,,,,,
444,319,Sani,PC,10h 30m,70%,,112178,Completed,First,,10h 30m,,,,,
445,319,Smallzz,Xbox 360,10h 30m,NR,,258547,Completed,First,"March 28, 2013",10h 30m,,,,,
446,319,cicala,PC,10h 30m,90%,,524054,Completed,First,"December 19, 2013",10h 30m,,,,,
447,319,esq373,Xbox 360,10h 30m,90%,,186753,Completed,First,"June 21, 2012",10h 30m,,,,,
448,319,fumanchoo,PC,10h 30m,NR,,1330770,Completed,First,"May 01, 2015",10h 30m,,,,,
449,319,fygar0,PC,10h 30m,70%,,6936138,Completed,First,"August 28, 2018",10h 30m,,,,,
450,319,matbarra,PC,10h 30m,NR,,6829187,Completed,First,,10h 30m,,,,,
451,319,Private,PC,10h 30m,NR,,5990992,Completed,First,"March 16, 2018",10h 30m,,26h,,,
452,319,Koalaman130,PC,10h 30m,NR,,282716,Completed,Replay,"September 04, 2013",10h 30m 07s,,,,Played on normal difficulty. Manuscript 80/106. Thermoses: 76/100. Chests found: 21/30. Radios: 11/11 TV's: 13/14. Signs: 17/25,
453,319,Trapcom,PC,10h 30m,60%,Couldn't wait to finish,387415,Completed,First,"August 24, 2013",10h 30m 25s,,,,,
454,319,gogos,PC,10h 30m,100%,it has a good rate of challenge!,235844,Completed,First,"February 22, 2013",10h 30m 25s,,,,,
455,319,A_Sneaky_Box,PC,10h 30m,NR,,542885,Completed,First,,10h 30m 48s,,,,,
456,319,Draino85,Xbox 360,10h 32m,90%,,1179760,Completed,First,"February 05, 2015",10h 32m,,,,,
457,319,Panther2103,PC,10h 32m,NR,,159841,Completed,First,"June 15, 2013",10h 32m,,,,,
458,319,Private,PC,10h 32m,70%,,3857476,Completed,First,,10h 32m,,,,,
459,319,Nightaries3030,Xbox 360,10h 32m,90%,,1345950,Completed,First,,10h 32m 22s,,,,,
460,319,ColFantastic,Xbox 360,10h 33m,NR,,645493,Completed,First,,10h 33m,,,,,
461,319,Greyslash,Xbox 360,10h 34m,80%,,86254,Completed,First,2010,10h 34m,,,,,
462,319,NBSN,PC,10h 34m,80%,Main Story with a bit of extra time going after a few collectibles.,1190168,Completed,First,,10h 34m,,,,,
463,319,Private,Xbox 360,10h 35m,60%,,3178781,Completed Retired,First,,10h 35m,,,,,
464,319,beearmy,Xbox 360,10h 35m,70%,,4330116,Completed,First,"May 20, 2017",10h 35m,,,,,
465,319,Blanks,PC,10h 38m,90%,,9278561,Completed,First,,10h 38m,,,,,
466,319,kobekillinu,,10h 40m,90%,,168149,Completed,First,"August 14, 2012",10h 40m,,,,,
467,319,shol1122,Xbox 360,10h 45m,100%,,1223161,Completed,First,"March 14, 2013",10h 45m,11h,,,,
468,319,tj990,PC,10h 45m,70%,,316170,Completed,First,,10h 45m,,,,,
469,319,Private,PC,10h 48m,NR,,6682897,Completed,First,"September 19, 2018",10h 48m,,,,,
470,319,waveathon,Xbox 360,10h 48m,90%,,3219879,Completed,First,"July 12, 2016",10h 48m,,,,,
471,319,Linkelda,Xbox 360,10h 49m,70%,,9336261,Completed,First,,10h 49m,,,,,
472,319,DomeEgg,PC,10h 51m,70%,,260549,Completed,First,"April 16, 2013",10h 51m,,,,,
473,319,Rus_Kulyasov,PC,10h 54m,NR,,5834860,Completed,Replay,,10h 54m,,,,,
474,319,ppytry,PC,10h 54m,NR,,11804912,Completed,First,"May 21, 2020",10h 54m,,,,,
475,319,backloglessork54,PC,10h 55m,70%,"Played solely just main story, didn't bother to explore or complete any additional objectives",297767,Completed,First,"June 22, 2013",10h 55m 20s,,,,,
476,319,ThunderGame,PC,10h 55m,NR,,9383183,Completed,First,"August 18, 2019",10h 55m 56s,,,,,
477,319,Private,PC,10h 58m,90%,,7063889,Completed,First,,10h 58m,13h 58m,,,,
478,319,pontgod,PC,10h 58m,NR,,6710159,Completed,First,"May 29, 2013",10h 58m,,,,,
479,319,PKA42,Xbox 360,10h 59m,70%,,301604,Completed,First,"September 24, 2013",10h 59m,,,,,
480,319,12wexv,PC,10h 59m,NR,,5800310,Completed,First,,10h 59m 59s,,,,,
481,319,,,11h,NR,,283786,Completed,First,,11h,,,,,
482,319,,,11h,NR,,283835,Completed,First,,11h,,,,,
483,319,,PC,11h,NR,,283838,Completed,First,,11h,,,,,
484,319,,PC,11h,NR,,283842,Completed,First,,11h,,,,,
485,319,,PC,11h,NR,,324560,Completed,First,,11h,,,,,
486,319,,PC,11h,NR,,330431,Completed,Replay,,11h,,14h 30m,,,
487,319,,PC,11h,NR,,568888,Completed,First,,11h,,,,,
488,319,,PC,11h,NR,,592929,Completed,First,,11h,,,,,
489,319,,PC,11h,NR,,964692,Completed,First,,11h,12h 50m,,,,
490,319,,PC,11h,NR,,1284814,Completed,First,,11h,,,,,
491,319,,PC,11h,NR,,1318874,Completed,First,,11h,,,,,
492,319,,PC,11h,NR,,4893420,Completed,First,,11h,,,,,
493,319,,PC,11h,NR,,6070806,Completed,First,,11h,,,,,
494,319,,PC,11h,NR,,11977530,Completed,First,,11h,,,,,
495,319,3pacalypse,Xbox 360,11h,80%,,256345,Completed,First,,11h,,,,,
496,319,7stringking,PC,11h,NR,,106480,Completed,First,"August 07, 2013",11h,,,,,
497,319,Alcarin,PC,11h,NR,,5784261,Completed,First,,11h,,,,,
498,319,Private,PC,11h,NR,,4341763,Completed,First,2013,11h,,,,,
499,319,Antares_gamer,PC,11h,NR,,11317083,Completed,First,"May 25, 2015",11h,15h,,,,
500,319,ArekkusuRin,PC,11h,70%,,130746,Completed,First,"December 03, 2012",11h,,,,,
501,319,BarrelRoll,PC,11h,NR,,1417859,Completed,First,"October 14, 2019",11h,14h 10m,25h 25m,,,
502,319,Beroe,PC,11h,60%,,237544,Completed,First,"February 05, 2013",11h,,,,,
503,319,Braver,PC,11h,70%,,1135514,Completed,First,"August 10, 2013",11h,12h 30m,,,,
504,319,Cezawy,PC,11h,NR,,7476718,Completed,First,"October 30, 2018",11h,,,,,
505,319,Chopa,PC,11h,100%,,9357135,Completed,First,2012,11h,,,,,
506,319,Comatose,Xbox 360,11h,80%,,243465,Completed,First,,11h,,,,,
507,319,Cyphycus,PC,11h,NR,,4785657,Completed,First,"May 11, 2017",11h,15h,22h,,,
508,319,Deathstrike115,PC,11h,NR,,3349838,Completed,First,"January 01, 2013",11h,,,,,
509,319,Deucyy,PC,11h,80%,,716549,Completed,First,,11h,,,,,
510,319,DuhblinnZA,Xbox 360,11h,NR,,6300192,Completed Retired,First,"December 12, 2010",11h,,,,,
511,319,Private,Xbox 360,11h,NR,,401524,Completed,First,,11h,,,,,
512,319,Elficzek,PC,11h,80%,,2698955,Completed,First,"March 07, 2016",11h,,,,,
513,319,Firebatz13,Xbox 360,11h,100%,,1968279,Completed,First,"October 19, 2011",11h,,,,,
514,319,FuzzyLapin,PC,11h,80%,Main 6 episodes only,5539328,Completed,First,"June 15, 2019",11h,,,,,
515,319,Gr1mReefer,PC,11h,NR,,12019364,Completed,First,,11h,,,,,
516,319,Gunloader420,Xbox 360,11h,70%,,11623351,Completed,First,,11h,,,,,
517,319,HTViper,PC,11h,80%,,536496,Completed,First,"December 28, 2013",11h,,,,,
518,319,Hallgier,PC,11h,70%,,7289757,Completed,First,"January 16, 2016",11h,,,,,
519,319,HellKove,Xbox 360,11h,90%,,204049,Completed,First,"December 17, 2012",11h,,,,,
520,319,Jelikey,PC,11h,90%,,1796863,Completed,First,"April 02, 2013",11h,,,,,
521,319,JoshieYoshie,PC,11h,70%,,9322912,Completed,First,"August 08, 2019",11h,,,,,
522,319,KerfMerf,Xbox 360,11h,80%,,163190,Completed,First,"June 17, 2010",11h,,,,,
523,319,Laibear,PC,11h,100%,missed some pages. Great story,279258,Completed,First,,11h,,,,,
524,319,Mangomaehre,PC,11h,NR,,4896269,Completed,First,"August 11, 2017",11h,,,,,
525,319,McAwesomeo,Xbox 360,11h,100%,,65021,Completed,First,,11h,,,,,
526,319,Mechoshira,Xbox 360,11h,80%,,401363,Completed,First,2011,11h,,,,,
527,319,Miszelek,PC,11h,NR,,10364108,Completed,First,"November 04, 2019",11h,,,,,
528,319,MoldyStirFry,PC,11h,NR,,7011913,Completed,First,,11h,,,,,
529,319,MrPidf,PC,11h,NR,,9288344,Completed,First,"October 14, 2019",11h,,,,Main Story,
530,319,Mr_Chapadlak,PC,11h,NR,,9343762,Completed,First,,11h,,,,,
531,319,Mr_Robo,Xbox 360,11h,100%,,1968477,Completed,First,2010,11h,16h,,,,
532,319,Murf,PC,11h,NR,,2340905,Completed,First,"May 18, 2015",11h,,,,,
533,319,MyChaos,PC,11h,70%,,7810188,Completed,First,,11h,,,,,
534,319,Private,Xbox 360,11h,80%,,1258454,Completed,First,,11h,,,,,
535,319,OnurhanSoyek,PC,11h,NR,,11559421,Completed,First,"April 26, 2020",11h,,,,,
536,319,PandaForYou,PC,11h,NR,,10568549,Completed,First,"November 15, 2019",11h,,,,,
537,319,PirateNTI,PC,11h,NR,,6883003,Playing Completed,First,"August 21, 2018",11h,,,,,
538,319,PsychShaman,PC,11h,NR,,776453,Completed,First,"June 23, 2014",11h,,,,,
539,319,Radvvan,PC,11h,NR,,6065800,Completed,First,,11h,,,,,
540,319,Realapollo1980,PC,11h,NR,,6781787,Completed,First,"August 07, 2018",11h,14h,,,,
541,319,RetroMonda,PC,11h,NR,,1310065,Completed,First,,11h,,,,,
542,319,Screamerius,PC,11h,80%,,11161066,Completed,First,"August 01, 2016",11h,14h,43h,,,
543,319,Sonium,PC,11h,70%,,110059,Completed,First,"July 29, 2012",11h,,,,,
544,319,StarvingPoet,PC,11h,NR,,328352,Completed,First,"August 18, 2013",11h,,,,,
545,319,SuPi24,PC,11h,80%,,4194670,Completed,First,"February 14, 2017",11h,,,,,
546,319,Sw4gBeard,PC,11h,NR,,4645648,Completed,First,"June 27, 2017",11h,,,,,
547,319,ThoRCX,PC,11h,70%,,2626072,Completed,First,"February 21, 2016",11h,,,,,
548,319,Travanoid,PC,11h,90%,,9558426,Completed,First,,11h,,,,,
549,319,Private,PC,11h,60%,,9011711,Completed,First,,11h,,,,,
550,319,Ukuku,PC,11h,80%,From Steam time played,1366357,Completed,First,,11h,,,,,
551,319,Xejogear,PC,11h,NR,,1372130,Completed,First,"June 05, 2015",11h,14h,26h,,,
552,319,Zokas,PC,11h,80%,,2158306,Completed,First,"February 18, 2015",11h,17h,,,,
553,319,Zoltok,Xbox 360,11h,NR,,686500,Completed,First,,11h,,,,,
554,319,Private,PC,11h,70%,,541327,Completed,First,"December 26, 2013",11h,13h,,,,
555,319,blutank24,PC,11h,NR,,971418,Completed,First,,11h,,,,,
556,319,cmsweeney66,PC,11h,70%,,402169,Completed,First,"May 25, 2014",11h,,,,,
557,319,crazymanfish90,PC,11h,NR,,3133354,Completed,First,"June 25, 2016",11h,,,,,
558,319,creepysuitguy,Xbox 360,11h,NR,,733510,Completed,First,,11h,,,,,
559,319,crono3,PC,11h,NR,,5057140,Completed,First,"September 16, 2017",11h,,,,,
560,319,Private,PC,11h,80%,,928685,Completed,First,"August 19, 2012",11h,,,,,
561,319,Private,Xbox 360,11h,80%,,315496,Custom List Completed,First,"July 07, 2013",11h,,,,,
562,319,efoja,PC,11h,70%,,77277,Completed,First,"August 25, 2012",11h,,,,,
563,319,ei02028,Xbox 360,11h,80%,,4826944,Completed,First,,11h,,,,,
564,319,eroldany,PC,11h,90%,,1283270,Completed,First,,11h,,,,,
565,319,errordotocx,Xbox 360,11h,70%,,806669,Completed,First,"August 04, 2014",11h,,,,,
566,319,fefidoh,PC,11h,NR,,1393652,Completed,First,"May 03, 2013",11h,,,,,
567,319,finalcloud17,,11h,80%,,407701,Completed,First,"September 13, 2013",11h,,,,,
568,319,givarus,PC,11h,70%,,822055,Completed,First,"March 08, 2015",11h,,,,,
569,319,iJmarT,Xbox 360,11h,NR,,3910648,Completed,First,"January 22, 2020",11h,,,,,
570,319,jonsey32,PC,11h,NR,,5916546,Completed,First,"January 26, 2014",11h,,,,,
571,319,julia0812,Xbox 360,11h,70%,,9587492,Completed,First,"January 03, 2011",11h,,,,,
572,319,ketawu,PC,11h,NR,,3076314,Completed,First,"January 05, 2014",11h,,,,,
