,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Personal Notes,Completion,Speedrun,Progress,100% Speedrun,Co-Op
1395,7230,wastelanderone,PC,2h 50m,100%,,887,Completed,First,2h 50m,,,,,,,,
1396,7230,,PC,2h 51m,NR,,2116289,Completed,Replay,2h 51m,,,,,,,,
1397,7230,KuroDora,PC,2h 51m,90%,,9065075,Completed,First,2h 51m,,,,,,,,
1398,7230,botka5,PC,2h 52m,NR,,6083670,Completed,First,2h 52m,,,,"April 05, 2018",,,,
1399,7230,GhaliPotter,PC,2h 52m,NR,,8891484,Completed,First,2h 52m 37s,,,,"June 04, 2019",,,,
1400,7230,basser94,PC,2h 53m,NR,,3379503,Completed,First,2h 53m,,,,,,,,
1401,7230,maricand,PC,2h 53m,100%,,438695,Completed,First,2h 53m 46s,4h 14m 25s,7h 05m 36s,,"July 18, 2013",,,,
1402,7230,,PC,2h 54m,NR,,10324426,Completed,First,2h 54m,,,,,,,,
1403,7230,Cortez136,PC,2h 54m,NR,,6925930,Completed,First,2h 54m,,,,"June 23, 2018",,,,
1404,7230,Cortez13x,PC,2h 54m,NR,,9503020,Completed,First,2h 54m,,,,"June 23, 2018",,,,
1405,7230,Private,PC,2h 54m,NR,,11049033,Completed,First,2h 54m,,,,,,,,
1406,7230,LastDarkPath,PC,2h 54m,NR,,11621156,Completed,First,2h 54m,,,,"May 01, 2020",,,,
1407,7230,utbies88,PC,2h 54m,80%,,1491759,Completed,First,2h 54m,,,,"August 17, 2014",,,,
1408,7230,vu1ken,PC,2h 54m,70%,,11275621,Completed,First,2h 54m,,,,"November 24, 2019",,,,
1409,7230,firegamer273,PC,2h 54m,NR,,6950676,Completed,First,2h 54m 02s,,,,"February 23, 2020",,,,
1410,7230,,PC,2h 55m,NR,"Great story, fun and mind blowing in its challenges. Good to play this before the sequel.",785496,Completed,First,2h 55m,,,,,,,,
1411,7230,,PC,2h 55m,NR,,8441332,Completed,First,2h 55m,,,,,,,,
1412,7230,DarkPulseGamer,PC,2h 55m,100%,,6374116,Completed,First,2h 55m,,,,,,,,
1413,7230,Friendomorph,PC,2h 55m,90%,,6076427,Completed,First,2h 55m,,,,"July 12, 2012",,,,
1414,7230,Olwyne,PC,2h 55m,80%,,11300795,Completed,First,2h 55m,,,,"April 01, 2020",,,,
1415,7230,RAVEN_OF_WAR,PC,2h 55m,NR,,6180893,Completed,First,2h 55m,,,,"February 25, 2012",,,,
1416,7230,SnappyTurtle,Xbox 360,2h 55m,NR,,9169350,Completed,First,2h 55m,,,,,,,,
1417,7230,TimeMaster17,PC,2h 55m,NR,,7006669,Completed,First,2h 55m,,,,,,,,
1418,7230,mendees,Xbox 360,2h 55m,NR,,5114522,Completed,First,2h 55m,,,,"September 30, 2017",,,,
1419,7230,DannosPlz,PC,2h 55m,100%,Awesome game!,1246605,Completed,First,2h 55m 42s,,,,"March 16, 2015",,,,
1420,7230,dojob,PC,2h 56m,90%,,3234256,Completed,First,2h 56m 25s,,,,"July 07, 2016",,,,
1421,7230,RiseAgainst03,PC,2h 56m,80%,Finished all the levels,188676,Completed,First,2h 56m 52s,,,,,,,,
1422,7230,claydoodles,PC,2h 56m,80%,,1528084,Completed,First,2h 56m 54s,,,,"September 29, 2015",,,,
1423,7230,Ben_Jammin88,PC,2h 57m,80%,,8508506,Completed,First,2h 57m,,,,"March 23, 2019",,,,
1424,7230,TrillCozbey,PC,2h 57m,NR,,2205503,Completed,First,2h 57m,,,,,,,,
1425,7230,buttmonkey,PC,2h 57m,NR,,125740,Completed,First,2h 57m,,,,"June 06, 2012",,,,
1426,7230,mallratking,PC,2h 57m,NR,,9177305,Completed,First,2h 57m,,,,"July 20, 2019",,,,
1427,7230,victorpvadell,PC,2h 57m,NR,,8132769,Completed,First,2h 57m,,,,"January 27, 2019",,,,
1428,7230,,PC,2h 58m,NR,,10555653,Completed,First,2h 58m,,,,,,,,
1429,7230,BIGLUCA,PC,2h 58m,NR,,9075572,Completed,First,2h 58m,5h 12m,,,"July 03, 2019",,,,
1430,7230,Greyslash,Xbox 360,2h 58m,90%,,86294,Completed,First,2h 58m,,,,2008,,,,
1431,7230,Skyjessi,PC,2h 58m,NR,,9157801,Completed,First,2h 58m,,,,"July 22, 2019",,,,
1432,7230,Private,PC,2h 58m,NR,,11741036,Completed Retired,First,2h 58m,,,,"November 05, 2011",,,,
1433,7230,Private,PC,2h 58m,NR,,975874,Completed,First,2h 58m,4h 40s,7h 30m 12s,,,,,,
1434,7230,SShirogane,PC,2h 58m,100%,,3166771,Completed,First,2h 58m 34s,4h 02m 12s,7h 12m 01s,,"July 15, 2009",,,,
1435,7230,videogameslab,Xbox 360,2h 58m,80%,Went through main story only. No challenges or advanced maps.,6065743,Completed,First,2h 58m 56s,,,Game Started: 3/31/18.,"March 31, 2018",,,,
1436,7230,gustavossilva,PC,2h 59m,90%,,3488239,Completed,First,2h 59m,,,,"May 12, 2010",,,,
1437,7230,zpattack12,PC,2h 59m,100%,,446981,Completed,First,2h 59m 50s,,,,"January 19, 2014",,,,
1438,7230,,,3h,NR,,289856,Completed,First,3h,,,,,,,,
1439,7230,,,3h,NR,,289859,Completed,First,3h,,,,,,,,
1440,7230,,,3h,NR,,289864,Completed,First,3h,,,,,,,,
1441,7230,,,3h,NR,,289881,Completed,First,3h,,,,,,,,
1442,7230,,,3h,NR,,289883,Completed,First,3h,,,,,,,,
1443,7230,,,3h,NR,,289887,Completed,First,3h,,,,,,,,
1444,7230,,PlayStation 3,3h,NR,,289894,Completed,First,3h,,,,,,,,
1445,7230,,PC,3h,NR,,289917,Completed,First,3h,,,,,,,,
1446,7230,,,3h,NR,,289920,Completed,First,3h,,,,,,,,
1447,7230,,PC,3h,NR,,289926,Completed,First,3h,,,,,,,,
1448,7230,,PC,3h,NR,,289927,Completed,First,3h,,,,,,,,
1449,7230,,PC,3h,NR,,289936,Completed,Replay,3h,,,,,,,,
1450,7230,,,3h,NR,,289940,Completed,First,3h,,,,,,,,
1451,7230,,,3h,NR,,289954,Completed,First,3h,,,,,,,,
1452,7230,,,3h,NR,,324306,Completed,First,3h,,,,,,,,
1453,7230,,,3h,NR,,332048,Completed,First,3h,,,,,,,,
1454,7230,,,3h,NR,,361238,Completed,First,3h,,,,,,,,
1455,7230,,PC,3h,NR,,367952,Completed,First,3h,,,,,,,,
1456,7230,,PC,3h,NR,,378284,Completed,First,3h,,,,,,,,
1457,7230,,,3h,NR,,421085,Completed,First,3h,,,,,,,,
1458,7230,,PC,3h,NR,,502646,Completed,First,3h,,,,,,,,
1459,7230,,Linux,3h,NR,,586126,Completed,First,3h,,,,,,,,
1460,7230,,PC,3h,NR,,697264,Completed,First,3h,,,,,,,,
1461,7230,,PC,3h,NR,,858907,Completed,First,3h,,,,,,,,
1462,7230,,PC,3h,NR,,871563,Completed,First,3h,,,,,,,,
1463,7230,,PC,3h,NR,,898579,Completed,First,3h,,,,,,,,
1464,7230,,PC,3h,NR,,912882,Completed,First,3h,,,,,,,,
1465,7230,,PC,3h,NR,,983635,Completed,First,3h,,,,,,,,
1466,7230,,PC,3h,NR,,1081008,Completed,First,3h,5h,8h,,,,,,
1467,7230,,PC,3h,NR,,1249043,Completed,First,3h,,,,,,,,
1468,7230,,PC,3h,NR,,1258510,Completed,First,3h,,,,,,,,
1469,7230,,PC,3h,NR,,1273376,Completed,First,3h,,,,,,,,
1470,7230,,Mac,3h,NR,,1338096,Completed,First,3h,,,,,,,,
1471,7230,,PC,3h,NR,,1346871,Completed,First,3h,,,,,,,,
1472,7230,,PC,3h,NR,,1402644,Completed,First,3h,,,,,,,,
1473,7230,,PlayStation 3,3h,NR,,1456487,Completed,First,3h,,,,,,,,
1474,7230,,PC,3h,NR,,1545221,Completed,First,3h,,,,,,,,
1475,7230,,PC,3h,NR,,1668741,Completed,First,3h,,,,,,,,
1476,7230,,PC,3h,NR,,1935982,Completed,First,3h,,,,,,,,
1477,7230,,PC,3h,NR,,2347612,Completed,First,3h,,,,,,,,
1478,7230,,PC,3h,NR,,3626938,Completed,First,3h,,,,,,,,
1479,7230,,PC,3h,NR,,3634626,Completed,First,3h,,,,,,,,
1480,7230,,PC,3h,NR,,3694511,Completed,First,3h,,,,,,,,
1481,7230,,PC,3h,NR,,3783417,Completed,Replay,3h,,,,,,,,
1482,7230,,PC,3h,NR,,3913493,Completed,First,3h,,,,,29m 22s,,,
1483,7230,,PC,3h,NR,,4101436,Completed,First,3h,,,,,,,,
1484,7230,,PC,3h,NR,,4155297,Completed,First,3h,4h 30m,,,,,,,
1485,7230,,PC,3h,NR,,4572744,Completed,First,3h,,,,,,,,
1486,7230,,PC,3h,NR,,4657499,Completed,First,3h,,,,,,,,
1487,7230,,Mac,3h,NR,Faster than expected,4786842,Completed,First,3h,,,,,,,,
1488,7230,,PC,3h,NR,,5622988,Completed,First,3h,,,,,,,,
1489,7230,,PC,3h,NR,,5733599,Completed,First,3h,,,,,,,,
1490,7230,,PC,3h,NR,,5744766,Completed,First,3h,,,,,,,,
1491,7230,,PC,3h,NR,,5785421,Completed,First,3h,,,,,,,,
1492,7230,,PC,3h,NR,,6039140,Completed,First,3h,5h,10h,,,,,,
1493,7230,,PC,3h,NR,10/10,6069521,Completed,First,3h,,,,,,,,
1494,7230,,PC,3h,NR,,6239556,Completed,First,3h,,,,,,,,
1495,7230,,PC,3h,NR,,6248619,Completed,First,3h,,,,,,,,
1496,7230,,PC,3h,NR,,6383531,Completed,First,3h,,,,,,,,
1497,7230,,PC,3h,NR,,6419314,Completed,First,3h,,,,,,,,
1498,7230,,PC,3h,NR,,6466644,Completed,First,3h,,,,,,,,
1499,7230,,PC,3h,NR,,6564466,Completed,First,3h,,,,,,,,
1500,7230,,PC,3h,NR,,6571364,Completed,First,3h,,,,,,,,
1501,7230,,PC,3h,NR,,7792625,Completed,First,3h,,,,,,,,
1502,7230,,PC,3h,NR,,8229656,Completed,First,3h,,,,,,,,
1503,7230,,Linux,3h,NR,,8328203,Completed,First,3h,,,,,,,,
1504,7230,,PC,3h,NR,,8557730,Completed,First,3h,,,,,,,,
1505,7230,,PC,3h,NR,,8746555,Completed,First,3h,,,,,,,,
1506,7230,,PC,3h,NR,,9159619,Completed,First,3h,,,,,,,,
1507,7230,,PC,3h,NR,"According to Steam, game was left running for a little bit that probably put it at the 3 hours. Likely would be 2:30",9335115,Completed,First,3h,,,,,,,,
1508,7230,,PC,3h,NR,,10521855,Completed,First,3h,,,,,,,,
1509,7230,,PC,3h,NR,,10535997,Completed,First,3h,,,,,,,,
1510,7230,,PC,3h,NR,,10575747,Completed,First,3h,,,,,,,,
1511,7230,,PC,3h,NR,,11058764,Completed,First,3h,,,,,,,,
1512,7230,,PC,3h,NR,,11114395,Completed,First,3h,,,,,,,,
1513,7230,,PC,3h,NR,,11296798,Completed,First,3h,,,,,,,,
1514,7230,,PC,3h,NR,,11303304,Completed,First,3h,,,,,,,,
1515,7230,,PC,3h,NR,,11336680,Completed,First,3h,,,,,,,,
1516,7230,,PC,3h,NR,,11776738,Completed,First,3h,,,,,,,,
1517,7230,,PC,3h,NR,,11805192,Completed,First,3h,,,,,,,,
1518,7230,,PC,3h,NR,,11833414,Completed,First,3h,,,,,,,,
1519,7230,3D_Infinity,PC,3h,80%,,186524,Completed,First,3h,,,,2011,,,,
1520,7230,Abrasus,PC,3h,90%,,6886658,Completed,First,3h,,,,,,,,
1521,7230,Actionfighter,PC,3h,NR,,239529,Completed,First,3h,,,,"March 21, 2012",,,,
1522,7230,Aggralan,PC,3h,NR,,1164036,Completed,First,3h,,,,"July 11, 2013",,,,
1523,7230,AkD,PC,3h,NR,,10537371,Completed,First,3h,,,,,,,,
1524,7230,AlduinNuggets,PC,3h,NR,,11474606,Completed,First,3h,,,,,,,,
1525,7230,AlfredoSanchez,PC,3h,80%,,11588803,Completed,First,3h,,,,"April 28, 2020",,,,
1526,7230,AlreadyDemon,PC,3h,80%,,10662642,Completed,Replay,3h,5h,13h,,"December 23, 2019",,,,
1527,7230,Altimo,PC,3h,NR,,9314214,Completed,First,3h,,,,"August 06, 2019",,,,
1528,7230,Antares_gamer,PC,3h,NR,,11317307,Completed,First,3h,5h,,,"August 30, 2015",,,,
1529,7230,Private,PC,3h,90%,,3358181,Completed,First,3h,,,,"March 04, 2016",,,,
1530,7230,Anthracks,Xbox 360,3h,90%,,669506,Completed,First,3h,,,,,,,,
1531,7230,ApolloZani,PC,3h,NR,,180060,Completed,First,3h,,,,2010,,,,
1532,7230,Araknus,PC,3h,NR,,3350759,Completed,First,3h,,,,"May 05, 2017",,,,
1533,7230,ArecaS,PC,3h,NR,,694183,Playing Completed,First,3h,,,,,,3h /,,
1534,7230,ArunaMia,PC,3h,NR,,6864640,Completed,First,3h,,,,,,,,
1535,7230,Aryakesha,PC,3h,NR,,10306264,Completed,First,3h,,,,"October 26, 2019",,,,
1536,7230,Ashman87,PC,3h,80%,,1306705,Completed,First,3h,,,,,,,,
1537,7230,Ashrak_22,PC,3h,NR,,150502,Completed,First,3h,,,,"July 14, 2012",,,,
1538,7230,Augur,PC,3h,100%,,106769,Completed,First,3h,,,,,,,,
1539,7230,AwesomeNick94,PC,3h,100%,,5066953,Completed,First,3h,,,,"May 24, 2010",,,,
1540,7230,Baconmaninspace,PC,3h,100%,,126919,Completed,First,3h,,,,"June 09, 2012",,,,
1541,7230,Batebox33,PC,3h,NR,,3688589,Completed,Replay,3h,,,,"April 14, 2008",,,,
1542,7230,Belgand,PC,3h,NR,,3522637,Completed,First,3h,,,,"October 28, 2007",,,,
1543,7230,Berkki,PC,3h,NR,,11482260,Completed,First,3h,,,,"December 06, 2018",,,,
1544,7230,Beroe,PC,3h,100%,,237562,Completed,First,3h,,,,"February 11, 2013",,,,
1545,7230,BioSector,PC,3h,NR,,385176,Completed,First,3h,,,,,,,,
1546,7230,Private,PC,3h,NR,,661035,Completed,First,3h,,,,,,,,
1547,7230,Private,PC,3h,100%,,5257155,Completed,First,3h,,,,"July 30, 2017",,,,
1548,7230,BlueJay,Mac,3h,90%,,4814689,Completed,First,3h,,,,"April 20, 2017",,,,
1549,7230,Boss,PC,3h,80%,,1790561,Completed,Replay,3h,,,,"January 16, 2016",,,,
1550,7230,Bozbacca,PC,3h,NR,,5804890,Completed,First,3h,,,,,,,,
1551,7230,Bozzz,PC,3h,NR,,4508484,Completed,First,3h,,,,,,,,
1552,7230,Breki,PC,3h,NR,,1350967,Completed,First,3h,,,,"May 19, 2015",,,,
1553,7230,Cailiil,PC,3h,90%,,6075861,Completed,First,3h,,,,"March 04, 2008",,,,
1554,7230,Caranud,PC,3h,NR,,421160,Completed,First,3h,5h 11m,,,"February 01, 2012",,,,
1555,7230,Caretoffel,PC,3h,NR,,8105583,Completed,First,3h,,,,"January 23, 2014",,,,
1556,7230,Chipzilla,PC,3h,NR,,4915567,Completed,First,3h,,,,"December 29, 2017",,,,
1557,7230,ChristmasGhost,PC,3h,100%,,10835279,Completed,First,3h,,,,,,,,
1558,7230,Chyran,PC,3h,70%,,698534,Completed,First,3h,,,,"April 18, 2014",,,,
1559,7230,CoffeeMage,PC,3h,NR,,5457462,Completed,First,3h,,,,,,,,
1560,7230,Coldiver,PC,3h,100%,,9363479,Completed,First,3h,,,,2017,,,,
1561,7230,CrocMan,PC,3h,NR,,1409486,Completed,First,3h,,,,"February 19, 2016",,,,
1562,7230,CrownPhan14,PC,3h,NR,,4353266,Backlog Completed,First,3h,,,,"April 24, 2017",,3h /,,
1563,7230,Crusheer,PC,3h,80%,,728557,Completed,Replay,3h,,,,,,,,
1564,7230,CygnusX1,PC,3h,NR,,11210396,Completed,First,3h,,,,"November 26, 2013",,,,
1565,7230,Daigoro,PC,3h,100%,,40590,Completed,First,3h,,,,,,,,
1566,7230,Dakarai,PC,3h,90%,,676144,Completed,First,3h,,,,"March 22, 2014",,,,
1567,7230,DarkMoonGaming,PC,3h,100%,,2755188,Completed,First,3h,,,,"June 17, 2016",,,,
1568,7230,DarkSoul,PC,3h,NR,,757761,Completed,First,3h,,,,"November 25, 2012",,,,
1569,7230,DarlesBarkley,PC,3h,NR,,3953566,Completed,First,3h,,,,"December 21, 2008",,,,
1570,7230,DarthLeinad66,PC,3h,NR,,11444092,Completed,First,3h,,,,"April 14, 2020",,,,
1571,7230,Darthaegis,PC,3h,80%,,3942450,Completed,First,3h,,,,2011,,,,
1572,7230,Decabit,PC,3h,NR,,4100508,Completed,First,3h,,,,"February 21, 2017",,,,
1573,7230,DestroyerOfEvil,PC,3h,NR,,11929510,Completed,First,3h,,,,"June 03, 2020",,,,
1574,7230,DeviousSiddy,PC,3h,100%,,420755,Completed,Replay,3h,,,,,,,,
1575,7230,DivineBloodline,PC,3h,90%,,3705015,Completed,Replay,3h,,,,,,,,
1576,7230,DolanSpaghetti,PC,3h,NR,,3519425,Completed,Replay,3h,,,,"October 14, 2016",,,,
1577,7230,Private,Xbox 360,3h,80%,,6211090,Completed,Replay,3h,,,,,,,,
1578,7230,Draps,PC,3h,80%,,533084,Completed,First,3h,3h 30m,7h,,"December 26, 2013",58m 32s,,,
1579,7230,DualFist_McCrisp,Xbox 360,3h,NR,,5904859,Completed,First,3h,,,,,,,,
1580,7230,EHero_,PC,3h,NR,,5623618,Completed,Replay,3h,,,,,,,,
1581,7230,Eirwaz,PC,3h,NR,,1409180,Completed,First,3h,,,,"June 23, 2015",,,,
1582,7230,Elbceni,PC,3h,80%,,1030907,Completed,Replay,3h,,,,"November 20, 2014",,,,
1583,7230,EpicSam5189,PC,3h,NR,,7902720,Completed,First,3h,,,,"December 31, 2018",,,,
1584,7230,FakeKisser,PC,3h,NR,,96111,Completed,First,3h,,,,,,,,
1585,7230,FalcotheLegend,Xbox 360,3h,100%,,363424,Completed,First,3h,,,,,,,,
1586,7230,Felox,PC,3h,NR,,6132062,Completed,First,3h,,,,,,,,
1587,7230,Finalraincloud9,Xbox 360,3h,80%,,7488351,Completed,First,3h,,,,"September 30, 2011",,,,
1588,7230,Firegon,PC,3h,NR,,948165,Completed,First,3h,,,,"September 24, 2014",,,,
1589,7230,Fizzlebot1109,PC,3h,NR,,9676175,Completed,First,3h,,,,"September 18, 2019",,,,
1590,7230,Forgos,PC,3h,90%,,539666,Completed,First,3h,,,,"December 29, 2013",,,,
1591,7230,Foviac,PC,3h,NR,,7946980,Completed,First,3h,,,,,,,,
1592,7230,FreezePopFanaticYT,PC,3h,100%,"Amazing story, and loved the game through every level.",6548742,Completed,First,3h,,,,"July 08, 2018",,,,
1593,7230,Fuhyo,PC,3h,NR,,8788937,Completed,First,3h,,,,"May 16, 2019",,,,
1594,7230,GRob9,Xbox 360,3h,NR,,72938,Completed,First,3h,,,,,,,,
1595,7230,Gallucci,Xbox 360,3h,80%,,5906211,Completed,First,3h,,,,"February 28, 2010",,,,
1596,7230,Gamesearcher1,PC,3h,80%,,10743288,Completed,First,3h,,,,"April 24, 2019",,,,
1597,7230,Garbage187,PC,3h,NR,,3892067,Completed,First,3h,,,,"January 07, 2017",,,,
1598,7230,GarthVader,PC,3h,100%,,4248897,Completed,First,3h,,,,"April 09, 2009",,,,
1599,7230,GeneralNeb,PC,3h,NR,,392768,Completed,First,3h,,,,"April 14, 2011",,,,
1600,7230,GilgameshTheKing,PC,3h,70%,,10834264,Completed,First,3h,5h,,,,,,,
1601,7230,Glammer,PC,3h,90%,,5901104,Completed,First,3h,,,,"February 27, 2018",,,,
1602,7230,Granjo,PC,3h,NR,,10721162,Completed,First,3h,5h,,,"December 31, 2019",,,,
1603,7230,HAGROLD,PC,3h,NR,,11611287,Completed,First,3h,,,,"April 30, 2020",,,,
1604,7230,HORSE_LORD,PC,3h,NR,,3585011,Completed,First,3h,,,,"May 15, 2010",,,,
1605,7230,HanSoloPizza,PC,3h,NR,,8978831,Completed,First,3h,,,,,,,,
1606,7230,Harpy,PC,3h,90%,"Took about three hours to beat, not sure on specific time.",3575481,Completed,First,3h,,,,"November 10, 2015",,,,
1607,7230,HearPcGaming,PC,3h,NR,,10187830,Completed,First,3h,,,,"October 05, 2019",,,,
1608,7230,Hieronimus,PC,3h,90%,,524952,Completed,First,3h,,,,,,,,
1609,7230,HosainH,PC,3h,NR,,153589,Completed,First,3h,,,,"July 23, 2012",,,,
1610,7230,Private,Mac,3h,NR,,11493789,Completed,First,3h,,,,"April 19, 2020",,,,
1611,7230,Hotpies,PC,3h,90%,,9000460,Completed,First,3h,,,,"January 13, 2019",,,,
1612,7230,HouseGames,PC,3h,80%,,10157522,Completed,First,3h,,,,"September 28, 2019",,,,
1613,7230,Hugo_P,Xbox One,3h,100%,,8294490,Completed,First,3h,,,,,,,,
1614,7230,Huhn0rNud3lSupp3,PC,3h,NR,,1374018,Completed,First,3h,,,,"August 07, 2009",,,,
1615,7230,HuntFifa,PC,3h,NR,,4194155,Completed,Replay,3h,,,,"March 16, 2017",,,,
1616,7230,I_am_nobody,PC,3h,NR,,5033773,Completed,First,3h,,,,January 2009,,,,
1617,7230,Igorth85,PC,3h,NR,,3946907,Completed,First,3h,,,,"January 20, 2017",,,,
1618,7230,Private,PC,3h,NR,,7236225,Completed,First,3h,,,,"October 13, 2018",,,,
1619,7230,ImAddictedToGames05,PC,3h,100%,Interesting and fun. Would recommend to anyone.,9089687,Completed,First,3h,,,,"July 08, 2018",,,,
1620,7230,Inceptioff,PC,3h,NR,,7895751,Completed,First,3h,4h,,,"December 31, 2018",,,,
1621,7230,Infinityz,PC,3h,NR,,11852945,Completed,First,3h,,,,"June 29, 2014",,,,
1622,7230,InkwizytorBC,Linux,3h,NR,,3334911,Completed,First,3h,,,,"August 16, 2016",,,,
1623,7230,Iwin2904,PC,3h,80%,,2846421,Completed,First,3h,,,,"April 15, 2016",,,,
1624,7230,Private,PC,3h,NR,,4552301,Completed,First,3h,,,,,,,,
1625,7230,JR084,PC,3h,90%,,10592503,Completed,First,3h,5h,9h,,"January 01, 2010",,,,
1626,7230,JaKiNaBoX,PC,3h,NR,,772668,Completed,First,3h,,,,"June 24, 2014",,,,
1627,7230,JagCsd,PC,3h,100%,,9132480,Completed,First,3h,4h,,,,,,,
1628,7230,Jedi9nife,PC,3h,NR,,10597524,Completed,First,3h,,,,"December 15, 2019",,,,
1629,7230,Private,PC,3h,NR,,1932613,Completed,First,3h,,,,"June 20, 2014",,,,
1630,7230,JoDarr,PC,3h,80%,,4803433,Completed,First,3h,,,,2015,,,,
1631,7230,Jobius,PC,3h,NR,,10656735,Completed,First,3h,,,,"December 29, 2019",,,,
1632,7230,Jobvious,PC,3h,NR,,735505,Completed,First,3h,,,,,,,,
1633,7230,JohnnySans,PC,3h,80%,,8656998,Completed,First,3h,,,,"October 22, 2018",,,,
1634,7230,Joutai,PC,3h,80%,,3442475,Completed,First,3h,,,,,,,,
1635,7230,Jump,Xbox 360,3h,90%,,2220895,Completed,First,3h,,,,,,,,
1636,7230,JustinBB7,PC,3h,NR,,170386,Completed,First,3h,,,,"October 09, 2007",,,,
1637,7230,KINGXKUMA,Xbox 360,3h,90%,,6215847,Completed,First,3h,,,,"July 07, 2012",,,,
1638,7230,Kaedechtu,PC,3h,90%,,614465,Completed,First,3h,,,,,,,,
1639,7230,Kartsu,PC,3h,NR,,6565347,Completed,First,3h,,,,"July 10, 2018",,,,
1640,7230,Kenneth3967,PC,3h,NR,,5155310,Completed,First,3h,,,,"October 10, 2017",,,,
1641,7230,KeunGom,PC,3h,NR,,8009158,Completed,Replay,3h,,,,"June 22, 2018",,,,
1642,7230,Keyakinan,PC,3h,NR,,6797292,Completed Retired,Replay,3h,,,,"August 09, 2018",,,,
1643,7230,King_K,Xbox 360,3h,70%,,8510288,Completed,First,3h,4h,,,,,,,
1644,7230,Knurek,PC,3h,NR,,599067,Completed,Replay,3h,,,,"January 04, 2014",,,,
1645,7230,Kodama_Sudama,PC,3h,NR,,10754741,Completed,First,3h,,,,"December 28, 2019",,,,
1646,7230,Kreusfel,PC,3h,NR,,8199766,Completed,First,3h,,,,"April 28, 2020",,,,
1647,7230,KrispyKyle,PC,3h,100%,,672201,Completed,First,3h,,,,,,,,
1648,7230,Krytten,PC,3h,NR,,3442316,Completed,First,3h,,,,"September 20, 2016",,,,
1649,7230,Kshitij,PC,3h,80%,,8876211,Completed,First,3h,,,,"June 01, 2019",,,,
1650,7230,Kuestvire,PC,3h,100%,,10752401,Completed,First,3h,,,,"March 30, 2019",,,,
1651,7230,LagerSirIsRegal,PC,3h,NR,,844883,Completed,First,3h,,,,,,,,
1652,7230,Lata,PC,3h,NR,,10961429,Completed,First,3h,,,,"February 08, 2020",,,,
1653,7230,Lemmi1337,PC,3h,NR,,3292403,Completed,First,3h,,,,"January 26, 2017",,,,
1654,7230,LexAverial,PC,3h,100%,,262421,Completed,First,3h,,,,,,,,
1655,7230,LibertMalina,PC,3h,NR,,7806881,Completed,First,3h,,,,"December 23, 2018",,,,
1656,7230,Lizak3,Linux,3h,80%,,3248292,Completed,First,3h,11h,,,"June 07, 2016",,,,
1657,7230,Lollanza,PlayStation 3,3h,NR,,9467453,Completed,First,3h,,,,"August 28, 2019",,,,
1658,7230,Private,PC,3h,NR,,4961145,Completed,First,3h,,,,,,,,
1659,7230,Ludo,PC,3h,NR,,3178598,Completed,First,3h,4h,,,"February 01, 2013",,,,
1660,7230,LuisMaster,PC,3h,NR,,3859000,Completed,First,3h,,,,"August 15, 2016",,,,
1661,7230,Ma_tt_hew,PC,3h,NR,,1331681,Completed,First,3h,,,,,,,,
1662,7230,ManualOverride,PC,3h,NR,,3384292,Completed,First,3h,,,,,,,,
1663,7230,Private,PC,3h,90%,,1027742,Completed,First,3h,,,,,,,,
1664,7230,McFly,PC,3h,90%,,707033,Completed,Replay,3h,3h 48m,,,"April 25, 2014",,,,
1665,7230,Meff,PC,3h,NR,,7303338,Completed,First,3h,,,,"October 22, 2018",,,,
1666,7230,MightyQuinn2021,PC,3h,100%,,1041106,Completed,First,3h,,,,,,,,
1667,7230,Minish,PC,3h,NR,,11615723,Completed,First,3h,,,,"May 01, 2020",,,,
1668,7230,Moepmup,PC,3h,NR,,799785,Backlog Completed Retired,First,3h,,,,"July 09, 2014",,3h /,,
1669,7230,Moko,PC,3h,NR,,11592527,Completed,First,3h,,,,"January 25, 2020",,,,
1670,7230,MostlyReliable,PC,3h,NR,,8504034,Completed,First,3h,,,,"March 22, 2019",,,,
1671,7230,MrKK,PC,3h,80%,,5663797,Completed,First,3h,,,,"January 14, 2018",,,,
1672,7230,MrLazeo101,PC,3h,NR,,9244539,Completed,First,3h,,,,"July 28, 2019",,,,
1673,7230,MrMonkie,Xbox 360,3h,NR,,2842361,Completed,First,3h,,,,"October 20, 2011",,,,
1674,7230,Private,PC,3h,NR,,633353,Completed,First,3h,,,,,,,,
1675,7230,MrNinjaSquirrel,,3h,80%,,314677,Completed,First,3h,,,,,,,,
1676,7230,MrPidf,PC,3h,NR,,8610123,Completed,First,3h,,,Main Story,"November 16, 2019",,,,
1677,7230,MrPumpkin,PC,3h,80%,,3479735,Completed,First,3h,,,,,,,,
1678,7230,Private,PC,3h,70%,,11488866,Completed,First,3h,,,,"December 25, 2014",,,,
1679,7230,MrZX,PC,3h,60%,,6469164,Completed,Replay,3h,,,,"June 24, 2018",,,,
1680,7230,Mr_Dingmon,PC,3h,90%,,4210297,Completed,First,3h,,,,,,,,
1681,7230,Mrsonicisawesome,PC,3h,80%,,5850296,Completed,First,3h,,,,"February 16, 2018",,,,
1682,7230,NARCSHARK,Xbox 360,3h,NR,,7969347,Completed,First,3h,,,,"May 07, 2014",,,,
1683,7230,NamfoodleYimble,PC,3h,NR,,1722537,Completed,First,3h,,,,"January 02, 2015",,,,
