,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Vs.,Personal Notes,Co-Op,Speedrun
493,20221,BIGGGO,PlayStation 4,14h,NR,,3100302,Replay Completed,Replay,"June 16, 2016",14h,18h,25h,,,,,
494,20221,BoneyJackass,PlayStation 4,14h,80%,,11721094,Completed,First,"May 16, 2020",14h,,,,,,,
495,20221,CallumRees9,PlayStation 4,14h,NR,,1471228,Completed,First,"July 12, 2015",14h,,,,,,,
496,20221,ChipsEss0r,PlayStation 4,14h,90%,,5709832,Completed,First,"January 23, 2018",14h,17h,,,,,,
497,20221,Croner97,PlayStation 4,14h,NR,,11548671,Completed,First,"October 10, 2018",14h,,,,,,,
498,20221,Dodis,PlayStation 4,14h,NR,,891874,Completed,First,"August 12, 2014",14h,18h,,,,,,
499,20221,Dzieslaw,PlayStation 4,14h,100%,,6021321,Completed,First,"April 23, 2017",14h,,,,,,,
500,20221,Faytl,PlayStation 4,14h,90%,,1674006,Completed,First,"August 17, 2015",14h,,,,,,,
501,20221,Felypson,PlayStation 4,14h,100%,,5003047,Completed,Replay,"August 10, 2017",14h,,,,,,,
502,20221,Fossil007,PlayStation 4,14h,NR,,8134691,Completed,First,"January 27, 2019",14h,,,,,,,
503,20221,Gallucci,PlayStation 4,14h,100%,,5906340,Completed,First,"April 19, 2017",14h,18h,,,,,,
504,20221,Private,PlayStation 4,14h,90%,,877050,Completed,First,"August 04, 2014",14h,,,,,,,
505,20221,I_am_nobody,PlayStation 4,14h,NR,,6271823,Completed,First,"May 20, 2018",14h,,,,,,,
506,20221,JoseSLD,PlayStation 4,14h,100%,,11272033,Completed,First,"March 28, 2020",14h,,,,,,,
507,20221,KINGXKUMA,PlayStation 4,14h,100%,,6208419,Completed,First,"December 29, 2016",14h,,,,,,,
508,20221,Korean_Prophet,PlayStation 4,14h,90%,,9661163,Completed,First,"January 16, 2017",14h,,,,,,,
509,20221,Kriger,PlayStation 4,14h,NR,,4805324,Completed,First,,14h,,,,,,,
510,20221,Lariat,PlayStation 4,14h,NR,,10337466,Completed,First,"October 31, 2019",14h,,,,,,,
511,20221,Leaks,PlayStation 4,14h,100%,,8895847,Completed,Replay,"November 20, 2014",14h,17h 20m,,,,,,
512,20221,Leaks01,PlayStation 4,14h,100%,Left Behind DLC,8492541,Completed,Replay,"November 20, 2014",14h,17h 20m,,,,,,
513,20221,Leg3nd4ry,PlayStation 4,14h,NR,,5689050,Completed,First,"October 22, 2017",14h,,,,,,,
514,20221,Mapacherrr,PlayStation 4,14h,NR,,11832351,Completed,Replay,"March 15, 2020",14h,,,,,,,
515,20221,MrSun,PlayStation 4,14h,NR,,1068651,Completed,First,"December 01, 2014",14h,,,,,,,
516,20221,NJBoden,PlayStation 4,14h,100%,,5372254,Completed,First,,14h,,,,,,,
517,20221,Nader_Hakami,PlayStation 4,14h,NR,,7547685,Completed,First,"November 28, 2018",14h,,,,,,,
518,20221,OneMinusTwoPlus,PlayStation 4,14h,70%,,11175650,Completed,First,"March 07, 2020",14h,,,,,,,
519,20221,OniEkoh,PlayStation 4,14h,100%,,4106020,Completed,First,"November 23, 2016",14h,,,,,,,
520,20221,SkullKid2611,PlayStation 4,14h,100%,,3057307,Completed,First,"May 30, 2016",14h,16h,,,,,,
521,20221,VitorVex,PlayStation 4,14h,NR,,11204659,Completed,First,,14h,,,,,,,
522,20221,Zandigsqueue,PlayStation 4,14h,90%,,8661771,Completed,First,"April 20, 2019",14h,,,,,,,
523,20221,aliemci,PlayStation 4,14h,90%,,7608311,Completed,First,"July 11, 2018",14h,,,,,,,
524,20221,Private,PlayStation 4,14h,NR,,10880511,Completed,First,November 2019,14h,,,,,,,
525,20221,catroot,PlayStation 4,14h,70%,,3020044,Completed,First,"May 27, 2016",14h,,,,,,,
526,20221,dang4213,PlayStation 4,14h,NR,,5135800,Completed,First,"October 06, 2017",14h,,,,,,,
527,20221,davidmaggs,PlayStation 4,14h,NR,,7326193,Replay Completed,Replay,"August 27, 2018",14h,,,14h /,,,,
528,20221,dfive,PlayStation 4,14h,NR,"Acabei a história, e o save apresentou 100%",6852846,Completed,First,,14h,16h,17h,,,,,
529,20221,filip_312,PlayStation 4,14h,100%,,4285756,Completed,Replay,"April 07, 2017",14h,,,,,,,
530,20221,holtman,PlayStation 4,14h,NR,,1477388,Completed,First,"July 12, 2014",14h,,,,,,,
531,20221,jro3000,PlayStation 4,14h,NR,,5077680,Completed,First,,14h,,,,,,,
532,20221,julia0812,PlayStation 4,14h,90%,,9587935,Completed,First,"October 21, 2016",14h,,,,,,,
533,20221,kelvingoh89,PlayStation 4,14h,NR,,6447586,Completed,First,"May 05, 2017",14h,,,,,,,
534,20221,Private,PlayStation 4,14h,NR,,8308977,Completed,First,"February 19, 2019",14h,,,,,,,
535,20221,mikk720h,PlayStation 4,14h,100%,,1313771,Completed,First,"April 23, 2015",14h,,,,,,,
536,20221,nathansamander,PlayStation 4,14h,NR,,4846358,Completed,Replay,"August 02, 2017",14h,,,,,,,
537,20221,theplump,PlayStation 4,14h,100%,,1617423,Completed,First,"August 05, 2015",14h,,,,,,,
538,20221,thomaas23,PlayStation 4,14h,100%,,983495,Completed,Replay,"October 18, 2014",14h,,,,,,,
539,20221,tucotuti,PlayStation 4,14h,NR,,11951061,Completed,First,,14h,16h,28h,,,,,
540,20221,wavetactic,PlayStation 4,14h,NR,,7751629,Completed,First,"December 16, 2018",14h,,,,,,,
541,20221,xgamerwarp,PlayStation 4,14h,70%,,11590935,Completed,First,,14h,,,,,,,
542,20221,KazumaMagari,PlayStation 4,14h 01m,NR,,7947005,Completed,First,"January 04, 2019",14h 01m,,,,,,,
543,20221,Tidus_360,PlayStation 4,14h 03m,NR,"Survivor: All Artifacts, Pendants, Comics, Shiv Doors, Optional Conversations, and Manuals",1262527,Completed,Replay,"April 01, 2015",14h 03m,,15h 45m 16s,,,,,
544,20221,jet_the_nerd07,PlayStation 4,14h 03m,NR,,5433391,Completed,First,"December 06, 2017",14h 03m 08s,,,,,,,
545,20221,,PlayStation 4,14h 04m,NR,,3966451,Completed,First,,14h 04m,,,,,,,
546,20221,Homesick89,PlayStation 4,14h 04m,NR,,11828081,Completed,First,"June 01, 2020",14h 04m 24s,,,,,,,
547,20221,,PlayStation 4,14h 05m,NR,,2502489,Completed,First,,14h 05m,,,,,,,
548,20221,ann198,PlayStation 4,14h 05m,100%,,1253427,Completed,First,"January 18, 2015",14h 05m,17h 43m,,,,,,
549,20221,lewisjd95,PlayStation 4,14h 05m,NR,,1382970,Completed,First,"June 18, 2015",14h 05m 50s,,,,,,,
550,20221,Novantico,PlayStation 4,14h 07m,100%,,12009915,Completed,First,"March 22, 2017",14h 07m,,,,,,,
551,20221,jet_the_nerd,PlayStation 4,14h 07m,NR,,5831222,Completed,First,"December 07, 2017",14h 07m 44s,,,,,,,
552,20221,,PlayStation 4,14h 08m,NR,,10270521,Completed,First,,14h 08m,,,,,,,
553,20221,Private,PlayStation 4,14h 09m,70%,,6770606,Completed,First,"August 12, 2018",14h 09m,,,,,,,
554,20221,,PlayStation 4,14h 09m,NR,,877219,Completed,First,,14h 09m 49s,,,,,,,
555,20221,,PlayStation 4,14h 10m,NR,,11487502,Completed,Replay,,14h 10m,,,,,,,
556,20221,Mandulum,PlayStation 4,14h 10m,100%,,1092089,Completed,First,"January 02, 2015",14h 10m,,,,,,,
557,20221,Megafaun,PlayStation 4,14h 10m,NR,,3560353,Completed,First,"December 05, 2017",14h 10m,,,,,,,
558,20221,MrRud0If,PlayStation 4,14h 10m,NR,,11617637,Completed,First,"April 30, 2020",14h 10m,,,,,,,
559,20221,Raposo,PlayStation 4,14h 10m,100%,,6885897,Completed,Replay,,14h 10m,,,,,,,
560,20221,mendees,PlayStation 4,14h 10m,NR,,7753421,Completed,First,"December 16, 2018",14h 10m,,,,,,,
561,20221,,PlayStation 4,14h 13m,NR,,897842,Completed,First,,14h 13m 37s,,,,,,,
562,20221,iaap,PlayStation 4,14h 14m,NR,,3761895,Completed,Replay,"March 24, 2020",14h 14m 48s,,,,,,,
563,20221,altoid,PlayStation 4,14h 15m,NR,,928931,Completed,First,"October 22, 2014",14h 15m,,,,,,,
564,20221,mrwarcriminal,PlayStation 4,14h 15m,NR,,921801,Completed,First,"September 01, 2014",14h 15m,17h,22h,,,,,
565,20221,,PlayStation 4,14h 17m,NR,,11755849,Completed,First,,14h 17m 12s,,,,,,,
566,20221,,PlayStation 4,14h 17m,NR,,8217888,Completed,First,,14h 17m 35s,,,,,,,
567,20221,callumtho,PlayStation 4,14h 17m,NR,,7003440,Completed,First,"September 07, 2018",14h 17m 48s,,,,,,,
568,20221,Daigoro,PlayStation 4,14h 17m,90%,,6784557,Completed,First,"August 07, 2018",14h 17m 56s,,,,,,,
569,20221,TheRedLag00n,PlayStation 4,14h 18m,60%,,11072908,Completed,First,"March 01, 2020",14h 18m,,,,,"The Last of Us	12h39min, Left Behind 1h39",,
570,20221,notorious_roy,PlayStation 4,14h 18m,100%,With Left Behind,569025,Completed,First,"December 28, 2014",14h 18m,16h 09m,,,,,,
571,20221,Raindrops,PlayStation 4,14h 19m,NR,,8901419,Completed,First,"June 06, 2019",14h 19m 10s,,,,,,,
572,20221,,PlayStation 4,14h 20m,NR,Played the last half on easy to get through faster as my backlog of games is too long,6790302,Completed,First,,14h 20m,,,,,,,
573,20221,Arsonist180,PlayStation 4,14h 20m,100%,,10537717,Completed,First,"December 04, 2019",14h 20m,,,,,,,
574,20221,JustinBB7,PlayStation 4,14h 20m,NR,,7188035,Completed,First,"October 05, 2018",14h 20m,,,,,,,
575,20221,LorMark,PlayStation 4,14h 20m,NR,,11620097,Completed,First,"April 20, 2020",14h 20m,,,,,,,
576,20221,d3vianc3,PlayStation 4,14h 20m,NR,,5033670,Completed,First,"September 03, 2017",14h 20m,,,,,,,
577,20221,v3nt0,PlayStation 4,14h 20m,NR,,4558000,Completed,First,"June 11, 2017",14h 20m,,,,,,,
578,20221,dsoon,PlayStation 4,14h 20m,100%,,1549902,Completed,Replay,"September 26, 2014",14h 20m 10s,,,,450h 20m 25s,,,
579,20221,DeSCHamPs,PlayStation 4,14h 21m,NR,,4999477,Completed,First,"September 02, 2017",14h 21m,,,,,,,
580,20221,,PlayStation 4,14h 22m,NR,,5381470,Completed,First,,14h 22m,,,,,,,
581,20221,,PlayStation 4,14h 22m,NR,,11359462,Completed,First,,14h 22m 40s,,,,,,,
582,20221,Knot13,PlayStation 4,14h 23m,70%,,11777904,Completed,First,"September 30, 2016",14h 23m,,,,,,,
583,20221,,PlayStation 4,14h 24m,NR,,4767509,Completed,First,,14h 24m,,,,,,,
584,20221,Private,PlayStation 4,14h 24m,NR,,11771099,Completed,First,"March 10, 2020",14h 24m,,,,,,,
585,20221,,PlayStation 4,14h 24m,NR,,11780018,Completed,First,,14h 24m 02s,17h 32m 16s,26h 16m 54s,,,,,
586,20221,KingM,PlayStation 4,14h 24m,100%,,1074358,Completed,First,"December 23, 2014",14h 24m 02s,,,,,,,
587,20221,fiftyfifty,PlayStation 4,14h 24m,NR,,1404841,Completed,First,"March 22, 2015",14h 24m 47s,,,,,,,
588,20221,Dark_Yamatoman,PlayStation 4,14h 24m,NR,,4710003,Completed,First,"July 06, 2017",14h 24m 54s,,,,,,,
589,20221,,PlayStation 4,14h 26m,NR,,10197518,Completed,First,,14h 26m 02s,,,,,,,
590,20221,,PlayStation 4,14h 27m,NR,,941981,Completed,First,,14h 27m,,,,,,,
591,20221,,PlayStation 4,14h 27m,NR,,2754095,Completed,First,,14h 27m 16s,,,,,,,
592,20221,Razor306,PlayStation 4,14h 27m,NR,,6866032,Completed,First,"August 18, 2018",14h 27m 17s,,,,,,,
593,20221,,PlayStation 4,14h 28m,NR,,6654711,Completed,First,,14h 28m,,,,,,,
594,20221,zhochste,PlayStation 4,14h 28m,90%,,4498480,Completed,First,,14h 28m,,,,,,,
595,20221,WMijau,PlayStation 4,14h 28m,NR,,11847370,Completed,First,"May 27, 2020",14h 28m 13s,,,,,,,
596,20221,shevaln,PlayStation 4,14h 29m,NR,,11953341,Completed,First,"June 10, 2020",14h 29m,,,,,,,
597,20221,,PlayStation 4,14h 29m,NR,,1374737,Completed,First,,14h 29m 19s,,,,,,,
598,20221,,PlayStation 4,14h 30m,NR,,1405607,Completed,First,,14h 30m,,,,,,,
599,20221,Private,PlayStation 4,14h 30m,90%,,6538875,Completed,Replay,"July 01, 2018",14h 30m,,,,,,,
600,20221,Daltonic,PlayStation 4,14h 30m,100%,,11754723,Completed,First,,14h 30m,,,,,,,
601,20221,MrPidf,PlayStation 4,14h 30m,NR,,8358732,Completed,First,"February 25, 2019",14h 30m,,,,,Main Story,,
602,20221,Shuurai,PlayStation 4,14h 30m,100%,,1697084,Completed,First,,14h 30m,,,,,,,
603,20221,Private,PlayStation 4,14h 30m,80%,,2528548,Completed,First,"February 01, 2016",14h 30m,,,,,,,
604,20221,acjessen,PlayStation 4,14h 30m,90%,,5893843,Completed,First,"February 25, 2018",14h 30m,,,,,,,
605,20221,fpsmax,PlayStation 4,14h 30m,100%,,1350357,Completed,First,"May 11, 2015",14h 30m,,,,,,,
606,20221,letaquila,PlayStation 4,14h 30m,NR,,7950130,Completed,First,"January 05, 2019",14h 30m,,,,,,,
607,20221,roguish,PlayStation 4,14h 30m,NR,,6032712,Completed,First,"March 31, 2018",14h 30m,17h 30m,,,,,,
608,20221,senthilrameshjv,PlayStation 4,14h 30m,NR,,11419449,Completed,First,"April 11, 2020",14h 30m,,,,,,,
609,20221,soldat27,PlayStation 4,14h 30m,NR,,10617633,Completed,First,"December 19, 2019",14h 30m,,,,,,,
610,20221,sons_bon,PlayStation 4,14h 30m,NR,,5286105,Completed,First,"November 08, 2017",14h 30m,17h 30m,,,,,,
611,20221,spookmaster,PlayStation 4,14h 30m,NR,,1193007,Completed,First,"January 17, 2014",14h 30m,,,,,,,
612,20221,the_kostas,PlayStation 4,14h 30m,NR,,5624195,Completed,First,"June 28, 2018",14h 30m,,,,,,,
613,20221,Spizzik,PlayStation 4,14h 30m,NR,,6130008,Completed,First,"October 07, 2018",14h 30m 41s,,,,,,,
614,20221,LiteraryRecluse,PlayStation 4,14h 30m,100%,,902831,Completed,First,"August 19, 2014",14h 30m 55s,,,,,,,
615,20221,,PlayStation 4,14h 32m,NR,,2462775,Completed,First,,14h 32m,,,,,,,
616,20221,Cyborg1612,PlayStation 4,14h 32m,100%,,7223580,Completed,First,"July 07, 2018",14h 32m,,,,,,,
617,20221,mkrunner132,PlayStation 4,14h 32m,100%,,11819301,Completed,First,"May 03, 2020",14h 32m,,,,,,,
618,20221,Dazclif85,PlayStation 4,14h 32m,NR,,4237022,Completed,First,"April 13, 2017",14h 32m 05s,,,,,,,
619,20221,YannickS,PlayStation 4,14h 33m,100%,,6718383,Completed,First,"July 15, 2016",14h 33m,,,,,,,
620,20221,Gilles84,PlayStation 4,14h 33m,NR,,1402889,Completed,First,"June 21, 2015",14h 33m 18s,,,,,,,
621,20221,,PlayStation 4,14h 33m,NR,,4961556,Completed,First,,14h 33m 22s,,,,,,,
622,20221,ramsys,PlayStation 4,14h 33m,90%,,3766237,Completed,First,"December 18, 2016",14h 33m 37s,,,,,,,
623,20221,,PlayStation 4,14h 34m,NR,,2842268,Completed,First,,14h 34m,,,,,,,
624,20221,,PlayStation 4,14h 34m,NR,,1567989,Completed,First,,14h 34m 08s,,,,,,,
625,20221,,PlayStation 4,14h 34m,NR,,11221435,Completed,First,,14h 34m 12s,20h 25m 55s,23h 46m 10s,,,,,
626,20221,tbcy6591,PlayStation 4,14h 35m,100%,,11941258,Replay Completed,Replay,"June 09, 2020",14h 35m,,,14h 35m /,,,,
627,20221,K11H,PlayStation 4,14h 36m,NR,,4067633,Completed,First,"February 14, 2017",14h 36m,,,,,,,
628,20221,Pluteoh,PlayStation 4,14h 36m,100%,,10393519,Completed,First,"November 09, 2019",14h 36m,,,,,,,
629,20221,dannyboy5498,PlayStation 4,14h 36m,NR,,11860735,Completed,First,,14h 36m,,,,,,,
630,20221,Gamefreak4,PlayStation 4,14h 36m,100%,,11856799,Completed,First,"June 12, 2020",14h 36m 06s,,,,,,,
631,20221,Private,PlayStation 4,14h 36m,NR,,5080667,Completed,First,"September 21, 2017",14h 36m 29s,,,,,,,
632,20221,,PlayStation 4,14h 37m,NR,,916614,Completed,First,,14h 37m 31s,,,,,,,
633,20221,,PlayStation 4,14h 38m,NR,,922349,Completed,First,,14h 38m 26s,,,,,,,
634,20221,,PlayStation 4,14h 38m,NR,,7583303,Completed,First,,14h 38m 40s,,,,,,,
635,20221,B4sketC4se,PlayStation 4,14h 39m,100%,,8225175,Completed,First,"February 14, 2019",14h 39m 01s,,,,,,,
636,20221,,PlayStation 4,14h 40m,NR,,10358421,Completed,First,,14h 40m,,,,,,,
637,20221,Speler1414,PlayStation 4,14h 40m,NR,,10984381,Completed,First,"February 05, 2020",14h 40m,,,,,,,
638,20221,jarhed11,PlayStation 4,14h 40m,90%,,11929139,Completed,First,"May 23, 2020",14h 40m,,,,,,,
639,20221,Private,PlayStation 4,14h 41m,NR,,11168312,Completed,First,"March 16, 2020",14h 41m,,,,,,,
640,20221,novaviking,PlayStation 4,14h 41m,NR,,11096564,Completed,First,"August 31, 2014",14h 41m,,,,,,,
641,20221,FlappDoodler,PlayStation 4,14h 41m,NR,Amazing.,5471532,Completed,First,"December 16, 2017",14h 41m 52s,,,,,,,
642,20221,MomentousMaster,PlayStation 4,14h 42m,NR,,11735708,Completed,First,"May 14, 2020",14h 42m 41s,,,,,,,
643,20221,lumenx,PlayStation 4,14h 42m,NR,,3251643,Completed,First,"July 23, 2016",14h 42m 41s,,,,,,,
644,20221,illegalfreq,PlayStation 4,14h 43m,NR,,3190238,Completed,First,,14h 43m,,,,,,,
645,20221,Private,PlayStation 4,14h 44m,NR,,7386758,Completed,First,"December 31, 2018",14h 44m 25s,,,,,,,
646,20221,MasterKeaton,PlayStation 4,14h 45m,NR,,5843370,Completed,First,,14h 45m,,,,,,,
647,20221,Private,PlayStation 4,14h 45m,90%,,4526845,Completed,First,"April 24, 2017",14h 45m,,,,,,,
648,20221,,PlayStation 4,14h 47m,NR,,1322425,Completed,First,,14h 47m,,,,,,,
649,20221,wraither1317,PlayStation 4,14h 47m,NR,,5855488,Completed,First,"October 10, 2014",14h 47m,,,,,,,
650,20221,,PlayStation 4,14h 47m,NR,,2660855,Completed,First,,14h 47m 40s,,,,,,,
651,20221,shaun8pickles,PlayStation 4,14h 49m,100%,,1192446,Replay Completed,Replay,"October 30, 2014",14h 49m 43s,,,,20h 30m,,,
652,20221,HIERBA,PlayStation 4,14h 50m,80%,,10529492,Completed,First,"August 22, 2017",14h 50m,,,,,,,
653,20221,McCarthy1992,PlayStation 4,14h 50m,NR,,6795714,Completed,First,,14h 50m,,,,,,,
654,20221,,PlayStation 4,14h 50m,NR,,3704253,Completed,Replay,,14h 50m 21s,17h 20m 36s,22h 36m 09s,,,,,
655,20221,clank201,PlayStation 4,14h 50m,NR,Hard,874059,Completed,First,"August 03, 2014",14h 50m 27s,,,,,,,
656,20221,regueiro,PlayStation 4,14h 51m,100%,,4412009,Completed,First,"April 18, 2017",14h 51m 14s,,,,,,,
657,20221,philv88,PlayStation 4,14h 51m,NR,Completed Left Behind on Normal,1247808,Completed,First,"February 04, 2015",14h 51m 42s,17h 48m 41s,,,,,,
658,20221,,PlayStation 4,14h 52m,NR,,7857101,Completed,First,,14h 52m,,,,,,,
659,20221,LeoKasper,PlayStation 4,14h 53m,100%,Hard Difficulty - Collected 90 Collectibles,8760409,Completed,First,"May 12, 2019",14h 53m,,,,,,,
660,20221,Linkelda,PlayStation 4,14h 53m,80%,,5493106,Completed,First,,14h 53m,,,,,,,
661,20221,,PlayStation 4,14h 55m,NR,,1847251,Completed,First,,14h 55m,,,,,,,
662,20221,,PlayStation 4,14h 55m,NR,,1847252,Completed,First,,14h 55m,,,,,,,
663,20221,evgenynyagu,PlayStation 4,14h 55m,NR,,6664342,Completed,First,"July 25, 2018",14h 55m,,,,,,,
664,20221,ZeldaOne,PlayStation 4,14h 55m,100%,,7823947,Completed,First,"April 02, 2019",14h 55m 30s,,,,,,,
665,20221,stucko09,PlayStation 4,14h 57m,NR,,11200875,Completed,First,"March 24, 2020",14h 57m 43s,,,,,,,
666,20221,,PlayStation 4,14h 58m,NR,,4845606,Completed,First,,14h 58m 06s,,,,,,1895h 26m 47s,
667,20221,,PlayStation 4,14h 58m,NR,,3856951,Completed,First,,14h 58m 14s,,,,,,,
668,20221,crazor89,PlayStation 4,14h 58m,NR,,1697684,Completed,First,"July 03, 2015",14h 58m 45s,,,,,,,
669,20221,,PlayStation 4,15h,NR,,893585,Completed,First,,15h,,,,,,,
670,20221,,PlayStation 4,15h,NR,,1082820,Completed,First,,15h,,,,,,,
671,20221,,PlayStation 4,15h,NR,,1354993,Completed,First,,15h,,,,,,,
672,20221,,PlayStation 4,15h,NR,,3960908,Completed,First,,15h,,,,,,,
673,20221,,PlayStation 4,15h,NR,,4565269,Completed,First,,15h,17h,18h,,,,,
674,20221,,PlayStation 4,15h,NR,,5504432,Completed,First,,15h,,,,,,,
675,20221,,PlayStation 4,15h,NR,,6768176,Completed,First,,15h,,,,,,,
676,20221,,PlayStation 4,15h,NR,,7244414,Completed,First,,15h,20h,25h,,,,,
677,20221,,PlayStation 4,15h,NR,,9326257,Completed,First,,15h,,,,,,,
678,20221,,PlayStation 4,15h,NR,,10200147,Completed,First,,15h,,,,,,,
679,20221,,PlayStation 4,15h,NR,,10785507,Completed,First,,15h,,,,,,,
680,20221,,PlayStation 4,15h,NR,,10789220,Completed,First,,15h,18h,22h,,,,,
681,20221,500kevc,PlayStation 4,15h,60%,,8033221,Completed,First,,15h,,,,,,,
682,20221,Private,PlayStation 4,15h,NR,,10415454,Completed,First,"November 11, 2017",15h,,,,,,,
683,20221,84Gaming,PlayStation 4,15h,100%,,8308383,Completed,First,"September 15, 2015",15h,18h,25h,,,,,
684,20221,Akatsuki200,PlayStation 4,15h,100%,,8499788,Replay Completed,Replay,"March 02, 2020",15h,,,,,,,
685,20221,Booie,PlayStation 4,15h,NR,,6079485,Completed,First,"April 04, 2016",15h,,,,,,,
686,20221,Boshtrich,PlayStation 4,15h,NR,,1293838,Completed,First,"April 12, 2015",15h,,,,,,,
687,20221,CLPockets,PlayStation 4,15h,NR,,10466279,Completed,First,"January 18, 2017",15h,,,,,,,
688,20221,ChrisHD,PlayStation 4,15h,80%,,9601709,Completed,First,,15h,,,,,,,
689,20221,Commando_Brasil,PlayStation 4,15h,NR,,1064288,Completed,First,"October 16, 2014",15h,,,,,,,
690,20221,Dandan8,PlayStation 4,15h,NR,,11369417,Completed,First,"April 06, 2020",15h,18h,23h,,,,,
691,20221,Dragonw89,PlayStation 4,15h,90%,,10645542,Completed,First,"January 11, 2020",15h,,,,,,,
692,20221,Ebbings,PlayStation 4,15h,NR,,1237514,Completed,First,"February 27, 2015",15h,,,,,,,
693,20221,EcchiHybrid,PlayStation 4,15h,NR,,11450473,Playing Completed,First,"November 27, 2019",15h,,,16h /,,,,
694,20221,Ezarus,PlayStation 4,15h,NR,,9206643,Completed,Replay,"July 23, 2019",15h,,,,,,,
695,20221,FarCraw,PlayStation 4,15h,NR,,939436,Completed,First,"June 15, 2017",15h,,,,,,,
696,20221,FinnZL1030,PlayStation 4,15h,100%,,11043603,Completed,First,December 2019,15h,,,,,,,
697,20221,Francesco27,PlayStation 4,15h,100%,,11086718,Completed,First,"February 27, 2020",15h,19h,,,,,,
698,20221,FuzzyLapin,PlayStation 4,15h,90%,,5573375,Completed,First,"June 06, 2017",15h,,,,,,,
699,20221,Gerds88,PlayStation 4,15h,100%,,7859479,Completed,First,"November 01, 2019",15h,,,,,,,
700,20221,Giggykibbles709,PlayStation 4,15h,NR,,10934370,Completed,First,,15h,,,,,,,
701,20221,Gnarc90,PlayStation 4,15h,NR,,8018172,Completed,First,"January 11, 2019",15h,,,,,,,
702,20221,HaldirPVO,PlayStation 4,15h,100%,,11061839,Completed,First,"March 11, 2015",15h,18h,25h,,,,,
703,20221,IntoxNitram,PlayStation 4,15h,NR,,1369921,Completed,First,"June 02, 2015",15h,,,,,,,
704,20221,Joey8Bit,PlayStation 4,15h,100%,,1968762,Completed,First,,15h,18h,,,,,,
705,20221,Kayzng,PlayStation 4,15h,NR,,11489720,Completed,First,"April 15, 2020",15h,,,,,,,
706,20221,Kentama,PlayStation 4,15h,NR,,10791470,Completed,First,"January 05, 2020",15h,,,,,,,
707,20221,KingBjorn,PlayStation 4,15h,100%,,11826359,Replay Completed,Replay,,15h,18h,,,,,,
708,20221,KummaChristopher,PlayStation 4,15h,90%,,10459689,Completed,First,"July 20, 2017",15h,,,,,,,
709,20221,Kytes,PlayStation 4,15h,70%,,4457317,Completed,First,"February 02, 2018",15h,,,,,,,
710,20221,Private,PlayStation 4,15h,NR,,11980616,Completed,Replay,"June 12, 2020",15h,,,,,,,
711,20221,LukeyGuy1,PlayStation 4,15h,100%,,10639210,Completed,First,"December 23, 2019",15h,,,,,,,
712,20221,Maverickx,PlayStation 4,15h,90%,,1276134,Completed,First,"December 15, 2014",15h,,,,,,,
713,20221,Meagerarc,PlayStation 4,15h,90%,,2973450,Playing Completed,First,,15h,,,,,Hard Difficulty.,,
714,20221,MoDiFi,PlayStation 4,15h,100%,,3773534,Completed,First,,15h,,,,,,,
715,20221,MoSHtCZ,PlayStation 4,15h,100%,,8546323,Completed,First,"March 30, 2019",15h,16h,,,,,,
716,20221,Monjeman,PlayStation 4,15h,NR,,822362,Completed,First,"July 09, 2018",15h,,,,,,,
717,20221,MrFirebugJr,PlayStation 4,15h,90%,,5929611,Completed,First,"June 14, 2017",15h,,,,,,,
718,20221,MueedShaikh95,PlayStation 4,15h,NR,,5346377,Completed,First,"October 04, 2017",15h,,,,,,,
719,20221,Never4ever4,PlayStation 4,15h,100%,On hard.,3065766,Completed,First,"June 08, 2016",15h,,,,,,,
720,20221,Nicholas4Tech,PlayStation 4,15h,NR,,10233825,Completed,First,"January 06, 2016",15h,,,,,,,
721,20221,Private,PlayStation 4,15h,NR,,936872,Completed,First,"September 13, 2014",15h,,,,,,,
722,20221,Nool11793,PlayStation 4,15h,100%,,10227627,Replay Completed,Replay,"October 14, 2019",15h,,,,,,,
723,20221,OnurhanSoyek,PlayStation 4,15h,NR,,11546352,Completed,Replay,"April 24, 2020",15h,,,,,,,
724,20221,PhaserYT,PlayStation 4,15h,90%,,10940585,Completed,First,"February 05, 2020",15h,20h,30h,,,,,
725,20221,Pkhoward2008,PlayStation 4,15h,100%,,5147591,Completed,First,,15h,,,,,,,
726,20221,Puchee,PlayStation 4,15h,70%,,1295458,Completed,First,,15h,,,,,,,
727,20221,RadekParek,PlayStation 4,15h,NR,,6579881,Completed,First,"October 12, 2017",15h,,,,,,,
728,20221,Rafaelnrn,PlayStation 4,15h,90%,,7804493,Completed,First,"December 23, 2018",15h,,,,,,,
729,20221,RebelliousRam,PlayStation 4,15h,NR,,3550419,Completed,First,"May 07, 2017",15h,17h,,,,,,
730,20221,Riz_,PlayStation 4,15h,70%,,11818350,Completed,First,"June 23, 2016",15h,,,,,,,
731,20221,Rusco08,PlayStation 4,15h,NR,,10981974,Completed,First,"February 12, 2020",15h,,,,,,,
732,20221,Ryukojin,PlayStation 4,15h,80%,,2295353,Completed,First,"December 25, 2015",15h,,,,,,,
733,20221,Sheissolovely,PlayStation 4,15h,NR,,7455729,Completed,First,"November 16, 2018",15h,17h,,,,,,
734,20221,Silent_blue,PlayStation 4,15h,NR,,2602928,Completed,Replay,"June 18, 2015",15h,,,,,,,
