,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Completion,Progress,Personal Notes,Speedrun,100% Speedrun
638,26286,tso184,PC,17h 01m,70%,"Almost only main story, a bit extras but not much at all. 43% Steam Achievements",4476400,Completed,First,,17h 01m,,"August 23, 2017",,,,
639,26286,skm742,PC,17h 03m,NR,,4794758,Completed,First,,17h 03m,,"July 15, 2017",,,,
640,26286,Never4ever4,Nintendo Switch,17h 16m,90%,50% complete,6803588,Completed,First,,17h 16m 08s,,"August 11, 2018",,,,
641,26286,DSan,PC,17h 24m,NR,,9144816,Completed,First,,17h 24m 41s,,"July 09, 2019",,,,
642,26286,Private,PC,17h 30m,NR,Did some optional dungeons,8569442,Completed,First,,17h 30m,,"March 27, 2019",,,,
643,26286,metareven,PC,17h 30m,NR,Good end,8814130,Completed,First,16h 02m,17h 30m,,"May 19, 2019",,,,
644,26286,Mr_Book,PC,17h 42m,80%,,5786596,Completed,First,,17h 42m,,"January 15, 2018",,,,
645,26286,CorgiCrusade,Nintendo Switch,17h 48m,80%,,6959006,Completed,First,14h 52m 49s,17h 48m 39s,,"September 01, 2018",,,,
646,26286,Metakirby22,Nintendo Switch,17h 52m,NR,"Ending 2, 3",6908443,Completed,First,12h 56m 22s,17h 52m 07s,,"November 28, 2018",,,,
647,26286,SirPenguinton,PC,17h 56m,NR,,10771574,Completed,First,,17h 56m 48s,,,,,,
648,26286,,PC,18h,NR,,7959532,Completed,Replay,12h,18h,26h,,,,,
649,26286,KohakuZeta,PC,18h,100%,,5485949,Completed,First,,18h,,"October 22, 2017",,,,
650,26286,NicisDiz,PC,18h,NR,,4625052,Completed,First,,18h,,"June 24, 2017",,,,
651,26286,Private,PC,18h 05m,80%,58% http://i.imgur.com/FmjIP83.jpg,4152965,Completed,First,,18h 05m 27s,,"March 13, 2017",,,,
652,26286,,PC,18h 06m,NR,Did a few extras when I ran across them,10836723,Completed,First,,18h 06m,,,,,,
653,26286,Rill,PC,18h 14m,NR,,5407069,Completed,First,,18h 14m 33s,,"December 15, 2017",,,,
654,26286,Nowea,PC,18h 16m,NR,,7580535,Completed,First,,18h 16m,,,,,,
655,26286,ban_evasion,Nintendo Switch,18h 17m,100%,,10921052,Completed,First,,18h 17m 14s,,"March 01, 2020",,,,
656,26286,bsinky,PC,18h 24m,NR,"93% completion, ""Dream No More"" ending",7093726,Completed,First,14h 36m 33s,18h 24m 24s,,"January 30, 2020",,,,
657,26286,JohnWordsworth,PC,18h 28m,NR,75% Completion,4289342,Completed,First,,18h 28m,,"April 09, 2017",,,,
658,26286,DealingWithIt,Nintendo Switch,18h 36m,NR,,11511415,Completed,Replay,,18h 36m,,,,,,
659,26286,Jeen0808,PC,18h 46m,80%,,4874641,Completed,First,,18h 46m 51s,,"August 07, 2017",,,,
660,26286,,Nintendo Switch,18h 51m,NR,,8587308,Completed,First,,18h 51m 26s,,,,,,
661,26286,,PC,19h,NR,,6452756,Completed,First,14h,19h,28h,,,,,
662,26286,sparks3800,PC,19h 01m,90%,,4631356,Completed,First,,19h 01m 13s,,"July 13, 2017",,,,
663,26286,,PC,19h 01m,NR,,10867543,Completed,First,,19h 01m 23s,,,,,,
664,26286,Private,PlayStation 4,19h 10m,60%,,8665906,Completed,First,,19h 10m 54s,,"August 25, 2019",,8/17 - 8/25,,
665,26286,Mellori,PC,19h 15m,NR,"48% complete, Hollow Knight ending.",7337599,Replay Completed,First,,19h 15m,,"September 11, 2019",19h 15m /,,,
666,26286,CelticLion17,Nintendo Switch,19h 27m,100%,,7762684,Completed,First,,19h 27m 13s,,"September 12, 2018",,,,
667,26286,,PC,19h 30m,NR,,9214353,Completed,First,,19h 30m,,,,,,
668,26286,chrispy294,PC,19h 39m,90%,,5064691,Completed,First,,19h 39m 03s,,"September 26, 2017",,,,
669,26286,MrHands81,PC,19h 41m,80%,68% completion,4948861,Completed,First,,19h 41m,,"August 21, 2017",,,,
670,26286,,PC,19h 45m,NR,"No grey mourner, no tower of love, no nightmare king grimm",6417030,Completed,First,,19h 45m,,,,,,
671,26286,FieryOne00,Nintendo Switch,19h 46m,NR,,10539989,Completed,First,,19h 46m,,"December 27, 2019",,,,
672,26286,Nicholas4Tech,Nintendo Switch,19h 49m,NR,,11940685,Completed,First,,19h 49m,,"March 08, 2020",,,,
673,26286,,Nintendo Switch,20h,NR,,11923599,Completed,First,,20h,40h,,,,,
674,26286,Archanoth,PC,20h,70%,,9385307,Completed,First,,20h,,"August 18, 2019",,,,
675,26286,Bo_,PC,20h,100%,Original Release,8264573,Completed,First,,20h,,,,,,
676,26286,King_K,Xbox One,20h,90%,,7318648,Completed,First,12h,20h,34h,"July 04, 2019",,,,
677,26286,Velreth,PC,20h,NR,,9112388,Completed,First,16h,20h,113h,,,,,
678,26286,jorarsus,PC,20h,NR,,4285528,Completed,First,,20h,,"April 08, 2017",,,,
679,26286,neko_cam,PC,20h,100%,,5716452,Completed,First,,20h,,"January 24, 2018",,,,
680,26286,valnight,PC,20h,100%,,9040501,Completed,First,18h,20h,30h,"October 28, 2018",,,3h 30m,12h
681,26286,,PC,20h 01m,NR,,4804207,Completed,First,16h,20h 01m 12s,45h,,,,,
682,26286,Private,PC,20h 05m,NR,,7115393,Completed,First,13h 59m 23s,20h 05m 36s,,"September 26, 2018",,,,
683,26286,,Nintendo Switch,20h 09m,NR,"86% completion, true ending",11746883,Completed,Replay,,20h 09m 32s,,,,,,
684,26286,Private,PC,20h 10m,90%,,4130754,Completed,First,,20h 10m 06s,,"March 13, 2017",,,,
685,26286,,PC,20h 14m,NR,106%,10868159,Completed,First,,20h 14m,,,,,,
686,26286,zatoran,PC,20h 20m,NR,,4125373,Completed,First,,20h 20m,,"February 27, 2017",,,,
687,26286,,PC,20h 21m,NR,,6336131,Completed,First,,20h 21m,,,,,,
688,26286,BreakerBlues,PC,20h 21m,NR,,5665375,Completed,First,,20h 21m 12s,,"January 14, 2018",,,,
689,26286,dkznike,PC,20h 41m,NR,,11474826,Completed,First,,20h 41m 20s,,"April 17, 2020",,,,
690,26286,Private,Nintendo Switch,20h 43m,NR,68%,4644796,Completed,First,,20h 43m 41s,,"September 28, 2018",,,,
691,26286,TeenJackBauer,Xbox One,20h 57m,NR,"91%, 360G (Main Game: 18:46:00/Hidden Dreams DLC: 0:11:00/The Grimm Troupe DLC: 1:51:00/Lifeblood DLC: 0:09:00)",8917577,Completed,First,,20h 57m,,"July 13, 2019",,,,
692,26286,XelaFrost,PC,21h,NR,,7060137,Completed,First,,21h,,"March 07, 2018",,,,
693,26286,exsound,PC,21h,NR,,7223390,Completed,First,,21h,,"October 10, 2018",,,,
694,26286,Blarbenheimer,Nintendo Switch,21h 08m,NR,,7476757,Completed,First,,21h 08m,,"November 18, 2018",,,,
695,26286,dAIMdan,PC,21h 19m,100%,,6616408,Completed,First,,21h 19m,,"July 19, 2018",,,,
696,26286,Dekonker,PC,21h 21m,NR,80% of the game completed,7406868,Completed,First,,21h 21m,,"October 17, 2018",,,,
697,26286,Private,PC,21h 22m,NR,,10858415,Completed,First,,21h 22m,,"December 01, 2019",,,,
698,26286,,Nintendo Switch,21h 28m,NR,82%,8540617,Completed,Replay,,21h 28m,,,,,,
699,26286,,PlayStation 4,21h 30m,NR,,8616770,Completed,First,,21h 30m 25s,,,,,,
700,26286,Subtle_Villainy,Xbox One,21h 32m,70%,Beat the game. First ending. No hints/Blind. 74% completion.24:08:00 in-game time.,8987968,Completed,First,,21h 32m 21s,,"June 24, 2019",,,,
701,26286,,PC,21h 35m,NR,,9157227,Completed,First,,21h 35m,,,,,,
702,26286,KerfMerf,PlayStation 4,21h 37m,80%,My results screen said 100% but I know there's a decent amount left that I didn't do,8260835,Completed,First,,21h 37m 19s,,"February 21, 2019",,,,
703,26286,Archer,PC,21h 40m,80%,64% completion,4160156,Completed,First,,21h 40m,,"March 07, 2017",,,,
704,26286,veeX,PC,21h 40m,90%,,4993698,Completed,First,,21h 40m 04s,,"August 06, 2017",,,,
705,26286,TheSeahorse,Nintendo Switch,21h 44m,90%,,6493958,Completed,First,,21h 44m,,"June 29, 2018",,,,
706,26286,Cody_Summers,PC,21h 45m,NR,51%,4370230,Completed,First,,21h 45m,,"April 30, 2017",,,,
707,26286,Tumayto,PC,21h 50m,80%,,9027714,Completed,First,,21h 50m,,"June 24, 2019",,,,
708,26286,mrcrimpbiscuit,PlayStation 4,21h 52m,90%,All 3 main endings. 78% completion.,11428925,Completed,First,,21h 52m 34s,,"April 12, 2020",,,,
709,26286,Thyme1152,PC,21h 56m,80%,84%,6905726,Completed,First,,21h 56m 56s,,"September 03, 2018",,,,
710,26286,,PC,22h,NR,Still used a map,8118565,Completed,First,17h 30m,22h,,,,,,
711,26286,Iraldor,PC,22h,NR,,10172307,Completed,First,18h,22h,,"October 01, 2019",,,,
712,26286,Ismael,PlayStation 4,22h,NR,,10693906,Completed,First,18h,22h,,"December 17, 2019",,,,
713,26286,KanameYuuki,Nintendo Switch,22h,90%,,10802153,Completed,First,,22h,,"January 11, 2020",,,,
714,26286,Private,PC,22h,100%,,6548562,Completed,First,,22h,,"July 25, 2018",,,,
715,26286,Private,Nintendo Switch,22h,NR,,11524479,Completed,First,,22h,,"April 22, 2020",,,,
716,26286,shostey,Nintendo Switch,22h,NR,,10817156,Completed,First,,22h,,"January 15, 2020",,,,
717,26286,DeLaPression,PlayStation 4,22h 14m,100%,,11542260,Completed,Replay,,22h 14m,,"March 29, 2020",,,,
718,26286,,Nintendo Switch,22h 15m,NR,,6796589,Completed,First,,22h 15m 18s,,,,,,
719,26286,zungleif,PC,22h 15m,100%,,8910222,Completed,First,,22h 15m 46s,,,,,,
720,26286,1992brandonwood,Nintendo Switch,22h 17m,80%,"Did some extra exploring, ended up using a guide towards the end of the game",6910020,Completed,First,,22h 17m 54s,,"August 11, 2018",,,,
721,26286,colimar788,Nintendo Switch,22h 23m,NR,"107%, all pre-Godmaster content except Nightmare Grimm",7006741,Completed,Replay,,22h 23m 01s,,"September 08, 2018",,,,
722,26286,Skikkiks,PC,22h 32m,90%,,6290730,Completed,First,,22h 32m,,"August 26, 2017",,,,
723,26286,lovelace,Nintendo Switch,22h 32m,100%,80%,6474884,Completed,First,,22h 32m,,"June 25, 2018",,,,
724,26286,Fistberg,PC,22h 32m,100%,"94% Completion, Dream No More ending",8756470,Completed,First,,22h 32m 01s,,,,,,
725,26286,Dukio,PC,22h 39m,NR,63%,10643051,Completed,First,,22h 39m 42s,,March 2019,,,,
726,26286,colimar788,PC,22h 53m,NR,"99%, true ending, most grubs, beat Grimm but skipped most bonus bosses",5734606,Completed,First,,22h 53m 23s,,"January 27, 2018",,,,
727,26286,mhare,PC,22h 59m,100%,,11294528,Completed,First,,22h 59m,,"March 30, 2020",,,,
728,26286,BRIOLOGY,Nintendo Switch,23h,NR,,7948683,Completed,First,,23h,,,,,,
729,26286,Fokko,PC,23h,100%,,10196477,Completed,First,,23h,,"January 17, 2020",,,,
730,26286,HORSE_DADDY,PC,23h,NR,,10183472,Completed,First,,23h,,"October 30, 2019",,,,
731,26286,Madd1n0,PC,23h,NR,,8771535,Completed,First,,23h,,"February 20, 2019",,,,
732,26286,Razorgr,Nintendo Switch,23h,100%,,7211459,Completed,First,,23h,,"March 31, 2019",,,,
733,26286,Skap,PC,23h,NR,,8602228,Completed,First,,23h,,,,,,
734,26286,Zer0_Ph34r,PC,23h,NR,"The boss rush mode is great for people interested, but doesn't give you anything worth the trouble",5868726,Backlog Completed,First,19h 55m,23h,,,23h /,,,
735,26286,Zsaz,Nintendo Switch,23h,80%,,6932222,Completed,First,,23h,,"November 08, 2018",,,,
736,26286,bolatheball,PC,23h,NR,,4652960,Completed,First,20h,23h,,"June 29, 2017",,,,
737,26286,daWoody,PC,23h,NR,,7860194,Completed,First,,23h,,"December 28, 2018",,,,
738,26286,miraclem,PC,23h,NR,,4825443,Completed,First,,23h,,"July 27, 2017",,,,
739,26286,djobeid,PC,23h 09m,NR,"91% completion, saw two endings but not ""true"" ending",4956016,Completed,First,,23h 09m 22s,,"August 23, 2017",,,,
740,26286,JoshJ,PC,23h 15m,NR,,6924225,Completed,First,,23h 15m,,"September 04, 2018",,,,
741,26286,rabelloo,PC,23h 17m,90%,,8134910,Completed,First,,23h 17m 05s,,"February 16, 2019",,,,
742,26286,pichilin,Nintendo Switch,23h 19m,100%,,8042346,Completed,First,,23h 19m,,"February 27, 2019",,,,
743,26286,,PC,23h 24m,NR,,10919445,Completed,First,,23h 24m 04s,,,,,,
744,26286,smacketh,PC,23h 24m,NR,,6775619,Completed,First,,23h 24m 16s,,"August 06, 2018",,,,
745,26286,RedTrollinhowser,PC,23h 24m,90%,70% Completion,4850011,Completed,First,,23h 24m 40s,,"August 29, 2017",,,,
746,26286,Hakuto,PC,23h 26m,NR,86%,4806341,Completed,First,17h 22m,23h 26m 24s,,"July 29, 2017",,,,
747,26286,ShinjiTFP,Nintendo Switch,23h 30m,70%,,6922412,Completed,First,,23h 30m,,"October 31, 2018",,,,
748,26286,narvs,PC,23h 30m,100%,,4305949,Completed,First,,23h 30m,,"April 23, 2017",,,,
749,26286,solairesflair,Nintendo Switch,23h 30m,NR,,6595232,Completed,First,,23h 30m,,"September 11, 2018",,,,
750,26286,alanqthomas,PC,23h 36m,NR,85% completion,4917844,Completed,First,,23h 36m,,,,,,
751,26286,falconerd,PC,23h 36m,NR,,8592528,Completed,First,,23h 36m 35s,,"April 16, 2019",,,,
752,26286,DecemberStyle,PC,23h 37m,80%,91%,5414024,Completed,First,,23h 37m 13s,,"December 19, 2017",,,,
753,26286,cabal901,PC,23h 44m,NR,88% completion.,5288444,Completed,First,,23h 44m,,"November 08, 2017",,,,
754,26286,cheesesteak7,PC,23h 45m,NR,,8281868,Completed,First,,23h 45m 03s,,"February 17, 2019",,,,
755,26286,PossesseDCoW,PC,23h 48m,NR,,9084985,Completed,First,,23h 48m 26s,,"October 21, 2018",,,,
756,26286,,PC,23h 58m,NR,83%,4832424,Completed,First,,23h 58m,,,,,,
757,26286,,PC,24h,NR,,9005562,Completed,First,,24h,,,,,,
758,26286,,PC,24h,NR,,9098742,Completed,First,,24h,,,,,,
759,26286,NTFW,Nintendo Switch,24h,NR,,6086365,Completed,First,18h,24h,,"September 24, 2018",,,,
760,26286,NastyNecros,PC,24h,100%,76% Complete. 'The Hollow Knight' ending.,8107501,Completed,First,,24h,,"January 23, 2019",,,,
761,26286,RadiantWanderer,PC,24h,NR,,8062537,Completed,First,,24h,,"January 04, 2020",,,,
762,26286,Snailburt,PC,24h,NR,,5042186,Completed,First,,24h,,"September 12, 2017",,,,
763,26286,electronsonmars,Nintendo Switch,24h,NR,,6271968,Completed,First,,24h,,"October 14, 2018",,,,
764,26286,Private,PC,24h,100%,,5694746,Completed,First,,24h,,"January 20, 2018",,,,
765,26286,withouttheoth3r,PC,24h,100%,,10864797,Completed,First,,24h,,"May 22, 2020",,,,
766,26286,RecursiveFault,PC,24h 02m,100%,True Ending,8402850,Completed,First,16h 33m,24h 02m,,"March 04, 2019",,,,
767,26286,YoukaiZone,Nintendo Switch,24h 07m,NR,,7147315,Completed,First,,24h 07m,,"September 30, 2018",,,,
768,26286,babomancer,PC,24h 10m,90%,,5269587,Completed,First,,24h 10m,,"February 16, 2018",,,,
769,26286,Petrov,Nintendo Switch,24h 13m,100%,,6394448,Completed,First,,24h 13m 08s,,"June 25, 2018",,,,
770,26286,Tino,PC,24h 15m,70%,,4430312,Completed,First,,24h 15m,,"May 14, 2017",,,,
771,26286,Spartacus,PC,24h 20m,NR,Some optional bosses done,8563204,Playing Completed,First,,24h 20m 23s,,"April 04, 2019",24h 20m 23s /,,,
772,26286,HORSE_LORD,Nintendo Switch,24h 20m,100%,104% complete. True ending.,9095179,Completed,First,,24h 20m 43s,43h 04m 50s,"July 06, 2019",,"Still need to play through the Godhome content to *truly* 100% the game, even if it doesn't count towards completion %.",,
773,26286,,PC,24h 21m,NR,,6491291,Completed,First,,24h 21m 32s,,,,,,
774,26286,royalones,Nintendo Switch,24h 21m,NR,,6895537,Completed,First,,24h 21m 41s,,"August 23, 2018",,,,
775,26286,Jonahtwinkletoes,PC,24h 22m,90%,,10535643,Completed,First,,24h 22m,,"November 30, 2019",,,,
776,26286,scorcher117,PC,24h 40m,NR,,4662424,Completed,First,,24h 40m 24s,,"June 30, 2017",,,,
777,26286,abeernae,PC,24h 43m,90%,"90% complete, 29/63 achievements",8027338,Completed,First,,24h 43m 54s,,"February 09, 2019",,,,
778,26286,Darezzo,Nintendo Switch,24h 52m,90%,,7999582,Completed,First,,24h 52m,,"March 20, 2019",,,,
779,26286,RobbieDCjr,PC,24h 56m,100%,,4812892,Completed,First,,24h 56m 36s,,"July 24, 2017",,,,
780,26286,,PC,25h,NR,All Spells Upgrades+Weapon Upgrades,4165366,Completed,First,20h,25h,30h,,,,,
781,26286,,PC,25h,NR,,4253477,Completed,First,18h,25h,35h,,,,,
782,26286,,PC,25h,NR,,4901537,Completed,First,15h,25h,40h,,,,,
783,26286,,Nintendo Switch,25h,NR,,6513558,Completed,First,,25h,35h,,,,,
784,26286,,Nintendo Switch,25h,NR,106% + KNG,6783046,Completed,First,19h,25h,39h 40m,,,,,
785,26286,Akatsuki200,Nintendo Switch,25h,NR,,8499879,Custom List Completed,First,,25h,,"September 06, 2018",,,,
786,26286,AwesomeNick94,PC,25h,90%,True Ending,5067836,Replay Completed,First,,25h,,"May 25, 2017",,,,
787,26286,BioHazard,PC,25h,90%,,5250419,Completed,First,,25h,38h,"November 17, 2017",,,,
788,26286,Kodiakbeerbear,Nintendo Switch,25h,NR,,6686515,Completed,First,,25h,,"July 29, 2018",,,,
789,26286,Krieglol,Nintendo Switch,25h,NR,,7070963,Completed,First,,25h,,"August 01, 2018",,,,
790,26286,LocalAutist,Nintendo Switch,25h,70%,81% completion,11299281,Completed,First,,25h,,,,,,
791,26286,Saigot,PC,25h,NR,86% completition,5232393,Completed,First,,25h,,"October 29, 2017",,,,
792,26286,VaapaD,PC,25h,100%,,6412879,Completed,First,,25h,45h,,,,1h 35m,8h
793,26286,WillSnow,Nintendo Switch,25h,NR,106%/107% (Didn't beat Nightmare Grimm),6542737,Completed,Replay,19h,25h,35h,June 2018,,,,
794,26286,XxobbsxX,PC,25h,80%,,11045198,Completed,First,20h,25h,,,,,,
795,26286,ao311,Nintendo Switch,25h,NR,,9365155,Completed,First,,25h,,"September 15, 2019",,,,
796,26286,bisks,Nintendo Switch,25h,NR,,9021069,Completed,First,,25h,,"April 26, 2020",,,,
797,26286,danilo200010,PC,25h,100%,,8037745,Completed,First,,25h,,"October 15, 2018",,,,
798,26286,garou87,PC,25h,NR,,9298318,Completed,First,,25h,,"August 03, 2019",,,,
799,26286,jeffs24,PC,25h 03m,90%,"107%, everything except Godhome",8189467,Backlog Completed,First,,25h 03m,47h,"October 19, 2019",47h /,,,
800,26286,JumboCustard,PC,25h 04m,80%,87% complete,4881982,Completed,First,,25h 04m,,"August 09, 2017",,,,
801,26286,The16BitCharade,PC,25h 05m,NR,Totally complete excluding some of the godmaster content,11386813,Completed,Replay,,25h 05m,,"March 29, 2020",,,,
802,26286,PaleoSteno,PC,25h 12m,NR,,8194120,Completed,First,,25h 12m,,"January 29, 2020",,,,
803,26286,Thekoolbean,Nintendo Switch,25h 13m,100%,,6394344,Completed,First,,25h 13m,,"July 09, 2018",,,,
804,26286,Zed,PC,25h 15m,100%,"102% completion. True Ending. Everything except Trial of Fools, Grimm Troupe, and Grey Mourner quest done.",5419872,Completed,First,,25h 15m,,"December 02, 2017",,,,
805,26286,Slicemage,PC,25h 22m,90%,"84% completion, true boss + true ending",5018861,Completed,First,,25h 22m 37s,,"September 30, 2017",,,,
806,26286,authoritah,PC,25h 25m,70%,57%,5548652,Completed,First,,25h 25m 30s,,"June 20, 2018",,,,
807,26286,Beef_Skellington,PC,25h 27m,80%,70% completion,4136658,Completed,First,,25h 27m 54s,,"March 02, 2017",,,,
808,26286,Nerdran,Nintendo Switch,25h 28m,90%,,6496103,Completed,First,,25h 28m,,"July 29, 2018",,,,
809,26286,nafers623,Nintendo Switch,25h 30m,NR,,6669484,Completed,First,,25h 30m,,"August 28, 2018",,,,
810,26286,DMC_Dante,Nintendo Switch,25h 43m,NR,,8955921,Completed,First,,25h 43m 55s,,"June 14, 2019",,,,
811,26286,,Nintendo Switch,26h,NR,,8408626,Completed,First,,26h,,,,,,
812,26286,BloodGod65,PC,26h,100%,,7161118,Completed,First,,26h,,"September 15, 2019",,,,
813,26286,Private,PC,26h,NR,,7605587,Completed,First,,26h,,,,,,
814,26286,CaioSalvador,PC,26h,NR,,11134463,Completed,First,,26h,,"March 11, 2020",,,,
815,26286,Degeto,PC,26h,100%,,8250183,Completed,First,,26h,,"February 12, 2019",,,,
816,26286,Natebaby,PC,26h,NR,,4815633,Completed,First,,26h,,"July 25, 2017",,,,
817,26286,robogiraffe,Nintendo Switch,26h,100%,"112% but no 5th Pantheon. Beat all gods in the hall (except NKG and AR) - all attuned, half ascended, some radiant.",8856920,Completed,Replay,,26h,41h 30m,"June 06, 2019",,,,
818,26286,Travanoid,PC,26h 02m,100%,,9558504,Completed,First,,26h 02m,,,,,,
819,26286,Harest,PC,26h 04m,NR,"81% - All grubs, and relatively well explored but almost no optional bosses killed",10920475,Completed,First,,26h 04m 40s,,"February 01, 2020",,,,
820,26286,Marloges,PlayStation 4,26h 08m,90%,Got 108% completion. Did everything the game had to offer aside from the hunter notes and the Godmaster DLC.,10734261,Completed,First,,26h 08m 43s,,"January 03, 2020",,,,
821,26286,HairyThumb,Nintendo Switch,26h 11m,NR,,6412505,Completed,First,,26h 11m 24s,,"December 31, 2018",,,,
822,26286,MrGrumpz1242,PC,26h 11m,NR,,8859450,Completed,First,,26h 11m 39s,,"May 28, 2019",,,,
823,26286,thethor1231,PC,26h 20m,90%,"75%, ending Sealed Siblings + Dream No More",11678937,Completed,First,22h 09m,26h 20m,,"May 08, 2020",,,,
824,26286,niceTCyou,Xbox One,26h 25m,90%,86%,9023160,Completed,First,,26h 25m 01s,,"June 24, 2019",,,,
825,26286,,PC,26h 30m,NR,Credits rolled and it said I had 67% complete of full game,4709929,Completed,First,,26h 30m,,,,,,
826,26286,,Nintendo Switch,26h 30m,NR,,8026036,Completed,First,,26h 30m,,,,,,
827,26286,victori91,PC,26h 30m,NR,,7376266,Completed,First,,26h 30m,,"March 28, 2020",,,,
828,26286,,PC,26h 30m,NR,ahhhh,10731133,Completed,First,23h 29m 13s,26h 30m 03s,53h 02m 30s,,,,,
829,26286,ReddBulborb,Nintendo Switch,26h 34m,NR,,11398345,Completed,First,,26h 34m 17s,,"April 09, 2020",,,,
830,26286,,PC,26h 35m,NR,,5295352,Completed,First,19h,26h 35m,,,,,,
831,26286,micha,Linux,26h 35m,100%,,9247756,Completed,First,,26h 35m,,"July 28, 2019",,,,
832,26286,Thrawn4,PC,26h 43m,90%,,4470786,Completed,First,,26h 43m,,"May 24, 2017",,,,
833,26286,Dunnington,Nintendo Switch,26h 50m,100%,73% completion,7852209,Completed,First,,26h 50m,,"October 23, 2019",,,,
834,26286,ineverw1n,PC,26h 51m,70%,,4925669,Completed,First,,26h 51m,,"August 19, 2017",,,,
835,26286,Ba1ken,PlayStation 4,26h 51m,NR,75% completion,9204714,Completed,First,,26h 51m 44s,,"July 23, 2019",,,,
836,26286,,PC,27h,NR,,4722928,Completed,First,,27h,,,,,,
837,26286,,PC,27h,NR,,5366570,Completed,First,,27h,,,,,,
838,26286,LeToothpick,PC,27h,80%,,11178595,Completed,First,,27h,,"March 18, 2018",,,,
839,26286,SoLoXVI,PC,27h,NR,,11683919,Playing Completed,First,,27h,,"January 22, 2019",,,,
840,26286,csr,PC,27h,NR,,5644775,Completed,Replay,,27h,,"January 10, 2018",,,,
841,26286,n0ldor,PC,27h,NR,,8029549,Completed,First,,27h,,"January 13, 2019",,,,
842,26286,scottthechiger,Nintendo Switch,27h,NR,,8568558,Completed,First,,27h,37h 30m,"April 05, 2019",,,,
843,26286,theshoemaker,Nintendo Switch,27h,NR,,7406818,Completed,First,,27h,,"November 09, 2018",,,,
844,26286,voltnor,Nintendo Switch,27h,100%,,7267861,Completed,First,,27h,,"October 18, 2018",,,,
845,26286,WhiteyWind,Nintendo Switch,27h 06m,NR,Main Story + All Charms; 102% Completion,7090425,Completed,First,,27h 06m 17s,,"October 19, 2018",,,,
846,26286,,Nintendo Switch,27h 11m,NR,,6905290,Completed,First,,27h 11m 26s,,,,,,
847,26286,Jodin,PC,27h 13m,90%,,4779368,Completed,First,,27h 13m,,"July 17, 2017",,,,
848,26286,RickyButler,PC,27h 20m,90%,,7664211,Completed,First,,27h 20m,,"December 07, 2018",,,,
849,26286,balladechina212,PlayStation 4,27h 21m,90%,"71% completion, ending 1",6679989,Completed,First,,27h 21m 48s,,"January 30, 2019",,,,
850,26286,,Xbox One,27h 23m,NR,,10400726,Completed,First,,27h 23m,,,,,,
851,26286,Captain_Wiki,Nintendo Switch,27h 24m,90%,,9050754,Completed,First,24h,27h 24m,,,,,,
852,26286,Grozovoj,PC,27h 24m,80%,,7233571,Completed,First,,27h 24m,37h,"October 18, 2018",,,,
853,26286,HouseGames,Nintendo Switch,27h 24m,100%,"Did Some Extras, not a lot but some-49% Completion",6670166,Completed,First,,27h 24m,,"August 18, 2018",,,,
854,26286,floldilol,Nintendo Switch,27h 28m,100%,,10909542,Completed,First,,27h 28m,,"January 29, 2020",,,,
855,26286,acrossoceans,Nintendo Switch,27h 29m,NR,,10196047,Completed,First,,27h 29m 05s,,"October 06, 2019",,,,
856,26286,Tangerz,PC,27h 29m,90%,,7472962,Completed,First,,27h 29m 15s,,"November 18, 2018",,,,
857,26286,Badinfos,PC,27h 29m,NR,,5742237,Completed,First,,27h 29m 24s,38h 23m 02s,"January 28, 2018",,,,
858,26286,cmmndr,PC,27h 30m,NR,,9473332,Completed,First,,27h 30m,,"July 19, 2017",,,,
859,26286,ssk,Nintendo Switch,27h 30m,90%,,6928128,Playing Completed,First,,27h 30m,,"August 27, 2018",,,,
860,26286,Private,Nintendo Switch,27h 30m,90%,,9063175,Completed,First,25h 30m,27h 30m,,"June 30, 2019",,,,
861,26286,DarkWeavel,PC,27h 45m,NR,,10951281,Completed,First,,27h 45m,,"August 26, 2017",,,,
862,26286,SealedSaint,PC,27h 45m,100%,,6871419,Completed,First,,27h 45m,,"August 19, 2018",,,,
863,26286,Chaoscrusher,PC,27h 45m,NR,"102% completion, got true ending",11996386,Completed,First,,27h 45m 11s,,"June 14, 2020",,,,
864,26286,Private,PC,27h 50m,NR,,4734272,Completed,First,,27h 50m,,"July 13, 2017",,,,
865,26286,stonym,Nintendo Switch,27h 58m,NR,,11003210,Completed,First,,27h 58m,,"February 16, 2020",,,,
866,26286,,PC,28h,NR,,6496148,Completed,First,,28h,,,,,,
867,26286,,Xbox One,28h,NR,"All Items, skills and Abilities completed and True final boss defeated. Skipped Godhome and Path of Pain.",8095423,Completed,First,,28h,,,,,,
868,26286,Doktor_S,PC,28h,100%,,7025487,Replay Completed,First,,28h,,,,,,
869,26286,Grotaron,Nintendo Switch,28h,NR,,10169295,Completed,First,,28h,,"October 01, 2018",,,,
870,26286,Private,PC,28h,NR,,4645097,Completed,First,,28h,,"January 20, 2018",,,,
871,26286,Skarfelt,PC,28h,100%,NMG,4974774,Completed,First,19h 45m,28h,31h 58m,"August 27, 2017",,"This game is actually a goddamn masterpiece - everything from the atmosphere to the mechanics to the level design to the sound to the art is perfect. Surprisingly long game for an indie, really big world, LOADS of highlights, recommend this to everyone.",41m 11s,
872,26286,Tarbolin,PC,28h,NR,,5232385,Completed,First,,28h,,"September 29, 2017",,,,
