,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Speedrun,Completionist,Progress,Personal Notes,100% Speedrun
459,42818,Private,PC,7h 20m,80%,,5762511,Completed,First,2018,7h 20m,,,,,,
460,42818,Darezzo,Nintendo Switch,7h 20m,80%,,6119539,Completed,First,"May 12, 2018",7h 20m 34s,,,,,,
461,42818,,PC,7h 20m,NR,,9138005,Completed,First,,7h 20m 36s,,,,,,
462,42818,Verrem,Nintendo Switch,7h 21m,NR,,5733763,Completed,First,"January 27, 2018",7h 21m,,,,,,
463,42818,Nicholas4Tech,Nintendo Switch,7h 21m,NR,,7789083,Completed,First,"November 16, 2018",7h 21m 26s,,,,,,
464,42818,Private,PC,7h 24m,NR,,6463276,Completed,First,,7h 24m,,,,,,
465,42818,Private,PlayStation 4,7h 24m,NR,,5732966,Completed,First,"January 26, 2018",7h 24m,,,,,,
466,42818,bryce_ggez,PC,7h 24m,NR,,12006801,Completed,First,"June 15, 2020",7h 24m 34s,,,,,,
467,42818,,PC,7h 25m,NR,,9037074,Completed,First,,7h 25m 48s,,,,,,
468,42818,,Nintendo Switch,7h 26m,NR,,10611267,Completed,First,,7h 26m 26s,,,,,,
469,42818,ZEMO,PC,7h 26m,NR,,11006734,Completed,First,"February 17, 2020",7h 26m 52s,,,,,,
470,42818,Betsch,PC,7h 27m,NR,,11999224,Completed,First,"June 16, 2020",7h 27m 11s,,,,,,
471,42818,Jlord666,Xbox One,7h 27m,NR,,8048703,Backlog Completed,First,"January 16, 2019",7h 27m 59s,9h 26m 39s,,,,,
472,42818,Valentn07,PC,7h 28m,80%,,11162476,Completed,First,"March 01, 2019",7h 28m 16s,,,,,,
473,42818,Xsable,PC,7h 29m,NR,,10389046,Completed,First,"March 15, 2020",7h 29m 34s,,,,,,
474,42818,,Nintendo Switch,7h 30m,NR,,5777129,Completed,First,,7h 30m,,,,,,
475,42818,,Xbox One,7h 30m,NR,,8348543,Completed,First,,7h 30m,,,,,,
476,42818,,PC,7h 30m,NR,,9183250,Completed,First,,7h 30m,,,,,,
477,42818,,Nintendo Switch,7h 30m,NR,B Sides + Strawberries,9469165,Completed,First,,7h 30m,21h 06m 07s,,,,,
478,42818,,PC,7h 30m,NR,,10175726,Completed,First,,7h 30m,,,,,,
479,42818,Blahoholic,PC,7h 30m,80%,,7893328,Completed,First,"December 30, 2018",7h 30m,,,,,,
480,42818,Bold_Wolf,Xbox One,7h 30m,70%,,8891250,Replay Custom List Completed,Replay,"June 03, 2019",7h 30m,7h 55m,,,8h /,,
481,42818,CorticusMaximus,PC,7h 30m,90%,70 strawberries,5918852,Completed,First,"March 04, 2018",7h 30m,,,,,,
482,42818,DiPoPPi,PC,7h 30m,NR,,8015974,Completed,First,"January 08, 2019",7h 30m,,,,,,
483,42818,HuskyAleks,PlayStation 4,7h 30m,NR,,7086461,Completed,First,"September 20, 2018",7h 30m,,,,,,
484,42818,JohnnyHendrix,Nintendo Switch,7h 30m,100%,,11849322,Completed,First,"May 27, 2020",7h 30m,,,,,,
485,42818,Private,PC,7h 30m,NR,,10353614,Completed,First,"November 03, 2019",7h 30m,,,,,,
486,42818,Stex,PC,7h 30m,70%,No assist. ~30 strawberries collected. A bit of PICO.,9169938,Completed,First,"July 17, 2019",7h 30m,,,,,,
487,42818,benemorylarson,PlayStation 4,7h 30m,NR,,11357918,Completed,First,"April 05, 2020",7h 30m,,,,,,
488,42818,flyingkang,Nintendo Switch,7h 30m,80%,,5873020,Completed,First,,7h 30m,,,,,,
489,42818,narukami640,PC,7h 30m,100%,,11593856,Completed,Replay,,7h 30m,,,,,,
490,42818,SOUP32,Nintendo Switch,7h 30m,NR,No assist. 1436 Deaths. 31 Strawberries,5759353,Completed,First,"February 01, 2018",7h 30m 08s,,,,,,
491,42818,klldn,PC,7h 30m,80%,,9660204,Custom List Completed,First,"September 15, 2019",7h 30m 14s,,,,,,
492,42818,MrDrewseph,Xbox One,7h 31m,NR,,8120466,Completed,First,"January 25, 2019",7h 31m,,,,,,
493,42818,Verlaine,PC,7h 32m,80%,,11207575,Completed,First,"March 21, 2020",7h 32m,,,,,,
494,42818,AfroThunderZero,PC,7h 32m,NR,,10550012,Completed,First,"December 06, 2019",7h 32m 05s,,,,,,
495,42818,baldmaga,Nintendo Switch,7h 32m,NR,,6685629,Completed,First,"July 28, 2018",7h 32m 10s,,,,,,
496,42818,ErsatzWasTaken,PC,7h 32m,100%,,10348126,Custom List Completed,First,"November 02, 2019",7h 32m 55s,,,,,,
497,42818,Private,Nintendo Switch,7h 33m,NR,,9524083,Completed,First,"September 04, 2019",7h 33m,,,,,,
498,42818,arborpunk,PlayStation 4,7h 34m,70%,,8620798,Completed,First,"April 14, 2019",7h 34m 11s,,,,,,
499,42818,Gosset,Nintendo Switch,7h 35m,NR,,9340363,Completed,First,"May 25, 2019",7h 35m,,,,,,
500,42818,Muff,PlayStation 4,7h 35m,80%,"Completed Core, had to backtrack to get 3 more hearts to enter. got 2/5 berries in the level. None of the extra Sides",9514273,Completed,First,"September 01, 2019",7h 35m,8h 12m,,,,,
501,42818,endvj,Xbox One,7h 36m,80%,,7928196,Completed,First,"April 16, 2019",7h 36m,,,,,,
502,42818,,PC,7h 36m,NR,,10706535,Completed,First,,7h 36m 04s,,,,,,
503,42818,Jezzon,Nintendo Switch,7h 36m,NR,,10902938,Completed,First,"June 14, 2019",7h 36m 46s,,,,,,
504,42818,Hakuto,PC,7h 37m,NR,"121/175 berries, 1633 deaths",10231173,Completed,First,"October 10, 2019",7h 37m 01s,15h 04m,,,,,
505,42818,shaazimaan404,Xbox One,7h 38m,80%,,10945667,Completed,First,January 2019,7h 38m,,,,,,
506,42818,,Xbox One,7h 38m,NR,,8704512,Completed,First,,7h 38m 24s,,,,,,
507,42818,,Nintendo Switch,7h 39m,NR,,5781755,Completed,First,,7h 39m,,,,,,
508,42818,,Nintendo Switch,7h 39m,NR,,5859864,Completed,First,,7h 39m,,,,,,
509,42818,Skyloftgames,Nintendo Switch,7h 39m,90%,,11561607,Completed,First,December 2018,7h 39m 45s,,,,,,
510,42818,,PC,7h 40m,NR,,5911224,Completed,First,,7h 40m,,,,,,
511,42818,,Nintendo Switch,7h 40m,NR,,6531623,Completed,First,,7h 40m,,,,,,
512,42818,Private,PC,7h 40m,NR,,10891477,Completed,First,"February 01, 2020",7h 40m,,,,,,
513,42818,Angietsune,PC,7h 40m,100%,Todos los B-Sides,7264685,Completed,First,"July 01, 2018",7h 40m,24h,,,,,
514,42818,shuandang,PC,7h 40m,100%,,5859651,Completed,First,"February 18, 2018",7h 40m,,,,,,
515,42818,Private,Nintendo Switch,7h 40m,100%,"No grinding, straight from game completion.",7133753,Completed,First,"September 28, 2018",7h 40m 07s,24h 33m 21s,1h 36m,,,"Ch 1: A163 B239 C149 1:49mins
Ch 2: A154 B129 C175 2:16mins
Ch 3: A417 B466 C485 3:24mins
Ch 4: A162 B520 C79 2:30mins
Ch 5: A215 B193 C104 2:07mins
Ch 6: A158 B491 C137 2:29mins
Ch 7: A779 B718 C838 7:09mins
Ch 8: A394 B624 C530 3:37mins
Ch 9 (DLC): 2838 + Moonberry
Total Time: 33:37
Total Berries - 179",
516,42818,Private,PC,7h 42m,NR,,5753341,Completed,First,"January 31, 2018",7h 42m,,,,,,
517,42818,spensational15,PC,7h 42m,100%,,7858330,Completed,First,"June 06, 2020",7h 42m,17h 11m,,,,,
518,42818,,Nintendo Switch,7h 42m,NR,,8785418,Completed,First,,7h 42m 37s,,,,,,
519,42818,Private,PC,7h 42m,100%,,9644062,Playing Completed,First,"September 15, 2019",7h 42m 47s,,,,7h 42m 47s /,,
520,42818,Private,Nintendo Switch,7h 43m,80%,,6174175,Completed,First,"April 26, 2018",7h 43m,,,,,,
521,42818,,Nintendo Switch,7h 44m,NR,,8047604,Completed,First,,7h 44m,,,,,,
522,42818,,PC,7h 44m,NR,went for quite a few berries got like 110 (:,8190026,Completed,First,,7h 44m,,,,,,
523,42818,jmcelhone,PC,7h 44m,NR,,7994479,Completed,First,"January 15, 2019",7h 44m 29s,,,,,,
524,42818,,Nintendo Switch,7h 44m,NR,2048 deaths,8968376,Completed,First,,7h 44m 35s,,,,,,
525,42818,brian_reboot,Nintendo Switch,7h 45m,NR,,8562669,Completed,First,"April 03, 2019",7h 45m,,,,,,
526,42818,ejhale,PC,7h 45m,NR,,10960765,Completed,First,"February 07, 2020",7h 45m,,,,,,
527,42818,santiagoqrg,Nintendo Switch,7h 45m,90%,,6442013,Custom List Completed,First,"June 18, 2018",7h 45m 42s,,,,,,
528,42818,,PC,7h 46m,NR,,9016624,Completed,First,,7h 46m 04s,,,,,,
529,42818,heartlessvi,PC,7h 47m,NR,,11400895,Completed,First,"April 09, 2020",7h 47m,,,,,,
530,42818,Benjax14,PC,7h 49m,NR,,9660066,Completed,First,"September 15, 2019",7h 49m,,,,,,
531,42818,smmac41,PlayStation 4,7h 49m,90%,,7678802,Completed,First,"December 09, 2018",7h 49m 04s,,,,,,
532,42818,0577215,PC,7h 49m,90%,,11143589,Completed,First,"March 14, 2020",7h 49m 43s,,,,,,
533,42818,RevelGrande,PC,7h 49m,NR,,10286706,Completed,First,"October 22, 2019",7h 49m 56s,,,,,,
534,42818,,PC,7h 50m,NR,,8027814,Completed,First,,7h 50m,,,,,,
535,42818,SolidManu,Nintendo Switch,7h 50m,90%,,9386371,Completed,First,"August 18, 2019",7h 50m,,,,,,
536,42818,kokoklems,Nintendo Switch,7h 50m,NR,A-Side - 🍓 x 63 / 175 • 💀 x 1752 • In Game Timer: 7:52:35.184,8146184,Completed,First,"July 05, 2019",7h 50m,,,,,,
537,42818,,Nintendo Switch,7h 50m,NR,,10259520,Completed,First,,7h 50m 35s,,,,,,
538,42818,sepharg,Nintendo Switch,7h 51m,NR,,9571783,Completed,First,"September 09, 2019",7h 51m,,,,,,
539,42818,Private,PC,7h 51m,80%,,11121378,Completed,First,"March 18, 2020",7h 51m 31s,,,,,125/175 Strawberries; 1652 Deaths,
540,42818,DOKIMAKI,Nintendo Switch,7h 53m,NR,,10527895,Completed,First,"December 02, 2019",7h 53m,,,,,,
541,42818,Private,Nintendo Switch,7h 53m,90%,,11018362,Completed,First,"January 03, 2019",7h 53m 07s,,,,,,
542,42818,natwarrr,PC,7h 53m,80%,,7502629,Completed,First,"November 21, 2018",7h 53m 09s,,,,,,
543,42818,Private,PC,7h 54m,NR,,10774482,Completed,First,"January 07, 2020",7h 54m 45s,,,,,,
544,42818,DecBek,Xbox One,7h 56m,NR,,9202040,Completed,First,,7h 56m,,,,,,
545,42818,,Nintendo Switch,7h 57m,NR,,11377661,Completed,First,,7h 57m,,,,,,
546,42818,foscob,PlayStation 4,7h 57m,100%,,7010774,Completed,First,"October 09, 2018",7h 57m 44s,,,,,,
547,42818,,Xbox One,7h 58m,NR,,8460735,Completed,First,,7h 58m 33s,,,,,,
548,42818,travis44,Xbox One,7h 59m,NR,,7906006,Completed,First,"May 17, 2019",7h 59m 18s,,,,,,
549,42818,Desertbath,PC,7h 59m,NR,,8717316,Completed,First,"May 04, 2019",7h 59m 43s,,,,,,
550,42818,sim_lej,Nintendo Switch,7h 59m,90%,,11062001,Completed,First,"February 27, 2020",7h 59m 50s,,,,,,
551,42818,,PC,8h,NR,,5853044,Completed,First,,8h,,,40h,,,
552,42818,,PC,8h,NR,,7479123,Completed,First,,8h,,,,,,
553,42818,,Xbox One,8h,NR,,8534419,Completed,First,,8h,,,,,,
554,42818,,Xbox One,8h,NR,,8812179,Completed,First,,8h,,,,,,
555,42818,,PC,8h,NR,,9235184,Completed,First,,8h,,,,,,
556,42818,,PC,8h,NR,,9678524,Completed,First,,8h,,,,,,
557,42818,,PC,8h,NR,,11039599,Completed,First,,8h,,,,,,
558,42818,,PC,8h,NR,,11937002,Completed,First,,8h,40h,,50h,,,
559,42818,500kevc,Nintendo Switch,8h,90%,,7515112,Completed,First,"January 27, 2018",8h,,,32h 34m,,,
560,42818,ADIPY,Nintendo Switch,8h,NR,,10818354,Completed,First,,8h,,,,,,
561,42818,Alpharad,Nintendo Switch,8h,90%,,11516715,Completed,First,,8h,,,,,,
562,42818,CMAfighter,Nintendo Switch,8h,NR,,11374775,Completed,First,"January 07, 2020",8h,,,,,,
563,42818,Cammykar,PC,8h,NR,,11010631,Completed,First,"January 07, 2020",8h,,,,,,
564,42818,Chorlo,Xbox One,8h,90%,,10778401,Completed,First,"February 08, 2019",8h,,,,,,
565,42818,Cristianplay,PC,8h,90%,,9331833,Completed,First,2018,8h,,,,,,
566,42818,DRound,PC,8h,NR,,10192613,Completed,First,"October 06, 2019",8h,,,,,,
567,42818,DeDollo,Xbox One,8h,NR,,10921116,Completed,First,"February 01, 2020",8h,,,,,,
568,42818,Private,Nintendo Switch,8h,NR,,9219236,Completed,First,"July 24, 2019",8h,,,,,,
569,42818,Dominus_Anulorum,Nintendo Switch,8h,100%,,5744226,Completed,First,"February 01, 2018",8h,9h 53m,,,,,
570,42818,DonGeek,PC,8h,NR,,7071465,Completed,First,"August 23, 2018",8h,,,,,,
571,42818,Fastcash,PC,8h,NR,,5863524,Completed,First,,8h,,,,,,
572,42818,Feofand,PC,8h,90%,,9027992,Completed,First,"June 25, 2019",8h,,,,,,
573,42818,FlameRunner1550,PC,8h,NR,,10752902,Completed,First,"September 13, 2019",8h,,,,,,
574,42818,GodotIV,PC,8h,90%,,8086914,Completed,First,"January 21, 2019",8h,,,,,,
575,42818,HouseGames,Nintendo Switch,8h,NR,,6252276,Completed,First,,8h,,,,,,
576,42818,Jubileus,PC,8h,80%,,11641025,Completed,First,"May 03, 2020",8h,,,,,,
577,42818,Private,Nintendo Switch,8h,NR,,11980594,Completed,First,"June 12, 2020",8h,,,,,,
578,42818,Nehuyva,PC,8h,100%,,6135466,Completed,Replay,"April 10, 2018",8h,12h 30m,,,,,
579,42818,Purdy8TV,Nintendo Switch,8h,100%,,7887565,Completed,First,"July 30, 2018",8h,,,,,,
580,42818,Reibooi,PC,8h,NR,,5935704,Completed,First,"February 25, 2018",8h,,,,,,
581,42818,RubianX,Nintendo Switch,8h,NR,,11985349,Completed,First,"June 14, 2020",8h,,,,,,
582,42818,Private,Nintendo Switch,8h,NR,,9036267,Completed,First,"January 26, 2019",8h,,,,,,
583,42818,SesBeto,PC,8h,100%,,11041082,Completed,First,,8h,,,,,,
584,42818,StillGreen_san,PC,8h,NR,,8041999,Completed,First,"January 08, 2019",8h,,,,,,
585,42818,T1ger3,Nintendo Switch,8h,100%,,7609603,Completed,First,"April 07, 2018",8h,12h,,,,,
586,42818,Private,Nintendo Switch,8h,NR,,5863415,Completed,First,"February 19, 2018",8h,,,,,,
587,42818,VatikanKlopper,Nintendo Switch,8h,90%,,5774059,Completed,First,"February 04, 2018",8h,,,,,,
588,42818,Yitsy,Nintendo Switch,8h,NR,No B side/some strawberries,8504126,Completed,First,"March 22, 2019",8h,,,,,,
589,42818,Private,PC,8h,60%,,10653813,Completed,First,"January 06, 2020",8h,,,,,,
590,42818,brodieswift,Xbox One,8h,100%,,8040964,Completed,First,"January 16, 2019",8h,,,,,,
591,42818,dozensnake,PC,8h,NR,,10817444,Completed,First,"February 25, 2019",8h,,,,,,
592,42818,greatjedi7,PC,8h,NR,,8475937,Completed,First,"November 22, 2019",8h,,,,,,
593,42818,hor_mol,PC,8h,90%,,7420534,Completed,First,"November 11, 2018",8h,,,,,,
594,42818,Private,Mac,8h,80%,,10758236,Completed,First,"January 05, 2020",8h,,,,,,
595,42818,jpatnd00,Nintendo Switch,8h,90%,,6420250,Completed,First,"January 02, 2019",8h,11h,,,,,
596,42818,kemosabe112,Nintendo Switch,8h,90%,,9193018,Completed,First,"February 18, 2019",8h,,,,,,
597,42818,kevon24,PC,8h,80%,,11951959,Completed,First,"June 10, 2020",8h,,,,,,
598,42818,krenzcendo,Nintendo Switch,8h,NR,,9667470,Completed,First,"September 16, 2019",8h,,,,,,
599,42818,Private,Nintendo Switch,8h,NR,,11135579,Completed,First,"March 11, 2020",8h,,,,,,
600,42818,meto58,Nintendo Switch,8h,80%,,5897981,Completed,First,"February 28, 2018",8h,,,,,,
601,42818,nship,PC,8h,90%,,9057628,Completed,First,"December 12, 2018",8h,,,,,,
602,42818,otakuPower,PlayStation 4,8h,NR,,6143545,Completed,First,"February 26, 2018",8h,,,,,,
603,42818,paleselan,Nintendo Switch,8h,NR,,5920175,Completed,First,"March 02, 2018",8h,,,,,,
604,42818,papanelly27,Nintendo Switch,8h,NR,,10897437,Completed,First,"January 27, 2020",8h,30h,,,,,
605,42818,pl_hebert,Nintendo Switch,8h,NR,,8888170,Completed,First,,8h,,,,,,
606,42818,pnxbwood,Nintendo Switch,8h,NR,,10324790,Completed,First,"October 30, 2019",8h,,,,,,
607,42818,Private,PC,8h,80%,,6075596,Completed,First,"April 15, 2018",8h,,,,,,
608,42818,sensualettuce,Nintendo Switch,8h,NR,,6141381,Completed,First,"April 18, 2018",8h,,,,,,
609,42818,sphinxie,PC,8h,NR,,8464968,Completed,First,"January 07, 2019",8h,,,,,,
610,42818,stejkenzie,PC,8h,NR,,10768374,Completed,First,"August 02, 2019",8h,,,,,,
611,42818,Private,Nintendo Switch,8h,80%,,8901496,Completed,First,"January 29, 2018",8h,,,,,,
612,42818,tjames93,PC,8h,NR,,8121996,Completed,First,"January 05, 2020",8h,,,,,,
613,42818,torchrandall,Nintendo Switch,8h,NR,,7769421,Completed,First,"December 17, 2018",8h,,,,,,
614,42818,Private,Nintendo Switch,8h,NR,First 8 chapters - side A,5885831,Completed,First,"February 24, 2018",8h,,,,,,
615,42818,victorprs,PC,8h,NR,,6154672,Completed,First,"April 21, 2018",8h,,,,,,
616,42818,voltnor,Nintendo Switch,8h,100%,,7482049,Completed,First,"August 22, 2019",8h,,,,,,
617,42818,Private,Nintendo Switch,8h,NR,,7223381,Completed,First,"October 10, 2018",8h,,,,,,
618,42818,zolebug,PC,8h,NR,,11031043,Completed,First,"February 21, 2020",8h,,,,,,
619,42818,Trilles,Nintendo Switch,8h,NR,,9018546,Completed,First,"June 23, 2019",8h 11s,,,,,,
620,42818,Sindiewen,Nintendo Switch,8h,NR,,6018948,Completed,First,"March 22, 2018",8h 46s,9h 26m 49s,,,,,
621,42818,,Nintendo Switch,8h 01m,NR,,8595861,Completed,First,,8h 01m 02s,,,,,,
622,42818,,PC,8h 01m,NR,,9515532,Completed,First,,8h 01m 56s,,,,,,
623,42818,Petataa,Nintendo Switch,8h 03m,NR,73 strawberries,7936706,Completed,First,"January 03, 2019",8h 03m,,,,,,
624,42818,videtonator,Nintendo Switch,8h 03m,NR,"171 strawberries, Mountain Core level finished",5855400,Completed,First,"August 19, 2018",8h 03m 01s,16h 27m 18s,,,,,
625,42818,carvv,PC,8h 04m,NR,,6381527,Completed,First,"June 10, 2018",8h 04m,,,,,,
626,42818,shevaln,Nintendo Switch,8h 04m,NR,,10574480,Completed,First,"December 11, 2019",8h 04m 15s,,,,,,
627,42818,Bound_Internal,PC,8h 06m,90%,,7225842,Completed,First,"October 11, 2018",8h 06m 18s,,,,,,
628,42818,Private,Nintendo Switch,8h 06m,NR,,5759042,Completed,First,"March 01, 2018",8h 06m 33s,,,,,,
629,42818,bunnies1230,PC,8h 07m,NR,"56 strawberries, 3/7 b-sides unlocked, 1954 deaths",10888589,Completed,First,"January 26, 2020",8h 07m,,,,,,
630,42818,calebjross,Nintendo Switch,8h 07m,NR,,10574748,Completed,First,"December 10, 2019",8h 07m,,,,,,
631,42818,,Nintendo Switch,8h 08m,NR,,10637081,Completed,First,,8h 08m,,,,,,
632,42818,JLea25,Nintendo Switch,8h 08m,NR,,9340483,Custom List Completed,First,"August 10, 2019",8h 08m,,,,,,
633,42818,FznRfq,PC,8h 08m,90%,61 Strawberries | 1514 deaths,8935439,Completed,First,"June 11, 2019",8h 08m 49s,,,,,,
634,42818,demonswordsman,Nintendo Switch,8h 09m,NR,,6003920,Completed,First,"March 25, 2018",8h 09m 49s,,,,,,
635,42818,LeGrosMartin,Nintendo Switch,8h 10m,80%,,7007943,Completed,First,"September 09, 2018",8h 10m,,,,,,
636,42818,ssk,Nintendo Switch,8h 10m,NR,,8214239,Playing Completed,First,"February 06, 2019",8h 10m,,,,,,
637,42818,cladstrife911,Nintendo Switch,8h 11m,90%,,11130206,Completed,First,"March 23, 2020",8h 11m,,,,,,
638,42818,tupaschoal,Nintendo Switch,8h 11m,NR,,6159777,Completed,First,"April 22, 2018",8h 11m 03s,,,,,,
639,42818,yeppppitsme,PC,8h 11m,NR,,5744666,Completed,First,"January 29, 2018",8h 11m 54s,,,,,,
640,42818,,PC,8h 12m,NR,,9264317,Completed,First,,8h 12m,,,,,,
641,42818,ShwanPurd,PC,8h 12m,90%,,10911706,Completed,First,"January 30, 2020",8h 12m,,,,,,
642,42818,stedesu,Nintendo Switch,8h 12m,NR,,8074436,Completed,First,"January 20, 2019",8h 12m,,,,,,
643,42818,,Nintendo Switch,8h 12m,NR,,6585989,Completed,First,,8h 12m 18s,,,,,,
644,42818,Private,Nintendo Switch,8h 13m,100%,,6442468,Completed,First,"February 27, 2019",8h 13m 58s,,,,,,
645,42818,Orzi,Nintendo Switch,8h 14m,NR,,10419946,Completed,First,,8h 14m 41s,,,,,,
646,42818,kevin940726,PC,8h 14m,NR,"101 strawberries, 1849 deaths",10535430,Completed,First,"December 04, 2019",8h 14m 46s,,,,,,
647,42818,Edward979797,Nintendo Switch,8h 15m,80%,,10920477,Completed,First,"February 20, 2020",8h 15m,,,,,,
648,42818,polltery,Xbox One,8h 15m,90%,Still remaining with the core,7944304,Completed,First,"April 06, 2019",8h 15m,,,,,,
649,42818,trailblazingnugs,Xbox One,8h 16m,90%,Nice story. Light hearted but also knew how to get emotional.,8014691,Completed,First,"January 10, 2019",8h 16m 04s,,,,,,
650,42818,,PC,8h 17m,NR,,7950362,Completed,First,,8h 17m,,,,,,
651,42818,peroxy,Nintendo Switch,8h 17m,80%,,11265244,Completed,First,"March 27, 2020",8h 17m,,,,,,
652,42818,AHumanBecoming,Nintendo Switch,8h 17m,100%,,10880324,Completed,First,"February 28, 2020",8h 17m 50s,,,,,,
653,42818,Nerdran,Nintendo Switch,8h 19m,90%,,6068806,Completed,First,"April 01, 2018",8h 19m 13s,,,,,,
654,42818,StevenSiguel,Xbox One,8h 20m,80%,,8295218,Completed,First,"January 25, 2019",8h 20m,,,,,,
655,42818,,PC,8h 20m,NR,,9597876,Completed,First,,8h 20m 19s,,,,,,
656,42818,NebulaND,PC,8h 21m,100%,,9515355,Custom List 2 Completed,First,"August 30, 2019",8h 21m,17h 19m 59s,,,17h 19m 59s /,Need to finish chapter 9.,
657,42818,crazydave48,Nintendo Switch,8h 21m,NR,,10891033,Completed,First,"January 26, 2020",8h 21m,,,,,,
658,42818,,PC,8h 21m,NR,,8023001,Completed,First,,8h 21m 46s,,,,,,
659,42818,,Nintendo Switch,8h 21m,NR,,9052848,Completed,First,,8h 21m 53s,,,,,,
660,42818,kon1ch1wa,PC,8h 21m,NR,,11805620,Completed,First,"August 01, 2019",8h 21m 59s,,,,,,
661,42818,Thomakaze,Nintendo Switch,8h 22m,NR,,10806983,Completed,First,"September 26, 2019",8h 22m,,,,,,
662,42818,lepovirta,PC,8h 22m,NR,,10318992,Custom List Completed,First,"November 02, 2019",8h 22m 32s,,,,8h 22m 32s /,,
663,42818,Jax,Xbox One,8h 23m,90%,,10692872,Completed,First,"September 17, 2019",8h 23m 09s,,,,,,
664,42818,TaryNNNN,Nintendo Switch,8h 24m,NR,,6266401,Completed,First,"May 19, 2018",8h 24m 22s,,,,,,
665,42818,nooodisaster,Nintendo Switch,8h 24m,90%,Beat game. Collected 113/175 strawberries,5871082,Completed,First,"May 19, 2018",8h 24m 53s,,,,,,
666,42818,daboloKioL,PC,8h 25m,70%,,9572651,Completed,First,"October 05, 2019",8h 25m,,,,,,
667,42818,BewaretheBatman,PC,8h 25m,90%,,7795178,Completed,First,"December 22, 2018",8h 25m 46s,,,,,,
668,42818,electronsonmars,Nintendo Switch,8h 26m,NR,,5836103,Completed,First,"May 19, 2018",8h 26m,,,,,,
669,42818,,Nintendo Switch,8h 26m,NR,Wholesome and rewarding,11117205,Completed,First,,8h 26m 10s,,,,,,
670,42818,bleak,PC,8h 27m,NR,"71/175, 2427",11005924,Completed,First,"February 17, 2020",8h 27m,,,,,,
671,42818,Private,PC,8h 27m,90%,,11118484,Completed,First,"January 22, 2019",8h 27m 01s,,,,,,
672,42818,Private,Nintendo Switch,8h 27m,NR,,10338360,Completed,First,"June 05, 2020",8h 27m 04s,,,,,,
673,42818,,Nintendo Switch,8h 27m,NR,80 strawberries collected,8656617,Completed,First,,8h 27m 31s,,,,,,
674,42818,StabbyKnife,Nintendo Switch,8h 27m,90%,,11652624,Completed,First,"May 04, 2020",8h 27m 51s,,,,,,
675,42818,pechansote,Nintendo Switch,8h 29m,90%,,6420043,Completed,First,"June 09, 2018",8h 29m 50s,,,,,,
676,42818,Private,Nintendo Switch,8h 30m,90%,,11134380,Completed,First,"March 11, 2020",8h 30m,,,,,,
677,42818,Dkmurphy,PC,8h 30m,NR,,8261795,Completed,First,"December 27, 2018",8h 30m,,,,,,
678,42818,Faxe,PC,8h 30m,NR,,11217587,Completed,First,"March 22, 2020",8h 30m,,,,,,
679,42818,GeoSkate,PC,8h 30m,NR,,9429974,Completed,First,"October 13, 2019",8h 30m,,,,,,
680,42818,Jectoons,Nintendo Switch,8h 30m,100%,,10564430,Completed,First,"December 08, 2019",8h 30m,,,,,,
681,42818,Molane,PlayStation 4,8h 30m,NR,,5869989,Completed,First,"February 20, 2018",8h 30m,,,,,,
682,42818,TheDiggleGod,Nintendo Switch,8h 30m,80%,,11070894,Completed,Replay,"February 18, 2020",8h 30m,,,,,,
683,42818,erato_heti,PC,8h 30m,NR,,7293512,Completed,First,"October 21, 2018",8h 30m,,,,,,
684,42818,grimya,Nintendo Switch,8h 30m,NR,,5751229,Playing Completed,First,"January 30, 2018",8h 30m,,,,8h 30m /,,
685,42818,kmonahan45,Nintendo Switch,8h 30m,80%,,11249893,Completed,First,"April 10, 2020",8h 30m,,,,,,
686,42818,mdterpsrule,Nintendo Switch,8h 30m,100%,"Beat all A-sides, B-sides, found all cassettes and crystal hearts",10362687,Completed,First,,8h 30m,25h,,,,,
687,42818,robojews,PlayStation 4,8h 30m,NR,Great game!,11591454,Completed,First,"December 11, 2018",8h 30m,,,,,,
688,42818,samdanger,PlayStation 4,8h 30m,NR,,8905907,Completed,First,"June 07, 2019",8h 30m,,,,,,
689,42818,,Nintendo Switch,8h 30m,NR,,6133533,Completed,First,,8h 30m 02s,10h,,37h 30m,,,
690,42818,,Nintendo Switch,8h 31m,NR,,5834816,Completed,First,,8h 31m,,,,,,
691,42818,Sk8ermikes,Nintendo Switch,8h 31m,NR,,6006970,Completed,First,"March 11, 2018",8h 31m 41s,,,,,,
692,42818,,PC,8h 32m,NR,,10383214,Completed,First,,8h 32m,,,,,,
693,42818,neslux,Nintendo Switch,8h 32m,NR,,10363491,Completed,First,"November 04, 2019",8h 32m 50s,,,,,,
694,42818,,PC,8h 33m,NR,,10253437,Completed,First,,8h 33m 02s,,1h 22m 03s,,,,
695,42818,churritzu,PC,8h 33m,NR,,10828897,Completed,First,"January 16, 2020",8h 33m 13s,,,,,,
696,42818,techfreak101,PC,8h 33m,90%,"Main + B-Side (attempt normal, All Assist)+ C-Side (All Assist)",7918952,Completed,First,"January 04, 2019",8h 33m 48s,15h 17m,,,,,
697,42818,KerfMerf,Nintendo Switch,8h 33m,90%,"Some exploration along the way. 143/175 strawberries, only missing 1 cassette.",6448643,Completed,First,"June 26, 2018",8h 33m 56s,,,,,,
