,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Progress,Completionist,Co-Op,Personal Notes,Vs.,Retired Notes,Speedrun
504,27100,Ibuki,Xbox One,60h,NR,,8066476,Completed,First,60h,"November 13, 2018",,,,,,,,
505,27100,JoseSLD,PlayStation 4,60h,100%,,10275816,Completed,First,60h,"October 20, 2019",,,,,,,,
506,27100,Private,Xbox One,60h,100%,,11224248,Playing Replay Completed,Replay,60h,"March 22, 2020",100h,50h /,,,,,,
507,27100,PoPuGuY,PC,60h,100%,,11465471,Playing Completed,First,60h,"April 16, 2020",100h,100h /,150h,,,,,
508,27100,Private,PlayStation 4,60h,NR,,8371920,Completed,First,60h,"December 01, 2018",,,,,,,,
509,27100,Someguywithahat,PC,60h,NR,,10691959,Playing Completed,First,60h,"December 29, 2019",80h,,103h,,,,,
510,27100,ThreepQuest64,PlayStation 4,60h,100%,,10148294,Completed,First,60h,"September 26, 2019",75h,,,,,,,
511,27100,Ultima893,PlayStation 4,60h,90%,,8927187,Completed,First,60h,"June 10, 2019",100h,,,,,,,
512,27100,Xadrian92,PlayStation 4,60h,100%,,11774458,Completed,First,60h,"December 18, 2019",89h,,,15h,,,,
513,27100,falldamage,Xbox One,60h,NR,,10479879,Completed,First,60h,"November 24, 2019",80h,,,,,,,
514,27100,lilipea,PlayStation 4,60h,NR,,8854807,Completed,First,60h,,,,,,,,,
515,27100,lvchessick,Xbox One,60h,NR,,9246566,Completed,First,60h,,90h,,,,,,,
516,27100,patrickogorman19,PlayStation 4,60h,NR,,11902096,Completed,First,60h,"June 04, 2020",,,183h,,,,,
517,27100,robert889,PlayStation 4,60h,80%,,8835535,Completed,First,60h,"May 24, 2019",,,,,,,,
518,27100,tausiftt5238,PlayStation 4,60h,100%,,7715916,Completed,First,60h,"December 12, 2018",,,,,,,,
519,27100,totti1991,PC,60h,100%,,11251625,Completed,First,60h,"January 26, 2020",80h,,,,,,,
520,27100,treyandersonnc,Xbox One,60h,NR,,7843840,Completed,First,60h,"December 02, 2018",80h,,120h,,,,,
521,27100,whereisgandalf,PlayStation 4,60h,NR,,11609341,Completed,First,60h,"April 30, 2020",,,,,,,,
522,27100,ATO_Kico,PlayStation 4,60h 05m,90%,,9005404,Completed,First,60h 05m 05s,"September 21, 2018",,,,,,,,
523,27100,joaofguedes,PlayStation 4,60h 34m,100%,,7473741,Completed,First,60h 34m 44s,"January 03, 2019",,,,,,,,
524,27100,,PlayStation 4,60h 42m,NR,It's very long,7864865,Completed,First,60h 42m 12s,,96h 34m 27s,,173h 35m 21s,,,,,
525,27100,hiimthebeast,PlayStation 4,60h 59m,NR,,8996786,Completed,First,60h 59m 59s,"June 19, 2019",,,,,,,,
526,27100,Ramrodsky,PlayStation 4,61h,NR,,7373182,Completed,First,61h,"January 28, 2019",,,,,,,,
527,27100,TheDIRO,PlayStation 4,61h,NR,,7917383,Completed,First,61h,"December 12, 2018",,,,,,,,
528,27100,,PC,62h,NR,,11658823,Completed,First,62h,,85h,,,,,,,
529,27100,2007kiet,Xbox One,62h,NR,,8292752,Completed,First,62h,"February 18, 2019",68h,,,,,,,
530,27100,SmashinVP,PC,62h,100%,,11531908,Completed,First,62h,"April 22, 2020",,,,,,,,
531,27100,hham2,Xbox One,62h,NR,,10904491,Completed,First,62h,"November 07, 2018",150h,,,30h,,10h,,
532,27100,Katerona,PlayStation 4,62h 43m,NR,,11734696,Completed,Replay,62h 43m,"May 14, 2020",,,,,,,,
533,27100,,PlayStation 4,63h,NR,,8593636,Completed,First,63h,,,,,,,,,
534,27100,aysongomes,PC,63h,100%,,11808871,Completed,First,63h,"May 16, 2020",110h,,137h,,,,,
535,27100,,Xbox One,64h,NR,,8200668,Completed,First,64h,,75h,,125h,,,,,
536,27100,,Xbox One,64h,NR,,8200669,Completed,First,64h,,75h,,125h,,,,,
537,27100,GodotIV,PlayStation 4,64h,100%,,8086937,Completed,First,64h,"January 21, 2019",,,,,,,,
538,27100,,PlayStation 4,64h 25m,NR,,10304496,Completed,First,64h 25m 13s,,,,,,,,,
539,27100,,PlayStation 4,65h,NR,,8684353,Completed,First,65h,,,,,,,,,
540,27100,,PlayStation 4,65h,NR,,11747193,Completed,First,65h,,,,,,,,,
541,27100,Altiboum,PlayStation 4,65h,90%,,9574577,Completed,First,65h,"September 10, 2019",100h,,,,,,,
542,27100,Fahad7,PC,65h,NR,,10908904,Completed,First,65h,"February 12, 2020",,,,,,,,
543,27100,Patoku,Xbox One,65h,NR,,11219064,Completed,First,65h,"March 09, 2020",,,,,,,,
544,27100,dekenfrost,Xbox One,65h,NR,,8212984,Completed,First,65h,"February 05, 2019",,,,,,,,
545,27100,nibir2030,PlayStation 4,65h,NR,,8371739,Completed,First,65h,"February 28, 2019",,,,,,,,
546,27100,goodgamer,PlayStation 4,65h 17m,90%,,7829878,Completed,First,65h 17m,"February 07, 2019",,,110h,,,,,
547,27100,,Xbox One,65h 34m,NR,,8508490,Completed,First,65h 34m,,90h 35m 12s,,180h 24m,,,,,
548,27100,,PC,67h,NR,,11555304,Completed,First,67h,,,,,,,,,
549,27100,,PlayStation 4,68h,NR,,8318340,Completed,First,68h,,80h 20m,,200h,,,,,
550,27100,,PC,68h 22m,NR,,11492074,Completed,First,68h 22m,,104h 22m,,,,,,,
551,27100,Jacob_Darka,PC,68h 27m,100%,100% On Everything in Story Mode Only Plus All Of Its 34 Achievements.,11280794,Custom List Completed,First,68h 27m,"March 29, 2020",165h 41m,284h 19m /,284h 19m,,,,,
552,27100,mastercriminal,Xbox One,68h 27m,60%,,9474902,Completed,First,68h 27m,"August 29, 2019",,,,,,,,
553,27100,UselessBen413,PC,68h 45m,80%,,10809386,Completed,First,68h 45m,,,,,,,,,
554,27100,AGM8,PC,68h 54m,NR,,11819048,Backlog Completed,First,68h 54m,"May 15, 2020",79h 21m,,,,,,,
555,27100,bigdiccjoe,PlayStation 4,69h 08m,100%,,11881648,Completed,Replay,69h 08m,2019,,,,,,,,
556,27100,,PlayStation 4,70h,NR,,8357156,Completed,First,70h,,108h,,,,,,,
557,27100,,PlayStation 4,70h,NR,,8691504,Completed,First,70h,,130h,,230h,,,,,
558,27100,,PC,70h,NR,,11078541,Completed,First,70h,,,,,,,,,
559,27100,Artog,PlayStation 4,70h,NR,,10868351,Completed,First,70h,"January 24, 2020",,,,,,,,
560,27100,SherlockSparG,PlayStation 4,70h,100%,21/52 Trophies (PlayStation 4),10750208,Completed,First,70h,"November 03, 2018",,,,,,,,
561,27100,SolidLion22,PlayStation 4,70h,NR,,8766598,Completed,First,70h,"May 08, 2019",,,,,,,,
562,27100,Private,Xbox One,70h,NR,,10690888,Completed,First,70h,"December 29, 2019",,,,,,,,
563,27100,aisle19,PlayStation 4,70h,100%,,8105411,Completed,First,70h,"January 23, 2019",,,,,,,,
564,27100,tengam,PC,70h,NR,,10504688,Completed,First,70h,"November 28, 2019",,,,,,,,
565,27100,,PC,71h,NR,,11451715,Completed,First,71h,,,,,,,,,
566,27100,,PC,71h 12m,NR,,10576612,Completed,First,71h 12m,,,,,,,,,
567,27100,krish12,Xbox One,72h,NR,,8527290,Replay Completed,Replay,72h,,152h,,,,,,,
568,27100,YnwASG8,Xbox One,72h 25m,90%,,8044704,Completed,First,72h 25m,"November 18, 2018",,,,,,,,
569,27100,garrett_oh,PlayStation 4,74h 41m,NR,,9079557,Completed,First,74h 41m,,,,,,,,,
570,27100,,PC,75h,NR,,11194312,Completed,First,75h,,85h,,,,,,,
571,27100,84Gaming,Xbox One,75h,100%,,8238350,Completed,First,75h,"March 28, 2019",,,,,One of the best games I have ever played.,,,
572,27100,PuffMama,PlayStation 4,75h,90%,,7778289,Completed,First,75h,"April 28, 2019",,,,,,,,
573,27100,jacobss239,PlayStation 4,75h,100%,AWESOME AND TOTALLY WORTH IT. EVEN THE STUPID GAMBLER CHALLENGES.,11605445,Completed,First,75h,"April 30, 2020",100h,,204h 45m 39s,,,,,
574,27100,napier815,PlayStation 4,75h 30m,NR,,11076735,Completed,First,75h 30m,"February 27, 2020",,,,,,,,
575,27100,PulpoPaul425,PC,76h,NR,,10761407,Completed,First,76h,"December 28, 2019",,,,,,,,
576,27100,ethilic,PlayStation 4,76h 30m,NR,,8638714,Completed,First,76h 30m,"April 02, 2019",,,,,,,,
577,27100,,PlayStation 4,80h,NR,,11858881,Completed,First,80h,,,,,,,,,
578,27100,Angela812PL,PlayStation 4,80h,NR,,11555144,Completed,First,80h,"April 25, 2020",,,,,,,,
579,27100,Applebrap,PlayStation 4,80h,NR,I can't bring myself to bother with the epilogue this game is agonizingly slow,8716996,Completed Retired,First,80h,"May 04, 2019",,,,,,,,
580,27100,Private,PlayStation 4,80h,NR,,7052389,Completed,First,80h,"February 10, 2019",,,,,,,,
581,27100,LinTians,Xbox One,80h,100%,,11337368,Completed,First,80h,,,,,,,,,
582,27100,neo7101,PlayStation 4,80h,NR,,8271531,Completed,First,80h,"February 16, 2019",80h 10m,,,,,,,
583,27100,,Xbox One,80h 05m,NR,,11858624,Completed,First,80h 05m,,120h,,,,,,,
584,27100,Braxels,PlayStation 4,80h 12m,NR,,10796320,Completed,First,80h 12m 32s,"November 12, 2018",,,,,,,,
585,27100,TheDanx,PlayStation 4,83h 45m,NR,"Finished epilogue. 88% total completion. Lots of hunting, exploring, collecting and other miscellaneous activities.",7450685,Backlog Completed,First,83h 45m,"January 09, 2019",93h 17m 21s,93h 21m 46s /,,,,7h 18m 57s,,
586,27100,assassinwolfx27,PlayStation 4,84h 22m,100%,,11637960,Completed,Replay,84h 22m,"November 10, 2019",101h 12m,,,,I took my time and did all quests I also messed about so it took longer,,,
587,27100,zukowitz,PC,28h 27m,NR,,10533090,Completed,First,,"December 03, 2019",28h 27m,,,,,,,
588,27100,dioomicida,Xbox One,29h 58m,90%,"Completed the epilogue, getting the achievement 'Endless Summer'.",7415933,Completed,First,22h 59m,"November 10, 2018",29h 58m,,,,,,,
589,27100,SirMick56,PlayStation 4,30h,70%,,10611960,Completed,First,,"February 09, 2020",30h,,,,Passé toutes les cinématiques.,,,
590,27100,Private,PC,31h 23m,NR,,10871042,Completed,First,,"January 24, 2020",31h 23m,,,,,,,
591,27100,,PC,32h 26m,NR,81.7% Completion,10459211,Completed,First,,,32h 26m,,,,,,,
592,27100,MrKass,PlayStation 4,32h 50m,80%,,7504076,Completed,First,,"February 06, 2019",32h 50m,,,,,,,
593,27100,darkvinny123,Xbox One,34h,100%,,7385288,Completed,First,,"November 01, 2018",34h,,,,,,,
594,27100,coldhiller2,PlayStation 4,34h 16m,90%,Tried to do all extra quests,11253087,Completed,First,,"March 26, 2020",34h 16m,,,,,,,
595,27100,NextGen24,PlayStation 4,34h 25m,NR,,11887934,Completed,First,,,34h 25m,,,,,,,
596,27100,Resplash,Xbox One,34h 48m,NR,"Lots of additional side missions, legendary hunts, collectibles, and extra exploring etc",7535070,Completed,First,,"November 27, 2018",34h 48m,,,,,,,
597,27100,,PlayStation 4,35h,NR,,7839919,Completed,First,,,35h,,,,,,,
598,27100,,PlayStation 4,35h 11m,NR,,8950803,Completed,First,,,35h 11m 10s,,,,,,,
599,27100,teetermancan,Xbox One,35h 48m,80%,,8090550,Completed,First,,"December 08, 2018",35h 48m,,,,,,,
600,27100,,PlayStation 4,36h 30m,NR,,11985554,Completed,First,,,36h 30m,,,,,,,
601,27100,ogromm,PlayStation 4,36h 44m,80%,,8571706,Completed,First,,"April 19, 2019",36h 44m 43s,,,,,,,
602,27100,,PlayStation 4,37h 13m,NR,,11713965,Completed,First,,,37h 13m,,,,,,,
603,27100,BaniAdil,PlayStation 4,38h,NR,,11597559,Completed,First,,"April 29, 2020",38h,,,,,,,
604,27100,VitorVex,PlayStation 4,38h,NR,,11204303,Completed,First,,"March 20, 2020",38h,,,,,,,
605,27100,evilspawn7,PlayStation 4,38h 14m,80%,81.1% Total Completion,11395938,Completed,First,,"April 10, 2020",38h 14m,,,,,,,
606,27100,eziobot123,PlayStation 4,38h 21m,70%,,8395991,Completed,First,,"December 23, 2018",38h 21m,,,,,,,
607,27100,,PlayStation 4,38h 30m,NR,,12023203,Completed,First,,,38h 30m,,,,,,,
608,27100,batcnr,PlayStation 4,38h 30m,100%,,12023214,Completed,First,,"June 18, 2020",38h 30m,,,,,,,
609,27100,dmgash,PC,39h,NR,,10699666,Completed,First,,"December 30, 2019",39h,,,,,,,
610,27100,,PlayStation 4,40h,NR,,11292074,Completed,First,,,40h,,,,,,,
611,27100,Battery_Man,PlayStation 4,40h,80%,,8574495,Completed,First,,"April 19, 2019",40h,,,,,,,
612,27100,Hexovian,Xbox One,40h,NR,,10937741,Completed,First,35h,,40h,,,,,,,
613,27100,Nihilater,PlayStation 4,40h,NR,Main Story + Epilogues and several optional quests,8492002,Completed,First,,"April 04, 2019",40h,,,,,,,
614,27100,PaddyCM,PlayStation 4,40h,NR,,8044119,Completed,First,,"January 16, 2019",40h,,,,,,,
615,27100,Robz8,PC,40h,NR,,11176777,Completed,First,,"March 17, 2020",40h,,,,,,,
616,27100,Wedjwants,PlayStation 4,40h,NR,,10370884,Completed,First,,"October 28, 2019",40h,,,,,,,
617,27100,YourBoiSmeag,Xbox One,40h,100%,,10851900,Playing Replay Completed,First,,"January 20, 2020",40h,40h /,,,,,,
618,27100,cotelus,PlayStation 4,40h,NR,,8711155,Completed,First,35h,"April 13, 2019",40h,,,,,,,
619,27100,dodomania8,PlayStation 4,40h,80%,,7271749,Completed,First,,"September 04, 2019",40h,,,,,,,
620,27100,veer7794,PlayStation 4,40h,100%,,7344426,Completed,First,35h,"October 31, 2018",40h,,,,,,,
621,27100,gibbersganfa,PlayStation 4,40h 14m,NR,,10459865,Completed,First,,,40h 14m,,,,,,,
622,27100,mcollier416,PC,40h 45m,NR,,10520182,Completed,First,,"December 01, 2019",40h 45m,,,,,,,
623,27100,,PlayStation 4,40h 56m,NR,,10418183,Completed,First,28h 21m,,40h 56m,,,,,,,
624,27100,DeathlyShade,PlayStation 4,41h 39m,100%,Completed Epilogue and I took my time doing other side missions. 84.4% Total Completion,9389213,Completed,First,,"August 11, 2019",41h 39m 55s,,,,,,,
625,27100,Private,PlayStation 4,41h 40m,80%,,11182144,Completed,First,,"January 11, 2020",41h 40m,,,4h,,,,
626,27100,Bee892,Xbox One,41h 45m,NR,,10969575,Completed,First,,,41h 45m,,,,,,,
627,27100,,PlayStation 4,42h,NR,,7326316,Completed,First,,,42h,,,,,,,
628,27100,dusty3302,PlayStation 4,42h,90%,,8069595,Completed,First,,"January 19, 2019",42h,,,,,,,
629,27100,Ferrumoff,PlayStation 4,42h 09m,NR,,7899083,Completed,First,,"December 21, 2018",42h 09m,,,,,,,
630,27100,interc3Ptor2,Xbox One,42h 10m,80%,"A few side quests, focussed just story 2nd half",7347923,Completed,First,,"December 02, 2018",42h 10m,,,,,,,
631,27100,lvsanchez,PlayStation 4,42h 12m,NR,,9453283,Completed,First,,"August 26, 2019",42h 12m,,,,,,,
632,27100,Thekoolbean,Xbox One,42h 17m,100%,,7330251,Completed,First,,"November 06, 2018",42h 17m,,,,,,,
633,27100,,PlayStation 4,43h,NR,,10837128,Completed,First,36h,,43h,,124h,,,,,
634,27100,,Xbox One,43h,NR,,11876785,Completed,First,,,43h,,,,,,,
635,27100,CdrSparkz,PC,43h,NR,,11900959,Completed,First,40h,"June 03, 2020",43h,,,,,,,
636,27100,,PC,43h 03m,NR,,11195954,Completed,First,,,43h 03m,,,,,,,
637,27100,,Xbox One,43h 29m,NR,,7388048,Completed,First,,,43h 29m,,,,,,,
638,27100,MetalreduX,PlayStation 4,43h 44m,80%,Did not complete every stranger quest. Did not get every collectible.,7871709,Completed,First,,"March 25, 2019",43h 44m,,,,,,,
639,27100,pureMG,PlayStation 4,43h 49m,NR,Main + Most Stranger Missions (83.9% Completion),8686028,Completed,First,,"April 27, 2019",43h 49m,,,,,,,
640,27100,ulyaothrules,PlayStation 4,44h,NR,Main Story + few side missions,8506363,Completed,First,,"March 23, 2019",44h,,,,,,,
641,27100,Edhelvar,PlayStation 4,44h 29m,NR,,12002543,Completed,First,,"May 28, 2020",44h 29m,,,,,,,
642,27100,,Xbox One,44h 38m,NR,,7368153,Completed,First,,,44h 38m,,,,,,,
643,27100,Jake_Wllms,PlayStation 4,44h 51m,100%,,10281135,Completed,First,36h 38m,"October 31, 2018",44h 51m,,,,,,,
644,27100,ferenax,PlayStation 4,44h 53m,NR,,11692606,Completed,First,,"May 10, 2020",44h 53m,,,,,,,
645,27100,,PC,44h 58m,NR,,11204909,Completed,First,,,44h 58m,,,,,,,
646,27100,Cryyptick,PC,44h 58m,100%,Completed 82.5% of the game (including entirety of single player),11224748,Completed,First,,"March 19, 2020",44h 58m,,,,,,,
647,27100,,PlayStation 4,45h,NR,,7454941,Completed,First,35h,,45h,,95h,,,,,
648,27100,MertE7,PlayStation 4,45h,NR,,10443968,Completed,First,,"April 30, 2019",45h,,,,,,,
649,27100,MutantSuccubus,PlayStation 4,45h,90%,,10898492,Completed,First,,"January 07, 2020",45h,,,,,,,
650,27100,Nerdus,PlayStation 4,45h,80%,,7390305,Completed,First,,February 2019,45h,,,,,,,
651,27100,THE_1_NOFF,Xbox One,45h,NR,,8496736,Completed,First,,"December 29, 2018",45h,,,,,,,
652,27100,fransubie,PlayStation 4,45h,NR,,11346442,Completed,First,,"May 23, 2020",45h,,,48h,,,,
653,27100,Private,PlayStation 4,45h 27m,100%,81.3% Complete,11555068,Completed,First,,"June 03, 2020",45h 27m 49s,,,,,,,
654,27100,YoungHades,PlayStation 4,45h 36m,100%,,8742325,Completed,First,,"April 29, 2019",45h 36m,,,,,,,
655,27100,,PC,46h,NR,,11302447,Completed,First,,,46h,,,,,,,
656,27100,Bendoruu,PlayStation 4,46h,NR,,10481355,Completed,First,,"November 24, 2018",46h,,,,,,,
657,27100,tsmith18256,PlayStation 4,46h 27m,90%,,7455085,Completed,First,,"November 15, 2018",46h 27m,,,,,,,
658,27100,Ben03,Xbox One,46h 33m,70%,All story and side missions,8039666,Completed,First,,"January 14, 2019",46h 33m,,,,,,,
659,27100,Cylanes,PlayStation 4,47h,NR,,7331288,Completed,First,,"November 11, 2018",47h,,,,,,,
660,27100,Hitokage_Tamashi,PC,47h,90%,,11816383,Completed,First,,"May 18, 2020",47h,,,,,,,
661,27100,PiteroS,PlayStation 4,47h 03m,NR,,10272905,Completed,First,,"October 19, 2019",47h 03m,,,,,,,
662,27100,luchiesp,PlayStation 4,47h 07m,100%,,9514272,Completed,First,,"September 06, 2019",47h 07m,,,,,,,
663,27100,Alexsanlo,PlayStation 4,47h 30m,90%,Historia + Misiones secundarias (casi todas) y algún evento extra,7332219,Completed,First,,"November 09, 2018",47h 30m,,,,,,,
664,27100,bobiroka,PlayStation 4,47h 30m,80%,,7012078,Completed,First,,"May 29, 2019",47h 30m,,,,,,,
665,27100,liquidblasted,PlayStation 4,47h 32m,NR,,11803347,Completed,First,,"May 21, 2020",47h 32m,,,,,,,
666,27100,brycecarey,PlayStation 4,47h 32m,100%,,8554280,Completed,First,,"April 01, 2019",47h 32m 55s,,,,literally got goosebumps playing american venom,,,
667,27100,,PlayStation 4,47h 33m,NR,Completed the story and got some of the extra stuff,7403343,Completed,First,,,47h 33m 29s,,,,,,,
668,27100,,PlayStation 4,47h 38m,NR,,11827293,Completed,First,,,47h 38m,,,,,,,
669,27100,DannosPlz,PlayStation 4,47h 40m,70%,,8553455,Completed,First,,"April 01, 2019",47h 40m,,,,,,,
670,27100,,PlayStation 4,47h 57m,NR,,10375014,Completed,First,26h 23m,,47h 57m,,,,,,,
671,27100,Andooreal,PlayStation 4,48h,30%,,11381032,Backlog Completed,First,,,48h,53h /,,,,,,
672,27100,esq373,PlayStation 4,48h,100%,79.2% complete,7507789,Completed,First,,"November 22, 2018",48h,,,,,,,
673,27100,Private,PC,49h,90%,,11357058,Completed,First,,"April 05, 2020",49h,,,,,,,
674,27100,EmirF,PlayStation 4,49h 16m,NR,,9320892,Completed,First,,"August 07, 2019",49h 16m,,,,,,,
675,27100,,PlayStation 4,49h 20m,NR,,11433507,Completed,First,,,49h 20m,,,,,,,
676,27100,Private,PC,49h 20m,NR,,11085700,Completed,First,,"March 06, 2020",49h 20m,,,,,,,
677,27100,sagesfootball20,Xbox One,49h 24m,NR,,7518169,Completed,First,,"December 06, 2018",49h 24m,,,,,,,
678,27100,,Xbox One,50h,NR,,7392518,Completed,First,35h,,50h,,75h,,,,,
679,27100,,PlayStation 4,50h,NR,,7406614,Completed,First,35h,,50h,,,,,,,
680,27100,,PlayStation 4,50h,NR,,8633781,Completed,First,,,50h,,,,,,,
681,27100,Black_Durgon,Xbox One,50h,NR,,10401423,Completed,First,,,50h,,,,,,,
682,27100,Darasta,PlayStation 4,50h,90%,,7333355,Completed,First,,"December 02, 2018",50h,,,,,,,
683,27100,Degeto,PC,50h,90%,,10605622,Completed,First,,"March 02, 2020",50h,,,,,,,
684,27100,Fehu666,PC,50h,80%,,11357597,Completed,First,,"April 05, 2020",50h,,,,,,,
685,27100,Jaspion8,PlayStation 4,50h,NR,,10491584,Completed,First,,"February 08, 2019",50h,,,,,,,
686,27100,Jayrrow,PlayStation 4,50h,100%,,7681014,Completed,First,,"November 05, 2018",50h,,,,,,,
687,27100,King_K,Xbox One,50h,80%,,7364590,Completed,First,30h,"November 27, 2018",50h,,,,,,,
688,27100,MalusNightwood,PlayStation 4,50h,80%,,7385825,Completed,First,,"December 01, 2018",50h,,,,,,,
689,27100,Singis111,PlayStation 4,50h,90%,"75.8% overall. A lot of messing around, many side missions and other stuff. Time is a rough estimate.",7331110,Completed,First,,"December 07, 2018",50h,,,,,,,
690,27100,Stanleypp,PC,50h,80%,,11324812,Completed,First,,"April 02, 2020",50h,,,,,,,
691,27100,TG_Rising,PlayStation 4,50h,100%,,8407630,Completed,First,,"November 23, 2019",50h,,,,,,,
692,27100,Tarrmu,PlayStation 4,50h,NR,,9437077,Completed,First,,"January 19, 2020",50h,,,,,,,
693,27100,TheBlackWolv,PlayStation 4,50h,100%,,7504887,Completed,First,,"November 22, 2018",50h,,,,,,,
694,27100,Zyangarr,PlayStation 4,50h,90%,,9440676,Completed,First,,"August 24, 2019",50h,,,,,,,
695,27100,doubledrb,Xbox One,50h,NR,,8141858,Playing Completed,First,,"January 28, 2019",50h,,,,,,,
696,27100,Private,PlayStation 4,50h,100%,,7661427,Completed,First,,"March 20, 2019",50h,,,,,,,
697,27100,lucassantos,PlayStation 4,50h,100%,,8612160,Completed,First,,"December 31, 2018",50h,,,,,,,
698,27100,mollymog,PlayStation 4,50h,90%,"Main, Epilogue, Some Side content complete. Only 37% trophy completion though.",8168130,Completed,First,,"January 13, 2019",50h,,,,,,,
699,27100,oidptg,PlayStation 4,50h,NR,,8073795,Completed,First,,"January 20, 2019",50h,,,,,,,
700,27100,stonytark23,PlayStation 4,50h,100%,,10217962,Completed,First,,"October 08, 2019",50h,,,,,,,
701,27100,Private,PlayStation 4,50h,NR,,9260409,Completed,First,,"July 29, 2019",50h,,,,,,,
702,27100,valdogg21,PlayStation 4,50h,NR,,7786593,Completed,First,,,50h,,,,,,,
703,27100,,PC,50h 01m,NR,,11422373,Completed,First,,,50h 01m 22s,,,,,,,
704,27100,Louis_Ascor,PlayStation 4,50h 04m,70%,,9549576,Completed,First,,"October 07, 2019",50h 04m 37s,,,,,,,
705,27100,,PlayStation 4,50h 05m,NR,,8504620,Completed,First,,,50h 05m,,,,,,,
706,27100,,Xbox One,50h 05m,NR,Total playtime of playthrough 1 and part completed playthrough 2,11438497,Completed,First,48h 35m,,50h 05m,,99h 26m,1h,,,,
707,27100,Bo_farooos83,PlayStation 4,50h 10m,NR,,8136852,Completed,First,39h 25m,"January 15, 2019",50h 10m,,,,,,,
708,27100,,PlayStation 4,50h 20m,NR,,9012499,Completed,Replay,,,50h 20m 02s,,,,,,,
709,27100,SirHC95,PlayStation 4,50h 24m,NR,,10306887,Completed,First,,"October 26, 2019",50h 24m 54s,,,,,,,
710,27100,Koutetsujo,PlayStation 4,50h 30m,90%,,10254369,Completed,First,,"October 16, 2019",50h 30m,,,,,,,
711,27100,Private,Xbox One,50h 30m,90%,,7600938,Completed,First,,"December 18, 2018",50h 30m,,,,,,,
712,27100,Private,PlayStation 4,50h 30m,NR,,8282915,Completed Retired,First,,"February 17, 2019",50h 30m,,,,,,,
713,27100,antonmannen,PlayStation 4,50h 40m,80%,,11133056,Custom List 2 Completed,First,,"November 17, 2019",50h 40m,,,,9/10 because there is no 8.5/10 option.,,,
714,27100,,Xbox One,50h 45m,NR,i did it to 80% completion but i did concentrate manly on the main quest,7962864,Completed,First,,,50h 45m 44s,,,,,,,
715,27100,idkwhatimdoing,PC,51h,NR,,10666596,Completed,Replay,,"December 27, 2019",51h,,,,,,,
716,27100,ramsys,PlayStation 4,51h 05m,70%,,7795467,Completed,First,,"December 21, 2018",51h 05m 33s,,,,,,,
717,27100,xwinsus,PlayStation 4,51h 14m,90%,,7366786,Completed,First,42h,"December 07, 2018",51h 14m 32s,,,,,,,
718,27100,coleneff,PlayStation 4,51h 34m,90%,,7329388,Completed,First,,"January 06, 2019",51h 34m,,,,,,,
719,27100,jdsull3,PlayStation 4,51h 49m,NR,,11548281,Completed,First,,"April 24, 2020",51h 49m,,,,,,,
720,27100,harish2309,PlayStation 4,51h 56m,NR,,7778054,Completed,First,37h,"December 15, 2018",51h 56m 22s,,71h 11m 11s,,,,,
721,27100,,PC,52h,NR,,10739392,Completed,First,,,52h,,,,,,,
722,27100,,PC,52h,NR,,11983692,Completed,First,,,52h,,,,,,,
723,27100,Amphar,PlayStation 4,52h,90%,,6593107,Completed,First,,"May 25, 2019",52h,,,,78.3% completion,,,
724,27100,Muate,PlayStation 4,52h,100%,I havent Really Done Extras but their not really worse than Main.,9279788,Completed,First,42h,February 2019,52h,,,,,,,
725,27100,alinsane2000,PlayStation 4,52h,90%,,11421548,Completed,First,,"May 13, 2020",52h,,,,,,,
726,27100,benipersia,Xbox One,52h,NR,,11678395,Completed,First,,"May 15, 2020",52h,,,,,,,
727,27100,jcbvickers,PC,52h,100%,,10743405,Completed,First,,,52h,,,,,,,
728,27100,tsherm71189,PlayStation 4,52h 01m,NR,,8314675,Completed,First,,"February 20, 2019",52h 01m,,,,,,,
729,27100,MisterFlyBear,PlayStation 4,52h 02m,100%,,8487575,Completed,First,,"March 06, 2019",52h 02m,,,,,,,
730,27100,jardo,PlayStation 4,52h 09m,NR,,10931552,Completed,First,,"February 03, 2020",52h 09m,,,,,,,
731,27100,TeenJackBauer,Xbox One,52h 10m,NR,320G,11730080,Completed,First,,"May 30, 2020",52h 10m,,,,,,,
732,27100,Son_of_a_Pitch,PlayStation 4,52h 14m,90%,Main 6 chapters plus 2 epilogue chapters. Did some side missions.,7526280,Completed,First,,"April 30, 2019",52h 14m 39s,,,,"Completed main 6 chapters on 4/20/19 at ~1:20 am with 45h 40m 10s.
Epilogue completed on 4/30/19 with 52h 14m 13s.",,,
733,27100,talizorah,PC,52h 19m,100%,86.9% completion!,11860007,Completed,First,,"May 28, 2020",52h 19m,,,,,,,
734,27100,LivingHuman,Xbox One,52h 25m,100%,,8190412,Completed,First,,"October 29, 2018",52h 25m,,,,,,,
735,27100,Sleezy,PlayStation 4,52h 30m,70%,,8087277,Completed,First,,"January 21, 2019",52h 30m,,,,,,,
736,27100,TT1990,PlayStation 4,52h 30m,NR,,8137775,Completed,First,,"January 05, 2019",52h 30m,,,,,,,
737,27100,Private,Xbox One,52h 40m,NR,,11982112,Completed,First,,"June 13, 2020",52h 40m,,,,,,,
738,27100,Krilledood,PlayStation 4,52h 46m,90%,,7830073,Completed,First,,"June 06, 2019",52h 46m,,,,,,,
