,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completionist,Completion,Personal Notes,Progress,Co-Op
257,26706,r33Cy,PC,25h 06m,70%,,7670143,Completed,First,25h 06m,,,"August 01, 2018",,,
258,26706,geodelis,PlayStation 4,25h 30m,NR,,2477470,Completed,First,25h 30m 44s,36h 06m 41s,45h 09m 04s,"January 25, 2016",,,
259,26706,Barch,PlayStation 4,25h 37m,NR,,6862033,Backlog Completed,First,25h 37m 43s,,,"October 04, 2018",,25h 37m 43s /,
260,26706,ItzBeeZy,Xbox One,25h 41m,NR,,8094364,Completed,First,25h 41m,,,"January 22, 2019",,,
261,26706,Octagon,PC,26h,NR,,11487015,Completed,First,26h,,,"April 19, 2020",,,
262,26706,maker3,Xbox One,26h 46m,NR,,8066832,Completed,First,26h 46m,,,"May 19, 2018",,,
263,26706,davetheepicfail,PC,27h,70%,,6377187,Completed,First,27h,,,"February 06, 2020",,,
264,26706,tsonayoshi,PC,27h,NR,,7862477,Completed,First,27h,43h,50h,"December 29, 2018",,,
265,26706,ayoungone3,PlayStation 4,27h 26m,70%,,10969765,Completed,First,27h 26m,,,"December 27, 2017",,,
266,26706,Robiman26,PlayStation 4,27h 30m,70%,"Main story completed, around 75% of side quest done",7426898,Completed,First,27h 30m,,,"November 11, 2018",,,
267,26706,EgirX,PC,28h,70%,,9240579,Completed,First,28h,,,,,,
268,26706,Haoie,PlayStation 4,28h,60%,,11933584,Completed,First,28h,,,"June 08, 2020",,,
269,26706,divingman25,PC,28h,80%,,3581891,Completed,First,28h,32h,,"November 03, 2016",,,
270,26706,DonGeek,Xbox One,30h,NR,,4123986,Completed,First,30h,,,"December 31, 2015",,,
271,26706,MuteRaven,PlayStation 4,30h,NR,,11588920,Completed,First,30h,45h,,,,,
272,26706,cashedtastic,Xbox One,30h,60%,,5781057,Completed,First,30h,,,"February 15, 2018",,,
273,26706,popae,Xbox One,30h,NR,,6006931,Completed,First,30h,,,"November 10, 2015",,,
274,26706,,PlayStation 4,31h,NR,,10741510,Completed,Replay,31h,41h 15m,,,,,
275,26706,ItsDanBull,PC,31h,NR,,4264030,Completed,First,31h,,,"April 02, 2017",,,
276,26706,Wolfe_Stedro,PlayStation 4,31h 14m,70%,,6972685,Completed,First,31h 14m 20s,,,"September 05, 2016",,,
277,26706,Sertara,PlayStation 4,31h 58m,80%,,6562066,Completed,First,31h 58m,,,"December 07, 2017",,,
278,26706,ozgal,Xbox One,32h 05m,70%,,7011598,Completed,First,32h 05m,,,"September 10, 2018",,,
279,26706,RAVEN_OF_WAR,PlayStation 4,33h,NR,,8639183,Completed,First,33h,,,"October 06, 2019",,,
280,26706,Katerona,Xbox One,33h 20m,NR,,11588731,Completed,First,33h 20m,,,"April 29, 2019",,,
281,26706,,PC,33h 24m,NR,The 33 hours is because I'm really trash and it took me a long time to get good with the mechanics lol.,11836092,Completed,First,33h 24m 29s,,,,,,
282,26706,Swiggles,PC,34h,NR,,7209210,Completed,First,34h,,,"October 07, 2018",,,
283,26706,,PC,35h,NR,,7649586,Completed,First,35h,,,,,,
284,26706,MartinEzy225,PlayStation 4,35h,NR,,9171246,Completed,First,35h,,,,,,
285,26706,GreenCourt82,PC,36h 18m,NR,,3827774,Completed,First,36h 18m,,,,,,
286,26706,Dysun,PC,37h,90%,,2105797,Completed,First,37h,,,"October 27, 2018",,,
287,26706,Feartheflames,PC,38h,NR,54% Total Sync. 100% Story Sync,7421735,Completed,First,38h,,,"November 11, 2018",,,
288,26706,Private,PlayStation 4,38h,100%,,8190256,Completed,First,38h,,48h 14m 25s,"August 13, 2016",,,
289,26706,Kobetastrophy,PlayStation 4,38h 10m,NR,,3346180,Completed,First,38h 10m,,,"May 13, 2016",,,
290,26706,gabrielmop,PC,10h 22m,100%,,2833093,Completed,First,,10h 22m 18s,,"May 01, 2016",,,
291,26706,Magixian,Xbox One,10h 33m,60%,,6870832,Completed,First,,10h 33m,,,,,
292,26706,aogbm12,PlayStation 4,14h,60%,,2355359,Completed,First,11h,14h,,"November 05, 2015",,,
293,26706,Burretploof,PC,15h,70%,Main story complete. Got a number of collectibles and did a few side-missions.,3340234,Completed,First,,15h,,"August 23, 2016",,,
294,26706,scrubadub,PC,15h,NR,,6445204,Completed,First,,15h,,"June 20, 2018",,,
295,26706,,PC,16h,NR,,10527879,Completed,First,,16h,,,,,
296,26706,,PC,16h,NR,,11077544,Completed,First,,16h,,,,,
297,26706,Fbk201,PC,16h 40m,NR,,10731282,Completed,First,,16h 40m,,"May 03, 2020",,,
298,26706,,Xbox One,16h 48m,NR,Mainly main a bit of extra,5430894,Completed,First,,16h 48m,,,,,
299,26706,Nainetsu99,PC,17h,50%,,8542455,Completed,First,15h,17h,,"April 05, 2019",,,
300,26706,Sajlenty,PC,17h,NR,,4148195,Completed,First,,17h,,,,,
301,26706,Talal_Alsaeedi,PlayStation 4,17h,80%,,2302355,Completed,First,,17h,,"December 30, 2015",,,
302,26706,djsnake81,PC,17h,NR,,10336961,Completed,First,,17h,,"October 31, 2019",,,
303,26706,phasola,PC,17h,70%,,11855355,Completed,First,,17h,,"May 28, 2020",,,
304,26706,warfarian,PC,17h,NR,,5080737,Completed,First,,17h,,"September 21, 2017",,,
305,26706,treyres,PlayStation 4,17h 45m,80%,,11731094,Completed,First,,17h 45m,,"June 13, 2020",,,
306,26706,,PC,17h 54m,NR,,8837355,Completed,Replay,,17h 54m 52s,,,,,
307,26706,Animam,PlayStation 4,18h,NR,,4252359,Completed,First,,18h,30h,"March 28, 2017",,,
308,26706,MERIVS,PC,18h,NR,,8262010,Completed,First,17h,18h,,,,,
309,26706,kibik,PC,18h,NR,,7060098,Completed,First,,18h,,"September 16, 2018",,,
310,26706,Private,PC,18h,NR,,4129493,Completed,First,,18h,,"December 13, 2017",,,
311,26706,zGunnarr,PC,18h,70%,,7347869,Completed,First,,18h,,"October 29, 2018",,,
312,26706,DeathlyShade,PC,18h 12m,70%,,11043563,Completed,First,,18h 12m 32s,,"February 23, 2020",,,
313,26706,Omegason,PC,18h 30m,90%,,2378285,Completed,First,,18h 30m,,"January 06, 2016",,,
314,26706,,PlayStation 4,18h 34m,NR,,2925825,Completed,First,7h 23m 46s,18h 34m 30s,34h 43m 50s,,,,
315,26706,,PlayStation 4,18h 37m,NR,,8956102,Completed,First,,18h 37m,,,,,
316,26706,BrunoHygino,PC,19h,NR,,11901331,Completed,First,,19h,,"June 03, 2020",,,
317,26706,megumoon,PC,19h,NR,,10919274,Completed,First,,19h,,"January 31, 2020",,,
318,26706,Beowulf94,PlayStation 4,19h,70%,,10514765,Completed,First,,19h 19s,,"November 30, 2017",,,
319,26706,Raoulospipitos,PC,19h 06m,NR,,8283874,Completed,First,,19h 06m,,"February 17, 2019",,,
320,26706,SarcasmAbound,PlayStation 4,19h 23m,80%,63rd Platinum.,2211391,Completed Retired,First,12h 09m 25s,19h 23m 12s,19h 57m 05s,"March 23, 2016",Collectibles....,,
321,26706,Jalal,Xbox One,19h 27m,100%,,3960474,Completed,First,,19h 27m 06s,,"January 27, 2017",,,
322,26706,cryptexdigital,PC,19h 40m,70%,,8508965,Completed,First,,19h 40m,,"March 23, 2019",,,
323,26706,,Xbox One,20h,NR,,2089420,Completed,First,10h,20h,,,,,
324,26706,,PlayStation 4,20h,NR,,4340870,Completed,First,14h,20h,,,,,
325,26706,,PC,20h,NR,,7297923,Completed,First,14h,20h,,,,,
326,26706,Genjutsuhh,PlayStation 4,20h,50%,,7557503,Completed,First,,20h,,"November 30, 2018",,,
327,26706,GilJaysmith,PC,20h,70%,,3408563,Completed,First,,20h,,"December 01, 2016",,,
328,26706,Private,PC,20h,70%,72%,8903191,Completed,First,,20h,,"March 18, 2020",,,
329,26706,SirMick56,PlayStation 4,20h,70%,,2248091,Completed,First,,20h,,"August 21, 2018",,,
330,26706,Private,PC,20h,70%,,5494490,Completed,First,16h,20h,,"December 20, 2017",,,
331,26706,Vallaqan,PC,20h,NR,,3299431,Completed,First,,20h,,"August 07, 2016",,,
332,26706,Xor_van_Dorf,PC,20h,NR,,4980565,Completed,Replay,,20h,,"September 04, 2017",,,
333,26706,Yunnlith,PlayStation 4,20h,50%,,1996629,Completed,First,,20h,,"November 17, 2015",,,
334,26706,andreas0992,PC,20h,NR,,5201890,Completed,First,,20h,,,,,
335,26706,boardbrtn,PC,20h,NR,,3403545,Completed,First,,20h,,"July 08, 2016",,,
336,26706,mekoman,PlayStation 4,20h 12m,NR,,2062267,Completed,First,15h 23m 55s,20h 12m 15s,,"November 08, 2015",,,
337,26706,,PlayStation 4,20h 28m,NR,,2009948,Completed,First,12h 34m 18s,20h 28m 31s,34h 51m 43s,,,,
338,26706,xris5,PC,20h 36m,NR,,8473023,Completed,First,,20h 36m,,"May 12, 2018",,,
339,26706,,PC,21h,NR,,5066801,Completed,First,,21h,,,,,
340,26706,,PC,21h,NR,,11055382,Completed,First,,21h,,,,,
341,26706,Joutai,PC,21h,70%,,3442507,Completed,First,14h,21h,,,,,
342,26706,Kordesh,PC,21h,NR,"94% Story completion, 78% total sync, all districts and partner missions completed, Time pulled from Ubi launcher",4687907,Completed,First,,21h,,"July 03, 2017",,,
343,26706,TechShooter,PlayStation 4,21h,90%,"71% sync, 98% story, 75% activity, 50% miscellaneous, Evie and Jacob LV10, 3 free districts, 1772 kills, 594 assassins",11675205,Completed,First,,21h,,"June 24, 2019",,,
344,26706,thegreatcraig,Xbox One,21h 10m,NR,,2594832,Completed,First,,21h 10m,,"January 31, 2017",,,
345,26706,nandika,Xbox One,21h 11m,NR,some extras,5970559,Completed,First,,21h 11m,,"March 12, 2018",,,
346,26706,ei02028,PlayStation 4,21h 13m,80%,72%,2004871,Completed,First,,21h 13m 16s,,"November 06, 2015",,,
347,26706,Latouffe,PC,21h 15m,NR,,11790479,Completed,First,,21h 15m,,"May 20, 2020",,,
348,26706,RongSinh_Panda,PC,21h 15m,NR,,11757969,Completed,First,,21h 15m,,"May 16, 2020",,,
349,26706,TJAMES47,PlayStation 4,21h 15m,NR,,4335220,Completed,First,,21h 15m,,"June 01, 2017",,,
350,26706,Jacob_Darka,PC,21h 19m,100%,4th replay,7364358,Replay Completed,Replay,15h 29m,21h 19m,,"July 02, 2017",,21h 19m /,
351,26706,JoelPLay,PC,21h 23m,NR,,4993091,Completed,First,,21h 23m 45s,,"September 01, 2017",,,
352,26706,,PlayStation 4,21h 56m,NR,,2898680,Completed,First,15h 47m,21h 56m,48h 17m,,,,
353,26706,,PlayStation 4,22h,NR,,2055764,Completed,First,15h,22h,,,,,
354,26706,,PC,22h,NR,,11065062,Completed,First,,22h,,,,,
355,26706,Altair_1304,PlayStation 4,22h,NR,,10855235,Completed,First,18h,22h,,,,,
356,26706,DrDRA,PlayStation 4,22h,NR,,5333923,Completed,First,,22h,,"October 25, 2017",,,
357,26706,Gongbanza,PlayStation 4,22h,NR,,11134504,Completed,First,,22h,,"March 11, 2020",,,
358,26706,MrFirebugJr,PlayStation 4,22h,70%,,8319195,Completed,First,,22h,,"February 25, 2019",,,
359,26706,Private,PC,22h,NR,"76%, inclusive DLCs",8678338,Completed,First,,22h,,"April 27, 2019",,,
360,26706,Private,PC,22h,70%,,11751082,Completed,First,,22h,,"May 15, 2020",,,
361,26706,SkandiTV,PC,22h,NR,,8974819,Completed,First,,22h,,"June 16, 2019",,,
362,26706,SteepGhost,PC,22h,80%,,3380911,Completed,First,,22h,,,,,
363,26706,bart_collins,PlayStation 4,22h,90%,,8149767,Completed,First,,22h,,"November 22, 2018",,,
364,26706,Private,PlayStation 4,22h,NR,,3187918,Completed,First,,22h,,"July 15, 2016",,,
365,26706,fritzell,PC,22h,NR,,8929401,Completed,First,,22h,,"June 06, 2019",,,
366,26706,Private,Xbox One,22h,80%,,1987161,Completed,First,,22h,,"October 31, 2015",,,
367,26706,NeoJ,PC,22h 14m,70%,,2107871,Completed,First,,22h 14m,,"July 07, 2018",,,
368,26706,interc3Ptor2,Xbox One,22h 15m,70%,,6165208,Completed,First,,22h 15m,,"May 04, 2018",,,
369,26706,,Xbox One,22h 19m,NR,Completed all nine sequences and took over 3 boroughs.,3238167,Completed,First,,22h 19m,,,,,
370,26706,deddoman,PC,22h 20m,70%,,2531405,Completed,First,,22h 20m,,"February 09, 2016",,,
371,26706,Holygman,PlayStation 4,22h 40m,NR,"100% main story, all viewpoints, whole city liberated, 72% sync",2100882,Completed,First,,22h 40m,,"November 17, 2015",72% sync,,
372,26706,Tookey10,Xbox One,22h 56m,70%,,3183394,Completed,First,,22h 56m,,,,,
373,26706,Devster,PC,23h,NR,,6669137,Completed,First,17h,23h,,"July 25, 2018",,,
374,26706,J3zyk,PC,23h,80%,,11185377,Completed,First,,23h,,"May 14, 2020",,,
375,26706,hahe71,PC,23h,NR,,4354380,Completed,First,,23h,,"September 25, 2017",,,
376,26706,apolloviper03,PlayStation 4,23h 01m,90%,,5384571,Completed,First,,23h 01m,,"September 01, 2018",,,
377,26706,ireali123,PC,23h 02m,90%,,6583489,Completed,First,,23h 02m 47s,,"July 23, 2018",,,
378,26706,,PC,23h 11m,NR,,2066722,Completed,First,,23h 11m,,,,,
379,26706,Kaelticus,PC,23h 21m,80%,,7678647,Completed,First,,23h 21m 04s,,"January 01, 2019",,,
380,26706,Fabdedudel,PC,23h 30m,80%,All Sidequests and Territories cleared,4001347,Completed,First,,23h 30m,,"February 02, 2017",,,
381,26706,,PC,23h 33m,NR,,11253861,Completed,First,,23h 33m,,,,,
382,26706,vireal,PlayStation 4,23h 39m,NR,,8915386,Completed,First,,23h 39m 01s,,"June 15, 2017",,,
383,26706,KMoney,PlayStation 4,23h 40m,90%,,2153597,Completed,First,,23h 40m 22s,,"July 29, 2016",,,
384,26706,Wai_803,PlayStation 4,23h 43m,80%,,7281121,Completed,First,,23h 43m 24s,,"September 22, 2016",,,
385,26706,Lv25_Magikarp,PC,23h 45m,60%,,5529846,Completed,First,,23h 45m 47s,,"January 04, 2018",,,
386,26706,Keruvinde,PlayStation 4,23h 47m,NR,,3302792,Completed,First,,23h 47m,,"August 26, 2016",,,
387,26706,TroyBob1,Xbox One,23h 51m,NR,,3392588,Completed,First,,23h 51m,,"June 05, 2018",,,
388,26706,,PC,24h,NR,,2236355,Completed,First,15h,24h,105h,,,,
389,26706,,PC,24h,NR,,2596094,Completed,First,,24h,,,,,
390,26706,DiamondKing96,PlayStation 4,24h,NR,,3376796,Playing Completed,First,,24h,,,,,
391,26706,Macxim,PC,24h,80%,,2484346,Completed,First,,24h,,"January 26, 2016",,,
392,26706,Private,PC,24h,40%,,8176815,Completed,First,,24h,,"February 01, 2019",,,
393,26706,desunoto,PlayStation 4,24h,NR,,2009954,Completed,First,16h,24h,35h,,,,
394,26706,faemir,PC,24h,NR,,11611803,Completed,First,,24h,,"April 30, 2020",,,
395,26706,Private,PlayStation 4,24h,NR,,8050221,Completed,First,,24h,,"December 27, 2019",,,
396,26706,ptb4life,PC,24h,NR,,3445690,Completed,First,18h,24h,,"September 21, 2016",,,
397,26706,Private,PC,24h,50%,,3981128,Custom List 2 Completed,First,,24h,,"January 28, 2017",,,
398,26706,varex,PC,24h,60%,,3701680,Completed,First,,24h,,"December 17, 2016",,,
399,26706,VERGILDH,PlayStation 4,24h 01m,NR,,5244058,Completed,First,,24h 01m 51s,,"October 29, 2017",,,
400,26706,neoXclusive,PC,24h 30m,NR,,8546111,Completed,First,,24h 30m,,,,,
401,26706,ericbiancalana,PlayStation 4,24h 31m,70%,,8264269,Completed,First,,24h 31m,,"February 17, 2019",,,
402,26706,beastnine,Xbox One,24h 40m,NR,,8505763,Completed,First,,24h 40m,,"March 23, 2019",,,
403,26706,Hottston,PlayStation 4,24h 44m,70%,,1955220,Completed,First,,24h 44m,,"February 11, 2018",,,
404,26706,Subaphonic,PC,24h 45m,60%,,2009702,Completed,First,,24h 45m,,"January 12, 2016",,,
405,26706,,PlayStation 4,25h,NR,,5785796,Completed,First,,25h,,,,,
406,26706,,PC,25h,NR,,11919723,Completed,First,,25h,,,,,
407,26706,2theTardis,PlayStation 4,25h,NR,,5856361,Completed,First,,25h,,,,,
408,26706,Domnicate,PC,25h,NR,,8869082,Completed,First,,25h,,"March 14, 2019",,,
409,26706,Private,PC,25h,NR,,10898728,Completed,First,,25h,,"May 29, 2020",,,
410,26706,Helios1337,PC,25h,NR,,1987648,Completed,First,,25h,,"December 27, 2015",,,
411,26706,JdeRin,PC,25h,80%,,4833822,Completed,First,,25h,,"July 30, 2017",,,
412,26706,Private,PC,25h,NR,,11926003,Completed,First,,25h,,"June 07, 2020",,,
413,26706,Tarrmu,Xbox One,25h,NR,,9593346,Completed,First,,25h,,"September 23, 2019",,,
414,26706,friendlyfirepewpew,PlayStation 4,25h,70%,,8643246,Completed,First,20h,25h,,"April 19, 2019",,,
415,26706,jbeaulieu59,PC,25h,NR,,2507112,Completed,First,,25h,,"January 31, 2016",,,
416,26706,spawn_92,PC,25h,NR,,3970946,Completed,First,,25h,,"January 25, 2017",,,
417,26706,strykerphoenyx,PC,25h,NR,,10668409,Completed,First,,25h,,"May 08, 2020",,,
418,26706,supertoast3000,PC,25h,NR,,6664848,Completed,First,,25h,,"July 25, 2018",,,
419,26706,TheBoogeyman97,PC,25h 11m,80%,,4357815,Completed,First,,25h 11m,,"April 26, 2017",,,
420,26706,periahdark,PlayStation 4,25h 15m,80%,,4809885,Completed,First,,25h 15m 58s,,"November 02, 2015","Date Started: Oct. 23, 2015
Date Finished: Nov. 2, 2015",,
421,26706,gasgigantor,PlayStation 4,25h 20m,NR,,2904284,Completed,First,,25h 20m,,"April 24, 2016",,,
422,26706,BeastBaszu,PC,25h 27m,NR,,3219000,Completed,First,,25h 27m 03s,,"July 12, 2016",,,
423,26706,,Xbox One,25h 30m,NR,,4631998,Completed,First,,25h 30m,,,,,
424,26706,senkus,PC,25h 30m,60%,,6650013,Completed,First,,25h 30m,,"July 22, 2018",,,
425,26706,Private,Xbox One,25h 34m,70%,,6446888,Completed,First,,25h 34m,,"December 31, 2018",,,
426,26706,Son_of_a_Pitch,PlayStation 4,25h 47m,70%,71% completed. Took over all the districts. Both characters level 10.,5240593,Completed,First,,25h 47m 59s,,"September 09, 2018",,,
427,26706,Mangonisium,PC,25h 49m,80%,,3067336,Completed,First,,25h 49m,,"June 08, 2016",,,
428,26706,,PC,26h,NR,,3820127,Completed,First,,26h,,,,,
429,26706,,PC,26h,NR,,7957749,Completed,First,,26h,,,,,
430,26706,,PC,26h,NR,,11390657,Completed,First,22h,26h,,,,,
431,26706,LibertMalina,PC,26h,NR,,5338481,Completed,First,,26h,,"November 16, 2017",,,
432,26706,adamsoutherland,PlayStation 4,26h,NR,,2414687,Completed,First,,26h,,"February 19, 2016",,,
433,26706,dsk1306,PlayStation 4,26h,40%,,6618180,Completed,First,,26h,,"August 31, 2018",,,
434,26706,dioomicida,Xbox One,26h 05m,60%,Completed Main Story and liberated London.,5906970,Completed,First,,26h 05m,,"February 28, 2018",,,
435,26706,rdytoroll,PlayStation 4,26h 16m,NR,,1996219,Completed,First,,26h 16m,,"March 15, 2016",,,
436,26706,Mizuian,PC,26h 35m,80%,82% sync completed,6130407,Completed,First,,26h 35m,,"January 01, 2019",Completed most side quests sync level at 82%,,
437,26706,Private,PlayStation 4,26h 43m,NR,,8560760,Completed,First,15h 23m,26h 43m,,,,,
438,26706,,Xbox One,26h 44m,NR,,2086759,Completed,First,19h 24m 03s,26h 44m 19s,,,,,
439,26706,Dominus,PC,27h,80%,,3847513,Completed,First,,27h,,"January 28, 2016",,,
440,26706,Hisucs,PC,27h,NR,"Missing Victoria Memories, Getting Level 5 with Topping e Wynert and some collectibles. Secrets of London completed.",11647397,Completed,First,,27h,,"May 15, 2020",,,
441,26706,Ruben,PC,27h,NR,"80°% completion. London liberated, all associates maxed, and every side memorie completed.",11203157,Completed,First,,27h,,"March 20, 2020",,,
442,26706,Rulfer,PC,27h,NR,,10363286,Completed,First,,27h,,"October 05, 2017",,,
443,26706,Shenyan,PlayStation 4,27h,70%,,11226014,Completed,First,,27h,,,,,
444,26706,SylwesterZ,PC,27h,70%,"All quests, some of collectibles",11273704,Completed,First,,27h,,"March 27, 2020",,,
445,26706,Private,PC,27h,90%,,7086416,Completed,First,19h,27h,58h,"July 31, 2018","Eu já tinha feito a maioria das extras e missões, mas o jogo perdeu o save, repeti, só que bem mais rápido, se não iria ter contado mais horas do que fiz acima.",,
446,26706,Wrathzog,PC,27h,60%,,3811702,Completed,First,,27h,,"January 31, 2016",,,
447,26706,Private,PC,27h,NR,,4086346,Completed,First,,27h,,"July 06, 2017",,,
448,26706,darkrepast,Xbox One,27h,100%,Also conquered the whole city and the secret level.,2100949,Completed,First,15h,27h,,"November 17, 2015",,,
449,26706,kyle_plays_games,PC,27h,90%,,8679945,Completed,First,,27h,,"April 27, 2019",,,
450,26706,mbien,PC,27h,80%,,2337357,Completed,First,,27h,,"January 02, 2016",,,
451,26706,sokama,PC,27h,60%,,4507006,Completed,First,,27h,,"June 16, 2017",,,
452,26706,LucasMonclar,PlayStation 4,27h 08m,70%,,6304657,Completed,First,,27h 08m 29s,,"May 05, 2016",,,
453,26706,gilchrd,PC,27h 09m,NR,,5099311,Completed,First,,27h 09m,,"October 08, 2017",,,
454,26706,mikasaessukasa,PlayStation 4,27h 28m,100%,,2192487,Completed,First,,27h 28m,,"December 03, 2015",,,
455,26706,YannickS,PlayStation 4,27h 39m,90%,70%,6718393,Completed,First,,27h 39m 27s,,"April 17, 2017",,,
456,26706,Joshster_1,PlayStation 4,27h 45m,80%,,3566216,Completed,First,18h 45m,27h 45m,,"May 24, 2016",,,
457,26706,,PC,28h,NR,,10751421,Completed,First,,28h,,,,,
458,26706,,PC,28h,NR,,11284877,Completed,First,,28h,,,,,
459,26706,,PlayStation 4,28h,NR,,11512999,Completed,First,,28h,,,,,
460,26706,Private,PC,28h,NR,,3757710,Completed,First,,28h,,"January 07, 2017",,,
461,26706,AndreyATGB,PC,28h,NR,"79% total, all side missions.",6653746,Completed,First,,28h,,"July 23, 2018",,,
462,26706,Covfefe,PC,28h,NR,,6463249,Completed,First,,28h,,,,,
463,26706,Falchion17,Xbox One,28h,NR,,3507219,Completed,First,,28h,,"March 16, 2016",,,
464,26706,Jeveritt117,Xbox One,28h,NR,,6533653,Completed,First,15h,28h,,"May 13, 2016",,,
465,26706,Pillendreher,PlayStation 4,28h,70%,,4259925,Completed,First,,28h,,"April 01, 2017",,,
466,26706,bvtt,PC,28h,80%,,11955806,Completed,First,,28h,,"June 10, 2020",,,
467,26706,dgrdsv,PC,28h,60%,,8344032,Completed,First,,28h,,"February 23, 2019",,,
468,26706,emFOUR,PC,28h,90%,,5188158,Completed,First,,28h,,"October 18, 2017",,,
469,26706,filip_312,PlayStation 4,28h,80%,,10814861,Completed,First,,28h,,"January 14, 2020",,,
470,26706,mehuljoshi,Xbox One,28h,NR,,3612509,Completed,First,,28h,,"November 10, 2016",,,
471,26706,mjricco,PlayStation 4,28h,80%,,8548046,Backlog Completed,First,,28h,,"April 20, 2019",,,
472,26706,veeX,PC,28h,70%,,5840502,Completed,First,,28h,,"February 14, 2018",,,
473,26706,wanhero,PlayStation 4,28h,80%,,4647427,Completed,First,16h,28h,44h,"August 09, 2016",,,
474,26706,Private,PlayStation 4,28h 14m,NR,,2327588,Completed,First,,28h 14m 12s,,"August 28, 2018",,,
475,26706,tastygypsytears,Xbox One,28h 16m,NR,Upgrade all Money making gang stuff first then you have so much money coming in you can upgrade everything really soon,2652566,Completed,First,,28h 16m,,"February 25, 2016",,,
476,26706,seant4427,Xbox One,28h 31m,70%,,9502967,Completed,First,,28h 31m,,"September 22, 2019",,,
477,26706,M34TP4CK3R85,PlayStation 4,28h 40m,80%,,2170272,Completed,First,,28h 40m,,"February 08, 2016",,,
478,26706,,PC,29h,NR,,4104840,Completed,First,,29h,,,,,
479,26706,4lienCZ,PC,29h,NR,,11719503,Completed,First,,29h,,"May 31, 2020",,,
480,26706,Cezawy,PC,29h,NR,,8598759,Completed,First,,29h,,"April 11, 2019",,,
481,26706,dog_funtom,PC,29h,100%,,11519087,Completed,First,,29h,,"April 21, 2020",,,
482,26706,llor15,PC,29h,70%,,11645215,Completed,First,,29h,,"May 04, 2020",,,
483,26706,outlyer,PC,29h,NR,,3570676,Completed,First,,29h,,"October 31, 2016",,,
484,26706,austinb170,PC,29h 19m,NR,,7127370,Completed,First,,29h 19m,,"October 14, 2018",,,
485,26706,Jacob_Darka,PC,29h 27m,100%,3rd replay,7364353,Replay Completed,Replay,16h 07m,29h 27m,36h 23m,"July 21, 2016",,36h 23m /,
486,26706,,PC,29h 30m,NR,,2516622,Completed,First,,29h 30m,,,,,
487,26706,CaptainAmerica,Xbox One,29h 57m,80%,,3716346,Completed,First,,29h 57m,,"December 07, 2016",,,
488,26706,,PlayStation 4,30h,NR,,2062446,Completed,First,15h,30h,50h,,,,
489,26706,,Xbox One,30h,NR,Without Queen Victoria quests after game end,2063499,Completed,First,,30h,,,,,
490,26706,,PC,30h,NR,81% synchronization,2395155,Completed,First,,30h,,,,,
491,26706,,PlayStation 4,30h,NR,,2930600,Completed,First,17h,30h,50h,,,,
492,26706,,PlayStation 4,30h,NR,,3188087,Completed,First,20h,30h,50h,,,,
493,26706,,PC,30h,NR,,6229437,Completed,First,15h,30h,41h,,,,
494,26706,Akros,PC,30h,80%,,4169018,Completed,First,,30h,,,,,
495,26706,Aleriza,PlayStation 4,30h,NR,,4209002,Completed,First,18h,30h,48h 30m,"January 20, 2017",,,
496,26706,Bikioman,PlayStation 4,30h,80%,,6850289,Completed,First,17h 10m,30h,,"January 10, 2016",,,
497,26706,Bommelbeanie,PC,30h,70%,,6417656,Completed,First,,30h,,"January 17, 2017",,,
498,26706,CaptainCTRL,PC,30h,NR,,5312548,Completed,First,18h,30h,,"December 10, 2017",,,
499,26706,DanielMeier,PlayStation 4,30h,NR,,6084018,Completed,First,,30h,,"November 04, 2017",,,
500,26706,Erefus,PC,30h,NR,,11032418,Completed,First,,30h,,"May 14, 2020",,,
501,26706,Euikoman,PC,30h,70%,,11631474,Completed,First,,30h,,"May 03, 2016",,,
502,26706,Flashback,PC,30h,60%,,3012120,Completed,First,,30h,,"May 25, 2016",,,
503,26706,FortunaK,PC,30h,70%,,6970595,Completed,First,,30h,,,,,
504,26706,FortunaKhalifa,PC,30h,70%,,6754150,Completed,First,,30h,,July 2017,,,
505,26706,JubeiXL,PlayStation 4,30h,80%,,2629288,Completed,First,,30h,,"February 12, 2016",,,
506,26706,Private,PlayStation 4,30h,90%,,2079141,Completed,First,,30h,,"November 11, 2015",,,
507,26706,NKantarou,PlayStation 4,30h,80%,,5573518,Completed,First,,30h,,,,,
508,26706,RichterScales,Xbox One,30h,80%,,6212058,Completed,First,,30h,,"May 22, 2018",,,
509,26706,Private,PC,30h,70%,,8289806,Completed,First,,30h,,,,,
510,26706,Vildhjarta,PlayStation 4,30h,NR,,10892622,Completed,First,,30h,,,,,
511,26706,Vinsuki,PC,30h,80%,,5758130,Completed,First,16h,30h,48h,"February 25, 2018",,,38h
512,26706,castle,PC,30h,NR,,3589778,Completed,First,,30h,,"November 06, 2016",,,
513,26706,eroldany,PC,30h,80%,,2187274,Completed,First,,30h,,"December 06, 2015",,,
514,26706,filanke,PC,30h,NR,,7009694,Completed,First,,30h,,"September 09, 2018",,,
515,26706,fromfromsoftware,PC,30h,NR,,5363437,Completed,First,,30h,,"May 09, 2020",,,
516,26706,Private,PC,30h,NR,,1880586,Completed Retired,First,,30h,,"November 20, 2016",,,
517,26706,pan_kasper,PC,30h,NR,,9330096,Completed,First,,30h,,"August 09, 2019",,,
