,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Progress,Speedrun,Personal Notes,Co-Op
539,30385,SaxManTrick13,Mac,6h 30m,NR,,4132277,Completed,First,6h 30m,"March 01, 2017",,,,,,
540,30385,TheMrToodles,PC,6h 30m,80%,,2304465,Completed,First,6h 30m,"December 30, 2015",,,,,,
541,30385,TrueChaoS,PC,6h 30m,100%,Pacifist + Genocide,2136144,Completed,First,6h 30m,"October 30, 2015",12h,18h,,,,
542,30385,Ventelus,Nintendo Switch,6h 30m,100%,,6605507,Replay Completed,Replay,6h 30m,,8h,14h,,,,
543,30385,VickTL,PC,6h 30m,NR,,7016952,Completed,First,6h 30m,,,,,,,
544,30385,amay173,PlayStation 4,6h 30m,NR,,11677511,Completed,First,6h 30m,"May 08, 2020",,,,,,
545,30385,donkboi,PC,6h 30m,NR,,6148226,Completed,First,6h 30m,"April 19, 2016",,,,,,
546,30385,guyssorry,PC,6h 30m,100%,,2114908,Completed,First,6h 30m,"November 20, 2015",,,,,,
547,30385,jh05013,PC,6h 30m,100%,Pacifist and genocide,2691205,Completed,First,6h 30m,"January 19, 2016",,10h 30m,,,,
548,30385,markx182,PC,6h 30m,80%,,2624507,Completed,First,6h 30m,"February 21, 2016",,,,,,
549,30385,mr_grimm,Nintendo Switch,6h 30m,NR,,7080802,Playing Completed,First,6h 30m,"September 19, 2018",,,6h 30m /,,,
550,30385,shinsoukoku,Nintendo Switch,6h 30m,100%,Neutral route,10962621,Custom List 2 Completed,First,6h 30m,"February 14, 2020",,,,,,
551,30385,xBlitzerx,PC,6h 30m,NR,,2326028,Completed,First,6h 30m,"January 01, 2016",,,,,,
552,30385,,PC,6h 32m,NR,,2116362,Completed,First,6h 32m 54s,,,,,,,
553,30385,Private,PC,6h 34m,90%,,4304979,Completed,First,6h 34m,,9h 46m,19h 34m,,,,
554,30385,,Nintendo Switch,6h 35m,NR,,7952263,Completed,First,6h 35m,,,,,,,
555,30385,Metakirby22,Mac,6h 35m,NR,Pacifist then Genocide,4440319,Completed,Replay,6h 35m 41s,"May 17, 2017",,9h 16m 22s,,,,
556,30385,plissken,PC,6h 36m,NR,"Neutral, i think. What a meme of a game.",4391544,Completed,First,6h 36m,"May 20, 2017",,,,,,
557,30385,Private,PC,6h 36m,NR,"Explored a bit, tried to get some challenges done for W.D. Gaster.",5094834,Completed,First,6h 36m 24s,"September 23, 2017",,,,,,
558,30385,,Nintendo Switch,6h 38m,NR,,10266651,Completed,First,6h 38m,,,,,,,
559,30385,dragonrider0019,Nintendo Switch,6h 38m,NR,,6722060,Completed,First,6h 38m,"March 04, 2019",,,,,,
560,30385,kasilogameplay,PC,6h 39m,90%,Did a true pacifist run,8258584,Completed,Replay,6h 39m 19s,"February 16, 2019",,,,,This game is always fun to replay. I did a true pacifist run,
561,30385,,Mac,6h 40m,NR,,2441888,Completed,First,6h 40m,,,,,,,
562,30385,,PC,6h 40m,NR,,2446803,Completed,First,6h 40m,,,,,,,
563,30385,,PlayStation 4,6h 40m,NR,,6353324,Completed,First,6h 40m,,,,,,,
564,30385,,PC,6h 40m,NR,,6446560,Completed,First,6h 40m,,,,,,,
565,30385,Batebox33,PlayStation 4,6h 40m,NR,,8348505,Completed,First,6h 40m,"February 24, 2019",,,,,,
566,30385,DeltaTangoSix,PlayStation Vita,6h 40m,NR,,6172953,Completed,First,6h 40m,,,,,,,
567,30385,TheKilljoyXX,Nintendo Switch,6h 40m,NR,,7824118,Playing Completed,First,6h 40m,"December 25, 2018",,,,,,
568,30385,Voyager1,Nintendo Switch,6h 40m,80%,,8474494,Completed,First,6h 40m,"July 16, 2019",,,,,,
569,30385,ZodyarkXV,PC,6h 40m,100%,,6093964,Completed,Replay,6h 40m,,10h,18h 20m,,,,
570,30385,sophont,PC,6h 40m,NR,,8123411,Completed,First,6h 40m,,,,,,,
571,30385,valefordm,PC,6h 40m,40%,,10834194,Completed,First,6h 40m,,,,,,,
572,30385,,Mac,6h 40m,NR,,4614526,Completed,First,6h 40m 20s,,,,,,,
573,30385,Nyashormous,PC,6h 41m,NR,,11495512,Completed,First,6h 41m,"July 03, 2016",,,,,,
574,30385,Nerd28,PC,6h 42m,90%,,11381414,Completed,First,6h 42m,"September 22, 2018",,,,,,
575,30385,kozaihod,PlayStation Vita,6h 42m,NR,Neutral run and the whole dog shrine completed. In game time 5:54:22. LOVE at 10.,7968172,Playing Completed,First,6h 42m 18s,"June 10, 2020",,,,,,
576,30385,iLikeToSitDown,PC,6h 43m,100%,This is the pacifist and genocide route combined I guess?,8000165,Completed,First,6h 43m,"November 17, 2018",,12h,,,Watched this over Thanksgiving Break 2018. It was just me and my phone watching Undertale videos in the car with Jacksepticye,7h
577,30385,Private,PC,6h 43m,80%,,1934756,Completed,First,6h 43m 07s,"October 11, 2015",,,,,,
578,30385,,PC,6h 45m,NR,"Main Story Only, I did some poking around but I only played the game once.",6056380,Completed,First,6h 45m,,,,,,,
579,30385,ComeT,PC,6h 45m,80%,,9572567,Completed,First,6h 45m,"September 19, 2019",,,,,Difficulty N/A | Controller Type DS4 | Playthrough 1 - Neutral Route,
580,30385,Theflinn,PC,6h 45m,NR,,2305672,Completed,First,6h 45m,"December 28, 2015",,,,,,
581,30385,ZBomber,PC,6h 45m,80%,Neutral Playthrough,4871470,Completed,First,6h 45m,"August 06, 2017",,,,,,
582,30385,shevek,Nintendo Switch,6h 45m,80%,,8327494,Completed,First,6h 45m,"February 27, 2019",,,,,,
583,30385,Private,Nintendo Switch,6h 45m,80%,,8902105,Completed,First,6h 45m,"October 09, 2018",,,,,,
584,30385,Jamez42,PC,6h 47m,100%,"Third playthrough, true pacifist.",2233084,Completed,Replay,6h 47m 43s,"October 27, 2015",,,,,,
585,30385,,Nintendo Switch,6h 48m,NR,,8969070,Completed,First,6h 48m,,,,,,,
586,30385,Private,PC,6h 48m,90%,,10561828,Completed,First,6h 48m,"November 02, 2018",,,,,,
587,30385,gui_dsa,PC,6h 48m,NR,,5695184,Completed,First,6h 48m,"January 21, 2018",,,,,,
588,30385,,PC,6h 50m,NR,,3811708,Completed,First,6h 50m,,9h,25h 45m,,,,
589,30385,Macxim,PC,6h 50m,40%,,2585883,Completed,First,6h 50m,"February 16, 2016",,,,,,
590,30385,TinRibs4,PC,6h 51m,NR,,2840667,Completed,First,6h 51m,"April 24, 2016",,,,,,
591,30385,MC50,PC,6h 52m,80%,Pacifist Route Completed.,2502348,Completed,First,6h 52m 50s,"January 30, 2016",9h 57m 55s,,,,,
592,30385,JoelPLay,PC,6h 53m,NR,Without killing,5622265,Completed,First,6h 53m 20s,"August 26, 2017",,,,,,
593,30385,Private,PC,6h 54m,70%,,2237268,Completed,First,6h 54m,"December 17, 2015",,,,,,
594,30385,authoritah,PC,6h 54m,70%,Undyne ending,5508332,Completed,First,6h 54m 36s,"December 30, 2017",,,,,,
595,30385,RockinRanger,PC,6h 54m,100%,,1859014,Completed,First,6h 54m 52s,"September 29, 2015",,,,,,
596,30385,ghostrock,PC,6h 55m,70%,,10732285,Completed,First,6h 55m,"January 02, 2020",,,,,,
597,30385,nealosis,PC,6h 55m,90%,,2445493,Completed,First,6h 55m,"January 23, 2016",,,,,,
598,30385,,PC,6h 56m,NR,Every different ending + Special bosses + Easter eggs,6350371,Completed,First,6h 56m 32s,,19h 33m 57s,49h 54m 40s,,,,
599,30385,,PC,6h 58m,NR,,7295789,Completed,First,6h 58m,,,,,,,
600,30385,Private,PC,6h 58m,80%,,11306770,Completed,First,6h 58m,"March 31, 2020",,,,,,
601,30385,Ryu_Rare,PC,6h 58m,100%,True Ending/Pacifist run,3292648,Replay Completed,Replay,6h 58m 41s,"August 06, 2016",,,6h 58m 41s /,,,
602,30385,,PC,7h,NR,,1944191,Completed,First,7h,,,,,,,
603,30385,,PC,7h,NR,,2086084,Completed,First,7h,,,,,,,
604,30385,,PC,7h,NR,,2091697,Completed,First,7h,,,,,,,
605,30385,,PC,7h,NR,Neutral ending,2432869,Completed,First,7h,,,,,,,
606,30385,,PC,7h,NR,,3632464,Completed,Replay,7h,,10h 30m,,,,,
607,30385,,PC,7h,NR,,3741965,Completed,First,7h,,,,,,,
608,30385,,PC,7h,NR,,5560534,Completed,First,7h,,,,,,,
609,30385,,PC,7h,NR,,7958938,Completed,First,7h,,,,,,,
610,30385,,PC,7h,NR,Neutral Ending,8096376,Completed,First,7h,,,,,,,
611,30385,,PC,7h,NR,,9571714,Completed,First,7h,,,,,,,
612,30385,,PC,7h,NR,,11494878,Completed,Replay,7h,,12h,,,,,
613,30385,Private,PC,7h,90%,,11434194,Completed,Replay,7h,"January 13, 2020",,,,,Genocide Run,
614,30385,AtlasUnit,PC,7h,NR,Genocide Run,5309778,Completed,First,7h,"December 29, 2015",14h,,,,,
615,30385,Badger224,PC,7h,NR,TPE,7879484,Completed,Replay,7h,"December 29, 2018",,,,,,
616,30385,BurnerNero,PC,7h,70%,,3266227,Completed,First,7h,,,,,,,
617,30385,Cass_se,PC,7h,NR,,2777482,Completed,First,7h,,,17h,,,,
618,30385,Private,PC,7h,NR,,2502894,Completed,First,7h,"January 30, 2016",,,,,,
619,30385,CianciuStyles,PC,7h,NR,,5890193,Completed,First,7h,"February 25, 2018",,,,,,
620,30385,CongoUnrest,PC,7h,90%,,10821331,Completed,First,7h,"January 16, 2020",,,,,Neutral,
621,30385,DOGTIME,PC,7h,NR,,2574380,Completed,First,7h,"February 10, 2016",,,,,,
622,30385,DaddeTombino,Nintendo Switch,7h,70%,,10367677,Completed,First,7h,,,,,,,
623,30385,DiegoT720,Nintendo Switch,7h,90%,,11428983,Replay Completed,First,7h,2018,,,10h /,,,
624,30385,DilPez19,PC,7h,70%,,10168166,Completed,First,7h,2017,,,,,,
625,30385,Private,PC,7h,80%,,4814560,Completed,First,7h,,,,,,,
626,30385,Dukio,Nintendo Switch,7h,NR,"True pacific, just after first finish",10751023,Completed,First,7h,"January 04, 2020",8h 30m,,,,,
627,30385,ESKI514,Linux,7h,NR,,8213657,Completed,First,7h,"February 07, 2019",,,,,"Approximate time taken from the Steam Library counter after viewing the credits and the post-credits phonecall scene. ""Papyrus King"" neutral ending with Snowman text.
Info from final save file: LV 12, 354:58",
628,30385,Fahad95,PC,7h,NR,,10415388,Completed,First,7h,"February 09, 2016",,,,,,
629,30385,Faldown,PC,7h,80%,,6319370,Completed,First,7h,,,,,,,
630,30385,Faz1224,PlayStation 4,7h,70%,,7869157,Completed,First,7h,"January 15, 2019",,,,,,
631,30385,Freyalise,PlayStation 4,7h,NR,Will not do genocide,11214991,Completed,First,7h,,10h 30m,,,,,
632,30385,Private,PC,7h,70%,,10156947,Completed,First,7h,"September 28, 2019",,,,,,
633,30385,Private,PC,7h,90%,,9133633,Completed,First,7h,2016,,,,,,
634,30385,HEN_with_a_TIE,PC,7h,80%,,9544717,Completed,First,7h,2015,,,,,,
635,30385,HakuLXIV,PC,7h,NR,,3893285,Completed,First,7h,,,,,,,
636,30385,HouseGames,PC,7h,NR,,4445520,Completed,First,7h,,,,,,,
637,30385,Jaguar_Tacos,PC,7h,100%,,2098389,Completed,First,7h,"November 14, 2015",,,,,,
638,30385,Jubileus,PC,7h,NR,,10939238,Completed,First,7h,"February 05, 2017",,,,,,
639,30385,Kablion,PC,7h,NR,,12015655,Completed,First,7h,"June 16, 2020",,,,,,
640,30385,Keogyn,PC,7h,90%,,12031686,Completed,First,7h,September 2015,12h,,,,,
641,30385,King_K,Nintendo Switch,7h,80%,,7243816,Completed,First,7h,"October 14, 2018",10h,,,,,
642,30385,Lambah,PC,7h,NR,,5428665,Backlog Completed,First,7h,"December 08, 2017",,,7h /,,,
643,30385,Mandulum,PC,7h,80%,,2654519,Completed,First,7h,"February 26, 2016",,,,,,
644,30385,NastyNecros,PC,7h,100%,,1957643,Completed,First,7h,"October 15, 2015",,,,,True ending.,
645,30385,NoahThaBoah,PC,7h,100%,,7737907,Completed,First,7h,"December 14, 2016",10h 30m,20h,,,,
646,30385,OhGrayt,PC,7h,NR,Neutral + True Pacifist,3945644,Completed,First,7h,"January 17, 2017",8h 36m,,,,,
647,30385,Okeui,PlayStation 4,7h,100%,,11946822,Completed,First,7h,"August 17, 2017",,,,,,
648,30385,Riz_,PC,7h,80%,,11818550,Completed,First,7h,"February 10, 2018",,,,,,
649,30385,RoadEater,PC,7h,NR,,4764619,Completed,First,7h,,,,,,,
650,30385,Rynakinz,PC,7h,100%,,3463083,Completed,First,7h,"September 23, 2015",,,,,,
651,30385,Ryuzakiira,PC,7h,NR,,7436540,Replay Completed,First,7h,,,,,,,
652,30385,Sceptile,PC,7h,NR,,10721993,Completed,First,7h,"December 31, 2019",,,,,,
653,30385,Selugon,PC,7h,NR,,6890059,Completed,First,7h,"April 22, 2017",,20h,,,,
654,30385,Shenyan,PC,7h,90%,,11225948,Completed,First,7h,,,,,,,
655,30385,SuperMatt,PC,7h,80%,,4085552,Completed,Replay,7h,,14h,20h,,,,
656,30385,Private,PC,7h,80%,,3326141,Completed,First,7h,2015,,,,,,
657,30385,TheOriginalXbox,PC,7h,NR,,10689790,Completed,First,7h,"October 08, 2017",,,,,,
658,30385,Private,PC,7h,100%,,7958950,Completed,First,7h,January 2019,,,,,,
659,30385,Private,Mac,7h,NR,,9157996,Completed,First,7h,"July 13, 2019",11h,20h,,,,
660,30385,aktronn,PC,7h,NR,,8905702,Completed,First,7h,"June 07, 2019",,,,,,
661,30385,alucardri,PC,7h,70%,,5009497,Completed,First,7h,"February 17, 2018",,,,,,
662,30385,blackMamba1187,PC,7h,70%,,2293866,Completed,First,7h,"December 28, 2015",,,,,,
663,30385,blazercade,Nintendo Switch,7h,80%,,10562606,Completed,First,7h,,8h 30m,,,,,
664,30385,bocaci,Nintendo Switch,7h,70%,,7953338,Completed,First,7h,2018,,,,,,
665,30385,bsmith800,PC,7h,NR,Main Story + True Pacifist Ending,2399579,Playing Completed,First,7h,"January 10, 2016",8h 19m,,9h 31m /,,,
666,30385,crono3,Nintendo Switch,7h,NR,,4531627,Completed,First,7h,"November 19, 2018",10h 30m,,,,,
667,30385,cyanid,PC,7h,80%,,7826133,Completed,First,7h,,,,,,,
668,30385,farki,PC,7h,NR,,4622533,Completed,First,7h,"June 26, 2017",,,,,,
669,30385,fefidoh,PC,7h,NR,,5076318,Completed,First,7h,"September 20, 2017",,,,,,
670,30385,filipepatriani,PC,7h,NR,,11262177,Completed,First,7h,"April 15, 2018",,,,,,
671,30385,Private,PC,7h,90%,,11285805,Replay Completed,First,7h,"September 15, 2017",,,7h /,,,
672,30385,Private,PC,7h,NR,,10984049,Completed,First,7h,"March 18, 2016",,,,,,
673,30385,highentia,PC,7h,NR,No killing neutral run,2422162,Completed,First,7h,,,,,,,
674,30385,hycer,PC,7h,NR,,10755198,Completed,First,7h,"January 05, 2020",,,,,,
675,30385,infylos,PC,7h,NR,,2446596,Completed,First,7h,"February 02, 2016",,,,,,
676,30385,jacobop13,PC,7h,90%,,6876382,Completed,First,7h,"May 09, 2018",,,,,,
677,30385,Private,Mac,7h,NR,,2344522,Completed,First,7h,"January 03, 2016",,,,,,
678,30385,jaydeeess,PC,7h,NR,,2344906,Completed,First,7h,"January 03, 2016",,,,,,
679,30385,jiggswalsh,Mac,7h,40%,,6245744,Completed,First,7h,,,,,,,
680,30385,Private,Nintendo Switch,7h,100%,,10275865,Completed,Replay,7h,"May 30, 2019",,,,,,
681,30385,Private,PC,7h,100%,,3573733,Completed,First,7h,,,,,,,
682,30385,lob19,PC,7h,NR,,7247862,Completed,First,7h,,,,,,,
683,30385,lookingoodjoker,Mac,7h,90%,,4483393,Completed,First,7h,,,,,,,
684,30385,lumenx,PC,7h,NR,,3255808,Completed,First,7h,"July 24, 2016",,,,,,
685,30385,Private,PC,7h,NR,,2552198,Completed,First,7h,,,,,,,
686,30385,mauricioreynoso123,PC,7h,NR,Pacifist Run,5350829,Custom List 2 Completed,First,7h,"November 24, 2017",,,,,,
687,30385,mnop,Nintendo Switch,7h,90%,,7068922,Completed,First,7h,"October 01, 2018",,,,,,
688,30385,Private,PC,7h,NR,,10145556,Completed,First,7h,"September 25, 2019",,,,,,
689,30385,numbereighteen,Mac,7h,NR,,4577945,Completed,First,7h,"June 16, 2017",,,,,,
690,30385,nyannah,PC,7h,NR,"True pacifist route, second playthrough",2213742,Replay Completed,First,7h,"October 16, 2015",9h,,,,,
691,30385,odim89,Nintendo Switch,7h,NR,,9245750,Completed,First,7h,"February 28, 2019",,,,,,
692,30385,pukecloud,PC,7h,100%,,3117645,Completed,First,7h,March 2016,,,,,,
693,30385,pukecloud,Nintendo Switch,7h,90%,,10880228,Completed,Replay,7h,"January 26, 2020",,,,,,
694,30385,random_xP,PC,7h,NR,,7451887,Completed,First,7h,"November 15, 2018",,,,,,
695,30385,rinsker,PC,7h,100%,,5853076,Completed,Replay,7h,,,,,,,
696,30385,robojews,Nintendo Switch,7h,NR,,11591668,Completed,First,7h,"April 28, 2020",,,,,,
697,30385,sensualettuce,PC,7h,NR,,2511450,Completed,First,7h,"January 31, 2016",,,,,What an amazing game.,
698,30385,spy4killer,PC,7h,90%,,4026823,Completed,First,7h,"February 07, 2017",,,,,,
699,30385,Private,PC,7h,NR,,6142188,Replay Completed,First,7h,,11h,,,,,
700,30385,sunowl,Mac,7h,80%,,2606876,Completed,First,7h,"February 14, 2016",,,,,,
701,30385,tankman,PC,7h,NR,,7256939,Completed,First,7h,"June 06, 2018",,,,,,
702,30385,Private,PC,7h,NR,,8372852,Completed,First,7h,December 2015,,,,,,
703,30385,tmsDade,PC,7h,100%,,11980150,Completed,First,7h,"January 25, 2017",,,,,,
704,30385,twisen,PlayStation Vita,7h,50%,Terminado con el final normal el 20/04/2019 11:33,8545758,Backlog Completed,First,7h,"April 20, 2019",,,7h /,,Terminado con el final normal el 20/04/2019 11:33,
705,30385,Private,PC,7h,20%,,7938609,Completed,First,7h,"April 08, 2020",,,,,,
706,30385,Subaphonic,PC,7h,80%,,2303170,Completed,First,7h 04s,"August 28, 2016",,,,,,
707,30385,Private,PC,7h,100%,,3174304,Completed,First,7h 48s,"September 01, 2016",,,,,,
708,30385,Borzy,PC,7h 01m,NR,,6153554,Completed,First,7h 01m,,,,,,,
709,30385,Private,Nintendo Switch,7h 01m,100%,"Pacifist run, walked around and talked to people before ending",7115404,Completed,Replay,7h 01m,"October 18, 2018",8h 30m,,,,,
710,30385,Bicklemurgh,Nintendo Switch,7h 01m,90%,Neutral ending,11373875,Completed,First,7h 01m 41s,"April 09, 2020",,,,,,
711,30385,GlitchJournal,Nintendo Switch,7h 03m,90%,Normal playthrough; Nintendo Switch specific boss spared,7128504,Completed,First,7h 03m 02s,"September 26, 2018",,,,,,
712,30385,ajarov,PC,7h 04m,NR,,10972065,Completed,First,7h 04m,"February 10, 2020",,,,,,
713,30385,Private,Nintendo Switch,7h 04m,NR,,9573367,Completed,First,7h 04m 53s,"September 21, 2019",,,,,,
714,30385,clanton,PlayStation Vita,7h 05m,NR,,9195337,Completed,First,7h 05m,"July 21, 2019",,,,,,
715,30385,murloo,PC,7h 05m,90%,,7845151,Completed,First,7h 05m,"December 27, 2018",,,,,"killed Toriel, then I felt bad about it and never killed anyone again",
716,30385,Daiki820,PC,7h 05m,100%,True Pacifist Route,5806418,Custom List Completed,First,7h 05m 42s,"February 11, 2018",9h 05m 42s,,9h 05m 42s /,,,
717,30385,Idran,PC,7h 05m,NR,Full pacifist run,1911425,Completed,First,7h 05m 54s,"October 05, 2015",,8h 24m 41s,,,,
718,30385,Metakirby22,Mac,7h 06m,NR,"Genocide, Post-Genocide Pacifist",2301505,Completed,First,7h 06m 52s,"December 29, 2015",22h 05m,,,,,
719,30385,LudwigvanMozart,PC,7h 09m,100%,"Neutral, then True Pacifist Ending",2450234,Completed,First,7h 09m,"January 23, 2016",9h 04m,,,,,
720,30385,Terentiy,PC,7h 09m,80%,,7000152,Completed,First,7h 09m,,,,,,,
721,30385,idanlego1001,PC,7h 09m,NR,"Neutral (Killed: Toriel, Mettaton, Flowey)",8088805,Completed,First,7h 09m 28s,"January 21, 2019",,,,,,
722,30385,Mawingu21,PC,7h 10m,100%,Includes initial run time in addition to second run to achieve True Pacifist ending.,2325196,Completed,First,7h 10m,"March 11, 2016",14h 21m,,,,First playthrough of game took 7:10. Second playthrough to achieve True Pacifist ending took 7:11. Total time of 14:21.,
723,30385,Private,Nintendo Switch,7h 10m,NR,,8485210,Completed,First,7h 10m,,,,,,,
724,30385,jakeakatheone,PlayStation 4,7h 10m,NR,,5190100,Completed,First,7h 10m,"October 19, 2017",,,,,,
725,30385,JTHP,PC,7h 10m,NR,,10481030,Completed,First,7h 10m 23s,"November 23, 2019",,,,,,
726,30385,tiler1053,Nintendo Switch,7h 12m,80%,,11930051,Completed,First,7h 12m 01s,"February 03, 2019",,,,,,
727,30385,DarkWeavel,PC,7h 15m,NR,Neutral ending,10951138,Completed,First,7h 15m,"April 07, 2016",,,,,,
728,30385,Private,PC,7h 15m,80%,,2341706,Completed,First,7h 15m,"February 05, 2016",,,,,,
729,30385,Ryu_Rare,PC,7h 16m,100%,"Neutral run, with some restarts at the end.",3281772,Completed,First,7h 16m,"August 02, 2016",,,,,,
730,30385,NebulaND,Nintendo Switch,7h 16m,100%,,9515465,Completed,Replay,7h 16m 17s,"September 08, 2019",,,,,True Pacifist ending.,
731,30385,KerfMerf,PC,7h 16m,100%,"5h 23m for second playthrough, Pacifist Ending",1899170,Completed,First,7h 16m 30s,"October 10, 2015",12h 39m 50s,,,,,
732,30385,penguinflakes,PC,7h 18m,100%,,2648288,Completed,First,7h 18m,"February 23, 2016",,,,,,
733,30385,,PC,7h 20m,NR,,10591333,Completed,First,7h 20m,,,,,,,
734,30385,DynamiteKyle,PC,7h 20m,80%,,2194298,Completed,First,7h 20m,October 2015,,,,,,
735,30385,Mitto,PC,7h 20m,100%,,1929293,Completed,First,7h 20m,"October 09, 2015",,,,,,
736,30385,Private,PC,7h 20m,90%,,10816720,Completed,First,7h 20m,"May 30, 2020",,,,,,
737,30385,nicouou,PC,7h 20m,90%,,11201433,Backlog Replay Completed,First,7h 20m,2016,,,,,The music is godlike! I love it,
738,30385,Bioking333,PC,7h 21m,NR,sans and undying undyne are hard,2649485,Completed,First,7h 21m 05s,"February 25, 2016",10h 01m 56s,25h 03m 55s,,,,
739,30385,repyh,PC,7h 22m,90%,,8951373,Completed,First,7h 22m,,,,,,,
740,30385,z3rosum,PC,7h 22m,100%,,2254303,Completed,First,7h 22m 34s,"December 16, 2015",8h 55m 42s,15h 42m 12s,,,,
741,30385,Melo04,PC,7h 24m,70%,,8549261,Completed,First,7h 24m,,,,,,,
742,30385,Private,PC,7h 25m,NR,,4259367,Completed,First,7h 25m,"December 01, 2016",16h,32h 50m 21s,,,,
743,30385,Private,PC,7h 26m,NR,,3992955,Completed,First,7h 26m 36s,"February 05, 2017",,,,,,
744,30385,edheng,PC,7h 29m,50%,,10169219,Completed,First,7h 29m,2016,,,,,,
745,30385,,PC,7h 30m,NR,,2222225,Completed,First,7h 30m,,,,,,,
746,30385,,PC,7h 30m,NR,Neutral and pacifist run,2549744,Completed,First,7h 30m,,12h,,,,,
747,30385,,PC,7h 30m,NR,,2776282,Completed,First,7h 30m,,,,,,,
748,30385,,PC,7h 30m,NR,,10482827,Completed,First,7h 30m,,,,,,,
749,30385,Aculeo,PC,7h 30m,70%,Almost Full Pacifist run,2088924,Completed,First,7h 30m,"November 14, 2015",,,,,,
750,30385,ConfusedOne94,PC,7h 30m,NR,,3640138,Completed,First,7h 30m,"November 19, 2016",,,,,,
751,30385,DigitalFrog,PC,7h 30m,40%,,3786031,Completed,First,7h 30m,"November 24, 2017",,,,,,
752,30385,Firegon,PC,7h 30m,NR,,2822906,Completed,First,7h 30m,"April 05, 2016",,,,,,
753,30385,Maxalba,PC,7h 30m,NR,,5659243,Completed,First,7h 30m,,,,,,,
754,30385,Noka,PC,7h 30m,90%,,11190392,Completed,First,7h 30m,January 2019,,,,,,
755,30385,nathansamander,PlayStation 4,7h 30m,NR,,4924733,Completed,First,7h 30m,"September 04, 2017",,,,,,
756,30385,Private,PC,7h 30m,80%,,6517653,Completed,First,7h 30m,"July 03, 2017",,,,,,
757,30385,yakumomo,PC,7h 30m,100%,,5158118,Completed,First,7h 30m,"October 10, 2017",,,,,,
758,30385,JoshieYoshie,PC,7h 31m,60%,,10658280,Completed,First,7h 31m,"April 26, 2019",,,,,,
759,30385,jrhood35,PC,7h 32m,80%,,2913279,Completed,First,7h 32m,"April 26, 2016",,,,,,
760,30385,SwordsAndTurt,PC,7h 32m,NR,,10182175,Completed,First,7h 32m 03s,"September 11, 2019",,,,,,
761,30385,,Nintendo Switch,7h 35m,NR,,9332125,Completed,First,7h 35m,,12h 48m,27h,,,,
762,30385,WereWolf_PL,PC,7h 37m,80%,,2432575,Completed,First,7h 37m,"January 12, 2016",,,,,,
763,30385,,Mac,7h 40m,NR,,2792757,Completed,First,7h 40m,,,,,,,
764,30385,CapgunKilla,PC,7h 40m,NR,,8066422,Completed,First,7h 40m,"January 17, 2019",,,,,,
765,30385,Hottston,PlayStation Vita,7h 40m,80%,,5012866,Replay Completed,Replay,7h 40m,"September 25, 2017",,,7h 40m /,,,
766,30385,Respomar,PC,7h 43m,80%,"Pacific Run, so extra story",7515429,Custom List 3 Completed,First,7h 43m,"May 17, 2016",10h 43m,,,,"Pacific Route was very fun, loved the extra content after the main game.",
767,30385,sugiraku,PC,7h 43m,80%,,1924441,Completed,First,7h 43m 56s,"November 07, 2015",,,,,,
768,30385,Billob,PC,7h 44m,70%,,4213898,Completed,First,7h 44m,"March 24, 2017",15h 52m 14s,,,,,
769,30385,pastastic,PC,7h 44m,NR,Neutral ending only,8818497,Completed,First,7h 44m,"May 19, 2019",,,,,,
770,30385,VHSdinosaurGO,PC,7h 45m,NR,,3350744,Completed,First,7h 45m,"May 31, 2019",,,,,,
771,30385,KingM,Mac,7h 45m,NR,,2394149,Completed,Replay,7h 45m 55s,"January 10, 2016",,,,,Genocide Route,
772,30385,traaaaaainor,PC,7h 48m,NR,,7409196,Completed,First,7h 48m,"October 28, 2018",,,,,,
773,30385,,PC,7h 50m,NR,,11581264,Completed,First,7h 50m,,,,,,,
774,30385,Private,Nintendo Switch,7h 50m,80%,,7456087,Completed,First,7h 50m,"December 02, 2018",,,,,,
775,30385,LordBobby83,PC,7h 53m,NR,,6194048,Completed,Replay,7h 53m 04s,"May 01, 2018",,,,,,
776,30385,snappums,PC,7h 57m,NR,Pacifist Run,2165734,Completed,First,7h 57m,"November 04, 2015",,,,,,
777,30385,,PC,8h,NR,,1934708,Completed,First,8h,,,,,,,
778,30385,,PC,8h,NR,,2521880,Completed,First,8h,,,35h,,,,
779,30385,,PC,8h,NR,,3235430,Completed,First,8h,,,,,,,
780,30385,,PC,8h,NR,All 3 Endings,5204739,Completed,First,8h,,30h,33h 30m,,,,
781,30385,,PC,8h,NR,,11001305,Completed,First,8h,,,,,,,
782,30385,Private,PC,8h,NR,,3837302,Completed,First,8h,,,,,,,
783,30385,CCScarecrows,PC,8h,NR,Neutral route,2784961,Completed,First,8h,"March 26, 2016",,,,,,
784,30385,CarbyPls,PC,8h,NR,,4941688,Completed,First,8h,,,,,,,
785,30385,Davidko,PC,8h,NR,True Pacifist playthrough,2105530,Completed,First,8h,"November 18, 2015",,,,,,
786,30385,Demeshnik,PC,8h,NR,,7522744,Completed,First,8h,"November 25, 2018",11h,14h,,,,
787,30385,DenverMax27,PC,8h,NR,,6361649,Completed,First,8h,,,,,,,
788,30385,Deranes,PC,8h,NR,,3305444,Completed,First,8h,"December 29, 2015",,,,,,
