,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Progress,Vs.,Main+Extras,Completionist,Co-Op,Retired Notes,Personal Notes
245,46121,303204002,PlayStation 4,7h,90%,,11902023,Completed,First,,7h,,,,,,,
246,46121,8bitrockstar,PlayStation 4,7h,80%,,11867403,Completed,First,"May 30, 2020",7h,,,,,,,
247,46121,AdamTwelve,PlayStation 4,7h,70%,,5814074,Completed,First,"November 09, 2017",7h,,,,,,,
248,46121,Private,PC,7h,NR,,10280543,Completed,First,"November 23, 2019",7h,,,,,,,
249,46121,Badger224,PC,7h,NR,Campaign Regular Difficulty,5283067,Completed,First,"November 06, 2017",7h,,,,,,,
250,46121,Bartezoo,Xbox One,7h,NR,,6096096,Completed,First,"April 08, 2018",7h,,,,,,,
251,46121,Benjax14,PlayStation 4,7h,NR,,11866905,Completed,First,"May 31, 2020",7h,,,,,,,
252,46121,Cheesy,PC,7h,NR,,9461230,Completed,First,"December 20, 2017",7h,,45h,,,,,
253,46121,Private,PC,7h,60%,,10800755,Completed,First,"January 12, 2020",7h,,,,,,,
254,46121,Dante1080,PlayStation 4,7h,NR,,8867268,Completed,First,"January 30, 2018",7h,,,,,,,
255,46121,Dyspersja_Absurdu,Xbox One,7h,70%,,4576628,Custom List Completed Retired,First,"January 25, 2018",7h,7h /,21h 09m,,,,,
256,46121,EKS666,PC,7h,NR,,11382743,Completed,First,"April 07, 2020",7h,,,,,,,
257,46121,Giggykibbles709,PlayStation 4,7h,NR,,10934400,Completed,First,,7h,,10h,,,,,
258,46121,GobBluth19,PC,7h,NR,,10570095,Completed,First,"December 03, 2019",7h,,,,,,,
259,46121,Private,PlayStation 4,7h,NR,,8495143,Completed,First,"March 23, 2019",7h,,,,,,,
260,46121,Homerun2123,PlayStation 4,7h,NR,,6235719,Completed,First,"May 11, 2018",7h,,,,,,,
261,46121,Hotpies,PC,7h,70%,,9065215,Completed,First,"July 01, 2019",7h,,,,,,,
262,46121,Iris,PC,7h,80%,,6420386,Completed,First,"June 17, 2018",7h,,,,,,,
263,46121,JdeRin,PC,7h,80%,,5342116,Completed,First,"November 17, 2017",7h,,,,,,,
264,46121,Jelikey,PC,7h,80%,,8530518,Completed,First,"March 27, 2019",7h,,,,,,,
265,46121,Jlinton,PlayStation 4,7h,80%,,7935204,Completed,First,"January 03, 2019",7h,,,,,,,
266,46121,Kahvikone,PC,7h,40%,,10314211,Completed,First,"October 28, 2019",7h,,,,,,,Hardened Difficulty
267,46121,Kapi90,PC,7h,NR,,9249756,Completed,First,"July 29, 2019",7h,,,,,,,
268,46121,Private,PC,7h,NR,,10362451,Completed,First,"November 04, 2019",7h,,,,,,,
269,46121,KummaChristopher,PlayStation 4,7h,80%,,12008388,Completed,First,"June 16, 2020",7h,,,,,,,
270,46121,LennardF1989,PC,7h,NR,Hardened difficulty.,10199544,Completed,First,"October 12, 2019",7h,,,,,,,
271,46121,Private,Xbox One,7h,NR,,8344908,Completed,First,"February 08, 2019",7h,,,,,,,
272,46121,Malynde,PC,7h,NR,,7858465,Completed,First,"December 28, 2018",7h,,,,,,,
273,46121,Private,PlayStation 4,7h,40%,,6048716,Completed,First,"March 28, 2018",7h,,,,,,,
274,46121,Matonim,PC,7h,NR,,10746371,Completed,First,"January 04, 2020",7h,,,,,,,
275,46121,MazowskiMaz,PC,7h,NR,,8598929,Completed,First,"April 11, 2019",7h,,,,,,,
276,46121,MueedShaikh95,PlayStation 4,7h,NR,,6170054,Completed,First,"April 25, 2018",7h,,,,,,,
277,46121,NMYPeter,PC,7h,70%,,5334019,Completed,First,"November 09, 2017",7h,,,,,,,
278,46121,Private,Xbox One,7h,NR,,8395524,Completed,First,"February 05, 2018",7h,,,,,,,
279,46121,NicolasT,PlayStation 4,7h,NR,,8581026,Completed,First,,7h,,,,,,,
280,46121,PrivateJenkins,PlayStation 4,7h,NR,,9045160,Completed,First,"January 08, 2019",7h,,,,,,,
281,46121,Private,PC,7h,NR,,11485261,Completed,First,"April 18, 2020",7h,,,,,,,
282,46121,RealityDavinic,PlayStation 4,7h,100%,,6108126,Completed,First,"January 01, 2018",7h,,,,,,,
283,46121,Reviews,PlayStation 4,7h,80%,,5999392,Completed,First,"March 17, 2018",7h,,,,,,,
284,46121,Rhythmicx,PC,7h,NR,,9271029,Completed,First,"December 12, 2017",7h,,,,,,,
285,46121,SakaRaki,PlayStation 4,7h,NR,,8189709,Completed,First,"February 02, 2019",7h,,,,,,,
286,46121,Samplerico,PC,7h,80%,,6088433,Completed,First,"April 06, 2018",7h,,,,,,,
287,46121,Skyborg,PC,7h,NR,,11046897,Completed,First,"February 24, 2020",7h,,,,,,,
288,46121,StickySplat,PlayStation 4,7h,NR,,8174989,Completed,First,"October 06, 2018",7h,,,,,,,
289,46121,Terentiy,PC,7h,60%,,7004986,Completed,First,"September 08, 2018",7h,,,,,,,
290,46121,TheSquashySquid,PC,7h,NR,,7376871,Completed,First,"November 02, 2018",7h,,,,,,,
291,46121,Trojan113,Xbox One,7h,NR,,8490118,Completed,First,"May 23, 2019",7h,,,,,,,
292,46121,Private,PC,7h,NR,,5296975,Completed,First,"November 10, 2017",7h,,,,,,,
293,46121,Vevebu,PlayStation 4,7h,NR,,11859600,Completed,First,"May 29, 2020",7h,,,,,,,
294,46121,Viroxx,PC,7h,NR,,5650574,Completed,First,"January 13, 2018",7h,,,,,,,
295,46121,YoungDX,PC,7h,80%,didn't find all the items but did all the heroic things,5391654,Completed,First,"November 27, 2017",7h,,,,,,,
296,46121,YoungHades,PlayStation 4,7h,90%,,11916950,Completed,First,"June 06, 2020",7h,,,,,,,
297,46121,bariktanmoy98,PC,7h,NR,,10265672,Completed,First,"October 18, 2019",7h,,,,,,,
298,46121,Private,PC,7h,NR,,10249980,Completed,First,,7h,,,,,,,
299,46121,berenf22,PlayStation 4,7h,NR,,7841441,Completed,First,,7h,,,,,,,
300,46121,Private,PlayStation 4,7h,80%,,11937789,Completed,First,"June 08, 2020",7h,,,,,,,
301,46121,born_naughty,PC,7h,60%,,10939956,Completed,First,"February 18, 2020",7h,,,,,,,
302,46121,brownmustard,PC,7h,NR,,5344209,Completed,First,"November 18, 2017",7h,,,,,,,
303,46121,danbarret,PlayStation 4,7h,NR,,6093980,Completed,First,"April 08, 2018",7h,,,,,,,
304,46121,derKoelle,PC,7h,NR,,11412285,Completed,First,"April 10, 2020",7h,,,,,,,
305,46121,falcon92,PlayStation 4,7h,80%,,10575205,Completed,First,"December 11, 2019",7h,,,,,,,
306,46121,Private,PlayStation 4,7h,70%,,6604363,Completed,First,"June 10, 2018",7h,,160h,10h,,,,160 hours to get 10th prestige level 55
307,46121,habitablestorm3,PlayStation 4,7h,NR,,11682384,Completed,First,"May 22, 2020",7h,,,,,,,
308,46121,hankthejunk,PC,7h,90%,,5312546,Completed,First,"November 20, 2017",7h,,,,,,,
309,46121,inflames88ad,PC,7h,NR,,10544262,Completed,First,"December 05, 2019",7h,,,,,,,
310,46121,jakeakatheone,PlayStation 4,7h,NR,,11911754,Completed,First,"June 04, 2020",7h,,,,,,,
311,46121,jakey028,Xbox One,7h,70%,,8904153,Completed,First,,7h,,,,,,,
312,46121,jro3000,Xbox One,7h,NR,,5297007,Completed,First,,7h,,,,,,,
313,46121,Private,PlayStation 4,7h,60%,Normal difficulty,7012065,Completed,First,"September 23, 2018",7h,,,,,,,
314,46121,mrbaggs,PC,7h,NR,,11473479,Completed,First,"April 17, 2020",7h,,,,,,,
315,46121,Private,PC,7h,NR,,11434708,Completed,First,"November 03, 2017",7h,,,,,,,
316,46121,potionjunkie,PC,7h,NR,,10838028,Completed,First,"January 19, 2020",7h,,,,,,,
317,46121,Private,PC,7h,NR,,10965139,Completed,First,"January 09, 2019",7h,,,,,,,
318,46121,silversurfpunk,PlayStation 4,7h,80%,,11888000,Completed,First,"May 31, 2020",7h,,,,,,,
319,46121,thekiller299120,PC,7h,70%,,10962235,Completed,First,"December 21, 2019",7h,,,,,,,
320,46121,u_r_lolz,PC,7h,70%,,6885330,Completed,First,"August 23, 2018",7h,,,,,,,
321,46121,uvehj,PC,7h,NR,Regular,10228334,Completed,First,"October 10, 2019",7h,,,,,,,
322,46121,vlyur,PC,7h,NR,,5421348,Completed,First,"December 03, 2017",7h,,,,,,,
323,46121,znfs,PC,7h,70%,,5264582,Completed,First,"November 09, 2017",7h,,,,,,,
324,46121,GoHuskerBob,Xbox One,7h 02m,90%,,11902167,Completed,First,"August 30, 2019",7h 02m,,,,,,,
325,46121,the_garrus,PlayStation 4,7h 02m,NR,,11851589,Completed,First,"May 30, 2020",7h 02m,,,,,,,
326,46121,geodelis,PlayStation 4,7h 02m,NR,,5735283,Completed,First,"January 02, 2018",7h 02m 01s,,,7h 18m 22s,,,,
327,46121,PhantasyStarX,Xbox One,7h 05m,80%,,8674263,Completed,First,"April 21, 2019",7h 05m,,,,,,,
328,46121,b33s,PC,7h 05m,NR,,10303634,Completed,First,"October 27, 2019",7h 05m,,,,,,,
329,46121,,PC,7h 10m,NR,,11442993,Completed,First,,7h 10m,,,,,,,
330,46121,MasterKamper,PC,7h 12m,60%,,5892427,Completed,First,"February 25, 2018",7h 12m,,,,,,,
331,46121,,PC,7h 12m,NR,,5383809,Completed,First,,7h 12m 42s,,,,,,,
332,46121,,PlayStation 4,7h 15m,NR,,6401413,Completed,First,,7h 15m,,,,,,,
333,46121,pax,PC,7h 15m,NR,,10904873,Completed,First,"January 29, 2020",7h 15m,,,,,,,
334,46121,,Xbox One,7h 15m,NR,,5260402,Completed,First,,7h 15m 10s,,,,,,,
335,46121,ghostHunter,PC,7h 18m,80%,,5286923,Completed,First,"November 08, 2017",7h 18m,,,,,,,
336,46121,JoelPLay,PC,7h 18m,NR,,5622521,Completed,First,"November 05, 2017",7h 18m 22s,,,,,,,
337,46121,sammyboi,Xbox One,7h 22m,NR,just main story,7760111,Completed,First,"December 17, 2018",7h 22m,,,,,,,
338,46121,cryptexdigital,PC,7h 24m,70%,,10346005,Completed,First,"November 01, 2019",7h 24m,,,,,,,
339,46121,modaren,PC,7h 24m,NR,veterfan difficulty,10335249,Completed,First,"October 31, 2019",7h 24m,,,,,,,
340,46121,,PC,7h 25m,NR,,10760413,Completed,First,,7h 25m,,,,,,,
341,46121,Private,PC,7h 25m,90%,,6057146,Completed,First,"March 01, 2018",7h 25m,,,,,,,
342,46121,demus,PC,7h 25m,80%,,9523513,Completed,First,"September 04, 2019",7h 25m,,,,,,,
343,46121,ChubblesTheGoat,PC,7h 30m,NR,,6056595,Completed,First,"March 29, 2018",7h 30m,,,11h 15m,,,,
344,46121,Jormu,PC,7h 30m,NR,,8872491,Completed,First,"May 31, 2019",7h 30m,,,,,,,
345,46121,KrullKing,PlayStation 4,7h 30m,80%,,11859589,Completed,First,"June 02, 2020",7h 30m,,,,,,,
346,46121,PyroSpecter,PlayStation 4,7h 30m,NR,,11329231,Completed,First,,7h 30m,,,,,,,
347,46121,dalileo,PlayStation 4,7h 30m,80%,,10504026,Backlog Completed,First,,7h 30m,7h 30m /,,,,,,
348,46121,desertrat_18,PlayStation 4,7h 30m,NR,,6301897,Completed,First,"August 05, 2018",7h 30m,,,,,,,
349,46121,Private,PlayStation 4,7h 30m,70%,,5273205,Completed,First,"November 05, 2017",7h 30m,,,,,,,
350,46121,ryanjcotton,PlayStation 4,7h 30m,NR,,8496373,Completed,First,"March 21, 2018",7h 30m,,,,,,,
351,46121,victorhenriquetx,PlayStation 4,7h 30m,NR,,11850190,Completed,First,"May 30, 2020",7h 30m,,,,,,,
352,46121,DOMINUSXY,PlayStation 4,7h 32m,NR,Veteran completed,10358748,Completed Retired,First,"November 04, 2019",7h 32m,,13h,,,,,
353,46121,Doc_Ezra,Xbox One,7h 32m,90%,,5635064,Completed,First,"January 14, 2018",7h 32m,,400h,,,,,
354,46121,Private,PC,7h 32m,NR,,11544618,Completed,First,,7h 32m,,,,,,,
355,46121,Thisfruit,PC,7h 32m,NR,,5509715,Completed,First,"November 21, 2017",7h 32m 02s,,,,,,,
356,46121,MoT3tRoXX,PlayStation 4,7h 33m,NR,,9131356,Completed,First,October 2018,7h 33m,,,,,,,
357,46121,,Xbox One,7h 45m,NR,,5264389,Completed,First,,7h 45m,,,,,,,
358,46121,interc3Ptor2,Xbox One,7h 45m,80%,,6019990,Completed,First,"March 23, 2018",7h 45m,,,,,,,
359,46121,PTChesnaught,PC,7h 48m,80%,Veteran difficulty,10437383,Completed,First,"December 03, 2019",7h 48m,,,,,,,
360,46121,,PlayStation 4,7h 50m,NR,,11885818,Completed,First,,7h 50m,,,,,,,
361,46121,,PC,8h,NR,,5284643,Completed,First,,8h,,,,,,,
362,46121,,Xbox One,8h,NR,,5305004,Completed,First,,8h,,,,,,,
363,46121,,Xbox One,8h,NR,,6257889,Completed,First,,8h,,,,,,,
364,46121,,PC,8h,NR,Normal difficulty,6600509,Completed,First,,8h,,,,,,,
365,46121,,PlayStation 4,8h,NR,,10166515,Completed,First,,8h,,,,,,,
366,46121,Private,PC,8h,NR,,6032276,Completed,First,"November 12, 2017",8h,,,,,,,
367,46121,FMJordy,PlayStation 4,8h,80%,,5688095,Completed,First,"December 06, 2017",8h,,,,,,,
368,46121,Private,PC,8h,80%,,10238632,Completed,First,"October 13, 2019",8h,,,,,,,
369,46121,Private,PlayStation 4,8h,70%,,5318069,Completed,First,"March 17, 2018",8h,,,11h,20h,,,
370,46121,Llio,PC,8h,NR,,5951676,Completed,First,"February 26, 2018",8h,,,,,,,
371,46121,Lunifer18,PC,8h,NR,,11492863,Completed,First,"October 10, 2019",8h,,,,,,,
372,46121,Mandric,PlayStation 4,8h,NR,,5378413,Completed,First,"November 23, 2017",8h,,,,,,,
373,46121,Manuki,PC,8h,NR,,11654567,Completed,First,"May 05, 2020",8h,,,,,,,
374,46121,RAVEN_OF_WAR,PlayStation 4,8h,NR,,8575168,Completed,First,"April 07, 2019",8h,,,,,,,
375,46121,Rouxbarbe,PC,8h,NR,,10898887,Completed,First,"January 27, 2020",8h,,,,,,,
376,46121,ShadowStealer7,PC,8h,60%,,11847358,Completed,First,"May 27, 2020",8h,,,,,,,
377,46121,SiMPleT0N,PC,8h,100%,,11401309,Completed,First,"March 15, 2020",8h,,,,,,,
378,46121,Uganda2,Xbox One,8h,60%,,11560027,Completed,First,"November 20, 2019",8h,,,12h,,,,
379,46121,Vegapocalypse,PlayStation 4,8h,100%,,5613425,Completed,First,"January 02, 2018",8h,,,11h,,,,
380,46121,Walk3r,PC,8h,80%,,8547632,Completed,First,"March 23, 2018",8h,,,,,,,
381,46121,Yghavanx,PC,8h,70%,,11591356,Completed,First,,8h,,,,,,,
382,46121,andresfperezm,PlayStation 4,8h,NR,,10280076,Completed,First,,8h,,,,,,,
383,46121,arjungunner,PC,8h,70%,Regular,10390702,Completed,First,"November 10, 2019",8h,,,,,,,
384,46121,cureman,PC,8h,NR,,5422730,Completed,First,"December 05, 2017",8h,,,,,,,
385,46121,diegodimap,PC,8h,NR,,12020527,Completed,First,"June 17, 2020",8h,,,,,,,
386,46121,gamerjeffro,PlayStation 4,8h,NR,,5422187,Completed,First,"December 05, 2018",8h,,,,,,,
387,46121,kariyanine,Xbox One,8h,80%,,9236382,Completed,First,"November 04, 2017",8h,,,,,,,
388,46121,krispe,PC,8h,NR,,10528222,Completed,First,"November 18, 2019",8h,,,,,,,
389,46121,mrjamierocks,PlayStation 4,8h,NR,,9154185,Completed,First,"October 31, 2019",8h,,,,,,,
390,46121,Private,PC,8h,NR,,10394706,Completed,First,"May 25, 2020",8h,,,,,,,
391,46121,wilson576,PC,8h,NR,,5548672,Completed,First,,8h,,,,,,,
392,46121,Private,PlayStation 4,8h 11m,NR,,5339815,Completed,First,"October 09, 2018",8h 11m 19s,,,,,,,
393,46121,Private,PC,8h 12m,80%,,11058865,Completed,First,"February 27, 2020",8h 12m,,,,,,,Steam
394,46121,Private,Xbox One,8h 15m,NR,,5834577,Completed,First,"February 12, 2018",8h 15m,,,,,,,
395,46121,Private,Xbox One,8h 15m,NR,,8530427,Completed,First,"June 26, 2018",8h 15m 35s,,,9h 49m 18s,24h 35m 42s,,,
396,46121,hieimax,PC,8h 18m,NR,,10568032,Completed,First,"December 09, 2019",8h 18m,,,,,,,
397,46121,,PlayStation 4,8h 22m,NR,,5396917,Completed,First,,8h 22m,,,,,,,
398,46121,CBlade,PC,8h 22m,NR,Finished it on Veteran,10310249,Completed,First,"October 27, 2019",8h 22m,,,,,,,
399,46121,Willyboy,Xbox One,8h 22m,NR,,11718661,Completed,First,"May 09, 2020",8h 22m 23s,,,,,,,
400,46121,,PlayStation 4,8h 26m,NR,"This was playing on veteran, which was the hardest cod to complete imo",5319392,Completed,First,,8h 26m,,,,,,,
401,46121,,PlayStation 4,8h 30m,NR,,5270213,Completed,First,,8h 30m,,,,,,,
402,46121,Dimkavader,PC,8h 30m,NR,,10238069,Completed,First,"October 13, 2019",8h 30m,,,,,,,
403,46121,TheGhost1742,PC,8h 30m,NR,,5271605,Completed,First,"November 05, 2017",8h 30m,,,,,,,
404,46121,crisbg,PC,8h 30m,NR,,7003444,Completed,First,"September 07, 2018",8h 30m,,,,,,,
405,46121,PicassoTower,PlayStation 4,8h 33m,NR,,5460713,Completed,First,"December 13, 2017",8h 33m,,,,,,,
406,46121,seanomac68,PlayStation 4,8h 35m,NR,,5388700,Completed,First,,8h 35m,,,,,,,
407,46121,WayWARD8,Xbox One,8h 59m,70%,,5468408,Completed,First,"December 15, 2017",8h 59m,,,,,,,
408,46121,Archov,PC,9h,NR,,8630667,Completed,First,"April 09, 2019",9h,,,,,,,
409,46121,BSchwarz95,PlayStation 4,9h,70%,Times Beaten: 2,7900938,Replay Completed,First,"August 30, 2018",9h,,,,90h,,,
410,46121,Druxim,PC,9h,NR,,7972630,Completed,First,"January 07, 2019",9h,,,,,,,
411,46121,Omegason,PC,9h,70%,,5350302,Completed,First,"November 19, 2017",9h,,,,,,,
412,46121,Private,PC,9h,NR,Veteran difficulty,11956905,Completed,First,"June 10, 2020",9h,,,,,,,
413,46121,Private,PC,9h,70%,,5482821,Completed,First,"December 18, 2017",9h,,,,,,,
414,46121,Tortugood,Xbox One,9h,90%,Had a great time playing this campaign one of the best games I’ve played in awhile,7280159,Completed,First,"October 20, 2018",9h,,,,,,,
415,46121,Tredil,Xbox One,9h,70%,,6291242,Completed,First,"May 24, 2018",9h,,,,,,,
416,46121,irsm,PC,9h,80%,,12010470,Playing Completed,First,"June 16, 2020",9h,,,,,,,
417,46121,leonkenedystan1,PlayStation 4,9h,80%,,10938515,Completed,First,"February 04, 2020",9h,,,,,,,
418,46121,p0werful1,PC,9h,40%,,11492258,Completed,First,"May 21, 2020",9h,,,,,,,
419,46121,wildpomme,PC,9h,NR,,11054921,Completed,First,"February 25, 2020",9h,,,,,,,
420,46121,zlyan,PC,9h,NR,,5506126,Completed,First,"December 30, 2017",9h,,,,,,,
421,46121,renzoe,PlayStation 4,9h 03m,90%,,5539847,Completed,First,"April 14, 2018",9h 03m 09s,,,,,,,
422,46121,HIERBA,Xbox One,9h 08m,NR,,10582096,Completed,First,"May 16, 2018",9h 08m,,202h 20m,,,,,
423,46121,Arexxar279,PlayStation 4,9h 20m,NR,,12009946,Completed,First,"June 16, 2020",9h 20m,,,,,,,
424,46121,SoothingRabbit,PC,9h 24m,60%,,6794399,Completed,First,"August 08, 2018",9h 24m,,,,,,,
425,46121,beearmy,Xbox One,9h 25m,70%,,6222854,Completed,First,"May 09, 2018",9h 25m,,,,,,,
426,46121,Keyfekeder,PlayStation 4,9h 30m,NR,,11900190,Completed,First,"June 03, 2020",9h 30m,,,,,,,
427,46121,sakujou87,PlayStation 4,9h 30m,80%,,5459508,Completed,First,"December 10, 2017",9h 30m,,,,,,,
428,46121,JelvoGaming,PlayStation 4,9h 35m,NR,,7076904,Playing Completed,First,"December 24, 2018",9h 35m 27s,9h 35m 27s /,,,,,,
429,46121,Clavat,PC,9h 50m,NR,Hardened,11769394,Completed,First,"May 17, 2020",9h 50m,,,,,,,
430,46121,thausael,PC,9h 55m,40%,,10305661,Completed,First,"November 01, 2019",9h 55m 03s,,,,,,,
431,46121,,Xbox One,10h,NR,Veteran Difficulty - time is estimated. Stroghold is probably the toughest level and took me the longest to finish.,8973489,Completed,First,,10h,,,,,,,
432,46121,Straw,PC,10h,NR,,10311361,Completed,First,"October 27, 2019",10h,,,,,,,
433,46121,motuman,Xbox One,10h,NR,,9100538,Completed,First,"April 07, 2018",10h,,5h,,,,,
434,46121,white_sox,Xbox One,10h,90%,Veteran difficulty - time is estimated. Stronghold was the toughest level and took me a bit.,8973495,Completed,First,"June 02, 2019",10h,,,,,,,
435,46121,fretzen,PC,10h 23m,80%,,10501016,Completed,First,"November 28, 2019",10h 23m,,,,,,,
436,46121,powpow,PC,10h 30m,NR,Main story with only 7 momentos and a few rescues.,10314047,Completed,First,"October 27, 2019",10h 30m 33s,,,,,,,
437,46121,raven_raven,Xbox One,10h 34m,NR,,8338663,Completed,First,"December 19, 2018",10h 34m,,,,,,,
438,46121,Sirpierrefun,PC,11h,NR,,10413157,Completed,First,"November 11, 2019",11h,,,,,,,
439,46121,clusterfuk88,PC,11h,NR,,7429419,Completed,First,"November 11, 2018",11h,,,,,,,
440,46121,cameradan,PC,11h 42m,NR,,10449996,Completed,First,"April 04, 2020",11h 42m,,,,,,,
441,46121,A_Normal_Bush,PlayStation 4,12h,40%,,11127335,Completed,First,"March 10, 2020",12h,,7h,,,23h,,
442,46121,gab388,PlayStation 4,12h,100%,,7836292,Completed,First,"May 20, 2019",12h,,,,,,,
443,46121,whesley6,PC,12h,NR,,11881045,Completed,First,"May 31, 2020",12h,,,,,,,
444,46121,Katerona,Xbox One,12h 19m,NR,,11588711,Completed,First,"April 05, 2020",12h 19m,,,,,,,
445,46121,Private,PC,12h 26m,NR,,10734798,Completed,First,"November 20, 2019",12h 26m,,,,,,,
446,46121,Private,Xbox One,12h 37m,90%,Story Campaign,6169678,Completed,First,"November 13, 2017",12h 37m,,,,,,,
447,46121,,PC,5h,NR,"Hardened Difficulty. Wasn't ignoring optional content, but wasn't looking for it either.",5268667,Completed,First,,,,,5h,,,,
448,46121,naser6637,PC,5h,NR,,6946815,Completed,First,"August 30, 2018",,,,5h,,,,
449,46121,Private,PC,5h 35m,70%,,8996424,Completed,First,"March 16, 2018",,,,5h 35m,,,,
450,46121,memorized,PlayStation 4,5h 40m,NR,,5339940,Completed,First,"November 16, 2017",4h 28m,,,5h 40m,,,,
451,46121,DannosPlz,PC,6h,90%,,5299282,Completed,First,"November 11, 2017",,,,6h,,,,
452,46121,Daremo,PlayStation 4,6h,90%,,5485552,Completed,First,"December 19, 2017",,,,6h,,,,
453,46121,Dinho,PC,6h,60%,,10347110,Completed,First,"May 04, 2020",,,,6h,,,,
454,46121,arthur_alves,PlayStation 4,6h,80%,,7107028,Completed,First,"June 13, 2018",,,,6h,,10h,,
455,46121,mrghostinec,PC,6h,60%,,7413113,Completed,First,"November 10, 2018",,,,6h,,,,
456,46121,rikupajari,PC,6h,NR,,10895501,Completed,First,"January 27, 2020",,,,6h,,,,
457,46121,,PlayStation 4,6h 12m,NR,100%,6197659,Completed,First,,5h 22m 41s,,,6h 12m,11h 55m 21s,,,
458,46121,FliSh,PC,6h 20m,NR,,5280059,Completed,First,"November 05, 2017",,,,6h 20m,,,,
459,46121,Vesemir45,PC,6h 30m,NR,Half of collectibles,9241592,Completed,First,"July 27, 2019",,,,6h 30m,,,,
460,46121,aliharkous98,PlayStation 4,6h 30m,100%,,5464568,Playing Completed,First,"December 14, 2017",6h,,,6h 30m,7h,,,
461,46121,p3n3,PC,6h 30m,70%,,6096024,Completed,First,"April 08, 2018",,,,6h 30m,,,,
462,46121,shiuan,PC,6h 30m,70%,,5294295,Completed,First,"November 10, 2017",,,,6h 30m,,,,
463,46121,slowrunner,PC,6h 30m,NR,,10368900,Completed,First,"November 03, 2019",,,,6h 30m,,,,
464,46121,AlexMagnus,PC,6h 33m,60%,,11228228,Completed,First,,,,,6h 33m,,,,
465,46121,Shazapp,PlayStation 4,6h 45m,NR,,5384480,Completed,First,"December 06, 2017",,,,6h 45m,,,,
466,46121,Everdred,Xbox One,6h 56m,70%,Veteran difficulty.,5291438,Completed,First,"November 09, 2017",,,,6h 56m,,,,
467,46121,Brun0Duart3,PlayStation 4,7h,70%,,11865007,Completed,First,"June 04, 2020",,,,7h,,6h 30m,,
468,46121,MaxTheOne,PC,7h,80%,,7918597,Completed,First,"January 02, 2019",6h 40m,,,7h,,,,
469,46121,Rainbgd,PC,7h,80%,,11771173,Completed,First,,,,,7h,,,,
470,46121,Tech_priest,PC,7h,NR,,6872706,Completed,First,"August 20, 2018",,,,7h,,,,
471,46121,filip_312,PlayStation 4,7h,80%,,11117848,Completed,First,"February 27, 2020",,,,7h,,,,
472,46121,gyrospeck,PC,7h,80%,,10247550,Completed,First,"October 14, 2019",,,,7h,,,,
473,46121,infernuseg,PC,7h,70%,,8557965,Completed,First,"April 02, 2019",,,,7h,,,,
474,46121,koika,PC,7h,70%,,5447059,Completed,First,,,,,7h,,,,
475,46121,rafapardellas,PlayStation 4,7h,70%,,11967769,Completed,First,"June 12, 2020",,,,7h,,,,
476,46121,ryyvo,PC,7h,NR,,10307655,Completed,First,"October 26, 2019",,,,7h,,,,
477,46121,senkus,PC,7h,NR,,5889384,Completed,First,2017,,,,7h,,,,
478,46121,strykerphoenyx,PlayStation 4,7h,NR,,5413070,Completed,First,"September 06, 2018",,,,7h,,,,
479,46121,crztsr,PlayStation 4,7h 10m,NR,"Main story, some trophy hunting. Almost ignored multiplayer",5441611,Completed,First,"December 01, 2017",,,,7h 10m,,,,
480,46121,geodelis,PlayStation 4,7h 18m,NR,,5735283,Completed,First,"January 02, 2018",7h 02m 01s,,,7h 18m 22s,,,,
481,46121,Miserix,PC,7h 20m,30%,,10426297,Completed,First,"November 15, 2019",,,,7h 20m,,,,
482,46121,Espial,PlayStation 4,7h 30m,NR,,7006493,Completed,First,"September 08, 2018",,,,7h 30m,,,,
483,46121,Pottsy69,Xbox One,7h 30m,90%,,5545471,Completed,First,"December 30, 2017",,,,7h 30m,,,,
484,46121,aliroma,PC,7h 30m,70%,,11340037,Completed,First,"December 02, 2017",,,,7h 30m,,,,
485,46121,mahempoe,PC,7h 30m,NR,,5294283,Completed,First,"November 08, 2017",,,,7h 30m,,,,
486,46121,pbdarko,PC,7h 32m,80%,,6191263,Completed,First,"January 07, 2018",,,,7h 32m 37s,,,,
487,46121,ssgpta,Xbox One,7h 45m,NR,,11971159,Completed,First,"June 12, 2020",,,,7h 45m,,,,
488,46121,Gallucci,Xbox One,8h,80%,,5906229,Completed,First,"January 06, 2018",6h,,,8h,,,,
489,46121,LibertMalina,PC,8h,NR,,10296955,Completed,First,"October 24, 2019",,,24h,8h,,,,
490,46121,SirTalpa,PC,8h,70%,,8792337,Completed,First,"November 10, 2017",,,,8h,,,,
491,46121,Wedjwants,PlayStation 4,8h,NR,,8462257,Completed,First,"November 20, 2017",,,,8h,,,,
492,46121,deddoman,PC,8h,80%,,5447881,Completed,First,"December 10, 2017",,,,8h,,,,
493,46121,herobrinebacon,PC,8h,NR,,10289428,Completed,First,"October 23, 2019",,,,8h,,,,
494,46121,pan_kasper,PC,8h,NR,,9330137,Completed,First,"August 09, 2019",,,,8h,,,,
495,46121,whitestranger7,PlayStation 4,8h,50%,,11876776,Completed,First,"May 31, 2020",,,,8h,,,,
496,46121,hornbytm,PlayStation 4,8h 10m,NR,,5842707,Completed,First,"November 28, 2017",,,,8h 10m,,,,
497,46121,tsmith18256,PlayStation 4,8h 10m,70%,,5285801,Completed,First,"November 07, 2017",,,,8h 10m,,,,
