,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Co-Op,Progress,Speedrun,Personal Notes,Retired Notes,Vs.
534,1274,JayDeeGamee,PlayStation 4,35h,NR,,11677128,Completed,First,"May 08, 2020",35h,,,,,,,,
535,1274,King_K,Xbox 360,35h,90%,,8540284,Completed,First,,35h,60h,,,,,,,
536,1274,Kirich,PC,35h,80%,,8777480,Completed,First,"May 15, 2019",35h,,,,,,,,
537,1274,Neiles,PC,35h,80%,,5938289,Completed,First,"December 15, 2017",35h,52h,100h,,,,,,
538,1274,RaccoonRin,PC,35h,NR,,1195832,Completed,First,,35h,50h,75h,,,,,,
539,1274,Ruebinho,PC,35h,100%,,1176842,Completed,First,"April 14, 2014",35h,,,,,,,,
540,1274,SavePoint,PC,35h,NR,,6513991,Completed,First,"July 03, 2013",35h,,,,,,,,
541,1274,TehPryceIsRight,PC,35h,NR,,1121280,Completed,First,,35h,,,,,,,,
542,1274,Tijuanabadger,Xbox 360,35h,NR,,277817,Completed,First,,35h,,,,,,,,
543,1274,Private,PC,35h,90%,,9011581,Replay Completed,First,,35h,,,,,,,,
544,1274,Venvenicio16,PC,35h,NR,,10391687,Completed,First,"November 10, 2019",35h,,110h,,,,,,
545,1274,Zombiekiller6,PlayStation 3,35h,100%,,2986685,Backlog Completed,First,2012,35h,400h,,,,,,,
546,1274,acjessen,PC,35h,70%,,1864120,Completed,First,"August 08, 2013",35h,,,,,,,,
547,1274,allangawy,PC,35h,NR,,5243197,Completed,First,"October 31, 2017",35h,,,,,,,,
548,1274,besighyawn,PlayStation 3,35h,90%,,112255,Completed,First,"September 20, 2014",35h,,,,,,Normal Playthrough,,
549,1274,cassikov,PC,35h,NR,,925489,Completed,First,"September 01, 2014",35h,,,,,,,,
550,1274,didia,PC,35h,100%,,571720,Completed,First,,35h,50h,100h,,,,,,
551,1274,jakeakatheone,PlayStation 3,35h,NR,,11351026,Completed,First,"December 22, 2013",35h,,,,,,,,
552,1274,noneck,PC,35h,80%,,567292,Completed,First,"April 01, 2015",35h,,,15h,,,,,
553,1274,Private,PC,35h,NR,,10376501,Completed,First,"November 07, 2019",35h,,,,,,,,
554,1274,oblivionds,PC,35h,NR,,660772,Completed,First,"March 09, 2014",35h,,,,,,,,
555,1274,xLastSamuraix,PC,35h,NR,,11275350,Completed,First,"October 23, 2016",35h,,,,,,,,
556,1274,Private,PlayStation 3,35h 20m,80%,,227106,Completed,First,"July 06, 2013",35h 20m,,,,,,,,
557,1274,,PC,35h 24m,NR,,6289351,Completed,First,,35h 24m,61h 13m,115h 43m,,,,,,
558,1274,GoSic,PC,35h 26m,NR,,4529720,Completed,First,"October 23, 2018",35h 26m,,,,,,,,
559,1274,Dyrel,PC,35h 34m,NR,,5929527,Completed,First,"July 27, 2015",35h 34m 44s,,,,,,,,
560,1274,,PC,35h 35m,NR,,361770,Completed,First,,35h 35m,,,,,,,,
561,1274,Trapcom,PC,35h 43m,90%,,658468,Completed,First,"March 07, 2014",35h 43m 35s,,,,,,,,
562,1274,Legman,PC,35h 48m,NR,,6329142,Completed,First,"February 07, 2015",35h 48m,,,,,,,,
563,1274,Private,PC,36h,80%,,307011,Completed,First,,36h,,,,,,,,
564,1274,GrandOldDuke,PC,36h,90%,,596806,Completed,First,"September 10, 2013",36h,,,,,,,,
565,1274,Jogre,PC,36h,NR,,4365722,Completed,First,"April 05, 2017",36h,,,,,,,,
566,1274,LMUC,PC,36h,NR,,11215392,Completed,First,"March 22, 2020",36h,,,,,,,,
567,1274,MrGunnerPT,PC,36h,NR,,5676075,Completed,First,,36h,,,,,,,,
568,1274,dranrab,PC,36h,NR,,1086537,Completed,First,2017,36h,76h,,,,,,,
569,1274,ginch,PC,36h,NR,,807302,Completed,First,,36h,,,,,,,,
570,1274,givarus,PC,36h,90%,,3989355,Completed,First,"March 03, 2018",36h,,,,,,,,
571,1274,ossiris548,PC,36h,NR,,1058402,Playing Completed,First,"June 14, 2014",36h,49h,,,,,,,
572,1274,Private,PC,36h,NR,,522104,Completed,First,"March 15, 2014",36h,,,,,,,,
573,1274,Xiidon,PC,36h 02m,100%,,421176,Completed,First,"July 23, 2013",36h 02m,,,,,,,,
574,1274,sqlds,PC,36h 12m,NR,,11008268,Completed,First,"February 17, 2020",36h 12m 22s,,,,,,,,
575,1274,SoaringTortoise,PlayStation 3,36h 23m,NR,,1207843,Completed,First,,36h 23m 12s,63h 41m 51s,,,,,,,
576,1274,SarcasmAbound,PlayStation 3,36h 46m,100%,47th Platinum,973025,Completed Retired,First,"December 29, 2014",36h 46m 18s,48h 23m 10s,59h 59m 08s,,,,Farming.,,
577,1274,CFS,PC,37h,NR,,9028849,Completed,Replay,,37h,,,,,,,,
578,1274,Sinrost,PC,37h,70%,,3491264,Completed,First,"August 10, 2013",37h,,,,,,,,
579,1274,cloudst,PC,37h,NR,,5003694,Completed,First,"February 22, 2017",37h,,,,,,,,
580,1274,luminantAegis,PC,37h,NR,,5381040,Completed,First,"January 03, 2013",37h,,,,,,,,
581,1274,mesabjorn,PC,37h,NR,,1023528,Playing Completed,First,"November 12, 2014",37h,,,,,,,,
582,1274,Jezusoid,PC,37h 13m,70%,"Most side quests completed, skiped some of them near the end",248661,Completed,First,"May 01, 2014",37h 13m 39s,,,4h 52m 01s,,,,,
583,1274,aleclair,PC,37h 42m,NR,"First playthrough only, no NGP modes.",11768968,Completed,First,"May 17, 2020",37h 42m,,,,,,,,
584,1274,,Mac,38h,NR,,452118,Completed,First,,38h,,,,,,,,
585,1274,,PC,38h,NR,"Main Story, including nearly all side missions",484055,Completed,First,,38h,,,,,,,,
586,1274,2Karl,Linux,38h,NR,,1094238,Completed,First,"June 17, 2015",38h,,,,,,,,
587,1274,Mangonisium,PC,38h,90%,,803460,Completed,First,"July 12, 2014",38h,,,,,,,,
588,1274,cityheadache,PC,38h,100%,,483076,Completed,First,"November 17, 2013",38h,50h,,38h,,,,,
589,1274,titanhermant,PC,38h,NR,,402894,Completed,First,"September 07, 2013",38h,,,,,,,,
590,1274,Private,PlayStation 3,38h 22m,NR,,710829,Completed,First,"October 22, 2012",38h 22m 07s,50h 55m 10s,,,,,,,
591,1274,NeoNemesis116,PC,38h 36m,NR,,466243,Completed,First,"May 18, 2017",38h 36m 56s,,,,,,,,
592,1274,electonthefire,PC,38h 48m,50%,,3910754,Completed,First,"April 05, 2014",38h 48m,,,,,,,,
593,1274,vevezo,PC,38h 48m,NR,,1670845,Completed,First,,38h 48m,,,,,,,,
594,1274,Xenon,PC,39h,NR,,558728,Completed,First,"June 14, 2014",39h,,,,,,,,
595,1274,fernandof,PC,39h,NR,,895690,Completed,Replay,"August 09, 2014",39h,,,,,,,,
596,1274,jordeple,PC,39h,NR,,442806,Completed,First,"October 12, 2013",39h,,,,,,,,
597,1274,siwy102,PlayStation 4,39h 01m,NR,,8894410,Completed,First,"June 19, 2019",39h 01m,,,,,,,,
598,1274,Alegruz,PC,39h 15m,80%,,8054590,Completed,First,"January 18, 2019",39h 15m,,,,,,,,
599,1274,Private,PC,39h 39m,NR,,2888389,Completed,First,"April 21, 2016",39h 39m,,,,,,,,
600,1274,,PlayStation 4,40h,NR,,2276670,Completed,First,,40h,75h,185h,,,,,,
601,1274,,Linux,40h,NR,,2907084,Completed,First,,40h,,,,,,,,
602,1274,A_Zucchini,PC,40h,60%,Normal playthrough,11595112,Completed,First,"September 24, 2019",40h,,,,,,,,
603,1274,AskingForTrouble,PC,40h,90%,,11317373,Completed,First,"February 09, 2017",40h,80h,120h,,,,,,
604,1274,Blokniper,PC,40h,100%,,482926,Completed,First,"June 12, 2013",40h,60h,80h,50h,,,"Awesome game with great plot line and awesome characters, lots of fun to be had in co-op with friends and just an all round amazing game :)",,
605,1274,CommanderLindel,PC,40h,NR,,7732411,Completed,First,"June 13, 2018",40h,,,,,,,,
606,1274,Darkknight900,PC,40h,NR,,378681,Completed Retired,First,,40h,,,,,,,,
607,1274,Elektra54,PC,40h,80%,,612516,Completed,First,,40h,,,,,,,,
608,1274,GlinomesV2,PC,40h,NR,,9122186,Playing Completed,First,"July 04, 2019",40h,67h,,,,,,,
609,1274,Hisora,PC,40h,100%,,1109417,Playing Replay Completed,First,,40h,70h,,110h,125h /,,,,
610,1274,Jpmrs,PC,40h,NR,,11519153,Completed,First,"February 09, 2020",40h,,,,,,,,
611,1274,KamikotoGasai,PC,40h,100%,,3514588,Completed,First,"October 12, 2016",40h,,,25h,,,,,
612,1274,Knockemdeadkidd,PlayStation 3,40h,80%,,382369,Playing Completed,First,"August 20, 2013",40h,70h,80h,22h,70h /,,WOW!,,15m
613,1274,Manolero1,PlayStation 3,40h,80%,,938720,Completed,First,"September 15, 2014",40h,56h,,,,,,,
614,1274,Milanmano,PC,40h,NR,Estimated,1999006,Completed,First,,40h,,,,,,,,
615,1274,Millwaterj,PC,40h,100%,,10803951,Completed,First,,40h,,,,,,,,
616,1274,Private,PC,40h,NR,,926155,Completed,First,"September 04, 2014",40h,,,,,,,,
617,1274,Polar,PC,40h,100%,,10554709,Completed,First,"September 19, 2019",40h,60h,120h,,,,,,
618,1274,Private,Xbox 360,40h,90%,,561728,Completed,First,"February 15, 2013",40h,,,,,,,,
619,1274,SherlockSparG,Xbox 360,40h,60%,Without All Achievements (43/69),10745074,Completed,First,"May 06, 2013",40h,,,40h,,,,,
620,1274,Zephyr_wish,PC,40h,NR,,9195109,Completed,First,"October 27, 2018",40h,200h,,,,,,,
621,1274,critch,Xbox 360,40h,NR,,149805,Completed,First,"August 15, 2013",40h,,,,,,,,
622,1274,fellowcitizen,PC,40h,90%,,217666,Completed,First,,40h,,,,,,,,
623,1274,greatfarian,PC,40h,NR,100% all achievements,2378791,Completed,First,"January 08, 2016",40h,55h,286h,,,,,,
624,1274,jeremy70583,PlayStation 3,40h,90%,,1940862,Completed,First,"October 12, 2015",40h,,,,,,,,
625,1274,juanmonchis,PC,40h,NR,,3681843,Completed,First,"November 26, 2016",40h,,,,,,,,
626,1274,l0g1,PC,40h,100%,,1040627,Completed,First,"November 29, 2014",40h,,,,,,,,
627,1274,Private,PC,40h,100%,,1091389,Replay Completed,Replay,"July 05, 2014",40h,50h,95h,,249h /,,,,
628,1274,ninmars,PC,40h,NR,,10838742,Completed,First,"January 19, 2020",40h,,,,,,,,
629,1274,rebel_lion,PlayStation 3,40h,NR,,7208334,Completed,First,"October 07, 2018",40h,,,,,,,,
630,1274,sonicbanjo,Xbox 360,40h,90%,,6516444,Completed,First,,40h,,,,,,,,
631,1274,stevechong25,PC,40h,90%,,8443279,Completed,First,,40h,,,,,,,,
632,1274,toadsanchez420,,40h,100%,,359366,Completed,First,"August 03, 2013",40h,,,,,,,,
633,1274,triarry,PC,40h,NR,,4730516,Completed,First,2015,40h,,,,,,,,
634,1274,w33tmaricich,PC,40h,NR,,1353310,Completed,First,,40h,55h,,,,,,,
635,1274,Neoarumat,Xbox 360,40h 27m,NR,,3094544,Completed,First,,40h 27m,,,112h 38m,,,,,
636,1274,TJTeezee,PC,40h 30m,NR,,1563770,Completed,First,"July 28, 2015",40h 30m,,,,,,,,
637,1274,Eleima,PC,41h,70%,,526656,Completed,First,"December 21, 2013",41h,,,,,,,,
638,1274,kianweic,PC,41h,NR,,4334894,Completed,First,,41h,,,,,,,,
639,1274,shadowbreakqr,PC,41h 20m,NR,,8673918,Completed,First,,41h 20m,,,,,,,,
640,1274,Bradz_Puntillas,Xbox 360,42h,NR,,5284571,Completed,First,"November 07, 2014",42h,,,,,,,,
641,1274,Private,PC,42h,NR,Some Steam Achievements to complete in order to get the 100%.,7448030,Replay Completed,First,"October 26, 2017",42h,85h,,,85h /,,,,
642,1274,Orynier,PC,42h,NR,,6451016,Completed,Replay,,42h,,,42h,,,,,
643,1274,Private,PC,42h,NR,,2980236,Completed,First,,42h,,,,,,,,
644,1274,blackMamba1187,PC,42h,90%,level 34,9095581,Completed,First,"October 06, 2012",42h,,,,,,,,
645,1274,lucasbennington,PC,42h,NR,,1087026,Completed Retired,First,"December 30, 2014",42h,,,,,,,,
646,1274,,PC,42h 25m,NR,,8536885,Completed,First,,42h 25m 52s,285h 53m 34s,,,,,,,
647,1274,,Xbox One,42h 32m,NR,,3858076,Completed,First,,42h 32m 04s,,,,,,,,
648,1274,,PC,43h,NR,,2133507,Completed,First,,43h,,,,,,,,
649,1274,,PlayStation 3,43h,NR,,3520451,Completed,First,,43h,56h,,,,,,,
650,1274,,PC,43h,NR,,4362903,Completed,First,,43h,,,,,,,,
651,1274,,PC,43h,NR,,11695127,Completed,First,,43h,,,,,,,,
652,1274,Destrolisher,PC,43h,NR,,732776,Completed,First,,43h,,,,,,,,
653,1274,Kyschel,PC,43h,NR,,11734893,Completed,First,"January 06, 2015",43h,,,43h,,,,,
654,1274,Lavinathael,PC,43h,NR,,3369443,Completed,First,"August 21, 2017",43h,,,,,,,,
655,1274,Macstorm,PlayStation Vita,43h,NR,,988641,Completed,First,"June 15, 2014",43h,,,,,,,,
656,1274,Senney,,43h,80%,,361271,Completed,First,"August 04, 2013",43h,,,,,,,,
657,1274,,Xbox One,43h 03m,NR,,11812713,Completed,First,,43h 03m 49s,,,,,,,,
658,1274,,PlayStation 4,43h 30m,NR,,7505606,Completed,First,,43h 30m 22s,60h 25m 43s,110h 55m 52s,,,,,,
659,1274,AngryCherry,PC,44h,80%,Completed Tiny Tina and Lilith DLC.,9522419,Completed,First,"September 12, 2019",44h,,,,,,,,
660,1274,Matija007,PlayStation 3,44h,100%,,3489993,Playing Replay Completed,Replay,"October 05, 2016",44h,70h,260h,,,,,,
661,1274,reggiefor3,PC,44h,NR,,125742,Completed,First,"December 21, 2012",44h,,,,,,,,
662,1274,shadowgamingb5,PC,44h 50m,100%,,10776233,Completed,First,,44h 50m,89h 37m 19s,,,,,,,
663,1274,Private,Xbox 360,45h,90%,,516677,Playing Backlog Replay Completed,Replay,,45h,60h,,55h,26h /,,,,
664,1274,Madd,PC,45h,90%,Normal mode,529680,Completed,First,"November 19, 2014",45h,,,,,,,,
665,1274,Nemka,PC,45h,NR,,9586779,Completed,First,"September 12, 2019",45h,,,,,,,,
666,1274,Private,Mac,45h,NR,"Several characters, lots of side quests and multiplayer time",5603440,Playing Completed,First,"June 09, 2016",45h,190h,,30h,271h /,,,,
667,1274,pupp3tm4573r,PC,45h,NR,,5740066,Completed,First,,45h,,,,,,,,
668,1274,shaggy0131,PlayStation 3,45h,90%,,29704,Completed,First,"October 10, 2012",45h,,,,,,,,
669,1274,tommys,PC,45h,90%,,693578,Completed,First,"April 11, 2014",45h,,,,,,,,
670,1274,Bearfox,PC,45h 02m,NR,,2368279,Completed,First,"August 29, 2016",45h 02m,,,,,,,,
671,1274,gamemaster1991,Xbox 360,45h 02m,NR,,3419462,Completed,First,"November 21, 2016",45h 02m 38s,,,,,,,,
672,1274,aureliena7613,PC,45h 49m,90%,,6221404,Completed,First,"May 27, 2018",45h 49m,,,,,,,,
673,1274,JabrZee,PC,46h,NR,,2946078,Completed,First,"February 29, 2016",46h,,,,,,,,
674,1274,tpsilva,PC,46h,NR,,440621,Completed,First,,46h,,,,,,,,
675,1274,werupenstein,PC,46h,NR,,3970814,Completed,First,,46h,,,,,,,,
676,1274,Namaku64,PC,46h 06m,NR,,11250758,Replay Completed,Replay,"November 26, 2017",46h 06m,,,,46h 06m /,,,,
677,1274,HaraldB,PC,47h,NR,,856155,Completed,Replay,"July 24, 2014",47h,,,,,,,,
678,1274,HombreAzul,PC,47h 18m,NR,,8717322,Completed,First,"May 04, 2019",47h 18m,,,,,,Con algunos DLC jugados,,
679,1274,Hevi,PC,48h,NR,,798866,Completed,First,"July 08, 2014",48h,,,,,,,,
680,1274,Laefiren,PC,48h,NR,,10974325,Completed,First,"September 20, 2019",48h,,,,,,,,
681,1274,Private,PC,48h,NR,,3395949,Completed,First,"November 03, 2016",48h,,,42h,,,,,
682,1274,doh60,PC,48h,90%,,1847772,Completed,First,,48h,,,,,,,,
683,1274,vazzalucifer,PC,48h 02m,90%,,567711,Completed,First,"January 04, 2014",48h 02m,50h 10m 05s,,,,,,,
684,1274,,PC,50h,NR,,773506,Completed,First,,50h,,,50h,,,,,
685,1274,,PC,50h,NR,,3137211,Completed,First,,50h,,,,,,,,
686,1274,CheeseMan,PC,50h,NR,,11411138,Replay Completed,Replay,"August 05, 2019",50h,,,,,,,,
687,1274,Private,PC,50h,90%,,330303,Completed,First,,50h,,,,,,,,
688,1274,Private,PC,50h,NR,,369782,Completed,First,"August 10, 2013",50h,86h,,,,,,,
689,1274,HRPrime,PC,50h,80%,Completed Story once,4380973,Completed,First,,50h,,,,,,,,
690,1274,Noxrim,PC,50h,NR,,11219086,Completed,First,"March 22, 2020",50h,,,,,,,,
691,1274,Private,PC,50h,NR,,4203558,Completed,First,,50h,62h,,,,,,,
692,1274,Private,Mac,50h,90%,Nornal Mode + All Quests,10763749,Playing Completed,First,"September 01, 2019",50h,65h,,,117h /,,,,
693,1274,shiuan,PC,50h,90%,,3001145,Completed,First,"May 14, 2016",50h,,,,,,,,
694,1274,treyandersonnc,PC,50h,NR,,7843824,Completed,First,"December 27, 2018",50h,79h,,,,,,,
695,1274,,Xbox 360,50h 12m,NR,,7824923,Completed,First,,50h 12m 30s,80h 13m 22s,,,,,,,
696,1274,captainjack43,PC,50h 40m,NR,,11824046,Completed,Replay,"May 24, 2020",50h 40m,,,,,,,,
697,1274,,PC,51h,NR,,9124445,Completed,First,,51h,,,,,,,,
698,1274,Digocalli,PC,51h,NR,,7537647,Completed,First,"November 27, 2018",51h,,,,,,,,
699,1274,olreich,PC,51h 12m,NR,,245572,Completed,First,"September 15, 2013",51h 12m,,,,,,,,
700,1274,Omegason,PC,52h,90%,,5419937,Completed,First,"December 04, 2012",52h,,,,,,,,
701,1274,ProfDali,PC,52h,NR,,8401246,Completed,First,"March 04, 2017",52h,108h 45m,,,,,,,
702,1274,Private,PC,52h,NR,,803138,Completed,First,"September 05, 2014",52h,,,,,,,,
703,1274,lona91,PC,52h,NR,,1819745,Completed,First,,52h,,,,,,,,
704,1274,RAVEN_OF_WAR,PlayStation 3,53h,NR,,6065509,Completed,First,"October 08, 2014",53h,,,,,,,,
705,1274,Private,Mac,53h,NR,,3893777,Completed,First,"January 09, 2017",53h,,,,,,,,
706,1274,sam1theman,PC,53h,NR,,6013748,Completed,First,December 2017,53h,,,,,,,,
707,1274,CleverDan33,PC,54h,NR,,1243695,Completed,First,"November 25, 2012",54h,,,,,,,,
708,1274,jordanian,PC,54h,100%,,9343438,Completed,First,"August 10, 2019",54h,,,,,,,,
709,1274,lemdog85,Xbox One,54h,80%,,10917019,Completed,First,"January 31, 2020",54h,,,,,,,,
710,1274,,PC,54h 26m,NR,,4465478,Completed,First,,54h 26m 37s,83h 45m 43s,125h 46m 25s,,,,,,
711,1274,Amphar,PC,57h,90%,,5851541,Completed,First,"December 11, 2017",57h,,,,,,,,
712,1274,RAVEN_OF_WAR,PC,57h,NR,,6065508,Completed,First,"August 26, 2016",57h,,,,,,,,
713,1274,,Xbox 360,60h,NR,,382174,Completed,First,,60h,72h,90h,,,,,,
714,1274,,Xbox 360,60h,NR,,613645,Completed,First,,60h,120h,200h,,,,,,
715,1274,,PC,60h,NR,,774742,Completed,First,,60h,,,,,,,,
716,1274,,PlayStation 3,60h,NR,,2683097,Completed,First,,60h,90h,120h,,,,,,
717,1274,,PC,60h,NR,,8010509,Completed,First,,60h,100h,,,,,,,
718,1274,Draco2000,PC,60h,100%,,2240316,Completed Retired,Replay,"December 17, 2015",60h,120h,180h,,,,"I played this, over & over again, because it is amazing. Subscribe to me on Youtube; https://www.youtube.com/channel/UCwHkG9QRrLNHZF5jpPoLDVQ",,
719,1274,HNO3,PC,60h,NR,,9154397,Completed,Replay,,60h,,,60h,,,,,
720,1274,Toshipe,Xbox 360,60h,NR,,3582501,Completed Retired,First,,60h,115h,,,,,,,
721,1274,amijlee,PC,60h,NR,,5625456,Completed,First,,60h,,,,,,,,
722,1274,frhel,PC,60h,NR,,239735,Completed,First,"February 13, 2013",60h,,,,,,"Got seriously sidetracked from the main storyline and quests killing varkids. Spent a good full day just on those. Like, just killing them.",,
723,1274,,PlayStation 4,60h 52m,NR,,5909384,Completed,First,,60h 52m 01s,80h,120h,,,,,,
724,1274,purplebubblegum,PC,63h,NR,,517235,Completed,First,,63h,,,,,,,,
725,1274,,PC,65h,NR,,3942326,Completed,First,,65h,120h,200h,,,,,,
726,1274,FlatRat,PC,65h,70%,,2217789,Completed,First,"December 13, 2015",65h,72h,,,,,,,
727,1274,emjayblaze,Xbox 360,65h,90%,,223188,Completed,First,"December 06, 2012",65h,,,,,,,,
728,1274,NMYPeter,PC,65h 34m,80%,,2551350,Completed,First,"September 22, 2012",65h 34m,,,,,,,,
729,1274,solairesflair,PC,70h,NR,,6594849,Completed,First,,70h,,,,,,,,
730,1274,tacosbob,PC,70h,NR,,4363534,Completed,First,"April 27, 2017",70h,,,,,,,,
731,1274,tjiani111,PC,70h,90%,,6849954,Completed,First,,70h,,,,,,,,
732,1274,will0909,PlayStation 4,70h 30m,NR,,8769216,Completed,Replay,"May 14, 2019",70h 30m,,,,,,,,
733,1274,Phantom1988,PC,72h,70%,,968962,Completed,First,,72h,,,,,,,,
734,1274,,Xbox 360,12h 54m,NR,,1962831,Completed,First,,7h 33m 54s,12h 54m 22s,,,,,,,
735,1274,,PC,13h 34m,NR,Main + Scarlett dlc,8145439,Completed,Replay,,,13h 34m 54s,,,,,,,
736,1274,,PC,13h 34m,NR,Scarlett DLC + Main,8145441,Completed,Replay,,,13h 34m 54s,,,,,,,
737,1274,tbcy6591,PlayStation 4,13h 42m,100%,,10792848,Replay Completed,Replay,,,13h 42m,,,13h 42m /,,,,
738,1274,,PC,14h,NR,,6069547,Completed,Replay,,10h,14h,20h,20h,,,,,
739,1274,,PC,14h,NR,Main story plus around 20 side quests,9188160,Completed,First,,,14h,,,,,,,
740,1274,Matttaay2410,Xbox One,14h 30m,NR,,1742728,Completed,First,,14h,14h 30m,,,,,,,
741,1274,Ashkaan,Xbox One,15h,80%,,8621357,Completed,First,"April 21, 2019",,15h,,,,,,,
742,1274,,Xbox 360,15h 15m,NR,"All of main story, pirate dlc and a bit of torque dlc and around half the side quests.",3461501,Completed,Replay,,,15h 15m 06s,,15h 15m 06s,,,,,
743,1274,pepsky,PC,16h,NR,,8765653,Completed,First,"May 11, 2019",,16h,,,,,,,
744,1274,,PC,16h 25m,NR,,8978145,Completed,Replay,,,16h 25m,,,,,,,
745,1274,KUNXJAMES,PC,16h 42m,NR,,11814311,Completed,First,"May 17, 2020",12h 30m,16h 42m,,,,,,,
746,1274,,PC,17h,NR,,4681423,Completed,Replay,,,17h,,,,,,,
747,1274,,PC,17h,NR,,11914492,Completed,First,,,17h,,,,,,,
748,1274,KingM,PlayStation 4,17h 17m,NR,,1329986,Completed,Replay,"May 03, 2015",,17h 17m 26s,,,,,,,
749,1274,Fran71,PC,17h 30m,80%,,189728,Completed,First,"April 13, 2013",,17h 30m,,,,,,,
750,1274,,PC,17h 38m,NR,,296555,Completed,First,,,17h 38m 15s,,,,,,,
751,1274,Torakie,PC,18h,NR,Some side quests done,11867471,Completed,First,2018,,18h,,,,,,,
752,1274,VonDozier,PC,18h,80%,steam time. little under half sidequests done,84638,Completed,First,"May 05, 2014",,18h,,,,,,,
753,1274,phasola,PC,18h,70%,,11414905,Completed,First,"April 11, 2020",,18h,,,,,,,
754,1274,,PlayStation 4,18h 58m,NR,,4752319,Completed,Replay,,12h 34m 26s,18h 58m 51s,23h 11m 37s,,,,,,
755,1274,RattyOfTheWillows,PC,19h,NR,A decent amount of side missions completed as well as main story,3185652,Completed,First,"May 28, 2016",,19h 49s,,,,,,,
756,1274,BigFoot17,PC,19h 06m,100%,,11666049,Completed,First,"May 04, 2020",,19h 06m,,19h 06m,,,,,
757,1274,,PC,19h 46m,NR,,4912405,Completed,First,,,19h 46m 23s,,,,,,,
758,1274,DemonKysho,PC,20h,100%,,681192,Completed,First,"October 23, 2012",,20h,,100h,,,,,
759,1274,DesolatePsyche,PC,20h,60%,Normal Mode,2762932,Completed,First,"May 19, 2016",,20h,,,,,,,
760,1274,Joshster_1,PlayStation 3,20h,90%,,3566156,Replay Completed,First,,15h,20h,70h,,,,,,
761,1274,Pew,PC,20h,NR,,5461421,Completed,First,"December 13, 2017",,20h,,,,,,,
762,1274,Private,PC,20h,70%,,11025576,Completed,First,,,20h,,,,,,,
763,1274,falcon92,PC,20h,70%,,4956508,Completed,First,,,20h,,,,,,,
764,1274,hanouk,PC,20h,NR,,1199074,Completed,First,"February 17, 2015",,20h,,,,,,,
765,1274,platinummatthew,PC,20h,NR,,6024436,Completed,First,,,20h,,,,,,,
766,1274,mcdogmeat,Xbox One,20h 12m,90%,Xbox One says ~20 hours but maybe just from where I'd left off on X360. Did only 20% or so of side missions.,555518,Completed,First,"September 28, 2019",,20h 12m,,,,,,,
767,1274,Private,PC,20h 19m,NR,,10523085,Completed,First,"March 18, 2020",,20h 19m,,,,,,,
768,1274,Colossus816,Xbox One,20h 38m,NR,Completed on TVHM. All sidequests completed except for about 10 (including Terramorphous). Level 51 commando,1755639,Completed,Replay,"September 02, 2015",,20h 38m,,,,,,,
769,1274,,PC,21h,NR,,6260422,Completed,First,,,21h,,21h,,,,,
770,1274,,PC,21h,NR,,9248736,Completed,First,,,21h,,,,,,,
771,1274,Johnnycakes,PC,21h,80%,,4366388,Completed,Replay,"April 29, 2017",,21h,,,,,,,
772,1274,mikasaessukasa,PlayStation 3,21h,100%,,371605,Completed,First,"August 18, 2013",,21h,,,,,,,
773,1274,DivineKataroshie,PC,21h 11m,90%,,6039573,Completed,First,"April 30, 2018",,21h 11m 09s,,,,,"25:33:17 - First DLC Capitan Scarlett
29:26:55 - End of DLC Tiny Tina assault",,
774,1274,CelticLion17,PC,21h 27m,60%,,322393,Completed,First,"December 07, 2013",,21h 27m 11s,,,,,,,
775,1274,Yildiz99,PlayStation 4,21h 42m,NR,,1337006,Completed,Replay,"April 21, 2015",,21h 42m 14s,,,,,,,
776,1274,KingM,Xbox 360,21h 54m,90%,,262135,Completed,Replay,"April 15, 2013",,21h 54m 47s,,,,,,,
777,1274,Olivecrona,PC,22h,70%,,10365087,Completed,First,"October 11, 2014",,22h,,,,,,,
778,1274,Satoko,PC,22h,NR,,7281117,Completed,First,,,22h,,,,,,,
779,1274,Private,PC,22h,NR,,10428116,Completed,First,"November 15, 2019",,22h,,,,,,,
780,1274,OverdoseT,PC,22h 30m,NR,~ 50 % of sidequests / lvl 30 at the end,8147633,Completed,First,"January 29, 2019",,22h 30m,,,,,,,
781,1274,Kal_wardin,PC,22h 40m,80%,,11874340,Completed,First,"June 19, 2014",,22h 40m,,,,,,,
782,1274,nsalinardi,PC,23h,90%,,11383057,Completed,First,,,23h,,,,,,,
783,1274,swaed,PC,23h,90%,,96443,Completed,First,"October 28, 2012",,23h,,,,,,,
784,1274,slickn4,PlayStation 4,23h 19m,80%,Main and all DLC one playthrough. Solo. A few side quests but not many.,3396837,Completed,Replay,"August 05, 2016",,23h 19m 49s,,,,,,,
785,1274,343kassie,PlayStation 4,23h 30m,NR,,8964397,Completed,Replay,"June 15, 2019",,23h 30m,,,,,,,
786,1274,,Xbox One,24h,NR,,1382858,Completed,First,,,24h,,,,,,,
787,1274,,PlayStation 4,24h,NR,,6342828,Completed,Replay,,,24h,,,,,,,
788,1274,meekhael,PC,24h,80%,,7005567,Completed,First,"April 07, 2018",,24h,,24h,,,,,
789,1274,vaalentin,PC,24h,70%,,5716010,Completed,First,November 2017,,24h,,,,,,,
