,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Progress,Completionist,Main+Extras,Personal Notes,Speedrun
446,44852,MarkA1009,PlayStation 4,20h 40m,100%,,11914772,Completed,First,20h 40m,"June 12, 2020",,,,,
447,44852,songoku8832,PlayStation 4,20h 41m,80%,,9421183,Completed,First,20h 41m 12s,"December 31, 2019",,,,,
448,44852,saisiuchiha,PlayStation 4,20h 45m,90%,,7268640,Completed,First,20h 45m 14s,"September 24, 2018",,24h 17m 58s,23h 51m 12s,,
449,44852,TheDragonshaft,PlayStation 4,20h 47m,NR,,7210892,Completed,First,20h 47m,"September 28, 2018",,,,,
450,44852,,PlayStation 4,21h,NR,main story with some quick optionals,7058247,Completed,First,21h,,,,,,
451,44852,,PlayStation 4,21h,NR,,7112866,Completed,First,21h,,,40h,23h,,
452,44852,katet_19,PlayStation 4,21h,NR,,8791183,Completed,First,21h,,,,,,
453,44852,lawalsha,PlayStation 4,21h 16m,NR,,7003549,Backlog Completed,First,21h 16m,"September 29, 2018",21h 16m /,,,,
454,44852,zeguy__,PlayStation 4,21h 30m,90%,,7012426,Completed,First,21h 30m,"September 10, 2018",,,,,
455,44852,cbnasty,PlayStation 4,21h 31m,NR,,8389949,Completed,First,21h 31m 11s,"October 02, 2018",,,,,
456,44852,,PlayStation 4,21h 40m,NR,,7018562,Completed,First,21h 40m 45s,,,40h 10m,33h 25m,,
457,44852,,PlayStation 4,21h 43m,NR,,7859333,Completed,First,21h 43m,,,27h 55m,25h 34m,,
458,44852,Frugajn,PlayStation 4,21h 47m,80%,,7342764,Completed,First,21h 47m 01s,"October 28, 2018",,34h 38m 42s,33h 08m 35s,,
459,44852,,PlayStation 4,21h 54m,NR,,8640932,Completed,First,21h 54m 38s,,,60h 48m 21s,35h 12m 01s,,
460,44852,Batebox33,PlayStation 4,22h,NR,,9014730,Completed,First,22h,"June 22, 2019",,,,,
461,44852,Nick_bs,PlayStation 4,22h,NR,,10427273,Completed,First,22h,"November 15, 2019",,42h,30h,,
462,44852,NorthStars97,PlayStation 4,22h,90%,,8117309,Replay Completed,First,22h,,,35h,,,
463,44852,Sankt_Magni,PlayStation 4,22h,NR,,9014591,Completed,First,22h,"October 07, 2018",,,,,
464,44852,brodieswift,PlayStation 4,22h,NR,,11110507,Completed,First,22h,"March 06, 2020",,,,,
465,44852,izZzi,PlayStation 4,22h,90%,,8197266,Completed,First,22h,"February 03, 2019",,31h,,,
466,44852,leonheart,PlayStation 4,22h,90%,,11232713,Completed,First,22h,"December 26, 2019",,,,,
467,44852,torchrandall,PlayStation 4,22h,NR,,9300372,Completed,First,22h,"June 25, 2019",,,,,
468,44852,Private,PlayStation 4,22h 02m,NR,,9366349,Completed,First,22h 02m,"September 19, 2018",,35h 50m,,,
469,44852,JoaoVeiga,PlayStation 4,22h 18m,NR,,7003607,Playing Completed,First,22h 18m 47s,"September 10, 2018",22h 18m 47s /,,,,
470,44852,,PlayStation 4,22h 30m,NR,,11894457,Completed,First,22h 30m,,,,,,
471,44852,silbex,PlayStation 4,22h 35m,90%,,8759868,Completed,First,22h 35m 48s,"January 29, 2020",,30h 03m 10s,,Started: Jan 5th 2020,
472,44852,,PlayStation 4,22h 37m,NR,,7554377,Completed,First,22h 37m,,,,,,
473,44852,,PlayStation 4,22h 39m,NR,,8523566,Completed,First,22h 39m,,,,,,
474,44852,KB_Jbird,PlayStation 4,23h,NR,,8704778,Completed,First,23h,"May 02, 2019",,28h,26h,,
475,44852,Keyfekeder,PlayStation 4,23h,NR,,11546666,Completed,First,23h,"April 24, 2020",,,,,
476,44852,VHSdinosaurGO,PlayStation 4,23h 20m,NR,,8197258,Completed,First,23h 20m,"October 03, 2018",,,,,
477,44852,aglow1989,PlayStation 4,23h 45m,NR,,9437538,Completed,First,23h 45m 55s,"July 12, 2019",,,,,
478,44852,BravestAsh8434,PlayStation 4,23h 49m,100%,"All gadget upgrades, side quests, Taskmaster Challenges @ Ultimate, Secret Photo Ops, Districts, Lab Work, Suit Mods",7071872,Completed,First,23h 49m 11s,"September 15, 2018",,42h 20m 39s,30h 22m 27s,,
479,44852,BigNeebus,PlayStation 4,24h,70%,,10254405,Completed,First,24h,"September 18, 2018",,,,,
480,44852,Majorben123,PlayStation 4,24h,NR,,11529876,Completed,First,24h,"May 14, 2020",,,,,
481,44852,Pkhoward2008,PlayStation 4,24h,100%,,9349599,Completed,First,24h,,,,,,
482,44852,Private,PlayStation 4,24h,NR,,8163533,Completed,First,24h,"January 26, 2019",,,,,
483,44852,herbalmint,PlayStation 4,24h,80%,,11614009,Completed,First,24h,"May 06, 2020",,,,,
484,44852,robert889,PlayStation 4,24h,90%,,8946388,Completed,First,24h,"June 12, 2019",,,,,
485,44852,Centershot25,PlayStation 4,24h 12m,100%,,8979693,Replay Completed,First,24h 12m,"June 16, 2019",,34h 24m,32h 12m,,
486,44852,B4sketC4se,PlayStation 4,24h 27m,100%,,11448478,Completed,First,24h 27m,"April 17, 2020",,,,,
487,44852,Nuhm,PlayStation 4,24h 44m,80%,,7782148,Completed,First,24h 44m 36s,"January 03, 2019",,,26h 32m 10s,,
488,44852,,PlayStation 4,25h,NR,,7217801,Completed,First,25h,,,,,,
489,44852,,PlayStation 4,25h,NR,,7444910,Completed,First,25h,,,60h 30m,35h,,
490,44852,,PlayStation 4,25h,NR,,7811229,Completed,First,25h,,,,,,
491,44852,DaBadGamer,PlayStation 4,25h,NR,,7165172,Completed,First,25h,"September 26, 2018",,,,,
492,44852,GoSic,PlayStation 4,25h,NR,,7306016,Completed,First,25h,"October 23, 2018",,,,,
493,44852,Matthewk1000,PlayStation 4,25h,100%,Try do as many crimes during the main story. I did backpacks straight away and the Black Cat dolls just to save time.,7025145,Completed,First,25h,"September 12, 2018",,30h,,,
494,44852,Naak,PlayStation 4,25h,NR,,10875116,Completed,First,25h,"January 25, 2020",,45h,35h,,
495,44852,The_Leachman,PlayStation 4,25h,NR,,7092542,Completed,First,25h,"September 10, 2018",,,,,
496,44852,cupofbeans,PlayStation 4,25h,90%,,7080396,Completed,First,25h,"September 18, 2018",,,40h,,
497,44852,dcmk,PlayStation 4,25h,NR,,7264030,Completed,First,25h,"May 15, 2020",,,,,
498,44852,dzhang101,PlayStation 4,25h,NR,,9244304,Completed,First,25h,"October 20, 2019",,,,,
499,44852,gui_dsa,PlayStation 4,25h,NR,,7898048,Completed,First,25h,"December 31, 2018",,,,,
500,44852,Private,PlayStation 4,25h,80%,87% completion,8689648,Completed,First,25h,"May 03, 2019",,,,,
501,44852,s1acer,PlayStation 4,25h,NR,,7600058,Completed,First,25h,"October 30, 2018",,,,,
502,44852,suppersalmon,PlayStation 4,25h,NR,,9097462,Completed,First,25h,"July 07, 2019",,,,,
503,44852,Private,PlayStation 4,25h,NR,,7133837,Completed,First,25h,"October 19, 2018",,,,,
504,44852,Saifcreed89,PlayStation 4,25h 12m,NR,,8200018,Completed,First,25h 12m,"February 04, 2019",,36h,32h 31m,,
505,44852,Jtyler12,PlayStation 4,25h 23m,NR,,7532720,Completed,First,25h 23m,"August 26, 2019",,,,,
506,44852,will0909,PlayStation 4,25h 30m,NR,,8768350,Completed,First,25h 30m,"May 14, 2019",,33h 29m,30h,,
507,44852,0nel1fegamr,PlayStation 4,26h,100%,,6953399,Completed,First,26h,"May 06, 2019",,,,,
508,44852,CAs56,PlayStation 4,26h,NR,,9427730,Completed,First,26h,,,,,,
509,44852,emisuuu,PlayStation 4,26h 12m,100%,,9010486,Completed,First,26h 12m,"December 17, 2018",,31h 25m,28h 49m,,
510,44852,bam_1117,PlayStation 4,27h,NR,in progress,11597382,Completed,First,27h,,,,32h,,
511,44852,Wordingofspay,PlayStation 4,12h,70%,,7031895,Completed,First,,"September 13, 2018",,,12h,,
512,44852,,PlayStation 4,12h 11m,NR,,7094350,Completed,First,10h 12m 11s,,,29h 11m 02s,12h 11m 03s,,
513,44852,,PlayStation 4,13h,NR,,7377990,Completed,First,9h 30m,,,25h,13h,,
514,44852,Forma,PlayStation 4,13h 30m,90%,,7547455,Completed,First,,"November 28, 2018",,,13h 30m,,
515,44852,Anime2090,PlayStation 4,13h 31m,NR,,9415457,Completed,First,,"July 10, 2019",,,13h 31m 21s,,
516,44852,HexGinnkgo,PlayStation 4,14h,90%,,7258648,Completed,First,10h,"October 01, 2018",,20h 44m 59s,14h,,
517,44852,Shuffled,PlayStation 4,14h,NR,,7128870,Completed,First,10h,"September 25, 2018",,18h,14h,,
518,44852,jandro,PlayStation 4,14h,NR,,7229106,Completed,First,,,,,14h,,
519,44852,MatterofM,PlayStation 4,14h 10m,70%,44% Trophy Completion,8497728,Completed,First,,"December 02, 2018",,,14h 10m 06s,,
520,44852,beyondthegun,PlayStation 4,14h 10m,70%,,7584675,Completed,First,,"December 02, 2018",,,14h 10m 06s,,
521,44852,,PlayStation 4,14h 50m,NR,,8582794,Completed,First,,,,,14h 50m,,
522,44852,,PlayStation 4,15h,87%,https://www.ign.com/articles/2018/09/04/marvels-spider-man-ps4-review,7006439,Completed,First,,,,,15h,,
523,44852,Bluevirgo,PlayStation 4,15h,NR,,10321370,Completed,First,,"October 29, 2019",,,15h,,
524,44852,DreamEaglr,PlayStation 4,15h,NR,,7011923,Completed,First,10h,"September 10, 2018",,30h,15h,,
525,44852,HitmanSB07,PlayStation 4,15h,90%,Platinum,7093100,Completed,First,10h,"September 19, 2018",,20h,15h,,
526,44852,JJHorvath_,PlayStation 4,15h,NR,,11251591,Completed,First,,"March 26, 2020",,,15h,,
527,44852,LewisTheScotty,PlayStation 4,15h,90%,,10934353,Playing Replay Completed,Replay,10h 30m,"February 03, 2020",,21h,15h,Game never gets old such a masterpiece.,
528,44852,Parillan,PlayStation 4,15h,NR,,8571233,Completed,First,10h,"April 07, 2019",,21h 45m,15h,,
529,44852,,PlayStation 4,15h 08m,NR,,7229294,Completed,First,9h 02m,,,,15h 08m 06s,,
530,44852,,PlayStation 4,15h 20m,NR,,7295251,Completed,First,15h 10m,,,,15h 20m,,
531,44852,Luky369,PlayStation 4,15h 20m,90%,,4696887,Custom List Completed,First,,"January 25, 2019",,,15h 20m 22s,,
532,44852,darkmyre,PlayStation 4,15h 28m,NR,,7231931,Completed,First,,"September 27, 2018",,,15h 28m,,
533,44852,,PlayStation 4,16h,NR,,7036318,Completed,First,,,,,16h,,
534,44852,Ideomotor,PlayStation 4,16h,80%,,9279803,Completed,First,,"August 01, 2019",,,16h,,
535,44852,coleneff,PlayStation 4,16h 02m,90%,,7542223,Completed,First,12h,"December 01, 2018",,,16h 02m,,
536,44852,xwinsus,PlayStation 4,16h 04m,80%,,7496033,Completed,First,13h 30m,"December 22, 2018",,,16h 04m 02s,,
537,44852,lopuxilo,PlayStation 4,16h 15m,NR,,9699024,Completed,First,,"September 18, 2019",,,16h 15m,,
538,44852,Petrov,PlayStation 4,16h 22m,NR,,6994988,Completed,First,,"September 13, 2018",,,16h 22m 31s,,
539,44852,Dario64,PlayStation 4,16h 32m,90%,100% Main Game,10347242,Completed,First,,"May 31, 2019",,24h 22m,16h 32m,,
540,44852,Neo1771991,PlayStation 4,16h 32m,NR,,6996043,Completed,First,,"September 14, 2018",,,16h 32m,,
541,44852,ntylerwetrust,PlayStation 4,16h 40m,80%,"Little exploring and side activities in the beginning, mainlined story basically end act 1 on",7509498,Completed,First,,"December 03, 2018",,,16h 40m 37s,,
542,44852,mattialdo,PlayStation 4,16h 45m,NR,,8119431,Completed,First,,"November 22, 2018",,,16h 45m,,
543,44852,robogiraffe,PlayStation 4,16h 45m,90%,Did about half of the side stuff/collectibles. File says 80% complete.,7702510,Completed,First,,"January 03, 2020",,,16h 45m,,
544,44852,,PlayStation 4,16h 48m,NR,,7007684,Completed,First,11h 17m,,,27h 14m,16h 48m,,
545,44852,,PlayStation 4,16h 58m,NR,,11316092,Completed,First,12h 32m 06s,,,18h 03m 24s,16h 58m 03s,,
546,44852,,PlayStation 4,17h,NR,Main story + around 75% of all other content available,7009863,Completed,First,,,,,17h,,
547,44852,,PlayStation 4,17h,NR,"Finished of remaining side quests, sable sites & taskmaster challenges in this time",7012436,Completed,First,12h 30m,,,21h,17h,,
548,44852,,PlayStation 4,17h,NR,,7716175,Completed,First,14h 30m,,,28h 45m,17h,,
549,44852,ArcanixZ,PlayStation 4,17h,NR,,11413592,Completed,First,,"April 11, 2020",,,17h,,
550,44852,LEGOslayer,PlayStation 4,17h,80%,,7092603,Completed,First,,"September 21, 2018",,,17h,,
551,44852,Teroumpas,PlayStation 4,17h,NR,,7264790,Completed,First,15h,"October 17, 2018",,,17h,,
552,44852,ezzra,PlayStation 4,17h,NR,,10963847,Completed,First,,"February 09, 2020",,,17h,,
553,44852,hasan211,PlayStation 4,17h,NR,,9486965,Completed,First,14h,"November 23, 2019",,25h 44m,17h,,
554,44852,thekightf,PlayStation 4,17h,NR,,7646453,Completed,First,15h,"December 06, 2018",,33h,17h,,
555,44852,tinyr03,PlayStation 4,17h 24m,NR,,7892422,Completed,First,,,,32h 31m 16s,17h 24m 49s,,
556,44852,sapphirone,PlayStation 4,17h 30m,NR,88% Completion,7157813,Completed,First,,"October 01, 2018",,,17h 30m,,
557,44852,brycecarey,PlayStation 4,17h 30m,80%,,8271151,Completed,First,,"February 15, 2019",,,17h 30m 47s,like wassup danja,
558,44852,JermaCompletions,PlayStation 4,17h 31m,NR,,8146586,Completed,First,16h 57m 30s,"September 12, 2018",,,17h 31m 40s,"youtu.be/9PFObaiunS0 3:23 - 2:23:41
youtu.be/h2uEHSuh554 0:00 - 2:41:38
youtu.be/tRonGFX8KWk 5:55 - 4:58:22
youtu.be/H35x4R_BKoY 3:52 - 7:06:59 - 7:41:09",
559,44852,Private,PlayStation 4,17h 43m,90%,,7532428,Completed,First,,"December 12, 2018",,27h 48m 22s,17h 43m 03s,,
560,44852,,PlayStation 4,17h 45m,NR,,7011548,Completed,First,14h 10m,,,25h 50m,17h 45m,,
561,44852,BossPT,PlayStation 4,18h,NR,I've got my platinum,9296067,Completed,First,11h 30m,"June 13, 2019",,20h,18h,,
562,44852,Duckhorse,PlayStation 4,18h,100%,,7253235,Completed,First,,"October 14, 2018",,,18h,,
563,44852,Krowen,PlayStation 4,18h,NR,,8264304,Completed,First,,"February 14, 2019",,,18h,,
564,44852,edgybravo,PlayStation 4,18h,70%,,10601820,Completed,First,,"September 07, 2018",,,18h,,
565,44852,filip_312,PlayStation 4,18h,90%,,11117847,Completed,First,,"March 08, 2020",,,18h,,
566,44852,freecats,PlayStation 4,18h,80%,,7218256,Completed,First,,"October 08, 2018",,,18h,,
567,44852,Private,PlayStation 4,18h,NR,,7761657,Completed,First,,"October 06, 2019",,,18h,,
568,44852,reggiefor3,PlayStation 4,18h,NR,,8221647,Backlog Completed,First,,"February 07, 2019",,,18h,,
569,44852,modaren,PlayStation 4,18h 02m,NR,78%,10246991,Completed,First,12h 28m,"October 15, 2019",,19h 52m,18h 02m,,
570,44852,RezMarcher,PlayStation 4,18h 03m,NR,,7530447,Completed,First,,"November 24, 2018",,,18h 03m,,
571,44852,bloatedoctor,PlayStation 4,18h 12m,60%,,8735516,Completed,First,,"April 02, 2019",,,18h 12m,,
572,44852,CaptainAmerica,PlayStation 4,18h 25m,90%,,7311631,Completed,First,,"November 08, 2018",,,18h 25m 45s,,
573,44852,Vraian,PlayStation 4,18h 30m,NR,"All collectables, but not all hideouts and side quests.",11884547,Completed,First,16h 15m,"April 14, 2020",,,18h 30m,,
574,44852,videogameslab,PlayStation 4,18h 30m,90%,"Finished the Black Cat Side Mission, found most of the backpacks and landmarks.",7221288,Completed,First,,"November 11, 2018",,,18h 30m 47s,Game Started:11/4/18.,
575,44852,KMoney,PlayStation 4,18h 39m,100%,,7071202,Completed,First,,"December 01, 2018",,,18h 39m,,
576,44852,,PlayStation 4,18h 40m,NR,,7234830,Completed,First,16h 30m 45s,,,,18h 40m 25s,,
577,44852,Ravagezx,PlayStation 4,18h 45m,NR,,7003749,Completed,First,,,,,18h 45m 08s,,
578,44852,,PlayStation 4,18h 48m,NR,,7273333,Completed,First,14h 24m 21s,,,20h 51m 24s,18h 48m 36s,,
579,44852,,PlayStation 4,18h 50m,NR,,10184345,Completed,First,16h 08m,,,20h 20m 20s,18h 50m 09s,,
580,44852,ErsatzWasTaken,PlayStation 4,18h 55m,80%,,8388631,Completed,First,,"March 02, 2019",,,18h 55m,,
581,44852,momarkey,PlayStation 4,18h 55m,NR,,10814353,Completed,First,,"September 14, 2018",,,18h 55m,,
582,44852,TheJayster,PlayStation 4,18h 56m,80%,,7507828,Completed,First,,"November 29, 2018",,24h 32m 38s,18h 56m 39s,,
583,44852,,PlayStation 4,19h,NR,,6991356,Completed,First,12h,,,,19h,,
584,44852,,PlayStation 4,19h,NR,,7056497,Completed,First,,,,,19h,,
585,44852,,PlayStation 4,19h,NR,,7471920,Completed,First,12h 25m,,,25h,19h,,
586,44852,,PlayStation 4,19h,NR,,9684623,Completed,First,16h,,,,19h,,
587,44852,,PlayStation 4,19h,NR,It was a really good game,11396380,Completed,First,17h 12m 33s,,,25h 25m 25s,19h,,
588,44852,84Gaming,PlayStation 4,19h,100%,"Great story, one of my favorite games of all time!",8238323,Completed,Replay,16h 32m,"February 10, 2019",,20h,19h,,
589,44852,Bflynny,PlayStation 4,19h,100%,,10148053,Completed,First,,"September 26, 2019",,,19h,,
590,44852,JoshieYoshie,PlayStation 4,19h,70%,,9479483,Completed,First,,"September 04, 2019",,29h,19h,,
591,44852,Newbbie,PlayStation 4,19h,90%,,8240144,Completed,First,,,,,19h,,
592,44852,Phare,PlayStation 4,19h,70%,,11070089,Completed,First,16h,"March 26, 2020",,,19h,,
593,44852,Skyloftgames,PlayStation 4,19h,90%,,11561531,Completed,First,,January 2019,,,19h,,
594,44852,esq373,PlayStation 4,19h,90%,80% complete,7402749,Completed,First,,"November 05, 2018",,,19h,,
595,44852,xBlitzerx,PlayStation 4,19h,NR,,9443993,Completed,First,,"August 24, 2019",,,19h,,
596,44852,celynn,PlayStation 4,19h 27m,NR,,10192218,Completed,First,,"October 31, 2019",,,19h 27m,,
597,44852,Bluujj,PlayStation 4,19h 30m,80%,,7068878,Completed,First,,"September 17, 2018",,,19h 30m,,
598,44852,dannyhermy,PlayStation 4,19h 30m,90%,,7973169,Completed,First,16h 30m,"December 24, 2018",,,19h 30m,,
599,44852,yeetboys,PlayStation 4,19h 30m,100%,,7409349,Completed,First,,"November 10, 2018",,,19h 30m,,
600,44852,Cthulhu,PlayStation 4,19h 40m,NR,,8030273,Completed,First,,"January 13, 2019",,,19h 40m,,
601,44852,sky_solo,PlayStation 4,19h 44m,NR,Platinum,7208977,Completed,First,,"December 01, 2018",,26h 39m,19h 44m,,
602,44852,tsmith18256,PlayStation 4,19h 50m,90%,,7032098,Completed,First,,"September 13, 2018",,,19h 50m,,
603,44852,TheoKeane,PlayStation 4,19h 52m,80%,,7292199,Completed,First,,"October 21, 2018",,,19h 52m 22s,Level 50 - All Sidequests - All Collectibles,
604,44852,,PlayStation 4,20h,NR,,7031643,Completed,First,16h,,,31h,20h,,
605,44852,,PlayStation 4,20h,NR,,7045379,Completed,First,16h,,,31h,20h,,
606,44852,,PlayStation 4,20h,NR,,7093375,Completed,First,14h,,,26h,20h,,
607,44852,,PlayStation 4,20h,NR,,7858444,Completed,First,15h,,,25h,20h,,
608,44852,,PlayStation 4,20h,NR,,11287592,Completed,First,15h,,,25h,20h,,6h 43m
609,44852,Alex5101,PlayStation 4,20h,90%,,8021860,Completed,First,16h,"January 22, 2019",,,20h,,
610,44852,Ashkaan,PlayStation 4,20h,100%,,9242763,Completed,First,,"December 24, 2019",,,20h,,
611,44852,Private,PlayStation 4,20h,100%,,9317573,Completed,First,16h,"August 04, 2019",,24h,20h,,
612,44852,BRIOLOGY,PlayStation 4,20h,NR,,7948676,Completed,First,,,,,20h,,
613,44852,BeatGinger,PlayStation 4,20h,80%,,7221023,Completed,First,16h,"October 09, 2018",,24h,20h,,
614,44852,Benb998,PlayStation 4,20h,NR,,7009725,Completed,First,13h,"September 08, 2018",,,20h,,
615,44852,Brickus,PlayStation 4,20h,80%,,7444181,Completed,First,,"November 13, 2018",,,20h,,
616,44852,CastorSalvaj,PlayStation 4,20h,NR,,8252458,Completed,First,14h 15m 10s,"January 19, 2019",,24h,20h,,
617,44852,DeWalli,PlayStation 4,20h,80%,,6917904,Completed,First,,"September 22, 2018",,,20h,,
618,44852,Dispator,PlayStation 4,20h,NR,,7103358,Completed,First,16h,"September 20, 2018",,30h,20h,,
619,44852,Harvey12,PlayStation 4,20h,90%,,11496016,Completed,First,,"May 20, 2020",,,20h,,
620,44852,HidanGame,PlayStation 4,20h,NR,,7396201,Completed,First,,"November 06, 2018",,,20h,,
621,44852,Joy,PlayStation 4,20h,NR,,8127091,Completed,First,15h,"January 26, 2019",,40h,20h,,
622,44852,MrLuchador,PlayStation 4,20h,80%,,7515131,Completed,First,,"October 16, 2018",,,20h,,
623,44852,PaleoSteno,PlayStation 4,20h,NR,,8174777,Completed,First,,"September 09, 2018",,,20h,,
624,44852,Pottsy69,PlayStation 4,20h,90%,,7508518,Completed,First,,"December 18, 2018",,,20h,,
625,44852,Shef333,PlayStation 4,20h,NR,,11473492,Completed,First,,"April 17, 2020",,,20h,,
626,44852,Shenyan,PlayStation 4,20h,80%,,11225955,Completed,First,,,,,20h,,
627,44852,SkullKid2611,PlayStation 4,20h,NR,,7455303,Completed,First,15h,October,,25h,20h,,
628,44852,Private,PlayStation 4,20h,NR,,8776203,Completed,First,,,,,20h,,
629,44852,TheLavk,PlayStation 4,20h,NR,"Side missions, backpacks, labs, few hideouts",11133011,Custom List Completed,First,,"March 16, 2020",,,20h,,
630,44852,Tsubaki,PlayStation 4,20h,30%,,7018901,Completed,First,16h,,,25h,20h,,
631,44852,YuckKarma,PlayStation 4,20h,90%,,10345904,Completed,First,,"August 12, 2018",,36h,20h,,
632,44852,ao311,PlayStation 4,20h,NR,,10418364,Completed,First,,,,,20h,,
633,44852,bendikts,PlayStation 4,20h,NR,,7008806,Completed,First,,"September 11, 2018",,,20h,,
634,44852,demonswordsman,PlayStation 4,20h,NR,,7070941,Completed,First,,"September 29, 2018",,28h,20h,,
635,44852,dggoodluck,PlayStation 4,20h,90%,,7250506,Completed,First,14h 25m,"September 13, 2018",,28h 30m,20h,,
636,44852,doodlittle,PlayStation 4,20h,80%,,7136001,Completed,First,,"September 12, 2018",,,20h,,
637,44852,eldersmot,PlayStation 4,20h,90%,87%,8817956,Completed,First,,"July 07, 2019",,,20h,,
638,44852,girjeu21,PlayStation 4,20h,NR,,7297077,Replay Completed,Replay,,,,,20h,,
639,44852,iamthermaut,PlayStation 4,20h,100%,,7186313,Completed,First,12h,"October 05, 2018",,26h,20h,,
640,44852,idlxqz,PlayStation 4,20h,NR,,8077074,Completed,First,,"October 30, 2018",,,20h,,
641,44852,jamesdodd,PlayStation 4,20h,NR,,7807223,Completed,First,,"December 23, 2018",,,20h,,
642,44852,janther,PlayStation 4,20h,NR,,11364108,Completed,First,,"April 05, 2020",,,20h,,
643,44852,jarhed11,PlayStation 4,20h,80%,,11929226,Completed,First,,"June 14, 2020",,,20h,,
644,44852,katrindakatrin,PlayStation 4,20h,NR,,10495152,Completed,First,,"November 27, 2019",,,20h,,
645,44852,kevcio23,PlayStation 4,20h,NR,,9450262,Completed,Replay,,"March 13, 2020",,,20h,,
646,44852,lkember,PlayStation 4,20h,NR,,7077033,Playing Completed,First,,"November 02, 2018",,,20h,,
647,44852,matthewzertuche,PlayStation 4,20h,NR,Amazing Difficulty,11446974,Completed,First,,"January 09, 2020",,,20h,,
648,44852,mauricioreynoso123,PlayStation 4,20h,NR,Platinum and NG+ on Ultimate,10510309,Custom List 2 Completed,First,,"April 21, 2020",,32h,20h,,
649,44852,pichilin,PlayStation 4,20h,90%,,8256260,Completed,First,,"March 20, 2019",,,20h,,
650,44852,pirate924,PlayStation 4,20h,NR,,11332027,Completed,First,,"April 03, 2020",,,20h,,
651,44852,pjstran,PlayStation 4,20h,NR,,8907608,Completed,First,16h,"June 30, 2019",,,20h,,
652,44852,ricardioheartguy,PlayStation 4,20h,100%,,7377997,Completed,First,,"December 08, 2018",,,20h,,
653,44852,robertaxin,PlayStation 4,20h,NR,"80% game complete, lvl 47",7057248,Completed,First,,"September 15, 2018",,,20h,,
654,44852,strykerphoenyx,PlayStation 4,20h,NR,,8961156,Completed,First,,"August 01, 2019",,,20h,,
655,44852,sturdyserpent,PlayStation 4,20h,80%,,7395243,Completed,First,15h,,,,20h,,
656,44852,subrussian,PlayStation 4,20h,80%,,8107931,Completed,First,,"January 12, 2019",,,20h,,
657,44852,sunspear16,PlayStation 4,20h,NR,,11066152,Completed,First,,"March 22, 2020",,,20h,,
658,44852,tomoang,PlayStation 4,20h,NR,,11517499,Completed Retired,First,,"September 23, 2019",,,20h,,
659,44852,treyres,PlayStation 4,20h,80%,,9563112,Completed,First,,"September 14, 2019",,,20h,,
660,44852,vokama,PlayStation 4,20h,NR,,8119170,Completed,First,,"January 25, 2019",,,20h,,
661,44852,Private,PlayStation 4,20h,80%,,7166688,Completed,First,15h,"September 20, 2018",,25h,20h,,
662,44852,yoon,PlayStation 4,20h,80%,,8414178,Completed,First,,,,,20h,,
663,44852,DivineKataroshie,PlayStation 4,20h 03m,90%,,7022829,Completed,First,,"September 18, 2018",,,20h 03m 20s,,
664,44852,Son_of_a_Pitch,PlayStation 4,20h 03m,90%,Platinumed,7818676,Completed,First,,"January 04, 2019",,30h 55m 24s,20h 03m 51s,"Completed main story on 1/4/19 at 20h 3m 51s. Plan to 100% and get the platinum trophy.
Platinumed on 1/18/19 at 30h 55m 24s.",
665,44852,Gameon33,PlayStation 4,20h 05m,80%,,11493450,Completed,First,,"April 19, 2020",,,20h 05m,,
666,44852,SimonMiller,PlayStation 4,20h 05m,100%,,8151551,Completed,First,14h 30m,"October 10, 2018",,24h 30m,20h 05m,,
667,44852,Twilightwind,PlayStation 4,20h 10m,NR,,7860018,Completed,First,,"December 29, 2018",,31h 40m,20h 10m,,
668,44852,,PlayStation 4,20h 10m,NR,,7387611,Completed,First,13h 40m 40s,,,25h 34m 58s,20h 10m 20s,,
669,44852,ronator25,PlayStation 4,20h 15m,90%,,11477043,Completed,First,,"April 16, 2020",,,20h 15m 20s,,
670,44852,BigRobin,PlayStation 4,20h 16m,100%,,10621414,Completed,First,,"September 09, 2018",,,20h 16m,,
671,44852,shoopcoop,PlayStation 4,20h 20m,NR,"Main Story, All Backpacks and Pictures",11397005,Completed,First,,"April 09, 2020",,,20h 20m 20s,,
672,44852,deathstroke458,PlayStation 4,20h 24m,80%,,8066482,Completed,First,,"January 26, 2019",,,20h 24m,All Suits,
673,44852,black_tenchu0,PlayStation 4,20h 24m,90%,,7052334,Completed,First,14h 32m 46s,"September 09, 2018",,,20h 24m 10s,,
674,44852,wanhero,PlayStation 4,20h 27m,90%,+ 100% DLC,7242154,Completed,First,15h 27m 21s,"November 08, 2018",,37h 27m 21s,20h 27m 21s,,
675,44852,Private,PlayStation 4,20h 30m,NR,,11483391,Completed,First,,"April 18, 2020",,,20h 30m,,
676,44852,squadcar,PlayStation 4,20h 30m,80%,,6874564,Completed,First,,"September 11, 2018",,,20h 30m,,
677,44852,Joshster_1,PlayStation 4,20h 34m,90%,,7633593,Completed,First,15h 15m,"September 05, 2018",,25h 21m 45s,20h 34m 33s,,
678,44852,Sparontax,PlayStation 4,20h 40m,NR,,10830901,Completed,First,16h 10m,"September 15, 2018",,33h 25m,20h 40m,,
679,44852,ViPeZz,PlayStation 4,20h 43m,90%,,8356808,Completed,First,15h 57m,"September 14, 2018",,,20h 43m,,
