,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Personal Notes,Co-Op,Completionist,Progress,100% Speedrun,Speedrun
253,21680,ESKI514,PC,11h,NR,,8223083,Completed,First,"February 12, 2019",11h,,Approximate time taken from the Steam Library counter after beating the Devil and seeing The End screen.,,,,,
254,21680,Falconrantula,PC,11h,NR,,10942469,Completed,First,"February 05, 2020",11h,,,,,,,
255,21680,GustavoPix,PC,11h,NR,,11750672,Completed,First,"May 15, 2020",11h,,,,,,,
256,21680,Private,Nintendo Switch,11h,NR,,11854856,Completed,First,"May 28, 2020",11h,,,,,,,
257,21680,Leanest,PC,11h,60%,,10374819,Completed,First,"September 07, 2018",11h,,,,,,,
258,21680,Shenyan,PC,11h,100%,,11225982,Completed,First,,11h,,,,,,,
259,21680,albedos_shadow,PC,11h,NR,,4596015,Completed,First,"December 04, 2017",11h,,,,,,,
260,21680,benipersia,Xbox One,11h,NR,,5594887,Completed,First,"October 08, 2017",11h,,,,,,,
261,21680,Private,PC,11h,NR,,11447830,Completed,First,,11h,,,,,,,
262,21680,dfsoptimus,PC,11h,NR,,10518550,Completed,First,,11h,,,,,,,
263,21680,fygar0,PC,11h,70%,,6004037,Completed,First,"March 18, 2018",11h,,,,,,,
264,21680,garginator,PC,11h,NR,,6268670,Completed,First,"May 20, 2018",11h,,,,,,,
265,21680,Private,PC,11h,NR,"All coins found, all platforming levels (no pacifist runs), no bosses repeated",8002991,Completed,First,"September 10, 2019",11h,,Didn't focus on getting better ranks and all achievements so I could just enjoy it the first time through. May revisit to do so.,,,,,
266,21680,stefan12123434,PC,11h,100%,,9271077,Completed,Replay,,11h,,,,,,,
267,21680,zukpuvee777,PC,11h,NR,,10602413,Completed,First,"December 15, 2019",11h,,,,,,,
268,21680,Jodin,PC,11h 14m,90%,,5264541,Completed,First,"October 07, 2017",11h 14m,,,,,,,
269,21680,Private,PC,11h 15m,NR,28 out of 28 Steam achievements,5668005,Completed,First,,11h 15m,,,,18h,,,
270,21680,dj_marmar,PC,11h 25m,NR,,7894397,Completed,Replay,"December 27, 2018",11h 25m,,,,,,,
271,21680,Phillis,PC,11h 30m,NR,,10421401,Completed,First,"November 08, 2019",11h 30m,12h,,,12h 05m,,,
272,21680,NotActuallyTesco,PC,11h 30m,100%,Time is total time to unlock all achievements & S-Rank all enemies,10382947,Completed,First,"October 17, 2019",11h 30m 05s,25h 36m 10s,,,49h 46m 57s,,,
273,21680,,PC,11h 31m,NR,,5292086,Completed,First,,11h 31m,,,,,,,
274,21680,,PC,11h 36m,NR,,8559244,Completed,First,,11h 36m,,,,,,,
275,21680,crisn,PC,11h 40m,NR,,7153825,Completed,First,"September 30, 2018",11h 40m,,,,,,,
276,21680,,Xbox One,11h 50m,NR,,8551988,Completed,First,,11h 50m,,,,,,,
277,21680,gilbster,PC,11h 51m,NR,,7044892,Completed,First,,11h 51m,,,,,,,
278,21680,DMC_Dante,Xbox One,12h,NR,,7938238,Completed,First,,12h,12h 59m,,,,,,
279,21680,Genoci,PC,12h,100%,,9060956,Completed,First,October 2017,12h,,,,,,,
280,21680,HornyKontor,PC,12h,NR,,10500053,Completed,First,"November 28, 2019",12h,,,,,,,
281,21680,JoseSLD,Nintendo Switch,12h,90%,,10275811,Completed,First,"October 20, 2019",12h,,,,,,,
282,21680,Private,Xbox One,12h,NR,,8073996,Completed,First,"October 20, 2017",12h,20h,,,,,,
283,21680,SolidJaum,PC,12h,NR,,5443640,Completed,First,"December 09, 2017",12h,,,,,,,
284,21680,Villamor,PC,12h,NR,,8842734,Completed,First,"May 25, 2019",12h,,,,,,,
285,21680,carvv,PC,12h,NR,,5351589,Completed,First,"November 19, 2017",12h,,,,,,,
286,21680,couchbattle,PC,12h,NR,,5219756,Completed,First,"October 07, 2017",12h,25h,,,,,,
287,21680,danhar1988,PC,12h,80%,,5742093,Completed,First,,12h,,,,,,,
288,21680,dcomarata,PC,12h,NR,,8738846,Completed,First,"November 06, 2017",12h,,,,,,,
289,21680,digitalschism96,Xbox One,12h,80%,,8552683,Completed,First,"March 31, 2019",12h,,,,,,,
290,21680,h4lc0n,PC,12h,NR,,5226961,Completed,First,"October 28, 2017",12h,,,,,,,
291,21680,rusocabron,Nintendo Switch,12h,80%,,11322761,Completed,First,"April 02, 2020",12h,,,,,,,
292,21680,wavetactic,Xbox One,12h,NR,,6414487,Completed,First,"June 16, 2018",12h,,,,,,,
293,21680,Mivexil,PC,12h 19m,100%,,5637091,Completed,First,"October 26, 2017",12h 19m,,,,,,,
294,21680,MrBungle5,Xbox One,12h 28m,90%,"Normal mode, regular weapon, only the auto-parry used",8566177,Completed,First,"April 23, 2019",12h 28m,,,,,,,
295,21680,slhgo,PC,12h 30m,90%,,5214724,Completed,First,,12h 30m,,,,,,,
296,21680,swankyr,PC,12h 30m,NR,"All achievements unlocked, P-rank'd and Expert mode",8911536,Completed,First,"June 07, 2019",12h 30m,14h,,,23h,,,
297,21680,Private,PC,12h 32m,NR,Devil beaten,5112812,Completed,First,"October 03, 2017",12h 32m 21s,,,,,,,
298,21680,strwbrryjams,Xbox One,12h 33m,NR,,10791748,Completed,First,"October 26, 2018",12h 33m,16h 21m,,,23h 22m,,,
299,21680,,PC,13h,NR,,5238209,Completed,First,,13h,,,,,,,
300,21680,CorticusMaximus,PC,13h,90%,,5113057,Completed,First,"November 07, 2017",13h,,,,,,,
301,21680,DemonRebuilt,PC,13h,NR,,5397930,Completed,First,,13h,,,,,,,
302,21680,Freppe,PC,13h,100%,,8466403,Completed,First,"November 23, 2019",13h,,,,,,,
303,21680,Jarble,PC,13h,90%,,10592032,Completed,First,"December 27, 2017",13h,,,,,,,
304,21680,JoueurCitoyen,PC,13h,NR,,5384501,Completed,First,"November 26, 2017",13h,,,,,,,
305,21680,acep,PC,13h,NR,,5241752,Completed,First,"October 28, 2017",13h,,,,,,,
306,21680,animotiks,Nintendo Switch,13h,100%,,9162954,Completed,First,,13h,16h,,,25h,,,
307,21680,cphillips124,PC,13h,NR,,5120820,Completed,First,"January 02, 2018",13h,,,,,,,
308,21680,greenputty,PC,13h,100%,,5179757,Completed,First,"October 16, 2017",13h,,,,,,,
309,21680,kevon24,PC,13h,80%,,11982074,Completed,First,"June 13, 2020",13h,,,,,,,
310,21680,marcialwar,PC,13h,NR,,6315150,Completed,First,2017,13h,,,,,,,
311,21680,pollo200,Xbox One,13h,90%,,11608658,Completed,First,"December 30, 2018",13h,,,,,,,
312,21680,trape,Nintendo Switch,13h,90%,,11808915,Completed,First,2019,13h,,,,,,,
313,21680,finleyt32,PC,13h 01m,70%,,6606182,Completed,First,,13h 01m,,,,,,,
314,21680,instafluff,PC,13h 17m,NR,,5190992,Completed,First,"September 29, 2017",13h 17m,,,,,,,
315,21680,,PC,13h 30m,NR,,5145551,Completed,Replay,,13h 30m,15h,,,,,,
316,21680,ssk,PC,13h 40m,NR,,6136600,Completed,First,,13h 40m,,,,,,,
317,21680,Hiorth,PC,13h 42m,NR,,6102091,Completed,First,,13h 42m,,,,,,,
318,21680,ROBALEXXX_CP,Xbox One,13h 44m,100%,,5143216,Completed,First,"October 07, 2017",13h 44m,23h 36m,,,,,,
319,21680,EmperorGandhi,PC,13h 48m,80%,,6624253,Completed,First,"January 15, 2018",13h 48m,,,,,,,
320,21680,GilJaysmith,PC,13h 53m,100%,Final score 96%. Didn't have enough coins to buy two of the upgrades.,5044257,Completed,First,"October 05, 2017",13h 53m,,,,,,,
321,21680,,PC,14h,NR,,8404908,Completed,First,,14h,,,,,,,
322,21680,,PC,14h,NR,,9205520,Completed,First,,14h,,,,,,,
323,21680,Chaton,PC,14h,NR,,11813941,Completed,First,"May 22, 2020",14h,,,,26h,,,
324,21680,Private,Nintendo Switch,14h,NR,,8975711,Completed,First,"June 16, 2019",14h,,,,,,,
325,21680,MrPardal,PC,14h,100%,,11633447,Completed,First,"April 08, 2020",14h,,,,,,,
326,21680,NickPG44,PC,14h,100%,,10591984,Completed,First,"December 07, 2019",14h,17h,,,24h,,,
327,21680,arborpunk,PC,14h,80%,,5199708,Completed,First,"January 13, 2018",14h,,,,,,,
328,21680,donvitogonzalle,PC,14h,NR,,5656284,Completed,First,"January 14, 2018",14h,,,,,,,
329,21680,master94ga,PC,14h,NR,,10351841,Completed,First,2017,14h,,,,,,,
330,21680,Private,Nintendo Switch,14h,100%,,8767832,Completed,First,"May 14, 2019",14h,,,,,,,
331,21680,rodrigofarias,PC,14h,NR,,6130812,Completed,First,"August 18, 2018",14h,,,,,,,
332,21680,ShellshockPrime,PC,14h 09m,NR,,10263382,Completed,First,"April 04, 2019",14h 09m,,,,,,,
333,21680,Hennessy,Nintendo Switch,14h 20m,NR,,10830924,Completed,First,"May 13, 2020",14h 20m,,,,,,,
334,21680,frizbee,PC,14h 20m,NR,,5577707,Completed,First,"December 17, 2017",14h 20m,,,,,,,
335,21680,Billob,PC,14h 30m,90%,,7402838,Completed,First,"November 11, 2018",14h 30m,,,,,,,
336,21680,BurgerJuice24,Xbox One,14h 30m,90%,Includes beating it on expert which is unlocked after beating it on regular and it is HARD,5235702,Completed,First,"September 29, 2017",14h 30m,16h,,,25h,,,
337,21680,peroxy,Nintendo Switch,14h 30m,100%,,11265230,Completed,Replay,"March 27, 2020",14h 30m,,,,,,,
338,21680,pedrix,Nintendo Switch,14h 40m,90%,"Defeated all bosses, all but 2 with A ranking. Around 20 achievements. 2 run and gun stages missing.",8773579,Completed,First,"May 14, 2019",14h 40m,,,,,,,
339,21680,,PC,14h 48m,NR,,7806457,Completed,First,,14h 48m,,,,,,,
340,21680,TheOro44,PC,14h 50m,90%,"Normaler Durchgang, blind.",5179574,Completed,Replay,,14h 50m,,"---
Absoluter Geniestreich, ein Spiel hat in erster Linie mit purem Gameplay zu ueberzeugen, aber Cuphead setzt einen drauf mit einem wunderschoenem, handgemaltem Art-Design. Auch auf der One verfuegbar.",,,,,
341,21680,Thrawn4,PC,14h 51m,90%,,5168891,Completed,First,"October 13, 2017",14h 51m,,,,,,,
342,21680,,PC,15h,NR,,5159062,Completed,First,,15h,,,,,,,
343,21680,,PC,15h,NR,,5204786,Completed,First,,15h,30h,,,,,,
344,21680,,PC,15h,NR,,5334464,Completed,First,,15h,,,,,,,
345,21680,,Nintendo Switch,15h,NR,,8854624,Completed,First,,15h,,,,30h,,,
346,21680,2miaou,PC,15h,NR,,10862435,Completed,First,"January 23, 2020",15h,,,,,,,
347,21680,Crashius38,PC,15h,90%,,7342001,Completed,First,,15h,16h,,,,,,
348,21680,King_K,Xbox One,15h,90%,,7263510,Completed,First,"October 08, 2017",15h,17h,,,,,,
349,21680,Mapa17,Nintendo Switch,15h,80%,,11820317,Completed,First,"May 22, 2020",15h,,,,,,,
350,21680,MarcosBellido,Nintendo Switch,15h,NR,,9280448,Completed,First,"June 01, 2019",15h,,,,,,,
351,21680,billbox1991,Nintendo Switch,15h,NR,,8818096,Completed,First,"May 19, 2019",15h,,,,,,,
352,21680,corsayr,PC,15h,90%,,10918113,Completed,First,"July 28, 2019",15h,,,,,,,
353,21680,Private,Nintendo Switch,15h,80%,,9017617,Completed,First,"June 16, 2019",15h,,,,,,,
354,21680,footedjupiter,PC,15h,80%,,10423031,Completed,First,"November 13, 2019",15h,,,,,,,
355,21680,garo00,PC,15h,80%,,6471569,Custom List Completed,First,,15h,,,,,20h 47m /,,
356,21680,itswallsss,PC,15h,NR,,11421233,Completed,First,,15h,,,,,,,
357,21680,leonkenedystan1,Xbox One,15h,70%,,10938432,Completed,First,"February 04, 2020",15h,,,,,,,
358,21680,torchrandall,Xbox One,15h,NR,,10626051,Completed,First,"December 20, 2019",15h,,,,,,,
359,21680,volkyrie,Nintendo Switch,15h,60%,,10953235,Completed,First,"February 08, 2020",15h,,,,,,,
360,21680,BrickTrain,PC,15h 03m,70%,,6453917,Completed,First,"July 11, 2019",15h 03m,,,,,,,
361,21680,fufful,Xbox One,15h 18m,90%,,8570130,Completed,First,"June 07, 2019",15h 18m,,,,,,,
362,21680,RoccoS,PC,15h 32m,NR,"Good ending , missing 4coins",5122714,Completed,First,"October 17, 2017",15h 32m 40s,,,,,,,
363,21680,Calyampudi,PC,15h 40m,NR,,11720217,Completed,First,"May 12, 2020",15h 40m,,,,,,,
364,21680,brycecarey,PC,15h 43m,80%,,7521257,Completed,First,"February 10, 2019",15h 43m 12s,,grim matchstick actually made me cry,,,,,
365,21680,,PC,16h,NR,,5506634,Completed,First,,16h,,,,,,,
366,21680,,PC,16h,NR,,5520379,Completed,First,,16h,,,,,,,
367,21680,,PC,16h,NR,,5621632,Completed,First,,16h,,,,,,,
368,21680,BrittleBonesJones,PC,16h,90%,,11078299,Completed,First,,16h,,,,,,,
369,21680,KingGhuleh,Xbox One,16h,100%,,5129106,Completed,First,"October 03, 2017",16h,,,,,,,
370,21680,absurdtales,PC,16h,NR,,8999926,Completed,First,"April 10, 2019",16h,,,,,,,
371,21680,onewingwazi,PC,16h,NR,,5842619,Completed,First,"February 06, 2018",16h,,,,,,,
372,21680,richard713,Xbox One,16h,NR,,8903695,Completed,First,"June 06, 2019",16h,,,,,,,
373,21680,,PC,16h 05m,NR,,8178096,Completed,First,,16h 05m,,,,,,,
374,21680,,PC,17h,NR,,5720880,Completed,First,,17h,,,,,,,
375,21680,,PC,17h,NR,,8432832,Completed,First,,17h,,,,,,,
376,21680,DFW_Robbo,PC,17h,NR,,11233528,Completed,First,"March 24, 2020",17h,,,,,,,
377,21680,Nicholas4Tech,PC,17h,NR,,7793826,Completed,First,"February 23, 2018",17h,,,,,,,
378,21680,Skywalker12,Xbox One,17h,100%,,8518230,Completed,First,,17h,,,,,,,
379,21680,ericoxide86,PC,17h,NR,,10889924,Completed,First,"August 11, 2018",17h,,,,,,,
380,21680,piousapostasy,PC,17h,90%,,6584400,Completed,First,"July 12, 2018",17h,,,,,,,
381,21680,SmilingShadows,PC,17h 30m,80%,,8921244,Completed,First,,17h 30m,,,,,,,
382,21680,,PC,17h 31m,NR,,9201128,Completed,First,,17h 31m 52s,,,,,,,
383,21680,,PC,17h 40m,NR,,5152725,Completed,First,,17h 40m,,,,,,,
384,21680,,Nintendo Switch,18h,NR,,11952266,Completed,Replay,,18h,20h,,,30h,,,
385,21680,Milton_touchdown,Xbox One,18h,NR,,8547478,Completed,First,,18h,,,,,,,
386,21680,TheDeadSkin,PC,18h,NR,,5166898,Completed,First,"October 11, 2017",18h,20h,,,,,,
387,21680,codingoat,PC,18h,NR,,10633607,Completed,First,,18h,,,18h,,,,
388,21680,fusrodah,PC,18h 15m,90%,,7903243,Completed,First,"January 01, 2019",18h 15m,,,,,,,
389,21680,laughlin4,PC,18h 24m,90%,,8134750,Completed,First,"October 14, 2017",18h 24m,,,,,,,
390,21680,Linkelda,Xbox One,18h 27m,80%,"Story ( really hard game, i'm not really good at those type of games )",5164961,Completed,First,,18h 27m,,,,,,,
391,21680,DerekCroswhite,PC,3h 18m,100%,100% Regular Mode. Second play through. 48 Deaths.,7279956,Completed,Replay,"October 20, 2018",,3h 18m,,,,,,
392,21680,Private,Xbox One,4h 15m,70%,,11408090,Completed,First,"October 06, 2017",,4h 15m,,,,,,
393,21680,,PC,4h 20m,NR,,5114018,Completed,First,,,4h 20m,,,,,,
394,21680,,PC,4h 24m,NR,,5335831,Completed,First,,,4h 24m,,,,,,
395,21680,,PC,4h 28m,NR,"All bosses, all coins",5175115,Completed,First,,,4h 28m,,,,,,
396,21680,,PC,4h 30m,NR,,5143253,Completed,First,,,4h 30m,,,,,,
397,21680,Dario64,PC,4h 46m,80%,"Beat on Normal, Some A Ranks, not all Coins.",10398849,Completed,First,"November 26, 2017",,4h 46m,,,,,,
398,21680,,PC,5h,NR,,5199659,Completed,First,,,5h,,,,,,
399,21680,Fnord,PC,5h 42m,NR,,6264928,Completed,First,"May 19, 2018",,5h 42m,,,,,,
400,21680,,PC,5h 45m,NR,,5127209,Completed,First,,,5h 45m,,,,,,
401,21680,PossesseDCoW,PC,5h 49m,NR,,5122075,Completed,First,"October 01, 2017",,5h 49m,,,,,,
402,21680,,PC,6h,NR,,5286528,Completed,First,,,6h,,,,,,
403,21680,,PC,6h,NR,,5462401,Completed,First,,,6h,,,,,,
404,21680,Semlan,PC,6h,90%,,5127942,Completed,First,"October 03, 2017",,6h,,,,,,
405,21680,Shuev_,PC,6h,NR,,10348485,Completed,First,"November 02, 2019",5h 30m,6h,,,32h,,,
406,21680,Torakie,PC,6h,NR,,11867495,Completed,First,"December 28, 2019",,6h,,,,,,
407,21680,cxxflame,PC,6h,80%,,9325436,Completed,First,"December 25, 2017",,6h,,,,,,
408,21680,theworldisadrag,Nintendo Switch,6h,100%,all coins and all bosses on Regular.,10967411,Completed,First,"February 09, 2020",,6h,,,,,,
409,21680,hutmaniac,PC,6h 04m,NR,"Once through on all levels, normal difficulty. 'A-' or 'A' grades on most. A couple 'B's, one 'A+'.",5641232,Completed,First,"April 01, 2019",,6h 04m,,,,,,
410,21680,dagrum,PC,6h 13m,80%,,8436254,Completed,First,"March 09, 2019",,6h 13m,,,,,,
411,21680,,PC,6h 14m,NR,,7793389,Completed,First,,5h 02m 11s,6h 14m 55s,,,9h 12m 46s,,,
412,21680,Archer,PC,6h 23m,100%,,5134812,Completed,First,"October 06, 2017",,6h 23m,,,,,,
413,21680,Oddsor,PC,6h 24m,NR,,11075100,Completed,First,"February 29, 2020",,6h 24m,,,,,,
414,21680,,PC,6h 30m,NR,,5117775,Completed,First,,4h,6h 30m,,,,,,
415,21680,,PC,6h 30m,NR,,5132454,Completed,First,,,6h 30m,,,,,,
416,21680,8BitHeroo,PC,6h 36m,NR,,11647582,Completed,First,"May 04, 2020",,6h 36m,,,,,,
417,21680,Everdred,Xbox One,6h 42m,90%,94% completed. Devil beat. Died 185 times.,7515345,Completed,First,"November 28, 2018",5h 42m,6h 42m,,,,,,
418,21680,,PC,6h 45m,NR,,5188676,Completed,First,,,6h 45m,,,,,,
419,21680,,PC,6h 50m,NR,,5182222,Completed,First,,,6h 50m,,,,,,
420,21680,Robbamatic,PC,6h 50m,NR,,5145461,Completed,First,"October 08, 2017",,6h 50m,,,16h 08m,,,
421,21680,mito_cl,Nintendo Switch,6h 55m,90%,100% (not achievements),8639241,Completed,First,"May 12, 2019",6h 30m,6h 55m,,,,,,
422,21680,,PC,7h,NR,"Completed all on Normal, collected all coins. Rankings from A+ to B-.",5132369,Completed,First,,,7h,,,,,,
423,21680,KrisMactavish,PC,7h,NR,,5122939,Completed,First,"October 02, 2017",6h,7h,,,,,,
424,21680,Pipistrele,PC,7h,80%,,7346522,Completed,First,,,7h,,,,,,
425,21680,Wibblewozzer,PC,7h,NR,Completed Normal with all coins collected. Every level/boss with A+ through B- ranks.,5148277,Completed,First,"October 01, 2017",,7h,,,,,,
426,21680,,PC,7h 24m,NR,,6804013,Completed,First,,,7h 24m,,,,,,
427,21680,veeX,PC,7h 24m,90%,,5355467,Completed,First,"November 18, 2017",,7h 24m,,,,,,
428,21680,Private,PC,7h 25m,NR,,5562265,Completed,First,"July 29, 2018",,7h 25m,,,,,,
429,21680,DOUGLAS,PC,7h 30m,80%,,5137166,Completed,First,"October 06, 2017",,7h 30m,,,,,,
430,21680,pukecloud,PC,7h 30m,100%,,5374490,Completed,First,"November 24, 2017",,7h 30m,,,,,,
431,21680,MrSharkie,PC,7h 48m,NR,,6020890,Completed,First,"March 23, 2018",,7h 48m,,,,,,
432,21680,,PC,8h,NR,,5124065,Completed,First,,,8h,,,,,,
433,21680,,PC,8h,NR,,5128299,Completed,First,,7h,8h,,,15h,,,
434,21680,,PC,8h,NR,,5133324,Completed,First,,,8h,,,,,,
435,21680,,PC,8h,NR,,5147438,Completed,First,,,8h,,,,,,
436,21680,,PC,8h,NR,Everything except all A/P ranks and all levels on Expert,8378552,Completed,First,,6h 30m,8h,,,,,,
437,21680,JabrZee,PC,8h,NR,,5130605,Completed,First,"October 04, 2017",,8h,,,,,,
438,21680,Kengeki4025,PC,8h,90%,,5379145,Completed,First,"November 28, 2017",,8h,,,,,,
439,21680,Rytogren,PC,8h,NR,,6467920,Completed,First,,,8h,,,,,,
440,21680,TwoThrones,PC,8h,80%,,5124823,Completed,First,"October 28, 2017",,8h,,,,,,
441,21680,Uschluch,PC,8h,NR,,6570194,Completed,First,October 2017,,8h,,,,,,
442,21680,heychrisfox,PC,8h,70%,,5838709,Completed,First,"January 11, 2018",,8h,,,,,,
443,21680,rebel_lion,PC,8h,NR,,7206986,Completed,First,"October 07, 2018",,8h,,,,,,
444,21680,sinkzor,PC,8h,NR,,10792195,Completed,First,"January 10, 2020",,8h,,,,,,
445,21680,,PC,8h 02m,NR,All levels on hard,5414481,Completed,Replay,,7h 50m 02s,8h 02m 17s,,,11h 59m 06s,,,
446,21680,ShotgunRain32,PC,8h 19m,NR,,5140096,Completed,First,"November 07, 2017",,8h 19m 21s,,,,,,
447,21680,WiiWill,PC,8h 24m,90%,,5699769,Completed,First,"October 14, 2017",,8h 24m,,,,,,
448,21680,,Xbox One,8h 30m,NR,,7507335,Completed,First,,7h,8h 30m,,,20h,,,
449,21680,minecarman,PC,8h 30m,80%,,11171305,Completed,Replay,"January 02, 2020",,8h 30m,,,,,,
450,21680,TinyAria,PC,8h 34m,NR,,5164907,Completed,First,"October 10, 2017",,8h 34m,,,,,,
451,21680,skeletongaming,PC,8h 35m,90%,This is for every level in the game & every contract. 173 Deaths. Game save is at 98%,10750056,Completed,First,"January 04, 2020",,8h 35m,,,,,,
452,21680,julinho56,Nintendo Switch,8h 36m,NR,,8699667,Completed,First,"May 02, 2019",,8h 36m 55s,,,,,,
453,21680,Private,PC,8h 40m,100%,,5249873,Completed,First,"November 01, 2017",8h,8h 40m,,,,,,
454,21680,ChaseTheDot,PC,8h 45m,90%,,6129284,Completed,First,"March 18, 2018",,8h 45m 56s,,,,,,
455,21680,,Xbox One,8h 47m,NR,,5437074,Completed,First,,6h 28m 17s,8h 47m 21s,,,9h 36m 51s,,,
456,21680,,PC,9h,NR,,5137215,Completed,First,,,9h,,,,,,
457,21680,,PC,9h,NR,,5143430,Completed,First,,7h,9h,,,12h,,,
458,21680,,PC,9h,NR,,5158301,Completed,First,,8h,9h,,,19h,,,
459,21680,,PC,9h,NR,,5564462,Completed,First,,8h,9h,,,18h,,,
460,21680,BCslav,PC,9h,NR,,6093262,Completed,First,"October 29, 2017",,9h,,,,,,
461,21680,Private,PC,9h,NR,,9219241,Completed,First,"July 24, 2019",,9h,,,,,,
462,21680,Private,Xbox One,9h,NR,,9219242,Completed,Replay,"July 24, 2019",,9h,,,,,,
463,21680,Dkmurphy,PC,9h,NR,,8441633,Completed,First,"March 10, 2019",,9h,,,,,,
464,21680,Private,PC,9h,NR,,5126035,Completed,First,"October 02, 2017",,9h,,,,,,
465,21680,Mandulum,PC,9h,80%,,6716237,Completed,First,"July 30, 2018",,9h,,,,,,
466,21680,Marloges,PC,9h,80%,"Got all of the coins, which are all unlockables from what I could tell.",6364724,Completed,First,"June 13, 2018",8h 30m,9h,"Took me quite a while to beat, since I kept putting this on-hold for some reason. I have to say, the game was pretty tough at some parts, but it felt very rewarding to beat.",,,,,
467,21680,SlightlyAbovAvrg,PC,9h,100%,"Pacifist all the run n' gun section and S ranked the first two bosses. Can't do Hildaberg, but still attempting.",5218406,Completed,First,"October 21, 2017",4h,9h,,,,,,
468,21680,Stillborn,PC,9h,NR,,8398224,Completed,First,,,9h,,,,,,
469,21680,Youjair,PC,9h,NR,,6049028,Completed,First,"March 28, 2018",,9h,,,,,,
470,21680,jhamonnet,Nintendo Switch,9h,90%,,8677708,Completed,First,"April 30, 2019",,9h,,,,,,
471,21680,nhZack,PC,9h,70%,,7633316,Completed,First,,,9h,"I tried to go for 100% at first, but the run-and-gun stages were annoying, so in the later parts of the game I skipped them whenever possible.",,,,,
472,21680,tip,PC,9h,70%,,10921450,Completed,First,"February 22, 2018",,9h,,,,,,
473,21680,Private,PC,9h 16m,NR,,11442097,Completed,First,"January 14, 2020",,9h 16m,,,,,,
474,21680,Jonny,PC,9h 23m,100%,,5238780,Completed,First,"October 30, 2017",,9h 23m,,,,,,
475,21680,,PC,9h 30m,NR,,5120868,Completed,First,,9h,9h 30m,,,,,,
476,21680,rockmandude,PC,9h 30m,NR,,5174171,Completed,First,"October 14, 2017",,9h 30m,,,,,,
477,21680,adrizg,PC,9h 34m,90%,,6475974,Completed,First,"June 26, 2018",,9h 34m 07s,,,24h,,,
478,21680,SwiftKyri,PC,9h 40m,100%,,6995521,Completed,First,"January 06, 2019",,9h 40m 31s,,,,,,
479,21680,,PC,9h 48m,NR,,6431169,Completed,First,,,9h 48m,,,,,,
480,21680,pedrosfogaca,PC,9h 55m,100%,,10415600,Completed,First,"November 12, 2019",,9h 55m,,,,,,
481,21680,,PC,10h,NR,,5398588,Completed,First,,,10h,,,,,,
482,21680,,PC,10h,NR,,11855757,Completed,First,,8h,10h,,,30h,,,
483,21680,Dragnix7890,PC,10h,NR,,5165429,Completed,First,"October 12, 2017",,10h,,,,,,
484,21680,Exeloxs666,Nintendo Switch,10h,NR,,8818668,Completed,First,,,10h,,,,,,
485,21680,Heartscar,PC,10h,NR,,5904169,Completed,First,"February 28, 2018",,10h,,,,,,
486,21680,HenryVIIII,Xbox One,10h,90%,,5129015,Completed,First,"October 14, 2017",,10h,,,,,,
487,21680,Jayrab,PC,10h,90%,"Completed main story on Regular, collected all coins in Run and Gun levels and map, got at least a B on all stages.",5523887,Completed,First,"December 27, 2017",,10h,,,,,,
488,21680,Kenri,Nintendo Switch,10h,NR,,10916403,Completed,First,"January 31, 2020",,10h,,,,,,
489,21680,LatiosGigetto,PC,10h,NR,,11506977,Completed,First,,,10h,,,,,,
490,21680,LittleRedemption,PC,10h,90%,,5291867,Completed Retired,First,"November 09, 2017",8h,10h,,,12h,,,
491,21680,MiLorDrs,Nintendo Switch,10h,90%,,8839773,Completed,First,"May 25, 2019",,10h,,,,,,
492,21680,Nemanzin,PC,10h,NR,,11658860,Completed,First,"May 01, 2020",,10h,,,,,,
493,21680,Nordie,Nintendo Switch,10h,NR,,9586029,Completed,First,"September 10, 2019",,10h,,,,,,
494,21680,SnowJamm,PC,10h,NR,,5128288,Completed,First,"October 03, 2017",7h,10h,,,,,,
495,21680,bladedawg,PC,10h,NR,,5099504,Completed,First,"December 09, 2017",,10h,,,,,,
496,21680,ercea,Nintendo Switch,10h,NR,"Main Story, unlocked some weapons",11808981,Completed,First,"May 15, 2020",,10h,,,,,,
497,21680,jidar,PC,10h,NR,All bosses and levels on regular. Great game.,5142214,Completed,First,"October 07, 2017",,10h,,,,,,
498,21680,marcpq,PC,10h,NR,,5428714,Completed,First,,,10h,,,,,,
499,21680,Private,Nintendo Switch,10h,90%,,8995646,Completed,First,,,10h,,,,,,
500,21680,nuggnugg,Nintendo Switch,10h,NR,,11513658,Completed,First,"April 20, 2020",,10h,,,,,,
501,21680,r_foeburden,PC,10h,NR,,5210536,Completed,First,"October 27, 2017",,10h,,,,,,
502,21680,seroc000,PC,10h,NR,,5388706,Completed,First,"November 27, 2017",,10h,,,,,,
503,21680,tankman,Nintendo Switch,10h,NR,,10982108,Completed,First,"February 18, 2020",,10h,"Started Feb. 12, 2020",,,,,
504,21680,weissnicht01,PC,10h,NR,,6265683,Completed,First,"May 04, 2018",9h 30m,10h,,,16h 49m,,,
505,21680,RedTrollinhowser,PC,10h,100%,,5136054,Completed,First,"November 22, 2017",,10h 36s,,,,,,
506,21680,,PC,10h 03m,NR,"Collected all coins, beat all bosses and run & gun stages",5118749,Completed,First,,,10h 03m,,,,,,
