,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Vs.,Progress,Personal Notes,Speedrun,Co-Op
516,12707,MartinEzy225,PlayStation 4,26h,NR,,9171244,Completed,First,"July 17, 2019",26h,42h,,,,,,
517,12707,Merijnj,PC,26h,90%,,5296260,Completed,First,"November 10, 2017",26h,,,,,,,
518,12707,Private,Xbox One,26h,60%,Did a few side missions here and there but mostly stuck to story missions.,1144245,Completed,First,"January 26, 2015",26h,,,,,,,
519,12707,TheSquashySquid,Xbox One,26h,NR,,7376844,Completed,First,"November 02, 2018",26h,,,,,,,
520,12707,Zombiekiller6,PlayStation 4,26h,90%,,914871,Backlog Replay Completed,First,,26h,,54h,,,,,
521,12707,akbhagat97,PlayStation 4,26h,NR,,10678320,Completed,First,,26h,,,,,,,
522,12707,ketiakpaus,PC,26h,60%,,8600065,Completed,First,"April 11, 2019",26h,,,,,,,
523,12707,pollo200,Xbox 360,26h,60%,,11608632,Completed,First,"April 30, 2015",26h,,,,,,,
524,12707,shadehunter,Xbox 360,26h,NR,,4172407,Completed,First,,26h,,,,,,,
525,12707,stevekwan,PlayStation 4,26h,90%,,508325,Completed,First,"February 10, 2014",26h,,,,,,,
526,12707,JepzHD,PC,26h 43m,70%,,8254442,Completed,First,,26h 43m,,,,,,,
527,12707,Sora9112,PlayStation 3,26h 45m,80%,,755353,Completed,First,"October 03, 2015",26h 45m 36s,,39h 58m 19s,,,,,
528,12707,Not_Moose,Xbox One,26h 48m,NR,,10819506,Completed,First,"January 15, 2020",26h 48m,,,,,,,
529,12707,kenilshah,Xbox 360,26h 50m,NR,,5293224,Completed,First,,26h 50m,,,,,,,
530,12707,,Xbox One,27h,NR,,973026,Completed,First,,27h,37h,50h,,,,,
531,12707,,PlayStation 3,27h,NR,,2579372,Completed,First,,27h,35h,50h,4h,,,,3h
532,12707,Empyrea,PlayStation 3,27h,90%,,6318583,Completed,First,"September 17, 2017",27h,,,,,,,
533,12707,FUki,PC,27h,NR,,7276839,Completed,First,,27h,,,,,,,
534,12707,Wrathzog,PC,27h,70%,,3811700,Completed,First,"December 12, 2015",27h,,,,,,,
535,12707,grkoblitz,PC,27h,NR,,4601423,Completed,First,,27h,,,,,,,
536,12707,guandresilva29,PlayStation 3,27h,NR,,8630067,Completed,First,"June 25, 2014",27h,,,,,,,
537,12707,koma,PlayStation 4,27h,90%,estimated,1029088,Completed,First,"October 15, 2014",27h,,,,,,,
538,12707,kbandze,PC,27h 03m,100%,,648278,Completed,First,"February 22, 2014",27h 03m 30s,,,,,,,
539,12707,Henrysaurus,PlayStation 3,27h 15m,NR,,2697206,Completed,First,"March 06, 2016",27h 15m 29s,,,,,,,
540,12707,Kaelticus,PC,27h 18m,70%,,6114143,Completed,First,"August 02, 2018",27h 18m 13s,,,,,,,
541,12707,SharedFate,Xbox 360,27h 23m,NR,,2622847,Completed,First,"May 25, 2016",27h 23m,,,,,,,
542,12707,Linkelda,Xbox 360,27h 53m,100%,,5113499,Completed,First,,27h 53m,,,,,,,
543,12707,rocafelton,PlayStation 3,27h 57m,90%,,743859,Completed,First,"May 30, 2014",27h 57m 49s,,,,,,,
544,12707,CrazyK_Bub,Xbox One,27h 58m,NR,,4180013,Completed,First,"May 26, 2016",27h 58m,,,,,,,
545,12707,,PC,28h,NR,,5410922,Completed,First,,28h,,,,,,,
546,12707,Felypson,PlayStation 4,28h,90%,,5003743,Completed,Replay,"October 08, 2016",28h,45h,60h,,,,,
547,12707,Hjuno,PC,28h,NR,,10774877,Completed,First,"January 08, 2020",28h,,,,,,,
548,12707,Informal,PC,28h,NR,+ a bit of the extras,6508954,Completed,First,"July 02, 2018",28h,,,,,,,
549,12707,Pillendreher,PlayStation 3,28h,70%,,2751345,Completed,First,"March 20, 2016",28h,,,,,,,
550,12707,Sankt_Magni,PC,28h,NR,,10450799,Completed,First,"February 23, 2017",28h,,42h,,,,,
551,12707,Soreyasu,Xbox 360,28h,NR,,10974517,Completed,First,"February 11, 2020",28h,,,,,,,
552,12707,david_lvov1,Wii U,28h,80%,,762935,Completed,First,"June 18, 2014",28h,,,,,,,
553,12707,donpd,PlayStation 4,28h,NR,,4567346,Completed,First,"June 14, 2017",28h,42h,,,,,,
554,12707,sbudhram,PC,28h,NR,,2632024,Backlog Completed,First,"October 19, 2019",28h,,,,28h /,,,
555,12707,beearmy,Xbox One,28h 05m,70%,,4330121,Completed,Replay,"July 11, 2017",28h 05m,,,,,,,
556,12707,,PlayStation 3,28h 21m,NR,,513154,Completed,First,,28h 21m,,,,,,,
557,12707,,PlayStation 4,28h 30m,NR,,1157046,Completed,First,,28h 30m,,,,,,,
558,12707,RahmBro,PC,28h 50m,NR,,3702405,Completed,First,"October 11, 2015",28h 50m,45h 40m,61h 50m,,,,,
559,12707,Bobjam,PlayStation 4,29h,80%,,525610,Completed,First,"December 06, 2013",29h,,,,,,,
560,12707,stefan1326,PlayStation 4,29h,NR,,790816,Completed,First,"July 17, 2014",29h,,,,,,,
561,12707,,PlayStation 4,29h 32m,NR,,5510611,Completed,First,,29h 32m,,,,,,,
562,12707,omgame101,PC,29h 45m,90%,,1349972,Completed,First,"May 18, 2015",29h 45m,,,,,,,
563,12707,,PlayStation 4,30h,NR,,709564,Completed,First,,30h,,,,,,,
564,12707,,PlayStation 4,30h,NR,,3734783,Completed,First,,30h,40h,70h,,,,,
565,12707,,PlayStation 4,30h,NR,,3734809,Completed,First,,30h,45h,70h,,,,,
566,12707,,Xbox One,30h,NR,,10743017,Completed,First,,30h,,,,,,,
567,12707,,PC,30h,NR,,11035215,Completed,First,,30h,96h,113h,,,,,
568,12707,Artog,PC,30h,NR,,10831340,Completed,First,"January 17, 2020",30h,,,,,,,
569,12707,BaldKatz,PC,30h,NR,,1707342,Completed,First,,30h,50h,68h,20h,,,,
570,12707,Getteo,PC,30h,70%,,8068440,Completed,First,"July 05, 2014",30h,,,,,,,
571,12707,GodotIV,PlayStation 3,30h,80%,,8087153,Completed,First,"January 21, 2019",30h,,,,,,,
572,12707,Luke_Mugen,PC,30h,90%,,483316,Completed,First,"August 31, 2014",30h,,,,,,,
573,12707,Macstorm,PlayStation 4,30h,NR,,568647,Completed,First,"January 11, 2014",30h,,,,,,,
574,12707,Manolero1,PlayStation 4,30h,100%,,1666503,Completed,First,"August 09, 2015",30h,45h,,,,,,
575,12707,MrLhama,PC,30h,NR,,11852595,Completed,First,,30h,,,,,,,
576,12707,Naouak,PC,30h,NR,,1405193,Completed,First,2015,30h,,,,,,,
577,12707,Polar,PC,30h,100%,,10554705,Completed,First,"July 27, 2019",30h,40h,57h,,,,,
578,12707,Stormblessed417,PlayStation 3,30h,90%,,2673782,Completed,First,"February 24, 2016",30h,40h,,,,,,
579,12707,Time_Traveller,PlayStation 3,30h,NR,,8695303,Completed,First,"May 01, 2019",30h,35h,,,,,,
580,12707,Private,PlayStation 4,30h,80%,,5777114,Completed,First,"October 28, 2018",30h,60h,80h,,,,,
581,12707,adawes,Nintendo Switch,30h,NR,,11349680,Completed,First,"April 09, 2020",30h,,,,,,,
582,12707,efoja,PC,30h,70%,,2721221,Completed,First,"March 12, 2016",30h,,,,,,,
583,12707,ipwnponies,PlayStation 3,30h,90%,,1032681,Completed,First,"November 24, 2015",30h,,58h 30m,,,,,
584,12707,jakey028,Xbox One,30h,80%,,10970253,Completed,First,"February 10, 2020",30h,,,,,,,
585,12707,laurenaye91,Xbox 360,30h,NR,,4745250,Completed,First,,30h,,,,,,,
586,12707,marouch,PC,30h,90%,,635717,Completed,First,2014,30h,,,,,,,
587,12707,noneck,PlayStation 4,30h,80%,,569000,Completed,First,"April 01, 2015",30h,,,,,,,
588,12707,pacheco8011,PlayStation 4,30h,NR,,5039973,Completed,First,"January 11, 2014",30h,,,,,,,
589,12707,plaidtopia,PC,30h,80%,,774172,Completed,First,"June 10, 2014",30h,,,,,,,
590,12707,rfdsantos25,Nintendo Switch,30h,NR,,11670687,Completed,First,"June 02, 2020",30h,,,,,,,
591,12707,superawesomecoffee,Nintendo Switch,30h,100%,,10944902,Completed,First,"February 06, 2020",30h,48h,68h,,,,,
592,12707,tdriebe,PC,30h,NR,,9614665,Completed,First,"September 13, 2019",30h,50h,80h,,,,,
593,12707,tokenize,PC,30h,NR,,1688186,Completed,First,,30h,48h,,,,,,
594,12707,yigitkoparan123,PC,30h,80%,,4920349,Completed,First,"August 17, 2013",30h,,,,,,,
595,12707,Private,PC,30h,NR,,5459302,Completed,First,"December 13, 2017",30h,32h,,,,,,
596,12707,nicktmills,PC,30h 10m,100%,,1265676,Completed,First,"February 24, 2014",30h 10m 10s,,,,,,,
597,12707,Private,PC,30h 20m,90%,,3951616,Completed,First,"January 20, 2017",30h 20m,,,,,,,
598,12707,Joey8Bit,Xbox 360,30h 40m,80%,,1968655,Completed,First,,30h 40m,40h,,,,,,
599,12707,fillito,PlayStation 4,30h 40m,NR,,2531511,Completed,First,"February 06, 2016",30h 40m,,,,,,,
600,12707,dgrdsv,PC,30h 48m,60%,,2754642,Completed,First,"March 20, 2016",30h 48m,,,,,,,
601,12707,AnneMunition,PC,31h,80%,,3511367,Completed,First,"September 12, 2014",31h,,,,,,,
602,12707,Rickioo,PC,31h,NR,,2333058,Completed,First,"November 30, 2015",31h,,,,,,,
603,12707,Tottie,PC,31h,NR,,10467883,Completed,First,"June 09, 2015",31h,,,,,,,
604,12707,Private,Xbox One,31h,NR,,1303047,Completed,First,"March 16, 2015",31h,,,,,,,
605,12707,popae,PC,31h 15m,NR,,8641047,Completed,First,"January 19, 2014",31h 15m,,,,,,,
606,12707,AuditoreDiT,PC,31h 20m,100%,,934756,Completed,First,"December 30, 2013",31h 20m,,,,,,,
607,12707,rubaeno,PlayStation 3,31h 40m,90%,,539854,Completed,First,"December 29, 2013",31h 40m,,,,,I played the main missions but with plenty of messing around and upgrading and doing side missions but since there are many I didn't even do half of them.,,
608,12707,Homesick89,Xbox One,31h 41m,NR,,6242298,Completed,First,,31h 41m,,,,,,,
609,12707,Zerf,PC,31h 49m,NR,,8575932,Completed,First,,31h 49m,,,,,,,
610,12707,,PC,32h,NR,,522133,Completed,First,,32h,,51h,,,,,
611,12707,,PC,32h,NR,,2280404,Completed,First,,32h,,,,,,,
612,12707,theVADER,Xbox One,32h,80%,,2832960,Completed,First,"July 19, 2015",32h,49h 19m,,,,,,
613,12707,BL4CK_GH0ST,PC,32h 40m,80%,,10799659,Completed,First,"October 10, 2019",32h 40m,,,,,,,
614,12707,,Xbox 360,32h 42m,NR,,6297964,Completed,First,,32h 42m 12s,48h 12m 55s,60h 44m 22s,,,,,
615,12707,Bozbacca,PC,33h,NR,,5804550,Completed,First,"February 09, 2018",33h,,,,,,,
616,12707,Zuko,PC,33h,NR,,2067869,Completed,First,"November 09, 2015",33h,42h,43h,,,,,
617,12707,realchris,PC,33h,NR,,1129294,Completed,First,"April 04, 2015",33h,,,,,,,
618,12707,Forcen,PC,34h 23m,80%,"58% total sync, 89% main sequences, 16% side missions, 32% collectibles, 47% side activities. Steam time: 48h.",11817974,Completed,First,"May 22, 2020",34h 23m 18s,,,,,"Game's internal timer, steam said 48h.",,
619,12707,Hohoimanneke,PC,34h 42m,80%,,1096102,Completed,First,"December 27, 2014",34h 42m,,,,,,,
620,12707,DancingDonuts,PlayStation 4,34h 56m,NR,,9198087,Completed,First,,34h 56m,71h 16m,82h 44m,,,,,
621,12707,,PC,35h,NR,,626085,Completed,First,,35h,,,,,,,
622,12707,,Xbox One,35h,NR,,656206,Completed,First,,35h,45h,65h,,,Comments on the game or your playthrough. NO PLOT SPOILERS.,,
623,12707,,Xbox One,35h,NR,,738336,Completed,First,,35h,60h,80h,,,,,
624,12707,EgirX,PC,35h,80%,,9240575,Completed,First,,35h,,,,,,,
625,12707,The_Leachman,PlayStation 3,35h,NR,,5392694,Completed,First,"December 08, 2013",35h,,,,,,,
626,12707,Uncle_Kaz,PC,35h,NR,,6960022,Completed,First,"September 02, 2018",35h,50h,,,,,,
627,12707,beastranger12,PC,35h,100%,,6379884,Completed,First,,35h,45h,,,,,,
628,12707,caspianavima,PC,35h,90%,,9681921,Completed,First,"September 19, 2019",35h,,,,,,,
629,12707,kariyanine,Xbox One,35h,80%,,9206423,Completed,First,"March 15, 2015",35h,,,,,,,
630,12707,Private,PC,35h 30m,80%,,8186323,Completed,First,"July 07, 2019",35h 30m,,,,,,,
631,12707,osborn2009,PlayStation 4,35h 45m,90%,,495273,Completed,First,"November 24, 2013",35h 45m 01s,,,,,,,
632,12707,Haoie,PlayStation 3,36h,80%,,1993230,Completed,First,"October 23, 2015",36h,,,,,,,
633,12707,Roiley,PC,36h,NR,,7013959,Completed,First,"September 10, 2018",36h,,,,,,,
634,12707,,Xbox 360,36h 07m,NR,,5033569,Completed,First,,36h 07m 23s,41h 47m 12s,68h 34m 29s,,,,,
635,12707,danielhulle,PC,37h,NR,,8999299,Completed,First,"June 21, 2014",37h,,,,,,,
636,12707,thetallic,PC,37h,70%,,3629254,Completed,First,"December 24, 2016",37h,,,,,,,
637,12707,r33Cy,PC,37h 31m,80%,,7670140,Completed,First,"November 18, 2017",37h 31m,,,,,,,
638,12707,Bluewhite,PC,37h 32m,90%,,7812246,Completed,First,"October 24, 2013",37h 32m,,,,,,,
639,12707,RAVEN_OF_WAR,PlayStation 4,38h,NR,,6008393,Completed,First,"April 28, 2015",38h,,,,,,,
640,12707,Majorben123,Nintendo Switch,38h 27m,NR,,11526310,Completed,First,"February 23, 2020",38h 27m,,,,,,,
641,12707,Private,PlayStation 4,39h,NR,,832693,Completed,First,"February 20, 2014",39h,,,,,,,
642,12707,linkhimura,PC,39h 05m,90%,,2636911,Completed,First,"February 23, 2016",39h 05m,,,,,,,
643,12707,,PC,40h,NR,,3063569,Completed,First,,40h,47h,,,,,,
644,12707,LMUC,Xbox 360,40h,NR,,11211878,Completed,First,"March 21, 2020",40h,,,,,,,
645,12707,Private,PlayStation 3,40h,70%,,11600753,Completed,First,,40h,,,,,,,
646,12707,alvaraa76,PC,40h,NR,,3285140,Completed,First,"December 03, 2013",40h,,,,,,,
647,12707,Private,PlayStation 4,40h,NR,,760129,Backlog Completed,First,"June 15, 2014",40h,50h,,,,,,
648,12707,frodo2397,PC,40h,NR,,10940245,Completed,First,"June 24, 2019",40h,,,,,,,
649,12707,nebraskahusker16,PlayStation 4,40h,100%,,507808,Completed,First,"December 21, 2013",40h,,,,,,,
650,12707,ragondin999,PlayStation 4,40h,NR,,6191893,Completed,First,"December 01, 2018",40h,,,,,,,
651,12707,Dzmitry,Xbox One,40h 08m,100%,,3726700,Completed,First,"July 07, 2015",40h 08m,,,,,,,
652,12707,Private,PC,40h 30m,NR,,10231657,Completed,First,"October 11, 2019",40h 30m,,,,,,,
653,12707,Larikun,PlayStation 3,41h 20m,50%,"Technically Extra Quests and Unlockables, but I didn't play online at all. Think online is a pointless thing.",1948414,Completed,First,"October 14, 2015",41h 20m 34s,,,,,,,
654,12707,seanyoung24,PlayStation 3,41h 49m,NR,"100%, platinum trophy",865015,Completed,First,"March 01, 2014",41h 49m 44s,,53h 49m 44s,,,,,
655,12707,meviyax,PC,42h,90%,,717476,Completed,First,,42h,,,,,,,
656,12707,motuman,Xbox One,43h 17m,NR,,10555669,Completed,First,"May 07, 2015",43h 17m,,,,,,,
657,12707,Private,PlayStation 3,45h,NR,,3225886,Completed,First,,45h,,,,,,,
658,12707,Omegason,PC,45h,80%,,5419796,Completed,First,"December 04, 2014",45h,,,,,,,
659,12707,bart_collins,PC,45h,100%,,2927994,Completed,First,"April 30, 2016",45h,,,,,,,
660,12707,Private,PlayStation 4,46h 16m,NR,,613145,Completed,First,"February 03, 2014",46h 16m 21s,,,,,,,
661,12707,Private,Xbox One,46h 36m,90%,,8225200,Completed,Replay,"November 18, 2016",46h 36m,,,,,,,
662,12707,Giumangi,PC,47h,70%,,2253309,Completed,First,2015,47h,,,,,,,
663,12707,KaurTube,PC,49h,80%,,2492375,Completed,First,"June 01, 2014",49h,,,,,,,
664,12707,shinbun,PC,49h,80%,,1790891,Replay Completed,First,"January 30, 2016",49h,,,,49h /,Will 100% this game,,
665,12707,Angela812PL,PlayStation 4,50h,NR,,11296416,Completed,First,"March 30, 2020",50h,,,,,,,10h
666,12707,Hikari,PC,50h,NR,,3412204,Completed,First,"September 11, 2016",50h,,,,,,,
667,12707,Private,PlayStation 4,50h,NR,,1162657,Completed,First,,50h,100h,,,,,,
668,12707,gilchrd,PC,50h,NR,,2781332,Completed,First,"March 27, 2016",50h,,,,,,,
669,12707,Sertara,Wii U,50h 12m,70%,,6562195,Completed,First,"June 02, 2014",50h 12m 54s,,,,,,,
670,12707,ItsDanBull,PC,54h,NR,,4123872,Completed,First,"February 27, 2017",54h,,,,,,,
671,12707,djitalianice,PlayStation 3,54h,NR,,713021,Completed,First,"January 01, 2014",54h,,61h,,,,,
672,12707,marshallbranin,Xbox One,13h 37m,90%,,11698414,Completed,First,"May 28, 2020",,13h 37m 39s,,,,,,
673,12707,Private,PC,15h,NR,,11135436,Completed,First,"March 11, 2020",12h,15h,,,,,,
674,12707,numan,PC,15h,50%,,1485485,Completed,First,"October 11, 2014",,15h,,,,,,
675,12707,silenceneeder,Xbox 360,15h 23m,70%,,456344,Completed,First,"January 30, 2014",,15h 23m,,,,,,
676,12707,Murderface,PlayStation 4,16h 27m,NR,,1189278,Completed,First,"March 28, 2014",,16h 27m 13s,,,,,,
677,12707,deadacezero,PlayStation 4,17h,80%,,591622,Completed,First,"February 03, 2014",15h,17h,,,,,,
678,12707,thefallofbuzz,PlayStation 3,17h 22m,100%,,476786,Playing Completed,First,"November 10, 2013",15h,17h 22m 15s,,,,,,
679,12707,VonDozier,PC,17h 24m,80%,53%,1921923,Completed,First,"March 01, 2016",,17h 24m 53s,,,,,,
680,12707,TheBoogeyman97,PC,17h 37m,90%,,4357801,Replay Completed,Replay,"April 26, 2017",,17h 37m,,,,,,
681,12707,,PlayStation 3,17h 45m,NR,,668486,Completed,First,,,17h 45m 52s,,,,,,
682,12707,ogromm,PlayStation 3,17h 50m,80%,,3013214,Completed,First,"February 27, 2014",,17h 50m 15s,,,,,,
683,12707,Blackprince,PC,18h,NR,,4280986,Completed,First,,,18h,,,,,,
684,12707,Bozzz,PC,18h,NR,,4435647,Completed,First,,,18h,,,,,,
685,12707,Domnicate,PC,18h,NR,,8869096,Completed,First,"March 18, 2018",,18h,,,,,,
686,12707,SirMick56,PC,18h,70%,,840951,Completed,First,"January 22, 2016",,18h,,,,,,
687,12707,Cryscofogus,PC,18h 06m,NR,,11902895,Completed,First,"June 03, 2020",,18h 06m 45s,,,,,,
688,12707,Singis111,PlayStation 4,18h 17m,80%,"54.46% Completed. A bunch of collectibles collected, ships plundered and so on",4415084,Completed,Replay,"April 17, 2018",,18h 17m 50s,,,,,,
689,12707,,Xbox 360,18h 22m,NR,,1146603,Completed,First,,12h 07m,18h 22m 32s,45h,,,,,
690,12707,apolloviper03,PlayStation 4,18h 24m,80%,,2276156,Completed,First,"May 24, 2016",,18h 24m 52s,,,,,,
691,12707,Nikaobueno,Xbox 360,18h 30m,80%,,2153682,Completed,First,"November 25, 2015",11h 30m,18h 30m,,,,,,
692,12707,Private,PC,18h 30m,NR,,7597824,Completed,First,"June 06, 2019",,18h 30m,,,,,,
693,12707,IM_A_BIG_DB,PlayStation 4,18h 41m,80%,,4386934,Completed Retired,First,"May 05, 2017",,18h 41m 03s,,,,,,
694,12707,calebh36,Xbox 360,18h 51m,NR,,1049553,Completed,First,"June 25, 2014",15h 35m 57s,18h 51m 32s,,,,,,
695,12707,_Nick_,Xbox 360,18h 58m,NR,85% complete,6629424,Completed,First,,,18h 58m 18s,,,,,,
696,12707,,PC,19h,NR,"100% of collectibles, no full sync",1260098,Completed,First,,,19h,,,,,,
697,12707,supersonicstork,PC,19h,NR,,10437785,Completed,Replay,,,19h,,,,,,
698,12707,Kronikolizon,PlayStation 3,19h 17m,90%,,1105347,Completed,First,"January 27, 2015",,19h 17m,,,,,,
699,12707,MrMista,PC,19h 27m,NR,,1924642,Completed,First,"October 09, 2015",,19h 27m,,,,,,
700,12707,Bhoozee,PlayStation 4,20h,NR,,4974681,Completed,First,"August 19, 2017",,20h,,,,,,
701,12707,Darthaegis,PC,20h,60%,,4066772,Completed,First,"February 14, 2017",,20h,,,,,,
702,12707,Jgodyboy,Xbox 360,20h,90%,,921506,Completed,First,,,20h,,,,,,
703,12707,Zyangarr,PC,20h,90%,,3346110,Completed,First,"August 21, 2016",,20h,,,,,,
704,12707,hrimalf,PlayStation 4,20h,NR,,6567752,Completed,First,"July 10, 2018",,20h,,,,,,
705,12707,sergeantsmithers,PlayStation 4,20h,NR,,754055,Completed,First,"June 10, 2014",15h,20h,25h,,,,,
706,12707,victori91,PC,20h,NR,,7376814,Completed,First,"December 21, 2019",,20h,,,,,,
707,12707,lakester,PlayStation 4,20h 13m,80%,,1021644,Completed,First,"August 22, 2015",,20h 13m,,,,,,
708,12707,Oddsor,PC,20h 17m,90%,,643919,Completed,First,"February 24, 2014",,20h 17m,,,,,,
709,12707,treyres,PlayStation 4,20h 20m,80%,,10743132,Completed,First,"January 19, 2020",,20h 20m,,,,,,
710,12707,,PC,20h 21m,NR,,6570558,Completed,First,,,20h 21m,,,,,,
711,12707,Farsh,PC,20h 25m,NR,,3959855,Completed,First,"January 22, 2017",,20h 25m 18s,,,,,,
712,12707,Private,PC,20h 30m,10%,,3940032,Completed,First,"January 20, 2017",,20h 30m,,,,,,
713,12707,mca1990,PC,20h 48m,NR,,5110198,Completed,First,,,20h 48m,,,,,,
714,12707,kemotk97,PC,20h 50m,70%,,565678,Completed,First,"January 11, 2014",,20h 50m 15s,,,,,,
715,12707,Kordesh,PlayStation 4,20h 50m,90%,,566771,Completed,First,"January 10, 2014",,20h 50m 39s,,,,"59% sync rating. Will be going back for a bit more, but recording the time here as this is effectively what it took to naturally get through the game (not rushing the main story, and doing a bit of side stuff but not going for completion)",,
716,12707,Holygman,PlayStation 4,21h,90%,"All sequences, all assassin's contracts, all templar hunts",1031726,Completed,Replay,"November 21, 2014",,21h,,,,,,
717,12707,liorfigman,Xbox 360,21h,90%,,464034,Completed,First,"November 02, 2013",,21h,,,,,,
718,12707,Tedric,PC,21h 13m,NR,,11555271,Completed,First,"March 30, 2020",,21h 13m,,,,,,
719,12707,TheGameSquid,PlayStation 4,21h 18m,80%,,1363119,Completed,First,"May 28, 2015",,21h 18m 26s,,,,,,
720,12707,tekchip,PlayStation 3,21h 20m,NR,,492905,Completed,First,"November 05, 2013",,21h 20m,,,,,,
721,12707,blindly,Xbox 360,21h 21m,80%,,2217374,Completed,First,"January 13, 2017",,21h 21m,,,,,,
722,12707,Rinku,Wii U,21h 30m,80%,,493861,Completed,First,"November 24, 2013",18h 30m,21h 30m,39h 20m,,,,,
723,12707,trappist,PC,21h 32m,NR,,11203545,Completed,First,"April 03, 2020",,21h 32m,,,,,,
724,12707,ArekkusuRin,PlayStation 3,21h 34m,80%,,622762,Completed,First,"February 08, 2014",,21h 34m 23s,,,,,,
725,12707,Jacob_Darka,PC,21h 36m,60%,,7378111,Replay Completed,Replay,"August 07, 2016",19h 28m 27s,21h 36m,,,21h 36m /,,,
726,12707,Private,PC,22h,90%,,8289785,Completed,First,,,22h,,,,,,
727,12707,grendel,PlayStation 4,22h,90%,,736009,Completed,First,"May 22, 2014",,22h,,,,,,
728,12707,lagdotcom,Xbox 360,22h,90%,,500930,Completed,First,"March 22, 2014",,22h,,,,,,
729,12707,phasola,PC,22h,80%,,2919887,Completed,First,"April 28, 2016",,22h,,,,,,
730,12707,zoza,PC,22h,NR,,6382186,Completed,First,"June 10, 2018",,22h,,,,,,
731,12707,Lenny,PC,22h 04m,NR,,2811896,Completed,First,"March 24, 2017",,22h 04m,,,,,,
732,12707,,Xbox One,22h 15m,NR,,11598731,Completed,First,,9h 15m 34s,22h 15m 53s,38h 24m 34s,,,,,
733,12707,DeathlyShade,PC,22h 27m,70%,,10893501,Completed,First,"January 26, 2020",,22h 27m 21s,,,,,,
734,12707,Killex,PlayStation 4,22h 35m,80%,,5228912,Completed,First,"October 29, 2017",,22h 35m,,,,"I played main story and extras but not all of the extras, some of them.",,
735,12707,Lewio,Xbox 360,22h 37m,90%,,10815699,Completed,First,"March 02, 2020",,22h 37m 37s,,,,,,
736,12707,demus,PlayStation 4,22h 40m,80%,,11664336,Completed,First,"May 06, 2020",,22h 40m,,,,,,
737,12707,yl_ksa,PlayStation 4,22h 44m,80%,,820837,Completed,First,"November 27, 2013",,22h 44m 02s,,,,,,
738,12707,ShadowDai,PC,22h 52m,100%,"Skipped 100% on main story and did not fight legendary ships, everything else 100%",7795450,Completed,First,"March 08, 2020",,22h 52m 55s,,,,,,
739,12707,,Nintendo Switch,23h,NR,,11985053,Completed,First,,12h,23h,65h,,,,,
740,12707,Aech101,PC,23h,NR,,4577087,Completed,First,"September 22, 2017",20h,23h,,,,,,
741,12707,DemonKysho,PlayStation 3,23h,90%,,672555,Completed,First,"December 15, 2013",,23h,,,,,,
742,12707,Nerdus,PlayStation 3,23h,80%,,7326273,Completed,First,April 2017,,23h,,,,,,
743,12707,stellaluna,Wii U,23h,NR,,728362,Completed,First,,,23h,,,,,,
744,12707,,PlayStation 4,23h 15m,NR,,6824821,Completed,First,,,23h 15m 33s,,,,,,
745,12707,Private,PlayStation 4,23h 20m,NR,,11124867,Completed,First,"April 04, 2020",,23h 20m,,,,,,
746,12707,Private,PlayStation 4,23h 20m,80%,,8234720,Completed,First,"February 10, 2019",,23h 20m 22s,,,,,,
747,12707,hoorayforrobots,PlayStation 3,23h 26m,90%,,603569,Completed,First,"January 28, 2014",,23h 26m 34s,,,,,,
748,12707,filip_312,PlayStation 4,23h 30m,90%,,5227357,Completed,First,"October 28, 2017",,23h 30m 05s,,,,,,
749,12707,Lewdmajesco,Xbox One,23h 31m,NR,"59% sync, 4% side missions, 41% collectables, 65% side activities",10767419,Completed,First,"January 07, 2020",,23h 31m,,,,,,
750,12707,,PlayStation 4,23h 55m,NR,,501698,Completed,First,,,23h 55m 16s,,,,,,
751,12707,stealthswor,PC,23h 59m,NR,,5994188,Completed,First,"March 15, 2018",,23h 59m,,,,,,
752,12707,,PlayStation 4,24h,NR,,699735,Completed,Replay,,17h,24h,32h,,,,,
753,12707,,PC,24h,NR,,1115814,Completed,First,,,24h,,,,,,
754,12707,G4rgamel,PC,24h,NR,,1365490,Completed,Replay,"September 20, 2014",16h,24h,35h,,,,,
755,12707,Naestrana,PC,24h,NR,,10257846,Completed,First,"October 15, 2019",,24h,,,,,,
756,12707,Prankster,PlayStation 4,24h,90%,,8740475,Completed,First,,,24h,,,,,,
757,12707,Zerozaki,PlayStation 3,24h,NR,,6650740,Completed,First,"July 22, 2018",20h,24h,,,,,,
758,12707,esq373,PC,24h,90%,,6307917,Completed,First,"February 25, 2014",,24h,,,,,,
759,12707,jdg61673,Xbox 360,24h,NR,Did lots of side quests but didn't do all activities.,2275299,Completed,First,,,24h,,,,One of my favorite games ever.,,
760,12707,mikasaessukasa,PlayStation 3,24h,100%,,504517,Completed,First,,,24h,,,,,,
761,12707,orico,PlayStation 4,24h,90%,,1126572,Completed,First,"May 30, 2015",,24h,,,,,,
762,12707,prashanthkv,PC,24h,NR,,2012011,Completed,First,"October 27, 2015",,24h,,,,Spent way too much time being a pirate,,
763,12707,Reaper2017,Xbox One,24h 02m,NR,,4734279,Completed,First,"January 08, 2019",,24h 02m,,,,,,
764,12707,Nunchified,Wii U,24h 04m,90%,,587106,Completed,First,"January 24, 2014",,24h 04m 51s,,,,"I finished the main story, and did 100% of the things to do outside of the Animus. I also crafted, and found every suit, including the Mayan armor.",,
