,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Vs.,Speedrun,Co-Op,Retired Notes,100% Speedrun
777,2708,,Xbox One,12h,NR,,4948512,Completed,First,,12h,,16h,24h,,,,,,
778,2708,,Xbox One,12h,NR,,5272656,Completed,First,,12h,,,,,,,,,
779,2708,,PC,12h,NR,,6429885,Completed,First,,12h,,,,,,,,,
780,2708,,PC,12h,NR,,8559245,Completed,First,,12h,,,,,,,,,
781,2708,,PC,12h,NR,,9176808,Completed,First,,12h,,,,,,,,,
782,2708,,Nintendo Switch,12h,NR,,9543349,Completed,First,,12h,,25h,30h,,,,,,
783,2708,,Xbox One,12h,NR,,10401179,Completed,First,,12h,,,,,,,,,
784,2708,,PC,12h,NR,,10768501,Completed,First,,12h,,,,,,,,,
785,2708,,PC,12h,NR,,10775110,Completed,First,,12h,,,,,,,,,
786,2708,,PC,12h,NR,,11096756,Completed,First,,12h,,,,,,,,,
787,2708,,Xbox One,12h,NR,,11442727,Completed,Replay,,12h,,,,,,,,,
788,2708,110Percent,PC,12h,NR,,11392271,Completed,First,"March 25, 2020",12h,,,,,,,,,
789,2708,1701CH1,Nintendo Switch,12h,NR,,5476450,Completed,First,"December 17, 2017",12h,,,,,,,,,
790,2708,Acellus,PlayStation 4,12h,100%,,11241297,Custom List Completed,First,,12h,,,,,,,,,
791,2708,AlfredoSanchez,PC,12h,100%,,10461164,Completed,First,"November 20, 2019",12h,,,,,,,,,
792,2708,Aliseyun,Nintendo Switch,12h,NR,,10871509,Completed,Replay,"January 24, 2020",12h,,,,,,,,,
793,2708,Amaury,PC,12h,NR,,6142270,Completed,First,"April 18, 2018",12h,,,,,,,,,
794,2708,Antrakos,PlayStation 4,12h,NR,,5929408,Completed,First,"March 24, 2018",12h,,,,,,,,,
795,2708,AuraaX,PC,12h,80%,,7371694,Completed,First,"November 01, 2018",12h,,,,,,,,,
796,2708,BPHusker,PC,12h,90%,,11240254,Completed,First,"March 29, 2020",12h,,,,,,,,,
797,2708,BerserkerSenshu,PlayStation 4,12h,70%,,11441653,Completed,First,,12h,,,,,,,,,
798,2708,BigNeebus,PC,12h,80%,,11018461,Completed,First,"February 13, 2020",12h,,,,,,,,,
799,2708,Bizq,PC,12h,NR,,5373673,Completed,First,,12h,,,,,,,,,
800,2708,Bold_Wolf,Xbox One,12h,70%,,10533994,Replay Custom List Completed,First,"September 04, 2019",12h,,14h,,14h /,,,,,
801,2708,Booie,PlayStation 4,12h,NR,,4604687,Completed,First,"April 04, 2018",12h,,,,,,,,,
802,2708,BraggerCrab,PC,12h,100%,,6895739,Completed,First,"May 30, 2018",12h,,,,,,,,,
803,2708,Chorlo,PlayStation 4,12h,90%,,10778347,Completed,First,"June 08, 2019",12h,,,,,,,,,
804,2708,ChubblesTheGoat,PC,12h,NR,,3133115,Completed,First,"June 25, 2016",12h,,,,,,,,,
805,2708,CommanderLindle,PlayStation 4,12h,NR,,8412759,Completed,First,"March 06, 2019",12h,,,,,,,,,
806,2708,Confederacy,PC,12h,100%,,10840993,Completed,Replay,"February 17, 2020",12h,,,,,,,,,
807,2708,CorticusMaximus,Xbox One,12h,80%,,5035219,Completed,First,"November 12, 2016",12h,,,,,1h 30m,,,,
808,2708,Cristianplay,PC,12h,90%,,9331939,Completed,First,April 2019,12h,,,,,,,,,
809,2708,CriticalMax,PC,12h,NR,,3793773,Completed,First,"December 23, 2016",12h,,,,,,,,,
810,2708,Crothyk,PC,12h,80%,ultra violence,11433740,Completed,First,"April 13, 2020",12h,,,,,,,,,
811,2708,Croutons5,PC,12h,NR,,9193923,Completed,First,"March 30, 2019",12h,,,,,,,,,
812,2708,DarkklawLive,PC,12h,80%,,8534824,Completed,Replay,"June 28, 2018",12h,,,,,,,,,
813,2708,Private,Xbox One,12h,NR,,9219203,Completed,First,"July 24, 2018",12h,,,,,,,,,
814,2708,DiogoCe,PlayStation 4,12h,80%,,11179219,Completed,First,"March 18, 2020",12h,,,,,,,,,
815,2708,DougieFFC,PC,12h,80%,,4965062,Completed,First,"August 25, 2017",12h,,,,,,,,,
816,2708,DrGrubbington,PC,12h,NR,,7919338,Completed,First,"January 02, 2019",12h,,,,,,,,,
817,2708,DualFist_McCrisp,PlayStation 4,12h,NR,,5902111,Completed,First,,12h,,,,,,,,,
818,2708,Ecks927,PC,12h,NR,,11062916,Completed,Replay,"March 07, 2020",12h,,,,,,,,,
819,2708,Eisenheim86,PC,12h,NR,,11100759,Completed,First,"November 13, 2018",12h,,,,,,,,,
820,2708,ElRoggo,PC,12h,NR,,5509633,Completed,First,"August 20, 2016",12h,,14h,,,,,,,
821,2708,ErrorCode,PC,12h,NR,,8678505,Completed,First,"April 27, 2019",12h,,,,,,,,,
822,2708,Falexandre79,PC,12h,100%,,11130726,Completed,First,"March 10, 2020",12h,,,,,,,,,
823,2708,Faraz410,Xbox One,12h,NR,,5929381,Completed,First,"August 19, 2017",12h,,53h,,,,,,,
824,2708,Fuhyo,PC,12h,NR,,8788918,Completed,First,"May 16, 2019",12h,,,,,,,,,
825,2708,Gagerzzzz,PC,12h,100%,,5997838,Completed,First,,12h,,,,,,,,,
826,2708,Gallucci,PlayStation 4,12h,80%,,5902647,Completed,First,"May 27, 2016",12h,,,,,,,,,
827,2708,GamingGecko,PC,12h,NR,,2973920,Completed,First,"May 15, 2016",12h,,,,,,,,,
828,2708,Gavgamez,PC,12h,NR,,4555714,Completed,First,"June 11, 2017",12h,,,,,,,,,
829,2708,Private,Xbox One,12h,100%,,8931133,Completed,First,"March 29, 2020",12h,,,,,,,,,
830,2708,Genoci,PlayStation 4,12h,100%,Platinum trophy,9060990,Custom List Completed,Replay,"June 05, 2017",12h,,16h,33h,,,,,,
831,2708,GlinomesV2,PC,12h,NR,,9122187,Completed,First,"June 10, 2018",12h,,,,,,,,,
832,2708,GothaR,PC,12h,NR,,11318605,Completed,First,"April 01, 2020",12h,,,,,,,,,
833,2708,Gzhavve,PC,12h,NR,,3642721,Completed,First,"November 18, 2016",12h,,,,,,,,,
834,2708,Hasan1996,Xbox One,12h,NR,,6526880,Completed,First,"May 21, 2016",12h,,,,,5h 10m,,,,
835,2708,Private,PlayStation 4,12h,80%,,11453361,Completed Retired,First,"April 15, 2020",12h,"roughly estimated time,
85",,,,,,,,
836,2708,HesitantHegemon,Xbox One,12h,70%,,11517259,Completed,First,"April 17, 2020",12h,,,,,,,,,
837,2708,Hotpies,PlayStation 4,12h,80%,,9007843,Completed,First,"June 06, 2017",12h,,,,,,,,,
838,2708,JCalum1,PlayStation 4,12h,90%,,9106715,Completed,First,"July 31, 2016",12h,,,,,,,,,
839,2708,JamaicanBacon08,PlayStation 4,12h,NR,,10546089,Completed,First,"December 05, 2019",12h,,,,,,,,,
840,2708,JammyJoker,PlayStation 4,12h,80%,,3819405,Completed,First,"January 04, 2017",12h,,,,,,,,,
841,2708,Private,PlayStation 4,12h,NR,,4941006,Completed,First,"October 01, 2017",12h,,,,,,,,,
842,2708,JunkBlader,PlayStation 4,12h,80%,,4301017,Completed,First,"April 11, 2017",12h,,14h,18h,,,,,,
843,2708,Kenzord,PC,12h,NR,,6131255,Completed,First,"May 17, 2018",12h,,,,,,,,,
844,2708,Kratos,PC,12h,90%,,4964894,Completed,First,"August 23, 2017",12h,,,,,,,,,
845,2708,LuckyGamer0117,PC,12h,NR,,10729380,Completed,First,"March 16, 2019",12h,,,,,,,,,
846,2708,METEORincoming,PC,12h,NR,,8392525,Completed,First,"February 23, 2019",12h,,,,,,,,,
847,2708,Miszelek,PC,12h,NR,,3886489,Completed,First,"May 07, 2017",12h,,,,,,,,,
848,2708,Necromicon,PC,12h,NR,,3902939,Completed,First,"January 02, 2017",12h,,,,,,,,,
849,2708,Nemonyte,Nintendo Switch,12h,NR,,10392154,Completed,First,"November 09, 2019",12h,,,,,,,,,
850,2708,Nemys,PC,12h,80%,,8828805,Completed,First,"December 29, 2018",12h,,,,,,,,,
851,2708,NeosCCV,PC,12h,NR,,12032856,Completed,First,"June 18, 2020",12h,,,,,,,,,
852,2708,Omegason,PC,12h,90%,,3072406,Completed,First,"June 09, 2016",12h,,,,,,,,,
853,2708,OrfeusCZ,PlayStation 4,12h,NR,,4107204,Completed,First,"February 23, 2017",12h,,,,,,,,,
854,2708,Papuan,PC,12h,NR,,7959767,Completed,First,"January 06, 2019",12h,,,,,,,,,
855,2708,Pillendreher,PC,12h,80%,,5479427,Completed,First,"December 17, 2017",12h,,,,,,,,,
856,2708,PioruneeKK,Xbox One,12h,NR,,11515169,Completed,First,"January 21, 2020",12h,,,,,,,,,
857,2708,RadekParek,PC,12h,NR,,6579876,Completed,First,"July 03, 2018",12h,,,,,,,,,
858,2708,RebelliousRam,PlayStation 4,12h,NR,,5873754,Completed,First,"February 20, 2018",12h,,,,,,,,,
859,2708,Private,PC,12h,100%,,10432587,Completed,First,"November 16, 2019",12h,,,,,,,,,
860,2708,Rosur2,PlayStation 4,12h,NR,,3537899,Completed,First,"January 21, 2017",12h,,,22h,,,,,,
861,2708,Ryukojin,Xbox One,12h,90%,,7133157,Completed,First,"September 28, 2018",12h,,,,,,,,,
862,2708,Sam5776,Nintendo Switch,12h,70%,,6118313,Completed,First,"March 13, 2018",12h,,15h,,,,,,,
863,2708,SaxManTrick13,PlayStation 4,12h,NR,,3945607,Completed,First,"January 16, 2017",12h,,,,,,,,,
864,2708,ScafTheChamp,PlayStation 4,12h,90%,,5722431,Completed,First,"February 01, 2018",12h,,,,,,,,,
865,2708,SiNevesh,PC,12h,NR,,11141396,Completed,First,"March 11, 2020",12h,,,,,,,,,
866,2708,SirKarp,PC,12h,90%,,5035178,Completed,First,,12h,,,,,,,,,
867,2708,Snailburt,PlayStation 4,12h,NR,,2970467,Completed,First,"February 08, 2017",12h,,,,,,,,,
868,2708,Speedy_Von_Gofast,PC,12h,80%,Ultra-Violence difficulty,3314243,Completed,First,"May 20, 2016",12h,,,,,,,,,
869,2708,Private,PC,12h,100%,,6235353,Completed,First,"May 11, 2018",12h,,,,,,,,,
870,2708,SweetPotatoes,Nintendo Switch,12h,NR,,9195846,Completed,First,"July 21, 2019",12h,,,,,,,,,
871,2708,Terentiy,PC,12h,70%,,7005945,Completed,First,"September 08, 2018",12h,,,,,,,,,
872,2708,The_Leachman,PlayStation 4,12h,NR,,5371904,Completed,First,"August 15, 2016",12h,,,,,,,,,
873,2708,TsChala,PC,12h,90%,,6012822,Completed,First,"July 20, 2017",12h,,,,,,,,,
874,2708,Private,PC,12h,NR,,7455871,Completed,First,,12h,,,,,4h,,,,
875,2708,VeinZ,PlayStation 4,12h,NR,,5204268,Completed,First,,12h,,,,,,,,,
876,2708,Vorlon,PC,12h,90%,,4059078,Completed,First,2016,12h,,,,,,,,,
877,2708,WillSnow,PC,12h,NR,,6542850,Completed,First,,12h,,15h 30m,,,,,,,
878,2708,Yghavanx,PC,12h,70%,,11591403,Completed,First,,12h,,,,,,,,,
879,2708,Ygid,PC,12h,90%,,11918953,Completed,First,"September 06, 2017",12h,,,,,,,,,
880,2708,Youjair,PC,12h,NR,,4417628,Completed,First,"April 12, 2017",12h,,,,,,,,,
881,2708,_RunAway_,Xbox One,12h,NR,,8949199,Completed,First,"June 13, 2019",12h,,13h,,,,,,,
882,2708,a5p,PlayStation 4,12h,NR,,8896820,Completed,First,"June 05, 2019",12h,,,,,,,,,
883,2708,aaronwotuk,PC,12h,NR,,5189317,Completed,First,,12h,,,,,,,,,
884,2708,aclemm28,PC,12h,NR,,10885405,Completed,First,,12h,,,,,,,,,
885,2708,adrianobadman,PC,12h,NR,,11237675,Completed,First,"March 24, 2020",12h,,,,,,,,,
886,2708,arangast,PC,12h,NR,,10458923,Completed,First,,12h,,,,,,,,,
887,2708,avidrunner,PC,12h,NR,,7410042,Completed,First,,12h,,,,,,,,,
888,2708,axyo0,PC,12h,NR,,4405570,Completed,First,"February 01, 2017",12h,,,,,,,,,
889,2708,beastnine,Xbox One,12h,NR,,8935569,Completed,First,"October 19, 2019",12h,,,,,,,,,
890,2708,bkrockwell,PC,12h,90%,,4991595,Completed,First,,12h,,13h 30m,,,,,,,
891,2708,bladefire,PC,12h,NR,,5334740,Completed,First,"February 02, 2018",12h,,,,,,,,,
892,2708,chetoflep,PC,12h,80%,,3084694,Completed,First,"June 12, 2016",12h,,14h,,,,,,,
893,2708,cnelson1728,PlayStation 4,12h,90%,,8825988,Completed,First,"May 18, 2019",12h,,,,,,,,,
894,2708,cottboi,Xbox One,12h,90%,,4398299,Completed,First,,12h,,,,,,,,,
895,2708,cschwabe117,Xbox One,12h,90%,,7930639,Completed,First,,12h,,,,,,,,,
896,2708,dabimp,PC,12h,90%,,3794714,Completed,First,"January 07, 2017",12h,,,,,,,,,
897,2708,dagrum,PC,12h,70%,,10469409,Completed,First,,12h,,,,,,,,,
898,2708,danhar1988,PC,12h,90%,,4254717,Completed,First,,12h,,,,,,,,,
899,2708,diremonsta,PC,12h,NR,,4563016,Completed,First,"June 13, 2017",12h,,,,,,,,,
900,2708,efoja,PC,12h,70%,,7170488,Completed,First,"October 02, 2018",12h,,,,,,,,,
901,2708,eliasbakhos,PlayStation 4,12h,NR,,3391407,Completed,First,"July 04, 2016",12h,,,,,,,,,
902,2708,elpiop,PC,12h,NR,,11149605,Completed,First,"November 11, 2017",12h,,,,,,,,,
903,2708,enagurney,PlayStation 4,12h,NR,Got like 3/4th of the upgrades? Something like that? Sure killed a lotta demons,6803410,Completed,First,"November 18, 2018",12h,,,,,,,,,
904,2708,filanke,PC,12h,NR,,11134449,Completed,First,"March 11, 2020",12h,,,,,,,,,
905,2708,fitzwad,PC,12h,80%,,11574194,Completed,First,"April 27, 2020",12h,,,,,,,,,
906,2708,Private,PlayStation 4,12h,70%,,3828603,Completed,First,"March 15, 2017",12h,,18h 30m,,,,,,,
907,2708,glasglow,PC,12h,NR,,3469905,Completed,First,,12h,,,,,,,,,
908,2708,grisenti,PC,12h,NR,,3117113,Completed,First,"June 21, 2016",12h,,,,,,,,,
909,2708,hannibal_f4e,PC,12h,NR,,3501326,Completed,First,"October 08, 2016",12h,,14h,,,,,,,
910,2708,hippyman,PC,12h,80%,,8771342,Completed,First,"June 17, 2019",12h,,,,,,,,,
911,2708,iFeli,Nintendo Switch,12h,NR,,5547453,Completed,First,,12h,,,,,,,,,
912,2708,jamesdodd,PlayStation 4,12h,NR,,5639656,Completed,First,"February 22, 2018",12h,,,,,,,,,
913,2708,jarjarbuns,PlayStation 4,12h,NR,,11150950,Completed,First,"March 14, 2020",12h,,,,,,,,,
914,2708,jenzo,PC,12h,NR,,6342478,Completed,First,,12h,,,,,,,,,
915,2708,Private,PC,12h,NR,,7477964,Completed,First,,12h,,,,,,,,,
916,2708,jimgeras324,PlayStation 4,12h,NR,,7573821,Completed,First,"April 17, 2017",12h,,,,,,,,,
917,2708,johnnyb,Xbox One,12h,NR,,5085521,Completed,First,,12h,,,,,,,,,
918,2708,jordanestep24,PC,12h,90%,,9103569,Completed,Replay,"July 07, 2019",12h,,,,,,,,,
919,2708,jro3000,PlayStation 4,12h,NR,,5593857,Completed,First,,12h,,,,,,,,,
920,2708,kemosabe112,PlayStation 4,12h,90%,,11848256,Completed,First,"June 07, 2020",12h,,,,,,,,,
921,2708,konxhimself,PC,12h,80%,,4567203,Completed,First,"March 01, 2018",12h,,,,,,,,,
922,2708,la_martin0210,Xbox One,12h,NR,,4442660,Completed,First,"May 08, 2017",12h,,,,,,,,,
923,2708,leassel,PC,12h,NR,,10837842,Completed,First,"January 18, 2020",12h,,,,,,,,,
924,2708,lokeras,Nintendo Switch,12h,NR,,5828403,Completed,First,"February 02, 2018",12h,,,,,,,,,
925,2708,lonnied123,PC,12h,100%,,8422143,Completed,First,"March 31, 2020",12h,,,,,,,,,
926,2708,mattycollects,PlayStation 4,12h,NR,,6065273,Completed,First,"January 10, 2018",12h,,,,,,,,,
927,2708,mrbaggs,Xbox One,12h,NR,,6951354,Completed,First,"August 31, 2018",12h,,,,,,,,,
928,2708,ninjachefe,PC,12h,NR,,8438542,Completed,First,"March 09, 2019",12h,,,,,,,,,
929,2708,nsalinardi,PC,12h,90%,,11383027,Completed,First,,12h,,,,,,,,,
930,2708,Private,PC,12h,80%,,3958282,Completed,First,"January 22, 2017",12h,,,,,,,,,
931,2708,Private,PC,12h,100%,,3907363,Completed,First,"February 13, 2017",12h,,,,,,,,,
932,2708,pinguinman,PC,12h,NR,,4452505,Completed,First,"May 22, 2016",12h,,,,,,,,,
933,2708,plissken,PC,12h,NR,Ultra-Violence,4391542,Completed,First,"May 06, 2017",12h,,,,,,,,,
934,2708,prhewson,PlayStation 4,12h,NR,,5012391,Completed,First,,12h,,,,,,,,,
935,2708,pryanie,PC,12h,90%,,11888835,Completed,First,,12h,,25h,40h,,,,,,
936,2708,psychobolt,PC,12h,NR,,10488606,Completed,First,"November 25, 2019",12h,,,,,,,,,
937,2708,romancook,PlayStation 4,12h,80%,,3907319,Completed,First,"January 12, 2017",12h,,,,,,,,,
938,2708,saksham21k,PlayStation 4,12h,NR,,7149181,Completed,First,"April 10, 2018",12h,,15h 30m,23h 50m,,,,,,
939,2708,sixty4bitdiablo,PC,12h,NR,,7669954,Completed,First,"December 08, 2018",12h,,,,,,,,,
940,2708,stevechong25,PC,12h,100%,,8440714,Completed,First,,12h,,,,,,,,,
941,2708,tausiftt5238,PlayStation 4,12h,100%,Only main missions.,8294958,Completed,First,"February 18, 2019",12h,,,,,,,,,
942,2708,tblair,PC,12h,NR,,8473116,Completed,First,"March 16, 2019",12h,,,,,,,,,
943,2708,throwmeplsboi,PC,12h,80%,,9682018,Completed,First,"September 19, 2019",12h,,,,,,,,,
944,2708,toughcanesrock,Xbox One,12h,NR,,7816647,Completed,First,"November 28, 2018",12h,,,,,,,,,
945,2708,vboipinoy,PlayStation 4,12h,NR,,6773694,Completed,First,"April 04, 2017",12h,,,,,,,,,
946,2708,webertsilva,PC,12h,90%,,9228839,Completed,First,"July 25, 2019",12h,,,,,,,,,
947,2708,zeuswaffle19,PlayStation 4,12h,100%,,5181369,Completed,First,"August 11, 2017",12h,,,,,,,,,
948,2708,zoltach,PC,12h,80%,,5503745,Completed,First,"December 26, 2017",12h,,,,,,,,,
949,2708,zuw13,PlayStation 4,12h,NR,,4893030,Completed,First,"July 22, 2017",12h,,16h,25h,,,,,,
950,2708,PaperLuigi,PlayStation 4,12h 05m,70%,,4059313,Completed,First,"February 12, 2017",12h 05m 05s,,,,,,,,,
951,2708,Soiled_wombat,PlayStation 4,12h 05m,NR,,5637972,Completed,First,,12h 05m 13s,,,,,,,,,
952,2708,abeernae,PC,12h 06m,90%,17/54 achievements (Steam).,5153124,Completed,First,"October 28, 2017",12h 06m 26s,Played on Normal,,,,,,,,
953,2708,,PC,12h 10m,NR,,2995406,Completed,First,,12h 10m,,,,,,,,,
954,2708,Private,Xbox One,12h 10m,NR,,3765215,Completed,First,"August 01, 2016",12h 10m,,,19h 30m,,,,,,
955,2708,sarge007,PlayStation 4,12h 10m,NR,,4298061,Completed,First,"April 10, 2017",12h 10m,,,,,,,,,
956,2708,,PC,12h 10m,NR,,10191928,Completed,First,,12h 10m 33s,,,,,,,,,
957,2708,Private,PlayStation 4,12h 11m,60%,,11287203,Completed,First,"March 29, 2020",12h 11m 10s,,,,,,,,,
958,2708,mrjamierocks,PlayStation 4,12h 11m,NR,,9154152,Completed,First,"April 03, 2020",12h 11m 11s,,,,,,,,,
959,2708,,PC,12h 12m,NR,,10526068,Completed,First,,12h 12m,,,,,,,,,
960,2708,JamieBihoy,PC,12h 12m,NR,,4462465,Completed,First,"May 15, 2017",12h 12m,,,,,,,,,
961,2708,VerbatimT,PC,12h 12m,NR,,5184517,Completed,First,"August 19, 2017",12h 12m,,,,,,,,,
962,2708,joelthelemon,PC,12h 12m,NR,,8612465,Completed,First,"April 13, 2019",12h 12m 50s,,,,,,,,,
963,2708,Jtyler12,PlayStation 4,12h 13m,NR,,10643257,Completed,First,"December 29, 2019",12h 13m,,,,,,,,,
964,2708,SombreroSam,PC,12h 13m,NR,,8233264,Completed,First,,12h 13m,,,,,,,,,
965,2708,alec12734,PC,12h 13m,90%,,4360014,Completed Retired,First,"April 26, 2017",12h 13m,,14h 27m,,,,,,,
966,2708,Private,Nintendo Switch,12h 13m,NR,,11213990,Completed,First,"March 21, 2020",12h 13m 15s,,,,,,,,,
967,2708,,Xbox One,12h 14m,NR,,3933539,Completed,First,,12h 14m 42s,,,,,,,,,
968,2708,Magnusti86,PC,12h 15m,90%,Ultra-Violence difficulty completed in over 12h.,6983200,Completed,First,"May 15, 2018",12h 15m,Ultra-Violence Finale: https://www.twitch.tv/videos/260522185,,,,,,,,
969,2708,Private,PlayStation 4,12h 15m,90%,,3167298,Completed,First,,12h 15m,,15h 20m,23h,,,,,,
970,2708,raytsh,PlayStation 4,12h 15m,NR,,11132362,Completed,Replay,"March 08, 2020",12h 15m,,,,,,,,,
971,2708,GreenToxon,PC,12h 15m,100%,,3851333,Completed,First,"December 31, 2016",12h 15m 51s,,,,,,,,,
972,2708,Ackoric,PlayStation 4,12h 16m,80%,,6866328,Completed,First,"August 22, 2018",12h 16m 02s,,,,,,,,,
973,2708,,PC,12h 20m,NR,,3458947,Completed,First,,12h 20m,,,,,,,,,
974,2708,Blizniak,PC,12h 20m,NR,Ultra-Violence,3876676,Completed,First,"January 06, 2017",12h 20m,,,,,,,,,
975,2708,jakeakatheone,PlayStation 4,12h 20m,NR,,5257169,Completed,First,"November 02, 2017",12h 20m,,,,,,,,,
976,2708,Metakirby22,Nintendo Switch,12h 20m,NR,,8961249,Completed,First,"June 22, 2019",12h 20m 19s,,,,,,,,,
977,2708,chroot,PC,12h 22m,80%,,6427215,Completed,First,"June 19, 2018",12h 22m,,,,,,,,,
978,2708,Beardman,PC,12h 22m,NR,,8910388,Completed,First,"June 25, 2019",12h 22m 11s,,18h 56m 22s,,,,,,,
979,2708,,PC,12h 25m,NR,,11327352,Completed,First,,12h 25m,,,,,,,,,
980,2708,,PlayStation 4,12h 25m,NR,,11871353,Completed,Replay,,12h 25m,,15h 55m,17h 45m,,,,,,
981,2708,UnHoly89,PC,12h 25m,NR,,5419113,Completed,First,"December 04, 2017",12h 25m,,,,,,,,,
982,2708,Dunnington,Xbox One,12h 26m,90%,"A couple extra challenges and secrets, but not too many.",4810124,Completed,First,"April 25, 2018",12h 26m,,,,,,,,,
983,2708,Nossda,Xbox One,12h 27m,80%,,11740686,Completed,First,"May 15, 2020",12h 27m 38s,,,,,,,,,
984,2708,Private,PlayStation 4,12h 28m,70%,,11664399,Completed,First,"May 15, 2020",12h 28m 17s,,,,,,,,,
985,2708,,PC,12h 30m,NR,,2979118,Completed,First,,12h 30m,,17h 30m,,,,,,,
986,2708,,PC,12h 30m,NR,,3054240,Completed,First,,12h 30m,,,,,,,,,
987,2708,,Nintendo Switch,12h 30m,NR,,6937506,Completed,First,,12h 30m,,16h,,,,,,,
988,2708,Edco0328,PC,12h 30m,NR,,11117879,Completed,First,"February 11, 2020",12h 30m,,,,,,,,,
989,2708,HazedCube,PC,12h 30m,90%,,5943964,Custom List Completed,First,"January 03, 2018",12h 30m,,,,,,,,,
990,2708,Nickoli,PC,12h 30m,NR,,2095339,Completed,First,"December 10, 2016",12h 30m,,,,,,,,,
991,2708,jpatnd00,PlayStation 4,12h 30m,90%,,5101345,Completed,First,"January 18, 2018",12h 30m,,,,,,,,,
992,2708,jtom,PC,12h 30m,NR,,5040482,Completed,First,,12h 30m,,,,,,,,,
993,2708,ltilev22,PC,12h 30m,80%,,3809385,Completed,First,,12h 30m,,14h 30m,,,,,,,
994,2708,rmulcahy,PC,12h 30m,NR,,10599868,Completed,First,"December 15, 2019",12h 30m,,,,,,,,,
995,2708,rudd1ger,PC,12h 30m,NR,,11740879,Completed,First,"November 07, 2018",12h 30m,,,,,,,,,
996,2708,stark7697,PC,12h 30m,90%,ultravaiolance,11803253,Completed,First,"May 23, 2020",12h 30m,,,,,,,,,
997,2708,yourwhiteshadow,PC,12h 30m,NR,,11152771,Completed,First,"March 12, 2020",12h 30m,,,,,,,,,
998,2708,GRT42,PC,12h 32m,NR,,10593235,Completed,First,"December 14, 2019",12h 32m,,,,,,,,,
999,2708,Private,Xbox One,12h 32m,NR,"hurt me plenty, almost 100% run. all doomguy dolls missed 5 challenges",3770277,Replay Completed,Replay,"December 20, 2016",12h 32m,,,,12h 32m /,,,,,
1000,2708,mkill987,PC,12h 32m,NR,,9012653,Completed,Replay,"May 22, 2019",12h 32m,,,19h 24m,,,,,,
1001,2708,CreepahWeegee,PC,12h 32m,70%,,7388624,Completed,First,November 2018,12h 32m 42s,,,,,,,,,
1002,2708,avinash017,PC,12h 33m,100%,,6936688,Completed,First,,12h 33m 12s,,,,,,,,,
1003,2708,Bound_Internal,PC,12h 34m,90%,,6592792,Completed,First,"July 15, 2018",12h 34m,,12h 35m,,,,,,,
1004,2708,,PlayStation 4,12h 35m,NR,,6250478,Completed,First,,12h 35m,,,,,,,,,
1005,2708,,PC,12h 36m,NR,,4085016,Completed,First,,12h 36m,,15h 30m,16h,,,,,,
1006,2708,,PC,12h 36m,NR,,5174357,Completed,First,,12h 36m 06s,,,,,,,,,
1007,2708,DevilDawg,Xbox One,12h 40m,90%,,7834557,Custom List 2 Completed,First,"May 18, 2019",12h 40m,,,,,,,,,
1008,2708,Lundefgl,PC,12h 40m,100%,,4175486,Completed,First,"March 12, 2017",12h 40m,,,,,,,,,
1009,2708,Private,PlayStation 4,12h 40m,80%,,8571156,Completed,First,"June 30, 2019",12h 40m,,,,,,,,,
1010,2708,Bradeck,PC,12h 41m,60%,,3232734,Completed,First,"March 22, 2017",12h 41m 40s,,,,,,,,,
1011,2708,Sensual,PC,12h 44m,NR,,5836014,Completed,First,"February 02, 2018",12h 44m,,,,,,,,,
1012,2708,dgrdsv,PC,12h 45m,80%,,3178859,Completed,First,"July 05, 2016",12h 45m,,,,,,,,,
1013,2708,sevaaru,PC,12h 48m,NR,,11749801,Completed,First,"May 16, 2020",12h 48m,,,,,,,,,
1014,2708,keyer,PC,12h 49m,NR,,7801868,Completed,First,,12h 49m,,,,,,,,,
1015,2708,mendees,Xbox One,12h 49m,NR,,4622468,Completed,First,"June 24, 2017",12h 49m,,,,,,,,,
1016,2708,JNRois12,PC,12h 49m,NR,,10940434,Completed,First,"February 14, 2020",12h 49m 57s,,,,,,,,,
1017,2708,HenryVIIII,Xbox One,12h 54m,80%,,4494742,Completed,First,"April 02, 2020",12h 54m,,,,,,,,,
1018,2708,Private,PC,12h 54m,100%,,9379622,Completed,First,"August 16, 2019",12h 54m,Steam,,,,,,,,
1019,2708,werupenstein,PC,12h 54m,NR,,3970807,Completed,First,,12h 54m,,,,,,,,,
1020,2708,DMC_Dante,Xbox One,12h 58m,NR,,9364690,Replay Completed,Replay,"August 14, 2019",12h 58m,,,,,,,,,
1021,2708,,Xbox One,13h,NR,,3304723,Completed,First,,13h,,,,,,,,,
1022,2708,,PC,13h,NR,,3869570,Completed,First,,13h,,,,,,,,,
1023,2708,,PC,13h,NR,,11258866,Completed,First,,13h,,,,,,,,,
1024,2708,,Nintendo Switch,13h,NR,,11346697,Completed,Replay,,13h,,,,,,,,,
1025,2708,2Karl,PC,13h,NR,,3180601,Completed,First,"July 05, 2016",13h,,,,,,,,,
1026,2708,Arrkay,PC,13h,NR,,11988210,Completed,First,"March 18, 2020",13h,,,,,,,,,
1027,2708,Donavadam5,Xbox One,13h,NR,,6127601,Completed,First,"April 14, 2018",13h,,,,,,,,,
1028,2708,FatalSyndrome,PlayStation 4,13h,NR,,9105585,Completed,First,"May 26, 2020",13h,,,,,,,,,
