,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Personal Notes,Speedrun,Retired Notes
1380,15221,dgo013,PlayStation 3,110h,NR,,5296912,Completed,First,"November 10, 2017",110h,,,,,,
1381,15221,fkkcloud,PlayStation 4,110h,NR,,10563172,Completed,First,"December 08, 2019",110h,,,,,,
1382,15221,hoz,PlayStation 3,110h,NR,,6209677,Completed,First,,110h,,,,,,
1383,15221,hycer,PlayStation 4,110h,NR,,4808148,Completed,First,"July 23, 2017",110h,,,,,,
1384,15221,jordgoin,Emulated,110h,100%,,7917496,Completed,First,"April 04, 2018",110h,,,,,,
1385,15221,kelvin99,PlayStation 4,110h,NR,,9051588,Completed,First,"May 21, 2019",110h,130h,,,,,
1386,15221,oliviette,PlayStation 4,110h,100%,,4692022,Completed,First,"July 03, 2017",110h,,,,,,
1387,15221,Private,PlayStation 4,110h,70%,,10391471,Completed,First,"April 10, 2018",110h,,,,,,
1388,15221,xavi888,PlayStation 4,110h,100%,,4225798,Completed,First,"March 24, 2017",110h,135h,205h,,,,
1389,15221,,PlayStation 4,110h 04m,NR,,5312542,Completed,First,,110h 04m,,,,,,
1390,15221,SparkyJenkins,PlayStation 4,110h 05m,NR,Didn't finish all the extra content,10189758,Completed,First,,110h 05m,125h 56m,,,,,
1391,15221,,PlayStation 4,110h 09m,NR,,11111045,Completed,First,,110h 09m,,,,,,
1392,15221,pdluna,PlayStation 4,110h 10m,100%,,5830386,Completed,First,"February 05, 2018",110h 10m,,,,,,
1393,15221,Vargavinter,PlayStation 4,110h 15m,70%,,5894118,Completed,First,"February 26, 2018",110h 15m,,,,,,
1394,15221,Private,PlayStation 4,110h 20m,NR,,10484603,Completed,First,"January 26, 2020",110h 20m,,,,,,
1395,15221,Bananation,PlayStation 3,110h 22m,NR,,7217017,Completed,First,"October 09, 2018",110h 22m,,,,,,
1396,15221,catotis,Emulated,110h 23m,100%,,9201363,Completed,First,,110h 23m,,,,,,
1397,15221,BakuGako,PlayStation 4,110h 25m,NR,,9573662,Completed,First,,110h 25m,,,,,,
1398,15221,lookingforpants,PlayStation 3,110h 31m,NR,,7133156,Completed,First,"September 28, 2018",110h 31m,,,,,,
1399,15221,,PlayStation 4,110h 38m,NR,,10756583,Completed,First,,110h 38m,,,,,,
1400,15221,Mikehook1,PlayStation 4,110h 42m,NR,,8854846,Completed,First,"May 27, 2019",110h 42m,122h 23m,208h 37m,,,,
1401,15221,Mr_SP,PlayStation 4,110h 46m,NR,,4410283,Playing Completed,First,"May 05, 2017",110h 46m,,,110h 46m /,,,
1402,15221,,PlayStation 4,110h 48m,NR,,11157999,Completed,First,,110h 48m,,,,,,
1403,15221,,PlayStation 4,110h 50m,NR,,4739009,Completed,First,,110h 50m,121h 23m,190h 44m,,,,
1404,15221,SuperMaster10,PlayStation 3,110h 52m,NR,,8618047,Completed,First,,110h 52m,,,,,,
1405,15221,moonarcana,PlayStation 3,110h 56m,80%,,9012175,Completed,First,,110h 56m,,,,,,
1406,15221,,PlayStation 4,110h 57m,NR,,4487666,Completed,First,,110h 57m,140h 16m,,,,,
1407,15221,,PlayStation 4,111h,NR,,5054303,Completed,First,,111h,,,,,,
1408,15221,,PlayStation 4,111h,NR,,8631287,Completed,First,,111h,,,,,,
1409,15221,,PlayStation 3,111h,NR,,11947273,Completed,First,,111h,,,,,,
1410,15221,ghanem,PlayStation 4,111h,NR,,5624271,Replay Completed,First,"January 05, 2018",111h,,,111h /,,,
1411,15221,VatikanKlopper,PlayStation 4,111h 22m,90%,,4267313,Completed,First,"May 12, 2017",111h 22m,,,,,,
1412,15221,,PlayStation 4,111h 26m,NR,,11605421,Completed,First,,111h 26m,,,,,,
1413,15221,Gabish,PlayStation 4,111h 28m,NR,,6309748,Completed,First,"July 31, 2018",111h 28m,,,,,,
1414,15221,,PlayStation 4,111h 28m,NR,,8784856,Completed,First,,111h 28m 39s,132h 18m 13s,141h 32m 08s,,,,
1415,15221,,PlayStation 4,111h 31m,NR,,10752804,Completed,First,,111h 31m,220h 56m,240h,,,,
1416,15221,,PlayStation 4,111h 49m,NR,,11749884,Completed,First,,111h 49m 28s,,,,,,
1417,15221,kazerua,PlayStation 4,111h 53m,100%,,5852612,Completed,First,"February 10, 2018",111h 53m,,,,,,
1418,15221,OfficialColby,PlayStation 4,111h 54m,100%,,10351608,Completed,First,"November 03, 2019",111h 54m,,,,,,
1419,15221,,PlayStation 4,111h 56m,NR,,6069810,Completed,First,,111h 56m,,,,,,
1420,15221,AftershockWolf,PlayStation 4,112h,NR,,10620100,Completed,First,"April 26, 2019",112h,,,,,,
1421,15221,Artdan,PlayStation 4,112h,NR,,7526140,Completed,First,"October 23, 2017",112h,,,,,,
1422,15221,Ferox23,PlayStation 4,112h,100%,,11385677,Completed,First,"April 08, 2020",112h,,,,,,
1423,15221,JemmyPaeg,PlayStation 4,112h,NR,,10304505,Completed,First,"October 25, 2019",112h,,,,,,
1424,15221,KrazyKen,PlayStation 4,112h,NR,,4844706,Completed,First,,112h,,,,,,
1425,15221,Metatron80,PlayStation 4,112h,100%,,4482370,Completed,First,"May 19, 2017",112h,,,,,,
1426,15221,kingdomjoeyy,PlayStation 4,112h,90%,,6084071,Completed,First,"January 17, 2018",112h,,,,,,
1427,15221,mkenmore,PlayStation 4,112h,NR,,8813595,Completed,First,"January 19, 2018",112h,,,,,,
1428,15221,Private,PlayStation 4,112h 05m,NR,,6831123,Completed,First,"March 14, 2017",112h 05m,,,,,,
1429,15221,,PlayStation 4,112h 10m,NR,,5727931,Completed,First,,112h 10m,,,,,,
1430,15221,,PlayStation 4,112h 15m,NR,,5855791,Completed,First,,112h 15m,,,,,,
1431,15221,Private,PlayStation 4,112h 24m,90%,,6606460,Completed,First,"July 17, 2018",112h 24m,,,,,,
1432,15221,tedinho77,PlayStation 4,112h 26m,90%,Level 75,11204070,Completed,First,"March 21, 2020",112h 26m,,,,,,
1433,15221,ecshadow,PlayStation 4,112h 27m,NR,,11487804,Completed,First,"April 18, 2020",112h 27m,,,,,,
1434,15221,NardDog,PlayStation 4,112h 30m,NR,,6897435,Completed,First,"August 23, 2018",112h 30m,,,,,,
1435,15221,Lord_Voleran,PlayStation 3,112h 32m,NR,,5191483,Completed,First,,112h 32m,,,,,,
1436,15221,,PlayStation 4,112h 34m,NR,,7111624,Completed,First,,112h 34m,,,,,,
1437,15221,Cenafn54,PlayStation 4,113h,NR,,10629057,Completed,First,"April 14, 2019",113h,,,,,,
1438,15221,Qwerty2629,PlayStation 3,113h,NR,,11550747,Completed,First,,113h,,,,,,
1439,15221,Tahmis,PlayStation 4,113h,NR,,11312885,Completed,First,"March 30, 2020",113h,,,,,,
1440,15221,,PlayStation 4,113h 01m,NR,,4601828,Completed,First,,113h 01m 30s,,,,,,
1441,15221,,PlayStation 4,113h 04m,NR,,5268066,Completed,First,,113h 04m 07s,,,,,,
1442,15221,ElderLink,PlayStation 3,113h 06m,NR,,9460145,Completed,First,"August 26, 2019",113h 06m,,,,,,
1443,15221,,PlayStation 4,113h 07m,NR,,11003413,Completed,First,,113h 07m,,,,,,
1444,15221,HermanoFe87,PlayStation 4,113h 10m,100%,,4458869,Completed,First,"May 21, 2017",113h 10m 25s,,,,,,
1445,15221,Private,PlayStation 4,113h 15m,NR,,8765898,Completed,First,"February 18, 2020",113h 15m,,,,,,
1446,15221,Nyervek,PlayStation 4,113h 15m,NR,,8444442,Replay Completed,Replay,"March 10, 2019",113h 15m,125h 35m,224h 16m,240h /,,,
1447,15221,,PlayStation 4,113h 22m,NR,,11148233,Completed,First,,113h 22m,,,,,,
1448,15221,Nadea,PlayStation 3,113h 22m,90%,,6612793,Completed,First,"July 25, 2018",113h 22m,,,,,,
1449,15221,ardhan,PlayStation 4,113h 23m,100%,,12020624,Completed,First,2017,113h 23m,,,,,,
1450,15221,Marriland,PlayStation 3,113h 24m,NR,"True Ending. Lv71, all stats 5, several max Confidants. Played blind & leisurely (no skipping dialogue).",4825497,Completed,First,"July 26, 2017",113h 24m,,,,,,
1451,15221,,PlayStation 4,113h 30m,NR,,10565612,Completed,First,,113h 30m,,,,,,
1452,15221,honeyaulait,PlayStation 4,113h 32m,NR,,8192493,Completed,First,"February 02, 2019",113h 32m,,,,,,
1453,15221,sikapwach,PlayStation 4,113h 32m,NR,,3694955,Completed,First,"November 17, 2018",113h 32m,,,,,,
1454,15221,Private,PlayStation 4,113h 40m,NR,,9464257,Completed,First,"April 04, 2018",113h 40m,130h 10m,,,,,
1455,15221,,PlayStation 4,113h 42m,NR,,8446043,Completed,First,,113h 42m,,,,,,
1456,15221,MarvinMarv,PlayStation 4,113h 43m,NR,"16 confidants Maxed, social stats maxed",7901875,Completed,First,"January 07, 2019",113h 43m,,,,,,
1457,15221,okabekudo,PlayStation 3,113h 50m,100%,,4594660,Completed,First,"June 16, 2017",113h 50m,,,,,,
1458,15221,,PlayStation 4,113h 51m,NR,,4476018,Completed,First,,113h 51m,,,,,,
1459,15221,,PlayStation 4,114h,NR,,7449767,Completed,First,,114h,,,,,,
1460,15221,,PlayStation 4,114h,NR,,7780007,Completed,First,,114h,,,,,,
1461,15221,MastaTGT,PlayStation 4,114h,NR,,6136002,Completed,First,"April 17, 2018",114h,,,,,,
1462,15221,LimeONade,PlayStation 4,114h 14m,90%,,11777465,Completed,First,"May 24, 2020",114h 14m,,,,,,
1463,15221,whyudra,PlayStation 3,114h 20m,NR,,4380924,Completed,First,"April 04, 2017",114h 20m,,,,,,
1464,15221,NascarRedSox,PlayStation 3,114h 31m,80%,Lv76.,5596089,Completed,First,"July 28, 2018",114h 31m,142h 28m,,,,,
1465,15221,Private,PlayStation 4,114h 35m,90%,"Confidants and Mementos really aren't optional, so yes, its just an average playthrough.",4482268,Completed,First,"May 26, 2017",114h 35m,,,,,,
1466,15221,,PlayStation 4,114h 45m,NR,,5955345,Completed,First,,114h 45m 01s,,,,,,
1467,15221,krispyjon,PlayStation 4,114h 57m,100%,,11845700,Completed,First,"June 05, 2020",114h 57m,,,,,,
1468,15221,,PlayStation 4,115h,NR,,4459907,Completed,First,,115h,,,,,,
1469,15221,,PlayStation 4,115h,NR,,5250479,Completed,First,,115h,,,,,,
1470,15221,,PlayStation 4,115h,NR,,5894466,Completed,First,,115h,,,,,,
1471,15221,,PlayStation 4,115h,NR,,10968834,Completed,First,,115h,150h,270h,,,,
1472,15221,Carlito09,PlayStation 4,115h,90%,,7942978,Completed,First,"August 03, 2018",115h,,,,,,
1473,15221,Cobreca,PlayStation 4,115h,90%,,9386027,Completed,First,,115h,,,,,,
1474,15221,Lykrir,PlayStation 4,115h,100%,,10563405,Completed,First,,115h,,,,,,
1475,15221,MightyQuinn2021,PlayStation 4,115h,100%,,10433222,Completed,First,"November 16, 2019",115h,,,,,,
1476,15221,MudkipMonkey,PlayStation 4,115h,NR,,6942087,Completed,First,"July 09, 2018",115h,,,,,,
1477,15221,davidmaggs,PlayStation 4,115h,NR,,4344852,Completed,First,"August 17, 2017",115h,,,,,,
1478,15221,go2sleep327,PlayStation 4,115h,NR,,4498579,Completed,First,"May 22, 2017",115h,,,,,,
1479,15221,plushfire5,PlayStation 4,115h,NR,,9561474,Completed,First,"September 08, 2019",115h,,,,,,
1480,15221,purpleurchin,PlayStation 4,115h,NR,,9028342,Completed,First,"July 07, 2019",115h,,,,,,
1481,15221,,PlayStation 4,115h 03m,NR,,6242960,Completed,First,,115h 03m,200h,230h 34m,,,,
1482,15221,ragingcajunburn,PlayStation 4,115h 03m,NR,,12011662,Completed,First,"May 15, 2019",115h 03m,,,,,,
1483,15221,,PlayStation 4,115h 05m,NR,,5535216,Completed,First,,115h 05m,,,,,,
1484,15221,,PlayStation 4,115h 05m,NR,,9078760,Completed,First,,115h 05m,,170h,,,,
1485,15221,,PlayStation 4,115h 14m,NR,Everything complete,10908021,Completed,First,,115h 14m,,176h 30m,,,,
1486,15221,,PlayStation 4,115h 15m,NR,,10875006,Completed,First,,115h 15m,,,,,,
1487,15221,DireThunder,PlayStation 4,115h 17m,NR,,8722035,Completed,First,"April 16, 2019",115h 17m,,,,,,
1488,15221,Kiseki7,PlayStation 4,115h 27m,NR,,7934319,Completed,First,"May 31, 2017",115h 27m,,,,,,
1489,15221,Bizq,PlayStation 4,115h 30m,NR,,5373588,Completed,First,,115h 30m,,,,,,
1490,15221,CastleNerevar,PlayStation 4,115h 32m,NR,,11391261,Completed,First,"April 08, 2020",115h 32m,,,,,,
1491,15221,,PlayStation 4,115h 35m,NR,,4522168,Completed,First,,115h 35m,,,,,,
1492,15221,Dyldude316,PlayStation 4,115h 46m,NR,,10811876,Completed,First,"January 02, 2020",115h 46m,147h 54m,200h 25m,,,,
1493,15221,Uberdavid,PlayStation 4,115h 53m,NR,,6034794,Completed,First,"September 01, 2018",115h 53m,,,,,,
1494,15221,Blackrabbit2,PlayStation 4,115h 56m,100%,,3428968,Completed,First,"August 31, 2018",115h 56m,,,,,,
1495,15221,,PlayStation 4,115h 59m,NR,,8447276,Completed,First,,115h 59m,,,,,,
1496,15221,Trojan113,PlayStation 4,116h,NR,,8490082,Completed,First,"July 12, 2019",116h,,,,,,
1497,15221,Mynameisdick,PlayStation 4,116h 20m,100%,,11624532,Completed,Replay,"May 02, 2020",116h 20m,,233h 03m 03s,,,,
1498,15221,,PlayStation 4,116h 28m,NR,,4907307,Completed,First,,116h 28m,142h 43m,,,,,
1499,15221,roderick806,PlayStation 4,116h 32m,NR,,6803100,Completed,First,"May 09, 2017",116h 32m,,,,,,
1500,15221,,PlayStation 4,116h 43m,NR,,11368592,Completed,First,,116h 43m,,,,,,
1501,15221,DivineKataroshie,PlayStation 4,116h 53m,90%,,5535676,Completed,First,"March 06, 2018",116h 53m 08s,,,,,,
1502,15221,,PlayStation 4,117h,NR,MOST BEAUTIFUL GAME EVER.,5123031,Completed,First,,117h,,,,,,
1503,15221,DrowsyOne,PlayStation 4,117h 20m,100%,,4272721,Completed,First,"April 17, 2017",117h 20m,,,,,,
1504,15221,Nathan246,PlayStation 4,117h 20m,100%,,4896357,Completed,First,"August 10, 2017",117h 20m,,,,,,
1505,15221,,PlayStation 3,117h 30m,NR,,7830090,Completed,First,,117h 30m,,,,,,
1506,15221,mugiwarajm,PlayStation 4,117h 34m,NR,,6267472,Completed,First,"January 02, 2019",117h 34m,,,,,,
1507,15221,CamItalo,PlayStation 4,117h 54m,NR,,4415430,Completed,First,,117h 54m,,,,,,
1508,15221,,PlayStation 4,118h,NR,,5920251,Completed,First,,118h,,,,,,
1509,15221,,PlayStation 4,118h,NR,,6158457,Completed,First,,118h,,,,,,
1510,15221,,PlayStation 4,118h,NR,,9107526,Completed,First,,118h,,,,,,
1511,15221,chongrulz,PlayStation 3,118h,100%,,10227194,Completed,First,"October 10, 2019",118h,,,,,,
1512,15221,drczz,PlayStation 4,118h,NR,,6027849,Completed,First,"March 24, 2018",118h,,,,,,
1513,15221,flurryfish691,PlayStation 4,118h,NR,,5113528,Completed,First,"September 27, 2017",118h,,,,,,
1514,15221,,PlayStation 4,118h 21m,NR,,11166431,Completed,First,,118h 21m,,,,,,
1515,15221,,PlayStation 4,118h 21m,NR,,4416420,Completed,First,,118h 21m 10s,,,,,,
1516,15221,,PlayStation 4,118h 31m,NR,,4446344,Completed,First,,118h 31m,,,,,,
1517,15221,,PlayStation 4,118h 52m,NR,,10946847,Completed,First,,118h 52m,,,,,,
1518,15221,,Emulated,118h 55m,NR,,10637378,Completed,First,,118h 55m,,,,,,
1519,15221,DionysusDreams,PlayStation 4,119h 19m,100%,"True Ending achieved, 10 social links maxed",4274634,Completed,First,"October 28, 2019",119h 19m 18s,,,,First playthrough complete,,
1520,15221,sosoku31,PlayStation 4,119h 21m,100%,,8639950,Replay Completed,First,"April 13, 2019",119h 21m,140h 46m,,150h /,,,
1521,15221,thedigikulumba,PlayStation 4,119h 28m,100%,,9089346,Completed,First,"July 05, 2019",119h 28m,,,,,,
1522,15221,,PlayStation 4,119h 35m,NR,,10182321,Completed,First,,119h 35m,,,,,,
1523,15221,,PlayStation 3,119h 55m,NR,,8074847,Completed,First,,119h 55m,,,,,,
1524,15221,,PlayStation 4,120h,NR,,4443006,Completed,First,,120h,,,,,,
1525,15221,,PlayStation 4,120h,NR,,4450304,Completed,First,,120h,,,,,,
1526,15221,,PlayStation 4,120h,NR,,4524188,Completed,First,,120h,,,,,,
1527,15221,,PlayStation 4,120h,NR,,5461808,Completed,First,,120h,,,,,,
1528,15221,,PlayStation 3,120h,NR,,5907039,Completed,First,,120h,,,,,,
1529,15221,,PlayStation 4,120h,NR,,6197429,Completed,First,,120h,,,,,,
1530,15221,,PlayStation 4,120h,NR,,6690622,Completed,First,,120h,122h,123h,,,,
1531,15221,,PlayStation 4,120h,NR,,8456714,Completed,First,,120h,,,,,,
1532,15221,,PlayStation 4,120h,NR,,8854704,Completed,Replay,,120h,240h,300h,,,,
1533,15221,,PlayStation 4,120h,NR,,10413789,Completed,First,,120h,,,,,,
1534,15221,,PlayStation 4,120h,NR,,10687086,Completed,First,,120h,,,,,,
1535,15221,,PlayStation 4,120h,NR,,11548292,Completed,First,,120h,,,,,,
1536,15221,,PlayStation 4,120h,NR,,11826745,Completed,First,,120h,,,,,,
1537,15221,AlexTheDes,PlayStation 4,120h,NR,,11714652,Completed,First,"June 17, 2019",120h,,,,,,
1538,15221,Axiorm,PlayStation 3,120h,NR,,9701686,Completed,First,"September 23, 2019",120h,,,,,,
1539,15221,Drazx,PlayStation 4,120h,100%,,3665348,Completed,First,"September 15, 2016",120h,,177h,,,,
1540,15221,Kerveros,PlayStation 4,120h,NR,,6422833,Completed,First,"June 17, 2018",120h,,,,,,
1541,15221,Kiri,PlayStation 4,120h,90%,a whole bunch of idle time,6254417,Completed,First,,120h,,,,started a bunch of days before release and i don't remember when i finished it,,
1542,15221,Private,PlayStation 4,120h,NR,,11980583,Completed,First,"June 12, 2020",120h,,,,,,
1543,15221,Loneronin21,PlayStation 4,120h,NR,,6991711,Completed,First,,120h,,,,,,
1544,15221,Marq,PlayStation 4,120h,NR,,10919621,Completed,First,"January 28, 2020",120h,,,,,,
1545,15221,MrDanteDavid,PlayStation 4,120h,NR,,7230224,Completed,First,,120h,,,,,,
1546,15221,Riggirigs,PlayStation 4,120h,NR,,9304910,Completed,First,,120h,,,,,,
1547,15221,Schatten,PlayStation 4,120h,NR,,4854708,Completed,First,"April 14, 2018",120h,,,,,,
1548,15221,Sushinara,PlayStation 4,120h,80%,,11780460,Completed,First,"May 19, 2020",120h,,,,,,
1549,15221,TheAfroGuy,PlayStation 4,120h,NR,,9282859,Completed,First,,120h,,,,,,
1550,15221,aoki2,PlayStation 4,120h,100%,,7473154,Completed,First,"February 23, 2019",120h,,,,,,
1551,15221,cheesestalker,PlayStation 4,120h,NR,,6017684,Completed,First,"May 06, 2017",120h,124h 12m,,,,,
1552,15221,exsound,PlayStation 4,120h,100%,,4915555,Completed,First,"August 16, 2017",120h,,,,,,
1553,15221,gefmii,PlayStation 4,120h,NR,,11938638,Completed,First,"May 25, 2017",120h,,,,,,
1554,15221,huston,PlayStation 4,120h,NR,,11722331,Completed,First,"May 12, 2020",120h,,,,,,
1555,15221,polarbair,PlayStation 4,120h,NR,,4913525,Backlog Completed,First,"January 06, 2019",120h,,,95h /,,,
1556,15221,seagaia,PlayStation 4,120h,80%,,3690029,Completed,First,"October 18, 2016",120h,,,,,,
1557,15221,,PlayStation 4,120h 03m,NR,,11789873,Completed,First,,120h 03m,,,,,,
1558,15221,,PlayStation 4,120h 04m,NR,,6931000,Completed,First,,120h 04m,,,,,,
1559,15221,,PlayStation 4,120h 10m,NR,,9565188,Completed,First,,120h 10m,,,,,,
1560,15221,,PlayStation 4,120h 12m,NR,,6593069,Completed,First,,120h 12m,,,,,,
1561,15221,,Emulated,120h 20m,NR,,11825202,Completed,First,,120h 20m 10s,,,,,,
1562,15221,ms1021,Emulated,120h 22m,NR,,9125620,Completed,First,"July 10, 2019",120h 22m,,,,,,
1563,15221,,PlayStation 4,120h 23m,NR,,7243735,Completed,First,,120h 23m,,,,,,
1564,15221,BartG,PlayStation 4,120h 30m,100%,,9120741,Completed,First,"April 23, 2018",120h 30m,,,,,,
1565,15221,kinoji,PlayStation 4,120h 30m,NR,,4726820,Completed,First,,120h 30m,,,,,,
1566,15221,GoffyGamer,PlayStation 3,120h 35m,100%,,4837339,Completed,First,"September 17, 2017",120h 35m,,,,,,
1567,15221,,PlayStation 4,120h 38m,NR,,7211014,Completed,First,,120h 38m,,,,,,
1568,15221,Almightythoth,PlayStation 4,120h 43m,NR,,6659374,Completed,First,"July 24, 2018",120h 43m,,,,,,
1569,15221,,PlayStation 4,120h 55m,NR,,8682743,Completed,First,,120h 55m,,,,,,
1570,15221,,PlayStation 4,120h 59m,NR,,8249802,Completed,First,,120h 59m,156h 26m,,,,,
1571,15221,,PlayStation 4,121h,NR,,3688252,Completed,First,,121h,,177h,,,,
1572,15221,,PlayStation 4,121h,NR,,5928344,Completed,First,,121h,,,,,,
1573,15221,,PlayStation 4,121h,NR,,11420826,Completed,First,,121h,,,,,,
1574,15221,,PlayStation 4,121h 06m,NR,,4877641,Completed,First,,121h 06m 09s,,,,,,
1575,15221,,PlayStation 4,121h 55m,NR,,11335601,Completed,First,,121h 55m,,,,,,
1576,15221,Corginand,PlayStation 3,122h,NR,"""Take your time""",1227373,Completed,First,,122h,,,,,,
1577,15221,Weelum,PlayStation 4,122h,80%,,11181100,Completed,First,,122h,,,,,,
1578,15221,theskozo,PlayStation 4,122h,NR,,5200008,Completed,First,"October 21, 2017",122h,,,,,,
1579,15221,,PlayStation 4,122h 03m,NR,,7430164,Completed,First,,122h 03m,,,,,,
1580,15221,TrevortheDogg,PlayStation 4,122h 17m,NR,,11989432,Completed,First,"June 14, 2020",122h 17m,,,,,,
1581,15221,,PlayStation 4,122h 25m,NR,,4601980,Completed,First,,122h 25m,,,,,,
1582,15221,,PlayStation 4,122h 29m,NR,,11191252,Completed,First,,122h 29m,,,,,,
1583,15221,accaia,PlayStation 3,122h 43m,100%,,7937387,Completed,First,,122h 43m,,360h 51m,,,,
1584,15221,,PlayStation 4,123h 20m,NR,,4489554,Completed,First,,123h 20m,,,,,,
1585,15221,,PlayStation 4,123h 21m,NR,Went really slow and grinded a LOT,4432996,Completed,First,,123h 21m 30s,,,,,,
1586,15221,,PlayStation 4,123h 30m,NR,,4325957,Completed,First,,123h 30m,,,,,,
1587,15221,,PlayStation 4,123h 33m,NR,,6691951,Completed,First,,123h 33m 30s,147h 50m 30s,,,,,
1588,15221,,PlayStation 4,123h 41m,NR,,5885083,Completed,First,,123h 41m 12s,,,,,,
1589,15221,,PlayStation 4,123h 59m,NR,,8580238,Completed,First,,123h 59m 01s,200h 20m 45s,245h 32m,,,,
1590,15221,Ristance,PlayStation 4,124h,NR,,5002639,Completed,First,,124h,,,,,,
1591,15221,Private,PlayStation 4,124h,90%,,8901703,Completed,First,"February 28, 2019",124h,,,,,,
1592,15221,,PlayStation 4,124h 17m,NR,,6250948,Completed,First,,124h 17m 32s,,,,,,
1593,15221,,PlayStation 4,124h 38m,NR,,8926470,Completed,First,,124h 38m,,,,,,
1594,15221,,PlayStation 4,125h,NR,I played the Whole game on hard.... Only at holy grail i had to lower it to normal,6143181,Completed,First,,125h,,,,,,
1595,15221,,PlayStation 4,125h,NR,,8955217,Completed,First,,125h,,,,,,
1596,15221,Dabikon,PlayStation 4,125h,NR,,10582992,Completed,First,"December 13, 2019",125h,,,,,,
1597,15221,Elsanfus,PlayStation 4,125h,NR,,4326521,Completed,First,"April 17, 2017",125h,,,,,,
1598,15221,essl,PlayStation 3,125h,100%,,10349060,Completed,First,"October 29, 2019",125h,,,,,,
1599,15221,jro3000,PlayStation 4,125h,NR,,4569744,Completed,First,"June 08, 2017",125h,,,,,,
1600,15221,mslebod,PlayStation 4,125h,100%,,11184516,Completed,First,"June 07, 2017",125h,,,,,,
1601,15221,quakeroatmeal,PlayStation 4,125h,NR,,10200345,Completed,First,"October 07, 2019",125h,,,,,,
1602,15221,svii,PlayStation 4,125h,NR,,5928086,Completed,First,,125h,,,,,,
1603,15221,,PlayStation 4,125h 14m,NR,,11538338,Completed,First,,125h 14m,,214h 57m,,,,
1604,15221,willgro18,PlayStation 4,125h 14m,100%,,7225555,Completed,First,"October 11, 2018",125h 14m,,,,,,
1605,15221,,PlayStation 4,125h 20m,NR,,6826791,Completed,First,,125h 20m,150h,210h,,,,
1606,15221,,PlayStation 4,126h,NR,,10943350,Completed,First,,126h,,,,,,
1607,15221,rikecentral,PlayStation 4,126h,90%,,10519781,Completed,First,,126h,,,,,,
1608,15221,,PlayStation 4,126h 11m,NR,,10164717,Completed,First,,126h 11m,,,,,,
1609,15221,Energymaster22,PlayStation 4,126h 28m,90%,Had a friend guiding me through. (When he wasn't on his phone or sleeping...),8362815,Completed,First,"February 28, 2019",126h 28m,,,,,,
1610,15221,,PlayStation 4,126h 45m,NR,,5479094,Completed,First,,126h 45m,,,,,,
1611,15221,,PlayStation 4,127h,NR,,6417687,Completed,First,,127h,,,,,,
1612,15221,,PlayStation 4,127h,NR,,11132207,Completed,First,,127h,,,,,,
1613,15221,Vezokair,PlayStation 4,127h,NR,,4800610,Completed,First,"July 20, 2017",127h,,179h,,,,
1614,15221,,PlayStation 4,127h 23m,NR,,6919416,Completed,First,,127h 23m,,,,,,
1615,15221,DarkahyMastah,PlayStation 4,127h 49m,NR,,5091091,Completed,First,"September 24, 2017",127h 49m,,,,,,
1616,15221,,PlayStation 4,127h 54m,NR,,9701153,Completed,First,,127h 54m,,,,,,
1617,15221,akelliona,PlayStation 4,127h 59m,NR,,11051194,Playing Completed,First,"February 28, 2020",127h 59m 56s,,,,,,
1618,15221,,PlayStation 4,128h,NR,,7437184,Completed,Replay,,128h,,,,,,
1619,15221,Private,PlayStation 3,128h,90%,,10870620,Completed,First,"February 13, 2020",128h,,,,,,
1620,15221,,PlayStation 4,128h 10m,NR,,8834039,Completed,First,,128h 10m,,,,,,
1621,15221,,PlayStation 4,128h 28m,NR,,11038831,Completed,First,,128h 28m,,,,,,
1622,15221,,PlayStation 4,129h 25m,NR,,4751497,Completed,First,,129h 25m,,,,,,
1623,15221,,Emulated,129h 28m,NR,,9046564,Completed,First,,129h 28m,,,,,,
1624,15221,DarKong,PlayStation 4,129h 30m,90%,,9014255,Completed,First,"June 20, 2019",129h 30m,,,,,,
1625,15221,Monjeman,PlayStation 4,129h 50m,NR,Heavy grinding. Lv99 lots of money. All confidants max.,4450303,Completed,First,"July 01, 2017",129h 50m,,,,,,
1626,15221,,PlayStation 4,129h 58m,NR,,9003789,Completed,First,,129h 58m,,,,,,
1627,15221,,PlayStation 4,130h,NR,,4390258,Completed,First,,130h,,,,,,
1628,15221,,PlayStation 4,130h,NR,,4390259,Completed,First,,130h,,,,,,
1629,15221,,PlayStation 4,130h,NR,,5626423,Completed,First,,130h,175h,220h,,,,
1630,15221,,PlayStation 4,130h,NR,,5690122,Completed,First,,130h,,,,,,
1631,15221,,PlayStation 4,130h,NR,,6290227,Completed,First,,130h,159h,188h,,,,
1632,15221,,PlayStation 3,130h,NR,,7075113,Completed,First,,130h,,,,,,
1633,15221,,PlayStation 4,130h,NR,,7799051,Completed,First,,130h,,,,,,
1634,15221,,PlayStation 4,130h,NR,,8003891,Completed,First,,130h,135h,,,,,
1635,15221,,PlayStation 3,130h,NR,,10527289,Completed,First,,130h,,,,,,
1636,15221,,PlayStation 4,130h,NR,,11196415,Completed,First,,130h,,,,,,
1637,15221,,PlayStation 4,130h,NR,,11322003,Completed,First,,130h,,,,,,
