,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Speedrun,Progress,Retired Notes
1324,38019,,Nintendo Switch,45h,NR,,10959758,Completed,First,,,,45h,,,,
1325,38019,,Nintendo Switch,45h,NR,,11214765,Completed,First,,,,45h,,,,
1326,38019,,Nintendo Switch,45h,NR,,11855990,Completed,First,,,,45h,,,,
1327,38019,Billabong1985,Nintendo Switch,45h,100%,"All 4 divine beasts, all memories, master sword, and about half of the shrines and side quests before beating Ganon",10424116,Completed,First,"November 14, 2019",,,45h,,,,
1328,38019,Critter2003,Nintendo Switch,45h,NR,"More than 45 hours played. 4 Beasts, 12/18 Memories, 47 Shrines, 27 Korok Seeds.",4261275,Completed,First,"April 02, 2017",,,45h,,,,
1329,38019,Fehu666,Nintendo Switch,45h,90%,,8954484,Completed,First,"June 13, 2019",,,45h,,,,
1330,38019,IRLMEME,Wii U,45h,NR,,5244355,Completed,First,,,,45h,,,,
1331,38019,Jarop,Nintendo Switch,45h,NR,,4624995,Completed,First,"April 24, 2017",,,45h,,,,
1332,38019,Jarz,Nintendo Switch,45h,100%,,8406805,Completed,First,February 2018,,,45h,,,,
1333,38019,Jedi9nife,Nintendo Switch,45h,NR,,9430204,Completed,First,"December 06, 2019",,,45h,,,,
1334,38019,Jesse_McAstroturf,Wii U,45h,80%,"Estimate, due to no in-game timer.",4280828,Completed,First,"April 07, 2017",,,45h,,,,
1335,38019,Jokey665,Nintendo Switch,45h,NR,,4335108,Completed,First,"April 19, 2017",,,45h,,,,
1336,38019,Private,Nintendo Switch,45h,100%,I did some side content but I explored the game world a lot.,6780395,Completed,First,"August 06, 2018",,Great Zelda game. Truly innovative.,45h,,,,
1337,38019,Liquid_Corn,Nintendo Switch,45h,NR,,9362494,Completed Retired,First,"July 15, 2017",,,45h,,,,
1338,38019,Marcel2704,Nintendo Switch,45h,100%,,11039626,Playing Completed,Replay,"February 23, 2020",25h,,45h,,,135h /,
1339,38019,Nvidius,Nintendo Switch,45h,NR,,11310859,Completed,First,"March 13, 2017",22h,,45h,160h,,,
1340,38019,PedAngle,Nintendo Switch,45h,80%,"60~ sanctuary & the 4 divine beast done, got the master sword, no DLC, used the pro HUD, no fast travel",5291421,Completed,Replay,"July 11, 2018",,,45h,,,,
1341,38019,Porpz,Nintendo Switch,45h,100%,,7579965,Completed,First,,40h,,45h,,,,
1342,38019,RST43,Nintendo Switch,45h,100%,,10890479,Completed,First,,,,45h,,,,
1343,38019,SixthRoman,Nintendo Switch,45h,NR,,4240959,Completed,First,"April 09, 2017",,,45h,,,,
1344,38019,StephenTBW,Nintendo Switch,45h,NR,,8022157,Completed,Replay,"January 12, 2019",,,45h,,,,
1345,38019,Valefar,Nintendo Switch,45h,NR,,4168985,Completed,First,"March 10, 2017",,,45h,,,,
1346,38019,adawes,Nintendo Switch,45h,NR,,11349750,Playing Completed,First,"April 05, 2020",,,45h,,,,
1347,38019,beanbag432,Nintendo Switch,45h,NR,,11446696,Completed,First,"January 15, 2019",,,45h,,,,
1348,38019,bvtt,Nintendo Switch,45h,NR,,11955612,Completed,First,,,,45h,,,,
1349,38019,fierymuffin,Nintendo Switch,45h,70%,,4202749,Completed,First,"March 18, 2017",,,45h,,,,
1350,38019,Private,Nintendo Switch,45h,NR,,11266015,Completed,First,"March 27, 2020",,,45h,,,,
1351,38019,schiemann,Nintendo Switch,45h,100%,,10666013,Completed,First,"December 30, 2019",,,45h,,,,
1352,38019,solairesflair,Nintendo Switch,45h,NR,,6595240,Completed,First,"April 15, 2017",,,45h,,,,
1353,38019,the_ELF,Wii U,45h,100%,,4593368,Completed,First,"March 21, 2017",,,45h,,,,
1354,38019,the_pepper,Wii U,45h,90%,,5020683,Completed,First,"September 07, 2017",,,45h,,,,
1355,38019,thirstii,Nintendo Switch,45h,90%,,6176851,Completed,First,,,,45h,,,,
1356,38019,Private,Wii U,45h,NR,,7776492,Completed,First,"April 16, 2019",,,45h,,,,
1357,38019,Private,Nintendo Switch,45h,100%,,8485367,Replay Completed,Replay,"April 07, 2019",45h,,45h 01s,,,45h /,
1358,38019,Totallynot,Nintendo Switch,45h 01m,NR,,11452180,Completed,First,,35h 03m 45s,,45h 01m 23s,,,,
1359,38019,Private,Nintendo Switch,45h 12m,NR,,4450278,Completed,First,"May 11, 2017",,,45h 12m,,,,
1360,38019,pyr0gel,Nintendo Switch,45h 22m,NR,"56 Shrines, 57 Korok Seeds, and some side quests completed",4309174,Completed,First,"April 13, 2017",,,45h 22m,,,,
1361,38019,derock161,Nintendo Switch,45h 23m,100%,True ending but missing a decent amount of koroks and shrines,4164945,Custom List Completed,First,"February 19, 2020",,,45h 23m,,,45h 23m /,
1362,38019,ProGamer,Nintendo Switch,45h 30m,NR,,4224779,Completed,First,"March 24, 2017",35h 41m,,45h 30m,265h 51m 34s,,,
1363,38019,tacticalcraptical,Emulated,45h 30m,80%,,5930734,Completed,First,"March 04, 2018",,,45h 30m,,,,
1364,38019,Athruntalan,Nintendo Switch,46h,100%,"15 hearts and 2 full stamina wheels, some side quests and a decent amount of shrines. Not an exact time.",5546684,Completed,First,"August 15, 2018",,,46h,,,,
1365,38019,Private,Wii U,46h,100%,,4378879,Completed,First,"March 02, 2017",,,46h,,,,
1366,38019,GoldenSpaceman,Nintendo Switch,46h 03m,90%,,5244390,Completed,First,"January 23, 2020",,,46h 03m,,,,
1367,38019,celynn,Nintendo Switch,46h 23m,NR,,10192219,Completed,First,"October 18, 2019",,,46h 23m,,,,
1368,38019,,Nintendo Switch,46h 45m,NR,"Main Story, 70 Korok Seeds, 56 Shrines, 30 Side Quests",5634122,Completed,First,,,,46h 45m,,,,
1369,38019,,Nintendo Switch,46h 53m,NR,,4179467,Completed,First,,,,46h 53m,,,,
1370,38019,Dimka,Wii U,47h,NR,,4374794,Completed,First,"July 02, 2017",,,47h,,,,
1371,38019,zerothetheif,Nintendo Switch,47h 11m,80%,Did 47 shrines and found all memories,4200077,Completed,First,"March 17, 2017",,,47h 11m,,,,
1372,38019,Cailiil,Nintendo Switch,47h 30m,100%,,6075849,Completed,First,"March 28, 2018",,,47h 30m,,,,
1373,38019,Private,Nintendo Switch,47h 30m,100%,,5273320,Completed,First,"March 28, 2018",,,47h 30m,,,,
1374,38019,,Nintendo Switch,47h 46m,NR,,4167616,Completed,First,,33h 22m,,47h 46m,,,,
1375,38019,,Wii U,48h,NR,,5679561,Completed,First,,,,48h,,,,
1376,38019,Aenboy,Wii U,48h,NR,,4722968,Completed,First,"July 08, 2017",,,48h,,,,
1377,38019,Auhim,Nintendo Switch,48h,NR,,4300455,Completed,First,"April 08, 2017",,,48h,,,,
1378,38019,Desom,Nintendo Switch,48h,NR,,3944422,Completed,First,"April 01, 2017",,,48h,,,,
1379,38019,dragonrider0019,Nintendo Switch,48h,NR,,6722057,Completed,First,"August 08, 2019",,,48h,,,,
1380,38019,Private,Wii U,48h,NR,,6003880,Completed,First,,,,48h,,,,
1381,38019,,Wii U,48h 30m,NR,,4164962,Completed,First,,,,48h 30m,,,,
1382,38019,Thekoolbean,Nintendo Switch,48h 30m,90%,,4084739,Completed,First,"November 28, 2017",,,48h 30m,,,,
1383,38019,sky_solo,Wii U,48h 30m,NR,"60 shrines completed, ~70 korok seeds, 2 fountain fairies found",4366389,Completed,First,"July 17, 2017",,,48h 30m,,,,
1384,38019,SpeedyAj3121,Wii U,48h 31m,100%,"All memories, 74 shrines, 57 koroks",4162027,Completed,First,,,,48h 31m,,,,
1385,38019,,Wii U,49h,NR,,4153074,Completed,First,,,,49h,,,,
1386,38019,,Nintendo Switch,49h,NR,,10993407,Completed,First,,45h,,49h,,,,
1387,38019,adam1000,Wii U,49h,NR,,6478764,Completed,First,"November 01, 2018",,,49h,,,,
1388,38019,spicycheese12,Nintendo Switch,49h,70%,Collecting all the korok seeds and temples,8384447,Completed,First,"February 03, 2018",12h,"I like the gameplay, but the story was too short compared to other titles that recently came out such as a link between worlds, skyward sword, or twilight princess. If you're new to the series, then you might want to pick this title up as your not missing out on too much lore, and then probably go pick up ocarina of time 3d, then majors mask 3d. Then you can be called a true Zelda fan",49h,195h,6h,,
1389,38019,finleyt32,Nintendo Switch,49h 22m,70%,,6606167,Completed,First,,,,49h 22m,,,,
1390,38019,hakaisha,Wii U,49h 24m,NR,,5098108,Completed,First,"November 07, 2017",,,49h 24m,,,,
1391,38019,Execro,Emulated,49h 29m,100%,,9132536,Playing Completed,First,"July 10, 2019",40h,,49h 29m,,,49h 29m /,
1392,38019,JoshJ,Wii U,49h 35m,NR,,4121984,Completed,First,"March 12, 2017",,,49h 35m,,,,
1393,38019,rhickey,Nintendo Switch,49h 37m,NR,,9114795,Completed,First,"July 09, 2019",,,49h 37m,,,,
1394,38019,,Nintendo Switch,49h 43m,NR,,4171606,Completed,First,,34h 51m 39s,,49h 43m 12s,,,,
1395,38019,Doug,Wii U,49h 55m,NR,,4181358,Completed Retired,First,"March 14, 2017",,,49h 55m,,,,
1396,38019,,Nintendo Switch,50h,NR,Main story + all memories + 60 shrines,4226577,Completed,First,,,,50h,,,,
1397,38019,,Wii U,50h,NR,,4356504,Completed,First,,30h,,50h,,,,
1398,38019,,Nintendo Switch,50h,NR,,5683180,Completed,First,,25h,,50h,160h,,,
1399,38019,,Nintendo Switch,50h,NR,,5684518,Completed,Replay,,,,50h,,,,
1400,38019,,Nintendo Switch,50h,NR,,7869135,Completed,First,,,,50h,,,,
1401,38019,,Nintendo Switch,50h,NR,,11147643,Completed,First,,,,50h,,,,
1402,38019,Alcabat,Nintendo Switch,50h,NR,Main Story + 4 Guardian + Some side Quest,9101206,Completed,First,"July 15, 2018",,"My first playthrough when I receive my switch
Here a playlist of it (French) : https://www.youtube.com/playlist?list=PLGketYttUxusp52O5XYGF8gNOdfROhBpc",50h,,,,
1403,38019,AmateurDan,Nintendo Switch,50h,100%,About half the shrines and memories found. Going back for more later.,4156555,Completed,First,"April 04, 2017",,,50h,,,,
1404,38019,ArekkusuRin,Nintendo Switch,50h,90%,,5057525,Completed,First,"September 16, 2017",,,50h,,,,
1405,38019,CptnMerika,Nintendo Switch,50h,NR,,11144987,Completed,First,"March 13, 2020",40h,,50h,90h,,,
1406,38019,Cullen,Nintendo Switch,50h,NR,,4938622,Completed,First,"July 20, 2017",40h,,50h,,,,
1407,38019,Daser,Nintendo Switch,50h,NR,,5053843,Completed,Replay,"September 15, 2017",,,50h,,,,
1408,38019,DoubleNoire,Nintendo Switch,50h,NR,,4998342,Completed,First,"September 02, 2017",,,50h,,,,
1409,38019,FriedSPAM,Wii U,50h,NR,,4253083,Completed,First,"March 27, 2017",,,50h,,,,
1410,38019,Gajaal,Wii U,50h,80%,,7395836,Completed,First,"May 06, 2018",,,50h,,,,
1411,38019,Gysx,Nintendo Switch,50h,NR,,6076558,Completed,First,"April 03, 2018",,,50h,,,,
1412,38019,Jearmy,Nintendo Switch,50h,NR,,10234230,Completed,First,"October 12, 2019",,,50h,,,,
1413,38019,JynxStep,Nintendo Switch,50h,100%,,4156930,Completed,First,,,,50h,,,,
1414,38019,LightMeetsDark,Nintendo Switch,50h,NR,,11447132,Completed,First,,,,50h,,,,
1415,38019,LimpBagel,Nintendo Switch,50h,NR,,10836007,Completed,First,"April 18, 2017",,,50h,,,,
1416,38019,LinTians,Nintendo Switch,50h,100%,,11357440,Completed,First,,,,50h,,,,
1417,38019,LittleSlugger,Nintendo Switch,50h,NR,,4570687,Completed,First,"June 11, 2017",,,50h,,,,
1418,38019,MrMonkie,Nintendo Switch,50h,NR,,5270106,Completed,First,"July 04, 2017",40h,,50h,,,,
1419,38019,Mr_Dingmon,Wii U,50h,100%,,4210341,Completed,First,,,,50h,,,,
1420,38019,Private,Nintendo Switch,50h,80%,"4 beasts, 17 memories, 76 shrines, 21 seeds",4205700,Completed,First,"August 12, 2018",,,50h,,,,
1421,38019,PaulEGon,Nintendo Switch,50h,NR,,8863839,Completed,First,"May 29, 2019",45h,,50h,,,,
1422,38019,Piiiinnnngggg,Nintendo Switch,50h,NR,,9545453,Completed,First,"September 10, 2019",,,50h,,,,
1423,38019,PootyT,Wii U,50h,NR,,4378844,Completed,First,"March 15, 2017",25h,,50h,70h,,,
1424,38019,RobTheFiveNine,Nintendo Switch,50h,100%,,9072338,Completed,First,"July 02, 2019",,,50h,,,,
1425,38019,THE_1_NOFF,Nintendo Switch,50h,NR,,8496751,Completed,First,"February 01, 2019",,,50h,,,,
1426,38019,Thyme1152,Nintendo Switch,50h,90%,,6275252,Completed,First,"June 24, 2018",,,50h,,,,
1427,38019,Unforgiven212,Nintendo Switch,50h,80%,,4783477,Completed,First,"July 16, 2017",,,50h,,,,
1428,38019,VengerKnight,Nintendo Switch,50h,NR,,4197709,Completed,First,"March 18, 2017",,,50h,,,,
1429,38019,benjoe73,Nintendo Switch,50h,NR,,5582621,Completed,First,"November 04, 2017",,,50h,,,,
1430,38019,burney105,Nintendo Switch,50h,NR,,4428484,Completed,First,"May 14, 2017",,,50h,,,,
1431,38019,driggonny,Wii U,50h,NR,,3108289,Completed,First,"July 06, 2017",,,50h,,,,
1432,38019,dzhang101,Nintendo Switch,50h,NR,,6142809,Completed,First,"May 15, 2018",,,50h,,,,
1433,38019,flyingkang,Nintendo Switch,50h,90%,,4522244,Playing Completed,First,,,,50h,,,50h /,
1434,38019,givarus,Nintendo Switch,50h,100%,,4221631,Completed,First,"May 25, 2017",,,50h,,,,
1435,38019,hanjranator,Nintendo Switch,50h,NR,,9173357,Replay Completed,First,,,,50h,,,105h /,
1436,38019,iceman787,Nintendo Switch,50h,NR,,11335105,Completed,First,"March 17, 2020",,,50h,,,,
1437,38019,jodonut,Nintendo Switch,50h,NR,Not Koroks.,6584660,Completed,First,"July 12, 2018",25h,,50h,75h,,,
1438,38019,kriki,Nintendo Switch,50h,NR,,6333048,Completed,First,,,,50h,,,,
1439,38019,laurenhiya21,Nintendo Switch,50h,100%,"Did all dungeons, Master Sword, 49 shrines, and a bunch of more minor side things",4147490,Completed,First,"March 16, 2017",,,50h,,,,
1440,38019,leoabreu,Nintendo Switch,50h,100%,,6200181,Completed,First,,,,50h,,,,
1441,38019,nafers623,Nintendo Switch,50h,80%,not all side quests completed,4312261,Completed,First,,,,50h,,,,
1442,38019,Private,Nintendo Switch,50h,90%,All Memories found,7934572,Custom List Completed,First,,,,50h,,,50h /,
1443,38019,rastating,Nintendo Switch,50h,NR,,4975525,Completed,First,"August 27, 2017",,,50h,,,,
1444,38019,robert889,Nintendo Switch,50h,80%,,10736751,Completed,First,"January 03, 2020",,,50h,,,,
1445,38019,shadowchief3,Nintendo Switch,50h,NR,,4621527,Completed,First,,,,50h,,,,
1446,38019,shevek,Nintendo Switch,50h,100%,,10391978,Completed,First,"October 06, 2019",,,50h,,,,
1447,38019,smmac41,Nintendo Switch,50h,90%,,4177101,Completed,First,"March 12, 2017",,,50h,,,,
1448,38019,strangersin,Nintendo Switch,50h,NR,,4645959,Completed,First,"June 27, 2017",,,50h,,,,
1449,38019,triplzer0,Wii U,50h,NR,,4329171,Completed,First,"April 03, 2017",,,50h,,,,
1450,38019,weekoldcoke,Nintendo Switch,50h,NR,,4289569,Completed,First,"March 31, 2017",,,50h,,,,
1451,38019,wenchwogg,Nintendo Switch,50h,100%,,4334554,Completed,First,"March 28, 2017",,,50h,,,,
1452,38019,xBlitzerx,Nintendo Switch,50h,NR,,4733361,Completed,First,"June 22, 2017",,,50h,,,,
1453,38019,,Emulated,50h 04m,NR,,8021421,Completed,First,,,,50h 04m,,,,
1454,38019,TheOnlyRail,Nintendo Switch,50h 23m,NR,,6669945,Completed,First,"March 26, 2018",,,50h 23m,,,,
1455,38019,furai,Wii U,50h 26m,NR,,6629750,Completed,First,"July 20, 2018",,,50h 26m,,,,
1456,38019,rubedomx,Nintendo Switch,50h 58m,NR,,5859255,Completed,Replay,"February 18, 2018",46h 30m,,50h 58m,,,,
1457,38019,KrazeeBob,Nintendo Switch,51h,NR,,5294920,Completed,First,"November 09, 2019",,,51h,,,,
1458,38019,Private,Nintendo Switch,51h,NR,,11483383,Completed,First,"April 18, 2020",,,51h,,,,
1459,38019,,Wii U,51h 09m,NR,Completed all main quests and 73 shrines.,4148039,Completed,First,,,,51h 09m,,,,
1460,38019,Private,Wii U,51h 10m,90%,"Got all of the memories, Hylian shield, and ancient armor.",4196225,Completed,First,"March 19, 2017",39h 49m,,51h 10m,,,,
1461,38019,,Wii U,51h 26m,NR,,4162166,Completed,First,,,,51h 26m,,,,
1462,38019,TheAstropath,Nintendo Switch,51h 26m,NR,,7451733,Completed,First,"March 19, 2017",,,51h 26m,,,,
1463,38019,Rahnborshko,Nintendo Switch,52h,100%,,4552418,Completed,First,"April 18, 2017",,,52h,,,,
1464,38019,haisoj,Nintendo Switch,52h,100%,"83 shrines, 63 seeds, all divine beasts and memories.",4112895,Completed,First,"March 18, 2017",,,52h,,,,
1465,38019,LiquidJoker,Nintendo Switch,52h 25m,100%,Main Story + 60,6519011,Replay Completed,First,,,,52h 25m 35s,,,,
1466,38019,,Wii U,52h 37m,NR,,4397377,Completed,First,,,,52h 37m 18s,121h 16m,,,
1467,38019,thegreatcraig,Nintendo Switch,52h 40m,NR,,4100235,Completed,First,"March 30, 2017",,,52h 40m,,,,
1468,38019,Private,Wii U,52h 40m,NR,,4738924,Completed,First,"April 01, 2017",,,52h 40m,,,,
1469,38019,litheflipper7,Nintendo Switch,52h 42m,90%,N/A,6490961,Completed,First,"January 06, 2018",40h,,52h 42m,,,,
1470,38019,soulxstlr,Nintendo Switch,52h 47m,100%,,5995080,Completed,First,"March 10, 2017",,,52h 47m,,,,
1471,38019,Private,Wii U,53h,80%,,11400958,Completed,First,"June 09, 2017",,,53h,,,,
1472,38019,Sky4,Nintendo Switch,53h,100%,,11440136,Completed,First,"April 13, 2020",,,53h,,,,
1473,38019,astraeusXIX,Nintendo Switch,53h,NR,,6535081,Completed,First,"July 21, 2018",,,53h,,,,
1474,38019,drokmodo,Nintendo Switch,53h 14m,NR,,8674702,Completed,First,"April 26, 2019",,,53h 14m,,,,
1475,38019,busby_pl,Nintendo Switch,53h 20m,NR,,8062224,Completed,First,"March 05, 2018",,,53h 20m,,,,
1476,38019,marcionncc81,Wii U,53h 25m,NR,,4371313,Completed,First,"April 30, 2017",,,53h 25m,,,,
1477,38019,,Nintendo Switch,53h 30m,NR,,9657894,Completed,First,,,,53h 30m,,,,
1478,38019,amal,Wii U,53h 30m,90%,,4176477,Completed,First,"March 20, 2017",,,53h 30m,,,,
1479,38019,dazzsheil,Wii U,53h 59m,NR,,4311010,Completed,First,,,,53h 59m,,,,
1480,38019,Alexsanlo,Nintendo Switch,54h,90%,,5319041,Completed,First,March 2017,,,54h,,,,
1481,38019,Ghuled,Wii U,54h,NR,,11368541,Completed,First,"July 06, 2019",,,54h,,,,
1482,38019,RatColony,Nintendo Switch,54h,80%,,6349893,Completed,First,"June 04, 2018",,,54h,,,,
1483,38019,Private,Wii U,54h 10m,NR,"72 shrines, 34 Korok seeds, 23 side-quests completed",4558181,Completed,First,"June 12, 2017",,,54h 10m 09s,,,,
1484,38019,tron999,Nintendo Switch,54h 12m,NR,"All divine beasts, master sword, full stamina, 11/12 memories",4141445,Completed,First,"March 18, 2017",,,54h 12m,,,,
1485,38019,spudboy,Wii U,54h 33m,NR,,4675557,Completed,First,,,,54h 33m,,,,
1486,38019,,Nintendo Switch,55h,NR,All memories + ~60 shrines/60 seeds,4192074,Completed,First,,,,55h,,,,
1487,38019,,Wii U,55h,NR,,4228270,Completed,First,,,,55h,,,,
1488,38019,,Nintendo Switch,55h,NR,,4271397,Completed,First,,,,55h,,,,
1489,38019,,Nintendo Switch,55h,NR,,4664039,Completed,First,,,,55h,,,,
1490,38019,,Nintendo Switch,55h,NR,,4713622,Completed,First,,,,55h,,,,
1491,38019,,Nintendo Switch,55h,NR,,4894147,Completed,First,,,,55h,,,,
1492,38019,,Nintendo Switch,55h,NR,Main and extras,5105722,Completed,First,,,,55h,,,,
1493,38019,,Nintendo Switch,55h,NR,"Not all the extras, fooled around too much hahahaha",6930586,Completed,First,,,,55h,,,,
1494,38019,,Nintendo Switch,55h,NR,,7736491,Completed,First,,,,55h,,,,
1495,38019,,Nintendo Switch,55h,NR,,8753850,Completed,First,,,,55h,,,,
1496,38019,,Nintendo Switch,55h,NR,,10959811,Completed,First,,,,55h,,,,
1497,38019,BakkyTheGreat,Nintendo Switch,55h,NR,,4335215,Completed,Replay,"April 20, 2017",,,55h,,,,
1498,38019,Curlis,Wii U,55h,100%,,4153638,Completed,First,"June 06, 2017",,,55h,,,,
1499,38019,DarthGibblet,Nintendo Switch,55h,NR,,5847667,Completed,First,"March 18, 2018",,,55h,,,,
1500,38019,Divad006,Wii U,55h,NR,,4357862,Completed,First,"April 23, 2017",,,55h,,,,
1501,38019,Dominus_Anulorum,Nintendo Switch,55h,90%,,5504485,Completed,First,"October 22, 2017",,,55h,,,,
1502,38019,DynamiteKyle,Wii U,55h,100%,,4155616,Completed,First,"March 07, 2017",,,55h,,,,
1503,38019,ExitSun,Nintendo Switch,55h,90%,,12009253,Completed,First,"June 16, 2020",,,55h,,,,
1504,38019,FM_Jord,Nintendo Switch,55h,100%,,9068317,Completed,First,,,,55h,,,,
1505,38019,Fuggot,Nintendo Switch,55h,NR,,4465353,Completed,First,"May 23, 2017",,,55h,,,,
1506,38019,Gher,Nintendo Switch,55h,NR,,10190284,Completed,First,,,,55h,,,,
1507,38019,Hahnsoulo,Nintendo Switch,55h,NR,,4439059,Completed,First,"May 12, 2017",,,55h,,,,
1508,38019,Hinhu,Nintendo Switch,55h,NR,,11819736,Completed,First,,,,55h,,,,
1509,38019,ItzWitchDoctor,Wii U,55h,NR,,8979432,Completed,First,,,,55h,,,,
1510,38019,JackPJSummers,Nintendo Switch,55h,NR,,4242101,Completed,First,"March 25, 2017",,,55h,,,,
1511,38019,JamaicanBacon,Nintendo Switch,55h,80%,,6191859,Completed,First,"April 30, 2018",44h,,55h,,,,
1512,38019,MatterofM,Nintendo Switch,55h,90%,"48 shrines and 4 seeds. All memories found. Time could be a bit longer, used switch timer",8496365,Completed,First,"August 15, 2017",,,55h,,,,
1513,38019,MatthewGavin,Nintendo Switch,55h,NR,,4310670,Completed,First,"April 14, 2017",,,55h,,,,
1514,38019,Mob_Alter,Wii U,55h,NR,,8747616,Completed,First,"May 19, 2018",,,55h,,,,
1515,38019,Nadeem,Nintendo Switch,55h,80%,,5853563,Completed,First,"February 28, 2018",,,55h,,,,
1516,38019,Naser_Kandari,Nintendo Switch,55h,NR,,5229291,Completed,First,,40h,,55h,,,,
1517,38019,RaptorWaptor,Nintendo Switch,55h,100%,,11433633,Replay Completed,Replay,"March 19, 2020",,,55h,,,55h /,
1518,38019,ShadowFenix,Nintendo Switch,55h,100%,,5152958,Completed,First,"March 19, 2017",,,55h,,,,
1519,38019,Spirinoir,Nintendo Switch,55h,NR,,5212232,Completed,First,,,,55h,,,,
1520,38019,SuperSonic09,Nintendo Switch,55h,NR,Main Story + All Memories,11172437,Completed,First,,,Played on Nintendo Switch.,55h,,,,
1521,38019,T00485437,Wii U,55h,NR,,8176413,Completed,First,"September 15, 2018",40h,,55h,,,,
1522,38019,Trunkmunky,Nintendo Switch,55h,NR,,4560324,Completed,First,,,,55h,,,,
1523,38019,Private,Nintendo Switch,55h,100%,,6880158,Completed,First,"December 18, 2018",,,55h,,,,
1524,38019,Yoshoyo,Nintendo Switch,55h,NR,,4155044,Completed,First,"March 19, 2017",,,55h,,,,
1525,38019,Yuriyurarara,Nintendo Switch,55h,100%,All shrines and quests,9390647,Completed,First,,,,55h,,,,
1526,38019,beyondthegun,Nintendo Switch,55h,80%,"55 Hours or More, 48 Shrines and 4 seeds, All memories found.",4911023,Completed,First,"August 15, 2017",,,55h,,,,
1527,38019,boian,Nintendo Switch,55h,NR,,7408216,Completed,First,,,,55h,,,,
1528,38019,Private,Nintendo Switch,55h,NR,,5773222,Completed,First,"February 01, 2018",,,55h,,,,
1529,38019,crug1,Nintendo Switch,55h,NR,,9696795,Completed,First,"September 21, 2019",,,55h,,,,
1530,38019,el_gasho,Nintendo Switch,55h,NR,,8525001,Completed,First,,,,55h,,,,
1531,38019,enagurney,Nintendo Switch,55h,NR,"76 shrines, 56 korok seeds, all memories + main quest stuff but the lil map says 20.08% completion hoooo boy",5723487,Completed,First,"May 21, 2018",,,55h,,,,
1532,38019,guntercrambell,Nintendo Switch,55h,NR,"Did 52 shrines, unlocked the whole map. Finished with two stamina wheels and 15 hearts",4153014,Completed,First,"March 12, 2017",,,55h,,,,
1533,38019,Private,PC,55h,80%,"60 shrines, 45 korok seeds, all divine beasts, 1 labyrinth, master sword got, and many side quests.",5457218,Completed,First,"December 30, 2017",,,55h,,,,
1534,38019,imbrady,Nintendo Switch,55h,NR,,9694780,Completed,First,"September 16, 2019",,,55h,,,,
1535,38019,johnson_,Nintendo Switch,55h,NR,,7542040,Completed,First,"November 27, 2018",,,55h,,,,
1536,38019,ju5t1nas,Nintendo Switch,55h,NR,,4206884,Completed,First,"March 19, 2017",45h,,55h,,,,
1537,38019,madavis9,Nintendo Switch,55h,100%,,4345545,Completed,First,"June 03, 2017",,,55h,,,,
1538,38019,mazen94,Nintendo Switch,55h,90%,,4420060,Completed,First,"December 04, 2017",,,55h,,,,
1539,38019,Private,Nintendo Switch,55h,100%,,11182407,Completed,First,"December 08, 2019",,,55h,,,,
1540,38019,samwilkie,Nintendo Switch,55h,NR,,5920967,Completed,First,"June 16, 2017",,,55h,,,,
1541,38019,shreds11,Nintendo Switch,55h,100%,,8753858,Completed,First,"May 11, 2019",,,55h,,,,
1542,38019,sunspear16,Wii U,55h,NR,All memories 70/120 shrines,4139240,Completed,First,"April 19, 2017",,,55h,,,,
1543,38019,yeetboys,Nintendo Switch,55h,90%,,7329646,Completed,First,"April 26, 2018",,,55h,,,,
1544,38019,zaciroth,Nintendo Switch,55h,100%,,7096895,Completed,First,"September 22, 2018",,,55h,,,,
1545,38019,chadilak,Wii U,55h 07m,100%,All shrines.,5570214,Completed,First,"March 19, 2017",,,55h 07m,,,,
1546,38019,,Nintendo Switch,55h 10m,NR,,6158959,Completed,First,,50h 20m 10s,,55h 10m 20s,,,,
1547,38019,bloatedoctor,Nintendo Switch,55h 12m,90%,,8735598,Completed,First,"January 11, 2018",,,55h 12m,,,,
1548,38019,,Wii U,55h 20m,NR,,4153182,Completed,First,,,,55h 20m,,,,
1549,38019,Elvenstein,Nintendo Switch,55h 21m,NR,"All beasts, all shrines, all memories, 34 Korok seeds",4606701,Completed,First,"June 21, 2017",,,55h 21m,,,,
1550,38019,Mangonisium,Nintendo Switch,55h 21m,100%,,9695313,Completed,First,"September 21, 2019",,,55h 21m,,,,
1551,38019,,Nintendo Switch,55h 30m,NR,,9135041,Completed,First,,,,55h 30m,,,,
1552,38019,ooyamaneko,Nintendo Switch,55h 30m,NR,,4321496,Completed,First,April 2017,,,55h 30m,,,,
1553,38019,,Nintendo Switch,55h 30m,NR,,11992394,Completed,First,,,,55h 30m 10s,,,,
1554,38019,deathstroke458,Nintendo Switch,55h 32m,80%,,9385232,Completed,First,"October 02, 2019",,,55h 32m,,,,
1555,38019,waveathon,Wii U,55h 32m,90%,,5176515,Completed,First,"October 15, 2017",,,55h 32m 19s,,,,
1556,38019,katayasu,Nintendo Switch,55h 43m,NR,Completed main game + Ballad DLC,9235970,Completed,First,"June 15, 2019",,,55h 43m,,,,
1557,38019,Bozboy,Nintendo Switch,55h 44m,100%,"64/120 shrines, 30/900 korok seeds 49/76 sidequests, 17.7/100%",10784699,Completed,First,"January 09, 2020",,,55h 44m,,,,
