,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Vs.,Personal Notes,Progress,Speedrun,Co-Op,Retired Notes,100% Speedrun
1217,10469,Viroxx,PC,11h,NR,,5645477,Completed,First,11h,,,,,,,,,,
1218,10469,Private,Xbox One,11h,NR,,4449221,Completed,First,11h,"May 19, 2017",,,,,,,,,
1219,10469,Wolf119,PC,11h,NR,,1506582,Completed,First,11h,,,,,,,,,,
1220,10469,Writerguy,PC,11h,NR,,7952805,Completed,First,11h,,,,,,,,,,
1221,10469,ZenCaliber,PC,11h,90%,,11392057,Completed,First,11h,"December 23, 2018",,,,,,,,,
1222,10469,Private,PC,11h,NR,,541344,Completed,First,11h,,,,,,,,,,
1223,10469,Private,PC,11h,NR,,703995,Completed,First,11h,,,,,,,,,,
1224,10469,ali_yd98,PC,11h,NR,,1220482,Completed Retired,First,11h,"June 03, 2013",12h,,,,,,,,
1225,10469,allfanmu,PC,11h,90%,,688945,Completed,First,11h,"April 06, 2014",,,,,,,,,
1226,10469,ashifkillz,PC,11h,NR,,1222693,Completed,First,11h,"March 02, 2015",14h,,,,,,,,
1227,10469,ashwali,PC,11h,80%,,11367012,Completed,First,11h,"March 23, 2020",16h,,,,,,,,
1228,10469,badducks,PC,11h,100%,,268626,Completed,First,11h,"May 03, 2013",,,,"Patched game, played with all normal settings, and entirely with mouse/keyboard. Great optimization and had no problems with controls.",,,,,
1229,10469,bl7tz,PC,11h,NR,,1444092,Completed,First,11h,"July 14, 2013",16h,,,,,,,,
1230,10469,bordje,PC,11h,80%,,2589572,Completed,First,11h,"February 17, 2016",,,,,,,,,
1231,10469,bradleyjb,,11h,90%,,361590,Completed,First,11h,"March 28, 2013",,,,,,,,,
1232,10469,bvan458,PC,11h,NR,,4971806,Completed,First,11h,"August 27, 2017",,,,,,,,,
1233,10469,couchbattle,PC,11h,NR,,1065342,Completed,First,11h,"December 17, 2014",,,,,,,,,
1234,10469,crazer,PC,11h,NR,,1046049,Completed,First,11h,"January 02, 2015",,,,,,,,,
1235,10469,crdvjavier,PlayStation 3,11h,70%,,11176060,Completed,First,11h,"March 17, 2020",,,,,,,,,
1236,10469,cristianf_m,PlayStation 4,11h,NR,,2531565,Completed,First,11h,"February 06, 2016",,,,,,,,,
1237,10469,csjessid,PC,11h,80%,,11915038,Completed,First,11h,"June 10, 2020",13h,,,,,,,,
1238,10469,danielk,PC,11h,80%,,6605997,Completed,First,11h,,,,,,,,,,
1239,10469,dargi,PC,11h,60%,,11658997,Completed,First,11h,"June 30, 2015",,,,,,,,,
1240,10469,davidmaggs,PlayStation 4,11h,NR,,11614847,Completed,Replay,11h,"April 19, 2020",,,,,,,,,
1241,10469,demonhunter312,PC,11h,NR,,990410,Completed,First,11h,"October 24, 2014",,,,,,,,,
1242,10469,doodlittle,PC,11h,50%,,344292,Completed,First,11h,"July 25, 2013",,,,,,,,,
1243,10469,dzb,Xbox One,11h,NR,,8688360,Completed,First,11h,"April 05, 2019",,,,,,,,,
1244,10469,eroldany,PC,11h,100%,,1283801,Completed,First,11h,,,,,,,,,,
1245,10469,evaltus,PC,11h,NR,,4808498,Completed,First,11h,,,,,,,,,,
1246,10469,Private,Xbox 360,11h,100%,,1120795,Completed,First,11h,,,,,,,,,,
1247,10469,famouscustard,PlayStation 3,11h,70%,,959673,Completed,First,11h,,,,,,,,,,
1248,10469,fefidoh,PC,11h,NR,,1426833,Completed,First,11h,"June 30, 2015",,,,,,,,,
1249,10469,forwhommetallica,PC,11h,NR,,750829,Completed,First,11h,"May 18, 2014",15h,,,Pretty good and better than I thought it would be. Looking forward to the sequel and glad Tom recommended it.,,,,,
1250,10469,gexthegecko,PC,11h,NR,,1338634,Completed,First,11h,"March 10, 2015",,,,,,,,,
1251,10469,ghostface,PC,11h,70%,,8157738,Completed,Replay,11h,,,,,,,,,,
1252,10469,gregoryjamespeter,PC,11h,NR,,1508486,Completed,First,11h,"September 13, 2013",,,,,,,,,
1253,10469,guyssorry,PC,11h,70%,,2121268,Completed,First,11h,,,,,,,,,,
1254,10469,h4lc0n,PC,11h,NR,,1052070,Completed,First,11h,"February 05, 2015",,,,,,,,,
1255,10469,happymac115,PC,11h,NR,,6282387,Completed,First,11h,,,,,,,,,,
1256,10469,Private,PC,11h,NR,,4262071,Completed,First,11h,,,,,,,,,,
1257,10469,Private,PC,11h,90%,,554511,Completed,First,11h,"September 04, 2013",,,,,,,,,
1258,10469,Private,PC,11h,NR,,366387,Completed,First,11h,"October 06, 2013",,,,,,,,,
1259,10469,inevias,PC,11h,NR,,1232181,Completed,First,11h,"March 20, 2014",,,,,,,,,
1260,10469,ingrey,PlayStation 4,11h,NR,,4746344,Completed,First,11h,,13h,16h,,,,,,,
1261,10469,ivorn,Xbox One,11h,NR,,7962520,Completed,First,11h,"March 06, 2018",,,,,,,,,
1262,10469,jordanblamire1,PlayStation 4,11h,70%,,11175685,Completed,First,11h,"March 18, 2020",,,,,,,,,
1263,10469,jvbb2005,PlayStation 4,11h,NR,,8697936,Completed,First,11h,"May 02, 2019",,,,,,,,,
1264,10469,killsport13,PC,11h,90%,,1286575,Completed,First,11h,"April 08, 2015",,,,,,,,,
1265,10469,kimduk,,11h,NR,,282122,Completed,First,11h,"June 17, 2013",,,,,,,,,
1266,10469,kisamek05,PlayStation 4,11h,80%,,9369631,Completed,First,11h,"January 06, 2019",,,,,,,,,
1267,10469,kittenrobotarmy,PC,11h,NR,,6322076,Completed,First,11h,"February 17, 2018",,,,,,,,,
1268,10469,koroX,PC,11h,NR,,1731334,Completed,First,11h,"April 25, 2013",13h,,,,,,,,
1269,10469,kurtthehedgehog,PlayStation 3,11h,NR,,260048,Completed,First,11h,"March 09, 2013",,,,,,,,,
1270,10469,lob19,PC,11h,NR,,7247834,Completed,First,11h,,,,,,,,,,
1271,10469,lonelyasian19,PlayStation 4,11h,80%,,8717293,Completed,First,11h,"May 04, 2019",,,,,,,,,
1272,10469,luchristoni,PC,11h,NR,,9337228,Completed,First,11h,,,,,,,,,,
1273,10469,mikk720h,PC,11h,90%,,1313748,Completed,Replay,11h,"April 23, 2015",15h,,,,,,,,
1274,10469,mlchristopher,Xbox 360,11h,90%,,659641,Completed,First,11h,"March 14, 2014",,,,,,,,,
1275,10469,moseng16,PC,11h,NR,,8093068,Completed,First,11h,,,,,,,,,,
1276,10469,Private,PC,11h,NR,,1426525,Completed,First,11h,"June 30, 2015",,,,,,,,,
1277,10469,n_wist,PC,11h,80%,"35/50 achievements, no multiplayer",2792036,Completed,First,11h,"November 09, 2018",15h,,,,,,,,
1278,10469,pedrof95,Xbox 360,11h,NR,,454719,Completed,First,11h,"December 23, 2013",,,,,,,,,
1279,10469,petsod,PC,11h,NR,,964412,Completed,First,11h,,,,,,,,,,
1280,10469,Private,PlayStation 3,11h,100%,,304598,Completed,First,11h,"June 28, 2013",,,,,,,,,
1281,10469,rainasu,PC,11h,NR,,7825550,Completed,First,11h,,,,,,,,,,
1282,10469,ser1us,PlayStation 4,11h,NR,,1003950,Completed,First,11h,"October 13, 2014",16h,,,,,,,,
1283,10469,Private,PC,11h,NR,,4021641,Completed,Replay,11h,"February 06, 2017",,,,,,,,,
1284,10469,steph61620,PlayStation 4,11h,NR,,2331239,Completed,First,11h,"February 10, 2016",,,,,,,,,
1285,10469,sziske,PC,11h,NR,,1039217,Completed,First,11h,,,,,,,,,,
1286,10469,theham07,PC,11h,NR,Only did a few optional Tombs,10143982,Completed,First,11h,"September 23, 2019",13h,,,,,,,,
1287,10469,thekiller299120,PC,11h,90%,,10962402,Completed,First,11h,"December 17, 2013",,,,,,,,,
1288,10469,thomiaouss,PC,11h,70%,,5341553,Completed,First,11h,"November 18, 2017",,,,,,,,,
1289,10469,tintinmaster,PC,11h,NR,100% in everything + DLC,11259471,Completed,First,11h,"March 26, 2020",,17h 50m,,,,,,,
1290,10469,turnip67,PC,11h,100%,,690313,Completed,First,11h,"April 08, 2014",,,,,,,,,
1291,10469,victorhenriquetx,PC,11h,NR,,9102603,Completed Retired,First,11h,"July 31, 2015",21h,,,,,,,,
1292,10469,waffensam,PC,11h,80%,,3100300,Completed,First,11h,"April 24, 2014",,,,,,,,,
1293,10469,wakaflakakowski,PC,11h,50%,,5046928,Completed,First,11h,"September 13, 2017",,,,,,,,,
1294,10469,Private,,11h,90%,,332027,Completed,First,11h,"July 17, 2013",,,,,,,,,
1295,10469,whesley6,PC,11h,NR,,11408890,Completed,First,11h,"October 11, 2019",,,,,,,,,
1296,10469,will930,PC,11h,NR,,1001613,Completed,First,11h,"November 01, 2014",,,,,,,,,
1297,10469,xtalonfoxtrot42x,PC,11h,90%,,306808,Completed,First,11h,"June 30, 2013",,,,,,,,,
1298,10469,zelenyzidan,PC,11h,80%,,3036327,Replay Completed,Replay,11h,"November 13, 2015",16h,,,,,,,,
1299,10469,djbool,PC,11h,NR,,1255044,Completed,First,11h 12s,"March 21, 2015",,,,,,,,,
1300,10469,,PC,11h,NR,,5810698,Completed,First,11h 30s,,12h 30m,,,,,,,,
1301,10469,,PlayStation 3,11h 03m,NR,,1382438,Completed,First,11h 03m,,,,,,,,,,
1302,10469,jamesrgray83,Xbox One,11h 05m,NR,,1020581,Completed,First,11h 05m,"November 05, 2014",,,,,,,,,
1303,10469,,PC,11h 06m,NR,,10324327,Completed,First,11h 06m,,,,,,,,,,
1304,10469,NiveskiZy,PC,11h 06m,NR,,9459600,Completed,First,11h 06m,"July 10, 2019",,,,,,,,,
1305,10469,Ribikka,PC,11h 06m,60%,,6155134,Completed,First,11h 06m,"April 13, 2020",,,,,,,,,
1306,10469,guntercrambell,PC,11h 06m,NR,"Completed main story on easy, 78% completion",4003730,Completed,First,11h 06m,"August 09, 2017",,,,,,,,,
1307,10469,veeX,PC,11h 06m,80%,,4994340,Completed,First,11h 06m,"January 05, 2014",,,,,,,,,
1308,10469,DrakeMcHale,PlayStation 3,11h 07m,90%,,384157,Completed,First,11h 07m,"December 03, 2013",,,,,,,,,
1309,10469,philv88,Xbox 360,11h 07m,NR,,1248410,Completed,First,11h 07m 15s,"October 26, 2014",,,,,,,,,
1310,10469,shamanrebus,PC,11h 07m,NR,,261539,Completed,First,11h 07m 43s,"March 31, 2013",,,,,,,,,
1311,10469,Mivexil,PC,11h 08m,70%,,5637539,Completed,First,11h 08m,"February 23, 2015",,,,,,,,,
1312,10469,imkv11,PC,11h 09m,NR,,9241928,Completed,First,11h 09m,"July 28, 2019",,,,,,,,,
1313,10469,mrjamierocks,PlayStation 3,11h 09m,NR,,123192,Completed,First,11h 09m,"March 12, 2013",,,,,,,,,
1314,10469,,PC,11h 09m,NR,,11508716,Completed,First,11h 09m 13s,,,,,,,,,,
1315,10469,PeacemakerZockt,PC,11h 09m,NR,,4209470,Completed,First,11h 09m 57s,"January 15, 2016",,,,,,,,,
1316,10469,PMGthe3rd,PC,11h 10m,NR,,3947889,Completed,First,11h 10m,"May 27, 2014",,,,,,,,,
1317,10469,Vathero,PC,11h 10m,NR,,4052572,Completed,First,11h 10m,"January 11, 2016",,,,,,,,,
1318,10469,andrelvb,PC,11h 10m,60%,,5516943,Completed,First,11h 10m,,,,,,,,,,
1319,10469,evohei,PC,11h 10m,NR,,7787538,Replay Completed,Replay,11h 10m,"December 20, 2018",14h 20m,20h 30m,,,,,,,
1320,10469,gammywinnar,PC,11h 10m,NR,,956997,Completed,First,11h 10m,,,,,,,,,,
1321,10469,justavio,PC,11h 10m,NR,,10707334,Completed,First,11h 10m,"December 31, 2019",,,,,,,,,
1322,10469,lackofselfcontrol,PC,11h 10m,NR,,5773056,Completed,First,11h 10m,"February 04, 2018",,,,,,,,,
1323,10469,Private,PC,11h 10m,NR,,4677343,Completed,First,11h 10m,"July 02, 2017",,,,,,,,,
1324,10469,phoenixxua,PC,11h 10m,NR,,11994693,Completed,First,11h 10m,,,,,,,,,,
1325,10469,bradgy,Linux,11h 11m,90%,,4051031,Completed,Replay,11h 11m,"July 05, 2014",,,,,,,,,
1326,10469,Distortion,PC,11h 11m,NR,,7495806,Completed,First,11h 11m 12s,"November 21, 2018",,,,,,,,,
1327,10469,hoho,PC,11h 12m,NR,,2819458,Completed,First,11h 12m,"October 01, 2015",,,,,,,,,
1328,10469,wagner0,PC,11h 12m,90%,,2156820,Completed,First,11h 12m,"November 29, 2015",,,,,,,,,
1329,10469,curtiswolf,PlayStation 3,11h 13m,80%,,1406500,Completed,First,11h 13m,"June 11, 2015",,,,,,,,,
1330,10469,GFrom,PlayStation 3,11h 14m,100%,,4356749,Completed,First,11h 14m 32s,"March 12, 2013",,,,,,,,,
1331,10469,,PC,11h 15m,NR,,2695494,Completed,First,11h 15m,,,,,,,,,,
1332,10469,CrippsNJ,Xbox 360,11h 15m,80%,,455673,Completed,First,11h 15m,"July 16, 2013",,,,,,,,,
1333,10469,GDaddy_Gaming,PC,11h 15m,100%,,1415324,Completed,First,11h 15m,"June 25, 2015",14h 30m,19h 10m,,,,,,,
1334,10469,RaccoonRin,PC,11h 15m,NR,,1195866,Completed,First,11h 15m,,,,,,,,,,
1335,10469,bigphil2003,PlayStation 4,11h 15m,90%,,694530,Completed,First,11h 15m,"April 11, 2014",,,,,,,,,
1336,10469,Private,PlayStation 4,11h 15m,80%,,9354028,Completed,First,11h 15m,"September 06, 2019",,,,,,,,,
1337,10469,,PlayStation 3,11h 16m,NR,,482098,Completed,First,11h 16m,,16h 16m,22h 16m,336h,amazing game,,,,,
1338,10469,Private,PlayStation 3,11h 16m,NR,,202428,Completed,First,11h 16m 37s,"June 20, 2013",,,,,,,,,
1339,10469,DYLANKEEOSBORNE,Xbox One,11h 17m,80%,,2642253,Completed,First,11h 17m,"February 24, 2016",,,,,,,,,
1340,10469,suedediplomat,Xbox 360,11h 17m,NR,,224180,Completed,First,11h 17m,"June 09, 2013",,,,,,,,,
1341,10469,amaihanaozahi,PlayStation 3,11h 18m,100%,I don't have True survivor trophy but by the time I got my copy MP was dead and I felt like I completed so hmph.,3259401,Completed,First,11h 18m,"August 18, 2013",,15h 30m,,,,,,,
1342,10469,Private,PC,11h 18m,NR,,11417222,Completed,First,11h 18m,"April 11, 2020",,,,,,,,,
1343,10469,kleptomanta,PC,11h 18m,NR,(65%) Skipped Majority of collectibles/Side objectives,1131366,Completed,First,11h 18m,"January 18, 2015",,,,Skipped majority of side objectives in this playthrough,,,,,
1344,10469,DIXIEKNORMOUS,Xbox One,11h 19m,90%,,5188152,Completed,First,11h 19m,"October 18, 2017",,,,,,,,,
1345,10469,Gamefreak4,PlayStation 3,11h 19m,90%,,863263,Completed,First,11h 19m,"April 23, 2013",,15h 32m,,,,,,,
1346,10469,Strasko,PC,11h 19m,NR,,8222993,Completed,First,11h 19m,,,,,,,,,,
1347,10469,akeytronik,PlayStation 3,11h 19m,NR,,5645459,Completed,First,11h 19m,"January 12, 2018",,,,,,,,,
1348,10469,gui_dsa,Xbox 360,11h 19m,NR,,3613578,Completed,First,11h 19m,"November 10, 2016",,,,,,,,,
1349,10469,jimmypage,PC,11h 19m,NR,,1125054,Completed,First,11h 19m,"January 16, 2015",,,,,,,,,
1350,10469,SilentDawn14,Google Stadia,11h 19m,NR,,11290220,Completed,First,11h 19m 52s,"April 01, 2020",,,,,,,,,
1351,10469,,PC,11h 20m,NR,,553440,Completed,First,11h 20m,,,,,,,,,,
1352,10469,,PC,11h 20m,NR,,7888106,Completed,First,11h 20m,,,,,,,,,,
1353,10469,GlorafiedG,PC,11h 20m,100%,,55290,Completed,First,11h 20m,"June 23, 2013",,,,,,,,,
1354,10469,Jeike,PlayStation 4,11h 20m,40%,,2459577,Completed,First,11h 20m,"February 07, 2017",,,,,,,,,
1355,10469,Lawliet,PC,11h 20m,80%,,710687,Completed,First,11h 20m,,,,,,,,,,
1356,10469,amal,PC,11h 20m,80%,,1391264,Completed,First,11h 20m,"August 22, 2015",,,,,,,,,
1357,10469,holuntron,PlayStation 3,11h 20m,80%,,70038,Completed,First,11h 20m,"June 19, 2013",,,,,,,,,
1358,10469,Private,PlayStation 3,11h 20m,60%,,2561535,Completed,First,11h 20m,"December 19, 2018",,,,,,,,,
1359,10469,piekevanger,PlayStation 3,11h 20m,NR,,3792147,Completed,First,11h 20m,"December 22, 2016",,,,,,,,,
1360,10469,simoonnn,PC,11h 20m,NR,,6924396,Completed,First,11h 20m,"August 12, 2018",,,,,,,,,
1361,10469,Novadess,PC,11h 22m,80%,,461738,Completed,First,11h 22m,"March 13, 2013",,,,,,,,,
1362,10469,Private,PC,11h 22m,60%,,4348369,Completed,First,11h 22m,,,,,,,,,,
1363,10469,Kapture,PC,11h 22m,NR,,10265565,Completed,First,11h 22m 59s,"May 11, 2020",,,,,,,,,
1364,10469,,PC,11h 24m,NR,,4952069,Completed,First,11h 24m,,,,,,,,,,
1365,10469,Twinterpontier,PC,11h 24m,80%,,8845969,Completed,First,11h 24m,,,,,,,,,,
1366,10469,Zomoniac,PlayStation 4,11h 24m,NR,,1157436,Completed,First,11h 24m,"October 20, 2015",,,,,,,,,
1367,10469,linkapl,PC,11h 24m,NR,,1238029,Completed,First,11h 24m,,,,,,,,,,
1368,10469,AtticusDeLonge,PC,11h 24m,NR,,1066067,Completed,First,11h 24m 46s,"December 17, 2014",,,,,,,,,
1369,10469,,PC,11h 25m,NR,,1334549,Completed,First,11h 25m,,,,,,,,,,
1370,10469,B4sketC4se,PC,11h 25m,90%,,7910652,Completed,First,11h 25m,"January 01, 2019",,,,,,,,,
1371,10469,Private,PlayStation 4,11h 25m,NR,,8560699,Completed,First,11h 25m,,16h 33m,,,,,,,,
1372,10469,daboloKioL,PC,11h 25m,70%,,10306528,Completed,First,11h 25m,"November 14, 2019",,,,,,,,,
1373,10469,Private,PC,11h 25m,NR,,1049096,Completed,First,11h 25m 25s,"December 06, 2014",,,,,,,,,
1374,10469,SandalSeagal,PlayStation 3,11h 26m,90%,,505818,Completed,First,11h 26m 17s,"December 03, 2013",,,,,,,,,
1375,10469,,PC,11h 30m,NR,,497042,Completed,First,11h 30m,,,,,,,,,,
1376,10469,,Xbox 360,11h 30m,NR,,649679,Completed,First,11h 30m,,,,,,,,,,
1377,10469,,Xbox 360,11h 30m,NR,,936002,Completed,First,11h 30m,,,,,,,,,,
1378,10469,,PC,11h 30m,NR,,1209102,Completed,First,11h 30m,,,,,,,,,,
1379,10469,,PC,11h 30m,NR,2 extra tombs,1747782,Completed,First,11h 30m,,,,,,,,,,
1380,10469,,Linux,11h 30m,NR,,9214936,Completed,First,11h 30m,,,,,,,,,,
1381,10469,,PC,11h 30m,NR,,11695160,Completed,First,11h 30m,,,,,,,,,,
1382,10469,ANiMESoKAR,PC,11h 30m,90%,,512463,Completed,First,11h 30m,"April 12, 2014",,,,,,,,,
1383,10469,AlmightyAngelo,PC,11h 30m,NR,,5408408,Completed,First,11h 30m,"August 17, 2017",,,,,,,,,
1384,10469,Private,PC,11h 30m,NR,,4341577,Completed,First,11h 30m,2013,,,,,,,,,
1385,10469,Beamish,Xbox One,11h 30m,NR,,8543750,Completed,First,11h 30m,"March 29, 2019",11h 45m,,,,,,,,
1386,10469,Brasilas10,PC,11h 30m,80%,,7532146,Completed,First,11h 30m,"November 26, 2018",,,,,,,,,
1387,10469,Civilwarfare101,PlayStation 4,11h 30m,80%,,9183718,Replay Completed,Replay,11h 30m,"March 08, 2020",,,,,,,,,
1388,10469,DamienCrowley,PC,11h 30m,NR,,4317337,Backlog Completed,First,11h 30m,"February 29, 2020",,,,,,,,,
1389,10469,Deranes,PC,11h 30m,NR,,3305415,Completed,First,11h 30m,"September 05, 2015",,,,,,,,,
1390,10469,Florisvlc,PC,11h 30m,80%,,8029814,Completed,First,11h 30m,"January 09, 2019",,,,,,,,,
1391,10469,Ghost3030,PC,11h 30m,80%,,4852670,Custom List Completed,First,11h 30m,"August 03, 2017",,,,,,,,,
1392,10469,Jahbu,PC,11h 30m,NR,,6600737,Completed,First,11h 30m,"October 22, 2016",14h 07m,,,,,,,,
1393,10469,Jjzwak,Xbox One,11h 30m,NR,,6105004,Completed,First,11h 30m,"April 10, 2018",,,,,,,,,
1394,10469,KytaM95,Xbox One,11h 30m,90%,,8360979,Completed,First,11h 30m,"February 26, 2019",16h,,,,,,,,
1395,10469,LeatherDaddy,Xbox 360,11h 30m,90%,,424608,Completed,First,11h 30m,"September 11, 2013",,,,,,,,,
1396,10469,Madamidoz,PC,11h 30m,90%,,396682,Completed,First,11h 30m,"March 03, 2014",,,,,,,,,
1397,10469,MrPidf,PC,11h 30m,NR,,11084313,Completed,First,11h 30m,"April 06, 2020",,,,,,,,,
1398,10469,MyMartyrdom,PC,11h 30m,90%,,397595,Completed,First,11h 30m,"August 10, 2013",,,,,,,,,
1399,10469,Nicoen,PC,11h 30m,80%,,1611190,Completed,First,11h 30m,"April 11, 2016",,,,,,,,,
1400,10469,Octagon,PC,11h 30m,NR,,11486898,Completed,First,11h 30m,"April 12, 2020",,,,,,,,,
1401,10469,RealBig_Boss,PlayStation 4,11h 30m,60%,,9321932,Playing Completed,First,11h 30m,"May 01, 2018",,,,,11h 30m /,,,,
1402,10469,Snailburt,PlayStation 3,11h 30m,NR,,363216,Completed,First,11h 30m,"July 21, 2014",,,,,,,,,
1403,10469,Wreakingball2,PC,11h 30m,NR,,12027366,Completed,First,11h 30m,"June 18, 2020",,,,,,,,,
1404,10469,blackMamba1187,PC,11h 30m,70%,86%,7014051,Completed,First,11h 30m,"August 28, 2013",,,,,,,,,
1405,10469,blackbebop,PlayStation 3,11h 30m,80%,,651735,Completed,First,11h 30m,August 2013,,,,,,,,,
1406,10469,Private,Xbox 360,11h 30m,90%,,414292,Completed,First,11h 30m,"July 18, 2013",15h,,,,,,,,
1407,10469,citizenfish,PlayStation 3,11h 30m,NR,,810380,Completed,First,11h 30m,"July 13, 2014",,,,,,,,,
1408,10469,compuguru,PC,11h 30m,90%,,603786,Playing Completed,First,11h 30m,"January 30, 2014",15h,,,,,,,,
1409,10469,cryptexdigital,PC,11h 30m,90%,,8080503,Completed,First,11h 30m,,,,,,,,,,
1410,10469,fufful,Xbox One,11h 30m,100%,,8344871,Completed,First,11h 30m,"February 23, 2019",,23h,,,,,,,
1411,10469,geIo,PC,11h 30m,NR,,10318930,Completed,First,11h 30m,"October 20, 2019",,,,,,,,,
1412,10469,jackkrhodess,Xbox One,11h 30m,NR,,3533920,Completed,First,11h 30m,"October 19, 2016",,,,,,,,,
1413,10469,kemosabe112,PlayStation 4,11h 30m,80%,,9193123,Completed,First,11h 30m,"June 15, 2019",,,,,,,,,
1414,10469,misanthrox,PC,11h 30m,100%,,11809398,Completed,First,11h 30m,"April 07, 2020",,,,,,,,,
1415,10469,Private,PC,11h 30m,NR,,1422373,Completed,First,11h 30m,,,,,,,,,,
1416,10469,olympian,PC,11h 30m,NR,,1370890,Completed,First,11h 30m,"June 03, 2015",,,,,,,,,
1417,10469,pretawx,PC,11h 30m,NR,,5955751,Completed,First,11h 30m,"March 03, 2018",14h,16h,,,,,,,
1418,10469,roadvirusss,Xbox One,11h 30m,NR,"Got 75% of all collectibles, and all optional tombs. No multiplayer",2174146,Completed,First,11h 30m,"December 02, 2015",15h 30m,,,,,,,,
1419,10469,Private,PC,11h 30m,100%,,8460666,Completed,First,11h 30m,"March 13, 2019",,,,,,,,,
1420,10469,smacd,PC,11h 30m,70%,,6376824,Completed,First,11h 30m,"June 21, 2018",,,,,,,,,
1421,10469,Private,PlayStation 3,11h 30m,80%,,8902088,Completed,First,11h 30m,"July 11, 2018",,,,,,,,,
1422,10469,Private,PC,11h 30m,NR,,961478,Completed,First,11h 30m,"July 28, 2014",,,,,,,,,
1423,10469,zukpuvee777,PC,11h 30m,NR,,9246621,Completed,First,11h 30m,"July 28, 2019",,,,,,,,,
1424,10469,Darkepsyche,Xbox One,11h 30m,NR,,9568164,Completed,First,11h 30m 01s,"September 09, 2019",,,,,,,,,
1425,10469,,PC,11h 30m,NR,,658474,Completed,First,11h 30m 15s,,14h 30m,,,,,,,,
1426,10469,repyh,Xbox One,11h 32m,80%,,8951336,Completed,First,11h 32m,,,,,,,,,,
1427,10469,,PC,11h 32m,NR,,1731079,Completed,First,11h 32m 04s,,,,,,,,,,
1428,10469,,PlayStation 4,11h 32m,NR,,6502180,Completed,First,11h 32m 56s,,,,,,,,,,
1429,10469,ethanzh,PC,11h 34m,90%,,432031,Completed,First,11h 34m,"October 02, 2013",,,,,,,,,
1430,10469,illegalfreq,PlayStation 4,11h 34m,NR,,3190219,Completed,Replay,11h 34m,,,,,First I played through on PlayStation 3.,,,,,
1431,10469,,Xbox One,11h 35m,NR,,11433134,Completed,First,11h 35m,,,,,,,,,,
1432,10469,danprince10,PC,11h 35m,NR,,3635873,Completed,First,11h 35m,,,,,,,,,,
1433,10469,mjricco,PC,11h 35m,80%,,3225348,Backlog Completed,First,11h 35m,"July 22, 2013",,,,,,,,,
1434,10469,,Xbox One,11h 36m,NR,,3867917,Completed,First,11h 36m,,,,,,,,,,
1435,10469,goodgamer,PlayStation 3,11h 36m,90%,,6664899,Completed,First,11h 36m,"July 25, 2018",,,,,,,,,
1436,10469,lagdotcom,Xbox One,11h 38m,NR,found some collectables but not a lot,3935158,Completed,First,11h 38m,"April 07, 2019",,,,,,,,,
1437,10469,,PC,11h 39m,NR,breathtaking adventure...loved it,4597342,Completed,First,11h 39m,,,,,,,,,,
1438,10469,,PC,11h 40m,NR,,8070094,Completed,First,11h 40m,,,,,,,,,,
1439,10469,,PC,11h 40m,NR,,8568218,Completed,First,11h 40m,,,,,,,,,,
1440,10469,Kuuriaa,PC,11h 40m,NR,,4429974,Completed,First,11h 40m,"November 25, 2017",,,,,,,,,
1441,10469,cococontagious,PC,11h 40m,90%,,403782,Completed,First,11h 40m,"July 27, 2013",,,,,,,,,
1442,10469,Private,PC,11h 40m,90%,Not including achievements,1213879,Completed,First,11h 40m,"February 24, 2015",,22h 40m,,,,,,,
1443,10469,Private,PC,11h 41m,100%,,509455,Completed,First,11h 41m,"December 06, 2013",,,,15/50 achievements. 10:48:00 interactive runtime. Overall game completion of 65% with a couple of the optional tombs raided.,,,,,
1444,10469,diskape,PC,11h 41m,90%,,13537,Completed,First,11h 41m,"June 16, 2013",,,,,,,,,
1445,10469,Private,PC,11h 43m,80%,,6664501,Completed,First,11h 43m,,,,,,,,,,
1446,10469,SkernStation,PC,11h 43m,90%,76 & Completion,11512464,Completed,First,11h 43m 15s,"April 21, 2020",,,,"Streamed on Twtich.com/SkernStation in April 2020
https://www.twitch.tv/collections/_FuhwzlDBBYerA",,,,,
1447,10469,1c3ntfm31f,PC,11h 44m,NR,,8041086,Completed,First,11h 44m 42s,"January 15, 2019",,,,,,,,,
1448,10469,NinStormer88,Xbox 360,11h 45m,90%,,1217594,Completed,First,11h 45m,"March 10, 2013",14h 09m,18h 30m,,,,,,,
1449,10469,Private,PlayStation 4,11h 45m,NR,,5631761,Completed,First,11h 45m,"January 09, 2018",,,,,,,,,
1450,10469,TacticalMinky,PC,11h 45m,NR,,11028144,Completed,First,11h 45m,,,,,,,,,,
1451,10469,Private,PC,11h 45m,NR,,2047724,Completed,First,11h 45m,"March 02, 2014",13h 50m,23h,,,,,,,
1452,10469,malachi560,PlayStation 3,11h 45m,90%,,589009,Completed,First,11h 45m,"January 05, 2014",12h,16h 50m,,,,,,,
1453,10469,ransemstone,PC,11h 45m,80%,,459079,Completed,First,11h 45m,,,,,,,,,,
1454,10469,shufny,PC,11h 45m,NR,,1360830,Completed,First,11h 45m,,,,,,,,,,
1455,10469,PKA42,PC,11h 46m,50%,,1217710,Completed,First,11h 46m,"February 10, 2017",,,,,,,,,
