,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Personal Notes,Main+Extras,Completionist,Progress,Vs.,Speedrun,Co-Op,100% Speedrun
642,4248,key_of_zee,PC,12h,NR,,11821612,Completed,First,"December 20, 2004",12h,,13h,14h,,,,,
643,4248,killsport13,PC,12h,70%,,1286590,Completed,First,"September 08, 2015",12h,,,,,,,,
644,4248,knighttraviis,PC,12h,100%,,625854,Completed,First,"February 09, 2014",12h,,,,,,,,
645,4248,komashkov,PC,12h,70%,,429432,Completed,First,"May 16, 2013",12h,,,,,,,,
646,4248,livingghost,PC,12h,NR,,5174487,Completed,First,"October 14, 2017",12h,,,,,,,,
647,4248,lonesoldier09,PC,12h,NR,,1417816,Completed,First,,12h,,,,,,,,
648,4248,maXam,PC,12h,80%,,1361922,Custom List Completed,First,2004,12h,,,,12h /,,,,
649,4248,momed45,PC,12h,NR,,2151421,Completed,First,"November 28, 2015",12h,,,,,,,,
650,4248,nathansamander,Xbox One,12h,100%,,8048472,Completed,First,"March 24, 2020",12h,,,,,,,,
651,4248,Private,PC,12h,70%,,7562812,Completed,First,"November 30, 2018",12h,,,,,,,,
652,4248,platinummatthew,PC,12h,NR,,6024409,Completed,First,,12h,,,,,,,,
653,4248,reconrey,PC,12h,NR,,451719,Completed,First,"October 19, 2013",12h,,,,,,,,
654,4248,robo300,PC,12h,NR,,750222,Completed,First,,12h,,,,,,,,
655,4248,scrubadub,PC,12h,NR,,87218,Completed,First,,12h,,,,,,,,
656,4248,spainer,PC,12h,NR,,1274970,Completed,First,"April 02, 2015",12h,,,,,,,,
657,4248,stevekwan,PC,12h,100%,,108075,Completed,First,,12h,,,,,,,,
658,4248,stuffydj,PC,12h,90%,,11847207,Completed,First,,12h,,,,,,,,
659,4248,sukendo,PC,12h,NR,,8062513,Completed,First,"January 18, 2019",12h,,,,,,,,
660,4248,Private,PC,12h,NR,,3839866,Completed,First,"November 23, 2012",12h,,,,,,,,
661,4248,thisischeese,PC,12h,NR,,1183746,Completed,First,,12h,,,,,,,,
662,4248,thurminator,Xbox,12h,NR,,7787175,Completed,Replay,,12h,,,,,,,,
663,4248,tomhennessey,PC,12h,100%,,1762969,Completed,First,"September 05, 2015",12h,,,,,,,,
664,4248,vishespuppy,PC,12h,NR,,1175986,Completed,First,,12h,,,,,,,,
665,4248,w16240,PC,12h,100%,,472886,Completed,First,,12h,,,,,,,,
666,4248,webertsilva,PC,12h,100%,,9610268,Completed,First,"September 13, 2017",12h,,,,,,,,
667,4248,whitenoize,PC,12h,80%,,10780476,Completed,Replay,"February 27, 2018",12h,,,,,,,,
668,4248,wicko,PC,12h,NR,,565834,Completed,First,"January 01, 1996",12h,,,,,,,,
669,4248,woodencpu,PC,12h,100%,,458426,Completed,First,,12h,,,,,,,,
670,4248,xish,PC,12h,NR,,6044545,Completed,Replay,"March 27, 2018",12h,,,,,,,,
671,4248,zaciroth,PC,12h,100%,,18650,Completed,First,,12h,,,,,,,,
672,4248,zizbihz,PC,12h,90%,,9674238,Completed,First,"April 28, 2016",12h,,,,,,,,
673,4248,Waverunner,PC,12h 05m,90%,,11119680,Completed,Replay,"March 08, 2020",12h 05m,,,,,,,,
674,4248,,PC,12h 05m,NR,,6778112,Completed,First,,12h 05m 03s,,16h 12m 12s,,,,,,
675,4248,Gumie04,PC,12h 08m,80%,Interesting story,7993098,Playing Completed,First,"December 06, 2017",12h 08m,,,,12h 08m /,,,,
676,4248,GhostMaster,PC,12h 09m,NR,,10838218,Completed,First,"January 18, 2020",12h 09m,,,,,,,,
677,4248,,Xbox,12h 10m,NR,,1377730,Completed,First,,12h 10m,,,,,,,,
678,4248,DPSderulo,PC,12h 10m,NR,,11296509,Completed,First,"March 30, 2020",12h 10m,,,,,,,,
679,4248,Kreize,PC,12h 10m,100%,,262889,Completed,First,"April 27, 2013",12h 10m,,,,,,,,
680,4248,rhickey,PC,12h 10m,90%,,221278,Completed,First,"January 22, 2013",12h 10m,,,,,,,,
681,4248,Nanakix,PC,12h 12m,70%,,2921171,Completed,First,"April 29, 2016",12h 12m,,,,,,,,
682,4248,RaptusX,PC,12h 14m,NR,,8056712,Completed,First,"December 09, 2004",12h 14m,,,,,,,,
683,4248,hmecey,PC,12h 14m,100%,,8519,Completed,First,,12h 14m,,,,,,,,
684,4248,,PC,12h 15m,NR,,287597,Completed,First,,12h 15m,,,,,,,,
685,4248,Fsaathoff,PC,12h 15m,90%,,800411,Completed,First,"July 07, 2014",12h 15m,I loved this game. Great story and ending,,,,,,,
686,4248,GeoSkate,PlayStation 3,12h 15m,NR,,6075602,Completed,First,"March 20, 2020",12h 15m,,,,,,,,
687,4248,NeutralJedi,PC,12h 15m,NR,,2808856,Completed,First,"May 01, 2016",12h 15m,,,,,,,,
688,4248,kristian_cunn,PC,12h 15m,NR,,237740,Completed,First,"July 24, 2012",12h 15m,,,,,,,,
689,4248,zpattack12,PC,12h 17m,NR,,11044272,Completed,First,,12h 17m,,,,,,,,
690,4248,Private,PC,12h 18m,60%,"Normal difficulty, 19/33 achievements, 20/45 lambda located (not looking for them normal exploring)",9203582,Completed,First,"July 22, 2019",12h 18m,,,,,,,,
691,4248,trav17,Xbox 360,12h 19m,80%,,17841,Completed,First,,12h 19m,,,,,,,,
692,4248,,PC,12h 20m,NR,,11329912,Completed,First,,12h 20m,,,,,,,,
693,4248,Ch4oZ,PC,12h 20m,90%,,490971,Completed,First,"July 24, 2013",12h 20m,,13h,,,,,,
694,4248,pirly,PC,12h 20m,90%,,58473,Completed,First,,12h 20m,,,,,,,,
695,4248,tinysalmon4,PC,12h 20m,NR,,975785,Completed,Replay,"October 12, 2014",12h 20m,,,,,,,,
696,4248,,PC,12h 23m,NR,It was great.,11283082,Completed,First,,12h 23m,,,,,,,,
697,4248,,,12h 24m,NR,"great game, yo.",308577,Completed,First,,12h 24m,,,,,,,,
698,4248,Maverickx,Xbox 360,12h 24m,100%,,70111,Completed,First,,12h 24m,,,,,,,,
699,4248,,PC,12h 25m,NR,,322503,Completed,First,,12h 25m,,,,,,,,
700,4248,Private,,12h 25m,100%,,369584,Completed,First,"June 10, 2010",12h 25m 42s,,,13h 25m 42s,,,,,
701,4248,Chorophobe,PC,12h 28m,90%,,4020584,Completed,Replay,"February 04, 2017",12h 28m 40s,,,,,,,,
702,4248,,PC,12h 30m,NR,,371714,Completed,First,,12h 30m,,,,,,,,
703,4248,Hossam_Cloud69,PC,12h 30m,80%,,3819481,Completed,First,,12h 30m,,,,,,,,
704,4248,Hyper_Eye,Xbox 360,12h 30m,NR,,37817,Completed,First,"May 25, 2008",12h 30m,,,,,,,,
705,4248,Mahjohn,PC,12h 30m,90%,,57195,Completed,First,"May 15, 2012",12h 30m,"First time playing through. Though it was easy, probably more likely due to my being bred on the latest generation of FPS games, the story and gameplay were really great, and I was impressed by how relevant Source's graphics are today.",,,,,,,
706,4248,Samueloss,PC,12h 30m,100%,,299559,Completed,First,"June 24, 2013",12h 30m,,12h 30m,,,,,,
707,4248,VHSdinosaurGO,PC,12h 30m,NR,,169885,Completed,First,"July 11, 2015",12h 30m,,,,,,,,
708,4248,Private,PC,12h 30m,100%,,3855595,Completed,First,,12h 30m,,,,,,,,
709,4248,Private,PC,12h 30m,100%,,346055,Completed,First,"July 27, 2013",12h 30m,,,,,,,,
710,4248,esq373,PlayStation 3,12h 30m,100%,,2317212,Completed,First,"July 30, 2011",12h 30m,,,,,,,,
711,4248,fransubie,PC,12h 30m,NR,,10993914,Completed,First,"May 16, 2017",12h 30m,,,,,,,,
712,4248,joebutler23,PC,12h 30m,NR,,2119926,Completed,First,"December 08, 2014",12h 30m,,,,,,,,
713,4248,joppezu,PC,12h 30m,NR,,4198047,Completed,First,"October 23, 2013",12h 30m,,,,,,,,
714,4248,matbarra,PC,12h 30m,NR,,6829190,Completed,First,,12h 30m,,,,,,,,
715,4248,netnerd85,PC,12h 30m,NR,,1628138,Completed,First,"July 15, 2012",12h 30m,,,,,,,,
716,4248,ratingus,PC,12h 30m,NR,,897432,Completed,First,"August 19, 2011",12h 30m,,,,,,,,
717,4248,zerGoot,PC,12h 30m,NR,,1399818,Completed,First,"October 16, 2013",12h 30m,,,,,,,,
718,4248,,Linux,12h 31m,NR,,497773,Completed,First,,12h 31m 41s,,,,,,4h 32m 51s,,
719,4248,UserOne,PC,12h 32m,NR,,10323763,Completed,First,,12h 32m,,,,,,,,
720,4248,machacachon,PC,12h 36m,NR,,11739937,Completed,First,"May 14, 2020",12h 36m,,,,,,,,
721,4248,Private,PC,12h 36m,70%,,11097545,Completed,Replay,"March 14, 2020",12h 36m,,,,,,,,
722,4248,SkernStation,PC,12h 38m,90%,,11427101,Completed,First,"April 13, 2020",12h 38m,Streamed on Skern Station Twitch,,,,,,,
723,4248,,PC,12h 40m,NR,,10986793,Completed,First,,12h 40m,,,,,,,,
724,4248,KrispyKyle,PC,12h 40m,90%,,672203,Completed,First,,12h 40m,,,,,,,,
725,4248,Rhinne,PC,12h 41m,100%,,873700,Completed,First,,12h 41m,,,,,,,,
726,4248,franki612,PC,12h 41m,NR,,8088819,Completed,First,"June 13, 2015",12h 41m,,,,,,,,
727,4248,psilocybe86,PC,12h 42m,NR,,9213627,Completed,First,"July 23, 2019",12h 42m,,,,,,,,
728,4248,rflktrz,PC,12h 42m,70%,Normal Difficulty,7270191,Completed,First,"October 18, 2018",12h 42m,,,,,,,,
729,4248,,PC,12h 45m,NR,,884654,Completed,First,,12h 45m,,,,,,,,
730,4248,Wandering_King,PlayStation 3,12h 45m,90%,,67145,Completed,First,,12h 45m,,,,,,,,
731,4248,alpal,PC,12h 45m,NR,,6681985,Completed,First,"July 28, 2018",12h 45m,,,,,,,,
732,4248,Private,PC,12h 45m,100%,,1074446,Completed,First,,12h 45m,,,,,,,,
733,4248,Komrad_Jones,PC,12h 50m,NR,,7135250,Completed,Replay,"May 04, 2016",12h 50m,,,,,,,,
734,4248,Komrad_Jones,PC,12h 50m,NR,,7375324,Completed,Replay,,12h 50m,,,,,,,,
735,4248,niceTCyou,Xbox 360,12h 50m,80%,,259950,Completed,First,"February 16, 2012",12h 50m,,,,,,,,
736,4248,patyx,PC,12h 50m,100%,"Main story with a little bit of ""exploring""",1082319,Completed,First,,12h 50m,,,,,,,,
737,4248,tabootay,Xbox 360,12h 50m,80%,,945863,Completed,First,"July 25, 2015",12h 50m,,,,,,,,
738,4248,,PC,12h 50m,NR,,966204,Completed,First,,12h 50m 33s,,13h,17h 44m 32s,,,,,
739,4248,Private,PC,12h 51m,100%,,8502509,Completed,Replay,"September 30, 2018",12h 51m 21s,,,,,,,,
740,4248,Private,PC,12h 52m,NR,,10944365,Completed,First,,12h 52m,,,,,,,,
741,4248,Mokatavatah,PC,12h 53m,NR,,7968395,Completed,First,"December 20, 2019",12h 53m,,,,,,,,
742,4248,JamesBombeelu,PC,12h 54m,80%,,245304,Completed,First,"December 29, 2013",12h 54m 27s,,,,,,,,
743,4248,Private,PC,12h 54m,NR,,8584682,Completed,First,"April 26, 2019",12h 54m 30s,,,,,,,,
744,4248,CptAsian,PC,12h 55m,90%,,1307186,Completed,First,,12h 55m,,,,,,,,
745,4248,TrapGod112,PC,12h 55m,NR,,1718551,Completed,First,,12h 55m,,14h 36m,,,,,,
746,4248,DeadSnow,PC,12h 55m,NR,,966207,Completed,Replay,"June 06, 2014",12h 55m 55s,,,,,,,,
747,4248,,,13h,NR,,287533,Completed,First,,13h,,,,,,,,
748,4248,,,13h,NR,,287537,Completed,First,,13h,,,,,,,,
749,4248,,PC,13h,NR,,287572,Completed,First,,13h,,,,,,,,
750,4248,,PC,13h,NR,,287584,Completed,First,,13h,,,,,,,,
751,4248,,,13h,NR,,322742,Completed,First,,13h,,,,,,,,
752,4248,,PC,13h,NR,,426852,Completed,Replay,,13h,,,,,,,,
753,4248,,PC,13h,NR,,1227450,Completed,First,,13h,,,,,,,,
754,4248,,PC,13h,NR,,1901360,Completed,First,,13h,,,,,,,,
755,4248,,PC,13h,NR,,5403899,Completed,Replay,,13h,,14h,15h 55m,,,,,
756,4248,,PC,13h,NR,,6098447,Completed,First,,13h,,,,,,,,
757,4248,,PC,13h,NR,,7218003,Completed,First,,13h,,,,,,,,
758,4248,,PC,13h,NR,,7858308,Completed,First,,13h,,,,,,,,
759,4248,,PC,13h,NR,,11241582,Completed,First,,13h,,,,,,,,
760,4248,,PC,13h,NR,,11249950,Completed,First,,13h,,,,,,,,
761,4248,,PC,13h,NR,,11311872,Completed,Replay,,13h,,,,,,,,
762,4248,,PC,13h,NR,,11541719,Completed,First,,13h,,,,,,,,
763,4248,,PC,13h,NR,,11609361,Completed,First,,13h,,,,,,,,
764,4248,,PC,13h,NR,,11789753,Completed,First,,13h,,,,,,,,
765,4248,,PC,13h,NR,,11825611,Completed,First,,13h,,,,,,,,
766,4248,A1rieF3nix,PC,13h,NR,,8720847,Replay Completed,Replay,"January 15, 2009",13h,,,,,,,,
767,4248,Alcarin,PC,13h,NR,,5784270,Completed,First,,13h,,,,,,,,
768,4248,Alexander452,PC,13h,NR,,1352061,Completed,Replay,"December 16, 2014",13h,It's easy and fun to 100% complete,14h,65h,,,,,
769,4248,Private,PC,13h,NR,,1251910,Completed,First,,13h,,,,,,,,
770,4248,Azraden,PC,13h,NR,,63119,Completed,First,,13h,,,,,,,,
771,4248,BarrelRoll,PC,13h,NR,,3370317,Completed,First,"September 08, 2016",13h,,15h 30m,19h,,,,,
772,4248,Bloops,PC,13h,NR,,4052998,Completed,First,"January 09, 2017",13h,,,,,,,,
773,4248,Blum4vi,PC,13h,NR,,6926920,Completed,Replay,"August 26, 2018",13h,,,,,,,,
774,4248,Bozzz,PC,13h,NR,,4508464,Completed,First,,13h,,,,,,,,
775,4248,CLPockets,PC,13h,NR,,10496781,Completed,First,,13h,,,,,,,,
776,4248,CME,PC,13h,80%,,9684300,Completed,First,"September 20, 2019",13h,,,,,,,,
777,4248,Private,PC,13h,100%,,1219375,Completed,First,"August 13, 2019",13h,,,,,,,,
778,4248,Private,PC,13h,100%,,123837,Completed,First,"June 09, 2012",13h,,,,,,,,
779,4248,Chinny123,PC,13h,100%,,7951317,Completed,First,November 2004,13h,,,,,,,,
780,4248,Chopa,PC,13h,80%,,9385930,Completed,First,"August 18, 2013",13h,,,,,,,,
781,4248,Cookino,PC,13h,NR,,11328508,Completed,First,"April 02, 2020",13h,,,,,,,,
782,4248,DMCrimson,PC,13h,90%,,1103067,Completed,First,,13h,,,,,,,,
783,4248,DaithiD6,PC,13h,100%,,3840185,Completed,First,"January 30, 2015",13h,,,,,,,,
784,4248,Private,PC,13h,70%,,11678103,Completed,First,"May 08, 2020",13h,,,,,,,,
785,4248,Darkmast3r83,PC,13h,100%,,5684688,Completed,First,,13h,,,,,,,,
786,4248,Dmoney,PC,13h,60%,,9205041,Completed,First,"August 05, 2005",13h,,,,,,,,
787,4248,Private,PC,13h,90%,,938448,Completed Retired,First,,13h,,15h,,,,,,
788,4248,Fistberg,PC,13h,70%,,1240925,Completed,First,,13h,,,,,,,,
789,4248,Fugeni,PC,13h,NR,,2046314,Completed,First,"November 05, 2015",13h,,,,,,,,
790,4248,Private,PC,13h,90%,,3492,Completed,First,,13h,,,,,,,,
791,4248,Ibuki,PC,13h,NR,,10461341,Completed,First,"March 15, 2020",13h,,,,,,,,
792,4248,ItsDanBull,PC,13h,NR,,1075891,Completed,First,"December 24, 2014",13h,,,,,,,,
793,4248,Jaksu,PC,13h,NR,,728344,Completed,First,"June 06, 2004",13h,,,,,,,,
794,4248,Jokey665,PC,13h,NR,,1450879,Completed,First,,13h,,,,,,,,
795,4248,Jonahtwinkletoes,PC,13h,80%,,11818189,Completed,First,"May 23, 2020",13h,,,,,,,,
796,4248,JoshieYoshie,Xbox 360,13h,90%,,9300951,Completed,First,"August 21, 2014",13h,,,,,,,,
797,4248,JustinBB7,PC,13h,NR,,170423,Completed,First,"November 20, 2004",13h,,,,,,,,
798,4248,KINGXKUMA,Xbox 360,13h,90%,,6215854,Completed,First,"June 16, 2012",13h,,,,,,,,
799,4248,KingKaikster,PC,13h,90%,,9314096,Completed,First,"July 26, 2019",13h,,,,,,,,
800,4248,L3v1a7h4N,PC,13h,NR,,5420768,Completed,First,"August 05, 2013",13h,,,,,,,,
801,4248,Latouffe,PC,13h,NR,,836455,Completed,First,"July 21, 2014",13h,,,,,,,,
802,4248,Leon_Kennedy,PC,13h,100%,,5368553,Completed,First,"November 23, 2010",13h,,,,,,,,
803,4248,LittleSlugger,PC,13h,NR,,838243,Completed,First,,13h,,,,,,,,
804,4248,Luke_Mugen,PC,13h,90%,,1283607,Completed,First,"April 07, 2015",13h,,,,,,,,
805,4248,Mechoshira,PC,13h,80%,,903902,Completed,First,"August 21, 2014",13h,,,,,,,,
806,4248,Milijango,PC,13h,NR,,726653,Completed,First,"May 13, 2014",13h,,,,,,,,
807,4248,MrPidf,PC,13h,NR,,8367718,Completed,First,"April 07, 2019",13h,Main Story,,,,,,,
808,4248,Narghile,PC,13h,90%,,618534,Completed,First,"July 25, 2013",13h,,15h,,,,,,
809,4248,Nucl3arsnake,PC,13h,70%,,3814113,Replay Completed,Replay,"December 27, 2016",13h,,,,,,,,
810,4248,OnePointZero,PC,13h,NR,,5041535,Completed,First,,13h,,,,,,,,
811,4248,Osyx,PC,13h,NR,,7917389,Completed,First,"March 09, 2019",13h,,,,,,,,
812,4248,PunkRockCarl,PC,13h,100%,,9435370,Completed,First,2007,13h,,14h,,,,,,
813,4248,Rigamo,Xbox 360,13h,70%,,3344478,Completed,First,,13h,,,,,,,,
814,4248,Rixerod,PC,13h,NR,,11628321,Completed,First,March,13h,,15h,,,,,,
815,4248,ShinRailgun,PC,13h,90%,,1380339,Completed,First,2005,13h,,,,,,,,
816,4248,Slashdot,PC,13h,NR,,3333618,Playing Completed,First,"September 04, 2016",13h,,,,5h 50m /,,,,
817,4248,Private,PC,13h,100%,,6664405,Completed,Replay,,13h,,,,,,,,
818,4248,Stenk,PC,13h,NR,,1249394,Completed,First,,13h,,,,,,,,
819,4248,TMcGrewgles,PC,13h,100%,,660598,Completed,First,"July 04, 2014",13h,Amazing game. I'd recommend everyone play this.,,,,,,,
820,4248,Thalaban,PC,13h,100%,,430050,Completed,First,,13h,,,,,,,,
821,4248,TheMajloo,PC,13h,NR,,8691433,Completed,First,"April 30, 2019",13h,,,,,,,,
822,4248,TheNamelessOne,PC,13h,100%,,3552481,Completed,First,"April 10, 2005",13h,,,,,,,,
823,4248,Tottie,PC,13h,NR,,8491843,Completed,First,"October 15, 2019",13h,,,,,,,,
824,4248,TretaGames,PC,13h,100%,,422499,Replay Completed,Replay,"July 08, 2013",13h,,,,13h /,,,,
825,4248,TroyBob,Xbox 360,13h,100%,,140148,Completed,First,"June 28, 2012",13h,,,,,,,,
826,4248,VeryFriendly,PC,13h,NR,,210375,Completed,First,2004,13h,,,,,,,,
827,4248,WanhaWaari,PC,13h,NR,,445809,Completed,First,"October 15, 2013",13h,,,,,,,,
828,4248,Xanthus,PC,13h,80%,,555771,Completed,Replay,"March 03, 2013",13h,,15h,28h 10m,,,,,
829,4248,Yllibas,PC,13h,90%,,71055,Completed,First,,13h,,,,,,,,
830,4248,Zombiecleo,PC,13h,70%,,165442,Completed,First,"February 17, 2013",13h,,,,,,,,
831,4248,Private,PC,13h,90%,,636382,Completed,First,,13h,,,,,,,,
832,4248,angela_cake,PC,13h,NR,,1134434,Completed,First,"December 18, 2019",13h,,,,,,,,
833,4248,angela_cake,PC,13h,NR,,10676334,Completed,First,"December 18, 2019",13h,,,,,,,,
834,4248,chirt,PC,13h,NR,,4533179,Completed,First,,13h,,,,,,,,
835,4248,colonelchibbers,PC,13h,90%,,1319172,Completed,First,,13h,,,,,,,,
836,4248,david_mamba24,PC,13h,90%,,679979,Completed,First,"March 25, 2014",13h,,,,,,,,
837,4248,Private,PC,13h,NR,,701239,Completed,First,"August 04, 2013",13h,,,,,,,,
838,4248,drbazinga,PC,13h,NR,,2577150,Playing Completed,First,"February 16, 2016",13h,,,,3h 19m /,,,,
839,4248,Private,PC,13h,100%,,358218,Completed,First,"August 02, 2013",13h,,,,,,,,
840,4248,ehhxcellent,PC,13h,NR,,3228209,Completed,First,"July 18, 2016",13h,,,,,,,,
841,4248,ei02028,PC,13h,100%,,1382729,Completed,First,,13h,,,,,,,,
842,4248,ethanzh,PC,13h,90%,,558247,Completed,First,"September 30, 2013",13h,,,,,,,,
843,4248,flyagin,PC,13h,80%,,10885356,Completed,First,"July 05, 2019",13h,,,,,,,,
844,4248,fredthebelgian,PC,13h,100%,,606913,Completed,First,"April 01, 2005",13h,,,,,,,,
845,4248,fygar0,PC,13h,100%,,6943690,Completed,First,2005,13h,,,,,,,,
846,4248,grimwold,PC,13h,100%,,265301,Completed,Replay,"June 12, 2013",13h,,,,,,,,
847,4248,gui_dsa,Xbox 360,13h,NR,,3613707,Completed,First,"November 10, 2016",13h,,,,,,,,
848,4248,hally,PC,13h,70%,,11881866,Completed,First,"June 01, 2020",13h,,,,,,,,
849,4248,hhhhojeihsu,PC,13h,NR,,5456775,Completed,First,,13h,,,,,,,,
850,4248,janther,Xbox,13h,80%,,2833097,Completed,First,"March 01, 2010",13h,,,,,,,,
851,4248,Private,PC,13h,NR,,706042,Completed,First,"March 29, 2020",13h,,,,,,,,
852,4248,jessestell,PC,13h,100%,,497379,Completed,First,"August 05, 2013",13h,,,,,,,,
853,4248,jozoz,PC,13h,90%,,8631261,Completed,First,"April 17, 2019",13h,,,,,,,,
854,4248,kemosabe112,Xbox,13h,100%,,9189174,Completed,First,2002,13h,,,,,,,,
855,4248,kiaat,PC,13h,NR,,2528234,Completed,First,"February 06, 2016",13h,,,,,,,,
856,4248,kuliddar,PC,13h,90%,,2067308,Completed,First,"November 09, 2015",13h,,,,,,,,
857,4248,ldsmeragliuolo,PC,13h,NR,,614509,Completed,First,"November 02, 2015",13h,,,,,,,,
858,4248,mantinez,PC,13h,90%,,2549132,Completed,First,"September 18, 2014",13h,,,,,,,,
859,4248,meowchin,PC,13h,NR,,2508983,Completed,Replay,,13h,,,,,,,,
860,4248,mrezt,PC,13h,NR,,879421,Completed,Replay,"August 02, 2014",13h,,,,,,,,
861,4248,n1vek215,PC,13h,NR,,278233,Completed,First,"June 03, 2013",13h,,,,,,,,
862,4248,neoXclusive,PC,13h,NR,,8551263,Completed,First,,13h,,,,,,,,
863,4248,neondarkside,PC,13h,NR,,91334,Completed,First,,13h,,,,,,,,
864,4248,obake,PC,13h,NR,,10716,Completed,First,,13h,,,,,,,,
865,4248,Private,PC,13h,100%,,6064600,Completed,First,"March 31, 2018",13h,,,,,,,,
866,4248,p_t_c_,PC,13h,NR,,5008428,Completed,First,"September 04, 2017",13h,,,,,,,,
867,4248,poop_zombie,PC,13h,NR,,11069342,Completed,Replay,"February 22, 2020",13h,,,,,,,,
868,4248,Private,PC,13h,70%,,5172315,Completed,First,"July 10, 2013",13h,,,,,,,,
869,4248,Private,PC,13h,90%,,8110427,Replay Completed,Replay,"January 23, 2017",13h,,,,33h /,,,,
870,4248,rusocabron,PC,13h,100%,,2471958,Completed,First,"September 21, 2012",13h,,,,,,,,
871,4248,ryuson2000,PC,13h,NR,,9006434,Completed,First,"June 20, 2019",13h,,,,,,,,
872,4248,scace,PC,13h,100%,,11755722,Completed,Replay,"May 16, 2020",13h,,,,,,,,
873,4248,slickochet,PC,13h,NR,,4196456,Completed,First,"November 17, 2004",13h,,,,,,,,
874,4248,soulfluff,PC,13h,NR,,11914732,Completed,First,"September 30, 2016",13h,,,,,,,,
875,4248,spiff,PC,13h,90%,,14456,Completed,First,,13h,,,,,,,,
876,4248,sw38130,PC,13h,NR,,4395530,Completed,First,"May 07, 2017",13h,,,,,,,,
877,4248,tenebrarum,PC,13h,100%,,11004948,Completed,First,"December 29, 2007",13h,,16h,,,,,,
878,4248,thadass,PC,13h,NR,,6949912,Completed,First,"October 05, 2018",13h,,,,,,,,
879,4248,thephantomtimelord1,Mac,13h,NR,,5637908,Completed,First,,13h,,,,,,,,
880,4248,thepunkface,PC,13h,80%,,11385334,Completed,First,,13h,,,,,,,,
881,4248,tyros540,PlayStation 3,13h,NR,,101981,Completed,First,,13h,,,,,,,,
882,4248,vpapidokha,PC,13h,NR,,7478291,Completed,First,,13h,,,,,,,,
883,4248,wavetactic,PC,13h,NR,,6414471,Completed,First,"June 03, 2018",13h,,,,,,,,
884,4248,wcrews214,PC,13h,NR,,11789811,Completed,First,"May 20, 2020",13h,,,,,,,,
885,4248,whesley6,PC,13h,NR,,11409323,Completed,First,"February 14, 2020",13h,,,,,,,,
886,4248,x4Electr0n,PC,13h,NR,,11482743,Completed,First,"December 12, 2014",13h,,,20h,,,,,
887,4248,xaro,PC,13h,NR,,1469412,Completed,First,"April 01, 2015",13h,,,,,,,,
888,4248,ybr77772,PC,13h,NR,,10506873,Completed,First,"November 29, 2019",13h,,,,,,,,
889,4248,zolebug,PC,13h,NR,,1254884,Completed,First,"March 21, 2015",13h,,,,,,,,
890,4248,Nixinova,PC,13h 02m,100%,,4996923,Completed,First,"October 29, 2017",13h 02m 24s,,,,,,,,
891,4248,Private,PC,13h 03m,90%,,5869457,Completed,First,"December 07, 2016",13h 03m,,,,,,,,
892,4248,,Xbox One,13h 04m,NR,,5765624,Completed,Replay,,13h 04m 52s,,,,,,,,
893,4248,,PC,13h 05m,NR,,11456214,Completed,First,,13h 05m,,,,,,,,
894,4248,DuckYde,PC,13h 05m,NR,,8460684,Completed,Replay,"March 13, 2019",13h 05m,,,,,,,,
895,4248,Jtyler12,PC,13h 05m,NR,,10587402,Completed,Replay,"December 13, 2019",13h 05m,,,,,,,,
896,4248,Pepepuhn,PC,13h 05m,NR,,1430550,Completed,First,"September 24, 2015",13h 05m,,,,,,,,
897,4248,LogLadyLand,PC,13h 06m,100%,,11175110,Completed,First,"March 17, 2020",13h 06m,,,,,,,,
898,4248,khafka,PC,13h 06m,90%,,179009,Completed,First,"July 08, 2012",13h 06m,,,,,,,,
899,4248,SilverLake,PC,13h 07m,NR,,7861369,Completed,First,"December 29, 2018",13h 07m,,,,,,,,
900,4248,Blodappelsin,PC,13h 08m,100%,25/33 achievements.,1252551,Completed,First,"November 14, 2013",13h 08m,,,,,,,,
901,4248,Rubricant,Xbox,13h 08m,NR,,119719,Completed,First,"June 08, 2012",13h 08m,,,,,,,,
902,4248,ulio,PC,13h 08m,NR,,5983024,Completed,First,"March 14, 2018",13h 08m,,,,,,,,
903,4248,Izanagi,PC,13h 10m,NR,,889327,Completed,First,,13h 10m,,,,,,,,
904,4248,akeytronik,PC,13h 10m,NR,,5686766,Completed,First,"January 19, 2018",13h 10m,,,,,,,,
905,4248,Pazig,PC,13h 12m,90%,,942234,Completed,First,"September 19, 2014",13h 12m,,,,,,,,
906,4248,ZinoByte,PC,13h 12m,NR,,5496702,Completed,First,"August 05, 2017",13h 12m 18s,,,,,,,,
907,4248,sunshinesurya,PC,13h 13m,NR,,3847539,Completed,First,,13h 13m,,,,,,,,
908,4248,Hodobox,PC,13h 15m,NR,Hardest difficulty,5264477,Completed,First,"August 07, 2017",13h 15m,,,,,,,,
909,4248,Woland,PC,13h 15m,NR,Using FakeFactory's Cinematic Mod,93990,Completed,First,,13h 15m,,,,,,,,
910,4248,interc3Ptor2,Xbox 360,13h 15m,80%,,3569426,Completed,First,,13h 15m,,,,,,,,
911,4248,metashodan,PC,13h 15m,80%,,424985,Completed,First,"September 26, 2013",13h 15m,,,,,,,,
912,4248,mobgamer,PC,13h 15m,NR,,11598715,Completed,First,"April 29, 2020",13h 15m,,,,,,,,
