,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Progress,Personal Notes
274,41638,gsimo999,PC,7h,NR,,9065787,Completed,First,,7h,,,,
275,41638,gui_dsa,PlayStation 4,7h,NR,,6772490,Completed,First,"August 05, 2018",7h,,,,
276,41638,hankthejunk,PC,7h,90%,,5016093,Completed,First,"September 13, 2017",7h,,,,
277,41638,ikari88,PlayStation 4,7h,60%,,5967564,Completed,First,"July 26, 2018",7h,,,,
278,41638,ipoood,PC,7h,80%,,10692624,Completed,First,"January 15, 2018",7h,,,,
279,41638,kariyanine,Xbox One,7h,100%,,8528521,Completed,First,"March 26, 2019",7h,,,,
280,41638,Private,PC,7h,100%,,9128528,Completed,First,"July 19, 2019",7h,,,,
281,41638,rpag,PC,7h,NR,,10651355,Completed,First,,7h,,,,
282,41638,saltypatches,PC,7h,70%,,11922547,Completed,First,"June 06, 2020",7h,,,,
283,41638,sithpire,PC,7h,NR,,11913637,Completed,First,"June 07, 2020",7h,,,,
284,41638,snipher,Xbox One,7h,NR,,6616472,Completed,First,"August 17, 2018",7h,,,,
285,41638,stejkenzie,PC,7h,NR,,11184294,Completed,First,"March 18, 2020",7h,,,,
286,41638,subrussian,PlayStation 4,7h,90%,,6474880,Completed,First,"June 25, 2018",7h,,,,
287,41638,sway907,PC,7h,NR,,9132993,Completed,First,"July 12, 2019",7h,8h,8h 05m,,
288,41638,Private,PC,7h,NR,,8915352,Completed,First,"September 22, 2019",7h,,,,
289,41638,Private,PC,7h,NR,,11299473,Completed,First,"March 30, 2020",7h,,,,
290,41638,Private,PC,7h,90%,,6515050,Completed,First,"May 01, 2019",7h,,,,
291,41638,ventiska,PC,7h,NR,,8999186,Completed,First,"June 18, 2019",7h,,7h 10m,,
292,41638,victori91,PC,7h,NR,,9515587,Completed,First,"September 08, 2019",7h,,,,
293,41638,webertsilva,PC,7h,90%,,9006901,Completed,First,"June 20, 2019",7h,,,,
294,41638,Private,PlayStation 4,7h,90%,,7166776,Completed,First,"March 28, 2019",7h,,,,
295,41638,xRyzenShine,PC,7h,100%,,8548804,Completed,First,"March 29, 2019",7h,,,,
296,41638,xcrushr,PlayStation 4,7h,NR,It was great experience,4888927,Completed,First,"August 09, 2017",7h,7h 30m,8h,,
297,41638,z7enX,PC,7h,80%,,8441169,Completed,First,"March 10, 2019",7h,,,,
298,41638,Macxim,PC,7h 01m,80%,,10658426,Completed,First,"December 26, 2019",7h 01m,,,,
299,41638,FznRfq,PC,7h 01m,80%,Combat difficulty - hard,5012925,Completed,First,"September 02, 2017",7h 01m 05s,,,,
300,41638,MrGrumpz1242,PlayStation 4,7h 01m,NR,,8729024,Completed,First,"May 06, 2019",7h 01m 44s,,,,
301,41638,GilJaysmith,PC,7h 02m,80%,Found about two-thirds of the lorestones or whatever they're called.,4878942,Completed,First,"November 05, 2017",7h 02m,,,,
302,41638,melki,PC,7h 02m,NR,"Avg used, didnt time it. 39/44 Lorestones",5296970,Completed,First,"November 10, 2017",7h 02m,,,,
303,41638,,PC,7h 05m,NR,,8523173,Completed,First,,7h 05m,,,,
304,41638,JaniFromHell,PC,7h 05m,NR,"Main Story and most Lorestones, missed few.",6116200,Completed,First,"April 13, 2018",7h 05m,,,,
305,41638,OverdoseT,PC,7h 05m,NR,,11697730,Completed,First,"May 10, 2020",7h 05m,,,,
306,41638,Pandorabrot9032,PC,7h 05m,80%,,9296191,Completed,First,"September 21, 2019",7h 05m,,,,
307,41638,abeernae,PC,7h 06m,80%,"Played on normal, 13/14 achievements",10459229,Completed,First,"December 29, 2019",7h 06m 08s,,,,
308,41638,Private,PC,7h 06m,NR,,6238886,Completed,First,"May 12, 2018",7h 06m 55s,,,,
309,41638,Bole,PlayStation 4,7h 08m,NR,,10529298,Completed,First,"December 03, 2019",7h 08m,7h 30m,8h,,
310,41638,,PC,7h 10m,NR,,4985861,Completed,First,,7h 10m,,,,
311,41638,,PC,7h 10m,NR,,7019705,Completed,First,,7h 10m,,,,
312,41638,3pacalypse,PlayStation 4,7h 10m,NR,,7393013,Completed,First,"November 06, 2018",7h 10m,,,,
313,41638,DIXIEKNORMOUS,Xbox One,7h 10m,90%,,8112534,Completed,First,"January 21, 2019",7h 10m,,,,
314,41638,Gajaal,PC,7h 10m,NR,,7396273,Completed,First,,7h 10m,,,,
315,41638,akeytronik,Xbox One,7h 10m,NR,,7994472,Completed,First,"January 22, 2019",7h 10m,,,,
316,41638,,PC,7h 12m,NR,,7944932,Completed,First,,7h 12m,,,,
317,41638,Bound_Internal,PC,7h 12m,80%,,7225843,Completed,First,"October 10, 2018",7h 12m,,,,
318,41638,DarkPridex,PC,7h 12m,90%,,9058469,Completed,First,"June 29, 2019",7h 12m,,,,
319,41638,Mynotaurio,Xbox One,7h 14m,100%,,11960402,Completed,First,2019,7h 14m,,,,
320,41638,wh1sky,PC,7h 14m,NR,About 3/4 of runes.,6594437,Completed,First,"July 15, 2018",7h 14m,,,,
321,41638,,PC,7h 15m,NR,,4969973,Completed,First,,7h 15m,8h,8h 15m,,
322,41638,GeoSkate,PlayStation 4,7h 15m,NR,,9286994,Completed,First,"April 21, 2020",7h 15m,,,,
323,41638,Haoie,PlayStation 4,7h 15m,70%,,10811937,Completed,First,"January 14, 2020",7h 15m,,,,
324,41638,Nickoli,PC,7h 15m,NR,,4889883,Completed,First,"February 22, 2018",7h 15m,,,,
325,41638,ppdevoto,PC,7h 15m,NR,,11821737,Completed,First,"May 24, 2019",7h 15m,,,,
326,41638,Private,PlayStation 4,7h 15m,80%,,10624024,Completed,First,"December 20, 2019",7h 15m,,,,
327,41638,bobiroka,PC,7h 18m,80%,,5371931,Completed,First,"December 29, 2017",7h 18m,,,,
328,41638,Private,PlayStation 4,7h 20m,NR,,6969571,Completed,First,"September 16, 2018",7h 20m,,,,
329,41638,IdiotEastwood,PC,7h 20m,70%,,8574610,Completed,First,,7h 20m,,,,
330,41638,JohnTheParasite,PC,7h 20m,NR,,11336054,Completed,First,"April 04, 2020",7h 20m,,,,
331,41638,Private,PC,7h 20m,NR,,10728470,Completed,First,"June 17, 2020",7h 20m,,,,
332,41638,travis44,PlayStation 4,7h 20m,NR,,6620396,Completed,First,"July 20, 2018",7h 20m,,,,
333,41638,yulomax,PC,7h 20m,NR,Battle difficult: Hard,11406220,Completed,First,"April 16, 2020",7h 20m,,,,
334,41638,Linkelda,PlayStation 4,7h 22m,80%,,5270493,Completed,First,,7h 22m,,,,
335,41638,bizarlaguna,PC,7h 22m,NR,,8847807,Completed,First,"June 02, 2019",7h 22m 12s,7h 39m 11s,7h 39m 12s,,
336,41638,Private,PC,7h 23m,NR,,11003423,Completed,First,"February 17, 2020",7h 23m,,,,
337,41638,DermoPower,PC,7h 24m,NR,,9070914,Completed,First,"July 02, 2019",7h 24m,,,,
338,41638,Malw,PC,7h 24m,90%,,5519692,Completed,First,"December 26, 2017",7h 24m,,,,
339,41638,aleclair,PC,7h 24m,NR,,9095503,Completed,First,"July 06, 2019",7h 24m,,,,
340,41638,Vladimir325,PC,7h 24m,NR,,4976063,Completed,First,"August 23, 2017",7h 24m 34s,,,,
341,41638,kalym8,PC,7h 25m,NR,,11834299,Completed,First,"May 25, 2020",7h 25m,,,,
342,41638,letaquila,PlayStation 4,7h 25m,NR,,6943650,Completed,First,"February 19, 2018",7h 25m 11s,,,,
343,41638,KrisRogos,PC,7h 26m,NR,,5480334,Completed,First,"December 17, 2017",7h 26m,,,,
344,41638,WereWolf_PL,PC,7h 27m,NR,,10390900,Completed,First,"November 19, 2019",7h 27m,,,,
345,41638,Mawingu21,PlayStation 4,7h 28m,90%,Did not find all lorestone locations.,5734818,Completed,First,"March 31, 2019",7h 28m,,,,
346,41638,Jacob_Darka,PC,7h 29m,90%,,7379201,Completed,First,"October 05, 2017",7h 29m,8h 31m,9h 14m,,
347,41638,,PC,7h 30m,NR,,4905258,Completed,First,,7h 30m,,,,
348,41638,,Xbox One,7h 30m,NR,,6824793,Completed,First,,7h 30m,,,,
349,41638,,PlayStation 4,7h 30m,NR,,8177629,Completed,First,,7h 30m,,,,
350,41638,,PC,7h 30m,NR,,9168981,Completed,Replay,,7h 30m,,,,
351,41638,,PC,7h 30m,NR,,9312982,Completed,First,,7h 30m,8h,9h,,
352,41638,,Nintendo Switch,7h 30m,NR,,11658225,Completed,First,,7h 30m,,10h,,
353,41638,,PC,7h 30m,NR,,11806031,Completed,First,,7h 30m,,,,
354,41638,Alwa,Xbox One,7h 30m,80%,,8099167,Completed,First,"January 22, 2019",7h 30m,,,,
355,41638,AndyHitsu,PlayStation 4,7h 30m,NR,,10864550,Completed,First,"January 13, 2019",7h 30m,,,,
356,41638,AneInFlames11,PlayStation 4,7h 30m,100%,,8472192,Completed,First,"March 14, 2019",7h 30m,,,,
357,41638,DGenius,PC,7h 30m,NR,,4930354,Completed,First,"August 19, 2017",7h 30m,8h 40m,8h 50m,,
358,41638,Feartheflames,PC,7h 30m,NR,,12000355,Completed,First,"June 14, 2020",7h 30m,,,,
359,41638,Florisvlc,PC,7h 30m,80%,,11767991,Completed,First,"May 17, 2020",7h 30m,,,,
360,41638,Freiol,PC,7h 30m,90%,,8437279,Completed,First,"February 19, 2018",7h 30m,,,,
361,41638,Private,PlayStation 4,7h 30m,NR,,4881225,Completed,First,"August 08, 2017",7h 30m,,,,
362,41638,KillerASG,Nintendo Switch,7h 30m,NR,,10258121,Completed,First,"September 14, 2019",7h 30m,,,,
363,41638,MrPidf,PC,7h 30m,NR,,11084359,Completed,First,"April 08, 2020",7h 30m,,,,
364,41638,SimoneRovo,PlayStation 4,7h 30m,90%,,10453011,Completed,First,"December 24, 2019",7h 30m,,,,
365,41638,ThePuolimieli,PC,7h 30m,30%,,9528201,Completed,First,"September 03, 2018",7h 30m,,,,
366,41638,UncivilPlayer,PlayStation 4,7h 30m,NR,,7760211,Completed,First,"January 06, 2019",7h 30m,8h,,,
367,41638,andrmalm,Nintendo Switch,7h 30m,NR,,10902720,Completed,First,"October 21, 2019",7h 30m,,,,
368,41638,blackMamba1187,PC,7h 30m,70%,,10722833,Completed,First,"January 05, 2020",7h 30m,,,,7700k 1080ti 3440x1440 120hz gsync kind of fisheye even with pcgw fix
369,41638,falcon92,PlayStation 4,7h 30m,70%,,8272263,Completed,First,"February 19, 2020",7h 30m,,,,
370,41638,fjcym,PlayStation 4,7h 30m,NR,,10727584,Completed,First,"January 05, 2020",7h 30m,,,,
371,41638,hyperjelly,PlayStation 4,7h 30m,NR,,8901271,Completed,First,"June 15, 2019",7h 30m,,,,
372,41638,inkwitty,PC,7h 30m,40%,,6394208,Completed,First,"June 12, 2018",7h 30m,,,,
373,41638,Private,PC,7h 30m,NR,,11305081,Completed,First,"March 25, 2020",7h 30m,,8h 35m,,
374,41638,Private,Xbox One,7h 30m,60%,,9097229,Completed,First,"July 07, 2019",7h 30m,,,,
375,41638,Private,PC,7h 30m,90%,,5412751,Completed,First,"December 03, 2017",7h 30m,,,,
376,41638,tenebrarum,PC,7h 30m,80%,,11004229,Completed,First,"February 18, 2020",7h 30m,,,,
377,41638,zelenyzidan,PC,7h 30m,90%,,8992452,Completed,First,"June 18, 2019",7h 30m,,,,
378,41638,zukpuvee777,PC,7h 30m,NR,,9194021,Completed,First,"July 20, 2019",7h 30m,,,,
379,41638,,Xbox One,7h 30m,NR,,10362453,Completed,First,,7h 30m 45s,9h 01m 41s,9h 21m 14s,,
380,41638,Lordsith,Xbox One,7h 32m,NR,,10247613,Completed,First,"October 14, 2019",7h 32m,,,,
381,41638,mickaelxd,PC,7h 33m,100%,,11972738,Completed,First,"June 17, 2020",7h 33m,,,,
382,41638,ulvhedin_,PC,7h 33m,70%,,11101700,Completed,First,"May 07, 2020",7h 33m,,,,
383,41638,zenmike,PC,7h 33m,90%,,8497285,Completed,First,"April 02, 2019",7h 33m,,,,
384,41638,Jacv,PC,7h 34m,70%,,6249140,Completed,First,"September 19, 2017",7h 34m,,,,
385,41638,DenverMax27,Xbox One,7h 35m,NR,,8014167,Completed,First,"January 10, 2019",7h 35m,,,,
386,41638,xScaryKidx,PC,7h 35m,NR,,10433396,Completed,First,"November 18, 2019",7h 35m,,,,
387,41638,,PC,7h 36m,NR,,10199043,Completed,First,,7h 36m,,,,
388,41638,Private,PC,7h 36m,NR,4 runes missed ...,6682913,Completed,First,"December 09, 2018",7h 36m,,,,
389,41638,Toxysmile,PC,7h 36m,NR,,10450876,Completed,First,"March 09, 2019",7h 36m,,,,
390,41638,slipknotx666x,PlayStation 4,7h 36m,NR,,5164524,Completed,First,"January 30, 2018",7h 36m,,,,
391,41638,Bogdan62,PC,7h 38m,100%,,11976838,Completed,First,"June 15, 2020",7h 38m 03s,,,,
392,41638,Polar,PC,7h 40m,100%,,10624448,Completed,First,"December 18, 2019",7h 40m,8h 50m,,,
393,41638,TheFaddey,PC,7h 40m,NR,,11150056,Completed,First,"April 23, 2020",7h 40m,,,,
394,41638,Private,PC,7h 40m,NR,,10944671,Completed,First,,7h 40m,,,,
395,41638,renzoe,PC,7h 40m,80%,,8944540,Completed,First,"June 12, 2019",7h 40m,,,,
396,41638,Jormu,PC,7h 40m,NR,,10911942,Completed,First,"April 03, 2020",7h 40m 06s,,,,
397,41638,GhaliPotter,PC,7h 41m,NR,,7579457,Completed,First,"December 31, 2018",7h 41m 31s,,,,
398,41638,SirTobbit,PC,7h 41m,NR,40/44 Runes,11119674,Completed,First,"March 17, 2020",7h 41m 36s,,,,
399,41638,,PC,7h 42m,NR,,9103639,Completed,First,,7h 42m,,,,
400,41638,BruceL337,PC,7h 42m,NR,,4884661,Completed,First,"August 12, 2017",7h 42m,,,,
401,41638,FortunaK,PC,7h 42m,80%,,6986564,Completed,First,"September 06, 2018",7h 42m,,,,
402,41638,Zimbu,PC,7h 43m,NR,,6803532,Completed,First,"August 10, 2018",7h 43m,,,,
403,41638,,Xbox One,7h 45m,NR,,8856750,Completed,First,,7h 45m,8h,8h 10m,,
404,41638,,PC,7h 45m,NR,,9434973,Completed,First,,7h 45m,,,,
405,41638,Mamalos,PC,7h 45m,100%,,10783964,Completed,First,"January 09, 2020",7h 45m,,,,For Me is the best game probably of the decade.if not one of the best 3
406,41638,RickyButler,PC,7h 45m,80%,,10362336,Completed,First,"November 04, 2019",7h 45m,,,,
407,41638,TheBeardedFool,PC,7h 45m,NR,,9048598,Completed,First,"June 27, 2019",7h 45m,,,,
408,41638,andrewmac502,Nintendo Switch,7h 45m,NR,,10285140,Completed,First,"October 11, 2019",7h 45m,,,,
409,41638,murdoc,Xbox One,7h 45m,NR,,10681256,Completed,First,"December 29, 2019",7h 45m,,,,
410,41638,arborpunk,PC,7h 48m,70%,,7948268,Completed,First,"January 12, 2019",7h 48m,,,,
411,41638,Private,PC,7h 48m,NR,,4911954,Completed,First,,7h 48m,,,,
412,41638,iaap,PC,7h 49m,NR,,8915759,Completed,First,"July 03, 2019",7h 49m,,,,
413,41638,Simon_zerg,PC,7h 50m,NR,,7795809,Completed,First,"December 17, 2018",7h 50m,,,,
414,41638,lele25896,PC,7h 50m,NR,,11562400,Completed,First,"February 25, 2020",7h 50m,,,,
415,41638,markeddonn,PC,7h 50m,NR,,11035514,Completed,First,,7h 50m,,,,
416,41638,lukinhasx3,PC,7h 52m,90%,,10727291,Completed,First,"January 03, 2020",7h 52m,,,,
417,41638,Danny1612,PC,7h 54m,NR,,8643157,Completed,First,,7h 54m 42s,,,,
418,41638,mendees,Xbox One,7h 55m,NR,,11734015,Completed,First,"May 14, 2020",7h 55m,,,,
419,41638,,Xbox One,7h 56m,NR,"Ending was great, but disappointing",11321957,Completed,First,,7h 56m 42s,,,,
420,41638,danii93ds,PC,7h 58m,80%,,11958126,Completed,First,"December 21, 2019",7h 58m,,,,
421,41638,,PlayStation 4,8h,NR,,4882010,Completed,First,,8h,11h,15h,,
422,41638,,PlayStation 4,8h,NR,,5035125,Completed,First,,8h,9h 30m,,,
423,41638,,PC,8h,NR,,5104479,Completed,First,,8h,11h,11h 30m,,
424,41638,,PlayStation 4,8h,NR,,5575891,Completed,First,,8h,,,,
425,41638,,PC,8h,NR,,7505579,Completed,First,,8h,8h 01m,,,
426,41638,,Xbox One,8h,NR,,8043716,Completed,First,,8h,,,,
427,41638,,PlayStation 4,8h,NR,,8499373,Completed,First,,8h,,8h 30m,,
428,41638,,Xbox One,8h,NR,,8562027,Completed,First,,8h,,,,
429,41638,,PC,8h,NR,,9095898,Completed,First,,8h,,,,
430,41638,,PC,8h,NR,,10678700,Completed,First,,8h,,,,
431,41638,,PlayStation 4,8h,NR,,11486076,Completed,First,,8h,,,,
432,41638,Alferd_Packer,PC,8h,100%,,8706155,Completed,First,"April 03, 2019",8h,,,,
433,41638,Private,PC,8h,NR,,10187791,Completed,First,"October 05, 2019",8h,,,,
434,41638,Athruntalan,PlayStation 4,8h,80%,,4974179,Completed,First,"December 03, 2017",8h,,,,
435,41638,AugerHybrid,PC,8h,NR,,11422880,Completed,First,"December 05, 2019",8h,,,,
436,41638,AwDeathsmile,PlayStation 4,8h,NR,,11145565,Completed,First,"March 13, 2020",8h,,,,
437,41638,BBk,PC,8h,100%,,7538817,Completed,First,"November 26, 2018",8h,9h,10h,,
438,41638,Beelo,PC,8h,NR,,10624089,Completed,First,"December 20, 2019",8h,,,,
439,41638,Charlizard,PlayStation 4,8h,NR,"Difficulty: Auto. So, was that Fenrir or was it Garm? I'm confused.",5504351,Completed,First,"December 22, 2017",8h,,,,
440,41638,Chorlo,Xbox One,8h,60%,,10778397,Completed,First,"January 08, 2019",8h,,,,
441,41638,Chrisbreckenridge,PlayStation 4,8h,NR,,7429827,Completed,First,"April 10, 2019",8h,,,,
442,41638,CorvusVeis,PC,8h,90%,,10227104,Completed,First,"August 24, 2017",8h,,,,
443,41638,Doktor_S,PC,8h,70%,,11730124,Completed,First,"May 15, 2020",8h,,,,
444,41638,Dreudis,PlayStation 4,8h,NR,,6125884,Completed,First,,8h,,,,
445,41638,EDGE1095,PC,8h,70%,,9040738,Completed,First,"April 10, 2020",8h,,,,
446,41638,Epoch1,Nintendo Switch,8h,NR,,10482492,Completed,First,"November 24, 2019",8h,,,,
447,41638,Gevaddatot,Xbox One,8h,NR,,11529817,Completed,First,"April 25, 2020",8h,,,,
448,41638,HighOverseer,Xbox One,8h,90%,,7554446,Completed,First,"December 16, 2018",8h,,,,
449,41638,JdeRin,PC,8h,100%,,4916587,Completed,First,"August 16, 2017",8h,,,,
450,41638,Kal_wardin,PC,8h,80%,,11541936,Completed,First,"October 01, 2018",8h,8h 10m,8h 20m,,
451,41638,LucasMonclar,PlayStation 4,8h,80%,,7208691,Completed,First,"October 07, 2018",8h,,,,
452,41638,Megaslayer777,PlayStation 4,8h,NR,,5896049,Completed,First,,8h,,,,
453,41638,Mumbzi,PC,8h,80%,,11673615,Completed,First,"December 30, 2019",8h,,,,
454,41638,Necrowarrior,PC,8h,NR,,11633368,Completed,First,"May 03, 2020",8h,,,,
455,41638,Neptune,PC,8h,NR,,9449765,Completed,First,"August 25, 2019",8h,9h,,,
456,41638,OccupiedOctopus,Xbox One,8h,NR,,8477302,Completed,First,"March 12, 2019",8h,,,,
457,41638,PanArcadia,PC,8h,80%,,11081070,Completed,First,"January 01, 2020",8h,,,,
458,41638,PavlovGW,PC,8h,NR,,5867600,Completed,First,"February 20, 2018",8h,,,,
459,41638,RGuilhermeAP,Nintendo Switch,8h,80%,,10223713,Completed,First,2019,8h,,,,
460,41638,Rubricant,PC,8h,NR,,8939503,Completed,First,"June 11, 2019",8h,,,,
461,41638,Ryukojin,Xbox One,8h,100%,,8384744,Completed,First,"March 01, 2019",8h,,,,
462,41638,SchnitzlXXL,PC,8h,NR,,9317192,Completed,First,"August 06, 2019",8h,9h,10h,,
463,41638,ShOcKw4vE,PC,8h,NR,,8557368,Completed Retired,First,"April 03, 2019",8h,,,,
464,41638,Smowling,PC,8h,NR,,8042984,Completed,First,"January 15, 2019",8h,,,,
465,41638,Spaaace,PC,8h,90%,,11120947,Completed,First,"March 08, 2020",8h,8h 01m,8h 02m,,
466,41638,Terentiy,PC,8h,70%,,7005973,Completed,First,"September 08, 2018",8h,,,,
467,41638,TerribleTBagger,PC,8h,NR,,6195157,Completed,First,"May 01, 2018",8h,,,,
468,41638,The_Leachman,PlayStation 4,8h,NR,,6215797,Completed,First,"September 30, 2018",8h,,,,
469,41638,VatikanKlopper,PlayStation 4,8h,90%,,4896991,Completed,First,"August 11, 2017",8h,,,,
470,41638,VermillionKYD,PC,8h,80%,,11318192,Completed,First,"April 01, 2020",8h,,,,
471,41638,WayOfChain,PC,8h,100%,,9088546,Completed,First,"July 05, 2019",8h,,,,
472,41638,Zyrst,PC,8h,NR,,5053552,Completed,First,"September 15, 2017",8h,,,,
473,41638,alebeat,PlayStation 4,8h,90%,,11777865,Completed,First,"September 08, 2019",8h,,,,
474,41638,amphoterism,PC,8h,NR,,5533051,Completed,First,"December 28, 2017",8h,,,,
475,41638,baooroo,PC,8h,50%,,7298198,Completed,First,"February 02, 2019",8h,,,,
476,41638,brodieswift,Xbox One,8h,80%,,8022522,Completed,First,"January 13, 2019",8h,,,,
477,41638,Private,PC,8h,60%,,10586489,Completed,First,"December 13, 2019",8h,,,,
478,41638,canha08,Xbox One,8h,NR,,11011435,Completed,First,"March 02, 2020",8h,,,,
479,41638,carlingas,PC,8h,NR,,10670491,Completed,First,,8h,,,,
480,41638,catmuffin,PC,8h,NR,lorestones missing,9341386,Completed,First,"September 01, 2019",8h,,,,
481,41638,cyrano84,PC,8h,NR,,4974907,Completed,First,"August 27, 2017",8h,,,,
482,41638,dabro90,PC,8h,NR,,9559836,Completed,First,"September 08, 2019",8h,,,,
483,41638,Private,PC,8h,100%,,4989956,Completed,First,"August 31, 2017",8h,,,,
484,41638,efekt,PlayStation 4,8h,60%,,5235461,Completed,First,"August 11, 2017",8h,,,,
485,41638,ferb,Xbox One,8h,NR,,11532550,Completed,First,"April 30, 2020",8h,,,,
486,41638,foodmotivated1999,PC,8h,NR,,11647980,Completed,First,"January 04, 2020",8h,,,,
487,41638,gcurbelo,Xbox One,8h,NR,,9093923,Completed,First,"July 06, 2019",8h,,,,
488,41638,geratius,PC,8h,80%,,10695139,Completed,First,"January 06, 2020",8h,,,,
489,41638,givarus,PC,8h,100%,,9129283,Completed,First,"October 23, 2019",8h,,,,
490,41638,gringlas,PC,8h,100%,,6524582,Completed,First,"July 01, 2018",8h,,,,
491,41638,hikle00,PlayStation 4,8h,NR,,10778685,Completed,First,"February 01, 2019",8h,,10h,,
492,41638,ibemichael,Xbox One,8h,NR,,8091961,Completed,First,"January 20, 2019",8h,,,,
493,41638,Private,Nintendo Switch,8h,80%,,10181277,Completed,First,"December 02, 2019",8h,,,,
494,41638,jeremy70583,PlayStation 4,8h,90%,,6383423,Completed,First,"June 10, 2018",8h,,,,
495,41638,k3yblademast3r,Xbox One,8h,80%,,10599282,Completed,First,"January 20, 2020",8h,,,,
496,41638,karter,PlayStation 4,8h,NR,,6963080,Completed,First,"August 12, 2018",8h,,,,
497,41638,kbrogdon44,PlayStation 4,8h,100%,,11399768,Completed,First,"April 09, 2020",8h,,,,
498,41638,ketiakpaus,PC,8h,60%,,8818577,Completed,First,"May 20, 2019",8h,,,,
499,41638,kotra97,PC,8h,NR,,11563954,Completed,First,"April 26, 2020",8h,,,,
500,41638,lonewanderer812,PC,8h,60%,,10766688,Completed,First,"January 16, 2020",8h,,,,
501,41638,Private,PlayStation 4,8h,NR,,11135772,Completed,First,"March 11, 2020",8h,,,,
502,41638,micha,Linux,8h,NR,,8138179,Completed,First,"January 27, 2019",8h,,,,
503,41638,michi174,PC,8h,90%,,9193475,Completed,First,"July 24, 2018",8h,,,,
504,41638,mordecai44,PC,8h,80%,,8762839,Completed,First,"February 02, 2019",8h,,,,
505,41638,mrbaggs,PC,8h,NR,,9475428,Completed,First,"August 29, 2019",8h,,,,
506,41638,Private,PlayStation 4,8h,60%,,10325868,Completed,First,"June 13, 2020",8h,,12h,,
507,41638,otakuPower,PC,8h,NR,,9099860,Completed,First,"July 07, 2019",8h,,,,
508,41638,p3n3,PC,8h,90%,,5039071,Completed,First,"September 11, 2017",8h,,,,
509,41638,paulmuaddib,PC,8h,NR,,7742505,Completed,First,,8h,,,,
510,41638,pedro458,PC,8h,NR,,9564998,Completed,First,"August 22, 2019",8h,,,,
511,41638,pwninggeekgirl,PlayStation 4,8h,80%,,6503574,Completed,First,,8h,,,,
512,41638,pwninggeekgirl,PlayStation 4,8h,NR,,8502496,Completed,First,,8h,,,,
513,41638,Private,PC,8h,NR,,11679737,Completed,First,"May 25, 2020",8h,,,,
514,41638,raegazel,PC,8h,80%,,4883459,Completed,First,"August 12, 2017",8h,,,,
515,41638,rgvigueras,PC,8h,NR,,9296121,Completed,First,"August 03, 2019",8h,,,,
516,41638,richard713,Xbox One,8h,NR,,6427429,Completed,First,"June 18, 2018",8h,,,,
517,41638,romancook,Xbox One,8h,70%,,8108378,Completed,First,"January 23, 2019",8h,,,,
518,41638,sagegc,PC,8h,NR,,10551634,Completed,First,,8h,,,,
519,41638,smash_sumthin,PlayStation 4,8h,NR,,11580511,Completed,First,"May 20, 2020",8h,,,,
520,41638,sudsyape,Xbox One,8h,NR,,7402902,Completed,First,"November 08, 2018",8h,,,,
521,41638,tasos997,PC,8h,NR,,7174058,Completed,First,"October 03, 2018",8h,,,,
522,41638,tmsDade,PC,8h,80%,,11979628,Completed,First,"July 15, 2019",8h,,,,
523,41638,Private,PC,8h,NR,,6453854,Completed,First,"August 28, 2018",8h,,,,
524,41638,weecraig27,PC,8h,NR,,10628958,Completed,First,"January 26, 2020",8h,,,,
525,41638,wicket1138,PC,8h,NR,,11377264,Completed,First,"April 07, 2020",8h,,,,
526,41638,Private,PC,8h,NR,,9312212,Completed,First,"August 06, 2019",8h,8h 30m,9h,,
527,41638,yattaah,PlayStation 4,8h,100%,,5505662,Completed,First,"December 23, 2017",8h,,,,
528,41638,yigitertor,PC,8h,NR,,11838561,Completed,First,"May 26, 2020",8h,,,,
529,41638,zap8,PC,8h,100%,,6193958,Completed,Replay,March 2018,8h,,,,
530,41638,zolebug,PC,8h,NR,,10729169,Completed,First,"January 02, 2020",8h,,,,
531,41638,,PC,8h 01m,NR,,4877901,Completed,First,,8h 01m,,,,
532,41638,,PlayStation 4,8h 02m,NR,,4911615,Completed,First,,8h 02m 45s,9h 01m 22s,9h 57m 01s,,
533,41638,Tooggle01,PC,8h 03m,NR,,11146842,Completed,First,"March 13, 2020",8h 03m,,,,
534,41638,dasoman,PC,8h 06m,90%,,10899048,Completed,First,"January 27, 2020",8h 06m,,,,
535,41638,phwitti,PC,8h 06m,NR,,5046594,Completed,First,"September 12, 2017",8h 06m,,,,
536,41638,,Xbox One,8h 08m,NR,,10258086,Completed,Replay,,8h 08m,,,,
537,41638,Tymkot,Xbox One,8h 09m,NR,,7765724,Completed,First,"August 20, 2019",8h 09m 04s,,,,
538,41638,decimusxiv,PC,8h 10m,NR,,10592631,Completed,First,"February 10, 2020",8h 10m,,,,
539,41638,tiagotempera,PlayStation 4,8h 10m,90%,,10308245,Completed,First,"October 26, 2019",8h 10m,,,,
540,41638,MistrMoon,Xbox One,8h 10m,90%,Main story. Almost all collectibles.,8034627,Completed,First,"January 13, 2019",8h 10m 09s,,,,
541,41638,nupogodi,PC,8h 11m,90%,,7010689,Completed,First,"September 09, 2018",8h 11m,,,,
542,41638,Lothermus,PC,8h 12m,70%,13/14 achievements,5839965,Completed,First,"January 28, 2018",8h 12m,,,,
543,41638,Kiactus,PC,8h 13m,100%,,8569273,Completed,First,"April 05, 2019",8h 13m,,,,
