,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Main+Extras,Completion,Completionist,Personal Notes,Progress
273,65080,DevilDawg,Xbox One,11h 12m,100%,,10910927,Custom List 2 Completed,First,11h 12m,,"March 19, 2020",,,
274,65080,jaKz9,PC,11h 14m,70%,,11130655,Completed,First,11h 14m,,"March 03, 2020",,,
275,65080,Freak0104,PlayStation 4,11h 15m,NR,,9245108,Completed,First,11h 15m,,"August 21, 2019",,,
276,65080,TheDarkLordSnow,PC,11h 15m,90%,Explored quite a bit but didn't go out searching for every collectable or material.,8774021,Completed,First,11h 15m,,"June 16, 2019",,,
277,65080,notorious_roy,Xbox One,11h 15m,80%,,10963744,Completed,First,11h 15m,,"February 22, 2020",,,
278,65080,,Xbox One,11h 20m,NR,,10896904,Completed,First,11h 20m,,,,,
279,65080,Kratos,PC,11h 20m,80%,,11800296,Completed,First,11h 20m,,"May 20, 2020",,,
280,65080,Procyon,PC,11h 20m,NR,,9017049,Completed,First,11h 20m,,"June 23, 2019",,,
281,65080,Private,PC,11h 29m,90%,,11247577,Completed,First,11h 29m,,"March 25, 2020",,,
282,65080,beastnine,Xbox One,11h 29m,80%,,11446960,Completed,First,11h 29m,,"April 14, 2020",,,
283,65080,,Xbox One,11h 30m,NR,,11671026,Completed,First,11h 30m,,,,,
284,65080,AristaDeVedel,PC,11h 30m,NR,,11490566,Completed,First,11h 30m,,"April 30, 2020",,,
285,65080,Chiktabba,PC,11h 30m,100%,,11851242,Completed,First,11h 30m,,"May 28, 2020",,,
286,65080,Jankio,PC,11h 30m,NR,,8883925,Completed,First,11h 30m,,"June 02, 2019",,,
287,65080,Piletina,PC,11h 32m,90%,,10672122,Completed,First,11h 32m 43s,,"January 05, 2020",,,
288,65080,Jormu,PC,11h 36m,NR,,9295962,Completed,First,11h 36m 24s,,"August 09, 2019",,,
289,65080,clownseuche,Xbox One,11h 40m,90%,,10893621,Completed,First,11h 40m,,"February 13, 2020",,,
290,65080,,PC,11h 45m,NR,,8777746,Completed,First,11h 45m,,,,,
291,65080,Animi60,PC,11h 46m,80%,,10274279,Completed,First,11h 46m 10s,,"February 03, 2020",,,
292,65080,YawningPanda96,PlayStation 4,11h 49m,NR,,11871667,Completed,First,11h 49m 57s,,"May 30, 2020",16h 34m 44s,,
293,65080,,PC,12h,NR,,10581557,Completed,First,12h,,,,,
294,65080,,PC,12h,NR,100% completed everything,10939064,Completed,First,12h,14h 30m,,18h,,
295,65080,,Xbox One,12h,NR,,11054780,Completed,First,12h,14h 15m,,,,
296,65080,,PC,12h,NR,,11236902,Completed,First,12h,,,17h 50m,,
297,65080,Baders47,PC,12h,NR,,10469288,Completed,First,12h,,"November 04, 2019",,,
298,65080,Copeland1994,Xbox One,12h,80%,,11852652,Completed,First,12h,,"May 27, 2020",,,
299,65080,EDGE1095,PC,12h,80%,,11044672,Completed,First,12h,,"April 14, 2020",,,
300,65080,Fahad7,PlayStation 4,12h,NR,,9464824,Completed,First,12h,,"August 27, 2019",,,
301,65080,FreddyKen,PC,12h,80%,,8808468,Completed,First,12h,,"May 18, 2019",,,
302,65080,MischienWelJordi,PC,12h,NR,,11999346,Completed,First,12h,,,,,
303,65080,Private,PC,12h,80%,,10687576,Completed,First,12h,,"February 14, 2020",,,
304,65080,NicolasT,PlayStation 4,12h,NR,,10607381,Completed,First,12h,,"May 17, 2019",,,
305,65080,Nool11793,PlayStation 4,12h,80%,,9137412,Completed,First,12h,,"July 14, 2019",,,
306,65080,Reznel,PC,12h,NR,,10581793,Completed,First,12h,,"December 12, 2019",,,
307,65080,Roronoa_Zorro,PC,12h,NR,,8954201,Completed,First,12h,13h,"June 09, 2019",13h 30m,,
308,65080,Sadness,PlayStation 4,12h,80%,,11406663,Custom List Completed,First,12h,15h,"June 07, 2020",,,
309,65080,VatikanKlopper,PlayStation 4,12h,80%,,10346747,Completed,First,12h,,"November 02, 2019",,,
310,65080,Walk3r,PC,12h,70%,,10739458,Completed,First,12h,,"April 16, 2020",,,
311,65080,Private,PC,12h,NR,,9171581,Completed,First,12h,,"June 20, 2019",,,
312,65080,csjessid,PC,12h,100%,,9314089,Completed,First,12h,13h 30m,"August 06, 2019",14h,,
313,65080,fransubie,PC,12h,NR,,10991964,Completed,First,12h,,"February 14, 2020",,,
314,65080,gonomodevil,PC,12h,NR,,11122131,Completed,First,12h,,"March 08, 2020",,,
315,65080,jkoh95,Xbox One,12h,80%,,11941414,Completed,First,12h,,"March 03, 2020",,,
316,65080,mbrigham1223,PC,12h,NR,,11766976,Completed,First,12h,,"May 17, 2020",,,
317,65080,metalpep,PC,12h,NR,,10720825,Completed,First,12h,15h,"January 01, 2020",,,
318,65080,Private,Xbox One,12h,NR,,11524673,Completed,First,12h,,"May 21, 2020",,,
319,65080,rgvigueras,Xbox,12h,NR,,11482806,Completed,First,12h,,"April 11, 2020",,,
320,65080,seeeeew,Linux,12h,NR,,11097919,Completed,First,12h,,"March 04, 2020",,,
321,65080,sword_damocles,PlayStation 4,12h,NR,https://www.youtube.com/watch?v=NwhWzzAb7_w&list=PLf4JK9xQ8myrfJRUnZ_QyBUjsJndfADnw,10893785,Completed,First,12h,,"June 01, 2019",17h,,
322,65080,tominagy,PC,12h,NR,,9128569,Completed,First,12h,13h,"July 10, 2019",,,
323,65080,Private,PC,12h,90%,,10834274,Completed,First,12h,,"January 20, 2020",,,
324,65080,variety,Xbox One,12h,NR,,11313303,Completed,First,12h,,"March 31, 2020",,,
325,65080,Jcrashed,Xbox One,12h 03m,NR,,11623159,Completed,First,12h 03m,,"May 10, 2020",,,
326,65080,,PC,12h 06m,NR,,9043195,Completed,First,12h 06m,,,,,
327,65080,celynn,PlayStation 4,12h 12m,50%,,9159551,Completed,First,12h 12m,,"August 01, 2019",,,
328,65080,Mosky,Xbox One,12h 15m,NR,,10925029,Completed,First,12h 15m,,"February 01, 2020",,,
329,65080,RoinujNosde,PC,12h 15m,100%,,10927590,Completed,First,12h 15m,,"February 02, 2020",,,
330,65080,Private,PC,12h 17m,NR,,10950769,Completed,First,12h 17m,,"February 08, 2020",,,
331,65080,,Xbox One,12h 18m,NR,,11455625,Completed,First,12h 18m,,,,,
332,65080,kenzan18,PC,12h 18m,80%,,11712341,Completed,First,12h 18m,,"May 09, 2020",,,
333,65080,Necrochain,PC,12h 22m,NR,,9044135,Completed,First,12h 22m,,"June 29, 2019",,,
334,65080,mhlover,PC,12h 24m,NR,,10286954,Completed,First,12h 24m,,,,,
335,65080,,PC,12h 25m,NR,,10750677,Completed,First,12h 25m 23s,,,,,
336,65080,Cobreca,Xbox One,12h 27m,80%,,11770004,Completed,First,12h 27m,,"May 17, 2020",,,
337,65080,,PC,12h 30m,NR,,10914110,Completed,First,12h 30m,14h,,16h,,
338,65080,Eyzmaster,PlayStation 4,12h 30m,NR,,8827905,Completed,First,12h 30m,,"September 08, 2019",,,
339,65080,iverdawg,PC,12h 32m,60%,,10491565,Completed,First,12h 32m,,"November 25, 2019",,,
340,65080,,PlayStation 4,12h 35m,NR,,8977491,Completed,First,12h 35m 53s,,,,,
341,65080,HermanoFe87,PC,12h 40m,80%,,11025423,Completed,First,12h 40m 55s,,"February 19, 2020",,,
342,65080,Deuteros,Xbox One,12h 42m,90%,,10233045,Completed,First,12h 42m 01s,,"October 17, 2019",,,
343,65080,Ghost_Ch1ps,Xbox One,12h 45m,NR,,11107779,Completed,First,12h 45m,,"March 07, 2020",,,
344,65080,Silentandark,PC,12h 48m,NR,,11487829,Completed,First,12h 48m 40s,,"April 21, 2020",,,
345,65080,,PC,13h,NR,,8827169,Completed,First,13h,,,,,
346,65080,Blourghi,PC,13h,NR,,11683280,Completed,First,13h,,"May 09, 2020",,,
347,65080,Private,Xbox One,13h,NR,,8906415,Completed,First,13h,,"June 07, 2019",,,
348,65080,Gerds88,PC,13h,90%,,10792540,Completed,First,13h,,"January 11, 2020",,,
349,65080,MilitisSanctus,PC,13h,NR,,8835860,Completed,First,13h,,"May 22, 2019",,,
350,65080,MoSHtCZ,PC,13h,80%,,11239344,Completed,First,13h,,"March 29, 2020",,,
351,65080,Suppenkopf,PC,13h,NR,,11495536,Completed,First,13h,,"April 04, 2020",,,
352,65080,TofuBrain,PC,13h,NR,,9561858,Completed,First,13h,,"September 08, 2019",,,
353,65080,adrizg,PC,13h,80%,,10869822,Completed,First,13h,,"January 25, 2020",,,
354,65080,hyperjelly,PlayStation 4,13h,NR,,8994246,Completed,First,13h,,"December 21, 2019",,,
355,65080,Private,PC,13h,NR,,10633663,Completed,First,13h,,"June 17, 2020",,,
356,65080,rusocabron,PC,13h,80%,,10914447,Completed,First,13h,,"January 30, 2020",,,
357,65080,trappist,PC,13h,NR,,11203618,Completed,First,13h,,"March 28, 2020",,,
358,65080,Jlord666,PC,13h 03m,NR,,10725547,Backlog Completed,First,13h 03m,,"January 01, 2020",,,
359,65080,IIIIImRossIIIII,Xbox One,13h 06m,80%,,11827416,Completed,First,13h 06m,,"May 25, 2020",,,
360,65080,bilu,PC,13h 09m,100%,,11407304,Completed,First,13h 09m 23s,,"April 14, 2020",,,
361,65080,Rainbowcruiser,PlayStation 4,13h 22m,90%,,11599661,Completed,First,13h 22m,,"May 20, 2020",,,
362,65080,Cezawy,PC,13h 30m,NR,,8836475,Completed,First,13h 30m,,"May 24, 2019",,,
363,65080,craigm291,Xbox One,13h 32m,NR,,10719214,Completed,First,13h 32m,,"October 14, 2019",,,
364,65080,Hunter1980,PlayStation 4,13h 49m,90%,,8826685,Completed,First,13h 49m 13s,,"May 26, 2019",17h 37m 53s,,
365,65080,Drogean,PC,13h 54m,70%,,10828050,Completed,First,13h 54m,,"January 16, 2020",,,
366,65080,FabioAuditore,Xbox One,14h,NR,,11835724,Completed,First,14h,17h,"May 21, 2020",19h 22m,,
367,65080,Hexovian,Xbox One,14h,NR,,10969686,Completed,First,14h,,"February 09, 2020",,,
368,65080,Ibuki,PC,14h,NR,,10506101,Completed,First,14h,,"November 28, 2019",,,
369,65080,baooroo,PC,14h,70%,,11239470,Completed,First,14h,,"March 27, 2020",,,
370,65080,jenkinstm,PlayStation 4,14h,NR,,11082800,Completed,First,14h,,"February 25, 2020",,,
371,65080,pwninggeekgirl,PlayStation 4,14h,NR,,8872849,Completed,First,14h,,"May 31, 2019",,,
372,65080,Private,PC,14h 16m,NR,"Most achievements, most codex entries, most upgrades, but none completed. Time from Playnite",10973996,Completed,First,14h 16m,,"February 11, 2020",,,
373,65080,andalsooliver,Xbox One,14h 23m,NR,,11335768,Completed,First,14h 23m,,"April 03, 2020",,,
374,65080,Jacob_Darka,PC,14h 33m,100%,,8783011,Completed,First,14h 33m,15h 07m 14s,"May 15, 2019",,,
375,65080,,PC,14h 37m,NR,Completed all the side quest and extra,9154925,Completed,First,14h 37m 56s,17h 56m 32s,,20h 32m 11s,,
376,65080,Kryon,PlayStation 4,15h,50%,,8734722,Custom List Completed,First,15h,,"February 07, 2020",,,
377,65080,Private,Xbox One,15h,80%,,11754460,Completed,First,15h,,"April 10, 2020",,,
378,65080,Narpet2112,PlayStation 4,15h,NR,,11499322,Completed,First,15h,,"June 17, 2020",,,
379,65080,Private,Xbox One,15h,NR,,8820035,Completed,First,15h,,"November 16, 2019",,,
380,65080,Tooggle01,PC,15h,NR,,11146854,Completed,First,15h,,"October 30, 2019",,,
381,65080,Private,PlayStation 4,15h,90%,,10634815,Completed,First,15h,,"January 04, 2020",,,
382,65080,cottboi,PlayStation 4,15h,70%,,11690110,Completed,First,15h,,,,,
383,65080,snowmind,PC,15h,90%,,10780468,Completed,First,15h,,"January 08, 2020",,,
384,65080,Private,Xbox One,15h 06m,70%,,11225907,Completed,First,15h 06m,,"February 05, 2020",,,
385,65080,fox_invictus,PC,15h 28m,NR,,11811660,Completed,First,15h 28m,,"May 22, 2020",,,
386,65080,miralis,Xbox One,16h,80%,,10933009,Completed,First,16h,,"February 03, 2020",,,
387,65080,Mellori,PC,7h 50m,NR,"Full game plus after credit scene, all achievements unlocked in one playthrough.",11165808,Completed,First,6h 32m,7h 50m,"April 21, 2020",7h 56m,,
388,65080,DowhigaWoco,PC,8h,NR,,8808170,Completed,First,,8h,"May 17, 2019",,,
389,65080,SirTalpa,PC,8h,60%,,8842204,Completed,First,,8h,"May 25, 2019",,,
390,65080,Ravagezx,PC,8h 11m,NR,,8848854,Completed,First,,8h 11m 12s,"May 30, 2019",,,
391,65080,Savrals,PC,8h 21m,60%,,11101887,Completed,First,,8h 21m 11s,"March 12, 2020",,,
392,65080,masterboots33,PC,8h 22m,80%,,11482815,Completed,First,,8h 22m 36s,"April 18, 2020",,,
393,65080,dtriphaus,PC,8h 29m,NR,,8985638,Completed,First,,8h 29m,"June 17, 2019",,,
394,65080,,PC,8h 30m,NR,,10485331,Completed,First,8h,8h 30m,,,,
395,65080,Fehu666,PC,8h 40m,80%,,10608125,Completed,First,,8h 40m,"December 17, 2019",,,
396,65080,,PC,9h,NR,,10180412,Completed,First,6h,9h,,,,
397,65080,I_am_nobody,PC,9h,90%,,10597569,Completed,First,,9h,"December 15, 2019",,,
398,65080,Redymare,PC,9h,NR,"I found some secrets/additional materials, but not many.",9472421,Completed,First,,9h,"August 29, 2019",,,
399,65080,SozSurt,PC,9h,NR,,8832178,Completed,First,8h,9h,"June 08, 2019",10h,,
400,65080,Vesemir45,PlayStation 4,9h,NR,,10633558,Completed,First,,9h,"December 22, 2019",,,
401,65080,mrghostinec,PC,9h,100%,,8809888,Completed,First,,9h,"May 19, 2019",,,
402,65080,wenchwogg,PC,9h,80%,,10734225,Completed,First,,9h,"January 02, 2020",,,
403,65080,,PC,9h 03m,NR,,8804299,Completed,First,,9h 03m,,,,
404,65080,messerszmit,PC,9h 09m,NR,,10487034,Completed,First,,9h 09m,"November 29, 2019",,,
405,65080,Radiar,PC,9h 11m,NR,,9207143,Completed,First,9h,9h 11m,"June 23, 2019",11h 11m 11s,,
406,65080,Camelslayer,PC,9h 12m,NR,,11837142,Completed,First,,9h 12m,,,,
407,65080,MiniMica90,PC,9h 12m,NR,,10693354,Completed,First,,9h 12m,,,,
408,65080,,PC,9h 16m,NR,,10664847,Completed,First,,9h 16m,,,,
409,65080,KnoppersDE,PC,9h 20m,NR,,8823274,Completed,First,,9h 20m,"May 21, 2019",,,
410,65080,Nicoen,PC,9h 24m,90%,,8812856,Completed,First,,9h 24m,"December 05, 2019",,STEAM,
411,65080,Admiral,PC,9h 30m,70%,,8792121,Completed,First,,9h 30m,"May 17, 2019",,,
412,65080,Noopinho,Xbox One,9h 30m,NR,,9379635,Completed,First,,9h 30m,"September 04, 2019",,,
413,65080,Otchoshogun,PC,9h 30m,80%,,11528789,Completed,First,8h,9h 30m,"April 22, 2020",,,
414,65080,Puralizer,PC,9h 30m,NR,,8790757,Completed,First,8h 20m,9h 30m,"May 17, 2019",12h,,
415,65080,Yangire,PC,9h 30m,NR,,10933001,Completed,First,,9h 30m,,,,
416,65080,Croton,PC,9h 30m,90%,,8810491,Completed,First,9h 30m,9h 30m 01s,"May 20, 2019",,,
417,65080,spawn_92,PC,9h 32m,NR,,10815802,Completed,First,,9h 32m,"January 14, 2020",,,
418,65080,Thyme1152,PC,9h 36m,70%,,10658396,Completed,First,,9h 36m,"June 15, 2020",,,
419,65080,Private,PC,9h 38m,70%,,10873250,Completed,First,,9h 38m,"January 25, 2020",,,
420,65080,KyrieIvi14,PC,9h 39m,80%,,11747077,Completed,First,,9h 39m,"May 15, 2020",,,
421,65080,wavetactic,PC,9h 40m,NR,,10708472,Completed,First,,9h 40m,"December 31, 2019",,,
422,65080,jora,PC,9h 42m,80%,,11357802,Completed,First,,9h 42m 13s,"May 24, 2020",,,
423,65080,grimbergen_beer,PC,9h 43m,90%,,9140774,Completed,Replay,,9h 43m,"January 16, 2020",,,
424,65080,,PC,9h 45m,NR,All achievements,8875167,Completed,First,9h,9h 45m,,15h 01m,,
425,65080,Radiar,PC,9h 48m,NR,,8777658,Completed,First,8h 23m,9h 48m,"May 16, 2019",,,
426,65080,Private,PC,9h 57m,NR,,8817500,Completed,First,,9h 57m,"May 20, 2019",,,
427,65080,,PC,10h,NR,,10169282,Completed,First,,10h,,,,
428,65080,Private,PC,10h,NR,,10837245,Completed,First,,10h,"January 13, 2020",,,
429,65080,Hampopo,PC,10h,70%,,10716664,Completed,First,,10h,"January 01, 2020",,,
430,65080,Mudblood47,PC,10h,NR,,8798745,Completed,First,,10h,"May 17, 2019",,,
431,65080,Okerlund,PC,10h,NR,,10626335,Completed,First,,10h,"December 20, 2019",,,
432,65080,Robertinho,PlayStation 4,10h,70%,,10621494,Completed,First,,10h,"December 20, 2019",,,
433,65080,Roman0703,PC,10h,NR,Casual playthrough; around 1/3 of collectibles.,8806618,Completed,First,,10h,"May 18, 2019",,,
434,65080,Shima,PC,10h,100%,,10963000,Completed,First,,10h,"February 11, 2020",,,
435,65080,crazyandy,PlayStation 4,10h,NR,,11926958,Completed,First,,10h,"June 07, 2020",,,
436,65080,electronsonmars,PlayStation 4,10h,NR,,11972849,Completed,First,,10h,"June 09, 2020",,,
437,65080,l1ghtn1ngZA,PC,10h,NR,,10682492,Completed,First,,10h,"December 27, 2019",,,
438,65080,yigitkoparan123,PC,10h,90%,,12009823,Completed,First,,10h,"June 16, 2020",,,
439,65080,TjarkS,PC,10h 01m,NR,,10149202,Completed,First,10h,10h 01m,"September 27, 2019",,,
440,65080,Zednek,PlayStation 4,10h 04m,70%,,9128974,Completed,First,,10h 04m 43s,"July 08, 2019",,,
441,65080,Sliddjur,PC,10h 06m,NR,"Pretty good, amazing last quarter of the game, voice-acting overall was very meh.",10314457,Completed,First,,10h 06m 14s,"December 02, 2019",,,
442,65080,FOXsan13,PC,10h 10m,NR,,11824456,Completed,First,,10h 10m,"May 24, 2020",,,
443,65080,webravenz,PC,10h 15m,NR,,8811582,Completed,First,,10h 15m,"May 19, 2019",,,
444,65080,,PlayStation 4,10h 20m,NR,,9391519,Completed,First,,10h 20m,,,,
445,65080,Calvo,PC,10h 20m,80%,,9036556,Completed,First,,10h 20m,"June 26, 2019",,,
446,65080,Snixen,PC,10h 20m,NR,,9365959,Completed,First,,10h 20m,"August 15, 2019",,,
447,65080,Weebon,PC,10h 21m,100%,,8967326,Completed,First,,10h 21m,"June 15, 2019",,,
448,65080,FrozenLord,PC,10h 30m,NR,,10972209,Completed,First,,10h 30m,"February 10, 2020",,,
449,65080,Private,PC,10h 30m,80%,,8822502,Completed,First,,10h 30m,"May 21, 2019",,,
450,65080,demus,PC,10h 30m,90%,,10918579,Completed,First,,10h 30m,"January 31, 2020",,,
451,65080,Private,Xbox One,10h 30m,NR,,11529213,Completed,First,10h 24m,10h 30m,"April 22, 2020",10h 40m,,
452,65080,abatage,PC,10h 32m,NR,Main Story + 69% Achievements + Some light/unnecessary exploration,10620535,Completed,First,,10h 32m,"May 19, 2020",,,
453,65080,Legendares,PC,10h 32m,70%,,8817397,Completed,First,,10h 32m 28s,"July 02, 2019",,,
454,65080,Paulbroo,PC,10h 33m,NR,,9015230,Completed,First,,10h 33m,"June 23, 2019",,,
455,65080,Private,PlayStation 4,10h 33m,NR,,9205859,Completed,First,9h 37m 04s,10h 33m 07s,"July 26, 2019",10h 49m 07s,,
456,65080,Gatoun,Xbox One,10h 36m,NR,,11646728,Completed,First,,10h 36m,"April 06, 2020",,,
457,65080,Private,PC,10h 39m,NR,,9364557,Completed,First,,10h 39m,"August 14, 2019",,,
458,65080,Xeldar,PC,10h 42m,NR,,11840249,Completed,First,,10h 42m,"May 26, 2020",,,
459,65080,iAmMisterIsh,Xbox One,10h 42m,NR,,8883726,Completed,First,,10h 42m,"May 27, 2019",,,
460,65080,tooTimid,PC,10h 42m,NR,,10899016,Completed,First,,10h 42m,"January 27, 2020",,,
461,65080,Loper,PC,10h 45m,NR,,10740334,Completed,First,,10h 45m,,,,
462,65080,Loki0991,PC,10h 46m,100%,,10369505,Completed,First,,10h 46m,"November 10, 2019",,,
463,65080,liquidblasted,PC,10h 46m,NR,,11462813,Completed,First,,10h 46m,"April 16, 2020",,,
464,65080,BlurryPixel,PC,10h 48m,NR,,8874327,Completed,First,,10h 48m,"May 31, 2019",,I didn't go out of my way to find every collectible but I dd explore each area and pick up whatever I came across.,
465,65080,Private,PC,10h 55m,NR,,11312538,Completed,First,,10h 55m,"March 13, 2020",,,
466,65080,,PlayStation 4,10h 58m,NR,,8993482,Completed,First,10h 12m 13s,10h 58m 43s,,16h 32m 13s,,
467,65080,,PC,11h,NR,,8787712,Completed,First,,11h,,,,
468,65080,,PC,11h,NR,,10851636,Completed,First,,11h,,,,
469,65080,,PC,11h,NR,,10914111,Completed,First,10h,11h,,12h,,
470,65080,,PC,11h,NR,,11620874,Completed,First,,11h,,,,
471,65080,Archanoth,PC,11h,70%,,10909337,Completed,First,,11h,"January 29, 2020",,,
472,65080,Headbanger,PC,11h,80%,,10937687,Completed,First,,11h,"January 28, 2020",,,
473,65080,Headbanger,PC,11h,80%,,11663646,Completed,First,,11h,"May 06, 2020",,,
474,65080,Iynamisu,PC,11h,NR,,10940410,Completed,First,,11h,"May 20, 2019",,,
475,65080,JoshJ,PC,11h,NR,,10596370,Completed,First,,11h,"December 21, 2019",,,
476,65080,Logan1108,PC,11h,90%,,11122178,Completed,First,,11h,"May 25, 2019",,,
477,65080,Lotark,PC,11h,NR,,9011601,Completed,First,10h,11h,"June 22, 2019",,,
478,65080,Moogourou,Xbox One,11h,NR,,11299781,Completed,First,10h,11h,"March 30, 2020",12h 25m,,
479,65080,aliroma,PC,11h,80%,,11340034,Completed,First,,11h,"March 26, 2020",,,
480,65080,d2gher,PC,11h,60%,,8799091,Completed,First,,11h,"June 04, 2019",,,
481,65080,deelo,PC,11h,60%,,8872499,Completed,First,,11h,"May 31, 2019",,,
482,65080,existentialdetective,Xbox One,11h,NR,,11515154,Completed,First,,11h,"April 19, 2020",,,
483,65080,foodmotivated1999,PC,11h,NR,,11647893,Completed,First,,11h,"May 04, 2020",,,
484,65080,geci,PC,11h,90%,,11718117,Completed,First,,11h,"December 24, 2019",,,
485,65080,Private,PlayStation 4,11h,70%,,11132782,Completed,First,,11h,"April 11, 2020",,,
486,65080,Private,PC,11h,100%,,8835442,Completed,First,,11h,"May 24, 2019",,,
487,65080,konami,PlayStation 4,11h,90%,,10979264,Completed,First,9h 30m,11h,"August 06, 2019",12h,,
488,65080,Private,PC,11h,NR,,9388501,Completed,First,,11h,"August 18, 2019",,,
489,65080,rapidraid,PC,11h,70%,,9056067,Completed,First,,11h,"May 23, 2019",,,
490,65080,Private,PC,11h,NR,,11253322,Completed,First,,11h,"March 26, 2020",,,
491,65080,wilson576,PC,11h,NR,,9124718,Completed,First,,11h,"July 10, 2019",,,
492,65080,xellokz,PlayStation 4,11h,NR,,9077639,Completed,First,,11h,,,,
493,65080,xiontara,PC,11h,100%,,10769199,Completed,First,,11h,"January 06, 2020",,,
494,65080,DecemberStyle,PC,11h 02m,70%,,10858383,Completed,First,,11h 02m 43s,"February 01, 2020",,,
495,65080,,PC,11h 10m,NR,,8893878,Completed,First,,11h 10m,,,,
496,65080,,PC,11h 10m,NR,,10464289,Completed,First,,11h 10m,,,,
497,65080,Otacon,PlayStation 4,11h 10m,70%,,11676943,Completed,First,,11h 10m,"May 22, 2020",,,
498,65080,zkuggi,PC,11h 12m,NR,,10353451,Completed,First,,11h 12m,"November 03, 2019",,,
499,65080,,PC,11h 13m,NR,,11679307,Completed,First,,11h 13m,,,,
500,65080,geratius,PC,11h 15m,100%,,11656826,Completed,First,,11h 15m,"May 05, 2020",,,
501,65080,Methires,PC,11h 19m,60%,,10899446,Completed,First,,11h 19m 14s,"January 31, 2020",,,
502,65080,mixabuben,PC,11h 20m,100%,,9280006,Completed,First,,11h 20m,"August 01, 2019",,,
503,65080,matton97,PC,11h 23m,NR,,8873345,Completed,First,,11h 23m,,,,
504,65080,,PC,11h 30m,NR,,8827401,Completed,First,,11h 30m,,,,
505,65080,,PlayStation 4,11h 30m,NR,,11219493,Completed,First,,11h 30m,,,,
506,65080,Druxim,PC,11h 30m,NR,,9179097,Completed,First,,11h 30m,,,,
507,65080,OneArmedWampa94,Xbox One,11h 30m,NR,,8833096,Completed,First,,11h 30m,"May 23, 2019",,,
508,65080,Private,Xbox One,11h 30m,70%,,11481375,Completed,First,,11h 30m,"April 17, 2020",,,
509,65080,aklon84,PC,11h 30m,80%,,9679873,Completed,First,,11h 30m,"September 19, 2019",,,
510,65080,bobiroka,PlayStation 4,11h 30m,90%,,8767769,Completed,First,,11h 30m,"August 06, 2019",,,
511,65080,crypt4c,PC,11h 30m,NR,,11001331,Completed,First,,11h 30m,"February 16, 2020",,,
512,65080,cyrano84,PC,11h 30m,NR,,9067157,Completed,First,,11h 30m,"July 01, 2019",,,
513,65080,felico,PC,11h 30m,80%,"10/13 Herbarium, 7/11 Gifts, 12/26 Curiosities",10418476,Completed,First,,11h 30m,"November 12, 2019",,,
514,65080,kokoklems,PC,11h 30m,NR,,11357863,Completed,First,,11h 30m,"April 06, 2020",,,
515,65080,yukokano22,PC,11h 30m,NR,,11316499,Completed,First,,11h 30m,"April 01, 2020",,,
516,65080,,PC,11h 35m,NR,,11334175,Completed,First,,11h 35m,,,,
517,65080,Private,PC,11h 36m,NR,26/35 achievements,8839756,Completed,First,,11h 36m,"March 06, 2020",,,
518,65080,narsilarg,PC,11h 37m,NR,,8784300,Completed,First,,11h 37m,"May 16, 2019",,,
519,65080,Private,PC,11h 42m,90%,,10932219,Completed,First,,11h 42m,"May 23, 2020",,Steam (sale),
520,65080,Lubitzkie,PC,11h 45m,80%,,10596868,Completed,First,,11h 45m,"December 15, 2019",,,
521,65080,McPhilen,PC,11h 45m,80%,,11056634,Completed,First,,11h 45m 55s,"January 29, 2020",,,
522,65080,Parasiteee,PC,11h 48m,NR,37/50 collectibles,8779495,Completed,First,,11h 48m,"May 18, 2019",,,
523,65080,Dolgi,Xbox One,11h 52m,100%,,9008174,Completed,First,,11h 52m,"May 14, 2019",,,
524,65080,,PC,11h 54m,NR,,11453639,Completed,First,,11h 54m,,,,
525,65080,Krilledood,Xbox One,11h 59m,80%,"Did a lot of searching for materials, collectibles and crafting.",8934708,Completed,First,,11h 59m,"June 19, 2019",,,
526,65080,,PC,12h,NR,,8989595,Completed,First,,12h,,,,
527,65080,,PC,12h,NR,,10938186,Completed,First,,12h,,,,
528,65080,,PC,12h,NR,,11333309,Completed,Replay,11h,12h,,14h 30m,,
529,65080,Private,PC,12h,NR,,10617305,Completed,First,,12h,"December 19, 2019",,,
530,65080,Gajaal,PC,12h,80%,,9198253,Completed,First,,12h,"July 21, 2019",,,
531,65080,HaldirPVO,PC,12h,80%,,11061818,Completed,First,10h,12h,"May 27, 2019",15h,,
532,65080,Lerny,PC,12h,NR,,10886341,Completed,First,,12h,"January 26, 2020",,,
533,65080,Linetit,PC,12h,80%,,9062078,Completed,First,,12h,,,,
534,65080,Lukedunk,Xbox One,12h,NR,,11856121,Completed,First,10h,12h,"May 30, 2020",14h,,
535,65080,Medkan,PC,12h,NR,,10988517,Completed,First,,12h,"February 14, 2020",,,
536,65080,Mlkael,Xbox One,12h,100%,,10962248,Completed,First,,12h,"February 08, 2020",14h,,
537,65080,Orion_16RUS,PC,12h,70%,,8768987,Completed,First,,12h,"May 14, 2019",,,
538,65080,Pottsy69,Xbox One,12h,90%,,10783518,Completed,First,,12h,"January 22, 2020",,,
539,65080,Private,PC,12h,NR,,10581747,Completed,First,,12h,"December 12, 2019",,,
540,65080,Rafx,PC,12h,80%,Main Story + Some Side Objects to Collect,8879203,Completed,First,,12h,"June 01, 2019",,,
541,65080,TG_Rising,PlayStation 4,12h,90%,,8792335,Completed,First,,12h,"March 07, 2020",,,
