,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Completionist,Progress,Main+Extras,Personal Notes,Speedrun
250,36755,KamikotoGasai,PC,8h,60%,,3518498,Completed,First,8h,"October 14, 2016",,,,,
251,36755,KeunGom,PC,8h,NR,,8009150,Completed,First,8h,"May 20, 2018",14h,,12h,,
252,36755,Kharnel,PC,8h,NR,,10318854,Completed,First,8h,"October 26, 2019",,,,,
253,36755,Mapacherrr,Nintendo Switch,8h,NR,,11832281,Completed,First,8h,"December 10, 2019",,,,,
254,36755,Private,PC,8h,NR,,4330802,Completed,First,8h,"May 07, 2017",,,,,
255,36755,MrMonkie,Xbox One,8h,NR,,8429302,Completed,First,8h,"June 14, 2020",,,8h 30m,,
256,36755,NKantarou,Nintendo Switch,8h,90%,,10667343,Completed,First,8h,"January 05, 2020",,,,,
257,36755,Nyto,PC,8h,80%,,12015721,Completed,First,8h,"June 16, 2020",,,,,
258,36755,SaladFinger,PC,8h,NR,,11311675,Completed,First,8h,"March 31, 2020",,,,,
259,36755,SavePoint,PC,8h,80%,,6943214,Completed,First,8h,"March 22, 2020",,,,,
260,36755,Shakeyourbody,Nintendo Switch,8h,NR,,12010107,Playing Completed,First,8h,"June 16, 2020",,,,,
261,36755,Zominator,PC,8h,NR,,10728939,Completed,First,8h,"December 28, 2019",,,,,
262,36755,Private,PC,8h,NR,,8127573,Completed,First,8h,"January 19, 2017",,,,,
263,36755,andya4,PC,8h,NR,,5495598,Completed,First,8h,"December 21, 2017",,,,,
264,36755,daniro_8,PC,8h,NR,,11513887,Completed,First,8h,"April 21, 2020",,,,,
265,36755,deanzel,Xbox One,8h,90%,,7892620,Completed,First,8h,"December 30, 2018",12h 30m,,10h 30m,,
266,36755,doug50000,Xbox One,8h,90%,,11369318,Completed,First,8h,"April 06, 2020",,,,,
267,36755,erdanie88,PC,8h,70%,,11407939,Completed,First,8h,"April 18, 2020",,,,,
268,36755,gtcooke94,Nintendo Switch,8h,90%,,10720150,Completed,First,8h,"January 01, 2020",,,,,
269,36755,heartlessvi,PC,8h,NR,,11400947,Completed,Replay,8h,"April 09, 2020",9h 54m,,,,
270,36755,manawan7,PC,8h,NR,,4614540,Completed,First,8h,,10h 03m,,,good,
271,36755,Private,PC,8h,100%,,8113389,Completed,First,8h,"January 24, 2019",10h 30m,,9h 30m,,
272,36755,spikely7000,PC,8h,NR,,5774521,Completed,First,8h,"February 04, 2018",,,,,
273,36755,supremewz,PC,8h,NR,,10783783,Completed,First,8h,"January 10, 2020",,,,,
274,36755,thomasjip,PC,8h,NR,,9463429,Completed,First,8h,"August 27, 2019",,,,,
275,36755,xLastSamuraix,PC,8h,NR,,11275249,Completed,First,8h,"March 28, 2020",,,,,
276,36755,zadoz,PC,8h,80%,,10676201,Completed,First,8h,"December 28, 2019",,,,,
277,36755,R_Masamune,Nintendo Switch,8h 02m,80%,Death:470,8649038,Completed,First,8h 02m,"March 15, 2020",,,,,
278,36755,RinsedBread,Nintendo Switch,8h 02m,NR,,11777747,Completed,First,8h 02m,"May 18, 2020",,,,,
279,36755,D4L41L4M4,PC,8h 02m,80%,"Normal Difficulty, 78%",10728962,Completed,First,8h 02m 17s,"January 03, 2020",,,,,
280,36755,SorensenxD,Xbox One,8h 03m,NR,,11668569,Completed,Replay,8h 03m,"May 06, 2020",,,,,
281,36755,,PC,8h 04m,NR,,6048654,Completed,First,8h 04m,,,,,,
282,36755,abdrs,Xbox One,8h 05m,NR,,3708104,Completed,First,8h 05m,"December 03, 2016",,,,,
283,36755,Mills,PC,8h 05m,NR,,10464079,Completed,First,8h 05m 43s,"November 21, 2019",,,10h 14m 22s,,
284,36755,MarksToBeat,PC,8h 06m,NR,96%,10432390,Completed,First,8h 06m,"November 16, 2019",,,,,
285,36755,MootToot,Xbox One,8h 06m,90%,,11380720,Completed,First,8h 06m,"April 07, 2020",,,,,
286,36755,WiiWill,PC,8h 06m,90%,"85% - Sidetracked to looked for stuff pretty frequently, skipped Black Root Burrows. Difficulty: Normal",5857971,Completed,First,8h 06m 55s,"February 18, 2018",,,,,
287,36755,zukpuvee777,PC,8h 08m,NR,,11168766,Completed,First,8h 08m,"March 16, 2020",,,,,
288,36755,Soloid,PC,8h 09m,100%,,6427554,Completed,First,8h 09m 09s,"December 21, 2018",,,,,
289,36755,balitingtong1,PC,8h 10m,NR,,11030077,Completed,First,8h 10m,"February 21, 2020",,,,,
290,36755,Private,PC,8h 11m,NR,,4344294,Completed,First,8h 11m,"April 23, 2017",,,,,
291,36755,aftereight88,PC,8h 11m,80%,,9056777,Completed,First,8h 11m,,11h 39m,,9h 09m,,
292,36755,Zapkaos,Nintendo Switch,8h 12m,80%,,10639639,Completed,First,8h 12m,"January 08, 2020",,,,,
293,36755,nchebykin,PC,8h 13m,NR,,11125573,Completed,First,8h 13m,"March 09, 2020",,,,,
294,36755,Dunnington,Xbox One,8h 14m,100%,Went back to get some extras,3806593,Completed,First,8h 14m,"January 07, 2017",10h 12m,,9h 57m,,
295,36755,GSSalvador,Xbox One,8h 14m,NR,,3871304,Completed,First,8h 14m,"January 05, 2017",,,,,
296,36755,CelesteOwl,Nintendo Switch,8h 14m,NR,Easy mode. 0 ability points used.,11880949,Completed,Replay,8h 14m 31s,,,,,,
297,36755,Flal,Nintendo Switch,8h 15m,NR,,10993461,Completed,First,8h 15m,"March 05, 2020",,,,,
298,36755,RedPlasma076,Xbox One,8h 15m,NR,,7430671,Completed,First,8h 15m,,,,8h 47m,,
299,36755,Xythium,PC,8h 15m,70%,"96%, 8:15:23 IGT 9:9:33 RT",10932196,Completed,First,8h 15m 23s,"February 06, 2020",,,,,
300,36755,Louring,Xbox One,8h 17m,NR,,9521992,Completed,First,8h 17m 26s,"September 03, 2019",,,,,
301,36755,huskythegeek,PC,8h 17m,70%,92%,5982628,Completed,First,8h 17m 54s,"April 08, 2020",,,,,
302,36755,theubersquid,Xbox One,8h 18m,NR,,10241017,Completed,First,8h 18m 24s,"October 13, 2019",,,,,
303,36755,,Xbox One,8h 20m,NR,,11237585,Completed,First,8h 20m,,9h 30m,,9h 15m,,
304,36755,ChrisBoiii25,PC,8h 20m,NR,,10911507,Completed,First,8h 20m,,,,,,
305,36755,LeonRez,PC,8h 20m,60%,,11294352,Completed,First,8h 20m,"March 30, 2020",15h 28m,,10h 25m,,
306,36755,knoo,Xbox One,8h 20m,NR,,11083743,Completed,First,8h 20m,"March 02, 2020",,,,,
307,36755,jammin804,Nintendo Switch,8h 21m,NR,,11149257,Completed,First,8h 21m 06s,"March 14, 2020",,,,,
308,36755,kin3tics,PC,8h 23m,NR,,6938718,Completed,First,8h 23m,,,,,,
309,36755,laronze,PC,8h 24m,NR,,3672458,Completed,First,8h 24m,,,,,,
310,36755,Mil3s,PC,8h 25m,90%,,9053396,Completed,First,8h 25m 54s,"June 29, 2019",,,,,
311,36755,Kritla,Nintendo Switch,8h 27m,80%,,10890958,Completed,First,8h 27m 01s,,,,,,
312,36755,eldersmot,PC,8h 29m,100%,100% in hard mode,8806905,Completed,First,8h 29m,"May 20, 2019",9h 15m,,,,
313,36755,Private,PC,8h 29m,80%,,11270895,Completed,First,8h 29m 29s,"January 28, 2018",,,,,
314,36755,,Xbox One,8h 30m,NR,,6696681,Completed,First,8h 30m,,,,9h 45m,,
315,36755,BarrelRoll,PC,8h 30m,NR,,3095384,Completed,First,8h 30m,"November 18, 2019",11h 30m,,10h 45m,,
316,36755,DiogoCe,PC,8h 30m,90%,,11178666,Completed,First,8h 30m,"March 18, 2020",11h 50m,,10h 30m,,
317,36755,Idankatz02,PC,8h 30m,NR,,5961743,Playing Backlog Completed,First,8h 30m,"March 10, 2018",,,,,
318,36755,Klusi,Nintendo Switch,8h 30m,NR,,10709373,Completed,First,8h 30m,"December 31, 2019",,,,,
319,36755,Snowlord,Xbox One,8h 30m,NR,,8729543,Completed,First,8h 30m,"March 24, 2020",10h,,,,
320,36755,TheLindo,Xbox One,8h 30m,NR,,10638710,Completed,First,8h 30m,"September 14, 2019",,,,,
321,36755,Zhao_Yun,PC,8h 30m,70%,82% Completion on Normal,7213317,Completed,First,8h 30m,"October 08, 2018",,,,,
322,36755,anonym6000,PC,8h 30m,NR,- 30 Min von Steam,11825959,Completed,First,8h 30m,"June 01, 2020",12h 15m,,,,
323,36755,crschmidt,PC,8h 30m,NR,,3388794,Completed,First,8h 30m,"September 02,",,,,,
324,36755,emb1234,Xbox One,8h 30m,NR,,3180879,Completed,First,8h 30m,"July 04, 2016",,,10h 20m,,
325,36755,kariyanine,Xbox One,8h 30m,80%,,11083853,Completed,First,8h 30m,"March 02, 2020",,,,,
326,36755,nship,PC,8h 30m,100%,,9057638,Completed,First,8h 30m,"December 22, 2018",,,,,
327,36755,rkilford,Nintendo Switch,8h 30m,NR,,10728961,Completed,First,8h 30m,"January 07, 2020",,,,,
328,36755,unholyronin,Xbox One,8h 30m,80%,,11154719,Completed,First,8h 30m,"March 15, 2020",9h 30m,,9h,,
329,36755,Private,PC,8h 30m,NR,,7675634,Completed,First,8h 30m,"November 29, 2019",,,,,
330,36755,,PC,8h 32m,NR,,4867461,Completed,First,8h 32m,,11h 15m,,10h 12m,,
331,36755,Newbbie,PC,8h 32m,80%,,8620146,Completed,First,8h 32m,"May 05, 2019",,,,,
332,36755,Marzooqian,Nintendo Switch,8h 32m,90%,,10691933,Completed,First,8h 32m 33s,"December 30, 2019",,,,,
333,36755,,PC,8h 33m,NR,,6509150,Completed,First,8h 33m 43s,,,,,,
334,36755,,PC,8h 36m,NR,,11340891,Completed,Replay,8h 36m,,,,,,
335,36755,Shelo,PC,8h 36m,100%,,4083341,Completed,First,8h 36m,"February 22, 2017",,,,,
336,36755,varex,PC,8h 36m,90%,Not too far from 100%,3827545,Completed,First,8h 36m,"February 22, 2017",,,,,
337,36755,PaperLuigi,PC,8h 37m,70%,,7216066,Completed,First,8h 37m 01s,"August 08, 2018",,,,,
338,36755,th3disturbed,Xbox One,8h 38m,70%,,8233349,Completed,First,8h 38m,"February 10, 2019",,,,,
339,36755,Bogdan62,PC,8h 39m,100%,,4678431,Completed,First,8h 39m 49s,"July 07, 2017",,,,,
340,36755,bleak,PC,8h 40m,NR,,10495320,Completed,First,8h 40m,"November 25, 2019",,,,,
341,36755,premeditated,PC,8h 40m,NR,,11547168,Completed,First,8h 40m,"April 24, 2020",14h,,,,
342,36755,trestini,Xbox One,8h 40m,NR,,2998005,Completed,First,8h 40m,"May 28, 2016",,,,,
343,36755,BNF89,PC,8h 41m,80%,,5046300,Completed,First,8h 41m 16s,"September 13, 2017",,,,,
344,36755,wildpomme,PC,8h 44m,NR,,11000244,Completed,First,8h 44m,"February 16, 2020",,,,,
345,36755,Osyx,Xbox One,8h 44m,NR,,7917356,Completed,First,8h 44m 53s,"January 12, 2019",,,,,
346,36755,pacheco8011,PC,8h 45m,NR,,5348800,Completed,First,8h 45m,"November 19, 2017",,,,,
347,36755,Flye,PC,8h 45m,NR,,6525555,Completed,First,8h 45m 07s,"January 11, 2020",,,,,
348,36755,jarjarbuns,Nintendo Switch,8h 46m,NR,,11077240,Completed,First,8h 46m,"March 01, 2020",,,,,
349,36755,Metalmurray,Xbox One,8h 47m,NR,,7807787,Completed,First,8h 47m 25s,"December 23, 2018",,,,,
350,36755,aleclair,PC,8h 48m,NR,83%,10679716,Completed,First,8h 48m,"December 28, 2019",,,,,
351,36755,kayjoon,Xbox One,8h 48m,NR,,4509498,Completed,First,8h 48m,"September 18, 2017",,,,,
352,36755,TheKoob90,PC,8h 49m,80%,,11287215,Completed,First,8h 49m,"March 29, 2020",,,,,
353,36755,Private,PC,8h 50m,NR,,9052377,Completed,First,8h 50m,"June 28, 2019",,,,,
354,36755,savepointsam,PC,8h 50m,90%,,10997450,Completed,First,8h 50m,"February 15, 2020",,,,,
355,36755,mr_grimm,Nintendo Switch,8h 52m,NR,,11182890,Completed,First,8h 52m 40s,"March 18, 2020",,,,,
356,36755,SpaceDolphin1,PC,8h 53m,NR,,8408810,Completed,First,8h 53m,"March 05, 2019",,,,,
357,36755,maurynator,Xbox One,8h 53m,NR,,11291645,Completed,First,8h 53m,"March 29, 2020",,,,,
358,36755,rocky333,PC,8h 53m,NR,Hard dificulty,6191549,Completed,First,8h 53m,"April 30, 2018",,,,,
359,36755,DouglasIX,PC,8h 58m,90%,,11239300,Completed,First,8h 58m,"March 22, 2020",,,,,
360,36755,DMC_Dante,Xbox One,8h 58m,NR,,7938246,Completed,First,8h 58m 16s,"January 04, 2019",,,,,
361,36755,Ayoo,PC,8h 59m,NR,,11190188,Completed,First,8h 59m 28s,"March 19, 2020",,,,,
362,36755,,PC,9h,NR,,3736797,Completed,First,9h,,,,,,
363,36755,3pacalypse,Xbox One,9h,NR,,10373099,Completed,First,9h,"November 07, 2019",,,,,
364,36755,AlcibiadeFox,PC,9h,80%,,9000984,Custom List Completed,First,9h,"June 18, 2019",11h,,10h 30m,,
365,36755,BrittleBonesJones,PC,9h,90%,,11078309,Completed,First,9h,,,,,,
366,36755,Private,PC,9h,NR,,9219255,Completed,First,9h,"July 24, 2019",,,,,
367,36755,DosS,PC,9h,80%,,10586271,Completed,First,9h,"December 11, 2019",,,,,
368,36755,Fataru,PC,9h,100%,,10654219,Completed,First,9h,"April 08, 2016",,,,,
369,36755,Gabface,PC,9h,80%,,11577377,Completed,First,9h,,,,11h,,
370,36755,Hotpies,Xbox One,9h,100%,,11553395,Completed,First,9h,"April 17, 2020",,,,,
371,36755,KawaiiGuy,Xbox One,9h,80%,,10727458,Completed,First,9h,,,,,,
372,36755,Private,PC,9h,NR,,11317733,Completed,First,9h,"April 01, 2020",,,,,
373,36755,LukeyGuy1,Xbox One,9h,NR,,10749371,Completed,First,9h,"March 15, 2020",,,,,
374,36755,MagVinAnc,PC,9h,80%,,8546534,Completed,First,9h,"April 02, 2019",,,,,
375,36755,NealSr,Xbox One,9h,90%,Definitive Edition adds a feature to go back and finish this achievement after main story.,3933900,Completed,First,9h,"January 04, 2017",10h 15m,,10h,,
376,36755,Noopinho,Xbox One,9h,NR,,11066540,Completed,First,9h,"March 10, 2020",,,,,
377,36755,Private,Nintendo Switch,9h,NR,,10752399,Completed,First,9h,,,,,,
378,36755,Potatomike55,PC,9h,80%,,11857952,Completed,First,9h,"May 28, 2020",,,,,
379,36755,RoyaleWC,PC,9h,NR,,8701845,Completed,First,9h,"June 20, 2019",,,,,
380,36755,SimoneRovo,PC,9h,80%,,11718088,Completed,First,9h,"May 12, 2020",,,,,
381,36755,Stex,PC,9h,NR,43/57 Steam achievements,11147024,Completed,First,9h,"March 14, 2020",,,,,
382,36755,Private,PC,9h,100%,,10734276,Completed,First,9h,"January 02, 2020",9h 30m,,,,
383,36755,Wholegrain_Pasta,PC,9h,80%,,11393225,Completed,First,9h,,,,10h,,
384,36755,Wizred1,PC,9h,NR,,11538444,Completed,First,9h,"March 13, 2020",,,,,
385,36755,XxobbsxX,PC,9h,100%,,11009236,Replay Completed,Replay,9h,"February 17, 2020",,9h /,11h,,
386,36755,bariktanmoy98,PC,9h,NR,,10265645,Completed,First,9h,"October 18, 2019",,,,,
387,36755,bergaan,PC,9h,90%,,11741859,Completed,First,9h,"January 01, 2020",,,,,
388,36755,bigbadblunt,PC,9h,NR,,10676391,Completed,First,9h,"December 28, 2019",11h 30m,,,,
389,36755,blitzfire,PC,9h,90%,,8826270,Completed,First,9h,,,,,,
390,36755,boiafria,PC,9h,100%,,11917379,Completed,First,9h,"June 06, 2020",,,,,
391,36755,bubbleman,PC,9h,NR,,6063170,Completed,First,9h,"February 28, 2018",13h,,12h,,
392,36755,bwoodling,PC,9h,NR,,11398965,Completed,First,9h,"April 09, 2020",,,,,
393,36755,c4rl0sbr4v0,Xbox One,9h,90%,,8207611,Completed,First,9h,"February 04, 2019",,,,,
394,36755,capmdp,Nintendo Switch,9h,90%,,11609319,Completed,First,9h,"April 30, 2020",12h 55m,,11h,,
395,36755,cryptexdigital,PC,9h,100%,,6566305,Completed,First,9h,"June 16, 2018",,,,,
396,36755,csjessid,PC,9h,80%,,11166533,Completed,First,9h,"March 25, 2020",,,11h 45m,,
397,36755,edutorello95,Nintendo Switch,9h,90%,,12015956,Completed,First,9h,"June 16, 2020",,,,,
398,36755,flyagin,PC,9h,100%,,11342685,Completed,First,9h,"April 10, 2020",,,,,
399,36755,hannibal_f4e,PC,9h,NR,,4644632,Completed,First,9h,"June 27, 2017",,,,,
400,36755,jorarsus,PC,9h,NR,Hard,5403467,Completed,First,9h,"December 01, 2017",,,,,
401,36755,kevon24,PC,9h,80%,,11952251,Completed,First,9h,"June 10, 2020",,,,,
402,36755,mrjessebg,Xbox One,9h,NR,,8602183,Completed,First,9h,"April 11, 2019",,,,,
403,36755,rusocabron,Xbox One,9h,90%,,11161065,Completed,First,9h,"March 15, 2020",,,10h,,
404,36755,Private,Nintendo Switch,9h,NR,,10683291,Completed,First,9h,"April 10, 2020",,,,,
405,36755,tuskei_,PC,9h,100%,,10495146,Completed,First,9h,,,,,,
406,36755,whesley6,PC,9h,NR,,11408870,Completed,First,9h,"April 10, 2020",,,,,
407,36755,x4Electr0n,PC,9h,NR,,11482893,Completed,First,9h,"March 23, 2020",,,,,
408,36755,yakumomo,PC,9h,80%,,6564430,Completed,First,9h,"July 10, 2018",,,,,
409,36755,Ajsuenb,PC,9h,90%,,4572399,Completed,First,9h 04s,"June 16, 2017",,,,,
410,36755,Pikatxu,PC,9h 01m,80%,,11277600,Completed,First,9h 01m 05s,"March 31, 2020",,,,,
411,36755,Private,Xbox One,9h 02m,80%,,9237560,Completed,First,9h 02m,"February 16, 2020",,,,,
412,36755,MrBungle5,Xbox One,9h 04m,90%,76% complete,6670891,Completed,First,9h 04m,"August 17, 2018",,,,,
413,36755,consistent60,PC,9h 04m,NR,,11001563,Completed,First,9h 04m 54s,,,,,,
414,36755,OkGooglePudim,PC,9h 05m,100%,,10603407,Completed,First,9h 05m 32s,"December 15, 2019",,,,,
415,36755,Private,PC,9h 05m,90%,84%,5955150,Completed,First,9h 05m 44s,"March 18, 2020",,,,,
416,36755,xAbyssWatcher,PC,9h 06m,NR,,10816209,Completed,First,9h 06m,,,,,,
417,36755,CelesteOwl,Nintendo Switch,9h 09m,NR,Hard mode.,11880978,Completed,Replay,9h 09m 27s,,,,,,
418,36755,Shanker,PC,9h 10m,NR,,11775040,Completed,First,9h 10m,,,,,,
419,36755,blindly,PC,9h 10m,100%,"I grabbed a handful of extra powerups and whatnot, but generally went straight through.",11612984,Completed,First,9h 10m,"May 01, 2020",,,,,
420,36755,cooldavidiscool,PC,9h 11m,NR,,9043313,Completed,First,9h 11m,"July 01, 2019",,,,,
421,36755,ErsatzWasTaken,PC,9h 14m,80%,,5547579,Completed,First,9h 14m,,,,,,
422,36755,alucardri,PC,9h 14m,80%,,6251208,Completed,First,9h 14m 34s,"May 15, 2018",,,,,
423,36755,Raph582,PC,9h 14m,70%,,11543883,Completed,First,9h 14m 43s,"April 28, 2020",,,,,
424,36755,Kurt123,Xbox One,9h 17m,NR,,11221690,Completed,First,9h 17m,"March 22, 2020",,,,,
425,36755,LucasGil,PC,9h 17m,NR,,9343478,Completed,First,9h 17m,"August 12, 2019",,,,,
426,36755,cloudst,PC,9h 17m,NR,,5449118,Completed,First,9h 17m,,,,,,
427,36755,Gabish,Nintendo Switch,9h 17m,90%,100%,9534070,Completed,First,9h 17m 22s,"January 07, 2020",10h 35m 07s,,10h 24m 40s,,
428,36755,Hauru,PC,9h 20m,NR,,6274463,Completed,First,9h 20m,"May 21, 2018",12h 16m 14s,,,,
429,36755,TheAngryGinger,PC,9h 20m,NR,,7930519,Completed,First,9h 20m,"January 03, 2019",,,,,
430,36755,Billob,PC,9h 22m,70%,,6176023,Completed,First,9h 22m 39s,"April 30, 2018",,,,,
431,36755,MontSKew,Xbox One,9h 24m,NR,,5577054,Completed,First,9h 24m,"December 26, 2017",,,,,
432,36755,jonnysharp,Xbox One,9h 24m,NR,,11978773,Completed,First,9h 24m 06s,"June 15, 2020",,,,,
433,36755,Audeez,Nintendo Switch,9h 25m,80%,,10978857,Completed,First,9h 25m,"March 24, 2020",,,,,
434,36755,,PC,9h 26m,NR,,9520296,Completed,First,9h 26m,,,,,,
435,36755,boby38119,PC,9h 26m,NR,,10766075,Completed,First,9h 26m,,,,,,
436,36755,magykman7,PC,9h 29m,NR,,5044258,Completed,First,9h 29m,"August 15, 2017",,,,,
437,36755,,PC,9h 30m,NR,,2935324,Completed,First,9h 30m,,12h,,11h,,
438,36755,,PC,9h 30m,NR,,7012639,Completed,First,9h 30m,,,,,,
439,36755,,Nintendo Switch,9h 30m,NR,,11264228,Completed,First,9h 30m,,,,,,
440,36755,FuzzyLapin,PC,9h 30m,100%,Naru's backstory not completed,5938851,Completed,First,9h 30m,"October 22, 2017",,,,,
441,36755,J3rome,PC,9h 30m,NR,,5780742,Completed,First,9h 30m,"February 03, 2018",,,,,
442,36755,LeHustin,Xbox One,9h 30m,100%,,11403554,Completed,First,9h 30m,"April 12, 2020",11h,,10h 50m,,
443,36755,Man_Of_Lithium,Nintendo Switch,9h 30m,NR,,11650562,Completed,First,9h 30m,"May 04, 2020",,,,,
444,36755,Marowhacker,PC,9h 30m,70%,,11747422,Completed,First,9h 30m,"April 26, 2020",,,,,
445,36755,apolloviper03,PC,9h 30m,70%,,6408660,Completed,First,9h 30m,"December 16, 2019",,,,,
446,36755,notanaiyet,PC,9h 30m,80%,,10812349,Completed,First,9h 30m,"February 27, 2020",,,,,
447,36755,notorious_roy,Xbox One,9h 30m,100%,,10744279,Completed,First,9h 30m,"January 06, 2020",,,,,
448,36755,snappums,PC,9h 30m,NR,,4107040,Completed,First,9h 30m,"March 03, 2017",,,,,
449,36755,,PC,9h 31m,NR,,5644619,Completed,First,9h 31m 18s,,11h,,10h,,
450,36755,alian,PC,9h 33m,80%,,10653899,Completed,First,9h 33m,"December 25, 2019",,,,,
451,36755,PHDOAP,PC,9h 35m,NR,,12033840,Completed,First,9h 35m 11s,"June 10, 2020",,,,,
452,36755,salixor,Nintendo Switch,9h 36m,NR,"100%, missing some achievements (difficulty, one life, …)",10721340,Completed,First,9h 36m 24s,"January 01, 2020",,,10h 39m 14s,,
453,36755,kevacoustic,Xbox One,9h 38m,NR,,8066657,Completed,First,9h 38m 25s,"January 19, 2019",,,,,
454,36755,pinckneychar,Nintendo Switch,9h 40m,NR,,10911099,Completed,First,9h 40m,"May 09, 2020",,,,,
455,36755,Private,Nintendo Switch,9h 40m,90%,,10166853,Completed,First,9h 40m,"September 29, 2019",,,,,
456,36755,khaleesigaming,PC,9h 41m,NR,,11339195,Completed,First,9h 41m 23s,"April 04, 2020",,,,,
457,36755,neostar,Nintendo Switch,9h 43m,90%,,10234407,Completed,Replay,9h 43m,"October 12, 2019",,,,,
458,36755,rodolink,PC,9h 44m,NR,,4237015,Completed,First,9h 44m 48s,"March 26, 2017",,,,,
459,36755,Kihvel1,PC,9h 45m,90%,,4616042,Completed,First,9h 45m,"June 24, 2017",,,,,
460,36755,Lonsol,PC,9h 46m,80%,,11853998,Completed,First,9h 46m 47s,"May 24, 2020",,,,,
461,36755,GhaliPotter,PC,9h 47m,NR,,7458285,Completed,First,9h 47m,"December 20, 2018",,,,,
462,36755,Critter2003,Xbox One,9h 47m,NR,Normal difficulty,2944839,Completed,First,9h 47m 13s,"May 08, 2016",,,,,
463,36755,HTX,PC,9h 47m,NR,,5854275,Completed,First,9h 47m 40s,"December 26, 2017",,,,,
464,36755,Private,PC,9h 48m,NR,,5551294,Completed,First,9h 48m,"October 08, 2019",11h 48m,,,Completed via Game Pass on Xbox One S,
465,36755,Mc814k3,PC,9h 49m,NR,,10350343,Completed,First,9h 49m,"November 03, 2019",,,,,
466,36755,Jacob_Darka,PC,9h 51m,70%,,11139687,Completed,First,9h 51m,"March 11, 2020",12h 47m 32s,,11h 12m,,
467,36755,Criptike,PC,9h 54m,100%,,6969510,Completed,First,9h 54m 49s,"September 04, 2018",,,,,
468,36755,MrSoundless,PC,9h 55m,NR,,8072366,Completed,First,9h 55m,"January 04, 2018",,,,,
469,36755,shakeywarrior97,Xbox One,9h 55m,80%,,8747729,Completed,First,9h 55m,"May 09, 2019",,,,,
470,36755,Erick_Oliveira,PC,9h 55m,NR,,11922685,Completed,First,9h 55m 46s,"June 10, 2020",,,,,
471,36755,,PC,10h,NR,,9317453,Completed,First,10h,,18h,,13h,,
472,36755,,PC,10h,NR,,10928782,Completed,First,10h,,20h,,15h,,
473,36755,,PC,10h,NR,,11377000,Completed,First,10h,,,,,,
474,36755,,PC,10h,NR,,11572003,Completed,First,10h,,,,,,
475,36755,,Nintendo Switch,10h,NR,,12023422,Completed,First,10h,,,,,,
476,36755,,Nintendo Switch,10h,NR,,12023702,Completed,First,10h,,,,,,
477,36755,ABadBotanist,PC,10h,80%,,11879267,Completed,First,10h,"May 31, 2020",,,,,
478,36755,Alchemiist,PC,10h,80%,,6422697,Completed,First,10h,"October 06, 2018",,,,,
479,36755,AtlasTelamon,PC,10h,NR,,11935964,Completed,First,10h,"June 08, 2020",11h 32m 26s,,10h 01s,,
480,36755,AtlasUnit,PC,10h,NR,,5309787,Completed,First,10h,"April 28, 2016",,,13h,,
481,36755,Aweather,PC,10h,NR,,3900985,Completed,First,10h,"January 10, 2017",,,,,
482,36755,BloodyJessy,Xbox One,10h,100%,,8357011,Completed,First,10h,"August 07, 2017",,,,,
483,36755,FabioAuditore,Xbox One,10h,NR,,11365112,Completed,First,10h,"April 05, 2020",18h 30m,,13h,,
484,36755,FortunaK,PC,10h,NR,,8496626,Completed,First,10h,"March 21, 2019",,,,,
485,36755,Gavgamez,PC,10h,NR,,3957444,Completed,First,10h,"January 22, 2017",,,,Died 552 times,
486,36755,MalachorNix,PC,10h,NR,,8703979,Completed,First,10h,"May 02, 2019",,,,,
487,36755,OperatorCyclone,PC,10h,NR,,11224023,Completed,First,10h,"March 23, 2020",,,11h,,
488,36755,PlanetWyh,PC,10h,90%,,11985034,Completed,First,10h,"April 25, 2020",,,,,
489,36755,Radok97,PC,10h,90%,,6473899,Completed,First,10h,"June 25, 2018",,,,,
490,36755,TheFurbs,Xbox One,10h,NR,,7973002,Completed,First,10h,"June 16, 2018",,,,,
491,36755,Tucnak,PC,10h,NR,,9069836,Completed,First,10h,"July 02, 2019",,,13h,,
492,36755,VatikanKlopper,Xbox One,10h,90%,,3891993,Completed,First,10h,"January 28, 2018",,,,,
493,36755,WesleyCheong,PC,10h,100%,,11197511,Completed,First,10h,"March 20, 2020",,,,,
494,36755,Private,PC,10h,NR,,10147449,Completed,First,10h,"September 26, 2019",,,12h,,
495,36755,YaeroPlane,PC,10h,NR,,4309409,Completed,First,10h,"April 01, 2017",,,,,
496,36755,alexandreloones,PC,10h,NR,,11749910,Completed,First,10h,,,,,,
497,36755,betrayer,Xbox One,10h,60%,,11469460,Completed,First,10h,"April 16, 2020",,,,,
498,36755,bkrockwell,PC,10h,70%,,4991710,Completed,First,10h,,,,15h,,
499,36755,fingernisk,PC,10h,NR,a few extras included,11259802,Completed,First,10h,"April 03, 2020",,,,,
500,36755,gcurbelo,Xbox One,10h,NR,,9093888,Completed,First,10h,"July 06, 2019",,,,,
501,36755,grovestr,PC,10h,NR,,7297395,Completed,First,10h,"April 16, 2019",,,,,
502,36755,idanlego1001,PC,10h,NR,,7313683,Completed,First,10h,"July 07, 2018",,,15h 40m,,
503,36755,josu91,PC,10h,NR,,6527737,Completed,First,10h,"March 29, 2020",,,,,
504,36755,kalwiic,PC,10h,NR,,6107649,Completed,First,10h,"April 11, 2017",,,,,
505,36755,Private,PC,10h,NR,,10193638,Completed,First,10h,"October 01, 2018",,,,,
