,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Main Story,Completion,Main+Extras,Completionist,Personal Notes,Progress
262,18005,Grayfox001,PlayStation 4,16h,NR,,6130282,Completed,First,16h,"August 07, 2015",30h,,,
263,18005,Happybiff,PC,16h,NR,,2574860,Completed,First,16h,"October 16, 2016",37h,,,
264,18005,HibikiRush,PlayStation 4,16h,NR,,6057545,Completed,First,16h,"April 15, 2018",28h,,,
265,18005,Private,PC,16h,90%,,6672074,Completed,First,16h,"October 14, 2017",,,The combat is the best of the series. Tons of content and great graphics.,
266,18005,LastMadTimeLord,PlayStation 4,16h,NR,,6595211,Completed,First,16h,,28h,45h,,
267,18005,Private,PlayStation 4,16h,80%,,2088628,Completed,First,16h,"November 18, 2015",,,,
268,18005,MischienWelJordi,PC,16h,NR,,11999368,Completed,First,16h,,,,,
269,18005,NoTime,PlayStation 4,16h,90%,,3493270,Completed,First,16h,"July 03, 2015",,,,
270,18005,Oysterastar,PlayStation 4,16h,90%,,8211985,Playing Completed,First,16h,"February 05, 2019",,,,
271,18005,Rangean,PC,16h,70%,,6629402,Completed,First,16h,"July 20, 2018",24h,,,
272,18005,Saltty,PC,16h,NR,,5858763,Completed,First,16h,,,,,
273,18005,Private,Xbox One,16h,NR,,9030531,Completed,First,16h,"July 17, 2015",,,,
274,18005,TakerThePhenom,PlayStation 4,16h,80%,,4933529,Completed,First,16h,"August 20, 2017",,,,
275,18005,TheDoctorReview,PlayStation 4,16h,NR,,11605532,Completed,First,16h,"April 29, 2020",,,,
276,18005,Tilomb,PlayStation 4,16h,80%,,5333688,Completed,First,16h,,,,,
277,18005,Tusk,PC,16h,100%,"100% Knightfall, Harley + Red Hood episodes.",4786000,Completed,First,16h,"July 24, 2017",,38h 47m,,
278,18005,all2surreal,PC,16h,100%,,2517421,Completed,First,16h,"February 14, 2016",,,,
279,18005,bitcopter,PC,16h,NR,,1276302,Completed,First,16h,"June 24, 2015",,48h,,
280,18005,cjstudio,PC,16h,NR,,5294803,Completed,First,16h,"August 28, 2017",29h,,,
281,18005,gofh123,Xbox One,16h,NR,,3855439,Completed,First,16h,,,,,
282,18005,icksmehl,PC,16h,80%,,1429411,Completed,First,16h,"July 01, 2015",,,,
283,18005,mrbaggs,PlayStation 4,16h,NR,,5710754,Completed,First,16h,,,,,
284,18005,Private,PlayStation 4,16h,NR,,3872533,Completed,First,16h,"November 05, 2015",,,,
285,18005,paleselan,PlayStation 4,16h,NR,,1686714,Completed,First,16h,"September 16, 2015",,,,
286,18005,rollercosta,PlayStation 4,16h,NR,,6546331,Completed,First,16h,,34h,,,
287,18005,seFausto,PlayStation 4,16h,NR,,9567061,Completed,First,16h,"September 26, 2019",,,,
288,18005,songoku8832,PlayStation 4,16h,70%,,9420618,Replay Completed,Replay,16h,"August 13, 2018",,,,
289,18005,zuilopez,PC,16h,NR,,3907531,Playing Completed,First,16h,"January 12, 2017",,,,16h /
290,18005,Calatron,PlayStation 4,16h 02m,90%,,5536477,Playing Completed,First,16h 02m 36s,"December 14, 2017",,,,
291,18005,Falcaovidaloka1,PlayStation 4,16h 10m,NR,,10654720,Completed,First,16h 10m,"December 25, 2019",,,,
292,18005,humpydoe,PlayStation 4,16h 11m,90%,,3625179,Completed,First,16h 11m 02s,"August 11, 2015",27h 51m 38s,,,
293,18005,SleepyBrown316,PlayStation 4,16h 15m,60%,,11388898,Completed,First,16h 15m,"February 24, 2016",29h 41m,46h 48m,,
294,18005,Private,PlayStation 4,16h 15m,80%,,8901483,Completed,First,16h 15m,"July 13, 2018",,,,
295,18005,Aevumm,Xbox One,16h 19m,NR,,10884896,Completed,First,16h 19m,"February 15, 2017",,,,
296,18005,Private,PlayStation 4,16h 20m,80%,,2528556,Completed,First,16h 20m,"February 12, 2016",,,,
297,18005,repulsionslayer,PC,16h 25m,100%,,2407305,Completed,First,16h 25m,"January 12, 2016",25h,,,
298,18005,,PlayStation 4,16h 28m,NR,I played it on easy,1458147,Completed,First,16h 28m,,,,,
299,18005,,PlayStation 4,16h 30m,NR,,2922243,Completed,First,16h 30m,,40h 50m,60h,,
300,18005,Eternitype_YT,PlayStation 4,16h 30m,80%,,11600223,Completed Retired,First,16h 30m,"April 29, 2020",30h,46h,,
301,18005,GlasN0st,PlayStation 4,16h 30m,90%,,3858105,Completed,First,16h 30m,"February 04, 2016",,,,
302,18005,Sparontax,PC,16h 30m,NR,,11378817,Completed,First,16h 30m,"March 09, 2020",21h 10m,,,
303,18005,akbhagat97,PlayStation 4,16h 30m,NR,,10678269,Completed,First,16h 30m,"December 28, 2019",,,,
304,18005,Jacob_Darka,PC,16h 31m,100%,95%,7378081,Custom List Completed,First,16h 31m,"November 13, 2015",39h 17m,,,39h 17m /
305,18005,Terlan_357,PC,16h 32m,100%,,1440777,Completed,First,16h 32m,"July 05, 2015",35h 26m,74h 57m,,
306,18005,BNF89,PC,16h 32m,NR,,3595565,Completed,First,16h 32m 55s,"November 07, 2016",,,,
307,18005,Private,PC,16h 40m,NR,,3523697,Completed,First,16h 40m 41s,"April 16, 2016",,,,
308,18005,XDDX,PC,16h 42m,NR,"Normal difficulty, got stuck a few times and did very little side content.",1429789,Completed,First,16h 42m,"July 02, 2015",,,,
309,18005,fredthebelgian,PlayStation 4,16h 45m,100%,,3196309,Completed,First,16h 45m,"June 10, 2019",,,,
310,18005,,PlayStation 4,16h 45m,NR,I did my best plow through.,9677405,Completed,First,16h 45m 29s,,28h 55m 21s,45h 22m 47s,,
311,18005,Leo_Varga2000,Xbox One,16h 45m,NR,,7967720,Completed,First,16h 45m 30s,,22h 30m,40h 30m 30s,,
312,18005,TJTeezee,PC,16h 45m,80%,91%,1563763,Completed,First,16h 45m 30s,"July 28, 2015",,,"Couple crashes, nothing major",
313,18005,,PlayStation 4,17h,NR,,1415442,Completed,First,17h,,,,,
314,18005,,PC,17h,NR,,2840799,Completed,First,17h,,27h,32h,,
315,18005,,PC,17h,NR,,5853009,Completed,First,17h,,40h,55h,,
316,18005,,PlayStation 4,17h,NR,,8089461,Completed,First,17h,,28h,62h,,
317,18005,Alta,PC,17h,NR,,12027714,Completed,First,17h,"June 17, 2020",,,,
318,18005,AwkwardBlue,PC,17h,NR,,6069272,Playing Completed,Replay,17h,"April 02, 2018",,33h,,
319,18005,Chorlo,Xbox One,17h,NR,,10778339,Completed,First,17h,"January 08, 2015",,,,
320,18005,Ecks927,PC,17h,NR,,11385915,Completed,First,17h,"January 30, 2020",,,,
321,18005,Private,PlayStation 4,17h,NR,,1487732,Completed,First,17h,"July 16, 2015",25h,,,
322,18005,Laso,PC,17h,90%,Played some side quests but not all for sure.,10161780,Completed,First,17h,"September 29, 2019",,,,
323,18005,Ninjakebab,PC,17h,NR,,3131202,Completed,First,17h,,20h,,,
324,18005,Nucl3arsnake,PlayStation 4,17h,40%,,3814117,Replay Completed,Replay,17h,"December 27, 2016",,,,
325,18005,OnePeg,PlayStation 4,17h,NR,,3579689,Completed,First,17h,"October 30, 2016",,,,
326,18005,OnurhanSoyek,PlayStation 4,17h,NR,,11546074,Completed,First,17h,"April 24, 2020",,,,
327,18005,Zombiekiller6,PlayStation 4,17h,90%,,2982511,Backlog Completed,First,17h,,30h,,,
328,18005,albertoroz,PC,17h,NR,,10159929,Completed,First,17h,"September 28, 2019",,,,
329,18005,chastii,PlayStation 4,17h,NR,,4136951,Completed,First,17h,"August 18, 2015",,,,
330,18005,gn90,PlayStation 4,17h,70%,,2558155,Completed,First,17h,"July 25, 2015",30h,,,
331,18005,kevinbushman,PC,17h,NR,,3735270,Completed,First,17h,"January 31, 2017",,,,
332,18005,thelizardking333,PlayStation 4,17h,100%,,6324343,Completed,First,17h,"May 03, 2018",30h,,,
333,18005,Private,PC,17h,NR,"Normal difficulty. Tried to focus on main mission, only occasionally doing side things.",1419873,Playing Completed,First,17h,"June 27, 2015",,,,
334,18005,Private,PC,17h,80%,,8024142,Completed,First,17h,"December 15, 2018",,,,
335,18005,crazor89,PlayStation 4,17h 11m,NR,,1697690,Completed,First,17h 11m 30s,"July 14, 2015",,,,
336,18005,,PlayStation 4,17h 26m,NR,Lots of FUN,3300639,Completed,First,17h 26m 44s,,26h 43m 13s,32h 54m 31s,,
337,18005,chindian_chick,PlayStation 4,17h 30m,NR,,2211052,Completed,First,17h 30m,"December 09, 2015",,,,
338,18005,,Xbox One,17h 33m,NR,,2836338,Completed,First,17h 33m 21s,,30h 50m 33s,50h 09m 06s,,
339,18005,,Xbox One,17h 36m,NR,,3484733,Completed,First,17h 36m,,,,,
340,18005,Namaku64,PC,17h 38m,NR,,11250746,Completed,First,17h 38m,"December 09, 2017",,,,
341,18005,theplump,PC,17h 39m,100%,,1776615,Completed,First,17h 39m,"August 27, 2015",,,,
342,18005,beearmy,Xbox One,17h 41m,80%,,4330124,Completed,First,17h 41m,"July 22, 2017",,,,
343,18005,NightSlade,PlayStation 4,17h 42m,80%,,4413311,Completed,First,17h 42m 34s,"June 22, 2016",26h 45m 19s,,,
344,18005,Arsenault,Xbox One,17h 43m,NR,,5565487,Completed,First,17h 43m,"January 02, 2018",,,,
345,18005,mjevga,Xbox One,17h 53m,70%,,5089507,Completed,Replay,17h 53m,,,,,
346,18005,,PC,18h,NR,Worth it,7311330,Completed,First,18h,,,55h,,
347,18005,Angela812PL,PlayStation 4,18h,NR,,11296751,Completed,First,18h,"March 30, 2020",,,,
348,18005,Classic_Rank,PlayStation 4,18h,NR,Approx.,1400157,Completed,First,18h,"August 29, 2015",,,,
349,18005,DarkGamer,PlayStation 4,18h,NR,,8753617,Completed,First,18h,"May 11, 2019",30h,,,
350,18005,Eyzmaster,PlayStation 4,18h,NR,,2394507,Completed,First,18h,"June 07, 2017",,,,
351,18005,JCalum1,PlayStation 4,18h,80%,,9106756,Completed,First,18h,"February 18, 2017",,,,
352,18005,Joey8Bit,PlayStation 4,18h,70%,,1968759,Completed,First,18h,,27h,,,
353,18005,Lazy_Bob1,PC,18h,80%,,10961323,Completed,First,18h,"June 30, 2015",,,,
354,18005,Mailon,PlayStation 4,18h,80%,,8882340,Completed,First,18h,"June 02, 2019",,,,
355,18005,OmenOfClarity,PlayStation 4,18h,NR,,1612873,Completed,First,18h,"August 03, 2015",,,,
356,18005,Scrymer,PC,18h,100%,,10618001,Completed,First,18h,"December 19, 2019",,,,
357,18005,Silent_blue,PlayStation 4,18h,80%,,2440771,Completed,First,18h,,,,,
358,18005,TheKnightFly,PC,18h,NR,,3335500,Completed,First,18h,"August 17, 2016",22h 15m,43h 30m,,
359,18005,andlech,PlayStation 4,18h,NR,,11849593,Completed,First,18h,"May 27, 2020",,,,
360,18005,bjvarilek,PC,18h,NR,,5393947,Completed,First,18h,"November 28, 2017",20h,,,
361,18005,Private,PC,18h,NR,,1523378,Completed,First,18h,"July 22, 2015",,35h,,
362,18005,corsayr,PC,18h,80%,,10918058,Completed,First,18h,"November 23, 2019",,,,
363,18005,eliasaj92,PC,18h,80%,,9036290,Completed,First,18h,"January 17, 2020",,,,
364,18005,gamblor88,Xbox One,18h,90%,,11449352,Completed,First,18h,"April 14, 2020",,,,
365,18005,grisenti,PC,18h,NR,,3196265,Completed,First,18h,"July 09, 2016",,,,
366,18005,hasnatbashir,PC,18h,80%,,7449618,Completed,First,18h,July 2017,,,,
367,18005,joroukey,PlayStation 4,18h,NR,,11461812,Completed,First,18h,"July 21, 2017",34h,,,
368,18005,oknsnl,PlayStation 4,18h,80%,,11619070,Completed,First,18h,,,,,
369,18005,pacheco8011,PlayStation 4,18h,NR,,5040000,Completed,First,18h,"July 16, 2015",,,,
370,18005,pollo200,Xbox One,18h,90%,,11608615,Completed,First,18h,"February 20, 2016",39h,,,
371,18005,shadehunter,Xbox One,18h,NR,,4172418,Completed,First,18h,,,,,
372,18005,slaash,PC,18h,NR,,1904939,Completed,First,18h,"July 21, 2015",,,,
373,18005,voltiel12,PC,18h,80%,,6519505,Completed,First,18h,,,,,
374,18005,Demeshnik,PC,18h 01m,NR,,9183967,Completed,First,18h 01m,"July 19, 2019",27h 06m,,,
375,18005,alaskanben,Xbox One,18h 02m,100%,,2583625,Completed,First,18h 02m,"February 16, 2016",,,,
376,18005,,Xbox One,18h 09m,NR,,1420502,Completed,First,18h 09m,,,,,
377,18005,B4sketC4se,PlayStation 4,18h 11m,70%,,10568874,Completed,First,18h 11m 57s,"June 21, 2020",,,,
378,18005,Private,Xbox One,18h 15m,90%,,10363514,Completed,First,18h 15m,"November 02, 2019",,,,
379,18005,a7xezio07,Xbox One,18h 30m,90%,,4891778,Completed,First,18h 30m,"February 16, 2017",52h 30m,,,
380,18005,,PlayStation 4,18h 40m,NR,,12033155,Completed,First,18h 40m 29s,,,,,
381,18005,Tymkot,Xbox One,18h 51m,80%,,2230285,Completed,First,18h 51m 35s,"January 12, 2016",,,,
382,18005,,PlayStation 4,19h,NR,Main story plus a bit of riddler missions here and there,11100585,Completed,First,19h,,,,,
383,18005,EngeeThree,PlayStation 4,19h,NR,,2010919,Completed,First,19h,"October 27, 2015",,,,
384,18005,Manolero1,PlayStation 4,19h,80%,,3669562,Completed,First,19h,"November 25, 2016",27h,,,
385,18005,Riz_,PC,19h,80%,,11804314,Completed,First,19h,,27h,,,
386,18005,Private,Xbox One,19h,NR,,11025176,Playing Completed,First,19h,,36h,,,50h /
387,18005,ddtious,PC,19h,NR,,3752306,Completed,First,19h,"December 11, 2016",,,,
388,18005,greygreen,PC,19h,NR,,3913613,Completed,First,19h,"January 13, 2017",,,,
389,18005,sajmon213,PC,19h,NR,,7096193,Completed,First,19h,"August 09, 2019",,,,
390,18005,Private,Xbox One,19h,90%,,10999810,Completed,First,19h,"April 14, 2020",,,,
391,18005,Kett,Xbox One,19h 02m,80%,,8652667,Completed,First,19h 02m,"July 09, 2015",,,,
392,18005,Rob69,PlayStation 4,19h 06m,NR,,9395378,Completed,First,19h 06m,"February 07, 2019",,,,
393,18005,Vlash,PC,19h 30m,80%,"The campaign is 100%, didn't do the AR-challanges though. So I don't have every achievement.",1679837,Completed,First,19h 30m,"October 06, 2015",54h,,,
394,18005,Monkeytart,PC,19h 36m,100%,,1446204,Completed,First,19h 36m,"July 07, 2015",,,,
395,18005,talbot100,PlayStation 4,19h 40m,NR,,2481271,Completed,First,19h 40m,"October 26, 2016",,,,
396,18005,luizp21,Xbox One,19h 46m,90%,"71%, first ending",9696608,Completed,First,19h 46m,"September 21, 2019",,,,
397,18005,csubakka21,Xbox One,19h 50m,NR,,8074440,Completed,First,19h 50m,"January 20, 2019",,,,
398,18005,holuntron,PlayStation 4,19h 57m,90%,platinum (including new game+),1500242,Completed,First,19h 57m 10s,"July 18, 2015",53h 39m 10s,71h 54m 33s,,
399,18005,,PlayStation 4,20h,NR,,1420329,Completed,First,20h,,,,,
400,18005,,PC,20h,NR,,1426265,Completed,First,20h,,,,,
401,18005,,PlayStation 4,20h,NR,,1604302,Completed,First,20h,,30h,,,
402,18005,,PlayStation 4,20h,NR,,1644319,Completed,First,20h,,40h,50h,,
403,18005,,PlayStation 4,20h,NR,,4324228,Completed,First,20h,,,,,
404,18005,,PC,20h,NR,,7177972,Completed,First,20h,,35h,70h,,
405,18005,,PC,20h,NR,,8239775,Completed,First,20h,,,,,
406,18005,,PC,20h,NR,,8584457,Completed,First,20h,,35h,85h,,
407,18005,,PlayStation 4,20h,NR,"Main story, plus a few trophies.",8601292,Completed,First,20h,,,,,
408,18005,Batebox33,PlayStation 4,20h,NR,,11041104,Completed,First,20h,"February 23, 2020",,,,
409,18005,Chriskov,PlayStation 4,20h,80%,,9568309,Completed,First,20h,"September 21, 2019",,,,
410,18005,ForkYou,PC,20h,NR,,4813591,Completed,First,20h,"December 05, 2016",35h,,,
411,18005,GodotIV,PlayStation 4,20h,90%,,8087145,Completed,First,20h,"January 21, 2019",,,,
412,18005,Private,PC,20h,NR,,9682524,Completed,First,20h,,,,,
413,18005,Joshster_1,PlayStation 4,20h,90%,,3566182,Completed,First,20h,"December 19, 2015",25h,40h,,
414,18005,Kokoskie,PlayStation 4,20h,NR,,1431195,Completed,First,20h,"July 02, 2015",,,,
415,18005,KummaChristopher,PlayStation 4,20h,80%,,8991183,Completed,First,20h,"October 17, 2018",,,,
416,18005,MAUSS,PlayStation 4,20h,70%,,5842760,Completed,First,20h,,,,,
417,18005,Midgar357,PlayStation 4,20h,NR,,1987932,Completed,First,20h,"November 08, 2015",,,,
418,18005,MoonBear,PC,20h,NR,,11705738,Replay Completed,Replay,20h,"May 11, 2020",26h,,,
419,18005,MrChoper98,PC,20h,90%,,5597674,Completed,First,20h,"December 15, 2017",,,,
420,18005,MrLuchador,PlayStation 4,20h,NR,,1730158,Completed,First,20h,"August 20, 2015",,,,
421,18005,NorthStars97,PlayStation 4,20h,100%,,5528337,Replay Completed,First,20h,,40h,50h,,
422,18005,Nyervek,PlayStation 4,20h,NR,,10425045,Completed,First,20h,"November 14, 2019",,,,
423,18005,Pkhoward2008,PlayStation 4,20h,100%,,11675777,Completed,First,20h,,,,,
424,18005,Politishin,PC,20h,70%,,6346505,Completed,First,20h,"June 26, 2015",,,,
425,18005,Silyon,PC,20h,NR,,7012135,Completed,First,20h,"August 26, 2018",33h,,,
426,18005,The_Leachman,PlayStation 4,20h,NR,,5371924,Completed,First,20h,"July 19, 2015",,,,
427,18005,UnicornsAreFat,PC,20h,NR,,4006894,Completed,First,20h,"February 03, 2015",,,,
428,18005,adolfojo94,PC,20h,NR,,6187368,Completed,First,20h,"June 18, 2018",30h,40h,,
429,18005,allangawy,PlayStation 4,20h,NR,,1761868,Completed,First,20h,"August 01, 2015",40h,,,
430,18005,calisvegeta,PlayStation 4,20h,NR,,10818982,Completed,First,20h,"January 15, 2018",,,,
431,18005,cottboi,Xbox One,20h,70%,,4398290,Completed,First,20h,,,38h,,
432,18005,ikari88,PlayStation 4,20h,70%,,5217861,Completed,First,20h,"October 25, 2017",,,,
433,18005,kariyanine,Xbox One,20h,60%,,9206429,Completed,First,20h,"July 15, 2015",,,,
434,18005,krispe,PC,20h,NR,,6043452,Completed,First,20h,"April 03, 2017",,,,
435,18005,maazde28,PlayStation 4,20h,100%,,2235251,Completed,First,20h,"October 10, 2015",50h,70h,,
436,18005,Private,PlayStation 4,20h,60%,,1491622,Completed,First,20h,"December 22, 2015",,,,
437,18005,scam,PlayStation 4,20h,NR,,1646878,Completed,First,20h,"August 16, 2015",,45h,,
438,18005,Private,PC,20h,NR,7 most wanted knightfall,3741616,Completed,First,20h,"January 22, 2017",27h,,,
439,18005,zolebug,PC,20h,NR,,5296811,Completed,First,20h,"November 10, 2017",,,,
440,18005,zuw13,PlayStation 4,20h,NR,,4892853,Completed,First,20h,"April 10, 2016",,,,
441,18005,Neo1771991,PlayStation 4,20h 03m,NR,,1410604,Completed,First,20h 03m 31s,"July 05, 2015",,,,
442,18005,xMars,PlayStation 4,20h 12m,80%,,11188178,Completed,First,20h 12m,"March 14, 2016",,,,
443,18005,haswelli5,PlayStation 4,20h 15m,NR,,4569631,Completed,First,20h 15m,"July 14, 2015",,,,
444,18005,solairesflair,PC,20h 20m,NR,,6594842,Completed,First,20h 20m,"January 01, 2017",,,,
445,18005,,PlayStation 4,20h 20m,NR,,2181423,Completed,First,20h 20m 10s,,29h 22m 18s,,,
446,18005,,Xbox One,20h 30m,NR,,1487034,Completed,First,20h 30m,,25h,45h 30m,,
447,18005,beastnine,Xbox One,20h 39m,NR,25 percent side content done,8456602,Completed,First,20h 39m,"March 12, 2019",,,,
448,18005,,Xbox One,20h 40m,NR,,4364862,Completed,Replay,20h 40m 14s,,,,,
449,18005,NicolasDSTR,PC,21h,70%,,10751667,Completed,First,21h,"April 28, 2016",,,,
450,18005,Tarepsed,PC,21h,NR,,1602896,Completed,First,21h,"March 30, 2016",,,,
451,18005,Tulgrim,PC,21h,80%,,6194251,Completed,First,21h,"September 05, 2016",,,,
452,18005,bluntturo,Xbox One,21h,NR,Can get repetitive and did not finsh the riddler quests,11562092,Completed,First,21h,"April 26, 2020",25h 31m,,,
453,18005,Private,PlayStation 4,21h,100%,,2273307,Completed,First,21h,"April 16, 2016",,,,
454,18005,leonkenedystan1,PlayStation 4,21h,80%,,10938428,Completed,First,21h,"February 04, 2020",,,,
455,18005,thiagosnf,PC,21h,NR,,8319744,Completed,First,21h,"February 21, 2019",,,,
456,18005,srvdhh,Xbox One,21h 01m,NR,,11592294,Completed,First,21h 01m,"February 03, 2020",,,,
457,18005,testimony5,PlayStation 4,21h 05m,NR,,1456571,Completed,First,21h 05m,"July 09, 2015",,,,
458,18005,,PlayStation 4,21h 30m,NR,,2062495,Completed,First,21h 30m,,,,,
459,18005,oldwicho,PlayStation 4,21h 30m,90%,,1519425,Completed,First,21h 30m,"August 17, 2015",,,,
460,18005,PirikitaMon,PC,22h,NR,,11202996,Completed,First,22h,,,,,
461,18005,SugarHBear,PC,22h,70%,,6266146,Completed Retired,First,22h,"June 02, 2018",31h,,,
462,18005,diegoplus,PlayStation 4,22h,NR,,4324862,Completed,First,22h,"April 15, 2017",,,,
463,18005,grijalbo,PC,22h,NR,,8182763,Completed,First,22h,"February 01, 2019",,,,
464,18005,Private,PC,22h 22m,NR,,10734787,Completed,First,22h 22m,"November 05, 2015",,,,
465,18005,ei02028,PlayStation 4,22h 48m,100%,,1424118,Completed,First,22h 48m 23s,"July 25, 2015",,,,
466,18005,dsoon,PC,22h 49m,90%,,1551537,Completed,First,22h 49m,"July 01, 2015",,,,
467,18005,Fonslayer,Xbox One,22h 50m,NR,,10241546,Completed,First,22h 50m,"October 13, 2019",,,,
468,18005,linius2,PlayStation 4,22h 51m,NR,,5683031,Playing Completed,First,22h 51m 45s,"January 18, 2018",,,,22h 51m 45s /
469,18005,CaptainPeanut,PC,23h,90%,,9314685,Completed,First,23h,"August 06, 2019",,,,
470,18005,G4M3RL0G,PC,23h,NR,,6525560,Completed,First,23h,"July 01, 2018",29h,,,
471,18005,Kaze_,PC,23h,90%,,4743083,Completed,First,23h,"July 12, 2017",,,,
472,18005,,PlayStation 4,23h 03m,NR,,9698000,Completed,First,23h 03m 59s,,59h 59m 59s,69h 45m 09s,,
473,18005,,PlayStation 4,23h 05m,NR,,8228336,Completed,First,23h 05m,,,,,
474,18005,bijeliluk,PC,23h 23m,NR,,10639786,Completed,First,23h 23m 23s,,,,,
475,18005,,Xbox One,23h 59m,NR,,9394360,Completed,Replay,23h 59m 10s,,,,,
476,18005,,PlayStation 4,24h,NR,,2679119,Completed,First,24h,,,,,
477,18005,,PC,24h,NR,,3930128,Completed,First,24h,,,,,
478,18005,BCarsonElite,PlayStation 4,24h,NR,,8900027,Completed,Replay,24h,,,58h,,
479,18005,EmperorGandhi,PC,24h,70%,,6624234,Completed,First,24h,,,,,
480,18005,alec12734,Xbox One,24h,60%,,4360018,Completed Retired,First,24h,"December 15, 2015",31h 07m,,,
481,18005,h4lc0n,PC,24h,NR,,4364657,Completed,First,24h,"June 01, 2017",,,,
482,18005,kisamek05,PlayStation 4,24h,80%,,9369641,Completed,First,24h,"November 12, 2018",,,,
483,18005,philv88,PlayStation 4,24h 10m,NR,Main Story 100% plus all DLC (not AR Challenges),1247803,Completed,First,24h 10m,"July 01, 2015",46h 46m 01s,,,
484,18005,Kota,PC,24h 12m,80%,,2392323,Completed,First,24h 12m 12s,"January 10, 2016",,,,
485,18005,CookiesAndCake,PC,24h 14m,NR,,9339638,Completed,First,24h 14m,,,,,
486,18005,,Xbox One,25h,NR,,3005278,Completed,First,25h,,37h,50h,,
487,18005,,PC,25h,NR,,3974165,Completed,First,25h,,,,,
488,18005,,PlayStation 4,25h,NR,,9051017,Completed,First,25h,,60h,83h,,
489,18005,Efejack,PlayStation 4,25h,90%,,10480137,Completed,First,25h,"September 01, 2019",49h,60h,,
490,18005,Max18090,PlayStation 4,25h,90%,,11503063,Completed,First,25h,,35h,,,
491,18005,Omegason,PC,25h,80%,,2241724,Completed,First,25h,"September 18, 2015",,,,
492,18005,RoccoS,PC,25h,NR,,8298192,Completed,First,25h,"February 18, 2019",,,,
493,18005,TheRealKarimman,PC,25h,80%,,10741652,Completed,First,25h,"November 04, 2018",32h,37h 21m,,
494,18005,ThyTrappyOne,Xbox One,25h,100%,,4407179,Replay Completed,Replay,25h,,41h,,,41h /
495,18005,Vorekt,PC,25h,NR,,4472242,Completed,First,25h,"April 17, 2017",,,,
496,18005,alvaraa76,PC,25h,NR,,3285147,Completed,First,25h,"August 03, 2015",,,,
497,18005,mauhlin12,PlayStation 4,25h,80%,,3662700,Completed,First,25h,"June 09, 2016",,,,
498,18005,jaco,PlayStation 4,25h 03m,90%,,1711660,Completed,First,25h 03m 11s,"July 16, 2015",,,,
499,18005,Private,PC,26h,NR,,4095293,Completed,First,26h,,,,,
500,18005,GertJulius,PC,28h,NR,,3957020,Completed,First,28h,"March 15, 2016",,,,
501,18005,TheHandsomeCow,PC,28h,NR,,4631677,Completed,First,28h,,,,,
502,18005,Private,PC,28h 11m,90%,wtf? That ending was insane!,1411705,Completed,First,28h 11m,"June 29, 2015",33h 32m,51h 01m,,
503,18005,brycecarey,PC,28h 48m,70%,,7171293,Completed,First,28h 48m 41s,"August 17, 2018",,,im teh jokah babee,
504,18005,Private,PC,29h,NR,,6846058,Completed,First,29h,"September 09, 2018",,,,
505,18005,victorhenriquetx,PC,29h,NR,,11894198,Completed,First,29h,"February 19, 2017",,,,
506,18005,,PC,30h,NR,,9699220,Completed,First,30h,,40h,45h,,
507,18005,84Gaming,PC,30h,70%,,8314986,Completed,First,30h,"September 18, 2016",,,,
508,18005,AnneMunition,PC,30h,NR,,3511383,Completed,First,30h,"August 08, 2015",,,,
509,18005,Haoie,PlayStation 4,30h,80%,,9344939,Completed,First,30h,"August 11, 2019",,,,
510,18005,Jeanbon,PC,30h,80%,,11277917,Completed,First,30h,,37h,,,
511,18005,MontyP2028,PC,30h,NR,,11242568,Completed,First,30h,"March 25, 2019",,,,
512,18005,illarionovvg90,PC,30h,NR,,7780009,Completed,First,30h,"December 16, 2018",45h,65h,,
513,18005,irishww,PC,30h,80%,,5563147,Completed,First,30h,"January 02, 2018",45h,,,
514,18005,rosco2010,PlayStation 4,30h,NR,,4198142,Completed,First,30h,"March 17, 2017",,,,
515,18005,,Xbox One,9h 51m,NR,,1409260,Completed,First,7h 43m 21s,,9h 51m 53s,,,
516,18005,,PlayStation 4,10h 36m,NR,,1409255,Completed,First,7h 57m 54s,,10h 36m 23s,,,
517,18005,,PlayStation 4,12h 10m,NR,,3267164,Completed,First,,,12h 10m,,,
518,18005,razt99,PlayStation 4,12h 25m,80%,Main Story + Season of Infamy DLC,7780444,Completed,First,,"December 27, 2018",12h 25m,,,
519,18005,veeX,PC,12h 42m,70%,,10728705,Completed,First,,"January 02, 2020",12h 42m,,,
520,18005,TopStiGear,PC,12h 49m,NR,,3612545,Completed,First,,,12h 49m 34s,,,
521,18005,EhLeeUht,PC,13h 12m,NR,,5244348,Completed,Replay,,"October 31, 2017",13h 12m,,,
522,18005,,PlayStation 4,13h 39m,NR,"Some side missions completed, Knightfall Protocol not unlocked",9027909,Completed,Replay,,,13h 39m,,,
523,18005,,PlayStation 4,14h,NR,,1412956,Completed,First,13h 12m,,14h,,,
524,18005,elmaar,PC,14h,NR,,8380830,Completed,First,,"March 05, 2019",14h,,,
525,18005,Mokatavatah,PC,14h 35m,NR,,8820950,Completed,First,,"June 30, 2019",14h 35m,,,
526,18005,ehansen94,PlayStation 4,15h,80%,,2895535,Completed,First,,,15h,,,
527,18005,elibsora,PC,15h,NR,,4026712,Completed,First,,,15h,,"all quests including main story dlc, no riddler trophies",
528,18005,fahd_knight,PlayStation 4,15h,NR,,1691324,Playing Replay Completed,First,12h 30m,,15h,45h,,
