,Game_id,User,Platform,Time,Rated,Notes,play_id,Lists,Playthrough,Completion,Main Story,Main+Extras,Completionist,Speedrun,Personal Notes,Progress,Co-Op,Vs.,Retired Notes,100% Speedrun
872,42833,Private,Nintendo Switch,15h,NR,,5368455,Completed,First,"January 18, 2018",15h,,,,,,,,,
873,42833,Paroro,Nintendo Switch,15h,NR,,5754246,Completed,First,"April 04, 2018",15h,,,,,,,,,
874,42833,Pasck,Nintendo Switch,15h,NR,,4872714,Completed,First,"September 29, 2019",15h,,,,,,,,,
875,42833,Pkhoward2008,Nintendo Switch,15h,90%,,6486743,Completed,First,,15h,,,,,,,,,
876,42833,Private,Nintendo Switch,15h,NR,,11823663,Completed,First,,15h,,,,,,,,,
877,42833,Precise_Edge,Nintendo Switch,15h,NR,,10604806,Completed,First,,15h,24h 59m 57s,,,,,,,,
878,42833,PrivateSloths,Nintendo Switch,15h,70%,,9675366,Completed,First,"December 12, 2018",15h,30h,79h,,,,,,,
879,42833,Pulpitude,Nintendo Switch,15h,NR,,8633785,Completed,First,"April 17, 2019",15h,22h,,,,,,,,
880,42833,Qonqueror,Nintendo Switch,15h,NR,,11929719,Completed,First,,15h,,,,,,,,,
881,42833,Private,Nintendo Switch,15h,90%,,11114211,Completed,First,,15h,60h,,,,,,,,
882,42833,RAFishmonger,Nintendo Switch,15h,NR,,6519238,Completed,First,"July 03, 2018",15h,,,,,,,,,
883,42833,RetroGamerAndrew,Nintendo Switch,15h,100%,,7689306,Completed,First,"December 07, 2018",15h,,,,,,,,,
884,42833,Rickyspr,Nintendo Switch,15h,NR,,10756285,Completed,First,"January 05, 2020",15h,,,,,,,,,
885,42833,Saphazir,Nintendo Switch,15h,NR,,6429543,Completed,First,"June 18, 2018",15h,,,,,,,,,
886,42833,Sebita,Nintendo Switch,15h,90%,,8256436,Backlog Completed,First,"December 30, 2018",15h,,,,,50h /,,,,
887,42833,ShinjiTFP,Nintendo Switch,15h,100%,,5211868,Completed,First,"November 19, 2017",15h,,65h,,,,,,,
888,42833,Sjooeerd,Nintendo Switch,15h,NR,,5451865,Completed,First,"June 27, 2018",15h,,,,,,,,,
889,42833,StrikeJP,Nintendo Switch,15h,80%,,9631255,Completed,First,"September 14, 2018",15h,,,,,,,,,
890,42833,Sylvaris,Nintendo Switch,15h,NR,,9450112,Completed,First,"August 25, 2019",15h,,65h,,,,,,,
891,42833,TheSeahorse,Nintendo Switch,15h,90%,https://www.twitch.tv/videos/188481756,5779663,Completed,First,"February 05, 2018",15h,45h,,1h 16m 42s,,,,,,
892,42833,TheTrueGaro,Nintendo Switch,15h,70%,,5273230,Completed,First,"November 01, 2017",15h,,,,,,,,,
893,42833,Thio,Nintendo Switch,15h,NR,,10993080,Completed,First,"February 15, 2020",15h,40h,,,,,,,,
894,42833,Thoeren,Nintendo Switch,15h,100%,,7075867,Completed,First,"September 18, 2018",15h,,,,,,,,,
895,42833,Tyrenb0y,Nintendo Switch,15h,NR,500 Moons darker side completed,7751460,Completed,First,"December 16, 2018",15h,40h,,,,,,,,
896,42833,Vaunghk,Nintendo Switch,15h,90%,,8406877,Completed,First,,15h,,,,,,,,,
897,42833,VictorRong,Nintendo Switch,15h,NR,,8073512,Completed,First,"January 27, 2019",15h,,,,,,,,,
898,42833,VitorVex,Nintendo Switch,15h,NR,,11204412,Completed,First,,15h,30h,,,,,,,,
899,42833,Vlash,Nintendo Switch,15h,100%,It's mid December I have about 850 power moons. Almost there.,5255146,Completed,First,"November 02, 2017",15h,55h,,,,,,,,
900,42833,Walmammal,Nintendo Switch,15h,NR,Main story with minimum extras,5924215,Completed,First,"March 03, 2018",15h,,,,,,,,,
901,42833,Wulfrix,Nintendo Switch,15h,NR,Completed Darker Side of the Moon with 503 Moons,10464363,Completed,First,"December 14, 2019",15h,20h,,,,,,,,
902,42833,Yolkas,Nintendo Switch,15h,100%,,10684682,Completed,First,February 2019,15h,,,,,,,,,
903,42833,YoungHades,Nintendo Switch,15h,100%,,8742371,Completed,First,"October 14, 2019",15h,,,,,,,,,
904,42833,Zoltok,Nintendo Switch,15h,NR,,5751139,Completed,First,,15h,,,,,,,,,
905,42833,Private,Nintendo Switch,15h,NR,,9433451,Completed,First,"November 27, 2017",15h,,,,,,,,,
906,42833,amprsand,Nintendo Switch,15h,100%,,5837716,Completed,First,,15h,55h,60h,,,,,,,
907,42833,anonliquid7,Nintendo Switch,15h,NR,,11468632,Completed,First,,15h,,,,,,,,,
908,42833,athenaenoshima,Nintendo Switch,15h,NR,,7749572,Completed,First,,15h,,,,,,,,,
909,42833,baldmaga,Nintendo Switch,15h,NR,,6685627,Completed,First,"November 06, 2017",15h,,,,,,,,,
910,42833,beatlemaniac47,Nintendo Switch,15h,NR,,5489130,Completed,First,"November 26, 2017",15h,60h,,,,,,,,
911,42833,brownmagic,Nintendo Switch,15h,NR,,5496481,Completed,First,"January 14, 2018",15h,,,,,,,,,
912,42833,cashedtastic,Nintendo Switch,15h,90%,,5443524,Completed,First,"January 02, 2018",15h,,,,,,,,,
913,42833,chromelogan,Nintendo Switch,15h,NR,,7555162,Completed,First,,15h,,,,,,,,,
914,42833,ciel_yuri,Nintendo Switch,15h,NR,,11363944,Completed,First,"April 03, 2020",15h,,,,,,,,,
915,42833,complex,Nintendo Switch,15h,NR,,11475798,Completed,First,,15h,,,,,,,,,
916,42833,Private,Nintendo Switch,15h,NR,,5437323,Completed,First,,15h,,54h,,,,,,,
917,42833,crug1,Nintendo Switch,15h,NR,,10680587,Completed,First,"December 29, 2019",15h,,,,,,,,,
918,42833,darth_ur,Nintendo Switch,15h,90%,,5245133,Completed,First,"January 03, 2018",15h,,,,,,,,,
919,42833,db0y820,Nintendo Switch,15h,NR,,9563324,Completed,First,"September 08, 2019",15h,,,,,,,,,
920,42833,de_sinyaya,Nintendo Switch,15h,NR,,6640594,Completed,First,"July 22, 2018",15h,,,,,,,,,
921,42833,denisferro,Nintendo Switch,15h,90%,,8711227,Completed,First,"March 16, 2019",15h,,,,,,,,,
922,42833,dwyant,Nintendo Switch,15h,80%,,5520956,Completed,First,"November 17, 2017",15h,,,,,,,,,
923,42833,eth106,Nintendo Switch,15h,NR,,6427396,Completed,First,"June 18, 2018",15h,,,,,,,,,
924,42833,forwhommetallica,Nintendo Switch,15h,NR,,6443146,Completed,First,"July 07, 2018",15h,,,,,,,,,
925,42833,fuertecito01,Nintendo Switch,15h,NR,,5735436,Completed,First,"January 27, 2018",15h,,,,,,,,,
926,42833,gammagcl,Nintendo Switch,15h,NR,,5229470,Completed,First,"October 28, 2017",15h,,,,,,,,,
927,42833,hikle00,Nintendo Switch,15h,NR,,10778752,Completed,First,"August 21, 2018",15h,28h,55h,,,,,,,
928,42833,hltbCurl,Nintendo Switch,15h,NR,,5490580,Completed,First,"December 19, 2017",15h,20h,,,,,,,,
929,42833,iAvs,Nintendo Switch,15h,NR,,6041139,Completed,First,,15h,,,,,,,,,
930,42833,jeradw,Nintendo Switch,15h,NR,,5627655,Custom List Completed,First,"May 15, 2018",15h,,,,,,,,,
931,42833,juniperd,Nintendo Switch,15h,NR,,10682218,Completed,First,"December 29, 2019",15h,,,,,,,,,
932,42833,jwitos,Nintendo Switch,15h,NR,,6835866,Completed,First,,15h,,,,,,,,,
933,42833,keira48,Nintendo Switch,15h,100%,,5753050,Completed,First,"January 31, 2018",15h,40h,,,,,,,,
934,42833,kemal1132,Nintendo Switch,15h,90%,,10744416,Completed,First,,15h,,,,,,,,,
935,42833,killshia,Nintendo Switch,15h,NR,,8178124,Completed,First,"February 01, 2019",15h,,,,,,,,,
936,42833,leoprose,Nintendo Switch,15h,NR,,5793650,Completed,First,,15h,25h,,,,,,,,
937,42833,loggieduvs,Nintendo Switch,15h,NR,,6122575,Completed,First,,15h,,,,,,,,,
938,42833,lyanna89,Nintendo Switch,15h,NR,,7509290,Completed,First,"November 15, 2018",15h,,,,,,,,,
939,42833,mastaberg,Nintendo Switch,15h,NR,,10180633,Completed,First,"October 03, 2019",15h,,,,,,,,,
940,42833,Private,Nintendo Switch,15h,100%,,5512465,Completed,First,"November 02, 2017",15h,,71h,,,,,,,
941,42833,maudettehornsby,Nintendo Switch,15h,90%,,5869607,Completed,First,,15h,,,,,,,,,
942,42833,maurynator,Nintendo Switch,15h,NR,,11463318,Completed,First,"December 16, 2017",15h,,,,,,,,,
943,42833,mightyelk22,Nintendo Switch,15h,NR,,9600622,Completed,First,,15h,30h,,,,,,,,
944,42833,miralis,Nintendo Switch,15h,70%,,10946064,Backlog Completed,First,"March 23, 2020",15h,,,,,15h /,,,,
945,42833,molozon,Nintendo Switch,15h,NR,,11894627,Backlog Completed,First,"May 27, 2020",15h,,,,,,,,,
946,42833,Private,Nintendo Switch,15h,NR,,10916786,Completed,First,,15h,,,,,,,,,
947,42833,nlcammarata,Nintendo Switch,15h,100%,,11037543,Completed,First,"February 10, 2020",15h,,,,"Took me a few weeks to beat the main story, I've played the extras but I'm not going to 100% the game yet- have other games to play :)",,,,,
948,42833,odim89,Nintendo Switch,15h,NR,,9246704,Completed,First,"January 28, 2019",15h,,,,,,,,,
949,42833,papanelly27,Nintendo Switch,15h,NR,,10897285,Completed,First,"January 27, 2020",15h,,65h,,,,,,,
950,42833,pedrix,Nintendo Switch,15h,100%,"999 moons, all costumes. Ignoring Balloon World lv50",5586891,Completed,First,"January 04, 2018",15h,,55h,,,,,,,
951,42833,piendula,Nintendo Switch,15h,NR,,6308693,Completed,First,"May 24, 2018",15h,,,,,,,,,
952,42833,polltery,Nintendo Switch,15h,100%,,7801193,Completed,First,"March 16, 2019",15h,,,,,,,,,
953,42833,pwnseidon,Nintendo Switch,15h,NR,,6006937,Completed,First,"March 19, 2019",15h,,,,,,,,,
954,42833,quangito,Nintendo Switch,15h,80%,,6528120,Completed,First,"January 04, 2018",15h,,,,,,,,,
955,42833,radr,Nintendo Switch,15h,NR,,6164814,Completed,First,"November 09, 2017",15h,,,,,,,,,
956,42833,razorhanzo,Nintendo Switch,15h,NR,,10529199,Completed,First,"December 03, 2019",15h,,,,,,,,,
957,42833,rdominick,Nintendo Switch,15h,NR,,5315592,Completed,First,,15h,,,,,,,,,
958,42833,rodrigokratera,Nintendo Switch,15h,100%,,6381929,Completed,First,"July 26, 2019",15h,,,,,,,,,
959,42833,seejaylamb,Nintendo Switch,15h,NR,,8388667,Replay Completed,First,2018,15h,,,,,,,,,
960,42833,shakamaiden,Nintendo Switch,15h,100%,,5455929,Completed,First,"October 31, 2017",15h,,,,,,,,,
961,42833,shazmaru,Nintendo Switch,15h,NR,,6600903,Completed,First,"July 16, 2018",15h,,,,,,,,,
962,42833,spacejourney,Nintendo Switch,15h,NR,,9653268,Completed,First,"October 28, 2017",15h,,,,,,,,,
963,42833,steveny9911,Nintendo Switch,15h,NR,,9159119,Completed,First,,15h,,,,,,,,,
964,42833,Private,Nintendo Switch,15h,NR,,5985837,Completed,First,"March 15, 2018",15h,,,,,,,,,
965,42833,swordclaws,Nintendo Switch,15h,NR,,6869453,Completed,First,,15h,,,,,,,,,
966,42833,temmietuber0_0,Nintendo Switch,15h,NR,,8119120,Completed,First,"January 25, 2019",15h,,,,,,,,,
967,42833,th3disturbed,Nintendo Switch,15h,70%,,8515983,Completed,First,"March 24, 2019",15h,,,,,,,,,
968,42833,the_excavator,Nintendo Switch,15h,80%,,10318709,Completed,First,"April 20, 2018",15h,,,,,,,,,
969,42833,thelinuxmarketer,Nintendo Switch,15h,NR,,11195659,Completed,First,"March 04, 2019",15h,20h,,,,,,,,
970,42833,therenegado,Nintendo Switch,15h,NR,,5515080,Completed,First,"January 10, 2018",15h,,,,,,,,,
971,42833,Private,Nintendo Switch,15h,80%,,11701798,Completed,First,"May 24, 2020",15h,,,,,,,,,
972,42833,Private,Nintendo Switch,15h,NR,,7667028,Completed,First,"December 08, 2018",15h,,,,,,,,,
973,42833,tintin5kaz,Nintendo Switch,15h,NR,,5428736,Completed,First,"November 23, 2017",15h,,,,,,,,,
974,42833,trev1211,Nintendo Switch,15h,NR,,6016631,Completed,First,"December 30, 2017",15h,20h,40h,,,,,,,
975,42833,unshavendillon,Nintendo Switch,15h,100%,,6253778,Completed,First,"May 16, 2018",15h,,60h,,,,,,,
976,42833,yesimnathan,Nintendo Switch,15h,90%,,5313240,Completed,First,"January 01, 2018",15h,,,,,,,,,
977,42833,yonycool,Nintendo Switch,15h,NR,,10437665,Playing Completed,First,"November 17, 2019",15h,25h,,,,25h /,,,,
978,42833,ys45,Nintendo Switch,15h,NR,,5595027,Completed,First,"January 06, 2018",15h,,,,,,,,,
979,42833,zalmute,Nintendo Switch,15h,NR,,11298102,Completed,First,,15h,,,,,,,,,
980,42833,zdzeee,Nintendo Switch,15h,NR,,10720270,Completed,First,"March 16, 2020",15h,,,,,,,,,
981,42833,zugdush,Nintendo Switch,15h,NR,,11593998,Completed,First,"April 28, 2020",15h,,,,,,,,,
982,42833,Private,Nintendo Switch,15h 03m,NR,,6054615,Completed,First,"February 28, 2018",15h 03m,,,,,,,,,
983,42833,LazaroCruz,Nintendo Switch,15h 08m,NR,,6075799,Backlog Completed,First,"April 01, 2018",15h 08m,,,,,,,,,
984,42833,anchor,Nintendo Switch,15h 08m,NR,Arrived in Mushroom Kingdom with 251 Power Moons,9537809,Completed,First,"September 04, 2019",15h 08m,,,,,,,,,
985,42833,,Nintendo Switch,15h 10m,NR,,7093757,Completed,First,,15h 10m,,,,,,,,,
986,42833,,Nintendo Switch,15h 12m,NR,,5913358,Completed,First,,15h 12m,,,,,,,,,
987,42833,,Nintendo Switch,15h 15m,NR,,11920907,Completed,First,,15h 15m,,,,,,,,,
988,42833,CalvinH32,Nintendo Switch,15h 15m,NR,,12010840,Completed,First,"June 16, 2020",15h 15m,,,,,,,,,
989,42833,DhinCardoso,Nintendo Switch,15h 16m,80%,,8367202,Completed,First,"December 27, 2017",15h 16m,29h 30m,,,,,,,,
990,42833,,Nintendo Switch,15h 20m,NR,,5576687,Completed,First,,15h 20m,,55h 30m,,,,,,,
991,42833,Private,Nintendo Switch,15h 20m,NR,,9343482,Completed,First,"August 11, 2019",15h 20m,,,,,,,,,
992,42833,Blanny,Nintendo Switch,15h 22m,50%,,10534641,Completed,First,2018,15h 22m,,,,,,,,,
993,42833,,Nintendo Switch,15h 22m,NR,,5964197,Completed,First,,15h 22m 15s,,72h 42m 23s,,,,,,,
994,42833,Private,Nintendo Switch,15h 25m,NR,,5727826,Playing Completed,First,"January 25, 2018",15h 25m,,,,,15h 25m /,,,,
995,42833,technoir,Nintendo Switch,15h 25m,NR,,5420500,Completed,First,"December 01, 2017",15h 25m,,,,,,,,,
996,42833,Private,Nintendo Switch,15h 30m,NR,,5776889,Completed,First,"December 05, 2017",15h 30m,,,,,,,,,
997,42833,TheViewFromMyRock,Nintendo Switch,15h 30m,NR,,11447733,Completed,First,"February 20, 2019",15h 30m,,,,,,,,,
998,42833,galaxy435,Nintendo Switch,15h 30m,NR,,10695172,Completed,First,"December 31, 2019",15h 30m,30h,60h,,,,,,,
999,42833,,Nintendo Switch,15h 32m,NR,,5234238,Completed,First,,15h 32m,32h 55m,44h 12m,,,,,,,
1000,42833,,Nintendo Switch,15h 32m,NR,,5244367,Completed,First,,15h 32m,,,,,,,,,
1001,42833,Nicky9nore,Nintendo Switch,15h 32m,NR,,6803544,Completed,First,"August 10, 2018",15h 32m,,80h 36m,,,,,,,
1002,42833,johnnieisle,Nintendo Switch,15h 32m,90%,,10343980,Completed,First,"October 25, 2019",15h 32m,,,,,,,,,
1003,42833,,Nintendo Switch,15h 35m,NR,,8023399,Completed,First,,15h 35m,,,,,,,,,
1004,42833,VHSdinosaurGO,Nintendo Switch,15h 35m,NR,,8197088,Completed,First,"March 03, 2019",15h 35m,,,,,,,,,
1005,42833,notsofastturtle,Nintendo Switch,15h 35m,NR,,6476007,Completed,First,"February 25, 2018",15h 35m,,,,,,,,,
1006,42833,Marter,Nintendo Switch,15h 42m,NR,,7994314,Completed,First,2018,15h 42m,,,,,,,,,
1007,42833,mimikyu21,Nintendo Switch,15h 43m,90%,220 Power moons collected,10097488,Completed,First,,15h 43m,,,,,,,,,
1008,42833,3D_Infinity,Nintendo Switch,16h,90%,,8705097,Completed,First,"July 19, 2019",16h,,,,,,,,,
1009,42833,Bassel316,Nintendo Switch,16h,100%,,7281521,Completed,First,,16h,,,,,,,,,
1010,42833,ProstUnite,Nintendo Switch,16h,100%,,11435189,Completed,First,,16h,,,,,,,,,
1011,42833,Tom0901,Nintendo Switch,16h,80%,,11317355,Completed,First,"April 01, 2020",16h,,,,,,,,,
1012,42833,Zapirk,Nintendo Switch,16h,NR,"main story, took my time very few extra moons",5926828,Completed,First,"March 02, 2018",16h,,,,,,,,,
1013,42833,flyingtoaster99,Nintendo Switch,16h,90%,,5510763,Completed,First,"November 10, 2017",16h,,,,,,,,,
1014,42833,Private,Nintendo Switch,16h,90%,,10560523,Completed,First,,16h,,,,,,,,,
1015,42833,rakeshra96,Nintendo Switch,16h,NR,,9696327,Completed,First,"September 21, 2019",16h,,,,,,,,,
1016,42833,rift12,Nintendo Switch,16h,80%,356 moons,8289798,Completed,First,"February 17, 2019",16h,,,,,,,,,
1017,42833,,Nintendo Switch,16h 10m,NR,copletet the main story with a couple extra moons,5231192,Completed,First,,16h 10m 03s,,,,,,,,,
1018,42833,tseaves36,Nintendo Switch,16h 15m,80%,,7824154,Completed,First,"June 02, 2019",16h 15m,,,,,,,,,
1019,42833,Montimorti,Nintendo Switch,16h 17m,90%,,7840276,Completed,First,"March 13, 2019",16h 17m,,,,,,,,,
1020,42833,,Nintendo Switch,16h 20m,NR,,11848380,Completed,First,,16h 20m,,,,,,,,,
1021,42833,Oreio7,Nintendo Switch,16h 24m,80%,Very quick and easy puzzles. Noticed all bosses had the rule of three playing for them.,11538689,Playing Completed,First,"April 23, 2020",16h 24m 30s,,,,,16h 24m 32s /,,,,
1022,42833,Logophiliac,Nintendo Switch,16h 25m,NR,317 moons collected.,6557020,Completed,First,"July 09, 2018",16h 25m,,,,,,,,,
1023,42833,aeastin,Nintendo Switch,16h 25m,90%,,5225058,Completed,First,"December 27, 2017",16h 25m,25h 22m,,,,,,,,
1024,42833,,Nintendo Switch,16h 30m,NR,,5226814,Completed,First,,16h 30m,,,,,,,,,
1025,42833,Private,Nintendo Switch,16h 30m,NR,,5521475,Completed,First,"December 25, 2017",16h 30m,,,,,,,,,
1026,42833,SoulsSmash,Nintendo Switch,16h 45m,NR,,5342450,Playing Completed,First,"October 27, 2017",16h 45m,26h 17m,72h 36m,,,74h 49m /,,,,
1027,42833,turbograffix,Nintendo Switch,16h 54m,NR,,8569170,Completed,First,"March 29, 2019",16h 54m 29s,,,,,,,,,
1028,42833,,Nintendo Switch,17h,NR,,6081734,Completed,First,,17h,,,,,,,,,
1029,42833,Cylanes,Nintendo Switch,17h,NR,,6006388,Completed,First,"May 13, 2018",17h,,,,,,,,,
1030,42833,GamerMani,Nintendo Switch,17h,90%,,7894389,Completed,First,"January 16, 2019",17h,,,,,,,,,
1031,42833,Private,Nintendo Switch,17h,NR,,5891368,Completed,First,"January 01, 2018",17h,,,,,,,,,
1032,42833,Private,Nintendo Switch,17h,NR,,5576715,Completed,First,"March 10, 2019",17h,45h,,,,,,,,
1033,42833,Lgalkis,Nintendo Switch,17h,NR,,6600472,Completed,First,"July 16, 2018",17h,,,,,,,,,
1034,42833,Private,Nintendo Switch,17h,NR,,10381810,Completed,First,"November 08, 2019",17h,,,,,,,,,
1035,42833,dahgraz,Nintendo Switch,17h,NR,All Regional Coins. 521 Moons.,5229957,Backlog Completed,First,"November 04, 2017",17h,25h,,,,25h /,,,,
1036,42833,luminantAegis,Nintendo Switch,17h,NR,Over required moons for story completion,5381402,Completed,First,November 2017,17h,,,,,,,,,
1037,42833,petecj101,Nintendo Switch,17h,100%,,5611157,Completed,First,"January 07, 2018",17h,25h,,,,,,,,
1038,42833,AZRoboto,Nintendo Switch,17h 30m,NR,06.01.2020 - through part of Mushroom Kingdom as End-Game,11889080,Completed,First,"June 01, 2020",17h 30m,,,,,,,,,
1039,42833,doroark76,Nintendo Switch,17h 36m,NR,,6435024,Completed,First,"June 18, 2018",17h 36m,,,,,,,,,
1040,42833,Brownman417,Nintendo Switch,18h,100%,,6431965,Completed,First,"November 02, 2018",18h,,,,,,,,,
1041,42833,TresLeches,Nintendo Switch,18h,80%,,11827555,Completed,First,January 2020,18h,,,,,,,,,
1042,42833,brettheazy,Nintendo Switch,18h,90%,,6013618,Completed,First,"November 05, 2017",18h,,,,,,,,,
1043,42833,Private,Nintendo Switch,18h,100%,,6542074,Completed,First,,18h,40h,,,,,,,,
1044,42833,jonno7,Nintendo Switch,18h,NR,,10770173,Completed,First,October 2019,18h,,,,,,,,,
1045,42833,Rakay,Nintendo Switch,18h 22m,NR,,6412516,Completed,First,"June 15, 2018",18h 22m,,,,,,,,,
1046,42833,RamenNoodles650,Nintendo Switch,18h 26m,NR,,8638255,Completed,First,"April 18, 2019",18h 26m,25h 12m,,,,,,,,
1047,42833,Gankord,Nintendo Switch,18h 30m,NR,,8741093,Completed,First,"May 08, 2019",18h 30m,,,,,,,,,
1048,42833,BadScottPilgrim,Nintendo Switch,18h 35m,NR,,5321136,Completed,First,"November 14, 2017",18h 35m 35s,45h 55m 35s,,,,,,,,
1049,42833,Venusiana,Nintendo Switch,19h,NR,,5579334,Completed,First,"January 03, 2018",19h,21h,,,,,,,,
1050,42833,Hallgier,Nintendo Switch,19h 08m,90%,,7900506,Completed,First,"January 19, 2019",19h 08m,,,,,,,,,
1051,42833,briansoto101,Nintendo Switch,19h 38m,NR,,8536405,Completed,First,"April 15, 2018",19h 38m,,,,,,,,,
1052,42833,Private,Nintendo Switch,19h 45m,90%,,6485941,Playing Completed,First,"June 27, 2018",19h 45m 13s,,,,,20h 45m 15s /,,,,
1053,42833,BIGLUCA,Nintendo Switch,19h 50m,90%,,9075571,Completed,First,"July 03, 2019",19h 50m,39h,55h 20m,,,,,,,
1054,42833,,Nintendo Switch,20h,NR,Took my time qnd got a lot of extra moons.,6164769,Completed,First,,20h,,,,,,,,,
1055,42833,,Nintendo Switch,20h,NR,,6412720,Completed,First,,20h,45h,,,,,,,,
1056,42833,,Nintendo Switch,20h,NR,,7919362,Completed,First,,20h,,,,,,,,,
1057,42833,,Nintendo Switch,20h,NR,,8282562,Completed,First,,20h,50h,100h,,,,,,,
1058,42833,,Nintendo Switch,20h,NR,,8296567,Completed,First,,20h,40h,80h,,,,,,,
1059,42833,,Nintendo Switch,20h,NR,,8384709,Completed,First,,20h,25h,35h,,,,,,,
1060,42833,,Nintendo Switch,20h,NR,,8473149,Completed,First,,20h,30h,70h,,,,,,,
1061,42833,,Nintendo Switch,20h,NR,,8854632,Completed,First,,20h,27h,40h,,,,,,,
1062,42833,,Nintendo Switch,20h,NR,,9000917,Completed,First,,20h,,,,,,,,,
1063,42833,,Nintendo Switch,20h,NR,,11675739,Completed,First,,20h,,,,,,,,,
1064,42833,,Nintendo Switch,20h,NR,,11777680,Completed,First,,20h,,,,,,,,,
1065,42833,,Nintendo Switch,20h,NR,,12015722,Completed,First,,20h,,100h,,,,,,,
1066,42833,Aliseyun,Nintendo Switch,20h,NR,,9279795,Completed,First,"November 01, 2017",20h,,,,,,,,,
1067,42833,Benchalli6,Nintendo Switch,20h,NR,,8608145,Completed,First,"April 13, 2019",20h,25h,,,,,,,,
1068,42833,BlackYoshi,Nintendo Switch,20h,NR,,8682717,Completed,First,"January 04, 2018",20h,,50h,,,,,,,
1069,42833,Blubbpaule,Nintendo Switch,20h,100%,,11730047,Completed,First,,20h,,,,,,,,,
1070,42833,BoTie,Nintendo Switch,20h,NR,,9332395,Completed,First,,20h,30h,,,,,,,,
1071,42833,Clavat,Nintendo Switch,20h,NR,,5549647,Completed,First,"December 31, 2017",20h,,,,,,,,,
1072,42833,CookiesAndCake,Nintendo Switch,20h,NR,,9385509,Completed,First,,20h,,,,,,,,,
1073,42833,Cullen,Nintendo Switch,20h,NR,,5439716,Completed,First,"June 24, 2018",20h,25h,,,,,,,,
1074,42833,DSkull,Nintendo Switch,20h,90%,,10546234,Completed,First,"December 05, 2019",20h,40h,,,,,,,,
1075,42833,Private,Nintendo Switch,20h,90%,,5471006,Completed,First,"December 15, 2017",20h,44h,63h,,,,,,,
1076,42833,Einspruch,Nintendo Switch,20h,100%,,6154321,Completed,First,"April 21, 2018",20h,45h,65h,,,,,,,
1077,42833,FatalSyndrome,Nintendo Switch,20h,NR,,9105561,Completed,First,"May 26, 2020",20h,,,,,,,,,
1078,42833,Fingerz,Nintendo Switch,20h,100%,,8995571,Completed,First,"June 15, 2019",20h,45h,50h,,,,,,,
1079,42833,GarikLoran,Nintendo Switch,20h,NR,,11183688,Completed,First,"May 12, 2019",20h,,,,,,,,,
1080,42833,Grovesy008,Nintendo Switch,20h,NR,,5281375,Completed,First,"October 31, 2017",20h,,,,,,,,,
1081,42833,Himmelblauchen,Nintendo Switch,20h,NR,,10801171,Completed,First,"January 12, 2020",20h,,,,,,,,,
1082,42833,IIIIImRossIIIII,Nintendo Switch,20h,90%,,11827707,Completed,First,"February 10, 2018",20h,,,,,,,,,
1083,42833,Ikanacanyon,Nintendo Switch,20h,NR,,7891762,Completed Retired,First,"December 30, 2018",20h,,65h,,,,,,,
1084,42833,JohnP,Nintendo Switch,20h,NR,,11442244,Custom List Completed Retired,First,,20h,25h,60h,,,60h /,,,,
1085,42833,Juhg,Nintendo Switch,20h,80%,,10168954,Completed,First,,20h,,,,,,,,,
1086,42833,Private,Nintendo Switch,20h,NR,,8230253,Completed,First,"November 19, 2017",20h,,,,,,,,,
1087,42833,LMUC,Nintendo Switch,20h,NR,,11211726,Completed,First,"March 21, 2020",20h,,,,,,,,,
1088,42833,Laros,Nintendo Switch,20h,NR,,8067899,Completed,First,"December 19, 2018",20h,,,,,,,,,
1089,42833,Private,Nintendo Switch,20h,NR,,11318038,Completed,First,"April 01, 2020",20h,,,,,,,,,
1090,42833,Mapa17,Nintendo Switch,20h,80%,,11327371,Completed,First,"April 02, 2020",20h,,,,,,,,,
1091,42833,Milcheax,Nintendo Switch,20h,NR,,7751547,Completed,First,"November 16, 2018",20h,,,,,,,,,
1092,42833,Mizuhiro,Nintendo Switch,20h,90%,,8723323,Completed,First,,20h,,,,,,,,,
1093,42833,Narpet2112,Nintendo Switch,20h,NR,,5250458,Completed,First,"June 23, 2018",20h,,,,,,,,,
1094,42833,NibNib,Nintendo Switch,20h,90%,,6487279,Completed,First,"January 15, 2018",20h,,,,,,,,,
1095,42833,OWade96,Nintendo Switch,20h,NR,,11301351,Completed,First,"May 18, 2020",20h,,,,,,,,,
1096,42833,Ogastus,Nintendo Switch,20h,NR,,5740865,Completed,First,"January 28, 2018",20h,,,,,,,,,
1097,42833,OleBaba,Nintendo Switch,20h,80%,,9251115,Completed,First,"March 06, 2019",20h,45h,,,,,,,,
1098,42833,Rebeccalane,Nintendo Switch,20h,NR,,10423113,Completed,First,"April 29, 2020",20h,,,,,,,,,
1099,42833,Sllama,Nintendo Switch,20h,80%,,7383261,Completed,First,,20h,,,,,,,,,
1100,42833,Stahlin,Nintendo Switch,20h,NR,,11188309,Completed,First,,20h,,,,,,,,,
1101,42833,VariaVirus,Nintendo Switch,20h,NR,Well worth it. Time well wasted.,5306514,Completed,First,"July 29, 2018",20h,,100h,,810 moons,,,,,
1102,42833,Private,Nintendo Switch,20h,100%,,5831998,Completed,First,"May 01, 2018",20h,,,,,,,,,
1103,42833,Whalehome,Nintendo Switch,20h,NR,"Beat main story, roughly 300 moons",5843638,Completed,First,"February 15, 2018",20h,,,,,,,,,
1104,42833,ao311,Nintendo Switch,20h,NR,,10418458,Completed,First,,20h,,,,,,,,,
